-0.00056079-0.00062083i,0.00073755-0.0010162i,-8.3848e-05-0.0017776i,-0.0019223-0.0014559i,-0.0036296+0.00028766i,-0.0043913+0.0010013i,-0.0022653+0.0013369i,-0.00078459+0.00085115i,-0.0014632-0.00019099i,-0.0021488-0.00047843i,-0.00065495-0.00037564i,0.00039326+0.00030236i,0.00066649+0.00018232i,0.00060259-0.00079634i,0.0001544-0.0014283i,0.00016099-0.0012845i,5.2711e-05-0.00019171i,0.00017945-0.00037931i,0.0003153-0.00038814i,0.00023266+0.00058466i,0.00075715-0.00027535i,-0.00011857-0.00091618i,-0.0010517-0.00045694i
0.00080648-0.00092836i,0.00050166-0.00056264i,-0.00096154-9.8474e-05i,-0.0014578-0.00027256i,-0.0020446-0.00025511i,-0.0023162+0.00076936i,-0.0012208+0.00083544i,-8.2908e-05-0.00050227i,-3.4542e-05-0.0014839i,-0.00094982-0.00056564i,-0.0011139+0.00076805i,-0.00032967+0.00084672i,0.00036953+0.00025752i,0.00071191+7.1305e-05i,0.00063052-0.00054788i,0.00064795-0.00099407i,0.00099173+0.00033925i,0.0012173+0.0010313i,0.0012761+0.0012458i,0.0006124+0.00061021i,0.00032309-0.00037173i,0.00073383-0.00077404i,0.00036382-0.00028485i
-0.0022092+0.0006504i,-0.0020685+0.0012331i,-0.0017835+0.0021438i,-0.0017687+0.0021675i,-0.0013189+0.0013243i,-0.00093555+0.0018104i,-0.0013164+0.0013068i,-0.0013935-0.00039284i,-0.0014816-0.0012236i,-0.001106-0.00094765i,-0.00050427-0.0003397i,-8.0436e-05-0.00049729i,0.0004407-0.00084993i,0.00070435-0.00065662i,-0.00025927-0.00025226i,0.00010444-0.00030881i,0.0011568-0.00028398i,0.0012078-0.00043823i,0.0011932-0.0012133i,0.00084454-0.00061275i,0.00030585-0.00014741i,0.00021587-0.00040896i,-3.1948e-05-0.00019636i
1.9206e-05+0.00068469i,0.0011017+0.0017797i,0.002472+0.0023982i,0.0023381+0.0018227i,0.00028438+0.00096857i,-0.0015584+0.0012651i,-0.0016663+0.00157i,-0.0012427+0.00038504i,-0.0009485-0.0014175i,-0.0010173-0.0022102i,-0.0013457-0.0010231i,-0.00091406+0.00045662i,-0.00092313+0.00058573i,-0.00064649+0.00010215i,-2.8341e-05+0.00042408i,0.0002461+0.0008223i,0.00053128+0.00078265i,0.00046246+0.00079577i,0.00084774+0.00021413i,0.0012157-0.0001001i,0.00058146-0.00067385i,0.00034632-0.00042316i,0.00032569+0.00057372i
-0.00031575-0.00035228i,-0.00099714-0.0018108i,-0.0020184-0.002019i,-0.0025088-0.0014356i,-0.0026154-0.0003827i,-0.0020639+0.00075203i,-0.00063248+0.00042089i,6.0096e-05-8.9986e-05i,-0.00073889-0.00079266i,-0.00085094-0.0010541i,-0.00075674-0.00079393i,-5.1742e-05-0.00043084i,0.00076572+0.00016983i,0.00039342+0.00049992i,-0.00043205+0.00044653i,-0.00065437+0.00055448i,0.00025153+0.00025969i,0.00087263+0.00014275i,0.00061571-0.00019002i,0.00026861-0.00053756i,-0.00032868-0.00043529i,-0.00040896-0.00060151i,0.00066637-0.00027256i
0.00015007-0.0012344i,0.001433+0.00019609i,0.0016263+0.0017552i,0.0002676+0.0017873i,-0.0019883+0.0011598i,-0.0029474+0.0011348i,-0.0021122+0.0004307i,-0.0010835-0.00023093i,-0.00073116-0.0011232i,-0.00033438-0.0014847i,0.00020012-0.00046874i,0.00036899+0.00033329i,0.00026873+0.00044501i,0.00056204+0.0006094i,0.00062937+0.00052051i,0.00069022+1.3081e-05i,0.001104-5.6526e-05i,0.001241-0.00050871i,0.0010462-0.00055755i,0.00038678+0.00022984i,-2.6581e-05-9.482e-05i,-0.00052564-0.00064312i,-0.00059589-0.00032685i
-0.002121+0.00087694i,-0.0021382+0.00052095i,-0.0020159-0.0001492i,-0.0014006+0.00052432i,-0.0019084+0.0011507i,-0.002836+0.0011511i,-0.0021664+0.00089003i,-0.0011271+7.7774e-05i,-0.00096067-0.00097779i,-0.0013409-0.00096475i,-0.0011137-0.00018135i,-0.00050201+0.00030313i,-0.00030921-0.00031852i,3.8925e-05-3.6996e-05i,4.6279e-05+9.4678e-05i,0.00035243+0.00013427i,0.00097064+0.00062765i,0.0011001+0.0002174i,0.00073773-6.7388e-05i,0.00061614+0.00019133i,0.00044832+0.0002853i,0.00028627+0.00071238i,0.00067046+0.00063368i
-0.00084208+0.0021795i,0.00013089+0.0018274i,0.0014388+0.0021898i,0.0010793+0.0018012i,-0.0010417+0.00064564i,-0.0024415+0.0014224i,-0.0017276+0.0015523i,-0.0006323+0.00034763i,-0.00063341-0.0001194i,-0.0010223-0.00038i,-0.0009077-6.9471e-05i,-0.0013855+0.00021993i,-0.001328+5.9829e-05i,-4.7475e-05+6.6782e-05i,0.0008881+0.00038206i,0.0012566+0.00021211i,0.001699-1.3267e-05i,0.0011983-1.3065e-05i,-0.0004617-6.7299e-05i,-0.0015611-0.00036884i,-0.0012532-0.00089736i,-0.00038963-0.00038448i,0.00025567+0.00077123i
-0.0012589+0.00065431i,-0.0014166+7.5365e-05i,-0.0010308+0.00060722i,-0.00086192+0.00097019i,-0.00087896+0.00066336i,-0.00089996+0.00065385i,-0.0015099+0.000653i,-0.00090585-0.0004605i,-0.00063007-0.0011864i,-0.00066751-0.00073758i,-0.0010631-0.00010928i,-0.0011883+5.6075e-05i,-0.00049275+9.2087e-05i,-0.00035339+0.00064548i,0.00026428+0.001013i,0.00042872+0.0013179i,-0.00022813+0.0013118i,0.00045079+0.00092102i,0.0010185+0.00074933i,0.00066848+0.0003367i,0.00053274+0.00012631i,0.00013687+0.00027526i,0.0005412+0.00028561i
0.00080196-0.00041712i,-0.00015463-0.00010189i,-0.00065445+0.00066208i,-0.00089136+0.0012019i,-0.0024565+0.00092617i,-0.0033718+0.0015487i,-0.0019055+0.0019035i,-0.00074821+0.00076689i,-0.0011029-0.00049175i,-0.0013862-0.00051283i,-0.00060798-2.2949e-05i,0.00014967-0.00034426i,0.00048036-2.7083e-05i,0.00050333+0.00079871i,0.00021374+0.00095183i,0.00051918+0.00075127i,0.0010164+0.00071847i,0.0011236+0.00017942i,0.00072908+0.00028118i,0.00041108+0.00026588i,0.00015749+0.00027166i,1.0617e-05+0.00068361i,-0.00013051+0.00072038i
-0.00025277-0.00012473i,-0.0016525-0.00048311i,-0.00098456-0.00037241i,-6.9527e-05-0.0002759i,-0.0013627-0.00099499i,-0.0023337-0.0016425i,-0.0013507-0.00096245i,0.00028706-0.0011518i,3.1698e-05-0.0017907i,-0.0011612-0.0019114i,-0.001484-0.0012162i,-0.00096742-6.5058e-05i,-5.0973e-05+0.00027171i,0.00038511+0.00051746i,-0.0001491+0.00046678i,0.00052095+0.00019684i,0.0010971-0.00030637i,0.00091829-0.0007127i,0.001061-0.00033553i,0.00015535-0.00037571i,-0.00052097-0.00055449i,-0.00043626+8.2666e-05i,-0.00068493+0.0004794i
-0.00037236+0.0032496i,0.00068958+0.0022177i,0.00080322+0.0013309i,0.00047163+0.0010656i,-0.00082633+0.00016422i,-0.0024624-0.00027532i,-0.0024159-1.0158e-05i,-0.0013718+5.5308e-05i,-0.0010238+6.1712e-05i,-0.00068819-0.00016729i,-0.00061088-0.00052461i,-0.00051175-0.000417i,-0.00040012-0.00010303i,-0.00031854-0.00034448i,0.00023876-0.00031059i,0.000493+7.1315e-06i,0.00085824+0.0001151i,0.0014306+0.00026816i,0.0010432+2.1342e-05i,0.00017609-0.0004106i,-0.00012894-0.00064443i,-0.00025818-0.00093612i,-0.00066685-0.00072466i
0.00057925+0.0011891i,0.00053111+0.00061186i,0.0011454-0.00058227i,0.00060728-0.0017663i,-0.00085032-0.0019127i,-0.0018236-0.00041574i,-0.0015373+0.00063296i,-0.00091634+0.00038642i,-0.0010463-5.7073e-05i,-0.00093857-0.00044134i,-0.00091243-0.00053358i,-0.0010518-0.00048732i,-0.00041524-0.00055875i,0.0004373-0.00065279i,0.00038724+9.653e-05i,-0.00017666-0.00016429i,0.00032677-6.0893e-05i,0.00039493+0.00033216i,-0.00015067-0.00011961i,-0.00023924-0.00025011i,0.00015396-0.00040243i,0.00015688-0.0007163i,-0.00021915-0.0003202i
0.00016278+0.00016716i,0.00014323+0.00092194i,-0.00065088+0.0019829i,-0.00036779+0.0016001i,-0.00075485+0.00040658i,-0.0013203+0.00019756i,-0.0016402+0.0010766i,-0.00096192+0.00016123i,-0.00068469-0.001186i,-0.0010519-0.0012546i,-0.00066919-0.0003087i,-3.3548e-05+0.00016462i,0.00051891-9.0687e-05i,0.00026577-0.00034601i,-0.00018981-0.00054571i,0.00011273-0.0008492i,-0.00014785-0.00045577i,-0.00064385-0.00073183i,0.00040733-0.0012327i,0.00053949-0.00063422i,8.2941e-05-5.4059e-05i,0.00043886+0.00074331i,0.0002742+0.00098088i
-0.00081252+0.0012482i,-0.0001897-0.00050927i,0.00036076-0.00031707i,-0.00015943-0.00029973i,-0.00021969-0.0010718i,-0.00065782+0.00015107i,-0.00098586+0.00084752i,-0.00080595+0.00029368i,-0.0012893-0.00059736i,-0.0015691-0.00092218i,-0.00091208-0.00029557i,-0.00010985+0.00039019i,-0.00019531+0.00060062i,3.0513e-05+0.00021084i,0.0010212-0.0001911i,0.0017907-0.00061518i,0.00089251-0.00040196i,-0.00021234+0.00037851i,-0.00017828+0.00092679i,-0.00021388+0.00082681i,-0.00017948+0.00031658i,0.00020534+0.00013428i,6.9103e-05+0.00040269i
0.0012494+0.0019018i,0.0010594+0.0012107i,0.0012576+0.00082829i,0.00062186+0.00013009i,-0.00083763-0.0010165i,-0.0026945-0.00022902i,-0.002876+0.00025144i,-0.00074949-0.00023442i,0.00012231-0.00026573i,-0.00035154-0.00031456i,-0.00099331-0.00039269i,-0.00045108-1.2368e-05i,0.00017829+0.0008302i,-0.00034993+0.001394i,0.00024429+0.0015031i,0.0009096+0.00043898i,0.00065152+9.6599e-05i,0.00068799-7.0837e-05i,0.00066326-0.00010371i,0.0002228+0.00069143i,-0.00012119+0.0008826i,-0.0003377+0.00040006i,-0.00030007+0.00033466i
0.0003223-0.0010833i,2.7421e-06-0.0020381i,5.4205e-05-0.0005508i,-0.00011348+0.00038241i,-0.0010209+7.8305e-05i,-0.0023033+0.00047518i,-0.0025753+0.00075961i,-0.0011717+0.00014i,-0.0013542-0.00064532i,-0.0018747-0.0011234i,-0.000918-0.00070696i,-0.00026253+7.5355e-05i,-0.0004288-0.00013895i,-0.00048668-9.5579e-05i,4.8949e-05+0.00021966i,0.00066885+0.00010425i,0.00038115-0.00022754i,-0.00010459-0.0012087i,0.00048027-0.0010613i,0.0010707+6.9836e-05i,0.0006942+0.00016905i,-0.00028204-0.00050852i,-0.00075317-0.0010698i
0.00093658+0.00099411i,-0.0001139+0.0019291i,-0.00094032+0.0017355i,-0.0010003+0.0011919i,-0.00061547+0.0013176i,-0.0014675+0.0013349i,-0.0012242+0.001361i,-0.00038221+0.00044329i,-0.0014286-0.00065015i,-0.0022788+8.7455e-05i,-0.0014238+0.00051496i,-0.00036633+0.00036318i,0.00029503+0.00027182i,0.0005732-0.00014286i,0.00014872-0.00050384i,-0.0002563-0.00051031i,0.00034067+0.0001433i,0.00063811+0.00013255i,0.00022487+8.3727e-05i,0.00014403-8.9648e-05i,-5.8439e-05-0.00068139i,-0.00055315-0.00098857i,-0.00095867-0.0013157i
-0.00083581+0.0013236i,-0.00048503+0.0012623i,-4.5288e-06+0.0017264i,-7.7733e-06+0.0014203i,-0.00054805+0.0011224i,-0.001736+0.0014321i,-0.00146+0.0013789i,-0.00087219+0.00053389i,-0.00087823-0.00016831i,-0.00026233-0.00083045i,0.00040831-0.00089829i,0.00012741-0.00047481i,0.00024189+0.0001911i,0.0011525+0.00060712i,0.0014539+0.00029864i,0.00058606-0.00044876i,0.00029342-0.00027669i,0.00051351+0.00079178i,0.00023373+0.00064698i,-0.0002409-0.00037449i,-0.00050752-0.00063404i,-0.00019321-0.00094132i,0.00037267-0.00037411i
0.00030368-0.00032504i,0.00038972+0.00064848i,-0.00013803+0.00022248i,-0.00095693-0.00050747i,-0.001862-0.00055994i,-0.0021151-0.00050837i,-0.0010304-0.00044711i,-0.00037071-0.0012398i,-0.0004281-0.0019167i,-0.00088357-0.0010016i,-0.0012297-0.00016403i,-0.0011518-0.00033518i,-0.00068633-0.0010626i,0.00039277-0.0014666i,0.00056547-0.00082919i,-4.4589e-05+8.4733e-05i,-0.00016493-5.9011e-06i,-0.00015577-0.00011959i,0.00011571+6.027e-06i,0.00096081+0.00041304i,0.0013538+0.00015215i,0.000835+8.4666e-05i,9.7635e-05-0.00015969i
0.00055042-0.00063725i,-0.00088997-0.00087669i,-0.0019113-0.0012515i,-0.0018761-0.00059013i,-0.0022115+0.00069636i,-0.002441+0.00081801i,-0.0014651+0.00040373i,-0.00022715-0.00036981i,-0.00016108-0.00094215i,-0.0011983-0.00072062i,-0.0015569-0.00037008i,-0.0005648-0.00021124i,0.00079876-0.00038467i,0.00087449+7.1743e-05i,0.00021899+0.0003085i,0.00077778+0.00038166i,0.00070896+0.00046852i,0.00059772-0.00020068i,0.00096932-0.00080564i,0.00022359-0.00049412i,-0.00044673-0.00030108i,-0.00030961-0.00043625i,-0.00081901+6.805e-05i
0.0006728+0.0028256i,0.0019077+0.0028593i,0.0019579+0.0024878i,0.0013141+0.0022826i,0.0015948+0.0018686i,0.0010228+0.00068809i,0.00016518+0.0002401i,-0.00011034+0.00014729i,-0.0010162-0.00082376i,-0.0018013-0.0016964i,-0.0013718-0.00093807i,-0.00047129-4.7219e-05i,0.00029163-0.00014432i,0.00011729+0.0002566i,-2.9475e-05+0.00015055i,0.00090739-0.00040852i,0.0013181-0.00024811i,0.00079817-0.00023177i,0.00064875-0.00060862i,0.00052832-0.00064803i,0.00037843-0.00021176i,0.00025542+0.00026202i,-9.0319e-05+6.5608e-05i
-0.0002848-1.828e-05i,-0.00020868+0.00055545i,-0.0012333+0.00093673i,-0.0012322+0.0011491i,-0.0010345+0.0013477i,-0.001348+0.0011957i,-0.0015719+0.00032567i,-0.0010984-0.00056394i,-0.0012708-0.000714i,-0.0018628-0.00079793i,-0.0018896-0.00021709i,-0.0011571-0.00034391i,-0.00029338-0.000561i,-0.00033481+0.00021594i,-0.00046435+0.00065328i,0.0002362+0.00042276i,0.00053266+0.00051836i,0.00015283+0.00089634i,-3.5025e-05+0.00028115i,4.193e-05-0.00046708i,0.00026049-0.00035484i,4.6581e-05-0.00043612i,-0.00067537-0.00081725i
0.0014175+0.00021677i,0.00095667+0.00092182i,0.00053536+0.0011854i,-0.00044299+0.00046605i,-0.0013891+0.00052036i,-0.0020962+0.0013147i,-0.0010219+0.0010732i,-3.1312e-05+0.00072606i,-0.00081897+0.00041064i,-0.0018197-0.00010688i,-0.0014877-0.00022012i,-0.00059823-0.00015118i,-0.00014443+6.0908e-05i,0.00060077+7.3212e-05i,0.00081288+0.00029187i,0.00057252+0.0003671i,0.000971-0.00073311i,0.00082181-0.0010457i,0.00047304-0.00056169i,0.00015476-0.00076807i,0.00031329-0.0010126i,0.00016118-0.00073766i,-9.2629e-05-0.000579i
0.00052325-0.00024697i,-0.00036368-0.00028701i,-0.0010433+0.00074894i,-0.0011805+0.00022575i,-0.0012175+0.00048061i,-0.0012944+0.0011379i,-0.0015372+0.00056879i,-0.0011304-3.1644e-05i,-0.00085322-0.0004724i,-0.00071436-0.00084338i,1.3959e-05-0.00050796i,0.0003502+0.0002531i,-0.00019223+0.00069161i,-0.00050398-7.8771e-05i,-0.00025489-0.0010457i,0.00039468-0.0013228i,0.0012749-0.0012706i,0.0016061-0.00063049i,0.0015912-2.1758e-05i,0.00085397-0.00011061i,-0.00018965-0.00034049i,-0.0004103-0.00047646i,-0.00023163-0.00020924i
-0.00060777+0.00062326i,-7.5062e-05+0.00044026i,0.00054443+0.00071886i,-0.00038092+0.00098654i,-0.0016105+0.00088375i,-0.0013646+0.0012909i,-0.00092921+0.0010818i,-0.0011306-0.00012371i,-0.00098318-0.0013152i,-0.0015019-0.0012913i,-0.0014469-0.00061912i,-0.00053199-0.0003611i,-0.00013856-0.0002331i,0.00063154-0.00029248i,0.00097782-0.00019558i,0.0004024-0.00026884i,1.8269e-05-0.00056294i,-3.6198e-05-0.0011043i,-0.00051441-0.00083068i,-0.00057776+6.707e-05i,0.00011457+0.00016467i,0.00046565+8.5553e-05i,0.00072436+0.00058824i
-0.0013386+0.00069191i,-0.0020227+0.0011343i,-0.0013197+0.00066639i,-0.00018027-6.9617e-05i,-0.00067568+0.00024559i,-0.0021692+0.0013032i,-0.0025956+0.0013281i,-0.001057+0.00027842i,-0.00035516-0.00039879i,-0.00093798+0.00020652i,-0.00076874+0.00058881i,2.5669e-05-0.00016799i,0.00055513-0.00047437i,0.00020436-0.00047287i,-1.7756e-05+0.00048024i,0.00085335+0.0016201i,0.00075708+0.0012644i,0.00060477+0.00073189i,0.00059901+4.9662e-06i,0.0003097-8.2474e-05i,0.00010108+0.00023475i,0.00048908-0.00050996i,0.0011641-0.00014929i
-0.00040123-0.00074694i,-0.00031309-0.00023869i,-0.00075552-0.00097277i,-0.0023938-0.00050876i,-0.0033567+0.00052199i,-0.0024662+0.0011898i,-0.0013532+0.0010815i,-0.00095183+0.00030703i,-0.0010277-0.0010562i,-0.0012673-0.0011011i,-0.0013534-0.0005186i,6.6802e-05-0.0011074i,0.00062356-0.00046397i,-2.867e-05+0.00020732i,0.0003321+9.8769e-05i,0.00068737+0.00028103i,0.00065103+0.00040056i,0.00051283-0.00040664i,0.00064865-0.00044203i,0.0009204-8.1484e-05i,0.00070004-0.00049316i,-0.00064847-0.00026628i,-0.0008652-6.2478e-05i
0.00087812-0.00055107i,0.00053964-0.00012838i,-9.9942e-05+0.00079657i,-0.00091601+0.00068413i,-0.0020832+0.00041283i,-0.0024878+0.0011403i,-0.002004+0.001637i,-0.0008032+0.00098708i,4.8242e-05-0.00049866i,-0.00080407-0.0010877i,-0.0011968-0.00040163i,-0.0004645-0.0002376i,0.00030697+0.000148i,2.638e-05+0.00058962i,-0.00023219+0.0006164i,0.00044513+0.00084574i,0.00078843+0.00011694i,0.0011434-0.00039929i,0.001251+0.00011745i,0.00050287+7.7743e-05i,0.00045825-0.00039547i,0.00046084-0.00035299i,0.00031525+0.00036932i
0.00079971-0.00020768i,5.2269e-05-0.00012025i,5.2515e-05+4.8982e-06i,-0.0013172-0.00019907i,-0.0020296-5.8418e-05i,-0.0018894+0.0011429i,-0.0017237+0.0012985i,-0.00058747-6.3187e-05i,-0.00028007-0.00072947i,-0.00086353-0.00070067i,-0.00052087-0.00046842i,-0.00023212-0.00045165i,-0.00045794-0.00024438i,0.00013367+0.00039i,0.00088891+0.00036776i,0.0011529-0.00048582i,0.00059827-0.00045333i,0.00048198+6.6227e-05i,0.00083563+0.00047009i,0.00099397+0.00017055i,-7.1894e-05-0.00049104i,-0.00046466-0.0008957i,-4.4601e-05-0.00070666i
-0.00041335-0.00071162i,-0.0011784-0.0011768i,-0.0012605-0.00038197i,-0.0011325+0.00049917i,-0.002027+0.00088251i,-0.002559+0.001448i,-0.0016118+0.00074874i,-0.0004206-0.00019451i,-0.0011769-0.00090069i,-0.0014641-0.0012804i,-0.00086053-0.00050472i,-0.00078045+0.00072574i,-0.00012216+0.00053264i,0.00010183+0.00074119i,-6.3487e-05+0.0012595i,-7.8399e-05+0.00087507i,-0.00039913+0.00053224i,-0.00042305+5.9866e-05i,-0.00012367+0.00022798i,2.6003e-05+0.00024451i,-0.00013949+9.5478e-06i,-0.0003841+0.00017602i,6.5517e-06+0.00054664i
0.0014293-0.00012764i,0.0013725+0.00032704i,0.00016337-0.00015943i,-0.0022423-0.0010986i,-0.0033056-0.00066021i,-0.0030971+0.00041137i,-0.0018807+0.00063527i,-0.00074998+8.5251e-05i,-0.00064478-0.00068822i,-0.00080442-0.0012887i,-3.9998e-05-0.0012757i,8.2488e-05-0.00095007i,-0.00019032-0.00036104i,2.7764e-06+0.00060827i,0.00050905+0.0010413i,0.00082342+0.00056606i,0.0010384+0.00056099i,0.0013054+0.00061761i,0.00093726+0.00021121i,0.0010598+0.00045544i,0.0017056+0.00077952i,0.0014412+0.00043182i,0.00057814-0.00058643i
-0.00087188-0.00092276i,-0.0013053+0.00048682i,-0.0011457+0.0022572i,-1.0737e-05+0.0025912i,-0.00017321+0.0020182i,-0.00080938+0.0020479i,-0.0011072+0.0012259i,-0.00054919+4.4926e-05i,-0.0001404-0.00036618i,0.00022245-0.00050133i,0.00055787-0.00045992i,-0.0006114-0.00058087i,-0.00064199-0.0010341i,0.00042147-0.00057331i,-1.3939e-06+2.6427e-05i,-0.00028044+4.7978e-05i,-0.00026567-4.3962e-05i,-0.00011379-0.0004892i,-0.00044182-0.0007585i,-0.00068302-0.0008545i,3.0722e-05-0.00053313i,0.00012935+0.00035691i,-0.001317+0.00027412i
-0.0029716+0.00017517i,-0.0017682+0.00033972i,-0.00074902+0.00041425i,-0.0012858+0.00061996i,-0.0018321+0.00089291i,-0.0018813+0.0008529i,-0.00090625+0.00047098i,-0.00032992-0.000814i,-0.0013774-0.0013163i,-0.0012745-0.00064681i,-0.00091235+6.9463e-05i,-0.00070798-0.00016047i,0.0003543-0.00014235i,0.00035231+0.00048492i,0.00035271+0.00066096i,-3.0767e-05-0.00043534i,-8.821e-05-0.00055262i,2.2824e-05+0.0001767i,-0.00017871-2.3462e-05i,0.00042513+4.1794e-05i,0.00083127+0.00041014i,0.00094941+7.797e-05i,0.00083904-0.00015423i
-0.0022159-0.00033827i,-0.0026545+0.00030116i,-0.0021875+0.0018448i,-0.001624+0.003035i,-0.0013703+0.002973i,-0.0010775+0.0022712i,-0.0014522+0.00091204i,-0.0013838-0.00057859i,-0.002029-0.00053754i,-0.0028023-0.00011996i,-0.0017891-0.00065907i,-0.00014104-0.00099394i,0.00043098-0.00061565i,0.00043014-0.00013278i,0.00053733+0.00040423i,0.00045754+0.0004742i,0.00015592+0.00043852i,0.00039712+4.7189e-05i,0.00060848-0.00071403i,0.00073196-0.00075792i,0.0012969-0.00074773i,0.00080507-0.00057933i,-2.3037e-05+0.00071164i
0.00014572+0.00041902i,-0.00072518+0.00076053i,-0.00045627+0.00087303i,-0.00062834+0.0006742i,-0.0022623+0.0010855i,-0.0024738+0.00090984i,-0.00085573+0.00055601i,0.00051673+0.00039822i,-0.00028626-3.1345e-05i,-0.0018106-0.00056767i,-0.001349-0.00084157i,-0.00045203+2.6444e-05i,-0.00035915+0.00050362i,7.868e-05+0.00056461i,0.00039539+0.00098342i,0.00067855+0.00075926i,0.00071386+0.00037529i,0.0010111+0.00041843i,0.001149+0.00078704i,0.00045447+0.00031304i,-0.00025705-1.2831e-05i,-0.00057171-0.00011644i,-3.2714e-05-0.00073159i
-0.00054733-0.00040368i,-0.0011406-7.5054e-05i,-0.0013488-5.0238e-05i,-0.0016123-1.0483e-05i,-0.0028951+0.00030645i,-0.0035079+0.00083959i,-0.0022272+0.00067821i,-0.0012401-0.00051543i,-0.0010133-0.0014869i,-0.00085435-0.0013367i,-0.00076439-0.0006114i,-0.00019415+0.00028451i,9.9776e-05+0.00030904i,-0.00025107-1.0169e-05i,0.0001486+0.00056272i,0.0011776+0.00092292i,0.0012249+0.00046842i,0.00096243-0.00015176i,0.00096415-0.00028511i,0.00055483-0.00013223i,0.00012598-3.0184e-05i,-0.00018166-0.00041085i,0.00015521-0.00034957i
0.0010502+0.0008617i,0.0012505+0.00035667i,0.0011326+0.00070698i,0.00023656+0.00020312i,-0.0013691-0.00046703i,-0.002368+0.00036718i,-0.0019826+0.00090786i,-0.00054018-0.00047846i,-0.00022948-0.0015547i,-0.0007727-0.0011894i,-0.0017486-0.00056747i,-0.0017383-0.00068502i,-0.00041574-0.00080803i,0.00041492-7.6539e-05i,0.00064206+8.6734e-05i,0.00091801+0.00033838i,0.00064259+0.00026019i,0.00021091-0.00032252i,3.2107e-05+0.00020791i,0.00036745+0.00037252i,0.00060915-0.00010931i,0.00010759-0.00054505i,-0.00045021-0.00046895i
-0.00056635+0.0011867i,-0.0010911+0.00093953i,-0.0011612+0.00049093i,-0.0012708+0.00040752i,-0.0017728+0.00054404i,-0.002686-9.7155e-05i,-0.0020708+0.00014793i,-0.0008437+0.00018682i,-0.0010873-0.00070946i,-0.0014342-0.0019321i,-0.0012826-0.0012474i,-0.00015617+0.00012251i,0.00053609+0.00041351i,0.0005359+0.00045632i,0.0010097+0.00053295i,0.0013497-2.6011e-05i,0.0013739-0.00033428i,0.00099098+0.00077738i,0.0002993+0.00063709i,7.0562e-05-0.00013384i,0.00018613+0.00014307i,1.7615e-05+0.00065801i,1.0015e-05+0.00020079i
0.00055377-0.0015907i,-0.00069149-0.0013776i,-0.0015218-0.0012842i,-0.0016836-0.0018057i,-0.0022039-0.00096678i,-0.0021072+0.00066937i,-0.0010836+0.00069485i,-0.00075565-0.00048043i,-0.0011322-0.00045149i,-0.0014468-0.00032742i,-0.0010683-0.00036796i,-0.00053495+0.00027939i,-0.00059208+0.00047304i,-0.00022876+0.00074861i,5.0812e-05+0.0011554i,0.00031655+0.0008178i,0.00066006+0.00052991i,0.0010241-0.00013732i,0.00085586-0.00050162i,-0.00019643-0.00039697i,-0.00028502+6.5505e-06i,0.00023284+0.00038713i,-0.00021394-0.0001461i
-0.00081767+0.0006973i,-0.00047595+0.0010853i,-0.00046308+0.0020828i,-0.00048092+0.0016884i,-0.00055454+0.00084296i,-0.00091732-0.00028872i,-0.0010077-0.0010413i,-0.00072415-0.00098498i,-0.0011894-0.00080579i,-0.0015415-0.00080326i,-0.00077834-0.0002457i,-0.00028553+0.00054291i,-0.00023296+0.00018435i,-0.00033731-0.00042503i,0.00055182-0.00021319i,0.0015511+0.00037183i,0.0015387+0.00049234i,0.001061-0.00010759i,0.00036001-0.00021421i,0.0004217-0.0004526i,0.00061794-0.00030173i,0.00020783+0.00041487i,-0.00030619+0.00016409i
-0.0011531-0.00014i,-0.0014568-0.0002835i,-0.0017012-0.00014974i,-0.0020846+0.00023116i,-0.0024138+0.0010541i,-0.0028813+0.0017297i,-0.0021902+0.00139i,-0.00093517+5.4569e-05i,-0.00093273-0.0016041i,-0.0016815-0.0019181i,-0.0015575-0.00019784i,-0.000733+0.0008544i,-0.000565+0.00056293i,-0.00072486+0.00083451i,6.5813e-05+0.0011682i,0.0012771+0.0011028i,0.0017448+0.0016201i,0.0016928+0.00091277i,0.0011838+0.00032681i,0.0011632-2.2467e-05i,0.0012343-0.00032476i,0.0006576+0.00041001i,-0.00013137+0.00098441i
0.00070074+0.00017178i,0.00028294+0.00084688i,-0.00017339+0.00112i,-0.00028068+0.00053049i,-0.00096109-0.00013944i,-0.002128-6.9982e-06i,-0.0016612+0.00049121i,-0.00018481+0.0003268i,5.9344e-05+2.9584e-05i,-0.00056802-0.00022488i,-0.00089462-0.00021156i,-0.00092607+0.0004415i,-0.00076825+0.00030681i,-0.00076902+0.00036219i,-0.0003334+0.00068986i,0.00033806+0.0002793i,0.00080907+0.0001865i,0.00091616+0.00028905i,0.00058648+0.00050497i,0.00033729+0.00030406i,9.2026e-06-4.1304e-05i,-0.00028974-0.00017478i,-0.00023672-0.00047579i
