-0.00056079-0.00062083i,0.00073755-0.0010162i,-8.3848e-05-0.0017776i,-0.0019223-0.0014559i,-0.0036296+0.00028766i,-0.0043913+0.0010013i,-0.0022653+0.0013369i,-0.00078459+0.00085115i,-0.0014632-0.00019099i,-0.0021488-0.00047843i,-0.00065495-0.00037564i,0.00039326+0.00030236i,0.00066649+0.00018232i,0.00060259-0.00079634i,0.0001544-0.0014283i,0.00016099-0.0012845i,5.2711e-05-0.00019171i,0.00017945-0.00037931i,0.0003153-0.00038814i,0.00023266+0.00058466i,0.00075715-0.00027535i,-0.00011857-0.00091618i,-0.0010517-0.00045694i
-0.00074152-0.00054189i,-0.001024-4.3498e-05i,-0.00068829-0.00035628i,-0.00047457-0.0002945i,-0.0011027+0.00136i,-0.0018533+0.0021753i,-0.00092977+0.0018104i,-0.00060051+0.00026193i,-0.0016014-0.00027484i,-0.0018388+0.00013733i,-0.0016209+3.3593e-05i,-0.0007267+0.00028722i,0.00028161+0.0003951i,0.00036184-0.00019004i,0.00011574-0.00075152i,0.00025072-0.001503i,0.00052781-0.0017013i,0.00066062-0.0010759i,0.0003519-0.00055242i,-0.0005077-1.197e-05i,-0.00085955+0.00031774i,-0.00057088+0.00029759i,-0.00031164+0.00063488i
-0.00020085-0.0010869i,0.00070781-0.00045375i,-0.00016009+0.00039335i,-0.00062187+0.001711i,5.007e-05+0.0030676i,0.00063965+0.0046645i,0.00064301+0.0036954i,-7.0477e-05+0.00066364i,-0.00068784+1.7765e-05i,-0.00081887+0.00078097i,-0.00084394+0.00099796i,-0.00058421+6.1494e-05i,0.00048682-0.00064408i,0.0011357-0.00032546i,0.0010687+0.00038574i,0.0011744+0.00055134i,0.00067594+0.00010131i,-0.000264-0.00051419i,-4.4685e-05-0.00097307i,0.00089754-0.00086457i,0.00059015-0.00044148i,-0.00028725-2.2715e-05i,-9.8744e-05+4.5822e-05i
-0.0011449+0.0015945i,-9.1729e-05+0.0012215i,0.00053397+0.0023297i,0.00098336+0.0027423i,0.001357+0.0019046i,0.0011202+0.0011694i,0.00029659+0.00042712i,-0.00081137+0.00023672i,-0.0020415+0.0010406i,-0.0016423+0.001421i,-0.00050481+0.00095701i,0.0002657+0.0006234i,0.0002326+0.00069021i,-0.00024375+0.00072367i,-0.00035666+0.00033902i,0.00013775-0.00025608i,0.00083991-6.3124e-05i,0.00060208-0.00022412i,3.9922e-05-0.0013872i,0.00028912-0.0010647i,0.00023486+0.00019804i,0.00030211+0.00039338i,0.00025716+0.0002874i
-0.00038063-0.00080671i,-8.3808e-05+0.00022313i,-0.00069992+0.000796i,-0.0015824+0.0012457i,-0.0017604+0.0032266i,-0.0012001+0.0049598i,-0.00075979+0.003456i,-0.0015042+0.00045803i,-0.0022397-0.00061839i,-0.0022761+0.00040268i,-0.00072842+0.00031105i,0.0010682-0.00029082i,0.0012956-0.00040468i,0.00036277-0.00072587i,8.5642e-06-0.00068897i,-7.9654e-05-0.0006491i,-0.00012323-0.0010704i,0.0001316-0.00078811i,0.00048009-0.00049279i,0.00032473-0.0010165i,-0.00020706-0.0011649i,-0.00073209-0.00024288i,-0.00083911+0.00036448i
0.00012987+0.0022338i,0.0004897+0.0018578i,0.0019668+0.001706i,0.0016071+0.0011808i,0.00028604+0.0018004i,0.00029637+0.0018027i,-0.00011866+0.0012135i,-0.00060319+0.00029128i,-0.0012337+0.00013268i,-0.0012699+0.00070677i,-0.00013738+0.00073762i,0.00038826+0.00029467i,-0.00050073+0.00053426i,-0.0010771+0.0011308i,-0.00020427-2.513e-06i,0.00086599-0.0014224i,0.0013284-0.001252i,0.00097271-0.00057958i,0.00049235-0.00059366i,-0.00019035+0.00010191i,-0.0013903+0.00048315i,-0.0011675+0.00022784i,-0.00039885+0.00021432i
0.0011433+0.00018815i,0.00010556+0.00105i,-0.00035935+0.001105i,-0.0011398+0.0019548i,-0.0017364+0.0028861i,-0.0010018+0.0033255i,-0.00011151+0.0027019i,-0.0004872+0.00080914i,-0.0016162-0.00023817i,-0.0020298+0.00082272i,-0.0016277+0.0015496i,-0.0009973+0.0013362i,-8.5764e-05+0.0011203i,0.00033425+0.0013034i,0.00044431+0.00054775i,0.00059806-0.00091071i,0.0007058-0.00074412i,0.0011917+0.0001789i,0.0012132+0.00028301i,0.00073461-4.1796e-05i,0.0003876-0.00020352i,-6.5349e-06+0.00022582i,-0.00056461+0.00111i
0.00017428+0.00058673i,0.00030593+6.7145e-05i,0.00040242-0.00084827i,0.00024417-0.00034436i,-0.00033121+0.0013188i,-0.00070738+0.0022852i,-0.00057704+0.0019817i,-0.00029634+0.00080353i,-0.00062702+0.00075427i,-0.00070469+0.00083962i,2.8682e-05+0.00081822i,0.00029742+0.00071037i,0.00027709+0.00026307i,-2.7499e-05+0.00095967i,7.1003e-05+0.001095i,0.00060059+4.9499e-05i,0.00053533-0.00056778i,0.00024685-0.00036769i,-0.00038959-0.00088103i,-0.00058447-0.0010562i,-0.00048765-0.00034418i,-0.00017216-0.00062501i,0.00057927-0.00063258i
0.0009037+0.00013049i,0.00082826+0.00048941i,-1.7048e-07+0.0015248i,-0.00089275+0.0024043i,-0.0014511+0.0031748i,-0.0010177+0.00365i,-0.00068911+0.0030126i,-0.0012956+0.0015051i,-0.0017054+0.00051551i,-0.002055+0.00083242i,-0.0017727+0.0014698i,-0.00084178+0.0015477i,6.4622e-05+0.00074503i,0.0003913+0.00037479i,-1.4777e-06+0.00034467i,5.6065e-05-0.00070225i,0.00041397-0.0011142i,3.9375e-05-0.0014739i,7.0296e-05-0.0012577i,0.00036292-0.000499i,7.9919e-05-0.00061278i,-0.00045148-0.00063298i,-0.00064055+0.00043145i
-0.0012955-0.0014447i,-0.0019964-0.0018435i,-0.0018703-0.00032779i,-0.0014328+0.0013792i,-0.0020159+0.0028893i,-0.0021538+0.0042384i,-0.00057414+0.0032728i,0.00013565+0.0012465i,-0.0018689+7.1382e-05i,-0.0026216+7.9556e-05i,-0.00076357+0.00069483i,0.00040269+0.00024928i,0.00067003-0.00093573i,0.0010297-0.00065441i,0.0017031-0.00025022i,0.0024754-0.0008457i,0.0018583-0.00043495i,0.00078825+0.00025219i,0.00013167+0.00037547i,-1.9262e-05-0.00018514i,-0.00036701-0.00010416i,-0.0004161+9.9667e-06i,0.00019249-0.00042203i
0.001378-0.0016071i,0.0011005-0.0007741i,0.0010783-0.00071874i,2.5939e-05-0.00031099i,-0.0018617+0.00096206i,-0.0015399+0.0026957i,0.00023122+0.0024427i,0.0007891+0.00069685i,-0.00080753-0.00052487i,-0.0017314-0.00034098i,-0.0012502+0.00069672i,-0.0010757+0.00010636i,-0.00010445-0.00025532i,-4.7826e-05+0.0006502i,-0.00036064+0.00047212i,0.00042188-0.00013512i,0.00037153-0.00066492i,0.00019329-0.0008197i,0.00018353-0.00045168i,-0.00011134-0.00068044i,-0.0004604+0.00020605i,3.3562e-05+0.00051258i,-5.8645e-05+1.0626e-05i
0.0015672-0.0005284i,-0.00021534-0.00075446i,-0.0010726-0.00097339i,-0.00041957-0.00091596i,-0.00081697+7.483e-05i,-0.0013217+0.0016316i,-0.00061749+0.0017518i,0.00010071+0.00068676i,-6.579e-05-0.00012976i,-0.0010031+0.00062082i,-0.001454+0.00072239i,-0.0014993-0.00069685i,-0.00093168-0.0007227i,0.00031559-8.7528e-05i,0.00074478-6.0266e-05i,0.00079269-0.0001115i,0.00074429-0.00055323i,0.00084963-0.0010935i,0.00093082-0.00055078i,0.00040261-0.00020508i,-0.00065142-0.00055367i,-0.00093194-0.0012439i,-0.00058671-0.001301i
0.0017455+0.0018621i,0.0030214+0.0012178i,0.0030808+0.00021925i,0.0023187+0.00034566i,0.00092484+0.0015364i,-0.00015382+0.0022764i,-0.00032158+0.0015862i,-0.00069192+0.00076273i,-0.00085773+0.0010671i,-0.00031698+0.0011356i,-0.00011416+0.00064289i,-0.00054724-0.00041866i,-0.00085812-0.0010204i,-0.00047544-0.00086551i,-2.9366e-05-0.00070111i,0.00034422-0.00032457i,0.00041781+0.00012087i,0.00015098+0.00040683i,-0.00017868-0.00015587i,-0.00033885-0.00055292i,-0.00082018-0.00060876i,-0.00083406-0.0002181i,-0.00036184+0.0003455i
-0.0019292-0.00085104i,-0.0020528+6.2325e-05i,-0.0019552+0.0015116i,-0.0012025+0.0018537i,-0.00055526+0.0017574i,-0.00036937+0.0028076i,-2.336e-05+0.0023198i,-0.00046868-0.00023931i,-0.0013276-0.00091844i,-0.0022863+0.00093825i,-0.0017636+0.0019674i,-0.000581+0.00065294i,-0.00013355-0.00066059i,6.2847e-05-0.00090496i,-0.00032331-0.0010568i,-0.00054647-0.0002209i,-0.00019734-0.00027259i,-0.00021243-0.00078296i,-0.00034067+4.8529e-05i,-0.00030257+0.00069913i,-0.00036595+0.00032711i,-0.00035816+9.2958e-05i,-0.00016587+0.00028218i
0.00070019+0.0024409i,0.0014407+0.0028959i,0.00093308+0.0031581i,0.00097014+0.0031524i,0.00064542+0.003345i,-5.7031e-05+0.0021891i,6.4272e-05+0.0009735i,-0.0001528+0.00031106i,-0.0014929+0.00017556i,-0.0019228+0.001445i,-0.0011639+0.0016628i,-0.00040045+0.00054871i,0.00058711+0.00012898i,0.00051219-0.00028356i,0.00052923-0.0002007i,0.00080123-0.00022941i,0.00065552-0.00058319i,0.001078-0.0007193i,0.00053983-0.00046007i,-0.00031773-9.6117e-05i,-0.00095987+0.00030191i,-0.00079156+0.00069511i,5.3556e-05+0.0003728i
-0.00059686-0.00089767i,-0.001181-0.00082651i,-0.0025743+0.00078627i,-0.0035102+0.0021508i,-0.0030075+0.0030415i,-0.0021078+0.0035296i,-0.0015863+0.0023096i,-0.001403+0.00010503i,-0.0021541-0.00057245i,-0.0025277+0.00015488i,-0.0015525+0.0010601i,-0.00055155+0.0016624i,-0.0006847+0.00079722i,-0.00018271-0.00036854i,0.00073901+0.00045674i,0.00080883+0.00066455i,0.00060157+0.00052697i,-7.8998e-05+0.00057944i,-0.00062608-3.2561e-05i,-0.00038114-0.00041473i,-0.00034843+3.7525e-05i,-0.00020336+0.00029422i,-3.3759e-05+0.00013645i
0.0010598-0.00028475i,0.0013002-2.4177e-06i,0.00077868+0.0010997i,-0.00086904+0.0022591i,-0.0021874+0.0029596i,-0.0012309+0.003436i,-4.6117e-06+0.0030885i,-0.00054006+0.0017132i,-0.0019965+0.00084699i,-0.0016333+0.00094686i,-0.001081+0.00077134i,-0.00078678+0.0009055i,-2.8347e-05+0.0011012i,0.00084501+0.00087433i,0.0010683+0.00079093i,0.0010172+1.0322e-05i,0.00088951-0.000349i,0.00040483-0.00061814i,0.0010569-0.00088099i,0.0010636-0.000343i,-0.00065235+3.0372e-06i,-0.0017317+6.8056e-05i,-0.001092+0.00012994i
-0.00059499-0.00099086i,-0.001732-0.0013083i,-0.0017072-0.00070389i,-0.0026491+0.0011437i,-0.00345+0.0025978i,-0.0027311+0.0027295i,-0.0010657+0.0021574i,-0.00055875+0.0010823i,-0.0012547+0.0003029i,-0.001861+0.00013917i,-0.001677+6.594e-05i,-0.0010676+0.00014587i,3.9539e-05+0.00069457i,0.0010703+0.00056791i,0.0010266-0.00018886i,0.00083763-0.00069928i,0.0004794-0.00041641i,0.00047543+2.2587e-05i,0.00037802-0.00043733i,-9.4916e-05-0.00088391i,-0.00018427-0.00051493i,-0.00034052+0.00017599i,-0.00017457+0.00027894i
0.0010979-0.001963i,0.00034558-0.00071923i,-0.00029925-0.0001502i,-0.00038556-0.00022132i,-0.0011105+0.00085271i,-0.00199+0.0029012i,-0.0016432+0.0028439i,-0.00078681+0.0010775i,-0.00088718+0.00058407i,-0.0015011+0.00068636i,-0.0013123+0.00096569i,-0.00095293+0.0015218i,-0.00031229+0.001242i,0.00027591+0.00084753i,0.00063029+0.00036086i,0.00098959-6.0222e-05i,0.0011704+0.00019462i,0.00059558-0.00045552i,-5.5454e-05-0.0012063i,-0.00014729-0.00055181i,1.441e-05-4.4215e-05i,-0.00044595+9.0543e-05i,-0.00086708+0.00052116i
0.0001239+0.00068516i,-0.00079086+0.0001822i,-0.0012237-0.0007544i,-0.0013641-0.00039738i,-0.0018494+0.0010531i,-0.001534+0.001843i,0.00011291+0.0016048i,0.00047695-9.228e-05i,-0.00059965-0.0010949i,-0.00060308-0.00041523i,-0.00045671-0.00017446i,-0.00025478+9.0356e-05i,7.0718e-05+0.00072146i,-0.00015339+0.0016355i,0.000202+0.0013651i,0.0010294+0.00045895i,0.0012428+0.0005061i,0.00098763-2.0232e-05i,0.00089857+1.6263e-05i,0.00046667+0.00025431i,-0.000351-0.00067367i,-0.00098095-0.0003452i,-0.00091449+0.00042794i
-0.00053653-0.0006144i,-0.00071875+4.8053e-05i,-0.0012438+0.0018625i,-0.0012927+0.0026291i,-0.0019537+0.0036561i,-0.0018837+0.0040455i,-0.0011469+0.0027804i,-0.0012616+0.00023788i,-0.0016057-0.00078445i,-0.0013669+0.00024535i,-0.0010097+0.00024357i,-0.0010542-0.00014177i,-0.00080977-0.00038919i,-0.00083212-0.0003109i,-0.00032334+0.00015495i,0.00033028+0.0002132i,9.0875e-05-0.00047029i,-0.00048459-0.00089559i,-0.00081336-0.0010877i,-0.00011242-0.00048032i,-1.4793e-06+0.00041638i,-0.00031579+0.00048012i,-0.00053267-0.00011787i
-0.0001591+0.0027191i,0.00065054+0.0038718i,0.0011868+0.003953i,0.00078813+0.0027397i,0.00067026+0.0025222i,0.0010286+0.0022341i,0.0005279+0.0014634i,-0.0003544+0.00082542i,-0.0011254+0.00050619i,-0.0012842+0.00058545i,-0.0012785+0.00053726i,-0.0010991+0.00070511i,-0.00025299+0.00043289i,0.0003458-4.4558e-06i,0.00018472-2.7019e-05i,0.00054564-2.1094e-05i,0.0011604-0.00059526i,0.0013895-0.00060386i,0.00028087-0.0009151i,-0.00037871-0.0012919i,-9.1652e-05-0.00069527i,-0.00039471-1.0017e-05i,-0.00090684+4.2307e-05i
0.00087315+0.00076923i,0.0011537-0.00026456i,0.00062935+0.00045002i,-4.7059e-05+0.00119i,-0.0003473+0.0020541i,-0.00049032+0.0010758i,0.00033005-0.00033928i,0.00051263-0.00018951i,-0.00096347+0.000438i,-0.0013384+0.00095839i,-0.0010335+0.00044173i,-0.0012886+0.0001672i,-0.00093805+0.0011471i,-7.247e-05+0.0012707i,0.00018043+0.00067643i,-0.00058271+0.00036325i,0.00015652+0.00047607i,0.0011895+0.00034418i,0.00057232-0.00087194i,0.00016687-0.001032i,5.2939e-05+0.00017342i,0.00025707+0.00078174i,-0.00017518+0.00053119i
0.00078623+0.0010787i,0.0013642+0.001407i,0.0026078+0.0017093i,0.0016946+0.0019326i,-0.00036372+0.0019721i,-0.0010607+0.0027649i,-0.00090755+0.0028507i,-0.0013897+0.0013152i,-0.0021549+0.0006242i,-0.0018575+0.00082869i,-0.0017301+0.00084432i,-0.0016839+3.9424e-05i,-0.0010535-0.00031553i,-0.00054559+0.00064614i,-0.00013383+0.0012405i,0.00061264+0.00063668i,0.00093893-0.00087889i,0.00049792-0.0017074i,0.00017703-0.0014628i,-0.0002377-0.00074137i,-0.00039738-0.00052338i,-0.00020811-0.0005798i,0.00030693-0.00013633i
0.0010869+0.00061783i,0.00071095-0.00039058i,0.00078305-0.00017014i,0.00050823+0.0011159i,-0.00066368+0.0025912i,-0.0008114+0.0027707i,-0.00018314+0.0018729i,8.3801e-05+0.00094782i,-0.00057712+0.00040769i,-0.0010215+0.00051117i,-0.0010558+0.00094199i,-0.00054232+0.00079606i,7.7169e-05+0.00072784i,0.00023385+0.00085874i,0.00094476+0.00072416i,0.0017979+5.6155e-05i,0.0021043-0.00057527i,0.001868-0.00081286i,0.0013934-0.00036714i,0.00071506-0.00020006i,-4.2598e-05-0.00017627i,7.7152e-05+4.6687e-05i,0.00025701+0.00028416i
0.00029135+0.00030133i,0.00064075+0.00019069i,0.0013017-0.00075093i,0.0012228-0.00022203i,0.00042108+0.0012448i,-6.6947e-06+0.0015848i,0.00019549+0.00058319i,0.0005397-0.0008005i,-0.00082303-0.00080217i,-0.001857-0.00011493i,-0.0014285+7.7652e-05i,-0.001225+0.00016849i,-0.0014562+0.00037138i,-0.00067949+8.0016e-05i,0.00014199-2.9343e-05i,-0.00038147-7.3475e-05i,0.00011347-5.9703e-05i,0.00083417-0.00018335i,0.00058202-0.00061982i,0.0010463-0.00095262i,0.00092871-0.00048843i,0.00016556+0.00010815i,-0.00073989+0.00015077i
0.00014646+0.00033126i,0.00048821-0.00013134i,-0.00021691-0.00010827i,-0.002117+0.0012734i,-0.0026808+0.0035526i,-0.0017299+0.0046187i,-0.00039534+0.0028594i,-0.00046153-5.6916e-05i,-0.0012438-0.00047512i,-0.0014959+0.00080829i,-0.0013453+0.0010375i,-0.00060238+0.00048138i,-0.00057349+0.00021962i,0.00028868+0.00037257i,0.0012716+0.00041892i,0.00099209+0.00020391i,0.00046037-0.00079577i,0.00038194-0.0015039i,0.00050437-0.0013954i,-9.317e-05-0.00054958i,-4.4446e-05+0.0004322i,4.3539e-05+0.0007767i,-0.00084813+0.00030937i
2.8223e-05+0.0025358i,0.00063306+0.0023765i,0.0010204+0.0023517i,0.00040899+0.0029134i,-0.00060252+0.002576i,-0.00043922+0.0014722i,0.00051788+0.0012126i,0.00067976+0.00094337i,-0.0004827+0.00047837i,-0.0015477+0.00030054i,-0.0010146+0.00084904i,0.00015783+0.0015492i,0.00073784+0.00089253i,0.00029306+0.00011241i,-0.00052175-0.00059487i,-0.00034143-0.0010342i,0.00062293-0.00042328i,0.00020645+0.00041571i,-0.00025264+0.00014236i,-4.1047e-05-0.00087566i,8.6649e-05-0.0011713i,-0.00035163-0.00050825i,-0.00083079-0.0003206i
0.00067495-0.0010719i,0.0016374-0.00044752i,0.00091469-0.00097252i,-0.00025464-2.288e-05i,-0.0013624+0.0020797i,-0.0018033+0.0036137i,-0.0013572+0.0030943i,7.1514e-07+0.0010484i,-0.00014741-0.00016727i,-0.0014376-0.00012766i,-0.001494+0.00060596i,-0.00063893+0.00088859i,-0.00020108+0.0005929i,-6.5119e-05-3.8412e-05i,0.00024246-0.00037622i,0.001169-0.00061652i,0.0016133-0.00069007i,0.0015606-0.00088223i,0.00079263-0.00092102i,4.847e-06-0.00078846i,-0.00012827-0.00040146i,-0.00061458-2.6462e-05i,-0.00048137-8.2672e-05i
0.0013753+0.0024672i,-0.00040552+0.0014104i,-0.0016216-0.00011849i,-0.0020566+4.9594e-05i,-0.0023664+0.0014406i,-0.0017152+0.0027599i,-0.00081968+0.0024786i,-0.00084013+0.001082i,-0.00094515-0.00016643i,-0.0010934-0.00084346i,-0.00072052+0.00042562i,2.7824e-05+0.0011018i,0.00050215+0.00099537i,-5.6432e-05+0.0015145i,-0.00026244+0.0010154i,-0.00020739+0.00043883i,0.00030188+0.00054524i,0.00092843+0.00047604i,-0.00010434-0.00023176i,-0.0005455-0.00065372i,-0.001176-0.0009621i,-0.00079357-0.0012071i,-9.4426e-05+0.00014026i
-0.0016662-0.0004699i,6.0794e-05-4.1357e-05i,0.00088018+0.00093631i,0.0014943+0.0014694i,0.00034005+0.0023815i,4.8492e-05+0.002452i,0.00082131+0.00088112i,0.00062846-0.00019005i,-0.00063944-6.5223e-05i,-0.0012339+0.00061383i,-0.00054404+0.00069913i,-0.00019024+5.3182e-05i,-0.00052-0.00025698i,-0.00037942-9.9556e-05i,-1.1833e-05+0.00016227i,0.00019942+0.00020938i,0.00061035+0.00025871i,0.0007292+0.00039162i,0.0011941-6.6693e-05i,0.0016162-0.00046027i,0.00082665-8.2901e-05i,-0.00024729+0.0005519i,-0.00059403+0.00052148i
0.0009281+0.0005833i,0.00011122-7.384e-05i,-5.3433e-05-0.00015459i,-0.00059951+0.0015872i,-0.0008384+0.0027832i,-0.001245+0.0033433i,-0.0011593+0.0032611i,-0.0009206+0.0013954i,-0.0011018-0.00014235i,-0.0014019-5.2215e-05i,-0.0019836+0.00011722i,-0.0018494-0.00037549i,-0.00060211+2.6564e-05i,0.00052393+0.00045813i,0.00032694+0.00046708i,0.00043298+0.000314i,0.00077866-0.00044829i,0.00078628-0.00053443i,3.7003e-05-0.00036222i,-0.00076828-0.00073202i,-0.0010136-0.00070911i,-0.00055095-0.00039488i,-0.00031767+0.000522i
-0.00055988-0.00014608i,0.00023059-0.00015429i,0.0012221-0.00039852i,0.0002469+0.00022194i,-0.0012283+0.0017429i,-0.0011119+0.0031016i,0.00018173+0.0026601i,-0.00027536+0.0010462i,-0.0011138+0.00020446i,-0.00070168+0.0003813i,-0.00015835+0.00076823i,0.0004346+0.00079349i,0.00096907+0.00028487i,0.0010012-0.00015344i,0.00092909-0.00049647i,0.00072235-0.00065103i,0.00088219-0.00067143i,0.00085217-0.00049041i,0.00080569-0.00055994i,0.0010501-0.00053119i,-1.1394e-05-0.00064768i,-0.00071524-0.0005835i,-0.00047669-0.00042391i
-0.0027296+0.001246i,-0.0018115+0.00081862i,-0.0012604+0.0012513i,-0.00034518+0.0023329i,0.00045065+0.0030383i,-0.00046435+0.0027313i,-0.00099436+0.0017876i,-0.0010867+0.00076242i,-0.0011834+0.00069543i,-0.0013697+0.00099748i,-0.00074582+0.00082741i,-0.0003889+0.00033927i,-0.00051065+0.00017632i,-0.00067736+0.00050163i,-0.00027602+0.00017867i,0.0008202-0.00038473i,0.00086453-1.1985e-05i,0.00049252+0.00040711i,0.00026356-0.00017411i,-0.00023574-0.00081874i,0.00013446-0.00058567i,7.4785e-05+0.00020827i,-0.00035259+0.00027897i
-0.00081344+0.0013195i,-0.0003649+0.0013968i,0.00051848+0.0022784i,0.00032363+0.0026347i,0.00060821+0.0030014i,0.00092163+0.0033439i,-7.8443e-05+0.0021751i,-0.00098545+0.00089417i,-0.0018138+0.00098229i,-0.0021136+0.0012585i,-0.0011207+0.001161i,-0.00073727+0.0010009i,-0.00078374+0.00059096i,-0.00024415-0.00042142i,0.00036426-0.00091896i,0.00066179-0.00036714i,0.00075136+5.936e-05i,0.00049716+2.9322e-05i,-2.9323e-05+0.00010126i,-7.2087e-05+1.2105e-05i,0.00037152+0.00010023i,0.00021394+0.00043453i,0.00023926+0.00051989i
-0.0028659-0.00037654i,-0.0033825+0.00057025i,-0.0029548+0.001659i,-0.0015582+0.0025053i,-0.0011864+0.003823i,-0.00015355+0.0043384i,0.00074761+0.0028551i,-0.00041531+0.0011145i,-0.002388+0.00054068i,-0.002647+0.00052019i,-0.0014453+0.00078025i,-0.00041175+0.0010641i,-7.885e-05+0.00035464i,-3.5763e-05-0.00011441i,-0.00016333+0.00010281i,1.5467e-05+0.00012288i,0.00043536-0.00042601i,0.00070773-0.0010494i,0.0011033-0.0011528i,0.00027617-0.0010459i,-0.00065387-0.00049613i,-0.00045581-0.00021574i,0.00022571-0.00026568i
0.0014353+0.00031226i,0.00091518+0.0013974i,0.0002598+0.00098059i,-0.00114+0.00041125i,-0.002159+0.0018053i,-0.0016495+0.0039797i,-0.00018883+0.0032876i,-0.00018954+0.001144i,-0.0014409-0.00045816i,-0.0020592+0.00032228i,-0.0019553+0.0012816i,-0.0010471+0.00067937i,-0.00014234+0.00026412i,0.00017612+0.0001008i,0.00019915-0.00015944i,0.00061421-0.0003524i,0.0011518+0.00025561i,0.00088109-0.0005335i,0.00023032-0.00134i,-0.00047547-0.00072714i,-0.00065815+0.00025458i,-0.00058463+0.0012262i,-0.00021137+0.0012077i
-0.00060084-0.0012462i,-0.0013747-0.0015515i,-0.0013029-0.00062967i,-0.0012448+0.00082383i,-0.0020484+0.0028144i,-0.0016343+0.0038117i,-5.6018e-05+0.0026157i,0.00019055+0.0014243i,-0.00095244+3.6534e-05i,-0.0019437-0.00048029i,-0.0021274-0.00014366i,-0.0011101-0.00014284i,0.00054303-0.0004896i,0.00092335-0.00056i,0.00046404-0.00027274i,0.0006462-0.00039664i,0.00079159-0.00040124i,0.00081416-0.00044391i,0.00086537-1.2908e-05i,0.00033241+0.00036836i,-3.1671e-05+0.00014289i,-0.00029225+0.00032188i,-0.00028559+0.00057065i
0.0011454-6.8195e-05i,0.0018312-0.00074804i,0.0013913-0.00082816i,-0.00075317-0.00026631i,-0.0026407+0.00070664i,-0.0022515+0.0020578i,-0.0010992+0.0020932i,-0.00091362+0.00065711i,-0.0016769+0.00010598i,-0.0022334+0.00062186i,-0.0020429+0.00087534i,-0.00080418+0.0006967i,0.00023235+0.00042292i,9.7398e-05+0.00044715i,-0.00010144+0.00057101i,0.00075886-7.6144e-05i,0.0015741-0.00011474i,0.00093308-0.00040559i,0.00066404-0.00037462i,0.0006713-0.00031275i,7.0185e-05-7.2715e-05i,9.5103e-05+0.00032517i,0.0001765+0.00019236i
0.00046577-0.0010188i,0.00045948-0.0015505i,0.0010423-0.0013932i,6.8628e-05-0.00022885i,-0.0020925+0.0014987i,-0.0023566+0.0027688i,-0.00097798+0.0027069i,-0.00032614+0.0015324i,-0.0003305+0.00090089i,-0.00081345+0.0010644i,-0.00094906+0.0013913i,-0.00027661+0.0015185i,0.0003952+0.0010754i,0.00065427+0.00033903i,3.5146e-05+0.0001029i,-0.00029248+0.0001328i,0.00029918-0.00018868i,0.000392+3.8306e-05i,-0.00016936+0.00018919i,-0.00032565-0.00033635i,-0.00039625-0.00077538i,-5.2735e-05-0.00018683i,0.00018342+0.00023776i
-1.1163e-05+0.00039432i,-9.1986e-05+0.0017011i,-0.00059648+0.0023526i,-0.00073503+0.0014308i,-0.0010958+0.0018562i,-0.0013832+0.0020759i,-2.0825e-05+0.0015561i,-0.00085564+0.00088797i,-0.0020156+0.00066145i,-0.0011424+0.00063842i,-0.00048044+0.0005416i,-0.00035901+0.00037823i,-0.00051307-6.5379e-05i,-9.4664e-05-0.00012063i,0.00067387-0.00010833i,0.0011084-0.00043766i,0.0012212-0.00052448i,0.00089855-0.00037944i,0.00066021-0.00020775i,3.7619e-05-0.00011355i,-0.00076251-0.00020908i,-0.00080592-6.3783e-05i,-0.00074787-0.00044399i
-0.0022387+6.4259e-06i,-0.0013313+0.0010914i,0.0001324+0.0015201i,0.0013063+0.0021091i,0.0011824+0.0033967i,0.00047309+0.0033098i,0.00050953+0.0020142i,-6.869e-05+0.00060585i,-0.0015348+0.00036545i,-0.0012577+0.00084341i,-0.00027349+0.0015888i,-9.9433e-05+0.0015269i,-0.00071552+0.00062409i,-0.00053661-0.00011888i,-0.00045557-0.000398i,-0.00089848-0.00053576i,-0.0003172-0.00036982i,0.00081568-0.00028626i,0.00081464-0.00018052i,0.0001377+3.89e-05i,-0.00046317+0.00066396i,-0.00038922+0.00032227i,5.0444e-05-0.00033379i
-0.0012532+0.00087692i,-0.0014128+0.0015756i,-0.0023994+0.0025765i,-0.0021116+0.0026146i,-0.0014735+0.0024204i,-0.0010648+0.0023647i,-0.00037291+0.0017373i,-0.00028315+0.00086181i,-0.0017223+0.0015576i,-0.0025691+0.0016963i,-0.0014231+0.00092114i,-0.00061642+0.00054718i,-0.00093706+0.00019093i,-0.00073538-5.8439e-05i,-0.00050261-0.00098895i,-0.00074209-0.0013522i,9.9441e-05-0.00073825i,-2.1354e-05-0.00046104i,-0.00043697-0.00031557i,-0.00017321+0.00040039i,-0.00034983+0.00069019i,-0.00062668+0.00038954i,-0.0011516+5.9411e-05i
