0.0007204+0.001354i,0.00097776-0.00048327i,0.00037201-0.0015277i,-0.00028177-0.0012896i,-0.0011581-0.0016178i,-0.0024226-0.00065978i,-0.0021224+0.0010037i,-0.00069274+0.001394i,-0.00023439+0.0008644i,0.00041518+0.00020388i,0.00098374-0.00020051i,0.00029677+0.00014989i,-0.00023215+0.00021756i,9.9332e-05+5.9094e-05i,-0.0001007+0.00021962i,-0.00043154+0.00049768i,-0.00011509+0.00078695i,0.00010964+0.00045558i,-0.00014222-0.00071119i,0.00034867-0.0015493i,0.00048187-0.0010452i,-0.00039795-0.0002345i,6.0131e-05+0.00041783i
0.0019277+0.00017148i,-0.00042238-0.0010291i,-0.001935-0.0012171i,-0.0023759-0.0012961i,-0.0028371-0.0016095i,-0.0026859-0.00011393i,0.00086875+0.0018456i,0.0040705+0.0022371i,0.0038651+0.0017034i,0.00081276+0.0002223i,-0.0028497-0.0015688i,-0.004956-0.0034201i,-0.0052138-0.0046244i,-0.0036112-0.004322i,-0.0014223-0.0030666i,-0.00115-0.0015445i,-0.001531-0.0011525i,-0.00049276-0.00098702i,-0.00010676-0.0020433i,-0.00050652-0.0024733i,-0.001053-0.0011228i,-0.0021824-0.0011721i,-0.0021665-0.0021002i
-0.001225-0.0012549i,-0.0018965-0.0014914i,-0.0024076+0.00044065i,-0.0014483+0.0023469i,-0.00094661+0.0033961i,-0.00026042+0.003404i,9.1865e-05+0.0031693i,-0.00093008+0.003756i,-0.0016837+0.0026945i,-0.0012088+0.00097546i,0.00062437-0.00033158i,0.0035287-0.00055812i,0.0049678+0.00095182i,0.00393+0.0032599i,0.0018162+0.0030676i,0.00041979+0.0005955i,4.6892e-05-0.0010405i,-0.00059651-0.00090728i,-0.0010982-0.00036802i,-0.00058421-0.00035471i,0.00053562+0.00046192i,0.0011018+0.00071797i,0.00098685+0.00041936i
-0.0029594+0.0018785i,-0.002116+0.00059003i,-0.00034107+0.0012866i,0.00173+0.0016333i,0.0020471+0.0013322i,0.00087347-0.00088818i,-0.0020399-0.0022278i,-0.0039895-0.0025453i,-0.0027955-0.001903i,-0.00091617-0.00076464i,-0.00087232-0.00044049i,-0.0032486-0.00070929i,-0.005428-0.00062929i,-0.0054162-0.00097538i,-0.0037602-0.0018038i,-0.0022775-0.0015983i,-0.0009609-0.0010915i,-0.00051269-0.0011669i,-0.00027643-0.0014475i,-0.00016132-0.0012037i,-0.00092015-0.0009691i,-0.0012849-0.0015426i,-0.0011167-0.0019479i
-0.0021294+0.00088682i,-0.0039623+0.0020164i,-0.0039292+0.0034438i,-0.0018623+0.0031776i,0.00044709+0.0019548i,0.00067486+0.00029069i,0.0011279-0.001336i,0.0030889-0.0017974i,0.0039834-0.0013695i,0.0023216-0.00029091i,0.00041951+0.00038779i,0.0010276-7.1528e-05i,0.0021705-0.00056233i,0.0026941-0.0003767i,0.0025664+0.0003384i,0.0017311+0.00032951i,0.001304+0.00038063i,0.00086211+0.00023313i,-7.1082e-05-0.00040646i,-0.0013195-0.00025416i,-0.0017309+3.6916e-05i,-0.0011039+0.00041706i,-0.00052062+0.00084414i
-0.00044384-0.00059686i,-0.0011325-0.0018572i,-0.001687-0.002397i,-0.0022933-0.0023016i,-0.0023847-0.0022742i,-0.0024959-0.00070892i,-0.0015223+0.0016749i,0.00018208+0.0030857i,-0.00012504+0.0027386i,-0.0014517+0.0012031i,-0.0019583-0.00010543i,-0.0030466-0.00059902i,-0.0039557-0.00055677i,-0.0033646-0.00084461i,-0.0013244-0.0012191i,-0.00020126-0.00060249i,-0.00071288+0.00014387i,-0.00097618-0.00040474i,-0.00034091-0.0012753i,-0.00012417-0.0018488i,-0.00026551-0.0020527i,-0.00043533-0.00161i,-0.0009158-0.0014257i
-0.0028534-0.00058637i,-0.0020585-3.0999e-05i,-0.0023976+0.0030394i,-0.0010834+0.0054979i,-0.00060773+0.004651i,-0.00073672+0.0032873i,6.0757e-05+0.0018407i,-0.00054035+0.00054674i,-0.0024572-0.0010856i,-0.0018384-0.0020378i,0.00060142-0.0023882i,0.0028858-0.0026349i,0.0043701-0.0016352i,0.0034412+0.00011142i,0.0012684+0.00076602i,0.00049867+0.00063074i,0.0004355-0.00033905i,0.00038089-0.0011979i,0.00011204-0.00062263i,0.00033437-0.00024535i,0.00090361-0.0008422i,0.0012971-0.00047702i,0.0013765+0.0013797i
-0.0023475-0.0022055i,-0.0037014-0.0028499i,-0.0040748-0.0017755i,-0.0021013+0.00058884i,-0.0004657+0.0014624i,0.00096413+0.00132i,0.0013842-0.00046419i,0.00063845-0.0027779i,0.00041084-0.0033283i,0.00054367-0.0015179i,0.0002903+0.00057511i,-0.0016573+0.0020035i,-0.0038104+0.0019629i,-0.0044813+0.0010858i,-0.0034315+0.00011329i,-0.0012602-0.00031699i,-0.00021305-0.00053054i,-0.00076867-8.6378e-05i,-0.00024821+0.00050544i,0.00072758+0.00017987i,0.00037032-4.6126e-05i,-0.0012592-0.00070274i,-0.0013329-0.0018888i
-0.00030898-0.0015286i,0.00013505-0.0015295i,-0.00099387-0.0013525i,-0.0016243-0.00034219i,-0.0014622+0.00083413i,-0.00091319+0.00097069i,0.00062782+0.0011712i,0.0022924+0.0012699i,0.0018759+0.0016656i,0.0011647+0.001995i,0.00093829+0.00049899i,0.0009274-0.0011734i,0.0015685-0.0028066i,0.00251-0.0039436i,0.0024354-0.0032349i,0.00133-0.0018274i,0.00063493-0.00068827i,0.0012691-0.001137i,0.00099478-0.0015872i,-7.3173e-05-0.0013542i,0.00022381-0.00086706i,0.0011061+0.00039849i,0.001349+0.0015607i
-0.0012121+0.00057962i,-0.0017125+0.00056018i,-0.0013097+0.00036128i,-0.0013668-5.2187e-05i,-0.0014196-0.00075724i,-0.001483-0.0012349i,-0.0016006-0.00016624i,-0.0019315+0.0016145i,-0.002881+0.0016165i,-0.0022914+0.00053398i,-0.0014871+0.00027751i,-0.0014596+0.00010317i,-0.0012764+0.00052156i,-0.0014316+0.0012943i,-0.0014153+0.0010438i,-0.0015854+5.4266e-05i,-0.0015474-0.0009405i,-0.0008125-0.00079752i,0.00025126+3.6682e-05i,0.00082699+2.0576e-06i,0.00045104-0.0010821i,-0.00019789-0.0020057i,-0.00082829-0.0023683i
0.00021359-0.00097404i,-0.00090879-0.0015631i,-0.0019144-0.00014076i,-0.0016477+0.0020104i,-0.0011805+0.0022855i,-0.0022099+0.0018657i,-0.0023124+0.0017678i,-0.0013487+0.00018135i,-0.0017209-0.0024411i,-0.0018002-0.002937i,-0.00030633-0.001315i,0.00091283-0.00010744i,0.001237-0.00033892i,0.00083695-0.0013228i,0.00058833-0.001182i,0.00038946-0.00089699i,0.00045919-0.0014721i,4.2846e-05-0.0014808i,-0.00093784-0.00092526i,-0.00065529-0.00017879i,1.7895e-05+4.834e-05i,-0.00025455-3.1924e-05i,-0.00038621+0.00097438i
0.00087139+0.00091778i,0.00095473-0.0003726i,0.0015275-0.00079281i,0.0014463-0.0016939i,0.00060438-0.0027422i,-0.0009438-0.0023979i,-0.0011078-0.0017199i,0.00044176-0.0016734i,0.0017069-0.0018319i,0.0012608-0.0013638i,9.9206e-05-0.00086953i,-0.00098789-0.00027147i,-0.0024408+0.00011432i,-0.0022311+0.0005283i,-0.00063802+0.00037708i,0.00046653+0.00013411i,0.00020625+0.00055646i,-6.9104e-05+0.00047699i,-0.00015995-0.00019138i,-0.00059307-0.00098152i,-0.00086797-0.00088376i,-0.00058737-0.0008655i,-0.00030507-0.0017784i
-0.00071357-0.0012791i,-0.0018821-0.0011794i,-0.0025224-2.9225e-05i,-0.00077838+0.0019493i,5.4815e-06+0.0033729i,0.00042038+0.003147i,0.0010711+0.0027238i,0.001166+0.0024837i,0.00052515+0.0027443i,-0.00021531+0.0032975i,-0.00011361+0.0019839i,0.00085838-0.00064489i,0.00098697-0.0026145i,0.00035338-0.0032294i,9.4487e-05-0.0025244i,3.5457e-05-0.00092643i,-0.00071871-0.00064575i,-0.00061064-0.00056534i,0.00031725+0.00026627i,0.00064649+0.00024951i,0.00038732-0.00030217i,-0.00027312-0.0004601i,-8.2155e-05+0.00083615i
-0.0018697-0.0023929i,-0.0027837-0.0028983i,-0.0043938-0.0023368i,-0.0039648-0.00041167i,-0.0032177+0.00049638i,-0.0025219+0.00044671i,-0.0020151+0.00097116i,-0.002013+0.00016678i,-0.0026987-0.0016428i,-0.003149-0.0015302i,-0.0027445-0.00076578i,-0.0016587-0.00026476i,-0.00088547+0.00012346i,-0.00026489+0.0012066i,0.00033399+0.0014825i,0.00069557+0.00057778i,0.00031174-0.00071803i,-0.00035655-0.00098819i,0.00014111-0.00094412i,0.00017596-0.0016808i,-0.00090722-0.0018505i,-0.0012819-0.0022219i,-0.00075825-0.0024192i
-0.00055199+4.6269e-05i,-0.00036397-0.0007292i,-0.0011848-0.0013679i,-0.0012702-0.0003472i,-0.00063558+0.0015975i,-0.00066701+0.0027898i,-0.00039852+0.0022786i,0.0014119+0.00014302i,0.0028495-0.0026633i,0.0023119-0.0032362i,0.00076933-0.0016361i,-0.00068118-0.00043847i,-0.001364+8.2968e-05i,-0.0013956-0.00056385i,-0.0010703-0.001131i,-0.00083012-0.00039901i,-0.00041922+0.00019674i,0.00028907+0.00031387i,0.00026505+0.0003028i,0.000192-0.00014714i,0.00030131+0.00016463i,-0.00010465+0.0010484i,-0.00067188+0.0010906i
-0.0044809-0.0042575i,-0.0012939-0.006081i,-0.0068697-0.0027187i,-0.0071093+0.0032151i,-0.0048584+0.0061794i,0.0014783+0.0057323i,0.0053212+0.0022207i,0.0039253+5.5515e-05i,0.0015379-0.00022034i,-0.00043033+0.00089102i,-0.00069988+0.001191i,-0.0007136-0.00049054i,3.1802e-05-0.0023238i,0.00076544-0.0026795i,-0.00015368-0.0025088i,-0.00083856-0.0014886i,-0.00040631-0.00016545i,0.00054406-0.00037624i,0.0018102-0.0018555i,0.0014072-0.0027207i,0.00044978-0.0024606i,0.000707-0.0023353i,0.00075208-0.0019472i
0.0027126+0.00082109i,0.0010163+0.00068026i,0.0012976-0.00058499i,0.0011415-0.00075514i,0.00012457+0.00045751i,-0.002467+0.0020504i,-0.0031726+0.0028012i,-0.0014045+0.003329i,-0.00014264+0.0039188i,-0.00025648+0.0026061i,-0.00027753+0.00032169i,0.00037373-0.00071497i,0.00056021-0.00076304i,0.00030809-0.00060696i,-0.00054598-0.00014069i,-0.0013978+0.00029002i,-0.00073961+0.00023378i,0.00044659+0.00091637i,0.00051417+0.0013569i,0.00028998+0.0010594i,-6.1355e-05+0.0006361i,-0.0010765+0.00016289i,-0.00094411+0.00081337i
0.00036652-0.00043598i,-0.0015511-0.00042486i,-0.0022582+0.0007701i,-0.001994+0.0015698i,-0.00093983+0.00074134i,-0.00088833-0.00069919i,-0.0010466-0.0010372i,-0.00081932-0.0015461i,-0.0019556-0.0032381i,-0.0026497-0.0033618i,-0.0019521-0.0018455i,-0.0011165-0.0011552i,-0.00016111-0.00063616i,0.00036048+0.00016652i,0.00088085+0.00027279i,0.0011503-0.00040337i,0.00050242-0.0011958i,0.00039634-0.0018213i,2.8328e-05-0.0023442i,-0.00073509-0.0022808i,-0.00044668-0.0018468i,0.00020955-0.00098168i,0.00057917-0.00018111i
0.0022024-0.00011855i,0.00090846-0.00010656i,0.00084767-0.0012276i,-0.00010861-0.0022825i,-0.0014941-0.0019593i,-0.0030058-0.0013521i,-0.0028392+0.00021116i,-0.00050512+0.0004698i,0.0015683-0.0012747i,0.0018699-0.0018769i,0.00068987-0.00097067i,-0.00042472-0.00055881i,-0.00055557+0.00027862i,-0.0010907+0.00084131i,-0.0015199+1.7465e-05i,3.1889e-05-0.00045113i,0.00032026+0.00045782i,-0.00041151+0.0013341i,-0.0002443+0.0021586i,0.00057423+0.002101i,0.00078655+0.00087219i,5.561e-06+0.00045216i,-0.0010535+0.00068113i
-0.0013107-0.0030289i,-0.0011411-0.0016112i,-0.0031733-3.219e-06i,-0.0026062+0.0017856i,-0.0013427+0.0026939i,0.00036863+0.0021643i,0.0021049+0.0010226i,0.0016779+0.00049134i,0.00054142+0.00075515i,-0.00062207+0.00094032i,-0.00061785+7.4079e-05i,-0.0010345-0.0019822i,-0.0012463-0.0034918i,-9.0822e-05-0.0032861i,0.00077529-0.0017505i,0.00097218-0.00097023i,0.0013816-0.001267i,0.0014834-0.0020161i,0.0005242-0.0029959i,-0.00017049-0.0035421i,0.00046053-0.003206i,0.00060784-0.0024091i,0.00046406-0.0023163i
-8.9899e-06-0.0011187i,0.00010015-0.0020519i,-0.00086212-0.00106i,-0.00065756+0.00083758i,-0.00019919+0.0022275i,-0.00089097+0.0022562i,-0.0018489+0.0019036i,-0.003257+0.0015099i,-0.0032552+0.001059i,-0.0024224+0.00066628i,-0.0014258+0.00060857i,0.00043492+0.00070286i,0.00089466+0.00089227i,-0.00040358+0.00070837i,-0.0011283+0.00069449i,-0.0014824+0.00034249i,-0.0014182-0.00019796i,-0.00090125+0.00097532i,-0.00064276+0.0028144i,9.7337e-05+0.0033406i,0.00032816+0.0026258i,-0.00057057+0.0015721i,-0.00023253+0.0012831i
-0.00060258+0.00010325i,-0.00054775-0.0009116i,5.3717e-05+1.3735e-06i,-2.561e-05+6.9242e-05i,-0.00073283-0.00084691i,-0.0014701-0.00076297i,-0.001575-0.00031102i,-0.00087977-0.00076361i,0.0003497-0.0016192i,0.00072937-0.0018025i,0.00039102-0.0022579i,-0.00095975-0.0027352i,-0.0019489-0.0020944i,-0.00061911-0.0009001i,0.0011859-0.00097932i,0.0017077-0.0018918i,0.0015773-0.0023433i,0.0012535-0.0033285i,0.00027614-0.0036947i,-0.0011104-0.0029735i,-0.00012484-0.0017434i,0.0012752-0.00054737i,0.00068523-0.00082186i
-0.00088496+0.00053961i,-0.00080991-0.00059332i,-0.0019572-0.0011705i,-0.0021261-0.00088588i,-0.0011791-0.00028842i,-0.0010038+5.3761e-06i,-6.342e-05-6.4525e-05i,0.00080267+0.00050373i,0.0010948+0.0017612i,0.0016945+0.00223i,0.0015636+0.0011711i,0.0011679+0.00019387i,0.00045878+0.0003032i,7.3314e-05+0.0010152i,0.00036465+0.0022118i,-0.00045564+0.0026704i,-0.0012907+0.0021773i,-0.0015022+0.002078i,-0.00043371+0.0020554i,0.00041803+0.0013317i,0.00031854+0.00050149i,-0.00029789+0.00074766i,-0.0012252+0.001283i
0.00020869-0.0012486i,-0.00022574-0.00093124i,-0.00097435+2.0151e-05i,-0.0012458+0.0011512i,-0.00018494+0.0010407i,5.3121e-05+0.0011954i,-0.00086007+0.0014506i,-0.00078655+0.00075189i,-0.0012444+0.00039381i,-0.00096591+0.00012404i,-0.00039221-0.00037836i,-0.00061812-0.00089714i,-8.6949e-05-0.0015553i,0.0016007-0.0013816i,0.0016115-0.0013097i,0.00083725-0.0017826i,0.0014155-0.0019957i,0.0012801-0.002941i,0.00033853-0.0042055i,7.1208e-05-0.0032917i,-9.9009e-05-0.001524i,-0.00025892-0.00097289i,2.7088e-05-0.0010997i
-0.0019468-3.7256e-05i,-0.00078844-5.3579e-05i,0.0007761-0.00067779i,0.001234-0.0019752i,-4.5269e-05-0.002037i,-0.0011626-0.0013772i,-0.00066842-0.0009961i,-0.00065955-0.00067469i,-0.0016346-0.00053842i,-0.001325-0.0011557i,-0.00052871-0.00048481i,0.00036777+0.00045162i,0.00080946+0.00052091i,0.0003813+0.0014778i,-0.00040471+0.0017256i,-0.00066314+0.00094856i,-0.00092313+0.0010435i,-0.001789+0.0023582i,-0.0013824+0.0029177i,-0.00036967+0.001875i,-0.00056479+0.00055873i,-0.00063945+0.00073643i,-0.00033236+0.0010654i
0.00059137-0.0010887i,-0.0006936-0.0015453i,-0.0012313-0.0011554i,-0.0022464+0.00086984i,-0.0032368+0.0011173i,-0.002919+0.00077072i,-0.00067572+0.001143i,0.00091657+0.0011191i,0.0014602-0.00049612i,0.0011114-0.0010963i,0.0008512-0.00065361i,-0.00012699-0.00052525i,-0.0020069-0.00028833i,-0.0024908-0.0014034i,-0.0015261-0.0029355i,2.3698e-05-0.0031116i,0.00095261-0.0027918i,0.0015672-0.0029623i,0.0011828-0.0033857i,0.00037439-0.0026259i,0.0001171-0.0019497i,0.00075819-0.0013311i,0.001234-0.00055542i
0.00062927-0.00063705i,0.0016026-0.0012827i,0.0021182-0.00085941i,0.0018136-0.00028645i,0.0010779-6.3989e-05i,-0.00015981+0.00065145i,-0.0007742+0.001643i,-0.00037777+0.0018855i,3.5425e-05+0.0019705i,0.00078871+0.0018172i,0.0012643+0.00079752i,0.0010084-0.00047181i,0.001678-0.00059998i,0.0011396+0.0009259i,-0.00014455+0.0016274i,-0.00075375+0.0020355i,-0.0010451+0.001908i,-0.0015436+0.0010283i,-0.0010393+0.0015166i,-4.2364e-05+0.00082573i,0.00011596-0.00021115i,-0.000106+0.00046014i,-0.00074243+0.00094863i
-0.0012009-0.00054936i,-0.0028088-0.0014664i,-0.0035167-0.0011235i,-0.0037103+0.00025825i,-0.0031224+0.001061i,-0.0018396+0.00088034i,-0.00061141+0.00015171i,0.00020061-0.00074711i,-0.00082402-0.0013843i,-0.0013441-0.0016545i,-0.0014059-0.0012576i,-0.0014812-0.00088587i,-0.0012777-0.00023781i,-0.001335-0.00036531i,-0.0018229-0.0016118i,-0.0018018-0.0025021i,-0.00060421-0.0020425i,5.8178e-05-0.0011073i,0.00029671-0.0011322i,0.00068226-0.0010584i,0.00033771-3.0794e-05i,0.00014625+0.00082909i,0.00031855+0.00019703i
0.00051132-0.0011827i,0.0017441-0.0018563i,0.0027964-0.0016687i,0.003283-0.00074725i,0.0029482-0.00024248i,0.0016599-0.00056948i,0.00062229-6.313e-05i,0.00037517+9.3674e-05i,0.00040471-0.00099557i,0.00028435-0.0008471i,0.00080744-0.00022637i,0.0017108+4.5019e-05i,0.0016461+0.00073518i,0.0011252+0.0014184i,0.0011874+0.0019534i,0.00048471+0.0011787i,-0.00061729-0.00042938i,-0.0012913-0.00016672i,-0.0018031+0.00023562i,-0.0015184-0.00043713i,-0.00076832-0.00067508i,-0.00057383-0.00031987i,-0.00070204+0.00028575i
0.0020098+0.0019147i,-0.00015172+0.0021677i,-0.00064253+0.001314i,-0.0016119-0.00020772i,-0.0025038-0.0012892i,-0.0026165-0.0005412i,-0.0021138+0.00022799i,-0.0010445+0.00037027i,0.0004647+1.6e-05i,0.00076238-0.0010281i,-0.00039512-0.0015318i,-0.0019399-0.0013097i,-0.0027035-0.00050863i,-0.0022975-0.00046359i,-0.0015572-0.00048561i,-0.00029844-0.00077627i,0.00042528-0.00087734i,0.00065129-0.00072636i,0.00064826-0.00080669i,0.00060765-0.00084111i,0.00041354-0.00065545i,-0.00029891-0.0004713i,-0.00093933-0.00051366i
0.0011455-0.00030336i,-0.00043169-0.00084273i,-0.00022294+1.6373e-05i,0.0012375+0.0010284i,0.0019075+0.00074792i,0.0002642+0.00066528i,-0.0017826+0.0014136i,-0.0013088+0.0012085i,-0.0006544+0.00025995i,8.5948e-05-4.2261e-05i,0.00058206+0.00013832i,0.00022261-0.00031532i,0.00058707-0.00046371i,0.00069324+0.00045481i,0.00046757+0.00071053i,0.00062778+0.00096487i,-0.00068458+0.00076458i,-0.0013634+0.00018057i,-0.0014712+6.3062e-05i,-0.0016177-0.00016478i,-0.0010882-7.4987e-05i,-0.00049552-0.00037889i,-0.00012519-0.00026394i
-0.0010878-0.00060277i,-0.00067182-0.0019179i,-0.00055316-0.0012758i,-0.00021172-0.00051471i,4.1866e-05+0.00014611i,0.00067537+0.00073531i,0.00068243+0.00085045i,-0.00034745+0.0004845i,-0.000853-0.0012014i,-0.0004166-0.0019274i,-0.00016783-0.0013651i,-0.00023659-0.0012712i,-0.00073988-0.00080769i,-0.0015113-0.00050482i,-0.0014553-0.0010904i,-0.0011514-0.0013491i,-0.00066477-0.0013939i,0.00070313-0.001338i,0.0015154-0.00059718i,0.00087862+1.7329e-05i,-3.5065e-05+0.00073291i,-0.00039029+0.0010553i,-0.00082818+0.00093413i
-0.001704-0.00070197i,-0.0015538-3.7724e-05i,-0.0027912+0.0020188i,-0.0016075+0.0042566i,-0.00025349+0.003657i,-6.0379e-05+0.0020048i,0.00012629+0.00042423i,0.00054485-0.00097375i,0.00056258-0.00020693i,0.00013036+0.00093191i,-8.0071e-05+0.00052851i,-0.00073541-0.00029978i,-0.00081288-0.0003538i,-6.6115e-05+0.00053993i,-0.00010111+0.00091979i,0.00040615+0.0010304i,0.00075145+0.00071646i,-0.00040746+0.00040861i,-0.0021643-0.00029203i,-0.0023005-0.00090654i,-0.0012993-0.0010468i,-0.00043576-0.0014768i,-0.00014362-0.00077072i
-0.0011774-0.0012273i,-0.0018131-0.001855i,-0.0017822-0.002443i,-0.0023729-0.002412i,-0.0023277-0.0013676i,-0.0025536-0.00043249i,-0.0023929+0.00080982i,-0.0014728+0.0020968i,-0.00084329+0.0021425i,0.00046481+0.00098578i,0.0011943-0.00025871i,0.00070292-0.0016525i,4.8481e-05-0.0024436i,-0.00081131-0.0017789i,-0.001569-0.0007724i,-0.0018286+0.000306i,-0.0013407+0.00022537i,-0.00022678-0.00094032i,0.00094916-0.0013257i,0.00076373-0.0012139i,0.00063878-0.0007234i,-0.00023417-5.1866e-05i,-0.0012819-1.1673e-05i
-0.0023337-0.0010415i,-0.0021496-0.0010928i,-0.0018901+0.0017356i,-0.00014119+0.0027933i,0.002123+0.0016146i,0.0021373+0.00097372i,0.00037636+0.00039345i,-0.00084484-0.00073672i,-0.00077753-0.00090434i,-0.00081563-1.167e-06i,-0.00042648+0.00091154i,0.00029042+0.0014896i,0.00065664+0.00049206i,0.0010352-0.00061674i,0.0014269-0.00088474i,0.0011528-0.001094i,0.00049573-0.00096163i,4.2519e-05-0.00036504i,-0.00063167-0.0006591i,-0.0010367-0.0015208i,-0.0013201-0.0020349i,-0.0010953-0.0015205i,0.00018463-0.00017067i
0.0010221-0.000954i,0.00044823-0.0021032i,-0.00055261-0.0024875i,-0.0004804-0.0019551i,-0.00036099-0.00018364i,-0.0013108+0.00065211i,-0.0019743+0.00028187i,-0.0013182+0.0004292i,-0.00054651-0.00039106i,-0.00032418-0.0020723i,-0.00038696-0.0018351i,-0.00035821-0.0012848i,-0.00073907-0.0011806i,-0.0014472-0.00028005i,-0.001252+0.00015515i,-0.00075272-0.00060668i,-0.00043031-0.00065597i,0.00018548-4.3094e-05i,0.00086149+6.5771e-05i,0.0005279+0.00029226i,-0.00054447+0.00077687i,-0.001285+0.00078211i,-0.0012639-4.9013e-06i
-0.00075117-0.0012665i,-0.0020319+4.0599e-05i,-0.003143+0.0010535i,-0.0019742+0.00082459i,-0.00083174+0.00075069i,-0.0003579+0.00020138i,0.00035537-0.0001897i,0.00043643-0.0004659i,0.0012972-0.00060165i,0.0019591-0.00046724i,0.00054492-0.0007457i,-0.00087689-0.00045929i,-0.0012057-6.2236e-05i,-0.00059316+0.00023442i,0.001098+0.00040593i,0.0025735-8.2639e-06i,0.0021914-0.0011914i,0.0009356-0.0019758i,0.00030132-0.0016354i,0.00028299-0.00079677i,0.00033271-0.00058467i,0.00017848-0.00089623i,0.00010841-4.8128e-05i
-0.00021286-0.0017744i,-0.0012085-0.0034206i,-0.0013527-0.0034306i,-0.00097255-0.0024027i,-0.0011393-0.0017295i,-0.0021426-0.00082461i,-0.0016474-0.00039704i,-0.00058486-8.6154e-05i,-0.00078623+0.00055734i,-0.00054721+0.00073338i,0.00029568+0.00017763i,-1.5109e-05-0.00023588i,-0.00037401-0.00034084i,-0.00074344-0.001001i,-0.0015332-0.00066566i,-0.0017129-0.00044896i,-0.0013613-0.00037758i,-0.00059901+0.00014557i,0.00013396+0.00038295i,-3.4938e-05+0.00025295i,-0.0003255-0.00023345i,-0.00029689-0.00025778i,9.2814e-05-0.00062225i
-0.0014835-0.0020164i,-0.0011275-0.0011429i,-0.0024241+0.00076032i,-0.0029148+0.0025429i,-0.0018605+0.003773i,-0.00096078+0.004105i,0.00054609+0.0027124i,0.0012372+0.00090097i,0.00027534+0.00018816i,-0.00086866+0.00039175i,-0.00068986+0.0013554i,-0.00022927+0.0018975i,4.6147e-05+0.00069306i,0.00041502+0.00023879i,0.00021496+6.9577e-05i,0.00069978-0.00084826i,0.0014131-0.0018566i,0.0017671-0.0021521i,0.00083511-0.0016963i,-0.00011578-0.0018954i,0.00047633-0.0023313i,0.0011891-0.002206i,0.0012089-0.0013126i
-0.00041542-0.00065288i,-0.001956-0.0015242i,-0.0021325-0.0014478i,-0.00093571-0.0013227i,-0.00038587-0.0016648i,-0.00088352-0.0014122i,-0.00073942-0.00058272i,-0.00068366-0.00023889i,-0.0013409+0.00010929i,-0.0010482-0.00034663i,-0.00012759-0.0016842i,-0.00024819-0.0016809i,-0.00044576-0.001287i,-0.0002469-0.0014228i,-0.00050543-0.00046688i,-0.0016079+0.00066523i,-0.0019996+0.00090125i,-0.00070723+0.00097393i,0.00032968+0.00097254i,-0.00043715+0.0015145i,-0.0011652+0.001732i,-0.0010748+0.000574i,-0.00056383-0.00058872i
0.00017054-0.0014361i,0.00016851-0.002013i,1.8821e-06-0.0014574i,-0.00042777-0.00021544i,-0.0011908+0.00050885i,-0.0012299+0.00056165i,-0.0010762+0.0011057i,-0.00063342+0.0012292i,0.00030562+0.00022829i,0.0006521-0.00034292i,0.00015515+0.00033084i,-0.0003605+0.00066066i,-0.0012054-0.00016863i,-0.0011832-0.0010901i,0.00057103-0.00090246i,0.0021737-0.0012091i,0.0019291-0.0012349i,0.0011732-0.0012091i,0.00044201-0.0017315i,-0.00013147-0.0025226i,-0.00043629-0.0025088i,-0.00015376-0.0013334i,0.00043114-0.00079408i
0.00022137+0.00047421i,-0.0020368+0.00046707i,-0.0026644+0.00033305i,-0.00041616+0.00010161i,0.00072988-7.8501e-05i,-0.00089456+0.00032295i,-0.0019047+0.0011509i,-0.00091164+0.0009299i,-0.00036761+0.00070587i,-0.00069959+0.00046837i,-0.00047083+5.4357e-05i,-0.00014439-0.00022844i,-0.00038972+9.4181e-05i,-0.00063731+0.00013571i,-0.00061074+0.00045483i,-0.0012281+0.00077234i,-0.0014665+0.00089817i,-0.0009731+0.00077386i,-0.00011857+0.00034639i,-0.00074837+0.0005583i,-0.0011183+0.00064939i,-0.00066724+0.00076848i,-0.0013097+7.621e-05i
-0.00022803-0.00058499i,-0.0015429-0.0020121i,-0.0024116-0.0015212i,-0.0017564-0.00064455i,-0.00055843+0.00024301i,-0.00026582+0.0012268i,-0.00034651+0.0012307i,-5.7726e-05+0.00052503i,-0.00048067-0.00015617i,-0.00046067-0.00022628i,-0.00032751-0.0001284i,-0.00058024-0.00047154i,-1.4121e-05-9.6858e-05i,0.00050095+0.0005558i,0.0011117+3.1254e-06i,0.0022051-0.0011782i,0.0018088-0.001465i,0.00085216-0.0018427i,0.000515-0.0028868i,-5.827e-05-0.0022296i,-0.00043919-0.00105i,5.0206e-05-0.00057502i,0.00023554-0.00010374i
-0.0012424-0.00050491i,-0.0016152-0.00086211i,-0.00062181+3.0942e-06i,-1.2924e-05+0.00051462i,-3.4266e-05-0.00071169i,-0.00017644-0.0014829i,-0.00015515-0.00088554i,-0.00062895-0.00024245i,-0.00095172-0.0010339i,-0.00037754-0.0018412i,-0.00052027-0.0013568i,-0.00032716-0.0014726i,0.00018843-0.0014256i,2.4838e-05-0.00043428i,-0.00051539+0.00078439i,-0.0011895+0.0013013i,-0.0014173+0.0013785i,-0.00037211+0.0015553i,-0.00025909+0.00067581i,-0.0011435-1.7496e-05i,-0.00060987+0.00019396i,-0.00033818-0.00014562i,-0.00057221-0.00026569i
