0.0007204+0.001354i,0.00097776-0.00048327i,0.00037201-0.0015277i,-0.00028177-0.0012896i,-0.0011581-0.0016178i,-0.0024226-0.00065978i,-0.0021224+0.0010037i,-0.00069274+0.001394i,-0.00023439+0.0008644i,0.00041518+0.00020388i,0.00098374-0.00020051i,0.00029677+0.00014989i,-0.00023215+0.00021756i,9.9332e-05+5.9094e-05i,-0.0001007+0.00021962i,-0.00043154+0.00049768i,-0.00011509+0.00078695i,0.00010964+0.00045558i,-0.00014222-0.00071119i,0.00034867-0.0015493i,0.00048187-0.0010452i,-0.00039795-0.0002345i,6.0131e-05+0.00041783i
-0.00018467-0.0013864i,-0.00088328-0.00012571i,-0.0010864-0.00013141i,-0.00068625+0.0011672i,-0.00040613+0.0015426i,-3.3128e-05+0.0016298i,0.00026847+0.0016897i,0.0010759+0.0004796i,0.0016553-0.00030434i,0.00059089-0.00017194i,-0.00061932+0.00027575i,-0.00028507-0.00025311i,0.00067836-0.0010741i,0.00087947-0.001217i,0.00034819-0.0014775i,-0.00011203-0.0015362i,0.00014403-0.0010982i,9.052e-05-0.00097367i,0.00013165-0.00062249i,0.00024806-0.0001489i,9.9921e-05-0.00061149i,0.00013445-0.00028496i,-0.000274-5.4557e-05i
-0.0014818-0.0018131i,-0.0012499-0.0027542i,-0.002136-0.0022112i,-0.0021978-0.00055189i,-0.0026157+0.0015957i,-0.0026436+0.0022351i,-0.0013696+0.00040495i,-0.00012187-0.00062963i,-5.3303e-05+6.4866e-05i,-0.00026575+0.0010158i,-0.00069069+0.00086302i,-0.00060243+0.0002026i,0.00054039+0.00074174i,0.00068362+0.00089806i,-0.00022655+0.00023924i,-0.00030249-0.00044948i,0.0004696-0.0007983i,0.00016855-0.0010952i,-0.00040008-0.00067554i,-0.00086533-0.00040623i,-0.0014329-0.00098102i,-0.0010089-0.0013201i,-0.00085794-0.0010471i
0.0014162-0.00030593i,0.00093182-0.0014604i,-2.8702e-05-0.0003843i,-0.00036187+0.00054047i,-0.00065516+0.0001943i,-0.00070866+2.108e-05i,-0.00048922+0.00077039i,-5.3429e-05+0.00093067i,0.0003936+8.2233e-05i,-9.0564e-05-0.00073924i,-0.00035651-0.0014106i,-0.00057359-0.0011479i,-0.00086805-0.00015892i,-0.00042758+0.00071482i,-0.00024743+0.00081284i,5.6718e-05-8.2036e-06i,0.00035578-0.00059474i,0.00015079-0.00060145i,0.00020286-0.00059174i,0.00024206-0.00032106i,-0.00054534-0.0002212i,-0.00055979-0.00016347i,0.00043828+0.00011218i
-0.00091389+0.00097402i,3.0318e-05-0.00047879i,0.0001586-0.00085957i,2.2562e-05-0.00045608i,-0.00040338-0.0011006i,-0.00064333-0.0005195i,-0.00042307-0.0004274i,9.5897e-05-0.00079441i,-8.2793e-05+8.8562e-05i,-0.0001481+0.0005959i,4.8264e-05-0.00024266i,0.00020483-0.00098188i,0.00026813-0.0007317i,-0.00032063-0.00080551i,-0.0006967-0.0010643i,-0.00022598-0.00083066i,0.00061399-0.00090188i,0.00056924-0.0012618i,0.00060153-0.0014929i,0.00081393-0.0013008i,0.00056602-0.00042563i,0.00040853-0.00020126i,0.00066861-0.00047475i
0.00090032-0.0019174i,4.747e-05-0.0011338i,-0.00094484-0.0011235i,-0.0010871+0.00080997i,-0.00088078+0.0029796i,-0.0015287+0.0029454i,-0.00097132+0.0018933i,-0.00010564+0.00080604i,-9.5312e-05-0.00026225i,-0.00024313-0.00071191i,-0.00031252-0.00017308i,-0.00021066-0.00021654i,-3.187e-05-0.00075838i,0.0004252-4.9971e-05i,0.00012386-0.00056726i,-0.00057583-0.00083077i,-0.00092675-0.0001211i,-9.2461e-05+8.3512e-05i,0.00043953+0.00057094i,-0.00023524+0.00019175i,-0.0001724-0.00075016i,-3.6838e-05-0.00091969i,-0.00032887-0.00072338i
0.00019757-0.00095503i,-7.5086e-06-0.0010897i,-0.00052178-0.0013287i,-0.00075409-0.0018864i,-0.0011697-0.001702i,-0.0018947-0.00081922i,-0.0010153-0.0006424i,0.00029772-0.0013919i,0.00012358-0.00088037i,-0.00080245-0.00013526i,-0.00098995-0.00055776i,-0.0001918-0.00024281i,-0.00036897+0.00071416i,-0.0010217+0.00010853i,-0.00059774-0.00069321i,0.00029307-0.0005588i,0.00070063-0.00057751i,0.00015502-0.00044716i,-0.00022487-0.00045981i,-5.6254e-06-0.00045703i,0.00040156-0.00019355i,0.00079893-0.00020934i,0.0003548-0.0003109i
0.00078024-0.00078217i,0.00061057-0.00068516i,-0.0005439-0.0010192i,-0.00086831+0.00049709i,-0.00041813+0.0016708i,-0.00022375+0.001351i,-0.0010151+0.0012958i,-0.001224+0.0010511i,-0.00052391+0.0003738i,-0.00068843-0.0001862i,-0.0014207-0.00084339i,-0.0011606-0.00088275i,-0.00069556-0.00031798i,-0.00016559+0.00030081i,-0.00017358+0.00073344i,-0.00065819+0.00012843i,-0.00037673-0.00054753i,0.00025972-0.00012973i,0.00013147+0.00025065i,-0.00027245-0.00017251i,0.0002019-0.00055772i,0.000137-0.00036597i,0.00032201-0.00049121i
-0.00074635-0.0008952i,-0.00087457-0.0013178i,-0.0015792-0.00092888i,-0.0010938-0.00044001i,-0.0002342-0.00044006i,0.00014124-0.00067612i,-8.8344e-05+0.00019918i,-0.0005053+0.00057537i,0.00012578-2.2749e-05i,0.00045326-0.00020727i,-0.00036488-0.00029677i,-0.00025103-0.00057961i,0.00058672-0.00098932i,0.0006778-0.00046219i,0.0001306+0.00018932i,-0.00010745+4.4456e-05i,-0.00018623+4.0208e-05i,-0.00042605-1.8878e-05i,-0.00016321-0.00036606i,-3.627e-05-0.00046902i,0.00047799-0.00012124i,0.00037836+0.00027884i,-0.00018222-0.00017955i
-0.00021835-0.00015002i,5.7976e-05-0.0013226i,-8.7015e-05-0.0010931i,0.00043852+0.00061398i,0.00078783+0.001446i,0.00045321+0.00072536i,-0.00028535+0.00046176i,-0.00018005+0.00034842i,2.6663e-05-8.3851e-05i,-0.0002958-7.7701e-05i,-0.0006179+3.5569e-05i,-0.0015275+0.00036192i,-0.0013051-9.2473e-05i,-0.00026426-0.00022813i,-0.00014059+0.0008194i,-0.00025281+0.00084535i,-3.4228e-05+4.1e-05i,0.00061405-0.00055346i,0.00081515-0.00050641i,0.00074045-0.00056043i,0.00036721-0.00089891i,-0.00020884-0.00075244i,-0.00086073-0.00032476i
9.4074e-05-0.0017457i,-0.00090382-0.0018658i,-0.0014289-0.00066151i,-0.0014555+0.00039359i,-0.00028596+0.0011774i,0.001071+0.00044723i,0.0011628+8.1802e-05i,0.00086708+3.7347e-05i,0.00051461-0.00045143i,-0.00012468-0.00019426i,-0.00026217-0.00055901i,-0.00020166-0.00078133i,8.6605e-05-0.00071976i,-0.00022998-0.00104i,-0.0007806-0.00017808i,-0.00049161+0.00031726i,4.2545e-06-0.00034562i,0.00074373-0.00036156i,0.00068774+0.00045805i,-0.00019561-0.00013702i,-0.00024893-0.00085121i,0.0001278-0.00091276i,0.00031091-0.00035259i
4.3224e-06+0.00058084i,-0.00033522+0.00027243i,-0.001154+0.00033884i,-0.0015204+0.00015799i,-0.0013075+0.00059335i,-0.0016884+0.00048295i,-0.0019705-0.00042336i,-0.0017737-0.00062479i,-0.0013731-0.00041734i,-0.00059869-0.00028315i,0.00034884-1.1699e-05i,0.00063744-0.00039697i,0.00020978-0.00086852i,-0.00010024-0.00068859i,-0.00028768-0.00017938i,-0.00062929-0.00079613i,-0.00059538-0.0013088i,5.4302e-05-0.00083159i,0.00033078-0.00042062i,0.00015938-0.00079006i,-7.2099e-07-0.0012521i,-0.00047465-0.00092737i,-0.00088529-0.00067264i
3.7212e-05-0.0010659i,0.00057845-0.0016018i,0.00068287-0.00099324i,-0.00013663+0.00061061i,-0.00090987+0.001339i,-0.00052547+0.00093073i,9.2439e-05+0.00089592i,-0.00041563+0.00079308i,-0.00084575-5.1091e-05i,-0.00044193-0.00052712i,-0.00025009-0.0002123i,-0.00015831+1.1283e-05i,-0.00019255+4.6943e-05i,-0.0006746-0.0002209i,-0.00081421-0.00062373i,-0.00046609-0.00091539i,-0.00013354-0.00085334i,-0.000144-0.00051407i,-4.2014e-05-0.0006517i,0.00018866-0.00081297i,3.291e-05-0.00082129i,0.00073177-0.0011817i,0.0010332-0.00058948i
0.00028238+0.00078434i,-0.00026326+0.00081662i,7.5658e-05+0.0010894i,0.0014854+0.001342i,0.0017524+0.00052651i,-0.00025159-0.0010455i,-0.0011274-0.0010726i,-0.00022963-0.00053008i,0.00016053-0.00047985i,-0.0005511-6.9164e-05i,-0.0012165-3.7565e-05i,-0.00089809-0.00034146i,-0.00010849-0.00069098i,-0.00043451-0.000533i,-0.0009108+0.0002814i,0.00013711-0.00037638i,0.0010171-0.00093672i,2.4064e-05-0.00027165i,-0.00080098-0.00031708i,-0.00095383-0.00075812i,-0.00046846-0.0011177i,0.00028328-0.00023559i,0.00024667+0.00040075i
0.00090325-0.00010617i,-5.994e-05-0.00025103i,-0.00062925-0.00072518i,-0.00087687-0.00045511i,-0.00115-0.00091192i,-0.00094514-0.00054709i,0.0002811+0.00058312i,0.0012716+0.0004577i,0.0008761-0.00090764i,-0.00040682-0.0012205i,-0.0011234-0.00055408i,-0.00076287-0.00041489i,-0.00086463-0.00018641i,-0.0014287-0.00024521i,-0.00033883-0.00030868i,0.00046156-0.00036501i,0.00042904-0.00034741i,0.0002308-0.00010295i,8.3743e-05-0.00031756i,-0.00019829-0.0010256i,-0.00035265-0.00085724i,-0.00017513-0.00055077i,-0.00023491-0.0011172i
-0.0010543-0.00094119i,-0.00041482-0.0011082i,-0.00057685-0.00077591i,-0.00054471+0.00045182i,-0.00086558+0.00083482i,-0.0013237+0.00018877i,-0.00060722-0.00040492i,0.00038391-0.000834i,0.00019418-0.0011403i,-0.0001709-0.0013354i,-2.1561e-06-0.0011791i,0.00024578-0.00020839i,-5.6128e-05+0.00031831i,-0.00024201-9.0597e-06i,-0.00028149-0.00026716i,-0.00031985+0.00015897i,-0.00012637+0.00084393i,-0.00036236+0.00084145i,-0.00021168-0.00025529i,5.2085e-05-0.00080724i,9.439e-06-0.00027259i,0.00045031-0.00026658i,0.00011839-0.00045421i
-0.0011683+0.00049013i,-0.0013516+4.8331e-05i,-0.00075329-9.2766e-05i,-0.00021146+0.00043401i,-0.00047395+0.00084974i,-0.00025677+0.00029763i,-0.00013821+0.00066863i,-0.00082796+0.0011111i,-0.0010058+0.00014069i,-0.00047189-0.00040923i,0.00015943-0.00019754i,0.00015953-0.00027709i,0.00040429-0.00063524i,0.00056431-0.00036693i,3.473e-05-0.00023445i,-0.00028923-0.00048106i,-0.00020151-0.00093663i,-0.00025637-0.0015033i,0.00021741-0.001574i,0.00028779-0.0012444i,-0.00051505-0.00056569i,-0.00017943+5.4591e-05i,0.00053008+0.00033328i
-0.0017388-0.0016856i,-0.001059-0.0012645i,-0.00068484-0.00095267i,0.00015853+1.2084e-05i,0.00056483+0.0011936i,0.00032352+0.00046988i,0.00027581-0.00055523i,-4.7727e-05-9.1662e-05i,-0.00025036+0.0004482i,-0.00053646+0.00076277i,-0.00024505+0.00076798i,-3.8021e-05+0.0011187i,-0.00040087+0.00060414i,-0.0002298-0.00021081i,3.9363e-05+0.00010026i,0.00039009+0.0002743i,0.00029743-0.00030596i,3.3636e-05-0.00060066i,0.00014655-0.00027516i,1.4309e-05-0.00043886i,-0.00051132-0.00042502i,-0.0007583-9.9338e-05i,-0.00023568-0.00021701i
0.00041476+0.0010838i,0.00065305-0.00023715i,0.00093242-0.0013928i,0.0009046-0.001573i,0.00069329-0.00084387i,-0.00046177-0.00064815i,-0.00074588-0.00025396i,-7.4386e-05+0.00046687i,-8.4774e-05+0.00019116i,-0.0003758-0.001026i,0.0003262-0.0015246i,0.0010988-0.0011405i,0.00089834-0.00033362i,0.00017165+0.00092583i,-0.00057449+0.0011112i,-0.0011153+0.00015794i,-0.00069788-0.00062685i,0.00041208-0.00070694i,0.00032583-9.541e-05i,-0.00039896+0.00040238i,-2.8092e-05+0.0001802i,0.00032119+0.00043624i,5.1584e-05+0.00051046i
0.00080112-0.0013684i,-0.00034563-0.0014974i,-0.00086239-0.0013076i,-0.00085044-0.00019516i,-0.0011698+0.00035321i,-0.0015043-3.139e-05i,-0.0012723-0.00039372i,-0.00095182-0.00072227i,-0.00068653-0.0010769i,-0.00065002-0.00054706i,-0.00012163-0.00032867i,0.00024431-0.00050481i,-1.874e-05-0.00029136i,0.00016856-0.00011812i,-4.4927e-05-0.0003302i,-0.00019885-0.0013037i,7.5202e-05-0.0017245i,0.00016693-0.00082976i,-1.2707e-05+0.00040506i,-0.00062088+0.00022373i,-0.00056889-0.00037174i,-0.00028102-0.00030741i,0.0001045-0.00047843i
-0.00062209+0.001229i,-0.0012724+0.00063271i,-0.0018522+0.00049487i,-0.00057176+0.00081474i,0.00067875+0.00069999i,-0.000338-0.00054209i,-0.0010755-0.00044099i,-0.00088825+0.0010321i,-0.00058804+0.00094422i,-0.00079414+0.00040138i,-0.00047955-0.00012106i,0.00040518-0.00051636i,-0.00019508-0.00014576i,-0.00023548+0.00026318i,0.00043974+0.00042343i,0.00010623+0.00054842i,0.00039961+0.00073131i,0.00090383+0.00013747i,0.00044382-0.00072599i,4.5197e-05-0.0010166i,0.00014697-0.0014293i,-6.6888e-05-0.00097393i,-4.5187e-05+0.00039888i
-0.00052402-0.00025401i,-0.00051508-0.00047358i,0.00027319-3.2954e-05i,0.0012308+0.00052973i,0.00098184+0.00029464i,0.00055605-0.0006082i,0.00093371-0.00081568i,0.0008942-0.00028378i,0.00019271+0.00069385i,-0.00046287+0.00094481i,-0.00078298+0.00016727i,-0.00086639-0.0001827i,-0.00087045+0.00020704i,-0.00034647-9.3442e-05i,0.00012874-0.00048227i,0.00068313+6.7605e-06i,0.00060711+0.0006346i,0.00020361-0.00014406i,-2.0114e-05-0.00068441i,0.00036683-0.00047637i,0.00064391-0.00041061i,4.5615e-05-0.0003858i,-0.00036721+0.00010123i
-0.001455-0.0018553i,-0.001445-0.0014037i,-0.0023831-0.0012868i,-0.0022564-0.00038256i,-0.0014863+0.001348i,-0.0016494+0.0017941i,-0.0010705+0.0014692i,-0.00056343+0.00070373i,-0.00056057-0.00022317i,-0.00057012-0.00053836i,-0.00012776-0.00028272i,0.0001954+2.3545e-06i,0.00068857-0.00075179i,0.00098667-0.00083709i,0.00081976-0.0001605i,2.7276e-05-8.7695e-06i,-0.00036833+0.00020486i,-7.6097e-05+0.0006043i,0.00020526+0.00054243i,0.00058167-2.4509e-05i,0.00068365-0.0004126i,0.00065217-0.00016088i,0.00020555+0.00010737i
-0.00082555-0.0013095i,-0.00063641-0.0008213i,-0.0010365-0.0008925i,-0.00028934-0.00057706i,9.1537e-05+0.0003183i,-0.0002+0.00075139i,0.00021191+0.00063231i,0.00071565+0.0011938i,0.00018069+0.0014097i,-0.00040437+0.0006452i,0.00051198+3.0784e-05i,0.001048-0.00021849i,0.00062015-0.00070196i,0.00035302-0.0010272i,4.801e-05-0.00065214i,-0.00018065-0.00089413i,0.00046807-0.00091512i,0.00083182-0.00020135i,0.00066159-0.00044339i,0.00041023-0.0011734i,0.00045893-0.00097521i,0.00058368-7.5501e-05i,0.00016334-4.7006e-05i
-0.0017829-0.0020629i,-0.00053845-0.0026803i,-0.001223-0.0021019i,-0.0015934-0.0002991i,-0.00052626+0.0002809i,-4.5659e-06-0.00040977i,-0.00018946-0.0010996i,-4.742e-05-0.0009731i,0.00010168-0.00095506i,-0.00019503-0.0010891i,2.5614e-05-0.00042052i,0.00026409-0.00043329i,5.0354e-05-0.001206i,-5.6835e-05-0.00090325i,0.00017441-0.00017553i,0.00046402+3.8655e-05i,0.00025556+9.6678e-05i,-6.1483e-05+0.00051988i,0.00027559+0.00021031i,0.00054693-6.198e-05i,0.0006283+6.384e-06i,-6.5638e-05-0.00020552i,-0.0002955-0.00067858i
0.00092859-0.00087009i,-2.5944e-05-0.0011669i,-1.8685e-05-0.0011504i,0.00046468-0.00037447i,0.00038654+6.451e-05i,-0.00094164+0.00010918i,-0.0013532+0.00068788i,5.4673e-05+0.00021458i,0.00078133-0.00043606i,0.00014607-0.00053757i,-0.00040543-0.00050772i,-0.00021275-0.00084769i,5.9802e-06-0.0009423i,0.00022707+0.00025222i,0.00036128+0.00086152i,0.0004887+2.2438e-05i,9.2784e-05-0.00077358i,-0.00018423-0.0012805i,-0.00010482-0.00099867i,0.00010129-3.1192e-05i,8.0818e-07+0.00038119i,-0.00024082+0.00012178i,-0.00031579+4.0387e-05i
0.00047775-0.00058214i,0.00093731-0.00057313i,-0.0002986-0.0011205i,-0.00066064-0.00051816i,-0.0002541+0.00077694i,-0.00069374+0.00084137i,-0.0014375+0.00031374i,-0.0012621+0.00028013i,-0.00044178+0.00013198i,3.7105e-05-8.8444e-05i,0.00030692+0.00018879i,0.00022153-6.568e-05i,-0.00035225+0.00024072i,-0.0007919-0.00015194i,-0.00070211-0.00058893i,-8.1169e-05-0.00077663i,0.00056108-0.00070238i,-4.8201e-05+2.2257e-05i,-0.00091887-9.7426e-05i,1.266e-05-0.00052221i,0.00080597-0.00077332i,0.00045765-0.0012391i,-4.9159e-05-0.0010625i
0.0010088-0.00087192i,0.00036722-0.00058001i,-0.0001803-0.00093075i,-0.0002707-0.0006826i,-0.00042264-0.00019925i,-6.2361e-05+1.7325e-05i,-0.00016612+0.00035552i,-7.8336e-05+0.00024041i,0.00047905-0.0003479i,0.0006983-0.00026899i,0.00051031-0.00021189i,0.0004896-0.00044969i,0.00024364-0.00032622i,-0.00020614-0.00034342i,-0.00073853-0.00023413i,-0.00087275-0.00015i,-0.0010746-0.00030724i,-0.0013162-0.00024201i,-0.0005924-0.00057652i,-0.00032062-0.00045406i,0.0001108+0.00021121i,0.00060538+0.0002184i,4.4146e-05+0.00015077i
0.0012618+0.00065675i,0.0017633-0.00034709i,0.0018201+0.00031298i,0.0012903+0.0008393i,0.00022559+0.00030612i,-0.00041909+3.4229e-05i,-2.5558e-07-0.00013437i,0.00031414-0.00022073i,7.3771e-05-0.00065577i,-0.00046357-0.00093241i,-0.00075024-0.00073347i,-0.00094472-0.00027404i,-0.00094598+0.00022179i,-0.00074445+0.00016514i,-0.00030237-6.1351e-05i,0.00024213-0.00045934i,0.00062535-0.00031879i,0.00051943+8.5881e-05i,0.00052947-0.00076996i,0.00086475-0.0013028i,0.00024125-0.00053204i,-0.00044189+0.00032978i,0.00011332+0.00039366i
-0.0017217+0.00060248i,-0.0016685-0.00016272i,-0.0011826-0.00029095i,-0.00068148+0.00021104i,-0.00051675+0.00076076i,-9.741e-05+0.00035127i,0.00023331+0.00020395i,0.00057076+0.00029041i,0.00019041+0.00028235i,-0.00032089+0.00011679i,-0.00011218-0.00020488i,-0.00034144-0.00082226i,-0.00035637-0.0011309i,0.00037209-0.00075096i,0.00071267-0.00063905i,1.0887e-05-0.00036352i,-0.00041896-0.00039647i,-7.8626e-06-0.00033194i,0.00040821+6.0801e-05i,0.00059904+0.00035116i,0.00021711-0.00030812i,-0.00044841-0.00048216i,-0.00017393-4.9119e-05i
0.0011887-0.0013151i,-0.00023003-0.0025256i,-0.00032122-0.0030536i,-0.00027423-0.0016583i,-0.0010215-0.00039846i,-0.0017803-0.00044294i,-0.0013861-0.00033119i,-0.00046406+0.00034771i,0.00053898+0.0005603i,0.00089027-0.00024327i,0.00036366-0.00072515i,-0.00058744-0.00099478i,-0.00066317-0.00089212i,0.00020745-0.00051503i,0.00034403+0.00040538i,-0.00058078+0.0011557i,-0.0010764+6.9351e-05i,-0.00085755-0.0011082i,-0.00039523-0.00059924i,-6.4943e-05-0.00025263i,-0.00048769+0.00051382i,9.5704e-05+0.0011228i,0.0006514+0.0006108i
-0.0011309-0.00018066i,-0.0010449-0.00072819i,-0.0016673-0.0010173i,-0.0015104-0.0012704i,-0.00074616-0.00090353i,-0.00012629+5.1025e-05i,0.00036409+0.00050263i,0.00042033+2.5706e-05i,0.00024969-8.2969e-05i,0.00037606-7.6585e-06i,0.00044147-0.00070097i,-0.00016738-0.0010002i,-0.00033-5.5866e-05i,-6.3881e-05+0.00077412i,8.3878e-05+0.00071276i,0.00054229-5.1238e-05i,0.00036862-0.00079969i,-0.00028437-0.0011406i,-0.00027486-0.00145i,0.00015621-0.00088879i,0.00050863+2.0208e-05i,0.0008523+2.1792e-05i,0.00090429-1.0196e-05i
0.00079252-0.0014604i,0.00096437-0.00090462i,0.00093542-0.0008002i,-0.00032366-0.0013758i,-0.00093003-0.0017716i,-0.0013186-0.00064365i,-0.002112+0.00080875i,-0.0011991+0.0005241i,-0.00011014-0.00036193i,0.0002015-0.00047545i,-0.00037561-0.00070122i,-0.0010346-0.00069712i,-0.00041328-0.00030931i,0.00042173+0.00040095i,0.00070735+0.00026566i,0.00052254+0.00040207i,-0.00020492+0.00032362i,-0.00055601-0.00061394i,-0.0002171-0.00061155i,0.00032462+3.3969e-05i,0.00067411+8.8207e-05i,0.00031598-0.00092046i,0.00025858-0.0010435i
0.0013682+1.1897e-05i,0.0015729-0.00039296i,0.00070685-0.0016209i,-0.0005861-0.0016448i,-0.0012729-0.001487i,-0.001505-0.00081837i,-0.00090828+0.00046622i,-0.00023909+0.00071588i,-0.00046-0.00018003i,-0.00043321-0.00064136i,-0.00013147-0.00052933i,0.00013932+1.5666e-05i,0.00018247+0.00023663i,-0.00016433+0.00016994i,-0.00079266+0.00074617i,-0.00052506+0.00061418i,-0.0004316+0.00010028i,-0.00075596-0.00055671i,-0.00033689-0.00038848i,0.00011958-0.00032989i,-8.1866e-05-0.00051479i,-0.00068323+0.00018453i,-0.00088972+0.00085467i
-0.0010691-0.0012382i,-0.00096965-0.0013351i,-0.00052208-0.00074212i,-0.00084843-0.00028184i,-0.0010396-0.00016684i,-0.0013205-0.00063292i,-0.00123-0.0012305i,-0.00082574-0.00031216i,-0.00031434-0.00047253i,0.00078924-0.0010337i,0.00075135-0.00048521i,-0.00021095+1.2536e-05i,-0.00024558+0.00039419i,0.00036746+0.00078906i,0.00078272+0.00076716i,0.00096674+0.00014784i,0.0013699-0.00030351i,0.0014165-0.00057959i,0.00039779-0.00074431i,-0.0001185-0.0009948i,-0.0002966-0.0003629i,-0.00034711-0.00039571i,0.00052292-0.0008342i
-0.00071024-0.0021159i,-0.0011173-0.0024399i,-0.00071175-0.0016338i,-0.00062414-0.0010816i,-0.0013634-1.6212e-05i,-0.0015065+0.0012802i,-0.00035802+0.0012789i,0.00015764+0.00054663i,-0.00017071+0.00012594i,0.00029497-1.3831e-05i,0.0010017-0.0002796i,0.00065405-0.0007088i,0.00024521-0.00057211i,-6.2962e-06-0.00013973i,0.00024621-0.00019125i,0.00024549-0.00071351i,0.00014439-0.00025975i,0.00014043+9.6161e-05i,0.00027816-9.7527e-05i,-1.2744e-05-9.2714e-06i,0.00015094-0.00013094i,0.00061926-0.00087696i,3.5616e-05-0.00062398i
-0.00076215-0.0007979i,-0.0016068-8.4492e-05i,-0.0024495+0.00022518i,-0.0019841+0.00060474i,-0.0010674+0.0016686i,-0.00027718+0.0012818i,-0.00043645-0.00044482i,-0.00050472-0.0011482i,-0.00029444-0.00053977i,-0.00046074-0.00015144i,-0.00079295-0.00061962i,-9.0987e-05-0.00059479i,0.00018598+0.00021555i,-0.00026196+0.00044712i,-0.0004519+0.00026927i,-0.00084325+0.00055005i,-0.00063041+0.00048i,0.00022939+0.00019735i,0.0010154+0.00012743i,0.00026805+0.00036069i,-0.00075928+0.00026485i,-0.00099113-9.3519e-05i,-0.00033829-0.00057104i
-0.0011545+0.00017344i,-0.0010782-9.0661e-05i,-0.00077893+0.00055249i,0.00014371+0.0013518i,0.00022583+0.0018303i,-0.00023397+0.001252i,-0.00019071+0.0013929i,0.00010961+0.0018829i,0.00038799+0.00093591i,0.00014274-1.5893e-05i,-0.00038642-0.00066259i,-0.00049774-0.0012415i,0.00023677-0.0014941i,0.00082084-0.0016498i,0.00066642-0.0012647i,0.00020629-0.0006635i,-0.00019832-0.00048912i,0.00019637-5.9055e-05i,0.00085139-0.00044212i,0.00029602-0.0011726i,-0.00062456-0.0012315i,8.6178e-05-0.00085993i,0.00086391-0.00020214i
-0.00025823+0.00092936i,-0.00086503+0.00081803i,-0.0013935+0.0006339i,-0.0012513-4.6601e-05i,-0.0006261-0.00061952i,-0.0005371-0.00028496i,-8.9106e-05+0.00024771i,0.00069177+0.00017485i,0.00082305-5.8636e-05i,0.0010855-0.00055224i,0.0012638-0.00053732i,0.00056925-0.00067971i,-9.0243e-05-0.00088828i,-0.00021444-0.0004566i,0.00033347-0.00044966i,0.00026023-7.0758e-05i,0.00026704-0.00048127i,0.00041954-0.00081143i,9.1021e-05-0.00062509i,-0.00038857-0.0007074i,-0.00072808-0.0005217i,-0.00074719-0.00034776i,-0.0011805+0.00013804i
-0.00029969+0.0013219i,-0.00042464+0.00093049i,0.00030409+0.001509i,0.00059421+0.0013821i,0.000113-4.5658e-05i,-0.00021018-0.0011007i,-0.00061436-0.00081012i,-0.00055011-0.00082949i,-1.1514e-05-0.00087898i,0.00023489-0.00010082i,0.00014152+0.00040398i,-0.00013757-0.00025939i,2.06e-05-0.0010679i,-5.3147e-06-0.00040953i,-0.00023155+0.00010499i,-0.00046449-5.9852e-05i,-9.7777e-05+0.0002316i,-0.00015322+0.00072219i,-0.00048061+0.00047882i,0.0001979-0.00018126i,0.00090021-0.00070543i,0.000427-0.00079681i,-0.00024595-0.00017956i
0.00055426+0.00016373i,8.592e-05-0.00066166i,-0.0003648-0.0013798i,-0.00032498-0.0016093i,0.00018938-0.00076574i,-0.00040648-0.00023411i,-0.00056342-0.00042372i,-0.00034777+0.00031092i,-0.0003737+0.00034647i,-0.00050279-0.00051639i,-0.00027028-0.00035679i,-0.00047179-0.00035093i,-0.00080454-0.00089988i,4.8317e-05-0.00088538i,0.0003055-0.00066439i,-0.00045762-0.00057637i,-0.00036187-0.00018668i,-0.00041032+0.00019278i,-0.00049578+0.00030797i,-0.00024983-0.00023692i,-0.00032373-0.00020575i,-0.00016374+0.00020485i,-0.00027357+4.7664e-05i
-5.7643e-05-0.00077225i,-0.00138-0.00064929i,-0.0018404-0.00075542i,-0.0013993+0.00019749i,-0.00086603+0.00097565i,-0.00041407+0.00073621i,-0.0001131+0.00018318i,-0.00010509+0.00032045i,-0.00035652+0.00013721i,-0.00073899-0.0011962i,-0.0002578-0.00061271i,0.00052174+0.00036148i,0.00019283+0.00043219i,6.543e-05+0.00051208i,0.00079365+0.00027399i,0.0010731-0.00034434i,0.00062125-0.00070199i,-0.00018483-0.00086231i,-0.00048981-0.00078096i,0.00023158+1.2903e-06i,0.00026201+0.00035582i,-0.00058093+0.00021797i,-0.00076389-7.6215e-05i
-0.0013497+0.0009788i,-0.0023285-0.00013949i,-0.0015407-0.0011699i,-0.00028511-0.00099073i,6.1112e-05-0.00086172i,-0.00062706-0.00096393i,-0.0015158+6.8301e-05i,-0.0011408+0.00010658i,-0.00018254-0.00035291i,-0.00023006-0.00020622i,-0.00054614-0.00050232i,-0.00016039-0.00082143i,-0.00045062-0.00048636i,-0.00078073-0.00014295i,-0.00050258-0.00027778i,0.00014494-0.0003645i,0.00019537-0.00046952i,3.9318e-05-0.0010454i,-0.00017303-0.00031595i,-0.000833+0.00035735i,-0.00053544+6.6245e-05i,0.00011389+0.00012708i,0.00076985-9.5613e-05i
