-0.0033545+0.0014593i,-0.002374+0.00049266i,-0.0021146+0.0010672i,-0.001765+0.0019106i,-0.00092521+0.002802i,-0.00010779+0.001975i,0.00029035+0.0013923i,0.00038303+0.0015894i,0.00070698+0.0010641i,0.00097537+1.1712e-06i,0.00068337-2.2608e-06i,0.00023801+5.183e-07i,4.8814e-05-0.00026793i,0.00021555-0.00066084i,0.00024302-0.00064922i,0.00055317+4.4413e-05i,0.00075348+0.00032049i,0.0006935-6.3947e-05i,0.00078698-0.00028962i,0.00017327-0.00035222i,-0.00056546-1.2769e-06i,-0.0007796+1.3496e-05i,-0.00039207-0.00061499i
-5.1075e-05-0.0018599i,0.00014005-0.0004139i,-8.0671e-06-0.0012184i,-0.00050196-0.0017729i,-0.00061988-0.00053767i,-0.0004074+0.0003462i,8.4987e-05+0.00044199i,-7.0457e-05+3.381e-05i,-0.00074851-0.00072148i,-0.00044591-0.00021405i,0.00010482+0.00027099i,0.00085288-0.00040559i,0.0014891-0.00064964i,0.0016413-0.00063007i,0.00064278-4.7844e-06i,-0.00028185+8.4781e-06i,-0.00028474-0.00021677i,-0.00046954-0.00045229i,-0.0006229-0.00082722i,-0.00029001-0.00052443i,-0.00011215+0.00028199i,-0.0010507-3.4087e-05i,-0.00075378-0.00036672i
-0.00030908-0.00093173i,-0.0016181-0.00053591i,-0.0017589+0.00032574i,-0.0021298+0.00094705i,-0.0016801+0.00098911i,-0.00019631+0.00077027i,0.00051743-0.0002536i,-9.6591e-05-0.0002909i,-0.00019122-4.5827e-05i,0.0001324+6.9644e-06i,-2.4629e-05+3.1132e-05i,-0.0001806-0.0007632i,-0.00035831-0.0014021i,-0.00057969-0.0014265i,-0.00052061-0.0010951i,-0.00058141-0.000233i,-4.4385e-05+0.0002883i,0.0005033-9.0212e-05i,0.00066357-9.5632e-05i,0.0007152-0.00016983i,9.9938e-05-0.00015604i,-0.00024846-8.4235e-07i,-0.00058365+0.00070914i
-0.00038929-9.1192e-05i,0.00011276+0.00057505i,0.0010919+0.0010359i,0.00098576+0.0013863i,0.0012188+0.0021347i,0.0021061+0.001563i,0.0012703+0.00083504i,0.00047759+0.0006466i,2.7416e-05+0.00025085i,9.0224e-05+0.00015308i,0.00031456+0.00037615i,1.5394e-05-0.00038441i,8.2109e-05-0.0013243i,0.00038464-0.0012672i,0.00032828-0.00078186i,-4.6182e-05-0.00044545i,-8.7554e-05-0.00077397i,0.00015325-0.001534i,0.00011313-0.00062988i,0.00026181+0.00076617i,0.00015957+0.00085339i,-0.00011845+5.9379e-05i,0.00036748-0.00053224i
-0.0012033-0.0010681i,-0.0013225+0.00086612i,-0.0015145+0.0023331i,-0.001192+0.0018055i,-0.00024179+0.0013673i,0.00041581+0.0011224i,0.0010283+0.00032934i,0.00085516-1.3005e-06i,-0.00025235-0.00037628i,-0.00033599-0.00067704i,0.00024855-0.00073309i,0.00050306-0.00047881i,0.0002685-0.00063199i,0.00021187-0.00095204i,0.00066672-0.00050642i,0.0011753-0.00015232i,0.0012781-0.00018453i,0.00090753-0.000341i,0.00051369+5.7786e-05i,0.00045219+0.00082379i,0.00047193+0.00012976i,0.00081965-1.1711e-05i,0.00050507+0.00078111i
0.0014954-0.00019783i,0.0018452-0.00076168i,0.0011173-0.00060413i,0.00021316+0.00018152i,4.1718e-06+0.00052338i,0.00051372+0.00087528i,0.00061847+0.0011194i,0.00092362+0.0014412i,0.0012752+0.0011715i,0.00087201+0.0003101i,0.00023056-0.00043797i,-7.4379e-06-0.00013831i,-0.00026278+0.00074576i,0.00038673+0.00070201i,0.0014192+0.00063864i,0.0011568+0.0006808i,0.00024954+0.00019153i,-0.0003976-0.00057347i,-0.0002066-0.0011392i,0.00031325-0.0010807i,4.6129e-05-0.00038212i,-0.00042487+5.1408e-05i,-0.00023818-0.00034694i
-0.0015838+0.0024039i,-0.00037725+0.0021901i,0.00139+0.0029575i,0.0019003+0.0019i,0.001201+0.00099475i,0.0011783+0.00057564i,0.00087105+0.00032734i,2.1679e-05+0.00028951i,0.00011392+0.00038103i,-2.1127e-06+0.00060211i,-8.5462e-05+0.00039859i,-0.00014887+0.00014418i,-0.00064368-0.00056345i,-0.00066413-0.00051157i,-0.00088937-9.9246e-05i,-0.00094176+2.7299e-05i,-0.00038904+0.00035003i,0.00051045+0.0007425i,0.00079637+0.00068467i,0.0009844+0.00012313i,0.0010329+0.00021734i,-0.00021472+0.00053852i,-0.00074633+0.00027122i
-0.00016066-0.0020317i,-0.00015994-0.00075452i,3.1296e-05-0.0013544i,0.00030416-0.00081194i,-0.00032404+0.00064446i,-0.00041286+0.0005497i,0.00029508-0.00084323i,0.00047044-0.00065418i,1.8604e-05-6.7723e-05i,-0.00052141-7.1218e-05i,-0.00051048-0.00028894i,-0.00029562-0.00044556i,-0.00020034-0.00024792i,0.00015847-0.00066974i,0.00014709-0.00078631i,-4.1531e-06-0.00043581i,0.00036715-0.00045222i,0.00021156-0.0007454i,-0.00017716-3.6788e-05i,-0.00020361+0.00051537i,-5.4727e-05+4.771e-06i,0.00039207+0.00017007i,0.0001754+0.00065649i
5.1129e-05-0.00010333i,0.0010493-0.00021665i,0.0012234+0.00030785i,-0.00038599+0.0011123i,-0.0004845+0.0017646i,0.00049781+0.0019306i,0.0003959+0.0017329i,0.00043544+0.00098987i,0.0003329+0.0001463i,-0.0003952-6.8072e-05i,-0.00049306-0.00058019i,-0.00036971-0.00019783i,-0.00072614+4.3353e-05i,-0.00089643-0.00053463i,-0.00019188-0.00029398i,7.9846e-05+0.00037281i,0.00039907+0.00032498i,0.00012734-0.00067412i,-0.00055659-0.00049577i,-0.00091747+7.3004e-05i,-9.1665e-05-7.3072e-05i,0.00064777-0.00064547i,0.00014533-0.00063925i
-0.001553+0.00031728i,-0.001807+0.0013177i,-0.00032477+0.0021054i,0.0010534+0.0017158i,0.0013398+0.00078239i,0.0015984-0.00035119i,0.00069511-0.0011914i,-0.00044851-0.0006953i,-0.00041695+0.00014243i,-0.00072517-0.00038569i,-0.00098427-0.0010745i,-0.00030963-0.00061274i,-1.3116e-05+0.00038479i,-0.00025445+9.0221e-05i,3.4683e-05-0.0006454i,-6.7941e-06-0.00030922i,5.0787e-05-0.00048213i,0.0010122-0.00026706i,0.00096875+0.00028396i,0.00048828+0.000456i,0.00022135+0.00041477i,-4.1677e-05+0.0005217i,0.00076888+0.00024513i
-0.00019385-0.00023716i,0.00026851-0.00031665i,0.00031905+0.00032266i,0.00075935+0.00046777i,0.0010463+0.00059256i,0.00068608+0.0007039i,-5.8296e-05+0.00096507i,-0.00025371+0.00077907i,-0.00024509+0.000269i,-5.8237e-05+0.00019795i,0.00036491+0.00014603i,0.00031329+0.00041874i,-4.9596e-05-0.00047679i,0.00017381-0.00080281i,0.00047001-4.4824e-05i,0.00043606+7.459e-05i,0.00025102-0.00033625i,-0.00036242-0.00096147i,0.00013201-0.0010782i,0.00081407-0.00057761i,0.00028895+0.00049688i,-0.00035194+0.0010071i,-0.00065999+0.00040511i
0.00099549-0.00047177i,0.0010001-0.00092467i,0.00016991-0.0013441i,-0.00017809-0.001578i,-0.00058822-0.00073887i,-0.000235+0.00053735i,0.00069538+0.00066294i,0.00055778-0.00034494i,0.00070991-0.00088583i,0.00076834-0.00081915i,-8.9355e-05-0.00060674i,-0.000802-1.0925e-05i,-0.00068816+0.00049208i,-0.00017502+0.00083065i,0.00058907+0.00084355i,0.00094782+0.00059324i,0.00037318+0.00019944i,-0.00012301+5.7247e-05i,-0.00041479+0.00022961i,-0.00071235-3.1072e-05i,-0.000307-0.00011348i,-0.00040747-6.6724e-05i,-0.00071188-0.00017136i
0.00017753+0.0017346i,0.0013282+0.0018438i,0.0024348+0.00060919i,0.0021254+4.5858e-05i,0.0013268+0.00030157i,0.00055264+2.4285e-05i,1.1694e-05-0.00016568i,2.7261e-05+0.00018364i,0.0001214+0.00015566i,0.00026262-0.00054218i,2.3218e-05-0.00053159i,-0.00044827-0.00023005i,-0.0011514-0.00021296i,-0.0013818-0.00035304i,-0.00085129+2.9688e-05i,-0.00036856-3.3282e-05i,0.00046836-0.00079415i,0.00081679-0.00094381i,0.00061982-0.00066385i,3.4096e-05-0.00041817i,-0.00069101-0.00025372i,-0.00084928-0.00032748i,-0.00012964-0.00036894i
0.0015623-0.00073152i,0.0012258-0.0020032i,0.00060746-0.0022269i,-3.1014e-05-0.001332i,0.00010443-0.0005366i,0.00054406+8.3967e-05i,0.0006246+0.00090606i,0.00091128+0.001277i,0.0010235+0.00070945i,0.00070974+0.00055075i,0.00094536+0.00025075i,0.0011373-0.00013806i,0.00091638-4.0143e-05i,0.00012834+0.00046401i,-0.00028387+0.00027926i,0.00026219+0.00071269i,0.00052831+0.00093025i,0.00083419+0.00025005i,0.00067148-0.00021928i,0.00041725+0.00023266i,1.6657e-05-0.00018499i,0.00014027-0.00062499i,0.00019121-0.00071761i
0.0001461+0.00079132i,0.00024525+0.00069792i,0.00079555-0.0005221i,0.00089826-0.0014771i,0.00061408-0.0015434i,-0.0010746-0.00053948i,-0.00087891+0.00010129i,0.0010854-0.00043101i,0.0015934-0.00061592i,0.00071147-0.00018951i,8.9945e-05-0.00047907i,0.00039872-0.00033i,0.00062116+0.00037814i,0.00068297+0.00021418i,0.00069758-0.00049533i,0.00073888-0.00062879i,0.0010324-0.00025084i,0.001198-0.00017121i,0.00057418-0.00083095i,1.7406e-05-0.0011045i,-0.00090636-0.00088322i,-0.0018866-0.0010095i,-0.0012055-0.00032642i
-0.00227+0.0019456i,-0.00046608+0.0021831i,0.0018261+0.0018707i,0.0021994+0.0021503i,0.0014827+0.0019894i,0.0011614+0.0014848i,0.00087398+0.00072648i,0.00032646-3.5102e-05i,-0.0005171-0.00021517i,-0.00090464+0.00022249i,-0.00080203+0.00079077i,4.6111e-05+0.00077006i,0.0009609-5.0294e-05i,0.00084693-0.00071634i,9.7411e-05-0.00070522i,0.00016405-0.0001042i,0.00065375-0.00050949i,0.00041486-0.00062405i,-0.00077974-0.00060159i,-0.00071715-0.00065592i,0.00026368+9.6205e-06i,0.0011527+0.00067806i,0.0012943+0.00050448i
0.0022023-0.00073584i,0.0013297-0.0016555i,0.00134-0.0029999i,0.00070144-0.0030879i,-0.001154-0.0023377i,-0.0012521-0.0010584i,0.00039036-0.00011764i,0.0016132-0.00011828i,0.0011514+0.00017447i,0.00059991-0.00019054i,0.00081087-0.00034196i,0.00045197+0.00052535i,-7.7694e-06+0.00059905i,-4.9092e-05-1.1636e-05i,0.00046339-0.00017443i,0.0014288-0.00012529i,0.0018507-6.9471e-05i,0.0013791+0.00012331i,0.00023896+0.00058532i,-0.00026926+0.0005334i,0.00020359+0.0004625i,0.0001759+6.726e-05i,-3.1162e-05-0.00041253i
-0.0009651+0.00099709i,-0.00095114+0.0012404i,-0.0012626+0.0014146i,-0.0012117+0.0010773i,9.0822e-06+0.0014531i,0.0013811+0.0011258i,0.0010309+5.8381e-05i,0.00071645-0.00061872i,0.00085746-0.00025806i,0.0010668+3.4853e-05i,0.00056941-0.00012361i,-0.00026747-0.00024465i,-0.00048001+0.00037964i,-0.00091497+0.00071607i,-0.00050385+0.00077966i,-0.0001091+0.00067381i,0.00011951+8.9054e-05i,0.00055229+5.9308e-05i,0.00037498+0.00051312i,0.00020698+0.00044568i,0.00035487+0.00048083i,0.00026137+0.0006261i,-0.00017036+0.00010916i
0.0006025+0.0020801i,0.001488+0.0011387i,0.0023616+0.00033758i,0.002275-0.00082329i,0.0021378-0.00080312i,0.0015335-0.0001537i,0.0005297-0.00011653i,-2.8093e-05-0.00053042i,0.000588-8.0716e-05i,0.00085377+7.5394e-05i,-0.00038573-0.00058078i,-0.00061469-0.00080872i,-8.2818e-05-0.00031387i,-0.00073099+0.00012643i,-0.00075342+3.2091e-05i,0.00039155+0.00039016i,0.0010953-7.491e-06i,0.001046-0.00088296i,-5.2673e-05-0.00071738i,-0.00031653+0.00023397i,0.00011659+0.00092806i,-0.00040572+0.00058936i,-0.0007381+0.00021697i
-0.002431-0.00033004i,-0.0023612+0.0010293i,-0.0020798+0.0025846i,-0.0011967+0.0034187i,0.00032673+0.0033611i,0.00103+0.0018431i,0.00036268+0.00048871i,-0.00043036-5.9653e-05i,-6.5498e-05-7.6482e-06i,0.0002142+0.00047715i,-0.00031813+0.00046388i,-0.00020005-0.00015003i,6.1132e-05-0.00056463i,-0.00054874-0.00055937i,-0.00046061-0.0004674i,-0.00031095+4.3942e-05i,-0.0007458-0.0003444i,-0.00092868-0.00035696i,-0.00087485-6.8593e-05i,-0.00064286-0.00010914i,-0.00011626+0.00020821i,1.5251e-05+0.00063303i,3.8978e-06+0.00053755i
-0.00093999+0.00096001i,-0.00011265+0.00092695i,0.00033714+0.00045568i,0.001621+4.3224e-05i,0.0031869+0.00013635i,0.0031633-0.00024243i,0.002281-0.00049265i,0.0014472+0.0001291i,0.0013184+0.00022205i,0.00088658+5.3183e-05i,-0.00023745+0.00079495i,-0.0005273+0.0010654i,0.00051925+3.5707e-05i,0.0012709-0.00055395i,0.001355-0.00092897i,0.00065579-0.0009221i,-0.00049717-0.00040275i,-0.00061804-0.00046675i,-0.00010404-0.00059264i,0.00036006-0.00025453i,0.00024149-0.0002356i,1.9982e-05-0.00079195i,0.00027431-0.0011555i
0.0021853+5.1207e-05i,0.0005972-0.00064801i,0.00029265-0.0016074i,0.00029177-0.0012382i,-0.00043021-0.00086719i,-0.00047451+0.00024124i,2.4257e-05+0.00030941i,0.00029193-0.00017261i,0.0002633-0.00080783i,-0.00035693-0.0011563i,-0.0009898-0.00070175i,-0.0007539-7.4599e-05i,-0.00035399+0.00013156i,-0.00096493-0.00040083i,-0.00055153-0.00090354i,0.00085235-0.00013902i,0.0017427+0.00060892i,0.0014906-6.0936e-05i,0.00024245-0.00095626i,-0.0003617-0.001482i,-0.00026484-0.00084723i,0.0003097-0.00073587i,0.0012255-0.000484i
-0.00069373-1.3204e-05i,-0.00026689-0.00059907i,0.00017343-0.00078723i,-7.2306e-05-0.00024028i,0.00013742+0.00066157i,0.0007935+0.00040384i,0.0004846+0.00019849i,0.00042297+0.00022946i,0.00026568+5.0282e-05i,0.00087323+0.00034724i,0.00090329-2.0667e-05i,0.00012933-0.00071936i,0.00033469-0.00066647i,0.00017983-0.00037923i,-0.00048713-0.00035338i,-0.00096444-0.00040262i,-0.00078277+9.428e-07i,-0.00029932-3.5737e-05i,0.00023715-0.00023631i,0.00044927+0.00033536i,0.00021542+0.00057617i,0.00020055+0.00090737i,-0.00020194+0.0014775i
0.0017994+0.002972i,0.0030012+0.0025643i,0.0042316+0.0012949i,0.0036095-0.00025831i,0.0021729-0.0014996i,0.00057658-0.001548i,-0.00036089-0.0011389i,-2.3309e-05-0.0008709i,0.00050865+0.0001361i,0.00027339+0.00025586i,8.0167e-05-0.00024159i,0.00027608-6.3742e-05i,-8.9017e-05+0.00019338i,-0.00039019+4.1737e-05i,-0.00043603-5.3287e-05i,0.00038564-1.0555e-05i,0.0011939-0.00032117i,0.0011436-0.00093124i,0.00099221-0.0008838i,0.00029002-0.00038271i,-0.00049146-0.00018743i,-0.00056338-9.2551e-05i,-0.00080804+0.00010368i
-0.0022743+0.00066881i,-0.001766+0.0009553i,-0.00052477+0.0021149i,0.0010427+0.0024042i,0.0019134+0.0020503i,0.0019555+0.00060194i,0.0013257-0.001074i,0.00085606-0.0012028i,0.00011822-0.00039715i,-0.00063593-0.00026497i,-0.00030226-0.00047813i,-0.00027952-0.0003071i,-0.00029731+8.0034e-05i,0.00022829-0.00087252i,-0.00028986-0.0017913i,-7.5338e-05-0.0011406i,0.0009091-0.00033775i,0.0006317-0.00036432i,4.852e-05-0.00054411i,-0.00045925-4.9793e-05i,-0.00080109-0.00052136i,-0.00059934-0.00051448i,-0.00050277+0.0007935i
-0.0006174+0.00084432i,0.00072091+0.0012209i,0.0023284+0.0021255i,0.0025602+0.0019691i,0.001884+0.00091196i,0.0011282+0.00064296i,0.00080946+0.00069592i,0.00087557+0.0012018i,0.00038992+0.0013447i,0.00064667+0.0002107i,0.0013009-0.00074847i,0.0010649-0.0013609i,0.00075893-0.0010287i,0.00041126-0.00019662i,-2.6432e-05-0.00029209i,-0.00030877-0.00011599i,-0.00023864-3.5165e-05i,-0.00037603+0.00019279i,-0.001013+0.00038623i,-0.00030879+0.00014417i,-0.00028382+2.5735e-05i,-0.00018779+0.00017987i,0.0006343+0.00038068i
0.00093959-0.0018912i,-0.0007774-0.0013568i,-0.0015843-0.0011352i,-0.0023453-0.0005504i,-0.0020212+6.4719e-06i,-0.00045934+0.00074042i,0.00093276+0.00021073i,0.0010312-9.4042e-05i,0.00016772+9.378e-05i,0.00021522+0.0004256i,0.00050758+0.0011584i,0.00055542+0.001226i,0.00030557+0.00021707i,0.0004819-0.00012193i,0.00099332+0.0004013i,0.0012278+0.00039444i,0.0008709-0.00010532i,0.00062763-0.00090938i,0.00057674-0.00037301i,0.00058756-1.2463e-05i,0.00079001-0.00074479i,0.0010478-0.00063127i,0.0012613-0.00033187i
-0.0019675+0.0028514i,-0.00039186+0.0029347i,0.0021804+0.0024196i,0.0039226+0.0022631i,0.0033803+0.0018594i,0.0016471+0.0011303i,0.0001766+6.5394e-05i,-0.00075822-0.00043105i,-0.00084205-0.00032734i,0.00029996-0.00037524i,0.00052015-0.00045385i,-4.8813e-05-0.00015395i,-0.00028459+0.0001904i,-0.00039834+0.0010241i,-0.00042737+0.0011916i,7.2851e-06+0.00096485i,0.00038775+0.00075132i,0.0003174+0.0004244i,-0.00025209-1.0188e-05i,-0.00029236-0.00045553i,7.4564e-06-0.00013745i,-0.00023938+8.9744e-05i,9.6851e-06-0.00030771i
-0.00033534+0.0016972i,0.00063418-0.00018501i,0.00075723-0.00067987i,0.00020695+0.00037717i,0.0001364+0.0012158i,-8.8743e-05+0.00071887i,-0.00033429+0.0007609i,0.000404+0.00041965i,0.00099379-8.1327e-05i,0.0012491+0.00034316i,0.0020253+0.00027853i,0.002025-0.00025968i,0.00062591-0.00066468i,0.00018787-1.6009e-05i,8.7682e-05+0.00078313i,-0.00055074+8.4339e-05i,-0.00036339-0.00045053i,-0.00015217-0.00012987i,-0.00010201-0.00017432i,0.0005462-0.00021999i,0.00060931-1.1858e-05i,0.00011111-2.3028e-05i,0.00031338-0.00040307i
0.0014621+0.00085699i,0.0012108+0.0016042i,0.0016445+0.0015524i,0.0022818-0.00027307i,0.0015381-0.0010892i,0.00061113+0.00076921i,0.00020733+0.0010233i,0.0004641+0.00037964i,0.00066292+0.00077927i,0.00054748+0.00070452i,0.00037988-7.4392e-05i,-0.00014338-0.00080763i,-0.00076142-0.00070928i,-0.0006331-0.00087185i,0.00023876-9.3819e-05i,0.0010639-0.00020966i,0.0015085-0.00051139i,0.0012124+0.0001822i,0.00081385+0.00054164i,0.00014288+0.00041193i,-0.00010984+0.0010057i,-0.00030413+0.00058529i,-0.00056758-0.00062443i
0.00054743+0.002509i,0.00034717+0.0016912i,0.00075282+0.00030646i,0.00099637-0.00086824i,0.0018454-0.0010365i,0.0015823-0.00084142i,0.00026769+0.00010593i,0.00032558+0.00053959i,0.00055012+0.00083613i,0.000264+0.0010485i,3.4283e-05+0.00078516i,0.00049038+0.00038778i,0.00098843-3.166e-05i,0.00092985+0.00015844i,0.00023181+0.00014995i,-0.0001195+0.00036716i,-0.00013909+0.00034538i,-0.00052173-9.4752e-05i,-0.00043941-0.00010917i,-0.00058923-0.00016749i,-4.0387e-05-0.00040636i,2.7409e-05+0.00013652i,-0.000284-0.00024574i
-0.0019763-0.0011521i,-0.00085012-0.0012658i,-9.8608e-05-0.00058907i,0.00032955+0.0011169i,0.00045608+0.0021814i,0.00034076+0.0018441i,-0.00020505+0.00062461i,-0.00046667-0.00030932i,-0.00021968-0.00013565i,8.4891e-06+0.0005538i,0.000181+0.0010345i,0.00017684+0.0010046i,0.00021762+0.00090599i,0.00069757+0.00048111i,0.0013217-0.00011588i,0.0013833-0.0008003i,0.00074009-0.0006346i,0.00033606-0.00026512i,0.00062278-0.00048342i,0.00037939-0.00062344i,4.2167e-05-0.00023529i,-0.00012972+0.00052981i,-0.00025239+0.00079997i
-0.0017112+0.0023972i,-0.0012483+0.001964i,0.00026595+0.0025678i,0.0013545+0.0026359i,0.0016771+0.001643i,0.0016799+0.00064306i,0.00063533+0.00026565i,-0.00040678+0.00050563i,-0.0010298+0.00084409i,-0.00046515+0.0011611i,1.7504e-05+0.00092842i,-0.00033398-0.00043649i,-5.1738e-05-0.0011707i,0.0002324-0.00096759i,0.00028575+4.7321e-05i,0.00055836+0.00025285i,0.00075401-0.00013665i,0.00066174+7.6065e-06i,0.00025493+4.6586e-05i,-9.2148e-05+3.2344e-05i,-0.0004038+5.6475e-06i,-0.00038964+0.00015179i,-0.00025845+0.00023733i
0.002137+0.00035435i,0.0018487-0.00083243i,0.0036193-0.0006618i,0.003168-0.0001128i,0.0011629+0.00061938i,0.00022063+0.0012355i,0.00039934+0.00022672i,0.00089901+0.00026072i,0.00047249+0.0007127i,0.00072567+0.00024468i,0.0011513-8.0051e-05i,0.00024686-0.00011104i,-9.1862e-05+0.00028299i,-0.00025483+0.0003147i,-0.0011272+5.0411e-05i,-0.0012815-0.00016024i,-0.00028232-0.00019349i,0.00016297+0.00010506i,0.0005673+0.0001688i,0.0010807+5.8012e-05i,0.0010479-0.00049845i,0.00051634-0.00086705i,-7.1236e-05-0.00035394i
-0.00039685-0.002972i,-0.0013318-0.0017404i,-0.0026697-0.000966i,-0.0028845+0.00010898i,-0.0017583+0.0017177i,-0.00025057+0.001664i,0.00063483+0.00079987i,0.00092255+0.00051125i,0.00072709+0.00031249i,-0.00041098-0.00028134i,-0.00081905-0.0005444i,0.00026572-0.00012519i,0.00099327+5.5718e-05i,0.00051246+0.00028446i,0.00071229+0.00012674i,0.0016936-0.00062317i,0.001304-2.2856e-05i,0.00035471+0.00049933i,7.8968e-05-0.0002557i,-1.8389e-05-0.00069533i,-7.5696e-05+0.00038711i,0.00021177+0.0015508i,3.3752e-05+0.0005153i
0.0005991-0.0012399i,0.0002728-0.0025702i,-0.00063167-0.0025222i,-0.001665-0.0011499i,-0.0021407+0.00041917i,-0.00060638+0.00046638i,0.00050058-0.00043543i,0.00038943-0.00056207i,0.00041132-0.00059119i,0.00014098-0.0008628i,-3.6199e-05-7.4022e-05i,0.00018976+0.00083604i,0.00032451+0.0010171i,0.00012977+0.00039497i,0.00016031+5.3807e-05i,0.00088703+0.00079252i,0.0016056+0.0012399i,0.001658+0.00050087i,0.00078181-0.00037762i,-0.00074953-0.00052878i,-0.00079237-0.00025659i,-0.00023976+0.00021194i,0.00033705-0.00034155i
-0.0025984+0.0004957i,-0.00090271+0.0018175i,-0.00017217+0.0035629i,0.00058324+0.0032677i,0.0009771+0.0029059i,0.00090772+0.0019836i,0.00017805+0.00023881i,-0.00057797-0.00015912i,-7.2211e-05+0.00086723i,0.00077734+0.00077315i,0.0005644+0.00014716i,5.2148e-05+0.00014566i,5.1632e-05-0.0005785i,5.5059e-05-0.00054123i,-0.00016891-0.00031883i,-0.00011049-0.00091606i,8.4684e-05-0.0013218i,-0.00028257-0.00139i,-0.00030546-0.001148i,0.0003628-0.00029102i,0.00066717-7.993e-05i,0.00052742-9.9575e-06i,-0.00011411+1.4767e-05i
-0.00091835+3.367e-05i,3.1454e-05-0.0010699i,-7.0422e-05-0.0012138i,0.00020986-0.0011995i,0.0010385-0.0012352i,0.0010682+0.00012818i,0.0011605+0.00031406i,0.0011675-0.00087074i,0.00063187-0.0004972i,0.00011727+2.7797e-05i,-0.00082669+2.8211e-06i,-0.00091194+0.00017277i,-0.00067743+0.00071902i,-3.6515e-05+0.00036708i,0.0005515-3.3666e-05i,0.00053835+0.00025889i,0.0004558+0.00048372i,0.00046404+0.00073855i,0.00023229+0.00072018i,0.0005084-0.00036086i,0.00053794-0.00076518i,-0.00072945-0.00010805i,-0.0018352+0.00010411i
0.00084697+0.00033419i,0.00029859+0.0019802i,0.0012872+0.0031758i,0.0014637+0.002746i,0.00087625+0.0017274i,0.0011228+0.0012438i,0.00012087+0.0007662i,3.4791e-05+0.0011965i,0.00063402+0.0012092i,0.00045104+0.00056448i,8.7659e-05+0.00060416i,5.8547e-05+0.00036277i,-0.00049321-0.00010353i,-0.0011508+0.0001644i,-0.00067294+0.0003972i,0.00031905-0.00021417i,-0.00011267-0.00094469i,-0.00034653-0.0004468i,0.00014568+0.00050484i,0.00045815+0.00062732i,0.00017906+0.00046325i,-5.7075e-05+0.00065096i,0.00035342+0.00011496i
0.00089159+0.00081277i,0.00067739-6.3917e-05i,-0.00011298-0.00056395i,0.0009698-0.0015673i,0.0021492-0.0016973i,0.0012799-0.0010168i,0.00046642-0.00042341i,0.00018226+0.00038575i,0.00028787+0.00056932i,0.00029199+0.00056491i,0.00035123+0.00011294i,0.00056461-0.00031755i,0.00015475-0.00042085i,0.00035547-0.00050984i,0.00049281-0.00062537i,-0.00013023+4.8182e-05i,-0.00027201+0.00096158i,-8.9076e-05+2.4749e-05i,-0.00029062-0.00089862i,-0.00088715-0.0003391i,-0.00055185-0.00030517i,-0.00015509-0.00039461i,-0.00030762-0.0002721i
0.0011119+0.0017062i,0.00065423+0.00054517i,0.0017515+0.00096411i,0.0011548+0.0004845i,0.00020182-0.00049509i,-0.00053926+0.00014733i,-0.0011834+0.00059498i,-0.00049634-3.4436e-05i,0.00024849-0.00015403i,-6.207e-05-0.00040003i,-0.00059301-0.00083011i,-0.00036694-0.0012092i,-1.6772e-05-0.00051656i,4.1588e-05+0.0002725i,0.00054137+2.1641e-05i,0.00084121-0.00028303i,0.00069643-0.00022562i,0.00040679-0.00030978i,-0.00022069-0.00056202i,8.3799e-05-0.0010876i,-0.00010613-0.0014143i,-0.0010281-0.00085034i,-0.00082893-0.00026297i
0.00033716-0.00078268i,0.00047874-0.00087822i,0.00051761-0.0018305i,0.00067858-0.0023652i,0.00020818-0.00040086i,-0.00028054-3.1021e-05i,5.3564e-05-0.00045057i,0.00029763+0.00015964i,0.0004425-0.00010718i,4.0331e-05-0.00071344i,-3.8576e-05-0.00019216i,-3.4152e-05+0.00021558i,-4.0237e-05+0.00055635i,-0.00021431+0.0011491i,-0.0010322+0.00079198i,-0.0007459+0.00017351i,0.00041557-0.00036849i,0.00073864-0.00083106i,0.00044147-0.00080329i,0.00018822-0.0006927i,-0.00027418-1.2171e-05i,-0.00056734+0.00069462i,-0.0007529+0.0003051i
0.00085735+9.411e-05i,0.00078257-0.00011926i,-0.0003266+7.3741e-06i,-0.0010061-0.00063618i,-0.00013849-0.00098009i,0.00020036+0.00073241i,0.00018459+0.0013827i,0.00053613+0.0010247i,0.00068513+0.00086563i,0.00034968+0.0003204i,-0.00030512-0.0002425i,-0.00067574+0.00017509i,0.00014842-0.00010361i,0.00068868-0.00059146i,0.00097719-0.0004987i,0.0006311+0.0003555i,0.00010235+8.3331e-05i,0.0003628-0.00030152i,0.00039637-0.00022862i,0.00022209-0.00014569i,-0.00021628+2.5517e-05i,-0.00051476+1.9792e-05i,-0.00033225+0.00051691i
-0.00079418-0.00027429i,-0.00087882+0.00029044i,-0.001321+0.0012939i,-0.00064734+0.00172i,0.00081537+0.0012165i,0.00042739+0.00028559i,-0.00042672+0.00024274i,-0.00098794+0.00015617i,-0.00031302-0.00053814i,6.0194e-05-0.00078365i,-0.00079125-0.00064248i,-0.00015046-0.00026364i,0.00042583+0.00061316i,0.00013202+0.0011513i,0.00012247+0.0013177i,0.00043939+0.00088382i,0.00089524+0.00037842i,0.00086557+0.00061005i,0.0006988+0.00091187i,0.00056589+0.0008786i,0.00026199-9.2273e-05i,0.00056691-0.0008894i,0.00078307-0.00092306i
