0.0008568+0.00034372i,0.0011212-0.00080774i,-0.00042767-0.0013429i,-0.001528-0.0012113i,-0.0009863-0.001399i,-0.00045044-0.00093271i,-0.00011369+0.00086165i,0.00084249+0.0022776i,0.0021177+0.0016764i,0.0019418+0.00015541i,0.0011122-0.00038633i,0.00064551-0.00068353i,5.4733e-05-0.00055003i,-2.7858e-05-9.6711e-05i,0.0005236-7.0143e-05i,-9.7975e-05-4.9327e-06i,-0.00059975-3.4973e-06i,4.9996e-06+0.00041037i,5.803e-05+0.0001494i,0.00025555-0.00018654i,0.0001619+0.00026641i,-0.0009073+0.00014485i,-0.0012366+0.00048081i
0.00066124+0.00082089i,-0.00032703-0.00057792i,-0.0017103-0.0019843i,-0.0015281-0.0025911i,-0.00022424-0.0018563i,0.00065663-0.00085984i,0.0007723-0.00021382i,0.0011528+0.00016753i,0.00072003-5.588e-05i,0.00034072-0.00051008i,0.00065991-0.00040749i,0.00065972-0.00017024i,0.00050594-0.00044173i,0.0011482-0.00083257i,0.0015774-0.00040857i,0.00092827+0.00046398i,-2.266e-06+0.00034422i,-0.00037052-0.00053202i,-0.00051105-0.0013001i,-0.00071674-0.00067641i,-0.00030987+0.00038517i,0.00032927+0.0011321i,-1.5194e-05+0.0010955i
0.00040813-0.001858i,0.00017415-0.0022431i,0.00090162-0.0016962i,0.0013654-0.00075848i,0.00094751+0.00032604i,0.00012237+0.00024914i,-0.0010276+0.00039534i,-0.0011824+0.0010231i,-0.00037826+0.00036072i,0.00076224+0.00023653i,0.0006311+0.0010067i,-9.8922e-05+0.000959i,-0.00037876+4.8378e-05i,-0.00069709-0.00069558i,-0.00050429-0.00084472i,-0.00032422-3.9633e-05i,-0.00045701+0.0010903i,-0.00049577+0.00087131i,-0.0010505-0.00019873i,-0.0010196-0.00036441i,-0.00039733+0.00022345i,-0.00033414+0.00035398i,-0.00061645+0.00012398i
-0.0015327+7.5292e-05i,-0.0018261-3.5658e-05i,-0.0018831-2.4601e-05i,-0.001278-0.00046843i,-0.00013133-0.001204i,0.00079534-0.00090904i,0.0010194-0.00020189i,0.00062805-0.00060576i,0.00020427-0.00058308i,0.00050843-4.2445e-05i,0.0011339+0.0010174i,0.0013198+0.0018046i,0.0012534+0.0014823i,0.00058016+0.0010399i,-0.00051236+0.00027071i,-0.0006516+0.00027585i,-0.00067452+0.00048093i,-0.00049736+0.00040921i,-6.0586e-05+0.00045209i,0.00033661+0.0006051i,0.00019503+0.00020688i,0.00022239-0.00037384i,3.5054e-05-0.00045119i
0.00090604+0.0012392i,0.00090798-0.00071083i,0.0014977-0.0013346i,0.0016946-0.0011167i,0.0015779-0.00098064i,0.0015812-0.0010516i,0.0010712-0.00023027i,0.00027783+0.00074957i,-0.00027667+0.00087805i,-0.0006635+0.0010471i,-0.00028138+0.00030828i,2.2015e-05+0.0003309i,0.00018568+0.0010801i,1.6012e-05+0.00034636i,-0.00022479-0.00075313i,-2.0435e-05-0.00071822i,-0.00023818-0.00015744i,-0.00053433-0.00045384i,-0.00025004-0.00078449i,-0.00030407-0.0005513i,-0.0003106+6.8402e-05i,-9.4406e-06+0.00062879i,-0.00020927+0.00022488i
-0.00091737-0.0026813i,-0.0011363-0.0015428i,-0.0023046-0.0013533i,-0.0021505-0.0015327i,-3.4129e-05-0.0005117i,0.0011795+0.00073273i,0.0016252+0.00084156i,0.0018644+0.00035278i,0.00143+0.00034469i,0.00062958+0.00089786i,0.00065035+0.0007561i,0.0012296+0.00025186i,0.0014482+0.00011634i,0.0010088+0.00026638i,-0.00039923+0.0005431i,-0.0011353+2.2036e-05i,-0.00094061-0.00010907i,-0.00041815+0.00017852i,-7.9431e-05-0.00010599i,-0.00039904-0.00027351i,-0.00049153+0.00015643i,3.8171e-05+0.00012119i,0.00029325-6.8276e-05i
0.0031128-0.00017111i,0.0027105-0.00081249i,0.0020474-0.0020511i,0.00067495-0.0023304i,-9.1409e-05-0.0019362i,-0.00061515-0.0019549i,-0.0003548-0.00081227i,0.00054977+2.6896e-05i,0.00092768-0.00063089i,0.00038287-0.00089958i,-0.00052452-0.0008733i,-0.0010366-0.001127i,-5.2012e-06-0.001104i,0.00041981-0.00046769i,0.00079194-0.00055689i,0.00138-0.00022632i,0.0011369+0.0010918i,0.00013291+0.0013423i,-0.00075114-2.7166e-05i,-8.0527e-05-0.00062184i,0.00056172+0.00041174i,0.00041845+0.00093393i,0.0004779+0.0010209i
0.00047676-0.0018618i,0.0007461-0.0025608i,-0.00022471-0.0026117i,-0.00011367-0.0015993i,0.00094617-0.0010067i,0.0014156+0.00021575i,0.0011973+0.0015376i,0.00029689+0.00063917i,-0.00014871-0.0010549i,0.00030555-0.00090219i,0.00084123+0.00034554i,0.00035067+0.00073618i,-0.00055104+0.00069149i,4.8229e-06+0.0006213i,0.00044895-4.1214e-05i,-0.00046089+0.00018668i,-0.0010421+0.00063386i,-0.0008761+0.00051324i,-0.00053967-7.1891e-05i,-4.7406e-05-0.00055384i,-0.0010727+3.4025e-05i,-0.0020731+0.00033804i,-0.0012954+0.00037298i
-0.00024452-0.0023529i,-0.00080968-0.0016716i,-0.0016579-0.00051905i,-0.0017441+0.0005848i,-0.00066055+0.00096765i,0.00018137+0.00031866i,0.00042919-0.00012474i,0.00094472+0.00014359i,0.00053871-0.0001635i,0.00016458-0.00029439i,-0.00027591-0.00015516i,-0.0005815+0.00010358i,-0.00068208+0.00047092i,-0.0008002+0.00026765i,5.0308e-05-0.00018504i,0.00028533-0.00048774i,-0.00044174-0.00060457i,-0.00077962-0.00024923i,-0.00066425+0.00036668i,0.00010092+0.00013332i,0.00072819+0.00044665i,-0.00011624+0.0013218i,-0.00062731+0.00094305i
-0.00064347+0.0023649i,0.0012357+0.00089267i,0.0024471-0.00023819i,0.0029535-0.0014763i,0.0027783-0.0023989i,0.0013315-0.001754i,0.00014237-0.00039785i,0.00024147+0.00069421i,-0.0001187+0.00052719i,-4.1658e-05-7.2509e-05i,0.00020175-0.00027426i,0.0002823-0.0010239i,0.00067668-0.0010466i,0.00038037-0.00076227i,0.00059936-0.00050077i,0.0013875-5.6859e-05i,0.00046915-7.0769e-05i,-0.00043799-0.00067473i,-0.00026751-0.0011145i,3.4153e-05-0.00079165i,-9.4571e-05-0.00034107i,-0.0005598-0.00038783i,-0.00038191-8.9435e-05i
-0.00046305-0.00079481i,-0.0016036-0.0011115i,-0.0015677-0.0010132i,-0.00077284-0.00048495i,0.00029594-0.00076979i,0.00068097-0.00077509i,0.00062753-0.00021462i,0.00029855+0.00035808i,0.00021137+0.00051835i,8.645e-05+0.00021104i,-5.71e-05-0.00033426i,-0.00038967-0.00092391i,0.00017523-0.00039177i,0.00010915+0.0010526i,-0.00035547+0.0012884i,-0.00014042-3.0996e-06i,0.0001745+7.8806e-05i,0.00038594+0.0011633i,0.00018652+0.0004775i,8.7684e-05-0.00077875i,-0.00028477-0.00051117i,-0.000475+0.00047589i,-0.00025336+0.00083553i
0.00033005-0.0009516i,0.00023811-0.0019394i,0.00036431-0.0018474i,0.00061923-0.0015844i,0.00052867-0.0012647i,0.00014279-0.0009101i,0.00013699-0.00023489i,0.00034001-0.00037317i,0.00053835-0.0017046i,0.00038614-0.0013132i,0.00026181-0.00091313i,0.00037756-0.0015088i,0.0004997-0.0015841i,0.00021611-0.001313i,0.00052516-0.00022236i,0.00066552+0.00074507i,1.7929e-05+0.00043204i,-0.00028426-0.00016787i,-0.00016167-4.6878e-05i,0.00014256+0.000429i,0.00011323+0.0008596i,0.00030256+0.00031329i,0.00085536-0.00014828i
-0.0008296-4.697e-05i,-0.00073351-0.00090454i,-0.0006971-0.00097261i,-0.00026277-0.00088631i,0.0011983-0.001128i,0.0026219-0.00060079i,0.0019429+0.00036158i,0.00053144+0.0006194i,0.00022779+0.00097917i,0.00016847+0.00090829i,-0.00041445+0.00038337i,-0.00032612+0.00059221i,0.00036398+0.00024511i,0.0010639-0.00015954i,0.0015177-4.9863e-05i,0.0011686+0.00038003i,0.00014367+5.2606e-05i,-0.00087324-0.0002395i,-0.0016081+0.00034558i,-0.0013581+0.00045439i,-3.6324e-05+0.00021664i,0.00054582-0.00038005i,0.0011888-0.00059766i
0.0024615-0.001124i,0.00093536-0.0014886i,-0.00026006-0.0028019i,-0.00055728-0.0025379i,-0.00045956-0.001635i,-0.00073429-0.0017716i,-0.00093727-0.0014873i,0.00026075-0.00049601i,0.00098448-0.00048399i,0.00075886-0.00074605i,6.0393e-05-9.4115e-05i,-0.00062869+0.00018249i,-0.00043708-0.00011205i,-0.00010796-0.00017373i,1.0707e-05-6.7646e-05i,1.0251e-06-1.6546e-05i,-0.00012362+9.6841e-05i,-0.00019973+0.00030781i,0.00017566+0.00035614i,0.00066481+0.0001153i,0.0002178-5.1252e-05i,-0.00011662-0.00039955i,-0.00041864-0.00038143i
-0.001517+0.00070452i,-0.0012605+0.00018333i,0.00011452+0.0001739i,0.0015172-0.00082175i,0.0020859-0.0013183i,0.001207-0.00098619i,0.00045805+2.5661e-05i,0.0010518+0.00087658i,0.0013791+0.00024596i,0.0014683-0.00047972i,0.0016132-0.00093752i,0.00097322-0.0012177i,1.6939e-05-0.00089564i,9.1995e-05-0.00015233i,0.00043282+0.00012268i,0.0003495+8.8701e-05i,0.00020078+0.00043524i,-0.00041587+0.00041293i,3.6525e-05+0.00051691i,0.0003924+0.00037144i,0.00060558-0.00095939i,0.00091593-0.0012599i,0.0013183-0.00087968i
-0.00063314-0.0018663i,-0.0012349-0.001592i,-0.001183-0.0010768i,5.0231e-05-0.00033936i,0.00069934+0.00019379i,0.0011895+0.00046335i,0.00049893+0.00077113i,-0.00022554+0.00037746i,-0.00016386-0.00070861i,0.00041591-0.00065099i,0.00072239+0.00024821i,0.0005239+0.00096418i,0.00045524+0.00056477i,-0.00027457+0.00082256i,-0.00093334+0.0018362i,2.0797e-05+0.0018164i,0.00024193+0.00080974i,5.9847e-05-0.00018545i,0.00033164-0.00019076i,0.00061936-7.7673e-05i,0.00054035-9.3074e-05i,0.00049558+0.00029158i,0.00062734+0.00049495i
0.00032525+0.0011468i,0.00026332-0.00092325i,0.0014487-0.0018601i,0.0017547-0.002334i,0.0012936-0.0024648i,0.00035347-0.0014296i,0.00059577+0.00015375i,0.0015219+0.00068282i,0.0010165-9.3747e-05i,0.00077458+0.00022466i,0.00053841+0.00080228i,3.3509e-05-7.7206e-05i,-1.0909e-05-0.0012511i,0.00024907-0.0012958i,0.00038793-0.00046335i,-5.6385e-05+2.6923e-05i,-0.00010565-0.00020537i,0.00034356-1.1058e-07i,0.00050353+0.00017508i,0.00018337-0.00020709i,0.00072306-0.00042838i,0.00059937-0.0005173i,0.00021058-0.00015539i
-0.0023126-0.0014103i,-0.0024021-0.00098153i,-0.0021949-0.00029228i,-0.0019667-9.9901e-05i,-0.0009619+0.00023268i,0.00056596-0.00025073i,0.0012903-0.00041088i,0.00092651+0.00011487i,9.712e-07-0.0002865i,-0.00048125-0.00015104i,6.2291e-05+0.00078575i,0.0007645+0.00098556i,0.00050979+0.0010649i,-0.00039485+0.0004248i,0.00021382-0.0005738i,0.00055279+0.00044356i,0.00060467+0.00046464i,0.00049695-0.00095397i,2.3482e-05-0.00094457i,0.00024597+9.9821e-05i,0.0003744+0.00086139i,0.00032446+0.00075747i,0.00050044-0.00010133i
0.0018917+0.0019132i,0.0022164+0.0011432i,0.0014969-0.00015395i,0.0011333-0.0013672i,0.0021139-0.0017783i,0.0022351-0.0015222i,0.001658-0.00020819i,0.0015845+0.00088997i,0.0015924+0.0010656i,0.00072856+0.00092575i,0.00046476+0.00036168i,-9.7189e-05-6.49e-05i,-0.00095891+4.8774e-05i,-0.00071744+0.00055174i,2.1324e-05+0.00048071i,-3.3052e-05-0.00047418i,-0.00019528-0.0006545i,0.00052345-0.00052044i,0.0011269-0.00064892i,-1.1873e-06-0.0010824i,-0.0007931-0.0010294i,-0.00039353-3.7737e-05i,-0.00043382-0.00013066i
-0.00022601-0.0035185i,-0.00095076-0.0032001i,-0.0016499-0.002666i,-0.0018537-0.0015098i,-0.00099308-0.00070488i,0.00037576-0.00019698i,0.00084516-5.1389e-05i,1.5279e-05+1.2727e-05i,9.4059e-05-0.00038154i,0.00013102+0.00025057i,-0.00039471+0.00087119i,-0.0010708+0.00074883i,-0.00063658+0.00072734i,0.00032295+0.00066279i,0.00027155+0.00032324i,0.00018828+0.0004821i,0.00027639+0.00017372i,0.00044435-0.00026084i,0.00088603-0.00036946i,0.00059657-0.00017402i,0.00031609+3.384e-05i,0.00066881+0.00013893i,0.00029287-0.00020222i
0.00052817-0.00013596i,0.00040154-0.00036504i,0.00034031-0.00081658i,0.00047854-0.00093589i,0.00015448-0.0010212i,-9.8016e-05-0.0011231i,1.9237e-05-0.00088625i,0.00022539-0.00070683i,0.00055154-0.00089211i,0.00065159-0.00077906i,5.3843e-05-0.00047456i,0.00011126-0.0006721i,0.00050579-0.00024961i,7.5548e-05-2.599e-05i,-0.00012225-8.9906e-05i,-0.00043792+5.8715e-05i,0.00026011+6.8997e-05i,0.0010942+0.00016341i,-0.00039476+0.00038163i,-0.0013805-0.00043158i,-0.00081517-0.00056603i,-0.00017929+0.00010122i,3.7209e-05+0.0005379i
-0.00060378+0.0015213i,-0.00063481+0.0016078i,-0.00037011+0.00079529i,0.00077281-0.00049219i,0.0013452-0.0012778i,0.0016037-3.7907e-05i,0.0012122+0.00076167i,0.0010897+0.00034905i,0.0012779+0.00010023i,0.0013686+0.00041022i,0.00068525+0.00036738i,0.00044376+0.00062387i,0.00071475+0.00095189i,0.00021419+0.00085205i,-0.00031406+0.00046566i,-0.00046868-5.6689e-05i,-6.7819e-05-0.00044474i,6.9586e-05+1.6509e-06i,-8.0568e-06-6.9378e-05i,0.00017215-0.00060639i,0.00041124-0.00059764i,0.00061361-0.00054312i,0.001088-0.00038562i
0.001515-0.0034114i,0.0015582-0.004018i,-0.00056512-0.004164i,-0.0012823-0.0028521i,-0.00079547-0.00093615i,-0.00012266-0.00011891i,0.00078086+0.00024266i,0.0007262+0.00061611i,0.00053003+8.2304e-05i,0.00023414-0.00085975i,-0.0008242-0.00023996i,-0.00091199+0.000511i,0.0002737-0.0001767i,0.0010255+0.00025507i,0.0012814+0.00079815i,0.0010229-0.00030365i,0.00064058-0.00011812i,0.00082181+0.0010099i,0.00085033+0.00052656i,0.00017379-0.00055223i,-0.000226-0.00030422i,-0.00019551+0.00056478i,-0.00067615+0.0001564i
0.0018086-0.0014483i,0.00087268-0.00039259i,-0.00065505-7.7966e-05i,-0.00073622-0.00055414i,-1.7523e-05-0.00067816i,-0.00016317-0.00048841i,-8.5453e-05-0.0003505i,0.00019577-0.00028975i,0.00046918-5.1595e-05i,0.000228+0.00050269i,-0.00025256+0.00048015i,2.5491e-05+0.00021162i,0.00031279+9.3042e-05i,0.00029276+2.5722e-05i,0.00027102-0.00032844i,0.00010977-0.00058363i,0.00027472+0.00015924i,0.00014558+0.00076083i,5.0998e-06+0.00034312i,-5.8145e-06+0.0004011i,-0.00043036-7.7659e-05i,-0.00059211-0.0007221i,-0.00039382-4.0133e-05i
0.00028092-0.0037026i,0.00059506-0.0031492i,-0.00033843-0.0030809i,-0.000779-0.001823i,-0.00016346-0.00042527i,0.0008218+0.00063399i,0.0013007+0.00074873i,0.001054+0.00043613i,0.00013283-6.823e-05i,-0.00051526-0.00014802i,-7.3535e-05-0.00022485i,2.1895e-05-0.00040746i,-0.00016209-0.00011114i,-0.00024961+0.00067105i,-0.0001383+0.00115i,0.00045221+0.00082554i,0.00032748+0.00016776i,-3.7604e-05+0.00013457i,-0.00059786+0.0010598i,-0.0007037+0.0011456i,-0.00024869+0.00044094i,0.00010741+2.2962e-05i,0.00042029+0.00053421i
0.00080196-0.00066194i,-0.00061824-0.0010552i,-0.0022332-0.0023963i,-0.0018433-0.0026179i,-0.00027747-0.0014075i,0.00077537-0.00022697i,0.00089895+0.00029001i,0.00067771+5.9932e-05i,0.00044839-0.00026511i,-0.00048883-0.00036246i,-0.0015035-0.00035508i,-0.0016183-0.00022363i,-0.001091-0.00010775i,3.1234e-05-0.00030468i,-8.6743e-06-3.0439e-05i,-0.00064727+0.00061714i,-0.0008779+0.00055631i,-0.00034896+0.00015359i,0.00049608-0.00098992i,0.00081787-0.0011236i,0.00060243-0.00040101i,0.00045021-0.00048565i,0.00062208-0.00040618i
-0.00079792-0.0012149i,0.00040035-0.00075755i,0.00024786+0.00030981i,-9.614e-05+0.00011451i,0.00021525-0.00050685i,0.00033269+0.00025958i,0.00029003+0.00093223i,0.00014921+0.00019457i,0.00051049-0.00064128i,0.00093682-0.00059302i,0.0005918-0.00017438i,0.00039002+9.803e-05i,3.4201e-05+9.5312e-05i,-0.00039322+0.00029602i,0.00023196+0.00078103i,0.00067652+0.00043343i,0.00058853-0.00027321i,5.2911e-05-0.00082228i,-0.0010226-0.001152i,-0.0010932-0.00077153i,-1.0597e-06-0.00039923i,0.00027562-0.00014497i,-0.00038786-0.00027465i
-0.00017144-0.0007099i,-0.00064232-0.0010919i,0.00093426-0.0024883i,0.0022111-0.0023497i,0.0014404-0.0017093i,0.00057707-0.00081557i,-0.0002759-2.5727e-05i,-0.00033988+0.00036114i,0.00072212+6.3433e-05i,0.0014751-0.00070141i,0.00076387-0.0012423i,-2.7547e-05-0.00061445i,-0.00077393+3.1012e-06i,-0.00044946-0.0003254i,0.00087304-0.00041125i,0.0012953-0.00077028i,0.00050676-0.00067074i,0.00011025-7.8754e-05i,-7.8597e-05+0.00013087i,-0.00045533+1.9577e-05i,-0.00065044-0.0001194i,-0.00050358-0.00019297i,9.1065e-05+3.2402e-06i
-0.00039828-1.0079e-05i,-0.00031713+0.00052668i,-0.00062237+0.00055853i,-0.00060672-9.9596e-07i,0.0010724+0.00025906i,0.0022281+0.00079562i,0.00075659+0.00049182i,-0.00046635+0.00019626i,0.00018436-0.00015359i,0.00058099-0.00048464i,0.00013722-0.00029146i,0.00020504+0.00050942i,0.0008623+0.001054i,0.00067313+0.0010243i,0.00099234+0.00093236i,0.0016485-9.8779e-05i,0.0010669-0.00010609i,0.00040046+0.00027743i,-0.00018616+0.00038061i,-0.00048574+0.00061209i,-0.00048018+0.0008987i,-0.00040518+0.0011463i,0.00046051+6.535e-05i
-0.0010487-0.0017356i,-0.00017746-0.0009521i,-6.7562e-06-0.00069305i,0.0012734-0.00045163i,0.0015031+0.0002521i,0.00055979+0.00083822i,-0.00012559+0.00092778i,-0.00025783+0.0003704i,0.00014834-0.00053359i,0.00066557-0.00025912i,0.0004547+0.00074661i,-0.00053925+0.00036034i,-0.00039498-0.00016486i,-0.00010476+0.00045689i,-0.0010346+0.00013225i,-0.00051986-0.00046665i,0.0005818-0.00020994i,0.00048891+0.00047062i,0.00037601+0.0009858i,-5.1588e-05+0.00053645i,-0.00086003-0.00034343i,-0.00069821-0.00052854i,0.00014094-0.0002092i
0.00054361+0.00014975i,0.00036141-0.00065514i,0.0010866-0.00187i,0.001591-0.0022449i,0.0024642-0.0011973i,0.0019438-0.0005348i,0.0012238-7.4459e-05i,0.0013235+0.00064273i,0.00089743+0.00086961i,-0.00023286+0.00020096i,-0.00076541-0.00036986i,-0.00020632+0.00029235i,-0.00019992+0.00040651i,-0.00033914-0.00059651i,-0.00045307-0.00076302i,0.00011137-0.00050086i,0.00045906-4.0432e-05i,0.00018445+0.00012679i,0.00010396-0.00041215i,0.00035038-0.00063258i,0.00029344+0.00055946i,-7.4523e-05+0.0011547i,-0.00039326+0.00067544i
-0.00038132+0.0017433i,0.00070033+0.0014566i,0.00097656+0.0013348i,0.00033147+9.9198e-05i,0.00025492-0.0015015i,0.00035303-0.0021989i,0.00057337-0.0010066i,0.00065765-6.608e-05i,5.6051e-05-0.00028619i,-0.0008696-0.00060899i,-0.00075748-0.00012087i,0.00067534+0.00020863i,0.0019563-0.00036577i,0.0011995-7.7829e-05i,0.0002782+0.00013799i,0.00029873+7.5002e-05i,0.00031921+0.00020887i,-0.00013772+9.9518e-05i,-0.00053871+0.00022173i,-0.00090763+0.00028893i,-0.00066681+0.00019703i,-0.00020228+0.00016679i,-0.00010394-2.5212e-05i
-0.0026713-0.00078421i,-0.001931-0.00097716i,-0.0017565-0.0011088i,-0.00057528-0.0018584i,0.0010215-0.0011831i,0.0011108-0.00034278i,0.00064097-0.00044195i,0.00076722-2.6807e-05i,0.00093292+0.00033114i,0.00051909+0.00049363i,0.00021324+0.00072222i,0.00071793-8.5751e-06i,0.0013044-0.00089499i,0.00071067-0.00034379i,0.00018359+0.00068079i,0.00047137+0.00085482i,0.00075387+0.00061986i,9.0899e-05+0.00032093i,-0.00047808-0.00012388i,4.4722e-05+6.6482e-05i,-0.00015966+0.00065796i,-0.00050963+0.00090878i,-0.00018608+0.00075028i
-0.0002071-0.0027353i,-9.9272e-05-0.0022877i,-0.00075036-0.0020135i,-0.0003768-0.001415i,0.00082086+0.00039999i,0.00061205+0.00096713i,0.00052278+0.00046539i,0.0011997-0.00010407i,0.0010942-0.00079204i,-0.00051575-0.00030225i,-0.0015401+0.0012259i,-0.00075127+0.0014489i,-1.6019e-05+0.00073187i,-0.00049868+0.00042101i,-0.00071684+2.9116e-05i,1.3405e-05-0.00032707i,0.00042164-0.00057025i,0.00039338-0.00067005i,0.00069736-0.00050651i,0.00089936+0.00013403i,0.00076604+5.205e-05i,0.00087581-0.00012309i,0.00096999+0.00019359i
0.00021802-0.00095586i,-0.0010347-0.0013195i,-0.001799-0.0008776i,-0.0016323+0.00014442i,7.4072e-05-0.00029203i,0.00049723-0.00026535i,-4.6709e-05-7.0284e-05i,6.0027e-05-0.00017518i,5.9554e-05-0.0004772i,-5.2722e-05-0.0010321i,0.00018001-0.00071372i,-0.00055463-0.00019531i,-0.0014561-0.00063519i,-0.00079554-0.0010081i,0.00038266-6.2593e-05i,0.00026259+0.0010832i,-4.2595e-05+0.0015001i,0.00039031+0.0013536i,0.00095478+0.00057732i,0.001374-0.00038065i,0.0011521-0.00063367i,0.00053294-0.0002345i,0.00011154+0.00015587i
0.00033718-0.00064655i,-0.00043966+0.00032766i,0.0011693-0.00072506i,0.0015403-0.0011066i,0.00085123-0.00089667i,0.00073983-0.0010181i,0.00050597-9.1848e-05i,0.00085082+2.5257e-05i,0.00081558-0.00065682i,0.00068476-0.0008i,0.00062034-0.00023485i,5.7834e-05+2.7503e-05i,-0.00026298+0.00032249i,-0.00047191+0.00010041i,-7.3616e-05-0.0005118i,0.00021726-0.00033367i,-0.00045264+0.00027609i,-0.00045073-1.695e-05i,-0.00047183-0.00036598i,-0.0010262-6.1536e-05i,-0.000462+0.00010566i,0.00049553+7.9898e-05i,0.00055823-2.349e-05i
-0.00024883+0.00044298i,0.0012391-0.0011702i,0.0022786-0.0010298i,0.0024733-0.0012099i,0.0024039-0.0012844i,0.0016185-0.00049996i,0.00082436+0.00039771i,-1.7237e-05+0.00040538i,-0.0004632-0.0003189i,-3.5262e-05-0.00039241i,0.00069109-0.00043755i,0.0011332-0.00093701i,0.00068688-0.00031042i,0.00041367-0.0001191i,0.001022-0.00081477i,0.0010532-0.0004645i,0.00074214+0.000563i,0.0011173+0.00052165i,0.001223+8.4398e-05i,0.00046474+0.00016149i,0.00014416+0.00022402i,0.00076783+4.1623e-05i,0.00094146+0.00010175i
0.00055668+2.1787e-05i,0.00021833-0.00033786i,-0.00021502-0.00037713i,6.5906e-05-0.0010947i,0.001049-0.00099636i,0.0011367-0.0014893i,0.00075381-0.0014234i,0.0012113+9.3077e-05i,0.00095323+0.00046237i,0.00056704+0.00053435i,0.00092073+0.00090097i,0.0008627-0.0004153i,0.000588-0.0010143i,-0.00010078-0.00087051i,-0.00081144-0.00081208i,-0.00053633-0.00053872i,-0.00048019-0.00043108i,-0.00025988-0.00035334i,9.7743e-05-0.00026233i,-0.00096079-0.00033992i,-0.00063301+1.2588e-06i,0.00043241+0.0002418i,0.00037209-0.00029066i
0.00040421+0.0022305i,0.0011887+0.0014503i,0.0022138-0.00084003i,0.0021377-0.0021467i,0.0012277-0.0016874i,-0.00072859+3.0362e-05i,-0.0012014+0.00086963i,-0.00032714+0.00039735i,-0.00019014+0.00019417i,4.9983e-05-0.00017395i,0.00012865-0.00087735i,7.4509e-05-0.0011172i,0.00019351-0.00064639i,0.00043264-0.0006524i,0.00040187-0.0007618i,1.7484e-05-0.00028018i,-0.00015944+0.00027839i,-0.00010415-0.00015575i,0.00024903-0.0012025i,0.00019886-0.00098642i,-0.00028305-0.00053814i,5.3548e-06-0.00062905i,-0.00015384-6.8952e-05i
-0.00038862-0.0004066i,-0.0011395-0.00056174i,-0.000855-0.00093396i,4.9606e-05-0.00050059i,0.00089334+0.00045426i,0.00092125+0.0010777i,0.00047451+0.0012299i,0.0010097+0.00095664i,0.0010695+0.00053414i,0.00035102+0.00095454i,-0.00013671+0.00086948i,-0.00062739+0.00038936i,-0.00076548-0.00010192i,-0.0011812+0.000299i,-0.0013461+6.9394e-05i,0.00026914-0.00060121i,0.00094684+0.00028576i,0.00019514+0.00037264i,0.00037956-6.1321e-05i,0.00086692+0.00048504i,0.0012132+0.00073612i,0.0011482+0.00055004i,0.00039264+7.9589e-05i
-0.0020694+0.0010488i,-0.0017668+0.0006165i,-0.0013113+3.9609e-05i,0.0013467-0.00058474i,0.0040728-0.001076i,0.0041629-0.00097474i,0.0025658+4.3779e-05i,0.0016164+0.0006482i,0.00054542+0.00043354i,-4.7586e-05+0.00082666i,0.00074555+0.0011276i,0.0012784+0.00014131i,0.00076552-0.0002218i,0.0011051+0.0001479i,0.0010352+0.00029269i,0.00036882-8.6762e-05i,0.00034194-0.00070075i,-3.2745e-05-0.00029769i,-0.00042322-0.00021526i,7.8292e-05-0.00031758i,0.00037649+0.00061327i,-2.6709e-05+0.0011491i,-0.00083054+0.00091358i
-0.00069705+0.0019962i,-0.00017006+0.00079382i,0.0014146+0.00040413i,0.0020288-0.0010572i,0.0013641-0.0028802i,0.00030345-0.0031196i,-0.00039279-0.0015599i,0.00035162+0.00024176i,0.00090296-7.957e-05i,0.00072372-0.00033937i,0.00095759+0.00093077i,0.0012764+0.00084982i,0.00056477-0.00023454i,-0.00016002-0.00028201i,-0.00028352-0.00021045i,0.00020095-0.00029048i,0.00019894-0.00046115i,0.00020808-0.00058454i,0.00069297-0.00024165i,0.001308-0.00043881i,0.0013351-0.00053125i,0.00068617+6.5855e-05i,0.0003249+0.00049039i
0.00065072+0.0005689i,0.00082716-0.00054939i,0.00099095-0.001242i,0.00091967-0.0016178i,0.0011017-0.0013781i,0.00074839-0.00022824i,0.00047169-7.6182e-05i,0.00094977-0.00070764i,0.00067863-0.00078432i,2.724e-05-0.00068294i,-0.00010411-0.00078198i,0.00010084-0.00078297i,0.00015849-0.00049736i,0.00019547-0.00043194i,0.00058553-0.0003507i,0.00048419-0.00022578i,0.00048879-0.00082269i,0.0002885-0.0016513i,-0.00012232-0.0015893i,-0.00064306-0.00053247i,-0.00075951-2.9267e-05i,-0.00039106-1.3035e-05i,-0.0001295+0.00059314i
0.00042704-0.00083177i,0.0014812-0.00092086i,0.0012235-0.00045874i,-0.00030781-0.00012913i,0.00016738+0.0005798i,0.00089331+0.0010174i,0.00069396+0.00070278i,0.0010606+0.00024411i,0.00068845+0.00049545i,-0.00027966+0.00094295i,-6.1429e-05+0.00059416i,0.00017101-0.0003939i,-0.00048631-6.4477e-05i,-0.0012536+0.00033621i,-0.0011103-0.00062068i,-0.00047643-0.00012195i,0.00016721+0.00065112i,0.00090639+0.00061484i,0.00051318+0.00061954i,-8.6542e-05+0.00012085i,0.00086244-5.6393e-05i,0.0013481+0.00032835i,0.00081794+0.0002461i
