-0.0017528-0.0010924i,-0.0012678-0.0021428i,-0.0012891-0.0019878i,-0.0013003-0.00094658i,-0.0015135+0.00042361i,-0.00099502+0.0015845i,0.00024745+0.0020442i,0.00142+0.0016983i,0.002543+0.0015907i,0.0020485+0.00042803i,0.00037362-0.00049337i,-0.00016843-0.0010802i,-3.5889e-05-0.0014451i,-0.00021702-0.0010119i,-0.00024308-0.0008077i,-4.6742e-05-0.00062816i,8.2816e-05-0.00043994i,0.00033-0.00014824i,0.00078491-9.477e-05i,0.00088521-0.0003449i,0.00043449-0.00032182i,0.00016003+0.00050988i,0.00017856+0.00094071i
-0.015228-0.091237i,-0.0022494-0.25407i,0.047875-0.44212i,0.094242-0.47909i,0.09486-0.3132i,0.076814-0.12041i,0.067651-0.033079i,0.058059-0.017208i,0.037501-0.0080869i,0.01748+0.0037442i,0.001894+0.0044489i,-0.010686+0.00077047i,-0.012994+0.0023929i,-0.0057832+0.0052598i,-0.0021749+0.0042193i,-0.0035102+0.0017552i,-0.0023315+0.00093124i,0.00064028+0.0028024i,0.0019672+0.0055839i,0.0012067+0.0067188i,1.7119e-05+0.0054329i,0.0015082+0.0033484i,0.0050186+0.0029804i
-0.0069264+0.082409i,-0.063185+0.21695i,-0.1706+0.35672i,-0.23664+0.36443i,-0.19109+0.21989i,-0.11647+0.064896i,-0.085589-0.0018696i,-0.074595-0.010233i,-0.051591-0.009916i,-0.024832-0.012366i,-0.0073624-0.0085859i,0.0042804-0.00095492i,0.0082701-0.0015817i,0.0032478-0.0053503i,-0.00061208-0.003531i,-6.7934e-05+5.3589e-05i,0.0022813+0.00031279i,0.0019491-0.0031024i,0.00045773-0.0055533i,0.0018121-0.0060195i,0.0024906-0.0054361i,0.001134-0.0046338i,-0.0017914-0.0043679i
0.02953-0.072074i,0.11628-0.17488i,0.24804-0.25654i,0.31062-0.22722i,0.23652-0.11242i,0.13234-0.0091242i,0.091375+0.030937i,0.079517+0.026679i,0.053331+0.017222i,0.024327+0.014904i,0.0082614+0.008556i,-0.00049483-0.00038622i,-0.0033331-0.00019023i,-0.00029819+0.0050844i,0.0023834+0.004498i,0.0025217+0.00025284i,-0.00034777+0.00094114i,-0.002692+0.0066033i,-0.0027795+0.010788i,-0.0038894+0.01015i,-0.0039457+0.0065789i,-0.002014+0.0039407i,0.00059968+0.003515i
-0.039494+0.05159i,-0.14243+0.11113i,-0.28232+0.13884i,-0.32854+0.091366i,-0.2317+0.013817i,-0.11009-0.03461i,-0.058599-0.047928i,-0.04857-0.041282i,-0.033217-0.02731i,-0.012887-0.017679i,-0.0025577-0.0090822i,0.001222-0.00044103i,0.0024737-0.00093196i,-0.00044804-0.0075857i,-0.003146-0.0082399i,-0.0020746-0.0028235i,0.0026916-0.00090594i,0.0092648-0.0039719i,0.013039-0.0073022i,0.011873-0.0069124i,0.0070463-0.0040651i,0.0025333-0.0034409i,-0.00012816-0.0051437i
0.048965-0.036063i,0.14873-0.05818i,0.27196-0.039408i,0.2932+0.019366i,0.18369+0.061272i,0.067812+0.066832i,0.019438+0.061935i,0.010208+0.05186i,0.0036726+0.034682i,-0.0040561+0.021251i,-0.0059423+0.010474i,-0.0043641+0.0021287i,-0.0024568+0.0028112i,-2.6788e-05+0.0092198i,0.002186+0.010649i,0.0029524+0.0057804i,-0.00078663+0.00024185i,-0.0072748-0.0025303i,-0.009926-0.0037354i,-0.0073842-0.0033572i,-0.0044979-0.0021107i,-0.00262-0.00026801i,-0.0011723+0.0023437i
-0.047786+0.013642i,-0.13555+0.0010539i,-0.23004-0.052965i,-0.22832-0.10816i,-0.12023-0.10675i,-0.017054-0.077587i,0.026285-0.065027i,0.032519-0.05694i,0.026642-0.040283i,0.02144-0.024325i,0.015701-0.013007i,0.0093122-0.0052238i,0.0050566-0.0047472i,0.0017901-0.010016i,-0.0021-0.012766i,-0.0042315-0.0087872i,-0.0024522-0.0015793i,0.0011779+0.0041598i,0.0038054+0.0060867i,0.0034081+0.0054418i,0.0015549+0.0041559i,0.0011139+0.0024581i,0.00094147-0.00022999i
0.043992-0.0012475i,0.11399+0.028917i,0.17248+0.10171i,0.14882+0.15445i,0.061484+0.12653i,-0.010097+0.079733i,-0.040449+0.065528i,-0.044762+0.057565i,-0.034897+0.039575i,-0.025089+0.022132i,-0.019186+0.011248i,-0.012466+0.0048589i,-0.0072558+0.00465i,-0.004572+0.0085482i,-0.0018127+0.010986i,0.00019274+0.0086176i,0.00064996+0.002513i,-0.0015737-0.003097i,-0.0041413-0.005773i,-0.003382-0.0053117i,-0.0012325-0.0032876i,-0.00010727-0.0011295i,-0.00045407+0.00098023i
-0.03802-0.013439i,-0.088977-0.061819i,-0.11666-0.13874i,-0.077241-0.17099i,-0.012606-0.12236i,0.031129-0.067014i,0.052717-0.050819i,0.052928-0.045534i,0.038268-0.033228i,0.023819-0.018773i,0.016443-0.0088268i,0.011596-0.0034079i,0.0078453-0.0022035i,0.0061142-0.0055234i,0.0034402-0.0073289i,0.0013693-0.0049458i,0.00097124-0.00025733i,-0.0001885+0.0051959i,-0.0012366+0.008826i,-0.001368+0.0084012i,-0.00045915+0.005828i,0.0011047+0.0025069i,0.0028699+0.00025307i
0.025627+0.013871i,0.050105+0.065163i,0.048716+0.13618i,0.0089793+0.15418i,-0.025374+0.10211i,-0.038993+0.047462i,-0.047072+0.022754i,-0.042789+0.013817i,-0.030938+0.0095779i,-0.022005+0.0050179i,-0.014976+2.0125e-05i,-0.0087382-0.0035097i,-0.0051195-0.0037358i,-0.0048928-0.00030816i,-0.0045526+0.0021721i,-0.0029428+0.0022858i,-0.00020135+0.00050964i,0.0039751-0.0018866i,0.0072948-0.0032755i,0.0066829-0.0024856i,0.0039543-0.0013457i,0.0015862-0.00030648i,-0.00030681+0.00060088i
-0.021465-0.022931i,-0.027482-0.068725i,-0.0063378-0.12138i,0.031439-0.11966i,0.048109-0.062891i,0.047515-0.014061i,0.046702+0.0085913i,0.037635+0.013581i,0.023314+0.010941i,0.015832+0.0086564i,0.012091+0.0087964i,0.0076178+0.010432i,0.0048262+0.0082144i,0.0047716+0.0020506i,0.0053674-0.0015609i,0.0059335-0.0013524i,0.0045292-0.00020676i,-6.0576e-05-0.0011001i,-0.0027097-0.0031262i,-0.0023957-0.0040861i,-0.0015216-0.0040249i,-0.00027383-0.0032083i,0.0014553-0.0021394i
0.010056+0.022207i,0.0023022+0.059165i,-0.031982+0.094354i,-0.063558+0.082084i,-0.057833+0.031112i,-0.041276-0.0076405i,-0.033903-0.0256i,-0.025321-0.029881i,-0.015349-0.021802i,-0.0095026-0.013576i,-0.0070207-0.012872i,-0.0054873-0.015081i,-0.0042724-0.012942i,-0.0037483-0.006361i,-0.0042141-0.0022092i,-0.0049181-0.0023477i,-0.0044323-0.0023902i,-0.0019134-0.001357i,1.1922e-05+0.00015935i,0.00017279+0.0013119i,-0.00010912+0.0023034i,-0.00072305+0.0023509i,-0.0019314+0.00085985i
-0.00026991-0.022925i,0.014595-0.052904i,0.049659-0.070635i,0.07147-0.047989i,0.054706-0.0078529i,0.036525+0.020493i,0.030221+0.036414i,0.022012+0.037515i,0.013199+0.02573i,0.007463+0.01456i,0.003431+0.012141i,-0.00015656+0.013443i,-0.0020773+0.0099443i,-0.0027427+0.0034467i,-0.0023867+0.00084605i,-0.0009048+0.0026582i,0.00033705+0.0033385i,-0.00091265+0.0014662i,-0.0032906-0.00057369i,-0.0033896-0.00095097i,-0.0021819+8.3891e-05i,-0.0010022+0.0014901i,0.00060814+0.002055i
-0.0027811+0.01253i,-0.025711+0.0287i,-0.06081+0.032663i,-0.071219+0.013173i,-0.047259-0.0060178i,-0.024021-0.019206i,-0.011359-0.032149i,-0.0025225-0.033205i,0.00017623-0.022156i,-0.00098556-0.012109i,0.0005116-0.009886i,0.0045835-0.010128i,0.0068568-0.0073307i,0.0060405-0.0021145i,0.0051602+0.00079918i,0.0045257-0.0010163i,0.0027774-0.0027172i,0.0015706-0.00016494i,0.00082039+0.0031135i,-0.00026738+0.0035291i,-0.0010474+0.0022786i,-0.0017785+0.0010745i,-0.0018494+0.00039928i
0.006482-0.012669i,0.027201-0.022014i,0.05447-0.015057i,0.055226+0.0044685i,0.032666+0.014321i,0.015931+0.020929i,0.0075809+0.028958i,0.0016041+0.025926i,-0.0019189+0.014834i,-0.0019191+0.0065962i,-0.0033774+0.0059521i,-0.0088658+0.0069718i,-0.011286+0.0043566i,-0.0088668-0.00061397i,-0.0081512-0.0033198i,-0.00868-0.0010249i,-0.0056887+0.0012742i,-0.0014352+0.00084513i,0.00059987+0.0009975i,0.00086417+0.0015922i,0.0019315+0.0025704i,0.0031374+0.0029406i,0.0030916+0.0029274i
-0.0037716+0.0024471i,-0.026646+0.0016195i,-0.049946-0.012298i,-0.046271-0.025531i,-0.022794-0.022949i,-0.0035147-0.017748i,0.0083785-0.018887i,0.012265-0.017073i,0.007993-0.0095835i,0.0023238-0.0034273i,0.0032924-0.0029394i,0.0094312-0.0036394i,0.012828-0.0010435i,0.010529+0.0035276i,0.0088282+0.0065988i,0.0094173+0.0045858i,0.0085693+0.00092796i,0.0064848+0.00014363i,0.0043583-0.00055917i,0.0029183-0.0018984i,0.0011293-0.0024618i,-0.0014937-0.0029684i,-0.002062-0.003565i
0.0074733-0.0072586i,0.022466-0.0048144i,0.033327+0.01193i,0.024484+0.026497i,0.0075524+0.02351i,-0.0029624+0.018103i,-0.0090468+0.014411i,-0.0099288+0.0075116i,-0.0061566+0.00015119i,-0.0022671-0.0034436i,-0.0040748-0.0028546i,-0.009781-0.0012872i,-0.010968-0.0019513i,-0.0086672-0.0051944i,-0.0083671-0.0075292i,-0.010043-0.0056189i,-0.0088774-0.002934i,-0.0055067-0.0026309i,-0.0030296-0.0033785i,-0.001438-0.0027106i,-0.00070816-0.00077754i,0.00016629+0.00050036i,0.00030715+0.00075617i
-0.0055829-0.0031556i,-0.018313-0.0098225i,-0.025382-0.022815i,-0.015892-0.026223i,-0.0018035-0.015356i,0.0096742-0.0069518i,0.018332-0.0025499i,0.017571+0.003126i,0.0074716+0.0081737i,0.00031666+0.009316i,0.0024939+0.0073245i,0.0085849+0.0061539i,0.0099373+0.0055883i,0.0066275+0.0064381i,0.0048864+0.007974i,0.0052097+0.007631i,0.0042666+0.0056817i,0.0012401+0.0041976i,-0.00023083+0.003295i,0.00013503+0.0012449i,0.0001231-0.00095157i,-0.0005985-0.00077711i,-0.0011055-0.0003566i
0.001293-0.0012735i,0.0076036+0.0076665i,0.0069727+0.019908i,-0.00010153+0.021024i,-0.0041054+0.011238i,-0.0088162+0.0065712i,-0.013593+0.0034045i,-0.012197-0.0047682i,-0.0061275-0.010186i,-0.0015206-0.010937i,-0.003195-0.010379i,-0.0086525-0.008597i,-0.010004-0.0065679i,-0.0059498-0.0066192i,-0.001976-0.0076029i,-0.0014611-0.0072915i,-0.0027027-0.0056296i,-0.0020984-0.0038316i,-0.0014777-0.0027598i,-0.0019233-0.0013748i,-0.0019677+0.00043395i,-0.0020076+0.001733i,-0.0022808+0.0020261i
-0.0011394-0.0053391i,-0.0043094-0.01557i,-0.0023377-0.02425i,0.0037666-0.019294i,0.0053118-0.008825i,0.010412-0.0023458i,0.01937+0.0011683i,0.019349+0.0044093i,0.011271+0.0072751i,0.0045195+0.0078422i,0.0035599+0.0084097i,0.0062695+0.0096513i,0.0078574+0.0092718i,0.0048566+0.0075574i,0.0012154+0.006508i,-0.00039759+0.0066419i,-0.00092786+0.0060488i,-0.0010801+0.0048685i,-0.0011774+0.0044904i,1.725e-05+0.0040387i,0.0015187+0.0021186i,0.0018492+0.00054473i,0.0013712+0.00070701i
0.0037159+0.0043233i,0.0019721+0.009569i,-0.0046669+0.013553i,-0.0099088+0.009773i,-0.0074611+0.0050407i,-0.0062251+0.0045068i,-0.0082694+0.0028187i,-0.0069964-0.00061641i,-0.0026644-0.0025204i,-5.8216e-05-0.0038568i,-0.00094178-0.0073261i,-0.0042314-0.0094731i,-0.0054625-0.0095131i,-0.0028919-0.0078393i,0.00086059-0.0055201i,0.0030797-0.0055136i,0.0036976-0.0062892i,0.0035004-0.0047871i,0.0033169-0.0020371i,0.0026033-0.0016507i,0.0014108-0.0012425i,0.00047448-7.9197e-05i,5.5632e-05+0.00023464i
-0.0012615-0.0080892i,0.00074277-0.01354i,0.0045134-0.014407i,0.0060466-0.0087607i,0.004385-0.0035092i,0.0050659-0.00080318i,0.0059437+0.0014571i,0.0028272+0.0011287i,-0.0028646-0.00012209i,-0.0061554+0.0013038i,-0.0049442+0.0054911i,-0.0002958+0.0096547i,0.0036348+0.010187i,0.0034347+0.0077376i,0.00067575+0.0048652i,-0.0025003+0.0036503i,-0.0043832+0.0022903i,-0.0032225+0.00076121i,-0.0015323+0.00015039i,-0.00060209+0.00019333i,0.00047522+0.00018716i,0.0015311-0.00083511i,0.001838-0.0011428i
0.0033412+0.0026651i,0.001436+0.0039411i,-0.005479+0.0032293i,-0.0089106+0.00067128i,-0.0052139-0.00014819i,-0.0018917-0.0013908i,0.0021876-0.0043849i,0.0081149-0.0051913i,0.010886-0.0034909i,0.011163-0.0035322i,0.0090868-0.0073998i,0.0034755-0.01199i,-0.0019925-0.013875i,-0.0040216-0.011174i,-0.0028455-0.0064996i,-0.00079909-0.0026478i,0.00027046-0.00060025i,0.00027016+0.00020541i,0.00039035+0.0011364i,0.00017756+0.0004648i,-0.00034539-0.00060251i,-0.0001017-0.00010198i,-0.00083421+0.00020857i
0.00089146-0.0053438i,0.0037373-0.0078066i,0.0061156-0.0062941i,0.0059283-0.0018355i,0.0037264-8.1259e-05i,0.0021154+0.0052825i,0.00079631+0.011598i,-0.0042969+0.010365i,-0.010254+0.0057186i,-0.012451+0.0045752i,-0.010486+0.0076112i,-0.0060983+0.012428i,-0.00039524+0.01485i,0.0034997+0.01068i,0.0035991+0.0045478i,0.0021009+0.0013356i,0.00050699-0.00059369i,4.7037e-05-0.00062825i,0.0002758-0.00083212i,2.4336e-05-0.0012939i,0.00093885-0.00042446i,0.0016524+6.7755e-05i,0.00088653+0.00028395i
0.0014647-0.00076997i,-0.0031058-0.0024002i,-0.0084795-0.0056681i,-0.0098426-0.0053788i,-0.0079393-0.001587i,-0.0044424-0.0023758i,0.00027679-0.0074484i,0.0044853-0.0086001i,0.0064441-0.0066993i,0.008114-0.0059872i,0.0091082-0.0084808i,0.0065841-0.011803i,0.0016828-0.012068i,-0.0030193-0.0078871i,-0.0057207-0.0018502i,-0.0056658+0.0012621i,-0.0028288+0.0018418i,-0.00068105+0.001384i,-0.00093506+0.00089739i,-0.00059247+4.6749e-05i,-0.00018186-0.0010108i,-0.0010687-0.00043334i,-0.0022616+0.00030028i
0.0003936-0.0029611i,0.0034258-0.0011755i,0.0051975+0.002831i,0.0054341+0.004802i,0.0065553+0.0046367i,0.0073443+0.0059169i,0.0054548+0.0078822i,0.0028522+0.0061007i,-0.00066668+0.0026967i,-0.0049541+0.0018868i,-0.0085364+0.0045213i,-0.0087331+0.0091137i,-0.0045424+0.012235i,0.0011451+0.010865i,0.0059245+0.0061982i,0.0073798+0.0021843i,0.0053441+0.00013888i,0.0032245+0.00076759i,0.0020178+0.0021353i,0.00095122+0.0025235i,0.00067949+0.0028197i,0.00079543+0.0028564i,0.00079222+0.0024943i
0.0034704+0.000368i,0.00061806-0.0054756i,-0.0029143-0.01014i,-0.0039358-0.0095888i,-0.0032414-0.0059377i,-0.0015427-0.0028184i,0.0023974-0.00079016i,0.0040771-0.00015109i,0.0038962+0.00043604i,0.0061925+0.00024647i,0.010194-0.0024237i,0.011716-0.0071336i,0.0089677-0.011148i,0.0029903-0.011727i,-0.0035309-0.0094087i,-0.0072501-0.0060386i,-0.0066881-0.0034346i,-0.0035496-0.0029641i,-0.00057644-0.0034583i,0.00082693-0.0032358i,0.00084991-0.0031063i,0.00038645-0.0037225i,-6.7092e-05-0.0035982i
0.0028505-0.0029424i,0.0022282-0.0041158i,0.00054293-0.0013582i,-0.0010254+0.0031394i,-0.00043196+0.0038543i,-0.00068736+0.0040803i,-0.0021109+0.0028203i,-0.0021249-0.00061228i,-0.0029234-0.0032107i,-0.0072546-0.0035498i,-0.011965-0.00087705i,-0.01416+0.0042117i,-0.012102+0.0089509i,-0.0051623+0.011609i,0.0014842+0.011611i,0.0040358+0.0086179i,0.0034151+0.0049605i,0.0010846+0.00254i,-0.0011836+0.0019991i,-0.0015878+0.0027024i,-1.1782e-05+0.0038494i,0.0013666+0.003874i,0.00075698+0.0030358i
0.0028685-0.0037219i,0.0010442-0.0060686i,-0.00014302-0.0084867i,0.00083611-0.0076525i,0.0016753-0.0048468i,0.0053065-0.0023299i,0.009507-0.00023071i,0.0091501+0.00064042i,0.0072219+0.0021124i,0.0092522+0.0035937i,0.013011+0.0015431i,0.015066-0.002272i,0.012967-0.0062286i,0.0067448-0.010562i,0.00084564-0.012534i,-0.0028158-0.01022i,-0.0027848-0.0063283i,-0.00069769-0.0036141i,0.001338-0.0023241i,0.0025181-0.001586i,0.0021152-0.0017107i,0.0012081-0.0024562i,0.00095127-0.0020523i
-0.0018626-0.00016941i,-0.0033626-3.4826e-05i,-0.0050151+0.00096963i,-0.006318+0.0020924i,-0.0040641+0.0040023i,-0.0022104+0.0043933i,-0.0026182+0.0021002i,-0.0028719-0.00016587i,-0.0039327-0.0020097i,-0.0079631-0.0032598i,-0.012724-0.0033388i,-0.015185-0.0013441i,-0.013683+0.0028697i,-0.0091909+0.0079998i,-0.0049477+0.01214i,-0.0014481+0.011894i,0.0001174+0.0084444i,-0.000171+0.0048575i,-0.0013071+0.0024243i,-0.0023934+0.0013346i,-0.0026144+0.00076025i,-0.0023935+0.00079859i,-0.0022972+0.00080609i
0.002485-0.0050167i,0.0033112-0.0059144i,0.0026436-0.0068709i,0.0018618-0.0051024i,0.0011037-0.0018325i,0.0025737+0.00099634i,0.0046199+0.0030867i,0.0049778+0.0026831i,0.004239+0.0021196i,0.0054522+0.003545i,0.0089248+0.0052369i,0.011869+0.0050408i,0.012888+0.0023797i,0.010761-0.0034332i,0.0074679-0.0083375i,0.0054295-0.0091458i,0.0035524-0.0070518i,0.0021683-0.003487i,0.0016443-1.3928e-05i,0.0010164+0.0017638i,0.00034339+0.0013664i,0.00066824+0.00094591i,0.00086413+0.00075322i
-0.0013634+0.0015434i,-0.0015871+0.00076563i,-0.0047923+0.00072339i,-0.0059161-0.00059476i,-0.0018813-0.000758i,0.00096572-0.00033472i,0.0011991-0.0015644i,0.00012328-0.003119i,-0.0019437-0.0041091i,-0.003986-0.0053006i,-0.0074538-0.0071649i,-0.011123-0.0078342i,-0.012189-0.0050414i,-0.010823+0.0014776i,-0.0088039+0.0076671i,-0.0066128+0.0086568i,-0.0037059+0.0049766i,-0.0010334+0.0020237i,0.00012982+0.00059242i,0.00016329-0.00070629i,-0.00086178-0.00096686i,-0.0015607-0.00054736i,-0.0013603+4.0177e-05i
0.0026797-0.0013789i,0.0011965-0.0018208i,0.0012133-0.0010567i,0.0029648+0.00064712i,0.0025199+0.0011816i,0.0026951+0.0035679i,0.0040006+0.0057858i,0.0045808+0.0052223i,0.0042349+0.0050113i,0.0044352+0.0061221i,0.0066426+0.0083448i,0.0088751+0.0091128i,0.0093704+0.0062642i,0.00923-0.00027477i,0.0093672-0.0054085i,0.0081167-0.0051226i,0.0053482-0.0013565i,0.0030931+0.00063826i,0.0016346+0.00022834i,0.00061901+0.00083783i,0.00093295+0.0016645i,0.0020356+0.0011505i,0.0024324+2.9288e-05i
-0.00015343-0.00099249i,-0.00013236-0.0020463i,-0.0013286-0.0037526i,-0.0022661-0.0041919i,-0.0024588-0.0016808i,-0.0012432+2.9384e-05i,-0.00035319-0.00022922i,-0.00028697-0.001286i,-0.0018094-0.0028834i,-0.0039401-0.0066284i,-0.0057237-0.010385i,-0.0073184-0.011469i,-0.0069947-0.0086162i,-0.0066271-0.0031621i,-0.0065744+0.0011463i,-0.005525+0.0019086i,-0.0039841+0.00090534i,-0.002502-0.00014388i,-0.0016299-0.00033401i,-0.00063975-0.00043015i,-4.2257e-05-0.00058977i,-0.00064757-0.00013734i,-0.0012773-0.00033589i
0.0014104+0.0019194i,0.0015492+0.00067816i,0.0031676+0.0015052i,0.0030617+0.001683i,0.0030782+0.0010823i,0.0026277+0.0018018i,0.0011841+0.0020486i,0.00081691+0.00078045i,0.0011669+0.0010508i,0.0029008+0.0043929i,0.0049018+0.0075844i,0.0048796+0.0093156i,0.0042439+0.0089153i,0.0042954+0.0040556i,0.003546-0.00075933i,0.002177-0.0019227i,0.0014028-0.0006862i,0.0014615-0.00043584i,0.0013015-0.00093827i,0.00048929-0.00015417i,-0.00015781+0.00033401i,0.00037481+1.8269e-05i,0.0012918-0.00013152i
0.0027719-0.001941i,0.0032936-0.005782i,0.0022268-0.0084699i,-1.6798e-05-0.0070047i,0.00022832-0.0032851i,0.0017335-0.00058376i,0.0038141+0.00026088i,0.0046269+0.00012006i,0.0027448-0.0011165i,0.00061278-0.0042938i,-0.0016271-0.00798i,-0.002979-0.01002i,-0.002759-0.0091984i,-0.0038309-0.0051562i,-0.0044035-0.0011733i,-0.0029921+0.00014428i,-0.0012155+0.00039053i,-0.0009958+0.0013574i,-0.0017217+0.0021774i,-0.00070911+0.0017785i,-8.3235e-05+0.00017405i,-0.0010741-0.00059355i,-0.0019247+9.1225e-05i
0.0011321-0.0021547i,-0.0019826-0.001372i,-0.0044286+0.00015036i,-0.0051659+0.0024825i,-0.0043859+0.0033661i,-0.0022958+0.0046199i,-0.0012074+0.0049719i,-0.0010846+0.0033634i,-0.0015422+0.0019101i,-0.0021571+0.0034901i,-0.0018106+0.0066804i,-0.0014475+0.0086616i,-0.0015073+0.0081177i,-0.00024854+0.0045624i,0.0010125+0.0012024i,0.00093625-0.00045692i,0.00023057-0.0007445i,0.00076662-0.0003947i,0.0016997+0.00011773i,0.00085721+0.00046531i,-0.00010569+0.00094035i,0.00062872+0.001583i,0.0024125+0.0015945i
0.0015935-0.0029573i,0.0024481-0.0052939i,0.0043904-0.0062756i,0.0044393-0.0049711i,0.0026117-0.002147i,0.0018654-0.00024417i,0.003486+0.00040682i,0.005416-0.0010341i,0.0047437-0.0034241i,0.0032424-0.0057022i,0.0029785-0.0079213i,0.0023259-0.0086149i,0.0022114-0.0065159i,0.0010577-0.0026273i,-0.00070993+0.0016956i,0.0001532+0.0037624i,0.001507+0.0034506i,0.0013583+0.001632i,0.00077378-4.6622e-05i,0.00037196-0.00060013i,0.00029654-0.00085046i,3.306e-05-0.00077588i,-0.0011753-0.00099925i
0.0027881-0.00033584i,0.00087993-0.0022536i,-0.0022191-0.0030007i,-0.004787-0.0020378i,-0.0041639-0.00028979i,-0.00066324+0.00058715i,0.0027066+0.00060789i,0.0030698+0.00086328i,0.00095177+0.0025105i,-0.0014297+0.0050728i,-0.0023145+0.0064814i,-0.0032976+0.0068671i,-0.0039017+0.0051231i,-0.0019545+0.00092199i,0.0011179-0.0037563i,0.0017292-0.0053335i,0.00030782-0.0042709i,-0.00034828-0.0026086i,0.00018311+4.8447e-05i,0.00080438+0.0015782i,0.0016736+0.00095186i,0.002042+0.00078316i,0.0020641+0.0013051i
0.00094841-0.00096583i,0.00077869-0.0012017i,0.00045587-0.00090265i,-0.00061026+0.00081388i,-0.00096676+0.0024253i,-0.00025055+0.0030361i,0.00026791+0.002687i,0.00015102+0.00064484i,0.00061895-0.0020649i,0.00065866-0.0038293i,0.00047047-0.0053879i,0.0015664-0.0055759i,0.0031897-0.0028233i,0.0017934+0.0011046i,-0.0012042+0.0045012i,-0.0021014+0.0058583i,-0.0015258+0.0047354i,5.6913e-05+0.0026025i,0.0022577+0.00066505i,0.0030072-0.00036132i,0.0020356-0.0011187i,0.0010051-0.0018731i,0.00016884-0.0023279i
0.00033932-0.0023637i,0.00013598-0.0031776i,3.2074e-05-0.0031786i,-0.00065302-0.0029962i,-0.00024276-0.0022857i,0.00056597-0.00097193i,0.0018642-0.00067117i,0.0029045-0.0015846i,0.002249-0.001269i,0.00022728+0.0011986i,-0.0013262+0.0027461i,-0.0026382+0.002113i,-0.002323+0.00012022i,0.00050233-0.0030193i,0.0031641-0.0051691i,0.0041271-0.0056322i,0.0037271-0.0046082i,0.001592-0.0025588i,-0.0010471-0.00064393i,-0.0020744+0.00055301i,-0.0022488+0.00085072i,-0.0026261+0.00073963i,-0.0019809+0.00076674i
0.0018546+0.0013793i,0.0016637+0.00031526i,0.0011162-0.00031544i,0.00054862-0.00036216i,0.00015905-1.0943e-05i,0.0012062+0.001276i,0.0025638+0.0022933i,0.0022195+0.0019955i,0.0008901+0.0012518i,0.0014788-0.00010758i,0.0021238-0.0019903i,0.0026584-0.0025276i,0.0032055+9.4395e-05i,-4.9301e-05+0.0023057i,-0.0038669+0.003709i,-0.0057249+0.0046761i,-0.0050518+0.0036906i,-0.0024229+0.0030578i,0.00039405+0.002859i,0.0016601+0.001615i,0.0018006-0.0001054i,0.0019455+0.00020865i,0.0016108+0.00076369i
-0.0011546-0.0015538i,-0.002431-0.0027672i,-0.0033163-0.0040816i,-0.0034422-0.0023332i,-0.0020645-0.00014834i,0.00037338+0.0010158i,0.0017193+0.00081209i,0.0018622-0.0010023i,7.409e-05-0.0014306i,-0.0025097-0.00032311i,-0.0039288+0.00043042i,-0.0042145-8.6093e-05i,-0.0024578-0.0014876i,0.0010697-0.0028412i,0.0048208-0.0033094i,0.0065005-0.003356i,0.0057533-0.0022973i,0.0037967-0.0017813i,0.0012761-0.0036301i,-0.00079566-0.0034995i,-0.0010983-0.001868i,-0.000367-0.00079521i,9.9888e-05+0.00047243i
-0.00075522+0.00097533i,-0.00076977+0.00097529i,-0.0017789+0.001808i,-0.0019627+0.0025486i,0.0002432+0.0023463i,0.0015683+0.0012072i,0.001076+0.00013628i,0.00061286-0.0008701i,0.0013267-0.0014802i,0.0027463-0.00099857i,0.0034787-0.0012953i,0.0022697-0.0015908i,-0.0002719-0.00041308i,-0.0033631+0.00051854i,-0.0061574+0.001037i,-0.0066151+0.0013571i,-0.0052632+0.00063366i,-0.0042726+0.0004811i,-0.0028898+0.0022691i,-0.0011648+0.0035465i,0.00043261+0.002653i,0.00071526+0.0017114i,0.00061748+0.0012759i
-0.0010012-0.0014153i,-0.0010749-0.0018105i,-0.00072859-0.0020891i,7.8737e-05-0.0017398i,0.00086847+4.1037e-05i,0.003037+0.00064834i,0.0050012+0.0010052i,0.0037752+0.0018546i,0.00076384+0.0015486i,-0.00093142+0.0008575i,-0.0019838+0.00072894i,-0.0013759+0.001418i,0.00047516+0.0001986i,0.0035204-0.0020394i,0.0069401-0.001566i,0.0071461-0.00050207i,0.0051726+0.00070306i,0.0047106+0.0013128i,0.0035455+0.00042539i,0.0011186-0.001158i,0.00034103-0.0023109i,0.00085159-0.00098691i,0.001036+0.0010368i
-0.00049502-0.0008123i,-5.5057e-06-0.0017064i,-0.00032746-0.0022624i,-0.00097966-0.0015694i,-0.0011808-0.00020084i,-0.00090237+0.00023191i,-0.00028917+0.00038966i,0.0010294-0.00031072i,0.001322-0.00087618i,0.00068411-0.00053417i,-0.00028424-0.00029198i,-0.00031259-0.00011494i,-0.00065914+0.00046529i,-0.0031202-0.00032616i,-0.0057384-0.0012107i,-0.005841-0.00048306i,-0.0034162-0.0013618i,-0.0026874-0.0026031i,-0.0033367-0.0010994i,-0.0017011+0.00127i,-0.0003137+0.001634i,-0.00099395+0.0004383i,-0.0012809-0.00047722i
