-0.0020475-0.00075863i,-0.0022765-0.00055945i,-0.003066+4.7124e-05i,-0.0027509+0.00075671i,-0.0017573+0.0015731i,-0.00048637+0.0022428i,0.00029767+0.0028637i,0.00070615+0.0020332i,0.00074289+0.00088535i,0.00021836+0.00060579i,0.00048588-7.6621e-05i,0.00081817-0.00057425i,0.00041902-0.00079833i,0.0003191-0.00093864i,-3.1434e-05-0.00081091i,-5.9746e-05-0.00045388i,0.00032193-0.00056744i,-0.00010919-0.00038019i,-0.00010782-2.0385e-05i,-0.0003419+1.1847e-05i,-0.00058295+0.00050876i,-0.0013153+0.00067442i,-0.0012086+0.00025782i
0.0022815-0.0021397i,0.0015035-0.0022547i,0.0013444-0.0023954i,0.00018343-0.0021721i,-0.00067718-0.0012961i,-0.00084526-0.00026085i,-0.00091752-0.00012603i,-0.00049916-0.00016987i,-0.00038904+4.9837e-05i,-0.00070976-2.6875e-05i,-0.0010446-0.00048106i,-0.0019579-2.8657e-05i,-0.0026631+0.0002812i,-0.0023049-0.00010886i,-0.00059985-0.0001692i,-0.0003467-9.8542e-06i,-0.00085617+0.00030743i,-0.00068133+0.00066145i,-0.00093894+0.00042384i,-0.0013778+0.00024724i,-0.0012796+3.0077e-05i,-0.00086269-0.00017832i,-0.00096493-2.1699e-05i
-0.0010947+0.0021448i,-0.00030626+0.001543i,0.00013006+0.002643i,0.0009125+0.0017538i,0.0020922+0.00049622i,0.002219+5.6249e-06i,0.0015186-0.0003551i,0.0010545-3.5519e-05i,0.00075228+0.00050164i,0.00060815+0.00030203i,0.00084621-6.7195e-05i,0.00026928-0.0002489i,-0.0011052-0.00055962i,-0.0015982-0.00020012i,-0.0011238+0.00029637i,-0.00053395-0.0003146i,-0.00035659-0.00070873i,-0.00054781-0.00059306i,-4.9937e-05-0.00062869i,0.00071505-0.00037947i,0.00074625-5.8491e-05i,0.00072801+0.00025189i,0.00059034-0.00021631i
-0.0013519+0.0015887i,-0.0013794+0.0019912i,-0.0011637+0.0030438i,0.0005379+0.0025995i,0.0021306+0.00062714i,0.0012875-0.0012584i,-0.00020754-0.0012591i,-0.00036241-0.000371i,-0.00020789+0.00016192i,-0.00049498+0.00053613i,-0.0011242+0.00053983i,-0.0011347-0.00010228i,-0.00087681-0.00038592i,-0.00028716+1.5232e-05i,0.00026495+4.54e-05i,-0.00010764-0.00040169i,-0.00028544-0.00066981i,-0.00026236-0.0003894i,-0.00038243+0.0002289i,-0.00030664+0.00011292i,-0.00052835-0.00012799i,-9.81e-05+0.00062915i,0.00072689+0.001481i
0.00081528-0.0022397i,-1.8407e-05-0.0012281i,-0.00012233-0.00063675i,-0.00019336-0.00066856i,-0.00026468+0.0001184i,0.00078446+0.00023021i,0.0010999-0.00016563i,0.00044841-0.00038306i,-4.359e-05-0.0002152i,-0.00089162+0.00051644i,-0.0013106+0.0004367i,-0.00074348+0.00011981i,-0.00051958+0.00022505i,-1.5557e-05+0.00063767i,0.0006225+0.00074679i,-7.2034e-05+0.00012834i,-0.00010514-0.000107i,0.00051915-5.1161e-05i,0.00084938+0.00021356i,0.00058999+0.0001509i,0.00022448-0.00040691i,0.00040019+0.00010545i,0.00050736+0.00096983i
0.00032623-0.0002401i,-0.00041573-0.00034839i,-0.0010197-0.00073686i,-0.00021747-9.4868e-05i,0.00031087-4.0339e-05i,0.00053439-0.00069643i,0.00080148-0.00070446i,0.00047413-0.00041289i,-0.00032308+4.0789e-05i,-0.0010024+7.6034e-05i,-0.0010814-0.00014056i,-0.00089584-0.00023861i,-0.00054452-0.00072163i,-0.00070903-0.00084323i,-0.00071306-0.00033605i,-0.00033731+0.00027254i,-0.00020024+0.00013992i,-0.00073041-0.00023984i,-0.0011953-0.00025073i,-0.00093352-0.00037463i,-0.00070943-0.00046146i,-0.00024372+0.00028988i,0.00016811+0.00048222i
0.00020855+0.00014405i,-0.00050957+0.00067893i,-0.0003693-0.00016921i,0.00077219-0.00040339i,0.0013715-7.9553e-05i,0.0012771+0.00051479i,0.0015639+0.00048788i,0.0012783-0.0002549i,0.00019156+7.5231e-05i,-0.00070545+7.6397e-05i,-0.0010959-0.000151i,-0.0010728+0.00018711i,-0.00043446+0.0001274i,-0.00051734+0.00015481i,-0.00090998-0.0001212i,-0.00029063+2.7425e-05i,5.8742e-05+0.0007552i,0.00067622+0.00045536i,0.00084981+0.00012865i,0.00032954+0.00017884i,-5.2331e-05+0.00013355i,-6.9533e-05-9.8047e-05i,-0.00068788-6.3665e-06i
-0.00097707-0.00054157i,-0.0004658-0.00070806i,-0.00023936-0.00078716i,-2.862e-05+0.00022316i,0.00024198+0.001058i,0.0008794+0.0012921i,0.00068743+0.00034773i,0.00049645-0.00032935i,0.0010896+6.7302e-05i,0.00095614+0.00043479i,0.00026114+0.00039458i,7.1765e-05-0.00018329i,-7.6282e-05-0.00017324i,-0.00053859-0.0002505i,-0.0011844-0.00044844i,-0.001785-0.00040303i,-0.0011336-0.001134i,-0.00072894-0.0011755i,-0.0012483-0.00074877i,-0.00067471-0.00038776i,-4.4702e-05+6.4988e-05i,-0.00017935+0.00014774i,-0.00020387+0.00013641i
-0.0022515+0.0014147i,-0.001711+0.001039i,-0.0006631+0.00091583i,2.8715e-05+0.00079228i,0.0014272-0.00014974i,0.0020916-0.0015242i,0.00075133-0.0014556i,-0.00058875-0.0004858i,-0.0006204-0.00027751i,-0.0004222-6.7172e-05i,-0.00037596-0.0001003i,3.1848e-05-0.00065326i,0.00010308-0.00097246i,0.0004416-0.00054775i,0.0004446+6.2166e-05i,-0.00019573-0.00010443i,-0.00046618-0.00066084i,-9.9533e-05-8.0679e-05i,-0.00051072+0.00069488i,-0.00077566+0.00016605i,0.00040209+1.4028e-05i,0.0015088+0.00070692i,0.0014077+0.00085465i
0.00015689+0.00086366i,0.00047135+0.0011957i,0.00040071+0.0016666i,0.00042983+0.0013947i,0.0012554+0.0015011i,0.0017194+0.0010778i,0.0018094+0.00084747i,0.0012957+0.0013701i,0.00062158+0.00075013i,0.00050514+2.1844e-05i,0.00027332-0.00068489i,0.00066694-0.0015366i,0.00048812-0.0012797i,-0.00031452-0.00086474i,-0.00050669-0.0011707i,-0.00081121-0.0014597i,-0.00052935-0.00092124i,-0.00032133+0.00011679i,-0.00062882+0.00034579i,-0.00074776-0.00019273i,-0.00084393-0.00013364i,-0.0007828-0.00010247i,-0.00017328-0.00011541i
0.0022401+0.00044449i,0.0010335-0.00037737i,0.0014043-0.00097461i,0.0016195-0.0003925i,0.0010906-0.00061351i,0.001441-0.0011674i,0.0011341-0.00049587i,0.00044119-0.00043488i,0.00063965-0.00032432i,0.00039316+6.6347e-05i,0.00028882-0.00030843i,1.9135e-06-0.00026967i,-0.00097383+0.00035432i,-0.0011519+0.00064222i,-0.00064016-0.00013842i,-0.00018979-9.7265e-05i,-0.00031185+0.00040031i,-0.00015283+0.00058875i,-0.00077808-7.7011e-05i,-0.0013023-0.0015596i,-0.00068242-0.0013202i,2.115e-05+0.00012818i,-0.00039069+0.00044577i
-0.00091951+0.00070274i,-0.00079446+0.0010193i,-0.00065237+0.0025699i,-5.2652e-07+0.001706i,0.00096964+0.00072304i,0.0013693+0.00046808i,0.001016-0.0005498i,0.00018895-0.0010182i,0.00015068-0.00076354i,0.0010331-4.6482e-05i,0.00021427+0.00025236i,-0.0005286-0.00017029i,0.00012932-0.00047559i,0.00087702-0.00026895i,0.00075073-0.00010013i,0.00012914-0.00014608i,-0.00033528-9.3895e-05i,-0.00030089+0.0001209i,-0.00031656-0.00022589i,-0.00036567-0.00041831i,-5.375e-05+0.00055354i,-0.00036108+0.0011008i,-0.00049992+0.00057243i
-0.00053274-0.0021929i,-0.00052317-0.0023204i,-0.00082071-0.0024385i,-0.00073367-0.0011221i,5.7669e-05-0.00050112i,0.0010376-0.0013543i,0.00095892-0.0018082i,0.00059467-0.0014293i,0.00035095-0.00087999i,-0.00091131-0.00051039i,-0.0022756-3.0425e-05i,-0.0027053-0.00026409i,-0.0020107-0.00051614i,-0.0010034+0.00015616i,-0.0008792+0.00049452i,-0.00064293+0.00057452i,-0.00083248+0.0012328i,-0.00064895+0.00089849i,-0.00069251-0.00016264i,-0.00062507-0.00060775i,0.00059947-9.6486e-05i,0.00040126+0.00016164i,-0.00040653+0.00047753i
-0.00060318+0.000434i,-0.00082099+0.00057692i,-0.00069236-0.00024455i,-3.3322e-05+2.094e-05i,0.00043697+0.00061819i,0.0011353+0.00068328i,0.0010532+0.00060151i,0.00083108+0.00010112i,0.00049351+0.00015693i,-0.00070265+0.00017144i,-0.00090927+0.00058828i,-0.00065877+0.00062175i,-0.00095535+0.00031749i,-0.00031975+0.00088761i,-0.000112+0.00073132i,-0.00056962+7.9455e-05i,-0.00026099+0.00010969i,0.0001919+0.00034143i,0.00011945+0.00057928i,-0.00018872+0.00032072i,-0.00015341-0.00032866i,0.00044487-4.8303e-05i,0.00063313+3.1008e-05i
-0.00049644+0.00048799i,0.00046634+0.00060391i,0.00061885+0.00027035i,0.0012299+0.0005533i,0.0015926+0.00057615i,0.002297-0.00046637i,0.0024197-0.0016367i,0.0013437-0.0012257i,0.00045641+0.00048345i,-0.00056609+0.00093193i,-0.001086+0.00040956i,-0.0010312+0.00039527i,-0.00099469+0.00038235i,-0.00025043+0.00056084i,0.00028257+0.00076264i,0.00032346+0.00027773i,0.00019339+6.6758e-06i,-0.00054097+0.00025175i,-0.00040975+5.2364e-05i,0.00036959+0.0002064i,0.00035823+0.00033551i,-0.00015829-0.0003282i,-0.00024751-8.7744e-05i
0.00052032-0.0021981i,0.00038794-0.0019324i,-0.00016879-0.0020698i,-0.0016244-0.0014744i,-0.00099032-0.00078136i,1.0728e-05+0.00019498i,-4.7075e-05+0.00086594i,-0.00020852+0.00078407i,-0.00071245+0.00020334i,-0.0007421+0.00011319i,-0.001226+0.00019697i,-0.0019921+0.00069308i,-0.0013861+0.0013089i,-0.00065232+0.00085161i,-0.00066627+0.00052819i,-0.00048565+0.00071619i,-0.00027522+0.00033967i,-0.00018648-0.00055969i,0.00016567-0.00028276i,4.7485e-05+0.00031508i,-0.00062169+0.00057145i,-0.00073984+0.00095143i,5.4278e-05+0.0010913i
0.0014814-0.00078901i,0.0013275-0.0012141i,0.0011091-0.0015179i,0.0012741-0.00085019i,0.0014557+0.00029533i,0.0019776+0.00036517i,0.0018137+0.00013997i,0.00035766+0.00024403i,3.7759e-05-0.00051287i,0.00034247-0.0003356i,-0.0004769+5.2293e-05i,-0.00058366-4.6471e-06i,-0.0010481+0.00030591i,-0.0013106+0.00019065i,-0.0012082-0.00048679i,-0.0012036-0.00042552i,-0.00096623+0.00062575i,-0.0011622+0.00044549i,-0.00060533-0.00011561i,-5.8551e-05-0.0002458i,0.00028297-8.0106e-05i,0.00089127+0.0003837i,0.00070774+0.00015565i
-0.00070094+0.0022773i,-0.00011248+0.0011482i,0.0018524+0.0010085i,0.0023483+0.00064667i,0.0015666-0.00042421i,0.00093908-0.00057678i,0.00018419+3.7218e-05i,-0.000209+4.5336e-05i,1.1599e-05-0.00023442i,0.00011574-0.00059681i,-6.675e-05-0.00079863i,-7.454e-05-0.00019228i,-0.00077033+0.00059808i,-0.0016102+0.00010092i,-0.00098308+8.9034e-07i,-0.00023431+0.00011131i,-0.00011592-0.00049053i,-0.00069649-0.00026964i,-0.0011153-0.0004471i,-0.00064141-0.00064423i,-0.00074356-0.00023411i,-0.0010902-0.00061149i,-0.00051522-0.0009261i
-0.0010139-0.00034199i,-0.0012818-0.00012765i,-0.00089324-4.0457e-05i,-0.00021543-0.00046967i,0.0010837-6.5016e-05i,0.0013543+0.00065345i,0.001526+0.00081858i,0.0008472+0.0009437i,-0.00072358+0.00026357i,-0.00098595+0.0002144i,-0.00028643+0.00042563i,-0.0003136+0.0006306i,-0.0011119+0.00040709i,-0.0011079-0.00046666i,1.6696e-05-0.00046625i,0.0010348-0.00015121i,0.00038602+0.00041127i,-0.00034235+0.00045316i,-0.00061036+0.00021654i,-0.00087703+3.994e-05i,-0.00034607+0.00016472i,-3.5306e-05+7.4858e-06i,1.347e-05+0.00010163i
0.0020305+7.4891e-06i,0.0023224-0.00014819i,0.0020886-0.0010388i,0.0016242-0.0010904i,0.0011072-0.0010797i,0.00071255-0.0004059i,0.00028034+0.00017363i,0.00063434-0.0002434i,0.0013354-0.00074009i,0.00082241-0.00066154i,-0.00090643-0.00021913i,-0.0016659-0.00035668i,-0.0015454-0.0010671i,-0.0014252-0.0012491i,-0.0016299-0.0012249i,-0.0013354-0.00032391i,-0.00095619+0.00071149i,-0.00099964+0.00036193i,-0.00015483+0.00013596i,0.00063484-4.2107e-05i,0.0009295-0.00033587i,0.0013253-0.00032461i,0.0011084-0.00047522i
-3.9328e-05+0.00075224i,0.00028015+9.4544e-05i,0.00033504+0.000707i,0.0013184+0.0008905i,0.0015487+0.0018156i,0.0004663+0.002694i,-0.00068948+0.0015701i,-0.00029531+0.00034489i,0.00021957+0.00063679i,-0.00030559+0.00045426i,-0.00051801+0.00033828i,-0.00029556-0.00015092i,-0.00019688-0.00059859i,-8.4358e-05-0.00063805i,-0.00018164-0.00033711i,-0.00076872+0.00030629i,-0.00092064-3.1419e-06i,0.00011746-0.00052482i,0.00095516-0.00050578i,0.00066678-0.00013419i,0.00030908+4.0405e-05i,-0.00011576+0.00036117i,-0.00063266+0.00059286i
0.00064893+0.0024694i,0.00056675+0.0030383i,0.0012287+0.002436i,0.0027147+0.00090935i,0.0034244-0.00072676i,0.0028464-0.001263i,0.0019334-0.00087476i,0.000964-0.00069824i,0.00043558-0.00080184i,-0.00026742-0.0012834i,-0.00034001-0.0014321i,-1.0561e-05-0.0013881i,-0.00089211-0.0014243i,-0.0011622-0.0012837i,-0.00036762-0.00054607i,-0.00045891+0.0001632i,-0.0011053+0.00053898i,-0.0012686+0.00088098i,-0.00090511+0.00076263i,-8.3236e-05+0.00069428i,-0.00021253+0.00060761i,-0.00024642+3.8871e-05i,0.00069064-0.00041563i
0.00024137-0.0011827i,-9.9879e-05-0.0006693i,-0.00030103+0.00050153i,-0.00047484+0.0017856i,-0.0002242+0.0018625i,0.0003774+0.0011802i,0.00042263+0.0006439i,0.0011207+0.00037337i,0.0016058+0.00031844i,0.0010651-0.00018403i,0.00021242-6.0922e-05i,-0.00069183+0.0003816i,-0.0014466+1.9425e-05i,-0.001305+0.00076609i,0.0002173+0.001205i,0.00032303+0.0001859i,-0.0010042+0.00019235i,-0.0015+0.00051281i,-0.0014816+0.00017391i,-0.0013514+0.00016135i,-0.00063871+0.00030029i,1.9337e-05+2.3744e-05i,-0.00012622+8.2066e-05i
-0.0017614+0.00025699i,-0.00096202+0.00015574i,2.7731e-05-0.00021831i,0.00065818+0.00010973i,0.00059345+0.00043247i,0.00079864-0.00023925i,0.0012569-0.0007661i,0.00078862-0.00077107i,-0.00012656-0.0005146i,-0.00053205-0.0002367i,-0.00045257-0.0003977i,-0.00037394-0.00036703i,-0.00078414+4.6078e-05i,-0.00081445+4.9802e-05i,-0.00016839+6.6132e-06i,-0.00057416-0.00011736i,-0.0010943-0.00066515i,6.8712e-06-0.00045477i,0.00036416+0.00038154i,8.0833e-05+0.0005037i,-3.4872e-06-0.0003928i,-0.00082511-0.00042132i,-0.0014523+1.2364e-05i
0.00083917-0.0017828i,0.0012219-0.00097781i,0.00025997-0.0010458i,-0.00049207-0.00030009i,-0.00018805+0.00052054i,-0.00011032+0.00049442i,-0.00029056+0.0005477i,-0.00013629+0.00086483i,-0.00050223+0.00066646i,-0.0021084-0.00036686i,-0.0024324-0.00030761i,-0.0010198+0.00024944i,-0.00047229+0.00012015i,-0.00053677-9.2325e-05i,-0.000691-0.00033816i,-0.00044046+0.00018483i,2.6086e-06+0.00028144i,0.00027384-0.00060234i,7.5198e-06-0.00028729i,-0.00062054+0.00026529i,-0.00041672+0.00047848i,-0.00026219+0.00040238i,-0.00060719+0.00017896i
0.00096627-0.0004962i,0.0011249-0.00085295i,0.0008242-0.0020093i,0.00033008-0.0018549i,0.00091097-0.00017013i,0.0015888+0.0012767i,0.0015625+0.0012304i,0.0011066+0.001281i,0.0009764+0.0010512i,0.00091599+0.00016004i,0.00011298-0.00046301i,-0.00077307-0.00066346i,-0.00085641-0.00037548i,-0.0011472+0.00038368i,-0.0013856+0.00052199i,-0.00060273+0.00062913i,-0.00071743+0.00054077i,-0.0015415+0.00026101i,-0.00073296+0.00059903i,0.00069533+0.00059331i,0.001155+0.00065889i,0.00074792+0.0011172i,0.00063661+0.00050492i
0.0017087+0.00058819i,0.00070491+0.0014342i,-7.8914e-05+0.0010315i,-3.32e-05-2.9854e-05i,0.00034433-0.00084232i,0.0014164-0.00093351i,0.0015372-0.00086696i,0.00037238-6.1964e-05i,0.0002782-0.00037947i,9.1079e-05-0.0011678i,-0.00030701-0.0007803i,-0.00049564-0.00087286i,-0.0005355-0.00087076i,-0.00035111+0.00023892i,-0.00042512+0.00024684i,-0.00088213+5.7217e-05i,-0.00081075+0.00037703i,-0.00060364+0.0004609i,-0.00096565+0.00020265i,-0.00060262+0.00028679i,-0.00029424+0.000566i,-1.5111e-05+0.000147i,0.00025664-0.00082345i
-0.00052066+0.0022142i,2.8949e-05+0.001041i,0.00057421+0.00039435i,0.00096486+0.00013993i,0.0013592+0.00048085i,0.00078149+0.00013189i,-0.00017337-0.00076939i,-8.5157e-05-0.0006138i,0.00048844-2.0274e-05i,0.00015145-0.00023963i,0.00010463-0.00078883i,0.00054738-0.001175i,-0.00034138-0.0011993i,-0.0013873-0.00016766i,-0.0008665+0.00053553i,-0.0004815-6.4297e-05i,-0.00018465-3.3553e-05i,0.00023645+0.00026885i,3.752e-05-0.00011408i,0.00011503-0.00065458i,0.00047471-0.00078675i,0.00053629-0.00040136i,0.00042001+0.00028934i
-0.0025093+0.0014151i,-0.0016089+0.0010877i,-0.00054683+0.0020437i,0.00029106+0.0026993i,0.00087037+0.0021115i,0.0012745+0.001101i,0.0011056-0.00037712i,0.00085034-0.0011719i,-0.00024048-0.00045867i,-0.00088961+5.3561e-06i,-0.00067518-0.00044382i,-0.00037421-9.9493e-05i,0.00013422+9.6367e-05i,-0.00016629-0.0005739i,-0.00076302-0.0005585i,-0.00027446-0.00017614i,-1.6327e-05+0.00074052i,-0.00063203+0.0012666i,-0.00054905+0.00071942i,-0.0003933+8.9027e-05i,-0.00023841-0.00011984i,-0.00037902-0.00016158i,-0.00067441+1.3344e-05i
-0.00062351+1.3724e-05i,-0.00095563+0.00029892i,-0.00063025+0.00010588i,-0.00030033+0.00035541i,6.289e-05+0.0004572i,0.00043834+0.00082569i,0.00074997+0.00078568i,0.00029777+0.00078053i,2.6382e-06+0.00086897i,-0.00014591+0.00028983i,-6.0707e-05-7.0323e-05i,3.2309e-05-0.0003324i,-0.00063661-7.4829e-05i,-0.00096827+0.00026033i,-0.00044065+0.00045439i,-0.00028244+0.00049196i,-0.00038014+0.00033665i,-0.00040119+0.00011349i,8.2317e-06+0.00015587i,0.00033272+2.31e-05i,-0.0004854-0.00023896i,-0.0013587-0.0001972i,-0.00067268+0.00018981i
0.0012694+0.00035062i,0.000816+0.00062158i,0.0015554+0.00057919i,0.0017653+0.00012541i,0.0017636-0.00041121i,0.0019323+0.00012126i,0.00056917+0.00066909i,0.00024471-3.261e-07i,0.00055562-0.00026776i,0.00037133-0.00047789i,-0.0001298-0.00057824i,-0.00086003-0.00021443i,-0.0014288-1.5436e-05i,-0.0016996+0.00046104i,-0.00095434+8.6386e-05i,-0.00011474-0.00059659i,0.00040693-0.00065869i,-6.2793e-05-0.00035616i,-0.00075346+0.00034838i,-6.5377e-05+0.00069661i,-0.00038172+0.00055532i,-0.00065388+0.00045462i,-0.00053203+5.3271e-05i
0.0007892+5.317e-05i,0.00057281+0.00045781i,-0.00057163+0.00021304i,-0.00079147-0.00038275i,0.00031371+0.00034556i,0.0012012+0.0012281i,0.0012428+0.00069366i,0.0012195+0.0002504i,0.0006565+0.00045848i,0.00011843+0.00020189i,-0.00025233+3.0074e-05i,-0.00061405-0.00010187i,-0.00076578-0.00082275i,-0.0009245-0.00096901i,-0.00074142-0.00065516i,-8.5369e-06+4.6833e-06i,0.00022061-3.1847e-05i,-0.00040457-0.00021264i,-0.00095522+0.00042361i,-0.00082247+0.00079095i,-0.00035309+7.588e-05i,-0.00030658-0.00012198i,-1.6723e-05+1.1262e-05i
0.00086868+0.00037102i,0.00099868+0.00019076i,0.0017872-0.00048043i,0.0015695-5.3834e-05i,0.0010659+0.00079133i,0.0010098+0.00074374i,0.00053985-0.00015296i,1.0584e-05-0.00058725i,-0.00042435-0.00075029i,-0.00048065-0.00035059i,-0.00073441+7.3574e-06i,-0.00088024-0.0007423i,-0.00092611-0.00098887i,-0.0012042-0.00040103i,-0.00078206+0.00011357i,-0.00015159-6.9137e-05i,0.0001661-0.00010677i,-0.00022673+0.00031932i,-0.00027969+0.00024476i,-0.00015742-0.00056693i,-0.000735-0.00047095i,-0.0010167-0.00032586i,-0.00040455-0.00092944i
0.00025282+7.3778e-05i,0.0004436+2.1254e-05i,0.00038389+0.001559i,0.00083415+0.0024842i,0.001679+0.0015017i,0.0015001+0.00021817i,0.0010858-0.00049364i,-0.00046129+6.6663e-05i,-0.0016265+9.3589e-05i,-0.0016403-0.00042971i,-0.00092362-0.00062538i,-0.00024872-0.00060856i,3.1407e-05+0.00010835i,-7.6026e-05+0.00091739i,-0.00040056+0.00057486i,-0.00039187-0.00012187i,0.00011854-0.00030428i,0.00043938+0.00019715i,6.3414e-06+0.00054526i,3.6736e-05+2.8941e-05i,0.00015971-3.4818e-05i,3.149e-05+0.00036761i,0.00039952-3.3334e-05i
0.0014226-0.00016749i,0.0010585-0.0014461i,0.001698-0.0016704i,0.0019362-0.0019092i,0.0010893-0.0012634i,0.00038558+0.00015303i,0.00050485+4.5597e-05i,0.00042675-0.00017112i,-0.00031064+0.00035456i,-0.0002809+0.00064909i,-0.00051488+0.00016451i,-0.0013793-0.00063144i,-0.001609-0.00082975i,-0.0019201-0.00045306i,-0.0014515-0.00074522i,-0.00032308-0.0011818i,-0.00015921-0.00083064i,-0.00042555+7.2966e-05i,-0.00028654+0.00015481i,0.00065021-0.00041636i,0.00061793+1.5178e-06i,0.00015115-3.5188e-05i,-4.3285e-05-0.00023117i
-0.00058849-0.00095814i,0.00011697-0.0010224i,0.0003754-0.0011816i,0.0009132-0.00089311i,0.00088258-0.00059442i,0.00092159-0.00015612i,0.0013361+0.00036723i,0.00034871+0.00044344i,-0.0011102+8.4349e-06i,-0.00092573-0.00022537i,-0.00047824+0.00061893i,-0.0007846+0.0010951i,-0.001197+0.00032749i,-0.0012228-3.5985e-05i,0.00033538-0.00019536i,0.000652-0.00018859i,-0.00041938+8.6875e-05i,0.00020615+0.0004664i,0.00029202+0.00029012i,-4.3087e-05-0.00030306i,-0.00040559-5.2852e-05i,-0.00037368+0.00046613i,0.00030542+0.00055779i
0.00057037-0.00075659i,0.00028697-0.00011081i,5.6911e-05+6.4823e-05i,-0.0008253-0.00026436i,-0.00085353+0.00017707i,-0.00066546+0.00059732i,-0.00073844-0.00032815i,0.00031942-0.00083744i,0.0014708-0.0001544i,0.00061696+2.6725e-05i,-0.00072691-0.00070284i,-0.0012714-0.00083479i,-0.00097531-0.00030291i,-0.00058626-0.00024675i,-0.00056356-0.00032829i,-3.4752e-07-0.00012691i,0.00066132-0.0004166i,0.00030974-0.00019046i,-0.0006021+0.0004235i,-0.00092099-0.00019801i,-0.00077991+6.5202e-05i,-0.00057407+0.00072335i,-0.00090642+0.00042535i
-3.4492e-06+4.3949e-06i,-0.00047311-0.00023653i,-0.00045994-0.00037233i,0.00060281-0.00039724i,0.0013499-0.00019297i,0.0012363-1.4223e-05i,0.00073647+0.00019117i,7.3488e-05+0.00080259i,-0.00061148+0.00083534i,-0.00040913-0.00014297i,5.8204e-05-0.00038905i,-3.7342e-05+0.00019135i,-0.00061764-7.0926e-05i,-0.00076064-0.00057707i,-0.00024458-0.00023655i,-5.5664e-05-0.00050554i,-0.00047235-0.00055989i,-0.00065493+0.00037763i,-0.0005014+0.0004306i,2.0862e-05-0.00011406i,0.00058672+0.00014993i,0.00035347+0.00088934i,-0.00040016+0.00047484i
0.0011386+0.00095712i,0.0015812+0.0004984i,0.0021865-0.0002775i,0.00048807-0.0010645i,-0.00038391-0.0014457i,0.00042476-0.001074i,0.00079115+9.8298e-05i,0.00090227+0.0007545i,0.0010791+0.00030357i,0.00033151-0.00063987i,-0.00071882-0.0011045i,-0.0012579-0.00069682i,-0.001943-0.00099054i,-0.00184-0.0012095i,-0.0006987-0.00024452i,-0.00048398+0.0004946i,-0.0010637+0.00039602i,-0.0011165+0.00058573i,-0.00075027+4.6196e-05i,-0.00076285-0.00041396i,-0.00054147-0.00016139i,-5.7268e-05+7.4036e-05i,2.7354e-06+6.8566e-05i
0.00065137+0.0017759i,0.00045921+0.0019681i,0.00090043+0.0011597i,0.00114+3.9259e-05i,0.0017153+0.00024338i,0.0013542+0.0010669i,0.00046442+0.00035651i,0.00019128-0.00031745i,0.00017137+1.0997e-05i,0.00017826+0.00034432i,-0.00029252+3.6772e-05i,-0.0007596-0.00013581i,-0.00097156-0.00042886i,-0.0011129-0.00087074i,-0.0010624+3.3031e-05i,-0.00040461+0.0010175i,-0.00065047+0.00016921i,-0.00063271-0.00028389i,-0.00051764-0.00017235i,-0.0006309-0.00016477i,-2.2264e-05-0.00041365i,1.3265e-05-0.00093041i,-6.4366e-05-0.0010513i
0.00036176+0.0012509i,0.00063257+0.0025474i,0.00078098+0.0021736i,0.00068781+0.0012519i,0.00082904+0.00088531i,0.00072809+0.00048193i,0.00046776+0.00014512i,0.00016852+0.00021956i,-0.00082898+0.00033461i,-0.0015658+0.00018809i,-0.0012646-0.00013927i,-0.0012484-0.00042936i,-0.0012739-0.00022124i,-0.00074408+5.3893e-05i,-0.00087256-1.5418e-05i,-0.00089764-0.000148i,-0.00032658+4.6441e-06i,-0.00062084-0.0004339i,-0.0011555-0.0010787i,-0.00091714-0.00093057i,6.2742e-05+0.00022811i,0.00084702+0.00023866i,0.00049451-0.00048882i
-3.2254e-05+0.00063099i,0.00013197-0.00011341i,0.00060977+0.0011844i,0.00025452+0.0022299i,0.00036394+0.0016439i,0.0019699+0.0010872i,0.0013342-2.0744e-05i,-0.00037338-0.00093413i,-0.00022855-0.00079571i,0.00054125-0.00043488i,0.0008774-0.00028913i,0.00073582+0.00054615i,0.00049909+0.00060784i,-1.0215e-05-0.00020734i,-0.00032896-0.00018447i,-0.00057877+0.00047898i,-0.00050146+0.00063494i,8.2387e-05+0.00057436i,-0.0003813-0.00015004i,-0.00036176-0.00062597i,-1.5764e-06+0.00040233i,-0.00039251+0.00043965i,-0.00050802-0.00023807i
-0.00053176+0.00079247i,-3.8526e-05+0.00046927i,0.0012484+0.00063711i,0.0014263+0.0010805i,0.0009445+0.0010732i,8.9494e-05+0.0012988i,-0.00058409+0.0011406i,-0.00051032-0.00012056i,-0.00056138-0.00052913i,-7.5139e-06-2.3257e-05i,0.00049547-0.00018715i,-7.3569e-05-0.00065793i,-0.000869-0.00070556i,-0.001184-0.00031279i,-0.00055641-8.1201e-05i,0.00039797+0.00013571i,0.00035485+0.00020547i,0.00020743+0.0001091i,-3.3528e-05+0.00018859i,-0.00046941-0.00035778i,-0.00054404-0.00026867i,-0.00092242+0.00024825i,-0.00072019+7.1549e-05i
