-0.0014584+0.00052902i,-0.00073798+0.00045246i,-0.00044193-7.0248e-05i,-0.00090759-0.00062507i,-0.0012776+0.0014984i,-0.00074261+0.0037421i,0.00041688+0.0039283i,0.0013442+0.003524i,0.0010283+0.0023451i,0.0003443+0.0011777i,0.00039145+9.0543e-05i,-5.1009e-05-0.0007197i,-0.00042286-0.0013903i,-0.00053473-0.0016434i,-0.00054163-0.001089i,-0.00039665-0.00052526i,-0.00010111-0.00046354i,0.00030873-3.2924e-05i,0.0005951+0.00037471i,0.00043964+0.0005887i,0.00034474+0.00069612i,0.00043+0.00069736i,0.00028338+0.00064458i
0.0013092+0.00055476i,0.0011603+0.00074801i,-3.8435e-05+0.00053159i,-0.00087646+0.00034961i,-0.00032896+0.00026504i,0.00048436+0.00069663i,0.00063884+0.00083737i,0.00050872+0.00045108i,-0.00010676+0.00042083i,-0.000444+0.00035171i,-9.0677e-05+0.00028385i,2.6172e-05+0.00010033i,-0.00032225-8.161e-05i,-0.00018895+0.00022536i,-0.00035379+0.00066636i,-0.00086543+0.00058102i,-0.00042239+0.00076768i,-0.00019733+0.00054021i,-0.0004416+5.4694e-05i,-0.00016736+0.00023393i,-0.00026015+0.00042383i,-2.1866e-05+0.00074119i,0.00058236-0.00036535i
-0.00011763-0.00016827i,0.00013139-0.00053011i,4.005e-05-0.00067555i,-0.00022932+0.00031948i,-0.00020824+0.00099112i,-9.6974e-05+0.00044583i,0.0002235+4.5192e-05i,0.00035205-0.00066672i,-8.0306e-05-0.00042031i,-0.00055919+2.8715e-05i,-0.00035414-9.0872e-05i,-3.6977e-05-0.00048732i,9.7394e-05-0.00060563i,0.00064639-0.00019297i,0.0003738+0.00058452i,-0.00013105+0.0013444i,0.00020038+0.001399i,0.00036072+0.0010558i,0.0002038+0.00054075i,-0.00070094-0.00014959i,-0.00055428-0.00019169i,-0.00063852+0.00020667i,-0.00053387+0.0001517i
-0.00047847-0.0019887i,-0.0023723-0.00074953i,-0.0027205-0.00082701i,-0.0025825-0.00072867i,-0.0022314+0.00068348i,-0.00068112+0.0019625i,-0.00013261+0.0014861i,-3.7488e-05+0.00057023i,-0.00011774+0.00044469i,-0.0010862+0.00041186i,-0.00085792+0.00045498i,-0.00010616+0.0004787i,0.00053202+8.8135e-05i,0.00072683-0.00047493i,9.0558e-05-0.0012867i,-0.00096972-0.0010675i,-0.00087676-0.00055544i,-0.0002676-0.00029838i,-0.00060726-0.0002182i,-0.00049042+0.00024419i,1.5633e-05+0.0009298i,-8.4024e-05+0.00042844i,0.00028505+0.0002541i
-0.0012069+0.001537i,0.00019693+0.00081323i,0.00045295-0.00020083i,-0.00023169+0.00071996i,0.0002542+0.0025035i,0.0012601+0.0019053i,0.00065222+0.00092223i,-0.00039475+0.00088565i,-0.00061256+0.00085181i,-0.00034261+0.00065427i,-2.4136e-05+0.0010451i,0.00066604+0.0010385i,0.0012803-1.7084e-05i,0.0011332-0.0004022i,0.00080511-3.5796e-05i,0.0001489-0.00024668i,-6.9297e-05-0.00033089i,0.00010719+4.0514e-07i,-9.51e-05-0.00042178i,-0.00031369-0.0015537i,-0.00027783-0.0015048i,-0.00010925-0.00052679i,-0.00011041-0.0005211i
0.0021317-0.0053083i,0.00055097-0.0050328i,-0.00164-0.0048832i,-0.0029385-0.002929i,-0.0023635-6.131e-05i,-0.00086674+0.00096846i,-8.9629e-05+0.00044502i,0.00051392+0.00036082i,4.6317e-05-0.0002717i,-0.0006095-0.00022268i,-0.00022729+6.8009e-05i,-1.9435e-05-6.1949e-05i,-0.00013601-0.00048216i,0.00011147-0.00036058i,-0.00039665+0.00033527i,-0.0011126+0.00025434i,-0.00048361-0.0001468i,0.00017212-0.00014415i,0.00040148-0.0004905i,0.00045541-0.00068853i,-6.9936e-06-0.00048426i,-0.00026267-0.00030952i,9.9892e-05+0.00012996i
-0.00037264+0.0025939i,-1.1778e-05+0.0017836i,0.00018715+0.00037733i,0.00095761+0.00021437i,0.001401+0.0021241i,0.0010699+0.002817i,0.00074956+0.0017573i,0.00013386+0.00055322i,-9.1415e-05+0.00014388i,-8.815e-05+0.0005724i,0.00010451+0.00093733i,0.0002765+0.00050317i,-3.6246e-05+0.00021206i,-0.00079439+0.00025179i,-0.0011777+0.00024649i,-0.0010602-6.4122e-05i,-0.00055954-0.00067415i,0.00055735-0.00070476i,0.00069867-0.00045745i,-6.3177e-05-0.00011854i,-0.00023901+0.00037243i,-0.00051669+0.0010549i,-0.00048154+0.00045882i
-0.00055112-0.0012439i,-0.00046816-0.0011622i,-0.00024306-0.00057629i,0.00017157-0.0003261i,0.0013512-0.0001375i,0.0023252-0.00034385i,0.00142-0.00028112i,-0.00037526+0.00055227i,6.6901e-05+0.0013803i,0.0012416+0.0012876i,0.001449+0.00019295i,0.0012187+0.00011667i,0.00038022+0.00021078i,1.0628e-06-0.00019435i,5.6034e-05-0.00054289i,-0.00021084-0.0009579i,8.4369e-05-0.0012511i,0.00038141-0.0013264i,-3.2772e-05-0.00067814i,-0.00072311-9.8048e-05i,-0.0010963+0.00011894i,-0.00045432+0.00014809i,-5.8141e-05-0.00042143i
0.00034606+0.00026797i,1.7382e-05+2.4972e-05i,-0.00087639-0.00078788i,-0.001273-0.0014163i,-0.00011392-0.000201i,0.0010392+0.001503i,0.00016124+0.0011584i,-0.00048497+0.00070501i,-0.00010364+0.0011924i,8.9283e-05+0.0010881i,-0.00051047+0.00084398i,-0.0009217+0.00073814i,-0.00058553+0.00037265i,-0.00082743+0.00018372i,-0.0011724+0.00015768i,-0.00036837+0.00037588i,0.00046875+0.00061925i,0.00027622+0.00096964i,0.00061758+0.00030012i,0.00010382-0.00021639i,-0.00024613-0.00024476i,0.00027395-0.00013202i,0.00014506+0.00020277i
-0.0014352+0.000333i,-0.00086028+0.00014056i,-0.00066604+0.00044982i,-0.00026648+0.00081609i,0.0010302+0.0011681i,0.001597+0.0010461i,0.0006421+0.00085964i,-0.00076397+0.0011664i,-0.00088831+0.0008373i,-0.00043008+0.00035427i,-0.00044172+0.00056096i,0.00043595-4.8367e-05i,0.00054015-0.00070718i,-8.4333e-05-0.00032061i,-0.00062879+0.00011838i,-0.00041537-0.00032394i,-0.00033713-0.00089021i,-0.0001665-0.00056028i,0.00011787-0.00054125i,4.8459e-05+0.00017735i,0.00037692+0.00085133i,8.1583e-05+0.00028978i,-0.0002658+0.00030064i
0.0018995+0.00066968i,0.0022288-0.00066269i,0.0013068-0.00088031i,-7.485e-05-0.00037673i,-0.0012839+0.00011591i,-0.00052022+0.00027345i,0.00050522+0.00043176i,0.00035102+0.00095775i,-0.00022101+0.0012412i,-0.00077426+0.00098702i,-8.2018e-05+0.0008297i,0.00041704+0.00062097i,0.00026057-7.3304e-05i,0.0001437-3.0901e-05i,-0.00011756+0.00068944i,-8.3584e-05+0.0010608i,0.00036463+0.0011774i,1.141e-05+0.00055577i,-0.00086733-0.0008906i,-0.00064168-0.00082132i,-5.1333e-05+0.00024556i,-0.00033781-0.00018347i,-0.00076732-0.00054454i
-0.0018575-0.001826i,-0.0019202-0.0010758i,-0.0018341-0.00058067i,-0.0015311-0.00012497i,-9.3384e-05+0.00069619i,0.0014739+0.0012943i,0.0013873+0.00068311i,0.00048093-0.00043973i,5.7959e-06+8.918e-05i,-0.00022486+0.0012172i,-8.9429e-05+0.0012489i,-5.0256e-05+0.00060967i,0.00035934-0.00010909i,0.00098721-0.00052558i,0.00046573+9.6837e-05i,-0.00015315+0.00030418i,-0.00016402-0.00087968i,-0.00026477-0.00090954i,0.0001713-0.00045284i,0.00061222-0.00027337i,0.00033107+0.0006269i,-0.00061423+0.00065943i,-0.00060635+0.00025329i
0.0002712+0.00064999i,-9.1573e-05-8.2395e-05i,-4.0536e-06-0.00060221i,-0.00029859-2.0872e-06i,0.00031081+0.00094723i,0.00087938+0.0013046i,0.0001421+0.00089638i,-0.00074134+0.00035016i,-0.0013308+0.00022172i,-0.00098743+0.00021687i,-4.6931e-05+0.00064486i,-0.00022926+0.00091428i,2.1881e-05-0.00015293i,0.00055576-0.00093011i,0.00030934-0.001086i,0.00063382-0.00098773i,0.0010312-0.00093569i,0.00079907-0.00058309i,0.00052365-0.00075986i,0.00010376-0.0008085i,-3.3682e-05-0.00026263i,3.7004e-05+9.2616e-05i,0.00033283+0.00011539i
-0.00013506+0.0006141i,5.388e-05+4.6968e-05i,0.00028735-0.00099537i,-0.00052404-0.00087342i,-0.00093575+0.00050767i,0.00015749+0.0011345i,0.00018601+0.00090538i,-0.00068156+0.00056182i,-0.00058771+0.00038064i,-0.00025072+0.00017374i,0.00025769+0.00012239i,0.00043936-0.00029759i,4.214e-05-0.00061686i,-0.00080366-0.00056781i,-0.00063887-0.0011287i,0.00036638-0.0010174i,6.1441e-05+0.00036816i,-0.0001712+0.00081417i,0.00013444-0.00026993i,-1.3003e-05-0.00074427i,-5.8021e-05-7.2981e-05i,-0.00022949+0.00061222i,-0.00065455+0.00036953i
0.00050202+0.00053999i,-0.00029733-5.2301e-05i,-0.0003457-0.00029609i,-0.00047315+5.1232e-05i,-0.00041941+0.00066059i,0.00018884+0.00095278i,0.0004657+9.5548e-05i,0.00032832-0.00052583i,0.00022312+0.00036098i,-0.00019332+0.00072985i,-0.00026411+0.00061028i,7.0858e-05+0.00056263i,-5.5278e-05+0.00053127i,-0.00044819+0.00016182i,-0.00047721-0.00049104i,9.0896e-05-0.00076629i,0.00029356-0.00052903i,0.00029672+0.00038322i,0.00048733+0.00046188i,0.00054313+0.00043391i,0.00049802+0.00069114i,-0.00024248-0.00041653i,-0.00029102-0.00065421i
0.00042597-0.00079928i,0.00095621-0.0011317i,0.00040022-0.00055255i,-0.00014725+4.7412e-05i,-0.00021061+0.0010561i,0.00023839+0.0012701i,0.00031233+0.0011378i,0.00040434+0.00049073i,0.00092451+0.0003277i,0.00028395+0.0006525i,-0.00024599+0.00073257i,-5.5289e-05-5.769e-05i,-0.00027269-0.00087672i,-0.00038705-0.00032852i,-0.00033468+0.00020333i,8.3761e-05+0.00029028i,0.00056989-0.00035191i,0.00052032-0.00071603i,0.00069564-0.00034233i,0.00057056+9.1983e-05i,-0.00027603-0.00012694i,-0.00013463+0.00018798i,0.00059391+0.00084119i
-0.0013772-0.00096424i,-0.00033994-0.00091443i,-0.00094481-0.0001624i,-0.0015528+0.0016436i,-0.00055185+0.0026922i,0.00035352+0.0017045i,0.00061125+4.2294e-05i,0.00056309-0.00025737i,-0.00046578-7.5176e-05i,-0.0012209-9.3821e-05i,-0.0012052+0.00048179i,-0.00039366+0.001354i,0.00025656+0.00077506i,-4.6912e-05+0.00028799i,-0.00028229+0.00050555i,0.00019743+3.0872e-05i,5.9346e-06-9.802e-05i,0.00014003+2.9042e-05i,0.0005106+0.00017033i,0.00075964+0.0002606i,0.00061464+0.00026882i,-0.00054798+0.00018343i,-0.00077733-0.00060795i
-0.0014466-0.0019724i,-0.0017334-0.00069716i,-0.00090679+0.00038266i,-0.00033873+0.0012846i,0.00014687+0.0024107i,0.0010283+0.0024085i,0.00019162+0.0010709i,-0.00042853-0.00023532i,-0.00068722-0.00023859i,-0.00075867+0.00014934i,-0.00047486+0.00046282i,-0.00056322+0.00039207i,-0.00075153+0.00029431i,-0.00058888+0.00012278i,-7.5768e-05-0.00060187i,0.00042445-0.0011667i,0.0004169-0.00046316i,0.00031348-8.2872e-05i,0.00039258-0.00020564i,-0.00046469-0.00050056i,-0.00067303-0.0003469i,6.4455e-05+0.00061481i,0.00040482+0.00015993i
-0.0021876+0.00065677i,-0.0011151+0.00038723i,-0.0015581+0.00080561i,-0.0019878+0.0013284i,-0.00093109+0.0020292i,0.00027143+0.0024947i,0.00027355+0.0014373i,-0.00095582+0.00038023i,-0.0012831+0.00024337i,-0.0013621+0.00075053i,-0.00072893+0.0013911i,0.00021321+0.0011502i,-0.00050144-0.00010113i,-0.00090986-0.00091133i,-0.00053616-0.00062312i,0.00014054-9.2592e-05i,0.00012037-0.00070484i,-0.00016603-0.00098818i,-0.00057729-0.00043655i,-0.00043803-7.464e-05i,-0.00011001+0.0011653i,0.000158+0.0010393i,0.00018178-0.00029754i
0.0014541-0.0025561i,0.00050331-0.0020101i,-0.0003092-0.0012979i,-0.0010574+0.00011736i,-0.0015306+0.00092652i,-0.00069671+0.00053843i,0.00013598+0.00018394i,0.00053455+7.3598e-06i,0.00045519+0.0006215i,-0.00025957+0.00099964i,2.7592e-05+0.00063683i,0.00054949+0.00027126i,-0.00046098+0.00018742i,-0.00081614+0.00035921i,-2.5529e-05+0.00041558i,0.00073609+0.00032209i,0.0010675-0.00030866i,0.0011198-0.00037124i,0.00055207+0.00016037i,-0.00019695-0.00026067i,-0.00021098-0.00053573i,-0.00029961-0.00037867i,-0.00067671+0.00022095i
-0.00036184+0.0015474i,0.00063646-0.0010988i,0.0010485-0.0027295i,0.00065278-0.0018032i,0.00091328+0.00025573i,0.00098848+0.0014115i,0.00057532+0.0011746i,0.00018597+0.00039287i,0.00045919+0.00053143i,0.00024008+0.00055005i,-0.00040048-0.00044189i,7.1098e-05-0.0008316i,0.00031752-0.00036961i,8.5633e-05+0.00024732i,-0.00011512+0.00039558i,-0.00036834+1.146e-05i,9.4458e-06-0.0006638i,-7.3952e-05-0.00091162i,-0.00029337-0.0010034i,5.4164e-05-0.00054024i,0.00040509-0.00029689i,0.0003173-0.00043053i,0.00043744-0.00020142i
-0.0010749-0.0022157i,-0.0010723-0.00077323i,-0.00092943-0.00097761i,-0.0017651+0.00063269i,-0.001186+0.0024024i,0.0010042+0.0013718i,0.0012133+0.00082904i,0.00078764+0.00024987i,0.00010821-0.00041181i,-0.00022876+0.0006683i,-6.4794e-05+0.0011817i,0.00035423-0.00018097i,0.00052246-0.0012952i,3.7134e-07-0.0012028i,-8.5086e-05-0.00080005i,0.00043174-0.0003224i,0.00017481+0.00038849i,-1.3254e-05+0.00044861i,-0.00034646-0.00013746i,4.0235e-05-0.00030319i,0.00020356+0.00015868i,0.0001965+0.00094982i,0.00016407+0.0011434i
0.0010827+0.00041385i,0.00060868-0.00085376i,0.00094705-0.0018356i,0.00058904-0.0014786i,0.0010329-0.0011319i,0.0007648-0.00018162i,0.00036453+0.00090727i,0.00048868+0.0010105i,3.8263e-05+0.0010884i,0.00026845+0.00033478i,7.8376e-05-0.00064959i,0.00013771-0.00018292i,-2.9891e-05+0.00036255i,-0.00034718+0.00021713i,-0.00043223+0.00014121i,-0.00050823+7.4392e-05i,-0.00033939-0.00013971i,0.00035768-0.00020996i,0.0010538+0.00019634i,0.0010699+0.00022574i,0.0012235+8.6984e-06i,0.00038781+0.00020015i,-0.00014924+0.0002274i
0.0039314-0.0012889i,0.0030196-0.0023059i,0.0014284-0.0034006i,-0.0010131-0.0028557i,-0.0013575-0.0013793i,-0.00051871+0.00056585i,5.3218e-05+0.0015058i,0.00062482+0.00080508i,0.00094299+0.00037097i,0.00016358-0.00050058i,-4.9855e-05-0.00056556i,0.00025518-7.9753e-05i,0.00027598-0.00018937i,0.00054238+0.00043485i,-0.00029014+0.00025324i,-0.00038814-0.00090366i,4.7835e-05-0.0010083i,-0.00021389-0.000471i,0.00056735+3.4336e-05i,0.00093306+0.00013554i,0.00011482-0.00035099i,0.00018134-5.7694e-05i,0.0004264+0.00047289i
0.0015863+3.8029e-05i,0.0021654-0.0011032i,0.0016553-0.0013144i,-7.8245e-05-0.00079214i,-0.0006371+0.00022556i,-0.00010045+0.0013579i,-0.00022468+0.0016493i,-0.00039538+0.0012399i,-3.9196e-05+0.00093916i,-0.00053252+0.0010157i,-0.00077014+0.0003722i,0.00012383-0.00013462i,-0.00026965+0.0011219i,-0.00026386+0.0014686i,0.000412+0.00072525i,0.00082448+0.00012604i,0.0010544-0.00035894i,0.00051285-0.00045423i,-0.00022199-7.2314e-05i,-0.00035519+0.00021714i,0.00034481+0.0003128i,0.00086579+5.6738e-05i,0.00054813-0.00010099i
-0.0029921-0.0020177i,-0.0017551-0.00015254i,-0.0017827-0.00027421i,-0.0013592+0.00044106i,-0.00014233+0.0014653i,0.0017728+0.0013302i,0.0019921+0.0014939i,0.00039815+0.0011707i,-0.00056856+0.00069285i,-0.0012635+0.0008549i,-0.0010956+0.00046101i,0.00028193-0.00017631i,0.0006832-0.00053175i,0.00016949-0.00070593i,0.0004933-0.00016197i,0.00076891-0.00025228i,1.3133e-07-0.00063498i,-0.00044201-0.00052647i,-0.00024138-0.00076638i,0.00026317-0.00044562i,0.00037004-0.00037515i,0.00059339-0.00052565i,0.00055885-0.00062213i
0.00067549+0.00088048i,0.00098984+8.5867e-05i,0.00029594+7.7588e-05i,-0.00047627+4.7524e-05i,0.00031747-2.6455e-05i,0.0015779+0.00049811i,0.0015304+0.00054452i,-0.00046335+0.00029307i,-0.00085115-0.00024161i,-0.0002976-0.00052501i,-0.00045666-0.00012379i,-0.00012986+2.7023e-05i,0.00019758-0.00025122i,-0.00025079+0.00013615i,-0.00052627+0.00025715i,4.112e-05-0.00044184i,0.00055358-0.00026427i,0.00019139+0.00045225i,-0.00019844+0.00047708i,-0.00017289-5.4479e-05i,0.00044974-0.0002069i,0.00071107-8.5308e-05i,0.00055107+0.00056401i
0.0014045-0.00074213i,0.00021786-0.002085i,-0.0015819-0.0024277i,-0.0015555-0.0010479i,-0.00028332+7.4035e-05i,0.00054853+0.00049349i,-3.5585e-05+0.00097625i,-0.00055544+0.0011901i,7.5463e-05+0.0014636i,0.00030987+0.00056361i,0.00037551-0.00056104i,0.00032031-0.00025815i,0.00026223-8.4812e-05i,-0.00016226-0.00076501i,-5.2365e-05-0.0010583i,0.00085814-0.00078851i,0.00090024-0.00065748i,0.00021578-0.00048374i,-7.16e-05-0.0002456i,-0.00055364+0.00022134i,-0.00030385+0.00043433i,0.00053277+0.00049342i,2.5471e-05+0.00058855i
-0.00017845+0.0012944i,-0.00018727+0.0011112i,3.178e-05-0.00013087i,-0.00014321+0.00010179i,-0.00026281+0.0020631i,0.00041737+0.002249i,0.00060395+0.00070254i,0.00011882+0.00067265i,-0.00040916+0.00036765i,-0.00074284-9.7597e-06i,-0.00051909+2.9277e-05i,6.0912e-05+1.3074e-05i,-8.9159e-05+9.111e-05i,-0.00027879-6.2878e-05i,0.00028595-0.00042146i,0.00070816-0.00058791i,-0.00054438-0.00072903i,-0.00070473-0.00092947i,8.3079e-06-0.00068289i,-2.8777e-05+9.5019e-06i,0.00011587+0.0003062i,0.00050569-0.00015249i,0.00034869-0.00021225i
0.00084877-0.0025772i,0.00022371-0.0026669i,-0.0014454-0.0027432i,-0.0017181-0.0010097i,-0.00063748+0.00096333i,0.00031532+0.0011894i,0.00018906+0.00086057i,-0.00048971+6.3122e-05i,-0.0010379-0.00024247i,-0.00088811-0.00039246i,-0.0003782-0.00013863i,0.00034932+0.00036602i,0.00077346-0.00048159i,0.00089165-0.0010288i,0.00062883+5.588e-05i,0.00032036+0.00088535i,-0.00018333-0.00017939i,-0.00086136-0.00061666i,-0.00042672+0.000277i,-4.8452e-05-0.00014619i,7.7206e-05-0.00022531i,0.00025463-0.00020218i,0.0005796-0.00047068i
0.00071469-0.0011398i,-0.00014734-0.0011606i,-0.00018127-0.0018155i,-0.00099322-0.0014752i,-0.0018978+0.00013865i,-0.00059796+0.0010523i,0.00021139+0.00073092i,-0.00025243+0.00039375i,-7.6889e-05+0.00081191i,6.0541e-05+0.0011666i,-0.00058719+0.0011916i,-0.00069115+0.00082243i,0.00018434+0.00090079i,0.0002324+0.00098231i,-0.00050756-4.7359e-05i,-0.00071564-0.00055105i,-0.0003268-0.00050977i,-0.00076813-0.00025191i,-0.0014795-0.00023537i,-0.00094535-0.00039255i,0.00064546+4.3642e-06i,0.0011037-1.5502e-05i,0.00065879-1.3064e-05i
0.0033204+0.0015637i,0.0023787+6.5812e-05i,0.0014101-0.0016641i,0.00040308-0.0017708i,0.00024298-0.00074148i,-0.00078253+0.00028983i,-0.0015011+0.00039548i,-0.00080099-6.2557e-05i,-0.00036706-0.00095392i,-0.00035862-0.00096994i,-0.00023278-0.00058708i,0.00021129+0.00030083i,0.00071441+0.00066547i,0.00074679+0.00019153i,0.00021866-0.00016005i,-0.00029771-0.00024072i,-0.00011813-0.00068449i,-8.6924e-05-0.00075247i,-0.00023766-2.7334e-05i,-0.00070319+0.00032054i,-8.4017e-05+0.00017724i,0.0011066+0.0002121i,0.00089792+0.00033119i
-0.0020138-0.0022601i,-0.0017946-0.0016916i,-0.0023232-0.0016018i,-0.0010939-0.00087535i,3.6689e-05+0.00055783i,0.00033702+0.00072072i,0.00083709+0.00077769i,0.00054768+0.0016261i,-0.00033872+0.0011999i,-0.00082869+0.00055679i,3.1789e-05+0.00079359i,0.00086489+0.0012176i,0.00029729+0.00093348i,-0.00033218+0.00043569i,-0.00062592+0.00029964i,-0.00075467+0.00029216i,-0.00028349-0.00026323i,5.507e-05-0.0001875i,-9.6359e-05+0.0001492i,0.00026081-0.00066939i,0.00057452-0.0010609i,7.343e-05-0.00019196i,-0.00035866+0.00015183i
0.0022931-0.00081967i,0.0019416-0.0011977i,0.00033583-0.00095709i,-0.0011047+0.00014596i,8.6271e-05+0.0010861i,0.0017219+0.00090654i,0.0017951+0.00081987i,0.0012944+0.00082657i,0.00039088+0.00095888i,-0.00063032+0.00071798i,-3.3511e-05-9.2061e-05i,0.00078605-0.00029587i,0.00081089+0.00010297i,0.00063245+0.00048749i,0.00042969-0.00029692i,0.00049461-0.0010095i,0.00028242-0.00044987i,-0.00042306-4.9648e-05i,-0.00025486-0.00076534i,2.9693e-05-0.00054917i,5.0084e-05+0.00026095i,0.0008707-0.00012598i,0.0015364+0.00029889i
-0.0023311-7.227e-05i,-0.00076744-0.00054772i,0.0012973-0.00011172i,0.0017336-2.3295e-05i,0.0021071+0.00016802i,0.001481+0.00020545i,0.00034735-3.2498e-05i,-0.00016917+0.00067854i,-0.00016578+0.0010447i,0.00074348+0.00068482i,0.00065481-0.00031918i,-0.00011763-0.00084885i,-0.00050749-0.00069678i,-0.00094326-0.00045909i,-0.00069409-0.00016018i,-0.00025876+4.7709e-05i,-0.0005795-0.00040076i,-0.00092151-0.00078203i,-0.00060291-0.00081918i,-6.6509e-05-0.0012523i,0.00068599-0.00049377i,0.00056404+0.00093125i,-0.00039067+0.0011623i
0.00059476-0.00071612i,-0.00053418-0.00088435i,-0.00093767-0.0010109i,-0.00095323-0.00042929i,-0.00044004+0.00039129i,0.00020459+0.0010482i,0.0011861+0.0010667i,0.0010946+0.00077066i,0.00016782+0.00060547i,6.8754e-05+0.00052978i,-5.6918e-05+0.00082066i,0.00011624+0.0010889i,0.00075423+0.00039483i,0.00079432+0.00060228i,0.00057543+0.00057677i,0.0003255-0.00018594i,0.00013485-0.00041221i,0.00040062-0.00060332i,0.00081921-0.00020158i,0.00095879+4.0967e-05i,0.0011152-0.00016347i,0.0009406-0.00012537i,0.00028761-0.00011263i
4.416e-05+0.00034322i,0.00048766-0.00054557i,0.0013296-0.00080631i,0.0014008-7.7142e-05i,0.0011834+0.00023562i,0.0013953-0.00036677i,0.00063586-0.00025935i,-0.00021434+0.00046422i,-0.00012536+0.000802i,0.00022691+0.00047119i,0.00047001-5.9152e-05i,-0.00015153+0.00021591i,-0.00059884+0.00020053i,-0.00073874-0.00073913i,-0.00094259-0.00040099i,-0.00074547+1.1711e-06i,-0.00060662-0.00011394i,-0.00047719-0.0001227i,-0.00014552-0.00030493i,0.0002464-4.6512e-05i,0.00025102+0.00028673i,0.00053909+1.2956e-05i,0.00098115+9.4268e-06i
-4.3573e-05-0.0021955i,-0.00034393-0.0022956i,-0.0010693-0.0015331i,-0.0018091-0.00015566i,-0.0011497+0.0007516i,0.00032684+0.0010909i,0.00046501+0.00069702i,-0.00047365+0.00018092i,-0.00069879+0.00049766i,-0.00011342+0.00065151i,0.00097722+0.00057086i,0.0013268-0.00027839i,0.00074126-0.00072732i,-4.4648e-05-0.00084838i,-0.00030884-0.0004114i,-0.00039856+0.00031014i,-0.00063141+0.00059471i,-0.0012228+0.00098906i,-0.0014868+0.00046584i,-0.00056647-1.4179e-05i,-0.0002516+0.00083037i,-0.00086725+0.00088594i,-0.0012108+0.00026453i
-0.0014316+0.00086718i,-0.00046125+0.00025299i,8.3813e-05+0.0006245i,0.0011611+0.00082281i,0.0017519+0.0017505i,0.0017474+0.0019505i,0.00082932+0.00041333i,-0.00032194-0.00099608i,-2.9087e-05-0.00043296i,0.00086284+0.00065137i,0.0014467+0.0011307i,0.00095564+0.00077005i,0.00041351-0.00013003i,9.5982e-05-0.00038722i,-0.0010423-2.4586e-05i,-0.00076283+0.00012624i,0.00026504-0.00047103i,1.4821e-05-0.00090563i,-0.00061149-0.00013297i,-0.00088378-0.00012371i,-0.00044784-0.00047764i,-0.00015131+0.00014008i,-0.00060913+0.00022136i
0.0016712-0.0018212i,0.000662-0.00263i,-0.00021326-0.0026126i,-0.00071923-0.0020745i,-0.00076568-0.0018462i,-0.00033699-0.0016272i,0.00033923-0.00059123i,8.5823e-05+0.00057396i,-0.0001903+0.0012717i,-6.0793e-05+0.00067261i,-0.00044078-0.00060578i,-0.00073108-0.00068093i,-0.00020749-0.00044429i,-4.4435e-05-0.0006136i,-0.00011457-0.00071936i,6.9978e-05-0.00069754i,-0.00043879-1.5468e-05i,-0.00023845+0.00013079i,0.0010501-6.0375e-05i,0.000743+2.5224e-05i,-0.00033747-0.00022835i,-0.00052728-0.00020609i,-0.00030021-0.00036294i
0.0010472+0.00087264i,0.0015325+0.00061926i,0.0006249-0.0007409i,0.00015716-0.00054688i,0.00029856+0.00089182i,0.00021405+0.0011755i,0.00024618+0.00083119i,-0.00047949+0.0010191i,-0.0013777+0.00095776i,-0.00040729+0.00034777i,0.0010118+0.00022985i,0.0011362+0.0001351i,0.00012398-0.00071303i,-0.00013904-0.00077744i,0.00012395-0.00014285i,3.2638e-05+0.00037062i,0.00040187+0.00069443i,0.00070238+0.00056435i,0.00040551-4.4952e-05i,-0.00031124-0.00047104i,-0.00089531-0.00071023i,-0.00040678-0.00079952i,0.00036197-0.00029982i
0.00027335-0.0021731i,0.0001627-0.0016724i,-0.00038868-0.0017832i,-0.00056919-0.0014439i,-0.00059404+0.00089084i,0.00012714+0.001686i,0.00072382+0.00045989i,4.1024e-05+0.00055861i,-0.00039056+0.00059459i,7.7989e-05+0.00090617i,6.9749e-05+0.0018343i,-0.00046375+0.0012854i,-0.00016008+0.0006001i,0.00042229+0.00057447i,0.00068706+0.00038997i,0.00023299+0.00079378i,-0.00012893+0.00040135i,-8.0358e-05-0.00052362i,-0.00057685-0.00050772i,-0.00048852-0.0004793i,-2.9213e-05-0.00032985i,-0.00022133+7.9135e-05i,-0.00099928+0.00032603i
0.0011383+0.00074478i,0.0010568-0.0007969i,0.00084396-0.0019972i,0.00014308-0.0015674i,0.00024116-7.404e-05i,6.8676e-06+0.0006144i,0.00038536+0.0005634i,0.00099214-0.00023273i,0.00049026-0.00046222i,-0.00079829-0.00052525i,-0.001375-0.0012246i,-0.00041381-0.0012265i,0.00036519-0.00063058i,-0.00017959+9.932e-05i,-0.0002978+0.00019227i,0.0003956-0.00040156i,0.00021654-0.00066899i,-0.00050357-1.5839e-05i,-0.00054088+0.00026133i,-0.00015476+0.00024312i,7.8761e-05+0.00037632i,-0.00017467-7.4034e-05i,-0.00076176-3.3601e-05i
