-0.0013027-2.4773e-06i,-0.00096-9.0109e-06i,-0.00077661+0.00098353i,-0.00067883+0.00045049i,-0.00094356-0.00028351i,-0.0003558-0.0001412i,-0.00026812+0.00046028i,-0.00012209+0.00055513i,0.00059898+0.00068083i,0.0010135+0.00044779i,0.0017876+4.9786e-05i,0.0014928-0.00039723i,-9.7391e-05-0.00055593i,-0.00051719-0.00078758i,-0.0001857-0.00053413i,0.00024286+0.00011845i,0.00012811+0.00048911i,-0.00051622+0.0006037i,5.2617e-05+0.00050425i,0.00087319+0.00022866i,0.0003462-0.00038396i,-0.0007142+3.9839e-05i,-0.0011014+0.00062095i
0.002999+0.0010256i,0.002808+0.00073218i,0.0019943-0.0003546i,0.00084706-0.0013357i,0.00043957-0.0015856i,-0.00038931-0.00058228i,-0.0012726-0.00030941i,-0.0012039-0.00097454i,-0.00058329-0.00046569i,-0.00045712+5.6113e-05i,-6.6134e-05+0.0001666i,0.00010071+0.00042216i,0.0003565-0.00023494i,0.00094886-0.00034767i,0.0013953+0.00021114i,0.0020328-0.00014364i,0.0019792-0.00046361i,0.0012653+1.2349e-05i,0.00053275-0.00011846i,0.00023892-0.00082415i,0.00013501-0.00039099i,3.2382e-05+6.0364e-05i,-0.00023911-0.00034887i
0.0019364+0.00013354i,0.00066621-0.00083462i,0.00039111-0.0014644i,0.00068858-0.0014304i,0.00040686-0.0016462i,-0.00034871-0.0018029i,-0.00050562-0.0012302i,2.0786e-05-0.00093508i,0.00017524-0.00086956i,0.00061059-0.0012317i,0.00073607-0.00084448i,0.0001564-0.0006561i,0.00017146-0.00014405i,0.00051831+0.00062505i,-5.4522e-06+0.0003525i,-0.00024084-0.00063447i,0.00039384-0.0011227i,-0.00028947-0.00043504i,-0.00069756-0.00018145i,-0.00021047-0.00050494i,-0.0003583-7.3937e-05i,-0.00043255-8.9091e-05i,0.00015188-0.00049458i
-0.00061669-0.00018593i,0.00043231-0.0005557i,0.00046484-0.00045236i,0.00036223+0.00012167i,0.0015+0.00052477i,0.002089-0.00059983i,0.0019967-0.00077412i,0.00068529-0.00074739i,-0.00061279-0.00091769i,-0.00067849-0.00050571i,-0.00012222-0.00046847i,0.00016017-0.00052463i,-0.00066543-0.00098176i,-0.00020137-0.0008381i,-3.29e-05+8.1257e-05i,-0.00049616-0.00028522i,-0.00049134-0.00032024i,-0.00082587+0.00050196i,-0.0010678+0.00036373i,-0.0010045+9.1079e-05i,-0.00088418+0.00063292i,-0.00093095+0.00066765i,-0.00085296-0.00030969i
7.6562e-05-0.00051978i,-0.00098034-0.0018363i,-0.0018822-0.0027247i,-0.0018107-0.0027441i,-0.0016137-0.0021719i,-0.0014269-0.0019908i,-0.00096823-0.001546i,-0.0011427-0.00050443i,-0.00058252+0.0001667i,0.00035929+2.0184e-06i,0.00035471-0.00037502i,0.00037835+0.00030608i,0.00073667+0.0010232i,0.00025309+0.0013133i,2.0152e-05+0.0015657i,0.00056497+0.0013746i,0.0010554+0.00085079i,0.0013388+0.00088532i,0.0011839+0.00087772i,0.0010111+0.00090524i,0.00030158+0.00066164i,-0.00047121+0.00045894i,-0.00040731+0.000582i
-0.00018797+0.0017854i,0.00098856+0.0016365i,0.0010135+0.0012082i,0.0010949+0.00086315i,0.0012759+0.00070536i,0.0008551+0.00072958i,-0.00019753-2.2668e-05i,-0.00081942-0.00024062i,-0.00060029+0.00023769i,-0.00048932+0.00015464i,-0.00015965-0.00043555i,0.00053485-0.00070178i,0.00064895-0.00067835i,0.00040933-0.00039001i,0.00068857-0.00031591i,0.00072723-0.00028867i,-0.00030343+0.00026589i,-0.00082201+0.00021614i,0.00013909-0.000831i,0.0005144-0.00060418i,0.00040876-8.5649e-05i,0.00085841+2.172e-06i,0.00034748+0.00044093i
-0.00067791+0.0013037i,-0.0010008+0.00043125i,-0.00072337-0.00069395i,0.00022636-0.00096528i,0.0018646-0.00053881i,0.0022864-0.00040086i,0.00097208-0.00058101i,0.00045937-0.00086135i,0.00052217-0.0012502i,0.00081923-0.0010805i,0.0010206-0.00082726i,0.00083142-0.00099484i,0.00039997-0.0012315i,0.00022501-0.0010253i,0.0010056-0.00092663i,0.001566-0.001149i,0.00093908-0.00046448i,-7.5401e-05+0.00032344i,0.00017437+5.8874e-05i,0.00086179-0.0002143i,0.00052049-0.00043399i,-0.00019546-0.00084658i,-6.3744e-05-0.00094249i
0.00037334+0.00031847i,0.0010027+0.0003291i,0.00063899+0.00053013i,0.00045971+0.00051845i,0.0005617+0.00026583i,0.0013481-0.00029616i,0.0011887-0.0009394i,7.3616e-06-0.0010525i,-0.0003426-0.00020587i,-0.0003152+2.0965e-05i,-0.00044085-0.00035044i,-0.00052266-0.00064925i,-0.00026834-0.00093339i,-0.00043203-0.0011377i,-7.9946e-05-0.0010703i,0.00052411-0.0014021i,0.00044567-0.0017905i,-7.9184e-05-0.00093729i,-0.00069667+5.3874e-05i,-0.00077725+7.8877e-05i,-0.00036698+0.00052896i,-2.085e-06+0.0011035i,-0.00077546+0.00066688i
-0.0019927+0.0017099i,-0.0014166+0.0014001i,-0.00076428+0.00021892i,0.00050287-0.00037346i,0.0013467-0.0011305i,0.00072692-0.0021619i,-0.00015367-0.0021035i,-0.00072178-0.0013666i,-0.00081195-0.0011504i,0.0002295-0.0014032i,0.001682-0.0012305i,0.0010127-0.00097311i,-0.00034241-0.0010017i,-0.00087275-0.0004991i,-0.00077202-2.6173e-05i,-0.00078936-0.00013504i,-0.00050793-9.8022e-05i,2.6739e-05+4.5374e-06i,-0.00019791-8.6837e-05i,0.00022676+0.00024115i,0.00058792+0.00043281i,6.6796e-05+0.00026124i,-0.00066465-0.00021871i
-0.002042+0.0002342i,-0.0015984+0.0014139i,-0.00060194+0.0026233i,-0.00048598+0.0028022i,0.00031763+0.0016509i,0.00083139+0.00053608i,0.00021456+0.00082185i,-0.00028506+0.00069059i,-0.00087917-0.00040374i,-0.0004383-0.00030454i,0.00043911+0.00085247i,0.00023876+0.0010868i,-7.9175e-05+0.0005145i,-2.2114e-05+0.00083016i,-0.00063172+0.0010929i,-0.0005274+0.00062297i,-3.1897e-06+0.0008747i,0.00010036+0.00067119i,0.00053114+0.00013635i,0.00033472+0.00053096i,0.00054622+0.00059123i,0.00024609+0.00010979i,-0.00045247+9.4896e-05i
0.0016176+0.00051155i,0.00025454-0.00020256i,-0.0010283-0.00045795i,-0.0005334-0.00033159i,0.00049688-0.00091553i,0.00062858-0.001627i,0.00019726-0.0011182i,0.00015626-0.00028631i,0.00045055+0.00026721i,0.00074502+0.00013667i,0.00090356+0.00040336i,0.00078959+0.00069028i,0.0010947+0.00033066i,0.0014764+0.00041324i,0.0011637+0.00022705i,0.00072579+0.0010356i,0.00056477+0.0020058i,0.00026079+0.0015042i,-0.00017018-8.9713e-05i,-0.00022139-0.0011309i,-1.0953e-05-0.0010165i,0.00073387-5.0738e-05i,0.00080863-4.0687e-05i
-0.0012523-0.0017294i,-0.0016106-0.0018994i,-0.0024476-0.0025888i,-0.002678-0.001549i,-0.0026778-0.00045671i,-0.0013319+0.00020147i,-0.00020033+0.00035608i,-0.00043438+7.6704e-05i,-0.0004483+0.00030054i,7.0895e-05+0.00066183i,0.00072231+0.00089179i,0.0013441+0.00081874i,0.0014456+3.8555e-05i,0.0017147-0.00089164i,0.0022363-0.00093433i,0.0024467-0.0015356i,0.0015069-0.001485i,0.00071082-0.00081338i,0.00052084-0.0005264i,0.0004998+0.00053905i,-0.00044185+0.0011584i,-0.00026503+0.00081064i,-0.00019916+0.00018113i
-0.0047975+0.0032479i,-0.0033405+0.0029005i,-0.00010452+0.0043442i,0.0021943+0.0043385i,0.0035021+0.0024479i,0.0032829-0.00025245i,0.00043953-0.0014953i,-0.0012484-0.00099763i,-0.00090718-0.00047556i,-0.00046803+0.00013981i,0.00033186+0.00016463i,0.00099004-0.0004473i,0.00011275-0.0011134i,-0.00061948-0.0019116i,-0.0015002-0.0021202i,-0.0015521-0.0019323i,-0.00084699-0.00064244i,-0.0007383+6.0276e-05i,-0.00044082+0.00031582i,-2.7834e-05+0.0011928i,0.00042595+0.0012774i,0.00075616+0.0004608i,0.00040226+0.00012917i
-0.0011355-0.0020791i,-0.0018201-0.0011774i,-0.0020392-0.00090095i,-0.0019374-0.00035945i,-0.000738-0.00076163i,0.00039421-0.0014808i,0.0003283-0.0010897i,-0.00028-0.00066181i,-0.00036446-0.00049223i,0.00040153+0.00021076i,0.00043706+0.00024196i,0.00046042-4.4921e-05i,0.00045855-0.00067274i,-0.00038076-0.0018572i,-0.00098022-0.0017796i,-0.00088247-0.00065446i,-0.00062527+8.9669e-05i,-6.5468e-06+0.00080011i,0.0010037+0.00094467i,0.0014749+0.0009526i,0.00066013+0.00057203i,-0.00057252+0.000312i,-0.00094881+0.00037652i
-0.00084328-0.0010927i,-0.0014999-0.00062743i,-0.0025084-0.001092i,-0.0029457-0.0015258i,-0.0016789-0.00071844i,-0.000633-0.00057048i,-0.00060502-0.00082308i,-0.00036217-0.00016845i,-6.4175e-05+0.00019474i,-7.5983e-05-0.00019541i,3.0579e-05-8.2999e-07i,0.00031856+0.00090027i,0.00050145+0.00057821i,0.00010516+0.00036543i,-0.00086381+0.0011561i,-0.00097958+0.0020251i,-0.00062549+0.0012437i,-0.00095742+2.889e-05i,-0.00061853-0.00042522i,-7.8096e-05-0.00076669i,-0.00037822-0.00065224i,-0.00040035-0.00034424i,-0.00026113-0.00038515i
0.0012146+0.0014493i,0.00066577+0.00044141i,0.00048341-0.00073938i,0.00085962-0.00096164i,0.00049522-0.0011646i,6.5227e-05-0.0010533i,-0.00051337+0.00034529i,-0.00041035+2.3765e-05i,0.00015892-0.00099318i,0.00049484-0.001186i,0.00099354-0.00067681i,0.00060241+0.00051604i,0.00019092+0.0010519i,0.0011696+0.00065296i,0.0019291+0.0001786i,0.0019866+0.00055292i,0.0025211+0.00042293i,0.0025249+0.00027621i,0.00067295-0.00015748i,-9.94e-05+0.00020491i,0.00010813+0.00089833i,-0.00052154+0.00036323i,-0.00040515+0.00035832i
-0.0012001+0.0017383i,-0.00038786+0.0016981i,0.0004755+0.0010282i,0.0015637-7.546e-05i,0.0020205-0.00062515i,0.0014925-0.0011643i,0.00018577-0.0019283i,-0.00085518-0.0013731i,-0.00035991-0.00088059i,0.00011157-0.00024166i,-0.00011545-9.093e-05i,0.00052773+0.0001164i,0.00095235+9.6446e-05i,0.00057043-0.0011382i,-0.00012165-0.0018595i,2.0173e-05-0.0013745i,0.0012061-0.00066301i,0.0009961+1.0113e-06i,0.00019081+0.00088432i,-6.0701e-05+0.0010771i,-0.00039357+0.00014531i,-0.00014399-0.00071558i,-0.00025282-0.00076431i
0.002339-0.00060874i,0.0033241-0.0015543i,0.0021296-0.001063i,-0.00079484-0.00013251i,-0.001842-0.00049149i,-0.0013884-0.0014182i,-0.0010261-0.0013816i,-0.00062794-0.00044792i,-0.00025528+0.00048397i,-0.00068275-0.00014419i,-0.0010233-0.00099226i,-0.00025011-0.00044671i,0.00071588+1.8766e-05i,0.00074478-5.9256e-05i,-0.000253-0.00031056i,-0.00069153-0.00082458i,-0.00042816-0.0012706i,-2.5902e-05-0.00079865i,-0.00033896+0.00022825i,-0.00048349+0.00052369i,1.9968e-05-0.0001135i,0.00031747+4.3684e-06i,0.00033304-0.00022564i
0.0017963+0.00020096i,0.0011302+0.00031673i,0.0015989-0.00039586i,0.0023922-0.00094756i,0.0018905-0.0015347i,0.00078419-0.0023257i,-0.00082135-0.0024006i,-0.0014977-0.0017552i,-0.00044368-0.0010479i,1.7101e-05-0.00092084i,0.00017138-0.0011472i,-0.00022852-0.0013253i,-0.0004026-0.00082852i,-0.00027692+0.00017857i,-0.00065168+0.0012664i,-0.00052399+0.0014698i,-0.00032223+0.0010105i,-0.00024489-4.7962e-05i,0.00052524-0.00036976i,0.0013808+0.00075763i,0.0011696+0.00051837i,0.00031612-0.0001998i,-6.2397e-06-1.7909e-05i
0.0014867-0.0010733i,2.1294e-05-0.0009749i,-0.00069946-0.00077973i,-0.00019644-0.00091511i,0.00027489-0.0013663i,0.00012093-0.0016359i,2.4365e-05-0.00090435i,0.00017946+6.5302e-05i,8.11e-05+0.00010416i,0.00074296-0.00052729i,0.00046898-0.00010979i,-0.00090326+0.00024284i,-0.00086953+0.0007115i,3.3673e-05+0.0012433i,0.00037478+0.0014713i,-0.00016178+0.0018861i,-0.00096305+0.0019148i,-0.00069525+0.0011351i,7.099e-05+0.00036146i,-0.00028491-0.00023936i,-0.00092023-0.00011379i,-0.0011066-0.00012173i,-0.0010291+0.00031058i
-0.0010919-0.00016557i,-0.0011187-0.00049263i,-0.0012686-0.0014918i,-0.001551-0.0013774i,-0.0011522-0.00095745i,-0.00071757-0.0012351i,-0.00015449-0.00068369i,-5.0907e-05+0.0010235i,-0.00022344+0.0013295i,0.00012056+0.00030088i,0.0003105-2.0802e-05i,0.0005952+0.00098604i,0.00055109+0.001401i,0.00094054+0.00083765i,0.0017328+0.00082817i,0.0016473+0.00061849i,0.0020658+0.00029573i,0.0018946+0.0010082i,0.00046771+0.0016308i,0.00036573+0.0010403i,0.00042405+0.0011228i,-0.00011789+0.00075707i,-0.00028572-0.00071094i
0.00095564+0.00088468i,0.00058744+0.00084618i,-6.3015e-05+0.00099061i,0.00021611+0.00041834i,0.00073125-0.00065188i,0.0003439-0.0013375i,3.3914e-05-0.00084932i,0.00035463-0.00044937i,0.00084605-0.00027244i,0.0010616-0.00014498i,0.00064792-0.00070403i,-0.00010299-0.00094495i,-0.00085766-0.00030875i,-9.6073e-05-0.0004965i,0.00095283-0.0015185i,0.0011356-0.001605i,0.00059058-0.001092i,0.00011779-0.00085276i,0.00023988+0.0001583i,0.00032162+0.0012835i,0.00046603+0.0012955i,0.00074895+0.00097025i,0.00087669+0.00083166i
-0.00014501-0.00022588i,-0.00039746-0.00069506i,0.00040295-0.0014669i,0.0014838-0.0016505i,0.0023661-0.000792i,0.0025371-0.001138i,0.0012395-0.0015315i,0.0002013-0.0010758i,0.00051335-0.00026983i,-2.7874e-05-0.00026012i,-2.0442e-06-0.0007468i,0.00087998-0.00017339i,0.0008785-0.00030275i,0.00042447-0.00041542i,-0.00055973+0.00059581i,-0.0012602+0.00021544i,-0.00060372-0.00094517i,0.00052298-0.0011394i,0.00050322-0.00094747i,-0.00015201-0.00020065i,0.00038496+0.00041465i,0.0012666+0.0001167i,0.001523-9.0078e-05i
0.00085074-0.0023553i,0.00026552-0.0017261i,-0.0016275-0.0019833i,-0.0030195-0.001579i,-0.0026915-0.00034313i,-0.0015104-0.00047825i,-0.0017249-0.0010453i,-0.0019951-0.0010654i,-0.0012705-0.00061102i,-0.00097729-0.00051901i,-0.00093176-0.00060825i,-0.00060175-0.00096439i,-0.0005245-0.00048806i,-0.0003187+0.00060623i,-0.00028363+0.00087766i,-0.00052726+0.00095597i,-0.00059159+0.00067153i,2.6006e-05+0.00017983i,0.00072917-0.00023178i,0.00041407-0.00063005i,-0.00056099-0.0010607i,-0.0014938-0.00038859i,-0.0013694+0.00029332i
-0.001599+0.00013226i,-0.0014139-0.00022952i,-0.00091379+0.00039265i,-0.00017734+0.00060524i,0.00090321+0.00030736i,0.001051-0.00021007i,-8.6299e-05-0.00069354i,-0.0013062+0.00023466i,-0.0017469+0.0007425i,-0.00067463+0.00052705i,0.00028207-0.00024958i,-0.00017747-0.00044022i,-0.00063817-0.00013532i,-7.9827e-05-0.00031019i,0.00049525+0.00035318i,-0.00022431+0.00082985i,-0.00069982+0.00067987i,-0.00032908+0.00024433i,-0.00040334-0.00013268i,-0.00059392-0.00017006i,-0.0005992+0.00025271i,-0.00088227+0.00046705i,-0.00066058+0.0002448i
0.0010815+0.0011039i,0.00096429+0.00014501i,0.00097468-0.00071501i,0.0013924-0.0011134i,0.0015403-0.0010496i,0.00023526-0.0017019i,-5.5914e-05-0.0012307i,-6.228e-05-0.00010786i,-0.00054602+0.00013102i,-0.00044491+0.0005229i,-0.00025014+0.00053654i,-0.00027589+0.00027666i,9.883e-05+0.00016665i,0.00078243-0.00037775i,0.0013559-0.00034035i,0.0015682-0.00027185i,0.0018472-0.0003436i,0.0019307+8.7483e-05i,0.0012696+0.00050439i,0.00054895+0.00014442i,-0.00014627+0.00011607i,-0.0003866+0.00011385i,4.0164e-05+2.789e-05i
-0.0017503-0.0011627i,-0.0020664-0.00043982i,-0.001857+0.001369i,-0.0013372+0.0029281i,-0.00073744+0.003044i,-7.181e-05+0.0019699i,6.1912e-05+0.00047348i,-0.00058713-0.00010991i,-0.00080173+0.00067113i,-0.00068523+0.00080582i,-0.0001788+0.00013264i,0.00015289-0.00036657i,-0.00029728-0.0007746i,-5.0783e-06-0.0014147i,-6.0385e-05-0.0015345i,-0.00065438-0.0011252i,0.00012665-0.00063447i,0.00075665+4.1818e-05i,0.00063648-8.558e-05i,0.00090524-0.00022272i,0.00089979-0.00070437i,0.00039153-0.00051278i,0.00010977-0.00027266i
-0.0012594-0.0003578i,-0.0010874-3.1858e-05i,-0.0014386-0.00059925i,-0.0006109-0.00064683i,0.00088121+0.00023044i,0.0019911+0.00056119i,0.0012317+5.2779e-05i,0.00018846-0.00031209i,0.00024104-0.00074717i,0.00074428-0.00098416i,0.00083923-0.00076623i,0.00069782-0.00037941i,0.0006212+0.00043448i,0.00053594+0.00046021i,-0.00018922+0.00014008i,-0.00054763+0.00021065i,-0.00034852+0.00040278i,-0.00057147+0.00018359i,0.00021902-0.00030007i,0.0015003-0.0005495i,0.0016692-0.00053932i,0.00084387-0.00024222i,0.00077911+0.00017949i
-0.0012612-0.00098441i,-0.0021941+0.00012552i,-0.0023353+0.001623i,-0.0016403+0.001641i,-0.00011697+0.0008404i,0.0012376-0.00039148i,0.0010627-0.001112i,0.00054424-0.0012871i,0.00084143-0.0011115i,0.0010115-0.00056652i,0.00071315-3.5555e-05i,0.00089636+1.663e-05i,0.001775-7.2676e-05i,0.0016128-0.00038107i,0.00022084-0.00052373i,-0.0010143-0.00081241i,-0.00077055-0.0010146i,-0.00055504-0.00026085i,-0.0010631+0.00024634i,-0.00092722+4.0233e-05i,-0.00094717+5.5246e-05i,-0.00086665+0.00028769i,-0.00090497+0.00056653i
0.0010886-0.00051341i,-0.0013554+1.8169e-05i,-0.0016765-0.0003429i,-0.00094929-0.0013628i,-0.00010479-0.0013388i,0.00010173-0.0013875i,-0.00029512-0.0017507i,-0.00036051-0.0010481i,-0.00012832-0.0008842i,-0.00039055-0.0017786i,-0.00054554-0.001801i,-0.00060752-0.0011562i,9.0534e-05-0.00077137i,0.0013376-0.00035771i,0.0019727+5.2124e-05i,0.0009819+0.00035834i,-0.00019311+0.00084034i,-0.00021591+0.0010629i,5.4721e-06+0.00056341i,0.00032885+0.00073234i,0.00048903+0.0015698i,-0.00015366+0.0015673i,-0.00053797+0.0010744i
0.0012638-0.0023329i,0.00060615-0.0027189i,-0.00062744-0.0029836i,-0.0017779-0.0018879i,-0.00098553-0.00070543i,-0.00054392-0.00050967i,-0.00016359-0.00010663i,-0.00016489+0.00017447i,-0.0010043-0.00048751i,-0.001655-0.0013016i,-0.00079274-0.0011681i,0.00011261+0.00014463i,0.00043479+0.00042933i,0.00088708-0.00040359i,0.0012995-0.00057612i,0.0012031-0.00054703i,0.00064878-0.00046515i,0.00068645+8.7399e-06i,0.00060679-0.00033461i,0.0010989-0.00073052i,0.0017456-0.00010478i,0.0013177-0.00023465i,0.00086669-0.00048863i
-0.00084857+0.0013893i,2.4196e-05+0.0005646i,0.00045782+6.1429e-05i,0.0014392+6.7565e-05i,0.0032628-0.00025705i,0.0037554-0.0014469i,0.0016539-0.0019404i,-0.00052881-0.0018658i,-0.0016226-0.0012631i,-0.0018453-7.4981e-05i,-0.00084285-0.0003129i,0.00015757-0.00050756i,-0.00025699-8.8778e-05i,-0.00099562-0.0012719i,-0.0013024-0.0024246i,-0.00056922-0.0017546i,0.00053421-0.00075216i,0.00071644-4.8591e-05i,0.00024329+7.8851e-05i,-3.7241e-05+4.66e-05i,0.00067598-0.00010862i,0.00075186-0.00064658i,-0.00032247-0.00044153i
-0.0011133-0.00014192i,-0.0015149-0.0010067i,-0.00059028-0.0010731i,-6.2736e-05-0.000494i,0.0002727-0.00040813i,0.00069957-0.00058156i,0.00015347-0.00085287i,9.21e-05+0.00023354i,-6.5037e-05+0.0014517i,-0.00029949+0.0014873i,-0.00060358+0.0012292i,-0.00043975+0.00029192i,-0.00033338-7.9504e-05i,-0.00058495+0.00027023i,-0.000947+0.00023686i,-0.0013375-0.00034274i,-0.0012857-0.00055309i,-0.00085172-0.00030636i,0.00014298-0.00014258i,0.00088632+2.7494e-05i,0.00085836-0.00078808i,0.00038708-0.00083904i,-0.00040256+0.00019695i
-0.0021133+0.0013249i,-0.0012421+0.0017417i,-0.00055375+0.0032364i,-0.00037615+0.0025881i,0.0014292+3.6597e-05i,0.0014039-0.00080016i,-0.00031763-0.00040038i,-0.00054411+0.00091233i,-6.8134e-05+0.00139i,0.00073354+0.00085171i,0.0012906+0.00011494i,0.0010055+0.00050905i,0.00069779+0.0012681i,0.001083+0.001667i,0.00047498+0.0020966i,-0.00034848+0.0013037i,-0.00040797+0.00033236i,-0.00068608+0.00042485i,-0.00012144+0.0010904i,0.00018287+0.00094605i,-0.00055292+0.00030728i,-0.00040027+0.0005571i,-0.0001908+0.0005807i
-0.0010344+0.004178i,-0.00062715+0.0044273i,0.00045795+0.0039012i,0.0023227+0.0020434i,0.0041064-0.00033855i,0.0036089-0.0021211i,0.0015362-0.0017579i,0.0008217-0.00021328i,0.0018654-0.00035076i,0.0027191-0.0013425i,0.002534-0.0012602i,0.0013147-0.00086545i,0.001256-0.00078974i,0.0018313-0.00039942i,0.0013618-0.00027391i,0.00068549+0.00042417i,-5.4254e-06+0.0008139i,-0.00014632+0.00063604i,0.0001964+0.00073972i,0.00012654+0.00091459i,-0.0004956+0.00047284i,-2.6727e-05-0.0001433i,0.00096035+0.00010174i
0.0019834+0.00013058i,0.00072433-0.0014926i,4.0209e-05-0.0019984i,0.00022705-0.0028525i,-0.00032165-0.0037589i,-0.00068752-0.0034705i,-0.00011226-0.0026039i,8.0346e-05-0.0018267i,0.00037221-0.0013491i,0.0010681-0.0019443i,0.0013426-0.0017714i,0.0011101-0.0015511i,0.00063678-0.0014083i,-0.00023491-0.0015174i,0.00051077-0.0023373i,0.00067933-0.0017115i,0.00039087-0.0012788i,0.00068655-0.0010994i,0.0003378-0.00094025i,-0.00011281-0.00048793i,0.00027718-2.2363e-05i,0.00059691-7.1256e-05i,-0.00015835+0.00015082i
0.0012845-0.001481i,0.00023651-0.0010562i,-0.00032124-0.00078177i,-0.00059404-0.0011242i,-0.00069741-0.0011575i,-0.00080323-0.001233i,-0.00035011-0.0014197i,-0.00045548-0.0018762i,-0.0006928-0.0015645i,-0.0010709-0.0016592i,-0.00095809-0.0016932i,-0.00076686-0.0013773i,-0.00063989-0.0014066i,-0.00087554-0.001402i,-0.0016087-0.0013887i,-0.0018635-0.0012788i,-0.001596-0.00092045i,-0.0011043-0.00089648i,-0.00098794-0.00073482i,-0.0010177-0.00048245i,-0.00121-0.00042843i,-0.00056838-8.4963e-05i,0.00011029+6.8734e-05i
0.00052715+0.00034877i,0.0004291-0.0018216i,0.00068297-0.0018959i,0.00018821-0.0013942i,0.0010674-0.0013927i,0.0014942-0.0012317i,0.00048505-0.0011467i,-0.00077831-0.00056765i,-0.0016814-0.00023559i,-0.0012572-0.00066232i,0.00013908-0.00084356i,0.00037972-0.0011375i,-0.00041642-0.0001914i,-0.0012482+0.0012661i,-0.0019554+0.0011218i,-0.001907+0.00058516i,-0.00097652+0.00041945i,-0.00057638+0.00035433i,-0.00047953+0.00075766i,-0.0002531+0.00082095i,-0.00032436+0.00075432i,-0.00043739+0.00072258i,-0.00054918+0.00051391i
-0.0016103-0.00077662i,-0.0018465-0.00068386i,-0.0010793+0.00082934i,6.6887e-05+0.0010921i,0.00023799-7.1795e-05i,-0.00014526-0.001943i,0.00017832-0.0020318i,0.0001974-0.00070625i,-0.00044503+0.00065768i,-0.00096864+0.0015078i,-0.00085596+0.00046554i,-4.1089e-05-0.00044165i,0.00076623+0.0010893i,0.00071634+0.0020904i,0.0011273+0.0011765i,0.0014652+0.00039689i,0.00093075-1.1832e-05i,0.0005587+0.00027226i,0.00024945+0.00052193i,-4.9234e-06+0.0003735i,-0.0005367+0.00041337i,-0.00037587+0.00056645i,-0.00019564+3.0708e-05i
0.00018915+0.00015334i,-0.00084244-0.0004605i,-0.0011377-0.0004752i,-0.00093828+0.00016005i,-0.0003295+0.00011747i,0.00031904-0.00017464i,0.00032561-0.00025293i,0.00018109-0.00056447i,0.00075356-0.00056488i,0.0014776-0.000219i,0.00057655+0.00043602i,0.00049013+0.0012461i,0.0018164+0.00076147i,0.002741-0.00058759i,0.002797-0.0013082i,0.0021971-0.00051191i,0.0011343-0.00048164i,0.001171-0.0010911i,0.0012322-0.00033511i,0.00048307-0.00029885i,0.00018409-0.000239i,-0.00018744+0.00039055i,-0.00023292+0.00030475i
0.00022721-0.00028736i,0.00019418+0.00018226i,0.00012999+0.0010214i,0.0011612+0.00065461i,0.0025653-0.0012547i,0.0020259-0.0028795i,0.0011884-0.002723i,0.0011164-0.0011912i,0.0010167-0.000375i,0.00073068-0.0013324i,0.00077499-0.0014827i,0.00057266-0.00071407i,0.00018781-0.00080418i,0.00027448-0.0013743i,0.0004769-0.0019228i,0.00022331-0.0019293i,0.00014038-0.001466i,0.00022353-0.00128i,-5.8715e-05-0.0015164i,-0.00021363-0.0013845i,3.2594e-05-0.00072546i,-3.3444e-05-0.00011808i,0.00050032+0.00041796i
0.0021275-0.00080439i,0.0019819-0.0015277i,0.0010364-0.0031791i,-0.00050525-0.0041824i,-0.0013326-0.0038354i,-0.0010394-0.0019373i,-0.0009082-0.00077974i,-0.00054168-0.0016767i,1.3685e-05-0.002206i,-0.00057827-0.0021431i,-0.00090048-0.0018423i,-0.00073656-0.0011075i,-0.00098561-0.00070666i,-0.00098373-0.0011316i,-0.0006096-0.0015102i,-0.0011066-0.0012269i,-0.0013753-0.0010108i,-0.0011635-0.00040944i,-0.0015267-0.00011296i,-0.0015108-0.00033118i,-0.0011282-1.6951e-05i,-0.00051366+6.8682e-05i,0.00038003+5.4627e-05i
0.00067128-7.5475e-05i,-0.0015714-0.00089084i,-0.0023484-0.00096856i,-0.0015976-0.0007086i,-0.00015473-0.00059159i,0.00034699-0.00086855i,-0.00011904-0.0011761i,-0.0010715-0.0011073i,-0.00076825-0.00012539i,0.00010983+0.00028753i,0.00039072-0.00016233i,0.00029965-0.00050589i,-0.00080881+0.00083194i,-0.001641+0.0019317i,-0.0014611+0.0013427i,-0.00043666+0.00033463i,0.0004804+0.0001473i,0.00047516+0.00037819i,0.00060107+0.00084537i,0.0012798+0.001352i,0.00069849+0.00091623i,-0.00077543+0.00090424i,-0.000848+0.00030568i
-0.00090216-0.0021363i,-0.00036961-0.0010663i,-0.00081199+0.00040068i,-0.00052141+0.0023559i,0.00038029+0.0029702i,0.0011065+0.0024692i,0.00059379+0.0014137i,-0.00044991+0.00086347i,-0.00054133+0.00048511i,-0.0003451+0.00083727i,-0.00014657+0.00063379i,2.8812e-05+0.00022822i,0.00061986+0.00058894i,0.001091+0.00091551i,0.0013024+0.00098753i,0.0013029+0.00061688i,0.00067835+0.00055802i,0.00092916+0.00047467i,0.001266+0.00027855i,0.00099311+0.00042443i,0.00060442+0.0004195i,0.00041488-0.00065453i,-0.00012683-0.0011582i
