-0.0013027-2.4773e-06i,-0.00096-9.0109e-06i,-0.00077661+0.00098353i,-0.00067883+0.00045049i,-0.00094356-0.00028351i,-0.0003558-0.0001412i,-0.00026812+0.00046028i,-0.00012209+0.00055513i,0.00059898+0.00068083i,0.0010135+0.00044779i,0.0017876+4.9786e-05i,0.0014928-0.00039723i,-9.7391e-05-0.00055593i,-0.00051719-0.00078758i,-0.0001857-0.00053413i,0.00024286+0.00011845i,0.00012811+0.00048911i,-0.00051622+0.0006037i,5.2617e-05+0.00050425i,0.00087319+0.00022866i,0.0003462-0.00038396i,-0.0007142+3.9839e-05i,-0.0011014+0.00062095i
0.00019108-0.0023983i,-0.00096772-0.00047519i,-0.0025502+0.0009427i,-0.0018097+0.00086872i,0.00036307+0.00039631i,0.0011209-0.00051607i,0.00084049-0.00059693i,6.0623e-05-6.4892e-05i,-0.0001708+0.00074985i,4.7719e-05+0.00092783i,0.00025207+0.0009001i,0.00031759+0.00097488i,0.00024576+0.00032133i,0.00044088-0.00033544i,0.00048072-0.00092334i,-0.00013162-0.0011297i,-0.00054404-0.00066709i,-4.4567e-05-0.00029988i,0.00040036-0.00018112i,0.00034971+0.00039817i,-0.00022425+0.00068637i,-0.00056585+0.00063465i,-0.00058938+0.00024319i
-0.00043213+0.00056106i,-0.00045255+0.000438i,-0.00010282+0.00022883i,0.00049406-0.00052934i,-0.00010612-0.0019629i,-0.00041555-0.002877i,-0.0009697-0.0019919i,-0.0019158-0.00014446i,-0.0012539+0.00048088i,-0.00071146+0.00023645i,-0.00088364-0.00039784i,-0.00055076-0.00089912i,-0.00022499-0.00019956i,-0.00060673+0.00031925i,-0.00067619-0.00019199i,-0.00011693+4.0323e-05i,-0.00063401-0.00030918i,-0.00080853-0.00097475i,8.2551e-05+5.8046e-05i,0.00031392+0.00017615i,0.001059-0.00095873i,0.0012655-0.00027282i,0.00051203+0.00078402i
-0.0015869-0.0017136i,-0.0026012-0.0010905i,-0.003059+0.00085132i,-0.002454+0.00075514i,-0.0015872+5.1694e-05i,-0.0010865-0.00023897i,-0.00029935-0.00017642i,-0.00029652-0.00023571i,-0.0010322-0.00078173i,-0.0010127-0.00043516i,-0.00027153+0.00010716i,0.0002081+1.2394e-05i,-1.3169e-05+4.3046e-05i,-0.00029556+0.00026672i,-0.00023782-0.00048578i,-0.00011201-0.00081002i,-0.00027485-0.00049642i,-0.00054658+0.00028257i,-0.00045211+0.0010993i,-0.00026579+0.0015264i,-0.00059304+0.00098273i,-0.00084888+0.00011406i,-1.0336e-05+0.00028657i
0.00028316+0.0018429i,0.00078372+0.0010296i,0.0017151+0.00074404i,0.0017066+0.00040511i,0.0009497-0.0014418i,-0.00015768-0.0026177i,-0.00047836-0.0019582i,-0.0006794+0.00014526i,-0.00081311+0.0012769i,-0.00062153+0.00034316i,-0.00080147-0.00062559i,-0.00083336-0.0006433i,-0.00081632-0.00039244i,-0.00087756-0.00036715i,-0.00029044+0.00017885i,-0.00013107+0.0011534i,0.0001626+0.0007444i,0.00020452+0.00054997i,-0.00037391+0.00086516i,-0.00068127+0.00042732i,-0.00040599+0.00013158i,-0.00032779-0.0003403i,0.00015569-0.00045697i
-0.0010571-0.00035041i,-0.0018471-0.00034756i,-0.0019779+0.00058974i,-0.001307+0.0007577i,-0.00022648-0.00028965i,0.00052329-0.00092935i,-0.00022432-0.00043522i,-0.00086137-0.00014202i,-0.00048649+0.00023937i,-0.00026587-2.1412e-05i,0.00057835-0.00047214i,0.0012188-0.00078583i,0.00040584-0.00036986i,-0.00063964+0.00059494i,-0.0010032+4.9916e-05i,-0.001095-0.00066514i,-0.0010602-0.00039541i,-0.00025986+9.8977e-05i,0.00027306+0.00021294i,-0.0002149+0.00025635i,-0.00052633-0.00024928i,-0.00015711-0.00065377i,1.6979e-05-0.00046396i
-0.00017344-0.0015693i,-0.0014675-0.00036063i,-0.0026248-0.00039313i,-0.0022608-0.00015837i,-0.0021217+0.00037065i,-0.0017195+0.00014452i,-0.00074995-0.00042366i,-0.00055501-0.00069508i,-0.00063778-0.00082076i,-0.00063859-0.00065923i,0.00025691-0.00076535i,0.00012379-0.00063435i,-0.00023462-0.00048415i,0.00039374-0.00013548i,0.00097698-0.00015473i,0.00088428-0.00015233i,0.00049377+0.00026812i,0.00050594+0.00068613i,0.00013685+0.00076083i,-0.00020409+0.00047739i,0.00017265-0.00013864i,0.00078786-0.00013729i,0.00018167+0.0004344i
-0.00077578+0.00067229i,-0.0010959+0.0018742i,-0.0018838+0.0027462i,-0.0020308+0.0014153i,-0.0010296-0.00085363i,-0.00060009-0.0018692i,-0.00090752-0.0016444i,-0.0011413-0.0012409i,-0.00091794-0.0011552i,-0.00010574-0.00045967i,0.00059446+0.00012134i,0.00064141-0.00047426i,0.0002926-0.00083979i,-0.00055618-0.00074757i,-0.00046812-0.00067877i,5.4341e-05-0.00087188i,0.0007197-0.0010253i,0.00060609-0.00073564i,-1.1899e-05-0.00034661i,-0.000598-0.00047338i,-0.00088526-0.00049327i,-0.00029404-0.00018571i,5.3725e-05+0.00064826i
-0.00061984+0.00022248i,-0.00093294+0.00096788i,-0.0016373+0.0015314i,-0.001048+3.3597e-05i,0.00051619-0.00074241i,0.00059339-0.00019593i,5.9231e-05-5.1043e-05i,0.00048403+0.00044309i,0.00048927+0.0010171i,0.00016529+0.00010904i,1.1547e-05-2.4629e-05i,-0.00029464+0.00013841i,9.5835e-05-0.00017739i,0.00012687-0.00048513i,-0.00082332-0.00036087i,-0.00027358+5.1618e-05i,0.00070606-5.9145e-05i,0.00025555-3.3405e-06i,0.00023061+0.00036461i,0.00035605+0.00025331i,2.0554e-05-0.00057047i,0.00042663-0.001409i,0.00052801-0.00097741i
-0.002045+0.0017552i,-0.00099256+0.001581i,0.00050663+0.0011795i,0.00071851+0.0011385i,0.00043539+0.00040815i,0.00078021-0.0010595i,0.00031409-0.001969i,-0.00092584-0.0017288i,-0.0012469-0.00012456i,-0.00059153+0.00049151i,2.6936e-05-0.00011054i,0.00025536-0.00076612i,0.00011224-0.00037181i,-0.00011486-0.0005061i,-0.00023936-0.0010738i,3.5682e-05-0.00095443i,0.00028364-0.00026194i,-9.7719e-05-0.00019608i,-0.00020366-0.00084911i,0.00056207-0.00064607i,0.00093185+0.00028026i,0.0003113+0.00015228i,-0.00037844-0.0007072i
0.00015761+0.0022423i,0.001203+0.0021942i,0.0023094+0.0011526i,0.0032541-0.00078375i,0.0022544-0.0019646i,0.0004908-0.0022293i,-3.8678e-06-0.0013795i,0.00028871-0.00053428i,0.0004834-5.8262e-05i,0.00017412+0.00011152i,7.6659e-05+0.00026239i,8.1475e-05+0.00066161i,0.00039908+0.00066736i,0.00081594+0.00059517i,0.00031502+0.00037276i,-0.00028993+0.00010914i,0.00016962+0.00026024i,0.00036439+0.00029337i,-0.0004576+0.00015116i,-0.00020801-0.00014144i,-4.5357e-06-5.8581e-05i,-0.00028209-0.00030948i,-0.00060252-0.00077858i
0.00026161+0.00021736i,3.0375e-05-0.00056942i,-0.00086686-0.0017525i,-0.00055391-0.0021489i,-0.00042041-0.0020077i,-0.0011414-0.0022437i,-0.0012756-0.0012489i,-0.00086082-0.00040452i,-4.2912e-05-0.00070474i,0.00051882-0.00084666i,0.00022451-0.00088231i,9.3684e-05-0.00093255i,-0.00045705-0.0012352i,-0.00079618-0.0010081i,-0.00053469-0.00091089i,0.00015113-0.00032505i,0.0011076+0.00099586i,0.0008712+0.0012056i,0.00045965+0.000794i,0.0004586+0.00043361i,0.00054064+0.00045351i,0.00041103+0.00090233i,0.00037945+0.00019865i
0.00076925-0.00039172i,0.0010707+0.00015256i,0.00051098-0.00045925i,-0.00029526-0.00038635i,-0.00078098+7.1423e-05i,-0.0013272-0.00012308i,-0.001245-0.00086804i,-0.0004593-0.00043991i,9.7992e-05+0.00028766i,-0.00041092-0.00031504i,7.9932e-06-0.00095356i,0.00085385-0.0010618i,0.00043649-3.3645e-05i,0.00019549+0.00095092i,0.00012604+0.00065313i,-0.00038623+0.00027741i,-0.00032326-6.8701e-05i,0.00021745+3.0039e-05i,0.0001384+0.00032675i,0.00031959+0.00033748i,0.00015376+0.00058326i,-0.00022453+0.00035458i,-0.00036341+0.00014758i
-0.00036919+0.0008164i,-0.0005354+0.00087532i,-6.2326e-05+0.0012266i,0.0008754-0.00064125i,0.0011025-0.0025947i,0.00029617-0.002308i,-0.0011058-0.0020889i,-0.00072565-0.0015548i,0.00087778-0.0005743i,0.0009513-0.00062529i,0.00036857-0.00055806i,0.00011644-0.00021529i,-0.00095918+5.6701e-05i,-0.00067976+8.6253e-05i,0.00013227-3.0975e-05i,-0.00066753+0.00049613i,-0.00067806+0.0005527i,0.00030229-1.6525e-05i,0.00057147+0.0001536i,0.00060747-7.1085e-05i,0.00082186-0.00023864i,0.00086511+0.00042543i,0.00045304+0.0009017i
0.00041992-7.4279e-05i,0.0010945-0.00088415i,0.00088527-0.0015062i,6.368e-05-0.0014801i,-0.00064992-0.0017841i,-0.00063928-0.0018296i,-0.00049022-0.0010242i,-0.00043733-3.0978e-05i,-0.00077958+0.00041757i,-0.0009573-1.4284e-05i,-0.00028163-0.00087368i,-8.2701e-05-9.0068e-05i,-0.00074386+0.00096649i,-0.00087018+0.00081644i,-0.00017413-0.00029393i,-0.00031388-0.00067919i,-0.00023948-0.00060763i,-2.1067e-05-0.00047655i,-0.00061447-0.0001042i,-0.00046723+0.00014683i,-0.00018731+0.00020346i,-6.378e-05+0.00029513i,0.00036222+0.00052922i
0.0014416+0.00085433i,0.0020265+0.00032192i,0.0015052-5.7917e-05i,2.7246e-05+0.00040725i,-0.0012932+0.00015385i,-0.0015841-0.00096719i,-0.0010807-0.0012506i,-0.00084221-0.00072524i,8.3318e-05-3.0232e-05i,0.00072391+0.00036357i,-8.4808e-05+0.00031081i,-0.00058117-5.1319e-05i,-0.000198-0.00085664i,0.00016959-0.00093859i,0.00025409-0.00046419i,0.00023496-0.00024507i,0.00029169-0.00056321i,0.00037722-0.00061225i,0.00062438-0.00022732i,0.00019088+4.5318e-05i,-0.00087453+9.7509e-05i,-0.00087567-0.00018531i,-0.00053952-0.00043485i
0.0022589+0.00055376i,0.0017845+0.0011196i,0.0023384+0.00029043i,0.001956-0.0010793i,0.00051832-0.0021197i,-4.4534e-05-0.0012583i,9.5113e-05+2.8268e-05i,-3.3952e-06+9.7144e-05i,0.00046844-0.00021436i,0.00074934-0.00087614i,0.000758-0.0012666i,0.00030521-0.00043637i,0.00016498-0.00027842i,3.0558e-05-0.0009622i,-0.00093103-0.00036955i,-0.0015544+0.00039625i,-0.00088115+8.0124e-05i,7.8589e-05+0.00023418i,-0.00034025+0.00083081i,-0.00079136+0.0001434i,-0.00055991-0.00021934i,0.00037812-6.45e-05i,0.0012474-3.596e-06i
0.00027693+0.00051785i,-0.00079525+0.00079811i,-0.0013815+0.0013986i,-0.0018141+0.00083015i,-0.0019554-0.00067456i,-0.0020609-0.0013619i,-0.0019773-0.0013452i,-0.0021406-0.0014228i,-0.0017607-0.00088387i,-0.0010458+0.00015752i,-0.00077211+0.00058382i,-0.0006213+0.0014649i,-0.00020906+0.0009596i,-0.00018898+7.1805e-05i,-7.6363e-05-0.00044904i,-1.0422e-05-0.00051643i,-0.00035258-0.00043919i,-9.6613e-05-0.0001054i,-0.00055927+4.6514e-05i,-0.00078267-0.0001679i,-5.7185e-05+0.00049165i,0.00016357+0.0010572i,0.00026286+0.00069145i
-0.00010322-0.00098309i,-0.00088479+0.00073359i,-0.0010861+0.00094411i,3.093e-05-0.00022116i,0.00068725-0.00078968i,8.6177e-06+0.00016071i,-0.00033833+0.00077493i,1.9292e-05+0.0005148i,0.00057003+0.00051958i,0.00019063+0.00042385i,-0.00018482+0.00060896i,0.00023112+0.00088279i,0.00046362+1.9267e-05i,0.00086105-0.00038041i,0.00066594+4.6411e-06i,0.00011727+0.00033705i,-0.00015244+0.00041397i,-0.00037711-0.00021704i,0.00034663-0.00015892i,0.00049257+0.00026378i,-0.00025274+0.0003516i,-0.00055342+0.00039012i,-5.3233e-05-0.00029039i
-0.0021489+0.00019823i,-0.0024891+0.0004705i,-0.002116+0.0015638i,-0.00021678+0.0015262i,9.6114e-05+0.00029724i,-0.00066765-0.00095018i,-0.0007424-0.00061482i,-0.00079359+3.6071e-05i,-0.00087035-0.00031017i,-0.0010191+4.0294e-05i,-0.00064083+3.1837e-05i,-0.00075693-0.00062448i,-0.0013277-0.00036051i,-0.00062333-0.00064665i,0.00066233-0.0008798i,0.0010299-0.00030503i,0.00079185+7.1733e-05i,0.00062009+0.00013802i,-0.00015712+0.00031051i,-0.00028216+0.00043001i,1.6065e-07-4.6206e-05i,0.00026721-0.000314i,0.00045076-0.00039687i
-0.00095642+2.8598e-05i,-0.0012157+0.0011929i,-0.0011879+0.0013502i,-0.0013136+0.00033734i,-0.00077364-0.00075901i,-0.00042512-0.0010983i,-0.0003616-0.00057579i,-0.00053283+7.6076e-05i,-0.00080404-1.0096e-05i,-0.00079723-0.00071982i,-0.000538-0.00083057i,-0.00044916-0.00066598i,1.3624e-05-0.00071953i,0.00055981-0.0013329i,0.00090092-0.0010879i,0.00038383-0.00038315i,-0.00051892-0.00024561i,-0.00031768-0.00011019i,0.00038958+0.00034952i,0.0007632+0.0006127i,0.00038071+0.00058249i,-7.3616e-05+0.00056001i,4.6347e-05+0.00079381i
0.00038617+0.00088765i,-0.00012957+9.211e-05i,6.7348e-05-0.00024353i,0.00087688-2.8161e-06i,0.0014006-0.00035584i,0.00093448-0.00083857i,-0.00047471-0.0006619i,-0.0014033+0.00012481i,-0.00030605-0.00021279i,0.00059418-0.00049153i,-0.00014609-0.000875i,-0.00087282-0.0011995i,-0.00053838-0.00028568i,-4.8528e-05+7.4596e-05i,-5.6059e-05+6.6342e-05i,-0.00084393+0.00056761i,-0.00082371+0.00061351i,-0.00012434+1.4072e-05i,0.00054151-0.00036687i,0.00069262-0.00074164i,-1.14e-05-0.00036529i,-0.00034433+0.00047062i,7.3438e-06+0.00032326i
0.00068143-0.0012681i,0.00043681-0.00094919i,-0.0003087-0.00084946i,-0.0012792-0.00080012i,-0.001538-0.00047315i,-0.0014218+0.00029985i,-0.0013844+0.00052125i,-0.0010185+0.00036757i,-0.00073507+0.00039371i,-5.2737e-05+9.589e-05i,0.00055586+2.8451e-06i,0.001278+0.00028477i,0.0009035+0.00021935i,0.00031143+0.00043159i,0.00059249+0.00024417i,0.00014071-0.00058126i,4.389e-05-0.0006141i,0.00052623+0.00044834i,0.00076968+0.00099962i,0.00078057+0.00049796i,0.00049784+0.00018772i,0.00051041+0.0002046i,0.00025051+0.00029847i
-0.00094144-0.00046578i,-0.00098551+0.00090094i,-0.0015481+0.0021348i,-0.0012155+0.0018289i,6.2611e-05-0.00038702i,0.0011915-0.001774i,0.00089776-0.0015159i,-0.0004504-0.00040424i,-0.00092412+9.9555e-05i,-0.0003662-0.00017981i,-0.00026319+0.00014037i,-0.00019278+0.00028536i,-7.1641e-05-0.00048693i,-0.00070118-0.0014464i,-0.001043-0.0011337i,-0.00060893-0.00076123i,3.3505e-06-0.0011342i,0.00066335-0.0012423i,0.0011332-0.00039001i,0.0007998-0.00022831i,0.00082481-5.3061e-05i,0.0010473+0.00015587i,0.00086933-0.00032273i
-0.00020587-0.0014904i,-0.0013416-0.001523i,-0.0018418-0.0014519i,-0.0016415-0.00092761i,-0.0018994-0.00013625i,-0.0015492+0.00024088i,-0.00042489+0.00054477i,0.00019242+0.00061833i,2.472e-05+0.0004056i,-0.00031804-0.00054827i,0.00028736-0.00075478i,0.00079808-0.00061868i,0.00094791-0.00024423i,0.00075465+0.00020201i,0.00017828+0.00037937i,-0.00051078-2.9455e-05i,-0.0007519-0.00049737i,-0.00032189-0.00076396i,-6.1137e-05-0.00051661i,0.00054882+0.00037174i,0.00036324+0.0004897i,-9.0475e-06+6.5945e-05i,-0.00029358+9.5616e-05i
-0.00074559+0.0019847i,-8.6983e-05+0.0013444i,0.00051446+0.0018901i,0.000194+0.0027748i,0.00029915+0.0022843i,-3.7421e-05+0.00033797i,3.6843e-05-0.0011974i,-0.00028909-0.00050794i,-0.0013325+0.000184i,-0.00086988-0.0003413i,6.5453e-05-0.00064043i,0.00029483-0.00018494i,0.0001785+0.00049324i,-0.00018161+0.00070816i,-0.00053967+0.0011533i,-0.00023794+0.001054i,-0.00020328+0.00036362i,-0.00028324+8.8427e-05i,3.7391e-05-0.00073851i,0.00046362-0.0011306i,0.0003546-0.00039306i,4.057e-05-4.6721e-05i,0.00024079+4.6767e-05i
0.00031229-0.0003871i,0.0002878+0.00044891i,-0.00048422+0.00077759i,-0.00049015+0.0005412i,-0.00034835-0.00097221i,-7.444e-05-0.0029615i,0.00040371-0.001639i,0.00010543-0.00046378i,0.0004326-0.00045183i,0.001575+0.00015627i,0.0014533+0.00014792i,0.0007318-0.00068649i,0.0011418-0.0009238i,0.0014883-0.00066565i,0.0010802-8.654e-05i,4.8378e-05+0.00016249i,-1.9539e-05-0.00016946i,0.00082233-0.00053486i,0.00099834-0.0004105i,0.00075628-0.00024688i,0.00068812-0.00049242i,0.00024788-0.00058156i,0.00047428+5.7961e-05i
-0.0012-0.00072072i,-0.0012109+0.0012823i,-0.0011284+0.0022282i,-0.00066552+0.0021204i,-0.00013812+0.0018894i,4.1623e-05+0.0020082i,0.00018722+0.00095264i,-0.00033111-0.00037426i,-0.00071907-0.00069413i,-0.00028754+0.00017555i,0.00020793+0.00030716i,0.00070306-0.00048807i,0.0010856-0.0011905i,-4.7702e-05-0.0014611i,-0.0010593-0.0013456i,-0.00017744-0.00045156i,0.00095915+0.00032015i,0.0013522-0.00010128i,-4.0388e-05-0.00041538i,-0.00069677-0.00010544i,-0.00067126-9.8344e-05i,-0.0013853-0.00012375i,-0.00043858-9.1878e-05i
0.0013473+0.00082014i,0.00077158+0.00055581i,0.00064452+7.4716e-05i,0.00072385-0.00084744i,0.00085239-0.0016747i,0.00026419-0.0017583i,-0.00089397-0.0014705i,-0.001102-0.0012486i,-0.00034278-0.00052447i,0.00026318-0.0008049i,0.00052835-0.0013834i,0.00059716-0.0013272i,0.00038033-0.00022149i,-0.00031011+0.00086458i,-0.0003995+0.00048352i,9.8169e-05-0.00036599i,0.00058049-0.00040511i,0.00066484+0.00011i,0.0001075+0.00049687i,-0.00025469+0.0010808i,-0.00028611+0.00096639i,-5.0233e-05+0.00021165i,0.00039581+0.00025944i
0.00050992-0.00099998i,0.0013024-0.00069996i,0.0011781-0.00047194i,0.0012208-0.00018234i,0.00095904-0.00033511i,0.00020345-0.00055513i,8.9098e-05-0.00021757i,0.0002997+0.0003331i,0.00031382+0.00013678i,5.3684e-05-0.00042844i,-0.00065764-0.00042681i,-0.00073291-0.00030807i,-0.0002058+0.00015814i,-0.00028353-0.00017514i,0.00048201-0.00065333i,0.00080916-0.0002672i,-2.9459e-06-0.00041628i,6.2728e-05-0.00021374i,-0.0002351+0.00034852i,-0.00033073-0.00011014i,-0.0001375+0.00019924i,-1.8424e-05+0.00037274i,-3.3226e-05-0.00011583i
0.0013545+0.0010295i,0.0015724+0.00021063i,0.00078728-4.9857e-05i,7.7863e-05-5.5382e-05i,-9.7085e-05-0.00057479i,-0.00013984-0.0010065i,-0.0008129-0.00011039i,-0.0010305+0.0001677i,-0.00040355-0.00069175i,-0.00036339-0.00063123i,-0.00094217+0.0001677i,-3.6778e-06-6.4841e-05i,0.00047865-0.00018403i,-0.00019341+0.00020965i,-0.00024315+0.00029812i,0.00036756+3.4279e-06i,0.00079693-0.00029221i,0.00010996-0.00050879i,-9.5213e-05-0.00049231i,-0.00017746+0.00044672i,0.00029334+0.00039574i,0.00063543-0.00020475i,0.00037048-8.064e-05i
0.0011837+0.0015335i,-0.00021392+0.0014692i,0.00029343+0.0012418i,0.0002424-1.4117e-05i,3.6681e-05-0.0011962i,0.00024524-0.00096276i,-0.00019071+0.00053254i,-0.00091026+0.00084478i,-0.0012036+0.00053729i,-0.0010113+0.00012834i,-0.0013051-0.00064282i,-0.00069503-0.0014867i,0.0001184-0.0016786i,-0.00039798-0.00094558i,1.0831e-05-0.00063055i,0.00050182-0.0010357i,0.00031305-0.0011872i,0.00049175-0.00030945i,0.00021365-0.00027125i,-0.00021973-0.0010812i,-5.1551e-05-0.00049103i,0.00019806-0.0002112i,0.00055691-0.00070768i
-0.0012237+0.0031578i,-0.00028022+0.0027719i,0.00057158+0.0029463i,0.0013739+0.0015977i,0.0015916-0.0011926i,0.0007009-0.0017054i,-0.00048702-0.00093815i,-5.5933e-05-0.00069628i,0.00047565-0.00044983i,0.00025452-0.00069136i,0.0004973-0.00069564i,0.0008183-0.00087976i,-0.00034474-0.00057329i,-0.0013354-0.0012163i,-0.00068555-0.0014686i,1.8239e-05-0.00024342i,0.00020817+0.00055399i,0.00056929+0.00041677i,0.00079152+0.00041781i,0.00016654+0.00023566i,-1.2948e-05-0.00044965i,-0.00019574-0.00058438i,2.8104e-05+0.00025629i
-0.0011378-0.00013187i,-0.0015294+0.00094832i,-0.0015216+0.0011585i,-0.0011314+0.0010503i,-0.0010038+0.0011666i,-0.00061014+0.0004075i,-0.00067534-0.00020251i,-0.0011734-0.00028986i,-0.00049459-0.00016273i,-0.00050168+6.2442e-05i,-0.00039401-0.0006982i,4.5886e-05-0.001227i,-0.00020855-0.00078181i,-6.8589e-05-0.0003818i,2.2395e-05-0.00018687i,-0.00020613+0.00018968i,-0.00026922+6.2691e-05i,-0.00029961-0.00020079i,-0.00032035-0.00021294i,-0.00016009+3.841e-05i,-6.3511e-05+0.00038823i,-0.0003925+0.00057648i,-0.00067034+0.00062132i
-0.00094114+0.0011063i,-0.00032205+0.0013097i,-6.5995e-06+0.0015262i,-5.8593e-05+0.001297i,0.00032402-0.00014726i,0.0011127-0.00081257i,0.0010925-2.359e-06i,-0.00028457+0.00074366i,-0.0011531+0.00051534i,-0.00044703+0.00034196i,0.00040258-0.00028546i,0.00066569-0.00020587i,0.00038633-1.9248e-05i,-3.8694e-05-0.00044915i,0.00025307-0.0001353i,0.00010597+1.3349e-05i,-0.00040955+0.00038937i,-0.0003601+0.0005264i,-0.00025012+0.00039749i,-0.00024894+0.00045466i,-0.00022599+0.00057007i,-0.00014781+0.00043197i,0.00015319+8.9258e-05i
0.0025758+0.00052017i,0.0014063-0.00057436i,0.0013114-0.00074743i,0.0012953-0.0015391i,0.00051633-0.0028261i,-0.00093913-0.0018717i,-0.0012776-0.00027408i,-0.00085684+4.9684e-05i,-0.00091632-0.00054861i,-0.0011649-0.00059949i,-0.0010391-0.00071445i,-0.00083213-0.00036531i,-0.00067855+0.00032688i,-0.00051673+0.00070848i,-0.00040133+0.00092359i,-0.0001129+0.00037965i,0.00019328+4.4497e-05i,0.0005102-0.0002545i,0.00080832-0.00037816i,0.00036777+0.00046836i,-0.00049845+0.00041139i,-0.0011381-2.0964e-05i,-0.00050346+0.00033316i
-0.0014388-0.00092947i,-0.0013231-0.0013522i,-0.0015626-0.0012904i,-0.0016926-0.00090689i,-0.0009173-0.00034371i,-0.00076196-0.00041803i,-0.00085719-0.000378i,-0.0006613+0.00034462i,-0.00063409+0.00026365i,-0.00096558+7.4261e-05i,-0.0008538-0.00040192i,-0.00011304-0.0011186i,0.00018628-0.00081886i,-0.00012123-0.00073832i,-0.00023444-0.0011394i,-0.00025771-0.001198i,0.00029442-0.0010928i,0.00016214-0.00115i,-0.00061703-0.00061724i,9.8202e-05+0.00057664i,0.00078754+0.00034858i,0.00022044-5.6115e-05i,-0.00067958+0.00013877i
0.00084183-0.0010015i,-0.00054449-0.0013367i,-0.0013448-0.0016827i,-0.00063971-0.0012724i,1.208e-05-0.0010582i,-0.00015181-0.0010419i,-4.9375e-05-0.00065308i,0.00032729-0.00071518i,-8.7274e-05-0.00036345i,3.5213e-05-8.2306e-05i,0.0004625+8.1256e-05i,0.00036722-0.00010408i,-0.00010462-0.00022087i,-7.8981e-05+0.00022176i,-0.00011028+0.00019465i,-0.00054452+0.00021867i,-0.00015983+5.7289e-05i,-9.7449e-05-0.00039279i,-0.00058779-0.0004524i,0.00014066+0.00011415i,0.00041024+3.4057e-05i,0.0001844-0.00013954i,-6.1721e-05+0.00029889i
-0.00067434+0.001316i,-0.00059278+0.00024346i,-0.00057735-0.00062607i,-0.0012713-0.00074652i,-0.00038547-0.00073322i,8.988e-05-0.00032026i,1.6305e-05-8.4099e-06i,-0.00031436-0.00022447i,-0.00078246-0.0001954i,-0.00024104+0.00017908i,0.00011404+0.00049327i,-0.00013912+0.00024353i,-0.0003976-0.00016035i,-0.00041603-0.00035001i,-0.00054462-0.00025445i,0.00012354-0.00010531i,0.00089135-0.00010695i,0.00044441-0.00020647i,0.00014651-0.0002464i,5.9998e-05-0.00028701i,-0.00032967-0.00053035i,-0.0011273-0.00083719i,-0.0014433-0.0011556i
-0.0014962-0.0003577i,-0.0013382-0.00081522i,-0.0010243+0.00037387i,-0.00052241+0.0011285i,-0.00057998+0.00085927i,-0.0015092-0.00010045i,-0.0011729-0.00045134i,-1.7913e-05+0.00014492i,0.00068493+0.0003675i,0.00052669+9.1587e-05i,0.00097021-0.00057759i,0.0013277-0.0009095i,0.00093563-0.00080596i,0.00029505-0.00071966i,-0.00023632-0.0003148i,-0.00039599+0.00033046i,8.9204e-06+0.00045169i,0.00013747-3.4956e-05i,1.1963e-05+0.00031719i,0.00015906+0.00046607i,-5.4445e-05-0.00054058i,-0.00063566-0.00037968i,-0.0010048+0.00015475i
0.00024163-0.00043524i,0.00027999-0.00024723i,-0.0007645-0.0011525i,-0.0012246-0.0013869i,-0.00086624-0.00079157i,-0.00097172-0.00015528i,-0.00088661+0.00026366i,-7.0463e-05-2.2535e-05i,0.00077182-0.00035674i,0.00051226-0.00067002i,6.0316e-05-0.00084983i,0.00043038-0.00061882i,0.00088806-0.00064171i,0.00081859-0.0010735i,0.00105-0.00067969i,0.0010372-0.00056684i,-0.00029333-0.00041171i,-0.00071642+0.0011898i,0.00015985+0.001176i,0.00044387-0.00025603i,0.00037413-0.00059254i,6.6146e-06+0.0001663i,-5.1442e-05+0.00050932i
-0.00023375+0.00052003i,-0.00053929+0.0011369i,-0.00089777+0.00084937i,-0.00067137+0.00028743i,-0.0011564-0.00062555i,-0.00093191-0.0010293i,9.2217e-05-0.00078992i,0.00016253-0.00044292i,-0.00027461+8.1099e-05i,-0.00029033+0.00015352i,-0.0001793+0.0004487i,-2.904e-05+0.00044162i,0.000102-0.00051751i,0.00048958-0.00075876i,0.0008892-0.00030868i,0.00024155-0.00028663i,6.8146e-06-0.00027246i,0.00059452+0.00023069i,0.00047299+0.00049454i,0.00020479-0.00015594i,0.00082309-0.00052381i,0.00040865+0.00060551i,-0.00039342+0.0010205i
-0.001978-0.0025586i,-0.0018222-0.0015408i,-0.0024737-0.00097283i,-0.0030757+0.00028821i,-0.0024071+0.0016831i,-0.0015855+0.0013701i,-0.001454+8.5366e-05i,-0.0010847-0.00094877i,-0.00030793+7.3752e-05i,-0.00011882+0.00075084i,0.00043626+0.00062217i,0.00077459+0.00018013i,0.00086643-0.00088161i,0.00062225-0.00096916i,-0.00030849-0.00061167i,-0.00022441-0.00035537i,0.00073514-0.00040762i,0.00088477-0.0005723i,0.00027651-0.00023142i,0.0001237+0.00069399i,-0.00027944+0.00088253i,-0.00034872+0.00041512i,-0.00044261-1.2083e-05i
