0.0010912+0.00084368i,0.0023991+0.0004976i,0.0012732-0.00012257i,0.00027254+0.00078689i,-0.00047842+0.001881i,-0.0012407+0.0014957i,-0.00099005+0.0017351i,-0.0001936+0.0023546i,0.00035097+0.0028839i,0.00057386+0.0021891i,0.0011554+0.00050736i,0.0014775-0.0006101i,0.0004021-0.00066559i,5.1409e-05-0.0004658i,0.00075501+3.7073e-05i,0.00054034+0.00024292i,2.5957e-05-0.00013618i,-0.0002228-0.00030636i,0.00033525-0.00027902i,0.00024151-0.00070898i,-0.00020894-0.0010337i,0.00036864-0.00098481i,0.00085873-0.0012311i
0.15155+0.1979i,0.33452+0.29554i,0.46016+0.13775i,0.27118-0.23117i,-0.18022-0.3602i,-0.37673-0.091031i,-0.1631+0.16348i,0.023788+0.1661i,0.020069+0.12334i,0.024594+0.11154i,0.050384+0.061903i,0.048155+0.022216i,0.047132+0.010587i,0.032284+0.016736i,0.01068+0.046123i,0.015093+0.074013i,0.031447+0.090043i,0.032426+0.087673i,0.021918+0.056472i,0.018986+0.015812i,0.024178-0.012914i,0.024484-0.022998i,0.019273-0.021645i
-0.11681-0.23518i,-0.30066-0.46029i,-0.61551-0.56085i,-0.91865-0.31506i,-0.86042+0.12867i,-0.38434+0.31715i,0.051217+0.13819i,0.16631-0.015618i,0.17718+0.016162i,0.18034+0.020676i,0.10841-0.01893i,0.036392-0.022193i,0.011879-0.027845i,0.017289-0.037809i,0.039927-0.04273i,0.046834-0.053614i,0.043564-0.057316i,0.044684-0.044923i,0.035326-0.027309i,0.013669-0.022048i,-0.013081-0.025696i,-0.029551-0.021042i,-0.026022-0.0068648i
0.06705+0.22432i,0.068512+0.49912i,0.0044557+0.85803i,0.014552+1.1656i,0.16561+1.094i,0.21129+0.53026i,0.011162-0.01407i,-0.12183-0.16797i,-0.044016-0.16704i,0.0067207-0.16446i,-0.011421-0.096212i,0.0027622-0.016978i,0.023755+0.0093055i,0.015268-0.0053458i,-0.016439-0.026604i,-0.045527-0.020754i,-0.050987-0.0075388i,-0.03778-0.012203i,-0.020589-0.016779i,-0.012832-0.0095704i,-0.011509+0.0047577i,-0.0049575+0.013098i,0.0094221+0.00548i
-0.039799-0.17968i,0.062826-0.2741i,0.43338-0.22154i,0.93105-0.1516i,1.0159-0.17777i,0.53429-0.089195i,0.070036+0.1552i,-0.05189+0.24142i,-0.063449+0.11391i,-0.083115+0.020253i,-0.056121+0.0082649i,-0.0096735-0.020471i,-0.0050803-0.060566i,-0.035795-0.058112i,-0.052225-0.015559i,-0.035208+0.022565i,-0.018753+0.034252i,-0.022668+0.028703i,-0.022984+0.012822i,-0.011583-0.0036538i,-0.0041591-0.010086i,-0.0050946-0.0079533i,-0.014422-0.0085452i
0.043018+0.15886i,0.07494+0.1347i,0.025614-0.21831i,-0.13841-0.66515i,-0.20647-0.67823i,-0.032012-0.32364i,0.19096-0.075148i,0.22789-0.017704i,0.11067+0.022292i,0.030405+0.067941i,0.022737+0.060039i,-0.0016964+0.023588i,-0.046956+0.021207i,-0.05242+0.049013i,-0.013165+0.060586i,0.027779+0.043125i,0.049437+0.027679i,0.054384+0.026871i,0.03626+0.021601i,0.0018723+0.011851i,-0.02001+0.01495i,-0.012884+0.027509i,0.0068663+0.031907i
-0.048856-0.17688i,-0.19153-0.22085i,-0.39931-0.032532i,-0.49942+0.23412i,-0.37238+0.22466i,-0.14791-0.0092098i,-0.0076898-0.21126i,0.033199-0.27793i,0.042847-0.22584i,0.044387-0.14719i,0.026603-0.090464i,0.0080526-0.027833i,0.019439+0.0328i,0.045329+0.042621i,0.046758+0.0026556i,0.022172-0.03773i,0.0071526-0.058009i,0.013008-0.066743i,0.01736-0.057118i,0.015133-0.02662i,0.022038-0.00095799i,0.033131-0.0067775i,0.025733-0.02791i
0.0415+0.20267i,0.1684+0.33982i,0.3454+0.33553i,0.37625+0.24479i,0.18517+0.22336i,-0.047348+0.19101i,-0.23542+0.072624i,-0.36563-0.0096975i,-0.34919-0.0052534i,-0.23066+0.0065444i,-0.11918+0.0016238i,-0.028771-0.016378i,0.027694-0.040943i,0.028054-0.04353i,-0.0018042-0.017718i,-0.019244+0.011149i,-0.028403+0.012781i,-0.048508-0.0080466i,-0.058541-0.021255i,-0.040878-0.017785i,-0.014839-0.014028i,-0.01074-0.01418i,-0.024559-0.0041752i
-0.0060099-0.21274i,-0.069453-0.40384i,-0.16927-0.43859i,-0.12455-0.25276i,0.10699-0.039047i,0.23893+0.074896i,0.14943+0.17283i,0.018822+0.26838i,-0.056505+0.28094i,-0.074917+0.21096i,-0.067437+0.10082i,-0.083995+0.0043198i,-0.096315-0.036819i,-0.064394-0.034168i,-0.01059-0.020525i,0.019687-0.019519i,0.013373-0.011399i,-0.0077584+0.023502i,-0.020961+0.049122i,-0.017049+0.040853i,-0.010121+0.015249i,-0.0088241+0.0042141i,0.00068749+0.013497i
-0.048367+0.22172i,-0.056535+0.44008i,0.02468+0.52218i,0.13684+0.31768i,0.1545-0.0050259i,0.10755-0.17076i,0.086478-0.13946i,0.095932-0.0033027i,0.12221+0.12751i,0.12069+0.15738i,0.06064+0.13698i,-0.0017409+0.14739i,-0.024117+0.14828i,-0.026173+0.096374i,-0.027385+0.023166i,-0.03837-0.01788i,-0.036902-0.017424i,-0.0040589-0.0036824i,0.026616+0.0063783i,0.027173+0.0063992i,0.011197+0.0063881i,0.0074282+0.011859i,0.015423+0.0044059i
0.10849-0.2155i,0.19599-0.44722i,0.17429-0.60031i,0.0033612-0.50993i,-0.14297-0.25926i,-0.16111-0.074007i,-0.13567-0.0068738i,-0.07379+0.031291i,0.03979+0.043735i,0.1068+0.015127i,0.10987-0.0027029i,0.12133+3.2764e-05i,0.13162-0.00067385i,0.091818-0.00091738i,0.021662+0.011704i,-0.018089+0.038087i,-0.015462+0.049648i,0.0015226+0.025176i,0.014269-0.0048458i,0.018399-0.010315i,0.020507-0.0064188i,0.021066-0.015096i,0.007797-0.024003i
-0.1579+0.17982i,-0.35218+0.37462i,-0.48586+0.55602i,-0.38644+0.60117i,-0.14533+0.4641i,0.0096911+0.28738i,0.068403+0.23625i,0.1405+0.21819i,0.17792+0.11238i,0.11563+0.0030598i,0.032656-0.036387i,-0.0063696-0.054851i,-0.022572-0.072174i,-0.026998-0.050303i,-0.0086939-0.0021922i,0.026549+0.023493i,0.048516+0.013499i,0.032393-0.01297i,-2.1779e-05-0.035657i,-0.015926-0.042245i,-0.022175-0.034471i,-0.034577-0.021017i,-0.038965-0.0014949i
0.18177-0.11441i,0.43554-0.18547i,0.6943-0.18874i,0.75622-0.15917i,0.57381-0.15451i,0.33902-0.15552i,0.24934-0.15882i,0.24585-0.18569i,0.18733-0.18538i,0.091205-0.1117i,0.030707-0.02688i,3.5356e-05+0.011914i,-0.020181+0.022668i,-0.010361+0.025584i,0.021706+0.01161i,0.034843-0.025402i,0.017703-0.057176i,-0.010546-0.050141i,-0.03153-0.015796i,-0.034485+0.01145i,-0.02333+0.024502i,-0.0086212+0.036567i,0.0083732+0.039101i
-0.16416+0.062074i,-0.35126+0.027879i,-0.48687-0.13955i,-0.47467-0.29383i,-0.34631-0.24647i,-0.17827-0.12661i,-0.061409-0.15339i,-0.053955-0.26396i,-0.097053-0.27573i,-0.089145-0.16717i,-0.031714-0.060385i,0.0048168-0.014564i,0.0084694+0.0079073i,0.011411+0.0029989i,0.0029936-0.032534i,-0.035123-0.048233i,-0.074932-0.029733i,-0.076807-0.0020596i,-0.043345+0.019838i,-0.0081352+0.026413i,0.012762+0.016997i,0.02538+0.00373i,0.029247-0.0077949i
0.13696-0.043602i,0.22793+0.0053438i,0.21316+0.16925i,0.12797+0.30607i,0.087001+0.23722i,0.0096531+0.062724i,-0.17301-0.027441i,-0.33127+0.0046342i,-0.31951+0.070725i,-0.17364+0.070493i,-0.05968+0.017439i,-0.016847-0.0064011i,0.015882-0.0023257i,0.016603-0.0079637i,-0.026718+0.0022927i,-0.05491+0.04818i,-0.042267+0.09523i,-0.017279+0.10179i,0.0024206+0.066123i,0.0099056+0.022696i,0.0042477-0.00034254i,0.001398-0.0051873i,3.7562e-05-0.0085624i
-0.10653+0.034867i,-0.13097+0.014302i,-0.022262-0.094631i,0.086995-0.20653i,0.041383-0.17573i,-0.034633-0.029516i,-0.035278+0.10195i,-0.01257+0.16654i,-0.0087301+0.16573i,-0.016929+0.10606i,-0.017139+0.046272i,-0.0046953+0.0070697i,-0.0048736-0.032576i,-0.017374-0.035183i,-0.0015918+0.014876i,0.058968+0.054275i,0.11987+0.047572i,0.13338+0.025866i,0.10089+0.0090855i,0.05549-0.00076028i,0.027919-0.002691i,0.020105-0.0097666i,0.011713-0.015266i
0.096874-0.043414i,0.093963-0.082481i,-0.061896-0.07433i,-0.20538+0.021543i,-0.13521+0.13043i,0.0016417+0.16087i,0.031703+0.15813i,0.020324+0.17189i,0.025461+0.15558i,0.017413+0.10069i,-0.0020046+0.042282i,-0.028044+0.0083819i,-0.05534+0.016657i,-0.045054+0.034511i,0.010671+0.0075768i,0.048604-0.070212i,0.035018-0.14104i,0.0076346-0.15625i,-0.0094473-0.12224i,-0.015697-0.072969i,-0.014636-0.040882i,-0.020993-0.029499i,-0.025864-0.017428i
-0.10433+0.040126i,-0.14026+0.11745i,-0.04066+0.20178i,0.10616+0.1777i,0.13859+0.03812i,0.11833-0.06339i,0.13775-0.076219i,0.14027-0.043643i,0.11137+0.015925i,0.077749+0.043015i,0.028589+0.038799i,0.0012095+0.05361i,0.018057+0.063676i,0.028486+0.036834i,-0.0086901-0.010452i,-0.084928-0.028117i,-0.14321-0.0017014i,-0.14048+0.022065i,-0.09607+0.020564i,-0.052047+0.011453i,-0.032378+0.011173i,-0.028148+0.02663i,-0.016556+0.038532i
0.11945-0.022172i,0.19952-0.095575i,0.16794-0.19508i,0.037771-0.18597i,-0.035521-0.050459i,-0.027856+0.027466i,-0.016894+0.014303i,0.036138+0.011659i,0.11074+0.0036312i,0.10648-0.0059139i,0.079435+0.0089835i,0.083836+0.00060766i,0.074951-0.027063i,0.044455-0.024912i,0.014194+0.013077i,0.013135+0.066738i,0.037154+0.10072i,0.040037+0.092733i,0.011533+0.058598i,-0.011497+0.032521i,-0.001874+0.02792i,0.030994+0.023413i,0.051113+0.0050339i
-0.12789-0.0054106i,-0.26009+0.038248i,-0.3144+0.1605i,-0.19195+0.24959i,-0.0080244+0.18017i,0.059839+0.051433i,0.045011-0.028708i,0.016158-0.10658i,-0.023333-0.14609i,-0.028945-0.11347i,-0.024294-0.090039i,-0.05094-0.080809i,-0.066867-0.055396i,-0.048041-0.033277i,-0.013802-0.024858i,0.018324-0.03251i,0.038949-0.044367i,0.044611-0.03158i,0.040902+0.0069492i,0.037916+0.028601i,0.031384+0.0073629i,0.0097802-0.031617i,-0.018463-0.049427i
0.12746+0.053142i,0.30146+0.096613i,0.47045+0.06286i,0.46582-0.039724i,0.2871-0.0807i,0.13121-0.062231i,0.035322-0.065715i,-0.052658-0.04341i,-0.076246+0.0022128i,-0.053306+0.017858i,-0.042569+0.037813i,-0.028744+0.065213i,-0.012864+0.06512i,-0.010386+0.042805i,-0.0162+0.023536i,-0.021861+0.016693i,-0.022125+0.0042299i,-0.0074081-0.024411i,0.017883-0.050748i,0.02691-0.05613i,0.0082319-0.036202i,-0.0199+0.0033557i,-0.031287+0.039764i
-0.099083-0.096072i,-0.2411-0.2394i,-0.39833-0.33531i,-0.41277-0.28148i,-0.26065-0.17269i,-0.16556-0.092913i,-0.18051+0.0062687i,-0.15287+0.094939i,-0.085527+0.10576i,-0.042385+0.069247i,-0.01298+0.034967i,0.01154+0.014123i,0.023431+0.0097536i,0.025001+0.01697i,0.035652+0.016433i,0.050075-0.0014786i,0.035016-0.020502i,-0.013256-0.024143i,-0.059149-0.018191i,-0.06824-0.011616i,-0.039222-0.0032707i,0.010307+0.0059987i,0.051845+0.0065398i
0.054324+0.12182i,0.1235+0.32402i,0.21428+0.51281i,0.25187+0.50472i,0.19811+0.35661i,0.16584+0.23832i,0.20787+0.15126i,0.20756+0.062754i,0.13575+0.020295i,0.071349+0.024198i,0.038148+0.028037i,0.021876+0.019529i,0.023036+0.0026889i,0.023578-0.023387i,-0.0076833-0.05605i,-0.059779-0.068795i,-0.084673-0.04043i,-0.061064+0.011015i,-0.015822+0.050822i,0.012353+0.056148i,0.01098+0.02783i,-0.0059499-0.01741i,-0.0213-0.052745i
0.0072603-0.12118i,0.04095-0.33446i,0.076218-0.5618i,0.073737-0.60338i,0.053616-0.46288i,0.01074-0.32094i,-0.069916-0.21842i,-0.10213-0.10453i,-0.05182-0.031627i,-0.00013374-0.019883i,0.021498-0.012695i,0.030668-0.01458i,0.013901-0.03499i,-0.023643-0.024811i,-0.045069+0.042672i,-0.028772+0.11571i,0.0076656+0.1281i,0.035289+0.076642i,0.039911+0.0069569i,0.026307-0.030331i,0.0047458-0.019328i,-0.021832+0.016462i,-0.043348+0.044041i
-0.047949+0.085997i,-0.17478+0.23513i,-0.32822+0.40128i,-0.36205+0.44266i,-0.26795+0.34545i,-0.15824+0.24292i,-0.067609+0.17016i,-0.014269+0.088051i,-0.015525+0.031779i,-0.022899+0.010047i,-0.018006-0.014699i,-0.032445-0.027281i,-0.051199-0.0017312i,-0.02201+0.027837i,0.055432+0.01252i,0.11291-0.036809i,0.10784-0.06632i,0.059432-0.057253i,0.004463-0.029403i,-0.026995-0.0050313i,-0.020111+0.0092529i,0.015267+0.022295i,0.048787+0.035075i
0.067574-0.029809i,0.23289-0.083921i,0.43239-0.14718i,0.48628-0.17719i,0.38582-0.15155i,0.27843-0.093214i,0.20737-0.035081i,0.15388+0.00063676i,0.1046+0.0086142i,0.053299+0.015334i,0.022902+0.030285i,0.020054+0.044993i,0.032071+0.045482i,0.026588+0.0067131i,-0.024697-0.048387i,-0.085767-0.067209i,-0.1003-0.052428i,-0.068901-0.029603i,-0.028152-0.004137i,-0.00093445+0.018889i,0.012728+0.022278i,0.023275-0.0061122i,0.031395-0.04237i
-0.064412-0.020094i,-0.22171-0.062003i,-0.42483-0.10322i,-0.50712-0.082918i,-0.43104-0.030143i,-0.30457-0.052825i,-0.21953-0.13573i,-0.18903-0.1621i,-0.15352-0.10222i,-0.081869-0.046278i,-0.024829-0.04579i,-0.0013467-0.057882i,0.0058493-0.051337i,-0.005042-0.011968i,-0.011679+0.0544i,0.0050189+0.10019i,0.016959+0.10025i,0.010652+0.068374i,0.0074146+0.030471i,0.01786+0.0044621i,0.023691-0.011056i,0.0025302-0.019708i,-0.031033-0.024384i
0.036316+0.062507i,0.13485+0.18618i,0.27714+0.3333i,0.36723+0.36996i,0.36261+0.28339i,0.27203+0.20868i,0.13876+0.19549i,0.045458+0.19576i,0.022628+0.1623i,0.011509+0.097746i,-0.022183+0.049957i,-0.045781+0.028674i,-0.036651+0.014997i,0.0027296-0.006911i,0.044075-0.042595i,0.058391-0.07374i,0.053325-0.074831i,0.041214-0.046599i,0.027255-0.021585i,0.01329-0.020419i,0.0001425-0.026183i,-0.0088693-0.013446i,-0.015334+0.014373i
0.010956-0.078134i,-0.0012661-0.23058i,-0.046396-0.3992i,-0.10645-0.43366i,-0.15499-0.33446i,-0.16464-0.22496i,-0.11208-0.12216i,-0.020365-0.035409i,0.033914+0.0032535i,0.032483+0.018355i,0.015785+0.033548i,0.0093995+0.045757i,0.0034944+0.035741i,-0.025089+0.012493i,-0.061028+0.0075898i,-0.076316+0.016805i,-0.067608+0.010353i,-0.043995-0.0095832i,-0.024942-0.021327i,-0.022339-0.019874i,-0.026019-0.011693i,-0.01825-0.0041403i,0.003782+0.0037718i
-0.058391+0.075261i,-0.11774+0.21113i,-0.14262+0.36619i,-0.077345+0.42258i,0.048437+0.38269i,0.14399+0.29692i,0.14892+0.14585i,0.078983+0.005964i,0.029209-0.032838i,0.027841-0.025358i,0.031219-0.020977i,0.027362-0.022914i,0.018939-0.017162i,0.015896+0.0074288i,0.02893+0.023684i,0.038253+0.019965i,0.021761+0.020386i,-0.0039166+0.023694i,-0.018479+0.020283i,-0.021821+0.019078i,-0.019085+0.021916i,-0.013976+0.020505i,-0.0039658+0.0032213i
0.095858-0.0519i,0.20307-0.13879i,0.28731-0.23197i,0.26815-0.27361i,0.16958-0.29413i,0.057115-0.27455i,-0.036913-0.13965i,-0.054194+0.020824i,-0.015313+0.061127i,-0.0054255+0.033421i,-0.015373+0.035026i,-0.012958+0.045486i,-0.0033217+0.036577i,0.0063057+0.014022i,0.0024053-0.010966i,-0.0075777-0.020408i,0.0020706-0.014792i,0.018095-0.0050872i,0.021433+0.0036393i,0.018715+0.010332i,0.020873+0.016184i,0.024162+0.015567i,0.0088388+0.0075751i
-0.1099+0.011164i,-0.22641+0.035005i,-0.30439+0.057297i,-0.27174+0.078474i,-0.18759+0.1367i,-0.10952+0.16551i,-0.010517+0.093472i,0.059841-0.012855i,0.052088-0.051638i,0.037469-0.032198i,0.055166-0.028104i,0.061978-0.037589i,0.04533-0.035363i,0.021707-0.023783i,0.0017663-0.0030496i,-0.0090751+0.014826i,-0.017449+0.012051i,-0.02212-0.0030793i,-0.017577-0.011895i,-0.0060269-0.014216i,0.0031652-0.019676i,0.0017931-0.022763i,-0.0043064-0.0077899i
0.10057+0.03612i,0.20408+0.063472i,0.25958+0.080551i,0.23165+0.048779i,0.21313-0.03232i,0.20959-0.090481i,0.13282-0.086703i,0.031399-0.052157i,-0.014996-0.034286i,-0.026371-0.038491i,-0.037254-0.039512i,-0.042877-0.035157i,-0.042726-0.027624i,-0.034603-0.015672i,-0.0114-0.0086118i,0.012745-0.0072294i,0.021767-0.00018018i,0.017572+0.010392i,0.010056+0.013371i,0.0027434+0.010352i,-0.0066786+0.0099375i,-0.010486+0.015862i,0.0044703+0.018717i
-0.08261-0.064673i,-0.15197-0.12422i,-0.17208-0.15348i,-0.13667-0.11325i,-0.14044-0.05812i,-0.19468-0.042424i,-0.20046-0.034016i,-0.15225-0.0030679i,-0.10568+0.036602i,-0.068763+0.056027i,-0.040807+0.050655i,-0.025718+0.04283i,-0.011694+0.044804i,0.0027063+0.040371i,0.0024944+0.018759i,-0.0074812-0.0036723i,-0.0099211-0.015482i,-0.0073292-0.018831i,-0.0042616-0.01771i,0.001622-0.01556i,0.010783-0.0082664i,0.022755-0.0034332i,0.026664-0.014307i
0.062478+0.080259i,0.095959+0.15157i,0.083364+0.17005i,0.048433+0.10731i,0.067822+0.050151i,0.11716+0.065395i,0.13207+0.088489i,0.11754+0.065419i,0.090136+0.033331i,0.060548+0.013926i,0.038872-0.0036953i,0.028887-0.016429i,0.029008-0.024714i,0.019932-0.029171i,1.7587e-05-0.01785i,-0.013586+0.00064572i,-0.01996+0.013i,-0.019737+0.01987i,-0.01639+0.018902i,-0.01595+0.010829i,-0.011107-0.0029945i,-0.0087761-0.019874i,-0.018906-0.026023i
-0.034561-0.08861i,-0.044131-0.15516i,-0.022295-0.1451i,-0.010727-0.054334i,-0.060271+0.0075084i,-0.1007-0.0032977i,-0.09655-0.035178i,-0.090282-0.035696i,-0.073786-0.0074115i,-0.050505+0.020732i,-0.043677+0.037177i,-0.044195+0.036691i,-0.042486+0.023087i,-0.031449+0.018294i,-0.0064925+0.020592i,0.017615+0.018938i,0.032595+0.014921i,0.037446+0.0063967i,0.032253-5.8301e-05i,0.020888+0.00054586i,0.0043937+0.00066391i,-0.011054+0.0055873i,-0.014722+0.017986i
0.011347+0.093744i,0.011776+0.14819i,0.0022976+0.11966i,0.02576+0.03804i,0.10138+0.015664i,0.14516+0.02905i,0.099799+0.027085i,0.038074+0.039407i,0.035166+0.054042i,0.066348+0.037062i,0.078404+0.009262i,0.064334+0.00065398i,0.045685+0.0082287i,0.033713+0.0055368i,0.020583-0.0090621i,0.0072295-0.020406i,-0.004472-0.028827i,-0.01611-0.030873i,-0.019842-0.02545i,-0.018142-0.017871i,-0.017478-0.0067658i,-0.0099866+0.0057846i,0.0040032+0.010915i
0.0037186-0.090866i,0.0036342-0.13376i,-0.010109-0.095952i,-0.05252-0.02329i,-0.10879-0.022569i,-0.13485-0.046425i,-0.091449-0.0067958i,-0.004262+0.026741i,0.030369-0.0084133i,-0.0032138-0.045486i,-0.035968-0.039675i,-0.032973-0.021031i,-0.016846-0.018216i,-0.014277-0.019631i,-0.015603-0.014758i,-0.013495-0.0067996i,-0.012503+0.0047435i,-0.0090915+0.013485i,-0.0064502+0.015475i,-0.00452+0.019789i,0.0035837+0.025208i,0.014023+0.018111i,0.017419+0.0016793i
-0.020527+0.083009i,-0.021321+0.12513i,0.00668+0.10573i,0.061809+0.082239i,0.11709+0.13723i,0.14862+0.17646i,0.12646+0.085621i,0.041223-0.016691i,-0.024534-0.0056234i,-0.01893+0.039858i,0.0098867+0.042985i,0.015826+0.02199i,0.0028003+0.011342i,-0.0042916+0.013931i,-0.0045167+0.01497i,-0.0035068+0.010931i,-0.00040459+0.0054462i,-0.00053657+0.0019193i,0.00082601+0.0012808i,0.011418-0.0036483i,0.020081-0.013744i,0.013992-0.018963i,-0.0035194-0.017204i
0.0315-0.072209i,0.036433-0.11202i,0.004934-0.098348i,-0.015587-0.079087i,0.024133-0.14627i,0.04533-0.22369i,0.0011733-0.15875i,-0.010158-0.022537i,0.031665+0.016724i,0.041616-0.023608i,0.013136-0.043072i,-0.0055941-0.026205i,-0.00086905-0.0062522i,0.0099983-0.00064304i,0.011123-0.0022263i,0.0037799-0.002321i,-0.0012553-0.00235i,0.0017135+0.00022759i,0.0045658+0.00040147i,-0.0044731-0.0064817i,-0.015748-0.01092i,-0.017931-0.0053531i,-0.012292+0.0084048i
-0.043755+0.064251i,-0.053574+0.10854i,-0.014332+0.1145i,0.013753+0.091696i,-0.058626+0.10013i,-0.13958+0.13447i,-0.10449+0.10905i,-0.033583+0.028025i,-0.030908-0.012127i,-0.055673+0.013686i,-0.045592+0.042893i,-0.017307+0.037818i,-0.0047483+0.011131i,-0.0084857-0.0097288i,-0.012671-0.01209i,-0.01108-0.0026737i,-0.0056025+0.0043984i,-0.0017282-0.00044117i,-0.0027501-0.0038611i,-0.0039919+0.0069768i,-0.0019395+0.015262i,0.0034847+0.013145i,0.013209+0.0059364i
0.055162-0.061967i,0.076516-0.10481i,0.048426-0.11492i,0.030851-0.072718i,0.11635-0.014705i,0.21657+0.001955i,0.18704-0.01734i,0.083789-0.01441i,0.038013+0.01662i,0.054803+0.026215i,0.062805+0.0045836i,0.04059-0.013512i,0.010904-0.0043984i,-0.0025406+0.014938i,0.0016621+0.021649i,0.0092178+0.013983i,0.007716+0.0036256i,-0.00013422+0.0011414i,0.0017683+0.0010646i,0.011647-0.0056497i,0.014498-0.01046i,0.0085577-0.010768i,0.00053333-0.013985i
-0.066796+0.046501i,-0.10021+0.08504i,-0.069573+0.099746i,-0.011103+0.044743i,-0.033103-0.068546i,-0.12455-0.14585i,-0.16561-0.11376i,-0.11369-0.042844i,-0.046427-0.031611i,-0.031938-0.049248i,-0.045079-0.035566i,-0.037651-0.0043324i,-0.010506+0.0083188i,0.0081326+0.00064409i,0.0070749-0.010997i,-0.0021916-0.014693i,-0.0044643-0.008041i,-0.00049246-0.0036138i,-0.00427-0.0098282i,-0.015105-0.014277i,-0.019888-0.0087739i,-0.016558+0.00033767i,-0.012117+0.0056707i
0.074813-0.027542i,0.12282-0.062442i,0.10548-0.095437i,0.023108-0.079373i,-0.034216+0.01319i,-0.016044+0.1243i,0.036255+0.1391i,0.041671+0.069276i,-0.0078048+0.03976i,-0.026734+0.060468i,0.0037324+0.054371i,0.022716+0.0156i,0.012708-0.012608i,-0.0016832-0.014267i,-0.0062958+0.00083008i,-0.0033233+0.012979i,-0.0016029+0.013321i,-0.0066959+0.009478i,-0.014226+0.013379i,-0.012777+0.020388i,-0.002265+0.018093i,0.0057498+0.010449i,0.0064478+0.0077112i
-0.083431+0.0098696i,-0.14588+0.030477i,-0.15132+0.063365i,-0.082107+0.088033i,0.011564+0.076755i,0.069768+0.023251i,0.054143-0.019488i,0.012674-0.0012255i,0.02366+0.027479i,0.049412+0.01193i,0.028064-0.011897i,-0.006889-0.0050148i,-0.015945+0.014942i,-0.0044988+0.020525i,0.0095569+0.0083095i,0.015426-0.0077758i,0.016603-0.013709i,0.018492-0.0084188i,0.022016-0.0019953i,0.019042-0.0024685i,0.0075592-0.0057437i,0.0012406-0.0065974i,0.0051238-0.0051983i
0.083384+0.0069648i,0.14669+0.0054242i,0.15884-0.013974i,0.10956-0.045841i,0.050439-0.08106i,-0.0014683-0.10149i,-0.044151-0.082652i,-0.050884-0.049176i,-0.039172-0.041163i,-0.03939-0.039011i,-0.031831-0.018821i,-0.0080658-0.0031657i,0.010115-0.0074252i,0.0097674-0.017927i,-0.0047694-0.018856i,-0.01849-0.010254i,-0.021488-0.0055255i,-0.018469-0.010374i,-0.01635-0.014494i,-0.013687-0.0057414i,-0.0071703+0.0072179i,-0.0004141+0.0094726i,-0.00017762+0.0012381i
-0.074912-0.025135i,-0.13827-0.043596i,-0.16489-0.028165i,-0.14099+0.021966i,-0.11333+0.076365i,-0.084657+0.12512i,-0.016352+0.14531i,0.03749+0.12162i,0.024902+0.10124i,0.0089739+0.094598i,0.016448+0.065475i,0.011665+0.027598i,-0.0054193+0.0098598i,-0.013126+0.0079502i,-0.0050192+0.0089534i,0.006985+0.0068939i,0.0073693+0.0041169i,-0.0012782+0.0056709i,-0.0035829+0.0079996i,0.0056886+0.0027848i,0.015263-0.0072593i,0.014727-0.013732i,0.0057378-0.011031i
0.066983+0.045012i,0.12064+0.084797i,0.14574+0.10074i,0.14244+0.094635i,0.16194+0.087309i,0.18569+0.039909i,0.12631-0.045189i,0.042845-0.073432i,0.048023-0.054117i,0.07024-0.058368i,0.039109-0.055946i,0.0093037-0.025066i,0.0077001-0.00069729i,0.0080718+0.0040766i,-0.0027949-0.0011717i,-0.014639-0.0059104i,-0.015344-0.004464i,-0.0054371-0.00073311i,4.7181e-05-0.0015291i,-0.0074548-0.0052266i,-0.019108-0.0068261i,-0.023-0.0037108i,-0.016436+0.0011026i
-0.052587-0.061364i,-0.09042-0.11097i,-0.088496-0.12633i,-0.0338-0.12554i,0.00083105-0.17427i,-0.033314-0.2064i,-0.062176-0.12751i,-0.048106-0.039568i,-0.059303-0.026114i,-0.087258-0.01565i,-0.067761+0.010122i,-0.028011+0.010841i,-0.010438-0.006093i,-0.0062302-0.01117i,-0.0023124+0.00054021i,0.0016257+0.014744i,0.0010677+0.018115i,-0.0025749+0.011767i,-0.0038126+0.0073615i,-0.00055812+0.011211i,0.0057268+0.015766i,0.0097564+0.01442i,0.0081206+0.010885i
0.031892+0.071265i,0.05584+0.12904i,0.051741+0.13594i,-0.016038+0.10444i,-0.11249+0.1435i,-0.12972+0.218i,-0.054064+0.19194i,0.013184+0.11646i,0.04302+0.095241i,0.064694+0.08987i,0.061078+0.055701i,0.035801+0.026492i,0.014415+0.019401i,0.0029327+0.017864i,0.0036475+0.010031i,0.010287-0.0016672i,0.014202-0.0067308i,0.014997-0.0040365i,0.014582-0.0012246i,0.012532-0.0040137i,0.0079551-0.0097225i,0.0053374-0.010675i,0.0065722-0.007151i
-0.0064656-0.075561i,-0.012537-0.14i,-0.00028325-0.14192i,0.072594-0.062616i,0.21446-0.023145i,0.28455-0.090048i,0.18129-0.15362i,0.048832-0.14722i,0.0044568-0.1319i,-0.0091987-0.12667i,-0.025754-0.090848i,-0.025942-0.048071i,-0.014756-0.026535i,-0.0034758-0.014227i,-0.00032984-0.0055386i,-0.0057146-0.00034454i,-0.0090765+0.00043781i,-0.0075678-0.0034581i,-0.0063987-0.0083642i,-0.0072291-0.0072241i,-0.0080353-0.00041801i,-0.0073039+0.0030893i,-0.0057475-0.00099785i
