0.0034825+9.486e-05i,0.0023943-0.00080115i,0.0013564-0.0030164i,-0.0021127-0.0028664i,-0.0046234-0.0021624i,-0.0042022-0.0004145i,-0.0023957+0.0015901i,-0.00057948+0.0014162i,0.00067768+0.00038407i,0.00077665-0.00070342i,0.00044269-0.00086972i,0.00080683-0.00040681i,0.0003325+0.00045827i,-0.00072686+0.000786i,-0.0016044+0.00028249i,-0.00089289-4.2033e-05i,-0.00010327-5.0105e-05i,0.00023165+0.00050789i,-1.4654e-05+0.00069334i,-0.00074254+0.00039005i,-0.00030684-0.0001476i,-1.3829e-05-0.00013442i,-0.00068967-3.4173e-06i
-0.0015098+0.00033976i,-0.0018859+0.00092913i,-0.0016691+0.0008792i,-0.00057655+0.00063524i,-0.00069709+0.00034244i,-0.00068717-0.00022433i,0.00020177-0.00050883i,0.00010775-0.0001509i,-0.00010637-0.00029892i,0.00043772-0.00031895i,-2.8174e-05-0.00053247i,-5.4498e-05-0.00025024i,0.00015714-0.00073036i,0.00049524-0.00137i,0.00047715-0.00069541i,-0.00015472+0.00037826i,-0.00048963+0.0012488i,-0.00034329+0.0012103i,0.00012757+0.00031341i,0.00044212-0.00053154i,0.00049171-0.00078654i,0.00027815+0.00027424i,-0.00038385+0.00085838i
0.00023921-0.0022971i,0.00044863-0.0019932i,-0.00032401-0.0014583i,-0.0012222-0.0003125i,-0.0014506+0.00099286i,-0.00053904+0.0015193i,0.00044595+0.00089405i,0.00090958-0.00025952i,0.00090459-0.00078115i,0.0005845-0.0007405i,0.00026991-0.00036702i,0.00067274+8.5879e-05i,0.0013822+0.00066668i,0.0015164+0.00061574i,0.0011151+0.00021444i,-0.00012949+4.5745e-06i,-0.0005631-0.00072361i,-0.00045686-0.0011441i,-0.00058785-0.0010039i,-0.0002159-0.00070627i,-0.00035153-0.00012385i,-0.00037032+0.00029607i,-3.4201e-05+0.00036109i
-0.00011856-0.002037i,-3.0711e-05-0.00099824i,-0.0009879-0.00077521i,-0.0012733-0.00045432i,-0.00045183+0.00029475i,0.00028002+0.00065768i,0.00018382+0.00024452i,0.00011446-0.00027002i,0.00024878-0.00032404i,-0.00048678+0.0003956i,-0.00037559+0.00025763i,0.00052983-9.9856e-06i,0.00055924+0.00045324i,0.000798+0.00028687i,0.00089909+0.00045785i,0.00080039+0.00050045i,0.00085682+0.00072978i,0.00042344+0.0013021i,-0.00030606+0.00062907i,-0.00079277-0.00012978i,-0.00091018-5.8571e-05i,-0.00048159+1.1643e-05i,0.0004713-0.00021314i
-0.00042463+0.0006689i,0.00017107+0.0010618i,0.00060217-0.00041232i,0.0007156-0.0016153i,0.00030606-0.0019694i,8.785e-05-0.0014792i,0.00044812-0.0010688i,0.00034737-0.00104i,0.00046588-0.00087731i,0.0008361-0.00033464i,0.00042656-0.00033343i,0.00062336-0.00013252i,0.00025578+2.5367e-05i,-0.00021249+0.00043456i,3.157e-05+0.00010657i,0.00025994+0.00033639i,0.00098069+0.00094332i,0.00097733+0.00060012i,-8.7365e-07-0.00017199i,0.00019074-0.0006535i,0.00066356-0.00059204i,5.1115e-05-0.00018625i,0.00026521+0.00010325i
0.00085221+0.00026841i,0.00068557+0.00057506i,0.0011921-0.00090403i,0.0007839-0.0013855i,0.00041023-0.00099327i,0.00057409-0.00056353i,0.00075029-0.00069911i,0.00094983-0.00082101i,0.00064422-0.00088769i,-4.1387e-05-0.001602i,-0.00023195-0.00094443i,4.9857e-05-0.00031247i,0.0001912-0.000581i,8.7167e-05-0.00051278i,0.00021635-0.00044124i,0.00011302+7.7956e-05i,-0.00010025+0.00047109i,0.00016022+0.00026707i,-4.9566e-05-0.00040783i,-0.00021399-0.00090418i,-7.7689e-05-0.00054999i,3.7222e-05-0.00016299i,-6.5564e-05-0.00035369i
0.0029225+0.0023503i,0.0032746+0.0010076i,0.0040596-0.00074354i,0.0027228-0.0025091i,0.00083327-0.0027284i,-0.00081125-0.0019704i,-0.00048707-0.0004214i,-2.1252e-05-0.00019441i,-0.00028325-0.00059176i,-0.00012086-0.00064335i,-5.2574e-06-0.00055096i,0.00017142-6.3753e-05i,0.00063891-0.00043846i,0.00052132-0.00079152i,0.00040171-0.00056724i,-8.7771e-05-0.00030965i,-0.00065324-0.00022459i,-6.3896e-05-4.3307e-05i,0.00010374+0.00019879i,-0.00040602+0.00018264i,-0.00039649-0.00046708i,-0.0003215-0.0011203i,-0.00016972-0.0011324i
0.0021778+0.00030345i,0.0014848-0.00021843i,0.00044823-0.001507i,-1.994e-05-0.0019197i,-0.00054697-0.0011077i,-0.00099731-2.679e-05i,-0.00057451+0.0003944i,-0.00034684+0.00055451i,5.3457e-05+0.00039208i,-0.00026325-0.00013467i,-0.00058479-0.00012003i,0.00014279+0.00040455i,0.0011485+0.00062153i,0.00098875+0.00043959i,0.00013485+0.00020527i,-0.00013903+0.00062882i,-0.00066749+0.00027212i,-0.00055235-2.0769e-05i,0.00019918-8.525e-05i,9.0612e-05+4.6335e-05i,0.00011284-0.00040026i,0.00025891-0.00086578i,0.00010751-0.00033482i
-0.0028486-0.0017664i,-0.0025167-0.0016363i,-0.0027365+7.6417e-05i,-0.0020714+0.0019775i,-0.00085297+0.0023311i,0.00088665+0.0012616i,0.0015384-7.6503e-05i,0.00078844-0.00034629i,0.00034512-0.00017099i,0.00091507+0.00028517i,0.0010868+0.00023979i,0.00076812+0.00051864i,0.00075388+0.00069322i,0.0012+0.00014187i,0.0010911-0.00036498i,0.00035221-0.00047414i,0.00025529-0.00014907i,-0.0004751-0.00013418i,-0.0010185-0.0001435i,-0.00075174-0.00066446i,-0.00032673-0.0010516i,-0.00036734-0.00072519i,-0.00052338-0.0002131i
-0.00051139-0.0019534i,-0.00033987-0.0016267i,-0.00075725-0.0026134i,-0.0017371-0.0019299i,-0.0015259-0.00037199i,0.00022229+5.6064e-05i,0.0010317-0.00039057i,0.00051868-0.00072104i,-5.9742e-05-0.00057362i,-0.00037853-0.00044282i,-0.00044904-0.00016302i,1.5808e-06-7.4388e-05i,0.0002232-9.3107e-05i,0.00049083-2.9551e-05i,0.00040097-0.00036406i,-0.00013366-0.00043339i,-2.3869e-05-7.5509e-06i,0.00035266+0.00069292i,0.00082927+0.00049428i,0.00075433-0.00058547i,0.00030504-0.00067086i,0.00034339-0.001052i,0.00033806-0.0010481i
0.00098102+0.0010827i,0.0015958+0.00023686i,0.0012353-0.00084407i,-0.00019805-0.0012203i,-0.0012724-0.00076528i,-0.0010382+3.8485e-05i,-0.00043258+0.00062736i,0.00021931+0.000569i,0.00064665+0.00053414i,-0.00025669-0.00012832i,-0.00070515-0.00035982i,-0.00043229+0.00043198i,-0.00013274+0.0008395i,-1.1518e-05+0.0002984i,0.00039416-0.00019494i,0.00030625-0.00074302i,-9.8838e-05-0.00076048i,0.00018554-0.00036046i,0.00090116-0.00017801i,0.0014966-0.00016021i,0.0010646-0.00039566i,0.00026554-0.00075344i,0.00037853-0.00069889i
0.0016411-0.00060977i,0.0014106-0.00087146i,0.0013828-0.0015846i,0.00032648-0.0026596i,-0.00074322-0.0030119i,0.00016332-0.0010448i,0.00098782+0.00044167i,0.00048194+0.00066535i,0.00035231+0.00033882i,7.585e-06+0.0001049i,-0.0012673+0.00026609i,-0.0011515-0.00034153i,-0.00020976-0.00040765i,2.5869e-05+0.00029892i,0.00025505+0.00099028i,0.00045522+0.0013747i,-0.00011509+0.0014072i,-0.00027495+0.00093687i,-0.0002538+0.00011462i,-0.00030739+6.838e-06i,-0.00029395+2.2445e-05i,-0.00037332+0.00024491i,-0.00019043+0.00065848i
0.00063703-0.0014184i,0.00044268-0.00073194i,-0.00074849-0.00048871i,-0.0015278-0.00036465i,-0.0020156-0.00064959i,-0.0012665-0.00066112i,-0.00034705-0.00052269i,0.00027898-0.00083506i,0.00053145-0.00084886i,0.00039868-0.0007547i,0.00028808-0.00010276i,-0.00012644+0.0005612i,-0.00011756+7.3619e-05i,-1.1296e-05-2.5446e-05i,0.00015192-5.1187e-05i,0.0013276-0.00024117i,0.0010591+5.8332e-05i,1.192e-05-2.0306e-05i,0.00043532+0.00026753i,0.00030233+0.00035634i,-0.0003484-0.0002639i,-0.00044663-0.00058111i,-0.00040135-0.00019203i
0.00053178+0.00081595i,0.00088897+0.00061219i,0.0015955-0.00012025i,0.0015903-0.00051985i,0.00078698-8.0784e-05i,0.00043558-0.00047391i,0.00057671-0.00091704i,0.00058231-0.0009199i,0.00022024-0.00051695i,0.00062125-0.00021885i,0.00073477-5.5776e-05i,-0.00018886+0.0002698i,-0.00053352+0.00076372i,-0.00073273+0.00067519i,-0.00045729+9.1999e-05i,0.00044895-0.00041323i,0.00099685-0.0011511i,0.00039159-0.0015605i,-0.00057585-0.00075074i,-0.00073539+0.00033539i,-3.6829e-05+0.0004033i,0.00041614+0.00025816i,-7.0491e-05-0.00022525i
-0.00077053+0.00025277i,2.7737e-05+0.00076569i,0.00068808+0.001551i,0.0016152+0.0013458i,0.0017772+0.00015387i,0.0015154-0.00034357i,0.0012121-0.00033735i,0.00054504-0.00069926i,-0.00031849-0.0012146i,-0.00067876-0.00085211i,-0.00041169-6.4951e-05i,-0.00035129+0.00037971i,0.00014448-0.00044735i,0.00044303-0.00095421i,0.00022389-0.00018065i,0.00033508-0.00013384i,-0.00035919-0.00086922i,-0.00083492-0.00029669i,-0.00032063+0.00050484i,0.00041274+0.00039677i,0.00071173-0.000176i,-4.4539e-05-0.001066i,-0.00071318-0.00090625i
0.00011732+0.0014265i,0.00068279-8.0993e-05i,0.0019744-0.0021663i,0.0017785-0.0024467i,0.00065596-0.0014725i,0.00028348-0.0004724i,0.00018636-0.00020214i,-0.00061835-0.00047976i,-0.00081902-0.00041247i,0.00012969+5.2339e-05i,0.00036491+8.8379e-05i,-0.00014808+0.00061292i,-0.00028217+0.00086455i,-0.00057461+0.00067961i,-0.00077758+0.00028779i,-0.0001886-5.9382e-05i,2.9255e-05-0.00022815i,-0.00048556-4.042e-05i,-0.0010255+0.00027703i,-0.0009614+0.00049335i,-0.00025999+0.00036192i,0.00020335-5.5683e-05i,0.00027672-0.00028424i
0.00053276+0.0016779i,0.00025345+0.00082453i,0.00046125+0.0003609i,0.00040744-6.6555e-06i,0.00014233-0.0010073i,0.00036523-0.0013606i,0.00067315-0.00080917i,0.00045045-0.00057008i,0.00010402-0.00052853i,-0.00013993-3.1767e-05i,0.00036771-9.2017e-05i,0.00070872-0.00082921i,0.00020371-0.00097747i,-0.00016819-0.0003957i,-0.00046407-0.00024139i,-0.00051246-0.0010995i,-0.0010658-0.00098294i,-0.0013675-4.4665e-05i,-0.00086447+0.00056819i,9.9653e-06+0.00023975i,0.00020285-0.00044298i,-0.00018297-0.00043913i,-0.0002134-6.0727e-05i
-0.00070202-0.00097146i,-7.6911e-05-0.00032836i,-0.0011861+0.00077175i,-0.0015532+0.0012911i,-0.00078535+0.0020028i,8.5209e-05+0.0013203i,0.00057815-0.00023469i,0.00045912-0.00044691i,-1.5705e-05+0.0004663i,-0.00035153+0.00096124i,-0.0010316+0.00013824i,-0.00060313-1.6668e-05i,0.00014341+0.00050533i,0.00016196-0.00038065i,-0.0003254-0.00099796i,-0.00060734-0.00041267i,-0.0007558+0.00042323i,-0.00036995+0.0006185i,0.00012968+0.00051185i,0.00027418+8.154e-05i,0.00020847-8.9307e-05i,-0.00010762-0.00027074i,0.00031118-0.00098759i
-0.0017938+0.00029977i,-0.0017517+0.00069126i,0.00029875+0.0012047i,0.0010274+0.0011402i,0.00058393-8.5588e-05i,0.00028342-0.00065143i,-0.00022631-0.0007633i,-0.00031607-0.00087497i,-4.4017e-06-7.8681e-05i,-3.5388e-05+0.00049493i,0.00027442+0.00039988i,0.00025683-2.6054e-05i,-0.00049473-0.00053986i,-0.00052856-0.00062523i,-0.00045838-0.00057425i,-0.0008856-0.00046477i,-0.001229+0.00029392i,-0.0013146+8.1183e-06i,-0.00088971-0.00036438i,-0.00064292-0.00036007i,-0.00046257+6.8177e-05i,-0.00027472+0.00051995i,-0.00014763-0.00035136i
-3.4183e-05-0.0010795i,0.00027181-0.0009955i,0.0004363-0.0012505i,-0.00033272-0.0012104i,-0.00066982-0.00029021i,0.00059328-7.2063e-05i,0.0015529-0.00032581i,0.00053836+2.5948e-05i,-0.00041523-0.00051268i,-0.00020046-0.00061276i,0.00015766-0.00011786i,0.00016232-0.00037644i,0.00023851-0.00026619i,0.00039728-0.00022134i,0.001314-0.00079297i,0.0010197-0.0011999i,-0.00044062-0.00020169i,-0.0012676+0.00081952i,-0.0011588+0.00045252i,-0.00063688-0.00035331i,0.00045266-3.3159e-05i,0.00112+0.00042819i,0.00097701+0.00050045i
0.00016765-0.00081546i,0.0001613-0.00094362i,2.9784e-05-0.0011909i,-0.00014436-0.00081696i,-8.9802e-05-0.00012308i,-0.00029034+0.00013388i,9.6725e-05-3.9924e-05i,0.00025453-0.00018053i,1.5314e-05+0.00030725i,0.00037091+0.0010152i,0.00081143+0.00088204i,0.0011764+0.00036896i,0.0018791-2.7647e-06i,0.0010948-0.00053534i,-0.0001371-0.00080359i,-0.00030235-0.00041396i,-4.3927e-05-0.00057903i,4.5182e-05-0.00064572i,0.00032041-0.00020632i,0.00034362-0.00034818i,0.00048561-0.0012236i,0.0004303-0.0010277i,3.5568e-05-0.00011604i
-0.0010409-0.0010272i,-0.0014229+0.00053643i,-0.0014715+0.00095362i,-0.00014366+0.00041248i,0.00036992-4.2095e-05i,-0.00056461-0.00021099i,-0.00044515-0.00018829i,0.00065648-0.0003851i,0.00053249-5.4316e-05i,-0.000425+0.00026968i,7.085e-05-0.00047462i,0.001198-0.00094898i,0.00099649-0.00056426i,0.00018132-0.00015336i,-0.00030683+0.00023046i,6.4843e-05+2.3516e-05i,0.00032758-0.00081823i,0.00023744-0.00088268i,0.0002687-0.0010411i,0.00022032-0.00086152i,0.00062481-7.4351e-05i,0.00066773+7.9829e-05i,-7.7983e-05-5.5302e-05i
0.0016062+0.00064464i,0.0014739-0.00023204i,0.0017264-0.00091639i,0.00066305-0.0010234i,6.0799e-05-0.00059828i,0.00068683-0.00026113i,0.00083952-0.0006801i,0.00047741-0.00099913i,-0.00048045-0.0005109i,-0.0011306-0.00029267i,-0.00078516-0.00086517i,-0.00044227-0.00038013i,-0.00011193+7.1205e-05i,0.00053269-1.0831e-05i,0.00039161+0.00019855i,-0.00022073+0.0003527i,-0.00041924-0.00026241i,-0.0006843-0.00030375i,-0.00069093-5.8928e-05i,-0.00037137-0.00037081i,-0.00027787+0.00017996i,-0.00025319+0.00060287i,-0.00061307-0.00035117i
0.0010839+0.0017861i,0.0013648+0.00083148i,0.0013342-0.00074301i,0.00085578-0.0017131i,8.2072e-05-0.0016274i,-0.0001002-0.0010439i,0.00028944+1.5892e-05i,0.00049391+0.00087225i,2.4256e-05+0.00025121i,-0.00041146-0.00029314i,-0.00040923+0.00064181i,-0.00039987+0.00067004i,-0.00014742+0.00051201i,3.6705e-05+2.2846e-05i,-2.1622e-05-0.00053586i,-0.00010419-0.00063465i,-6.3349e-05-0.00063164i,0.00025991-0.00033788i,6.8214e-05-0.0003678i,-0.00021857-0.00048302i,-0.00029318+0.00038662i,-0.00060435+0.0010738i,-0.00014825+0.00040258i
-0.00043507-0.0014458i,-0.0001364-0.0019315i,-0.00019642-0.0016474i,-0.0010183-0.0002284i,-0.00054944-0.0001974i,0.00041081-0.00055469i,0.0003391-0.00067572i,-0.00010137-0.00070258i,0.00036191-0.00068103i,0.001088+0.00023677i,0.00088701+0.00061598i,-0.00010922+0.00020919i,-0.0005645-0.0004984i,6.5443e-05-0.00092592i,0.0011994-0.00075647i,0.0014892-0.0011073i,0.0011708-0.0010123i,0.00062485-0.00011545i,-1.5913e-05-0.000143i,0.00015964+9.7824e-05i,0.0003737+0.00039411i,0.0002784+0.00026085i,0.00011141+0.00041288i
0.0012737+0.00015084i,0.0013444+0.00080578i,0.0015829+0.00034177i,0.00083531-0.0005427i,7.2879e-05-0.0007408i,0.00010069-0.00031058i,0.00022558+0.00036763i,0.00058166+0.00014883i,0.0013565-0.00021614i,0.0012716-5.0602e-05i,0.00073547-0.000188i,0.00032154+0.00017849i,-0.00020327+0.00011363i,-0.00072754-3.2299e-05i,-0.0012115+7.1197e-06i,-0.001301-0.00020272i,-0.00053896-0.00033573i,0.0009496-0.00037053i,0.0014234+6.7158e-05i,0.00060286+0.00091566i,-5.1641e-05+7.383e-05i,0.00061969-0.00075734i,0.0011749-1.8023e-05i
0.0016899+0.0015627i,0.0019329+0.0004218i,0.0028935-0.00052699i,0.0033028-0.0010171i,0.0024568-0.0014707i,0.0004802-0.0012232i,-0.00058151-0.00031699i,-0.00058962+0.00027517i,-0.00037096+0.0003661i,8.3123e-05+8.061e-05i,0.00074152-0.00031889i,0.00087995-0.00054639i,0.00024148-0.00071637i,0.00054541+5.4632e-05i,0.00048602+0.00031245i,-2.7573e-05+0.0001152i,0.00042586+0.00022694i,0.00036989-5.1661e-06i,0.00026893+5.2219e-05i,0.0006509+0.00017067i,0.00048063+0.00018885i,-0.00018437+1.2513e-05i,-0.00030628+3.6215e-05i
0.0010686+6.7603e-05i,0.0012333+0.00096519i,0.00039438+0.0002967i,0.00028908-0.00078961i,0.0013541-0.00032174i,0.0012925+0.00025534i,0.0011451-0.00024208i,0.00085159-0.00012444i,7.4395e-05+0.00028881i,7.2405e-05+0.00043326i,8.9782e-05+0.00060322i,0.00017853+0.00032171i,0.00043952-0.00031053i,-0.00024512-0.00084287i,-0.00012514-0.000487i,0.00052387+5.809e-05i,0.00011552+0.00030443i,3.243e-05+0.00040441i,-0.00040502-0.00031248i,-0.00090345-0.00087279i,-0.00049367-0.0004847i,-0.00031403+2.3758e-05i,-0.0004633+0.00062393i
0.0014742+0.00077424i,0.002665-0.00011794i,0.0028347-0.00056341i,0.0015036-0.00108i,0.0010221-0.0013691i,-1.8339e-05-0.0013741i,-0.0010682-0.0011437i,-0.0007806+1.0454e-05i,-0.00061583+0.00020997i,-0.00026938-0.00034434i,0.00044726-0.00036411i,0.00052394-8.8599e-05i,0.00024303+6.1125e-05i,0.00080293+0.00022559i,0.0012355+0.00026013i,0.00074196+0.0003258i,0.00055563-0.00016256i,-0.0001282-0.00010679i,-0.00059052+0.00075302i,0.00023706+0.00090048i,0.00041416+0.0010596i,-0.00024641+0.00073166i,-0.00077843+0.00027309i
-0.00021993-0.00048706i,-0.00074981-0.0010912i,-0.0019881-0.0013117i,-0.0022525-0.0012103i,-0.0012654-0.00064133i,-0.00084159-0.00024359i,-0.00093935-0.00015618i,-0.00032975-0.00056369i,-0.00014278-0.00098379i,0.00025164-0.00071677i,0.0004516-9.3332e-06i,0.00011844-0.00072133i,-7.6181e-06-0.00097702i,-0.00026287-0.00051792i,-0.00077342-0.00085623i,-0.0011518-0.00063588i,-0.0007647-0.00034657i,-6.4743e-06-0.00034132i,-0.00012561+0.00036246i,-0.00026331+0.0010403i,-0.00020737+0.00067189i,-0.00039133-0.00022401i,-0.00016739-0.00046239i
0.0020296+0.00033349i,0.0023212-0.00060684i,0.002046-0.0013644i,0.00049525-0.001083i,-0.00098682-0.0013405i,-0.00034099-0.0018444i,0.00054539-0.0013552i,0.0005863+3.9117e-05i,0.00025821+0.00053996i,-0.00019098+0.00036676i,-0.00031794+0.00046664i,-0.00063719+0.00088057i,-0.00076519+0.00094176i,-0.00029574+0.00035845i,0.00038133-0.00030599i,-0.00040732-0.00070218i,-0.0012229-0.00062937i,-0.00018322-0.00046388i,0.00031558-9.2198e-05i,0.00036591-0.0002457i,0.00092661-0.0003333i,0.00058516+0.00042215i,-0.00040673+0.0005569i
-0.00034642+0.00043104i,0.00040009-0.00080867i,-0.00095119-0.00079386i,-0.0014376-0.0009042i,-0.00017907-0.00062162i,0.00081888-6.8611e-05i,0.00041517-0.00018149i,-0.00070078-0.00034849i,-0.00064876+1.2659e-05i,0.0009164+0.00028269i,0.0011067+0.00065183i,9.1695e-06+0.00025278i,-0.00044549-0.00022733i,7.9766e-05-0.00010795i,0.00023211-0.00016905i,-0.00044052-0.00032248i,-0.00018426-0.00024873i,0.00045502-0.00021616i,0.00061993-0.00019695i,5.6809e-05-0.00020778i,-0.0005075-0.00051177i,0.00010154-0.0010057i,0.00037841-0.00072184i
0.001611-0.0017805i,0.0021249-0.00075458i,0.0016266+0.00049293i,0.00068377+0.00077574i,0.00067749+0.0011396i,0.00022211+0.00039343i,-4.8559e-05+0.00051588i,0.00042206+0.00093112i,4.2107e-05+3.2155e-05i,-0.00077354-0.0011991i,-0.00071376-0.00081124i,1.1544e-05-0.00023731i,0.00054234-0.00056181i,0.00044981-0.00077252i,5.4079e-06-0.00059585i,-0.0007492-0.00013057i,-0.0014001-0.00035825i,-0.00062421-0.00052616i,0.00016322-0.0001434i,0.00033843-0.00025872i,0.00053884-0.00023502i,0.00010547-0.00014959i,8.4548e-05+0.00016566i
-0.0012264+0.00031345i,-0.0011679+0.0017887i,0.00014103+0.002226i,0.0016494+0.0015168i,0.0023454+0.00099373i,0.00084833+0.00028542i,5.8593e-05+0.00056329i,-0.00013211+0.00098064i,-0.00049702+0.00052345i,-0.00041811-0.00049841i,0.0003892-0.0011312i,0.00074686-0.001066i,-6.9794e-05-0.00078034i,-0.00028545-0.0012886i,-6.5531e-05-0.0012325i,-0.00035139-6.2942e-06i,-5.783e-05+0.00028646i,-7.2238e-05-0.00061713i,-0.00018688-0.00033209i,-0.00038663+0.00026278i,-0.00016918+9.7851e-05i,0.00062696-4.9087e-05i,0.00011601-0.00040483i
0.0006381-0.0008662i,0.001079-0.0013345i,0.001537-0.00025452i,0.00058084+0.00012537i,0.00067261-0.0014545i,0.001228-0.0020828i,0.00099209-0.0014011i,0.00036211-0.00056595i,0.00039909+0.00028626i,0.0010599+0.00025629i,0.0011132-2.3458e-05i,9.8939e-05+9.8059e-05i,-0.0003698-0.00020329i,-0.00065741-0.00027333i,-0.0010727-0.00047074i,-0.00050521+0.00022267i,-0.00030874+0.00043616i,0.00027742+0.00038433i,0.00043777+0.0010022i,-0.00030058+0.00093948i,-0.00016923+0.0001575i,-0.00024152-0.0005964i,-1.3772e-05-0.00052457i
-0.00095547+0.00031936i,-0.0010445-0.00051027i,0.00014317+6.3086e-05i,-3.8945e-05+0.00084991i,-0.000666-0.00018803i,-0.00059959-0.0003663i,-4.6279e-05+3.2865e-05i,0.00077637-0.00052157i,0.0013417-0.00060433i,0.0017164-0.00043024i,0.00081732-0.00012174i,0.0002353+0.00098241i,0.00051067+0.0012035i,0.00017437+0.00037445i,-5.8357e-05-0.00026869i,0.0007285-0.00020545i,0.0010457+0.00014184i,0.0005636-0.00037949i,-0.00018287-0.0010777i,-0.00029494-0.00075232i,-0.00021357-0.00034537i,-0.00074425-2.1428e-05i,-0.00035216-1.3019e-05i
0.00031195-0.00062034i,9.5125e-05-0.0010707i,-0.00049846-0.0013141i,-0.00032905-0.0006707i,-0.00079154+0.00045284i,-0.00071055+0.0003622i,0.0004566+0.00036009i,0.00072913+0.00056908i,-7.0452e-05+0.00044984i,-0.00014915+0.00036667i,-2.4625e-05+0.0010358i,-0.00039799+0.00112i,-0.00025671+0.00067522i,-0.00023284-1.7685e-05i,-0.00067792-0.00045996i,-0.0004409-1.9139e-05i,0.00031703-0.0010529i,0.0010953-0.00047723i,0.0010434+0.0012797i,0.00090335+0.0012552i,0.0011348+0.00098397i,0.00056315+0.00079234i,-0.00030686+3.3099e-05i
0.0012283+0.00096424i,0.0015312+0.0010793i,0.00039251+0.00039288i,0.00021084+0.00023145i,0.00070117+0.00088887i,0.00013386+0.00024039i,0.00025964-0.00045768i,0.00085404-0.00030316i,0.0010057-0.00046937i,0.00037387-0.00095289i,-0.00044317-0.00070084i,1.3636e-05+0.00058351i,0.0003786+0.0013263i,-0.00033935+0.0011224i,-0.00029069+0.00049184i,0.00048419+0.00016198i,0.00084689+0.00026994i,0.00070291-0.00071865i,0.00074687-0.0014534i,0.00093743-0.00067706i,0.0010832+0.00027458i,0.00058938+0.00036855i,1.2018e-05-0.00051288i
0.00045894+0.0037014i,0.0011014+0.0038405i,0.0035511+0.0020265i,0.004479-0.00037956i,0.0040508-0.0017551i,0.0023937-0.0015854i,0.00049433-0.0006724i,0.00015911+0.00039932i,0.0012888+0.00023462i,0.0012566-0.00076195i,-0.00017611-0.0010999i,-0.00035128-0.00090028i,0.00026977-0.00096021i,0.00046463-0.0011739i,0.00035351-0.00070463i,0.00033537+0.00044372i,0.00096248+0.00072186i,0.0011857-0.00029206i,0.0003768-0.00056905i,-0.00021743+0.00036519i,-0.00013456+0.0005521i,-0.00037208+0.00011422i,-0.00063188-0.00044352i
0.0013594-0.00037652i,0.0013866-0.00091965i,0.0011358-0.0015233i,-0.00036145-0.0017935i,-0.00063329-0.0014497i,-0.00029385-0.00088018i,-0.00060226-0.00084976i,-0.00021629-0.00086853i,3.8798e-05-0.0010144i,-0.0004163-0.0013114i,-0.00027429-0.0011208i,-8.5281e-05-0.0001416i,-0.00046647+0.00086i,-0.00035426+0.0013271i,-0.00061084+0.00095757i,-0.00024757+0.00059215i,8.2515e-05+0.00062571i,-0.00073964+0.001002i,-0.00088477+0.00050643i,-0.0004679-0.00015149i,-0.00049056-0.00035468i,6.4295e-05-0.0002502i,0.00070188-0.0003581i
-0.00028855+0.0022138i,0.00036962+0.0025494i,0.0014536+0.0017843i,0.0014369+0.001182i,0.00097079-4.2563e-05i,0.0014141-0.00079295i,0.0014992-0.00041995i,0.00075049-0.00066725i,0.00013432-0.0002684i,-0.00026848+0.00012128i,0.00020667-0.00015186i,0.00077311+0.00043895i,-0.00017462+0.0010311i,-0.0014832+0.00075625i,-0.00095406-0.00032517i,-4.4185e-06-0.00076808i,-5.1568e-05-0.00052518i,0.00055894+0.00012573i,0.0010808+0.00071587i,0.00096252+0.00065581i,0.00066207+0.00068384i,-0.00018105+0.00027174i,-0.00079453-0.00033948i
0.00059827-0.0015017i,0.0012376-0.0013864i,0.00094883-0.00075606i,-0.00021375+0.00019177i,-3.0607e-05+0.00035416i,0.00073552-0.00038628i,-5.9632e-05-0.00032372i,-0.00026407+0.00037258i,-0.0002362+0.00020081i,0.00010441-2.7355e-05i,0.0003497+0.00032896i,0.00050711+0.00025274i,0.00078599+0.0004468i,0.00032543+0.00040619i,1.2645e-05-0.00026626i,8.7424e-05-0.0014319i,0.00050057-0.00091973i,0.000615-0.00016277i,0.00051251-0.00037596i,0.0008697-7.2895e-05i,0.00090283+0.00081293i,0.0005852+0.00078387i,3.5898e-05+0.00035615i
0.00061923+0.00078511i,0.00087383+0.00071702i,0.0014028-5.4843e-05i,0.0012856-0.0014885i,0.00056594-0.0010597i,5.3057e-05-0.00070622i,-4.6291e-05-0.0014963i,0.00019688-0.0013436i,0.00096094-0.00050374i,0.00064631-0.00025913i,-0.00036102-0.0011291i,7.9879e-05-0.00076764i,0.00010682+0.00015027i,-0.00020722+0.00014373i,6.181e-05-0.00037342i,4.5913e-05-0.00062697i,-0.00027224-0.00039304i,-0.00067819+0.00018734i,-0.00049259+0.00069613i,-1.5548e-05+0.0002766i,-0.00037205+3.4419e-05i,-0.00093605+0.00032602i,-0.0010521+0.00010409i
