0.0034825+9.486e-05i,0.0023943-0.00080115i,0.0013564-0.0030164i,-0.0021127-0.0028664i,-0.0046234-0.0021624i,-0.0042022-0.0004145i,-0.0023957+0.0015901i,-0.00057948+0.0014162i,0.00067768+0.00038407i,0.00077665-0.00070342i,0.00044269-0.00086972i,0.00080683-0.00040681i,0.0003325+0.00045827i,-0.00072686+0.000786i,-0.0016044+0.00028249i,-0.00089289-4.2033e-05i,-0.00010327-5.0105e-05i,0.00023165+0.00050789i,-1.4654e-05+0.00069334i,-0.00074254+0.00039005i,-0.00030684-0.0001476i,-1.3829e-05-0.00013442i,-0.00068967-3.4173e-06i
0.00063518-0.0015564i,0.0014081-0.0015056i,0.00076366-0.0012544i,-0.00068206-0.00084606i,-0.00087334-0.00056995i,-0.00050136-0.00037611i,-7.0271e-05-0.00032519i,-7.7616e-05-5.2681e-05i,-4.5064e-05+0.00029351i,0.0003733+0.00059616i,-0.00018498+0.00041951i,-0.00031776+0.00012909i,0.00023763-3.4737e-05i,0.00075239-0.00022179i,0.0002025-3.6052e-05i,-0.0010257+0.00092686i,-0.00095377+0.0010051i,-0.00024695-0.00018763i,-0.00024102-0.0011676i,-0.00011801-0.000532i,8.9154e-05+0.00093909i,-5.3121e-05+0.0019033i,-0.00039946+0.00053499i
-0.00017923+0.0024357i,0.00020119+0.0032953i,0.001425+0.0035749i,0.0026847+0.0019803i,0.00306-1.73e-05i,0.002063-0.00058961i,0.00063765-9.5581e-05i,0.00062762-0.00028682i,0.00083673-0.00042255i,0.00099815+0.00015841i,0.00082518-1.5949e-05i,0.00025894-0.00070958i,-0.00036344-0.00064347i,-0.00034308+0.00012397i,0.00022388+0.00078559i,0.0006385+0.00090711i,0.00073129+0.0012056i,0.00031743+0.0014011i,0.00027423+0.0004793i,0.00053389-0.00023151i,0.00072696-0.0003096i,0.00055877-0.00026863i,0.00023322+0.00039528i
-0.00083532+0.0023217i,-0.00043066+0.0025262i,0.0011464+0.0029507i,0.0027185+0.0020421i,0.0025834+0.00099424i,0.0013537-1.2812e-05i,0.0008058+0.00026431i,0.0010397+0.00062803i,0.0010062+0.00052539i,0.00080441+4.5113e-05i,0.00090343-0.00054795i,0.00077109-0.00048392i,0.00018681+0.00017366i,-0.00034489+0.00034563i,-0.00089672+0.00020595i,-0.0002799+0.00053962i,-0.00021791+0.00071277i,-0.00044348+0.00022276i,-0.00059927-0.00048505i,-0.00095903-0.0010671i,-0.0013267-0.00080207i,-0.00085547-7.8828e-06i,0.00012449+0.00044095i
-0.00050999+0.0065601i,-1.2304e-05+0.0084148i,0.003777+0.0066452i,0.0056476+0.0024409i,0.0048137-0.00106i,0.0016177-0.0021922i,-6.4217e-05-0.0010522i,4.4212e-05-0.00015788i,0.00071463-0.00048161i,0.0015793-0.0012539i,0.0011787-0.0016775i,0.00018718-0.0012053i,-0.00038426-0.00039292i,-0.0007545-0.00042633i,-0.00079577-0.00073404i,0.00016172+0.00014997i,0.0009591+0.0011362i,0.00014894+0.00028273i,-0.00054023-0.00064748i,-0.00034567-0.00013823i,0.00010856-0.0003455i,0.00094891-0.00055394i,0.0012784-2.0436e-05i
-0.0012148-0.0095151i,-0.0019708-0.011171i,-0.0093721-0.0095976i,-0.011151-0.0027932i,-0.0079835+0.004057i,-0.0019512+0.0059685i,0.00077119+0.0023594i,-0.00059952+0.0001755i,-0.0019532+0.00044353i,-0.002515+0.001563i,-0.0020251+0.0020337i,6.4236e-05+0.00088591i,0.0022539+0.00029523i,0.0030182+0.00058181i,0.0024871+0.00043633i,0.00030914-0.00040175i,-0.0012509-0.00051022i,-0.00056864-9.3433e-05i,0.00054306+3.5498e-05i,0.00035927+0.00011854i,-0.00016143-0.00096128i,0.00014435-0.0017661i,0.0005444-0.00098937i
0.00025822-0.0024238i,-0.00020423-0.0033555i,-0.0018673-0.0033633i,-0.0026797-0.0012317i,-0.0027104-0.00022485i,-0.0011552+6.4365e-05i,0.00073454+0.00035088i,0.00020854+0.0012156i,-0.00064653+0.0015917i,-0.00096008+0.00099182i,-0.00055098+0.00028168i,0.00033455+0.00054463i,0.00094518+0.00058369i,0.0016524+0.00043659i,0.0014508+0.00043517i,0.00074013+0.00010902i,0.00078859-0.00037298i,0.00025809-9.1004e-05i,0.00055693-0.00036376i,0.0010742-0.00093707i,0.0001473-0.00094596i,-0.00051546-0.0010282i,-0.00042135-0.00041939i
0.00013329-0.00209i,-7.2833e-05-0.0022849i,-0.0014188-0.002113i,-0.0017908-0.00094897i,-0.0019178+0.00010147i,-0.00077881+0.00037063i,0.00056552-4.1679e-05i,0.00099066-0.00075068i,0.00064335-0.00033652i,-0.00016383+0.00039166i,-0.00014225+0.00036572i,0.00013831+9.5527e-05i,-0.00047666-0.00076387i,-0.00018597-0.0018786i,0.00086105-0.0014514i,0.00070775-0.00011213i,-0.00062044+0.00035839i,-0.0013053-0.00028586i,-0.00036834+0.00028005i,-7.072e-05+0.00028779i,-0.00049968-0.00044904i,-0.00093079-0.00069513i,-0.00088984-0.00081434i
0.0012706-0.0015158i,0.00048502-0.002509i,-0.00097268-0.002441i,-0.0021594-0.00065417i,-0.0023797+0.00080043i,-0.0014197+0.00035265i,-3.1878e-06-0.00056342i,0.00058277-0.00035947i,0.0002235+0.00025891i,-4.513e-05+0.00057433i,0.00013762-5.6809e-05i,0.00026367-0.00075531i,-2.6028e-05-0.00029547i,-0.00016708+0.00060654i,5.0454e-05+0.0004588i,-2.3034e-05+1.1712e-05i,-0.00039967-0.00060056i,-0.0012973-0.00060793i,-0.0011866-1.8921e-05i,-0.00086813+0.00012325i,-1.3957e-05-0.00037373i,0.00093289-0.00086557i,0.00037565-0.00037072i
-2.5937e-06-0.0030415i,-0.0010264-0.0034946i,-0.0022525-0.0028045i,-0.0023878-0.00018089i,-0.0018163+0.0018738i,-0.00084582+0.0021119i,0.00030438+0.00097907i,0.00053822+4.9149e-05i,9.2829e-05+0.00078168i,-0.00023471+0.0011863i,-0.00053981+0.00052627i,0.0001457+0.00016783i,0.00080197+6.1712e-05i,0.00059247+0.00039717i,0.00097715-0.00026176i,0.00080179-0.00081543i,-0.0002024-0.00025474i,-0.00060747+0.00060435i,-9.8773e-05+0.00073889i,0.0002125+0.00058787i,0.00010195-0.00023079i,-4.7934e-05-0.00060406i,4.7293e-05-0.00015957i
0.00022936+1.8226e-05i,0.0009167+0.00144i,0.0016716+0.00094551i,0.00060189-0.001102i,0.0003026-0.001977i,0.00071311-0.0016773i,0.00056556-0.0013787i,0.0011131-0.00096916i,0.00089446-0.00073078i,0.00062055-0.00046026i,0.00070333-0.0002088i,-0.00014453-0.00048064i,-0.0005293-0.00031255i,0.00024451-0.00023623i,0.00059214+4.684e-06i,0.00030758+0.00053204i,0.00044693+0.00017409i,0.00021231-0.00021919i,-0.00075844-0.00066564i,-0.00063158-0.00056251i,0.00024147+0.0004351i,8.8108e-05+0.00075105i,-0.0002821+0.00074705i
0.0016961-0.0001087i,0.0016018-0.0011966i,0.00050607-0.0017451i,-0.00049407-0.0025084i,-0.0013131-0.0024643i,-0.0017361-0.0014895i,-0.0012064-0.0015454i,-0.00027947-0.0016464i,-0.00031944-0.0014318i,-0.00032678-0.0012805i,-0.00054332-0.00052321i,-0.0010338-0.00011295i,-0.0010201-0.00045031i,-0.0011512-0.00095706i,-0.00033929-0.00048772i,0.00039821+0.00016552i,0.00041016+0.00021675i,0.00035619+0.00046398i,0.0003989+0.00024076i,0.00073843+3.2959e-05i,0.0010373-0.00014442i,0.0010007-0.00026402i,0.0011356+0.00033456i
4.8403e-05+0.0016191i,-0.00028508+0.0017289i,-0.00043696-3.9235e-05i,-0.0012355-0.0011295i,-0.0015963-0.0011494i,-0.0005696-0.00012291i,-0.00036577+0.00034352i,-0.00059405-0.00025944i,-0.00020065-0.00010592i,-5.989e-05+0.00019085i,-0.00056321+0.00036234i,-0.0012279-0.00022478i,-0.00042684-0.0012313i,0.00022058-0.0013111i,0.00023031-0.0010279i,-0.00025973-0.0007567i,-0.0011224-0.00023847i,-0.00068449-0.00036092i,0.00022476-0.00011038i,0.00054326-0.00018088i,0.00093697-0.00070726i,0.00065343-0.0009326i,-0.00025554-0.00084959i
0.00069569-0.00035907i,0.0006747-0.00021443i,0.0003371-8.1741e-06i,0.0005241+0.0015217i,0.00092967+0.0012158i,0.0014876+0.00060294i,0.00084429+0.00027067i,0.00027964+0.00016527i,0.00020444+0.00012282i,0.0004212+0.00080888i,0.00090723+0.0011512i,0.00039386-0.00075003i,0.0001385-0.0014516i,0.00063776-0.00021596i,-0.00014+0.00070806i,-0.00076428+0.00066595i,-0.000457+0.00012795i,1.4671e-06+7.6728e-06i,0.00051002+0.00014195i,0.00048035+0.00016147i,0.0003227+0.00034296i,0.00025192+0.00029908i,5.2808e-06+2.9778e-05i
-0.0011354-1.0474e-05i,-0.0010735-8.5885e-05i,-0.0015091+3.0918e-05i,-0.0010179-9.5639e-05i,-0.00065813-0.0011098i,0.00024173-0.00053942i,0.00078257-0.00043886i,-0.00026873-0.00021112i,-0.00070558+0.00048565i,-0.00020545+0.00042427i,0.0001139+0.00051678i,-0.00014632+1.2537e-05i,1.4987e-05+0.0002495i,0.00057951+0.0007919i,0.00079333-0.00021225i,0.0005729-0.00058014i,-0.00019508+0.0003701i,-0.0008937+0.00021655i,-0.00095636-4.9167e-05i,-0.00028052+0.00034188i,0.00043634+0.00085517i,0.00037298+0.00047445i,0.00011912-0.00027033i
0.0026471-0.00048697i,0.003164-0.0007297i,0.0022157-0.0021966i,-0.00011469-0.0020101i,-0.0012001-0.0010381i,5.0835e-05-0.00024367i,0.0016547-6.1668e-06i,0.0010568-0.00027763i,-0.00041814-0.00078768i,-0.00084606-0.0013605i,0.00034897-0.0014604i,0.0016632-0.0010726i,0.0014466-0.0006017i,0.00031298-0.0004603i,-0.00045343+0.00017016i,-0.00023921+0.00027561i,-0.00017154-0.0001355i,-0.00051994-0.00017654i,-0.00051022+0.00094482i,-0.00034491+0.0010385i,-7.2275e-05-0.00022496i,-0.0003901-0.00078946i,9.2022e-05-0.00074868i
-0.00043113+0.0012744i,-0.0013079+0.0010255i,-0.0009784+0.0017773i,-0.00015663+0.0014936i,3.142e-05-0.00027627i,-0.00026988-0.0008673i,-0.00013019-0.00059518i,8.1913e-05-0.0003286i,-0.00040555-0.00015041i,-0.0007862+0.00022171i,-0.00060699-0.00027269i,-0.00053684-0.00088487i,-6.7205e-05-0.00074216i,0.0010515-0.00068723i,0.0011518-0.00011814i,7.3491e-05+0.00014539i,-0.00061514-0.0003771i,-0.00058515-0.00068519i,-0.00028555+1.9758e-05i,1.4836e-06+0.00040738i,-3.7463e-05+0.00014778i,6.8735e-05+0.00024217i,0.0001207-0.00018358i
-0.00035467-0.0015881i,0.00087031-0.0010702i,0.00070393-0.00081993i,0.00010532-0.00041274i,-0.00061473-0.00064335i,-0.00087896-0.0015488i,-0.00068673-0.0014683i,-0.00053692-0.0012002i,-0.0003079-0.0007623i,-0.0011049-8.0143e-05i,-0.0010597+0.00017707i,-0.00037809+0.00012292i,0.00015068+0.00010006i,0.000152+5.9488e-05i,-0.00025472+0.00029893i,-0.00029531+0.0001279i,-0.00098784+0.00046101i,-0.001247+0.00034739i,-0.0009156+0.00044615i,-0.00083425+0.00023859i,-0.00018578+0.00022108i,3.0826e-05+0.00065472i,-0.00039279+0.00047848i
0.00034347-0.001527i,0.00010268-0.0014591i,-0.00028462-0.0015467i,-0.00081902-0.0019779i,-0.0013822-0.0016318i,-0.00086405-0.00018641i,-0.00050929+0.00039163i,-0.00033691-0.00024854i,-0.00015774+9.4669e-05i,-0.00040565+0.000679i,0.00037719+0.00027751i,0.00067403+0.00036236i,0.00016489+0.00031872i,0.00033644-0.00024647i,0.00043826-0.00044101i,7.1219e-06+6.5798e-05i,-8.703e-05+0.00046688i,-0.00015102-0.00019947i,0.00021608-0.0013362i,0.00090487-0.00080026i,0.00048372-0.00021626i,-0.00027093-0.00027061i,-0.0005125-0.00015053i
0.0006022-0.0020725i,0.00061757-0.0015279i,0.00033873-0.0013814i,-0.00041706-0.00036937i,-0.0006028+4.51e-05i,0.001095-0.00062829i,0.0020249-0.00062633i,0.0013123-0.00030695i,-9.0812e-05-5.1997e-05i,-0.00067169+2.7914e-05i,-0.00046794+0.00076118i,-0.00088346+0.0012647i,-0.00095348+0.00068837i,-2.5438e-05-0.00010403i,0.00020412-6.4853e-05i,-0.0007951+0.0001573i,-0.00087936-0.00033424i,-0.00013604-0.00020141i,-0.00022722+0.00017278i,3.7233e-05+6.2306e-05i,0.00070858+2.6575e-05i,0.0012406+7.3329e-05i,0.0012638+0.00015261i
-0.0017826+0.0011969i,-0.0018903+0.0018502i,-0.00035596+0.0022844i,0.00028456+0.0011862i,0.0004339-1.1383e-05i,0.00037521-0.00020472i,-0.00027518-0.00030654i,-0.0001476+0.0003408i,-0.00033719-2.3261e-05i,0.00029002-0.00097589i,0.00063198-0.0010878i,-0.00020452+1.9525e-05i,-0.00022881+0.00070497i,-5.0275e-05+0.00047155i,0.00035952+0.00039952i,0.0004378+0.00060339i,0.00014629+0.00029596i,0.00036212+3.1644e-05i,0.00041869+0.00018946i,0.00027055-0.00034335i,0.00047622-0.00064549i,0.00051944-0.00042173i,0.00054327-0.00069173i
-0.00098451+0.00055211i,-0.00055495-8.5476e-05i,-0.0004715+9.8538e-05i,0.00032266+0.00071592i,0.00092465+0.0011945i,0.00082635+0.00051995i,0.00022934-0.00037801i,-0.0001685-0.00067425i,-0.00028649-0.00062419i,-0.00049064-0.00013951i,-0.00016156-0.00017796i,0.00084236-0.00045619i,0.00034505-0.00045894i,-0.00054337-0.0006612i,-0.00049468-0.0002669i,-7.2816e-05+0.00058656i,2.4548e-05+0.00076528i,9.5272e-05+0.0010491i,-2.9763e-05+0.00087781i,-0.00029345+0.00021283i,0.00028013-6.3513e-05i,0.00041033-3.5305e-05i,-0.00013171+0.00031476i
-0.00053147-0.00030882i,-0.0011895-0.00032636i,-0.0010142-0.00013486i,-0.0002477-0.0003061i,-0.00021053-0.00085648i,0.00021397-0.00060917i,0.00024966+5.3405e-05i,3.1573e-05+0.00056597i,-0.00027897+0.0009517i,-0.0006138+0.00082187i,-0.00023477+0.00065548i,-0.00012779-0.00016012i,0.00024026-0.00038701i,0.00034133+0.00032953i,0.00032525+0.00037168i,0.00022583+2.9071e-05i,-0.00042075+5.1729e-06i,-0.00075061+0.00014882i,-0.00014059+0.00017147i,0.00089575+0.00041225i,0.0013817+0.00051233i,0.0016002+0.0002004i,0.00087366-0.00056992i
0.002183-0.0024752i,0.0014711-0.0015317i,6.7806e-05-0.0016278i,-0.0019209-0.0021757i,-0.0022485-0.0014003i,-0.00092429-0.00075115i,-0.00036681-0.00068852i,-0.00024949-0.00024474i,-0.00082002+0.00056283i,-0.00081565+0.00052877i,-0.00044162-4.6005e-05i,-0.00020464+0.00029802i,0.00042329+0.00052914i,0.001056+0.00028863i,0.00092799+2.5182e-05i,0.00055566-3.3937e-06i,-0.00032656+0.00016634i,-0.00093456-0.00029755i,0.00016953-0.00034224i,0.00084853+0.00052588i,0.0003529+0.00069158i,-0.00014877+0.00016122i,0.00012607-0.0008218i
-0.0015182-0.0017173i,-0.00096614-0.0017258i,-0.0014246-0.0014613i,-0.0015054+0.0006356i,-0.00048092+0.0015878i,0.0013805+0.0012846i,0.0013955+0.00131i,0.00034973+0.0010418i,0.00074158+0.00080918i,0.00096849+0.0015463i,0.0006933+0.0020216i,0.00056878+0.0014017i,0.00048135+0.00057868i,0.00012517-0.00015753i,-0.0004378-0.00086154i,-0.0010137-0.00063811i,-0.0011555-0.00016318i,-0.00042058-7.3787e-05i,-0.00014541+0.00026859i,0.00026062+0.00059567i,2.5287e-05+0.00072817i,-0.00032199+0.00033946i,-0.00026366-0.00010135i
-0.00044349+0.00022882i,-0.00091314+0.00077065i,-0.00086495+0.0006634i,5.8717e-05+0.00067949i,0.00053289+4.3042e-05i,0.00053188-0.00042652i,0.0011285-0.00018691i,0.0018758-0.00037507i,0.0013266+3.66e-05i,0.0011952+0.00082803i,0.0015443+0.00047397i,0.00072777-0.00038635i,0.00063477-0.00096901i,0.00080286-0.00073746i,0.00042508-0.00022896i,0.00024222+0.00035212i,0.0004906+0.00087226i,0.00047161+0.00047761i,-6.9524e-05-0.00020178i,-0.00058787-0.00025514i,-0.00053107-0.00020396i,0.00048999+0.00035172i,0.0005553+0.00042462i
-0.0013246-0.0023378i,-0.00082115-0.0018743i,-0.0010058-0.00098631i,-0.0020807+0.00069761i,-0.0021251+0.0015967i,-0.00079821+0.0013242i,6.7428e-05+0.00084394i,-0.00013834+0.00023967i,-0.00017009-0.00039217i,0.0006836-0.00075598i,0.0007139-0.0010579i,0.0005165-0.00081501i,-7.2907e-05-0.00051138i,-0.00026052-0.00011214i,-9.9735e-05+0.00010721i,-5.4765e-05+0.00068187i,-4.9742e-05+0.00026279i,-0.00012591-0.00095905i,-0.0006283-0.00054258i,-0.00116-0.00049003i,-0.00052075-0.00050387i,0.00052876+0.00066671i,0.00080584+0.0014965i
0.0009046-0.00034218i,0.0003176-6.9163e-05i,-0.00048031-0.00029619i,-0.00081101-0.00042404i,-0.00030149+0.00060964i,0.0008048+0.0011306i,0.00085902+0.00020904i,-0.00041032-0.00062566i,-0.00082228-0.001084i,-0.0011846-0.0010849i,-0.00085586-0.00043602i,0.00037585+0.00015126i,0.00021419-0.00020917i,-0.00046175-0.00059831i,-0.00024648-0.00015433i,0.00012414-0.00035559i,0.0012155-0.00082269i,0.0009647-0.00017046i,4.2004e-06+0.00063768i,-0.00024616+0.0005351i,1.5435e-05-0.00024119i,0.00037473-3.5448e-05i,6.139e-05+7.5764e-05i
-0.0015747-0.00060297i,-0.0011694-0.001625i,-0.00070225-0.00084114i,-0.00038858+0.00049856i,-2.4621e-05+0.00031617i,9.3168e-05-0.00022587i,0.00047643+0.00013922i,0.00043747+0.00044823i,5.5385e-05-0.00013718i,-0.00013155+4.8639e-05i,-0.0006616+0.00072249i,-0.00014239+0.00042426i,0.0012416-3.8789e-05i,0.0011153-0.00026275i,0.0010231-0.00052892i,0.0011655-0.0003577i,0.00085759+4.6467e-05i,0.00071443+8.6886e-05i,7.0207e-05+0.00061401i,-0.00016581+0.00052489i,0.00030482+0.00071074i,0.00043408+0.0011565i,0.00013301+0.00046235i
0.00041936+0.0017036i,0.0007817+0.0017399i,0.0012383+0.0014244i,0.0012028+0.00069384i,0.0010842+1.4369e-05i,0.00049278-0.00035762i,4.9064e-05-0.0004438i,-0.00018358-0.00029202i,-0.0005536+0.0004939i,-0.00038071+0.0015949i,0.00015361+0.0018493i,0.00038176+0.00091752i,8.2913e-05-0.00083655i,-0.00017748-0.0017768i,1.2383e-05-0.00076346i,-0.00011959-0.00045288i,-0.00010756-0.00060666i,-0.00017983-0.00035298i,0.00066625+4.9407e-05i,0.00087358+0.00017206i,-0.00017397+6.7945e-06i,-0.00040029-0.00015521i,-0.00027883-0.00016545i
-0.00021357-0.00194i,0.00047489-0.002007i,0.00022405-0.0024811i,-0.00097835-0.0024893i,-0.0016103-0.0013753i,-0.00077454-0.00021826i,0.00032503-0.0001825i,0.00061983-0.00012885i,0.00097395+0.000223i,0.00079864+0.0011763i,0.0002611+0.0016599i,0.00026248+0.00078912i,0.00071637-0.00031301i,0.00089724-0.00014872i,0.0003296+0.00055787i,-0.00011566+0.0005095i,1.7383e-05+0.00031959i,-0.00029482+0.00063166i,-0.00035862+0.0005062i,0.0001457+0.00025044i,0.00065118-1.9993e-05i,0.00085782+3.4709e-06i,0.00041071-0.00063761i
0.00089727-0.00032317i,0.0010519-0.0011107i,-0.00012062-0.00057702i,-0.0005543-0.00037949i,-0.0004714-0.00088574i,6.2187e-05-0.00045382i,0.00012814-0.00029656i,0.00020963-0.00062155i,0.001205-0.0007379i,0.0012352-0.001161i,0.001037-0.00060082i,0.0017426+0.00055634i,0.0011976+0.0009889i,0.00031165+0.00067376i,0.00025435+0.00063885i,2.915e-05+0.00079474i,-0.00020016+0.0004499i,-0.00012109+0.00021143i,0.00029279+0.00073218i,0.00067951+0.00082695i,0.00032515+0.00056846i,-0.00050247+0.00063444i,-0.0010154+0.00068804i
0.0012172+3.4647e-05i,0.0012181-4.3975e-05i,0.0012911+0.00022914i,0.0016822-0.00031463i,0.0015378-0.00072091i,0.00090905-0.0004157i,0.00092471-0.00054083i,0.0008844-0.0011629i,0.0006227-0.0018235i,0.00049057-0.0015773i,0.0010624-0.001332i,0.001326-0.0011573i,0.0010031-0.00091363i,0.00027985-0.00078407i,-0.00010545-0.00027208i,-0.00029626-0.00012641i,-0.00047531-0.00015758i,0.00022239-0.00053169i,0.00066438-0.00068046i,-9.4597e-05-0.00045494i,-0.00086589+9.9653e-05i,-0.00084509+0.0013007i,-0.00013048+0.0014956i
0.00044613+0.00053309i,-8.0613e-06-0.00023056i,-0.00085639-0.00026959i,-0.00049649-0.0013147i,-8.6176e-05-0.0014438i,-0.00052227-0.0012729i,-0.00088822-0.0011329i,-0.0007547-0.00047827i,-0.00060179-8.2097e-05i,-0.00098856-0.00071399i,-0.001326-0.00089766i,-0.00087567-0.00076707i,-1.4478e-05-0.00047578i,-0.00023095-0.00031209i,5.6373e-05-0.00031012i,9.4419e-06-0.0004159i,-0.00040053-0.00053257i,0.00019089-0.00068182i,2.327e-05-0.00066469i,-0.00054926-0.0003937i,-0.00025386-3.6395e-05i,0.00023287+0.00045942i,-0.00014406+0.00072046i
-0.00074834-0.0012221i,-0.00019047-0.00069364i,-0.00074226+0.00080652i,-0.00031584+0.0011303i,0.00042396-7.896e-05i,0.0013213-0.0012272i,0.0012755-0.00083362i,0.00059051-0.00023446i,-0.00046947+0.00020655i,-0.0011148+0.00022976i,-0.00078713+4.24e-05i,-0.00071737+0.00017877i,-0.001119+0.00017096i,-0.0016316-0.00056572i,-0.0012047-0.00070373i,-0.00059658-0.00033836i,-0.00083462-0.00043865i,-0.00043907-0.00025107i,2.4582e-05+0.00013005i,-0.00017496+0.00036735i,-0.00032555+3.1621e-05i,3.4436e-05-0.00014377i,0.000109+0.0001788i
-0.0012431+0.00025709i,-0.00012283+0.00065305i,0.001665+0.001002i,0.0015088+0.00091566i,0.00032655+7.5957e-05i,0.00041126-0.00034845i,0.00093978+0.00053443i,0.0012966+0.0012958i,0.0010793+0.0016196i,0.00047957+0.0018401i,0.00075122+0.0015288i,0.00073857+0.00084163i,-0.00018502+0.00084231i,-0.00050456+0.0012547i,-0.0010345+0.0006301i,-0.0010164+7.0956e-05i,-0.00072856-0.00029638i,-0.00071217-0.00049475i,-0.00015021-0.00019943i,0.00029402-0.00016617i,0.00074214-9.2918e-05i,0.00084834+0.00025868i,-0.00021618+0.000298i
0.001288-0.0019709i,0.0011272-0.0020527i,0.00097253-0.002201i,-0.00021021-0.0025071i,-0.0012547-0.0021635i,-0.00062931-0.0003859i,0.00092125-2.2549e-06i,0.0010693-1.7612e-05i,-5.9886e-05+1.6355e-05i,-0.00030172+1.385e-05i,0.00024352+0.00030069i,0.0005419+0.00037364i,0.00074597+0.00043782i,0.00083415+0.00097212i,0.00097613+0.0007728i,0.00064-7.7238e-05i,-0.00044253-1.5925e-05i,-0.00051389-4.1852e-05i,-0.00013636-5.2106e-05i,0.00078419+0.00016615i,0.00079581-0.00016877i,2.5545e-05+0.00014117i,-0.00055975+0.00036154i
0.0013268+0.0012586i,0.00090721+0.0020198i,0.00096532+0.0021614i,0.0010026+0.0010391i,0.00091192-0.00072473i,0.0005219-3.6837e-05i,-0.00010411+0.00049997i,0.00031267+0.00014163i,0.00073968-0.00080387i,0.000371-0.001614i,0.00052403-0.0011328i,0.00094375-0.00069318i,0.0011788+4.4062e-05i,0.0010138+0.0010914i,0.00045141+0.00085322i,2.8953e-05+0.00034904i,0.00057177-0.0001467i,0.0010082+0.0003838i,0.00032914+0.0011043i,-0.00034066+0.00065002i,-0.00046308-4.451e-05i,-0.00049895-3.4999e-05i,-1.807e-05+0.00029951i
-0.00075421-0.0022392i,0.00028963-0.0016208i,-0.00084768-0.00029695i,-0.0017142+0.00051095i,-0.0013465+0.0015608i,-0.00065351+0.0015526i,-0.00021678+0.00064831i,-0.00039372+0.00048365i,-0.00040007+0.00071629i,0.00024229-0.00025686i,0.00084235-0.00082777i,0.00089305-0.00023138i,0.00062158-5.7764e-05i,0.00035484-0.00015421i,-7.4272e-05-0.00021469i,-0.00054198-0.00040809i,-0.00043534-6.7274e-05i,-0.00029371+0.00075551i,-0.00017751+0.00062784i,-0.00029484+0.00033204i,-0.00036725+5.6737e-05i,5.9277e-05-0.00028341i,0.00029307-0.00028066i
-0.0038216-0.00076544i,-0.0034474-0.0011535i,-0.0032325+2.2853e-05i,-0.0014587+0.0016899i,5.9132e-05+0.0018899i,0.00090853+0.00071603i,0.00099387-0.00029486i,0.00029561-0.00035536i,1.1362e-06-0.00033974i,0.00046953-0.00016837i,0.00087157+0.00037127i,0.00080847+0.00034313i,0.00041652-0.00010828i,0.0005679+0.00010703i,0.00081673-0.00037976i,0.00023055-0.00018448i,-0.0001535+0.00022183i,2.5766e-05+0.00035156i,-0.00039459+0.00084458i,-0.0009317+0.00090846i,-0.00043089+0.00024275i,0.00022546-0.0004218i,0.00051311-0.00043585i
0.00022594-0.0010182i,0.00098143-0.0014635i,0.00033971-0.0028191i,-0.00043922-0.002577i,-0.00048266-0.00082707i,-0.00038212+0.00022865i,0.00016085-4.1231e-05i,-2.9113e-05-0.0005376i,-0.0006071-0.00043762i,-0.00075775-0.00022886i,-0.00025198-0.00020535i,0.00046097+0.00031203i,0.00042425+0.00073706i,0.00055858+0.00067123i,0.00049202+0.00038286i,0.00020252-0.00046601i,0.00011326-0.0011574i,-0.00028277-0.00050643i,-0.00021681+0.00038627i,8.8739e-05+0.00088994i,-0.00049985+0.00048891i,-0.001213-0.00040729i,-0.00091214-0.00058843i
0.0012524+0.00025338i,0.0014543-0.00055188i,0.0018195-0.00093833i,0.0013238-0.0012515i,0.00014731-0.0011425i,-0.0014768-0.00064572i,-0.00030724-0.00064833i,0.0013345+0.00047086i,0.0010658+0.0015163i,0.00030582+0.0015464i,0.00023399+0.0012831i,0.00064395+0.0006428i,0.00051884-9.7807e-05i,0.00013514+0.0002606i,0.00037091+0.00043494i,0.00039741-0.00029292i,-1.1578e-05+1.9494e-06i,-5.3116e-05+0.00038919i,0.00018468-8.8845e-05i,-2.9083e-05+0.000148i,-9.3515e-05+0.00049841i,-0.00022975-5.3385e-05i,-4.3384e-05-0.00027018i
0.0020268+0.0017586i,0.002108+0.0014492i,0.0030856+0.0014998i,0.0020425+0.0004524i,0.00061838-0.00093768i,0.00032341-0.0011067i,0.0008526-0.0010881i,0.0012393-0.0003116i,0.00096456+0.00020087i,0.00071902-8.2897e-05i,0.00092138-0.00058447i,0.0004892-0.00052571i,-8.1784e-06+0.00018897i,-0.00018781+0.00052602i,-0.0008077+0.00028176i,-0.00059426-0.00069062i,0.00063069-0.00064179i,0.00068537+0.00034371i,-0.00030935+0.00062935i,-8.8546e-05+0.00025979i,0.00040879+2.3035e-05i,-2.3182e-05-0.00010139i,-0.0001178-0.00050672i
-0.00067316-0.0011691i,0.00044169-0.0017221i,0.00029573-0.0016602i,-0.00097717-0.00083333i,-0.0012414-0.0006994i,0.00024152-0.00043006i,0.00019744+0.00042282i,-0.00070941+0.00060406i,-0.00039853-0.00033625i,0.00013548-0.00043035i,6.9592e-06+0.00052584i,0.00050563+0.0002603i,0.0012474+0.00029454i,0.00078435+0.00061239i,0.00011547+0.00045826i,0.00037919+7.895e-05i,0.00056605+6.8781e-05i,0.00010713+0.00027961i,-0.00032158+0.00018651i,-0.00038917+0.00026419i,-0.00020449+0.00025544i,0.00022615+0.00014539i,0.00066147-0.00043108i
