-0.0015467+0.0022153i,-0.00055436+0.00079707i,-0.0012163+0.00038284i,-0.0014491+0.0020474i,-0.00076455+0.0042593i,-0.00042214+0.0043659i,0.00036545+0.0029868i,0.0014299+0.0018701i,0.0016051+0.00033753i,0.0011691-0.0012605i,0.0012298-0.0018175i,0.0011166-0.0012548i,0.00010379-0.00080189i,-0.00094246-0.0012223i,-0.0015152-0.00094852i,-0.0011126-0.00029155i,-0.0012921+0.00027851i,-0.0011003+0.00020059i,-0.00022622+0.00049i,-0.00036072+0.00024856i,-0.0002288-0.00045367i,0.00078773-0.00079983i,0.00061898-0.00059107i
-0.00061668+0.0010302i,-0.00017174+0.00014754i,0.00021991-0.00031287i,0.00057184+0.00081302i,0.00054099+0.0015514i,0.0010151+0.0016261i,0.0013514+0.00073093i,0.0010231-0.00024166i,0.00043322-0.0007368i,0.0002024-0.00063235i,0.0002958-0.00071462i,0.00056972-0.00092169i,0.00065431-0.0010646i,-8.8671e-05-0.0010569i,-0.00098292-0.00090913i,-0.00055454-0.0010563i,-3.9101e-05-0.0011974i,0.00046173-0.00070989i,0.0012712-0.0003991i,0.00092013-0.00033524i,0.00048218-2.7014e-05i,0.00071621+0.00070279i,0.00075342+0.00086577i
0.0014622-0.00074771i,0.0023262-0.00049741i,0.0022995+0.00083451i,0.0011783+0.00048732i,0.0011373+0.00080721i,0.00099331+0.001622i,0.00054354+0.0013598i,0.00023847+0.000822i,0.00066263-0.00052183i,0.00076971-0.00080131i,7.8318e-05-0.00065881i,-0.00016815-0.00034472i,0.00010149+0.00055427i,-0.00023946+0.00038885i,-0.00039692+5.1918e-05i,-0.00029444+0.00028831i,-0.00054111+0.00075503i,-0.00043649+0.00015819i,0.00015016-0.00018825i,0.00048728-9.5465e-05i,-0.00022547+3.7761e-05i,-0.00085662+0.00059305i,-0.00097783+0.00019061i
0.0022765+0.00075044i,0.0032705+0.00072423i,0.0020213+0.0011568i,-2.1148e-05+0.00080057i,-0.00033229+0.00049492i,0.00051327+0.00025262i,0.0010814+0.00018581i,0.0011836+0.00030234i,0.00057081-0.0001302i,0.00050035-0.00013835i,0.0005662+0.00012984i,5.1268e-05-0.00020625i,-0.00043873-0.00050254i,-9.2682e-05-0.00051303i,0.00011078-0.00072915i,-0.00033894-0.00055217i,-0.00019334+6.6934e-05i,0.00024408+0.0010016i,-0.00010492+0.0010738i,-0.00011775-4.9109e-06i,0.00024338-0.00025366i,0.00089903-0.0004947i,0.0013241-0.00051778i
0.00081941-0.00030883i,0.00018731-0.0004628i,0.00090324-0.00054153i,0.0010518-0.00023618i,0.00062009+0.00065162i,0.0003823+0.00091196i,0.000103+0.0005563i,0.00039258+0.00056193i,0.00068083-0.00069346i,0.00036389-0.0012155i,-6.655e-05-0.00057087i,-0.00034185-0.00064999i,-0.00067143-0.0011242i,6.4015e-05-0.00098088i,0.00067863-1.8345e-05i,0.00050752+0.00065548i,-3.4918e-05+0.00064113i,-0.00019702+0.00019193i,-0.00026692+5.1241e-05i,-0.00021747-0.00014376i,0.00031685-0.00084854i,0.00085074-0.00045621i,0.00078481-0.00011141i
-0.00049379+0.00082917i,0.00020944+0.00083718i,0.0010432+0.00074322i,0.00045903+0.0012793i,-2.5971e-06+0.0018177i,-5.8139e-05+0.0014967i,0.00031348+0.00086339i,0.00070838+0.00076233i,0.00039299+0.00044858i,0.00026398-6.9293e-05i,0.00075288-0.00033185i,0.001004-0.00026176i,-5.3013e-05-0.0003592i,-0.0010781+9.0357e-05i,-0.0012987+0.00010369i,-0.00072417-0.00011644i,9.2153e-05+0.00032809i,3.3252e-05+0.00035448i,-0.00012165-0.00040726i,0.00045688-0.0010167i,0.00065416-0.00038016i,-8.5492e-05+3.6489e-05i,-3.4328e-05-0.00013978i
0.0022983+0.0021631i,0.00403+0.0013698i,0.0053265+0.00069499i,0.0042533+0.00027643i,0.0025945-4.7984e-05i,0.0011621-0.00040172i,0.00030739-0.00033642i,9.4155e-05-0.00052543i,0.00024746-0.00087859i,-5.3436e-05-0.00038736i,-0.0011417-0.00020739i,-0.0015165-0.00032623i,-0.0011323-0.00051817i,0.00013491-0.00083678i,0.00084634-0.00012333i,0.00032014+0.00066886i,-3.6452e-05+0.00073079i,-0.00081929+0.00013565i,-0.0005286-0.00026558i,-0.0001064+0.00017367i,7.5361e-05+0.00074328i,0.00033216+0.00048043i,-0.00024191+0.00084793i
-0.00015911-0.0003942i,0.0011032-0.00066714i,0.00081312-0.0010181i,-0.00013232-0.00067215i,-0.0011287+0.00065255i,-0.00094802+0.00099017i,-0.00013889+0.00082629i,0.00029208+0.00046343i,3.6295e-05-0.00041868i,-0.00012576-0.00071355i,-0.00026375-0.000283i,-0.00011248-0.00033403i,9.9135e-05-0.00015444i,-9.4348e-06+0.00025539i,-0.00035923+0.00079842i,-0.00045347+0.00051161i,-0.00065216+9.1051e-05i,-0.00098543+0.00023973i,-0.00071133+1.3724e-05i,4.0873e-05-0.00030223i,0.00051024+0.0005997i,-2.5978e-05+0.0019801i,-0.0003261+0.0016022i
0.00083243+0.00015696i,0.0010925+0.00042274i,0.0014208+0.00036652i,0.00067546+0.0010515i,-0.00017734+0.0018923i,0.00032963+0.0019193i,0.00099007+0.00083649i,0.00077964+0.00087408i,0.00059868+0.00067589i,0.00042796-0.00035309i,-0.00014197-0.00081353i,-0.0004716-0.00098575i,-0.00044019-0.0010084i,-5.906e-06-0.00089389i,-0.00030779-0.001004i,-0.0012197-0.0006157i,-0.00073568-0.00013054i,-9.4883e-05+0.0001323i,-0.00020332+0.00024747i,-0.00073761+0.00010614i,-0.00032966-0.00023454i,0.00081564-0.000716i,0.00020844-0.00092056i
0.0023539+0.0013243i,0.0022428+0.00082131i,0.0014618-4.9208e-06i,0.0010608-0.00014321i,0.00040707+0.00040051i,-0.0002151+0.00094599i,-0.00060121+0.0011333i,-0.00088289+0.00068345i,-0.00097146+8.7737e-05i,-0.00026123+0.00026746i,0.00022331-8.4756e-05i,-0.00017743-1.6539e-05i,-0.00031004+0.0010937i,-0.00023023+0.0014669i,9.8615e-05+0.00028323i,0.00068282-0.00081939i,0.00060247-0.0016066i,0.00038888-0.0013975i,-0.00022869-0.00075651i,-0.00068825-0.00038263i,-0.00054453-0.00022343i,5.8671e-05+0.00010128i,0.00041302-2.1498e-05i
0.0021515+0.001104i,0.0019911-0.0013363i,0.002659-0.0023219i,0.0021622-0.00025472i,0.0005731+0.0012386i,-0.00041425+0.00051869i,-0.00069119-9.6189e-06i,-7.7557e-05+7.2346e-06i,0.00099374+0.00017169i,0.0015062+0.00027273i,0.00068458+0.00028585i,-0.00069736-3.4742e-05i,-0.00051786+0.00016437i,-0.00073804+8.5687e-05i,-0.0012348-0.00056792i,-0.0010277-0.00037195i,-0.0011535+0.00014586i,-0.0008904-0.00035751i,-4.4512e-06-8.0779e-05i,-3.0377e-05+0.00045928i,-0.00055034+0.00023164i,-0.00022105+0.00030653i,0.00017112+0.00045756i
0.00049226+0.00088238i,0.00090035-0.00011439i,0.0015542+0.00057449i,0.0019552+0.00048116i,0.0019393+0.00031216i,0.0025219+0.00018301i,0.0027122+7.172e-05i,0.0020399-0.00086766i,0.001954-0.002161i,0.0012759-0.00084249i,0.00035518-0.00013772i,5.2136e-05-0.00057775i,-0.00080554-0.00084788i,-0.0016468-0.0013117i,-0.00084382-0.0011637i,0.00035068-0.00077029i,0.00097315-0.00049391i,0.0013524-0.00018369i,0.0010012+0.0003289i,0.00090101+0.00044227i,0.00035104+0.0004059i,-2.0082e-05+0.00052757i,-6.6369e-05+0.00011749i
-0.0014691-0.0010085i,-0.0012255-0.00048077i,-0.00054309+0.0013092i,-0.0002122+0.0033899i,-0.00071443+0.0036869i,-0.00072013+0.0025672i,-0.00043819+0.00038808i,-0.00049754-0.00090472i,-0.00052189-0.00093075i,-0.00034911-0.0010163i,-0.0004879-0.0010702i,-5.3582e-05-0.00033337i,-6.9664e-06-5.3433e-05i,-4.2858e-05-0.00010505i,0.00012673+0.00034652i,0.00042744+0.00011326i,0.00057445-0.00066476i,1.387e-05-0.00030081i,0.00022448-0.00029734i,0.00084269-0.00013939i,0.00059468+0.00052398i,-0.00014041+0.00035762i,-0.00063921+0.0001105i
0.00079356+0.0018767i,0.0018265+0.0010158i,0.0037536+0.00042167i,0.0040521-0.00018919i,0.0029904-0.00092592i,0.0017887-0.0014421i,0.00094354-0.0010513i,0.0010951-0.00039762i,0.000853+0.00036218i,0.00046479+0.0005977i,0.00052168-1.1684e-05i,0.00018584-0.00035002i,-0.00035111-0.00099275i,-3.9454e-05-0.0012151i,1.2863e-05-0.00087668i,0.00012301-5.0907e-05i,7.2457e-05+0.00064702i,0.00053262+0.000291i,0.00033685-1.0614e-05i,-4.9794e-06+0.00028266i,-3.4315e-05+0.00040591i,-0.00019763+0.00025827i,1.3424e-05+0.00045736i
0.0026824+0.0016615i,0.0033836-0.00029644i,0.003223-0.00092301i,0.002401-0.00041737i,0.0019589+0.00083164i,0.00029347+0.00055921i,-0.00036836-0.00084453i,-0.00025662-0.0011738i,-1.4632e-05-0.00092528i,9.2287e-05-0.00089076i,0.00028696-0.00081589i,0.00056392-0.00051594i,-0.00020574+4.4686e-05i,-0.0015702+0.00047996i,-0.00099575+0.00072259i,-0.00054076-0.0002754i,-0.00079292-0.0014073i,-0.00056179-0.0013481i,-0.00039212-0.00074338i,-0.00013823-0.0001688i,0.00027986-0.00020633i,-7.9884e-05-0.00047477i,0.0001687+0.00033066i
-0.0011236+0.0012354i,0.00025621+0.0010721i,0.0004098+0.0011091i,0.00013511+0.001896i,0.0008779+0.0027469i,0.0016804+0.00089164i,0.0014643-0.00074853i,0.00055807-0.0011111i,0.0004657-0.00081002i,-0.00014642-0.00030599i,-0.00042376-0.00015624i,0.00038605+0.00098932i,0.00085664+0.00015064i,0.00039559-0.00094109i,-0.00059063+0.00011316i,-0.00055063+0.0006343i,-3.8385e-05+0.00014092i,-0.00017142-0.0002534i,0.00024051-0.00022804i,0.00042945+4.7247e-05i,0.00017901+0.00069064i,0.00059115+0.000511i,0.0010408-0.00012047i
-0.00051616+0.00010516i,0.00066214+0.00092605i,0.0011288+0.0011748i,0.000814+0.0017497i,0.00016684+0.0019319i,0.00060846+0.0013098i,0.00081837-0.0001058i,0.00022703-0.0013464i,-0.00062957-0.0011955i,-7.5132e-05-0.0010512i,0.00061449-0.0013212i,0.00019044-0.0011845i,-0.00011895-0.00079053i,0.00036613-0.00014122i,0.00065763+0.00067327i,0.00047019+0.00016784i,0.00029124-0.00050881i,0.00064397-8.043e-05i,0.0013744+0.0010577i,0.0013525+0.0013425i,0.0011638+0.00023547i,0.00096159-0.00058411i,0.0006644-0.0016177i
0.00035885+0.0005731i,0.00050306-0.00068395i,0.00017359-0.00092793i,0.00048347+4.7886e-05i,0.00060003+0.0015367i,0.00054824+0.0016294i,0.00028202+0.0011552i,-1.3055e-05+0.00053295i,-0.00065938-0.00090582i,-0.00093523-0.0017662i,0.00016854-0.0013616i,0.00098395-0.00081314i,0.0003935-0.00024451i,-0.00013157+2.7985e-05i,6.6675e-05-2.1639e-05i,-0.00014275-0.00040374i,-0.00060741-0.00077821i,-0.00036385-0.00036209i,0.00076289-4.1051e-05i,0.00087581+0.00013013i,0.00029254+0.00029418i,-0.00016023+0.00028848i,-0.00053853+0.00025398i
0.0001634-0.0013747i,1.2787e-05-0.0012242i,-0.00027748-0.00056173i,-5.4856e-05+0.00050857i,0.00048634+0.0020123i,-2.1354e-05+0.0018978i,-0.00020669+0.00062689i,0.0005814+0.00020286i,0.0011114-0.00014379i,0.00076947-0.00031541i,0.00022974-0.00018268i,-0.0001253-0.0004551i,-0.00017476-0.00054173i,-9.2013e-05-0.00018341i,-0.00031031+0.00031097i,-0.00065934+0.00068922i,-0.00063908+0.00014421i,0.00052807-0.00053948i,0.0013241-0.00014666i,0.00054429+0.00016505i,8.9909e-05-7.3958e-05i,0.000458-0.00030172i,0.00061612-0.00050626i
0.00011641+0.0012149i,0.0023502+0.00099345i,0.0027659+0.0014233i,0.0022222+0.0020611i,0.0017886+0.0017979i,0.00090397+0.00091461i,0.00050508+8.5888e-05i,4.2562e-05-0.001264i,0.00013883-0.0015828i,0.001083-0.0012761i,0.00084937-0.0011587i,-3.5558e-05-0.0013288i,2.5411e-05-0.0012121i,0.00040657-0.00011909i,0.00012505+0.00064084i,-0.000348-3.3716e-05i,-0.00031139-0.00027426i,-0.00063872-0.00028575i,5.533e-05-0.00044105i,0.00040129+0.00065365i,-0.00046507+0.00093479i,5.2016e-05-1.064e-05i,0.00075555+0.0001428i
0.00050085+0.001277i,0.0019518+0.0015394i,0.0026735+0.00068908i,0.0024748+0.0005998i,0.0012888+0.0010777i,0.00072546+0.00027702i,0.00088882-0.00041462i,0.0005251-0.00072815i,1.0695e-05-0.0017302i,0.00014559-0.0020887i,0.00056278-0.00096195i,-8.7919e-05-0.00047756i,-0.00013337-0.00039205i,-0.00058232-0.00028918i,-0.0016433+1.9851e-05i,-0.0015646+0.00063048i,-0.00091189+0.0002884i,-0.00069712-0.00027437i,-0.00079428+0.00025426i,-0.0010023+0.00081803i,-0.00052791+0.0010174i,6.3249e-05+0.0012791i,-0.00037684+0.00070068i
0.0030377-0.00024298i,0.0031668-0.00021972i,0.0026752-0.0012877i,0.00068146-0.00099477i,-0.00040309+0.00040502i,2.2648e-06+0.000964i,-0.00025472+0.00081631i,0.00078417+0.00065909i,0.0012087+0.00023371i,0.00033219-0.00022402i,-1.4709e-06-0.00061134i,0.00033712-0.00050767i,7.0102e-05-6.1773e-05i,-0.00027635+0.00058208i,-6.6138e-05+0.00059297i,0.0004656-0.00017473i,0.00060734-0.00054737i,-0.00017265-0.00049339i,-0.00060813-0.00041859i,-0.00040034-0.00053243i,8.1415e-05-8.2146e-05i,-0.00030405+0.00024957i,-0.00031074+0.00025134i
0.0016822+0.0022517i,0.0032272+0.00099414i,0.003558+0.001429i,0.0034238+0.0016802i,0.0026826+0.0010789i,0.0011679+0.00019186i,0.00025693+0.00023407i,0.00085244+0.00054219i,0.00076959-0.0002186i,0.00033446-0.00054922i,0.00066864-0.00043502i,0.0002184-0.00065281i,-0.00073125+0.00011774i,-0.00064636+0.00069582i,-5.3251e-05+0.00043775i,-0.00027923+0.00026844i,-0.0002449-0.00021537i,-6.4326e-05-0.00032414i,0.00035945+3.8464e-05i,0.00098515+0.00026892i,0.00059569+9.82e-05i,0.00036464+0.00019193i,3.3937e-05+0.00032957i
0.00072049-0.00062845i,0.0015965-0.00049817i,0.001844-0.00022079i,0.0012823+0.00015569i,0.00072502+0.00032087i,-0.00064712+0.00059392i,-0.0012568-6.1788e-05i,0.00011937-0.00097579i,0.00044504-0.0012416i,0.00041634-0.0010188i,0.00056635-0.0010127i,0.00015004-0.00099818i,0.00057621-0.00043912i,0.0011621+0.00028032i,0.00091592+0.0008212i,0.00033828+0.0007031i,1.7113e-05+0.00031342i,-5.092e-05+4.8678e-05i,-2.8865e-05+0.00025935i,0.00047486+0.00038966i,0.00085209+1.1067e-05i,0.00079007-0.0004599i,9.9891e-05-0.00073279i
0.00076898-0.0013795i,0.00090631-0.00069119i,0.00035345-0.00089655i,0.0002759-0.00013675i,0.00016229+0.0015655i,0.00014372+0.0022446i,0.00029007+0.0013295i,0.00083757-5.9054e-05i,0.0011531-0.00086246i,0.00028697-0.00018918i,-0.00019185+0.00023999i,0.00010668-0.00024803i,0.00011807+0.00032162i,0.00022072+0.0015654i,0.0006303+0.0013332i,0.00015314+0.00039305i,0.00019211-1.4069e-05i,0.0010863+7.7225e-05i,0.00075396+0.00073858i,-0.00022044+0.0008106i,1.5169e-06+0.00033407i,0.00028081+0.00048516i,0.00050094+0.00042862i
0.00071867+0.0022529i,0.0023009+0.0019835i,0.0038774+0.0012762i,0.0028634+0.0011535i,0.00094811+0.0018194i,0.00022186+0.0013187i,0.00081188+0.00084365i,0.0014247+0.00033779i,0.0010258-0.00073439i,0.00067628-0.0018565i,0.00049455-0.0018008i,0.00013084-0.001334i,-0.00016224-0.00061913i,-0.00012083-0.00058804i,-0.00036355-0.00027893i,-0.0009477+0.00087302i,-0.00089753+0.00076881i,-0.00073757+0.00025077i,-0.00046966+0.00040632i,-3.9957e-06+2.2294e-05i,0.00045646+0.00016466i,0.00031001+0.0010993i,-4.3213e-05+0.0011181i
0.0013583+0.00033433i,0.0024347+4.5563e-05i,0.0031943-0.0014459i,0.0019639-0.0018396i,0.00025432-0.0011444i,-3.2089e-05-0.00026771i,0.00016347-2.8349e-05i,0.00048993-0.00062831i,0.0007067-0.0014305i,0.00064973-0.0012923i,0.00043058-0.00077245i,0.00024111+0.00031176i,-0.00022688+0.0011651i,-0.00053073+0.00041624i,-0.00039414-0.00023988i,-0.00010251+0.00054926i,0.00011751+0.00052858i,-1.975e-05-0.00050218i,-0.00022686-0.00011548i,-0.00046657+0.00078898i,-0.00051259+0.00086268i,0.00067087+0.0007906i,0.0011274+0.0010548i
0.00075433+0.00085283i,0.00052908+0.0010279i,0.00019883+0.00050622i,-0.00090651+0.0011452i,-0.001613+0.0017999i,-0.00073631+0.0022402i,-9.4428e-05+0.0017251i,0.00013882+9.6251e-05i,0.00028313-0.0003026i,0.00053002-0.00030672i,0.00044696+0.00030655i,-0.00030333+0.00029819i,-0.00071496-0.00038122i,-0.00032785-0.00073766i,0.0001207-0.0005506i,0.00045461+3.9468e-05i,0.00013169-0.00012617i,-0.00061173-0.00054174i,-0.00035868-0.00015132i,0.00020025-7.3575e-05i,6.3025e-05+4.2752e-05i,-0.00059603+0.00059225i,-0.00076457+0.00084829i
8.2213e-05-0.00045163i,0.0011971-0.00051579i,0.001945+0.00039459i,0.0020177+0.00060845i,0.002702+0.00038971i,0.0024056+5.4257e-05i,0.0008282-6.5016e-05i,-0.0001347-0.00038524i,9.5565e-05-0.00097144i,0.00036016-0.0011527i,0.00024521-0.00041557i,0.0003743+0.00036039i,-7.2215e-05+0.00020043i,-0.00053724+0.00026972i,-0.00041683+0.00039812i,0.00043743+0.00092246i,0.0010148+0.00115i,0.00076316+0.00068112i,0.00057554+0.00016966i,0.00042987+9.6367e-05i,0.00048168-8.5807e-05i,0.00073016-0.00084018i,0.00010863-0.0010886i
0.00074536+0.00092963i,0.00077628+0.00034467i,0.001956-0.00097308i,0.0016621-0.00059584i,0.0001675+0.00086096i,-0.00059556+0.00082031i,-0.00029646-0.00037222i,0.00019273-0.00061749i,0.00016465-0.00081614i,0.00012956-0.0011491i,-0.0006623-0.00040272i,-0.0010312+0.00031704i,-0.00074073+0.00075073i,-0.00030693+0.00057855i,-0.00059843+0.00028831i,-0.00079948+0.0004184i,-9.6224e-05+0.00040588i,7.6893e-05+0.0005041i,0.00020933+0.0005163i,6.6797e-05-0.00058649i,0.00026657-0.00088116i,0.00069295-0.00072076i,0.00038484-0.00028578i
-0.00062103+0.00031218i,0.00063809+4.5976e-05i,0.0008359+0.00047945i,0.00048399+0.0017283i,0.00026362+0.0016633i,-2.7093e-05+0.0013332i,0.00055577+0.0015072i,0.0014443+0.00044773i,0.0016366-0.00067972i,0.001063-0.0010096i,0.00027546-0.00068832i,-5.7374e-05-0.00071137i,-0.0007601-0.0012642i,-0.00086989-0.00071676i,-0.00061519+0.00027017i,-0.00092863+0.00014202i,-0.00049009-0.00018843i,-0.00048392-0.00025314i,-0.00028403+5.9547e-05i,0.00053989+0.0007947i,0.00064297+0.00059137i,-3.1495e-05+0.00042656i,-0.0003522+0.00040887i
-0.00014999-0.00029761i,0.0006676-0.00033514i,0.001012+6.9989e-05i,0.00066092+0.00065332i,0.00017553+0.0013736i,0.00059287+0.00099769i,0.0011401+0.000205i,0.00099714+0.00016851i,0.0007633-0.00037639i,0.00013546-0.0011439i,0.00021702-0.00074194i,-5.5825e-05-5.0792e-05i,-0.00063269+0.00033251i,-0.00088376+0.0005683i,-0.00064769+0.00051398i,-0.00054223+5.5411e-05i,-0.00024882+0.00013406i,0.0001346+0.00085096i,-7.1442e-05+0.00077785i,-0.00047356+0.00061797i,4.8297e-05+0.00037405i,0.00061007-0.00021382i,0.00062185-0.00050273i
0.0018754+0.0015848i,0.0029216+0.00047711i,0.0039331-0.00020645i,0.003037-3.3169e-05i,0.0011148+0.00047448i,0.00021124+0.0012918i,0.00048502+0.0011057i,0.0010145+0.00077541i,0.00080062+0.00054212i,0.00015935+0.00025441i,-0.00039245+0.00025454i,-0.00088445+0.000245i,-0.00029369+0.00040485i,-1.8749e-05+0.0007271i,-0.00019989+0.00082445i,-0.00027294+0.00059791i,-0.00091681+0.00059659i,-0.0011395+0.000623i,-0.00018941+0.00056141i,0.00035381+0.00065281i,0.00013285+0.00038345i,0.00026125+0.00051614i,-0.00026453+0.00099181i
0.00033358-0.0011045i,0.0012205-0.00049279i,0.0016033+0.00019032i,0.0006952+0.0016846i,-0.00081854+0.0033012i,-0.00082546+0.0030741i,-0.00055172+0.0014366i,0.00042227+0.00018704i,0.0011721-0.00036172i,0.000518-0.00038632i,-0.00022703-0.00024492i,-3.8423e-05+0.00024551i,0.00064577+0.00095716i,0.00066148+0.0011157i,0.00052906+0.00045691i,0.00043307-0.0001983i,0.00016833-0.00047921i,-2.156e-05-0.0006474i,0.00027993-0.0008644i,0.00061758-0.00043089i,-0.00033754+0.00079028i,-0.0010639+0.00035066i,-0.00038705-0.00083317i
0.0021029-0.0012981i,0.0017169-0.001778i,0.0016723-0.0026124i,0.0016356-0.0022878i,0.00053416-0.00040194i,-0.00011059+0.00032727i,0.00020215+0.00077001i,0.00050132+0.00093834i,0.0006435-0.00012253i,0.00017197-0.00083431i,-0.00073109-0.00092008i,-0.00066876-0.00083416i,-0.00060315-3.9511e-05i,-0.00053785+0.0010214i,-0.00039174+0.0013008i,-0.00017045+0.00077632i,-0.00017275+0.00037032i,-0.00025205+0.00049374i,-0.00020315+0.00095108i,-0.00034872+0.0003104i,-0.00068572-0.00057585i,-0.00058773+0.00021984i,-6.306e-05+0.00092765i
0.0018916+0.0017411i,0.0011904+0.001355i,0.0026156-3.4072e-05i,0.0034352-0.00056168i,0.0017675-0.00015909i,0.00087164-0.00053433i,0.00088354-0.00021989i,0.00051931+0.00047172i,-7.1445e-06+0.00024012i,-0.00045331-0.00052209i,-0.00068377-0.00077094i,-0.00072225-0.00044173i,-0.00092936+4.6115e-06i,-0.001302+0.00016805i,-0.00071614+0.0001953i,-0.0003197-0.00014839i,-0.00033311-0.00025038i,0.00012874+0.00027039i,-0.00018125+0.00065778i,-0.00034542+0.00057743i,3.377e-05+2.2027e-05i,0.0006071-0.00048776i,0.00069144-0.00055775i
-0.00053944+0.0011935i,0.00086833+0.00063397i,0.0021401+0.0011716i,0.0031218+0.0022583i,0.0025257+0.0018016i,0.0013646+0.00037455i,0.00059826+0.00012969i,5.9327e-05-0.00020191i,0.0006319-0.00067421i,0.00099064-0.00042118i,0.00043981-0.00031987i,6.4231e-05-0.0005229i,-0.00017251-0.00066291i,-0.00025702-0.00042757i,0.00060537+4.9957e-05i,0.0010423-0.00011776i,0.00051209-0.00028978i,0.00035482-0.00048325i,0.00015793-0.00095753i,0.00013124-0.00040158i,0.00028328+3.1697e-05i,8.9894e-05+0.0001191i,-9.0899e-05-0.00015819i
0.00067394-0.0016211i,0.00010159-0.00079672i,-0.00040882-0.00026798i,-0.0012237-0.00064356i,-0.0017349+0.00053786i,-0.0014371+0.0017987i,-0.00011852+0.00090799i,0.0011773-0.00064381i,0.00067287-0.0018685i,-0.00029284-0.0015122i,-0.00058719-0.00047178i,-0.00090771-9.9698e-05i,-0.00048814-0.00017294i,6.1429e-05+3.2155e-05i,-0.00013692-0.00024106i,-0.00010772-0.00046397i,0.000173-0.00032174i,4.3067e-05-0.00041779i,-0.00046483-0.00028003i,-0.00045749+0.0004914i,0.0003361+0.0013062i,0.0008957+0.00062269i,0.00047531-0.00051831i
-0.00070564-0.00026019i,0.000224-6.1092e-05i,0.00060979+0.00028937i,0.00037976+0.0012553i,0.00030357+0.0021656i,0.0009485+0.0018978i,0.0016036+0.00069423i,0.0020568-0.00040846i,0.0019433-0.0012578i,0.0013478-0.0012112i,0.0010058-0.00076871i,0.00069979-0.0012003i,0.00031398-0.0011162i,0.00032878-0.00025836i,0.00055656-2.1936e-05i,0.00050179-5.7278e-05i,-0.00014853+0.00012876i,-0.00044208+0.00056692i,-0.00043235+0.00028908i,-0.00029232+0.00027218i,0.00037238+0.0010131i,0.00046861+0.0013505i,0.00025583+0.00041321i
0.00073932-0.00097783i,0.002343-0.0013871i,0.0026541-0.00075255i,0.0017972+0.00034666i,0.00069232+0.0007222i,0.0010275-2.9903e-07i,0.0011627-0.00098784i,0.00090107-0.0013782i,0.0013265-0.00050161i,0.0011582-0.00029089i,0.00034363-0.00085257i,-7.727e-05-0.00041983i,-0.00029575+6.3154e-05i,-4.9335e-05+0.00013265i,8.5095e-05+0.00036342i,-9.5445e-05-3.3602e-05i,9.3385e-05-0.00042188i,0.00047995-0.00015826i,0.00030431+0.00033609i,-0.00023123+7.4531e-05i,2.8993e-05-2.3244e-05i,0.00028013+0.0001251i,-0.00047941-0.00044364i
0.0027719-5.3702e-05i,0.0026763+0.00017687i,0.002817+0.00049195i,0.0017739+0.00086262i,-0.00017979+0.0010339i,-0.00087257+0.0012051i,-0.0010815+0.0014102i,-0.00092614+0.00097542i,-0.00031906+9.3575e-05i,-6.4142e-05-0.00068715i,-0.00023762-0.00072294i,-0.0002157-0.00062609i,-0.00026509-3.8846e-05i,-0.00019975+0.00090015i,8.0497e-06+0.00082345i,0.00023316+0.00019652i,0.00010933-0.00038145i,-0.00023225+0.00030461i,-3.9944e-05+0.00081647i,-0.00012966+0.00050331i,0.00043846+0.00087937i,0.0012745+0.00091552i,0.0011277+1.0849e-05i
0.0011074+0.0016939i,0.0028904+0.00094508i,0.0042175+0.0011587i,0.0036815+0.0022725i,0.0025475+0.00189i,0.0021657+0.00064803i,0.0013985+0.00013147i,0.00066007+0.00026962i,0.0013183-0.00029887i,0.00072833-0.00089738i,-0.0001632-0.00064198i,0.00047257-0.00073109i,0.00034148-0.00081679i,-0.00011859-0.00011713i,-0.00027001+7.4253e-05i,-0.000622-0.00011305i,-0.0001051+7.3377e-05i,0.00083216+0.00037693i,0.00057909+0.00078068i,0.00069681+0.00061654i,0.00064425-0.0003311i,0.00036645+5.7394e-05i,0.00011208+0.00097812i
0.0016586+0.00044429i,0.0021082-0.0011682i,0.0023775-0.0017633i,0.0011642-0.0012032i,-9.8928e-05+2.4082e-05i,-0.00075173+8.2085e-05i,-0.00031054-0.00014694i,0.00019892-9.1177e-05i,0.00018387-0.00087925i,-0.00032052-0.0015894i,-0.00066712-0.0016535i,-3.5565e-05-0.0010916i,0.0002611-0.00065104i,-0.00052877+0.00029474i,-0.0011831+0.00038994i,-0.000697+2.5824e-05i,0.00022755-0.00010069i,0.00046905-0.00035438i,0.00034119-0.00062138i,9.4432e-05-0.0011161i,-0.00013397-0.000355i,-0.00050537+3.6978e-06i,-0.00078563+0.0001632i
0.00267-0.001102i,0.0025123-0.002101i,0.0019281-0.0015949i,0.0010104-0.00011192i,8.3079e-05+0.00053812i,-0.00052711+0.001152i,-0.00076325+0.0014648i,5.4172e-05+0.0012386i,0.00088491-2.5173e-05i,0.00098985-0.0012465i,0.00023808-0.00072795i,-0.00010348+0.00054027i,0.00046391+0.00079572i,0.00074661+0.00042386i,0.00019545+0.00012775i,-0.00029779+0.00038755i,-0.00060577-6.168e-05i,-0.00030972-0.00074926i,0.00024045-0.00023661i,-2.1764e-05-0.00033194i,-0.00025292-0.00042127i,0.00037186+0.00010554i,0.00080143+0.00015606i
