-0.0029172+0.00016245i,-0.0026526+0.0007785i,-0.0023427+0.00092084i,-0.0021753+0.00093462i,-0.0022312+0.0019695i,-0.0011609+0.0023728i,0.00031539+0.0016635i,0.00053027+0.0013923i,0.00065091+0.00031596i,0.0010023-0.00079666i,0.00047094-0.0012685i,0.00011551-0.0016768i,0.00061068-0.001127i,0.00093013-0.001189i,0.0012654-0.0012081i,0.0014343-0.00041311i,0.00068724-9.4717e-05i,4.0916e-05+0.00020174i,-0.00031725+0.00016345i,-0.00081473+9.3454e-05i,-0.00099451+0.00031358i,-0.00054829+0.00069289i,-0.00014+0.00041552i
-0.00093151-0.0012983i,-0.00032844-0.0019632i,0.00065645-0.0015191i,0.0015137-0.00097272i,0.0017782-0.00068655i,0.0014803-1.737e-05i,0.0013158+0.00058222i,9.2612e-05+0.00066261i,-0.0011193-0.00022174i,-0.00060638-0.00050571i,0.00027317-8.8015e-05i,-0.00015745-9.3498e-05i,-0.00079748-0.00011119i,-0.00072325+0.00021449i,-0.00011639+0.00057433i,-9.4101e-05+0.00032207i,-0.00019694-1.7219e-05i,-6.9838e-05-0.0002229i,-0.00030271+0.00010021i,-0.001061+0.000741i,-0.0012101+0.00025505i,-0.0005821-0.00066952i,5.9419e-05-0.00054176i
0.0015019-0.0010214i,0.0013751-0.00086863i,0.0011369-0.0010079i,0.00039238-0.0001673i,0.0004339+0.0012399i,0.00073087+0.0020938i,0.00072013+0.0017842i,0.00081467+0.001159i,0.0003462+0.0002312i,7.9718e-05-0.00016697i,-2.4752e-05+0.00037653i,-0.00040165+0.00091779i,-0.00040778+0.0012877i,-0.00047437+0.0015023i,0.00010657+0.00082511i,0.00021238-0.00039672i,-7.9898e-05-0.00064989i,0.00045117-0.00030178i,0.0009761-0.00030802i,0.00060409-0.00080031i,-7.545e-05-0.0011561i,0.0002355-0.00098866i,6.8535e-05-0.00040132i
-0.0017125-0.00090985i,-0.0016252-0.00062698i,0.00013229-0.00055712i,0.0014417-0.00069827i,0.001301-0.00034745i,0.00049022+0.00055477i,0.00013873+0.00038185i,0.00020434-0.00037088i,-0.00055415-0.0003273i,-0.00056363-0.0001607i,0.00031672-6.7409e-05i,0.00038969-5.8345e-05i,0.00015554-0.00036704i,0.0009037-0.0010431i,0.0012265-0.0012191i,0.00058454-0.00070715i,0.00070427-5.1489e-05i,0.0010686+0.00052175i,0.00036916+0.00027421i,-0.00081019-5.0192e-05i,-0.00072718+5.9459e-05i,-0.00030552-0.00052811i,4.4048e-05-0.0005087i
0.00090222-0.0013646i,0.00015108-0.0014089i,-0.00082068-0.00023643i,-0.00031294+0.0013006i,0.00037127+0.0011137i,0.00012694+0.00069274i,-0.00024984+0.00095074i,-0.00028211+0.00041001i,0.00014617-0.00014051i,-0.00034273-3.9857e-05i,-0.00057359-0.00013129i,-0.00021394-0.00022647i,-0.00017082-0.00011123i,-0.00024841-0.00072181i,-0.00042411-0.00076871i,-0.00020093-0.00015908i,0.00057638+0.00058303i,0.00081119+0.00049711i,-0.00012923-0.0001548i,-0.00079787-0.00023217i,-0.00070288+0.00039171i,-2.5788e-05+0.001019i,0.00058685+0.00077462i
0.00058911-1.9969e-05i,0.001225+0.00051342i,0.0021999+0.00080229i,0.0016507-0.00049518i,0.00067914-0.00083431i,0.00013052+0.00069683i,0.0009392+0.0016764i,0.001285+0.0015649i,0.00032141+0.00059829i,-0.00072489+0.00025345i,-0.0013946-8.7462e-06i,-0.0012194-0.00097067i,-0.00038245-0.00073897i,-0.00018369-0.00022254i,-0.00012821-0.00063421i,9.2738e-05-0.00045122i,0.00024966-0.00014458i,-4.9157e-05-0.00011792i,-0.00049853+0.00067376i,-0.0004496+0.00099445i,-0.00010819+6.8674e-05i,0.00011274-0.00045087i,0.00028161+1.9452e-05i
0.00027064-0.00042249i,-4.8094e-05-0.001471i,0.00095772-0.00113i,0.001123-0.00054537i,0.00090072-0.00052096i,0.00028758-0.00018581i,0.00031166+0.00018942i,0.00060114+0.00037308i,-5.4384e-05+0.00031321i,-0.00010953-1.7006e-05i,-0.00011034+0.00023173i,-0.00029012+0.0001492i,-0.00024864-0.00030222i,-5.505e-05-0.00065851i,-0.00016561-0.00089068i,-0.00027395-0.00097197i,-0.00022801-0.00093622i,-0.00038836-0.00057988i,-0.00045289+0.00011128i,-0.00041153+0.00065549i,4.0716e-05+0.0012413i,0.00053499+0.00099913i,0.00075484-0.00032335i
0.0014828+0.00030305i,0.0018142+0.00080883i,0.002337-9.2958e-05i,0.0019108-0.00025244i,0.00037617-0.00046745i,-0.0007121-0.00084443i,-0.00032321-0.00015135i,-0.00032567+0.00026315i,-0.00071583+9.2752e-06i,-0.00028692+0.00031799i,0.00033824+0.00049935i,0.00053816+0.00017106i,0.00044057-0.00019982i,0.00024718+6.5845e-06i,-0.00018217+0.00055018i,-0.00015452+0.00017664i,0.00026452-0.00048266i,-0.00016391-0.0002197i,-0.00097917+5.7909e-05i,-0.00073287-0.00036271i,0.00015957-0.00029671i,0.00043693-0.00012805i,0.00033927-0.00026756i
0.0005389-0.0004149i,-0.00044059-0.0024757i,0.00023122-0.0017873i,0.0017958-0.00086786i,0.002367-0.0011927i,0.0011742-0.0010519i,-0.00057836-0.00022704i,-0.00042917+9.0343e-05i,-0.00013904-0.00056763i,-0.00050608-0.00072513i,5.221e-05-0.00026546i,0.0005237-0.00048621i,-0.00013392-0.00028371i,-0.00091027+0.00086335i,-0.0011914+0.0013137i,-0.00045543+0.00049308i,0.0001981-0.00078631i,0.00073589-0.0011183i,0.00027721-0.00036558i,-0.00015358+8.9553e-05i,0.00030021+0.00040497i,0.00026447+0.0010946i,-6.89e-05+0.00095022i
0.0016545+0.001537i,0.0024734+0.0018543i,0.003266+0.0014715i,0.0019446+0.00036319i,0.00083432+0.00011399i,0.00032008+0.00096383i,-0.00013674+0.0022827i,0.00023776+0.0018178i,0.00036923-4.7821e-05i,0.00019175-0.00056483i,-0.0002903-0.00067037i,-0.0010473-0.00040119i,-0.00077999-6.3577e-05i,-0.00040404-0.00030731i,-0.00035955-0.00032273i,3.2185e-05+0.00019545i,-0.00016122+0.00030189i,-0.00023504-6.494e-05i,-0.00057579+0.00036537i,-0.00099829+0.00063919i,-0.00086677+0.00037486i,-0.00024113+0.00072729i,0.00031921+0.00049283i
-0.0025526+0.00050469i,-0.00090469+0.00036892i,-0.00015606-0.00099711i,0.0007051-0.00064588i,0.0010066-0.0004217i,0.0014518+8.0888e-05i,0.0016154+0.0011003i,0.0011035+0.00078212i,-0.00061546+0.00044212i,-0.0017084-0.00039749i,-0.00069472-0.00063832i,0.00028671-0.00058121i,0.00078075-0.00075179i,0.00087529-0.00064246i,0.00067728-0.0010455i,0.00027755-0.0009223i,-0.00014719-0.00010701i,-0.0004083+0.0004234i,0.00048923+0.00065511i,0.00082963+0.00068793i,0.00044284+0.00065951i,0.00076711+0.00036245i,0.00043256+0.00020992i
0.0026638+0.00047408i,0.0021926-9.3364e-05i,0.0019021-0.00044827i,0.0017167-0.00075609i,0.0014846-0.00010596i,0.00075014+0.0007552i,-0.00011123+0.00097536i,0.00018838+3.7361e-05i,0.00085149-0.00061476i,0.00067894-0.00029823i,0.00059058-0.00063782i,0.00021481-0.0010824i,-0.00025055-0.00052874i,-0.00081574+2.9378e-05i,-0.00126-0.00038307i,-0.00069257-0.00074173i,0.00010247-0.0007797i,0.00016724-0.00013683i,5.7682e-05+0.00077734i,3.1556e-05+0.0003276i,0.0002512-0.00046883i,0.00055976-0.00012357i,0.00059874+0.00024966i
-0.0022659+0.0022281i,-0.0011009+0.0023573i,0.00098646+0.0021358i,0.00221+0.0015356i,0.0020194+0.00075348i,0.0014361+0.00029521i,0.00139+0.00045703i,0.00070332+0.00020519i,-0.00060995+0.00012625i,-0.00052782+0.00033545i,-0.00042785-0.00022318i,-0.00056162-0.00089078i,-0.00013587-0.001285i,-0.00038652-0.00087516i,8.8096e-05-2.8867e-05i,0.00015675+0.00038523i,0.00014692+0.00048647i,-0.00017515+0.00034291i,-0.00089259+0.00028837i,-9.8204e-05+0.00065639i,0.0012817+0.0010126i,0.00088665+0.00085821i,8.6812e-05+0.00036032i
-0.00067474-0.0015623i,-0.00040177-0.0013904i,-0.00019011-0.00051781i,0.00077098-0.00068308i,0.0012874-0.0011358i,0.0012833+0.00022518i,0.0015945+0.00080729i,0.001302-9.0014e-05i,0.00083921-0.00096862i,0.00076548-0.0010142i,-3.527e-05-0.00068769i,-0.00066384-0.0002227i,-0.00035484-0.0007398i,8.2761e-05-0.0007758i,0.0001472-0.00030611i,-0.00012375+1.5499e-05i,4.066e-05-0.00034368i,0.00067284-0.00044625i,0.0004449-0.00019664i,-0.00015053-0.00089666i,-3.5086e-05-0.00074229i,0.00058146+7.2457e-05i,-8.5084e-05+0.00011507i
0.00028257-0.00055204i,0.00012154-0.0011428i,0.00028709-0.0013607i,0.00057925-0.00042953i,0.00061077+0.00050343i,0.00056207+0.0010875i,0.00080932+0.0010777i,0.0010877+0.00075641i,0.00042391+0.0005623i,0.00034746+0.00021371i,0.00065195-0.00019864i,-2.187e-05-0.00057149i,-0.00037891-1.2999e-05i,0.00012016+0.00090354i,0.00045286+0.00073094i,0.00014957+0.00012529i,1.0406e-05-0.0004088i,6.155e-05-0.00085703i,0.00066194-0.00053084i,0.00042543+0.0004296i,-1.7016e-05+0.00052619i,-9.4504e-05-0.0003619i,0.00019361-0.00050818i
-0.00093984-0.0004538i,-0.0010464-0.00050641i,0.00044967-0.00030081i,0.0018501-0.00042447i,0.0021566-0.00062407i,0.0017545+2.7739e-05i,0.0015691+0.00091797i,0.00083756+0.00053544i,-0.00014961+2.0574e-05i,-0.00059246-0.00024953i,-0.00090331-0.00094705i,-0.00077935-0.00049912i,-0.0004983-6.9912e-06i,-0.0001715-0.00031673i,-0.00036515-0.00079602i,-0.00063511-0.00092184i,-5.5955e-05-0.00060558i,0.00054588-0.00058905i,0.00051602-0.00031507i,0.00028603-5.4987e-06i,0.00052112+0.00015683i,0.0014709+2.8443e-05i,0.0012306-0.00031021i
0.002509+0.0016488i,0.0020903+0.0010546i,0.0023792+0.00090293i,0.0019559+0.0009141i,0.00099343-0.00010796i,-0.00051531-0.00068672i,-0.00082418+0.00014914i,-0.00023952+0.00077566i,-0.00029339+0.00056573i,0.00073214-0.00071598i,0.00014859-0.0013233i,-0.00096046-0.00080634i,-0.00049097-0.00024461i,-0.00053844-0.00065509i,-0.0012116-0.0011498i,-0.0010762-0.0009919i,5.4937e-05-0.0010362i,4.907e-05-0.00039488i,-0.00045527+0.0013186i,-0.00075257+0.0013905i,-0.00059786+0.00011837i,0.00040826-0.00023595i,0.00089746-0.00030158i
0.0012939+0.00065363i,0.0012856+0.0007035i,0.0023374-0.00040967i,0.0024328-0.0016747i,0.0021078-0.0010512i,0.0017697-1.2334e-05i,0.0010336+0.00073951i,0.00041999+0.00059446i,0.00012751+9.2028e-05i,-0.00010042-0.00028219i,-0.00013851-0.00074383i,-5.4196e-05-0.00084829i,-0.00039661-0.00045393i,-0.00040356-0.00069287i,-5.2743e-05-0.00026345i,-0.000298+0.0012307i,-0.00071685+0.0012261i,1.871e-05+0.00095306i,0.00022743+0.0009517i,-2.1794e-05+0.00055548i,-7.0887e-05+0.00029671i,-0.0002868-0.00031461i,-0.00032268-0.00037126i
-2.3e-05+0.00022301i,-0.00053241-0.00037355i,-0.00057603-3.1994e-05i,-0.00090909+0.00039438i,0.00022081+0.00060899i,0.0015747+1.6043e-05i,0.0012192-0.0007144i,-2.8187e-06-0.00073799i,-0.00069696-0.00022832i,-0.00041308+5.1641e-05i,-0.00026077-0.00032708i,-0.00024895-0.00053653i,7.1605e-05-0.00028049i,9.1702e-05-0.00039308i,-4.772e-05-0.0008958i,-0.00052602-0.00068755i,-0.0003404+0.0001591i,0.00036586+0.00029408i,-0.00057149-0.00026637i,-0.00085787-0.00060679i,9.6024e-05-0.00011919i,0.00053826+0.00030047i,0.00076792+0.00032119i
0.00045132-0.00065288i,0.00040763-0.00072269i,0.001383-0.0011288i,0.0015735-0.00049471i,0.0015687+0.00051964i,0.0011913+0.001183i,0.00056972+0.00092775i,0.00027709+0.00010542i,0.00042583-0.0005357i,0.00038893-0.00046819i,-0.0006569-0.00018853i,-0.0014505+0.00026234i,-0.001453+0.00081724i,-0.0014418+0.00031604i,-0.00086017+0.00032878i,-0.00035863+0.00097218i,-0.00063562+0.0006978i,-0.0008242-0.00021551i,-0.00078296-0.00071301i,-0.00048804-0.00077154i,-8.2031e-05-0.00019445i,8.1905e-05-0.00087585i,0.00030065-0.00099259i
-2.5082e-06+0.00069863i,0.00081217+0.00024614i,0.00081836-0.00020899i,0.00097485-0.00019163i,0.0018927-0.00049786i,0.0015628-0.00042096i,0.0008081-0.00012914i,0.00026955+0.00011359i,-0.00024878+0.00022649i,9.6964e-05+8.7928e-06i,0.00016886-0.00032322i,0.00060938-0.000496i,0.00028371+3.3673e-05i,-0.00055187+0.00040167i,-0.00052415+0.00016321i,-0.00033676+0.00015264i,0.00075732+0.00047661i,0.00070677+0.00044597i,-0.0001312-0.00010434i,5.0854e-05-0.00019078i,0.00077141+0.00053243i,0.0010345+0.00070221i,0.0009637-0.00031913i
0.00042918+3.7133e-05i,0.00084539+0.00093058i,7.6134e-05+0.0014344i,-0.0005526+0.0014124i,-0.00037506+0.00098754i,3.0977e-05+0.00087719i,0.0002258+0.00063303i,-0.00028868+0.00061254i,-0.0011285+0.00053261i,-0.0012929+0.00038796i,-0.00034369+0.00017512i,-8.1041e-05-9.3484e-05i,0.00011956-0.00042065i,-6.3897e-05-0.00030197i,-0.00058465+0.00073319i,-0.00042396+0.00047934i,-0.00053123-0.00023429i,-0.0001845-0.00060674i,0.0002118-0.00042109i,-0.00019776-3.9836e-05i,0.00013984-0.00013429i,0.0008334+0.00036547i,0.00081093+0.00095171i
-0.0017508-0.001121i,-0.0020166-0.0019699i,-0.0013628-0.002442i,-0.00020503-0.00097366i,0.00038303+0.00019093i,0.00058882+0.00081558i,0.00062694+0.001109i,0.00046214+8.2593e-05i,0.00031794-0.00079733i,8.1237e-05-0.00046153i,-0.00034336-0.00034412i,-0.00094028-0.00026114i,-0.00055775+0.00029916i,0.00085498+0.00046947i,0.0012025+0.00088294i,0.0010458+0.0013125i,0.00039687+0.00098611i,-0.0001103+0.0003196i,-0.00035583-0.00031396i,-0.00083235-0.00050305i,-0.00090152-4.7615e-05i,-0.00046459+0.00069663i,-0.00023623+0.00030556i
0.0012712-0.00075149i,0.0013715-0.00068168i,0.0014862-0.00033445i,0.00084018-0.00019565i,-0.0001798+0.00019082i,9.4415e-05+0.00036205i,0.0013134+0.00076075i,0.0010042+0.0010599i,-0.00013823+8.6914e-07i,-0.0002002-0.0007454i,-0.00062667-0.0003863i,-0.00073243-4.3872e-05i,-2.3268e-05-0.00044052i,-1.2836e-05-0.00041494i,-0.00031743-1.3693e-05i,-0.00084398+0.00050629i,-0.0006314+0.0011138i,3.0793e-05+0.00058933i,0.00043797-0.00032475i,0.00031848-0.00045231i,-0.00019868-0.00053937i,0.00066913-0.00055506i,0.0010598+0.00030485i
0.0003416-0.00014661i,0.00051504-0.00034736i,0.0015514-0.00096223i,0.0024122-0.0010389i,0.0023674-0.0012652i,0.001798-0.00092476i,0.0013542+0.00011885i,0.00057236+0.00041799i,7.0299e-05-0.00015117i,-0.00020725+4.9891e-05i,-0.00037256+0.00094524i,0.00031025+0.00064306i,0.00039922+0.00048413i,0.00022721+0.00084445i,0.00022682+0.00063123i,0.00017917-0.00024324i,0.00018197-0.00013122i,-0.00017992+0.00061576i,-0.00054746+0.0009816i,-0.00010995+0.00075231i,0.00029299+0.0008246i,-0.00016858+0.00045358i,-0.00074648+2.1352e-05i
0.00050843-0.00035694i,0.0013875-0.0019501i,0.0021687-0.0022864i,0.0016624-0.0018i,0.0010279-0.0006033i,0.00063564+0.00042863i,0.00061678+0.0011888i,0.00025953+0.0008523i,-0.00031957-0.00059596i,-0.000744-0.00098846i,-0.00059492-0.00020103i,-0.00036354+8.5406e-05i,-2.3807e-06-7.1182e-05i,-0.00031735+0.00026917i,-0.00048383+0.00020819i,-0.00016478+0.00033739i,-0.00052786+0.00024191i,-0.00062091-0.00018758i,0.00030803-0.00024243i,0.00024169-0.00034496i,7.2464e-05+1.8599e-05i,-7.6084e-05+0.0006918i,-6.236e-05+0.00078462i
0.0013564-0.00051811i,0.00012698-0.00016418i,9.4165e-05-0.00023464i,0.00069867+0.0003039i,0.00058782+0.0013447i,-0.00030168+0.0020397i,-0.00085097+0.0017478i,0.00023871+0.00026643i,0.00017962-0.00052594i,-0.0007358-0.00060873i,-0.00035788-6.7254e-06i,0.00011733+0.00072447i,0.00022578+0.0010136i,-0.00016983+0.00097396i,-0.0010342+0.001036i,-0.00065262+0.00045402i,0.00020742-0.00025512i,-9.2415e-05+0.00011102i,-0.00027614-0.00033879i,0.00045931-0.00026061i,0.0001244+0.00022337i,-0.00074217+3.0785e-05i,0.00011507-3.179e-05i
0.00057821-0.00067417i,0.0011398-0.00095881i,0.0013973-0.0014906i,0.00174-0.0012077i,0.0013272-0.00038148i,0.000882+0.00049312i,0.0011518+4.0921e-05i,0.00074063-0.00092238i,0.00022606-0.00061969i,0.00025955+0.00016634i,0.00024994+0.0005242i,-0.00025925+0.0006179i,-0.00032721-0.00015071i,8.6997e-05-0.0009698i,-0.00012723-0.00076277i,-0.00034498-0.00030207i,-0.00025048+0.00016304i,0.00049291+0.00093898i,0.00062453+0.00073813i,-6.8046e-05+3.7701e-05i,-0.00017716-0.0001312i,-0.00018468-0.00022857i,-7.8631e-05-9.5417e-05i
-0.0027058-0.00069097i,-0.0026009+0.00046248i,-0.0019988+0.0016464i,-0.00069059+0.0014666i,0.00068246+0.0011862i,0.0011847+0.0016557i,0.0010762+0.0018449i,0.00033303+0.00052253i,-0.00075852+1.9106e-05i,-0.00058343-4.922e-05i,0.00059098-0.00064731i,0.0005652-0.00090066i,-0.00015482-0.00062186i,0.00019943-0.00042542i,0.00093672+0.00016069i,0.00089167+0.00039032i,0.00037244-0.00018585i,-0.00011193-0.00089668i,0.00027744-0.0015594i,0.00039539-0.0011194i,-8.7764e-05+0.00052114i,-0.00074339+0.00095329i,-0.00084875-7.7701e-05i
0.00058506+0.00013517i,0.0014676+0.00062466i,0.0014932+0.0013547i,0.0019437+0.00094375i,0.0026659+0.00019871i,0.0019583-0.0003403i,0.0016819-5.8516e-05i,0.0012999-0.00024045i,-0.00010285-0.00095841i,-0.0013517-0.00050688i,-0.00087172+0.000234i,-0.00032408+0.00051898i,-0.00027832+0.0006135i,0.00017828+0.00027629i,0.00020386-0.00031277i,3.4081e-05-0.0003701i,-0.00029832-0.00077948i,-0.00046048-0.0013109i,-0.00076001-0.00045211i,-0.00096301+0.00037064i,-0.00043054+0.00067852i,3.1175e-05+0.00055621i,2.9082e-05+2.3771e-05i
0.00035734-3.7917e-05i,0.00056102-0.00012292i,0.0012169-0.00071866i,0.00096035+2.7862e-05i,0.00053791+0.00061773i,0.00046755-0.00016866i,0.00049442-0.00060434i,0.00044596-0.00052594i,0.00050781-0.00016605i,0.00094511+0.00039248i,0.0013602+0.00015245i,0.0013369-0.00018212i,0.0010153-0.00056547i,0.0002215-0.00081216i,2.4312e-05-0.00091814i,0.00041692-0.00067616i,-3.3156e-05-0.00014112i,-0.00045134-2.0958e-05i,-1.4865e-05-0.00031889i,0.00019455-0.00026092i,0.00096239-0.00018948i,0.00086951+0.00032172i,2.2076e-05+0.0001127i
-0.00039056-0.0014692i,0.00016801-0.0013007i,0.00023901-0.00089727i,0.00057688-0.00063703i,0.0011929-0.00022366i,0.00085198+0.00071114i,0.00040732+0.0007469i,6.742e-05+0.00016934i,-0.00013587+5.3703e-05i,-0.00039577-0.000112i,-0.00063356-0.00081793i,-0.00030397-0.00096258i,-0.00026573+4.4765e-07i,-0.00069898+0.00034881i,-0.00029376-1.6106e-05i,0.00045393+0.00053022i,0.00064863+0.0012285i,0.00066989+0.00076368i,0.00039197-6.3992e-05i,-0.00014441-0.00066766i,-0.00028136-0.00039851i,-0.00018335-0.0002564i,-0.00048612-0.00089883i
0.00053493+0.00029361i,0.0010105-4.3046e-05i,0.00065403-2.5977e-05i,0.0001222-0.00049514i,0.00019306+0.00010725i,0.00032087+0.0010236i,-0.00044629+0.00090287i,-0.00043206+0.00078965i,6.0944e-05-5.8089e-05i,0.00037143-0.0005015i,0.00051625-0.00074176i,0.0001477-0.00031161i,-0.00023767+0.00091112i,-0.00032216+0.0006285i,-0.00021454-0.00070552i,7.4665e-05-0.00089205i,-0.0001913-0.00070819i,0.0003703-0.00072689i,0.00053634-0.00076273i,-9.6419e-07-0.0011518i,0.00021126-0.00099515i,0.0002056-0.00049566i,0.00041057-0.00024158i
-0.00067933-0.0013326i,-0.0014158-0.00071377i,-0.0021449+0.00018316i,-0.0016377+0.00057664i,-0.00011681+0.001944i,0.00093289+0.0019645i,0.0011034+0.0014138i,0.00040449+0.0013293i,0.00018238+0.00023162i,0.00095269-0.00075961i,0.00077726-0.00080708i,0.0010799-7.8394e-05i,0.0015535+0.00020532i,0.00098994-0.0001973i,0.00081042-6.0458e-05i,0.00093832-0.00017546i,0.00047069-0.00036583i,-0.00022274-0.00012198i,-0.00080742+0.00025074i,-0.0010519-0.0002258i,-0.00059196-0.00023949i,-0.00022898+0.00024967i,-0.00035042+0.00026007i
-0.00015955+0.0010534i,5.5685e-05+0.0011771i,0.00056163+0.0019885i,0.0015973+0.0026941i,0.0026016+0.0015025i,0.001964+1.7579e-05i,0.00089222-0.00073289i,0.00060806-0.0015164i,-4.0884e-05-0.00098043i,-0.00080997+7.316e-05i,-0.0010268-0.00032298i,-0.00019208-0.0010817i,0.00044944-0.00090093i,-0.00032592-0.0005851i,-0.0003074-0.00060826i,0.00049541-0.00034431i,4.0738e-05-0.00012762i,-0.00086254+0.00028137i,-0.0014346+0.00038971i,-0.0010578-0.00015571i,-0.00025332-0.00028881i,0.00010218+0.00040307i,-3.6093e-05+0.0004125i
-4.2388e-05-0.00011707i,0.00029374-0.00022004i,0.001842+0.00061411i,0.0023361+0.00075202i,0.0011812-8.8076e-05i,-0.00025966-0.00019717i,-0.0002972+0.00069014i,-0.00044121+0.0013348i,-0.00097235+0.00073056i,-0.00037424+0.00019215i,-0.00017919-0.00016769i,-0.00023383-0.0011603i,7.071e-05-0.0014417i,0.00050846-0.00098772i,0.00044284-0.00099044i,-0.00048265-0.0015926i,-0.00050473-0.0014761i,-0.00037491-0.00024391i,-0.00015764+0.00031972i,4.1638e-05+0.00052579i,-0.00011671+0.00069359i,0.00010316-2.4906e-05i,0.00080313+6.4461e-05i
-0.00012043-0.001317i,0.00051293-0.0013893i,0.00035105-0.00126i,-0.00014077-0.0016977i,-0.00016745-0.0016666i,0.00020235-5.0369e-05i,0.0010307+0.00020959i,0.001572+0.00046334i,0.0009819+0.0002969i,0.00015925-0.00032995i,-9.5434e-05-0.00043956i,0.0006371-0.00042266i,0.00044727-0.00025795i,-0.00064082+0.00015465i,-0.00083538+0.00048415i,-0.00056293+0.00031886i,-0.00035001+0.00038698i,-0.00046066+0.00035669i,-0.00012713+0.0003182i,0.00091064+0.00039552i,0.001218+0.00065733i,0.0005025+0.0002538i,0.00068708-0.00052631i
-0.00071223-0.00040187i,-0.0005134-0.0011647i,-0.00044527-0.00079171i,-0.00043942-0.00011698i,0.00024705+0.00075296i,0.0008435+0.0016118i,0.0011575+0.0012814i,0.0010835-0.00021914i,0.00030361-0.0010035i,1.2093e-06-0.00045185i,0.00043389+0.00029722i,0.00086894+0.00041408i,0.00040425-1.5421e-05i,0.00051758+0.00032152i,0.0011117+0.00039697i,0.00022505-0.00025301i,-0.0007432-0.000483i,-0.00047402-0.00096868i,-0.00020438-0.000906i,-0.00030445-0.00018079i,-0.00073475+0.00012226i,-0.00079383+0.0003285i,-0.00012806-8.9005e-06i
-0.0021113+8.1547e-05i,-0.0014206+0.00013605i,-0.00015276+0.00074326i,0.00097824+0.001253i,0.0021154+0.00097172i,0.0020782+0.00060364i,0.0018004+0.00041758i,0.00096029-0.00025584i,-0.0004145-0.0003903i,-0.001116+0.00022889i,-0.00027144+0.00063652i,0.00052134+0.001132i,0.00022287+0.0015316i,0.00084416+0.00094861i,0.00067758-0.00030515i,2.0594e-06-0.00093134i,8.3144e-05-0.0001679i,0.00030621+0.00027627i,0.00082697-0.0002458i,0.0012475-0.00052732i,0.00076021-0.00020249i,0.00022423-0.00019293i,-0.00043837+0.00024113i
6.757e-05+0.00035124i,0.0010441-0.00051757i,0.0018628+0.00015409i,0.0025132+0.00084853i,0.0017242+0.00079353i,0.0010534+0.0010484i,0.00080422+0.0010242i,0.00070783+0.00061261i,-0.00010919-1.8452e-05i,-0.00026788-0.00014012i,5.1173e-05+0.00047969i,-0.00053076-0.00014616i,-9.9544e-05-0.00073225i,0.000591-0.00036981i,0.000403+3.7986e-06i,6.562e-06+1.5721e-05i,-0.00035015-0.00023358i,6.8455e-05+0.0002657i,-7.316e-05+0.0011924i,-0.00076145+0.0007367i,-0.00040843+0.00025915i,0.00021706+0.0002115i,-5.4254e-07-0.00016815i
0.0022459+0.00058043i,0.0022954-0.00051578i,0.0022228+0.00015571i,0.0027882+0.00067004i,0.0025688+0.00027722i,0.0013059+0.0010439i,0.00086685+0.00064097i,0.00044869-0.0007551i,-0.00041774-0.00062817i,-0.00015726-0.00071282i,-0.00058386-0.00084422i,-0.0018486-0.00030071i,-0.00096238+0.00057325i,-1.255e-05+0.0012473i,0.00019821+0.0001266i,0.00017432-0.00079469i,-0.00021766-0.00059987i,-0.00015418-0.00068747i,-0.00015704-0.000697i,0.00020119-5.4963e-06i,0.00072487+0.00034319i,-7.8922e-05+0.00082647i,-0.0006449+0.0011551i
0.00093398-5.2649e-05i,0.0012016-0.00017556i,0.00042901-0.00043508i,8.4156e-05-0.00056328i,0.0013364-0.00065031i,0.0017127-0.00043796i,0.0010079-7.9519e-05i,0.00065409+0.00041276i,0.00033909+0.00039183i,-0.00050013+0.0001081i,-0.00083722-0.00010556i,-0.00064293+7.4345e-05i,-0.00090757+0.00048002i,-0.00091592+0.00011594i,-0.0004286+0.00014428i,-3.6184e-05+0.00031777i,0.00024002+9.2461e-05i,0.0002859-0.00023431i,-2.998e-05-0.00044514i,2.8212e-05+0.00034957i,5.4201e-05+0.00078563i,0.00090742+4.2325e-05i,0.0016357-0.00010301i
0.0013332-9.5235e-05i,0.0012872-7.2393e-06i,0.00095137+9.1925e-05i,0.0006907+1.0151e-05i,0.00056668-0.00021419i,0.00047955-7.6726e-05i,0.00015125+0.00030775i,0.0001415+0.00040707i,-0.00016159-0.00041762i,0.00031514-0.00065222i,9.0295e-05-0.00025901i,-0.00068699+0.00010914i,-0.00060699+0.00033788i,-0.00029482-6.4726e-05i,-0.00079845-0.00036537i,-0.00086358+0.00030931i,0.00022058+0.00060523i,0.00074832-0.00016841i,0.00012655+0.00013213i,-0.0002733+0.00030392i,7.4882e-05+0.00032601i,0.00069588+0.00057727i,0.00057914+7.6541e-05i
-0.00082691-0.00077952i,-0.00034607-0.00027565i,0.00066864+0.00076579i,0.0017334+0.00027062i,0.0021617-9.8639e-05i,0.0018923-0.0002577i,0.0010647+0.00081271i,0.0002496+0.00066276i,-2.8873e-05-0.00047795i,8.9046e-05-0.00032707i,-0.00010394-0.00020805i,7.981e-05-0.00044353i,-2.7478e-05-0.00058734i,-0.0004683-0.00070235i,-0.00030671-0.00071258i,-0.0007185-0.00049595i,-0.00043682+0.00023287i,-0.00022139+0.00051815i,-0.00024188-0.00017088i,-0.00018464-0.00062191i,-0.00043733-0.00082832i,-4.5726e-05-0.0007011i,0.00055075-0.00060801i
