-0.0029172+0.00016245i,-0.0026526+0.0007785i,-0.0023427+0.00092084i,-0.0021753+0.00093462i,-0.0022312+0.0019695i,-0.0011609+0.0023728i,0.00031539+0.0016635i,0.00053027+0.0013923i,0.00065091+0.00031596i,0.0010023-0.00079666i,0.00047094-0.0012685i,0.00011551-0.0016768i,0.00061068-0.001127i,0.00093013-0.001189i,0.0012654-0.0012081i,0.0014343-0.00041311i,0.00068724-9.4717e-05i,4.0916e-05+0.00020174i,-0.00031725+0.00016345i,-0.00081473+9.3454e-05i,-0.00099451+0.00031358i,-0.00054829+0.00069289i,-0.00014+0.00041552i
-0.021691-0.010586i,-0.046425-0.038834i,-0.085559-0.063507i,-0.13317-0.051012i,-0.17601-0.0085436i,-0.19169+0.034115i,-0.15773+0.074846i,-0.10317+0.099979i,-0.065831+0.1033i,-0.032998+0.08313i,-0.010183+0.044338i,-0.0035676+0.028556i,0.0043857+0.032418i,0.011118+0.022682i,0.0083145+0.0063971i,-0.00088003-0.001258i,-0.012678-0.0011366i,-0.020463+0.0043139i,-0.017362+0.01471i,-0.0072414+0.020918i,0.00077057+0.015396i,0.0036374+0.0062562i,0.0041528-0.00052952i
0.020392+0.015395i,0.04937+0.043732i,0.095213+0.061761i,0.13781+0.034858i,0.17156-0.013479i,0.18298-0.055773i,0.15072-0.092555i,0.10409-0.1062i,0.079361-0.099645i,0.051277-0.082145i,0.01899-0.047238i,0.0053529-0.028293i,-0.0035151-0.029932i,-0.010874-0.020835i,-0.0079685-0.0059313i,0.0022676-0.00012198i,0.016853-0.0015097i,0.030084-0.0054825i,0.03257-0.010888i,0.02212-0.01189i,0.0085522-0.0073556i,0.0011529-0.0044414i,-0.001732-0.0024587i
-0.02244-0.017307i,-0.060102-0.053987i,-0.10486-0.076845i,-0.12681-0.056359i,-0.13609-0.022011i,-0.1442+0.018031i,-0.12714+0.057224i,-0.10522+0.061053i,-0.10271+0.05595i,-0.073832+0.058592i,-0.024437+0.038442i,-0.00076533+0.019612i,0.0063401+0.022041i,0.0084126+0.017683i,0.0051927+0.0063462i,-0.00083402-0.0015349i,-0.013463-0.0065156i,-0.026419-0.0076199i,-0.024582-0.0045479i,-0.0099534+0.0012075i,0.00043479+0.0048753i,0.0016493+0.0057275i,0.0017049+0.0045116i
0.030688+0.0065667i,0.08108+0.035739i,0.1291+0.052825i,0.12901+0.032564i,0.10826+0.014184i,0.11927-0.0042151i,0.12545-0.036332i,0.11338-0.035421i,0.11016-0.022324i,0.080419-0.029202i,0.025193-0.021751i,-0.0049649-0.0070535i,-0.011249-0.0096573i,-0.011446-0.009886i,-0.009105-0.0035908i,-0.0055635+0.0020021i,0.0048598+0.0055884i,0.014462+0.0046956i,0.011655-0.0023582i,0.0037413-0.0094883i,0.0016403-0.0098277i,0.0045202-0.006382i,0.0037178-0.0043632i
-0.03858-0.0015987i,-0.10096-0.013897i,-0.15591-0.016606i,-0.1363+0.0017997i,-0.081778+0.0069458i,-0.081919+0.0072097i,-0.10428+0.032861i,-0.10435+0.03513i,-0.10164+0.017238i,-0.074732+0.016845i,-0.02408+0.0085567i,0.0065165-0.0048184i,0.015738-0.0025602i,0.017739+3.2071e-05i,0.013795-0.003086i,0.0053763-0.0051123i,-0.0064986-0.0034982i,-0.016591+0.0014919i,-0.01861+0.0069847i,-0.013126+0.0068167i,-0.0076398+0.0014555i,-0.0070567-0.00040198i,-0.0052944+0.0024703i
0.032639-0.0092456i,0.10026-0.013078i,0.16058-0.025452i,0.12827-0.041361i,0.050882-0.026244i,0.041549-0.001508i,0.073774-0.013745i,0.083866-0.012505i,0.085086+0.010278i,0.065171+0.0078668i,0.019644+0.0051784i,-0.0098064+0.013392i,-0.017346+0.010807i,-0.017568+0.0048351i,-0.013367+0.0036421i,-0.0048323+0.0036947i,0.0082786+0.0029139i,0.018533+0.0021325i,0.017692+0.0017113i,0.0091281+0.00078047i,0.003401+0.00039408i,0.004963-0.0016452i,0.0060005-0.0050996i
-0.019485+0.011618i,-0.08265+0.024998i,-0.13444+0.053021i,-0.080138+0.068224i,0.021801+0.027004i,0.035513-0.021123i,-0.0099823-0.020209i,-0.032836-0.032357i,-0.047789-0.060333i,-0.04682-0.045339i,-0.014698-0.022741i,0.01003-0.021049i,0.015831-0.016352i,0.015516-0.0079268i,0.010627-0.0044338i,0.0032495-0.0041585i,-0.0047254-0.0048554i,-0.010781-0.0056773i,-0.0087677-0.0038565i,-0.0020384+0.00057017i,-0.0013178+0.0028425i,-0.0061729+0.0038827i,-0.0060637+0.0051176i
0.019665-0.014063i,0.079945-0.041572i,0.1274-0.094891i,0.055228-0.12335i,-0.0751-0.060038i,-0.093857+0.02505i,-0.031982+0.041648i,-0.0014686+0.053501i,0.013583+0.081617i,0.022038+0.065442i,0.0027172+0.032225i,-0.017688+0.023238i,-0.02318+0.020841i,-0.020724+0.015682i,-0.014527+0.011698i,-0.007572+0.0081298i,-7.0449e-05+0.0065068i,0.0056086+0.0065692i,0.005337+0.0034376i,0.0019012+0.0016604i,0.0026318+0.0046039i,0.0068179+0.0032561i,0.0054468-0.0021004i
-0.026905+0.010495i,-0.090103+0.046314i,-0.135+0.11431i,-0.047736+0.15104i,0.11081+0.077026i,0.14161-0.03441i,0.062631-0.064628i,0.01675-0.065429i,0.0012241-0.082938i,-0.0080714-0.068239i,0.0070907-0.035078i,0.025967-0.022929i,0.031323-0.021016i,0.026344-0.018734i,0.015593-0.016183i,0.0051773-0.012043i,-0.0032826-0.0081304i,-0.0078494-0.0064386i,-0.0052567-0.0051662i,0.0013154-0.0060164i,0.0045448-0.0088241i,0.00019633-0.007995i,-0.0020306-0.0011912i
0.027749-0.017402i,0.089805-0.067757i,0.13018-0.15267i,0.033162-0.19651i,-0.13624-0.11425i,-0.16889+0.023001i,-0.080137+0.073781i,-0.031956+0.071802i,-0.02407+0.085285i,-0.011044+0.074112i,-0.01507+0.039892i,-0.028944+0.024441i,-0.030485+0.022366i,-0.022455+0.019456i,-0.010923+0.016509i,-0.00081447+0.012643i,0.0058009+0.0080668i,0.0070315+0.0057589i,0.0013466+0.0041714i,-0.0048471+0.0036472i,-0.0048103+0.0036223i,0.00066028+0.0022242i,0.002927-0.00089069i
-0.025015+0.028117i,-0.078845+0.094246i,-0.10827+0.20107i,0.0033036+0.25559i,0.18201+0.16557i,0.21697+0.011307i,0.12684-0.052838i,0.076729-0.054524i,0.067528-0.072572i,0.041399-0.070005i,0.024782-0.039176i,0.027769-0.023245i,0.028133-0.022643i,0.020962-0.0208i,0.0096752-0.015774i,-0.0001857-0.010564i,-0.004215-0.0067696i,-0.0040301-0.0060489i,-0.0010807-0.005659i,0.0024124-0.0037555i,0.00089081-0.004903i,-0.0036788-0.0045016i,-0.0023447-0.00013166i
0.015856-0.036309i,0.059157-0.11443i,0.083312-0.2458i,-0.023484-0.32115i,-0.20022-0.22737i,-0.23954-0.053294i,-0.15204+0.027152i,-0.10321+0.033271i,-0.096179+0.051589i,-0.063474+0.054741i,-0.033456+0.029114i,-0.029217+0.014964i,-0.029772+0.016617i,-0.023342+0.018722i,-0.011073+0.017721i,-0.0021002+0.01228i,-0.00084012+0.0076823i,-0.00025535+0.0071485i,6.2246e-05+0.0061118i,-0.0029646+0.006396i,-0.0043288+0.010569i,-0.0008677+0.010247i,0.00096123+0.0022786i
-0.0052007+0.022261i,-0.041885+0.10186i,-0.062388+0.24287i,0.037859+0.33541i,0.20984+0.25287i,0.25045+0.073204i,0.16176-0.022712i,0.10688-0.034191i,0.094935-0.044941i,0.063626-0.043297i,0.03509-0.018625i,0.030999-0.0044311i,0.031837-0.0057981i,0.025856-0.0090529i,0.013191-0.01108i,0.002625-0.010766i,0.00051855-0.0085247i,0.0013663-0.006475i,0.0033502-0.0045658i,0.007794-0.004702i,0.0091421-0.0067711i,0.0046484-0.0068836i,0.001663-0.0017793i
0.0080773-0.018844i,0.034936-0.103i,0.044556-0.25865i,-0.051136-0.37027i,-0.20577-0.29866i,-0.23233-0.108i,-0.13883+0.0070765i,-0.090205+0.021639i,-0.089706+0.030124i,-0.06484+0.034272i,-0.035917+0.014724i,-0.028995+0.0026554i,-0.028018+0.0053665i,-0.021658+0.0089723i,-0.010101+0.010348i,-0.0006381+0.009653i,0.0017207+0.0074534i,0.00044792+0.0052627i,-0.0036296+0.0032517i,-0.0073914+0.003248i,-0.0063442+0.005969i,-0.0028346+0.0069783i,-0.0013359+0.0038563i
-0.011954+0.0194i,-0.034669+0.10725i,-0.038941+0.27388i,0.05252+0.40565i,0.19185+0.35344i,0.21271+0.16605i,0.12437+0.0438i,0.083013+0.027078i,0.092004+0.013513i,0.070761-0.0083396i,0.036255-0.0075174i,0.023142-0.0028041i,0.020287-0.0053441i,0.0147-0.0077644i,0.005947-0.009185i,-0.00072715-0.0082987i,-0.0018138-0.006569i,0.00035455-0.0053694i,0.0042832-0.0028901i,0.0078204-0.003322i,0.0074181-0.0073304i,0.0034039-0.0086784i,0.0022578-0.0044408i
0.0088008-0.030329i,0.027539-0.11999i,0.033724-0.2929i,-0.039252-0.43956i,-0.15706-0.4021i,-0.17684-0.21806i,-0.10277-0.087449i,-0.071178-0.063156i,-0.086909-0.045086i,-0.069524-0.013682i,-0.033017-0.0047375i,-0.017648-0.0054594i,-0.014819-0.0019202i,-0.011179+0.0012756i,-0.0041318+0.0043174i,0.00066989+0.0051149i,-0.0010646+0.0046442i,-0.0036446+0.005003i,-0.0060829+0.0043745i,-0.0091672+0.003744i,-0.0084418+0.0064428i,-0.003772+0.0078181i,-0.00082809+0.0029321i
-0.0028177+0.027211i,-0.014411+0.11313i,-0.018603+0.28566i,0.038043+0.44067i,0.13285+0.41702i,0.14815+0.23921i,0.086697+0.098461i,0.061689+0.0627i,0.075269+0.044892i,0.06014+0.018089i,0.028257+0.01111i,0.014007+0.012578i,0.01251+0.0091151i,0.011195+0.0051315i,0.0069072+0.0012131i,0.0030259-0.0019808i,0.0034191-0.0020921i,0.0056141-0.0014341i,0.0085329-0.0015064i,0.010523-0.0029238i,0.0085477-0.0057454i,0.0046693-0.0056515i,0.0018728-0.0025053i
-0.0033776-0.018635i,0.0039571-0.10487i,0.0086579-0.2826i,-0.029975-0.45028i,-0.093958-0.43952i,-0.097374-0.26342i,-0.049046-0.11236i,-0.037192-0.067207i,-0.058972-0.047203i,-0.051624-0.019326i,-0.024843-0.0090269i,-0.01112-0.0089065i,-0.0092365-0.0087639i,-0.010684-0.0087517i,-0.008379-0.0049881i,-0.0041598+7.9584e-05i,-0.0037039+0.0017971i,-0.0055857+0.00047419i,-0.010226-0.001002i,-0.013707+0.0014847i,-0.01172+0.0064215i,-0.0071929+0.0076453i,-0.0031914+0.0044812i
-0.0015287+0.016665i,-0.0047673+0.098787i,-0.0098744+0.27197i,0.012832+0.44409i,0.053347+0.44753i,0.050579+0.28253i,0.01062+0.13486i,0.0048511+0.088448i,0.032805+0.067664i,0.037965+0.033694i,0.019528+0.011178i,0.0068083+0.0040557i,0.0045383+0.0042375i,0.0058806+0.0046498i,0.0046443+0.0012926i,0.0011729-0.001963i,0.0015726-0.002661i,0.0061645-0.0021288i,0.012459-0.0010307i,0.015657-0.00096999i,0.013433-0.003336i,0.00905-0.0052709i,0.0053173-0.0037104i
0.0016088-0.022158i,0.004473-0.09659i,0.014244-0.25972i,0.013124-0.43084i,-0.0026931-0.44495i,0.005269-0.29138i,0.032832-0.14898i,0.027082-0.10262i,-0.0089257-0.079654i,-0.022799-0.041485i,-0.0096402-0.015561i,0.0010919-0.0081251i,0.0011939-0.0079616i,-0.0024981-0.0070942i,-0.0025888-0.0017071i,-0.00018054+0.0025929i,-0.0022976+0.0013073i,-0.0084194-0.0010064i,-0.014316-0.0006975i,-0.015721+0.0010157i,-0.011411+0.0032852i,-0.0055527+0.0046943i,-0.0018579+0.0037871i
-0.0030954+0.021924i,-0.0062392+0.088637i,-0.018809+0.24062i,-0.030289+0.40492i,-0.030582+0.42412i,-0.035822+0.28332i,-0.044559+0.14714i,-0.02794+0.099148i,0.005585+0.075208i,0.016272+0.039856i,0.0035225+0.014922i,-0.005873+0.0082934i,-0.0055103+0.0096803i,-0.0010865+0.0091773i,0.0014971+0.0038806i,0.00083868-0.00037101i,0.0017754-7.6372e-05i,0.0055998+0.002127i,0.011873+0.003249i,0.015109-0.00026732i,0.012469-0.0048868i,0.0069826-0.0050611i,0.0030392-0.0031157i
-0.0039531-0.016418i,0.0048614-0.081405i,0.027982-0.22656i,0.057677-0.38608i,0.076866-0.40822i,0.07713-0.27483i,0.064262-0.14172i,0.034205-0.093063i,-0.0033065-0.068662i,-0.016012-0.034967i,-0.006481-0.012949i,0.0041545-0.005363i,0.0070048-0.0070596i,0.0036812-0.010897i,0.0013314-0.0077277i,0.0015346-0.0027458i,-0.00045712-0.0023361i,-0.0063259-0.0045687i,-0.014403-0.0062552i,-0.019049-0.0045233i,-0.016322-0.000544i,-0.010094+0.0017718i,-0.0047173+0.0027009i
0.0020882+0.015301i,-0.0064712+0.076313i,-0.032767+0.20833i,-0.073648+0.35003i,-0.1046+0.36747i,-0.10224+0.24803i,-0.079079+0.12816i,-0.050357+0.082344i,-0.017602+0.061787i,0.001508+0.0337i,0.0010754+0.012536i,-0.0054209+0.0045899i,-0.0069872+0.0055609i,-0.0024652+0.0073042i,0.00018709+0.0031496i,-0.0011879-0.0010224i,0.0010049+0.00086659i,0.0075438+0.0046412i,0.013363+0.0072269i,0.016315+0.0064355i,0.014407+0.0033539i,0.008924+0.0011614i,0.0040685-0.00032404i
0.00094282-0.018139i,0.0058019-0.073142i,0.033584-0.19289i,0.085943-0.32033i,0.12883-0.33006i,0.12966-0.21693i,0.1032-0.11242i,0.072124-0.073665i,0.037152-0.056316i,0.012509-0.031879i,0.0066863-0.011391i,0.0083701-0.0035743i,0.007101-0.0046838i,0.0019763-0.004985i,-0.00019825+0.0002948i,0.0019514+0.0030787i,0.00029942-0.0019866i,-0.0061024-0.0082404i,-0.012429-0.0094292i,-0.014293-0.0059297i,-0.01121-0.0013963i,-0.0070648+0.00088189i,-0.0032634+0.0006129i
-0.0029319+0.014964i,-0.0086708+0.063532i,-0.038736+0.16933i,-0.094798+0.28144i,-0.13716+0.28881i,-0.13151+0.18937i,-0.09876+0.10201i,-0.064361+0.071611i,-0.031724+0.054473i,-0.010745+0.029819i,-0.0060378+0.010386i,-0.0080008+0.0032364i,-0.0071585+0.0039668i,-0.0039006+0.0045867i,-0.0021934+0.0010509i,-0.0033802+1.5327e-05i,-0.002426+0.0048363i,0.0026976+0.0099219i,0.0082724+0.011184i,0.011691+0.0082358i,0.011425+0.0045169i,0.007968+0.00184i,0.0041038+0.00014354i
-0.0014281-0.012358i,0.0089435-0.057458i,0.048199-0.15156i,0.11456-0.25011i,0.16103-0.25395i,0.14367-0.16472i,0.094305-0.090928i,0.053952-0.068244i,0.022721-0.051939i,0.0041706-0.028884i,0.00044823-0.012915i,0.0039096-0.0061406i,0.0074076-0.0049898i,0.0066177-0.005782i,0.0050405-0.0038012i,0.0055732-0.0034619i,0.0031301-0.0063318i,-0.0028188-0.010458i,-0.0077062-0.014i,-0.0098702-0.013957i,-0.0091106-0.010066i,-0.0060863-0.0050534i,-0.0032106-0.0021332i
0.00086365+0.012082i,-0.011424+0.049802i,-0.051332+0.12925i,-0.11835+0.20641i,-0.16394+0.20068i,-0.13754+0.12558i,-0.081199+0.068433i,-0.046363+0.050978i,-0.025148+0.039626i,-0.01029+0.023437i,-0.0044961+0.012272i,-0.0049906+0.0079131i,-0.0061716+0.0064676i,-0.0050269+0.0052125i,-0.0049751+0.0019546i,-0.0051447+0.0018168i,-0.0023428+0.0074824i,0.0022163+0.013965i,0.0053704+0.017712i,0.0053638+0.015622i,0.0040458+0.0096425i,0.002548+0.0049241i,0.00019479+0.0025169i
0.0025541-0.012776i,0.013816-0.049115i,0.053647-0.11722i,0.12074-0.17803i,0.16231-0.16155i,0.13586-0.089992i,0.083083-0.045093i,0.050309-0.034852i,0.030253-0.02812i,0.014499-0.016518i,0.0049449-0.0092021i,0.0022076-0.00706i,0.0019254-0.00705i,0.0013339-0.0075004i,0.0014807-0.0053424i,0.0022166-0.0040316i,0.0029708-0.0085553i,0.0021854-0.015816i,-9.1971e-05-0.018713i,-0.0022659-0.014449i,-0.0031024-0.0082837i,-0.0023785-0.0040329i,-0.00076554-0.0013279i
-0.001356+0.0082005i,-0.013243+0.039964i,-0.054367+0.096216i,-0.11688+0.14334i,-0.14898+0.12678i,-0.11802+0.070281i,-0.070907+0.041988i,-0.045597+0.037897i,-0.028118+0.030692i,-0.011855+0.018775i,-0.0026223+0.010429i,0.00070012+0.0081815i,0.00089672+0.0084016i,0.00040098+0.0087553i,-4.1628e-05+0.0073135i,-0.0022435+0.0056865i,-0.0043945+0.0085315i,-0.0053291+0.014025i,-0.0041408+0.016974i,-0.0017491+0.01486i,2.8091e-05+0.010262i,0.0013219+0.0066374i,0.0014394+0.0034047i
-0.0018307-0.012314i,0.01188-0.039032i,0.054159-0.085263i,0.11698-0.12052i,0.14733-0.099291i,0.11229-0.054284i,0.063026-0.041181i,0.038387-0.044606i,0.022754-0.035824i,0.01039-0.021812i,0.0021891-0.013969i,-0.0019926-0.0096058i,-0.0018137-0.0071853i,-0.00060916-0.0066967i,0.00056703-0.0060278i,0.0017528-0.0058145i,0.0016031-0.0093506i,0.0025796-0.014527i,0.0041765-0.017317i,0.0042516-0.014906i,0.0029906-0.0095368i,0.0013235-0.005181i,0.00081471-0.0029332i
0.0030775+0.010738i,-0.0089022+0.032162i,-0.047596+0.067472i,-0.10485+0.085748i,-0.12784+0.059525i,-0.088934+0.027271i,-0.04269+0.027611i,-0.02521+0.034532i,-0.018159+0.027073i,-0.01044+0.016683i,-0.0044005+0.012585i,-0.00024566+0.011411i,0.0011953+0.009898i,0.00073721+0.0084426i,5.53e-06+0.0062178i,-0.00058535+0.0063428i,-0.0014049+0.011652i,-0.0029722+0.01727i,-0.0051789+0.01868i,-0.0047941+0.015072i,-0.0014332+0.0093409i,0.00030416+0.0053542i,-0.00093062+0.0022268i
0.0015995-0.0076067i,0.014331-0.029433i,0.050699-0.060165i,0.10109-0.071627i,0.11685-0.041771i,0.078319-0.012125i,0.037263-0.014452i,0.021326-0.021788i,0.013993-0.017175i,0.0064935-0.010901i,-0.00049955-0.011523i,-0.0058348-0.012903i,-0.0077086-0.011887i,-0.006558-0.010844i,-0.0050576-0.0090306i,-0.0033766-0.0076054i,0.00093-0.0084184i,0.0061977-0.0122i,0.0075487-0.015102i,0.0058099-0.013345i,0.0035885-0.009348i,0.0015003-0.0052945i,-0.00028557-0.0021932i
-0.00099389+0.0032428i,-0.013552+0.02081i,-0.04777+0.044287i,-0.090663+0.047552i,-0.097847+0.019366i,-0.061177+0.0013387i,-0.029362+0.012735i,-0.019121+0.022727i,-0.013169+0.018691i,-0.0054679+0.013492i,0.0027954+0.013626i,0.009157+0.013828i,0.011128+0.011817i,0.0089608+0.010004i,0.006529+0.0083727i,0.0050904+0.0062427i,0.001462+0.0056807i,-0.0044774+0.0072205i,-0.0075739+0.008662i,-0.0063747+0.0083399i,-0.003467+0.006364i,-0.0015034+0.0044516i,0.00040892+0.0022926i
-0.00049125-0.005289i,0.011108-0.020534i,0.043157-0.038511i,0.083092-0.036683i,0.088984-0.010593i,0.054858+0.00016539i,0.028602-0.01781i,0.021609-0.030051i,0.015505-0.0237i,0.0084022-0.015847i,0.00090474-0.015388i,-0.007056-0.014361i,-0.011526-0.01113i,-0.011599-0.0085833i,-0.0098421-0.0070602i,-0.0072257-0.0062521i,-0.002637-0.0066572i,0.0029251-0.0077635i,0.0049115-0.0081781i,0.0034198-0.0067873i,0.0014057-0.0046568i,0.00067846-0.0026386i,0.001256-0.0012194i
-0.0041028+0.0051165i,-0.013776+0.0175i,-0.039156+0.029718i,-0.067827+0.023524i,-0.066103-0.0010444i,-0.032005-0.0053005i,-0.011059+0.016142i,-0.013059+0.027164i,-0.015222+0.021898i,-0.0091886+0.015477i,-0.00084195+0.013667i,0.0062775+0.012301i,0.011878+0.0087883i,0.014382+0.0045313i,0.013902+0.0031816i,0.0092959+0.0034873i,0.0014877+0.0048995i,-0.0050979+0.0067313i,-0.0063827+0.0066287i,-0.0038435+0.0055926i,-0.00046231+0.0040593i,0.0020436+0.0027332i,0.0023888+0.00085471i
0.0025025-0.011616i,0.0087406-0.02121i,0.029813-0.029764i,0.05657-0.019661i,0.05554+0.0052595i,0.027436+0.0080576i,0.011203-0.01118i,0.010668-0.022111i,0.0086283-0.019262i,0.002418-0.01363i,-0.0042924-0.01254i,-0.0097297-0.011218i,-0.011925-0.0065008i,-0.011162-0.0033136i,-0.0098948-0.0020169i,-0.0079574-0.00088542i,-0.0021093-0.00022732i,0.0045342-0.00044845i,0.0068304-0.0019541i,0.0049443-0.0028801i,0.0025051-0.0026919i,0.00089377-0.0019746i,-0.00066888-0.0008458i
0.0031239+0.0051656i,-0.0039425+0.011744i,-0.023189+0.014812i,-0.044929+0.0021835i,-0.041779-0.016661i,-0.019323-0.010764i,-0.0080792+0.010494i,-0.0078389+0.019553i,-0.0065318+0.016255i,-0.002345+0.011682i,0.0042295+0.011889i,0.01095+0.01173i,0.013744+0.0071471i,0.012247+0.0023554i,0.010917+0.00062338i,0.0088253+0.00016058i,0.0050943-0.00095568i,0.00067047-0.0020521i,-0.0024067-0.0021505i,-0.0019746-0.00099591i,-0.00074113-0.00075517i,-0.00031541-0.001444i,0.00034439-0.001054i
-0.0029871-0.0028679i,0.0031555-0.010314i,0.020623-0.01426i,0.039938-0.0041471i,0.035673+0.010765i,0.017404+0.0044228i,0.012767-0.013966i,0.014704-0.019727i,0.011574-0.013583i,0.0057727-0.0088865i,-0.00088029-0.010112i,-0.0087066-0.010301i,-0.013487-0.0060054i,-0.014343-0.0016205i,-0.01307+0.00010539i,-0.0088322+0.0013508i,-0.0029887+0.0019106i,0.0011596+0.0020881i,0.001611+0.002762i,-0.00095256+0.0018589i,-0.0032421+0.00054255i,-0.0026795+0.00082413i,-0.00042814+0.0013873i
-0.0054642-0.0020537i,-0.011043+0.0042967i,-0.022685+0.0086152i,-0.031035+0.00012742i,-0.020528-0.010724i,-0.0029166-0.0022672i,-0.0028484+0.013165i,-0.010126+0.015355i,-0.010696+0.010624i,-0.004347+0.0088869i,0.0038872+0.0090715i,0.0096391+0.0066983i,0.012545+0.00184i,0.013498-0.0018679i,0.012447-0.0034334i,0.0084257-0.003925i,0.0020768-0.004199i,-0.0021958-0.0043027i,-0.0027784-0.0040873i,-0.0012037-0.0030021i,0.00059569-0.00054839i,0.0015357+0.00084465i,0.0018554+0.00048857i
0.00026433-0.0038062i,0.0049231-0.0082001i,0.015759-0.010676i,0.025215-0.0023266i,0.019403+0.009297i,0.0079309+0.0034151i,0.0081461-0.01042i,0.011138-0.015204i,0.0077824-0.013011i,0.00085407-0.0095179i,-0.0059908-0.0078688i,-0.0094851-0.0045432i,-0.0094163+0.0013563i,-0.0074371+0.0048646i,-0.0054966+0.0049415i,-0.005518+0.0039443i,-0.0039647+0.0035845i,-0.0013654+0.004881i,0.00053102+0.0061827i,0.0015005+0.0050467i,0.00023834+0.003226i,-0.0009617+0.00249i,-0.00068445+0.0019102i
0.0034743+0.00082141i,6.6153e-06+0.0030212i,-0.0081262+0.001535i,-0.015113-0.0074653i,-0.010368-0.013237i,-0.0033585-0.00039188i,-0.005274+0.015209i,-0.0085562+0.017655i,-0.0064503+0.01241i,-0.0017069+0.007371i,0.0027208+0.0051817i,0.0055041+0.0019931i,0.0069945-0.0021914i,0.007025-0.0041285i,0.0058561-0.0035143i,0.0038122-0.0022564i,0.0021901-0.0018634i,0.0013257-0.003387i,0.0014384-0.0051001i,0.0018965-0.0050101i,0.0023449-0.003735i,0.0025076-0.0025155i,0.0024473-0.001879i
-0.00011204-0.00068473i,0.0031396-0.0052684i,0.0089017-0.0051132i,0.013561+0.0017598i,0.0087862+0.0045197i,0.0034585-0.0050921i,0.00644-0.013038i,0.0091042-0.01117i,0.0072954-0.0062019i,0.0017848-0.003141i,-0.0032483-0.0025983i,-0.0050899-0.00025162i,-0.0048679+0.0032254i,-0.0043723+0.0046438i,-0.0041482+0.0036516i,-0.0017486+0.0024193i,0.00032102+0.0013506i,-0.00025606+0.0019477i,-0.0010495+0.0036152i,-0.0013432+0.0035526i,-0.0027348+0.0024663i,-0.0026069+0.0013122i,-0.0011371+0.00075031i
-0.0017006+0.00074076i,-0.0034938+0.00073275i,-0.0070912-0.0008935i,-0.0083007-0.0058276i,-0.0012761-0.0072783i,0.0032359+0.0012962i,-0.0014778+0.006722i,-0.0051581+0.0033339i,-0.0051832-0.00031576i,-0.00071067-0.0010097i,0.0040944-0.00083384i,0.0047216-0.0025157i,0.0039835-0.0055017i,0.001551-0.0065938i,-0.0013816-0.005507i,-0.0017149-0.0037875i,-0.0011494-0.0026553i,-0.00067521-0.0032453i,-0.0008428-0.0043387i,-0.00097772-0.0043333i,-7.543e-05-0.0033231i,0.00067619-0.0029129i,0.00092872-0.0021793i
0.0035927-0.0027175i,0.0044251-0.0033548i,0.0077854-0.0038141i,0.0091995-0.00051099i,0.0049652+0.00079461i,0.0040524-0.0056098i,0.0089074-0.008135i,0.010126-0.0055524i,0.0064158-0.0031175i,0.0010273-0.0020046i,-0.0034389-0.00096687i,-0.0042969+0.0025038i,-0.0021052+0.0065868i,0.0010213+0.0073508i,0.0028373+0.0039529i,0.0024601-0.00035176i,0.00027272-0.0018683i,-0.0016631-0.00063103i,-0.00068658+0.0023068i,0.00034072+0.00382i,3.5859e-05+0.0034562i,-0.00016176+0.0025823i,-0.00025804+0.0013254i
-0.0032318+0.0029009i,-0.0033447+0.0043538i,-0.0031459+0.0024271i,-0.0020387-0.0036768i,0.00097919-0.0046378i,-0.00041753+0.003889i,-0.0061072+0.0095687i,-0.0090599+0.008637i,-0.0073955+0.006578i,-0.0025831+0.0033599i,0.00093099+4.9764e-05i,0.0011065-0.0037224i,-0.00082102-0.0076678i,-0.002278-0.0068414i,-0.003719-0.001562i,-0.0037868+0.003041i,-0.0023889+0.0057831i,-0.0013509+0.0055772i,-0.0013822+0.0020831i,-0.0013112-0.00079598i,0.00013996-0.0020189i,0.0017863-0.0019174i,0.002101-0.0010672i
-0.0060192-0.004228i,-0.0034325-0.0054382i,-0.00040941-0.0032995i,0.0022113+0.0021359i,0.0033334+0.0018621i,0.0062648-0.0053312i,0.0084775-0.0084648i,0.0057836-0.0066866i,0.0015428-0.0029298i,-0.0005109+0.00072671i,-0.0009598+0.0030468i,-0.00040997+0.0053673i,0.0022387+0.0054606i,0.0048505+0.0019506i,0.0055668-0.0024949i,0.0050029-0.0050753i,0.0026222-0.0049672i,0.00085452-0.0033094i,0.00028798-0.0018701i,-7.3217e-05-0.00067876i,-0.00030831+0.0013545i,-0.00035903+0.0021397i,4.0425e-07+0.0016245i
0.0025318-0.0016638i,0.00018929-0.00070994i,-0.0015181-0.0018772i,-0.001307-0.0050382i,0.0010972-0.002121i,0.0013262+0.0040645i,0.00055013+0.0032274i,0.00082033-0.00043631i,0.00052286-0.002483i,0.0019335-0.0039396i,0.0022576-0.0040211i,-0.00075545-0.0048724i,-0.0039057-0.0054978i,-0.0055113-0.0028509i,-0.0059526+0.0017017i,-0.0041743+0.00427i,4.4142e-05+0.0042548i,0.0018821+0.0037961i,0.00086226+0.0026517i,0.00075581+0.00039472i,0.0015633-0.0016106i,0.0015693-0.0019938i,0.00086845-0.0017097i
