-0.0023073+9.9363e-05i,-0.0021852-0.00020469i,-0.0026204+0.00035892i,-0.0015167+0.0013358i,3.8135e-05+0.0023578i,-0.00011181+0.0019289i,-0.00020776+0.0011261i,0.00065605+0.00055583i,0.00091694+0.0004898i,0.00022623+0.00019588i,0.00036556-0.00049891i,0.00021607+0.00013484i,-0.00047964+0.00049613i,-0.00047149+0.00011964i,-0.0004855+0.00040376i,-0.00049456+0.00027933i,-7.4957e-05-0.00020475i,9.521e-05+2.2831e-05i,-1.0811e-05+2.6875e-05i,-4.6268e-06-0.00021463i,-0.00012175+0.0002175i,-0.00097937-0.00011895i,-0.0014423-0.00055406i
0.00049663-0.00098682i,0.0010463-0.0014747i,0.0011145-0.0011292i,0.00031165-0.00046713i,-0.00014109-0.000422i,0.0001921-0.0004405i,0.00029945-0.00038153i,0.00057162-0.00046883i,0.00032054-0.00020857i,-0.00054568-0.00019464i,-0.000496-0.00055812i,-4.3133e-05-0.00045181i,-0.00023512+0.00065305i,-0.00045621+0.00082016i,-0.00056936+0.00029786i,-0.00059788+0.00095067i,-0.00078674+0.0011233i,-0.0011248+0.00024936i,-0.00043256-0.00049568i,0.0001903-0.00075539i,0.00042734-0.00080509i,-0.00015879-0.00060034i,-0.0008733-0.00027724i
0.00053983-0.00072617i,0.00085666-0.00091582i,0.0005527-0.0008531i,0.00028909+8.7527e-05i,-0.00020982+0.0014873i,-0.00078741+0.0012254i,-0.00016365+0.00055918i,0.00043117+0.00039155i,0.00070351+0.00029857i,0.00082417-0.00018432i,-3.648e-05-0.00059669i,-0.00078845-0.00013662i,-0.00097854+0.00011974i,0.00010265+0.00047952i,0.00060532+0.00037098i,-0.00053714-0.00039858i,-0.00084638-0.00029094i,-0.00012638+0.00041959i,8.7614e-05-0.00012579i,4.3829e-05-0.00048838i,0.00015336-4.6339e-05i,-7.277e-05+0.00024354i,-0.00039663-5.0819e-05i
0.0013949+9.0594e-05i,0.00022672+0.00035178i,0.00021542-8.1543e-05i,0.00096295-5.2536e-05i,0.0008078+0.00057786i,0.0009641+0.00092019i,0.0013642+0.0005407i,0.0016202+0.00050242i,0.0011508+0.00041268i,-3.9852e-05-0.00058253i,-0.00060214-0.00057642i,-0.00068363+0.00043302i,-0.00094204+0.0010398i,-0.00083035+0.0011803i,-0.00015518+0.00062603i,-0.00031715-0.00023588i,-0.00059802-0.00076708i,0.00012253-0.00083401i,0.00037626+0.00012962i,-0.00038261+0.00038685i,-0.00037908+0.00039376i,-2.3134e-05+0.0004424i,0.00012452-0.00017517i
0.00032808+0.00040085i,0.00069523+0.00058495i,0.0003291+0.00012344i,0.00049788-4.2912e-06i,0.00064786+0.00065039i,0.00014762+0.00066546i,-0.00028004+0.00020507i,-0.00031106-0.00052064i,-0.00033664-3.2059e-05i,-0.00030808+0.00039382i,-0.00066833+0.0003457i,-0.00048402+0.0012124i,-0.00017284+0.0014857i,-0.00024257+0.001037i,-0.00033832-0.00010878i,-0.00058263-0.00057415i,-0.00067893-0.00054785i,-0.00045364-0.00048939i,0.00023144+7.4688e-07i,0.00036178-0.00016623i,7.3614e-05-2.8226e-05i,0.00010599+0.00016549i,0.00027624+0.00039934i
-0.0016915+0.0021777i,-0.00052677+0.002238i,0.00027093+0.0025032i,0.0013936+0.0026164i,0.0018279+0.0018902i,0.0010332+0.0010175i,0.00075804+0.00074848i,0.0008661+0.00070382i,0.00017018+0.0012415i,-1.27e-05+0.0012917i,0.00061003+0.00093041i,5.0976e-05+0.00099135i,-0.00071874+0.00065568i,-0.00037945+0.00030991i,-0.00035528-0.00048821i,-0.0010101-0.00077221i,-0.0012274-0.00032814i,-0.00049673-0.000717i,-0.00042147-0.00058151i,-0.00043238-1.3957e-05i,3.8629e-05+0.00010017i,0.00046695+0.00034885i,-0.00010342-0.00011667i
-0.003406+6.6434e-05i,-0.002503-0.00028169i,-0.0016376+0.0011435i,-0.00059222+0.0020131i,0.00082488+0.0028232i,0.0010661+0.0025898i,0.00026429+0.00053345i,-8.1318e-05+0.00022436i,-0.00019087+0.001198i,-0.00042438+0.0011629i,-0.00028622+0.00065094i,-0.00064708+5.4911e-05i,-0.00092394-6.6223e-05i,-0.0008405-0.0002794i,-0.00080869-0.00046795i,-8.1757e-05-0.00055249i,0.00040812-0.00031245i,0.00038619+0.00035195i,0.00053573-0.00016079i,0.00074672-0.0010766i,0.00043282-0.00045204i,1.5478e-05+0.00064019i,0.00021273+0.00043424i
0.00097594-0.0010068i,0.00099044-0.00072285i,0.00088979-0.00023141i,0.00092308+0.00032446i,0.00045933+0.0010705i,0.00057834+0.0013301i,0.00088498+0.00053049i,0.00022517+0.0001063i,-0.00023386-0.00028097i,9.8904e-05-0.00047786i,-0.00021673+2.1325e-05i,-0.00093325+9.2246e-05i,-0.00095174-0.00083467i,-0.00053396-0.00084289i,-0.00055576+0.00048901i,-0.00086016+0.0012701i,-0.00063066+0.0019219i,-2.3682e-05+0.0014141i,0.00036458+0.0005231i,0.00017629+0.00058869i,-0.0001577+0.00011318i,0.00019479-0.000752i,0.00095586-0.0014884i
0.00074855-0.00053017i,-0.00017156-0.00023393i,-4.7929e-05-0.00047594i,0.00080705+9.5143e-06i,0.0005751+0.00074315i,0.00067074+0.00067863i,0.0012794+7.1066e-05i,0.00043903-0.00040458i,-0.00063489-0.00038209i,-0.0012332-5.6703e-05i,-0.001248+0.00034895i,-0.0011479+0.00029805i,-0.00065512-0.00011635i,-0.00054193+0.00034158i,-0.00079606+0.0007305i,-0.00068456+0.00064729i,-0.00010421+0.00043605i,-8.1569e-05+0.00063881i,-0.00022646+0.00027356i,2.5166e-05-0.00037393i,-0.00018268-0.00046029i,0.00019515-0.00041343i,0.00075693+0.00011712i
-0.00068267+3.3653e-05i,-0.00087826-0.00070553i,-0.0013521+0.00022659i,-0.00029782+0.0019947i,0.00091914+0.0018653i,0.00078474+0.00077755i,0.00047929+0.00067919i,0.00051993+0.00050048i,0.00054325+0.00042634i,0.00054851+0.00014867i,0.00043956-0.00028226i,0.00018622+0.00020793i,-0.00029464+0.00023506i,-0.00075677+0.0001813i,-7.3225e-05+0.00033952i,0.00075535+0.00012753i,0.00043465+4.8453e-05i,0.00023277+0.00019194i,-0.00017402+0.00066469i,-0.00044842+0.00036843i,-0.00017975-0.00017777i,-0.00034866-0.00073997i,-0.00048736-0.0011649i
0.0005735-0.00081418i,0.0002241-0.00036335i,-0.00082367-0.00055866i,-0.00076658-0.00069122i,0.0003678+0.00088496i,0.00093422+0.001515i,0.00076471+0.0010908i,0.00089787+0.00031477i,0.00020754+0.00013198i,-0.00023693+0.00061115i,-0.00014624+0.00084602i,-0.00077834+0.00069629i,-0.00071905+0.00098035i,-0.00063+0.0013731i,-0.0013528+0.0010141i,-0.0014035+0.00038327i,-0.00034643+0.00048681i,0.00025616+0.00058169i,0.00056696+0.00038559i,0.00087332-2.8258e-05i,0.00048898-0.00035313i,5.1005e-05+6.8917e-05i,0.00044838+0.0001865i
-0.00066122+0.0011435i,-0.00096597+0.0015868i,-0.00020292+0.0018623i,0.00073688+0.0015894i,0.0013467+0.001068i,0.0012558+0.00028497i,0.00082162-0.00046148i,0.00048558-0.00025538i,0.00041496-3.903e-05i,0.00021801+0.00016883i,0.00010956+6.2514e-05i,-7.2833e-05-0.00032576i,-0.00060019+0.00012259i,-0.00075895-0.00029533i,-0.00072351-0.00076741i,-0.00086899+9.1777e-05i,-0.00065837+0.00070172i,-8.4746e-05+0.00033701i,0.0004058+0.00018126i,0.00034951+0.00035959i,1.5303e-06+0.00027462i,-0.0002508-0.00037008i,-0.00016623-0.00087175i
-0.00053749-0.0011759i,-0.00094641-0.00087569i,-0.0016627+0.00093778i,-0.0012231+0.0019034i,-7.8079e-05+0.0016233i,0.00038799+0.0010124i,-5.7258e-05+0.00031072i,-0.00034712+0.00054043i,-0.00086205+0.00085122i,-0.0009498+0.0008993i,-0.0010945+0.00040201i,-0.00068416-0.00019248i,-0.00080394+0.00011068i,-0.00073621-2.1811e-06i,0.00020963+0.00019827i,1.3216e-05+0.00035787i,-0.00039881-0.00037657i,-2.791e-05-0.00082676i,-0.00022484-0.0007183i,-7.1535e-05-0.00027618i,0.00031502-0.0002251i,7.0261e-05-0.00026662i,0.00018219-4.4773e-05i
-0.00048395+0.001792i,-0.00078652+0.0011497i,-0.00055745+0.00030246i,-0.00020262+0.00062774i,0.00083649+0.00066901i,0.001268-0.00017814i,0.00083486-0.00030271i,0.00081676+0.00015268i,0.00067981+0.00043948i,-8.2193e-05+0.00035549i,-0.00034555+0.00013429i,0.00044055+3.0964e-05i,0.00023077-0.00030803i,-0.00027476-0.00083627i,-0.00070837-0.00053406i,-0.0011604+0.0001949i,-0.00050853+0.0001601i,0.00015796+0.00028194i,6.6923e-05+0.00023666i,0.00020569-3.8613e-05i,0.00060713-0.00021082i,0.00051208+5.7445e-05i,0.00017047+0.0003437i
0.00011993-0.0013484i,-0.0005616-0.0017166i,-0.00090419-0.0020097i,-0.00015823-0.0016818i,0.00041607+7.2338e-05i,0.00010757+0.00057585i,-0.00028693-0.00024556i,0.00085951+0.00016133i,0.0010801+0.00046489i,-0.00038737-0.00011993i,-0.0014969-0.00013443i,-0.0011581+0.00018868i,-0.00095628+0.0010131i,-0.0012041+0.00097934i,-0.00055014+0.00019556i,0.0006635-0.00024451i,0.00095911-4.2635e-07i,0.00033447+0.00035395i,-0.00024591+5.3571e-05i,0.00032818-0.00075701i,0.00046108-0.0010879i,-0.0003635-9.9565e-05i,-0.00066719+0.00054779i
-0.0012134-0.0024728i,-0.00030662-0.0017261i,-0.00068913+0.00030059i,-0.00087805+0.0013439i,0.0004794+0.0011267i,0.001557+0.00083438i,0.0014075+0.0015489i,0.00055852+0.0012082i,0.00013953+0.00031253i,0.00016563-6.4718e-05i,-4.0788e-05-9.5701e-05i,-0.00041212+1.0029e-05i,-0.00085677+0.00016975i,-0.0010679+4.021e-05i,-0.00019101-0.00033439i,0.000843-0.00069494i,0.00087519-0.0003692i,0.00022483-0.00025283i,-0.00018008+3.3374e-05i,-3.4022e-05+0.00072903i,-2.3095e-05+0.00080225i,0.00024939+0.00056491i,0.00040024+0.00033571i
-0.0012776+0.00077404i,-0.0011233+0.0010346i,-0.00093869+0.001366i,-0.00081031+0.0012229i,-8.0708e-06+0.00067296i,0.0014799+0.00055114i,0.0016332+0.00080553i,0.0011841+0.00086137i,0.0014328+0.0007735i,0.0012903+0.0011278i,-0.00023623+0.0013668i,-0.00083121+0.000429i,-0.0002997-3.7461e-05i,-5.1383e-05-0.00035505i,0.00017038-0.00099961i,0.00044029-0.0011242i,-0.00042706-0.0003994i,-0.0014235-0.00021202i,-0.0011338-0.00043059i,-0.0010647+2.021e-05i,-0.0006331+0.00029113i,2.2792e-05+6.5214e-05i,-0.00012354+1.3044e-05i
-0.00049256+0.00026614i,-0.0010767+0.0009196i,-0.00090605+0.0013656i,0.0001565+0.0010259i,0.00071283+0.00058784i,0.00082462+0.00066288i,0.0011583+0.00057989i,0.00084605+0.0002608i,0.00046995+0.00041303i,0.0002657-0.00016692i,-0.00019849-0.0010454i,-0.00066235-0.0011118i,-0.00097879-0.0010294i,-0.00064218-0.0002462i,-0.00013724+0.00036749i,-5.7859e-05-0.00026535i,-0.00030851-0.00050917i,-0.00054473+0.00014956i,-0.00037608+0.00020665i,0.0002063-0.00066025i,1.8689e-05-0.00080611i,6.1676e-05-0.00047377i,0.00012451+4.5901e-06i
0.001599+0.00076122i,0.0013353+0.00039067i,0.00088719-8.3534e-05i,0.00033133-0.00019751i,0.00062098+0.00060268i,0.00092126+0.00097811i,0.00010731+0.00076079i,-0.00036585+0.0010182i,-0.00089404+0.0010406i,-0.00080283+0.00062274i,-0.00032871+0.00051032i,-0.00043853-0.00010426i,0.0004714-0.00052267i,0.00031962+0.00074428i,-0.000764+0.0014936i,-4.3033e-05+0.00068499i,0.0010198+0.00066592i,0.00069366+0.0010559i,0.00032359+0.0013916i,-7.4707e-05+0.0010177i,-0.00034132+0.00019632i,5.1617e-05-0.00049901i,0.0003248-0.00067279i
-0.001054-0.0001846i,-0.00022859-0.000228i,-0.00037593-0.0010953i,-0.00065156-0.0012328i,-0.00020374-0.00019386i,0.00064015+0.0010244i,0.0008128+0.0016646i,0.00048019+0.0012299i,0.00016813+0.00023955i,-0.0010872-0.00065402i,-0.0012847-0.0003365i,-0.00069302+0.00060303i,-0.00035834+0.000955i,5.0315e-05+0.0012057i,-0.00046263+0.0016815i,-0.00086511+0.0017178i,-0.00068508+0.0016023i,-0.00032048+0.0010478i,-6.0623e-05+0.00064095i,0.00015893+0.00058545i,-7.6051e-05+0.00080167i,-0.00063231+0.0011575i,-0.00035151+0.00042886i
-0.0015834+0.00099758i,-0.00066932+0.000758i,-0.0011929+0.00066206i,-0.0009779+0.0016736i,0.0004157+0.0022376i,0.0015351+0.0015592i,0.0010973+0.00048757i,0.00077444-0.00015259i,0.00062233-5.687e-05i,-0.00070852+0.0004739i,-0.0013378+0.00024822i,-0.00062938+0.00017058i,0.00022654+0.00040806i,-0.00019643+0.00011525i,-0.00076002-0.00020058i,-0.00063142-0.00024458i,-0.0010215-0.00021226i,-0.0010291+0.00035169i,-0.00061923+0.00069643i,-4.2441e-05+0.00060887i,0.00012518+0.00042965i,0.00027128-0.00010438i,0.00023915-0.00048707i
-0.00058458+0.00087471i,-0.00064248+0.00123i,-0.0010969+0.0020759i,-0.00068823+0.0024149i,0.0014313+0.0023945i,0.0022676+0.0021238i,0.0014045+0.00090051i,0.0018788+0.00033979i,0.0016971+0.00060796i,0.00010431+0.00024496i,-0.00086464-0.00086299i,-0.00074985-0.00052761i,-0.00012127+0.00022703i,-0.0004929+0.00017854i,-0.0019511+0.0001429i,-0.0020295-0.00042797i,-0.00069892-0.00051065i,0.00029412+0.00056577i,0.00060728+0.0017833i,-1.1494e-05+0.001757i,-0.00089581+0.0011651i,-0.00062255+0.0002119i,0.00025922-0.00022504i
-0.00084886-0.00021063i,-0.00029929-0.00012388i,-0.00027514+0.00013976i,-0.00029465+0.00035399i,-1.3121e-06+0.00048509i,0.00060904+0.00076484i,0.0013782-0.00020274i,0.0014782-0.0010511i,0.00059298-0.0010235i,-0.00048347-0.00051457i,-0.00053344-0.00087964i,-6.9968e-07-0.0011033i,-0.00030861-0.00017828i,-0.00053044-9.0539e-05i,-0.0004423+0.0001848i,-0.00034049-0.00033678i,-0.00020746-0.00077878i,0.00033595-0.00088939i,0.00089829-0.00082608i,0.00095764-8.9632e-05i,8.9285e-05+4.2917e-05i,-0.00040775+0.00022252i,-0.00017835+0.00023069i
0.0006261-0.0016214i,-0.00045928-0.0012407i,-0.0026896-0.00054954i,-0.002403+0.00036326i,-0.00073502+0.0011827i,0.00013034+0.0021251i,-0.00066163+0.0018403i,-0.00074537+0.0002616i,0.00015106-0.00091926i,-0.0002828-0.0007474i,-0.00092312+0.00010717i,-0.00085515+0.00025511i,-0.0010305+0.00025765i,-0.0015236-0.00019055i,-0.0014689-0.00019559i,-0.00056448+0.00062513i,0.00038235+0.00027143i,0.00017844-0.00055021i,0.00010809-0.00078302i,-0.00042196-0.00049793i,-0.00076205-0.00024077i,-0.00034253-0.00062873i,-0.00062411-0.00053334i
-0.00082738+0.00097041i,-0.0013018+0.0011342i,-0.00076627+0.0013585i,-0.00012192+0.0016279i,0.00075536+0.0015292i,0.0013211+0.00073342i,0.0014594+0.00055937i,0.00085442+0.00052029i,8.4921e-05+0.00030786i,-0.00011663+0.00022369i,-0.00024615+0.00052943i,-0.00015424+0.00060063i,-4.1206e-05+0.00017202i,-0.00041906+7.9433e-07i,-1.8629e-05+0.00014224i,0.0002143+0.00015979i,-0.00058033+0.00037111i,-0.00045132+0.00035334i,3.6085e-05-0.00031995i,-0.00022134-0.00013248i,-0.00031107+0.00050838i,-0.00043866+0.00039236i,4.5443e-05+6.5609e-06i
0.0029325+0.0005207i,0.0029168-9.7739e-05i,0.0034204-0.0010059i,0.0022401-0.00039888i,0.0010946+0.00022513i,0.00051185-2.2354e-05i,0.00053278-0.00057647i,0.00049453-0.00097289i,7.3085e-05-0.001033i,8.5998e-05-0.00089896i,1.2511e-05-0.00026255i,-0.0011202+0.00053416i,-0.0018763+0.00082677i,-0.0018708+0.00048987i,-0.0014763+8.1421e-05i,-0.00063773-0.00020151i,-0.0006968-0.0004117i,-0.00086968-0.00040087i,-4.3919e-05-0.00056642i,0.00015877-0.00078057i,0.00018257-0.00050025i,-5.885e-05-0.00033352i,-0.00012834-0.00016517i
-0.0012568+0.0016938i,-0.0003927+0.0024844i,0.00021417+0.0029425i,0.0012546+0.0018715i,0.0019867+0.0012868i,0.0018838+0.00089512i,0.0012153+0.0004078i,0.00013785+0.00027887i,-0.00018383+0.00028898i,-0.00022902+0.00077603i,0.00026727+0.00092528i,0.0005715+0.000157i,5.4196e-05-0.00084613i,-1.8793e-05-0.0011866i,9.7921e-05-0.00079681i,-0.00027085-0.00023744i,-0.00061528-0.00021252i,-0.00062409-0.0003158i,-0.00014929-2.9436e-05i,0.00013344+0.00044363i,3.65e-06+0.00064051i,-2.8226e-05+0.00039637i,0.00064136+0.00023084i
-0.00018756-0.0016286i,-0.0014182-0.0013282i,-0.0015764-0.00026808i,-0.00080633+6.8625e-05i,-0.00065481+0.00029898i,0.00026403+0.00024005i,0.001059-0.00052129i,0.00075649-0.00040912i,0.00017125-0.00012489i,-0.00024728-0.00026175i,-0.00011448-5.481e-06i,-6.5515e-05+0.00042503i,-0.00025457+0.0010209i,-0.00083472+0.00094785i,-0.00059768+0.00057053i,-0.00020207-0.0002078i,-0.00033022-0.00059244i,-0.00077919+1.3619e-05i,-0.00018039+0.00054656i,0.00041388-8.1099e-05i,0.00090177-0.00058374i,0.00069095-0.00033862i,-0.00079075-0.00034624i
-0.00028772+0.00075943i,0.00059765+0.00073937i,-0.00030346+0.0019425i,-0.00074137+0.0028164i,-2.9524e-05+0.0025709i,0.00074263+0.0016178i,0.00094331+0.00077418i,0.00054409+0.00031049i,-0.0011166-0.00028636i,-0.0016076+0.00052291i,-0.0011796+0.00083392i,-0.00029082-0.0003556i,0.00084525-0.0007313i,0.00084535-0.00038164i,-8.2708e-05-0.00056363i,-0.00067649-0.00054702i,-0.00091806+0.00021725i,-0.0010132+0.00028169i,-0.0011015+0.00016026i,-0.00058217-0.0001261i,4.4681e-05-4.5156e-05i,-0.00012775+0.0001104i,-0.0003611-6.9003e-05i
-0.00056792+0.00083732i,0.00075081+6.9797e-05i,0.0014463+0.00039877i,0.0013674+0.00095241i,0.001549+0.00087576i,0.0016684+0.0012484i,0.0010516+0.0011695i,0.00018143+0.00045233i,-4.8924e-05+0.00010476i,-0.00026554+0.00021356i,0.00017326+0.00018987i,4.3411e-05+0.00016469i,-0.00080539+0.0003978i,-0.0011452+0.00053283i,-0.00097673+0.00034451i,-0.00086766-0.00030641i,-0.00084157-0.00045683i,-0.00025812+0.00051251i,3.0783e-05+0.00080861i,-0.00073362+0.00011998i,-0.00092116-9.3604e-05i,-0.00052639+2.3722e-06i,-3.6413e-06-4.5741e-05i
0.00087657-7.3605e-05i,0.00026275+0.0010955i,0.0012162+0.0017634i,0.0020847+0.0007874i,0.0022307+0.00072732i,0.0018506+0.00077871i,0.0010407+0.00033672i,0.00060856+7.0015e-06i,-3.5509e-05+0.00042272i,-7.082e-05+0.00052002i,0.00051776-0.00023313i,0.00077831-0.00051451i,0.00075944-0.00014204i,-0.00017875+4.0817e-05i,-0.0010853-9.79e-05i,-0.00019992-0.00054325i,0.00069619-0.0006968i,-0.00053808-1.1346e-05i,-7.9374e-05+0.00022091i,0.00085436+0.00031888i,9.8501e-05+0.00027092i,-0.00016546-0.00021046i,-0.00013074-0.00084158i
-0.00030819-0.00067899i,-0.00058471-0.0012074i,-0.0010864-0.00026193i,-0.001853+0.0011251i,-0.0013445+0.0018765i,0.00025524+0.001698i,0.00066619+0.0010611i,0.00024646+0.00021442i,0.00035944-0.00010203i,0.00011138+0.0001185i,-3.2819e-05-0.00016973i,0.00021824+5.317e-05i,5.5094e-06+0.00024742i,-0.00026578-0.00010453i,-0.00091024+0.0004127i,-0.00084775+0.00051751i,-0.0007382-0.00036735i,-0.00060359-0.00013274i,-0.00035089+0.0004165i,-0.00051239+7.6441e-05i,-7.6035e-05-0.00018811i,-0.00024895+0.00030016i,2.6773e-05+0.00047558i
0.00019096-0.001792i,-0.00021055-0.00090944i,0.00035128+0.00023638i,0.00049879+0.00088763i,0.00024065+0.00091168i,0.00017564+5.0436e-05i,1.0188e-05-0.0012612i,0.00011382-0.0012302i,0.00037591-0.000929i,0.00030325-0.00035993i,-0.00013605+0.00089789i,-0.00041893+0.0004954i,-0.00064435-0.00060204i,-0.00060563-0.00016094i,-0.00042972+0.00021887i,-0.00056425-0.00014041i,-0.00058831-0.00027905i,-0.00015204+0.00016677i,-0.00019284+0.00090025i,-0.00061893+0.00055658i,-0.00019103+0.00035746i,0.00014822+0.0003095i,4.497e-05-5.608e-05i
0.0010119+0.0018135i,0.00054447+0.0016519i,0.00047366+0.0017986i,0.00087187+0.0021633i,0.0017105+0.0019938i,0.0025645+0.0017639i,0.002124+0.0010355i,0.00095347+8.7801e-05i,0.00031245-0.00013715i,0.00024987-0.00012432i,-0.00042669-0.00013305i,-0.0011011+0.0004697i,-0.0011758+0.0001363i,-0.0017158-0.00072656i,-0.0019801-0.00050674i,-0.0011783-0.00027803i,1.748e-05-0.00056077i,0.00060402-0.00069898i,0.000416-0.00041676i,6.7992e-05+0.00035202i,-0.00025938+0.00062947i,-0.00027844+0.00029977i,0.00019077-0.00012769i
-0.0011413-0.0023171i,-0.0014369-0.0023559i,-0.00036444-0.0017269i,0.00020401-0.00017253i,0.00030251+0.0010357i,0.0011817+0.0010176i,0.0013201-7.8825e-05i,0.00052149+0.00017221i,-0.00014917+0.00094098i,-0.00077807+0.00069509i,-0.00085153+0.00019697i,-0.00063182+0.00015069i,-0.00053756+0.0003331i,-0.0006163+0.00040421i,-0.00044128+0.00011343i,-0.00032189+0.00049239i,-0.00045765+0.00099364i,-0.00014631+0.00097902i,-0.00014404+0.00037625i,-0.00027168-0.00050248i,-0.00032309-0.00093617i,-3.7779e-05-0.00027896i,-5.6639e-05+8.2274e-05i
0.0019003-0.00098955i,0.0015776-0.0010781i,0.00075339-0.00077788i,0.00042954-6.6523e-05i,0.00093351+0.0012355i,0.00099788+0.0025101i,0.00070635+0.0023431i,0.00041374+0.0011819i,0.00014514+0.00018848i,0.00028795+4.2659e-05i,-0.00017416+0.00047877i,-0.00079905-7.3851e-05i,-0.00052524+0.00025638i,-0.00024081+0.0012129i,-0.00017564+0.00074604i,-1.029e-06+0.00070472i,7.3606e-05+0.0010158i,-0.00023989+0.0012796i,0.00018254+0.0010629i,0.00069305+7.4216e-05i,6.056e-05-0.0006243i,-0.00033536-0.00085156i,-6.1791e-05-0.0010587i
-0.0017362+0.0010582i,-0.0013916+0.0021704i,-0.0012556+0.001312i,8.0864e-06+0.00090227i,0.00077657+0.0017903i,0.001772+0.0012976i,0.0017286+0.00078586i,0.00020702+0.0005303i,-0.00049089+9.0226e-05i,-1.0662e-05+0.00012705i,0.0004695-0.00042945i,0.0001481-0.00066145i,-8.4901e-05-0.00025421i,0.0001944+0.00074419i,-0.00048142+0.00087197i,-0.0010179+0.0003494i,0.00010566+0.0006883i,-8.2296e-05+0.00073712i,-0.00040143+0.00037288i,0.00021382+0.00021056i,0.00063312+0.00047647i,0.00044002+0.00076694i,-7.1789e-05+0.00075287i
0.00024901-0.0019098i,0.00044587-0.0017425i,0.00058394-0.0013048i,0.00057333-0.00037157i,-0.00028821-8.7708e-06i,-0.00097973-0.00014188i,-0.00078766+7.4132e-05i,-0.00032926+0.00039151i,-8.6332e-05+0.00024674i,-2.063e-05-0.0007744i,-0.0002489-0.0013742i,-5.6052e-05-0.0011431i,0.00011848-0.00058749i,-0.0007658+0.00057491i,-0.00063962+0.0010437i,0.00028824+0.00072731i,0.0003172+0.00053831i,-0.00048199+0.00044289i,-0.00082177+0.00010901i,-0.00090208-0.00059908i,-0.00054683-0.0012076i,-0.00022313-0.0014345i,5.6417e-05-0.00091925i
0.0012967+0.0014143i,0.00087388+0.0015526i,0.00072149+0.00064182i,0.00060446+0.00065314i,0.00029855+0.0013472i,0.00056406+0.0015058i,0.0007164+0.00099916i,0.00057038+0.00030736i,0.0002865-2.6921e-05i,-0.00041994+0.0002349i,-0.00048902+0.00017396i,0.00026619-0.0003537i,0.00022605-0.00024204i,-0.00099584+9.5887e-06i,-0.001085-0.00035228i,-0.00010976-0.00060196i,-0.00014546-0.00045409i,0.00021538-0.00019573i,0.00026333+0.00043826i,0.00015803+0.00091991i,0.00077617+0.00041223i,0.00023453+0.00022826i,-0.00041286+0.00048471i
-0.0017828+1.3097e-05i,-0.002125+0.00092973i,-0.00064987+0.0021156i,0.00067605+0.0017842i,0.0013488+0.00084948i,0.0020322+0.00041087i,0.0018486-0.00017102i,0.00080812-0.00017996i,-0.00017906+0.00078483i,-0.00068444+0.0011114i,-0.00017926+0.00043527i,-3.163e-06+0.00024483i,-0.00010316-0.00030653i,0.00024614-0.0009052i,0.00035053-0.00062173i,0.00023005-0.00021934i,0.00044404-8.7701e-05i,0.00028888+0.00027038i,0.00021379+0.0011236i,0.00031597+0.00028137i,3.4697e-05-0.00050618i,0.0001146+5.7711e-05i,0.00024359+0.00028322i
0.0013654+0.0017581i,0.00071805+0.00093246i,-0.00030313-0.0010804i,-4.2718e-05-0.0010001i,0.0007872+0.00012452i,0.00074807+5.2686e-05i,0.00072273-2.7076e-05i,0.00072375+0.0001171i,0.00053288+0.00011533i,3.6257e-05-4.6021e-05i,-0.0005051-0.00017029i,-0.00076186+0.00067296i,-0.00079096+0.00078082i,-0.00047359+0.00011011i,-0.00042707-3.7444e-05i,-0.00021818-0.00022872i,0.0002884-0.00059739i,0.00049963-0.00067427i,0.00053804-0.00072267i,0.00067535-0.0004107i,0.00085569-0.00016897i,0.00012652-0.00041324i,-0.00038086-0.0005189i
-0.00012822+0.0010521i,0.00040022+0.00024616i,-0.00023605+0.00035116i,-0.00069376+0.00059971i,0.00055067+0.0011303i,0.0017112+0.0015322i,0.0011294+0.00096346i,0.00027061+0.00011467i,7.5364e-06-4.4611e-05i,-0.00042162+0.00069148i,-0.00060579+0.00034673i,-0.00025216-0.00041402i,-0.00031174-0.00036879i,-0.0011685+0.000127i,-0.0014583+0.00051014i,-0.00072428+0.00022096i,-0.00026884-9.9234e-05i,4.7644e-05-5.836e-05i,0.00033455+0.00039142i,-0.00053386+0.00015825i,-0.0010878-0.00067288i,-0.00034557-0.00060491i,-0.0004797-0.0001874i
-2.5842e-05+0.0021465i,-0.00011423+0.0013992i,0.00068729+0.0013904i,0.0010185+0.0010671i,0.00067535+0.00022759i,0.00026355-9.3419e-05i,0.00080965-0.0003438i,0.001088+3.2576e-05i,0.00073112+0.00093953i,-0.00019333+0.00062766i,-0.00046359-0.00061839i,-2.0401e-05-0.00065101i,-0.00045632+0.00038858i,-0.00046027+0.00076727i,-0.00026669+0.00016811i,-0.00088791-0.00044864i,-0.00082346-0.00027085i,-0.00067187-0.00053884i,-0.0010302-0.00029907i,-0.00087817+0.00040554i,6.0716e-05+4.9723e-05i,0.00028787+0.00019304i,9.9076e-05+0.00034265i
