-0.003318+2.1578e-05i,-0.0022411-0.00065778i,-0.0035109+0.00065361i,-0.003782+0.0016704i,-0.0020971+0.0022668i,-0.00057232+0.0015796i,-6.238e-05+0.00069171i,0.00049021+0.0002225i,0.0010895+0.00014391i,0.0017823-0.00022179i,0.001725-0.00030104i,0.0011063-0.00049478i,0.0010474-0.00071071i,0.00045536+0.00013237i,-0.00057756-0.00010012i,-0.00036873-0.00036189i,9.7988e-05+0.00041976i,0.00023669+0.00091089i,0.00049427+0.00078229i,0.00085768+0.00064809i,0.0011212+0.00071173i,0.0011534+0.00025184i,0.00098933+0.00021514i
0.0085293+0.0010183i,0.022021+0.00148i,0.041746-0.0073915i,0.045354-0.02417i,0.016778-0.027732i,-0.020595-0.0062058i,-0.035241+0.019906i,-0.029147+0.026714i,-0.020864+0.018589i,-0.014801+0.0093583i,-0.0089573+0.00326i,-0.0043815-0.00042828i,-0.0024322-0.0015516i,-0.0024355-0.0003777i,-0.0038697+0.0032311i,-0.0058576+0.0074041i,-0.0062264+0.0091024i,-0.0059625+0.0081537i,-0.0044758+0.0058065i,-0.0022894+0.0021156i,-0.00011131-0.00068731i,0.0012492-0.00026503i,0.0010322+0.00045071i
0.0050805-0.0048173i,0.01376-0.017938i,0.01575-0.039998i,0.0021125-0.050634i,-0.013737-0.026815i,-0.0093402+0.016659i,0.0094046+0.041069i,0.016437+0.036922i,0.0087071+0.02514i,0.0019194+0.016757i,-0.00020411+0.0087997i,-0.002113+0.0028066i,-0.0031652+0.00098229i,-0.0016883+0.0022058i,0.0014134+0.0056612i,0.0048699+0.0084242i,0.0062524+0.0097823i,0.005554+0.0093767i,0.0037211+0.0062777i,0.00023181+0.0027361i,-0.0014204-0.00016227i,-0.00050996-0.00088915i,-0.00035994-0.00031873i
-0.0022279-0.0076024i,-0.0081369-0.020724i,-0.024355-0.035078i,-0.039947-0.030028i,-0.02757-0.0056847i,0.013073+0.010211i,0.043547+0.0038767i,0.042055-0.0042344i,0.026604-0.0014707i,0.014889+0.001721i,0.0072661+0.0012358i,0.0024391+0.00040175i,0.00074664+0.00023101i,0.0023461+0.0007151i,0.0061029+0.0003929i,0.010282-0.00073053i,0.011654-0.00095522i,0.010517-9.7982e-05i,0.0075812+0.00033119i,0.0026641+0.00050239i,-0.0011675+0.00082399i,-0.0016618+0.0011573i,-0.00035396+0.0011313i
-0.0032818-0.0024905i,-0.016974-0.0046013i,-0.037375-0.00044925i,-0.044346+0.014053i,-0.021982+0.014708i,0.0079641-0.013695i,0.01473-0.042106i,0.0077924-0.042849i,0.0061183-0.026203i,0.0062373-0.013349i,0.0033177-0.0063767i,0.0010747-0.0019852i,0.00086348+4.6664e-05i,0.0010426-0.00083135i,0.0018158-0.0043004i,0.003702-0.0079927i,0.0052694-0.010074i,0.0051499-0.0099213i,0.0026054-0.0072711i,0.00013499-0.0026275i,-0.00011701+0.0013341i,0.00033832+0.0029735i,-9.5635e-05+0.0021257i
-0.0024252+0.00032755i,-0.012325+0.009663i,-0.020683+0.028068i,-0.012443+0.041957i,-0.0019569+0.025999i,-0.013748-0.0089496i,-0.036118-0.024934i,-0.038516-0.019449i,-0.023781-0.013492i,-0.012552-0.009798i,-0.0067039-0.0034101i,-0.0024958+0.00022163i,-0.0010899+0.00072561i,-0.00092678-0.00082229i,-0.0017189-0.0041785i,-0.0047196-0.0068524i,-0.0066143-0.008823i,-0.005709-0.009112i,-0.0041331-0.0063237i,-0.0013508-0.001652i,0.0017294+0.001175i,0.0029396+0.0013727i,0.0018389+0.0010397i
-0.00084049+0.0062426i,0.0024173+0.019584i,0.014559+0.034262i,0.028+0.033506i,0.016499+0.017062i,-0.017411+0.012794i,-0.036343+0.026992i,-0.029871+0.029886i,-0.019056+0.016084i,-0.012545+0.0061278i,-0.0060508+0.0031027i,-0.0016766+0.001478i,-0.0010609+0.0012132i,-0.0021046+0.00077995i,-0.0053177+0.00084509i,-0.0086603+0.00092568i,-0.010618+4.0963e-05i,-0.011132-0.00025079i,-0.0080882+0.00063229i,-0.0027317+0.00093307i,0.0011119-0.00032713i,0.0021095-0.0011645i,0.0020912-0.0012576i
0.0024761+0.0034134i,0.015289+0.0090308i,0.034207+0.0074028i,0.041357-0.0047096i,0.025191-0.0038064i,0.0087788+0.023422i,0.013796+0.044541i,0.019092+0.037299i,0.0095568+0.0222i,0.0024948+0.01419i,0.0029068+0.0077908i,0.0033963+0.0027034i,0.0023474+0.0012192i,0.0004472+0.0020771i,-0.0006999+0.0044032i,-0.001162+0.0069241i,-0.003352+0.0094105i,-0.0061387+0.0094922i,-0.0046489+0.0071091i,-0.001099+0.0036685i,0.00035298-0.00014726i,-4.8133e-05-0.0014058i,-0.00063215-0.0010322i
0.0060844-0.0031469i,0.015916-0.010246i,0.022884-0.0274i,0.014002-0.039928i,0.0050533-0.025709i,0.021063-0.00044472i,0.04385+0.0016504i,0.041166-0.0075044i,0.022878-0.0046905i,0.01169-0.00015123i,0.006676-0.0012671i,0.0030318-0.0016341i,0.001866-0.00076024i,0.0022723+0.0010617i,0.0026677+0.0044007i,0.0038134+0.0068287i,0.0052131+0.0089503i,0.0049685+0.0099891i,0.0033404+0.0070255i,0.00084324+0.0024646i,-0.0011344-0.00019452i,-0.0019179-0.00034213i,-0.0015971-9.4218e-05i
0.0021399-0.0031181i,0.001401-0.015391i,-0.0089598-0.029869i,-0.022664-0.031129i,-0.017413-0.01943i,0.0062873-0.02194i,0.015716-0.039598i,0.0073682-0.04071i,0.0038531-0.024513i,0.0036797-0.013806i,-0.00017872-0.0085247i,-0.0012432-0.0046514i,-5.0674e-06-0.00333i,0.0010943-0.0020396i,0.0039539-0.00024247i,0.0077904+0.00035078i,0.010441-0.00016338i,0.01026+0.00055487i,0.0066316+0.00088874i,0.0014354+0.00064822i,-0.0021965+0.001168i,-0.0023039+0.0015235i,-0.0016925+0.00098216i
-0.0045002-0.0046814i,-0.013757-0.010976i,-0.031327-0.010209i,-0.040488+0.0022035i,-0.029421+0.0057538i,-0.020775-0.012702i,-0.032093-0.026216i,-0.03599-0.020564i,-0.02208-0.012757i,-0.012846-0.0079387i,-0.0096731-0.0019389i,-0.0054106+0.0011251i,-0.002451+0.00038138i,-5.0644e-05-0.0010464i,0.0023973-0.00309i,0.0042606-0.0050405i,0.0053205-0.0077514i,0.0050433-0.0090455i,0.0027257-0.0060733i,0.00044106-0.0011549i,0.00018467+0.0022313i,0.0010437+0.0026975i,0.00038575+0.0022238i
-0.0060066-0.0030424i,-0.016+0.0020972i,-0.025663+0.015882i,-0.021772+0.030046i,-0.013032+0.02625i,-0.020736+0.015749i,-0.03325+0.022285i,-0.028811+0.027719i,-0.01808+0.017283i,-0.013428+0.010106i,-0.0082158+0.0092725i,-0.0026236+0.0063906i,-0.00084617+0.0037136i,-0.00083002+0.00083112i,-0.00068114-0.0027498i,-0.0011284-0.0053401i,-0.0029073-0.0079319i,-0.0048622-0.01026i,-0.0041282-0.0073595i,-0.0015068-0.0016433i,0.00091129+0.0010569i,0.0021109+0.0010836i,0.0025487+0.00076292i
-0.0010449+0.0054913i,-0.0024673+0.015868i,0.0038607+0.028874i,0.016431+0.030835i,0.016729+0.022092i,0.0052967+0.024361i,0.0074904+0.036953i,0.01524+0.034837i,0.0096507+0.022919i,0.0052823+0.01792i,0.0065323+0.012479i,0.0041173+0.0058612i,0.0010624+0.0028291i,-0.00031458+0.0004705i,-0.0018361-0.00085169i,-0.0039858-0.00082172i,-0.0072978-0.00075111i,-0.0094123-0.001189i,-0.0072407-0.00070373i,-0.0030042+0.00021472i,0.00024713-0.00043628i,0.0014351-0.0017715i,0.0014528-0.0019397i
0.0051749+0.0052707i,0.012914+0.012045i,0.026969+0.011977i,0.033439-0.00014663i,0.026099-0.0066911i,0.023793+0.0027804i,0.035376+0.0048397i,0.036583-0.0027761i,0.023943-0.0016484i,0.017573+0.00061846i,0.013066-0.0025317i,0.0060847-0.0031848i,0.002654-0.0014361i,0.00039326+0.00049629i,-0.0021785+0.002779i,-0.0042586+0.0038274i,-0.0055714+0.0061621i,-0.0059183+0.0086675i,-0.0048705+0.0068139i,-0.0025472+0.0029857i,-0.0009288-0.00021578i,-0.00088375-0.001561i,-0.00042252-0.0019291i
0.0044023+0.0023795i,0.014848+3.8953e-05i,0.023255-0.0097782i,0.016918-0.022744i,0.0057257-0.022827i,0.0079652-0.017644i,0.013185-0.026458i,0.0089058-0.030443i,0.0061275-0.020172i,0.0068515-0.014915i,0.0029037-0.012766i,-0.00029991-0.0066812i,-0.00071327-0.0027571i,-0.0010366-0.00017219i,-0.00063653+0.0033836i,0.00010777+0.0053301i,0.0018744+0.0068199i,0.0043672+0.0081331i,0.0031457+0.0062658i,0.00075575+0.0027232i,-0.00029365+0.0012296i,-0.00092872+0.00098082i,-0.001274-7.6633e-05i
0.0048576-0.0057496i,0.0085484-0.014571i,0.0027424-0.026998i,-0.013406-0.02875i,-0.021234-0.017844i,-0.017053-0.013606i,-0.019628-0.017876i,-0.021631-0.01673i,-0.014475-0.014203i,-0.011964-0.013915i,-0.01189-0.0084968i,-0.0068603-0.0016055i,-0.0028021+0.00056859i,0.00043323+0.0013443i,0.003816+0.002657i,0.0057599+0.0039985i,0.0074974+0.0028738i,0.0080667+0.001135i,0.0059253+0.0010507i,0.0022285+0.0016552i,0.00052281+0.0024613i,0.00068757+0.0025531i,-4.5117e-05+0.0022253i
0.002071-0.0085745i,-0.0032676-0.016814i,-0.016468-0.020067i,-0.027896-0.0067325i,-0.026317+0.0091454i,-0.019282+0.011686i,-0.019158+0.012764i,-0.018536+0.013071i,-0.015913+0.0050631i,-0.017061+0.0032056i,-0.013488+0.0073422i,-0.005779+0.0056868i,-0.0013815+0.002926i,0.0012949+0.00076038i,0.0040753-0.0013124i,0.0056804-0.0016122i,0.0050477-0.0038355i,0.0028647-0.0068836i,0.0010102-0.0058552i,0.00083015-0.0021834i,0.0016579+0.00096135i,0.0018838+0.002595i,0.0019504+0.0027876i
-0.0062302-0.006654i,-0.015822-0.0071412i,-0.024559+0.00066655i,-0.019029+0.016617i,-0.0045473+0.022912i,0.0025444+0.018659i,0.0042664+0.018456i,0.0046903+0.016437i,-0.0029+0.011556i,-0.0070976+0.013896i,-0.0023285+0.01437i,0.0010376+0.0076643i,0.0020638+0.0029979i,0.0017416-0.00031448i,0.001326-0.0036386i,0.0014101-0.0046114i,-0.00093169-0.0051803i,-0.0042251-0.0057595i,-0.0042092-0.0043429i,-0.0013411-0.001316i,0.0012289+0.00037564i,0.0019224-0.00030319i,0.0021674-0.0010543i
-0.0049177+0.0031402i,-0.009972+0.0094987i,-0.0084986+0.01987i,0.0047609+0.021157i,0.015808+0.011435i,0.015037+0.0036401i,0.012879+0.00061142i,0.008994-0.00088957i,0.0032653+0.0048437i,0.0066253+0.010257i,0.0093097+0.0063404i,0.0035759+0.0013022i,-0.00061454-0.001107i,-0.0025944-0.0026697i,-0.004412-0.003098i,-0.0039398-0.0030805i,-0.0052474-0.0013992i,-0.0069793+0.0013167i,-0.0055473+0.0018322i,-0.0024657-0.00016264i,-0.00043624-0.0027234i,-0.00057598-0.0031659i,-0.00044768-0.0022354i
-0.0035211+0.0021951i,-0.00075058+0.011315i,0.0061809+0.01531i,0.014633+0.0042446i,0.013357-0.0087015i,0.0049038-0.010687i,-0.00074445-0.0071594i,-0.0017564-0.00084773i,0.0035208+0.0052237i,0.01009+0.0013599i,0.0079649-0.0037043i,0.0019689-0.0015625i,-0.00041489-0.00018687i,-0.0020645+0.0013i,-0.0035271+0.003585i,-0.0037156+0.0033474i,-0.003279+0.004659i,-0.002049+0.0066876i,-0.00067231+0.0049248i,-0.00030114+0.0020511i,-0.00074741+0.00070164i,-0.00065006+0.00080706i,-0.0015395+0.00087864i
0.0090277+0.0017868i,0.01551+0.0049467i,0.021746-0.0027813i,0.012052-0.016083i,-0.0053218-0.018284i,-0.011354-0.0059049i,-0.0051091+0.0052204i,0.0036617+0.0084428i,0.010011+0.0032522i,0.0071423-0.0065814i,-0.00036545-0.008534i,-0.0020276-0.0025627i,-0.0011618+0.0017176i,-0.00070249+0.0043415i,0.00034603+0.0067529i,0.0011103+0.0063912i,0.0020947+0.0044964i,0.0043289+0.0033644i,0.0037502+0.0024087i,0.0005303+0.00071587i,-0.0019801+0.00082304i,-0.0025402+0.0016071i,-0.0015809+0.0019223i
0.0075024+0.00070902i,0.01407-0.0028926i,0.014588-0.011432i,-9.0265e-07-0.013521i,-0.01403-0.0042689i,-0.0078569+0.0046465i,0.0084975+0.0042403i,0.017954-0.002735i,0.013854-0.010825i,0.0011604-0.011679i,-0.0040286-0.0060557i,-8.3264e-05-0.0022613i,0.0025213-0.00017944i,0.0042695+0.0009265i,0.0056084+0.0012617i,0.0046011+0.0012381i,0.0042935-0.0005128i,0.0039059-0.0023954i,0.0019817-0.0027125i,-0.00081686-0.0010015i,-0.0010704+0.0013607i,0.00025543+0.0024173i,0.00059741+0.0025452i
0.0010512-0.0056073i,0.0021957-0.01192i,-0.0027651-0.01552i,-0.010198-0.0032215i,-0.010712+0.013386i,-0.00057714+0.0098377i,0.0081381-0.010148i,0.0057782-0.026113i,-0.0047342-0.025011i,-0.010776-0.0099817i,-0.007389-0.00062052i,-0.0017478-0.0023526i,0.0017275-0.0039468i,0.0042287-0.0051255i,0.0036847-0.0060059i,0.0015906-0.0047205i,7.4976e-05-0.0039274i,-0.001517-0.0039776i,-0.002596-0.0028544i,-0.0018478+0.00062082i,6.5485e-05+0.0033895i,0.0014769+0.00228i,0.0019993-9.6221e-05i
-0.0015293-0.0079903i,-0.0067301-0.013998i,-0.013274-0.013489i,-0.0096777-0.0012732i,0.0023649+0.0083419i,0.0023029+0.0014254i,-0.01337-0.013693i,-0.029924-0.019058i,-0.03301-0.008099i,-0.019701+0.0040635i,-0.0074316+0.0047914i,-0.0055804+0.00085389i,-0.0046878-0.0021028i,-0.0037321-0.0040649i,-0.0030419-0.0041356i,-0.0018608-0.0023286i,-0.0028182-0.00097448i,-0.0045707-0.00021796i,-0.0042041+0.0011221i,-0.0012361+0.0023263i,0.0013204+0.001826i,0.0016053+0.00035305i,0.00089917-0.00090397i
-0.0020379-0.00028215i,-0.0092543-0.00021202i,-0.011646+0.0019589i,-0.0014439+0.0022727i,0.0078397-0.002322i,-0.0033864-0.0023734i,-0.02534+0.010042i,-0.035453+0.027444i,-0.025768+0.033244i,-0.0093377+0.021701i,-0.0021532+0.0089505i,-0.0036253+0.0053389i,-0.0057608+0.0044923i,-0.0073558+0.0037371i,-0.0071107+0.0032463i,-0.0038732+0.0028141i,-0.0015419+0.0034962i,-0.0016464+0.0052159i,-0.0013251+0.0051926i,0.0013041+0.0025062i,0.0029785-0.00046791i,0.0025303-0.002066i,0.00041703-0.0022184i
-0.0045007+0.0033101i,-0.0089221+0.0089555i,-0.0088087+0.012563i,-0.0038489+0.0030773i,-0.0020187-0.0081074i,-0.0041278+0.0031843i,0.0011643+0.032092i,0.015314+0.049515i,0.023667+0.040519i,0.017905+0.020117i,0.0085606+0.0087069i,0.0053805+0.0074876i,0.0034165+0.0076093i,0.0001328+0.0073674i,-0.00052624+0.0067143i,0.001219+0.0035615i,0.0030943+0.0016031i,0.0029596+0.002762i,0.0027796+0.0018002i,0.0030397-0.0020764i,0.0012662-0.004993i,-0.0011564-0.0046091i,-0.001479-0.0015547i
0.0002099+0.0042321i,0.0022193+0.011409i,0.0036586+0.014009i,-0.0019228+0.0065867i,-0.0097471+0.00086721i,0.002063+0.0078106i,0.034949+0.013487i,0.059741+0.0048617i,0.053695-0.0070155i,0.029137-0.0086496i,0.0135-0.0047378i,0.0099648-0.00239i,0.0082417+0.00013565i,0.0079978+0.003784i,0.0076994+0.0041404i,0.004988+0.00098517i,0.0034514-0.0011013i,0.0037647-0.001008i,0.0021538-0.001285i,-0.0011517-0.0021585i,-0.0041386-0.0018273i,-0.0046452-0.00031201i,-0.003133+0.00080725i
0.0044695+0.0013379i,0.011242+0.0035569i,0.013514+0.0037741i,0.0040634+0.0043285i,-0.0053054+0.0068921i,0.00557-0.0017635i,0.026205-0.030656i,0.029621-0.059114i,0.014914-0.059154i,0.0032392-0.035048i,0.00087058-0.016023i,0.0010553-0.011298i,0.0033584-0.0091689i,0.0066807-0.0065231i,0.0064024-0.0060758i,0.0026381-0.0052574i,-0.00022312-0.0045811i,-0.0015218-0.0048081i,-0.0027685-0.0038223i,-0.0051104-0.00048623i,-0.0061458+0.0028865i,-0.0034386+0.0041707i,-0.00060091+0.0030519i
0.0036517-0.00094924i,0.011576-0.0052927i,0.015833-0.008289i,0.011964-0.0007468i,0.0049345+0.0086638i,-0.0031168-0.0043227i,-0.022972-0.036086i,-0.048992-0.052604i,-0.054071-0.039935i,-0.034923-0.019792i,-0.017045-0.010173i,-0.010798-0.00771i,-0.0071471-0.0071878i,-0.0035854-0.0079019i,-0.0028212-0.007086i,-0.0034142-0.0035439i,-0.0038072-0.0008657i,-0.0032802-0.00080977i,-0.003058+0.00040492i,-0.0023535+0.0035385i,0.0013407+0.0060285i,0.0036763+0.0048312i,0.0025892+0.0016665i
0.0031285-0.003277i,0.0035601-0.011827i,0.0035368-0.018763i,0.0064997-0.014302i,0.0088346-0.0049093i,-0.0071599-0.00043082i,-0.044135+0.0085651i,-0.070168+0.026637i,-0.061832+0.034312i,-0.036092+0.022876i,-0.019072+0.010774i,-0.013311+0.006972i,-0.010533+0.0040631i,-0.0091395-0.00031854i,-0.0078248-0.00092776i,-0.0047529+0.0014955i,-0.0021575+0.002932i,-0.00067838+0.0030635i,0.00043711+0.0027472i,0.0031104+0.0034866i,0.0059066+0.0033118i,0.0062235+0.00048467i,0.00428-0.0019244i
-0.0005594-0.0045797i,-0.0067706-0.010435i,-0.013059-0.015875i,-0.010262-0.016546i,-0.0018291-0.012321i,-0.00386+0.0071602i,-0.0089075+0.044558i,-0.0004368+0.075913i,0.010739+0.072602i,0.0080407+0.044197i,0.0013533+0.022993i,0.001446+0.015238i,0.0014534+0.011099i,-0.0024618+0.0091544i,-0.0038137+0.0079426i,0.00055732+0.0055952i,0.0035551+0.0034888i,0.0014477+0.0022505i,8.2691e-05+0.00053153i,0.0026101-0.0027135i,0.0044639-0.0055393i,0.0021962-0.0062131i,-0.00078577-0.0043491i
-0.0072583+0.0021514i,-0.015014+0.0043466i,-0.02286+0.0067282i,-0.022789+0.0019396i,-0.015061-0.0041232i,0.0026781+0.0042981i,0.037164+0.023265i,0.070399+0.02871i,0.071178+0.018663i,0.044612+0.010674i,0.022954+0.0077901i,0.015985+0.0049788i,0.01213+0.0029493i,0.0070009+0.0037979i,0.0043833+0.0039157i,0.0037591+0.00097903i,0.0025495-0.0017314i,0.0004666-0.0014335i,-0.00027438-0.0017315i,8.3552e-05-0.0046381i,-0.0018979-0.0066175i,-0.0043721-0.0051855i,-0.004021-0.0026727i
-0.00032196+0.003637i,-0.0034713+0.011569i,-0.0071066+0.020162i,-0.012533+0.021313i,-0.014674+0.013572i,0.0013999+0.0018742i,0.032977-0.021837i,0.051297-0.052306i,0.044367-0.059723i,0.027885-0.038689i,0.016303-0.017881i,0.010323-0.010517i,0.0070708-0.0079889i,0.0060077-0.0042183i,0.0045379-0.0013131i,0.0012319-0.0010979i,-0.0020193-0.0010666i,-0.0028025+0.00055624i,-0.0032363+0.00099467i,-0.0059351-0.00066558i,-0.0089632-0.00030626i,-0.0086171+0.0021663i,-0.0047455+0.0042697i
0.0037516+0.0045624i,0.0097298+0.012155i,0.016976+0.018628i,0.014463+0.020968i,0.0041044+0.017065i,-0.0023223-0.00062321i,-0.010892-0.034923i,-0.027949-0.063782i,-0.035816-0.063753i,-0.024756-0.042981i,-0.011038-0.024121i,-0.00675-0.01406i,-0.0056345-0.0094316i,-0.0023148-0.006806i,-0.0014676-0.0043999i,-0.0038359-0.0013725i,-0.0043327+0.0019779i,-0.0018243+0.0029756i,-0.0012326+0.0025001i,-0.0042246+0.0039296i,-0.0047518+0.0069644i,-0.001389+0.0085661i,0.0012913+0.0058495i
0.0048755+8.1135e-05i,0.013607-0.0013803i,0.024612-0.003872i,0.027992-0.0013953i,0.020301+0.006046i,0.00011227+0.0064693i,-0.031709+0.00035591i,-0.062386+0.0023046i,-0.068824+0.007735i,-0.049631+0.0049779i,-0.028519-0.00045107i,-0.017154-0.00050915i,-0.010594+0.0012249i,-0.0066075-0.00021324i,-0.0033436-0.00045801i,0.00046789+0.0028537i,0.0036483+0.0044355i,0.0046007+0.0026913i,0.0033081+0.0028516i,0.0024752+0.0060455i,0.003954+0.0077258i,0.0061503+0.0054921i,0.0063676+0.0016512i
0.0022106-0.0036805i,0.0060761-0.012027i,0.011031-0.022837i,0.013863-0.027567i,0.013317-0.020286i,0.0061186-0.0023989i,-0.0086891+0.023476i,-0.018364+0.050386i,-0.019779+0.059196i,-0.01705+0.044295i,-0.012148+0.023897i,-0.0062171+0.013715i,-0.0016193+0.010739i,-0.0016916+0.0077972i,-0.0017652+0.0055423i,0.0020928+0.0030638i,0.0044392-0.00046591i,0.002668-0.0033145i,0.0019735-0.0025883i,0.0050312-0.00058088i,0.0078921-0.0004727i,0.0071659-0.0024351i,0.0042737-0.0037792i
0.0014923-0.0046012i,-0.0032516-0.014143i,-0.012581-0.025338i,-0.018992-0.029191i,-0.014909-0.023177i,-0.003873-0.0081232i,0.012765+0.013733i,0.033971+0.031528i,0.042225+0.037346i,0.03049+0.032014i,0.014805+0.021929i,0.0079184+0.012398i,0.0082227+0.0066995i,0.0074771+0.0047221i,0.0058507+0.0026457i,0.004448-0.0020509i,0.0013465-0.0063541i,-0.001527-0.0060144i,-0.001572-0.0038595i,0.0017607-0.0044882i,0.0036304-0.0069927i,0.0014057-0.0075263i,-0.0018477-0.004765i
-0.0046196-0.0021447i,-0.014138-0.0016344i,-0.029222-8.4915e-05i,-0.038459+0.002151i,-0.032999+0.0013237i,-0.014848-0.00070969i,0.010135-0.0047792i,0.032781-0.014263i,0.043675-0.019085i,0.039311-0.013501i,0.026199-0.0054302i,0.015728-0.0022729i,0.010559-0.003497i,0.006248-0.0042318i,0.0021326-0.004486i,-0.0019149-0.0054379i,-0.0056887-0.0036222i,-0.0071092-0.00032811i,-0.0059423-0.00050036i,-0.0045666-0.003482i,-0.0055694-0.0055638i,-0.006966-0.0032928i,-0.0065577+0.00027571i
-0.0045765+0.0027225i,-0.011504+0.010744i,-0.018308+0.025254i,-0.019094+0.036987i,-0.015201+0.033962i,-0.0086942+0.017408i,-0.0033235-0.0044358i,-0.00071863-0.026172i,0.0025511-0.041157i,0.0055874-0.039384i,0.0062834-0.025288i,0.0052148-0.013967i,0.0013577-0.011173i,-0.0023792-0.0096398i,-0.0048108-0.0053698i,-0.0062303-0.00050695i,-0.0052549+0.0039933i,-0.0029779+0.0059601i,-0.0033395+0.0036933i,-0.0064137+0.00060456i,-0.0079302+0.0010747i,-0.0049839+0.0035486i,-0.0011053+0.0039922i
-0.00089145+0.0040072i,0.0037328+0.01275i,0.012984+0.024254i,0.02158+0.031462i,0.020229+0.02763i,0.010597+0.017906i,0.00029865+0.0068066i,-0.01314-0.0068482i,-0.029412-0.018335i,-0.033914-0.020737i,-0.022733-0.015121i,-0.011481-0.0091734i,-0.0095342-0.0049339i,-0.011045-0.00050312i,-0.0095088+0.0043095i,-0.0048404+0.0076953i,0.00043098+0.0075623i,0.0038616+0.0055846i,0.0024327+0.0042742i,-0.0021561+0.0059487i,-0.0036747+0.0081189i,-0.001252+0.0068744i,0.0012696+0.0035307i
0.0043814+0.0039061i,0.014133+0.0052224i,0.030704+0.0018246i,0.040402-0.0044542i,0.034071-0.0065098i,0.020535-0.0029505i,0.0077568+0.00015911i,-0.0075264+0.004899i,-0.025167+0.014356i,-0.031436+0.019814i,-0.023623+0.013575i,-0.014974+0.0053414i,-0.010633+0.0056212i,-0.0070597+0.0088117i,-0.0013869+0.0093178i,0.0046039+0.0071904i,0.0073754+0.0028343i,0.0060476-0.0011625i,0.0040755-0.00041718i,0.0035667+0.0037241i,0.0045392+0.0055672i,0.0043585+0.0034759i,0.0018233-0.0001373i
0.0017367-0.0027382i,0.0083696-0.011342i,0.013323-0.026081i,0.012945-0.037832i,0.0072714-0.03426i,0.0030602-0.022538i,0.00056555-0.011663i,-0.0018474+0.0021753i,-0.0022567+0.022192i,0.00018965+0.033656i,1.9968e-06+0.026482i,-0.0012096+0.015693i,0.0030142+0.012007i,0.0089962+0.010591i,0.011875+0.0071065i,0.010711+0.00058099i,0.0056608-0.0047967i,0.00070405-0.0054291i,0.00046426-0.0024216i,0.0044816+0.00037175i,0.0074616+0.00020457i,0.0059676-0.0009512i,0.0023288-0.00082156i
-0.0017997-0.0053732i,-0.004888-0.015037i,-0.015455-0.028462i,-0.028593-0.033449i,-0.032415-0.024201i,-0.025032-0.011419i,-0.016369-0.0026667i,-0.0073086+0.0046834i,0.011722+0.011987i,0.026773+0.013112i,0.022097+0.010881i,0.012414+0.0099466i,0.011399+0.0056558i,0.013086-0.0017707i,0.010836-0.0077782i,0.0047414-0.010363i,-0.0026094-0.0085043i,-0.0063543-0.0038226i,-0.00421-0.0014595i,-0.00028758-0.0030493i,0.0010111-0.0048789i,0.00089465-0.0039539i,0.0010309-0.00059993i
0.0010464+0.00082794i,-0.0088369-0.0023808i,-0.026032-0.0011209i,-0.039468+0.0073375i,-0.036364+0.017058i,-0.023259+0.018795i,-0.011284+0.016613i,0.002105+0.014473i,0.017978+0.00013011i,0.022255-0.01693i,0.016422-0.015985i,0.013287-0.0082683i,0.010191-0.0099082i,0.0029378-0.014072i,-0.0038847-0.013975i,-0.0078162-0.0090757i,-0.0086358-0.0015901i,-0.0062316+0.0027509i,-0.0030245+0.0018123i,-0.0026373-0.0021977i,-0.0037682-0.0044332i,-0.0031214-0.0037865i,-0.00055494-0.0027481i
-0.0046126+0.0011527i,-0.011674+0.0079481i,-0.019548+0.024958i,-0.017421+0.040412i,-0.0029333+0.040579i,0.0084683+0.030455i,0.015204+0.020227i,0.021017+0.0033693i,0.011596-0.019496i,-0.0056436-0.028942i,-0.0075397-0.022321i,-0.0018682-0.016146i,-0.0048138-0.014207i,-0.012018-0.010563i,-0.015683-0.004185i,-0.013275+0.0028082i,-0.005822+0.006475i,0.00017057+0.0053489i,0.00088722+0.0022525i,-0.0022887+0.0008165i,-0.0050248+0.0011641i,-0.0034083+0.0013342i,-0.00084969-0.00029195i
-0.0006623+0.003784i,0.0015387+0.013138i,0.011542+0.028301i,0.026051+0.03391i,0.032681+0.019872i,0.030867+0.0023393i,0.026339-0.011102i,0.011848-0.023229i,-0.013548-0.020388i,-0.02808-0.0047803i,-0.023002+0.00011046i,-0.01657-0.0039077i,-0.015635-0.00047138i,-0.013667+0.008314i,-0.0095204+0.014868i,-0.0033207+0.014731i,0.0020654+0.0083677i,0.00256+0.0020356i,8.0141e-05+9.8618e-05i,-0.0019747+0.0021092i,-0.0024737+0.004387i,-0.0023093+0.0037095i,-0.0025721+0.0017283i
5.6645e-05+0.0031006i,0.0091907+0.0048336i,0.028282+0.0024016i,0.040439-0.0066291i,0.029163-0.018775i,0.0094334-0.025815i,-0.0068978-0.025662i,-0.02241-0.017695i,-0.028308+0.0027699i,-0.017862+0.020155i,-0.0087889+0.018784i,-0.0086198+0.013999i,-0.0048156+0.016538i,0.00291+0.01885i,0.0092694+0.016546i,0.012621+0.0092528i,0.010785+0.00058125i,0.0045216-0.0032676i,5.8802e-05-0.0016816i,0.00078137+0.0020243i,0.0033514+0.0046983i,0.0029762+0.0052175i,0.00089015+0.0046973i
