-0.003318+2.1578e-05i,-0.0022411-0.00065778i,-0.0035109+0.00065361i,-0.003782+0.0016704i,-0.0020971+0.0022668i,-0.00057232+0.0015796i,-6.238e-05+0.00069171i,0.00049021+0.0002225i,0.0010895+0.00014391i,0.0017823-0.00022179i,0.001725-0.00030104i,0.0011063-0.00049478i,0.0010474-0.00071071i,0.00045536+0.00013237i,-0.00057756-0.00010012i,-0.00036873-0.00036189i,9.7988e-05+0.00041976i,0.00023669+0.00091089i,0.00049427+0.00078229i,0.00085768+0.00064809i,0.0011212+0.00071173i,0.0011534+0.00025184i,0.00098933+0.00021514i
-0.00037263+0.0058893i,0.0019825+0.012646i,0.0075957+0.02964i,0.019761+0.05213i,0.034029+0.062913i,0.039464+0.053787i,0.030838+0.033459i,0.018184+0.015388i,0.0092038+0.0037906i,0.0027301-0.0025937i,-0.00014921-0.0032471i,-0.0010686-0.00082512i,-0.0022498-0.00031269i,-0.0028854-0.00091332i,-0.0021924+0.00036683i,-0.0015186+0.0010078i,-0.0014152+0.00037002i,-0.00024583+0.00031377i,0.0012681+0.00010797i,0.0016547-0.00056687i,0.0011338-0.00065601i,0.00025745-0.00066601i,0.00033258-0.00069336i
0.0020573-0.00012177i,0.0099812+0.0034371i,0.028305+0.0089596i,0.053482+0.0095i,0.06994-0.00015752i,0.065634-0.010469i,0.045256-0.011962i,0.024291-0.0095354i,0.0084569-0.0069245i,-0.0011498-0.0031215i,-0.003467+0.00054092i,-0.0019095+0.0028902i,-0.00094204+0.003217i,-0.0019151+0.0034916i,-0.0022546+0.0033711i,-0.00079088+0.0025199i,-0.00018433+0.0020774i,-5.3336e-05+0.0012162i,0.00028184-0.00033855i,0.00034891-0.00049907i,-2.293e-05-0.00015216i,0.00031128-0.00047943i,0.0011859-0.0010432i
0.0017878-0.0044988i,0.0086199-0.0097963i,0.020612-0.02348i,0.030199-0.044346i,0.027791-0.063374i,0.016801-0.065386i,0.0078033-0.047743i,0.0018671-0.027176i,-0.0026806-0.012283i,-0.0045343-0.0011326i,-0.0029573+0.00403i,0.00052241+0.0037656i,0.0019972+0.0030968i,0.001677+0.0032556i,0.0012947+0.0029431i,0.0011589+0.0021147i,0.0011328+0.0011126i,0.00031777-0.00053129i,-0.00066786-0.0010206i,-0.0011015-8.5829e-05i,-0.00097006+0.00082044i,-0.00053664+0.00072523i,-0.0010843-0.00060182i
0.00055719-0.0032097i,-0.0011889-0.012222i,-0.0059128-0.030443i,-0.020876-0.051361i,-0.043062-0.057122i,-0.05348-0.04501i,-0.042344-0.027304i,-0.025309-0.012673i,-0.013595-0.0024644i,-0.004343+0.0033282i,0.001848+0.0037686i,0.0036553+0.0018755i,0.0034749+0.00086982i,0.002738+0.00081301i,0.0032217+0.00094899i,0.0030089+0.0011463i,0.0011487+0.00043566i,-0.00067417-0.00094258i,-0.0014246-0.00050086i,-0.0012833+0.00071437i,-0.00085595+0.00092162i,-0.00059636-5.8809e-05i,-0.0012687-0.00032207i
-0.0033848+0.00059055i,-0.011249-0.0040342i,-0.029747-0.0093216i,-0.054396-0.0059762i,-0.068783+0.011518i,-0.063326+0.027796i,-0.043331+0.026429i,-0.023692+0.016059i,-0.009294+0.0089473i,0.00070217+0.0035081i,0.0036194-0.0018391i,0.0025108-0.0044039i,0.0015888-0.0038419i,0.0016011-0.0027266i,0.0015481-0.0021276i,0.00077266-0.0018422i,-0.00076313-0.00086997i,-0.0028537+0.00094138i,-0.0025647+0.0015416i,-0.00069609+0.0014188i,2.9082e-05+0.0013505i,0.00033678+0.00055578i,0.00041222+0.00049414i
-0.0035561+0.0012209i,-0.009886+0.0061596i,-0.024453+0.019785i,-0.035113+0.043014i,-0.025344+0.06597i,-0.0046855+0.070639i,0.0056719+0.052602i,0.0055949+0.029548i,0.0047388+0.012579i,0.0035081+0.00073277i,0.00038965-0.0040703i,-0.0023049-0.0034252i,-0.0023152-0.0024684i,-0.00051412-0.0022548i,-0.00014063-0.0020353i,-0.0011041-0.0017558i,-0.001774-0.0010635i,-0.001822+0.00091072i,-0.0014965+0.0019569i,-0.00062132+0.0016731i,0.00039431+0.00097154i,0.000629+0.00046073i,0.00080876+0.00072597i
-0.0012534+0.001123i,-0.00068766+0.010197i,0.0022817+0.029633i,0.016566+0.048881i,0.042776+0.050344i,0.059413+0.035784i,0.050025+0.019311i,0.030114+0.0085136i,0.014205+0.0015252i,0.0025483-0.0026742i,-0.00373-0.0018177i,-0.0053429+0.00070041i,-0.0043075+0.0014909i,-0.003093+0.00081965i,-0.0021484+0.00025151i,-0.0017201+0.00068345i,-0.001546+0.0011327i,0.00020105+0.001704i,0.0015832+0.0017486i,0.0014056+0.0008781i,0.00080443+0.00054835i,0.00014758+0.00015836i,0.00044584-0.00013128i
0.0049677+0.001427i,0.012961+0.0048422i,0.029156+0.0098793i,0.049322+0.0060112i,0.060373-0.015633i,0.0544-0.0361i,0.037899-0.035546i,0.022072-0.023194i,0.0083735-0.013323i,-0.0027162-0.0048522i,-0.0047598+0.0021378i,-0.002525+0.0046066i,-0.0019307+0.0039846i,-0.0015889+0.0029754i,-0.00085077+0.0026516i,-0.0003363+0.00285i,0.00051885+0.002923i,0.00074575+0.001799i,0.00080092+8.9598e-05i,0.00067963-0.00077228i,0.00045243-0.00098609i,0.00031262-0.00028268i,7.6876e-05+0.00055188i
0.0010852+0.00037911i,0.0092172-0.0051262i,0.024599-0.016406i,0.031804-0.036449i,0.015271-0.057796i,-0.0094263-0.06394i,-0.016866-0.050031i,-0.011546-0.029746i,-0.0076001-0.013028i,-0.0048272-0.00044244i,-0.00051028+0.0050844i,0.0024455+0.0040855i,0.0027344+0.0023495i,0.0015234+0.0024313i,0.00076235+0.0024287i,0.0019752+0.0010464i,0.002925-0.00021864i,0.0019621-0.00064936i,0.00055715-0.00034229i,-9.8571e-05+0.00029795i,-0.00019874+0.00044637i,-0.00091796+3.7567e-05i,-0.0013195-0.00029574i
-0.002137-0.006656i,-0.0015551-0.015916i,-0.0040908-0.032514i,-0.019074-0.045417i,-0.044755-0.037681i,-0.059958-0.015794i,-0.050251-0.0031583i,-0.031106-0.0012597i,-0.016297+0.0015355i,-0.0048341+0.005282i,0.0020182+0.0041582i,0.0039525+0.0016089i,0.0034233+0.00092711i,0.002964+0.0010313i,0.0026425+0.0012333i,0.0021018+0.00050894i,0.0012474-0.0016692i,-0.00041371-0.0023086i,-0.0020821-0.00019861i,-0.0016866+0.0012011i,-0.0009166+0.00077301i,-0.00030228+0.00045174i,0.00018435+0.00036031i
-0.0028695-0.001372i,-0.010356-0.007814i,-0.027261-0.015828i,-0.046762-0.010316i,-0.053409+0.017874i,-0.042352+0.044841i,-0.025944+0.044249i,-0.015201+0.027511i,-0.0073577+0.014105i,0.00051705+0.0062836i,0.0042012+0.00082635i,0.0033669-0.0026569i,0.0017361-0.0033059i,0.0010208-0.0017386i,0.0013417-0.00034104i,0.00066502-0.00036486i,-0.001208-0.00058948i,-0.0020591-0.00051227i,-0.0018332+0.00023911i,-0.0011226+0.00089287i,-0.00042783+0.00013957i,-0.0001165-0.00090289i,-0.00051281+0.0002283i
-0.0032646+0.0013779i,-0.012994+0.0062105i,-0.02858+0.015745i,-0.033022+0.03261i,-0.011281+0.049753i,0.018564+0.053675i,0.026979+0.041935i,0.017822+0.026399i,0.0094976+0.013645i,0.0055447+0.0022121i,0.0019162-0.0031417i,-0.0013374-0.0028764i,-0.0016272-0.0019032i,-0.00065244-0.0011745i,-0.00023153-0.0010232i,-0.00077534-0.00039572i,-0.0023696+0.00039201i,-0.0027382+0.00079186i,-0.0022376+0.0005978i,-0.001873+0.00050587i,-0.00057695+0.00025947i,0.00018761-0.00010992i,0.00021552+0.00018286i
-0.00057404+0.0041346i,-0.0017684+0.013808i,-0.0029928+0.032577i,0.0079993+0.044191i,0.033171+0.031848i,0.051042+0.0067822i,0.045779-0.0055314i,0.029965-0.0032775i,0.016825-0.0019412i,0.0055353-0.0037548i,-0.0012083-0.0027523i,-0.0030507-0.00046744i,-0.002618-0.0005166i,-0.0016022-0.001099i,-0.00089356-0.0010659i,-0.00039022-0.00018866i,0.00012585+0.0020081i,0.00033928+0.0033495i,0.0001673+0.0022366i,-0.00037771+0.0014543i,-0.00023934+0.0015425i,0.00044081+0.00074399i,0.0014281+9.7029e-05i
0.0021393+0.0024485i,0.010611+0.0093994i,0.025802+0.020375i,0.040821+0.01742i,0.041202-0.010612i,0.026433-0.039525i,0.013257-0.042027i,0.0093932-0.028038i,0.0044129-0.016036i,-0.0018816-0.0067455i,-0.0029409-0.00010143i,-0.00088994+0.0015871i,-0.00055843+0.001075i,-0.0019907+0.00074252i,-0.0023393+0.00039469i,-0.00096665+0.0010203i,0.000816+0.001901i,0.001553+0.0022527i,0.0015454+0.0016092i,0.0013511+0.00075615i,0.00050268+0.00070005i,-4.6917e-05+9.2201e-05i,7.8106e-05+0.00021544i
0.0038727-0.00063362i,0.014246-0.0047395i,0.031126-0.012571i,0.033394-0.024593i,0.0068674-0.035043i,-0.024882-0.033907i,-0.031026-0.025932i,-0.020033-0.020181i,-0.012643-0.012719i,-0.0082739-0.0024577i,-0.0036797+0.0020206i,-0.00083493+0.0015758i,-0.00064715+0.00087736i,-0.0016209+0.0017248i,-0.0017459+0.0030723i,0.00033663+0.0023782i,0.0027209+0.00079446i,0.0025983-0.00013163i,0.00099162-0.00050908i,5.7965e-06-0.0010007i,-0.0005727-0.0010912i,-0.00082417-0.00026603i,-0.00070192-1.8627e-05i
0.0033951-0.0025563i,0.0063387-0.013929i,0.0099191-0.033035i,0.00096429-0.042444i,-0.020321-0.022977i,-0.035101+0.0078018i,-0.033009+0.01659i,-0.024256+0.0082855i,-0.015783+0.0042446i,-0.0062032+0.0047869i,-0.00083578+0.0032093i,-2.4562e-05+0.0015072i,-0.00026869+0.0011504i,0.00013507+0.0024279i,0.0011869+0.0038307i,0.0012324+0.0017123i,0.0004504-0.0019825i,-5.0403e-05-0.0032013i,0.00045112-0.0022779i,0.0011333-0.0010864i,0.00092368+9.474e-05i,-8.5748e-05+0.00025843i,-7.2435e-05+0.00039823i
-0.0040562-0.0024479i,-0.011662-0.01101i,-0.024624-0.02249i,-0.034508-0.020941i,-0.026799+0.0049658i,-0.006171+0.030842i,0.0033388+0.031661i,-0.0020589+0.021497i,-0.0043691+0.014858i,0.00045611+0.0077551i,0.0033914+0.0028837i,0.0026931+0.0014272i,0.0022124+0.00044858i,0.0028367+0.00063085i,0.0035218+0.00081587i,0.0026303-4.5426e-05i,7.2209e-05-0.0013627i,-0.001967-0.002031i,-0.0011732-0.0019422i,0.00055377-0.00091555i,0.00023749-0.00011078i,0.00017129-0.00017177i,0.0007225-2.0352e-05i
-0.0040516+0.00017818i,-0.015267+0.0022495i,-0.032851+0.0063198i,-0.038504+0.014308i,-0.014291+0.019052i,0.019234+0.013665i,0.02744+0.0081452i,0.017814+0.010599i,0.011571+0.011034i,0.0072029+0.0043011i,0.0032454+0.00018811i,0.0024588-0.00080905i,0.0026963-0.0015822i,0.0028773-0.0024858i,0.0024254-0.0034232i,-0.00010515-0.0029386i,-0.0027031-0.00082878i,-0.0033608+0.0017461i,-0.0024381+0.0018356i,-0.0015455+0.00058856i,-0.0011614+8.1162e-05i,-0.00021463+0.00014329i,0.00034886-0.00010447i
-0.0015045+0.0024267i,-0.0065598+0.01357i,-0.01395+0.03121i,-0.013152+0.040049i,-0.00067474+0.02022i,0.010026-0.011434i,0.012525-0.02027i,0.014239-0.0098555i,0.0127-0.0044032i,0.004815-0.0046115i,0.00036956-0.0037391i,0.0011016-0.002778i,0.00094914-0.0027449i,-0.00086422-0.003528i,-0.002206-0.0035461i,-0.0024044-0.0013761i,-0.0019531+0.0015856i,-0.0016613+0.0030785i,-0.0019867+0.0032087i,-0.0020305+0.0016148i,-0.0015936-0.00025995i,-0.0010561-0.00019103i,-0.00073295+0.00020001i
0.0048224+0.0039168i,0.010981+0.013548i,0.021683+0.027533i,0.027775+0.030617i,0.014842+0.012554i,-0.0085308-0.0079063i,-0.014076-0.012898i,-0.0026462-0.012342i,0.0014822-0.012388i,-0.0026816-0.0080274i,-0.0037962-0.0035477i,-0.0032683-0.002068i,-0.0034625-0.0017739i,-0.004312-0.0011201i,-0.00423+0.00029759i,-0.0016769+0.001752i,0.0016702+0.0026757i,0.0020622+0.0034252i,0.0005516+0.0031859i,0.0001039+0.0021033i,-0.0003138+0.0013911i,-0.00062451+0.00072154i,-0.00080433+0.00025331i
0.0036863+0.00059154i,0.015663-0.00076779i,0.034375-0.0022409i,0.041165-0.0032345i,0.020325+0.00093582i,-0.0074248+0.012273i,-0.013391+0.013225i,-0.0081346-0.0011205i,-0.0082732-0.0071623i,-0.0072509-0.0016506i,-0.0047641+0.0014339i,-0.0050278+0.0022075i,-0.0046455+0.0026947i,-0.0036163+0.0035555i,-0.0025316+0.0051608i,0.00035413+0.0040906i,0.0025917+0.00083261i,0.0027491-0.0010777i,0.0026991-0.00011823i,0.0022398+0.00086449i,0.00077295+0.00076501i,0.00026642+0.0004134i,0.00069988-0.00013835i
0.0017514-0.0053604i,0.0067313-0.01597i,0.0156-0.033594i,0.01919-0.039966i,0.014535-0.018724i,0.012299+0.010869i,0.010021+0.016134i,-0.00098285+0.0047525i,-0.0092179+0.0018069i,-0.006103+0.0046785i,-0.0027878+0.0054495i,-0.0020917+0.0059064i,-0.0001365+0.005951i,0.0024169+0.0048261i,0.0041229+0.0038719i,0.0036245+0.001233i,0.0016548-0.0022126i,0.00063276-0.0032346i,0.0010807-0.0018407i,0.0016337-0.00037138i,0.0017353+0.00050475i,0.0012313+0.0011141i,0.00072463+0.00042727i
-0.0018812-0.0049762i,-0.0076495-0.015469i,-0.018293-0.033505i,-0.024378-0.04118i,-0.010019-0.028102i,0.015707-0.012871i,0.019958-0.0074533i,0.0030851-0.00033001i,-0.0046184+0.0084209i,-0.0010797+0.0081291i,0.00052923+0.0052743i,0.0020286+0.0049542i,0.0044388+0.0031831i,0.0050682+0.0011517i,0.0048495-0.00036712i,0.0029551-0.0022743i,-9.7947e-05-0.0026128i,-0.0020882-0.0017469i,-0.0016002-0.0018782i,0.00065107-0.0022561i,0.0013467-0.0016235i,0.00045056-0.00072157i,-3.9587e-05-0.00046683i
-0.0072584-0.0011289i,-0.019273-0.0023396i,-0.040594-0.0039203i,-0.051334-0.0039082i,-0.035374-0.0098819i,-0.012371-0.024292i,-0.0052624-0.024332i,-0.0028712-0.0042463i,0.0040449+0.0072834i,0.0063995+0.0038348i,0.0055751+5.3474e-05i,0.0064618-0.0012981i,0.0051846-0.0024113i,0.0024875-0.0043279i,0.0011796-0.0055163i,-0.00052102-0.0041135i,-0.0025617-0.00144i,-0.0034124+0.00013485i,-0.0030587+0.00025018i,-0.002139-8.0372e-05i,-0.00070452-7.5392e-05i,0.00052383+0.00030281i,0.00038639+0.00016095i
-0.0046583+0.0034731i,-0.013169+0.014145i,-0.026356+0.032008i,-0.0335+0.042404i,-0.034303+0.028792i,-0.036362+0.0056268i,-0.029965+0.00041102i,-0.0076691+0.0050149i,0.008031+0.00079558i,0.005642-0.0035331i,0.0017419-0.0034111i,0.0013715-0.0043104i,-0.00023404-0.004799i,-0.0030029-0.0047374i,-0.0050731-0.0038812i,-0.0041069-0.0011641i,-0.0017693+0.0010169i,-0.00082338+0.0016227i,-0.0010385+0.0021186i,-0.0010634+0.0018805i,-0.00085015+0.0005668i,-0.00068665+0.00015938i,0.00014364+0.00097017i
0.0036976+0.004278i,0.0079789+0.016972i,0.015862+0.036988i,0.01877+0.049362i,0.0064353+0.046915i,-0.012982+0.040966i,-0.013311+0.032812i,0.0030752+0.012625i,0.0072831-0.0050032i,0.0010289-0.006419i,-0.0021518-0.0042427i,-0.0039633-0.0046146i,-0.0054976-0.002655i,-0.0062965+0.0013438i,-0.0061635+0.0032987i,-0.0034617+0.0033343i,-0.00045154+0.0027478i,0.00055484+0.0016955i,-0.00041812+0.0011805i,-0.001309+0.0010071i,-0.00081392+0.00022311i,-2.9665e-05-8.4827e-06i,0.001036+0.00076605i
0.0043933-0.00085405i,0.017984+0.0027921i,0.039835+0.0070882i,0.053368+0.011254i,0.046735+0.020612i,0.035398+0.033584i,0.029913+0.027819i,0.017575+0.0026486i,0.00031291-0.010559i,-0.0066417-0.0055486i,-0.0058557-0.00016553i,-0.0061035+0.0023172i,-0.005283+0.0041643i,-0.0023732+0.0053753i,0.00024821+0.0060004i,0.0018967+0.0036748i,0.0019843+0.00012815i,0.00072831-0.0010219i,-0.0004167-0.00018087i,-0.00010576+0.001042i,0.00045374+0.0015441i,0.00042987+0.0011116i,0.00060576+0.00052614i
0.0019913-0.00225i,0.011958-0.011928i,0.028214-0.028728i,0.039482-0.04078i,0.044941-0.034003i,0.050073-0.020652i,0.041267-0.018978i,0.011879-0.018916i,-0.0093697-0.0077638i,-0.0084337+0.0019217i,-0.0030406+0.0037561i,-0.00049848+0.0045671i,0.0028948+0.0050552i,0.0053724+0.0042434i,0.0059845+0.0025405i,0.0044098+0.0011404i,0.0014743+0.00064153i,-0.00038278+0.00072758i,-0.00029998+0.000725i,0.00057451+0.001046i,0.00065489+0.0009634i,0.00064935+0.00014918i,0.00050948-0.0004011i
-0.00038343-0.0030842i,-0.0035405-0.01722i,-0.011066-0.039723i,-0.017714-0.056801i,-0.012021-0.05918i,-0.00035353-0.057286i,-0.0029195-0.048792i,-0.013319-0.021123i,-0.012142+0.0047126i,-0.004032+0.0092402i,0.00087436+0.0058142i,0.004285+0.0036677i,0.0065656+0.00064983i,0.0059819-0.0024604i,0.0043398-0.0036204i,0.0018078-0.0028748i,-8.0805e-05-0.0015407i,-0.00013222-0.00056778i,0.00085833-0.00024191i,0.0013192-0.00012529i,0.0015477-0.00027859i,0.0010837-0.00042726i,-0.00067852-0.00020678i
-0.0078853-0.0054415i,-0.021227-0.0094864i,-0.046331-0.014816i,-0.064924-0.015999i,-0.064916-0.017723i,-0.057453-0.023717i,-0.048383-0.015909i,-0.026767+0.0057869i,-0.0034874+0.014946i,0.0037152+0.00919i,0.0033386+0.0035743i,0.0042998-0.00029591i,0.0035829-0.0037014i,0.00081184-0.0061159i,-0.00089916-0.0064053i,-0.00093347-0.0035392i,-5.2624e-05-0.00026361i,0.00051719+0.0007119i,0.00022445+0.00044554i,-0.0002534-2.6487e-05i,-0.0012314+0.00015883i,-0.0012531+0.0010309i,-0.00041667+0.0018479i
-0.004676+0.0025479i,-0.015263+0.012657i,-0.033553+0.028663i,-0.045919+0.044672i,-0.048708+0.048726i,-0.04839+0.044404i,-0.035707+0.040737i,-0.0060845+0.028626i,0.01285+0.010145i,0.010175+0.0013788i,0.0043121-0.00020166i,0.00095798-0.0022253i,-0.002857-0.0026519i,-0.0059411-0.0015184i,-0.0055131+0.00010795i,-0.0023177+0.000774i,0.00049697+0.00047138i,0.0011543-0.00041982i,-0.00012056-0.0013869i,-0.0013433-0.00084214i,-0.0010649+0.0006345i,7.5953e-05+0.0011635i,0.0010293+0.0010651i
0.0016192+0.005344i,0.0040122+0.019559i,0.0096887+0.04258i,0.016442+0.061838i,0.018569+0.06691i,0.018499+0.065106i,0.024806+0.051789i,0.027026+0.019592i,0.016212-0.0059214i,0.0049884-0.0088442i,0.0001074-0.0042925i,-0.0030721-0.0018695i,-0.0047386+0.0010936i,-0.0039523+0.0042247i,-0.0028287+0.0048539i,-0.0010187+0.002316i,0.00023313-0.00052051i,-0.00053706-0.00086758i,-0.0012277+0.0002645i,-0.0018107+0.0011829i,-0.0021061+0.0017088i,-0.00078363+0.001533i,0.00044114+0.0014245i
0.003062+0.001773i,0.01657+0.0084981i,0.039496+0.017058i,0.060335+0.019674i,0.066873+0.016408i,0.06641+0.0115i,0.057653-0.0018008i,0.02988-0.018229i,0.0016948-0.019414i,-0.0050903-0.0098271i,-0.0024549-0.0032118i,-0.0011021+0.00079402i,0.0010047+0.0037107i,0.0028595+0.0046128i,0.0027897+0.0035704i,0.0013432-4.1762e-05i,-0.00099483-0.0025021i,-0.0027056-0.0015464i,-0.0021414+2.2977e-05i,-0.0006283+0.0014258i,0.0001241+0.0021904i,0.00075722+0.0016263i,0.00096509+0.00067083i
0.0056989-0.0047573i,0.018323-0.013456i,0.036674-0.029035i,0.046565-0.046178i,0.043948-0.05512i,0.03727-0.05762i,0.021565-0.05535i,-0.0043418-0.038307i,-0.018308-0.01462i,-0.013513-0.0026999i,-0.0064752-3.7456e-05i,-0.0018464+0.0014273i,0.0022374+0.0016476i,0.0044335+0.00072306i,0.0038817-0.00018209i,0.00035695-0.00083756i,-0.0034007+0.00069237i,-0.0036431+0.0030448i,-0.0016231+0.003156i,0.00022065+0.0022995i,0.0016802+0.0013424i,0.0020673+0.0006258i,0.0013073+0.00043866i
0.0033843-0.0053802i,0.0034582-0.020323i,-0.00045737-0.046343i,-0.012539-0.066251i,-0.027126-0.067369i,-0.037681-0.057486i,-0.043723-0.039701i,-0.037898-0.010984i,-0.022319+0.0099729i,-0.010395+0.010191i,-0.0050522+0.0044887i,-0.0018077+0.00063278i,-3.2849e-05-0.0026474i,0.00019518-0.0037559i,-0.0006019-0.0023996i,-0.0017735+0.0015565i,-0.0011342+0.0052914i,1.3734e-05+0.0050946i,0.00032023+0.0025582i,0.0006354+0.00053927i,0.001352-0.00071411i,0.0010253-0.0014062i,0.00049184-0.0014716i
-0.0040428-0.0021375i,-0.017607-0.011847i,-0.040629-0.021142i,-0.063119-0.018256i,-0.071785-0.0042569i,-0.06697+0.011742i,-0.052147+0.025446i,-0.025089+0.03082i,-0.0017982+0.024448i,0.0034973+0.014612i,0.0010454+0.0079233i,-0.00028301+0.0027329i,-0.0022926-0.0006461i,-0.0036151-0.0012205i,-0.0028525+0.00038048i,7.774e-05+0.0024952i,0.0035142+0.0027536i,0.0036625+0.0011199i,0.0017064-0.00055481i,0.00026069-0.0015041i,-0.00050948-0.001814i,-0.00078553-0.0011834i,-1.7338e-05-1.6739e-05i
-0.0045418+0.0010587i,-0.018899+0.0070123i,-0.040013+0.021102i,-0.051126+0.042072i,-0.040444+0.058274i,-0.017983+0.064015i,0.0051401+0.05739i,0.020808+0.034467i,0.022178+0.010283i,0.014642+0.0020633i,0.0072528+0.0020874i,0.0015156+0.0013583i,-0.0022085+0.0016678i,-0.0031974+0.0023739i,0.00022107+0.0017091i,0.00502-0.00061176i,0.0057097-0.0028021i,0.0038261-0.0033313i,0.0013154-0.0023118i,-0.0014217-0.00037333i,-0.0022026+0.00068136i,-0.0011917+0.0010405i,3.0274e-06+0.000949i
-0.00078243+0.0060554i,-0.0022811+0.021081i,-0.00046632+0.0455i,0.011503+0.063542i,0.031054+0.060539i,0.04838+0.040812i,0.05418+0.016237i,0.040404-0.0059158i,0.019221-0.01647i,0.0085912-0.01239i,0.0055296-0.0045783i,0.0034269+0.00079726i,0.0019377+0.0035485i,0.00072446+0.0039673i,0.00065735+0.0013604i,0.00065691-0.0035415i,-0.00046792-0.0063497i,-0.0014928-0.0058375i,-0.0014438-0.0027806i,-0.0011174+0.00047866i,-0.00048894+0.0019775i,0.00054549+0.0014762i,0.00039023+0.0011262i
0.0055683+0.0053428i,0.01673+0.014777i,0.038673+0.02501i,0.059224+0.021429i,0.062489-0.00042837i,0.049707-0.026873i,0.030088-0.042643i,0.0073077-0.040388i,-0.0074882-0.026629i,-0.0072838-0.015764i,-0.0019564-0.010036i,0.0017557-0.004854i,0.0039205-0.0014953i,0.0034831-0.00060264i,0.00050543-0.0012289i,-0.0040907-0.0028574i,-0.007569-0.0026362i,-0.0066939-0.0013022i,-0.0046328-0.00013488i,-0.002286+0.00079005i,0.00066886+0.0018068i,0.0015109+0.0016442i,0.00062869+0.00077711i
0.0039543-0.001988i,0.018411-0.0054182i,0.039584-0.017176i,0.047353-0.037285i,0.027862-0.05145i,-0.0041375-0.051717i,-0.027804-0.041144i,-0.034382-0.02154i,-0.027902-0.0047213i,-0.017833-0.0010151i,-0.0091565-0.0020669i,-0.0029246-0.0029881i,0.00070353-0.0038497i,0.00078034-0.0027708i,-0.0025013-0.00084043i,-0.005707+0.0026289i,-0.006058+0.0054983i,-0.0041928+0.0058602i,-0.0027364+0.0038579i,-0.0010005+0.00073819i,0.0011756-0.00070384i,0.0012333-7.6904e-05i,0.0005743+0.00010653i
0.0048938-0.0092496i,0.0087074-0.024593i,0.0061132-0.049385i,-0.010408-0.063686i,-0.033417-0.048058i,-0.047036-0.013464i,-0.044784+0.014245i,-0.030108+0.025327i,-0.015429+0.022915i,-0.009963+0.014895i,-0.0085239+0.0082719i,-0.0067787+0.0025189i,-0.0045364-0.00079536i,-0.0027422+0.00016994i,-0.001279+0.0033233i,0.0011754+0.007103i,0.0032518+0.0088835i,0.0030943+0.007493i,0.0019638+0.0048432i,0.0011134+0.0022071i,0.00025129+0.00031088i,-0.0006782-8.2709e-05i,-0.0010731-0.00022826i
-0.0030019-0.0069918i,-0.013158-0.017567i,-0.033744-0.030281i,-0.054596-0.024593i,-0.052871+0.0045685i,-0.027154+0.034522i,1.012e-05+0.045375i,0.014281+0.037251i,0.014954+0.023754i,0.008906+0.015536i,0.0032227+0.0096187i,-0.00082329+0.0041942i,-0.0034641+0.00203i,-0.0030851+0.002463i,0.0010622+0.0027199i,0.0061277+0.0024881i,0.0085738+0.002081i,0.0073286+0.00061587i,0.0038712-0.00041729i,0.00077502-0.00074479i,-0.0017948-0.0011073i,-0.0020437-0.00087225i,-0.0011084+0.00023568i
-0.003845-0.0012452i,-0.019393+0.0013087i,-0.041423+0.011272i,-0.0488+0.029751i,-0.023998+0.041645i,0.01593+0.033147i,0.039925+0.013357i,0.038649-0.0019477i,0.02665-0.0066804i,0.01648-0.0034415i,0.009356+0.00050793i,0.0041901+0.0034223i,0.0014475+0.004803i,0.0010267+0.0028322i,0.003386-0.00053012i,0.0069135-0.0046411i,0.0070083-0.0075977i,0.0043995-0.0063031i,0.0024778-0.0028404i,0.00045402+0.00029922i,-0.00089079+0.0018228i,-0.00019408+0.0017039i,5.1858e-05+0.0010661i
-0.0027865+0.002949i,-0.0098875+0.016835i,-0.013723+0.039854i,-0.0016249+0.053873i,0.019822+0.037636i,0.029716-0.0022421i,0.023095-0.033613i,0.011006-0.03853i,0.0036655-0.028098i,0.0028243-0.016585i,0.0036249-0.0071851i,0.0040616-0.001617i,0.0044477+0.00060401i,0.0036821+0.0010891i,0.0017681-0.0024008i,-0.001278-0.0073425i,-0.0038768-0.0093848i,-0.0046978-0.0086061i,-0.0038306-0.0054511i,-0.0013992-0.0014727i,0.00059373+0.0014586i,0.00060101+0.0023638i,-0.00030534+0.0014333i
-0.0035035+0.0061354i,0.0050648+0.019331i,0.023382+0.034742i,0.04236+0.031235i,0.037093+0.0042169i,0.0044697-0.022721i,-0.025812-0.029532i,-0.032859-0.021903i,-0.024586-0.013804i,-0.014603-0.0093529i,-0.0066675-0.0058807i,-2.1381e-05-0.003455i,0.0033422-0.0022167i,0.0015511-0.0014057i,-0.0037191-0.0010409i,-0.0086483-0.0012097i,-0.010454-0.0010161i,-0.0091029-0.00024768i,-0.0055303+0.00070531i,-0.0015356+0.0011355i,0.0010195+0.00032339i,0.0019657-0.00019106i,0.0015924+0.00022677i
