-0.00042503+0.00012941i,-0.00025173+0.0001082i,-0.0012228+0.00057444i,-0.002197+0.00087141i,-0.0030201+0.0021488i,-0.0029738+0.0039537i,-0.0017447+0.0042662i,-0.0010705+0.0029682i,-0.00057888+0.00092102i,0.00028466+9.7563e-05i,0.00053827-0.00050952i,0.00032471-0.00067137i,0.00022181-0.0001641i,5.747e-05-0.00033291i,9.8654e-05+2.8923e-05i,-0.00015079+0.00085512i,9.6433e-05+0.00043888i,0.00025631-0.00023926i,0.00031398+0.00051365i,0.00083577+0.00066503i,0.00090186+0.00074146i,0.00022181+0.00052005i,-0.00015061+0.00021354i
0.00016585-0.00027848i,-0.00032351+4.6592e-06i,-0.00028243-0.00011452i,-0.0011083+0.00013861i,-0.0018473+0.0017269i,-0.00081713+0.0021307i,0.00054784+0.0019595i,0.0010008+0.0016384i,0.00063998+0.0014241i,0.00013775+0.0012895i,0.00042856+0.00022111i,0.00051177-0.00055734i,0.00038271-7.3558e-05i,-0.00012632-7.2706e-05i,-0.00016647+0.00015432i,-0.00032229+0.00015898i,-0.00046578-0.00053548i,-0.00042134-7.4279e-05i,-0.0014585+0.00024798i,-0.0010617-9.7102e-05i,-0.00040973+0.00036761i,-0.00083657+0.00069207i,-0.00038841+0.00052685i
0.00051098+0.00014272i,0.00025923-0.0004356i,0.00016511-0.00073465i,-0.00049181-0.00030901i,-0.0011049+0.00010171i,-0.0010367+0.00090248i,-0.00076819+0.0019393i,-0.00024837+0.0015087i,0.00023378+0.00023122i,0.0006019-0.00035433i,0.00092484-0.00050843i,0.0011344-0.00083288i,0.00086053-0.00041852i,-0.00031727+3.5672e-05i,-0.0012164+0.00049602i,-0.00077062+0.00056435i,6.2855e-05-0.0001911i,-0.00048249-0.00075247i,-0.0008991-0.0011006i,-0.00016694-0.0006218i,-0.00016591+0.00032828i,-0.00062414+0.00020817i,-0.00049688-0.00042379i
0.0011798+0.00094676i,0.0016367-0.00036152i,0.0010694-0.0001896i,0.00031446+0.00028461i,-0.00053241+0.00054862i,-0.0014174+0.0010528i,-0.0014447+0.0013552i,-0.00082882+0.0010037i,-3.9048e-06+0.00046251i,0.00038003+0.00029483i,0.0002001-0.00046821i,0.00021282-0.0014795i,0.00053634-0.00043431i,-0.00033222+1.225e-05i,-0.00092714-0.00016778i,5.1245e-05-0.00018972i,0.00042942-2.6892e-05i,0.00034073+0.00061345i,0.00017438+0.00083166i,-0.0010969+0.0001277i,-0.0011624-7.9165e-05i,-0.00055944+0.00029551i,-0.00022633+2.9274e-05i
0.00071812-0.0010916i,0.00078607-0.00066201i,-7.095e-05+0.00010665i,-0.00063905+0.00058633i,-0.00039617+0.0017512i,-0.00057879+0.0028221i,-0.00051062+0.0026634i,3.0611e-05+0.0016954i,-0.00010431+0.00091505i,-1.4164e-05+0.00062681i,0.00044128+0.00016335i,0.00055805+1.6515e-05i,0.00038592+0.00039641i,-0.00045335+0.0007463i,-0.00025787+0.00047019i,0.00041241+7.5318e-06i,-4.5838e-05-0.00089691i,0.00021411-0.00094497i,0.00054364-0.000816i,0.0013522-0.0011277i,0.0018776-0.00074789i,0.00096705-0.00011786i,0.00026273-8.016e-05i
-0.0014519+0.00036224i,-0.00095788+0.0007829i,-0.001281+0.00065573i,-0.001303+0.00079191i,-0.00071036+0.0015143i,-0.00053966+0.0022401i,-0.00090092+0.0017955i,-0.00063431+0.00029281i,-0.00039851-0.00014026i,0.00017367+0.00091968i,0.00024743+0.0010523i,-0.00029314-0.00048681i,0.00063508-0.0018746i,0.0012522-0.0016657i,0.0013806-0.00044049i,0.0012247+0.0001996i,0.00035205+0.00019628i,-0.00046406+0.00016069i,-0.00068204+0.00014196i,-0.0002701+0.00022535i,-0.00019834+0.00011408i,-0.00028733+3.3546e-05i,-0.00040938+0.00029776i
-0.00066389+0.00025991i,-5.1764e-06-0.00023193i,0.00044769+0.00045402i,0.0001906+0.0019896i,-0.00037589+0.0019466i,-0.00075799+0.0013264i,-0.0011425+0.0014386i,-0.0006914+0.0014049i,7.8916e-05+0.0012102i,0.00053294+0.00081823i,0.0007741+5.8676e-05i,0.00074768-0.0011269i,0.00047274-0.0014039i,0.00016269-0.00096495i,0.00056142-0.00022357i,-0.00029257-0.00017234i,-0.00084994-0.0004306i,-0.00034555-0.00039231i,-0.0006086+0.00019043i,-0.00024975-4.308e-05i,0.00034532-0.0010021i,-0.00083196-0.0003164i,-0.00092173+0.00021992i
-0.0010058+0.00097097i,-0.00075811+0.0010314i,-0.00065893+0.00071651i,-0.0011003+0.00054008i,-0.0011081+0.00088783i,-0.00081859+0.0013386i,-0.00072233+0.0023359i,-0.00053315+0.0015632i,0.00015562-6.0296e-05i,0.00095128-0.00030333i,0.0010326+0.00010002i,0.00079983+0.00012922i,0.00028168+4.2375e-05i,-0.00083941-0.00031118i,-0.0012547-0.00040413i,-0.0005491-0.00075598i,0.00071347-0.00046536i,0.00063351+0.0007913i,-0.00033364+0.00065324i,-0.00045776-9.4817e-05i,-0.00017023-0.00021786i,0.00057043-0.00023138i,0.00084805-0.00028264i
-0.00096819+0.0009518i,-0.00019016+0.00056494i,7.7314e-05+0.00037949i,-0.00023074+0.00084889i,0.00011427+0.0013172i,0.00047689+0.0024786i,-0.00020301+0.0031582i,-0.00078928+0.0022853i,-0.00089109+0.00075557i,-0.00046968-0.00028211i,0.00037781-0.0009369i,0.00077965-0.0014256i,0.00036017-0.001035i,-0.00026987-0.0009816i,-0.00092319-0.0017308i,-0.00031316-0.0012598i,0.00017648-8.5366e-05i,-1.1769e-05+0.00044045i,-0.00023993+0.00076039i,6.1273e-05+0.00040392i,0.00041318-0.00027525i,-1.6101e-05+0.00035125i,-0.0005928+0.00046924i
-0.0007877-0.00060685i,-0.00189-0.0013155i,-0.0017271-0.0014148i,-0.0016446-0.00058601i,-0.0017165+0.00087337i,-0.00095781+0.0018418i,-0.0005644+0.0019919i,-0.0007376+0.00095618i,-0.00064921-0.00020865i,-0.00064965-0.00090815i,3.2939e-05-0.001144i,-5.3601e-05-0.00095363i,-0.0010834-0.00039276i,-0.00093577+0.00058659i,-9.9558e-05+0.00076799i,-0.00020784+0.00083725i,-0.0009672+0.00037652i,-0.0009478-0.00020024i,-0.0004391-0.00032056i,5.6543e-06+0.00019721i,0.00044252+0.0010743i,0.0002998+0.00083914i,8.5115e-05-0.00026993i
0.00050812+0.00060171i,0.00012592+0.00078153i,3.5579e-05+0.00052895i,0.00014827+0.00024354i,-0.00031846+0.00066366i,-0.00045204+0.0021114i,-0.00078297+0.0025746i,-0.0010209+0.0017566i,-0.00035312+0.00065911i,-2.6052e-05-0.00042781i,-6.3379e-05-2.9983e-05i,0.00032625+0.00079751i,5.356e-05+0.00058832i,-0.00032382+0.00050968i,-0.0002287+0.00049212i,-0.00044189+0.00023525i,-0.00063268+0.00016617i,-0.00024224+0.00010109i,0.00043207-0.00014658i,0.00029024+0.00048373i,0.00033828+0.0012928i,0.00025662+0.0004891i,-0.00053473+6.2746e-05i
0.00027417-0.00012412i,-0.0010069+0.0003647i,-0.0012728+0.00034797i,-0.0011188+0.0014409i,-0.001173+0.0031034i,-0.0013852+0.0034399i,-0.0010775+0.0030372i,-0.00026483+0.0020284i,-6.874e-05+0.00074004i,0.00021342+9.6913e-05i,0.00096476-0.00010212i,0.00089078+0.00018191i,0.00037689+2.0385e-06i,0.00011495-0.00039759i,-0.00035552-0.00024582i,2.9701e-05-0.00021003i,0.00081952-0.000205i,0.00089168-5.1097e-05i,-6.3514e-05+0.00024971i,-0.0011704-0.00013139i,-0.000669-0.00026938i,0.00060247+0.00023867i,0.001272+0.00057827i
0.0010725+0.00029343i,0.00038751-0.00019507i,0.00052186-0.00069601i,0.00043241-0.00026624i,-0.00070379+0.00060973i,-0.00074008+0.0018086i,8.97e-05+0.0023296i,0.00057512+0.0018194i,0.00085393+0.00060567i,0.0011832+0.0002532i,0.00054375+0.00039362i,3.415e-05+0.00059772i,0.00069732+0.00037971i,0.00068787+0.00019488i,0.00054299+0.00063962i,0.00083938+0.000603i,0.00091825+0.00061379i,0.00072259+0.00086761i,-0.0002016+0.0011966i,-0.0011778+0.00078576i,-0.00066894-0.00015861i,-0.00032359-0.00021724i,-0.00063719+0.0004032i
0.0017087-0.00030253i,0.0010165-0.0003433i,-0.00036215-0.00038068i,-0.0010903+0.00019261i,-0.0014043+0.0016428i,-0.0016122+0.0022589i,-0.0013253+0.0019976i,3.0231e-05+0.00166i,0.00060467+0.0013103i,0.00029475+0.00072196i,-0.00025312-3.2608e-05i,-0.00075005-0.0006439i,-4.4744e-05-0.00023501i,0.00040563+0.00063121i,-0.00015988+0.00098308i,-0.0006206+0.00045728i,-0.00034695-0.00017726i,-0.00026824-0.0007096i,0.00025309-0.00090584i,0.00069847-0.00032566i,0.0003227-0.00014976i,7.6489e-05-0.00069415i,0.00017643-0.00096751i
0.0008273-0.00044511i,0.00096268+0.0003398i,0.00029196+0.00056507i,-0.00082611+0.00055926i,-0.001488+0.00090054i,-0.0010177+0.0015375i,-0.00059902+0.0011507i,-2.034e-05+0.00094497i,0.00044799+0.001715i,6.9802e-05+0.0010639i,-2.0696e-05+0.00037944i,9.3954e-05+0.0010583i,0.00025741+0.0015223i,0.00033736+0.0010952i,0.00024804+0.00028083i,-8.8124e-06-0.00063401i,-0.00056412-0.00063966i,1.7117e-07-0.00044036i,0.00083816-0.0010941i,0.00089238-0.0014633i,-6.6512e-05-0.00049555i,-0.00071505+0.00053216i,-9.2126e-05+0.00050913i
0.00021404-0.00046079i,-0.00035273-0.0018244i,-0.00060434-0.0021809i,-0.0010494-0.00033265i,-0.00090935+0.0017039i,7.3434e-05+0.0026002i,-0.00024563+0.0027448i,-0.00084675+0.0018037i,-0.00022489+0.0010917i,0.00025066+0.00067228i,0.00060069+0.00016549i,1.6396e-05+0.00029026i,-0.00094691-0.00015513i,-0.00070015-0.00048766i,-0.0004005+6.2741e-05i,-0.00022591+0.00041427i,-0.00015546+0.00033954i,-0.00036725+0.00041886i,-0.00029411+0.00011216i,-0.00057921-1.1016e-05i,-0.00070109-0.00065653i,-8.8665e-05-0.00047624i,0.0003529+5.7297e-05i
0.00075368+0.00037882i,6.9339e-05+0.0002351i,-0.00036275+0.00062845i,-0.00071148+0.00088749i,-0.0010344+0.0015245i,-0.001465+0.0023565i,-0.0012653+0.002444i,-0.00059612+0.0018441i,0.00076523+0.0010596i,0.00096807+0.00019554i,0.00084049-0.00042251i,0.0010642-0.0003475i,0.00045792+7.1523e-05i,-0.00021784-0.00018351i,-0.00023453-0.00024631i,0.00014632+0.00049669i,0.00060233+0.00059704i,0.00052671-1.8065e-05i,-0.00035329-1.8037e-05i,-0.00046241+0.0005278i,-0.00020536+0.00076712i,-0.00088034+0.00072556i,-0.00075537+0.00026184i
0.0014004+0.00012721i,0.0013143-0.00072045i,0.0012388-0.0021371i,0.0010547-0.0019006i,-0.00014372+2.1624e-05i,-0.00037294+0.0013684i,0.00062265+0.0015165i,0.00047746+0.00032641i,0.00074404+4.5837e-05i,0.001178+0.00034457i,0.00078559-0.00044404i,0.00070683-0.00057978i,0.00032097+0.00025658i,-0.00029769+0.00079075i,-0.00045455+0.0010918i,-0.0003618+0.00034315i,0.00037317-4.1984e-06i,0.00012566+0.00022814i,-0.00015573-2.9209e-05i,0.00029045+0.00013119i,0.00021377+0.00033428i,0.00012304+0.00034414i,0.00016811+0.00025183i
-0.00029201+9.0325e-05i,-0.0009475+6.847e-05i,-0.0015676+0.00033313i,-0.0018734+0.0005428i,-0.0014348+0.001001i,-0.0012914+0.0012929i,-0.00072509+0.0015057i,-3.4963e-05+0.0010236i,0.00017426+0.00029657i,0.00093832+0.00012333i,0.001777-0.00039884i,0.0012693-0.00078795i,0.00021154-0.0005551i,0.00045087-0.00014802i,1.9928e-06+0.00013241i,-0.00036532+0.000579i,0.00053764+0.00075123i,0.00051378+0.0010866i,0.00020769+0.001698i,0.00067134+0.0013394i,0.00049314+0.0002053i,-0.0004083-0.00052342i,-0.00066536-0.00042138i
-0.00032677-0.0005921i,-0.0012311-0.00017592i,-0.0019583-0.00015097i,-0.0015507-0.00050636i,-0.00051404-0.0002951i,0.00013393+0.001286i,-0.00011905+0.0017452i,0.00014299+0.00079576i,0.00069548+0.00025353i,0.0010934+0.00035117i,0.00075403+0.00034532i,-3.712e-05-0.00015753i,8.7551e-06-2.7771e-06i,0.00067109+0.00018937i,0.00068566-0.00022026i,0.00046315+0.00029412i,0.00033755+0.0008548i,-0.00013372+0.00031172i,-0.00024656-0.00031946i,-0.00020606-0.00042166i,9.8495e-05-0.00065673i,0.00057322-4.1273e-05i,0.00058196-8.5132e-05i
-0.00048846+0.00059847i,-0.00012382+0.00060774i,-0.00053532+0.0011469i,-0.0011095+0.0014463i,-0.00096698+0.0012608i,-0.00075922+0.0021527i,4.3885e-05+0.002289i,9.387e-05+0.0017117i,-6.6758e-05+0.0016687i,4.4283e-05+0.0013166i,-0.00011591+0.00048431i,0.0003751-0.0004762i,0.0010296-0.00051582i,0.00041474+5.678e-05i,-0.00034924-0.00025411i,-3.5931e-06-0.00053854i,0.00047255+0.00026439i,0.0006209+0.0005451i,0.00037929+0.00042502i,-0.00034591+0.0002637i,-0.00054716-0.00020918i,-0.00018794-0.00080545i,3.3549e-05-0.00041951i
-0.00076957-0.00039353i,-0.0001971-0.00028965i,-0.00071155+0.00019738i,-0.00092878+0.00041034i,-0.0014135+0.0014813i,-0.00097179+0.0025124i,-0.00026377+0.0021342i,6.3777e-05+0.0010705i,0.0001881+0.00030241i,0.00022107+0.00064011i,0.0010484+0.00097191i,0.0015153+0.0005646i,0.00031127-0.00051197i,-0.00012108-0.0011157i,0.00039604-0.00035282i,0.00020079-0.00036658i,-0.00059092-3.1581e-05i,-0.00081137+0.00075981i,0.00021033+0.00077389i,0.00068139+0.00065655i,0.00069416+0.00041686i,0.00079187+0.00018753i,0.0005888+0.00022847i
0.00023375+0.00030448i,5.7178e-05-0.00047847i,-0.0002119+3.4886e-05i,-0.001256+0.0016211i,-0.0015155+0.0022167i,-0.0011498+0.0017045i,-0.00024386+0.0014775i,-0.00013703+0.00088783i,0.00023625+0.00031659i,0.00075393+0.00011705i,0.00097738-0.00011899i,7.2262e-05-0.00033665i,-0.00081049-0.00063792i,-0.00043989-0.00022344i,-0.00020021+0.00057243i,-0.00062486+0.0003666i,-0.0006203-0.00069321i,-6.081e-05-0.00044469i,0.00054732+0.00011697i,0.00028623+3.3263e-05i,6.2236e-05+0.00022718i,0.00041788-3.7416e-05i,0.00057053+0.0003373i
-3.4769e-06-0.0001355i,-0.00050303+5.7917e-05i,-0.0012805-0.00098499i,-0.0015595-0.0012709i,-0.0017412+0.00018827i,-0.0015824+0.0017288i,-0.001428+0.0029724i,-0.0011269+0.0024365i,-0.00026664+0.00079336i,0.00082102+0.00018377i,0.00021672+4.3226e-05i,-5.7422e-05-3.1192e-06i,0.00078769-0.00038817i,0.00047671-0.00056102i,-0.00020112+0.00019906i,-0.00023145+0.0010036i,2.9302e-05+0.0011104i,-3.5653e-06+0.00078085i,0.00048493+0.00032179i,0.001195+0.00011759i,0.00050601+0.00030534i,0.00020035+9.6749e-05i,-0.00021813-0.00022376i
-0.0010545-0.0009332i,-0.0016346-0.00076843i,-0.0019143-0.00016802i,-0.0018058+0.0011023i,-0.0015565+0.0014795i,-0.00055243+0.0014739i,0.0011163+0.0012113i,0.0013541+0.00024151i,0.000525-0.00036281i,0.00019451-0.00036914i,-0.00035683-0.00021839i,0.00017808-0.00080874i,0.00062755-0.0012096i,0.00041638-0.00087609i,0.00025211-0.0009143i,0.00020239-0.00087644i,0.00011315-0.00053518i,8.9893e-05-0.00014499i,0.00029941-0.00047085i,0.00052308+2.6653e-05i,4.8949e-05+0.00038659i,-0.00010525+0.00031844i,-4.2838e-05+0.00088073i
0.00031035-5.9571e-05i,0.00033173-0.00018946i,-0.00054683-0.00087008i,-0.0011426-0.00020084i,-0.00037388+0.0013833i,-0.00083612+0.0022624i,-0.0014865+0.0023578i,-0.0014539+0.002306i,-0.0010309+0.0018556i,0.00017098+0.0007045i,0.00060691-0.00030296i,0.00055645-0.00048192i,0.0011441-6.1518e-05i,0.0012799+9.1199e-05i,0.00059529+0.00018641i,0.00079526+0.00028578i,0.00067416+0.00017062i,-0.00031741+3.2414e-05i,-0.0010785+0.00052752i,-0.0011845+0.00088442i,-0.00061995+0.00054107i,-0.00036568+0.00023349i,-0.00034469+0.00019703i
0.00065753-0.0014999i,-0.00023964-0.0019626i,-0.001569-0.0013997i,-0.0025647+0.00018563i,-0.0022836+0.0017564i,-0.0013968+0.0025673i,-0.0007364+0.0019786i,-0.00014065+0.00058697i,0.00012588-0.00050954i,0.00039773-0.00035643i,0.00074553-0.00034116i,0.00027522-0.00023447i,-8.1214e-05+0.00051572i,7.6929e-05+0.00088938i,0.0004588+0.00089592i,0.00015847+0.00065373i,-6.0418e-05+0.0001685i,0.00060447-0.000217i,0.00093567-0.0004209i,0.00068309-0.00046709i,7.6675e-05+8.474e-05i,0.00037463+0.0011226i,0.00062883+0.00089851i
-0.00067463-0.0035586i,-0.00085295-0.003108i,-0.0012346-0.0025112i,-0.0013063-0.00038847i,-0.0016738+0.0012647i,-0.0018239+0.0016195i,-0.00079212+0.0013137i,0.00052895+0.0014059i,0.00094479+0.00034199i,0.0013271-0.00084865i,0.001043-0.00060397i,0.00045067-0.00044362i,0.00060399+2.0003e-05i,0.0010344+0.00079073i,0.0010575+0.0010079i,2.2254e-05+0.00052538i,-0.00016265-4.2439e-05i,8.5417e-05+0.00049005i,-8.476e-05+0.00061715i,-0.00018285-3.5663e-05i,9.4514e-05-8.385e-05i,6.1246e-05+0.00015698i,-2.9423e-05+0.00048983i
0.00034419+1.63e-05i,-0.00079306-0.00025333i,-0.0016795-0.0007068i,-0.0021669-0.00024525i,-0.0021392+0.0015159i,-0.0015385+0.0029047i,-0.0010574+0.0026758i,-0.0007969+0.0018777i,-0.00016464+0.0012329i,0.0003761+0.0010588i,6.43e-05+0.00029889i,-2.3732e-05-0.00030591i,-0.00012223+0.0010267i,-0.00059648+0.001699i,-8.5338e-05+0.0007753i,0.0003989+0.00034458i,-0.00039327-0.00027471i,-0.00043157-0.00040871i,-0.000534+7.1108e-05i,-0.00042597+9.3149e-06i,-0.00014226-0.00028933i,-0.00062643-0.00028232i,-0.0005563-0.00042157i
0.00056762-0.00030132i,0.00045134+0.00016629i,1.7969e-05+0.00044084i,-0.00096909+3.3376e-05i,-0.001501+0.00019001i,-0.0014908+0.00079651i,-0.0016494+0.0017913i,-0.0018656+0.0015385i,-0.00096844+7.5754e-05i,9.2095e-05-0.00048618i,0.00076076-0.00059612i,0.00072005-0.00051079i,-0.00059839+0.0003558i,-0.00082316+0.00074248i,-2.3286e-05+0.00059966i,6.7888e-05+0.00030662i,0.00016163+0.00026248i,0.00069328-4.4216e-05i,0.00085524-0.00024055i,0.00044326+0.00075089i,3.7546e-05+0.00073592i,7.3845e-05-0.00022721i,-9.3271e-05-0.00060229i
0.0014224-0.0010964i,0.001692-0.0014244i,0.00085404-0.000504i,-0.00043503+0.00065252i,-0.00093854+0.0013874i,-0.00039749+0.0021062i,-0.00017723+0.0018684i,-0.00028619+0.0012905i,-0.00036842+0.0016171i,-0.00033592+0.00092622i,0.0006159-0.00049686i,0.0011045-0.00078275i,0.00057674-3.6778e-05i,6.9357e-05+4.6974e-05i,0.00023165-0.00041339i,0.00020555+0.00038608i,-0.00076446+0.0010378i,-0.00113+0.00063794i,-0.00052673+0.00019785i,0.00052262+0.00025975i,0.0011018+0.00091493i,0.00077649+0.0010215i,0.00038952-0.00018629i
-0.0019085-0.00035248i,-0.0012409-0.00075413i,-0.0011046-0.00017392i,-0.00078704+0.00097145i,-0.00083219+0.0019437i,-0.0010503+0.0018793i,-0.0010622+0.0013805i,-0.00077052+0.00065431i,-0.00050583-7.5976e-05i,-0.00015196-0.00011161i,0.00034102+0.00021697i,0.00071596-0.00040981i,0.00034043-0.00073975i,-0.00012308-0.0001818i,-6.8304e-05+0.00048878i,0.00035163+0.00079841i,0.00036978+0.00082637i,0.0001993+0.00061752i,-1.878e-05+6.1081e-05i,0.00027261-0.00021171i,0.00086852-3.9039e-05i,0.00021642+4.5958e-05i,-0.00073621+6.8499e-05i
-0.00036065-0.00077582i,-0.00062674-0.0012095i,-0.0010567-0.00040665i,-0.0018761+0.00097925i,-0.0017105+0.0010669i,-0.0012047+0.0018133i,-0.0010107+0.0025059i,-0.00073959+0.0019129i,-0.0002913+0.00068869i,-0.00029999+3.5882e-05i,-0.00016852+1.2538e-05i,-0.0001131-0.00046809i,-0.00019876-0.00065533i,-0.00011084+0.00023257i,-0.0003762+0.00081906i,0.00024245+0.00062951i,0.00026465+0.00011592i,-0.0001838-0.00024931i,-0.00024529-0.00059656i,-0.00031328-0.00053641i,-0.00068819-0.00034978i,-0.00075189-0.00054744i,-0.0006009-0.00018348i
-0.00072541+0.00024191i,-0.00084298+0.00015559i,-0.00048513+0.00081457i,-0.00024898+0.0012357i,-0.00038611+0.0019726i,-0.00037763+0.0030261i,-0.00069876+0.003122i,-0.00068044+0.0019682i,-0.00017264+0.00080949i,0.00073297+0.00028365i,0.0013441+5.4862e-05i,0.0015713-0.0001793i,0.0012396+9.8325e-05i,0.00077203+0.00019296i,0.0007522+1.7547e-05i,0.00071379+0.00027009i,0.0004393+0.00016135i,0.00037035-0.0002132i,0.00023677-0.00020224i,-0.00051908-0.00045466i,-0.0010908-0.00020924i,-0.00058904+0.00026882i,0.00033142+0.00096462i
-0.0011192-0.0019789i,-0.00041584-0.0011448i,-0.00058003+0.00057127i,-0.0017537+0.0015675i,-0.0014542+0.0014538i,-0.00034006+0.0020555i,0.00013791+0.0031884i,0.00045716+0.0027833i,0.00056798+0.0010845i,0.00025664+0.00038387i,-4.4616e-05-0.00059826i,0.00012139-0.0016127i,0.00037409-0.0010481i,0.0005246-0.00019539i,0.00047283-0.00038796i,-0.00018311-0.00023435i,-0.00022508+0.00046424i,0.00046583+0.00038448i,0.00056373-0.0007293i,0.00044359-0.00053507i,0.00036933-0.00011952i,0.00030083-0.00035986i,0.000196+0.00020417i
0.00088044-0.00038063i,0.00070661-0.0021269i,-0.00026371-0.0032067i,-0.00062961-0.0014239i,-0.00084176+7.3526e-05i,-0.0011886+0.0007594i,-0.0011326+0.0019479i,-0.00064938+0.0015445i,0.00023938+0.00085739i,-7.2108e-05+0.00063493i,0.00034567-0.00011135i,0.0015102-0.00058359i,0.0011316-0.00017116i,-0.00020059+0.00029316i,-0.0009194+0.00028626i,-0.0006288+0.00017528i,-0.00020312-8.8807e-05i,-0.00024471+0.00011427i,-0.0006436+0.00084296i,-5.616e-05+0.00072125i,0.0010811-0.00022621i,0.0012963-0.00081744i,0.00054383-0.0002094i
0.0014811+0.00029901i,0.0010966-0.00018511i,0.00048486-9.6287e-05i,-0.0010621-8.7185e-05i,-0.001167+0.00050077i,-0.0012337+0.0015295i,-0.001283+0.0012661i,-0.00046198+0.00056065i,9.2552e-05+0.00046114i,0.00053827+0.00062482i,0.001119+0.00076384i,0.001+0.0011671i,0.00048152+0.001184i,0.00061748+0.001594i,0.00083376+0.0016385i,0.00016844+0.00033772i,-0.00027837-0.0007119i,-0.00010763-0.00096507i,-0.00038678-0.00049679i,-0.0002888-0.00011892i,0.00014536-0.00021128i,0.00020318-0.00057904i,0.0001383-0.00068648i
0.00061798-0.0007733i,-0.00062855-0.00074676i,-0.0011244-0.00040997i,-0.0011782-0.00018046i,-0.001263+0.00097909i,-0.0012194+0.0022038i,-0.00030824+0.0023302i,0.00054978+0.002146i,0.00065636+0.0010821i,0.00037287+0.00033858i,0.0001066-9.6663e-05i,0.00082432-0.00034698i,0.00094315+0.00031606i,-6.0539e-07+0.00058269i,-0.00034133+0.00027166i,-0.00028387+0.00024005i,-4.9709e-05+7.4751e-05i,0.00037024-0.0007818i,0.00063339-0.00062522i,0.0011308-5.6944e-05i,0.0011749-0.00019947i,0.00032398-0.00041566i,-0.00039781-0.00068397i
-0.00069722-0.00020049i,-0.00030549-0.00010577i,-0.00052264+0.00032891i,-0.0010203+0.0017097i,-0.0012201+0.001762i,-0.00058645+0.0013624i,-0.00042838+0.0011561i,0.00062702+0.00093368i,0.0011446+0.00076737i,0.00062631+0.00076623i,0.0010059+0.00062607i,0.0014263+2.6562e-06i,0.00090683-0.00041218i,0.00030422-0.00051815i,1.8526e-05-0.00014206i,0.00017212+0.00024984i,0.00039969-8.1741e-05i,0.00028272+0.00033643i,-9.8663e-05+0.00060065i,-0.00061175+4.3693e-05i,-0.00083972+3.5829e-05i,-0.00027499+0.0003285i,0.00021157+2.1257e-05i
0.0001528-0.00040426i,-0.00088852+5.7624e-05i,-0.0014617-0.0005515i,-0.0026971+0.00043567i,-0.0029232+0.0016778i,-0.0020719+0.002523i,-0.0012666+0.0025788i,-0.00026145+0.0016831i,0.00021347+0.00093724i,0.00043256+0.00058036i,0.00064626+0.00056129i,0.00059053+0.0006175i,0.00078413+0.00048484i,0.0011044+0.0002301i,0.0012166+0.00026652i,0.00041301+0.00055537i,-0.00019813+0.0010554i,-0.0002448+0.00040828i,-0.00055379-0.00091268i,-0.0001297-0.00038653i,0.00019763+0.00082943i,-6.2387e-05+0.00081621i,-0.0011431-0.00039431i
1.7085e-05-0.00046227i,-0.00028117-0.00011409i,-0.00044661+0.00046979i,-0.00094184+0.00072971i,-0.0008474+0.001085i,-0.0012375+0.0011595i,-0.0014294+0.00095415i,-0.00080532+0.0011007i,-0.00030261+0.0011448i,5.245e-05+0.00042801i,0.00031522+0.0003768i,0.00033855+0.00096432i,0.00061201+0.00048236i,0.00047401+0.00057623i,-0.0001528+0.00017028i,-0.00047441-0.0010302i,-0.0004008-0.0014968i,-0.00040082-0.00083864i,-0.00022552+0.00029589i,8.852e-05+0.0010515i,0.00024476+0.0016766i,0.00067805+0.0013193i,0.00083968+6.9902e-05i
0.0011464-0.00025161i,0.0013522+0.00096565i,0.0012966+0.0010692i,0.0010569+0.00092542i,0.00014125+0.0018049i,-0.00076659+0.0035482i,-0.00063289+0.0033502i,0.00015762+0.00094907i,-0.00027403-0.00021051i,-0.00068244+0.00014393i,0.00054509-5.5011e-06i,0.0011331-5.7422e-05i,0.00051199+0.00025622i,-0.00030935+0.00034692i,-0.00067002+0.0006302i,0.00066685+0.00087524i,0.00084589+0.00022148i,-9.6718e-05+0.00028066i,-0.00024722+0.0008877i,-0.00024155+0.00072095i,-0.00078639-0.00014428i,-0.00068434-0.00068242i,4.8658e-05-0.0010279i
-0.00082227-0.00054333i,-0.0011308-0.00063809i,-0.0018256+0.00024975i,-0.0020219+0.00045995i,-0.0011762+0.0014312i,-0.00075911+0.0021923i,-0.0014265+0.0017961i,-0.0013237+0.001495i,-0.0002701+0.00072096i,0.0003741+0.00041848i,0.00080206+0.00021545i,0.00064592-6.6111e-05i,-0.00013849-0.00012835i,-0.00058258+0.00015099i,0.00027661-0.00036426i,0.0012259-0.0002434i,0.00084018+0.00043111i,-2.1365e-05+0.00043346i,-5.4114e-05-0.00050578i,0.00064103-0.00088466i,0.00033422-0.00078902i,-0.00037887-0.00059778i,-0.00011428-0.00016428i
