-0.0010673+0.00054111i,-0.00068373+0.00014042i,-0.00091616-7.8487e-05i,-0.00090246-0.00094227i,-0.00091272-0.00076899i,-0.0014403+0.00023172i,-0.0012923+0.0010587i,-0.00028354+0.0012454i,0.0012576+0.0015134i,0.0014442+0.00070454i,0.00069155-0.00071081i,0.00023578-0.00096146i,1.7885e-05-0.00017271i,-0.0005478+0.00027309i,-0.00033523+0.00056432i,-0.0001261+0.00075255i,0.0004944+0.00046733i,0.0011307+0.00024243i,0.00071073+0.00062154i,8.4771e-05+0.00046375i,0.0003458+0.00023709i,0.00084496-0.00043189i,0.0005159-0.00079661i
-0.00038248+0.00032525i,-0.00077505+0.0019342i,-0.0010856+0.0023631i,-0.00047631+0.0019883i,0.00080422+0.0017642i,0.0014056+0.0019746i,0.0006626+0.0013913i,0.00026415+0.00069059i,0.00087217+0.00014589i,0.0012115+0.00013427i,-0.00041542+0.00051283i,-0.0007+0.00059252i,2.8399e-05+0.00071674i,-0.00019541+2.229e-05i,-0.00033475-0.0001263i,-0.00026549-0.00031401i,-0.0008466-0.00050606i,-0.00040779+7.6855e-05i,0.00055225+0.00024211i,0.00047468+0.0002368i,5.6898e-05-0.00062777i,9.9789e-05-0.00067424i,-6.7223e-05-9.088e-05i
-0.00093611-0.0023228i,-0.00065236-0.0021873i,-0.0010521-0.0024008i,-0.0017874-0.0017919i,-0.0017143+0.00010404i,-0.00095956+0.0012134i,-0.00098124+0.00079598i,-0.00032385-0.00026917i,0.00044099-0.00090889i,0.00012111-0.00091604i,2.6705e-06-0.00066384i,0.00041193+5.0489e-05i,-3.2315e-05+0.00019972i,-0.00049712-5.7303e-05i,-0.00055128+0.00034405i,2.3623e-05+0.0007783i,0.00056946+0.00096283i,0.00067862+0.0010863i,-5.1693e-05+0.00085733i,-0.00035096+0.00071849i,5.8148e-05+0.00041526i,-0.00020268-0.00047442i,4.3721e-05-0.00079595i
0.00061226+0.002772i,0.00026911+0.0025659i,0.0013372+0.0031932i,0.0022641+0.0021495i,0.0023834+0.0011407i,0.00089428+0.00078651i,-0.00051669-9.1724e-05i,-0.00078895+5.6694e-05i,-0.00020428-0.00021247i,0.00016614-0.00092573i,0.00020293-0.00016782i,0.00027012+0.00021606i,-0.00037631+9.3767e-05i,-0.0011101+0.00013501i,-0.0011225+0.0004612i,-0.00094218+0.00060497i,-0.0010359+0.00074492i,-0.00014119+0.0012844i,0.0009914+0.0012812i,0.00062999+0.00099805i,0.00024118+0.00062264i,0.0004923-1.1762e-05i,0.001014-6.1646e-06i
-0.0013166+0.00010506i,-0.0012005+0.0001487i,-0.00083141+0.00054962i,-0.0006145+0.0014598i,-0.00051222+0.001319i,0.00018677+0.00034089i,0.00039525+0.00024925i,0.0001775+0.0001582i,7.9611e-05-0.00068782i,-0.00030251-0.00056121i,0.00014926-7.006e-05i,0.000735+0.00019932i,0.00018219-0.00023305i,0.00013489-0.0007687i,0.00030985-0.00058349i,-0.00013196-0.00035813i,-2.8223e-05+0.00021319i,0.00075741+0.00085824i,0.00092264+0.00034859i,-7.736e-05-8.3081e-05i,-0.00041627-7.4255e-05i,1.0888e-05+0.00023283i,-8.3945e-05-8.9321e-05i
-0.001976+0.00051528i,-0.002019+0.00086809i,-0.0018745+0.0016654i,-6.429e-05+0.0012029i,0.0014418+0.00085893i,0.0015237+0.00037999i,0.0012557-0.00043438i,0.00051494-0.00081723i,2.0712e-05-0.00065734i,0.00030304-0.0011075i,0.00069517-0.0010704i,0.00024567-7.1591e-05i,1.2877e-06+0.00043392i,-0.00014235-8.5014e-05i,-0.00022511-0.00051102i,9.7474e-07+0.00020747i,0.00034273+0.00066682i,0.00052278-0.00013382i,0.00080108-0.001007i,0.00041057-0.00056547i,0.00019051-0.00018004i,0.0002642-0.00026861i,-0.00045181-0.00012496i
-0.0015109-0.0006944i,-0.0018982+0.00027793i,-0.0018495+0.0010467i,-0.00082642+0.0014979i,-0.00030333+0.0018816i,-0.00023077+0.0012653i,-1.9056e-05+0.00014519i,-3.1905e-05-0.00061044i,0.00030907-0.00042774i,-3.3945e-05+0.00014176i,-0.00051963+0.00020293i,-0.00046325-0.00023504i,0.00017927-0.00017693i,0.00022466+0.00033565i,0.00022342+0.00056846i,0.0010219+0.0003445i,0.0012355+0.00020322i,0.00073588+0.00040423i,0.00053671+0.0002963i,0.00038087+0.00031446i,6.0694e-05-3.5956e-05i,0.00017802-0.0010179i,0.00073147-0.0012004i
-0.0011102-0.0010723i,-0.0023098-0.0010409i,-0.0024217-0.0011321i,-0.0014103+0.00018257i,-0.00091683+0.0013183i,0.00015451+0.00088464i,0.00048284+0.00056581i,-0.00023769-7.9437e-05i,0.0002345-0.00027951i,0.00067244-9.7881e-05i,0.00029291-6.8622e-05i,0.00081953+0.00022512i,0.00063364+0.00091537i,-0.00063488+0.0011304i,-0.0010538+0.00056048i,-0.0005575+0.00013381i,-0.00023717+0.00078568i,1.6636e-05+0.0010776i,0.00046967+0.00027692i,-0.00015006-0.00050754i,-0.0001801-0.0003925i,9.5651e-05-0.00037902i,-0.00081327-0.00074378i
-0.00064946-0.000917i,-0.00026721-0.00094826i,5.1349e-05-0.0012145i,-0.00014402-1.894e-06i,-0.000418+0.00084691i,-1.3279e-06+0.00030216i,0.00034781+0.00060124i,0.00088467+0.00089282i,0.00092011-1.3183e-05i,5.0889e-05-0.00041126i,-0.00090399-0.00016437i,-0.000633-0.0001806i,-0.00061351+0.000112i,-0.0007383+0.00048058i,-0.00087841+0.0006515i,-0.00086459+0.00084017i,-0.00011178+0.00024835i,-7.2121e-05-0.00054811i,-0.00035181-0.00052122i,-0.00025639-0.00063325i,-0.00057345-0.00072774i,0.00021762-0.00065305i,0.0010951-0.00059798i
-0.0010277-0.00021388i,-0.00099996-0.00035912i,-0.00072522-0.00045776i,-0.00038796-0.0008203i,0.00013076-8.9005e-05i,0.00015602+0.00055754i,0.00021399+5.5779e-05i,0.00040006+2.6594e-05i,0.0005679+5.2289e-05i,0.00089132-0.000355i,0.00087483-0.00016106i,0.00080431+0.00041268i,0.00018144+0.0012571i,0.00011329+0.0017214i,-0.00036446+0.0010349i,-0.00066481+0.00061775i,0.0003321+0.00049849i,0.0011876-0.00010643i,0.0013466-0.00039803i,0.0010534-0.00011995i,0.0005931-0.00061794i,0.00091095-0.00093436i,0.00081655-0.00035986i
-0.0010353-0.00021761i,-0.0011862-0.0012261i,-0.00073412-0.0003165i,0.00030832+0.00085904i,0.0011239+0.0017018i,0.00017051+0.0014699i,-0.00093347+0.00079481i,-0.00064919+0.00036716i,-0.00021853-0.0003725i,-0.00037606-0.00025004i,-0.00028114-6.4162e-05i,-0.00027943-0.00061953i,-0.00063057-0.00079885i,-0.0005259-0.00065705i,-0.00066624+0.00016022i,-0.00078072+0.00081248i,-0.00011131+0.00077914i,0.00014649+0.00094656i,9.454e-05+0.0010399i,0.00018194+0.00093963i,0.00013294+0.00071694i,0.0002101+0.00055321i,0.00076195+3.943e-05i
-0.0015593+0.0018125i,-0.00069203+0.0014133i,-0.00042058+0.0019724i,0.00024271+0.0024279i,0.00099664+0.0024113i,0.0011821+0.0019658i,0.0012688+0.0010856i,0.0011404+0.00053425i,0.0010644+0.0004564i,0.0011233-0.000198i,0.00037107-0.00062822i,-0.00044057-0.00049791i,-0.00072171-0.00019995i,-0.00038194+9.4844e-05i,-0.00049273-0.00047744i,-0.00051185-0.00071868i,-0.00029411-0.00022023i,-0.0003142+0.00049535i,-0.00026592+1.7715e-05i,6.5206e-05-0.0010569i,-0.00021387-0.0011254i,0.00036027-0.00092765i,0.00058442-0.00044911i
0.00025363-0.00032634i,-9.8538e-05+0.00019563i,-0.00061156+0.0013547i,-0.00012429+0.00096403i,0.00011522+0.00037749i,-0.00027209-0.00017706i,-2.5073e-05+0.00014942i,0.00045578+0.00028048i,0.00045109-0.00010373i,0.00044214-0.00032362i,-0.00026433-0.00045586i,-0.0012122+3.1316e-05i,-0.00080753-0.00059543i,8.3497e-05-0.0010373i,0.00033436-0.00066203i,-8.7157e-05-0.00010263i,0.00050634+0.00038269i,0.0011352+0.0010592i,0.00034023+0.00079961i,0.00030697-0.00011878i,0.0007586-0.00041988i,-1.46e-05+0.00063605i,-0.00063333+0.00097175i
0.00068582+0.00033233i,0.00044237-0.00057887i,0.0011138-0.00075806i,0.0010512+0.00063155i,0.00072145+0.00078875i,-0.00047077-7.1655e-05i,-0.0013111-0.00031827i,-0.00058951-0.00034423i,0.0011182-0.0004346i,0.001115-8.9021e-05i,0.0001824+0.00034219i,0.00036069+0.00044359i,0.00076872+0.0003748i,0.00077685+6.3174e-05i,0.00041549+0.00040003i,0.00080567+0.00054209i,0.0014598+0.00032753i,0.00091272+0.00039673i,0.00046498-0.0002194i,-8.8106e-05-0.0010181i,-0.00066346-0.00082513i,-0.00037104+0.00018438i,-0.00027824+0.00078376i
-3.4834e-05-6.8467e-05i,-0.00025584+0.00046215i,-0.00122+0.00065329i,-0.0011039+0.0012111i,-0.001322+0.0012226i,-0.00098373+0.0011445i,-0.00053146+0.00087323i,-0.0003595+0.00012047i,0.00032946-0.00055249i,0.00040059-0.0010379i,-0.00039594-0.00045035i,-0.0006245+0.00070181i,-0.00015431+0.001083i,0.00010562+0.0015694i,-0.00029381+0.0020382i,-0.00066756+0.0014186i,-0.0004925-0.0001567i,6.3287e-05-0.0003448i,0.00015608+0.00022128i,-2.7153e-05-0.00049702i,0.00022762-0.0012554i,0.00047491-0.000506i,0.00033706-0.00026779i
-0.001273+0.0007097i,-0.00059986+5.6115e-05i,-0.00048021+9.6926e-05i,0.00037402+0.00024854i,0.00093284+0.00058762i,0.00064581+0.00083484i,-0.00032491+0.00038138i,-0.00032486+6.4652e-05i,0.00071786+0.00026336i,0.00063153+0.00041967i,3.068e-05-0.00016578i,-0.00032491-0.00070689i,-0.00034535-0.00043743i,0.00025748-0.00014534i,0.00050993-9.6843e-05i,0.00053688+6.1704e-05i,0.00052116+0.00078392i,0.0001615+0.0009701i,0.00013393+4.7924e-05i,0.00090299-0.00017089i,0.0014529+0.00080085i,0.001127+0.00033933i,0.00098081+3.585e-05i
-0.00054162+0.0009387i,-0.00022221+0.0004729i,-0.00011159-0.00044905i,0.00049608-0.00046372i,0.001035+0.00089894i,0.00014535+0.0010502i,0.00026828+0.00052986i,0.0010485+0.0010278i,0.0010761+0.0010105i,0.0011901-0.00044432i,0.0012435-0.00074987i,0.00057908+0.00011751i,-3.3734e-05+0.00038536i,-4.6238e-05+0.00036245i,-0.00034429+0.00034251i,0.00011585+0.00035346i,0.00070276-3.6992e-05i,0.00053891-0.00023883i,0.00055269+0.00032627i,0.00038277+0.00021094i,-0.0002093-6.2531e-05i,-0.00054612+0.00011575i,-0.00035219-0.00011117i
0.00079095+0.00073518i,-2.7908e-05+0.00052141i,0.00048407+0.00029195i,0.00058442-0.00024956i,1.43e-05-0.00014883i,-5.4601e-05+0.00051293i,-0.00025812+0.0011948i,-0.00027345+0.00073625i,4.0385e-05+6.8567e-05i,-0.00011612-0.00043229i,-0.00031342-0.00077946i,-0.00057913-0.00016578i,-0.00084768-0.00015999i,-0.00057597-0.00037812i,-0.00053642-0.00061237i,-0.00072122-0.00036442i,-0.00022697+8.7264e-05i,0.00018021+4.2111e-05i,0.00050625-3.4979e-05i,0.0010257-0.00037147i,0.00093238-0.00050266i,0.00067682-0.00023295i,0.0010103+0.00029061i
-2.7674e-06+0.00041096i,0.00018504+0.0006334i,-0.00065832+0.0017899i,0.00028324+0.0013509i,0.002047+0.001144i,0.0011489+0.0010517i,8.4245e-05+0.00054286i,0.00067817-0.00014612i,0.0014659-0.00040074i,0.0014787-0.00019984i,0.00032149-0.00060339i,-0.00031859-0.00070481i,0.0001157-5.023e-05i,-0.00025313+0.00021825i,-0.00043208+0.00025817i,4.0329e-05+0.00013766i,5.0553e-05+0.00042944i,-5.473e-05+0.00015673i,0.00038713-0.0011623i,0.00090846-0.00040451i,0.00053275+6.8185e-05i,0.00015536-0.00044727i,-0.00019718-0.00050103i
0.00090615+7.9459e-05i,0.00047804+0.0002975i,0.00049412+0.00037022i,2.8267e-05+0.0013367i,-0.00086907+0.0022699i,-0.00045347+0.0020467i,0.00015894+0.0010629i,1.2686e-05+0.00012945i,0.00022991-2.5792e-05i,0.0001346+0.00023199i,0.00027864+0.00025534i,0.00038678+6.4375e-05i,0.0001777-0.00034499i,-0.00038305-0.00052607i,-0.00084233+0.0001707i,-0.00054631+0.00053213i,0.00053709+0.0003875i,0.0011776+0.00020785i,0.00078221-0.0003508i,-0.00028017-0.00046455i,5.9947e-05-0.00071502i,0.00030203-0.0012543i,-0.00028975-0.00084094i
0.00020652+0.0026036i,-1.6359e-05+0.0020776i,0.001133+0.00079036i,0.0029904-0.00065474i,0.0028372-0.0011456i,0.00055182-0.00059854i,-0.00036603+0.0002434i,-0.00016744+0.00045693i,0.00050899+0.00017013i,0.000976-0.0004742i,-8.7012e-05-0.00077477i,-0.0017116-0.00066081i,-0.0021319-0.00046275i,-0.0010865+1.6534e-05i,6.8254e-05+0.00050415i,0.00014121+0.0011706i,9.4753e-05+0.00092418i,-0.00024273+6.1367e-05i,-0.00038884-0.0001302i,0.00023517+6.636e-05i,0.00090733+4.3141e-05i,0.00114-0.00060743i,0.00078799-0.00048595i
-7.2778e-05+0.00060092i,-0.00011723-0.00047335i,-0.0008007-0.0014659i,-0.00093087-0.0011556i,-8.9428e-06-0.00030806i,0.00061364-0.00074022i,0.00044754+0.00011597i,0.00021909+0.001391i,-0.00015993+0.00052778i,-0.00037931-0.00037298i,-0.00069873-0.0003412i,-0.00091875-0.00065954i,-0.0004789-0.0012212i,0.00012794-0.00073445i,0.00013547-5.9574e-05i,0.00033988-0.00035215i,0.0002259-0.00055467i,0.00021933-5.8002e-05i,0.00028858+5.3705e-05i,0.00019249-0.00043922i,0.00022161-0.00076517i,0.00036248-0.00043512i,-0.00017338+2.828e-05i
0.00022367+0.0011659i,0.00026603+0.0016296i,0.00013559+0.0014115i,0.00018395+0.00076478i,0.00029685+0.001101i,-0.00023045+0.0011842i,-0.00062664+0.00057921i,-0.00064439+0.00036349i,-0.00023107+3.4877e-05i,-0.00017706-0.0011963i,-0.00044842-0.0013659i,-0.00064803-0.00053175i,-0.00054541-0.00013246i,-0.00021345-0.00019124i,-6.2373e-06+1.906e-05i,-0.00017802+0.00039099i,-4.234e-05-0.00016526i,8.5802e-05-0.0007146i,-0.0001916-0.00056521i,0.00010802-0.00023624i,-0.00010099+0.00040659i,-0.00062706+0.0010672i,-0.0002566+0.00047966i
-4.2326e-05+0.0011488i,-0.0003752+0.00036442i,-0.00063874+0.00038759i,8.7988e-05+0.0010672i,0.00038667+0.0006836i,-0.00023872-8.4222e-05i,-0.000433-4.2006e-05i,9.2458e-05+0.00037139i,0.0010631+0.00086201i,0.0013025+0.00083074i,0.00086564+0.0003007i,0.00017303+0.00071401i,-0.00055557+0.00058911i,-0.00095919+0.00013423i,-0.0008309+0.00035047i,0.00012477+0.00021467i,0.00072843+4.1968e-05i,0.0005127+0.00035608i,0.00055968+0.00055069i,0.00025155+0.00062812i,-9.5598e-05+0.00073204i,8.0978e-05+0.00014754i,-0.00011106+2.551e-05i
-0.00044384-0.0001192i,0.00035463+0.00084489i,-0.00032474+0.002204i,-0.00011335+0.0022672i,0.0015543+0.0019407i,0.0019061+0.0011541i,0.0011622-0.00029208i,0.0014109-0.0012199i,0.0015573-0.00071991i,0.0010908-0.00020467i,0.0003497+0.00017842i,-3.5249e-05+0.00032728i,-0.00024411-0.000167i,-0.00045518-0.00038433i,-0.00045383+0.00040914i,-6.6446e-05+0.0016711i,-8.1732e-07+0.0015907i,-0.00013137+0.0011126i,0.00030068+0.00037175i,0.00056114-6.6447e-05i,0.00095998+0.00021189i,0.00074981+0.00059533i,0.0001079+0.00023146i
0.0003802+0.0012575i,0.00039984+0.00056724i,0.00075389+0.00026045i,0.0010714+0.00080353i,-0.00025668+0.00043826i,-0.00058357+0.00043062i,0.00062+0.00038549i,0.00094495-0.00015287i,0.00068847-0.00029068i,0.0008945-0.00013559i,0.00017463-0.00033629i,-0.00078871-5.6463e-06i,-0.00093034+0.00043006i,-0.00035755+0.00013778i,0.00018637-0.00013714i,0.00076362+4.4431e-05i,0.00089898+0.00024719i,0.00020938+0.00045154i,0.00023287+0.00057297i,0.00048543+4.8165e-05i,0.00075172+9.931e-05i,0.00021365+0.00046798i,0.00023059-0.00020442i
-0.0011367-0.0012139i,-0.0019809-0.0007733i,-0.0024308-0.00031748i,-0.0024703+0.00044903i,-0.0012141+0.0013472i,0.00047404+0.00090495i,0.00093258+0.0001375i,0.00092037+9.4168e-05i,0.00092659-0.00077023i,3.2404e-05-0.001774i,-0.00074659-0.0005107i,-0.0011141+0.0014065i,-0.001597+0.001001i,-0.00047901+0.00018571i,0.00046829-4.8814e-05i,-0.0004689-0.00056443i,-0.00074277-0.00032569i,-0.00034303+0.00047707i,-0.00049764-0.00015136i,-0.00055638-0.0013702i,0.00052317-0.0011362i,0.00094007-0.00033948i,0.0005928-0.00018042i
0.0012518-0.00024838i,0.00015368+0.0010922i,-0.00043683+0.00083544i,-0.00017287+0.00070347i,-0.00034452+0.0013349i,-0.00065159+0.00096997i,-0.00083403+0.00026808i,-0.00014938+5.2949e-06i,0.00043513+0.00040881i,0.00035139+0.00017877i,-0.00022536-3.731e-05i,-0.00018163+0.00089366i,-0.00014196+0.0016259i,-0.00021383+0.00097267i,0.00016191+0.00091468i,3.8649e-05+0.0010221i,3.9059e-05+0.00064262i,0.00048232+0.0010801i,0.00065218+0.00061788i,0.00077292-7.9384e-05i,0.00066928-0.00060757i,2.4264e-05-0.001132i,-0.00021108-0.0010095i
-0.001217-0.00034123i,-0.0012844-6.0553e-05i,-2.5308e-05-0.0011664i,0.0010165-0.0014962i,0.00053874-0.00040877i,-8.6237e-05+0.00043105i,-0.00013824+0.00027037i,0.00018107+0.00024452i,0.00059965-0.00011586i,0.00034025-0.00043774i,-0.00049084-3.2244e-05i,-0.0008754-0.00019668i,-2.9297e-05-0.00033023i,0.00055769-0.00012404i,1.1987e-05-3.2571e-05i,-0.00054812+0.00062588i,-0.0006041+0.0013135i,-0.0001735+0.0013011i,0.00027827+0.00071666i,-0.00015279-0.00020343i,-0.00018927-0.00075192i,-9.383e-06-0.00025199i,-0.00030871+0.00020637i
-0.0013738-1.215e-05i,-0.0015749+0.00012939i,-0.0019824+0.00056581i,-0.0017471+0.0016794i,-0.0013466+0.0019591i,-0.0013119+0.0011013i,-0.0013771+0.00019943i,-0.000362-0.00034702i,0.00027993-0.00065617i,-0.0006165-0.00078253i,-0.00049602-0.00074862i,-0.00010458-0.0003039i,-0.00050634-1.7083e-05i,-0.00072209+0.00019287i,-0.00096963+0.00058959i,-0.0015245+0.00040543i,-0.0012038+4.2699e-05i,0.00030517-0.00016141i,0.0014399-0.00045723i,0.0012709-0.00046963i,0.00014177-0.00049161i,-0.00026019-0.000792i,-0.00029661-0.00014467i
-0.00027891+0.00048893i,-0.00010675+0.00074188i,0.00060044+0.0011422i,0.00098153+0.00057586i,0.0010388-0.00022715i,0.0014919-0.00068098i,0.0011789-0.00082641i,0.00066963-0.00039772i,0.00029883+0.00013818i,0.00013181-0.0001873i,5.932e-05-0.00012218i,-0.00018703+0.00010162i,-0.00038497-0.00030419i,-3.7048e-05-2.7377e-05i,0.00036795+0.0010087i,0.00032642+0.0013609i,0.00053792+0.0010229i,0.00048693+0.00030639i,-0.00023868-0.0002085i,-0.00078671+1.5301e-05i,-0.00041909+0.00019611i,-0.00046139+0.00057947i,0.00016763+0.00024659i
0.00067717+0.00096777i,0.0010405+0.0012853i,-8.6122e-05+0.0010778i,-6.3052e-05+0.00075085i,0.00052907+0.00086949i,0.00039381+0.00079338i,0.00026746+0.00073192i,0.00024359+0.0002797i,0.00115-0.00028807i,0.0013523+0.00040659i,-0.00024951+0.00097313i,-0.00083454+0.00086625i,2.5266e-05+0.0003719i,0.00071181-5.7573e-05i,0.00027318+0.00014504i,-0.00035016+0.0011371i,-0.0004212+0.0017254i,0.00027284+0.00096004i,0.00059109-0.00016176i,0.00018085-0.00042453i,-0.00013913+6.6127e-05i,-0.00024898+0.00030782i,-0.00062591+0.00024973i
-0.0012386-2.5805e-05i,-0.0016541+0.00024684i,-0.001686+0.00082332i,-0.00068125+0.0010844i,1.1941e-05+0.00080817i,3.9261e-05+0.00078215i,0.00047151+0.00018603i,0.00026933-8.1231e-05i,0.00015064+0.0002355i,2.4441e-05+0.00028162i,7.1996e-05+7.955e-05i,0.0004196-1.4729e-05i,0.0004873-0.00010077i,1.7573e-05-0.00011409i,0.00024852+3.0334e-05i,0.00047243+4.526e-05i,-0.00019109+0.00014614i,-0.00046446+5.6829e-05i,0.00011977-0.00084858i,0.00079336-0.00074395i,0.00036595+0.00011084i,-0.00042511+0.00047382i,-0.00068691+0.00013175i
-0.00069685-0.0021046i,-0.0011861-0.00072332i,-0.0022301+0.00022448i,-0.0025324+0.00081729i,-0.0012848+0.0021533i,0.00015135+0.0018397i,1.684e-05+0.00038152i,-0.0006185-0.00029052i,-0.00059859-0.0002487i,-0.00072932-0.00028766i,-0.00050622-0.00029918i,-4.2817e-05-0.00012561i,-4.8853e-05+4.251e-05i,8.556e-05+0.00010929i,0.00016511+4.4557e-05i,-0.00040436-0.0003181i,-0.00079344-0.00015882i,-0.00023449-0.00024828i,0.0005473-0.00017194i,7.779e-05+0.00042395i,4.5713e-05+0.00033841i,0.00050018-0.0003384i,0.0011843-0.001248i
-0.0023499+8.8859e-05i,-0.0027813+0.00063149i,-0.0016325+0.0007745i,-0.00011138+0.0010177i,0.0005875+0.0013503i,0.00050278+0.00049014i,0.00077828+6.9109e-06i,0.0012326-0.00013644i,0.000967-0.00041293i,0.00072173-0.00058492i,1.1404e-05-0.0005732i,-0.00039867-0.00014371i,0.00028067+0.00091364i,-0.00023176+0.0015833i,-0.0010833+0.0012474i,-0.00057573+0.0010913i,0.00019342+0.00014156i,0.00047985-0.00046705i,-1.1431e-05-0.0004092i,-0.00099346-0.00046503i,-0.0010496-0.00023765i,-0.00049037+0.00027994i,-0.00052333-0.00021077i
0.00031318+0.00035574i,-0.0011026+9.8195e-05i,-0.00034134+0.00094198i,0.00030371+0.00069472i,-0.00017163+0.00035223i,-0.00018296-0.00033042i,-6.7283e-05-0.00077013i,-0.00029452-0.00039491i,-1.1954e-05-0.00029725i,-0.00010438-0.00038325i,-9.6531e-05-0.00041526i,4.9031e-05+4.0842e-05i,7.4998e-05+0.00073122i,-0.00035602+0.00041484i,-0.0012561-0.00030325i,-0.00097903-9.8312e-05i,0.00034812+0.00015853i,0.0010816+0.0003339i,0.00070545+2.2361e-05i,0.00049558-0.00058127i,0.0005695-0.000407i,0.00037805-0.00012074i,0.00031869-0.00017573i
-0.00050947-0.00016959i,-0.0015249-0.00013505i,-0.0012693-3.9957e-05i,-0.0012334+0.00010889i,-0.00072642+0.0010639i,-0.0002436+0.0014263i,0.00079986+0.00043169i,0.001554+0.00025977i,0.00087403+3.9624e-05i,0.00013684-0.0006742i,0.00015784-0.00056109i,0.00049377-8.955e-05i,0.00020172+0.00075411i,-0.00029219+0.00073275i,-0.00015866+0.00036433i,0.0008183+0.00062344i,0.0010504+0.00039326i,0.00042374-6.365e-05i,5.9861e-05-0.00040365i,-0.00031251-0.00048725i,-0.00039035-0.00026014i,-0.00019767-0.00041075i,0.00036824-0.0010545i
0.00048351+0.000468i,0.00099728+0.00022313i,0.0019618+0.0019719i,0.0017284+0.0023948i,0.0013531+0.0006004i,0.0010799-0.00036324i,8.4787e-05-0.00085302i,-0.00080147-0.00084743i,-0.00066886+0.00025359i,-0.00029628+0.00062762i,-0.00029298+0.00043896i,0.00030311+0.00012563i,0.00057414+7.9691e-05i,-0.00040058+0.0001643i,-0.00034094+0.00077256i,0.00072517+0.0010507i,0.001048+0.0004175i,8.8313e-05-0.00022954i,-0.00096552-0.00062135i,-0.0011183-0.00058964i,-0.00066059-0.0001405i,-0.0003291-9.155e-05i,-0.00019383-9.406e-05i
-0.00011374+0.0011666i,-0.0011731+0.0012254i,1.4032e-05+0.00015441i,0.00016487-0.00020922i,0.00019638+3.3128e-05i,1.9367e-05+0.00039242i,-0.00091802+0.00075381i,-0.00094339+0.00040102i,-0.00019458+0.00089823i,-8.2928e-05+0.00072452i,-0.00050411+1.8195e-05i,-0.00050251-0.00016357i,0.00014765+0.00053546i,-3.5802e-05+0.00086292i,-0.00090613+0.00017784i,-0.00043257+0.0007307i,0.00032429+0.0012205i,0.00064706+0.00097741i,0.00071586+0.00076358i,-0.00022274-6.5302e-05i,-0.00057458-0.00066719i,0.00056321-5.5147e-05i,0.00095322+0.00055429i
0.00018681-0.00035455i,7.269e-05+6.5969e-05i,-0.00060165+0.00038616i,-0.00075933+0.0001373i,0.0001638+0.00064589i,-3.0328e-05+0.0017655i,-0.00056485+0.0010569i,0.00033748+0.00037474i,0.00095886+0.00054108i,0.00022088-0.00012869i,-0.00027909-0.0005569i,-0.00045289+0.00026068i,-0.00076283+0.00058754i,-0.00010281+0.00043512i,0.0005001+0.00050581i,0.00028364+0.00050134i,-0.00017471-0.000312i,0.00023753-0.00025727i,0.0010012-0.00040502i,0.00067767-0.00067692i,0.00034128+0.00025189i,0.00020209+0.00047043i,-0.00023225-0.00030292i
-0.0013344-0.00032657i,-0.0021299+0.00031302i,-0.0026241+0.0004911i,-0.0021857+0.00033488i,-0.0018727+0.00091423i,-0.0013728+0.00094199i,-0.00033854+0.00030207i,0.00036831-0.00055154i,0.00050788-0.00074801i,0.00012188-0.00036254i,-9.0003e-05-0.00069957i,-0.00031281-0.00070944i,-0.00030179+8.0599e-06i,0.00026578+0.00032573i,0.00028687+0.0002531i,8.9712e-05+0.00064597i,-0.00025428+0.0010001i,0.00030973+0.00035016i,0.0012808-0.00019486i,0.00094815-0.0006467i,0.00057005-0.00092105i,0.00030913-0.00043472i,-0.00016223+0.00026105i
-0.00084428-0.001047i,-0.0011812-0.00035493i,-0.0013481+0.0014287i,-0.0003426+0.0022754i,0.00055598+0.0020322i,0.0010112+0.0010627i,0.0011035+8.8916e-05i,0.00060719+8.9258e-05i,1.8267e-05+0.00013413i,0.00030758-1.6178e-05i,0.00055151+0.00010698i,0.0011188+8.5023e-05i,0.00062742-5.4952e-05i,-0.00048682-0.00014499i,-0.00049262+0.00023062i,-0.00065302+0.0006566i,-0.00034684+0.00085454i,0.0002169+0.00041096i,0.0010337-0.00052514i,0.00060386-0.00073409i,-0.00076284-0.00077014i,-0.00034219-0.00082418i,0.00084748-0.00069663i
-0.0013374+0.0019134i,-0.0014952+0.0016234i,-0.00046226+0.0011443i,-4.7187e-05+0.001188i,-6.7897e-05+0.0014084i,-7.9018e-05+0.0010558i,4.5937e-05+0.00093286i,0.0003633+0.00046343i,0.0010431-0.00027017i,0.0010651-0.00029986i,0.00058819-0.00012752i,0.00021704+0.00014206i,4.8366e-05+0.00018418i,0.0001388+0.00031477i,-0.00069777+0.00055236i,-0.001163+0.0006788i,-6.1613e-05+0.0004008i,0.0006114+0.00033774i,-0.00020713+0.0013068i,-0.00093572+0.0016873i,-0.00039133+0.00057768i,0.00013941-0.00034241i,9.5993e-05-0.00058244i
