-0.001756+0.00059967i,-0.00062217-0.0011639i,-0.0015819-0.0011777i,-0.001931-0.0016225i,-0.0012571-0.00087424i,-0.00010525+0.00080258i,0.0011056+0.00035702i,0.0017349-0.00014698i,0.0014479+0.00044042i,0.0011878+7.9517e-05i,0.0012729-0.00069978i,0.0012142-0.00061717i,0.0010066-0.00015194i,0.00074278+0.00033934i,0.00053224+0.00047831i,0.00012538-1.5816e-06i,0.00028636-1.1502e-05i,0.00052909+0.00055168i,0.00075394+0.00081459i,0.0011311+0.00016245i,0.00085419-0.00062587i,0.00010719-0.00015406i,0.00026011+0.00021068i
-0.00099538+0.00038654i,0.00097582-0.0015292i,0.0019836-0.0028768i,0.0019862-0.0026306i,0.0011994-0.00097336i,0.0015006+0.0001102i,0.002524-0.0002961i,0.0017693-0.00091728i,0.00045739-0.00099949i,0.0011276-0.00018164i,0.0018982+4.697e-05i,0.0015041-0.000531i,0.00074718-0.00027971i,2.9056e-05-0.00046353i,0.00022784-0.00083349i,0.0012311-0.0009462i,0.0011604-0.00087949i,6.4978e-05-0.00099937i,-0.00027121-0.0012963i,0.00038684-0.0010659i,0.00017052-0.00077407i,-0.00015896-0.00095168i,-8.7926e-05-0.00068424i
-0.00014372-0.00058836i,0.0010948-0.0023934i,0.0016295-0.0035484i,0.00082593-0.0027634i,0.00014392-0.00094934i,0.0014619+0.00079755i,0.0021276+0.00058816i,0.00066898-0.00071102i,-0.00038253-0.00042412i,-0.00015604+0.00079153i,0.00050576+0.00047733i,0.00085687-0.00099128i,0.0013499-0.0010637i,0.0015328-0.00031719i,0.00092588+0.00022756i,0.00082628+0.00051363i,0.0015896+0.00010907i,0.0008479-0.00015029i,-0.00054977+0.00032869i,-0.00080188+0.00046172i,-0.00037119+0.00018354i,2.0647e-05-0.00015362i,0.00038205-0.00033373i
0.00021842+0.00095984i,0.0012706+0.00042199i,0.0019509-0.00048323i,0.0011547-0.0022588i,0.00096696-0.0016797i,0.00085389+0.00042161i,0.0010422+0.00068619i,0.001107+0.0003382i,3.9529e-05+0.00012817i,-0.00020541+7.5171e-05i,0.00042551-0.00011027i,0.00092138+8.7153e-05i,0.00074994-5.7333e-05i,0.00071197-0.00036578i,0.00056905-8.7418e-05i,0.00036269+1.5515e-05i,0.0004808-0.00050074i,0.00063089-0.00065102i,0.0011459-0.00043352i,0.0013807+0.00014009i,0.0008156+0.00052584i,3.1476e-05+0.00042726i,0.00016043+0.0005113i
-0.00016572-0.00075919i,-0.00060842-0.0023935i,-0.00025751-0.0034887i,0.00067306-0.0031232i,0.00051121-0.0012533i,0.00087872-0.00042123i,0.0015712-0.00060572i,0.0012335-0.0011933i,0.00036807-0.0012782i,-0.00011507+2.7703e-05i,0.00044084+0.00020749i,0.0018125-0.00028279i,0.0019185-0.00023476i,0.00072047+7.1871e-05i,0.00040349+0.00031773i,0.00056046+0.00013319i,0.00035993-0.00024656i,0.00070066-0.00022724i,0.00059708-0.00033058i,0.00064807-0.00085952i,0.0007733-0.00091052i,0.000636-0.00072674i,0.00069973-7.7382e-05i
0.00068225-0.00044075i,0.001415-0.0012178i,0.001985-0.001369i,0.001194-0.0013191i,4.6446e-05-0.0010153i,-0.00048331-3.7937e-06i,-0.00065465+0.00021241i,-0.00036505+1.8094e-05i,0.00045386+0.00051663i,0.00092874+0.00083334i,0.0013112+0.00069514i,0.00055597+6.482e-05i,-0.0003232-0.00026416i,0.00023283-0.00022711i,0.00032437+0.00035205i,0.0008028+0.00046182i,0.0010996+0.00059397i,-7.6616e-05+0.00093397i,-0.00058988+0.00063177i,-0.00026337+0.00033866i,-6.3641e-05+6.7494e-05i,0.0002897-0.00040491i,0.00024362-0.00058104i
0.00063119-0.00066229i,0.0011642-0.0013404i,0.002189-0.0028698i,0.0019163-0.0035523i,0.00064634-0.0016564i,0.00042238+0.00071617i,0.0010755+0.00163i,0.0015091+0.00063657i,0.0012999+1.2065e-05i,0.0011909-0.00034375i,0.001127-0.00041238i,0.00011182-0.00017948i,-0.00057936-6.9303e-05i,-0.00044711-0.00031469i,0.00035858-0.00016853i,0.0008813+0.0003988i,0.00012005-0.00026341i,-0.00050867-0.00055266i,-0.00030294-0.00014526i,-0.00039045-0.00043222i,-9.2716e-06-0.00025849i,0.00096735-4.661e-05i,0.0011965+0.00010093i
0.0011692-0.00052493i,0.0033331-0.0016676i,0.0033472-0.0022052i,0.0016161-0.0016846i,0.00085593-0.0003876i,0.0015423+0.00078086i,0.0017397-4.4956e-05i,0.0016795-0.00096153i,0.0015813+0.00011207i,0.0008219+0.0011462i,0.00028658+0.00098326i,0.00084673+0.00088107i,0.0011044+0.00087835i,0.00034376-0.00014467i,-0.0001854-0.0001981i,-0.00013321+0.00038151i,8.8944e-05+7.0069e-05i,-0.00032243-0.0001042i,-0.00065908+0.00015985i,-0.0007376+2.7048e-05i,-0.00054935-0.00028918i,-0.00037772+0.00023616i,-3.7591e-05+0.00016782i
0.00023098-0.0003274i,0.0010202-0.001211i,0.00042015-0.0018949i,-0.0001798-0.0015648i,-0.00063233-0.00028916i,-0.00069882+0.00067817i,0.0011518+0.00058793i,0.0016716-0.00056092i,0.00057033-0.0022634i,0.00028646-0.0019409i,0.00084175-0.00018968i,0.0012188-7.3944e-05i,0.0010214-0.00083143i,0.00027478-0.00091511i,8.3585e-05-0.0007252i,0.0010316-0.00067881i,0.00089446-0.00021141i,2.5259e-05+0.001027i,0.00029736+0.00097662i,-2.676e-05+0.0001398i,-7.9283e-05+1.7106e-05i,0.00026546-8.1102e-05i,-0.00027999-0.00026161i
0.0019193-0.0006129i,0.002338-0.00076398i,0.0018709-0.0023041i,0.00049463-0.0024602i,0.00029968-0.0012029i,0.00045689+7.3286e-05i,0.0014482+0.00016959i,0.0017372+9.5899e-05i,0.00069801+0.00033319i,0.00063177+0.00053644i,0.0010125+0.00045042i,0.0014237+0.00031845i,0.0011995+1.1696e-05i,0.00074693-0.00011391i,0.00052913-8.2085e-05i,0.00036949-0.00042292i,0.00057994-0.00096463i,0.00033004-0.00067174i,0.00011385+2.5212e-05i,0.00042177+7.0799e-06i,0.00011821+0.00026633i,-6.7132e-05+0.00083742i,-0.00012049+0.0006794i
-0.00030134-0.0011715i,0.0005374-0.0021349i,0.0010152-0.0026509i,0.0011449-0.0028144i,0.00081627-0.0015368i,0.0009295+0.00016097i,0.0020295+0.00055546i,0.0022345-0.00010251i,0.00077327-0.00087471i,-8.7612e-05-0.00081404i,-0.00016691-0.00045154i,0.00049006+0.00024768i,0.0012379+0.00079125i,0.00054435-0.0001783i,-0.00063036-0.00071957i,-0.00068036-0.00089346i,-0.00062503-0.00019069i,-0.0010502+0.00088919i,-0.00042379+0.00019118i,1.8046e-07-0.00089629i,-0.00024538-0.00081885i,-0.00060992-7.6625e-05i,6.284e-05+0.00021867i
0.0008275-0.0018058i,0.0020636-0.0025106i,0.0025694-0.0033888i,0.0013326-0.0028453i,0.00038875-0.00038269i,0.0013027+0.00098057i,0.0020931+6.9952e-05i,0.0020409-0.001528i,0.00070876-0.00093509i,0.00022769-0.00024626i,0.00048712+6.5074e-05i,0.00043838-8.493e-05i,0.00067564+0.00020479i,0.00053976+0.00014749i,0.00022433-0.00038737i,0.00056757-0.00030417i,0.00065071+3.0181e-05i,8.559e-05-0.00019384i,3.5801e-05-0.00023638i,0.00022633+0.0001045i,0.00018923+0.00033251i,-0.00022557+0.00052491i,0.00010312+0.00063044i
-0.00013129+0.0010096i,0.00042676+0.00097099i,0.0016454-0.00017363i,0.0012728-0.001448i,0.00027855-0.0011169i,0.00073273-0.00079285i,0.0012509-0.00025155i,0.001245-0.00013557i,0.0008657-9.7307e-05i,0.00028166+0.00079984i,0.00012704+0.00075821i,5.1668e-05-4.5082e-05i,0.00015735-0.00070883i,0.00053043-0.00079633i,0.0010616+0.00038809i,0.0010524+0.00089286i,0.00048499+0.00032334i,-3.7262e-05+8.585e-05i,-0.00030679-0.00026653i,-0.0011519-0.0011014i,-0.00063564-0.0014894i,0.00013368-0.0003611i,0.00061308+0.00077816i
-0.00030187-0.00085323i,-9.4065e-05-0.002281i,0.00029336-0.0023918i,0.00081971-0.0022945i,0.00097924-0.0013913i,0.00059957-0.00078209i,0.00087437-0.00023644i,0.0011954+0.00057186i,0.00078165+0.00090606i,-2.5535e-05+0.00058627i,-0.00030477-0.00019644i,1.5227e-05-0.00038374i,0.00019772-0.00061945i,0.00013183-0.001076i,0.00035891-0.00049433i,7.3277e-05-0.00035853i,-0.00055868-0.00063802i,-7.6221e-05-0.00019476i,0.00016565+8.2988e-05i,0.0002312-0.00010554i,0.00080882+3.4705e-05i,0.0006834-3.1907e-05i,0.00011362-0.00091913i
0.0016579-0.00068852i,0.002485-0.0001535i,0.0021474-0.00074102i,0.00085703-0.00092425i,-6.349e-05-0.0005309i,0.00033349+0.00017402i,0.0019424+0.00051392i,0.0022583+2.8631e-05i,0.0011697-0.00051553i,0.00092336-0.00037201i,0.00019679-4.2783e-05i,-0.00045966-0.00037508i,-0.00040341-0.00039169i,-0.00070738-0.00056369i,-2.044e-05-0.0013495i,0.0011197-0.00092235i,0.0010056+0.00038114i,0.00043957+0.00069943i,2.2992e-05-0.00013859i,-0.00013887-6.1836e-05i,8.2506e-06+0.00031191i,-0.00029768-0.00020165i,-8.0998e-05-0.00046318i
0.00020428+0.001055i,-0.00019172+0.00026873i,0.00095609-0.00063985i,0.00054331-0.00063379i,-8.7445e-05+0.00022915i,0.00080551+0.00016318i,0.0013622-0.00038791i,0.001256-0.00091073i,0.0002442-0.00070084i,-0.00063339-2.0272e-05i,0.00012465-0.00040988i,0.00040204-0.00075261i,0.00051685-0.00072977i,0.00053275-0.0005646i,4.0044e-05-0.00031047i,0.00036875-0.00043068i,0.00089783-0.00014867i,0.00022441-6.6759e-06i,-0.00012886-0.00047981i,0.00061102-0.0010069i,0.00065919-0.00054662i,-0.00044918-3.6328e-05i,-0.00053102+9.1219e-06i
0.00012409-0.00087518i,0.0010517-0.001239i,0.0017224-0.00082284i,0.0015371-0.00070889i,0.001302-0.00087404i,0.0016825-0.00052521i,0.0019694+0.00034677i,0.0012534+0.00087216i,-1.6472e-05+0.0011156i,-1.6549e-05+0.0012772i,0.0001802+0.0011237i,0.00037682+0.00071409i,0.0010454+0.00045923i,0.0012349+0.00046508i,0.00054923+0.00017017i,-0.0002982-0.00042257i,-0.00058298-0.0010518i,0.0001039-0.00052672i,0.00062429+8.2417e-05i,0.00055533-0.00042169i,0.00036811-0.001064i,0.00078989-0.00081569i,0.00064033-0.00028736i
0.00012431-0.00072948i,0.0012666-0.0012094i,0.0024192-0.0026427i,0.0012647-0.0034615i,-0.00081113-0.0018997i,-0.00046383+0.00031208i,0.0015126+0.00045049i,0.001886-0.00018511i,0.0010904-9.6232e-05i,0.00066155+0.00033193i,0.00043543+0.00013325i,0.0003952-0.00074485i,0.00028408-0.00055936i,4.3806e-05+1.5244e-05i,0.00011388-0.0004668i,0.00048504-0.00087504i,-3.7998e-05-0.00024117i,-0.00056659-4.2113e-05i,1.5986e-05+0.00013926i,0.00011853+0.00031029i,-0.00067484+2.2474e-05i,-0.00073974+0.00016169i,-0.00012344+0.00063458i
0.00012643-8.6255e-07i,-0.00020245-0.00088765i,-0.00038366-0.0013406i,-0.00051594-0.00070356i,-0.00056211+0.00038027i,0.0007504+0.00088635i,0.0015593-0.00025262i,0.0012736-0.0017855i,0.00075872-0.0015872i,0.00034079-0.00072439i,0.00021878+2.285e-05i,1.3706e-05-7.0724e-05i,-0.00028808-0.00061033i,-0.00097695-0.00018889i,-0.0001484+0.00040589i,0.00053293+0.00048053i,0.0003936+0.00049391i,-8.7581e-05+0.00022288i,-0.0003077-0.00027683i,9.1046e-05-0.00026975i,-0.00044889-0.00050981i,-0.0007971-0.00082506i,-7.2461e-05-0.00064738i
0.0011398-0.00082517i,0.0017323-0.0020634i,0.0022661-0.0024834i,0.0023245-0.0014475i,0.0014611-1.5786e-06i,0.0017838+0.00053581i,0.0028597-0.00059531i,0.0015608-0.00087187i,-0.00019075-0.00026583i,2.7323e-05+0.00058451i,0.00020167+0.00083753i,0.00071525-0.00013324i,0.00067911-0.00052816i,-0.00042862-0.00056604i,-0.00063214-0.0003067i,5.4871e-06-0.00016268i,-0.00019512+0.00032783i,-0.00070428+0.00091798i,-0.00053114+0.00027456i,-0.00030243-0.00031773i,-0.00029705-0.00053645i,0.00042063+2.5566e-05i,0.0001232+0.00075357i
0.00022573-0.0012487i,0.0010504-0.0015856i,0.0019159-0.00090931i,0.0019459-0.00081545i,0.00075802-0.00028756i,0.0021071+0.00083482i,0.0033852+0.00046651i,0.0029044-0.00080289i,0.0010716-0.00064709i,-0.0001131+0.00030949i,0.00018605+0.00059468i,0.00017675+7.2323e-05i,0.00054966-0.00026931i,0.00098404+0.00027138i,0.00080878+0.00021966i,0.0010699+0.00030663i,0.00087895+0.00037577i,0.00061875-0.00096584i,0.0013022-0.0012208i,0.0012517-0.0002512i,0.00014876-0.00067338i,-0.00031407-0.00079686i,0.00025557-0.00024101i
-0.0013117-3.4259e-05i,0.00018616-0.00077881i,0.00054393-0.0018773i,-0.00042904-0.002043i,-0.0014166-0.0012366i,-0.00084254+0.00016239i,0.001253-0.00021376i,0.0016418-0.0010731i,0.00038027-0.00046154i,-0.00011895+0.00092638i,0.00019364+0.0016537i,8.8183e-05+0.0007132i,-0.0004423-0.00010542i,-0.00039867+0.00021944i,-0.00062397-0.00034489i,-0.00099042-0.00062247i,-0.0011951-0.00021771i,-8.5851e-05-0.00048044i,0.00080831-0.00065721i,-4.7401e-05-0.00052598i,-0.00021105-0.0006132i,0.00019898-0.00016679i,-0.00017493+0.0004189i
9.8772e-05-0.00060507i,0.00022744-0.0014355i,0.00038079-0.00201i,0.0004122-0.0015434i,0.0013218-0.00017167i,0.0021408+0.0011892i,0.0027682+0.00089243i,0.0024729-0.00061909i,0.001062-0.00067707i,0.00067061+0.00036714i,0.00058945+0.00016148i,9.0618e-05-0.00045016i,0.00049006-0.00043567i,0.00084845+0.00014929i,0.00069893+0.00070283i,0.00023408+0.00050448i,1.8126e-05+0.00063564i,0.00043248+0.00043673i,0.00095044-0.00023077i,0.00069006-0.00016252i,0.00075986-0.00031224i,0.00061578-0.00013469i,0.00040342-0.00031596i
0.00070873+1.2191e-05i,0.0012798-0.001411i,0.0017838-0.0017035i,0.0014112-0.00078544i,0.00088745+0.00023574i,0.0021379+0.0011634i,0.0024638+0.00079586i,0.0012118+7.6094e-06i,0.00049279+0.00022166i,0.00024793+0.00052465i,0.00062393-2.6333e-05i,0.0006434-0.00053274i,0.00016871-0.00077919i,0.00028589-0.00052995i,0.00083784-1.356e-05i,0.0008811-0.00015922i,0.00064929+0.00056563i,1.0632e-05+0.000777i,-0.00026077+4.3752e-05i,6.503e-06-0.00045657i,-0.000104-0.00079307i,0.00010549-0.00055425i,0.00012759+0.00033537i
-0.00026803-0.00063287i,0.00028949-0.00087812i,0.00097931-0.0012463i,0.00082644-0.0013846i,0.00019711-0.00048214i,0.0015724+0.0006503i,0.0026481+0.00037818i,0.0019154-0.00045478i,0.00077337-0.00060447i,-0.00047204+0.00020158i,-0.00051869+0.00048387i,-1.2089e-05+9.8433e-05i,0.00025392+0.00020084i,0.00046685+0.00016643i,0.00014298+0.00010346i,-0.00059783+2.351e-05i,-0.0011271+0.00010319i,-0.00030738+0.00029239i,0.00065301-0.00036984i,0.0002975-0.00082994i,-0.00043606-0.00096932i,0.0001512-0.0010234i,0.00048904-0.00027716i
-0.00074759-0.00028717i,0.00052147-0.0013853i,0.0016192-0.0032238i,0.0017293-0.0032072i,0.00098067-0.0004365i,0.0013761+0.0010799i,0.0024378+6.9183e-05i,0.0016956-0.0014165i,0.00038224-0.0017747i,-0.00010059-0.00089883i,-5.9959e-05+1.6739e-05i,-0.00022162-3.4981e-05i,0.00061823-0.00068505i,0.0012543-0.00054955i,0.00038452-0.00044455i,-0.00038299-0.00070138i,1.041e-06+0.0001362i,0.0008805+0.0007647i,0.0010274+0.00049946i,-8.5067e-05-0.00037973i,-0.00076226-0.00070812i,-0.00015577+0.00041504i,-1.7954e-05+0.00081778i
-0.00062473-0.0016134i,0.00033237-0.0018722i,0.0012924-0.002257i,0.0011267-0.0032427i,0.00039924-0.0018945i,0.00093247+0.00040484i,0.0017564+0.00045178i,0.0018156-0.00035703i,0.00092209-1.8586e-05i,0.00075019+0.00081514i,0.00092535+0.00078503i,0.00064462+0.00014007i,0.00042458-5.3828e-05i,-0.0001259+0.00026343i,-0.00045017+3.7395e-05i,8.8118e-05-0.0005861i,0.00040256-0.00027367i,0.0001954+0.00053506i,0.00028337+0.0004409i,0.00039679+0.00012506i,-1.857e-05-0.00035631i,0.00032657-0.000315i,0.00083332+0.0003642i
9.398e-05+0.00092147i,0.00087943+9.2599e-06i,0.0019875-0.001233i,0.001794-0.0015449i,0.0003657+0.00014191i,-0.00013509+0.0011188i,-9.9333e-06+0.00043255i,7.1244e-05-5.3805e-05i,-2.8469e-05-0.00022727i,0.00022126-0.00013254i,0.00029752+0.00063082i,9.4481e-05+0.0013353i,0.00087262+0.00087395i,0.0010637+0.00012415i,0.00082424+9.0366e-05i,0.0012923-0.00035831i,0.00089488-0.00086384i,-0.00046278-0.00087283i,-0.00078134-0.0010874i,-0.00068842-0.00082006i,-0.00019802-0.00025775i,0.00035506+0.00023138i,-0.00015947-2.9652e-06i
0.0002262+0.00064742i,0.00041283+0.00016812i,0.0014557-0.00048452i,0.0022733-0.0001658i,0.0021557-0.0002697i,0.0017397-4.8566e-05i,0.0021684+0.00030304i,0.0019977+1.535e-05i,0.00048914+0.00026076i,-0.00035139+0.00055414i,-0.00033746-0.00046868i,-0.00026085-0.00094639i,-0.00024054-0.00051882i,-0.00035653-4.9923e-05i,0.00059621-0.00034802i,0.0013238-0.00075647i,0.00037585-0.0010309i,-0.00013521-0.00067339i,0.00033532+0.00011237i,0.0003687-0.00025315i,0.0002425-0.00066396i,0.00039264-0.00019489i,0.0008401-0.00058449i
0.0010229-0.00074232i,0.0015731-0.0025834i,0.001883-0.0025071i,0.0014531-0.0014839i,0.0015987-0.0014465i,0.0016669-0.00054434i,0.0014148+0.00015254i,0.00083773-0.00039614i,-0.00065065-0.00082725i,-0.00073893-0.0006718i,0.00026346+9.0774e-06i,0.0002888+0.00022267i,0.00024503-0.00059572i,-5.1451e-05-0.0013264i,4.3104e-05-0.00045495i,0.00087834+0.00058368i,0.001122-0.00012061i,0.0013947-0.00018031i,0.0014393+0.00029406i,0.00085272-0.00030751i,-0.00017017-0.0012664i,-0.00032846-0.00071731i,-0.00043897+0.00015936i
-0.00053208-0.0014831i,0.00093639-0.0019983i,0.002004-0.0026138i,0.0016227-0.0020324i,0.00074971-0.00060007i,0.0021014+0.0004029i,0.0030825+0.00066525i,0.001707-0.00022788i,0.00047481-0.00073506i,2.9039e-05-0.00037021i,0.00029056-0.00033026i,0.001132+0.00028942i,0.0011309+0.00048239i,0.00044169+0.00067756i,-0.00054891+0.00085202i,-0.00092142+0.00015086i,-0.0008862-0.00011275i,-0.00074154+0.00036867i,-0.00018548+0.00034905i,-0.00010274-0.00034438i,-0.00012009-0.00096873i,-0.00077763-0.00057143i,-0.00091322+0.00022264i
0.00053986-0.0013923i,0.0017556-0.001834i,0.0027645-0.001567i,0.0014948-0.0018904i,-0.00065572-0.0010194i,0.00039394+0.00046493i,0.0021235+0.00066733i,0.0014546+9.7998e-05i,0.00037906+0.00013602i,0.00058604+0.00029462i,0.0010133+3.1132e-05i,0.00084439+0.00078427i,0.00030292+0.0010473i,-0.0001324+0.00029713i,-0.00072071-0.00010754i,-0.00043588+0.00016323i,0.00046765-0.00011887i,0.00034684-0.00058166i,-2.1353e-05-0.0003279i,3.8154e-05-0.00058836i,4.4801e-05-0.0012333i,-0.00049417-0.00090086i,-0.00047031-0.00037143i
0.0016956+0.00060665i,0.0019216-0.00020286i,0.0023914-0.0024829i,0.0021274-0.0028917i,0.00044312-0.0016459i,-0.00016772-0.00035024i,0.0012468+0.00043446i,0.0018986+0.00033112i,0.0010768+0.00027416i,0.00068547+7.9828e-05i,0.00049539-0.00016491i,0.00043777+0.00031086i,0.0008939+0.0010092i,0.0011795+0.0010772i,0.0010756+0.0010038i,0.00059078+0.00073558i,-0.00023173+0.00039478i,-0.00039424+0.00056141i,-0.00062301+0.00025266i,-0.00093486-0.00032438i,-0.00047103-0.00027153i,-0.00011698+0.00072976i,0.00012325+0.00097361i
0.0020054-0.00026128i,0.0021878-0.001701i,0.0030459-0.0032003i,0.0031796-0.003551i,0.0017711-0.0019319i,0.001147+0.00089966i,0.0016243+0.0017849i,0.0014762+0.00051109i,0.0014344+0.00012848i,0.0015838+0.00035734i,0.00095769-0.0002636i,0.00062349-0.00051474i,0.0007948-2.2482e-05i,0.00066843+6.52e-05i,0.0004067+8.0776e-05i,9.9958e-05+0.00088052i,-0.0001144+0.00080307i,-0.00043991+0.00065764i,-0.00041687+0.00078322i,-0.00045076-0.00011603i,-0.0011514+4.5639e-05i,-0.0012673+0.0002043i,-0.00066664-0.00055799i
0.0015732+0.00085833i,0.0027523+0.0013118i,0.0032345+0.00036124i,0.0021996-0.00063769i,0.00077442-0.00046973i,0.0012211-0.00065636i,0.0017952-0.00034038i,0.0012883-8.3399e-05i,0.00066271-0.00060674i,0.0001002-0.00039427i,-0.00025653-0.00012583i,-0.00031644-0.00032394i,-8.1197e-05-0.00059643i,0.00039602-0.00018418i,0.00036607+0.00049205i,0.00047407+0.00013979i,0.0010375+0.00017024i,0.00063721+0.0004434i,-5.7325e-05+0.0001924i,6.0911e-05-0.00041219i,0.00019093-0.00057238i,0.00041467-1.6165e-05i,0.00075727+0.00019336i
-3.1569e-05+0.00016203i,0.0013503-0.00021321i,0.0038062-0.0011286i,0.0036163-0.0019118i,0.00077663-0.0015741i,-0.00031154-0.00041764i,0.0010576+0.00068803i,0.0015045+0.0009046i,0.00065825+0.00030872i,0.00051639-0.00018752i,0.00059216-0.00010743i,0.0004621-0.00017487i,0.0003157-5.1358e-05i,0.00015933+0.00026953i,-0.00024688+0.00044029i,-7.1666e-05+0.00081452i,-5.6455e-05+0.00093246i,-0.000449+0.00014513i,7.9866e-05-0.00012543i,0.00044613-0.00031159i,5.448e-05-0.00013382i,-0.0003882+0.0004626i,0.00010638-0.00020246i
0.0018437-0.00025038i,0.0014891-0.00081192i,0.0014046-0.001285i,0.00068671-0.0017191i,0.00085898-0.00075079i,0.00044109+0.00040562i,0.00072209+0.00032856i,0.0016986-0.00081865i,0.0013562-0.0009438i,0.00086029-0.00022868i,0.0007457+0.00030283i,0.00027467+0.00043903i,-9.9179e-05-4.8086e-05i,-0.00046259-0.00020113i,-3.6796e-05+0.00048287i,0.00041163+0.00037709i,0.00019472+0.00010269i,0.00026419+0.00035214i,-0.00011803-5.6372e-05i,-0.00014528-0.00020212i,-0.00058514-0.0001413i,-0.0011709-0.00030406i,-0.0012061-0.0001941i
-0.00041369+0.00024588i,0.00029324-0.0015468i,0.00083788-0.0020108i,0.00039635-0.0018419i,-0.00033056-0.0011553i,0.00057802-0.00024787i,0.0016552-0.00015967i,0.00095738-0.00071173i,0.00065404-0.0013836i,0.00071062-0.00031419i,0.00064186+0.0002611i,0.00080333-0.00026674i,0.00075864-0.00021722i,0.0012657+0.00019729i,0.0010201+0.00033413i,-0.00040951-1.8818e-06i,-0.0011446+1.2401e-05i,-0.00032923+0.00038063i,4.1232e-06+0.00054264i,5.5494e-05+0.00019487i,0.00029241+2.8787e-05i,-2.5662e-05+0.0002841i,-0.00025457+0.0003186i
-0.0012201-0.0019207i,9.938e-05-0.0021771i,0.00091878-0.0021729i,0.00088236-0.0017252i,-9.8889e-05-0.00036191i,0.00040994+0.00036652i,0.0013128-8.4652e-05i,0.00084019-0.0010882i,-0.0001272-0.0010353i,-0.00054186-0.00022514i,-0.00055959+0.00048758i,0.00027737+0.00052432i,0.0011363-1.5357e-05i,0.0007752-0.00064604i,0.00036762-0.00075586i,0.00029227-0.00059865i,-0.00020708-0.00030953i,-0.00013529+0.00030104i,-4.6732e-05+0.00031227i,-0.00051126+8.1574e-06i,-0.00032556+0.0010102i,0.000273+0.0013686i,0.00042954+0.001032i
0.0016734+5.4353e-05i,0.0022777-0.00061847i,0.0032491-0.0016243i,0.0024429-0.0019338i,2.1842e-05-0.0014536i,-0.00043737+4.4115e-05i,0.00083272+0.00089162i,0.001959+2.9221e-05i,0.002472-8.5723e-05i,0.0014679-0.00033222i,0.00056022-0.00061825i,0.00049715-0.00016424i,0.00057721-6.1523e-05i,0.00048181+0.00046621i,0.00078796+0.00031313i,0.0013422-0.00019495i,0.0011066+0.00031838i,0.00047371+0.00067449i,0.00020118+7.6093e-05i,-0.00017157-0.00075897i,-0.00088346-0.001284i,-0.0010374-0.0009873i,-0.00071608-0.00061478i
-0.00069628-0.00066418i,0.0010747-0.0011255i,0.0024097-0.0019344i,0.0020951-0.0023463i,0.0018974-0.0015509i,0.0020596+0.00010098i,0.0029874+0.0002288i,0.003045-0.00057004i,0.00099825-0.00070429i,-0.00028271-0.00021604i,0.0004687-0.00024157i,0.00087724-0.00020474i,0.00073318-5.8627e-05i,0.0010914-0.00014396i,0.00071967+7.8191e-05i,0.00036229-9.9279e-06i,0.00038334-0.00040847i,0.00038151+0.00013057i,0.00014505+0.0004574i,0.00022099+0.0002875i,5.5459e-05+9.4682e-05i,-0.00048991+0.00017772i,-6.7352e-05+2.5375e-05i
-0.00031365+0.00048248i,-0.00074661+0.00011905i,0.00079444-0.00036839i,0.0013139-0.00055001i,0.00069802-0.00054892i,0.00069851-0.00019127i,0.00099818+0.0004437i,0.0010926+0.00041353i,0.00084974+0.00043202i,0.0010693+0.00059206i,0.0014488+0.00031874i,0.00085362-0.00028959i,0.00024792-0.00043195i,0.00057806-0.00039545i,0.00047491+8.8776e-05i,0.00057044+0.00081541i,0.00053379+0.0007231i,-0.00082976-0.00016751i,-0.00084434-0.00082886i,-0.00010016-0.0013833i,5.6125e-05-0.00088033i,-0.00034656+2.6706e-05i,-7.8544e-05+0.000623i
0.0011738+0.0020487i,0.0027196+0.0010205i,0.0029955-0.00024231i,0.0025249-0.0010994i,0.0012598-0.0017888i,0.00054025-0.0011957i,0.00032045+5.6431e-05i,1.829e-05-2.8255e-05i,0.00033332-0.0004261i,0.0008653+0.00020734i,0.0010205+0.00046271i,0.0009176+0.0001297i,0.00010988+0.00037904i,-0.00030216+0.00025857i,0.00011118-0.00038673i,0.00039286-0.00056623i,0.00054307-0.00047265i,0.00092154-0.00026602i,0.00067359-0.00088979i,-0.00031499-0.00077706i,-0.00051496+6.2508e-05i,-0.00054421+0.00034608i,-0.00081725+8.5599e-05i
0.0011088+0.00031389i,0.00098741-0.00052547i,0.0013153-0.00085026i,0.00066964-0.00067638i,0.0005421-0.00054451i,0.0010943-0.0010765i,0.0010382-0.00095146i,0.0007009-0.00042042i,0.00032589+0.00014988i,0.00032369+0.00044657i,-0.00010099-7.5891e-05i,-0.00032722-0.00023672i,0.00018055-0.00038961i,-0.00020137+7.95e-05i,-0.0005667+0.00060623i,0.00021462+0.00028326i,0.00058708-0.0003207i,0.00050848-9.0212e-05i,0.00097685+0.00061284i,0.00093439-4.9579e-06i,0.00081083-0.00064978i,0.00072514-0.00044148i,0.00039976-0.00044695i
