-0.0028165+4.6682e-05i,-0.0036127-0.00098215i,-0.0046922-0.0011209i,-0.0037538+0.00021169i,-0.0029176+0.00083891i,-0.0029698+0.0013284i,-0.0022298+0.0014312i,-5.8163e-05+0.0016194i,0.001183+0.0013545i,0.0017883+0.00035247i,0.0023042-0.00021193i,0.00085116-0.00030069i,-9.731e-05-0.00068237i,9.4585e-05-0.00010643i,-0.00032306-0.00011618i,-0.0010972-0.00031619i,-0.001852-9.0995e-05i,-0.0011157-0.00018291i,-4.8774e-05-0.00043929i,-5.2431e-05-9.2471e-05i,-0.0001865-0.00010962i,-0.00035904-0.00018854i,-8.7191e-05+8.8136e-05i
0.0014598-1.3643e-06i,0.0010184-0.00067251i,0.00080879-0.0013876i,-0.00013053-0.0012024i,-0.0017212-0.0016824i,-0.0032667-0.0011834i,-0.0025579-0.00041762i,-0.00049379+0.00040792i,0.00066678+0.00050914i,0.00053673-0.00012521i,-0.00034745-0.00066546i,-0.00051738-0.00063557i,-0.00064488-3.499e-05i,-0.00088293-4.264e-05i,-0.00083142-0.00066412i,-0.00047702-7.4522e-05i,-0.00012172+0.00068089i,-0.00017908+0.00011092i,0.00030638-9.456e-05i,0.00094246+0.00029429i,0.00059713+0.00033146i,-0.00016754-0.00037053i,-2.0083e-05-0.00064925i
-0.00017412+0.0024716i,0.00032477+0.0026041i,0.00029228+0.0023218i,-0.00036466+0.00042316i,-0.00027811-0.0011618i,-0.00014885-0.0011038i,-0.00026619-0.0004615i,6.6363e-05+7.96e-05i,2.3739e-06+0.00019256i,-3.7013e-05-0.00017443i,0.00019333-0.00057296i,-5.3245e-05-0.0010134i,-0.00056608-0.0010832i,-0.00074232-0.00042223i,-0.00060341-0.00014535i,-0.00051117-0.00028205i,-1.2115e-05-0.00027738i,0.00010476-0.00036408i,0.00010608+9.2403e-05i,-3.7163e-05+0.00034601i,0.00039097-4.8233e-05i,0.00077176-0.00072052i,0.00081187-0.00019736i
0.00056263+0.001287i,0.00048968+0.0017604i,0.00043718+0.0016638i,0.00041531+0.0007201i,-0.00035299-0.00074452i,-0.0012436-0.00088993i,-0.00077747-0.0002693i,-0.00037187+0.00057766i,3.5651e-05+0.00062645i,0.00041964-0.00035484i,0.0003833-0.0010691i,0.00031489-0.00091949i,0.00064293-0.00016547i,0.00062769-7.7899e-05i,0.00026284+8.0037e-05i,-0.00055908+0.00044115i,-0.001188-0.00029944i,-0.0010667-0.00077824i,-0.00046242-0.00095402i,0.00022007-0.00078011i,0.00040879-0.00048323i,-2.2974e-06-0.00060233i,0.00017466-0.00076703i
0.00079641-0.002285i,0.00029215-0.0016587i,-0.0009802-0.0017222i,-0.0028524-0.0013457i,-0.0035567-0.00092757i,-0.0025138-0.00085077i,-0.00091456-1.6714e-05i,7.9563e-05-0.00019255i,0.00027312-0.00078772i,-4.884e-05-0.0006316i,-0.00021546-0.00023512i,-0.00033691-4.2026e-05i,-0.0003901-0.00069599i,-8.0827e-05-0.00099295i,-0.00037755-2.7849e-05i,-0.00053045+0.00021478i,0.0004015+0.0001662i,0.00048051-3.8436e-05i,-2.8421e-07-0.00051643i,-0.00010423-0.00010944i,-9.1345e-05+4.9679e-05i,-0.00027986-0.00017362i,-0.00043769-0.00034616i
-0.00064856+0.00062602i,-0.0011266+0.00046518i,-0.00073242+0.00053587i,-0.0010099-0.00075104i,-0.0016446-0.0018724i,-0.0019016-0.0021499i,-0.0013089-0.0010998i,-0.00027494+0.00035081i,0.00049961+0.001008i,0.00065218+0.00086941i,0.00078772+0.00059167i,0.00046372+0.00018373i,-5.3853e-05+4.0123e-05i,-0.00045798-0.00022757i,-8.7102e-06-0.0011618i,0.00038114-0.00081171i,1.6346e-05+0.00056638i,-0.00060636+0.00089115i,-0.00088306+0.00020304i,-0.00045114-0.00047662i,5.4946e-05-0.00018981i,0.00075288+0.00063475i,0.00034044+0.00098786i
0.00017014+0.00037483i,-0.00026298+7.5795e-05i,6.9695e-05-0.00064043i,0.0005484-0.00072424i,-0.00044665-0.00090121i,-0.0014417-0.0011325i,-0.00055655-0.00066296i,1.4366e-05-0.00059776i,-0.00036214-0.00033357i,-0.00034373-2.9051e-06i,0.00012411-0.00022062i,0.00037538+2.9397e-05i,0.00043439+0.00022202i,-4.2486e-06+0.00021405i,-0.00062272+0.00056218i,-0.0010228+0.00050211i,-0.001008+1.3303e-05i,-0.000487-0.00012881i,-0.00014176+0.00035611i,-0.0003347+0.00047567i,-0.00064471+0.00034638i,-0.00076173+0.00058915i,-0.00011276+5.1008e-05i
-0.0029245+0.00083348i,-0.0026623+0.00062477i,-0.0017278+0.0017948i,-0.00075298+0.0018351i,-0.00075269+0.00067005i,-0.0010744-0.00090987i,-0.00044138-0.0010475i,-0.00035409+7.4668e-05i,-0.00061607+0.0011693i,-0.00028714+0.0010528i,0.00047537+0.0003986i,0.00023111-0.00021002i,-3.6156e-05-0.00056346i,8.1743e-05-0.00033187i,-0.000355-0.00029076i,8.1338e-05-0.00042874i,5.379e-05-0.000385i,-0.00036011+0.00022204i,-0.00025118+0.00042936i,0.00016342+0.00032685i,0.00036218+0.0010113i,-0.00013714+0.0011826i,-0.00034007+0.00053534i
-0.00041405-0.0019419i,-0.00079761-0.0018344i,-0.001884-0.0020517i,-0.0024577-0.0021748i,-0.0028655-0.0014497i,-0.0025385-0.0015454i,-0.00079428-0.0012184i,0.00029131-0.00058753i,-0.00030869+5.6411e-05i,-0.00086525+0.0010415i,-0.00072618+0.0014705i,-0.00091699+0.0011343i,-0.00098683+0.00034058i,-0.00021474-0.0003404i,1.6908e-05+0.0001279i,0.00010033+0.00064773i,3.188e-05+6.5749e-05i,-0.00024474+0.00016627i,-0.00035375+0.00055817i,0.00013454+0.00024312i,0.00012868+0.00060453i,-0.0004616+0.00088703i,-4.0008e-06+0.00064877i
8.8827e-06+0.00070403i,6.2441e-05+0.00052729i,-0.00064502+0.00031418i,-0.0012299-0.00055478i,-0.0015805-0.0017357i,-0.0020631-0.0015619i,-0.0010409-0.00075842i,6.8856e-05-0.00015601i,0.00010428+0.0005053i,-2.6265e-05+0.00032418i,-0.00053881-0.00038081i,-0.00048512-0.00040022i,-8.5211e-05+0.00021163i,-0.00050494+0.00075946i,-6.0054e-06+0.00043617i,0.00014057+0.00074672i,-0.00034901+0.0012735i,-0.00038945+0.00088276i,-0.00059944-0.00058042i,-0.00058428-9.9423e-05i,-0.0011574+0.0013735i,-0.0014023+0.00058174i,-0.00103+3.6683e-05i
0.00067875+0.0013595i,0.0014796+6.5473e-05i,0.0010425-0.0012547i,-0.00034155-0.0012769i,-0.0010086-0.0014137i,-0.0013559-0.00095641i,-0.001465+5.2437e-05i,-0.00086761+0.00035003i,0.00011299-0.00043547i,0.00047248-0.0010233i,0.00042974-0.00041931i,-0.00043295-2.5043e-05i,-0.0010523+0.00012755i,-0.00054096+0.00077226i,-0.00020971+0.00096563i,-0.00043083+0.00080081i,-0.00028876+0.00075361i,0.00029142+0.00011015i,0.00015839-0.00039817i,-1.6117e-05-0.0011727i,-0.00056303-0.0012472i,-0.00071027-0.00051039i,-0.00056354+5.0814e-05i
0.0012629+0.00031909i,0.00065598-0.00040115i,0.0003974-0.00090644i,-0.00043638-0.001782i,-0.00078525-0.0025493i,-0.0007961-0.00077217i,-0.001435+0.00064833i,-0.0010726+0.00072441i,-0.00023507-9.5697e-06i,-0.0003109-0.00062769i,-0.0010764-0.00023473i,-0.0012472-0.00025035i,-0.00054616-0.00014787i,-0.00044753-0.00016548i,-0.00030456-0.00011425i,0.00050865+0.00059553i,0.0004055+0.00039169i,-0.00022853+0.00015251i,-0.00027885+0.00039246i,-0.00022566+0.00016571i,-0.00073401+0.00050721i,-0.00081344-0.00013765i,-6.319e-05-0.00056322i
-0.00051045-0.0020873i,-0.00093145-0.0018111i,-0.0025026-0.0017234i,-0.0031663-0.0011096i,-0.0017929-0.00084501i,-0.0013152+0.00037727i,-0.0008693+0.00043525i,-9.3302e-05-0.00038468i,-0.00033771-0.00088434i,-0.00062262-0.0010969i,-0.0014943-0.00020679i,-0.0014381+0.00015377i,-1.3017e-06+0.00050551i,0.00054615+0.00055259i,0.00014338-0.000366i,-4.0171e-05-0.0005768i,0.00057723+0.00097845i,0.00081816+0.0015074i,0.00030106+0.00043315i,6.9216e-05-0.0001211i,-0.00029106+8.8627e-05i,-0.00077199+0.00048481i,-0.00057052+0.00053991i
-0.00093137+0.00029705i,-0.0007603+0.0013617i,-0.00096676+0.0012108i,-0.0011265+0.00071818i,-0.0014433+0.00039054i,-0.0014929-1.2646e-05i,-0.0013005-0.00036034i,-0.0011492-0.00036187i,-0.00042989+0.00016906i,-0.00038686+0.0002807i,-0.00086216+8.7727e-05i,-0.00022714-0.00048328i,0.00092429-0.00085943i,0.00087587-0.00091313i,0.00033409-0.0009356i,0.00027557-0.00018755i,0.00028146+0.0013277i,-7.8836e-05+0.0011575i,-0.00017321+6.7742e-05i,-2.5608e-05+0.00010165i,-0.00011807+0.00058727i,-0.00029902+0.00038949i,-1.8276e-05-0.00067679i
-0.0021924-0.0019763i,-0.0018194-0.0017838i,-0.0024347-0.0011185i,-0.0027204-0.00072062i,-0.0020467-0.00070861i,-0.00066065-0.00028872i,-0.00041333-0.0001122i,-0.00055779-5.6499e-05i,-0.00019591-0.00023407i,0.00039661+0.00014407i,0.00026151+0.0004166i,-5.1268e-07+0.00012667i,0.00049518-6.7441e-05i,0.0013313+6.6255e-06i,0.0013752+0.00016517i,0.00069895-0.00030452i,0.00037765-0.00017268i,6.6246e-05-0.00018624i,-0.00072096-5.6825e-05i,-0.0012224-0.00034548i,-0.00084146-0.00087363i,-0.0010251-0.00033693i,-0.0016173+0.00047171i
-0.0010247-0.00097964i,-0.00089993-0.0010901i,-0.0016805-0.0010419i,-0.0024232-0.00065412i,-0.0017871+0.0002873i,-0.0012437+0.0014552i,-0.00085992+0.0012779i,-0.00024718+0.00094194i,-0.00025297+0.00040693i,-5.8364e-05-0.000131i,0.0002335+0.00034269i,0.00012942+0.00066026i,-0.00019715+0.000675i,-0.00077239+0.00087373i,-0.00094858+0.00020101i,-0.00050661-0.0002366i,-0.00064802-0.00011996i,-0.00058995-0.00038146i,-0.00013143-0.0007759i,-6.1274e-05-0.0006646i,0.00017628-0.00026393i,0.00052115+5.728e-05i,0.00059287+0.00029986i
-0.0004557-0.00082078i,-0.00068913-0.00014187i,-0.0014517+0.00039128i,-0.0013414-0.00040896i,-0.0012599-0.0012332i,-0.0012086-0.0010818i,-0.0013022-0.00037053i,-0.0014509+0.00046398i,-0.00060539+0.00040459i,-8.8423e-05-7.5032e-05i,-0.00054239-0.00071465i,-0.0004742-0.00059816i,0.00016272-0.00069617i,0.00067697-0.0011194i,0.00013054-0.00018152i,-0.00021612+0.00011308i,-0.00015354-0.00054125i,0.00025953-0.00026743i,0.00044699+0.00051686i,1.3618e-05+8.5863e-05i,-3.2959e-05+8.1254e-05i,-0.00050943+0.00031515i,-0.00071994-0.00041023i
-0.00032742+0.0015276i,-2.1905e-05+0.00097404i,-6.6969e-05+0.00065882i,-0.0006596+1.8477e-05i,-0.00098942-0.00096075i,-0.0010349-0.00066966i,-0.0010183+0.00070923i,-0.00043371+0.00075478i,-0.00035149+0.00036949i,-0.00025451-8.6682e-05i,0.00016597-0.00040468i,0.00015267-0.00094045i,0.0005682-0.0012007i,0.00046445-0.00075613i,0.00051772-0.00053105i,0.00038799-8.2002e-05i,0.0001918+0.0002465i,0.00046422+0.00096379i,0.00067164+0.0013797i,0.0011044+0.0005122i,0.00072749-0.00015901i,0.00044324-0.00027179i,-0.00019615-0.00026291i
-0.0015249-0.00073235i,-0.00064071-0.0013537i,-0.0009236-0.00036025i,-0.0018397-0.00016378i,-0.002229-0.00055183i,-0.0018914-0.0010796i,-0.00044368-0.00052468i,-0.00023785-9.7685e-05i,-0.00096236-0.00095613i,-0.00028185-0.00010552i,0.00035529+0.00066237i,0.00012367+0.00014124i,0.00038769+0.00020009i,0.00065753+0.00043724i,0.0005309-8.3625e-06i,0.00010394-0.00012808i,-0.00047502+0.00023525i,-0.00042809+0.00026327i,-0.00039547+0.00032089i,9.4576e-05+0.00037889i,0.00061347+1.5038e-05i,0.0010673-0.00026219i,0.00071391+0.00017198i
0.00065567-9.8157e-05i,0.0004545+0.00054074i,-0.00059084-8.6426e-05i,-0.0015016-0.00093633i,-0.001824-0.00091843i,-0.0015347-7.2855e-05i,-0.00068984+0.0010319i,-0.00038034+0.0010401i,-0.00073651+0.0010964i,-0.00090649+0.0012906i,-0.00082764+0.00016068i,-0.00042318-0.00041255i,0.00015028-0.00019989i,0.00045972-0.00073497i,-0.00030934-0.0006895i,-0.00075057-0.00010662i,-0.00031153+0.00010708i,-2.8313e-05+0.0002614i,2.0153e-05+0.00024736i,0.00041008+0.00075258i,0.00057969+0.00085119i,0.00048264-7.767e-05i,0.00082352-0.00013028i
-0.0015609-0.0005462i,-0.00166-0.00054968i,-0.0016467-0.00071279i,-0.00089246-0.00081188i,-0.00099951-0.0011051i,-0.0011285-0.001744i,-0.00034681-0.0010316i,-0.00027448+0.00034691i,-0.0011705+0.00084296i,-0.00096817+0.00067774i,-0.00013662-0.0002203i,0.00033841-0.00031643i,-5.7135e-05+0.00074354i,-4.99e-05+0.00083314i,5.0628e-05+0.00013142i,0.00012383-0.00011934i,0.00048415-0.00036568i,0.0006506-0.00016225i,0.00019824+0.0006147i,-3.4273e-05+7.482e-05i,0.0001368-0.00043276i,0.00027239-4.1486e-05i,2.7183e-05+0.00055598i
-0.00037731-0.00040583i,0.000151-0.00038795i,-0.00083536+0.00023193i,-0.0021139+0.00013524i,-0.0020441-0.00022249i,-0.001498-0.00086339i,-0.0012755-0.00063439i,-0.0003833-0.00034654i,0.00018407-0.00027147i,0.00016364+0.00030605i,0.00041776+0.00051338i,0.00037324+0.00052537i,0.00011507+0.00092371i,0.00034415+0.00070205i,0.00041882-0.0001441i,0.00033167-0.00035184i,0.00033577+0.00015891i,-0.0004566-0.00053357i,-0.00041414-0.00074707i,-0.0003008+0.0001379i,-0.0002073+0.00010014i,0.00041139-0.00010966i,0.00030683+0.00011937i
-0.00066278+0.00052887i,-0.00085026+0.00048978i,-0.00038375-0.00026764i,-0.00072909-0.00063883i,-0.0013626-0.001658i,-0.000857-0.0014273i,-0.00055906-0.00085147i,-0.00043325-0.00040516i,0.00025661+0.00068771i,0.00066724+0.001266i,0.00012374+0.00031256i,8.7214e-05-0.00035412i,0.00023206-0.00038273i,0.00033147-0.00029087i,0.00032959-7.4108e-05i,0.00047238-9.2356e-05i,-1.4665e-05-0.00035296i,-0.0013723+0.00013103i,-0.0023908+0.00027006i,-0.0021684-0.00022753i,-0.00085117-6.1419e-06i,0.00011549+0.00058799i,0.00039684+0.00090639i
-0.00016504+0.00078667i,7.6584e-05+0.00074413i,0.0010648+0.00070306i,0.00063541-0.0004519i,-0.0011514-0.0021381i,-0.0026447-0.0023384i,-0.0018261-0.00079583i,-0.00029664+0.00059934i,0.00030552+0.0013332i,0.00048982+0.0011568i,0.00058142+0.00043418i,0.00033308-0.00042378i,0.00028406-0.00086303i,-0.00010541-0.00056784i,-0.00043128-5.0669e-05i,-0.00031503-0.00011873i,-0.00025138+0.00059036i,-0.00037047+0.00070014i,-0.00049303-0.00059181i,-0.00032364-7.6869e-06i,-0.00053633+0.00097809i,-0.00055522+0.00049792i,-0.00015915+0.00079071i
0.0022108-0.00048474i,0.00074586-0.0012549i,-0.0005527-0.0026683i,-0.0014531-0.0024544i,-0.0014946-0.0012872i,-0.0013998+3.4504e-05i,-0.0015891+0.00099116i,-0.0010607+0.00076379i,0.0003985+0.00062229i,0.0009368+0.00078888i,0.00059408+0.00043121i,-0.00026281+0.00017206i,-0.00015647-0.0002994i,0.00046931-0.00044422i,9.1328e-05+0.00038613i,4.045e-05+0.0011489i,-0.00036254+0.0012536i,-0.00056446+0.00076604i,7.7092e-05+0.00018674i,-0.00024112-0.00036072i,-0.00038599-0.00092806i,7.1685e-05-0.0010862i,0.00033741-0.00043881i
-0.00050255-0.00061687i,-0.00043903-0.00061499i,-0.00049492-0.00017505i,-0.00050052+0.00020491i,-0.001267-0.00028829i,-0.0014877-0.00049971i,-8.9123e-05+0.00026639i,0.0004155+0.00072906i,0.00056971+0.00040899i,0.00059101+0.00053785i,4.3401e-05+0.000484i,0.00032814-0.00041208i,0.00024926-0.00049292i,-0.000461+0.00024737i,-0.00022017+0.00082328i,0.00020873+0.0014856i,0.00058524+0.0011854i,0.00025915+0.0003079i,-7.4352e-05-6.8195e-05i,0.0004745-0.00041948i,0.0001691-0.00060584i,-0.00010486+0.00026241i,-0.00046806+0.0011885i
-0.00050073+0.00049837i,-0.0014665+0.00014225i,-0.001667-0.0002406i,-0.0013901-0.00027945i,-0.0017121-4.4026e-05i,-0.0020506+0.00024576i,-0.001637+0.00052571i,-0.00046313+0.00011273i,0.00035549-0.00033199i,0.00070711-0.00046909i,0.00039292-0.00085996i,-3.5182e-06-0.00068832i,0.00010365-0.00024581i,-0.00025759-5.1376e-05i,-0.00035123+0.00011396i,-0.00012096+0.00015994i,0.00015769+0.00054786i,0.00012704+0.00044193i,-0.0006702-0.00026631i,-0.00044013-0.00079213i,0.00048498-0.00067733i,0.00036985+0.00047398i,-0.00040772+0.00074789i
-0.0016271+0.0018665i,-0.0019617+0.00080902i,-0.0017459+0.00098623i,-0.0006664+0.0012158i,-1.4036e-05+0.00044225i,-0.00070251-6.5407e-06i,-0.00081459-0.00017138i,-0.00075422-0.00045953i,-0.0012552-0.00056742i,-0.00082145-0.00091206i,-8.6715e-05-0.00056641i,0.00012739+0.00088522i,-5.8383e-05+0.001359i,-0.00069982+0.00050063i,-0.00065283-0.00026554i,-0.00033952-0.00013677i,0.00018756+0.00010973i,0.00051043-0.00072427i,-8.7313e-05-0.00075582i,0.00066259+8.6774e-05i,0.0013135-3.3723e-05i,0.00031706-0.00068382i,-0.00030383-0.00066375i
0.0001905-0.00057155i,0.0004904+0.00021162i,-0.00056638+0.00036411i,-0.0013036-0.0010386i,-0.0015951-0.0016583i,-0.0017311-0.0013913i,-0.0017027-6.7306e-05i,-0.00074936+0.00051094i,-0.00020511+0.00050149i,-0.00033152+0.00034172i,0.00036233-4.9959e-05i,0.00063763+0.00038003i,0.00011229+0.0010766i,-7.1025e-05+0.0020292i,0.00028081+0.0020346i,3.6086e-05+0.001243i,-0.00057771+0.0010016i,-0.00062576+0.00079188i,5.083e-05-3.1892e-06i,0.00044529-5.4511e-05i,-7.7343e-05+0.00037546i,-0.00055441+0.00030899i,-0.0006528+0.00011786i
-0.00070182-0.0011169i,0.00032117-0.00073374i,0.00028104-0.00077849i,-0.0012451-0.00049113i,-0.0019552-0.0004709i,-0.0014702-0.00085723i,-0.00086916+5.2431e-05i,-0.00022713+0.0010475i,-0.00027566+0.00088378i,-0.00058618-0.000192i,-0.00051064-0.00059099i,-0.00070066+1.9306e-06i,-0.00024768+0.00059051i,0.00038904+0.00036301i,0.00063989+2.3824e-05i,0.00084908+0.00074953i,0.00059591+0.00070679i,8.1079e-05-0.00021951i,3.2856e-06-0.00028205i,5.771e-05+0.00014673i,-0.00013401+0.00044488i,-0.00018411+0.00022553i,6.8941e-06+0.00032508i
-0.0011287-0.00050181i,-0.0014439-0.00030024i,-0.0014577+0.00064448i,-0.0015939+0.00032569i,-0.0019777-0.00068412i,-0.0020919-0.0007094i,-0.0010705-5.1217e-05i,-0.00071829-0.00013986i,-0.00056371-0.00050384i,-5.5831e-06-0.0010641i,0.00040252-0.001652i,0.00021152-0.0010633i,-3.2137e-05+9.469e-05i,0.00048269+7.6464e-05i,0.00018308-0.00093875i,0.00032666-0.0014082i,0.00060642-0.0011833i,0.00061193-0.0013226i,0.00055641-0.00088514i,-0.00020318+0.00041121i,-0.00034346+0.0010781i,0.00029365+0.0010073i,-0.00045338+0.00021073i
-0.00040731+0.00035065i,-0.00021974-0.00034475i,-0.00060881-0.0011538i,-0.00043452-0.00065017i,-0.00090413-0.00066092i,-0.001463-0.0010369i,-9.2458e-05-0.00071633i,0.00064092-0.0001095i,2.3553e-05+0.00028635i,0.0002816+0.00031084i,0.00011982-0.00057311i,0.00014383-0.00055845i,-1.2227e-05+3.7529e-05i,-0.00012208-0.00052927i,0.00011237-0.00066335i,0.0001988-9.8212e-05i,-1.9768e-05+0.000306i,-0.00023759+0.00068083i,-2.1572e-05+0.0012839i,-0.00017947+0.00085468i,-0.00020239+6.9382e-05i,0.00049348+3.0749e-05i,0.00077236-0.00033504i
0.00010625+0.00017697i,0.00015308+0.00037684i,-0.00044764+0.00058311i,-0.0016885-0.00010636i,-0.0018965-0.0011608i,-0.001052-0.0015196i,-0.00052779-0.0011898i,-0.00061402-0.0010894i,-0.00042932-0.0011272i,-0.00045316-0.00022718i,0.00024111-3.9172e-05i,0.00060118-0.00076979i,-2.4602e-05-0.00046972i,-1.1539e-08+0.00026881i,-8.3614e-05+0.00053505i,0.00044096+0.00063401i,0.00024904+0.00065399i,-0.00021305+0.00035284i,3.4258e-05+0.00066939i,-0.00030781+0.00080871i,-0.00037081+0.00036528i,0.00048689+0.00060376i,0.00091922+0.00061164i
0.00064225+0.00058781i,3.5409e-05-0.00024332i,-0.0003628-0.00047005i,-0.00044648-0.00040122i,-0.0013494-0.0013435i,-0.0022254-0.0010174i,-0.0015773+0.00015567i,-0.0002088+0.00035824i,0.00044074+0.0009602i,0.00066815+0.00051244i,0.00018203+6.3911e-05i,0.00013257+6.7564e-05i,0.00069565-0.00053932i,0.00029175-0.0003011i,-0.00038285+0.00037627i,-0.00043607+0.00052801i,-0.00050262+0.00033419i,-0.00054661-0.00022065i,-0.00055592-0.00045741i,-0.00029911-0.00013747i,5.8881e-05-0.00029465i,0.00034889-0.00063692i,0.00014443-0.00034251i
-0.00044887+0.0015669i,-0.00010144+0.0017366i,8.8648e-05+0.00086819i,-4.1363e-05-0.000581i,-0.00098271-0.0015145i,-0.00126-0.0012196i,-0.00083927-0.00075078i,-0.00066998-0.00044082i,-0.00040032+5.5478e-05i,-0.00016201-0.0003324i,4.0387e-05-0.00056679i,-0.00047537-0.00013649i,-0.00062713+0.0001401i,-0.0004775+0.00035062i,-5.1822e-05+0.00059132i,0.00048014+0.00033166i,0.00059739+0.00041886i,-3.9211e-05+0.00027243i,-0.00062581+0.00011341i,0.00027144+0.00012735i,0.0014721+0.00020709i,0.0011984-3.6727e-05i,-0.00012233-0.00015118i
-0.0019025-0.00080766i,-0.0021283-0.001451i,-0.0013502-0.0011653i,-0.00046797-0.0011229i,-0.00060589-0.0021605i,-0.00036143-0.0028221i,-0.00055154-0.0018445i,-0.00096272-0.00051331i,-0.0010153+0.00011229i,-0.0012867-0.00023231i,-0.00094449-0.00049672i,-6.9691e-05+0.00029203i,0.00037297+0.00086358i,0.00030283+0.0008171i,0.00030165+0.0001624i,0.00028195-0.00046734i,-0.00041501+0.00012248i,-0.0006303+0.000285i,-0.00026387-0.00021202i,-0.00013013+0.00027386i,4.0627e-06+0.00084725i,0.00014658+9.5666e-05i,-0.0004872-0.00073145i
-0.00019796+0.00040617i,4.7622e-05+0.00015107i,0.00061436-0.00016007i,0.00025691-0.00020824i,-0.00093875-0.0010893i,-0.0013172-0.0017612i,-0.0010678-0.00041572i,-0.00050164+0.00061876i,-0.00034942+0.00067328i,-0.00036582+0.0004504i,0.00049319+0.00038004i,0.001347-0.0003746i,0.00081636-0.00031403i,0.00024699+7.6842e-05i,0.00044519+0.00033914i,0.00031512+0.00028727i,-0.00020554+0.00054467i,-0.0011389+0.0012207i,-0.0013777+0.0011971i,-0.00054144+0.00019463i,0.00019962-0.00064524i,-0.00037083-0.00048527i,-0.00087484-0.00048233i
0.00044006-0.00044712i,-0.00055592-0.0010753i,-0.00077426-0.0013437i,0.00028364-0.0010405i,0.00011078-0.0011181i,-0.0013421-0.00077138i,-0.0015825-0.00031161i,-0.00099531-0.00040334i,-0.00017678-0.0010405i,0.00091977-0.00080258i,0.00070146-2.8178e-05i,0.00029994-0.0004104i,5.4712e-05-0.00063354i,-0.00052099+9.6669e-05i,-0.00058449+0.00077619i,-0.00036077+0.00027161i,0.00054333-0.00084887i,0.0009831-0.0010359i,0.00053007-0.00068215i,0.00050927-0.00013275i,0.00046745-0.00020942i,-1.3548e-06-0.0010624i,-0.00018416-0.00032739i
0.00056559+0.00017811i,5.595e-05-0.00015896i,-0.0017905-0.00019533i,-0.0027613+0.00048507i,-0.0031183-0.00099929i,-0.002328-0.0021465i,-0.00094416-0.00125i,-0.00017841-0.00017089i,-0.0004821+0.00023003i,-0.00025181+7.5756e-05i,0.0002615-0.0002485i,0.0001394-0.00060954i,-0.00025433-0.00084124i,-6.4364e-05-0.00080777i,-0.00042692-0.00024639i,-0.0005788+0.00011685i,0.00025615+0.00057562i,-2.9376e-05+0.00067793i,-0.00049058+0.0004513i,-0.0002041+0.0005074i,-6.621e-05+0.00067113i,0.00019615+0.00045735i,5.9885e-07+0.00051361i
-0.0010742+0.00012004i,-0.0020277+0.00054855i,-0.0013542-0.00027135i,-0.0010655-0.00092533i,-0.0014694-0.00078164i,-0.0016442-0.00013333i,-0.0012041+0.00033934i,-0.00046218+8.779e-05i,0.00036734+0.00024927i,0.00086313-0.00057926i,0.00020366-0.000868i,-0.00020266-0.00053683i,-3.8393e-05-0.00059622i,-0.00011156-0.00057664i,-0.00027037-0.00035527i,-0.0004751-0.00059836i,-0.0006967-0.00067018i,-0.00026307-6.806e-05i,-0.0003851+0.00021251i,-0.00037484+0.00012291i,0.00060837-0.0002061i,0.00021087-0.00036975i,-0.00084489+0.00013773i
-0.00063867-0.00077975i,-0.00056739-0.00090521i,-0.0012187-0.00059841i,-0.0017129-0.00082365i,-0.0017868-0.0010131i,-0.0016491-0.00055565i,-0.0018432-0.0004402i,-0.0016403-0.00064285i,-0.00093435-0.00068265i,-0.0002496-0.00038475i,8.699e-06+0.00031277i,-0.00031204+0.00029702i,-0.00042498-0.0001593i,0.0001812-0.00028608i,0.00029068+5.2173e-06i,4.6943e-05-0.00029433i,-0.00046685-0.00077522i,-0.00056485-0.00073932i,-0.00020324-0.00059426i,-0.00038033-0.00082863i,0.00010263-0.0011392i,0.0013158-0.00058894i,0.0014575+0.00049834i
0.00077078-0.0006032i,0.00019216-0.00097998i,-0.00081304-0.00074579i,-0.0018229-0.00066972i,-0.0023254-0.00065052i,-0.0026608-0.00083166i,-0.0015401-0.00070056i,-0.00023982-8.09e-05i,-4.9565e-05+0.00027174i,-0.0001428+0.00060275i,-0.00053502+0.00013948i,-0.00028561-0.00089826i,-0.00018991-0.00077195i,-0.00022761+0.000275i,-0.000307+0.001105i,-0.00036494+0.00056225i,0.00030255-0.00014303i,0.00012307+1.7919e-05i,0.00010347-0.00034707i,0.00054004-0.00035325i,0.0006251-0.00021399i,0.00069262-0.00011089i,0.00034088+0.00023373i
-0.00099172+1.689e-05i,-0.00032838+0.00071748i,0.00018165+0.00079305i,-0.00049291+2.8234e-05i,-0.001731-0.00063175i,-0.0011924-0.00074013i,-0.0001013-0.0011399i,0.00024257-0.0011916i,-0.0001385-0.00034555i,-0.00031145+0.00016751i,-5.5555e-05-0.00013888i,0.00013197-3.1807e-05i,2.6144e-05+0.00062704i,-0.00043175+0.00027637i,-0.00013811-0.00027346i,0.00023714-0.00024245i,-0.00019886+5.5182e-05i,-0.0010448-0.00032789i,-0.00045791-1.9438e-05i,0.00020038+0.00047621i,0.00010071+0.00036628i,-8.9103e-05+0.00093947i,-0.00074724+0.00090783i
