-0.0028165+4.6682e-05i,-0.0036127-0.00098215i,-0.0046922-0.0011209i,-0.0037538+0.00021169i,-0.0029176+0.00083891i,-0.0029698+0.0013284i,-0.0022298+0.0014312i,-5.8163e-05+0.0016194i,0.001183+0.0013545i,0.0017883+0.00035247i,0.0023042-0.00021193i,0.00085116-0.00030069i,-9.731e-05-0.00068237i,9.4585e-05-0.00010643i,-0.00032306-0.00011618i,-0.0010972-0.00031619i,-0.001852-9.0995e-05i,-0.0011157-0.00018291i,-4.8774e-05-0.00043929i,-5.2431e-05-9.2471e-05i,-0.0001865-0.00010962i,-0.00035904-0.00018854i,-8.7191e-05+8.8136e-05i
-0.070489+0.11754i,-0.13562+0.1637i,-0.14206+0.14746i,-0.055044+0.087423i,0.056141-0.011912i,0.12048-0.14886i,0.12457-0.22544i,0.10051-0.18541i,0.070942-0.10246i,0.037472-0.045077i,0.011253-0.014943i,0.00022835-0.0018398i,-0.0012848-0.0019085i,0.00078623-0.0052511i,0.00713-0.0028253i,0.013149+0.0012829i,0.011553+0.00078918i,0.0052773-0.00078959i,0.00046649+0.0012125i,-0.00013771+0.0045317i,0.0013261+0.0047328i,-0.00091637+0.003103i,-0.0040685+0.0044573i
0.04588-0.1234i,0.099562-0.1812i,0.10942-0.17559i,0.026426-0.12531i,-0.10271-0.04144i,-0.20111+0.081183i,-0.21471+0.16213i,-0.15937+0.14021i,-0.096161+0.076314i,-0.046925+0.034871i,-0.015623+0.014725i,-0.0034022+0.003579i,9.2798e-05+0.00042802i,-0.0014409+0.0022172i,-0.0076221+0.0021352i,-0.012658-0.00028591i,-0.012534-0.00016157i,-0.0087522+0.0015364i,-0.0035874-0.00061536i,-7.7259e-05-0.0054987i,0.0011395-0.0070088i,0.0031496-0.005034i,0.0049142-0.0039061i
-0.021229+0.12579i,-0.065064+0.19292i,-0.082296+0.19939i,-0.013823+0.16688i,0.1179+0.11381i,0.23554+0.023769i,0.26249-0.057029i,0.19698-0.069998i,0.1133-0.040163i,0.053732-0.020967i,0.018396-0.014033i,0.0017369-0.006518i,-0.0033551-0.00059967i,-0.0011514+0.00090525i,0.005988+0.00089402i,0.012137+0.0011958i,0.012822+0.00030746i,0.0075113+0.00057852i,0.0010274+0.0033276i,-0.00096765+0.007276i,-0.00098591+0.0080725i,-0.0026383+0.0047225i,-0.0040252+0.0025344i
-0.0014208-0.11977i,0.030413-0.19241i,0.051336-0.21141i,-0.0048952-0.19572i,-0.13225-0.17129i,-0.25164-0.11122i,-0.27648-0.03448i,-0.20519+0.0045196i,-0.11329+0.0066633i,-0.052123+0.0072958i,-0.019871+0.010039i,-0.0027614+0.0049979i,0.0045365-0.0014948i,0.0027995-0.0038707i,-0.0039564-0.0036134i,-0.0088455-0.0023972i,-0.0092955+0.00039808i,-0.0061466+0.0025321i,-0.001079+0.00021775i,0.002839-0.0053409i,0.0038723-0.0070875i,0.005552-0.003365i,0.0068672-0.0009088i
0.027369+0.11271i,0.0068339+0.18877i,-0.02075+0.21922i,0.01008+0.22408i,0.11219+0.23465i,0.2225+0.21018i,0.25536+0.13627i,0.19391+0.065309i,0.10514+0.0256i,0.046326+0.0014209i,0.016487-0.010355i,-0.00058989-0.0061146i,-0.007437+0.0034462i,-0.0056925+0.0077638i,0.0018206+0.0074701i,0.0092665+0.0062409i,0.011296+0.0034794i,0.0086474+7.2898e-05i,0.0024602+0.0009413i,-0.0034403+0.0056453i,-0.0062262+0.0070626i,-0.0072392+0.0030933i,-0.0068761-0.00080169i
-0.03789-0.10043i,-0.027794-0.17925i,0.0034323-0.22219i,-0.011495-0.24347i,-0.092128-0.2767i,-0.18473-0.27883i,-0.21515-0.20988i,-0.16266-0.11532i,-0.085402-0.049802i,-0.037977-0.012247i,-0.016215+0.005583i,-0.0022058+0.0047209i,0.0052629-0.0047286i,0.0038801-0.0089426i,-0.0033801-0.0065477i,-0.008211-0.0041934i,-0.0082708-0.0018655i,-0.0056938-8.202e-05i,4.1074e-05-0.0024804i,0.004888-0.0073277i,0.0069532-0.0077262i,0.008046-0.0020726i,0.0066522+0.002363i
0.055086+0.085103i,0.053849+0.16382i,0.017657+0.21526i,0.0020234+0.25296i,0.042168+0.31162i,0.10804+0.34064i,0.1435+0.27625i,0.11697+0.15859i,0.06166+0.067167i,0.026782+0.016098i,0.011385-0.0053783i,-0.00085373-0.004216i,-0.0071352+0.0054232i,-0.0032994+0.011171i,0.0044486+0.010179i,0.0094335+0.0066043i,0.0092787+0.0029437i,0.005525-8.4963e-05i,-0.00084282+0.00059417i,-0.0069998+0.0063166i,-0.0085924+0.0084525i,-0.0072705+0.002417i,-0.0052503-0.0025585i
-0.067703-0.078398i,-0.077515-0.15355i,-0.042085-0.21078i,-0.005681-0.25291i,-0.0081265-0.31513i,-0.03869-0.35289i,-0.067377-0.29486i,-0.064248-0.17406i,-0.034974-0.07366i,-0.015384-0.019702i,-0.0079577+0.0032765i,0.0014978+0.0058553i,0.0067687-0.0023876i,0.0037285-0.0078749i,-0.0027904-0.0079853i,-0.0068972-0.0066664i,-0.0068956-0.0048335i,-0.0055137-0.0014241i,-0.0010884-0.001494i,0.0047438-0.0056868i,0.0072476-0.0061398i,0.006735+0.00044422i,0.004542+0.0059625i
0.077277+0.057525i,0.094785+0.12966i,0.054409+0.19209i,-0.010366+0.24286i,-0.05232+0.31427i,-0.05137+0.35912i,-0.014246+0.30185i,0.012626+0.17774i,0.0089402+0.07211i,0.0031804+0.015963i,0.00085044-0.0043142i,-0.0050723-0.0037287i,-0.0079201+0.0058613i,-0.0034852+0.010346i,0.0028066+0.0086905i,0.0061367+0.0060924i,0.0070519+0.0037909i,0.0037612+0.0016421i,-0.0036829+0.0035706i,-0.0096515+0.0084818i,-0.0096288+0.0086869i,-0.0060536+0.0014353i,-0.0031623-0.0050269i
-0.08114-0.042756i,-0.1078-0.10923i,-0.069824-0.17344i,0.010845-0.22112i,0.085417-0.28101i,0.11492-0.32099i,0.08146-0.27307i,0.033566-0.16076i,0.015116-0.063796i,0.0091205-0.015289i,0.0044596+0.0012458i,0.0057304+0.002316i,0.0066743-0.003804i,0.0025927-0.0080651i,-0.0018521-0.0081214i,-0.0036527-0.0065485i,-0.0035138-0.003839i,-0.0011502-0.00095247i,0.0040879-0.0024962i,0.0096153-0.0078313i,0.009767-0.0087373i,0.006151-0.0017176i,0.0026638+0.0053148i
0.082037+0.027651i,0.11474+0.088274i,0.077014+0.15384i,-0.020951+0.20004i,-0.12711+0.24989i,-0.18024+0.283i,-0.14105+0.2409i,-0.069816+0.14042i,-0.032561+0.052596i,-0.01787+0.0095834i,-0.010528-0.0032834i,-0.0080098-0.0025331i,-0.0048809+0.0030216i,-0.00038238+0.0057613i,0.0025681+0.0058681i,0.0035191+0.0053636i,0.003824+0.0028933i,0.0018729+0.00063969i,-0.0044457+0.003055i,-0.010093+0.0085662i,-0.0087657+0.010655i,-0.0033526+0.004679i,0.00031248-0.0027124i
-0.079372-0.014727i,-0.11804-0.068097i,-0.086905-0.13227i,0.01834-0.16807i,0.14401-0.195i,0.21465-0.21164i,0.17897-0.17904i,0.097184-0.1042i,0.047407-0.036728i,0.025527-0.0059395i,0.013575+0.0021674i,0.0081545+0.0021942i,0.0041178-0.00131i,0.00015302-0.0033715i,-0.0017975-0.0033147i,-0.0021882-0.0029236i,-0.00073023-0.0025005i,0.001621-0.0012406i,0.0063192-0.0022982i,0.010992-0.0075544i,0.0095781-0.011445i,0.003277-0.0066032i,-0.0015223+0.0016673i
0.079043+0.0017991i,0.1219+0.046651i,0.094275+0.10581i,-0.020032+0.13379i,-0.16478+0.14307i,-0.24484+0.14934i,-0.20173+0.12686i,-0.10894+0.072726i,-0.053279+0.021368i,-0.03094-0.00054147i,-0.019709-0.0038387i,-0.013285-0.0023332i,-0.0064044+0.0001677i,-0.00070857+0.0024961i,0.0019921+0.0035776i,0.0029119+0.0048711i,0.0018889+0.0041668i,-0.0019998+0.00039757i,-0.0086447+0.0007795i,-0.012806+0.0066584i,-0.010629+0.010118i,-0.0034992+0.005727i,0.0025014-0.0014277i
-0.073077+0.011439i,-0.12056-0.026617i,-0.10117-0.080405i,0.0091755-0.094797i,0.15725-0.078949i,0.24377-0.070031i,0.20697-0.062647i,0.11696-0.036654i,0.059193-0.006449i,0.035688+0.0039044i,0.023171+0.0024146i,0.012846+0.00035836i,0.0038168+7.8195e-05i,-0.00091043+0.00089969i,-0.0011381+0.0010905i,-0.00086498-0.00023301i,-0.00046914-0.0012043i,0.0023821-0.00022709i,0.0082839-0.0010342i,0.013064-0.0064582i,0.012284-0.011773i,0.0049953-0.0089561i,-0.0017989-0.0011148i
0.069438-0.023232i,0.11992+0.0061209i,0.10595+0.053849i,-0.004969+0.061004i,-0.15479+0.031265i,-0.23793+0.014841i,-0.19845+0.018228i,-0.11099+0.0119i,-0.058155-0.0045375i,-0.038352-0.0086201i,-0.026298-0.0036052i,-0.014705+5.6461e-05i,-0.0045864+0.00059854i,1.7044e-05-0.00053164i,9.073e-05-0.00064094i,-0.000128+0.0015174i,-0.00051453+0.0013229i,-0.003359-0.00046942i,-0.0093142+0.00060885i,-0.014163+0.0060386i,-0.012852+0.012022i,-0.0051769+0.011735i,0.0028431+0.0053989i
-0.059182+0.028837i,-0.11336+0.008108i,-0.111-0.031842i,-0.013458-0.025905i,0.12618+0.024073i,0.20535+0.050318i,0.17491+0.034343i,0.10197+0.017084i,0.057088+0.015695i,0.038457+0.010514i,0.026105+0.0023911i,0.014207-0.00026918i,0.0041877+0.0014824i,1.8789e-05+0.0035909i,4.6852e-05+0.0036205i,0.00070406+0.0011464i,0.0014625+0.00060418i,0.0037632+0.0028709i,0.0081264+0.0027877i,0.012575-0.0024238i,0.012864-0.0093601i,0.0057924-0.01132i,-0.0021048-0.0072368i
0.053303-0.036908i,0.10897-0.025179i,0.11695+0.0078002i,0.028791-0.0045679i,-0.10255-0.062603i,-0.175-0.088886i,-0.14769-0.061065i,-0.085606-0.031706i,-0.049961-0.022763i,-0.037705-0.013544i,-0.028064-0.0031863i,-0.015474+0.0006905i,-0.0050395-0.0010285i,-0.00049467-0.0034188i,0.00078599-0.0024125i,0.0015364-0.00026432i,0.0014421-0.00057143i,-0.0010471-0.0023715i,-0.0069897-0.0015242i,-0.012738+0.0031612i,-0.013116+0.0096745i,-0.0062092+0.012842i,0.0013782+0.00888i
-0.042934+0.038154i,-0.099975+0.035002i,-0.11969+0.010357i,-0.051175+0.031942i,0.061953+0.1004i,0.12817+0.12836i,0.1152+0.089936i,0.072683+0.046431i,0.045396+0.02726i,0.034271+0.013125i,0.023899+0.0014557i,0.012476-0.0027466i,0.0044197-2.8421e-05i,0.00054982+0.0040701i,0.00056233+0.0042316i,0.00014438+0.002635i,-0.00036443+0.00262i,0.0026351+0.004157i,0.0078005+0.004614i,0.012641+0.00055124i,0.014756-0.0064025i,0.0096968-0.0099836i,0.0013972-0.0076378i
0.035265-0.044415i,0.09011-0.047623i,0.11728-0.029107i,0.061297-0.050198i,-0.03701-0.11426i,-0.09357-0.13647i,-0.086229-0.093939i,-0.056167-0.049808i,-0.037363-0.028928i,-0.030536-0.013454i,-0.022672-0.0010538i,-0.012323+0.0043871i,-0.0038691+0.0009844i,0.00086132-0.0046198i,0.0023014-0.0048475i,0.0034981-0.0026217i,0.0034827-0.0021218i,0.00047113-0.0038718i,-0.0043571-0.0045251i,-0.0097983-0.0015958i,-0.012912+0.0047223i,-0.0097367+0.010146i,-0.0029672+0.0096972i
-0.028294+0.045031i,-0.083318+0.056758i,-0.12168+0.046876i,-0.085187+0.071778i,-0.0033151+0.13677i,0.049056+0.15424i,0.055288+0.10466i,0.042488+0.056157i,0.031282+0.033224i,0.02657+0.015486i,0.019549+6.8043e-05i,0.010146-0.0054546i,0.002976-0.0017748i,0.00035396+0.0034613i,9.5211e-05+0.0050655i,-0.0011555+0.0034536i,-0.0023762+0.0028608i,-0.0016899+0.004638i,0.0018195+0.0054867i,0.0075073+0.0035738i,0.012372-0.0016656i,0.011483-0.0076085i,0.0054102-0.0081815i
0.019805-0.045097i,0.073017-0.061843i,0.11975-0.058766i,0.097023-0.081714i,0.028191-0.13607i,-0.019913-0.14371i,-0.032686-0.094045i,-0.029261-0.0524i,-0.02443-0.032332i,-0.021784-0.01505i,-0.017305-0.0011478i,-0.01024+0.0039687i,-0.0040573+0.0002382i,-0.0015411-0.0044249i,-0.00059449-0.0037301i,0.0015872-0.0018317i,0.003752-0.0020519i,0.0028252-0.0033703i,-0.0010045-0.005021i,-0.007442-0.0047384i,-0.01242+0.00040835i,-0.010903+0.0068442i,-0.0053764+0.0078809i
-0.011579+0.040637i,-0.064273+0.063233i,-0.1206+0.065896i,-0.11614+0.090053i,-0.062817+0.13912i,-0.015728+0.14156i,0.011303+0.093389i,0.021318+0.053988i,0.020914+0.03223i,0.018197+0.012524i,0.012307-0.0015768i,0.00763-0.0055139i,0.0050418-0.001462i,0.0028593+0.0033021i,0.0010355+0.0044513i,-0.001205+0.0038133i,-0.0030746+0.0030513i,-0.0036541+0.0042746i,-0.0028179+0.0067073i,0.002627+0.0071512i,0.0098935+0.0033234i,0.011071-0.0039069i,0.0068081-0.0062666i
0.012789-0.043278i,0.062967-0.070539i,0.12298-0.07956i,0.12573-0.097413i,0.077197-0.13074i,0.029895-0.1223i,-0.00059877-0.078145i,-0.013072-0.047276i,-0.014799-0.030286i,-0.014087-0.012826i,-0.010325+0.0026685i,-0.0070511+0.0076083i,-0.0054158+0.0024371i,-0.003699-0.0014795i,-0.00043648-0.0006458i,0.0033283+6.4605e-05i,0.0051654-0.00036805i,0.0049875-0.0019444i,0.0034202-0.0052097i,-0.0016666-0.0080889i,-0.0088011-0.0057037i,-0.011618+0.0016181i,-0.0078712+0.0050626i
-0.0038303+0.037189i,-0.052107+0.069217i,-0.119+0.083295i,-0.13857+0.098908i,-0.10359+0.1244i,-0.053808+0.1131i,-0.011586+0.072171i,0.0086434+0.044384i,0.012074+0.028621i,0.0099012+0.010769i,0.0059696-0.0045081i,0.0039391-0.0080242i,0.003514-0.0028875i,0.0019713+0.0017488i,-0.00028206+0.0022909i,-0.0020339+0.001695i,-0.0018289+0.001561i,-0.0018801+0.001356i,-0.0028645+0.0035493i,0.00086428+0.0075863i,0.0090745+0.0072132i,0.013047+0.0012641i,0.0094207-0.0035786i
-0.00025878-0.039765i,0.043795-0.073418i,0.11036-0.089954i,0.13377-0.096171i,0.10258-0.10455i,0.054023-0.086066i,0.01358-0.05441i,-0.002711-0.038479i,-0.005331-0.025746i,-0.006616-0.0090993i,-0.0058496+0.0037185i,-0.0043919+0.0073143i,-0.0031903+0.0031228i,-0.0018344-0.001238i,0.00051252-0.0015899i,0.0026727-0.0013101i,0.0035031-0.0010516i,0.0038928-0.00021401i,0.0040289-0.0028409i,-0.00016802-0.008616i,-0.0078491-0.0099119i,-0.011567-0.0038476i,-0.0088073+0.0018596i
0.0012634+0.034678i,-0.039662+0.071255i,-0.11101+0.091867i,-0.14387+0.097024i,-0.11728+0.099297i,-0.063967+0.079171i,-0.017089+0.051755i,0.0015906+0.037712i,0.0039156+0.024769i,0.0032416+0.0080072i,0.001842-0.0039192i,0.0023046-0.006791i,0.0037151-0.0025227i,0.0031042+0.0017105i,0.0013845+0.0022584i,0.00032797+0.0021498i,-0.00055617+0.0013729i,-0.0016803-8.9867e-05i,-0.002837+0.0021753i,-0.00035795+0.0087425i,0.00649+0.011279i,0.011356+0.0064002i,0.0095254+0.0011511i
-0.0046226-0.03188i,0.03308-0.069792i,0.10308-0.091664i,0.13883-0.089019i,0.11332-0.078931i,0.058992-0.056051i,0.014282-0.036662i,-0.00028756-0.031829i,-0.00011661-0.022604i,-0.00010368-0.0071317i,-0.00055648+0.0038278i,-0.0023143+0.0057715i,-0.0044347+0.0019547i,-0.0039553-0.0004596i,-0.0016017-4.9658e-05i,-0.00026493-0.0004335i,5.3418e-05-0.00076552i,0.00058874-0.00040707i,0.0030691-0.0032113i,0.0017793-0.0097804i,-0.0054127-0.013391i,-0.010728-0.0089455i,-0.0091925-0.0024574i
0.006824+0.027965i,-0.027404+0.067664i,-0.098126+0.092128i,-0.1413+0.086636i,-0.11903+0.070252i,-0.060695+0.048397i,-0.012961+0.035242i,0.00026084+0.031268i,-0.0010649+0.020343i,-0.0016883+0.005136i,-0.002196-0.0040988i,-0.00066-0.0055727i,0.0022058-0.0026536i,0.0027418+0.00091813i,0.001299+0.0023746i,0.0012092+0.0031004i,0.0020171+0.0029304i,0.00093057+0.00080821i,-0.0028771+0.0028108i,-0.0033498+0.0098364i,0.0036758+0.014467i,0.0097097+0.012441i,0.0084414+0.0059428i
-0.010087-0.031415i,0.019973-0.068898i,0.084842-0.09319i,0.1268-0.081081i,0.10451-0.053038i,0.048987-0.030175i,0.0097267-0.025148i,0.0020951-0.025679i,0.003165-0.017447i,0.0022344-0.0049102i,0.0018405+0.0045027i,-0.00021989+0.0073958i,-0.0021448+0.0051486i,-0.001999+0.0015999i,-0.00074607-0.00031309i,-0.00039149-0.0016656i,-0.0019866-0.0015128i,-0.0023065-0.00043818i,0.0011369-0.0023724i,0.002338-0.008852i,-0.0029337-0.014281i,-0.0083095-0.012183i,-0.0076523-0.0060835i
0.011951+0.024663i,-0.015898+0.063933i,-0.081841+0.090129i,-0.12743+0.077696i,-0.10689+0.048539i,-0.048351+0.029088i,-0.0066591+0.027917i,-0.0002965+0.02658i,-0.0027401+0.016777i,-0.0021129+0.0055145i,-0.0023938-0.0025381i,-0.0016737-0.0057352i,0.00054496-0.0043743i,0.0017719-0.00055149i,0.0019775+0.001552i,0.0018774+0.0027485i,0.0027843+0.0032969i,0.0030312+0.0018532i,-0.00068974+0.0027757i,-0.0036198+0.0085374i,0.00045935+0.014032i,0.0064109+0.013573i,0.006988+0.0089306i
-0.0094218-0.021009i,0.014798-0.058688i,0.076822-0.085325i,0.11891-0.070471i,0.09423-0.035818i,0.035852-0.017508i,0.0017532-0.021708i,0.0020615-0.024206i,0.0057434-0.015252i,0.0041056-0.0053134i,0.0021963+0.0011586i,0.00022378+0.0043496i,-0.0014609+0.0037896i,-0.0023637+0.0012376i,-0.0023177-0.0013995i,-0.0016901-0.002703i,-0.0032348-0.0024612i,-0.0041141-0.00032912i,0.0002536-0.0011525i,0.0042023-0.007945i,0.0015217-0.014433i,-0.0035153-0.014432i,-0.0044734-0.0092184i
0.013895+0.017718i,-0.0063388+0.053495i,-0.065653+0.080258i,-0.11197+0.064766i,-0.091916+0.031146i,-0.035077+0.018621i,-0.0011011+0.024976i,-0.00099344+0.024327i,-0.0046923+0.013229i,-0.0032853+0.0037387i,-0.0026849-0.0014259i,-0.0023685-0.0037684i,-0.00074607-0.0029485i,0.00063746-0.00027574i,0.0011691+0.0020755i,0.0027251+0.0037382i,0.0042324+0.0042307i,0.0034828+0.0023464i,-0.00072086+0.002771i,-0.0050402+0.0079986i,-0.0032095+0.013899i,0.0012761+0.014545i,0.0024835+0.0095727i
-0.011378-0.016748i,0.0047254-0.052002i,0.058698-0.079664i,0.099724-0.061516i,0.075193-0.022802i,0.02175-0.0091779i,-0.0025871-0.018871i,0.0023743-0.020961i,0.0059551-0.011885i,0.0028962-0.0044029i,0.00063395-0.00034635i,0.00017509+0.0028847i,-0.0011807+0.0038333i,-0.002942+0.0011079i,-0.0022065-0.0012181i,-0.0019809-0.0023268i,-0.0027571-0.0024984i,-0.00059663-0.00093859i,0.003845-0.0022154i,0.0065846-0.0071564i,0.0046699-0.012532i,6.9585e-05-0.014568i,-0.0012941-0.010717i
0.014657+0.0091064i,6.0613e-05+0.042657i,-0.053558+0.069227i,-0.097069+0.053705i,-0.077232+0.019578i,-0.026443+0.013534i,-0.0016479+0.025328i,-0.0033732+0.022442i,-0.0052952+0.010695i,-0.0036104+0.0039733i,-0.0029319+0.00091432i,-0.0022692-0.0020921i,-0.00077506-0.0022782i,0.0010366+0.00010142i,0.0022246+0.002633i,0.0033908+0.0035124i,0.0049061+0.002373i,0.0024351+0.00069029i,-0.0037795+0.0011533i,-0.0076703+0.0060814i,-0.0063442+0.01245i,-0.0026234+0.01471i,-0.0009822+0.011724i
-0.012521-0.0098708i,-0.0019278-0.041726i,0.045207-0.068371i,0.083537-0.04974i,0.060834-0.011322i,0.01457-0.0043309i,-0.00057807-0.017934i,0.0042217-0.017672i,0.0049718-0.0080686i,0.0022886-0.0035519i,0.0011161-0.0014177i,0.0010632+0.0011685i,0.00055793+0.0017039i,-0.00059739+0.00092311i,-0.0011471-0.00032216i,-0.002069-0.0013358i,-0.0033359-0.00087323i,-0.0016537+0.00071054i,0.0038799-0.00038521i,0.0079293-0.0050481i,0.0073802-0.0094786i,0.0050836-0.012279i,0.0033688-0.010879i
0.01192+0.0090192i,0.0031749+0.038957i,-0.03971+0.065301i,-0.077998+0.049164i,-0.060477+0.014719i,-0.017375+0.0093397i,-0.0010089+0.020245i,-0.0049356+0.01712i,-0.0051641+0.0073377i,-0.001662+0.0025659i,-0.00069461+0.0010047i,-0.0014544-0.00070159i,-0.00097219-0.0026297i,0.00067234-0.0029357i,0.0021399-0.0014015i,0.0028144-0.00021827i,0.0028332-0.00057438i,0.00032021-0.0010509i,-0.0040811-8.3149e-05i,-0.0070524+0.003717i,-0.0071682+0.0091184i,-0.0050151+0.012268i,-0.0033785+0.011368i
-0.011377-0.0073611i,-0.0051442-0.035435i,0.0301-0.061841i,0.063547-0.044281i,0.045763-0.0063791i,0.007893-0.0008231i,-0.00069577-0.014045i,0.0054993-0.012903i,0.0041584-0.0049511i,-0.00060327-0.0017974i,-0.0017484-0.0011142i,0.00062163+0.0009448i,0.0024326+0.0019819i,0.00089833+0.0017318i,-0.0019277+0.0019412i,-0.0029477+0.0016088i,-0.0023053+0.0022492i,0.00059322+0.0035069i,0.0047975+0.0015754i,0.0074019-0.0026224i,0.0077266-0.0071634i,0.0074668-0.011012i,0.0058209-0.010773i
0.010881+0.0022982i,0.0066636+0.028022i,-0.028168+0.05366i,-0.062332+0.042137i,-0.046719+0.012104i,-0.010233+0.010156i,0.00091389+0.019768i,-0.0023542+0.013437i,-0.0013286+0.0041228i,0.00020037+0.0013865i,-0.0011344+0.00056946i,-0.0026888-0.00017798i,-0.0029539-0.00095975i,-0.0013159-0.0013157i,0.0018508-0.00033146i,0.0041036-0.00013638i,0.0040058-0.0021533i,0.00042042-0.0044025i,-0.0051436-0.003906i,-0.0086797+0.00052507i,-0.0097226+0.0065769i,-0.009824+0.010391i,-0.0082456+0.0098942i
-0.0080512-0.0050183i,-0.0069171-0.028732i,0.019134-0.052743i,0.046531-0.038303i,0.029961-0.0057412i,-3.8086e-05-0.0022678i,-0.0023034-0.01189i,0.0040892-0.0087161i,0.0029096-0.0025984i,-0.00096365-0.0010676i,-0.0021977-0.00039703i,0.00010972+0.0016095i,0.0025871+0.0024295i,0.0018335+0.0028361i,0.00017555+0.003803i,-0.0011955+0.0037422i,-0.0023547+0.0043557i,0.00057265+0.0055383i,0.0060648+0.0039317i,0.0098296-0.00043606i,0.011384-0.0042338i,0.011356-0.0072158i,0.009854-0.0071674i
0.010017+0.0042932i,0.010086+0.024547i,-0.013698+0.04634i,-0.042215+0.03462i,-0.031361+0.0064886i,-0.0049874+0.0055141i,-0.00028673+0.013806i,-0.003873+0.0096644i,-0.0010769+0.0033774i,0.002472+0.00030576i,0.0016923-0.0011093i,-0.0018887-0.0011067i,-0.00385-0.0014557i,-0.0023743-0.0024259i,-6.5429e-05-0.0028949i,0.0018956-0.0032113i,0.0033427-0.0045316i,0.0008512-0.005053i,-0.0049703-0.0036184i,-0.0087194-0.001023i,-0.0097545+0.0026634i,-0.011193+0.0059313i,-0.010531+0.0063199i
-0.0084196-0.00026844i,-0.0097654-0.019133i,0.0093956-0.039117i,0.034154-0.027978i,0.023231-0.00084909i,-0.00094943-0.0011233i,-0.0019104-0.010755i,0.0030364-0.0068757i,0.00052906-0.0016073i,-0.0022496-0.00018697i,-0.0015224-0.00032943i,0.00168-0.00053299i,0.0030725+0.00016635i,0.001657+0.0021687i,-0.00012709+0.0039834i,-0.0020492+0.0031921i,-0.0028936+0.003076i,3.1636e-05+0.005812i,0.0039963+0.0056136i,0.0077897+0.0010929i,0.011616-0.0026585i,0.013492-0.0043515i,0.01197-0.004222i
0.0032075+0.0022909i,0.0050591+0.019634i,-0.012415+0.040043i,-0.035095+0.032776i,-0.025149+0.0092734i,-0.002745+0.0077395i,-0.00029932+0.013334i,-0.003819+0.00725i,-0.0019938+0.0012392i,0.00079725-0.00010274i,0.0014882+0.00016824i,-0.00098348+0.0002956i,-0.0027398-0.00092729i,-0.0013302-0.002948i,-9.13e-05-0.0047116i,0.0016913-0.0046607i,0.0026996-0.0042474i,-0.00016285-0.0051526i,-0.0056175-0.0043818i,-0.0094755-0.0016422i,-0.011409+0.00063451i,-0.012659+0.0021494i,-0.011095+0.0018636i
-0.0047322-0.0056959i,-0.0081361-0.020389i,0.0035583-0.037136i,0.022721-0.027828i,0.013755-0.0043469i,-0.003934-0.0021475i,-0.0018362-0.0071421i,0.0030503-0.0031351i,0.00081808+0.00075711i,-0.0018343+0.0016143i,-0.0021153+0.00047169i,0.00026269-0.0016611i,0.0028098-0.0010274i,0.0029923+0.0022363i,0.0018783+0.0043652i,0.00054882+0.0043305i,-9.3168e-05+0.0048465i,0.0019102+0.0053866i,0.0057038+0.0035416i,0.0097461+0.0005046i,0.013036-0.00076923i,0.013738-0.00010545i,0.011727+0.00075886i
0.0060658+0.0022865i,0.0096646+0.015127i,-0.0030622+0.031768i,-0.023328+0.02642i,-0.018784+0.0073402i,-0.0031994+0.0060864i,-0.0012366+0.010037i,-0.0028783+0.0047203i,-0.00080659-0.00030579i,0.0011271-0.0024913i,0.0014372-0.0024496i,-0.00083656-0.0001845i,-0.0026044+0.00051425i,-0.0034269-0.0017752i,-0.0035458-0.0033119i,-0.0011075-0.0026335i,0.0008779-0.0026203i,-0.00083049-0.003523i,-0.0046426-0.0025498i,-0.0078508-0.00055012i,-0.010976-0.00046336i,-0.012345-0.0017674i,-0.0099957-0.0021821i
-0.008644-0.0017715i,-0.012112-0.012065i,-0.0026376-0.025627i,0.014727-0.018544i,0.0094883+0.00038882i,-0.0031491+0.00060588i,-0.0011855-0.0051426i,0.0018962-0.0027936i,0.00050461+0.00049387i,-0.00094548+0.0017649i,-0.0011092+0.0016763i,0.00036595-3.9225e-05i,0.0024692-0.0017005i,0.0042554+0.00010443i,0.0043868+0.002033i,0.0024841+0.00091295i,0.00065161+0.0015597i,0.0019041+0.0041366i,0.0053855+0.0039884i,0.0085652+0.0025586i,0.011644+0.0021714i,0.011433+0.0027336i,0.0083692+0.0030294i
0.0052767-0.0013896i,0.0089203+0.0080831i,-0.00017937+0.0226i,-0.016907+0.021498i,-0.01377+0.0077476i,-0.0014915+0.0071744i,-0.0005146+0.0090281i,-0.0015904+0.0035443i,-0.00067969-0.0010759i,-0.00019218-0.0030563i,-4.0433e-05-0.0022156i,-0.0015681+0.00060099i,-0.0026249+0.0022766i,-0.0034405+0.0010644i,-0.0042892-0.00062043i,-0.0027159-0.0010245i,-0.0016085-0.0010385i,-0.0038048-0.0019865i,-0.006421-0.0021622i,-0.0082532-0.0013607i,-0.010377-0.0015402i,-0.010206-0.0027996i,-0.0073411-0.0038669i
