-0.0023237+0.0020711i,-0.00079769+0.00064334i,-0.00085291+2.6814e-05i,9.5922e-05+4.5707e-05i,0.00072816+0.0016143i,0.00073512+0.0018204i,0.00067962+0.00069589i,0.0013116+0.00012098i,0.0013102+0.0001276i,0.0003934-8.4757e-05i,3.2432e-05-0.00082883i,-0.00018205-0.0017259i,-0.0006855-0.0020021i,-0.00079879-0.0017976i,-0.00014881-0.00091086i,6.4917e-05-0.00017194i,0.00042858-7.7262e-06i,0.00037578-0.00012005i,0.00028055-0.00079306i,0.00026996-0.0010844i,0.00053698-0.00076415i,0.00058993-0.00034261i,0.00023027-4.4839e-05i
-0.00013373-0.00052136i,0.00048027-0.00061365i,0.00065785-0.0015292i,0.00016656-0.0016339i,-0.00043336-0.00059484i,-0.00043001+0.00028405i,-0.0004437+0.0005442i,-0.00033266+0.00029999i,-0.00051129+0.00012047i,-0.00040124-0.00013715i,3.2403e-05-0.00020005i,0.00020847+4.388e-05i,0.00026435+0.00046965i,0.0003402+0.00029786i,0.00012122+0.00027683i,-1.6485e-05+0.00043178i,0.0005893+0.00055867i,0.00027779+0.00042966i,-0.0005133+0.00040039i,-0.00035922+8.7245e-06i,0.00066955-0.00056099i,0.0013233-0.0006922i,0.00099317-0.00024834i
-0.00012925-0.00097467i,-0.00086691+0.0001241i,-0.0014432+9.7448e-05i,-0.0018993+0.00032275i,-0.0023509-0.00033204i,-0.0016801-0.00039385i,-0.0010463-0.00030903i,-0.0011548-0.00085663i,-0.0013775-5.9023e-05i,-0.0013151+0.00076453i,-0.00063764+0.00040249i,-0.0002592+0.00042875i,-0.00038592+0.0011567i,0.0002812+0.00077438i,0.0014706+0.00022756i,0.001629-0.00047765i,0.0014931-0.00052913i,0.00069542-0.00025013i,-2.4027e-05-0.00046113i,0.00026156+0.00030653i,0.00075034+0.0010543i,0.00049319+0.00085605i,-0.00024312-4.8411e-05i
0.0012699-0.0011772i,0.00052116+0.00025866i,0.0011266+0.00013059i,0.00060553-0.00031179i,-0.0004919+0.00049583i,-0.0011064+0.0010978i,-0.00095514+0.00043683i,-0.00079916-0.00039201i,-0.00068595-0.00046069i,-0.00064878+2.9724e-05i,-0.000657+0.0005187i,-0.00077332+0.00053593i,8.4205e-05+0.00015444i,0.00069408+0.00022598i,0.00062088-0.00015692i,0.00018911-0.00043219i,-0.00011538-0.0005852i,-0.00016447-0.00057405i,-0.00023327+3.0764e-05i,4.3883e-05+0.00040178i,0.00021395+0.00039921i,-0.0003333+0.00071631i,-0.00061992+0.00043342i
0.0017439+0.00089545i,0.0017976+0.0014296i,0.0016837+0.0014994i,0.0013368+0.00087509i,0.00029402-0.00084013i,-0.00054491-0.0016239i,-0.00036245-0.00092808i,-0.0009445-0.0002642i,-0.0007633+0.00087544i,-4.7888e-05+0.0011611i,0.0002266+0.00077812i,0.0006739+0.0011974i,0.00080324+0.0012264i,0.00011436+0.00031042i,-0.00060533-8.3804e-05i,-0.00013004+0.00019733i,0.00069367+9.8814e-05i,0.0006608+0.00019672i,-1.0548e-05+7.3135e-05i,0.00088103+0.00054764i,0.001839+0.00050975i,0.0011401-0.00028635i,0.00082491-0.00056607i
-0.00016345-0.00048965i,0.00060263+0.00020668i,0.00023248+0.0008527i,-0.00081443+0.00089592i,-0.00059738+0.00076326i,-0.00029611+0.0011142i,-0.00062325+0.00083126i,-0.00068056+0.00024423i,-0.00083726-0.00014365i,-0.0010465+0.00029596i,-0.00056435-4.7906e-05i,0.00041559-0.00039575i,0.0017753+0.00072263i,0.0012423+0.00026973i,-0.00018134-0.00057162i,-3.0909e-05+0.00015273i,0.00017387+0.00032098i,-0.00034051-0.00031028i,-0.00040827+2.2558e-05i,0.00037391+0.00046746i,0.00093075+0.00070131i,0.00091582+0.00071144i,0.0012805+0.00053364i
-0.00034001+0.00043857i,-0.00056203+0.0011487i,0.0012471+0.00062604i,0.0017338+0.00035571i,0.00070614+0.00043039i,0.00078849+0.00010457i,-0.00010245-0.0002019i,-0.00064782-0.00060054i,-0.00036784-0.00041826i,-0.00013685+0.00029908i,-0.00015189+0.00061104i,-0.00021472+0.0008121i,-0.00012165+0.00053173i,0.000706+0.00026698i,0.00067226+0.00065762i,0.00056722+0.001045i,0.00088117+0.00081228i,0.00091245+0.00042931i,0.00114+0.00010892i,0.0010349+0.00029841i,0.00079078+0.00063977i,0.00082633+0.00054731i,0.00013454+0.00046316i
0.0021328+0.00052318i,0.00094307+0.0001573i,-0.00010022-0.00056617i,-0.0011054-0.0017911i,-0.0012983-0.0015826i,-0.0010683-0.00020058i,-0.00103-0.00029094i,-0.00086449-0.00064179i,-0.00012687-0.0003133i,-0.00013363-0.00029405i,-0.0005899+0.00021686i,-0.0004669+0.00041821i,-5.1592e-05+0.00074266i,0.00036598+0.00084i,0.00029358+9.8631e-05i,0.00012298-0.00088504i,0.00010582-0.00089357i,0.0006141-0.00034095i,0.00044258-0.00069083i,-7.815e-05-0.00066699i,-0.00027116+1.5005e-05i,-3.324e-05+0.00022544i,1.3635e-05-0.00021882i
-0.00075755+0.00082185i,0.00056757+0.00071872i,0.0019873+0.0011729i,0.0020957+0.00092362i,0.0011969+0.00032879i,2.5179e-05-0.00044893i,-0.00091026-0.00070271i,-0.00082825-0.00088827i,-0.00051131-0.00056768i,-0.00072615+0.00041356i,-0.00080275+0.0010857i,-0.00050656+0.0006282i,-9.8479e-05-0.00062854i,8.1068e-06-0.00092544i,-0.00019186-0.00023121i,-0.00038428+0.00089254i,-0.00030847+0.00098966i,-0.00016278+0.00060801i,-0.00023786+0.00038497i,-0.00021024+2.9802e-05i,0.00046316-0.00045105i,0.00057828-0.00023305i,0.00018914+0.00018767i
0.00036033+0.0013602i,0.0012986+0.0025341i,0.0021412+0.0019872i,0.0017846+0.001169i,0.0011+0.00037574i,0.00052029+8.2863e-05i,-0.00045266-0.00053876i,-0.00083183-0.00059765i,-0.00048492-0.00035962i,0.00011366-7.7579e-05i,0.00047455+0.00044825i,0.00010608+0.00050923i,-0.0006724+0.00060059i,-0.0010448+0.00012469i,-0.00040061-0.00019566i,0.00014838-5.7279e-05i,-1.0707e-05-0.00047468i,-0.00030376-0.00042125i,0.00022822+0.00062799i,-3.7271e-05+0.00061031i,-0.00055204-0.00056505i,-0.00059621-0.00052233i,6.1431e-05-0.0004692i
-8.5206e-05+0.00017091i,0.00044885+0.0010519i,0.00046069+0.0017738i,-0.00047489+0.00080373i,-0.00054039-7.1832e-05i,6.8064e-05-1.8321e-06i,0.00066158+0.00023398i,0.00089097+2.8387e-05i,0.00021682-0.00037434i,-0.00031777-0.00054465i,2.6687e-05-0.00026193i,0.00034286-0.00012115i,0.00074148+0.000805i,0.00086738+0.0013514i,0.00030613+0.00018779i,1.7786e-05-0.00025575i,0.00016107+0.00029567i,0.00030414-6.9238e-05i,0.00012057-0.00040391i,-0.00016472+7.9064e-05i,-0.00040378-1.8833e-05i,-0.00069413-0.00098586i,-0.00049217-0.0011751i
0.00097153+0.0017028i,0.00068565+0.0021818i,0.0011662+0.0018747i,0.0016315+0.00069969i,0.0012972-0.0010052i,0.00074013-0.0022i,0.0002052-0.0018645i,0.00014205-0.00065625i,0.00018699+0.00023454i,0.00027616+0.00023919i,0.00013551-0.00010435i,-0.00020993-0.00014193i,-0.00013324+0.00035754i,-0.00011632+0.0011539i,-0.00059417+0.0011478i,-0.00033749+0.00020035i,0.00043767-0.00013158i,-1.2618e-05-0.00010039i,-0.00094717-5.7473e-05i,-0.0013672-0.00020996i,-0.00052893-0.00025713i,-0.0003353+0.00042417i,0.00024652+0.001093i
-0.0012754-0.0019772i,-0.00097028-0.0010106i,-0.0020011-0.00022092i,-0.0023548-3.0454e-05i,-0.0015415+0.00085908i,-0.00074375+0.0011883i,-0.00037286+0.0011152i,-0.0004057+0.00050975i,-0.00029915-0.00015145i,-0.00031283+0.00080084i,-0.00070138+0.0012918i,-0.00011724+0.00056871i,0.0013623-7.4061e-06i,0.00095623+0.00026647i,-3.0873e-05+0.00010623i,0.0002849-0.00071645i,0.00057402-0.00062332i,0.0012256+0.00017435i,0.00049016+0.00062703i,-0.00010249+0.00090062i,-9.1288e-07+0.0012783i,0.00058063+0.0010372i,0.00087052+0.00093982i
0.0013136+0.0011989i,0.0022077+0.0020625i,0.0033721+0.0023568i,0.0026828+0.0010586i,0.0011122-0.00037798i,-0.00011543-0.00018085i,-0.00034937-0.00044258i,0.00021105-0.00065569i,-0.00017247-0.00019333i,-0.00097432+0.00057065i,-0.00060555+2.9636e-06i,-0.00012965-4.6771e-06i,0.00010239+8.7522e-05i,-0.00013251-0.00046869i,-0.00063953-0.00053432i,-0.00039511-0.00020132i,3.5881e-05+0.00042571i,0.00079217+0.00023667i,0.0010814-3.1397e-05i,0.00068427+0.00018584i,0.00086077+0.00014273i,0.0010154+5.3256e-05i,0.00039862-4.6298e-05i
0.0011857-0.001621i,0.00019296-0.0019258i,-0.0012089-0.0011199i,-0.0018719-0.00073779i,-0.0013016-0.0010233i,-0.00047596-0.00010831i,-0.00010883+0.00043565i,0.00029627+0.00042886i,0.00069766+0.00054984i,-7.6844e-05+0.00015i,-0.00047015-0.00026124i,-0.00027317-0.00032162i,2.6951e-05-8.1453e-05i,0.00023326+0.0003514i,0.0002345+0.00058442i,0.00019815+0.00037488i,0.00090987+0.00054312i,0.00070046+0.00086797i,-0.00053361+0.00039086i,-0.00020986-0.00035969i,0.00017563-0.00037053i,-9.9406e-05+0.00027079i,-0.00022629+0.00089107i
0.00038371+0.0016508i,0.0012692+0.0022155i,0.0021578+0.0024289i,0.0023343+0.00038133i,0.0020659-0.0003551i,0.0010967-0.00014173i,0.00051754-0.00021501i,7.3408e-05-0.00032314i,-0.00058787-6.6754e-05i,-0.0003923+0.0011141i,-9.6004e-05+0.0017442i,-0.00017387+0.0014627i,-6.9442e-05+0.0006139i,4.5369e-05+0.00036564i,0.00024553+3.5704e-05i,0.00067974-3.9598e-05i,0.00022757+0.00013068i,0.00063366+0.00012297i,0.0013225-0.00025085i,0.00099374-0.00031563i,0.00069131-3.4028e-05i,-0.00012092-6.891e-05i,-0.00044899+2.929e-05i
0.0012013-0.0001492i,0.00068173-0.0016622i,0.00037138-0.0021155i,-0.00069965-0.0019121i,-0.0017754-0.0010075i,-0.0014405-0.00030143i,-0.00091858+2.4026e-06i,-0.00053433+0.00033308i,-0.00033667+0.00044898i,-0.00026614+0.00036355i,-0.00053007+0.000332i,-0.00043593+0.00022095i,0.00035487-8.8893e-05i,0.00031031+4.1198e-05i,8.5083e-05-0.00016281i,-3.6992e-05-0.00038058i,0.00014712+0.00057739i,0.00028732+0.00052059i,0.00020198+0.00025809i,0.00024832+0.00099492i,-0.00024133+0.0011189i,-0.00087069+0.00035686i,-0.00026859-0.00019093i
0.0014088+0.001564i,0.0026122+0.00055842i,0.0025948+0.00090774i,0.0028477+0.00046565i,0.0028323+0.00015568i,2.5319e-06+0.00014652i,-0.0015556-0.00049412i,-0.00095436-0.00015262i,-0.00070431+0.00059514i,-0.0002659+0.0013826i,0.00011347+0.0013053i,2.1472e-05+0.00092334i,0.00044751+0.0010757i,-2.4084e-05+0.0010437i,-8.5894e-05+0.00049416i,0.00034074+0.00066446i,0.00052662+0.00068497i,0.0010334+0.00072008i,0.00056084+0.00069859i,-0.00024932+2.6327e-05i,5.6691e-05-0.00060008i,0.00052651-0.0005839i,0.00053081-0.0007257i
-1.4326e-05-0.0013509i,3.0501e-05-0.00046006i,0.00013736-0.00045414i,-0.00032749-0.00037875i,-0.0007266+0.00017772i,-0.00075847-0.00021763i,-0.00018176-0.00024952i,-0.0004141-7.2215e-05i,-0.00084495-0.00039844i,-0.0010135-0.00013755i,-0.00056781+0.00078711i,-5.3887e-06+0.00071903i,0.00024526-0.00049233i,0.00017635-0.00041281i,0.00083071-5.259e-05i,0.0010531-0.00020718i,0.00043605+0.00028033i,-0.00024227+0.00038359i,-0.00035877-0.00045922i,0.00053313-0.0002175i,0.00034756-0.00025614i,-0.00026378-0.00053006i,-0.00026057+0.00030068i
-1.153e-06+0.0022516i,0.0015246+0.0022074i,0.0031034+0.0021852i,0.0029715+0.00026138i,0.0015983-0.0012774i,0.00067356-0.0010062i,-0.0004443-0.0010468i,-0.0008558-0.0012799i,-0.00069694-0.00076676i,-0.00025742+0.00029798i,-3.8942e-05+0.00076928i,-0.00019542+0.0005657i,-0.00089537+0.00036516i,-0.0015416-0.00037505i,-0.0008742-0.00052928i,-0.0003536-0.0002661i,-0.00028186-0.00028263i,-0.00031307-0.00032696i,-0.00059634-0.0010495i,-0.00021665-0.0016068i,0.00087884-0.00056218i,0.0011753+0.00094775i,0.0013558+0.00014558i
-0.0018805-0.0016316i,-0.0015279-0.0013458i,-0.0012002-0.001283i,-0.001707-0.00091081i,-0.0012449-0.00016885i,-0.0007685+0.00047843i,-9.9789e-05+0.00042272i,-0.00026101-0.0001937i,-0.0012916+0.00044738i,-0.00070539+0.0011767i,-0.00028264+0.00091922i,-0.0002093+0.00071545i,0.00053552-0.00053113i,0.00060723-0.00063446i,-0.00040661+1.7829e-05i,-0.00073592+0.00031811i,-0.00016501-0.00043911i,-0.0002243-0.00095164i,-0.00040236-3.0618e-06i,2.5124e-05-0.00036084i,-8.8187e-05-0.00072984i,-0.0001421-0.00077683i,-0.00024669-0.00052022i
-0.0013125+0.0012666i,-0.00036835+0.0018675i,0.00043945+0.0023043i,0.00010596+0.0018536i,0.00033905+0.0011464i,0.00038036+0.00058729i,-0.0010273-0.0001433i,-0.0016772-0.0002994i,-0.00060227-0.00011549i,0.00026389-8.0457e-05i,0.00034051+0.00085564i,-0.00011537+0.0012605i,-0.00018922+0.00031593i,7.154e-06-0.00066136i,0.00030573-0.00084786i,-0.00014436+0.00022051i,3.5232e-05+0.00060786i,0.0011051+0.00021803i,0.00088279+0.00028158i,9.5251e-05+5.3076e-06i,-0.00011713+0.0002285i,-7.3589e-05+0.00060288i,0.00015832+1.343e-05i
0.00061832-0.00051851i,0.00075929+0.00062941i,0.00059218-8.6374e-05i,0.00035104-0.00096575i,-0.0002547-0.0009306i,-0.0010575-0.00051093i,-0.0010457+0.0006891i,-0.00081071+0.0007112i,-0.00051876+8.4632e-05i,-0.0007538+0.00069505i,-0.0011786+0.00067571i,-0.00095062+0.00030626i,-0.0006358+3.0185e-05i,-0.0001285-0.00022847i,0.00017434+0.00069639i,0.00034121+0.00070639i,0.00066698+0.00023166i,0.00065115-0.00033823i,0.00093316-0.0003628i,0.00042636-0.000116i,-5.6125e-05-0.00039404i,0.00022309-0.00049826i,0.0001733-0.00019983i
0.00055933+0.00070827i,0.001311+0.00051677i,0.00059339+0.00093076i,-0.00053699+0.0013072i,-0.00022474+0.00040323i,0.00037612-5.0809e-07i,-4.1164e-05-0.00017806i,-0.00067242+0.00029622i,-0.00077214+0.0010451i,-0.00046467+0.0013324i,-8.809e-06+0.00039332i,-0.00033663-0.00035013i,-0.00043129-0.0003526i,-0.00015075-0.00025111i,0.00049785-0.00049015i,0.00042354-0.00035138i,-8.9261e-05-1.9933e-05i,0.00038346+0.00012429i,0.00050862+0.00044168i,0.00035017+0.00021403i,0.00042791-0.00029445i,0.00058271-0.00066556i,9.3684e-05-0.00072169i
-0.00096623+0.00049286i,-0.00044733+0.00052614i,-0.00016475+0.0011734i,0.00078257+0.0015809i,0.0012597+0.0015483i,-0.00022282+0.00077401i,-0.0013785-0.00021127i,-0.0014128-0.0012199i,-0.0014131-0.0016425i,-0.00056303-0.00077545i,0.00062981+0.00011448i,0.0011121+0.00041901i,0.00077893+0.00035604i,0.0012268+0.00027905i,0.0013106+0.00059273i,0.00033472+0.00087064i,0.00018573+0.00089008i,0.00045588+0.00041682i,0.0012669+6.6665e-05i,0.00094771+0.00016735i,-4.8387e-05-6.0169e-05i,-0.0006275-0.0002524i,-0.00059601-0.00029836i
-0.001436+0.00077613i,-0.00014791+0.00061403i,0.00016673+0.0015425i,0.00037447+0.0016827i,0.001164+0.0010113i,0.0015639+1.5623e-06i,0.0012577-0.00051648i,0.00046092+0.0001818i,-0.00041899+0.0010187i,-0.00035626+0.0010696i,0.00012327+0.00046205i,0.00056141+0.00034654i,0.00050281+0.00050105i,-2.6543e-05-0.0002473i,-0.00025901-0.00076839i,-0.00051171-0.00018154i,-0.00040581+0.00021605i,0.00015875+0.00032303i,0.00044284+0.00060097i,0.00023715+0.00090952i,0.00041002+0.0014371i,0.00041411+0.0012532i,7.2285e-05-0.00019476i
-0.00078518-0.0012155i,-0.00076997+0.00075966i,-0.001738+0.0012564i,-0.00080198+0.0012611i,6.9237e-05+0.00080035i,-0.00067498+0.00075139i,-0.0018424+0.00048107i,-0.0021927-5.9608e-05i,-0.0019343-5.3009e-05i,-0.0016721+2.8082e-06i,-0.0014419+9.4126e-05i,-0.0010187+0.00046861i,-0.00050214-0.00039113i,-5.1833e-05-0.00073517i,-1.5931e-05-0.00030799i,0.00014672-0.00042107i,0.00028502-0.00016533i,-0.00017724-0.00025563i,-0.00044616-0.00072953i,-1.2816e-05-0.00029046i,0.00015956+0.00072773i,-0.00015045+0.00090542i,-0.00049257+0.00064708i
-0.00059374-0.00017146i,-7.3977e-05+0.00063471i,0.00022474+0.00050906i,0.00042446+0.00020202i,0.00017879+0.00048481i,1.1148e-05+0.00038949i,-0.00037704-0.00047167i,-0.00060694-0.000936i,-0.00018197-0.00027533i,-0.00021962+0.0009723i,4.1967e-05+0.00079196i,0.00078275-0.00028988i,0.0002765-0.00046248i,-0.00042815-0.00023484i,0.00020999+8.3198e-05i,0.00032561+0.00030642i,-0.00011465+0.00048924i,-0.00060871+0.00031601i,-0.00049529+0.00040058i,-0.00047885+0.00014305i,-0.0012867-0.00037451i,-0.0010457-0.0005747i,0.00036027-0.00051302i
0.00091644-0.0026008i,0.00019701-0.0015165i,-0.00067968-0.00098746i,-0.0015383-0.00015403i,-0.0025533+6.0391e-05i,-0.0015434+0.0004756i,-0.00017914+0.00048348i,-0.00046006+0.00040875i,-0.0001464+0.00089518i,0.00036484+0.0015582i,0.00065851+0.0019415i,0.00062831+0.0010296i,0.00060941+0.0002532i,0.00082257+0.00077425i,0.00096059+0.00039239i,0.0011932-0.00038289i,0.00065311-0.000435i,-0.00046306+0.00030287i,6.3615e-06+0.0010972i,0.00049859+0.00060739i,0.00030153+0.00011326i,0.00079865+0.00035981i,0.0008908-9.0889e-05i
0.00058165-0.0010082i,0.00062372-0.0008569i,-0.00047782-0.00088991i,-0.0015449-0.0010862i,-0.001915-0.00035401i,-0.00092697+0.00087097i,0.00027274+0.0010404i,0.00041162+0.00072062i,-0.00033638+0.00060492i,-0.000885+0.00017452i,-0.00089688+0.00095554i,-0.00082114+0.0016619i,-0.00087782+0.0010511i,-0.00038211-0.00035784i,9.8926e-05-0.00058395i,-3.9134e-05-0.00023921i,-5.599e-05+8.58e-05i,-0.00026581-0.00016808i,-0.00083849-0.00050328i,-0.001313+0.00030489i,-0.00096819+0.0010743i,-0.00022654+0.00062223i,0.00034303-7.7067e-06i
0.0011161-0.00058991i,0.00012731-0.00059516i,-0.00024651-0.0007748i,0.00022832-0.0003072i,0.00030796+0.00035538i,-0.00016519+0.00087872i,-0.00016313+0.00024078i,-0.00049862-0.00012814i,-0.0012009+0.0003472i,-0.00069442+0.00037645i,4.2975e-05+0.0004935i,-0.00020581+0.0013258i,8.979e-05+0.0017395i,5.0095e-05+0.0011592i,-0.00018691+0.0012766i,0.00019902+0.001816i,0.00022219+0.0012903i,-0.00016254+0.00039701i,0.00025006-3.5672e-06i,0.00088531-0.00039777i,1.6805e-05+6.2942e-05i,-0.00059918+0.00027627i,-4.5976e-05-0.00016526i
0.00072907-0.0013527i,0.00091909-0.00062947i,-6.4972e-05-0.00012977i,-0.00073849-0.00073447i,-0.00030429-0.0013691i,0.00061841-0.0012261i,0.00067193-0.00058224i,-0.00018255-0.0004707i,-0.00020593-0.00055186i,-0.00051492-0.00027084i,-0.00045502+0.00037545i,0.00036113+0.00063063i,0.00089504+0.00056441i,0.00067912-0.00027863i,-0.00051241-0.0012256i,-0.00093833-0.00076175i,-0.00081481-0.00021081i,-0.00095988-3.1644e-05i,-0.00060031-7.5461e-05i,-0.0001777-0.0002166i,-0.00036586+0.00034387i,-3.7243e-05+0.0010346i,0.00027291+0.00084225i
-0.00050678+0.0014288i,-0.0007652+0.0022733i,-0.0007124+0.0028059i,-0.00022652+0.0023347i,-0.00090909+0.0011682i,-0.0025398+0.00048834i,-0.0019569+0.00026287i,-0.00067512+0.0003563i,-0.0012299+0.00049692i,-0.00096805+0.00051165i,0.00039881+0.00060215i,0.00078378+0.0012033i,-0.00059694+0.00030942i,-0.0010007-0.00039083i,-0.00017916+0.00030316i,0.00018294+0.00043007i,0.00014354+0.00077597i,-0.00042919+0.00098604i,-0.0008542+0.00040787i,-0.000746+0.00077304i,-0.00023062+0.0012425i,0.00015976+0.00056491i,-0.0001948-0.00026505i
-0.00036193+0.00044087i,-0.00021098+0.00019833i,0.00022051+0.0009542i,0.00043391+0.00023776i,0.00029151-0.00097792i,0.00035352-0.00089692i,0.00049883+6.6659e-05i,0.00025737+0.00018002i,-0.00040824+0.00030641i,-0.00046491+0.0003413i,-0.00013007+0.0005873i,0.00017893+0.0010249i,0.00030596+0.00048137i,0.00052199+0.00029958i,0.00050665+0.00025105i,0.00056368-0.00012385i,0.00086982-0.00042646i,0.00040824-0.00024147i,0.0005318+0.00035352i,0.0011196+0.00069446i,0.0007858+0.00049387i,-0.00051201+0.00056941i,-0.00077595-0.00015356i
0.0017181-0.00012997i,0.0011523-0.00090898i,9.1235e-05-0.00095815i,-0.00046688-0.00090325i,-0.001112-0.00039497i,-0.0017072-0.00033337i,-0.0010384-0.00073282i,-0.00045244-0.00027518i,-0.001593+0.00021569i,-0.0019611+6.1739e-05i,-0.0010325+0.00018625i,-0.00045126+0.00042548i,-0.00016172+0.00023869i,-0.00062506-0.00020941i,-0.00069205-0.00013515i,-9.4546e-05+6.1625e-05i,0.00018768-0.00057861i,0.00057336-0.000356i,0.00073762+0.00051274i,0.00046626+0.00044122i,1.0873e-05-0.00032616i,-0.00041022-0.0007226i,-6.6142e-05-0.00037003i
-0.00041133-0.00035166i,0.00070087-0.0001911i,0.00081935-1.2938e-05i,0.00082165-5.1586e-05i,0.0011041+0.00037829i,0.00050356+0.00035157i,-9.9771e-05-0.0010517i,7.6636e-05-0.0014i,0.00058229-0.00074722i,0.00066851-0.00020633i,0.00058911+0.00041874i,0.00075941+0.00069031i,0.00086742+0.00018682i,0.00088263-7.0952e-05i,0.00066616-0.00054356i,0.0013121-0.00066952i,0.00082402+4.5536e-05i,-0.00016373-0.00034823i,-0.00032724-0.00020289i,-0.00039252+0.00030558i,-4.6502e-05-9.3745e-05i,0.0003804-0.00042023i,0.00024764-0.00028601i
0.0023529+0.00049215i,0.0024794+0.0011132i,0.0022658+3.0352e-05i,0.0018553-0.0012159i,0.00044225-0.0015121i,-0.0014533-0.0013368i,-0.0018591-0.00014103i,-0.00089375+0.00082774i,-4.1159e-05+0.00066929i,-0.00062689+0.00040149i,-0.0015231+0.00013348i,-0.0011763+0.00049306i,-0.0011961+0.00099033i,-0.00063535+0.0010889i,-0.00019569+0.0011477i,-0.00029846+0.0014238i,-0.00020326+0.00049109i,-0.00015796-0.00015167i,-0.0001295+0.00035568i,-0.00088015+0.00066704i,-0.00044749+0.001062i,-9.8744e-06+0.00034871i,-0.00026377+0.00017255i
-0.00069927-0.00098686i,-0.00061009-0.0002025i,-0.00037362-0.00060602i,0.00021434-0.0013308i,-0.00010382-0.00050019i,-0.00085998-0.00032784i,-0.001019-0.0014385i,-0.00096348-0.00070623i,-0.00096033+0.0002807i,-0.00070491+0.00088525i,-0.00076546+0.0013365i,-0.00082615+0.0012604i,-6.0142e-05+0.00073803i,0.0011794-0.0002428i,0.00071095-0.000454i,0.00043189-0.0006654i,0.00098071-0.00022039i,0.00080066+0.00037259i,0.00026383+0.00045348i,-0.00036095+0.00112i,2.6123e-06+0.0008016i,0.00047623-0.00037974i,0.00034095-0.00087215i
-0.00021768+0.00062011i,0.00057875+0.0016652i,0.0011508+0.0013997i,0.00079366+0.0023129i,0.00052839+0.0025796i,0.00058445+0.0019864i,0.0008383+0.0014233i,0.00035887+0.00058693i,-0.00027492+0.00053418i,-0.00074023+7.6371e-05i,-0.00075542-0.00034405i,-0.00027546+0.00078254i,-0.00023011+0.00081475i,-0.00023821-0.00015097i,8.4371e-05-0.00077551i,0.00027102+3.938e-05i,8.6986e-05+0.00078967i,7.199e-05+0.00016903i,0.00015312-0.00023037i,0.00067035+0.00026014i,0.00012372+0.0007734i,-1.0071e-05+0.0005073i,0.00074341+0.00030519i
-0.00039274-0.00059447i,-3.9729e-05-5.6802e-05i,0.00076607-0.00016368i,0.00021228-0.00087753i,-0.00025701-0.0015013i,0.00020226-0.00098646i,-9.4397e-05-0.00022324i,-0.0010574-0.00048441i,-0.0010935-0.00061855i,-5.0009e-05-2.6483e-05i,0.00055127+0.00053414i,0.00029615+0.00010108i,-4.8035e-05+0.00014219i,-0.00069478+0.00022344i,-0.0010469-6.9349e-05i,0.00018044-0.00040905i,0.0010756-0.00015592i,0.00063893+2.4895e-05i,0.00049339-0.00022282i,0.00050121+0.0001699i,0.00031008+6.0517e-08i,0.00017419-6.3042e-05i,8.1501e-05-0.00020486i
-0.0011056-0.00036674i,0.0010647-0.00036025i,0.001134+0.00042558i,0.00050531+0.0019035i,0.00045483+0.0018433i,-0.00046148+0.0006912i,-0.00091176-6.6792e-05i,-0.00076516-0.0002555i,-0.00077101+0.00024672i,-0.00073082+0.00066508i,-0.0003601+0.0011105i,-8.0128e-05+0.00021545i,0.00047498-0.00052084i,0.00050602-0.00076969i,-0.00021214-0.00066255i,-0.00082061-0.00052894i,-0.00038555-6.4996e-05i,-0.00023126+0.00030552i,-0.00056377+0.00014904i,-0.0007093-0.00026919i,-0.00043064-0.0003653i,-0.00023977-0.00020256i,-0.00056774-0.00018625i
0.0002754-0.00097377i,-0.00080047+0.00053752i,0.00044332+0.0011268i,0.0011735+0.00086448i,-0.00031086-0.00044644i,-0.00080021-0.00061359i,-9.5016e-05-0.00079282i,0.00012428-0.0010461i,-0.0002743-0.00049581i,-0.00066357+0.00066546i,-0.00092806+0.00069838i,-0.00089246-0.00032283i,-0.00081348-0.00023091i,-0.00039786+0.00027498i,0.00016379+0.00019628i,0.00064022-0.00033244i,0.00072022-0.00021862i,0.00022529+2.0611e-05i,-0.00011475-0.00020021i,-0.00031102-6.469e-05i,-0.00026181+0.00038894i,-7.3222e-05+0.00019719i,-0.00036639-0.00051592i
0.0008522+7.6183e-05i,0.00052406-4.9821e-06i,0.00018598-0.00049075i,-0.00054633-0.0015173i,-0.0012698-0.0014233i,-0.0016379-0.00056878i,-0.0010547-0.00065764i,-0.0014131-0.00093441i,-0.0013638-0.00050422i,-0.00059205+0.00037591i,-5.751e-06+0.0005016i,-0.00035303+0.0006094i,-0.00032887+0.00052358i,0.00020986-8.9256e-05i,0.00035536-0.00015676i,0.00043102-9.8121e-05i,0.00032416-8.5071e-05i,0.00026588+0.000448i,0.00031963+0.00038375i,0.00066058+0.00028298i,0.00054208+0.00082889i,-0.00025424+0.00022038i,-0.00046589-0.00083165i
