-0.0023237+0.0020711i,-0.00079769+0.00064334i,-0.00085291+2.6814e-05i,9.5922e-05+4.5707e-05i,0.00072816+0.0016143i,0.00073512+0.0018204i,0.00067962+0.00069589i,0.0013116+0.00012098i,0.0013102+0.0001276i,0.0003934-8.4757e-05i,3.2432e-05-0.00082883i,-0.00018205-0.0017259i,-0.0006855-0.0020021i,-0.00079879-0.0017976i,-0.00014881-0.00091086i,6.4917e-05-0.00017194i,0.00042858-7.7262e-06i,0.00037578-0.00012005i,0.00028055-0.00079306i,0.00026996-0.0010844i,0.00053698-0.00076415i,0.00058993-0.00034261i,0.00023027-4.4839e-05i
0.00076183+0.0001827i,0.0014679+0.00037088i,0.0016697+0.00052397i,0.0012464+0.00080159i,0.00036847+0.00066569i,-3.6747e-06+0.00023056i,0.00021138+2.5155e-05i,0.0003536+0.00025244i,0.00048635+0.00081572i,0.0003677+0.0012371i,0.00048737+0.00044156i,8.1181e-05-0.000741i,-0.00021869-0.00044055i,7.8285e-05-0.00043051i,-0.00028726-0.00047518i,-0.00097599+0.00075601i,-0.00070648+0.0006337i,-0.00019664+3.7273e-05i,-8.3625e-05+0.00049611i,0.00015231+0.00014109i,0.00055268-0.00017571i,0.00075686+9.2227e-05i,0.00051382+0.0001936i
0.00054913+0.00257i,0.0013408+0.0021473i,0.0018568+0.001617i,0.0018838+0.00087617i,0.0017979-0.00014207i,0.0012716-0.00086701i,0.0011438-0.00037644i,0.0011427+0.00033066i,6.8082e-05+6.4932e-05i,-0.00073792-0.00035802i,-0.00018434-0.00030118i,8.4312e-05+8.7461e-05i,-0.00072534+0.00024449i,-0.0014721+4.9272e-07i,-0.0010883+0.0001143i,-0.00035127+0.00069547i,0.0010412+0.00087452i,0.0020967+0.0006666i,0.0011277+0.00036924i,-0.00015081-0.00038346i,-0.00076227+3.3653e-05i,-0.00032404+0.00030028i,0.00056435+0.00032486i
0.00028536-0.00056098i,0.00048027-0.00034296i,0.00060462-0.00074136i,0.00054929-0.0014331i,0.00024764-0.0011117i,0.00045307-0.00057053i,0.00063694-0.00061586i,0.00019686-0.00012945i,-0.000545+0.00049959i,-0.0011822+0.00085768i,-0.00077047+0.00085507i,1.1998e-06+0.00046594i,0.00012591+0.00065019i,-0.00020035+0.00098197i,-0.00057663+0.0013972i,-0.00032306+0.0012176i,0.00056687+0.00019693i,-8.7645e-06-0.00015312i,-0.00098594+0.0006244i,-0.00037203+0.00086357i,0.00021304+0.00038171i,-2.5938e-05-0.00010338i,0.00018544-0.00063162i
-0.00096053+0.00094875i,0.00040142+0.0004432i,0.0013422-3.2274e-05i,0.00056267+0.00080386i,-0.00079337+0.0011232i,-0.0006057+0.00028824i,0.00011399+0.00030792i,-0.00081677-1.5432e-05i,-0.0017284-0.00032392i,-0.0008243-0.00032407i,0.00042343-0.00033735i,-7.4468e-05-0.00024604i,-0.00093071+2.5255e-05i,-0.0001687-0.00014804i,0.00024651-0.00067524i,-0.00072765-0.00078424i,0.00027507+0.00017621i,0.0010213+0.00063978i,0.00026005-3.4799e-05i,-0.00032992-0.0004i,-0.00023615-0.00031949i,0.00019445+0.00014023i,-0.00044119+0.00040577i
0.0014979+0.0017332i,0.0024107+0.0015892i,0.0013161+0.001056i,0.00023579+8.2291e-06i,-9.0332e-06-0.00076196i,-0.00018326-0.0010536i,-0.00049881-0.00063378i,-0.00039878-0.00054428i,-0.00047519-0.00072785i,-0.00065152-0.00010819i,-9.0948e-05+0.00086936i,0.0007373+0.00099252i,0.00071474+0.00018661i,-0.00010977+0.00021511i,-0.00097745+0.00028673i,-0.00092073-0.00021784i,-0.00031139-0.00072494i,0.00031568-0.00062577i,0.00046516+3.7582e-05i,0.0002206-3.0594e-05i,-0.00016208+9.9044e-05i,0.00016019+0.00047688i,8.8229e-05+0.0014333i
-0.0005371-0.00032945i,-0.00047855+0.00062874i,0.00052188+0.0007019i,0.00014709-0.00034611i,-0.0005715-0.00082557i,5.5952e-05-0.00099668i,0.0010549-0.00062697i,0.00053092-0.00013162i,-0.000602-7.6645e-05i,-0.00071414+0.00041967i,-2.7636e-06+4.4003e-05i,9.5398e-05+9.2312e-05i,-0.00040781+0.0011374i,-0.00047962+0.00079812i,-0.00028847+6.5412e-06i,-0.00078999-0.0003818i,-0.00081253-0.00010776i,-0.00020232+0.00055236i,-0.00024707+0.00038778i,-0.00010358+0.00051154i,0.00026287+0.00097253i,0.00064661+0.00093062i,0.00052425+0.0003848i
0.0016004+4.2413e-05i,0.00079048+0.00017114i,0.00087089-0.00092701i,0.0008279-0.0013939i,0.00017026-0.001525i,-0.00094332-0.00057172i,-0.0016311+0.0001835i,-0.0010343+0.00018281i,4.9639e-05+0.0005855i,0.00047326+0.00078609i,-3.1467e-05+0.00063678i,-0.00058314+0.00069155i,0.00060041+4.7252e-05i,0.0011391-0.00033787i,0.00090141-0.00027777i,0.0010479-0.00021166i,0.00080276+0.00032636i,0.00054037+0.00058642i,-0.00024681+0.00038121i,-0.00036557+0.00039667i,-9.6433e-05+0.00025706i,-0.00012674-0.00012099i,0.00092487-0.00012197i
0.0014765+0.00018042i,0.0013556+0.00071797i,0.00094761+0.00026527i,0.0010045-0.00047308i,0.00040029-0.0010361i,-3.6013e-05-0.0012169i,0.00012297-0.00065259i,-9.0385e-05-0.00069334i,-0.00039563-0.00077239i,-0.00034235-0.00033825i,0.00052415-7.5858e-05i,0.00086815+0.00069987i,0.00036762+0.00099813i,-0.00030305+0.00056027i,-0.0008125+8.5556e-06i,-0.00096076-0.00047521i,-0.0004308-0.00032212i,0.00019828-0.00029462i,0.0008545-0.00025632i,0.00067123-0.00043624i,0.00054387-0.00073834i,0.00080371-0.00053458i,0.00046357-0.00061421i
-0.00075708+0.0001033i,-0.0010719-0.00085113i,-0.00045815-0.001506i,-0.00019822-0.001177i,-0.00046526-0.00058222i,-0.00012429-0.00026039i,-0.00077481-0.00057215i,-0.0012815-0.00034853i,-0.00085511+0.00057384i,4.6637e-05+0.00035627i,0.00024297+0.00050881i,-0.00021403+0.0001319i,-0.00033924-0.00041179i,-0.00086759-9.4014e-05i,-0.00098794-0.0001809i,-0.00038105-0.0003447i,0.00012613-0.00044694i,5.5325e-05+6.973e-05i,-0.00046322+0.00053285i,-0.00021383+0.00019937i,0.00034998-0.00069761i,0.00033818-0.00082376i,-0.00031194-0.00028075i
0.00069986+0.00087383i,0.0015399+0.0012138i,0.0020132+0.00074189i,0.0021437-0.00031227i,0.0012873-0.00046985i,-0.00020898-0.00025936i,-0.00055955+0.00054908i,4.7776e-05+0.00067191i,-1.144e-05+0.00040316i,-0.00025154+0.0002677i,-0.00043008+2.7583e-06i,-0.00068982-0.00047886i,-0.00094005-3.0131e-05i,-0.0012463+0.00053464i,-0.00058666+0.00041343i,0.00065736+0.00053659i,0.00092881+0.00068818i,0.00062683-3.2157e-05i,0.00018643-7.1996e-05i,-0.00014286+0.00043941i,0.00017591+5.991e-07i,0.00045182-0.00029642i,1.46e-05+0.00039174i
-0.0012969+0.00013251i,-0.0010029-0.00021731i,-0.00049764+0.00015246i,0.00010761+0.00062959i,-0.00019311+0.00039164i,-0.00080744-0.00060537i,-0.00037568-0.00075097i,0.00010563-0.00013299i,0.00033887+1.1036e-05i,0.00080168+0.00035131i,0.00056418+0.00067102i,0.0010046+0.00041308i,0.0014398+0.00048055i,0.0006323+0.00021831i,0.00017318-0.000284i,0.00057349-0.0010598i,0.00082317-0.0011969i,0.0005663-0.00091139i,0.00025101-0.0007878i,0.0001055+4.1092e-05i,-4.7622e-05+0.0003504i,-0.00050153-4.1483e-05i,-0.00078998-0.00053182i
0.00068939-0.00029939i,0.0020389+0.00095633i,0.0028227+0.0018626i,0.0019415+0.0017278i,0.0010552+0.00082986i,0.001119+0.00020065i,0.0010434-0.00045571i,-3.143e-05-0.00078431i,-0.0010575+1.4371e-05i,-0.0008962+0.0003175i,-0.00058323+0.00070976i,-0.00034672+0.00067571i,0.00036615+9.0918e-05i,0.00023771-0.00013161i,-0.00070376-6.936e-05i,-0.00072138+0.00013743i,-2.44e-05+6.0502e-05i,0.00024737-0.00019509i,0.00052319-0.00021405i,0.00025639+7.2059e-06i,0.00010489+0.00031572i,-0.00033458+0.00030654i,-0.00049915-0.0001088i
0.00091192-0.00044582i,0.0013606-0.0011016i,0.001375-0.0012496i,0.00024111-0.00099234i,-0.0011122-0.0013566i,-0.0018893-0.0017176i,-0.0015309-0.0010372i,-0.0009269-0.0004542i,-0.00076181-0.00033497i,-0.00063291-0.00020854i,-0.00065737+0.00016827i,-0.00072486-0.00014615i,-0.00077468-0.00075534i,-0.00046008-0.00028906i,-0.00084677+7.4052e-05i,-0.0009988-0.00082714i,-0.00017042-0.0011979i,0.00082063-0.00082007i,0.00093742-0.0011635i,0.00062259-0.00073722i,0.00027472-0.00044353i,-0.0001629+0.00019025i,9.604e-05+0.00071017i
0.00031926+0.0024105i,0.0018197+0.0021492i,0.0029753+0.0013143i,0.0023611+0.00043683i,0.0019686-0.00031876i,0.0018643+0.00015759i,0.00112+0.00062572i,2.4584e-05+0.00050114i,-0.00093278+0.00061666i,-0.0006035+0.00078997i,3.689e-05+0.0007756i,-0.00032974+0.0012204i,-0.00080662+0.0014632i,-0.0013303+0.00081149i,-0.00076633+5.7924e-05i,0.00019575-0.00019443i,0.0007303-0.00027465i,0.00055777+0.00020718i,1.9883e-06+0.00051568i,-0.000707+0.00069883i,-0.0009546+1.0844e-05i,-0.00016876-0.00045903i,0.00059093+0.00026835i
0.00072044+0.0018637i,-0.00062071+0.0017653i,-0.00073805+0.0014598i,0.00014341+0.0012842i,0.00015949+0.00037336i,0.00050283-0.0012186i,0.00030614-0.0008924i,-0.00023909+0.00040822i,-0.00019306+0.00078588i,3.9928e-05+0.0001114i,0.0002379-0.0001227i,0.00099415+0.00017384i,0.00091583+3.0369e-05i,0.00010862+0.00011391i,-0.00076958+2.6548e-05i,-0.00095793-0.00060018i,-0.00043436-0.00074013i,6.333e-05-0.00015672i,0.00022665+0.00043953i,-0.00032464+0.00024015i,-0.00041042+0.00073419i,0.000386+0.00079138i,0.00053114+0.00056664i
0.00060116-0.0006263i,0.0020119-0.00029355i,0.0015318+0.0009699i,0.0006686+0.001031i,-1.802e-06+0.00074496i,-6.7703e-05+0.00042253i,0.00034995-0.00059159i,-7.5746e-05-0.00074216i,-0.00048305-0.00052964i,-0.00099951-0.00026614i,-0.00096184+5.976e-06i,-0.00051936+5.9776e-05i,-0.00036611-0.00014964i,-0.00043774-0.00028389i,-0.00065752-3.9235e-05i,-0.00017059+0.00010294i,0.00069097+0.00019289i,-0.00034462+2.9821e-05i,-0.0013097-0.0001086i,-0.00059947-8.4191e-05i,0.00011846+2.0763e-05i,0.00012326+0.00029141i,-0.00024227+0.00037181i
0.00022763-0.00059939i,-0.00053166+0.00048598i,-0.0016588+0.000796i,-0.0008569-0.00014667i,-0.00056794-0.00047371i,-0.0012249-0.00065705i,-0.0020068-0.0015348i,-0.002253-0.0007753i,-0.0012566+0.00065129i,-0.00017841+0.00086238i,0.00056169+0.00091694i,0.00023502+0.00095519i,-0.00024937+0.00035443i,-0.00025988+0.0002908i,-0.00026424+0.0002187i,-0.0005361-0.00020899i,-0.00041428-0.00016341i,4.9683e-05-0.00012439i,0.00021469+0.00036675i,-0.00018153-0.00035794i,-0.000459-0.00053375i,-0.00063308+0.0006054i,-0.00027389+0.00039773i
-0.00027551-0.0021704i,-0.0010005-0.00099091i,-0.00047095-0.00021905i,-0.00038789-0.00058381i,-0.0002768-0.00024247i,-0.00037624+0.0012196i,-0.00070475+0.0013708i,-0.0010713+0.00099882i,-0.0016832+0.00067558i,-0.0017956+0.00064084i,-0.0014143+0.00092375i,-0.00086904+0.00026095i,1.7444e-05-0.00017984i,6.3063e-05-3.3166e-05i,0.0003119+0.00021167i,0.00018925+0.00014392i,-0.00059639+0.0002802i,-0.00074288+0.00038055i,-0.000591-0.00057691i,0.00011048-0.00072728i,0.00034972+0.00065066i,0.00030375+0.00077519i,0.00031313-0.00027247i
0.00071974-0.00072141i,-7.4498e-05-0.001131i,-0.00055515-0.0007815i,-0.0010319-0.00089175i,-0.0015442-0.0013477i,-0.0011519-0.0011947i,-0.00075406-0.0010696i,-0.00092167-0.00070017i,-0.0004258-0.0003777i,-0.00019474-0.0001851i,-0.0004674+0.00037377i,-0.00043203+0.00038582i,3.5935e-05+0.00058956i,0.00075185+5.9986e-05i,0.0012789-0.0010143i,0.0012773-0.00042693i,0.00072899-0.0001498i,3.7581e-06-0.000328i,6.4777e-05-0.00030313i,0.00020619-0.00067991i,-0.00050003-0.0012018i,-0.0010094-0.00084429i,-0.00079862-0.00044102i
-0.00019271-0.00054491i,0.00064805+0.00097137i,0.00059871+0.0013996i,0.0013259+0.00109i,0.0019753+0.0005619i,0.0013772+0.00022876i,0.00065608-0.00050906i,-5.2165e-05-0.0010453i,-0.00069424-0.00051476i,-0.00036457+0.00029022i,0.00023731+0.00020499i,0.00046396+0.00018526i,0.00035754-0.00017409i,-2.1542e-05-0.0006834i,0.0001067-0.0001369i,0.00069369-8.9513e-05i,0.00062106+0.0002295i,-0.00084658+0.00036965i,-0.0013905+0.00021581i,-0.00033155+8.7133e-05i,0.00047464+0.00022215i,-0.00044892+0.0003315i,-0.00017625+0.00039655i
-0.00049251-0.00061941i,-0.00059904-0.00021794i,-0.00034667+0.00036805i,-0.00048926+0.00012832i,-0.00074257+0.0002013i,-0.00040785+0.00081318i,-0.0004888+0.00052934i,-0.0012304+0.00019887i,-0.00094318+0.00039137i,-0.00055674+0.00060333i,-0.00066467-8.9241e-05i,-0.00047882-0.00047726i,-0.00051334+0.00010011i,5.2435e-05-5.4578e-05i,0.00055562+8.9459e-06i,-0.00011737+0.00055635i,-0.0010299-7.6185e-05i,-0.0012248-0.0007989i,-0.00044298-0.0007782i,0.00064623-0.00063712i,0.001172-2.8138e-05i,0.00038184+0.00094883i,0.00012519+0.0010409i
-0.00025633-0.001643i,-0.00019014-0.00076449i,-0.00094949+0.0002002i,-0.0016242+7.2856e-05i,-0.0016313+0.00010142i,-0.00086339+0.00096509i,-9.471e-05+0.00093732i,-4.2769e-05+0.00016784i,0.00014778+0.00012977i,0.00017606+0.00072959i,0.00015248+0.000652i,0.0001595+0.000683i,0.00047587+0.00072612i,0.0010788+0.00047127i,0.0008787+0.00037787i,0.00074144+1.2969e-05i,0.00076051-0.00022604i,0.00054103+5.7903e-05i,-0.00019947+0.00065812i,-0.00012863+0.00061832i,0.00051369+0.00092447i,0.0008878+0.00071969i,0.00079182+0.00022811i
-0.0026205+0.00032669i,-0.0022093+0.00041252i,-0.002048+0.00093609i,-0.0014843+0.00019138i,-0.0006173-0.00053573i,-0.00010361-0.00064244i,-0.00014644-0.00085168i,0.00035949-0.00069757i,0.00092973-0.00019708i,5.3904e-05+0.00054946i,-0.00052665+0.00048131i,1.4651e-05+0.00069022i,0.00085077+0.00066171i,0.0012056-0.00032461i,0.0003419-0.0011395i,-0.00053873-0.0014358i,-0.00041895-0.00096393i,0.00049486+6.9685e-05i,0.00045253+0.00049283i,-0.00018885+0.0010906i,0.00041974+0.0011716i,0.00021961+0.00049068i,-0.00063543-3.84e-05i
0.0011165-0.00045903i,0.00087293-3.5796e-05i,0.0013263+0.00043551i,0.0013594+0.00074596i,0.00067797+0.00092373i,-0.00049157+0.00041627i,-0.00054048+1.6923e-05i,-0.00076912+0.00071595i,-0.00049564+0.0012145i,-0.00076991+0.0013019i,-0.0011005+0.0014141i,-0.00027069+0.0015899i,0.0007673+0.00082168i,0.0011485+0.00015473i,0.00096454+0.00028962i,0.00046698-0.00015783i,0.00024639+0.00039253i,0.00017612+0.00090552i,0.00019362+0.00074838i,0.00028744+0.00022847i,0.00046026-4.0852e-05i,0.00022268+0.00033514i,-0.00066114+0.00069238i
0.00059249+0.00018938i,0.00070871-0.00019842i,0.00063577-0.00016949i,6.52e-05+1.0382e-05i,-0.0010233-0.00082404i,-0.0018401-0.0027182i,-0.0013562-0.0025237i,-0.00089911-0.00012706i,-0.00047967+0.00043905i,0.00028851-5.3049e-05i,0.00056692+0.00083406i,-0.00035306+0.0016054i,-0.00071742+0.0010147i,-0.00022153+0.00038391i,0.00049664+0.00051064i,0.00048295+0.00077954i,-0.00010661+0.00023589i,-0.00028182-0.00032723i,-0.00029016-0.00020663i,-0.00029061-0.00068673i,0.00012081-0.0010343i,0.00073088-3.2983e-05i,0.00089346+0.0008306i
0.00046994+0.0012162i,0.0017614+0.0015111i,0.0031031+0.0015549i,0.0032144+0.0010412i,0.0030153+0.00061024i,0.0018668+0.00040818i,0.00053628+0.00041384i,-0.00051717+0.00081086i,-0.0010327+0.00092809i,-0.00067071+0.00076963i,-0.00041436+0.00062735i,-0.00070224+0.00055722i,-0.00095184+0.00060572i,-0.0003207+0.00088656i,1.5577e-05+0.00097378i,-0.00018186+0.00062742i,-5.1127e-05+0.00048883i,0.00014423+0.00021038i,0.00018482+0.0001364i,0.00013535+0.00045085i,0.00038113+0.00038232i,0.00071948+0.00018834i,0.00076534+0.00029104i
0.00042335-0.00067136i,-0.00022282-0.00021514i,0.00040608-0.00019232i,-0.00015847-0.00088752i,-0.00077368-0.0013845i,-0.00067206-0.0010981i,0.00028971-0.00031887i,6.3789e-05-6.11e-05i,-0.00026656-0.00020145i,-0.00054489+0.00031096i,-0.0004905+0.00088016i,-0.00021257+0.0011752i,-0.00022558+0.00067229i,0.00046609+0.00021727i,0.0003321+0.0013518i,-1.0217e-05+0.0014116i,-2.905e-05-0.00033104i,0.00031923-0.0010507i,0.00088358-0.00014148i,0.00075625+0.00041921i,0.0001567+0.00041858i,-0.00013412+0.0003364i,-0.00042544+0.00023517i
0.001435-0.0013324i,0.0014177-0.00031641i,0.0011579-0.0013202i,0.00032687-0.0014416i,-0.0005532+0.00026918i,-0.00094498+0.0014873i,-0.0018281+0.001092i,-0.0023988-0.00025078i,-0.0022504-0.0010951i,-0.0016237-0.001131i,-0.00082863-0.00031693i,-0.00028767+0.00052059i,0.00011174+0.0012001i,-0.00018564+0.00065019i,-0.001172+0.00017812i,-0.0010226+0.00019238i,-0.00033162-0.00044072i,-0.00044487-0.00014971i,-0.00051687+0.00027557i,0.00028048+9.0277e-06i,0.00096361-2.737e-05i,0.00096686+9.3734e-05i,0.00063558+0.00012255i
0.0013108+0.0021935i,0.0032712+0.0022405i,0.0041273+0.0018163i,0.0029854+0.00081893i,0.0018571-0.00098557i,0.0011466-0.0019617i,0.00036683-0.0014716i,-8.3614e-05-0.00092086i,-0.00070042-0.00029313i,-0.00088355+0.00026521i,-0.00074879+0.00066631i,-0.00058583+0.00086928i,-0.00071772+0.00035161i,-0.0011186+6.5503e-05i,-0.000588+3.0081e-05i,0.00027943+2.7431e-05i,0.000144-0.00027835i,0.00068783-0.00037884i,0.00079351-0.00031454i,-0.00022558+4.4687e-06i,-0.0011006-0.00020099i,-0.00057712-0.00078758i,0.0011017-0.00074545i
0.0027696+0.00064941i,0.0033214-1.5293e-05i,0.0028825-0.00039589i,0.0015336-0.00053255i,0.00013417-0.001152i,-0.00022167-0.00074049i,-0.00019361+0.00027917i,-0.00033311-0.00030828i,-0.00062233-0.00093391i,-0.000489-0.0009143i,-0.00042622-0.00056102i,-0.0010746+0.00022557i,-0.00087085+0.0011061i,-0.00025012+0.0012351i,-0.00026162+0.0017734i,-0.00036564+0.002067i,-0.00021846+0.0011881i,-0.00017953+0.00061117i,0.00013+0.00018615i,0.00051949+0.00013368i,9.904e-05+0.00045814i,0.00019578+0.00042132i,0.00017561-0.00022427i
-0.00088519-0.0003927i,-0.001241+0.00017543i,-0.00032018+0.00054633i,5.356e-05+0.00064206i,-0.0002212+4.5324e-05i,0.0003543-0.00096152i,0.00022618-0.00098481i,-5.1456e-05+9.2389e-05i,-0.0003693+0.00090457i,-0.00026976+0.00083384i,0.00037117+8.742e-05i,0.00044563-0.00051786i,0.00031442-0.00081869i,0.00019152-0.00061045i,-0.0011399-0.00095331i,-0.0017226-0.0010869i,-0.0010446+0.00043759i,-0.0006829+0.001353i,-0.00020147+0.0012125i,9.0039e-05+0.00059004i,3.0279e-05+4.6652e-05i,-0.00011921+0.00012372i,-0.00051773-0.0002349i
-0.00031475+0.0012733i,-0.0010142+0.0024223i,-0.00030392+0.0016687i,0.0012099+0.00054165i,0.00070142-9.3368e-05i,-0.00022881-9.8427e-05i,-9.804e-05+0.00044264i,-0.0001109+0.0005343i,-0.00049282+0.00019751i,-0.00073472+0.00021796i,-0.00049918+0.00030463i,-0.0006671+0.00069198i,-0.00084178+0.0010819i,-0.0011213+0.00068315i,-0.001346-0.00026064i,-0.0008074-0.00016987i,-4.6311e-05+0.00043298i,-0.00023995-0.00021884i,-0.0002182-0.00096246i,2.9831e-05-0.00048655i,-0.00018813+0.00026509i,6.1784e-05+0.0001275i,-0.00033937-0.00016012i
-0.00054638+7.2346e-05i,0.00024226+0.00052336i,9.2875e-05+0.0001676i,9.9922e-05-0.00038875i,-0.00021365+2.0732e-05i,-0.00012839-0.00053775i,-2.436e-05-0.00098198i,-0.00067593-0.00016911i,-0.00087411+0.00046699i,-0.00061205+0.00064399i,-0.00027217+0.00056279i,-3.1314e-05+0.00032282i,0.00029924+0.00026762i,-0.00014221-4.0565e-06i,-0.00040728+8.2722e-06i,6.8381e-05+0.00036762i,-7.861e-05+7.3176e-05i,-0.00055756-9.3993e-05i,-6.879e-05+0.00011248i,0.00022213-0.00030638i,0.00020337+0.00035401i,0.00021578+0.0013275i,9.0746e-05+0.00066567i
0.00021285+0.0016151i,0.00065993+0.002472i,0.0013509+0.0023864i,0.0011702+0.0012507i,-0.00014939-0.00065285i,-0.00078596-0.0016792i,-0.00065472-0.00042759i,-0.00064101+0.001009i,-0.00048895+0.0011503i,-0.00082537+0.00078903i,-0.0010148+1.3113e-05i,-6.7095e-05+1.9616e-05i,0.00067578+3.9341e-05i,0.00036806+3.6615e-05i,0.00024188+0.0004797i,-0.00010436+0.0006432i,-0.00064115+7.0647e-05i,-0.0004465-0.00077701i,-0.00054612-0.00025782i,-8.2115e-05-0.00022884i,-1.1572e-05-0.000517i,-0.001069-7.8776e-05i,-0.0016693+0.00014637i
0.00022717+0.00037829i,0.0011516+0.0010583i,0.0019159+0.0014045i,0.0018901+0.00055915i,0.000951+8.9347e-05i,-0.00067849+0.00014123i,-0.001406+6.8662e-05i,-0.0015553-0.00048595i,-0.00069949-0.00048725i,4.5441e-05+0.00055258i,-0.00036656+0.00033937i,-0.00089469-0.00041954i,-0.00046351-1.9517e-05i,0.00018217+0.00060509i,0.00043387+0.00040008i,-0.0001642+0.00022981i,-0.00074931+0.00058698i,-0.00033443+2.9551e-05i,-0.00035794-0.00032954i,-0.00064844-1.2103e-05i,-0.0004083+8.9458e-05i,-0.00033701-0.00015345i,-0.0008948+1.4727e-05i
0.0016328+0.00031924i,0.0018031-6.7069e-05i,0.0019548-4.3914e-05i,0.0010309-0.00049107i,0.00038557-0.00075562i,0.00073356+0.00046728i,8.717e-05+0.00075761i,-0.00022021-0.00023323i,-0.00030506-0.00022973i,-0.00040996+8.8096e-05i,0.00053681+0.00010572i,0.00010962+0.00033552i,-0.00016235+0.00046573i,0.00057162+6.9033e-05i,0.00094156+0.00033708i,0.00012152+0.00029018i,-0.00043969-0.00073936i,2.0717e-05-0.00096175i,0.00088752-0.00055898i,0.00087342-0.00030247i,0.00076857-0.00062143i,0.00056-0.00071578i,-0.00029046+0.00011773i
-0.0003622+0.0017051i,0.00025276+0.0021178i,0.0014871+0.0027138i,0.00056081+0.00097674i,0.0004061-0.00058208i,0.0011609-0.00015316i,0.00058211+0.00038348i,-0.00034244+0.00039774i,-0.00061881+0.00021894i,-0.00043167+0.00059377i,-0.00028646+0.00083067i,-0.00045444+0.00059328i,8.3727e-05-1.1666e-05i,0.00036739-0.00096842i,-9.3502e-05-0.0006347i,-0.00022916+0.00026168i,0.00020251+0.00046549i,0.00037076+0.00010809i,0.00025572+0.00029223i,0.00044699+1.8753e-05i,0.0008306-0.00049436i,0.00043001-0.00053317i,-0.00051221+0.00020728i
0.0013269-0.00035809i,0.001047+0.00058425i,0.00036069+0.0011791i,-0.0003244-0.00012199i,-0.0009032-0.00046438i,-0.0014941+0.00040149i,-0.0012014+0.00026055i,-0.00026984-0.00059329i,0.00071519-0.0005123i,0.00056696+0.00024055i,-0.00012702+0.00046509i,-0.00042788+0.00035308i,-0.00030202+0.00064044i,0.00020401+0.00088046i,0.00044147+0.00031197i,0.00011645+4.5691e-05i,-0.0001813-0.00021011i,-0.00029875-0.00036993i,-0.0004706+0.00012427i,-0.00049351+0.00098221i,0.00012488+0.0018067i,0.0003621+0.0015146i,0.0001669+0.00068117i
-0.00053664+0.0020348i,0.00071939+0.0017249i,0.0013623+0.0015033i,0.0012309+0.0021323i,0.0002969+0.0012258i,0.00059844-0.00054143i,0.00097798-0.00090428i,1.375e-05-0.00045978i,-0.00055895-0.00023868i,0.00039807+0.00019746i,0.00078648+0.00020776i,0.00075953-0.00019849i,0.00037257+0.00041195i,-0.00057098+0.00090686i,-0.00034504+0.00011539i,-0.00032895-0.00063495i,-0.00031173-0.00062001i,-0.00037548-1.741e-05i,-0.00039847+0.0004124i,-0.00059426+0.00051514i,-0.00045558+0.00084828i,-0.00073837+0.00091684i,-0.00071222+0.00015574i
-0.0013779+0.00085446i,-0.00029398+0.0011828i,0.0010557+0.0016759i,0.001553+0.0015577i,0.0014141+0.0013396i,0.00050151+0.0011164i,-2.9359e-05+0.00019821i,-0.00035669-0.00043768i,-0.0010659-0.00074089i,-0.00073157-0.00038475i,0.00031324-2.6361e-05i,0.00065036-4.2678e-05i,1.2998e-05-0.00013395i,-1.7925e-05-0.00018336i,0.00019963-0.00073527i,0.0006655-0.000664i,0.0010247-1.4597e-06i,1.3238e-05+0.00014797i,-0.00074593-3.7024e-05i,-0.00087695-0.00066587i,-0.00098188-0.00062185i,-0.00059872-4.5868e-05i,-0.00033593-0.00018474i
0.0024059+0.0026993i,0.0036296+0.0021648i,0.0046197+0.0011305i,0.0046295+0.00017247i,0.0019672-0.00045975i,-0.00017584-0.0014944i,-0.00077277-0.0018502i,-0.0006619-0.0013676i,-0.00012859-0.00036285i,0.00025561-0.00032922i,0.00028399+0.00025738i,-0.00054551+0.00088015i,-0.0012598+0.00073855i,-0.0008633+0.0002358i,-0.00040616-0.00026649i,-0.00026052-0.00016972i,-0.00052492-8.3403e-05i,-0.00099256+0.00013415i,-0.00036746+0.00029092i,0.00040298-0.00019074i,0.0006941-0.00093891i,0.00097874-0.00064402i,0.0007595-9.8814e-05i
-0.0013022+0.00035879i,-0.00087449+0.00030796i,-0.0007168+0.000705i,-0.00049485+0.0013758i,-0.00050836+0.0010403i,-0.00031691+0.00038321i,0.00017568+0.0010496i,-0.00025853+0.0015733i,-0.00038838+0.00094059i,0.00032436+0.00015176i,0.00045492+0.0001277i,0.00035372+0.00089112i,-6.1773e-05+0.0011104i,-0.00050972+0.00040272i,-0.00017916-0.00053975i,-0.00018039-0.0010615i,-0.00030577-0.0004454i,3.7271e-05+2.4331e-05i,0.00013422-0.0001075i,0.00026931-4.5488e-05i,0.00019721+0.00029348i,-0.0002411+5.4804e-05i,-0.00086803+0.00037081i
