0.002117+0.00045403i,0.003096-0.0012332i,0.0013688-0.0031609i,-0.00077808-0.0029082i,-0.0018645-0.000743i,-0.0032484+0.0018794i,-0.0025025+0.0024387i,-0.00054123+0.0014765i,0.0003932+0.00021741i,0.0013465-0.00091946i,0.0018068-0.00061779i,0.00086211-0.00018558i,-0.00066793+0.00010391i,-0.00080491+0.00042689i,-9.5238e-05+5.2141e-05i,-0.00016333-0.00013343i,-0.00070314-0.0003439i,-0.00069564-0.00051465i,-0.0007239-0.00035398i,-0.001669-0.00032528i,-0.0017657-0.00057146i,-0.00043787-0.00040221i,0.00053146+0.00044843i
0.0014476-0.0012772i,0.00030069-0.0007228i,-0.00074628+0.00027177i,-0.00075382+0.0008282i,-0.00043916+0.0013781i,-0.00096886+0.001773i,-0.0012018+0.001323i,-0.00070238+0.00075965i,-0.00029227+0.0016143i,0.00032743+0.0015424i,0.00056735-7.3328e-05i,0.00052814-0.00044371i,-0.00011694-0.00061403i,-0.00043191-0.00062832i,-9.44e-05-3.5901e-05i,-1.4892e-06+0.00045086i,-0.0001386+0.0004094i,5.5102e-05+0.00039122i,-0.00014413+0.0002317i,-0.00076126-0.00040967i,-0.0016292-0.00054109i,-0.001614+4.3881e-05i,-0.00072937+0.00018643i
0.0020704+0.00038928i,0.0014817-0.0016805i,0.0013238-0.0022985i,0.0018998-0.001168i,0.0014307-0.00051086i,0.00041602+2.9208e-05i,0.00019011+0.00049292i,0.0005574+0.00057391i,0.0012677+0.00050269i,0.001027+3.1543e-05i,0.00038812-0.00012193i,0.00032726+0.00044591i,-0.00030389+0.0010735i,-0.00086747+0.00080467i,-0.00031211+0.00055499i,8.1838e-05+0.00012383i,-0.00017568-0.00043134i,-0.00012475+0.00042978i,0.00014495+0.0011079i,0.00064685+0.00054088i,0.00047838+0.00018427i,-0.00014617+0.00039218i,0.00012584+9.7438e-05i
0.00026997+0.00073917i,0.0010843+0.0010654i,0.00069617+0.0014307i,-0.00041897+0.0013901i,2.5811e-05+0.00042975i,0.00067224-0.00013976i,0.00038282-4.2829e-05i,0.00035108+9.8907e-05i,0.00020239+0.00021109i,0.000399+0.00023387i,0.0009618+0.00058136i,0.00096559+0.00032796i,0.00039037-0.00019057i,-0.00040711-5.5101e-05i,-9.633e-05+0.00011671i,8.3518e-05-9.9287e-05i,-0.00016973-0.000588i,-0.0001947-0.00070165i,-0.00047044-0.00065367i,-0.00036446-0.00043609i,0.00023922+0.00018115i,0.00060306+9.7437e-05i,0.00098838-0.00031197i
8.8131e-05-0.00021291i,0.00021431-0.00034468i,0.00043441-0.00042708i,0.00019139-0.00047589i,0.00041279-0.00065372i,0.00069647+0.00028363i,0.00032954+0.00087792i,-0.0002369+0.00046541i,-0.00031944+0.00049097i,-0.00045378+0.00071136i,-0.00081402-0.0003169i,-0.00065378-0.00077964i,-0.00050674-0.00023785i,0.0001265-5.2136e-05i,0.0010369+0.00014492i,0.00010175+8.9555e-05i,0.00011814+0.00026379i,0.0011682+0.00059883i,0.0010607+0.00073499i,-0.00027605+0.00035573i,-0.0012879+0.00026395i,-0.00035024+0.00059045i,0.00034705-1.1708e-05i
0.0010956+0.00053199i,0.00074925+0.00091909i,0.00044683+0.0010618i,0.00070116+0.00093463i,0.0010762+0.0010393i,0.00047992+0.0015199i,-0.00068971+0.0014522i,-0.0010465+0.0006753i,-0.00065941+0.00015288i,0.00045762-0.00010449i,0.00062194+0.0003653i,-0.00016962+0.00087447i,-1.8015e-05+0.0003846i,-0.00065834-0.00034979i,-0.0007959-0.00013556i,9.6554e-05+0.00013297i,0.00055468-0.00062813i,0.00023533-0.0010489i,-3.857e-05-0.00028811i,-4.0198e-05+0.00012554i,-0.00054143-0.00049346i,-0.0002365-0.00070592i,-0.00011974-0.00062096i
0.0016617-0.00036371i,0.00095007-0.0011689i,0.0011164-0.0010552i,0.0011516-0.001971i,0.00027568-0.0019501i,0.0002298-0.00033473i,0.00029959+0.00060075i,4.7271e-05+0.00063999i,0.00089758+0.00059232i,0.0014426-0.00030346i,0.00098339-0.00058851i,0.00051996-0.0002293i,0.00011259+0.00013029i,0.00017046+0.0011669i,-0.00013192+0.0012002i,-0.00016725+0.00041824i,0.00097291+4.5696e-05i,0.0014043-0.00011395i,0.00094024+4.0003e-05i,0.00015287+0.00012538i,-0.00028121+0.00044109i,1.6752e-06+0.00099726i,0.00051702+0.0009274i
0.00048469-0.00041744i,0.0012031-0.00057717i,0.00013628-0.00042715i,-0.00069888+0.00064146i,-0.0010717+0.0011092i,-0.00030945+0.0003004i,-6.67e-05-0.00026703i,-0.0006852-0.00073696i,-0.00070754-0.0004046i,-0.00044186-1.1828e-05i,9.1751e-05-4.7876e-06i,0.00082046-9.7428e-05i,0.00071908-0.0005837i,-2.4644e-05-0.0010429i,-0.00064259-0.0009111i,-0.0011752-0.00031665i,-0.00060903-0.00013546i,-0.00059745+0.000282i,-0.00093773+0.00048193i,-0.00068661-7.5341e-07i,8.9229e-06-0.001024i,0.00024478-0.0013358i,5.3967e-05-0.0010452i
-0.00072842-0.0020269i,-0.00040306-0.0020801i,4.8327e-05-0.0011651i,0.00035683-0.00027003i,0.00033607+0.00070741i,0.00055139+0.0010264i,0.00052787-2.554e-05i,-0.00038281-8.558e-05i,-0.00086995-0.00052292i,-0.00048955-0.0016042i,-0.00037987-0.00095783i,-0.00043033-0.0003794i,4.1362e-05-0.00036334i,0.0003466-7.0652e-05i,0.00033417+0.00037236i,0.00011149+4.2587e-05i,-0.00024241-0.00067849i,-0.00021477-0.0011821i,-1.8861e-05-0.00068621i,-0.00018439+9.7396e-05i,-0.00036473+0.00031037i,-5.2424e-05+0.00068617i,0.00073642+0.00027979i
-0.0017397-0.0018915i,-0.001946-0.0010127i,-0.0021745-0.00039943i,-0.0022501+0.00073678i,-0.0013232+0.0011852i,-4.7509e-06+0.0010495i,8.754e-05+0.00038093i,-0.00075626-0.00056048i,-0.00086446-0.00037057i,-0.0006516+0.0002197i,0.0001152+0.0013509i,0.00049852+0.0013451i,-0.00017542+3.5263e-05i,-0.00057018-0.0011644i,-0.00084301-0.0016535i,-0.00092668-0.0012034i,-0.00071008-0.0015132i,6.2433e-05-0.0010924i,-2.6594e-05+0.00010808i,-0.00026477+1.9217e-05i,0.00040129+0.00012229i,0.00066744+0.00067202i,0.00048947+0.00054i
-0.0019719-2.5975e-05i,-0.0010217+0.00086196i,-0.00070966+0.001772i,-0.00038038+0.0010492i,-7.7767e-05+0.00028152i,-0.000386+0.00027884i,2.7754e-05+0.00084645i,0.00038527+0.0013501i,0.00084788+0.00068849i,0.0016027-9.8628e-05i,0.0012028+0.00022307i,0.00012205+0.00026701i,-0.00059671-0.00096603i,-0.0011185-0.0011137i,-0.0010098-0.00063115i,-0.00063616-0.00084468i,-0.00019908-0.0010667i,5.3134e-05-0.0010675i,0.0005483-0.00057092i,0.0004527-0.00017412i,-0.00012966-5.8799e-05i,-0.00033145-0.00046824i,0.00024278-0.00028522i
-0.00078542-0.00030568i,-0.0005331+1.0631e-06i,-0.00064849+0.00067067i,-0.0012473+0.0017537i,-0.00091043+0.0019917i,-0.00011582+0.0010531i,0.00024861-0.00018819i,-0.00015528-0.00076351i,-0.00044522-0.00087178i,0.00081395-0.00056838i,0.0017778-4.5599e-05i,0.00090897-0.00010208i,0.00018525-3.2838e-05i,-2.3317e-05-0.00041347i,-0.00073629-0.00095335i,-0.000782-0.00070762i,-6.6266e-06-0.00065507i,0.00037268-0.00049599i,-0.00073106-0.00024438i,-0.0014494+2.4295e-05i,-0.00072533-0.00020632i,1.4247e-05-0.0003639i,-4.7982e-06-3.4301e-05i
-0.00012009-0.00026243i,-8.426e-05+3.263e-05i,0.00047524+2.9e-05i,0.00047462+0.00035503i,-0.00060027+0.0013361i,-0.00056431+0.00097575i,0.00037725+0.00064379i,0.00071456+0.00096831i,0.00048891+0.0003932i,0.00014606-0.0003472i,0.00029169-0.00089216i,-0.0002364-0.00027184i,-0.00025929+0.00028494i,0.00023308-0.00016808i,0.00022315-0.00061802i,0.00028159-0.00024402i,0.00084237+0.00040101i,0.0011365+0.00048493i,0.00071949+0.00011233i,0.00092702+0.00020835i,0.00061744+0.00058554i,0.00049677+0.00046833i,0.0004442+8.9457e-05i
0.0019733-0.0005605i,0.0018893-0.0014112i,0.0013454-0.0024257i,0.00054141-0.0017414i,-0.00025304-0.00063623i,-0.0002716+0.00040451i,-1.8362e-05+0.00091973i,-5.7762e-05+0.00010307i,0.00014971-5.6758e-06i,-8.9582e-05+0.0003882i,-0.00016047-0.00022352i,-0.00014286-0.00031304i,-0.00033512+0.00026163i,-0.00057134-0.00012197i,-0.00048589+8.3846e-05i,-0.00047336+0.00055901i,-0.00062232+0.00046625i,-0.0002829+0.00033671i,0.00037041-0.00016939i,0.00042983-0.00048146i,0.00048226-0.00060096i,0.00074195-0.00048327i,0.00045571-0.00058917i
0.00075678+0.00092127i,0.00064718+0.00058986i,0.0008814+0.00079768i,8.4585e-06+0.00036158i,-0.00032649+0.00011586i,-0.00052257-0.00040543i,-0.0008604-0.00064282i,-0.0004461-0.00019187i,-0.0002293-0.00038521i,0.00017024-0.00064719i,0.00031416-0.00072459i,-3.2056e-05-0.00035737i,1.8953e-05+0.00050374i,0.0003481+0.0010067i,0.00031064+0.00073306i,5.4506e-05-0.00038384i,0.00016462-0.00053883i,0.00068997-0.0003849i,0.00082752-0.00063365i,0.00043508-0.00031515i,0.00011777-0.00036594i,-0.00016118-0.00053779i,5.1358e-05-0.00077255i
0.0014603-2.1545e-05i,0.00091101-0.00025678i,0.0015223-0.0011524i,0.0013327-0.00023817i,0.00036283+0.00082246i,-0.00032573+0.0013882i,-0.00064087+0.0010277i,-0.0007602+0.0002345i,-0.00047123+0.00011468i,-0.00086036-1.6431e-05i,-0.00069137-9.3873e-05i,-0.00020779+0.0003046i,-5.54e-05+0.00024108i,-0.00022109+0.00013998i,-0.00035079-0.00023993i,0.00018247+0.00016617i,0.00079932+0.0012338i,0.00053989+0.00086411i,8.5583e-05+0.00055949i,-0.00041321+0.00056314i,-0.0010227-0.00014442i,-0.0001527-0.00052084i,0.00031125-0.00033521i
0.00058732-0.0012545i,-0.00066766-0.0016593i,-0.00101-0.0015488i,-0.0006255+0.00031473i,-6.5197e-05+0.00099198i,0.00034758+0.0015107i,9.9744e-05+0.00095624i,-0.00087384-1.8442e-05i,-0.001293-2.7552e-05i,-0.0010784+0.00027877i,-0.0004564+1.2532e-06i,0.00092233-0.00035298i,0.0012676+0.00017423i,0.00056921+0.00034848i,0.00012755-0.00043194i,0.00061642-0.00088255i,0.00046079-0.00054183i,0.00012453-0.00061874i,0.00014703-0.00091958i,-0.0005146-0.0011889i,-0.00075935-0.0010679i,0.0004112-0.00060478i,0.0011798-0.00028959i
0.0013739+0.00030755i,0.00071211-0.0003072i,0.00015987-0.0013226i,-0.0001639-0.0019634i,-0.0005936-0.0015395i,-0.00082223-0.0011218i,0.00035168-0.00042296i,0.00086884+0.00030583i,0.00033153+0.00071847i,-0.00016211+0.00081498i,-0.00019815+0.00096837i,-7.0092e-05+0.00095167i,0.00066361+0.00098791i,0.00036375+0.0009534i,-0.0010204+0.00055829i,-0.0012516+0.00021954i,-0.00037353+0.00056314i,-0.0005757+0.00093321i,-0.00086344+0.00064903i,6.4675e-05-0.00016289i,0.00057288-0.00083926i,0.0015844-0.0010084i,0.0020363-0.00084276i
0.0015111-0.00072175i,0.001211-0.00084738i,0.00023305-0.00080955i,-0.00079782-0.00013313i,-0.0013323+0.00010208i,-0.00027579+0.00014487i,0.00029335+0.0003238i,-7.5101e-05+0.0005741i,-0.00010031+0.00033633i,0.00055386-0.00020563i,0.00028296-0.00057683i,-0.00074622-0.00012603i,-0.00079533+0.00047398i,0.00031236+0.00095536i,0.0009997+0.00067305i,0.00042907+0.0004441i,-4.8724e-05+0.00023202i,0.00018525-0.00030991i,6.5498e-05+0.00019815i,6.9943e-05+0.00052086i,0.00015769+0.00056732i,0.00034058+0.00055081i,0.00063931+0.00070721i
-0.00049773+0.00040218i,-0.00052084+0.0018525i,-0.0010897+0.0024112i,-0.00046712+0.0020764i,0.00038214+0.0019791i,0.00017997+0.0019519i,-0.00029163+0.00051821i,-0.00028964-0.00083128i,-0.00082085-0.0012187i,-0.0012176-0.0010871i,-0.00050146-0.00052959i,4.2033e-05+0.00011246i,0.00068488+0.00033946i,0.00070828-0.000139i,0.00016157-0.0012788i,0.00028796-0.00063997i,0.00041167+0.00038091i,3.5701e-05+0.00013306i,-0.0002871-0.0005774i,0.00018724-0.00059629i,0.00026447+3.0482e-05i,0.00010287+0.00024109i,-0.00041339-5.5205e-05i
-0.00022581-0.0013589i,0.0006094-0.0033882i,0.00094475-0.0028959i,0.00018535-0.0010633i,-0.00039629-7.9052e-05i,0.00035081+0.0011985i,0.00085862+0.0021432i,0.00017515+0.0016371i,-0.00013964+0.00030183i,0.00043767-0.00034159i,0.00058709+0.00020535i,0.00063468+0.00012953i,0.00014891-0.00040311i,-0.00038478+6.2079e-05i,-0.0006078+0.0010527i,-0.00031964+0.00073199i,6.4534e-05-0.00053731i,-0.00015099-0.0010378i,-0.00045174-9.998e-05i,-0.00054821-0.00016749i,0.0001957-0.00070806i,0.00067037-0.00025432i,-0.00027417+0.00024223i
-0.00012698-4.6054e-05i,0.00081641+0.00063236i,0.0011656+7.4842e-05i,0.00041428-0.0011222i,4.0464e-05-0.00029317i,-0.00053428+0.00045274i,-0.00055792+0.00041585i,0.00013633+0.00033682i,0.00044869+3.1869e-05i,0.00035873-0.00033708i,0.0004242-8.0919e-05i,0.0006541+0.00048152i,0.00034838+0.0010395i,-0.00084185+0.00010677i,-0.0011713-0.0010371i,-0.00085068-0.0012883i,-0.00029855-0.0012063i,0.00026315-0.00061712i,0.00020711-0.0003693i,9.5652e-05-0.00016055i,-6.5689e-08+5.0841e-05i,-0.00024387+8.1117e-05i,-0.00063231-4.5141e-05i
0.00015672-0.0041925i,5.6817e-05-0.0035001i,-0.00071133-0.0019567i,-0.0016928-0.00039265i,-0.0019756+0.001083i,-0.00099571+0.0014561i,-0.00036902+0.00054511i,-0.00019026-0.000221i,-0.00030003-0.0010181i,-6.9239e-05-0.0010575i,-0.00047505-0.0006545i,-0.00058812-0.00032784i,0.00019495+0.00031006i,0.00054933+0.00067626i,0.0003527+0.00052393i,0.0008191+0.00010006i,0.00093445-0.00043807i,0.00028468-0.00021921i,-0.00030956+0.00041013i,-0.001152+0.00012136i,-0.0017955-0.0011032i,-0.0011562-0.0015339i,-8.4403e-06-0.0012198i
0.00060156+0.0013861i,0.00012449+0.0029649i,-0.00039408+0.0033643i,7.1949e-05+0.0017246i,0.001147+0.00059492i,0.0011909+0.0010529i,0.00097882+0.0017345i,0.00024345+0.0018549i,-0.00050806+0.001583i,-0.00070436+0.00060005i,-0.00085731-0.00057976i,-0.0006813-0.0005755i,-0.00031354+0.00030052i,-8.2207e-05+0.00013538i,0.00064648-0.00056706i,0.00058411-0.00038304i,-5.9386e-05+7.2636e-05i,-0.00043748-0.00019002i,-0.00054787-0.00027214i,-0.00040295-0.00016981i,-0.00035732-0.00030723i,-0.0010222+0.00018089i,-0.0016522+0.00067746i
-0.0015941-0.00026811i,-0.00015363-0.00044673i,0.0016901-0.00054314i,0.0018314+3.6125e-05i,0.0012771+0.00017667i,0.00066113+0.00053725i,-0.00032788+0.00086921i,-0.0010104+0.00069539i,-0.00063788+0.0012464i,-0.00021221+0.00080343i,-0.0006238+0.00043981i,1.4563e-05+0.00027434i,0.00042217-6.6526e-05i,-0.00047665+0.00016083i,-0.0014634-0.00023199i,-0.0012062-0.0006668i,-0.00062079-5.5357e-05i,-0.00056472-7.3276e-05i,0.00033575+0.00030923i,0.00074584+0.00026371i,0.00097982-0.000608i,0.00082832-0.00049138i,7.9384e-05-0.00015058i
0.0028931+0.00022625i,0.0027727+1.5701e-05i,0.0024332-0.0016997i,0.00075808-0.0024325i,-0.00039787-0.0011327i,-0.00041524-0.00045487i,0.00038356-0.00064059i,0.00084137-0.00047139i,0.00061865-0.00087322i,0.00050929-0.0010061i,0.00054655+0.000164i,2.16e-06+2.6765e-05i,0.00015568+0.00018218i,0.00030417+0.0012232i,0.00017495+0.0013241i,0.0004084+0.000752i,0.00077398-9.2613e-05i,0.00044266-0.00079979i,0.00012163-0.0010603i,0.00054283-0.00069093i,0.00057408-0.0001704i,6.3595e-05-0.00015579i,0.00039338-0.00047331i
-0.00045978-0.00070623i,-0.00058256+0.00064703i,-0.00090028+0.0011737i,-0.00036593+0.00065698i,2.8154e-05+0.00099518i,-7.2734e-05+0.0015774i,-0.00061522+0.0011097i,-0.00070236+0.00067768i,2.3689e-05-0.00017736i,-0.00029966-0.00076597i,-0.00035031-0.00033689i,0.00057592-0.0001635i,0.00056997-0.00010502i,0.00042712-0.00022776i,0.00080784-0.00016768i,0.00096485+0.00070725i,0.00063311+0.0002319i,0.00013868-0.00014102i,-9.8468e-05+0.00056361i,0.00062353+0.00061216i,0.00092355+0.00033716i,0.00058832+0.00032385i,0.00047782+0.00027456i
0.0010202+9.4844e-05i,0.0011002-0.00015304i,0.00016867+1.4229e-06i,-0.00039829+0.00037062i,0.00015167+0.00014352i,0.00029372-0.00023798i,-0.00066278-0.00023126i,-0.0010985-0.00041582i,-0.0010962+3.3262e-06i,-0.00058882+0.00050986i,-0.00038073-5.6021e-05i,-0.0005524-0.00036755i,-0.00069234+0.00032645i,-0.00056326+0.0010352i,-0.00030691+0.00051996i,-0.00021322-6.7498e-05i,-0.00058981-7.4486e-05i,-0.00026942-0.00017641i,0.00031994-0.00031603i,0.00058963-0.00021264i,0.0013748-0.00029139i,0.0015735+1.6558e-05i,0.00063528-0.00018036i
0.00032484+0.0020105i,0.0014508+0.0015089i,0.0021746+0.001721i,0.0014334+0.0010269i,-0.00012175-0.00041218i,-0.00076583-0.00030425i,-0.00085256+0.00018311i,-0.00092587+0.00035764i,-0.00064529+0.00045089i,-0.00059014+0.0005414i,-1.5985e-05+0.00016936i,0.00058702-0.00013451i,0.00076992+0.00043509i,0.00035276+0.0012961i,9.7916e-05+0.001538i,-0.00011296+0.0011648i,-0.00052693+0.00054414i,-0.00021025-5.597e-05i,0.00023881-6.1749e-05i,-0.00031947-0.0004809i,-0.0002396-0.00080378i,-8.8642e-05-0.00052969i,-2.5984e-05+7.4285e-05i
0.00034781+0.0005095i,0.0013093-0.0011003i,0.00020679-0.0017583i,-0.0006093-0.0011516i,0.00023413+0.00023601i,0.00070388+0.0012371i,0.00043279+0.00063848i,-9.3885e-05+0.00011903i,-0.0006536+0.00066901i,0.00017001+0.00043768i,0.00036792-0.00055086i,-0.00019853-0.00066114i,0.00024763-0.00044508i,0.0010754-6.4405e-05i,0.0014031+0.00025701i,0.00081037+1.9589e-05i,-0.00024922-0.00028888i,-0.00078529-0.00039838i,-0.00063296-0.00028i,-0.00045933-0.00019394i,-3.638e-05-0.00020445i,1.7881e-06-0.00017302i,-0.00036575-2.2786e-05i
0.00087311+0.00052393i,0.0018524+0.00048658i,0.0023033+0.00023451i,0.0016286-0.00013256i,0.0010508-0.00069186i,0.0013364-0.00019909i,0.00070735+0.00015862i,0.00033442+2.1193e-05i,0.0011177-0.00023538i,0.0012083-0.00012107i,-1.0284e-05+1.7418e-05i,-0.00112+0.0002097i,-0.0011598+0.0008511i,-0.00046105+0.0010359i,0.00010044+0.00083945i,-0.0004506+0.00066505i,-0.00069966-0.00010812i,-0.00017401-0.0014587i,-0.00027997-0.0018535i,-0.00044779-0.00081206i,-0.00014452+0.00018038i,-0.00015372-4.3001e-05i,-0.00081228-0.00028622i
0.0018027-0.00020005i,0.0018843+1.8994e-06i,0.0021001+0.00062762i,0.0013913+0.00029807i,-0.00029725-0.00028367i,-0.00066054+0.00023194i,3.8585e-05+0.00050175i,0.00040409+0.00029418i,0.00027781-0.00018622i,0.00025908-2.8836e-05i,0.00027495+0.00073865i,0.00019434+0.00025193i,0.00022378+6.2658e-05i,0.00017391+0.00073264i,0.0005926+0.00037806i,0.00033184-5.0763e-05i,-0.00018673+0.00036085i,-0.00085183+0.00050352i,-0.00093786-0.00015789i,7.4909e-05-7.8938e-05i,0.000783+0.00067356i,0.00048738+7.368e-05i,0.00031003-0.00058547i
-0.00074436-0.001416i,-0.00048855-0.0014622i,-0.00021476-0.0033166i,-0.00073901-0.0028725i,-0.0017401-0.0013299i,-0.0014632-0.00058695i,9.3316e-05-0.00074708i,0.0010776-0.0011077i,0.00081016-0.00086539i,-0.00078754-0.00046246i,-0.001604-0.00036483i,-0.0010478+1.8216e-05i,-7.951e-05-0.00018372i,0.0008853-0.00088052i,0.001095-0.00074259i,0.00095189-8.702e-05i,0.00048397+0.00027968i,-0.00029841+3.9251e-05i,-0.0005977-0.00070885i,0.00010178-0.00085145i,0.0005329-0.000587i,0.00036365-0.001225i,0.00035865-0.0016692i
0.0029066-0.0024693i,0.0031027-0.0034237i,0.00035422-0.0029391i,-0.0018039-0.0012935i,-0.0022476-0.00033697i,-0.0011612+0.00069642i,-0.00020932+0.00044329i,-0.00040746-0.00021519i,-0.0010352-0.00073753i,-0.00090442-0.00021258i,9.5066e-06+0.00057633i,0.00037153+0.00011299i,0.00010267+7.3388e-05i,0.0003439+0.00030582i,0.00040316-0.00023454i,0.00031298+0.00027163i,0.00025153+0.0010562i,-0.00017786+0.0010845i,-0.00036029+0.00086352i,-0.00036678+0.000823i,-7.9938e-05+0.00035452i,0.0001166-0.0005598i,0.00014771-0.00058065i
0.0017886-0.009381i,-0.0017457-0.010605i,-0.0083881-0.009579i,-0.0095202-0.004343i,-0.0077713+0.0021647i,-0.0036075+0.0049676i,0.00011744+0.0021192i,0.00095155+7.4981e-05i,0.00016112-0.0007629i,-0.0017862+0.0001328i,-0.0018347+0.0019948i,-0.00085695+0.0020555i,2.9389e-05-0.00031252i,0.0014558-0.0030114i,0.002779-0.002633i,0.0032812-0.00066411i,0.0027012-0.00024111i,0.0013806-0.00075332i,-0.00045303-0.0016417i,-0.001404-0.0015212i,-0.00066469-0.00028314i,0.00046661-6.057e-05i,0.00058046-0.0010666i
0.0013567+0.0029439i,0.003075+0.00239i,0.0052612+0.0029834i,0.004516+0.0020081i,0.0021608-0.00011276i,0.00042119-0.0010927i,-0.00048748-0.00036209i,-0.0010143-0.00025886i,-0.00072062-0.00072413i,-6.3659e-05-0.00063594i,0.00061923-0.00064171i,0.00057123-0.00032426i,-0.00051156+0.00041236i,-0.0014839+0.00052267i,-0.0012833+0.0010027i,-0.0006808+0.00080429i,-0.00038026-0.00018479i,-0.00035771+0.00039455i,-0.00029849+0.00074304i,-0.00017152+0.00025435i,0.00011219+0.00025234i,0.00054156+0.00037141i,0.00016362+0.00077717i
0.0019142+0.0016596i,0.002084+0.0023213i,0.0024957+0.0013338i,0.0025146-0.00057083i,0.0028607-0.0015275i,0.0020325-0.0011774i,0.0008264-0.00027193i,0.00087343-4.6308e-05i,0.0011331+0.00011548i,0.0012414+0.00021032i,0.0011518-0.00011155i,0.00062318+0.00021248i,-0.00033913+0.00042611i,-0.00020969+0.00061421i,-6.0748e-05+0.0005812i,-2.1644e-05-2.8737e-05i,0.00028073+0.00035082i,0.00023691+0.00079751i,0.00011518+0.00073285i,-0.00018499+0.00018253i,-0.00023628-0.00035578i,1.0859e-05+0.00013071i,-0.00013123+0.00059307i
5.1164e-05-0.00037821i,-0.00024408+0.00019749i,0.00067769+0.0017764i,0.001094+0.0016937i,0.0014953+0.00056681i,0.0010826-0.0003108i,0.00059641-0.00031395i,0.00056372+0.00019605i,0.0002622+0.00078657i,0.00034595+0.00050306i,0.00089024-0.00054306i,0.00098885-0.0007799i,-0.00048482-0.00039368i,-0.0013067-9.3177e-05i,-0.0001867+0.00040983i,0.00064298+0.00070773i,0.0005631+1.2771e-05i,0.00057064-0.00045499i,0.0010291-0.00012375i,0.001187+0.00012219i,0.00046716+0.0001783i,-0.00025387+0.00027484i,-0.00054925-0.00033505i
0.0014586+0.0010001i,0.0017902+0.0014901i,0.002018+0.00055874i,0.0010215+0.00013377i,-0.00027328-0.00014787i,-0.0010117+0.00066311i,-0.00024327+0.0015111i,0.00087315+0.0011044i,0.00074674+0.000113i,0.0010346-0.00058825i,0.00045014-0.00067334i,-0.00050183+0.00037178i,-0.00018108+0.0013429i,6.694e-05+0.00057064i,0.0003627-0.00010825i,0.00025294+0.00027077i,-0.00010152+0.0007298i,-0.0004189+0.00050472i,-0.00057638+6.7556e-05i,2.9524e-05+5.5784e-05i,0.00014788-2.7636e-05i,0.00020396-0.000549i,-0.00011251-0.0002667i
-0.00063232+0.00079178i,-0.00039272-0.0005368i,0.0011467-0.0011098i,0.001551-0.0012474i,0.0014669-0.0011061i,0.0010596-0.00076964i,-0.00021069-7.1018e-06i,-0.00082177+0.00047603i,-0.00041824+0.0010307i,-8.3558e-05+0.0015429i,-0.00035842+0.00082695i,-0.00075675-0.00018981i,-0.00021195-0.00050997i,3.1684e-05-5.7871e-05i,-0.00077305+0.00024367i,-0.00060823+8.1265e-05i,0.00020017-0.00012345i,0.00066039-0.00035185i,0.00073838-0.00036601i,0.00031252-0.00010624i,-0.0003575+0.00012651i,-0.00032716-1.2052e-06i,0.0002035+0.00014076i
0.0023153+0.0016358i,0.0032668+0.001616i,0.0032795+0.0013058i,0.0015076+0.00078017i,-0.00049809-0.00012648i,-0.0010168-0.00088774i,-0.0010369-0.00022052i,-0.000711+0.00043632i,-0.00017961+0.00031706i,0.00032238-0.00052155i,-2.4178e-05-0.0006798i,-6.1132e-05-1.2497e-05i,0.00016894+0.00040578i,9.4091e-05+0.00029i,0.00072407+0.00034723i,0.00050716+0.00085088i,-8.864e-05+0.00012124i,0.00011692-1.7097e-05i,-0.00010565+3.4277e-05i,-0.00018505-0.00078792i,0.00076467-0.00036029i,0.00072585+4.4754e-05i,0.00020081-6.25e-05i
-0.00075452-0.0019248i,0.00018742-0.00174i,-0.00048662-6.62e-05i,3.0853e-05+0.00089994i,0.0012991+0.0017279i,0.00096503+0.0022209i,-0.00031491+0.0015113i,-0.00074133+0.0010165i,-0.00049774+0.00049576i,-0.00011285-0.00016456i,0.00042468+0.00012562i,0.00080699+0.00037177i,0.00101-9.0953e-05i,-0.00018046-0.0004979i,-0.00026148-0.00067811i,0.0011649-0.00034478i,0.0012716-0.00015956i,0.00013256-0.00034893i,-0.00026778-0.00053014i,0.0003178-0.00038225i,0.00044643-0.00028949i,0.00017231-0.00050874i,0.00019856-0.00045753i
0.00062931-0.00075744i,0.00024827-0.00037008i,-0.00032165+0.0010077i,-0.00053811+0.00072468i,0.00042634-7.569e-05i,0.00094927-0.00063729i,0.00015902-0.0008798i,-2.493e-07-0.00039558i,0.0002897+0.00038219i,0.00050882+0.00031125i,0.0012102-0.0003903i,0.0012175-0.00087533i,0.00026683-0.00093598i,-0.00054691-0.00058952i,-0.0010312-0.00031251i,-0.00098+9.0406e-05i,-0.00016825+0.00061545i,0.00066504+0.0007432i,0.00074294+0.00061008i,0.00079909+0.00031184i,1.7959e-05+0.00064756i,-0.00080312+0.0006572i,-0.00059109-7.2283e-05i
0.00094104-0.00094228i,0.0015098-0.00081027i,0.0015064+0.00034264i,0.00080533+0.00091404i,-6.6824e-06+0.00043689i,-0.00030365-0.00018894i,-4.3499e-05+0.00013638i,9.0231e-05-0.00037575i,-0.00028047-0.00035413i,-0.00034963-0.00062854i,0.00010127-0.0011851i,0.00046019-0.0001467i,5.3816e-05+0.00079314i,0.00023948+0.00041537i,0.00011379-1.1472e-05i,-0.00062137+9.1467e-05i,-0.00037951-0.00016534i,0.00051246+5.8786e-05i,0.00051097+0.00072821i,1.3825e-05+0.00072941i,5.8854e-05+0.00055129i,0.00012507-4.1016e-07i,6.2444e-05+0.00012153i
