-0.0036907+0.0022016i,-0.0023615+0.0024658i,-0.003154+0.0035356i,-0.0017569+0.0027407i,0.00051344+0.0020945i,0.0014958+0.0019679i,0.0013475+0.0012353i,0.00024273+0.00074799i,-0.0001939+0.00038094i,0.00029377-0.00010262i,-9.8135e-06-0.0012065i,-0.00057745-0.002521i,-0.00032542-0.0023557i,-0.00024046-0.0013562i,-1.1395e-05-0.00057664i,-5.6302e-05-0.00013541i,-4.5344e-05-0.00013388i,-0.00054632-0.00030214i,-0.00055553-6.6088e-05i,0.0005816-0.00047187i,0.00061052-0.0010214i,7.1939e-05-0.00060426i,-0.00032903-0.00010013i
-0.00036293-0.00024165i,-0.0014201+0.00020662i,-0.001509+0.00036589i,-0.0013058-0.00016537i,-0.00090471-0.00086185i,0.00010898-0.0003395i,0.00055662+0.00075392i,0.00048026+0.0011777i,0.00019907+0.00062394i,-0.00064613-0.00013067i,-0.00065735-0.00044982i,0.00027721-0.00014561i,0.00017377+6.2297e-05i,0.00014641+0.00058765i,0.0004256+0.00044425i,-0.00025097+0.00015902i,-0.00055086-1.9021e-06i,5.9715e-05-0.00032606i,0.00014864+2.255e-05i,-0.00053245+0.00048116i,-0.00057354-6.3104e-05i,1.865e-05-0.00073164i,-0.00021188-0.00037336i
-0.0021547+0.00037003i,-0.0016831+0.0011579i,-0.00082056+0.00079027i,0.00061806-2.8355e-05i,0.0015932-0.00024797i,0.0016261-0.00043321i,0.00088212-0.0012102i,0.00014075-0.0013753i,-0.00027834-0.00040593i,-1.3516e-05-0.00025588i,0.00016438-0.00043467i,-0.00070605-0.00017888i,-0.00113-0.00052486i,0.00021683-0.00051081i,0.00069494-0.00014189i,-3.3723e-05-0.00011689i,-7.3838e-05-4.5581e-06i,-0.00028738-0.00013732i,-0.00032551+7.1734e-05i,-0.00035811+0.00012686i,-0.00024283-0.00067158i,0.0005591-0.00056897i,0.00048875-0.00021709i
-0.001088+0.0028857i,-0.00075307+0.0027017i,-5.7978e-05+0.0016134i,0.00035223+0.00047539i,0.00047861-0.00037551i,-0.00081651-8.5247e-05i,-0.0019136+0.00076717i,-0.0017126+0.0005116i,-0.0010032-0.00025752i,-3.9445e-05+0.00024766i,-8.3965e-05-0.00034597i,-0.00048095-0.00092056i,-0.0004268-0.00029438i,-0.00065071+9.9874e-07i,-0.00086936-4.7447e-05i,-0.00053897+3.0603e-05i,-0.0003506+2.0449e-07i,-0.00060575-0.00023518i,-0.00024635-0.00011482i,-0.00024262+0.00012516i,-0.0011341+0.00013813i,-0.00083428+0.00046088i,0.00028159+0.00043498i
-0.0029656+0.0003474i,-0.0028811+0.00071797i,-0.0022199+0.00068426i,-0.00074447+0.00027041i,0.0002722+0.0010372i,0.00060045+0.0012897i,0.0005621+0.00064129i,-0.00018223-0.00021451i,-0.00074709-0.00072714i,-0.00031625-0.00054533i,-0.00021695+0.00030138i,-0.00058798+0.00034298i,-0.00039818+0.00020169i,-0.000179+0.0001704i,-0.00032674+0.00062211i,-0.00078101+0.00060087i,-0.00049978-5.8658e-05i,-0.00069652+0.0001606i,-0.00055035+0.00046475i,7.8233e-05+0.00076988i,-0.00065713+0.00043714i,-0.0012678+0.00061318i,-0.0011537+0.00082498i
-0.00044875-0.00040011i,-0.00051684+0.00021421i,-0.00098118+8.0567e-05i,-0.00077474+3.8888e-05i,0.00027681+0.0010216i,0.0010361+0.00084795i,0.0010564-0.00054698i,0.00037593-0.00088707i,-0.00077877-0.00075306i,-0.00077589-0.0013424i,0.00068843-0.0011043i,0.0010505-0.00083128i,7.2937e-05-0.00053385i,-0.00045224+0.00010071i,0.00019062+0.00038255i,0.00019556+0.00032383i,-0.00044483+5.4623e-05i,-0.00080081-0.00039313i,-0.00058405-0.00057569i,-0.00013648-3.2394e-05i,9.128e-05-0.00035336i,6.3574e-05-0.0010509i,0.00025272-0.00026348i
0.00072284+0.00082785i,0.00068759+0.00032001i,-0.00031818-0.0012141i,-0.00063744-0.0022289i,0.0001902-0.0019463i,-0.00036096-0.00085689i,-0.00082546+0.00048863i,-0.00076393+0.0011364i,-0.0009887+0.00072077i,-0.0010003+0.00033363i,-0.00072513-2.6111e-05i,-0.00066711+1.342e-05i,-0.00041667+0.00025101i,-0.00022124-0.00019939i,0.00012079+0.00023509i,0.00017705+0.00071856i,-0.0004502+0.00030669i,-0.00079701+0.00029503i,-0.00032853+0.00067821i,0.00020466+0.00022193i,5.6946e-05-0.00087214i,0.00038583-0.0013558i,0.00054046-0.0011977i
0.00038001-0.00084357i,0.00011541-0.00094424i,-0.00046423-0.00067787i,8.288e-05-0.00058985i,0.00032652-0.0010638i,0.00013528-0.00086708i,0.00046798-0.00045873i,0.00056597-0.00086544i,0.00025191-0.0012575i,-0.000443-0.000624i,-0.00091709+0.00016333i,-0.0009338+0.00024382i,-0.00015816-0.00013754i,-8.5348e-05-0.00062548i,-0.00025742-0.00042456i,3.7973e-05+0.00058861i,-0.00033248+0.0012782i,-0.00074519+0.00077431i,-0.0006701-0.0003584i,-0.00015516-0.0010495i,0.00038997-0.00046513i,-2.6174e-05-0.00054194i,0.00037435-0.00056484i
0.00061958-0.00068498i,0.0001535-0.00022721i,-0.00063571-0.0015422i,-0.00022154-0.0018318i,-0.00047646-0.0015772i,-0.0011623-0.0014208i,-0.0010193-0.00088692i,-0.0010359-0.00073125i,-0.0010388-0.001124i,-0.00099899-0.0010356i,-0.0010886-0.0010791i,-0.00051507-0.00068647i,0.00026932+2.3302e-05i,0.00032374+0.00080697i,0.00051228+0.0013728i,0.00061244+0.00088037i,0.0005578-0.00012346i,0.00050109-0.00081756i,0.00010047-0.00053596i,0.0001141-0.00030366i,0.00038132-0.00062757i,-8.2122e-05-0.001069i,0.00012903-0.0010211i
-0.0011475+0.00077331i,-0.0011806+0.00096674i,-0.00078755+0.0006348i,0.00028274+0.00027504i,0.0011694-0.00031317i,0.0010487-0.00024176i,0.00011388-0.0002285i,-0.00077627-0.00052868i,-0.0012259-0.00071374i,-0.0005574-0.00050193i,-0.00019488-0.00030799i,-0.00062244-0.00097574i,-0.00091008-0.00097632i,-0.00041641+5.6765e-05i,-0.00038752+0.00016553i,4.6555e-05-0.00062574i,0.00036902-0.00066787i,-0.00022186-0.00050993i,-0.00074186-0.00032165i,-0.00033019-0.00034325i,-0.0003965-7.3103e-06i,-0.00066249+0.00048873i,9.5982e-05+4.1728e-05i
0.0011429+0.00033767i,-0.00019737-6.2909e-05i,-0.0010002-0.00022465i,0.00017015-0.00041082i,0.00059226-0.0003994i,0.00035219-0.00050012i,5.6446e-06-0.00021671i,-0.00063462-0.00030377i,-0.00041142-0.0010644i,-5.5344e-05-0.0011396i,0.00019974-0.00028911i,0.00017945-8.0045e-05i,-0.00043443-0.00045805i,-0.00063883-0.00058474i,-0.00036801+0.00017973i,-0.00037332+0.00064077i,-0.00049504+0.00053258i,6.9623e-05+0.00010079i,0.00046894-0.00025327i,0.00048378+4.2345e-05i,-0.00045809+0.00034183i,-0.0010031-8.8003e-05i,-0.00033799-0.00048756i
0.0021789+0.0019631i,0.0022916+7.4979e-05i,0.0029664-0.00077452i,0.0022082-0.0018488i,0.00033098-0.002089i,-0.00040613-0.0015355i,-0.00059934-0.00069423i,-0.00062037-0.00053048i,-0.0006003-0.0010286i,-0.0010867-0.0018856i,-0.00079451-0.0014894i,0.00019103-0.00017603i,0.00047224+0.00015629i,0.00014861+0.00022463i,-0.00070627+0.00059314i,-0.0013194+0.00067643i,-0.001211+0.00054497i,-0.00092191+0.00052983i,-0.0012096+0.00094457i,-0.0013237+0.0013049i,-0.00046434+0.00070817i,0.00027759-0.00058276i,0.00085223-0.00090415i
-0.001723+0.0010657i,-0.0018826+0.0014921i,-0.00057168+0.0010798i,0.00045263+0.00068733i,0.00095085+0.00026097i,0.00032677+0.00017482i,-9.1339e-05+0.00068828i,-0.00045608+0.00020682i,-0.0010112+0.0001083i,-0.00030265+0.00029263i,0.00061497+4.8884e-05i,0.0007532-0.0002632i,0.00053433-0.00088957i,0.00020754-0.0018045i,-0.00012305-0.0020763i,-0.00041736-0.00057892i,-0.00014931+0.00051123i,0.00013313-0.00044023i,0.00013472-0.0013783i,0.00020924-0.00070214i,9.5891e-05+0.00025045i,-0.00023188+0.00012635i,0.00014265-0.00047345i
0.0013773-0.00048459i,0.00080638-0.0001026i,0.00042992-0.00040078i,-0.00024904-0.0020084i,-0.0006462-0.002727i,-0.00051757-0.0021885i,0.00049554-0.00061939i,0.0012933+0.00053118i,0.00034025+0.00023793i,-0.00065218-0.00034222i,-0.00087785+5.1733e-05i,-0.0010019+0.0010334i,-0.0007504+0.0011647i,-9.9162e-05+0.00054159i,-4.9211e-05+0.00018834i,-0.00038561+0.00029002i,-0.00069148+0.00016214i,-0.00040983-0.00025032i,-0.00018694+0.00021843i,-0.00029889+0.00081999i,-0.00015736+0.00071059i,-3.1162e-05-0.00040495i,-0.00029092-0.0008757i
6.6922e-06-0.00063455i,-0.0021742+8.7135e-05i,-0.0023357+0.00012075i,-0.0018986-0.00033438i,-0.00091961-0.00049598i,-0.00058921-1.0578e-05i,-0.0012131-0.00030799i,-0.0014577-0.0011467i,-0.0019721-0.00071636i,-0.0020274+0.00037635i,-0.00087069+0.00043947i,0.00016577-0.0001827i,-0.00024708-0.00020535i,-0.00065225+0.00027974i,0.00030781+0.00071797i,0.00076442+0.00074559i,0.00012629+0.00029661i,-0.00035163+0.000172i,-0.00040605+0.00033595i,-7.1773e-05-0.00024349i,0.00063676-0.00031844i,0.00088424+8.4129e-05i,0.00096642-0.00054315i
-0.0005203+3.1644e-06i,-0.0011157-0.00010926i,-0.00023559-0.00087168i,0.00057739-0.0012214i,0.00036539-0.0016929i,0.00025341-0.0014308i,0.00011453+0.00047059i,-0.00022193+0.0006447i,-0.00068374+0.00050841i,-0.00010952+0.00052184i,0.00028608-0.00066542i,-0.00060043-0.0011843i,-0.00056646-0.00097095i,0.00014785-0.00041502i,-0.00023604-5.3158e-06i,-9.1583e-05+0.00024158i,0.00010229+0.00032279i,-8.2115e-05+6.9779e-05i,-0.00028837+0.00022169i,-0.0003123+0.00037372i,-0.00028389-0.00010413i,-0.00023227-0.00013077i,-7.4871e-05+0.00019461i
0.0020918+0.00024543i,0.00087593-1.1256e-05i,0.00096232-3.8981e-05i,0.00035642-0.0012109i,-0.00049196-0.001363i,-0.0009531+0.00059621i,-0.00061198+0.00085444i,-0.00042512-0.00023348i,-0.00065811-0.0011143i,-0.00066624-0.0011685i,-0.00073467-0.00070806i,-0.0010163-0.00040231i,-0.0011691+0.00024502i,-0.00042894+0.0016947i,-6.8567e-05+0.0021059i,0.00023826+0.00085175i,0.00059958-0.00012202i,0.00043146+3.751e-05i,4.0451e-05+0.00010001i,-0.00023143-0.0002367i,-0.00021174-0.00039313i,-0.00053457-0.00039637i,-0.00076564-9.9856e-05i
0.0016886-0.0010937i,0.00081343-0.0016624i,-0.00035487-0.0017084i,-0.0015157-0.0022687i,-0.0010903-0.0022458i,-0.00068454-0.00037319i,-0.00049001+0.00045022i,-0.00014968+0.0005743i,-0.0011742+0.00070301i,-0.0012758+0.00011895i,-0.00029775+9.6215e-05i,0.00043417+0.00021041i,0.0007778+1.9068e-05i,0.0006924+0.00014501i,0.00074587+6.5487e-05i,0.00037514-0.00018339i,-0.00011891-0.00043763i,-0.00010366-0.0006367i,0.00025101-0.00037765i,8.0474e-06-0.0006515i,-0.00043821-0.00081515i,-0.0006326-0.00024752i,-0.00018687-3.9605e-05i
-0.00037009-0.0028836i,-0.00090657-0.0016901i,-0.0017106-0.0011566i,-0.0018379-0.0011631i,-0.0015289-0.0008526i,-0.00087748-0.00027758i,-0.0004484-0.00072536i,-0.0008414-0.00096404i,-0.0011671-0.00044863i,-0.00061097+4.375e-05i,0.00020451-0.00010351i,0.00024858-0.00061398i,-0.00019317-0.00052769i,-0.0001962-6.2165e-05i,-7.2955e-05+6.6544e-05i,7.3739e-06+6.7899e-06i,-0.00017234+0.00017878i,-0.00025775+0.00040226i,0.00028887-0.00038494i,9.3718e-05-0.0014128i,0.00019886-0.0010182i,0.0005115-1.6757e-05i,-0.00010755+0.00022347i
0.0002167+0.0003759i,-0.00033071+0.00043113i,-0.00080603-0.00067899i,-0.00054272-0.0013797i,-0.00031733-0.0011593i,0.00040937-0.00060273i,0.00074516-0.00024935i,0.00077789-0.00089103i,-9.7343e-05-0.00066788i,-0.00080381-0.00011661i,-0.00066622-0.00042608i,-0.00094381-0.00037942i,-0.00089815-0.00035073i,-0.00021093-0.00028553i,-0.00045231-3.9609e-06i,-0.001328+0.00078965i,-0.0009219+0.00027267i,0.00045056-0.00089174i,0.0012157-0.00023127i,0.00078405+0.0007841i,0.00012644+0.00034709i,-0.00050777+1.4063e-06i,-0.00049864-4.7872e-05i
-0.00097361-0.00089856i,-0.00093852+0.00040058i,-0.00084216+0.00096632i,-3.5545e-06+0.00068305i,0.00076767-2.8932e-05i,0.00074126+0.0003036i,9.4727e-05+0.00026766i,-0.00057824-0.00082125i,-0.00091685-0.0011543i,-0.001239-0.0011126i,-0.0011113-0.0016087i,-0.00014519-0.001247i,-0.00019972-0.00021851i,-0.00086642+0.00017145i,-0.00090398+0.00019766i,-0.00098444+0.00014501i,-0.0014741+0.00016543i,-0.0013591-0.00012598i,-0.00035627+9.0699e-05i,0.0002033+0.00019916i,-6.5939e-05-0.00020258i,0.0003008-0.00032217i,0.00062321-0.00020999i
0.00013414+0.0010743i,0.00072212+0.0024466i,0.0013912+0.0029041i,0.0024314+0.00095383i,0.0027504-0.0013357i,0.0021885-0.0013563i,0.0010132-0.00057442i,9.7141e-05-0.00028729i,-0.00067982-0.00050325i,-0.00061464-0.00069525i,-5.6109e-05-0.00067362i,8.6871e-05-0.0012745i,-0.00010683-0.0013451i,-0.00072685-0.00091245i,-0.00069267-0.0001908i,-0.00048016+0.00032273i,-0.00021621-0.00021013i,3.8456e-06-0.00044612i,0.00018444+0.00044123i,1.6096e-05+0.0008344i,-0.00057649+0.00074051i,-0.00095353+9.6121e-05i,-0.00046611-0.00046263i
-0.00051213+0.0010879i,-0.00038512+0.0015034i,-0.00043529+0.0014653i,-0.00054538+0.00077831i,-0.00050511+0.00022034i,-3.2335e-05+4.2292e-05i,0.00027757+0.00024015i,-0.00037464+0.00037974i,-0.00084461-5.1617e-05i,-0.00045058-0.00040674i,0.00011805-0.00068504i,-1.7168e-05-0.00052428i,-0.001117-0.00094868i,-0.0013096-0.001829i,-0.00065393-0.00098449i,0.0002785+0.00057583i,0.00029003+0.00098007i,-0.00036157+0.00052128i,-0.0001068-0.00010426i,-0.0001288-0.00092416i,-4.8236e-05-0.0015477i,6.4578e-05-0.00080261i,-0.00033175+0.00031116i
-0.0017085-0.00073724i,-0.002816-0.00066524i,-0.0030118-0.0013674i,-0.0020929-0.00111i,-0.00055658+0.0005478i,0.00034088+0.0011332i,0.00019573+0.00057136i,-0.00017082-4.5946e-05i,-0.0009546-0.00119i,-0.001057-0.0019134i,4.97e-05-0.0012898i,0.00029931-0.00040662i,-9.9881e-05+0.0003118i,-0.00028503+0.00034138i,8.1191e-05-0.00021991i,-0.00011309-0.00066881i,-0.00057896-0.00040368i,-0.00067966-0.00021957i,-0.00050559-0.00033492i,0.00056191-0.00050494i,0.00043781-0.00020678i,-0.00059818+0.00042721i,-0.00097037+0.00035587i
-0.0024123+9.5993e-05i,-0.0013895-0.00030294i,-0.0011703-0.00014596i,-0.00073191-0.00080613i,-0.00035913-0.0015242i,2.1465e-05-0.0011481i,0.00072075-0.0004597i,0.00042227-0.00066627i,-0.00060059-0.0011725i,-0.00080893-0.00096132i,-8.2079e-05-0.0010055i,0.00056754-0.0013476i,0.00017714-0.00049828i,-0.00080037-9.2719e-05i,-0.00084099-1.7995e-05i,-0.00043132+0.00064868i,-0.00053479+0.00094934i,-0.00014072+0.00048041i,0.00067454+0.00045569i,0.00058641+0.00071319i,0.00042191+0.0001441i,0.00048517+0.00016784i,-8.8259e-05+0.00065261i
0.001302-0.0004539i,0.00035977+0.00017442i,-2.287e-05+0.00015283i,0.00049916-0.00086367i,0.00089096-0.00085017i,7.8901e-05-0.00015344i,-0.00029226-4.142e-05i,-0.00044878-0.00056016i,-0.00038632-0.0013825i,-0.00065498-0.0013797i,-0.0008873-0.0004661i,-0.00056219+0.00034799i,-0.00035505+0.00095383i,2.152e-05+0.00078914i,2.4202e-05+0.0005582i,0.00026084+0.00041457i,-0.00010225+0.00020427i,-0.00055509+0.00039155i,-0.00024143+0.00061659i,-0.0002444+0.00015716i,-0.000227-0.00032072i,-0.00018683-0.00024535i,7.7695e-05+0.00012008i
-0.00085628-0.00052787i,-0.0023393-0.0013259i,-0.0033732-0.00062145i,-0.0030224+0.0002885i,-0.0022482+0.00028177i,-0.0014586+0.00042948i,-0.00081248+0.00049894i,-0.00016898-0.00015944i,-0.000512-0.00047419i,-0.0010992-0.00073622i,-0.0011822-0.00081561i,-0.0011371-0.00062282i,-0.0010183+0.00058753i,-0.00087321+0.0017085i,7.9396e-05+0.0010486i,0.00066842+0.00076847i,0.00022596+0.00026355i,-0.0002694-5.6938e-05i,0.00040039+0.00062475i,0.001032+0.00088537i,0.00066717+0.00029275i,0.00044649-0.00057793i,0.00045931-0.00048559i
0.00081934+0.00097268i,0.0010355+0.00074092i,0.00076955+0.00037355i,-0.00052335-4.3193e-05i,-0.00064429-0.00084287i,-0.00092006-0.00054073i,-0.0011342+6.6466e-05i,-0.00063572+0.000511i,-0.00041928+0.00046579i,0.0005648-0.00057868i,0.00044851-0.00067153i,-0.00022583-0.00030531i,-0.00010628-0.00069277i,0.00054851-0.00021293i,0.00053173+0.00041755i,0.00037186+0.00026141i,0.00074467-0.00035693i,0.00029297-0.00025402i,-0.00056713+0.00012647i,-0.00109-1.1345e-05i,-0.00085803-0.00019661i,-0.00028024-0.00043703i,-9.6516e-05-0.00057022i
-0.0024389+0.00021036i,-0.0019176+0.00088395i,-0.0014021+0.00011639i,-0.00093159+0.00030339i,-0.00034591+0.0012613i,-0.00098277+0.0011551i,-0.0013109-0.00016639i,-0.00097073-0.0015758i,-0.0013302-0.0014003i,-0.00086884-0.00071761i,0.00025165-0.00070517i,0.00058062-5.4658e-05i,0.00041687+0.00058175i,-0.00016399+0.00077883i,-0.00078591+0.00057536i,4.7022e-05-0.00013192i,0.00040743-0.00028159i,-0.00045055-0.0005591i,-0.00015888-0.00070336i,0.00074917-0.00047444i,0.00064987-0.00034556i,0.0007144+0.00027678i,0.0008231+0.00050874i
0.0004566-0.00206i,-0.0014503-0.0012933i,-0.002079-0.0018989i,-0.0025399-0.0013334i,-0.0023922-0.00043297i,-0.0011441+0.00023359i,-0.00075326+5.5992e-05i,-0.0011414-0.00058007i,-0.0011289-0.0011187i,-0.0006213-0.0010676i,-0.00016059-0.00017946i,0.00039993-5.4446e-06i,0.0007752-0.00021934i,0.00049234+0.00020918i,-0.0001472+0.00016344i,-0.00018535-0.00064085i,-6.6651e-05-0.0012843i,0.00010381-0.00097526i,0.00076465-0.00017379i,0.00086565-0.00012863i,-1.8788e-05-7.9103e-05i,-0.00016719+6.0554e-05i,0.00029282-9.3382e-05i
-0.00058928+0.00019863i,-0.0013946+0.00060942i,-0.0010632+0.00044938i,0.00098885+4.5264e-05i,0.0014079-0.00013108i,-0.00022271-0.00045041i,-0.0014348-0.00022653i,-0.00089638+0.00023134i,-2.3581e-05-0.00022091i,-0.00030592-0.00029867i,0.00026761-0.00013302i,0.00026136-0.00056171i,-0.0006372-0.00082034i,-0.0005231-0.00040287i,-0.00030963-0.00023304i,-0.00046047-0.00028212i,-0.00073555-0.00014319i,-0.00086434+9.8006e-05i,-8.0309e-05+1.3577e-06i,0.00070876-0.00011353i,0.00049875-0.00056969i,0.00023117-0.00073759i,1.3438e-05+0.00015131i
-0.0019412-0.0001164i,-0.001726-8.1936e-05i,-0.0018507+0.00057255i,-0.00083005+0.00083975i,0.00061882+0.00048116i,0.00069527-3.1031e-05i,0.00046411-7.29e-05i,-0.00026303-0.00015896i,-0.0014705-0.00064558i,-0.0014418-0.00056688i,-0.0011819-0.00057761i,-0.0014768-0.00072273i,-0.0017381-0.00046739i,-0.0013533-0.00024252i,-0.00063375-0.00021505i,-0.00024091-0.00077606i,-0.00074008-0.00048162i,-0.0010557-0.0002228i,-0.00044828-0.00034721i,-5.4231e-05+0.00049432i,-0.00067533+0.00061375i,-0.00081325-7.4501e-05i,-0.00038174-0.00052553i
-0.0027188-0.00061809i,-0.0025598+0.0002436i,-0.0011949+0.001556i,-0.00047454+0.001559i,-0.00068904+0.00090576i,-0.00044344+0.0013748i,2.3648e-05+0.001024i,-0.00014644-4.1087e-05i,-0.00010205-4.2693e-05i,0.00029213+0.0012256i,-4.7812e-05+0.0015445i,-0.00061292+0.00069185i,-0.0003306-0.00038391i,0.00027599-0.00028574i,0.00075285+0.00011721i,0.00035243+0.00072919i,-0.00020938+0.0010958i,-0.00050438+0.0013788i,-0.00064453+0.0013405i,-0.00026156+0.00032832i,0.00070119-0.00057696i,0.00061445-0.0013038i,0.00021513-0.0013208i
-0.00066923-0.00044501i,-0.001187+0.00011829i,-0.0013568+0.00067942i,-0.00074933-7.8874e-06i,-0.00066045-0.00012244i,-0.0008895+0.00032523i,-0.00015792-0.00063759i,-0.00013058-0.00087055i,-0.00072112-0.00017161i,-0.00037058-0.00029636i,0.00024946-0.00015375i,0.00029169-0.00028811i,-0.00021579-0.00070557i,-0.00062061-0.00029644i,-0.00047214+0.00074576i,-0.00020986+0.00088967i,0.00049169+0.00026128i,0.00096334-0.00019625i,0.00017926-0.00045611i,7.7544e-05-0.00057827i,0.00012659-3.0438e-05i,-0.00018873+0.00017382i,-0.00019324+0.00030382i
-0.00090928-0.0014624i,-0.0028268-0.00059112i,-0.0036554-0.00031402i,-0.0021704-0.00015485i,-0.00077482+0.00043859i,-0.00010603+0.0010943i,-0.00044709+0.0014633i,-5.7862e-05+0.0010979i,0.00048514+0.00028625i,0.00017116-8.195e-05i,0.00040446-0.00052737i,0.0011417-0.00086181i,0.0011282-7.619e-05i,0.0005836+0.00012099i,2.4764e-05-0.00011412i,-0.00030149+0.00065606i,4.0097e-05+0.00082195i,0.00042667+0.00052345i,6.5246e-05+0.00090642i,-0.00074238+0.0013205i,-0.0013888+0.00036651i,-0.00027321-0.00062826i,0.0011744-0.00079928i
0.00051596-0.00057515i,0.00073478-0.0015108i,0.00085261-0.0024374i,0.0012885-0.0034593i,0.0011625-0.002406i,-5.9209e-05-0.00055545i,0.0002313+0.00040353i,0.00057186+0.00070254i,-0.00022187-9.6592e-05i,-0.0004172-0.00078814i,-2.4221e-05-0.0016467i,0.00010968-0.0020693i,0.00057164-0.00096918i,0.00054408+0.00020508i,0.00011232+0.00079486i,0.00037143+0.00069008i,-0.00021925+0.0007826i,-0.0010442+0.00071822i,-7.6867e-05+0.00071464i,0.00058297+0.00039813i,0.00015744-0.00031628i,3.254e-05+0.00032443i,-0.0002518+0.00022128i
-0.0023549-0.0013739i,-0.0032318+5.3619e-08i,-0.004094+0.00032714i,-0.003566+0.00011078i,-0.0017053+0.00071769i,-0.00026177+0.00099427i,0.00074301+0.00017246i,0.00088567-0.0008637i,-0.00032102-0.001252i,-0.00064555-0.00069053i,-0.00058192+8.7051e-05i,-0.0008373+0.00033003i,-0.00041492+0.00015659i,0.00015594-0.00022298i,0.00042051-0.00070954i,0.00039863-0.00058609i,0.00024083+0.00041719i,0.0010089-3.1992e-05i,0.00076162-0.00074066i,-0.00025313-0.00089922i,-0.00020185-0.00064108i,0.00017187-0.00018974i,0.00056696-0.00026592i
-0.0026496+0.0001962i,-0.0025098+0.00024033i,-0.0023639+0.0009042i,-0.0016698+0.0014843i,-0.00029758+0.0010582i,0.0015018+3.164e-05i,0.0019619-0.00071637i,0.001262-0.00057208i,0.00021292-0.00037785i,-0.00070447-0.00038946i,-0.0012533-0.00026444i,-0.0017681-0.00051297i,-0.0013532-0.00029938i,-0.00032722+2.022e-07i,7.4909e-05-0.00023666i,-0.00015784-0.00044127i,-0.00026205-0.0011471i,2.7698e-05-0.0010031i,9.1329e-05-0.00082665i,-0.00017967-0.00064388i,-0.00031622-0.00026039i,-0.00017241-0.00031492i,-6.071e-05-0.00053587i
-0.0018672-0.00029125i,-0.0019013+0.0011681i,-0.0025715+0.002183i,-0.0022256+0.0019873i,-0.00136+0.00064476i,-0.00045865-0.0004576i,0.00037067-0.00068342i,-2.0219e-05-0.00089771i,-0.0012952-0.0011584i,-0.0012865-0.00066006i,-0.0008439+0.00035195i,-0.00065392+0.00020457i,-0.00020051-0.00075138i,0.000744-0.00041293i,0.00052094+0.00041851i,-0.00068276-3.9127e-05i,-0.0010414-0.00014321i,-6.7505e-05+0.00052721i,-0.00013517+0.00062644i,-0.00095355+0.0004071i,0.00025913-4.033e-07i,0.0011942+0.00037474i,0.00061438-0.00010882i
-0.00082372+0.00034125i,-0.00068498+0.00060744i,1.4643e-05-0.00038367i,0.0004503-0.0013698i,-4.5205e-05-0.00093529i,-0.00050956+0.00038119i,-0.0011627+0.00079549i,-0.0012783-0.00012424i,-0.00045482-0.00038522i,-2.9217e-05+0.00034864i,0.00031782+0.00015572i,0.00062848+0.00011853i,0.00034705+0.00051702i,-0.00013667+0.00091727i,-0.00055734+0.0015156i,-0.0007178+0.0017483i,-0.00087252+0.0014389i,-0.00088994+0.0015672i,-0.00066051+0.0015823i,-0.00020362+0.0006797i,0.00013387-0.00016529i,0.0001184-0.00020726i,-1.725e-05-0.00010748i
0.00065607+0.00060475i,3.5919e-05+8.1898e-05i,0.0012035+0.0002864i,0.0018939+0.00029813i,0.0012773+0.00035653i,0.00045147+0.00054502i,0.0001239-0.00045365i,0.00036671-0.0016496i,2.6453e-05-0.0020049i,5.1612e-05-0.0011996i,-0.0005116-0.00075868i,-0.0013018-0.00062683i,-0.00094016-7.916e-05i,-0.00051825+0.00035179i,-0.0008129+0.00058035i,-0.00044686+0.00029652i,0.00043491-0.00072484i,0.00039462-0.00055237i,-0.00040945+0.00060643i,-0.00062327+0.00050998i,-0.00064388-0.00040063i,-0.000426-0.00050631i,2.3471e-05+0.00080704i
-0.0013129-0.0014089i,-0.0013853-0.00096147i,-0.0017789-0.0012152i,-0.0015092-0.00090158i,-0.0013307-0.0001528i,-0.00040532+0.00086284i,7.3374e-05+0.0007215i,-9.4589e-05-0.00050296i,-6.1821e-05-0.00072784i,0.00021892-0.00050217i,6.7156e-05-0.00043039i,-6.9448e-05+4.3843e-05i,8.2939e-05+0.00026817i,0.00053181+0.00061718i,0.0012848+0.00011592i,0.0010556-0.00026943i,0.00094482-1.9179e-05i,0.00088649+5.5949e-05i,0.00019635+0.00014639i,9.3686e-06+0.00026984i,0.00041636+0.00023023i,0.00039909-0.00034088i,-0.00065657-0.00082978i
-0.00090724-0.00064766i,-0.0010733-0.00021765i,-0.00042013-0.00021211i,0.00077477+0.00015756i,0.0011015+0.00071503i,0.00068998+0.00016542i,9.9346e-05-0.00061753i,-0.0005265-0.00055541i,-0.0018077-0.00044853i,-0.0019114-0.00073896i,-0.0012511-0.00050429i,-0.0011444-0.0003652i,-0.00059477-0.00033456i,-0.0006455+0.00033224i,-0.00076138+0.00057727i,0.00020182+0.00029112i,0.00034892-0.00013568i,-0.00011258-0.00031821i,-0.00022776-0.000413i,-0.0002571-0.00037482i,-0.00012645+3.8256e-05i,-0.00010907-0.0004428i,0.00026649-0.0011614i
