-0.0036907+0.0022016i,-0.0023615+0.0024658i,-0.003154+0.0035356i,-0.0017569+0.0027407i,0.00051344+0.0020945i,0.0014958+0.0019679i,0.0013475+0.0012353i,0.00024273+0.00074799i,-0.0001939+0.00038094i,0.00029377-0.00010262i,-9.8135e-06-0.0012065i,-0.00057745-0.002521i,-0.00032542-0.0023557i,-0.00024046-0.0013562i,-1.1395e-05-0.00057664i,-5.6302e-05-0.00013541i,-4.5344e-05-0.00013388i,-0.00054632-0.00030214i,-0.00055553-6.6088e-05i,0.0005816-0.00047187i,0.00061052-0.0010214i,7.1939e-05-0.00060426i,-0.00032903-0.00010013i
0.00013814-0.00011781i,-0.00058998+0.00048147i,-0.00096968-0.00036197i,-0.0011841-0.00075393i,-0.0010507-0.00021273i,-0.00077735+0.00022714i,-0.00030948-0.00030039i,-0.00036161-0.00047155i,-0.00081629-0.00036037i,-0.00094957-0.00046643i,-0.0012417+0.0002208i,-0.0014643+0.00090888i,-0.001181+0.0010608i,-0.00082906+0.00056913i,6.8054e-05+5.7109e-05i,0.00050803+0.00013941i,-4.5258e-05+0.00047781i,9.8596e-05+0.00067895i,0.0004465+0.00051202i,0.00029109+3.7982e-05i,-5.6254e-05-0.0011057i,-0.00027818-0.0011226i,-2.4889e-05-0.00041484i
0.00080828-0.00018646i,-0.00042563+0.00024123i,-0.0007769+0.00011354i,-0.00093189-0.00069954i,-0.00035388-0.00115i,0.00019982-0.00071242i,-0.00036839-0.00064362i,-0.00077969-0.00042041i,-0.00081088-0.00028429i,-0.001031-0.0003348i,-0.001054-0.00041295i,-0.00060098-0.00037986i,-0.00046442-7.4114e-05i,-0.00040311-1.691e-05i,0.00024286-4.5926e-05i,0.00010804-1.5737e-05i,1.6594e-05+0.00026282i,0.00014627+0.0005543i,3.8382e-05+0.0008428i,7.2084e-05+0.00019358i,-0.00040488-0.00091953i,-0.00084575-0.00084158i,-0.00051914-0.00023923i
-2.8248e-05+0.00044895i,-0.0007008+0.00082081i,-0.0014649+0.0013443i,-0.00023786+0.0010077i,0.00011368+0.0003152i,-5.3478e-05+5.208e-05i,-0.00015938-0.00047737i,-0.00095803-0.00057252i,-0.0011703+9.8419e-05i,-0.00035876+0.00047657i,0.00021469+0.00066408i,-3.54e-05+0.00056728i,0.00024767-0.0001222i,0.0002396-0.00021968i,-0.00029997+0.00026524i,0.00033857+0.00095263i,0.00055274+0.00083228i,0.00018238-0.00017636i,0.00015092-0.00035472i,0.00051794+0.00011444i,0.00023718+0.00039359i,-0.00060996+0.00077268i,-0.00067183+0.00087048i
-0.0019035-0.00028645i,-0.0012238-0.00044525i,-0.0014878+0.00081411i,-0.0020175+0.0020319i,-0.0022275+0.001771i,-0.0010114+0.00070684i,0.000253+0.00063881i,0.00058683+2.4651e-05i,-0.00010086-0.00027853i,-0.00053929+0.00046995i,8.4658e-05+0.00032644i,0.00050761+0.00013237i,0.00015696+0.0003654i,0.00028436-4.9517e-05i,0.000654-0.00064844i,0.00021757-0.000481i,-0.00048928-0.00017231i,-0.00066436+0.00018913i,-0.00031414+0.00066231i,-1.6866e-05+0.00083477i,2.6475e-05+0.00035928i,-0.00010066+0.00053598i,-0.00010012+0.00082743i
0.00053885-0.00082464i,-0.00097691-0.0009483i,-0.0015107-0.0017042i,-0.0011067-0.0011984i,-0.00074792+0.00014782i,-0.0003785+0.0010199i,-0.00017924+0.00078933i,3.152e-07+0.00055957i,-4.6687e-06+0.0010873i,-0.00014286+0.00079836i,2.3508e-05-2.7397e-06i,0.00017272+8.984e-05i,0.00016248+0.00017533i,-0.00038283+0.00012707i,-0.00058759+8.1555e-05i,-7.8591e-05-2.676e-05i,0.00076245+0.00013793i,0.0010267+0.00038457i,0.00038732-1.2371e-06i,0.00027841+0.00020826i,0.00047651-0.00028528i,7.6356e-05-0.0017243i,0.00015373-0.0018639i
-0.00039837+0.0015084i,0.00012842+0.0016168i,0.00076894+0.0013171i,0.00046087+0.00049889i,0.00052315-0.00031139i,0.0004595-0.00017325i,0.00020786-0.0001998i,0.00022059-0.00050719i,-0.00070477-0.00052407i,-0.00048509+0.00044341i,-7.517e-05+0.0010146i,-0.00049026-0.00013626i,-2.4861e-05-0.00054077i,0.00050287-0.00016944i,0.00031105+0.00014333i,-0.0005174+5.3084e-05i,-0.0010072-0.00058248i,-0.0013758-0.0005801i,-0.001288-0.00021296i,-0.0011043-9.7133e-05i,-0.00040906+3.9491e-05i,-4.6475e-05+0.00040359i,-0.00030724+0.00059024i
-0.00062705+0.00033356i,-0.00075902+1.8907e-05i,-0.0017534+0.00048374i,-0.0022153-0.00023535i,-0.0016049-0.0010105i,-0.0010421-0.0003007i,-0.0010115-5.2516e-05i,-0.0011669-0.0002734i,-0.0019912-0.00022218i,-0.0014597-7.5411e-05i,-0.00048081+0.00030207i,-0.00031869+9.64e-05i,-0.00040346+0.00020762i,-0.00021802+0.00026373i,0.00021173+0.00028824i,4.686e-05+0.00043911i,9.3173e-05+0.00041121i,-0.00038212+0.00077221i,-0.00077062+0.00054531i,-0.00017078-0.00018153i,-0.00015363+0.00068272i,-0.00089266+0.00077491i,-0.00093279-0.00016644i
0.0020564-0.0020747i,0.00046647-0.0017649i,0.00067118-0.00258i,0.0014039-0.0028698i,6.4646e-05-0.002465i,-0.0015216-0.0010979i,-0.0017754-0.00011397i,-0.0013549-0.00014831i,-0.0011216-2.9353e-06i,-0.0013114-0.00061725i,-0.00081526-0.0011972i,0.00014048-0.00037374i,4.3984e-05+0.00035667i,0.00018362+0.00067899i,0.00052221+0.00037372i,0.00045687-0.00021183i,0.00053634+6.0554e-05i,0.00063259+0.00017566i,0.00079608+4.628e-05i,0.00093581-0.00052762i,0.00072473-0.00036411i,0.00059874+0.00014239i,0.00048631+7.6582e-05i
-0.00072463+0.0012898i,-0.00016117+0.0011746i,0.00024368+0.0011209i,0.00024001+0.0006955i,0.00012745-0.00055412i,0.00077286-0.0017616i,0.0003404-0.0010582i,-0.00083525-0.0002332i,-0.00085853+0.0001632i,0.00016253+0.00010211i,0.0004495-0.00016101i,-0.0004227+0.00010813i,-0.0011355+0.00031051i,-0.00027354+0.00045577i,0.00043327+0.00037598i,0.00062338+0.00049994i,0.00053961+0.00061793i,-0.00036885-0.00045403i,-0.0006933-0.00070755i,-0.00010167-5.4586e-05i,0.00035453-0.00012981i,0.00050134-0.00026283i,0.00056688+0.00051568i
-0.00065983-0.00073917i,-0.00015295-0.00026354i,-0.00044785+0.00083763i,-0.00043553+0.0010168i,9.7515e-06+0.00039698i,0.00016123+0.00040149i,0.00075369+0.00090975i,0.00030209+0.00043173i,-0.00045901-0.00070101i,-0.00029707-0.00057403i,0.00015962-0.00042384i,5.5847e-05-0.00063365i,-0.00025805-0.00043397i,-0.00025869-0.00019169i,-9.5249e-05-5.8559e-05i,0.00046396-0.00040153i,0.00035113-0.00025186i,7.0669e-05+0.00022725i,-4.4861e-05+0.0004885i,-0.00022947+0.00061186i,0.00038912+0.00050194i,0.0003481-5.539e-06i,8.1329e-05-0.00029577i
-0.00079196+0.00075053i,-0.0013622+0.0014884i,-0.0011441+0.0016163i,-0.0006779+0.00051703i,0.00023164-0.00021163i,0.0011011+7.6722e-06i,0.00041099+0.00041446i,-0.0011132+0.00081172i,-0.0011708+0.00068908i,1.5787e-05+0.0011034i,0.00057073+0.0012026i,-6.3676e-05+6.419e-05i,-0.00030281-0.00066948i,0.00019644-0.00043123i,0.0004074+0.00019529i,0.00071124+0.000583i,0.00047477+0.00031574i,0.00039456+0.00013273i,0.00085652+2.2299e-08i,0.00094754-0.00011274i,0.00073291-0.00066403i,0.00014096-0.00047132i,-0.00070813+0.00042998i
3.9576e-05-0.00030465i,-0.00085579-0.00012375i,-0.0009596+9.8572e-05i,-0.0018786-0.00098006i,-0.0014851-0.0005476i,-0.00024222+0.00090754i,-0.00014383+0.00099115i,7.6826e-05+7.813e-05i,-0.00027031-0.00072461i,-0.0010913-0.00080998i,-0.00050608-0.00098544i,-0.00022702-0.0011018i,-0.00077063-0.00044467i,-0.00095598+0.00017924i,-0.00042001-0.00045816i,-1.6397e-05-0.0011841i,-0.00021636-0.00014715i,-0.00054074+0.00090418i,-0.00051306+0.00061188i,-0.00037901+0.00034282i,-0.00066321-0.0004208i,-0.00019224-0.0010337i,-9.157e-05-0.00074906i
0.0019363-0.00039314i,0.0012683-0.00075878i,0.0014785-0.00046558i,0.0013094-0.00066677i,2.7248e-05-0.0009219i,-0.00019018-0.00024692i,0.00013054+0.00075881i,-9.8824e-06+0.00052651i,-0.00061698-1.3922e-05i,-0.0011242+0.00039301i,-0.00081832+0.00059267i,-4.1529e-05+0.00044003i,-0.00038833-0.00016951i,-0.0007035-0.00077909i,-0.00032768-0.00080844i,-0.00017528-0.00024345i,-0.00037504+0.00064044i,-0.00046789+0.00085599i,-0.00010216+0.00077329i,-0.0008889+0.00057331i,-0.0014648+0.00046329i,-0.00052618+0.0003322i,-4.5008e-06+0.00023939i
0.000932+0.0016556i,0.00066383+0.0010037i,0.00096047+0.00038097i,0.00072577-8.6693e-05i,0.00092684-0.001063i,0.001132-0.0012976i,0.00059588-0.00071521i,0.00023108+5.5624e-05i,0.00014204+0.00047513i,-0.00014067+0.00013935i,-0.00033958-0.00041231i,-0.00048367-0.0011079i,-0.00042843-0.00097092i,-1.032e-05+0.000277i,0.00036933+0.00052506i,0.0001357-0.00010278i,0.00012635-0.00074373i,0.00049847-0.00087457i,0.00051527-0.00075802i,-3.9904e-05-0.00097395i,-0.00030583-0.001114i,-0.00026429-0.00084607i,-0.00022485-1.9325e-05i
0.00036477+0.0009079i,0.00096956+0.0010413i,0.00035931+0.00032269i,7.5118e-05-0.00044864i,0.00026401-0.00052048i,-0.00025444-0.00027293i,-0.0009059-0.00035944i,-0.00063996-0.00024651i,-0.00088482-0.00030205i,-0.00094757-0.00060577i,-0.00073337-0.00047331i,-0.00090887-0.00040575i,-0.00096807-0.00047411i,-0.00048987-0.00025434i,-0.00034368+0.00060319i,-0.00050193+0.00069541i,-8.738e-05+0.00010378i,0.00015279+1.6062e-05i,4.3638e-05-0.00026711i,0.00010793-0.00019078i,0.00015224-7.0906e-05i,-3.3399e-05+0.00023517i,-0.00063752+0.00082705i
2.921e-05+0.00030905i,-0.001066-0.00087489i,-0.0010297-0.00099285i,-0.00038053-0.00067287i,0.00057089-0.00024156i,0.0005157+0.00013814i,-0.00013806+0.00014211i,-0.00044402+0.00016289i,-0.001311+0.00014944i,-0.0017127-0.00042843i,-0.00086499-0.00030684i,-9.7661e-05+0.00031102i,0.00048135+0.00081353i,0.00055841+0.00087518i,0.00016462+0.00057988i,0.00041695+0.00050302i,0.00042983+0.00028844i,-0.0003136+0.00054712i,-0.00041618+0.00021298i,-0.00037336-0.00058239i,-0.00017555-0.000571i,-4.852e-05-0.00050809i,1.5034e-05+0.00042421i
-0.00044585+0.00075899i,-0.0011851+0.0010034i,-0.00086356+0.00094036i,-0.0004438+0.00074806i,0.00015266-9.4627e-05i,0.00098658+3.3616e-05i,0.0010887+0.00049049i,0.00068915+0.00017864i,0.00026442+0.00020968i,7.1866e-05+0.00076572i,-0.00062591+0.00058388i,-0.0011216+4.8717e-05i,-0.00041354-0.00025484i,0.00067228+0.0001655i,0.0010526+4.6126e-05i,0.00041682-0.0011404i,-0.00080364-0.00074093i,-0.0014166-7.7786e-05i,-0.00071795+0.00014775i,0.00054811+0.00024174i,0.00078446-0.00033072i,5.4296e-05-0.00016752i,-0.00060298+0.00031261i
-0.00099273+0.00072679i,0.00011363+0.0012853i,-0.00012699+0.0014967i,-0.0016436+0.00071098i,-0.0017505+0.00033893i,-0.00045753+0.00023004i,0.0007721-0.0003576i,0.00027429-0.00051651i,-0.0013063-0.00022695i,-0.00090154-0.00028495i,0.0004561+0.00024845i,0.00043195+7.9293e-05i,8.5093e-05+0.00038326i,0.00036357+0.001208i,0.00024977+0.00083789i,-0.00037725+0.00012879i,-0.0001013+2.1377e-05i,0.00010278+3.9828e-05i,-0.00038236+0.00025867i,-0.0002451+0.0001126i,-0.0001217-0.00056103i,-0.00020518-0.00076793i,-8.7626e-05-0.00035881i
3.363e-05+0.0006409i,0.00053731+0.0016076i,0.00048872+0.0015017i,0.00015573+0.00065576i,-2.5782e-05-0.00040507i,0.00011028-0.00074442i,-0.00025463-0.0013327i,-0.00089366-0.0017954i,-0.00093866-0.0010922i,-0.00062621-0.00081422i,-8.9424e-05-0.0010412i,0.00015835-0.00010748i,-0.00010028+0.0006538i,-0.00025007+0.0004691i,-4.1054e-05+0.00052973i,-0.00046055+0.00017593i,-0.00070318-0.00028833i,-4.0621e-05-0.00030937i,0.00085925+0.00014615i,0.000697+0.00026125i,0.00030459-0.00049816i,0.00040756-0.00087519i,-0.00049508-0.0013696i
-0.0010081+0.002179i,0.00034661+0.0025164i,0.0010295+0.0032304i,0.00077603+0.0016844i,0.0012274+0.00011185i,0.001486-0.00089587i,0.0011991-0.00084692i,-0.00043201-0.00046387i,-0.0014426-0.00025404i,-0.0010639-6.6479e-05i,-0.00040307-0.00020064i,-0.00017495-0.00053882i,-4.7606e-05-0.00054596i,0.00034225-2.6143e-05i,0.00018933-0.00014688i,7.2265e-05-2.6851e-05i,0.00020591+0.00029845i,0.00088958+0.00048668i,0.00098488+0.00042668i,0.00053263+0.00017225i,0.00011016-0.00012117i,-0.00011324-0.00018366i,-0.00027475+0.00056445i
-0.0017199-0.00013307i,-0.0015868+0.0010044i,-0.00095607+0.0014595i,-0.00065918+0.00062748i,-0.0001107-0.00056889i,0.0011317-0.00026093i,0.0012748+0.00054063i,0.00053572-4.3005e-05i,-0.00061704-0.00015622i,-0.0010549+5.3824e-05i,-0.00096425+0.00027572i,-0.00098035+0.00046743i,-0.00078016+0.00048038i,-0.0009719-0.00010293i,-0.00069736-0.00075107i,-0.00051392+0.00019754i,-0.00054952+0.00085822i,-0.00016735+0.000278i,2.1892e-05+0.00035155i,0.00048984+0.00049293i,0.00051756-3.3217e-06i,-0.00034396-0.00073904i,-0.00088847-0.00025619i
-0.00049532-0.00023865i,-0.00017988-0.00018768i,-0.00032008+0.00013815i,0.00010159+0.00059552i,0.00042852+0.00063528i,0.00077454-4.2372e-05i,0.00078881+0.00030245i,0.0004504+0.00055343i,-0.00014891+0.00017837i,-0.0010088+0.00014702i,-0.00091527+0.00031676i,-8.8757e-05+0.00022612i,0.00029318+0.00030188i,-5.4699e-05+6.5851e-05i,-2.4177e-05-0.00024585i,-6.9001e-05+0.00056492i,-0.00024839+0.0010961i,1.3418e-05+0.0010839i,0.0006794+0.00048531i,-5.1808e-05-9.0336e-05i,-0.00083755-0.00073983i,-0.00039227-0.00067395i,0.00013304+0.00030024i
-0.0014958+0.0011287i,-0.0012214+0.0017621i,-0.00028086+0.0028751i,0.00035697+0.0012795i,0.00057389-0.0015253i,0.00083124-0.0016851i,0.00047048-0.00040806i,-0.00052764+0.00035669i,-0.00089238+0.00079107i,5.3015e-06+0.0006948i,-0.00014599+0.00041678i,-0.00089051+4.5068e-05i,-0.00088445-0.00060955i,-0.00057171+0.00021624i,-0.00010938+0.00060844i,7.9443e-05+0.00017447i,-5.3827e-05+0.0011024i,-0.00048455+0.0016005i,-0.00040401+0.00095812i,-0.00019717+0.00045299i,-8.3942e-05+0.00019316i,0.0001591-0.00036327i,-0.00028371-0.00046986i
0.0008359-4.3311e-05i,0.00042281+0.00085179i,-0.00056377+0.00074377i,-7.0354e-05-0.00022418i,0.00032034-0.00060282i,-0.00078952-0.00076686i,-0.0015136-0.00027873i,-0.00097568-0.0002226i,-0.00043332-0.00014099i,-0.00019423+0.00025935i,0.0002248-0.00015588i,0.00043306+0.00013934i,0.00051602+0.00040942i,0.00073558+1.2694e-05i,0.00017736+0.00014732i,-0.00071934+2.0316e-05i,-0.00068423-0.00026569i,-0.00039076-0.0004184i,5.6763e-05+0.0003534i,0.00049121+0.0013943i,7.601e-06+0.000833i,4.3595e-05-0.00028867i,0.00055646-0.00065033i
0.0002992+0.0012642i,0.00029289+7.2337e-05i,0.00058244-0.00017303i,0.00046735-0.00056411i,-5.2156e-05-0.0010189i,-0.00014792-0.0005126i,0.00037139-0.00041515i,0.00043534-0.00050904i,0.00038392-3.2947e-06i,0.0005084+0.00044645i,6.2583e-05+0.00023237i,-0.00038586-0.00034234i,-0.00040664-0.00048335i,1.312e-05-0.00017382i,7.8025e-05+3.1949e-05i,5.1037e-05+0.00024376i,-0.00010478-8.6366e-05i,-7.8514e-05-0.00072133i,0.00024532-0.0006488i,0.0010066-0.00031808i,0.0010945-5.2441e-06i,0.00034289+0.00038474i,-8.0733e-05+0.00011546i
0.0005186-0.0015679i,-0.00017695-0.00071708i,-0.0010433-0.00040838i,-0.0012155-0.00075716i,-0.0009222-0.00061171i,-0.0011194+0.00051278i,-0.0016836+0.0010826i,-0.0015138+0.00045308i,-0.00031442+0.00012352i,0.00019798+0.00092043i,-0.00039574+0.00025772i,-0.00078452-0.00077597i,-3.231e-05+0.00018435i,0.00089002+0.0012036i,0.00075466+0.00092149i,0.0008433+0.00059633i,0.0002626+0.00096587i,-0.0011058+0.00086997i,-0.0016638+0.00049084i,-0.00094507+0.00064649i,0.00018428+0.00015518i,0.00036315-0.00093865i,0.00050011-0.00095171i
-0.00089272+0.00084276i,-0.00047134+0.0010017i,0.00045141+0.00084973i,0.00044142-2.3892e-05i,8.2208e-05+0.00025603i,-0.00014306+0.00016904i,-0.00037236-0.00075513i,-0.0006744-0.0010475i,-0.0012916-0.00083874i,-0.0011281-0.00090738i,-0.00048265-0.00075714i,-0.00058417-0.00037409i,-0.00093349-0.00074096i,-0.0011808-0.00079767i,-0.0010724-8.7096e-05i,-0.00074378+0.00015822i,-2.0137e-05-0.00023578i,-0.00037584-0.00013976i,-0.000643+0.00019002i,-0.00059995+0.00055762i,-0.00052637+0.00081912i,0.00026019+0.00050508i,0.0003072+0.00049238i
-0.0010889+0.0033351i,-0.0013674+0.0028281i,-0.00053674+0.0031511i,0.0015796+0.0013596i,0.0031003-0.0016014i,0.0016989-0.0024426i,-0.00019969-0.0014681i,-0.00075531-0.00031295i,-0.00072966+0.00015787i,-1.3202e-05-0.0004316i,7.6299e-05-0.00071119i,-0.00044461-0.00075176i,-0.0011361-0.00088988i,-0.0015052-0.00065074i,-0.00090238-0.00017144i,-0.00029992+0.00011588i,-0.00019469-0.00022616i,0.00067175-0.00017153i,0.001+6.9372e-05i,-7.9357e-07-0.0002614i,-0.00044449-0.00018344i,2.6029e-05+9.9822e-05i,0.00054471-7.7632e-05i
-0.00059335+0.00044936i,0.00038971-0.00032846i,-0.00038306-0.00034762i,-0.0010469-0.0006475i,-0.00080045-0.00026607i,-0.00030187+0.0001042i,-0.00010641-0.00010885i,-0.00073015+0.00010773i,-0.00086038+9.6962e-05i,-0.00027013-0.00017999i,0.00069259+0.00022604i,0.0010092+0.00037709i,0.00042412-0.00015632i,-3.5274e-05-0.00019834i,-0.0003135+0.00071051i,-0.0010232+0.00074944i,-0.0006399-9.155e-05i,0.00023677-0.00010541i,0.00039029+0.00064806i,-0.00027463+0.0005109i,-0.00067241+0.00027672i,-0.00019799-8.2023e-05i,-0.00037643-0.00087037i
-0.0014132-0.00014687i,-0.0013381+0.0012888i,-0.0015396+0.0019834i,-0.0016156+0.0016707i,-0.00087393+0.0011148i,0.00040759+0.00043288i,0.0012858-0.00019819i,0.00022287-0.00024995i,-0.00052471+4.9358e-05i,-0.00048601-2.0764e-05i,-0.00057898-0.00026361i,-0.00030806-0.00014191i,-0.00030954+0.00039648i,-0.00045893+0.00066841i,0.00093712+0.00029083i,0.0013169-0.00020583i,0.00031554-0.00012121i,-0.00054493-9.9821e-05i,-0.00096789+3.5767e-05i,-0.00094542-4.9092e-05i,-6.7822e-05-0.000648i,0.00093567-0.00038929i,0.00051424+5.3211e-05i
0.0009761+0.0021983i,0.0018+0.0034894i,0.0019051+0.0026036i,0.0013395+0.00087764i,-4.9068e-05-0.0006565i,-0.00053072-0.00034606i,-0.00021932-7.0561e-05i,-0.00053287-0.00023775i,-0.00080529-0.0003256i,-0.00050291-0.00082052i,-0.00016997-0.000163i,-0.00046214+0.0006803i,-0.00053744+9.3968e-05i,0.00043806-0.00032116i,6.6619e-05+9.3367e-05i,-0.0005508+0.0003771i,0.00015799+0.00020765i,0.00035097-0.00012763i,-0.00040278-0.00026517i,-0.00083547-2.5945e-05i,-0.00012911+0.00020447i,0.00065409+7.3976e-05i,0.00060518-0.00024977i
0.00010655+0.00070594i,0.00034715+0.0010792i,0.00026529+0.0005402i,-0.00053121-0.00021245i,-0.0012166-6.0937e-05i,-0.0011872-3.2501e-05i,-0.0008493+0.00039653i,-0.0012066+0.0012178i,-0.0015825+0.0012647i,-0.0010709+0.00067105i,0.00029656-0.00051701i,0.0004701-0.00051954i,-0.00013832+0.00029002i,-0.00041471+0.00012273i,-0.00057509+0.00013903i,-4.9355e-05-0.00014203i,0.00033381-0.00055508i,0.00053561-0.00023633i,0.00034008-0.00043001i,-0.0001751-0.00074108i,0.00024956-0.00085669i,0.0011522-0.00065222i,0.00059692-0.00029425i
0.0013039+0.00021837i,0.00041659+0.00025974i,-0.00030408-0.00048683i,-0.00064296-0.001049i,-2.9722e-05-0.00076563i,0.0010938-9.2875e-05i,0.00074968+0.0005231i,-0.00018324+0.00066042i,-0.00069439+0.00032988i,-0.0004708+0.00060629i,-0.00017337+0.00026464i,2.2403e-05-7.7027e-05i,0.00036265-2.4985e-05i,-5.7352e-05-0.00015233i,-0.00065372-0.00037056i,-0.00020958-0.00046658i,0.00061019-0.00044104i,0.0020439-0.00039455i,0.0022712-0.00017573i,0.0016717-0.00010309i,0.0012574+9.9254e-05i,0.00048405+0.00048088i,0.00017174+0.00043937i
-0.00045108+0.0021829i,0.00065355+0.0016896i,0.0018567+0.00088781i,0.0017125+0.00030716i,0.00084859+3.6595e-05i,-0.00044768-6.571e-06i,-0.00065792-0.00012217i,-0.00021749-0.00054462i,6.4601e-05-6.8383e-05i,-4.3141e-05+0.00075727i,-0.00027715+4.0077e-05i,-0.0010106-0.00066719i,-0.00093548-0.00031624i,-0.00034918-4.7716e-05i,-0.00040898+0.00016533i,-0.00025442+0.00055827i,-5.7495e-05+0.00080726i,0.00021014+0.00072928i,9.9469e-05+9.7129e-05i,0.00023632-0.00050465i,-0.00038099-0.00062821i,-0.00090195+0.00016011i,7.9425e-05+0.00024253i
0.0006135+0.0014373i,0.00074298+0.00058091i,0.0007838+4.8109e-05i,0.00095438-0.00015108i,0.00034376-0.00010031i,0.00031494+0.00024729i,0.00074868+0.00080438i,0.00019759+0.0012358i,-0.0003554+0.0010448i,-0.00078951+0.00065406i,-0.00053575+0.00054693i,-0.00019592+0.0007154i,-0.00035208+0.00065049i,0.00017576+0.00063929i,0.00067483+0.00078029i,0.00031029+0.00031239i,3.179e-05+0.00019456i,0.00034676+0.00075994i,0.0007876+0.00072961i,0.0010881+0.00027523i,0.00047815+0.00029414i,-0.00021095-0.00021217i,-0.00019481-0.00056801i
-0.001579+0.0010712i,-0.001484+0.0017028i,-0.00057974+0.0019883i,0.00052229+0.0017921i,0.00094614+0.0010611i,0.00076467-0.00032665i,0.00012711-0.00086966i,-0.00087938+5.3361e-05i,-0.001421+0.00098984i,-0.00085537+0.0011626i,-0.00023981+0.00044148i,0.00091524-8.2378e-05i,0.0018541-7.8427e-05i,0.00093021-0.0002685i,-0.00038268-0.00024734i,-0.00019713+0.00057622i,0.00020558+0.00065709i,0.00071737+0.00033401i,0.00075349+0.0005547i,6.8326e-05+0.00096333i,-0.00052716+0.00064377i,-0.00041185-9.8169e-05i,-0.00051488-0.00054991i
-0.00093831+0.0014617i,-0.0010966+0.0013738i,-0.00068397+0.0014675i,-0.00063941+0.0011944i,-0.00061708+0.00011418i,-0.00021964-0.00026868i,-0.00032131-7.4923e-05i,-0.00061649-0.00015379i,-0.0012113+0.00017247i,-0.0011484-8.0897e-06i,7.9616e-05-0.00035786i,0.00056643-0.00038633i,7.7273e-06-0.00010304i,-0.00078184+0.00023106i,-0.0006455+0.00021032i,-0.00052983-0.00034672i,-0.00071619-0.00075788i,-0.00056294-0.0006369i,-0.00042953-0.00022411i,0.00034161+0.00050736i,0.00054476+0.00046179i,0.00029105-0.00028766i,0.00038979+1.8624e-05i
1.5576e-05-0.00013443i,0.00020152+0.00059013i,-8.5549e-05+0.0011648i,-0.00027164+0.00082337i,-0.0004972+0.0018061i,-1.3314e-05+0.0026058i,0.00093375+0.0011006i,0.00058682-0.00014402i,-0.00031797-8.2078e-05i,-0.00068458-0.00039956i,-0.0005734-0.00080202i,0.00019336+6.4013e-05i,0.00055818+0.0008069i,0.00061419+0.0007288i,0.00046678-4.4477e-05i,-0.00010393-0.00020837i,-0.00019504-0.00023754i,3.4412e-05-9.9351e-05i,-0.00022143-0.00021825i,-0.00029302-0.00037996i,0.00035038-0.00019013i,0.00082965+1.9563e-05i,0.00077827+0.00042194i
-0.0011945+0.0020034i,0.00011303+0.0025391i,0.0023045+0.0016512i,0.0025137+0.001067i,0.0013431+0.0012062i,0.00067009+0.0008091i,0.0005806-0.00041313i,-0.00011619-0.0010892i,-0.00097156-0.00039141i,-0.00090202+0.00036729i,-0.0003961+0.00096013i,-0.00070602+0.00079769i,-0.0015775-0.00027076i,-0.0012676-0.00028031i,-0.00059554+0.00028812i,-0.00019766+0.00062802i,-0.00013261+0.00048375i,-0.00020456+0.00047198i,0.00038717+0.00020265i,0.00091876-0.00040193i,0.00047846-0.00037363i,0.00046202-0.00014791i,0.0004852+0.0002035i
-0.00032168-0.0003837i,-0.0011964-0.00072321i,-0.0026888-0.0003365i,-0.0026174-8.1155e-05i,-0.0022074+0.00026749i,-0.0015708+1.2813e-07i,-0.0010398-0.00033317i,-0.0010792-0.00028334i,-0.0011832+0.00015733i,-0.0014489+0.00013936i,-0.00089301-0.00035151i,-0.00069162-0.00027667i,-0.00032683-0.00046239i,0.00053177-0.00051945i,0.00073308+0.00023539i,0.00083537+0.00060606i,0.00011719+3.0757e-05i,-0.00039393-5.7101e-05i,-0.00078019+0.00069385i,-0.0012448+0.0010355i,-0.0019142+0.00024233i,-0.0019579-0.00025486i,-0.00089838-0.00031037i
-0.00049613-0.00093489i,-0.00076888+0.00098989i,-0.0011947+0.0016953i,-0.0019416+0.00018647i,-0.00076082+0.00021833i,3.8668e-05+0.00076274i,-0.00052934+1.1001e-05i,-4.5715e-05-0.00049243i,-0.00013122+0.0003433i,-0.0013946+0.00079546i,-0.0011148+0.00054619i,-0.00031595+0.00052257i,0.00023498+0.00045629i,0.00043092+0.00044587i,0.00036434+0.00027348i,-9.7263e-05-4.7949e-05i,-0.00035928-0.00032431i,0.00064319-1.385e-05i,0.00021301+0.00025649i,-0.00060162+0.00015807i,-0.0002949+0.00047899i,-0.00037812+0.0009998i,-0.00048863+0.00044489i
-0.00070224+0.0021194i,0.0001921+0.0020435i,0.00060439+0.0019193i,0.00055368+0.00053699i,0.0014056-0.00046421i,0.0018486-0.0009188i,0.00081352-0.0007649i,-0.00096164-0.00029874i,-0.0021231-5.1584e-05i,-0.0017302-0.00017257i,-0.00059747-0.0011432i,-9.5992e-05-0.0014737i,-1.6769e-05-0.00122i,0.00013231-0.0003377i,2.2431e-05-4.91e-05i,-0.00019535-0.00065481i,-0.00015934-0.0001754i,0.00021389+0.00012177i,0.00057871-0.00064409i,9.2429e-05-0.00090964i,-0.00090573-0.0004068i,-0.0010128-0.0005127i,0.00016943-0.00023578i
