0.00074688+0.00079012i,-0.0003208+0.00012369i,-0.00016178-5.2532e-05i,-0.00041861-0.0016768i,-0.0017355-0.0016868i,-0.0030328-0.00064284i,-0.0024147+0.00023985i,-0.00010199+0.0010372i,0.0010915+0.00076358i,0.0012885+0.00036754i,0.001054-0.00064038i,0.00024652-0.0014612i,-8.2657e-05-0.0010097i,-0.00015888-0.00021284i,-8.0145e-05-0.00042311i,0.00052726-0.00061985i,0.00056696-0.00013016i,-0.00030502+0.00024258i,-0.00043881+7.3588e-05i,-0.00023223-0.00047666i,-1.9534e-05-0.00039592i,-0.00014856-0.00015115i,-0.00053953+0.00059083i
-0.0011507+0.00055364i,-0.000828+0.0011901i,0.00020478+0.0023896i,0.00053586+0.0014103i,0.00014398-0.00052402i,-0.00013187-0.0003622i,-0.0012034+0.0002544i,-0.0016614+0.00034899i,-0.001059-4.9774e-05i,-0.00020361-0.0016663i,-0.00032199-0.0014084i,-0.00064841-0.00012167i,-2.8186e-05+0.000371i,-0.00027245+0.00084123i,-0.00071504+2.1176e-05i,-0.00038037-0.00046618i,-0.00028365-7.0164e-05i,-0.00040354-9.1559e-05i,-3.7701e-05+0.00015343i,0.00019952+0.00053357i,-2.3022e-05+0.00028078i,0.00029022+0.00029897i,0.0005529+0.00047854i
-0.0013977-0.0024827i,-0.0018415-0.0025472i,-0.0033105-0.003068i,-0.0039074-0.0022988i,-0.0029752-0.00056949i,-0.0018079+0.00026817i,-0.0015069+0.00050801i,-0.0013376+1.212e-05i,-0.0012059-0.0010858i,-0.0013742-0.0008471i,-0.00095788+0.00016391i,-0.00072968+0.00069993i,-0.00045257+0.0009458i,0.00055676+9.9353e-05i,0.0013268-0.00020979i,0.0010722-0.00012046i,0.00062559-0.00057752i,0.00037978-8.6738e-05i,0.00043485+0.00023992i,0.00074624+0.0004913i,0.00027836+0.00068982i,-0.00019076+0.00047069i,-3.5854e-05-2.5514e-05i
0.0016941-0.00018588i,0.0012444-3.1166e-06i,0.00023818-0.00070479i,-0.00072309-0.00018542i,-0.0010297+1.556e-05i,-0.0004724-0.00025742i,8.0488e-05+0.00031568i,0.00035655+0.00087635i,-5.5503e-05+0.00021726i,-0.00087433-0.00014041i,-0.00080675+6.7426e-05i,9.837e-05+1.4739e-05i,0.00067936-8.0121e-05i,0.00052438-7.3086e-05i,7.9818e-06+0.00016662i,0.00022095+0.00013998i,0.00063317+0.0003413i,2.3211e-07+0.00036731i,-0.00031331+0.00092318i,-0.00056681+0.00075185i,-0.00068553+0.00019774i,-0.00049121+0.00032443i,-0.00055004+0.00024664i
0.00019719-0.0012008i,-0.00065411-0.00096766i,-0.0011525-0.001167i,8.415e-05-0.001591i,0.00074063-0.0012827i,0.00046385-0.0013463i,-2.6206e-05-0.00074658i,0.0001859-0.00033786i,0.0003687-0.00080568i,-0.00033178-0.00075758i,-0.00020229-0.00088399i,0.00027383-0.0011699i,-0.00074178-0.0012122i,-0.0010791-0.0010517i,-0.00024521+0.00025272i,8.3723e-05+0.00077874i,0.00014049+0.00016456i,-0.00038662-0.00039369i,-0.00065105-0.00058858i,0.00014719-0.00036313i,0.00066699+6.8182e-05i,0.00044044+0.00043761i,9.6094e-05+0.00046539i
0.00087917+5.0837e-05i,-0.00039016-0.00042856i,-0.00065058-0.00079218i,-0.00036949-0.00055062i,-0.00042572-0.00035244i,-0.00027833-3.1585e-05i,-0.00054844+0.00057721i,-0.00037783+0.00012525i,-0.00024904-0.00091412i,-0.00092761-0.00093507i,-0.0010301-4.9352e-05i,-0.00039523+0.00015376i,5.0881e-05+0.00027038i,4.5961e-06+0.00035339i,0.00015165+0.00022843i,0.00028512+0.00035182i,-0.00011575+0.00014457i,-0.00097093-4.4017e-05i,-0.0006115-1.8492e-05i,-0.00016527-0.00018076i,-0.00055418-0.0002376i,-0.0001127-0.00016855i,0.00015758+0.00015422i
-0.001474+0.0021323i,-0.00032908+0.0014688i,-0.00027043+0.0011823i,-0.0004863+0.00086384i,-0.00065322+0.00033685i,-0.00070008+0.00069695i,-0.00063987+0.00084334i,-0.00085713-3.699e-06i,-0.00043696-0.00041545i,0.00030236-0.00079419i,-8.7522e-05-0.00086325i,-0.001026-0.00052658i,-0.00035815-0.00028647i,0.00088591-0.00068805i,0.00058096-0.00050813i,0.00011782-0.00011707i,0.00050135-0.00034666i,0.00020827-0.00062011i,0.00031379-9.8687e-06i,0.00093135+0.00054968i,0.00055077-3.005e-05i,-0.00044708-0.00067874i,-0.00095276-0.000915i
0.0012439-0.0022118i,0.00059101-0.002256i,-1.0819e-06-0.0012733i,-0.0011415-0.0010325i,-0.0021717-0.00092796i,-0.0013692-0.00050698i,0.00023432+0.00026016i,0.00078056+0.00011143i,0.00043796-0.0013643i,-0.00066364-0.0024648i,-0.0016842-0.001877i,-0.00096565-0.00054618i,-7.5931e-05+0.00068285i,-0.00065667+0.0010383i,-0.0006242+0.00043499i,0.00082212+0.00040964i,0.00061749+0.00025502i,-0.000141+7.7333e-05i,-0.00013809+9.423e-05i,0.00029026-0.00047414i,0.00027811-0.00096252i,-0.00049984-0.00087448i,-0.00052394-4.9625e-05i
-0.0036828+0.0004744i,-0.0038447-0.00058957i,-0.0019497+0.00091766i,-0.00055297+0.0020779i,-0.00088861+0.0007167i,-0.0012896-0.00015744i,-0.0014694-7.6947e-05i,-0.00088539+5.1223e-05i,-0.00041917-0.00074484i,-0.00055043-0.0014362i,-0.00061876-0.00099961i,-0.00090872-9.4093e-05i,-0.0007351-0.00026046i,-0.00065133-0.00063725i,-0.00043182+0.00020148i,0.00017888+0.00099281i,8.4266e-05+0.0011021i,-0.00023787+0.00052594i,-1.3574e-05-0.00023767i,0.00036941-0.00051398i,2.2026e-05+5.377e-05i,0.00015961+0.00049864i,0.00020806+0.00060849i
0.00021597-0.00036612i,0.0007259-0.00026006i,0.00066677-0.00053099i,0.00059727-0.0013221i,-3.1415e-05-0.0016861i,-0.0011704-0.0014873i,-0.0014447-0.0014204i,-0.00096131-0.00066444i,-0.00088909+0.00026241i,-0.0012695+0.00015704i,-0.00048698+0.00035429i,0.00045856+0.00044772i,0.00078471+0.00012469i,0.00074871+0.00061519i,-9.6579e-06+0.0010257i,-0.00099483+0.00022767i,-0.00080759-7.3073e-05i,-0.0004507+0.00030016i,-0.00046208+9.0174e-05i,-0.00018149-9.9172e-05i,0.00030369+0.00032909i,0.00013162+0.00055953i,0.00019986-0.00013776i
0.00028538+0.00042888i,0.00076231+0.00062043i,-4.4358e-05-0.00066806i,-0.0012391-0.00074004i,-0.0022865-0.00012396i,-0.0020188+0.0005115i,-0.00068512+0.00035613i,1.3676e-05-0.00050921i,0.00010697-0.0010299i,-0.00025361-0.00097547i,-0.00066116-0.00017205i,0.00014601+0.00078824i,0.00085497+0.00042861i,0.00076327-0.00044965i,-7.7568e-05-0.00030419i,-0.00013056-0.00016825i,0.00030954+0.00027663i,-0.00044098-0.00010832i,-0.00043402-0.00025467i,0.00041351+0.00049455i,0.00028701+0.00059404i,-4.2961e-05+0.00057989i,-0.00054389+0.00054723i
-0.00087495-0.00067057i,-0.0017359-0.0006121i,-0.0023169+0.00037956i,-0.00077252+0.00016102i,-0.00012294-0.00057593i,-0.0010892-0.00033501i,-0.0015961-0.00014787i,-0.00040778+0.00050806i,0.00059685+0.00036543i,0.00046929+2.9297e-05i,1.6638e-05+0.00011748i,-0.0002697+0.00010565i,0.00025038+0.00020636i,0.00016595-0.00013527i,-4.7522e-05-0.00040719i,0.00061524+0.00013851i,0.00037304+0.00051335i,0.00019057-0.00032074i,0.0006079-0.0010812i,0.00016291-0.00085111i,-0.00051405-0.0005748i,-4.8738e-05-0.0001157i,0.00051716+0.00063339i
-0.0014405+0.00049223i,-0.00075885+0.0010313i,-0.00099467+0.0015063i,-0.001844+0.00065196i,-0.0020133-0.00015026i,-0.0018028-0.00067614i,-0.0014998-0.0014131i,-6.9607e-05-0.001065i,0.00070697-0.00083064i,0.00045037-0.00094105i,0.00011876-0.0011852i,-0.00020753-0.00078591i,-0.00042204-0.00072114i,-0.00044041-0.0012666i,-0.00013598-0.00092776i,0.00071469-0.0002271i,0.0010682+0.0001761i,0.0011514-0.00014415i,0.00025864-0.00046691i,-0.00040482+0.00014494i,-7.1135e-05+0.00039394i,-0.00039922+0.00029815i,-0.00065761+0.00046517i
0.0004272+9.07e-05i,-9.0141e-05+0.00027994i,-0.00028668-0.00037844i,-0.00092701-0.00072154i,-0.0016369-0.00088829i,-0.0017394-0.00088972i,-0.0013212-0.00067686i,-0.00065953-0.00016264i,-0.00059082+0.00018522i,-0.0010424-0.00014306i,-0.0014148-0.00011378i,-0.000745+0.00081866i,0.00016502+0.0010461i,0.0001011+0.000746i,-0.00019591+0.0005646i,-0.00012499+0.00014299i,-0.00020784-0.00015793i,-0.00025465-0.00059312i,-0.00071628-0.00060548i,-0.0013286-0.00082587i,-9.1137e-05-0.00069898i,0.0011386+0.00052737i,0.0010027+0.0010167i
0.00030346-0.0027555i,-6.4224e-05-0.0022224i,-0.0015592-0.0010331i,-0.0021751+0.00016751i,-0.0017268+0.00074951i,-0.0012097+0.000385i,-0.0014932+0.00013221i,-0.0014393+0.00032566i,-0.00061756+0.00062375i,-0.00038935+0.00085646i,-0.00079839+0.0010484i,-0.00026876+0.00032941i,0.00058386-0.00049877i,0.00035075-0.0008655i,2.0074e-05-0.00073692i,2.7087e-05-0.00032109i,0.00021085+0.00015616i,2.3061e-05+0.00043632i,0.00015573+0.00016778i,0.0011418-0.00014279i,0.00060872+0.00040006i,-0.00019179+0.00041062i,-0.0009028+0.00041526i
0.00025029-0.0017178i,-0.00029266-0.0011943i,-0.00062329-0.00094911i,-0.00058533+0.00013229i,-0.0011556+0.0014826i,-0.0020038+0.0017497i,-0.0018311+0.0007072i,-0.00016211-0.00012361i,0.00081153-0.00052283i,-0.00023625-0.00066913i,-0.0012697-0.00033246i,-0.00086487+0.00065279i,0.00029293+0.00088873i,0.00048355+9.5798e-05i,-3.0008e-06-0.0004753i,0.0002546-0.00064371i,0.00036727-0.00010675i,-0.00043319+0.00067317i,-0.00051677+0.00068651i,-9.546e-05-0.00012784i,2.0336e-05-2.2138e-05i,0.00030903+0.00019115i,0.00036458-0.00032066i
-0.00020543-0.00039578i,-5.4183e-05-0.00068397i,0.00026288-0.00083232i,-0.00070525-9.1146e-06i,-0.0021593-9.6261e-05i,-0.0019645-3.2594e-05i,-0.0016485-0.00055197i,-0.0015485-0.00044342i,-0.0012565-0.0004886i,-0.00071525-0.0013912i,-0.00031459-0.00071664i,-0.00079126-7.3065e-05i,-0.00078217-0.00052821i,-0.00059811-0.0014551i,-0.00064698-0.001042i,-0.00083186+1.251e-05i,0.00015766+0.00043634i,0.00060304+0.00043826i,8.6385e-07+0.00027207i,-0.00029101+0.00052338i,7.7695e-07+0.00033779i,0.00041076+0.00029038i,0.00020601+0.00030525i
-0.0019068-4.1102e-05i,-0.0016338+0.00057529i,-0.001911-0.00076316i,-0.0020396-0.0015302i,-0.0021303-0.00081071i,-0.0016861-0.00092775i,-0.0017308-0.0003728i,-0.0015533-0.00035358i,-0.00026046-0.00074909i,0.00039887-0.0010257i,-0.00044097-0.0011431i,-0.00065919-0.00034979i,-2.682e-05+0.00077243i,-0.00029913+0.00089447i,-0.00062291+0.00042226i,-0.00053634+0.00024677i,-2.4772e-05-0.00028062i,0.0001268-0.00057307i,-0.00042632-6.4048e-05i,-0.00073627+0.0002126i,-0.00025491-0.00042815i,-0.00012081-0.00096246i,-0.00026458-0.00081324i
0.00074019+0.0025505i,0.0005812+0.0029212i,0.00072286+0.002302i,0.00091965+0.00011936i,-4.7191e-05-0.0014466i,-0.00098029-0.001978i,-0.0010895-0.0013755i,-0.001191-0.00071251i,-0.0010351-0.00071578i,-0.0011188-0.00058677i,-0.0012948-0.0003669i,-0.00085551-0.00080118i,-0.00011865-0.00058615i,-0.00012206+4.5671e-05i,-0.00046699+0.00018315i,-0.0009496-0.00062287i,-0.00054884-0.00019505i,4.4034e-05+0.0011703i,0.0003403+0.0010877i,0.00038844+0.00063834i,-0.00029197+0.00033311i,-0.00034592-0.00034989i,0.0002812-0.00091242i
0.00034343-0.0019992i,0.00037703-0.0010736i,-0.00064771-0.00085442i,-0.0011526-0.0010523i,-0.0015563-0.0011487i,-0.00088607-0.00059018i,-0.00052089+0.00021844i,-0.00067847+0.00049553i,-0.00038036+0.00024873i,-0.00077109-0.00024028i,-0.00083648-0.00034617i,-0.00047047-0.00041244i,-0.0005004-0.00042035i,0.00032723+6.7353e-05i,0.0005027+0.00086536i,-0.00039534+0.00069258i,-9.2881e-05+0.00011726i,0.0001291+8.3938e-05i,-0.00055979-3.3466e-06i,-0.00050062+0.00099796i,-0.00065322+0.0012311i,-0.0010751+4.3964e-05i,-0.00011099-0.00016698i
0.0015282+0.0025403i,0.0011723+0.0023328i,0.00034596+0.0012049i,0.00040024+0.00027175i,-2.4073e-05-0.00055922i,-0.00080921-0.0016096i,-0.00048494-0.0010164i,0.00063729-0.00015092i,0.0016341-0.0001527i,0.0010029-0.0001539i,-0.00050851-0.00083361i,-0.0010683-0.00060668i,-0.00032206-4.8108e-05i,-0.00015539-0.00057961i,-3.4194e-05-0.0005559i,0.0005484+0.00017213i,0.00044495-2.5231e-05i,0.00030289-0.00041733i,-9.6842e-05-0.00039693i,9.4645e-05+0.00012991i,0.00033195+0.00039509i,0.00055941+0.00022463i,0.00024707+0.00022545i
-0.0023568+0.0015315i,-0.0015832+0.00196i,-0.0016346+0.0024999i,-0.0014343+0.0014743i,-0.00022801+0.0001428i,0.00022798+0.00015315i,-0.00037589+0.00037585i,-0.00018816-9.197e-05i,0.00079997-0.00106i,0.00054212-0.00097888i,0.00040431+0.00014695i,-9.2803e-05+0.00043006i,-0.00047156+0.00037204i,0.0004787+0.00034583i,0.00061366+7.2714e-05i,0.00026017+0.0010609i,-0.00019645+0.0017074i,-0.00035838+0.0011132i,9.7637e-05+5.7248e-05i,-4.3468e-05-0.00042034i,-4.8309e-05+0.00045698i,-0.00029936+0.00070475i,-0.00018745+0.00026117i
3.3259e-05-8.6171e-05i,-0.00072518-0.00029343i,-0.00093056-0.00079921i,-0.0011759-0.00048438i,-0.0016574-8.4285e-05i,-0.0014548-0.00026986i,-0.00099129-0.00069544i,3.7533e-05-0.00061043i,0.00040284-0.00033376i,-0.00010971-0.00027677i,-0.00052543-0.00039052i,-0.00053663-0.00045523i,-0.00044802-0.00045478i,-0.00084224-0.00015055i,-0.00065559+0.00057888i,3.1306e-05+0.001085i,0.00016776+0.0010543i,-7.5605e-05+0.00060505i,-6.0657e-05-0.0002413i,0.00033715-0.00073173i,0.00024723-5.1081e-05i,-0.00037399+0.00099374i,-0.00028326+0.0012202i
0.00067401+0.0015052i,0.00016753+0.0021586i,0.00048182+0.0014445i,0.00074627+0.00039793i,5.1706e-05-0.00096856i,-0.00042658-0.0011711i,-0.00034195-0.00054504i,0.00027829-0.00021327i,0.00083006+0.00010341i,0.0007473-9.6602e-05i,0.00030312-0.00034028i,-0.00030366+0.00039038i,-0.00067761+0.0010314i,-0.00027905+7.8331e-05i,-8.1807e-05-0.0004814i,-0.000214+6.1534e-06i,0.00025403+0.00030871i,0.00051692+1.4513e-05i,7.3771e-05-0.00065839i,-0.00035985+0.0001161i,-8.7931e-05+0.00096618i,1.992e-05+0.00077721i,-0.00028072+0.00014795i
-0.0010693+0.0018283i,-0.0015478+0.00031178i,-0.0010408+0.00068435i,9.0314e-07+0.0014281i,-0.00016341+0.0007593i,-0.00067624-0.00011819i,-0.00081169-0.00027474i,-0.00013364+0.00024752i,0.00011407+0.00057099i,-0.0003773+0.00071456i,-0.00092592+0.0010136i,-0.00078025+0.00061155i,-0.00033247-2.6238e-05i,-0.00066208-0.00072256i,-0.00027448-0.00043671i,0.00010083-5.6708e-05i,-0.00012055-0.00027533i,-0.00019465-0.00059786i,6.233e-05-0.0009639i,0.00028112-0.00043643i,0.00019259+0.00051217i,2.0373e-06+0.00075523i,0.00060787+0.0011037i
0.0026691+0.0022857i,0.0016889+0.0016913i,0.0010764+0.00034323i,0.00010407-0.0009063i,-0.001524-0.0019959i,-0.0029571-0.0015586i,-0.0020894-7.2419e-05i,-0.0007522+0.0001938i,-0.00078886-0.00070544i,-0.00089785-0.00094202i,-0.00072779+7.0334e-06i,-0.00082437+0.00031318i,-0.0010372-0.00044332i,-0.00086741-0.00036681i,-0.00069559-0.00015539i,-0.00070188-0.00033916i,-0.00034316-0.00022153i,-8.8484e-05+0.00040271i,-0.0002652+0.00034241i,-9.5839e-05+0.00061412i,0.00011774+0.00039144i,-0.00026226+0.00030385i,-3.1951e-05+0.00089343i
0.00097968-0.0010804i,0.0017658-0.001108i,0.00051837-0.0018268i,-0.0005865-0.0025964i,-0.00082177-0.0015498i,-0.0017855+0.00014467i,-0.0015557+0.00032531i,-0.00031886-0.00054585i,0.00065454-0.00096341i,0.00027708-0.00082311i,-0.0007043-0.0005033i,-0.00061325-2.3287e-05i,-0.00021811+0.000109i,-0.00067017+0.00035346i,-0.0011476+0.00019627i,-0.001081+0.00017356i,-0.00052528-8.1909e-05i,0.00030493-4.8491e-05i,0.0004457+0.00069183i,0.00023471+0.0004813i,0.00030357+0.00032852i,0.00031816-0.00018354i,0.00020476-0.00046001i
-8.5535e-05-0.00031882i,0.00044944-0.0006864i,-0.00048085+0.00016312i,-0.0011991-0.00028503i,-0.00065592-0.00027043i,-0.00082549+0.00052842i,-0.00072387+0.00099019i,-0.00023422+0.00070826i,-0.00010492+0.0001005i,0.00024971-0.00031799i,-2.3251e-05+0.00021097i,-0.00045801+0.0011144i,-0.00085982+0.0010398i,-0.00093361+0.00038793i,-0.00039039+0.00046808i,-0.00028926+0.00074821i,-0.00016461+0.00062987i,3.3306e-05+0.00064743i,4.0309e-05+8.4034e-05i,0.00095775-4.2719e-05i,0.001911+0.00074269i,0.0010451+0.00062528i,-0.00026154-0.00026232i
-0.00014773-0.0022094i,-0.0002898-0.0015341i,-0.00054966-0.0013469i,-0.0019118-0.0021777i,-0.0026222-0.0018412i,-0.0022163-3.9818e-05i,-0.0011502+0.00073592i,-0.00032017+0.00024199i,0.00023541-0.00049999i,0.00024228-0.00081264i,-0.00086271-0.0006024i,-0.0010373+4.2068e-05i,-2.5074e-05+0.00040811i,5.7866e-05+0.0010801i,-0.00059699+0.0016561i,-0.00052539+0.00075097i,0.00036513+0.00022804i,0.00016241+0.000232i,-0.00017249+0.00058638i,-1.5972e-05+0.00054521i,4.7657e-05+4.4173e-05i,0.00011463-0.00033633i,5.9543e-05-0.00041539i
-0.00047824+0.00066722i,-7.1808e-05+0.00062001i,-0.00091513+0.00018131i,-0.0013031-0.00030761i,-0.0012509-0.0002815i,-0.0012004-0.00062674i,-0.00023288-0.00079195i,0.00018275-0.000565i,-5.7148e-05-0.00037631i,-0.00067617-0.00020773i,-0.00096191-0.00017265i,-0.00052104-0.00013228i,-0.00026993+2.2646e-05i,0.00048439+0.00044537i,0.0011363+0.0009405i,0.00059829+0.00082625i,-0.00028555-3.6255e-05i,-0.00036979-0.0009971i,-0.0001181-0.0014058i,-8.781e-05-0.00073755i,0.00023736-0.00013045i,0.00055046+8.1433e-05i,0.00036608+0.00027932i
0.0005652-0.001048i,0.00031185-0.00093259i,-0.00042483-0.00051738i,-0.0013078-0.00035014i,-0.0017369-0.00039345i,-0.001617-3.328e-05i,-0.00082501+0.00047276i,-0.00021402+0.0002851i,0.00080801-0.00037051i,0.0010243+0.00034676i,0.00017536+0.00081388i,-0.00065104+0.00025153i,-0.00089678+0.00023127i,2.8659e-05+0.00059292i,0.00030692+0.00087734i,-0.00067109+1.9014e-05i,-0.00074228-0.0011401i,0.0002729-0.0003611i,7.1634e-05-0.0002817i,-0.00065373-0.00057009i,-0.00032355-0.00039363i,0.00052917-0.00045199i,3.4068e-05+0.00043443i
0.0011779-0.00043594i,0.00048243-0.00092376i,-0.00016369-0.0004847i,-0.00048621-0.00072961i,-0.00022378-0.00090556i,-3.7222e-05-0.00047977i,6.6291e-05-0.00026048i,-2.8857e-05-0.00026919i,-0.00063774-0.0004847i,-0.00055511-0.00012414i,-0.0004199+0.00047838i,-0.0005271+0.00086173i,0.00011091+0.00038832i,0.00014013-0.00089765i,0.00039764-0.00052847i,0.00043366+0.00076417i,-0.0006042+0.0014598i,-0.00028097+0.0014567i,0.00028892+0.00093516i,0.00051391-0.00010173i,0.00049645-0.0010376i,-3.972e-05-0.0010244i,-0.0002107-0.00021708i
-0.0017727-0.00084591i,-0.002679-0.00041922i,-0.0021705+0.00023832i,-0.0010465+0.0011168i,-0.00015066+0.00055917i,0.00037538-0.00085122i,-0.00034373-0.00087301i,-0.00057571-0.00022942i,-8.1897e-05-0.00026389i,-0.00035177-0.00032561i,-0.00099124-0.00045269i,-1.9355e-05-0.00041618i,0.0011939+0.0006277i,0.00083365+0.0014603i,0.00012459+0.0013879i,0.00013865+0.00090882i,1.4456e-05+8.5838e-05i,-0.00027499-0.00036347i,0.00010711-0.00024103i,0.00028441+7.752e-05i,3.33e-05-9.1751e-05i,-6.751e-05-0.00046575i,-0.00019617-0.00038323i
0.00041604+0.0011475i,0.0003345+0.00032545i,0.00030379-0.00071072i,-0.00042433-0.00069112i,-0.00010314-0.00069768i,-0.00082815+0.00022803i,-0.0012271+0.0003542i,-0.00030728+0.00010988i,-2.7708e-06-0.00026708i,-0.00042433-0.00076673i,-0.0010843-0.00057767i,-0.00045944+0.00029022i,0.00013952+0.00079139i,-4.279e-06+0.0011324i,-0.00040175+0.00072824i,-0.00028149+0.00030282i,4.9645e-05+5.5188e-05i,0.00088161-0.00027736i,0.0010561-0.00076042i,0.00020875-0.0010809i,-0.00036834-0.00056697i,-0.00069076-0.00028044i,-0.0007775-0.00037764i
-0.00062484+0.00090428i,-0.0014149+0.00043201i,-0.00015336-0.00056506i,0.0006474-0.00095763i,0.00089401-0.00088059i,0.0010498-0.0012583i,0.0011096-0.00092475i,0.00058055-0.00023047i,-0.00025494-6.4477e-05i,-0.00051009+0.00013176i,-0.00025564+0.00017998i,0.00010036+0.00012263i,0.00028043-0.00043322i,0.00029922-0.00079495i,0.00070502-0.00015443i,0.00080052+0.0006245i,9.7742e-05+0.00094554i,-0.00042674+0.00057834i,-0.00034985+0.00026836i,0.00011962+0.00050818i,0.00034495+0.00037156i,-4.5535e-05-0.00021018i,4.1963e-05+0.00029487i
0.0009504+0.00086056i,0.0011261+0.0014609i,0.0002699+0.0014267i,-7.4741e-05+0.0010314i,-0.00078548+0.00032328i,-0.0016127-0.00021549i,-0.00092208-0.00016563i,-0.00067672-0.00048951i,-0.00034104-0.0004386i,1.0184e-05-0.00033944i,-0.00042736-0.00059119i,-0.00049591-0.00065471i,-0.00033553-0.00056099i,-4.6937e-05+0.00023446i,-4.7544e-05+0.00017404i,-0.00024796-0.00039919i,-0.00023838+6.5552e-05i,-0.00021767+0.0001112i,-0.00016023+0.00019418i,0.00019743+0.00020072i,9.6061e-05+0.00023222i,0.00024958+0.00042987i,-8.6705e-05+5.7472e-05i
0.0014316+0.0012546i,0.0011438+0.0007338i,0.001322+9.1205e-06i,0.00018581-0.00064413i,-0.0013088-0.0015608i,-0.0025992-0.0011415i,-0.0026242-0.00057741i,-0.0011136-0.00064003i,-0.00038563-0.00065788i,-0.00015593-0.0009334i,-0.00086129-0.0007151i,-0.0014997-0.00047888i,-0.00064028-0.0005961i,0.0009273-0.00055048i,0.00092433-0.00010345i,0.0007095-7.8076e-05i,0.00033371+6.3387e-05i,-0.00038601-7.1997e-05i,-0.00043547-9.4948e-05i,-0.00033586+0.0007606i,1.2289e-05+0.00047205i,0.00037469+0.00085907i,7.6323e-05+0.0016371i
0.0001516+0.00027973i,0.0010773+0.00058212i,0.0010277-8.7514e-05i,0.00069419+0.00023751i,-0.00015353+0.00078856i,-0.0016394+0.00054109i,-0.0018655-9.2915e-05i,-0.00093069-0.0010595i,-0.00010744-0.00072735i,0.00026271-0.00015786i,0.000448+7.4013e-06i,0.00046151+0.00066583i,0.00033005+0.00055148i,0.000151+0.00042332i,-0.00043389+0.0010031i,-0.0008366+0.00077923i,-0.00032792-0.00024986i,-7.6691e-05-0.0008357i,-0.0005149-0.00070535i,-0.00087258-0.00042642i,-0.00028041-0.00096546i,0.00055561-0.00087958i,8.0611e-06-0.00083607i
0.0017874-0.00087682i,0.0022906+0.00047468i,0.00064371-0.00020561i,-0.00041844-0.00063397i,-0.0011412-0.00011113i,-0.0020299+0.00024013i,-0.00080529+0.00019608i,0.0004383-0.00021159i,0.00052025-0.00082208i,0.00038979-0.00082364i,0.00035771-0.00083894i,0.00054876-0.00047119i,0.00050955+7.7617e-05i,0.00039475-1.5297e-05i,-8.5523e-05-0.00025359i,-0.00032718-0.00010128i,-0.00027157-6.2659e-05i,-0.00017866-0.00036139i,-0.00016399+0.00029033i,-6.719e-05+0.00021237i,-0.00049331-0.00093865i,-0.00098996-0.00064865i,-0.00065113+0.00032162i
0.0014488-0.0014082i,0.0010965-0.0014335i,0.00073666-0.0011769i,-0.00054916-0.00047449i,-0.0021293-0.00016824i,-0.0015506+0.00028558i,-0.00024743+0.00082841i,0.00028008+0.00048014i,-0.00019476-0.00062559i,-0.00067624-0.0013431i,-0.0002847-0.00051849i,0.00025279+0.0006456i,0.00027931+0.00038676i,0.00012399+0.00050282i,0.00036283+0.0010383i,-0.00024383+0.00025428i,-0.00039462-0.00037714i,0.00018028-0.00076052i,0.00018094-0.00074383i,0.00013188-0.00084623i,-4.5396e-05-0.00019705i,-0.0010644+0.00026267i,-0.00084231-0.00036789i
-0.0015136+0.00052155i,-0.0016436+0.00036903i,-0.0012051+0.00084626i,-0.00032098+7.2952e-05i,0.00043024-0.00083209i,0.00087859-0.00064663i,0.0010118+0.00053292i,0.00057559+0.00094603i,-0.00022843+0.00034691i,-0.00097104-0.0003015i,-0.0012984-0.00079811i,-0.0012232-0.00023797i,-0.00065643+0.00020476i,-0.00022036+0.00022134i,-8.2232e-05+0.00044538i,0.00022177-0.00010516i,-0.00045103-0.00088119i,-0.00088409-0.0008291i,-0.00082948-0.00039618i,-0.00072441-0.00050025i,-2.8117e-05-0.00064851i,1.2886e-05-0.0004386i,-8.2051e-05-0.00015325i
-0.0003064+0.0019844i,-0.000196+0.0016941i,-6.0135e-05+0.00032348i,-0.00027597-0.00050156i,-0.00048621-0.0010285i,-0.00072759-0.0016034i,-0.00085262-0.0014605i,-0.00060017-0.00053576i,0.00025951+0.00017812i,0.00075342+3.201e-05i,2.4487e-05+0.0008858i,-8.3617e-05+0.0010194i,-0.00019884+0.00043902i,-0.00079613+0.00055895i,-0.0003758+0.00021102i,0.00033902-8.1724e-05i,0.0010037+0.00015484i,0.0012834+0.00027078i,0.00048738+6.401e-05i,-0.00023652+7.4165e-05i,-5.7732e-05+1.6095e-05i,0.00041049-9.4915e-05i,0.00029251+0.00052193i
-0.00059506+0.001581i,-0.00146+0.0011697i,-0.00019035+0.0005788i,0.00033071+0.00044489i,-0.00045195-0.00026137i,-0.001414-0.0012473i,-0.0013811-0.00058614i,-0.00030188-6.7055e-05i,-0.00020456-0.0010637i,-0.00077681-0.0015917i,-0.0002467-0.0010387i,0.00037933-0.00010491i,0.00014531+6.2386e-05i,-0.00050551-2.6651e-05i,-0.0011794+0.00015179i,-0.00050005+0.00022314i,0.00060373+0.00036234i,0.00064997+0.00013967i,0.00082057+0.00032787i,0.00033223-0.00046611i,-0.00033892-0.0012019i,-0.00074184+5.2206e-05i,-0.0012654+0.0010244i
