-0.0031207+0.00060564i,-0.0017855+0.00018939i,-0.0019758+0.00051032i,-0.0022994+0.0010113i,-0.0026108+0.0011773i,-0.0021505+0.0022409i,-0.001639+0.0014657i,-0.0012323+0.00081139i,0.00014889+0.00098712i,0.00091908+0.00057426i,0.0006059+0.00034839i,0.00079743+0.00040828i,0.00029781+6.2337e-05i,-0.00050147-0.00072696i,-8.2617e-05-0.00045323i,0.00038229+0.00016228i,-0.00016499-2.6888e-05i,-0.00080544-3.3869e-05i,-0.0005721-1.8802e-05i,0.00020365-0.0011152i,0.00045799-0.0011374i,-1.2646e-05-0.0001884i,8.4226e-05-0.00026382i
-0.0018836+0.003128i,-0.0072398+0.0025527i,-0.0025112-0.0061175i,0.0135-0.034195i,0.020282-0.070975i,-0.001066-0.086874i,-0.044479-0.074868i,-0.069261-0.042253i,-0.05392-0.0081777i,-0.024511+0.0051921i,-0.006051+0.0059154i,0.00024181+0.0042954i,-0.0015238+0.0013187i,-0.0041126+0.00041501i,-0.0024828+0.003098i,-0.00057527+0.0076998i,-0.0020507+0.012143i,-0.0027414+0.012705i,-8.8854e-05+0.0091156i,0.001904+0.0050587i,0.0017174+0.0017262i,-0.0004277+6.3524e-05i,-0.0023377+0.00034625i
0.0035649-0.0025936i,0.011359-0.011569i,0.013715-0.030342i,0.0041936-0.063997i,-0.0094898-0.096507i,-0.020948-0.077901i,-0.013921-0.0037322i,0.019215+0.048796i,0.036139+0.046846i,0.023477+0.031811i,0.015101+0.017789i,0.015085+0.0043517i,0.015933-0.0020728i,0.013481-0.007929i,0.0041776-0.011354i,-0.0013361-0.0045668i,0.00031743+0.005458i,-0.0020481+0.011256i,-0.0075357+0.009658i,-0.0091214+0.0055192i,-0.0056915+0.0062412i,0.00049598+0.0062328i,0.0015318+0.0023556i
-0.0009713+0.011397i,-0.005953+0.022692i,-0.018173+0.035402i,-0.03432+0.043341i,-0.040997+0.053297i,-0.012751+0.061115i,0.038134+0.049484i,0.058309+0.020114i,0.046905-0.000815i,0.032979-0.0078168i,0.017517-0.0096043i,0.0018419-0.007259i,-0.0068364-0.0016535i,-0.0078121+0.0033632i,-0.0032467+0.0022356i,0.0024883-0.0067249i,0.0042654-0.014994i,0.0042966-0.013257i,0.0038882-0.0053754i,0.0024062-0.00082857i,0.0011875+0.00067552i,0.00097487+0.0016723i,0.0033319+0.0036546i
0.00089053-0.0096386i,-0.00079837-0.02157i,-0.0068181-0.018592i,-0.029544+0.013775i,-0.057256+0.033339i,-0.057643-0.0134i,-0.04638-0.091198i,-0.052801-0.11372i,-0.050364-0.074988i,-0.02472-0.034948i,-0.0065638-0.018791i,-0.0066319-0.012144i,-0.012105-0.010134i,-0.015353-0.0069922i,-0.012741-0.0006955i,-0.0090807-0.00026405i,-0.0068469-0.0058129i,-0.0018459-0.010363i,0.002849-0.008616i,0.0047908-0.0038473i,0.0058655-0.0056641i,0.0041837-0.010383i,0.00085835-0.0094149i
0.011192+0.0048323i,0.024475+0.022371i,0.041847+0.039972i,0.059476+0.033904i,0.060259+0.011269i,0.010534+0.0050417i,-0.055049+0.023784i,-0.069232+0.041599i,-0.047439+0.032764i,-0.035125+0.011545i,-0.026626+0.00586i,-0.0081099+0.0086815i,0.0078989+0.0083073i,0.014707+0.0047745i,0.0090799-0.00045325i,-0.0049951+0.0017018i,-0.013434+0.01046i,-0.012534+0.011951i,-0.0042953+0.004391i,0.0028209-0.0033638i,0.0028097-0.0049907i,0.0028205-0.0024684i,0.0041741-0.002761i
-0.014439-0.0031192i,-0.033481-0.014013i,-0.033857-0.034425i,0.0093446-0.039438i,0.04686+0.0016568i,0.032658+0.080026i,0.014615+0.14404i,0.030227+0.1425i,0.039561+0.089236i,0.020551+0.046265i,0.0047199+0.025449i,-0.0026786+0.014284i,-0.006715+0.013868i,-0.0033566+0.013677i,0.0021147+0.0090707i,0.0074185+0.0073598i,0.0096709+0.0094876i,0.0056837+0.010815i,-0.00065066+0.0069844i,-0.0052151+0.0011544i,-0.0066645+0.0011384i,-0.0060591+0.0041815i,-0.005346+0.0039174i
0.0093605-0.011646i,0.039209-0.020485i,0.064825-0.025389i,0.047002-0.031014i,0.025078-0.04517i,0.070926-0.050358i,0.13948-0.054795i,0.13608-0.066827i,0.072701-0.04635i,0.035191-0.002898i,0.028769+0.011994i,0.016744-0.0002821i,0.0023864-0.016107i,-0.0089019-0.022556i,-0.012288-0.013233i,0.00054271-0.0030456i,0.017332-0.0048681i,0.020126-0.0096254i,0.0083863-0.0092898i,-0.0030521-0.005974i,-0.00526-0.0034279i,-0.0031583-0.0051472i,-0.0030601-0.0048486i
-0.0029958+0.025691i,-0.029393+0.059129i,-0.082318+0.078113i,-0.12282+0.040809i,-0.10465-0.033857i,-0.043753-0.092484i,-0.012508-0.12268i,-0.037049-0.11147i,-0.046273-0.064828i,-0.018235-0.029192i,0.0030246-0.015155i,0.010625-0.0047665i,0.015319-0.00026604i,0.014427-0.0027484i,0.0064046-0.0088029i,-0.0055327-0.017266i,-0.014576-0.022842i,-0.011995-0.02095i,-0.0013664-0.012045i,0.0056182-0.003726i,0.006418-0.00071515i,0.005178+0.0014896i,0.0054305+0.0051271i
-0.0076933-0.023286i,-0.014066-0.069384i,-0.0020981-0.10687i,0.011474-0.074196i,-0.025954-0.0047143i,-0.11248+0.0063991i,-0.17316-0.0037319i,-0.14646+0.022474i,-0.069786+0.033196i,-0.022167+0.0045915i,-0.013397-0.016429i,-0.014473-0.01238i,-0.016934+0.0044856i,-0.013868+0.018848i,-0.0033833+0.014778i,-0.0029602+0.0013255i,-0.015239-0.0035476i,-0.023177-0.0017819i,-0.018034+0.0012358i,-0.0067786+0.0036551i,-0.00084134+0.0056467i,-0.00078801+0.0083929i,-0.00042723+0.0075465i
0.03277+0.0080712i,0.085159+0.049799i,0.13597+0.12138i,0.13968+0.17022i,0.098288+0.16705i,0.066645+0.15469i,0.079426+0.14384i,0.097852+0.10807i,0.072751+0.058503i,0.028572+0.029897i,0.007998+0.015086i,-0.0012105-0.00062213i,-0.0085-0.0098931i,-0.0096874-0.0092453i,-0.0089665+0.0032005i,-0.0023604+0.022364i,0.0055665+0.033796i,0.0068455+0.032076i,0.0038251+0.015572i,0.00022951-0.0027946i,0.001233-0.0067915i,0.0082444-0.0056048i,0.011117-0.0084846i
-0.040926+0.01476i,-0.10324+0.017787i,-0.15785-0.010086i,-0.11862-0.056947i,0.0016873-0.06209i,0.084026-0.022219i,0.091163-0.0010479i,0.062198-0.022967i,0.025589-0.033098i,0.0055699-0.010476i,0.002938+0.010389i,0.0088736+0.014762i,0.019875+0.0072291i,0.020834-0.0058892i,0.0090553-0.014685i,0.0027008-0.014868i,0.0099469-0.0080372i,0.018672-0.00062689i,0.016904+0.0027233i,0.0098875+0.0017574i,0.0073222-0.0031597i,0.0075121-0.0065321i,0.0033864-0.0049022i
0.021254-0.03636i,0.070305-0.098414i,0.12709-0.16376i,0.12399-0.19656i,0.057869-0.20817i,-0.0064916-0.21593i,-0.063103-0.20312i,-0.098072-0.13574i,-0.075021-0.052552i,-0.027744-0.015012i,-0.0040524-0.0093339i,0.0018806-0.0051885i,0.0007236-9.6463e-05i,0.0003847+0.0019392i,0.0070596-0.0075311i,0.0081671-0.025074i,0.0023227-0.038142i,-0.0028222-0.038426i,-0.0072286-0.022374i,-0.0084188-0.0051512i,-0.0086995-0.00071943i,-0.012223-0.0024105i,-0.014988-0.0018586i
0.011524+0.045123i,0.0036516+0.13002i,-0.037475+0.21305i,-0.10343+0.20571i,-0.14267+0.12387i,-0.12404+0.08582i,-0.060316+0.11822i,-0.0053525+0.12253i,0.0087001+0.075108i,0.0051445+0.029669i,0.0056256+0.0049858i,-0.00065653-0.011006i,-0.017293-0.014305i,-0.025054-0.0032623i,-0.02088+0.010918i,-0.017975+0.016986i,-0.021607+0.011474i,-0.021713+0.0010446i,-0.010597-0.008747i,-0.0013805-0.012955i,-0.0015607-0.0093524i,-0.0028836-0.0012112i,0.0021992+0.0042314i
-0.038039-0.028771i,-0.088801-0.086364i,-0.12834-0.12607i,-0.11704-0.067956i,-0.090419+0.058291i,-0.058919+0.13697i,0.0019386+0.12881i,0.057158+0.071588i,0.057632+0.016404i,0.023787+0.0032724i,0.0029499+0.0093319i,-0.006568+0.0070833i,-0.0080001+0.0044323i,-0.005507+0.0037646i,-0.01068+0.0063009i,-0.011743+0.017402i,-0.004306+0.033088i,0.0024308+0.041985i,0.0089064+0.033181i,0.012789+0.016223i,0.013628+0.010508i,0.015168+0.011435i,0.012127+0.0075314i
0.05159-0.00016039i,0.14908+0.021856i,0.26099+0.067073i,0.2967+0.1035i,0.25635+0.08787i,0.20138-0.011708i,0.13581-0.13772i,0.052094-0.16657i,-0.0001099-0.090576i,0.0022879-0.026695i,0.0084997-0.011673i,0.006811+0.0053771i,0.01887+0.020597i,0.03057+0.011867i,0.031633-0.0053242i,0.028845-0.014204i,0.025477-0.013i,0.019926-0.008245i,0.0054117-0.004382i,-0.0080634-0.00040333i,-0.0085608+0.0010626i,-0.0030782-0.0021987i,-0.0028643-0.0065839i
-0.039868+0.033639i,-0.11933+0.063876i,-0.19603+0.055116i,-0.16347-0.025037i,-0.048522-0.098713i,-0.0019893-0.082329i,-0.053586-0.017006i,-0.10208+0.029999i,-0.081704+0.043133i,-0.033122+0.032166i,-0.004+0.016751i,0.0095828+0.004768i,0.009045-0.0058625i,0.0012761-0.0090581i,0.0010498-0.011598i,0.001803-0.025031i,0.00021454-0.043785i,0.0012579-0.054543i,0.0011577-0.04831i,-0.001007-0.03467i,-0.0029896-0.025826i,-0.0065842-0.018378i,-0.0067382-0.0077847i
0.0054652-0.056624i,0.042821-0.15182i,0.095173-0.26557i,0.088443-0.30931i,0.00091983-0.25581i,-0.088836-0.13071i,-0.10476+0.018953i,-0.035879+0.092569i,0.020414+0.05647i,0.0084408+0.01039i,-0.0096081+0.0055455i,-0.006989-0.0061284i,-0.014403-0.029359i,-0.03035-0.031488i,-0.03763-0.012917i,-0.034775+0.0062112i,-0.029734+0.01615i,-0.026168+0.017135i,-0.015575+0.015004i,0.00043272+0.011564i,0.0088107+0.0078491i,0.0091839+0.0065295i,0.0070745+0.0052882i
0.02678+0.055891i,0.043271+0.1756i,0.007152+0.33334i,-0.076071+0.39148i,-0.10369+0.28851i,-0.0055804+0.13787i,0.13475+0.0269i,0.17036-0.036237i,0.10389-0.044899i,0.047594-0.023941i,0.028605-0.015752i,0.0086679-0.011882i,-0.0055731+0.0041611i,-0.004975+0.017459i,-0.0035348+0.022605i,-0.0078138+0.03155i,-0.015316+0.04525i,-0.020923+0.052922i,-0.021921+0.043142i,-0.019246+0.027074i,-0.012848+0.021007i,-0.0021533+0.017292i,0.0057456+0.0078884i
-0.058057-0.021224i,-0.15184-0.079481i,-0.23874-0.14646i,-0.24288-0.1109i,-0.18647+0.023551i,-0.12264+0.074667i,-0.088012+0.0033359i,-0.092763-0.058329i,-0.084452-0.034309i,-0.037618+0.011853i,0.0023254+0.013987i,0.0057876+0.0052467i,-0.0038642+0.018616i,0.0029544+0.027856i,0.020264+0.012019i,0.032407-0.014656i,0.039545-0.030738i,0.042149-0.031412i,0.032207-0.023445i,0.014419-0.015615i,0.00055055-0.01181i,-0.0051841-0.01077i,-0.007103-0.0094044i
0.06872-0.027917i,0.22171-0.041995i,0.4337-0.032892i,0.54521-0.03014i,0.44141-0.061624i,0.18813-0.082628i,-0.024642-0.052373i,-0.081022+0.011176i,-0.044603+0.039263i,-0.021659+0.0214i,-0.02294+0.005067i,-0.013497-0.0012406i,0.0050856-0.013695i,0.012629-0.026508i,0.010723-0.029104i,0.011436-0.025105i,0.019215-0.025772i,0.02551-0.026656i,0.026913-0.0177i,0.028777-0.0092412i,0.026601-0.0094334i,0.015702-0.010675i,0.0025814-0.0070942i
-0.040329+0.064437i,-0.13179+0.1546i,-0.23845+0.21441i,-0.21781+0.15803i,-0.048455+0.062894i,0.11196+0.06124i,0.17047+0.11671i,0.14649+0.11119i,0.09064+0.053685i,0.049045+0.011694i,0.017796+6.2233e-05i,-0.0063811+0.0066514i,-0.0055899+0.0095294i,-0.0022468+0.0016035i,-0.02062+0.0026189i,-0.044338+0.011549i,-0.06196+0.013453i,-0.062532+0.0081441i,-0.040092-0.0010068i,-0.012473-0.0057805i,0.005003-0.0020614i,0.00964+0.0041824i,0.0078006+0.0087643i
-0.017982-0.07906i,-0.040246-0.23799i,-0.090843-0.43739i,-0.19668-0.49759i,-0.27509-0.36431i,-0.22343-0.19673i,-0.11164-0.13474i,-0.046909-0.13253i,-0.028941-0.098757i,-0.016749-0.041037i,-0.0012877-0.0038686i,0.0058393+0.0055385i,-0.0044097+0.0056882i,-0.019109+0.0082531i,-0.01754+0.0077239i,-0.0077313+0.0020126i,-0.0042043+0.0034802i,-0.0058168+0.0062722i,-0.0084617-0.0026981i,-0.01562-0.014298i,-0.022034-0.015121i,-0.015765-0.0072729i,-0.0050954-0.0033742i
0.066673+0.054192i,0.16274+0.18231i,0.24245+0.36023i,0.20432+0.42186i,0.065768+0.26937i,-0.032568+0.037908i,-0.060675-0.085985i,-0.063778-0.066158i,-0.03848-0.0037568i,-0.0089042+0.0098116i,0.010142-0.0020638i,0.028585-0.010621i,0.029776-0.020574i,0.021904-0.02011i,0.028345-0.010823i,0.040989-0.0024355i,0.050228+0.0025227i,0.045735+0.0046072i,0.018642+0.0051054i,-0.010086-0.00058297i,-0.020904-0.0072312i,-0.016951-0.0069325i,-0.006988-0.0029831i
-0.078634+0.01125i,-0.22057+0.031953i,-0.35638+0.086753i,-0.30503+0.20102i,-0.099602+0.29671i,0.018621+0.30374i,0.012553+0.29182i,0.0039422+0.25651i,0.0071157+0.16288i,0.0015562+0.087482i,0.0027706+0.046701i,-0.0017692+0.011309i,-0.0088345-0.0012213i,-0.0057941-0.0003713i,-0.012101-0.0054084i,-0.026018-0.0095818i,-0.029085-0.01256i,-0.023383-0.012478i,-0.013452-0.0020754i,0.0013955+0.012838i,0.01486+0.019625i,0.015362+0.013943i,0.0069385+0.0047052i
0.052673-0.06608i,0.1956-0.17548i,0.40465-0.31283i,0.51035-0.39558i,0.39274-0.3468i,0.18505-0.21127i,0.072545-0.11738i,0.053385-0.096224i,0.033247-0.086744i,0.0052551-0.051868i,-0.008375-0.025721i,-0.025112-0.018281i,-0.038448-0.0057371i,-0.036505+0.0030898i,-0.032645+0.0018445i,-0.028348-0.0007629i,-0.026474-0.0021815i,-0.022339+0.0010199i,-0.0043143+0.0087993i,0.015093+0.015984i,0.023138+0.019476i,0.024199+0.015588i,0.017447+0.0043244i
0.0060332+0.081411i,-0.0001997+0.20675i,-0.013033+0.28769i,-0.017384+0.1812i,0.00344-0.029303i,0.045076-0.14719i,0.094361-0.17265i,0.08684-0.16145i,0.040452-0.096876i,0.03456-0.041842i,0.033161-0.031255i,0.018383-0.010028i,0.017214+0.012931i,0.014486+0.016722i,0.017494+0.018844i,0.025963+0.017783i,0.02337+0.016355i,0.015655+0.013321i,0.0075226-0.0017221i,-0.0035394-0.021358i,-0.013202-0.030098i,-0.014291-0.021559i,-0.0076347-0.005827i
-0.058043-0.062972i,-0.17811-0.18442i,-0.36219-0.31039i,-0.5254-0.28695i,-0.53719-0.099729i,-0.37679+0.10351i,-0.204+0.19014i,-0.10912+0.16247i,-0.054765+0.10779i,-0.026072+0.069591i,-0.013171+0.044252i,-0.0012585+0.01958i,0.0050399-0.0017075i,0.0091976-0.0097121i,0.011872-0.012679i,0.014074-0.014944i,0.023252-0.015246i,0.029608-0.017363i,0.021234-0.022777i,0.0087924-0.027723i,0.0028064-0.028678i,-0.00081664-0.026508i,-0.0048065-0.019225i
0.07846+0.014001i,0.19977+0.057247i,0.30123+0.135i,0.28306+0.21551i,0.19562+0.2193i,0.12158+0.09445i,0.04862-0.033428i,-0.0029618-0.037705i,-0.0056173-0.0046112i,-0.0090775-0.00017832i,-0.017743+0.010289i,-0.0065783+0.012323i,0.0053171-0.0037098i,0.0087622-0.015236i,0.00056073-0.020903i,-0.017349-0.018434i,-0.026521-0.011003i,-0.024097-0.0019131i,-0.015884+0.012005i,-0.0029099+0.024937i,0.0077391+0.029225i,0.011298+0.022859i,0.0094472+0.010164i
-0.061934+0.04526i,-0.1533+0.14177i,-0.18013+0.29013i,-0.015217+0.3772i,0.21461+0.27976i,0.28727+0.068543i,0.19438-0.080323i,0.063775-0.11796i,-0.0077024-0.077561i,0.0027961-0.022689i,0.029896-0.0059519i,0.017163-0.0011936i,-0.0071306+0.01613i,-0.018218+0.023677i,-0.022138+0.017499i,-0.025773+0.0074055i,-0.036187+8.203e-05i,-0.039198-0.0028044i,-0.027795-0.0057004i,-0.016456-0.006238i,-0.011297-0.00015016i,-0.010669+0.0098441i,-0.0083374+0.013568i
0.027873-0.071857i,0.0899-0.19377i,0.17283-0.35219i,0.19507-0.46438i,0.080727-0.4459i,-0.12522-0.26887i,-0.22139-0.026019i,-0.13313+0.097603i,-0.0316+0.065223i,-0.0042564+0.012089i,0.0032933-0.015017i,0.0020195-0.038365i,-0.016362-0.042148i,-0.027883-0.028334i,-0.015565-0.010207i,0.01296+0.0016536i,0.03636-0.0012766i,0.039032-0.012012i,0.026448-0.022867i,0.0093473-0.030001i,-0.0031875-0.029455i,-0.003364-0.023785i,0.00035865-0.014821i
0.029397+0.063723i,0.079645+0.14693i,0.12743+0.16918i,0.081715+0.044392i,-0.061688-0.082635i,-0.12434-0.03519i,-0.028878+0.084669i,0.070021+0.12282i,0.078816+0.085375i,0.041075+0.030957i,0.0047378+0.0012092i,-0.0015589-0.0029149i,0.017719-0.0094612i,0.029347-0.014405i,0.023158-0.0084415i,0.012514+0.0028435i,0.011997+0.014168i,0.014404+0.022482i,0.0099812+0.023439i,0.006299+0.017243i,0.0094162+0.011371i,0.016331+0.0080248i,0.017995+0.0038933i
-0.064305-0.035838i,-0.1809-0.092485i,-0.34897-0.11816i,-0.46126-0.01608i,-0.3854+0.16925i,-0.11785+0.23121i,0.1191+0.076148i,0.12667-0.099724i,0.017375-0.0899i,-0.022677+0.0088137i,-0.021304+0.047606i,-0.030501+0.055044i,-0.024515+0.059188i,-0.0077425+0.046261i,-0.0050926+0.01805i,-0.022953-0.011224i,-0.049538-0.019985i,-0.059584-0.010965i,-0.042532-0.00085489i,-0.013529+0.0042531i,0.0061919+0.0043444i,0.006973+0.00091747i,-0.00089986-0.0048949i
0.067776-0.006773i,0.16184-0.022282i,0.23655-0.020124i,0.23915+0.032841i,0.21346+0.075348i,0.14395-0.011403i,-0.0058411-0.13769i,-0.10679-0.13166i,-0.073715-0.061185i,-0.010828-0.026965i,0.019363-0.0090277i,0.027998-0.0079771i,0.0041179-0.016574i,-0.021699-0.014385i,-0.017098-0.010917i,-0.00032462-0.012329i,0.0090748-0.016769i,0.011799-0.02135i,0.012639-0.023594i,0.0061935-0.020096i,-0.0036379-0.0098258i,-0.0063639-0.0047002i,-0.007398-0.0041694i
-0.039862+0.049493i,-0.089704+0.14316i,-0.067626+0.25502i,0.093555+0.26081i,0.24304+0.11551i,0.19508+0.0082588i,0.037291+0.076272i,-0.022305+0.16426i,0.0089891+0.12245i,0.025476+0.031307i,0.026044-0.014996i,0.02524-0.033212i,0.016267-0.037159i,0.0061294-0.025802i,-0.002121-0.0087037i,0.0020245+0.014661i,0.02506+0.032011i,0.043458+0.026771i,0.03269+0.0052791i,0.00078879-0.012193i,-0.020468-0.014179i,-0.01859-0.0057278i,-0.0074624+0.0052071i
0.0052167-0.062731i,0.0042162-0.14389i,-0.020589-0.23053i,-0.07618-0.27709i,-0.13211-0.2654i,-0.13294-0.16865i,-0.029661-0.044776i,0.077874-0.019504i,0.069833-0.041632i,0.022592-0.019803i,0.0089669-0.0022855i,-0.0011329-0.0036107i,-0.0021199+0.0018481i,0.0049445+0.0010292i,5.1474e-05-0.0038278i,-0.0085711-0.00733i,-0.012659-0.0084787i,-0.015758-0.0023546i,-0.014188+0.011412i,0.0020658+0.020655i,0.020276+0.014476i,0.02295+0.003689i,0.015762-0.0027092i
0.03435+0.054507i,0.082189+0.11322i,0.11169+0.1301i,0.04006+0.069736i,-0.098976+0.0066735i,-0.11436-0.031727i,-0.022137-0.095071i,-0.0037964-0.11491i,-0.038036-0.04177i,-0.035466+0.018655i,-0.024084+0.017871i,-0.021053+0.011058i,-0.0088528+0.012838i,0.0031312+0.011068i,0.0093889+0.0051876i,0.0078608-0.0099196i,-0.0058036-0.026764i,-0.019379-0.029342i,-0.014122-0.018877i,0.006782-0.0082884i,0.022162-0.0022584i,0.021571-0.00032771i,0.013559-0.0048862i
-0.045194-0.030031i,-0.090919-0.059607i,-0.10728-0.058431i,-0.064925+0.022881i,-0.014768+0.13838i,-0.02999+0.17845i,-0.087589+0.14153i,-0.10999+0.09813i,-0.06636+0.085644i,0.00015104+0.078088i,0.031655+0.051062i,0.024219+0.023789i,-0.00027176+0.01113i,-0.016484+0.0088695i,-0.013485+0.0040224i,-0.0080001+0.00082556i,-0.0066379+0.0041243i,-0.001592+0.0039684i,0.0052523-0.0061858i,0.0014027-0.019304i,-0.0089179-0.017666i,-0.0098367-0.0058813i,-0.0078611+0.0014i
0.072435+0.0020252i,0.163+0.0079934i,0.25852+0.025024i,0.30922+0.021014i,0.29291-0.02892i,0.20851-0.053267i,0.11072-0.0082138i,0.0668+0.025478i,0.049871-0.022897i,0.0070561-0.076572i,-0.029678-0.072724i,-0.042197-0.052055i,-0.04296-0.031712i,-0.030965-0.017448i,-0.022303-0.016826i,-0.019741-0.017323i,-0.012064-0.013879i,-0.0014834-0.009495i,-0.00023329-0.0068341i,-0.011325-0.0055441i,-0.023883-0.0048864i,-0.02865-0.0015735i,-0.022722+0.0050491i
-0.080124+0.027989i,-0.19611+0.059415i,-0.31673+0.050422i,-0.32186-0.019739i,-0.17833-0.089265i,-0.0078789-0.12296i,0.080293-0.129i,0.089205-0.0966i,0.065301-0.033234i,0.050446+0.024702i,0.048639+0.053842i,0.055561+0.052977i,0.061504+0.023041i,0.046447-0.0087284i,0.022966-0.01217i,0.011383+0.0005504i,0.012026+0.008943i,0.014394+0.0061496i,0.015255-0.0011065i,0.022147-0.0075357i,0.027046-0.016314i,0.02332-0.02063i,0.014937-0.017125i
0.04896-0.079547i,0.11561-0.20845i,0.14023-0.34954i,0.0023994-0.37676i,-0.23993-0.23656i,-0.34995-0.028436i,-0.2711+0.074104i,-0.16662+0.047701i,-0.11154+0.017033i,-0.060491+0.0038171i,-0.017233-0.026322i,-0.0063679-0.042713i,-0.013437-0.030477i,-0.023326-0.0098098i,-0.02688+0.006446i,-0.023914+0.013112i,-0.025642+0.014434i,-0.028182+0.017033i,-0.020393+0.011899i,-0.0048249+0.0019804i,0.012915+0.0062806i,0.032151+0.01411i,0.040288+0.0059981i
0.00097297+0.11278i,0.017816+0.31737i,0.06108+0.56686i,0.13205+0.64719i,0.18111+0.46844i,0.18334+0.22599i,0.16839+0.11762i,0.13818+0.11429i,0.089493+0.12759i,0.045649+0.13394i,0.025764+0.10895i,0.0027708+0.059461i,-0.027829+0.034656i,-0.030898+0.032717i,-0.012315+0.01735i,-0.0014296-0.0043355i,-0.0031821-0.011256i,-0.0087447-0.012105i,-0.017275-0.019926i,-0.029372-0.022783i,-0.031731-0.0084415i,-0.020531+0.0063606i,-0.014145+0.012249i
-0.058887-0.075989i,-0.17543-0.18351i,-0.29941-0.23557i,-0.27503-0.10536i,-0.086227+0.082136i,0.054244+0.094459i,0.025914-0.037944i,-0.052125-0.14385i,-0.075271-0.16821i,-0.047658-0.14904i,-0.02089-0.12255i,-0.026005-0.082507i,-0.026246-0.028193i,-0.0040094-0.0013423i,0.011503-0.0054274i,0.016584-0.020262i,0.021815-0.040017i,0.023669-0.046419i,0.020604-0.028036i,0.011457-0.0066337i,-0.0019118-0.0075867i,-0.015803-0.023078i,-0.025564-0.025246i
0.1043+0.02387i,0.3113+0.032315i,0.57759-0.050412i,0.66828-0.26643i,0.49379-0.4549i,0.25504-0.42869i,0.097277-0.25144i,0.021611-0.057751i,0.016221+0.079046i,0.029441+0.13079i,0.0368+0.13006i,0.062197+0.092736i,0.077162+0.026624i,0.05644-0.014395i,0.02674-0.017891i,0.0031854-0.0037671i,-0.003413+0.018567i,0.0060514+0.029963i,0.009167+0.025682i,0.0071672+0.016153i,0.0026421+0.0084486i,-0.007332+0.0084217i,-0.0081788+0.0094967i
-0.085395+0.033164i,-0.23501+0.12997i,-0.3789+0.23566i,-0.40722+0.24687i,-0.3637+0.2038i,-0.31439+0.23786i,-0.16557+0.31215i,0.022166+0.23856i,0.092826+0.053678i,0.069936-0.073429i,0.018332-0.11388i,-0.028819-0.095297i,-0.04981-0.068083i,-0.056906-0.05694i,-0.054171-0.030675i,-0.038664+0.0034146i,-0.02493+0.019469i,-0.01806+0.016664i,-0.0079126-0.0039585i,0.0056686-0.028108i,0.021792-0.038189i,0.040244-0.039583i,0.042794-0.041293i
0.066852-0.10553i,0.12129-0.31815i,0.081248-0.53327i,-0.073931-0.5239i,-0.16629-0.34521i,-0.068621-0.24354i,0.059921-0.26375i,0.055369-0.22165i,-0.010021-0.0446i,0.0017783+0.11356i,0.053436+0.12238i,0.036489+0.060537i,-0.0068336+0.060634i,-0.010255+0.073503i,-0.0093345+0.028625i,-0.022752-0.024262i,-0.028275-0.038491i,-0.027694-0.01231i,-0.02506+0.017403i,-0.015317+0.028283i,0.0061539+0.042399i,0.027651+0.053535i,0.026767+0.048835i
0.01953+0.13823i,0.10387+0.36694i,0.26873+0.57381i,0.36667+0.54895i,0.25585+0.36045i,0.053554+0.18485i,-0.096557+0.040487i,-0.17627-0.06929i,-0.17045-0.12472i,-0.13518-0.13484i,-0.10722-0.087294i,-0.049722-0.02885i,-0.00040908-0.036437i,0.0040184-0.055169i,0.0098406-0.042569i,0.024852-0.039349i,0.017092-0.053079i,0.0044688-0.06979i,0.014244-0.069896i,0.024748-0.055302i,-0.00045779-0.046492i,-0.03964-0.031591i,-0.049414-0.012308i
-0.080242-0.12235i,-0.28125-0.24913i,-0.50653-0.27675i,-0.47232-0.15416i,-0.17705-0.05699i,-0.0048336-0.023739i,-0.021134+0.1045i,-0.004897+0.23314i,0.031005+0.23406i,0.058467+0.17753i,0.093909+0.08717i,0.07161+0.003848i,0.017613-0.0037534i,-0.00033848+0.013522i,-0.016384+0.017858i,-0.033415+0.038444i,-0.0068269+0.054703i,0.032606+0.03875i,0.041804+0.010818i,0.038598-0.012055i,0.036223-0.031479i,0.024365-0.037735i,0.0094721-0.017654i
0.13747+0.052686i,0.3677+0.061464i,0.58038-0.040972i,0.50746-0.20223i,0.22179-0.21863i,0.10573-0.05276i,0.20804+0.038111i,0.25203-0.012135i,0.14797-0.032293i,0.019521+0.024512i,-0.035717+0.069213i,-0.034648+0.051527i,-0.038658+0.012553i,-0.051536+0.0063272i,-0.02729+0.037547i,0.026197+0.057i,0.048527+0.042221i,0.033475+0.009965i,0.00068062-0.035919i,-0.044043-0.061462i,-0.055279-0.037475i,-0.011133-0.015613i,0.022949-0.028947i
-0.16397+0.038793i,-0.33864+0.19129i,-0.41949+0.43324i,-0.28185+0.54118i,-0.098991+0.38364i,-0.020875+0.11406i,-0.012881-0.08743i,-0.063192-0.16249i,-0.085599-0.078111i,-0.0086885+0.029393i,0.035687+0.028493i,-0.0077439+0.018717i,-0.039783+0.060912i,-0.03583+0.090327i,-0.033668+0.058175i,-0.05716+0.0070085i,-0.072671+0.013113i,-0.047695+0.059902i,-0.0087288+0.068095i,0.033886+0.027338i,0.076751-0.0077423i,0.095566-0.018908i,0.071205-0.031618i
