-0.0031207+0.00060564i,-0.0017855+0.00018939i,-0.0019758+0.00051032i,-0.0022994+0.0010113i,-0.0026108+0.0011773i,-0.0021505+0.0022409i,-0.001639+0.0014657i,-0.0012323+0.00081139i,0.00014889+0.00098712i,0.00091908+0.00057426i,0.0006059+0.00034839i,0.00079743+0.00040828i,0.00029781+6.2337e-05i,-0.00050147-0.00072696i,-8.2617e-05-0.00045323i,0.00038229+0.00016228i,-0.00016499-2.6888e-05i,-0.00080544-3.3869e-05i,-0.0005721-1.8802e-05i,0.00020365-0.0011152i,0.00045799-0.0011374i,-1.2646e-05-0.0001884i,8.4226e-05-0.00026382i
-0.0016246-0.00054512i,-0.001848-0.00057466i,-0.00082128-0.00041784i,-0.00018867-0.00021271i,0.00029567+7.1816e-05i,0.00061178+0.0002303i,0.00063465-6.7976e-05i,0.0006146+0.00026653i,0.00011344+0.00054873i,-0.00032038+0.00037324i,4.5745e-05+0.00013995i,0.00098404+0.00019738i,0.0004821+0.00014899i,-0.00012232-6.6782e-05i,-0.0002821+0.000197i,-0.0010326+0.00085654i,-0.00057552+0.00057184i,0.00019438-0.00027329i,-2.5544e-05-0.00044082i,-0.00013522-0.00091834i,-0.00040351-0.00060273i,-0.0010264-0.00028852i,-0.00043948-0.00053313i
-0.0017044+0.00029834i,-0.0014323+0.0015198i,-0.00058128+0.0019713i,-0.00029956+0.00097977i,-0.00055294-0.00085104i,-0.00057518-0.0011731i,0.0001321-0.00043983i,0.0004073-0.00037453i,0.00026655-0.00010127i,-0.00064158-0.0003592i,-0.001378-0.0012748i,-0.00087902-0.00092059i,-0.00017592-0.00036752i,-0.00021159+6.9258e-05i,-0.00070237+0.00031119i,-0.00085009+2.231e-05i,-0.00075307-0.0002259i,-0.0006158+4.8283e-05i,0.00010741-1.8811e-05i,0.00012544-0.00033246i,-9.1961e-05+0.00017988i,0.00025429+0.00030303i,-7.7556e-05-0.00024891i
0.00025991+0.0012303i,0.00061865+0.00017274i,0.0012045-0.0005347i,0.00078639-0.00048726i,-6.2699e-05-0.00043343i,1.1872e-05-0.0002892i,-0.00049835-0.00036595i,-0.00074041-0.00044628i,0.00032085+0.00017684i,0.00095058+0.00063861i,0.0014736+0.0001255i,0.00099123-0.00062694i,-0.00027194-6.6572e-05i,-0.0010257+0.00041539i,-0.0014434+0.00077072i,-0.0011987+0.0011512i,-0.00045341+0.0007283i,-8.9722e-05+0.00022951i,-0.00031076-0.00029718i,-0.00069347-0.00055008i,-0.00054604-0.00096383i,0.00021827-0.0015266i,0.00033167-0.0012608i
-0.00039646-0.00094465i,-0.00074561-0.0019582i,-0.0014776-0.0028262i,-0.0024368-0.002184i,-0.0019782-0.0001435i,-0.00086634+0.0012732i,-3.9501e-05+0.00077464i,0.0014289-0.00025635i,0.0015137-0.00042793i,1.1879e-05-0.00039252i,-0.000481-0.00025516i,-0.0012181+6.4416e-05i,-0.0010452+0.00013345i,-6.8359e-05+0.00072576i,-0.00027059+0.00035118i,-0.00082414-8.6321e-05i,-0.00067175+0.00025946i,-0.00038309+0.00041002i,7.876e-05-7.3483e-05i,0.0002741-0.000212i,2.8686e-05-7.2268e-05i,-0.00026653+0.00018324i,-0.00062635-7.4384e-05i
0.0017455-0.00056278i,0.0015037-0.00075407i,0.001168-0.00040614i,0.0002782-0.00049834i,-0.00011548-8.4566e-05i,-0.0004616+0.00076717i,-0.00065414+0.00044421i,-0.00078373-0.00049227i,-0.00072409-0.00070095i,-0.00084735-0.00062024i,-0.0011246-0.001136i,-0.00091657-0.00070771i,-0.0004393-5.0535e-05i,7.3182e-05-0.00029101i,0.0003441-0.0002494i,0.00023786+0.00048473i,0.00034889+0.00091812i,0.00036442+0.00058669i,0.00028397+0.00049163i,-0.00025923+0.00021301i,-0.00045973-0.0005175i,-0.00053236-0.00013677i,-0.00052425+0.00035069i
0.00025127+0.0020025i,0.00093251+0.0016197i,0.00072493-4.0255e-07i,0.00013712-0.0013822i,0.00049975-0.0013102i,0.00062328-0.00077975i,0.00034576-0.0007042i,0.00063662+0.00017943i,0.00079806+0.00084885i,0.00037007+0.00034447i,0.00026313+1.7892e-05i,0.00014676-0.00019319i,-1.2571e-05+4.6217e-05i,-0.00014345+0.00065212i,-0.00050065+0.00021959i,-0.00086693-0.00037922i,-0.0013071+1.7986e-05i,-0.001307+0.00011538i,-0.00046612-0.00019884i,-0.00063904-0.00037163i,-0.00075835-0.00014566i,-0.00041066-2.6606e-05i,-0.00072384+0.00012053i
0.00046372-0.00075901i,0.00013339-0.00059198i,0.00011666-0.00070207i,-5.6587e-05-0.00088388i,-0.0002813-0.00073086i,-0.00012795-0.00071152i,0.00019882-0.00099803i,0.00021394-0.0010049i,-0.00012479-0.00028384i,-3.5152e-05-0.00043339i,-0.00040683-0.00083267i,-0.00054459-0.00022366i,-2.5246e-05+0.00027147i,0.00012529+0.00012553i,-0.00024154+1.5943e-05i,-0.00089232+4.6984e-05i,-0.00066484+0.00025093i,8.439e-05+0.00050617i,-0.00021744-0.0002015i,-0.0001964-0.00081107i,-3.0038e-05-0.00040596i,-0.00055978+0.00023708i,-0.00068829+0.00052443i
-0.0021792+0.00027407i,-0.002137-0.00016094i,-0.0014899-2.4116e-05i,-0.0011881+0.00025595i,-0.00066317+0.0010388i,3.5588e-05+0.00034714i,0.00082806-0.00021042i,0.00099483+0.00044221i,0.00067739+0.00066648i,0.00061217+3.9627e-05i,0.00036565-0.00042238i,0.00034507-0.00011969i,0.00030458+7.8607e-05i,0.00016312+0.00038287i,0.0001665-0.0002709i,-0.0002443-0.00019984i,-0.00095781+0.0008779i,-0.00072523+0.0010976i,-0.00066729+0.00095423i,-0.00094686+0.00011583i,-0.00074511-0.0001125i,-0.00066326-8.9969e-05i,-0.00077966+0.00024272i
-0.0017075-0.0011231i,-0.0015185+5.0781e-05i,-0.0010192+0.0004658i,-0.00059762+0.00099827i,-0.00017456+0.0014852i,3.9044e-05+0.001026i,0.00041158-0.00010219i,0.00067498-0.00072104i,0.00068077-0.00062108i,0.00056337-0.00033973i,0.00057222-0.00052884i,0.00064363-0.0008287i,0.0011463-0.00087303i,0.0010601-0.00060686i,-1.7282e-05-7.2192e-05i,-0.00097316-0.00024001i,-0.00081767-0.00022515i,-0.00035542+0.00052031i,-0.00014864+0.00077746i,0.00064973+0.00078822i,0.00070538+0.00073933i,0.0003081-0.00015663i,-5.8334e-06-0.00070185i
-3.3183e-05-0.00080525i,-0.001199-0.001404i,-0.0012042-0.0024787i,-0.00059195-0.0020283i,-0.0013561-0.00017058i,-0.0012176+0.00037622i,-6.4131e-05+0.00026109i,0.00026641-0.00018371i,-0.00011257-0.00072942i,0.00014335-0.00071521i,0.00021858-0.00072741i,-0.00032225-0.00030594i,-0.00019103+2.0409e-05i,8.1636e-05+0.00052614i,-0.00055646+0.00084751i,-0.00068095+0.00030301i,0.0001006-0.00059797i,0.00047407-0.00050822i,-0.00047868-3.2258e-05i,-0.0010657-0.00051553i,-0.00051331-0.0004053i,-0.00064391-0.0001649i,-0.00095866-9.0272e-05i
-8.7912e-05-0.0010894i,-0.00013689-0.00091897i,-0.00017172-0.0019438i,-0.00021038-0.0015992i,-0.00032183+0.00031019i,0.00022807+0.00080784i,0.00089793+0.00016986i,0.00016665+0.00019143i,0.00021178+0.0004412i,0.00058851+0.00023706i,6.2809e-05-0.00034863i,0.00028555-0.00057018i,0.00050658-0.00064289i,0.00033985-0.00016729i,-4.3579e-05+0.00073591i,-0.00015288+0.00076176i,0.00025922+8.5741e-05i,-9.6747e-05-0.00045387i,9.8971e-05-0.00074592i,0.00029247-0.0004871i,0.00028096-0.00074708i,0.00044024+0.00013589i,0.00012654+0.0008706i
0.00089783-0.00082671i,0.00043552-0.0029697i,-0.00024994-0.0049827i,-0.0011891-0.0038608i,-0.0014914-0.0018564i,-0.00097001-0.0004678i,-0.00057691-3.3544e-05i,-0.00055594+0.00038566i,-0.00057218+0.00028866i,-8.7703e-06-0.00096438i,0.00016657-0.00090035i,-0.00017249+7.7531e-05i,0.000531+0.00048989i,0.00039585+0.0011766i,-7.0053e-05+0.0017819i,-1.8827e-05+0.0010269i,-0.00034741-0.00020886i,-0.00056982-0.00070551i,-0.00074308+0.00042849i,-0.00041837+0.0010758i,-0.0001919+0.00033634i,-0.00024837-8.1836e-05i,-0.00058686-0.00015557i
0.00049333+0.0009364i,0.00061523+0.0015622i,0.00017538+0.00094599i,0.00064469-0.00013447i,0.00054376-0.00055635i,-0.00023562-0.00023167i,2.7969e-05-9.4539e-05i,0.00059319-0.00018809i,0.00041158+0.00055331i,-0.00019811+0.00042395i,-0.00047382-0.00067545i,0.00010063-0.00077598i,0.00027159-0.00054255i,0.00060655-0.00041528i,0.0010043-0.00033695i,0.00029948-0.00026194i,0.0002522+5.2063e-05i,0.0010087+0.00052685i,0.00072197+0.00061664i,-0.00034683+0.00035241i,-0.00049465+0.00035629i,-0.00026324+0.00050219i,-0.00092279+0.0006614i
0.0018513-0.001279i,0.00076319-0.0016826i,-0.00029174-0.0021751i,8.8032e-05-0.0015882i,-0.00014158-0.00082507i,-0.00083286-5.5651e-05i,-0.00015127+0.00064786i,0.00027246+0.00075547i,0.0008845+0.00064631i,0.0016967+8.0884e-05i,0.0013079-0.00011145i,0.00012642+0.00030993i,-7.1524e-05+0.0004554i,0.00084324+6.2612e-05i,0.00076656+3.8331e-06i,-4.6541e-05+0.00019859i,-0.00038753+0.00068205i,0.00035473+0.00062971i,0.0014295+0.00038708i,0.00089578+0.0007119i,-0.00051052+0.00035233i,-0.00082079-0.00055761i,-0.0011352-0.0012524i
0.00057397-0.00051945i,0.0017623+1.4813e-05i,0.0019649+0.00061977i,0.0017449+0.00023849i,0.0016458-0.00088092i,0.0011072-0.001056i,0.00044659-0.00022073i,-0.00022517+6.6998e-06i,-0.00035866-7.5372e-05i,-0.00024534-0.0001314i,-0.00012881-0.00027454i,9.9443e-05-0.00027124i,9.0738e-05+0.00024387i,-0.00046107+0.001207i,-0.00063734+0.0012559i,-0.00043512+0.00055822i,0.00035692+0.00067591i,0.00079645+0.00042344i,0.00031854-4.5145e-05i,-0.0001792-0.00015366i,-0.00050965-0.00023302i,-0.00084353-0.00055413i,-0.00083599-0.00028823i
-0.0017806-0.00035932i,-0.0014778-0.00011268i,-0.0011797+0.00063766i,-0.0015591+0.00062891i,-0.0015433+0.00077596i,-0.00026128+0.00059825i,0.00050391-0.0002339i,0.00038985-0.00023966i,0.00015367+0.0003454i,0.00088599+0.00062828i,0.0012546+0.00032614i,0.0010856-0.00078148i,0.00012547-0.0012195i,-0.00039461-0.0010241i,-4.0135e-05-0.0011783i,-0.00057554-0.0016154i,-0.00068049-0.00090109i,-0.00024737-0.00030906i,-0.00041274-0.00048547i,-0.00062778-0.00066445i,-0.00079397-0.0013122i,-0.00019541-0.001028i,0.00019618-0.00012982i
-0.00066139-0.0010884i,-0.00028916-0.00048772i,8.9827e-05-0.00058822i,-0.00095137-0.00045818i,-0.0015686-3.3869e-05i,-0.00075812+9.3249e-05i,-0.00060725-0.00011899i,-0.00024329-0.00070887i,0.00059876-0.00055078i,0.00061335-0.00028261i,0.00042224-0.00042065i,0.00026522+7.9388e-06i,0.00013995+0.00059169i,0.00024585+0.0004358i,-0.00026179+5.6896e-07i,-0.0008775+0.00032953i,-0.00044349+0.0010692i,-0.00045052+0.0010994i,-0.0011964+0.00027306i,-0.0010003-0.0001802i,-0.00023834-0.00013905i,0.00040021-2.8966e-05i,0.000644-0.00014658i
0.00029973-0.00049227i,0.00034551-0.00090187i,-0.00068006-0.00066274i,-0.0011306-9.2044e-06i,-0.0013283+0.00051023i,-0.0007361+0.0010623i,0.00091279+0.00094756i,0.00078479-0.00021059i,-0.0002681-0.0015976i,0.00024784-0.0012414i,0.00051872-0.00013446i,-8.2301e-05+0.00048023i,-6.8062e-06+0.00099238i,0.00027867+0.00069584i,0.00073978+0.00015877i,0.0011668-9.3291e-05i,0.00071745-0.00040092i,0.0008918-0.0003471i,0.00034346+0.00021347i,-0.00053143+0.00021149i,-0.00091033+0.00014457i,-0.00034879+8.6069e-05i,0.00024944+7.3636e-05i
0.00099572-0.0016781i,0.00036985-0.0018171i,0.00010358-0.0017189i,-0.00064966-0.0014049i,-0.0017114-0.00034769i,-0.0013923+0.00051639i,-0.0011016+0.00015851i,-0.00083337+0.00011147i,0.00023627+0.00045931i,0.00064676-0.00013147i,0.0005877-0.00069628i,0.00053207-0.00052591i,-0.0002956+0.00028763i,-0.00041541+0.00028549i,0.00035686-0.00034269i,0.00025658-0.0002244i,-0.00068476+0.00049736i,-0.0011772+0.00057227i,-0.00086149+0.00079789i,-0.00056526+0.0013405i,-0.00032294+0.0017755i,0.00084701+0.00093312i,0.00092222+0.00046455i
0.00067971-0.002134i,0.0009925-0.0018112i,0.0015552-0.0015706i,0.00082922-0.0016338i,-0.00090513-0.0010444i,-0.0013196+0.00013276i,-0.0011095+0.00051484i,-0.0013421+0.00064291i,-0.0010696-0.00024745i,-0.00057514-0.00075506i,-0.00045391-0.00048026i,8.331e-05-0.0001138i,-1.5446e-05+0.00066674i,-0.00031068+5.459e-05i,-0.00013489-0.00056702i,0.00024532-7.4803e-05i,0.00026028+0.00023352i,4.9057e-05+0.00013859i,-0.0004876-0.00019435i,-0.00086264-1.1026e-05i,-0.00096623-0.00016919i,-0.00056328-0.00042065i,-0.00061899-0.00022098i
0.00034088-0.00015691i,0.00028925-0.0004264i,0.00028731-0.0012468i,-0.00067344-0.00075441i,-0.0013064+9.0816e-05i,-0.0014427+0.00022451i,-0.0015225+0.00060849i,-0.0011461+0.00036827i,-3.6941e-05-0.00052192i,0.00069118-0.00090728i,0.00038702-0.00080707i,0.000243-0.00030348i,0.00076814-7.0389e-05i,0.00078132+9.2441e-05i,1.5645e-05-0.00017027i,-0.00018591-8.1803e-05i,-0.00021519-0.00021204i,0.00035197-3.94e-05i,0.00039233+0.0004509i,0.00012902-0.00030876i,0.00034844-0.0010215i,0.00034627-0.00070623i,-0.00037135-0.00048877i
0.0012674-0.0014634i,0.0004407-0.0022603i,0.00040099-0.0029101i,0.00045714-0.0026845i,-0.00047822-0.0014265i,-0.0012843+5.3312e-06i,-0.00088003+8.4424e-05i,-0.00023378-0.0003273i,0.00054886-0.00045904i,0.00041939-0.0008508i,-0.00067153-0.0013054i,-0.0012833-0.00092918i,-0.00077364-0.00027594i,3.7289e-06+0.00032536i,0.0005671+0.00011224i,0.00093683+0.00014053i,0.0003825+0.00053656i,-0.00062386+0.00067843i,-0.00089031+0.00084032i,-0.00037414+0.00049977i,-0.00025865+0.00032495i,-0.00070136+0.00043409i,-0.00042968-0.00036714i
9.2742e-05+0.00023783i,0.00058872+0.00061662i,0.0019363+0.00029944i,0.0023922-0.00063671i,0.0014283-0.001227i,0.00034349-0.0017948i,0.00017368-0.001871i,0.00021817-0.0011246i,0.00056253-0.00021105i,0.0015113-8.0198e-05i,0.00083959-0.0009491i,-0.0001688-0.00097683i,-0.00067952+0.00021457i,-0.00014158+0.00019211i,0.0010939+0.00021493i,0.00031732+0.00048898i,2.4947e-05+0.0003946i,0.00027476+0.00023885i,0.00017911-0.00023426i,0.0002029-0.00035368i,7.7595e-05+0.00011026i,-5.2795e-05+0.00020213i,-0.00072957+0.00013155i
-0.0014543+3.6958e-06i,-0.0017084-1.2724e-05i,-0.0014297+0.00080563i,-0.0011034+0.0011929i,-0.00084605+0.00024507i,-0.00028014-0.00017249i,1.4012e-05+0.00032986i,-0.000184+3.7886e-05i,-0.00024183-9.727e-05i,5.6424e-06+0.0006546i,0.00021764+0.0010404i,-0.00023835-0.00014616i,-0.0003944-0.00092647i,-0.00038554-0.00061962i,-0.00041436-0.00033061i,-0.00029041+0.00053518i,-0.00041485+0.00059644i,-0.00060878+0.00036861i,-0.00090067+0.00030576i,-0.00060748+1.3246e-06i,-0.00021417-0.00014516i,-0.00079811-0.00062308i,-0.00074237-0.00067853i
-0.00028482-0.0010684i,0.00029467+4.1312e-05i,0.0003363-0.00054077i,0.00023929-0.00056659i,-0.0003614+0.00052124i,-0.00035286+0.00046072i,0.00030471-9.9396e-05i,0.00028251-0.00015421i,-0.00042495-0.00026551i,-0.00035874+0.00026409i,0.0001336+0.00044459i,0.00046415-0.00046074i,0.00029232-0.00061352i,-0.00034607-0.00015068i,-0.00037572+0.00013362i,-0.00067882+6.8885e-05i,-0.0010486+0.00030535i,-0.0010447+0.00047552i,-0.0012479+4.5005e-05i,-0.00072883+0.00027809i,-0.00023357+0.00020783i,-6.0899e-05-0.0006315i,0.00030947-0.00074237i
0.0020303-0.0011448i,0.0014528-0.0015237i,-1.0294e-05-0.0023048i,-0.002021-0.0015559i,-0.0027087-0.00054377i,-0.0020266+0.00017095i,-0.0011287+0.00019367i,-0.00018425-0.00011122i,0.00078638-0.0004711i,0.00071859-0.00074723i,-0.00020102-0.00085997i,-0.0010968-0.00071083i,-0.0011797+0.00091581i,-0.00098676+0.0016095i,-0.0008662+0.00073114i,-0.00077323+0.00046328i,-0.00025466+0.00040776i,0.00024583+0.00054336i,5.7807e-05+0.00040881i,-0.00017473+1.4753e-05i,0.00021409-0.0002709i,0.00015701-0.00035467i,0.00010629-0.00028949i
-0.00062944-0.00099599i,-0.00078334-0.0010069i,-0.00016392-0.002088i,-6.5624e-05-0.002121i,-0.00078027-0.0012329i,-0.00063455-0.00065775i,-0.00045602-0.00010759i,-0.00083651+0.00050454i,-0.00035266+0.00025722i,0.00022788-8.8317e-05i,-7.485e-05-0.00023342i,-0.00017165+0.00026734i,6.3727e-05+0.00041735i,0.00068752-0.00033203i,0.00061102-0.00029999i,-0.0006216+0.00072787i,-0.0011905+0.00079822i,-0.00045019+3.6374e-05i,0.00050833-0.00016654i,0.00042148-3.5755e-05i,0.00025292-0.00012681i,0.00057681+0.0003108i,0.00052078+0.00064336i
1.1196e-05-0.0013522i,0.0013853-0.0021384i,0.00081693-0.0031311i,-9.3103e-06-0.0016577i,-0.00083046+0.00088244i,-0.00064981+0.0022557i,0.00011138+0.0016617i,0.00068495+0.00031342i,0.00058307-0.00026666i,0.00033891-0.00059283i,0.00018902-0.00048389i,-0.00029791+0.00028511i,-0.0003818+0.00074311i,-0.00057743+0.00045333i,-0.00011813+8.733e-06i,0.00020226-0.00020678i,-0.00041234-0.00054948i,-0.00028686-0.00019735i,0.00028573+0.0005241i,0.00064574+0.00062473i,0.00042913+0.00022992i,-0.00046884-0.00026286i,-0.00021788-0.00024832i
-0.001551+0.0008386i,-0.00046771+0.0016075i,3.9305e-05+0.0018249i,0.00043471+0.0010259i,0.00039554+0.00029855i,0.00018258-0.00063543i,0.00019903-0.0010381i,0.00036765-0.00030926i,0.00079053-3.4341e-05i,0.00070951-0.00039354i,-8.6243e-05-0.0005057i,-6.5287e-05-0.00028561i,0.00016031+0.00010882i,-6.472e-05+0.00012726i,-0.00020774-0.00050621i,-0.00023859+1.9458e-05i,-0.00069273+0.00074072i,-0.00090382+0.00019091i,-0.00062716-0.00020499i,-0.00031829-0.00051911i,-0.00050657-0.00042976i,0.00033257+0.00051333i,0.00047713+0.00050497i
0.00012601-5.019e-05i,-0.00036128-0.0013137i,0.0001007-0.0021466i,-0.00018315-0.0012377i,-0.00082008-0.00079829i,-0.0011104-0.00020136i,-0.00055549+7.4444e-05i,0.0009281-0.00039771i,0.0016088-0.00019944i,0.0010918-0.00054724i,0.00050934-0.00073726i,0.00029479-0.0002215i,0.00052866-2.6133e-05i,0.0010744+2.77e-05i,0.00093132-4.3684e-05i,0.00068167+0.00060329i,0.00041891+0.0011446i,-0.00012737+0.00091757i,-0.00036282+0.00065134i,-0.00045531+1.8174e-05i,-0.0001917-0.00054314i,-0.00019538-0.00041247i,-0.00067628+2.0399e-05i
-0.0013159-0.00019677i,-0.00099191+0.00095085i,0.00014729+0.0005066i,0.0011148+0.00047204i,0.0016156+0.00080393i,0.001558-0.00024876i,0.0010652-0.0014804i,0.0002614-0.00178i,-0.00053995-0.00089836i,-8.4809e-05-0.00044026i,0.00028858-0.00068464i,8.6383e-05-0.00092916i,0.00061212-0.00056816i,0.0010697+0.00029082i,0.00026538+0.00089848i,-0.00036787+0.00084839i,-0.00054024+0.00056228i,-3.9709e-05-0.00014074i,0.00025351+4.4985e-05i,-0.00024562+0.00096895i,-0.00066487+0.00077259i,-0.00067699-0.00041473i,3.6608e-06-0.00039196i
-0.00070271-0.0024659i,-0.0010506-0.0028392i,-0.0011749-0.0023295i,-0.0013027-0.00084568i,-0.0012212+0.0013165i,-0.0011419+0.0017215i,-0.0011176+0.00084683i,-0.00067062+0.00063911i,0.0003421+0.00023379i,0.00062488-0.00020817i,-0.00045189-1.8548e-05i,-0.0007671-0.00040563i,0.00038163-0.00068223i,0.00018218+0.00011603i,-0.00049081+0.00056316i,0.00012961+0.000509i,-6.0158e-05+0.00054965i,-0.00071189+0.00033919i,-0.00075074-0.00018224i,0.00022803+7.2889e-05i,0.00062393+0.00043188i,0.00029775-0.00019258i,0.00076475-0.00032565i
-0.00069758-0.00088919i,0.00031775-0.0011497i,0.00020494-0.0012852i,0.00013788-0.00080688i,-0.00023243+0.00083055i,-0.00012648+0.0015727i,0.00076601+0.00039071i,0.00065568-0.00055607i,-0.00010481-0.00036428i,-6.3469e-05-4.0608e-05i,6.2019e-06+0.00011164i,-0.00046715+0.00055761i,-0.00018528+0.00022935i,0.00030277-0.00031023i,-9.7694e-05+3.5638e-05i,-0.0008936+0.00046301i,-0.0012248+0.00060617i,-0.00085791+0.00068586i,-0.00053994+0.00031856i,-0.00020925-0.0003709i,-3.3372e-05-0.00054185i,-0.00019659-0.00034221i,-0.00035017+0.00027269i
-0.00057888-0.00027422i,-0.00064383-0.00019819i,-0.00053185-0.00014367i,-0.00021725-0.00047135i,-0.00028213-0.00090538i,-0.00022675-0.00048645i,-0.00073365-0.00041751i,-0.00082369-0.00094482i,0.00061523-0.00033449i,0.0015919-0.00036797i,0.0012608-0.0010053i,0.00052436-0.00065908i,0.00021828+0.00012396i,0.00032763+0.00092874i,-0.00011753+0.0010926i,-0.00059331+0.00087145i,-0.00099613+0.00062432i,-0.0008408+0.00050417i,-0.00071834-0.00013324i,-0.00069659-0.00067972i,-0.00065674-0.00015057i,-0.0012195-0.00010564i,-0.00074539-0.00075984i
-0.00082701-0.00036385i,-0.00082628+0.0003499i,-0.00074223+0.00085086i,0.0011419+0.0013544i,0.0020662+0.0015767i,0.0010018+0.001228i,0.00036683+0.00022085i,2.1262e-05-0.00047208i,-0.00042249+0.00026467i,9.7987e-05+0.00061107i,0.00020696-0.00013249i,-0.00013228-0.00035385i,-0.0006981+0.00027643i,-0.00085765+0.00052325i,-0.00042254+0.00017928i,-0.00029219-0.00023613i,6.7365e-05-0.00014658i,-0.00022075-0.00013389i,-0.00069658-0.00028611i,-0.00078399+0.00019915i,-0.00058437+0.00051893i,-0.00043223-6.7263e-05i,-0.00051138-0.00012717i
-0.00085471+0.0012753i,0.00011327+0.001835i,0.00047195+0.0022312i,0.00069214+0.0014728i,0.0010074-0.00017551i,0.000565-0.0011091i,-0.00019228-0.00078949i,0.0004155-0.00019692i,0.00089533-0.00010487i,0.00076419+0.00022165i,0.00035124-0.00025148i,-0.00071174-0.00085714i,-0.00078434+9.1856e-05i,-0.00073371+0.00092491i,-0.00060482+0.00042954i,-0.00013221-0.0002737i,-6.4184e-05-5.4258e-06i,0.00032432+0.00041782i,0.00038053+0.00049383i,-0.00044242+0.00027633i,-0.00068737-0.00037209i,9.1286e-05-0.0015824i,0.00023159-0.0016833i
0.00028878+0.00015514i,-0.00023895+0.00015284i,0.00017455+8.7407e-05i,0.00078935+0.00013404i,-0.00021945+8.5011e-05i,-0.0013016+0.00031417i,-0.0012992+0.00045321i,-0.00035286+0.00037144i,4.3055e-05-0.00016006i,0.00063262-0.001048i,0.000424-0.0013876i,-0.00070816-0.00091908i,-0.000906-0.00049242i,-0.00070225-0.00038672i,-0.00079345+2.8168e-05i,-0.00058067-0.000202i,4.9015e-05-0.00010018i,6.3937e-05+7.0713e-06i,-7.0005e-05-0.00070556i,-0.00033583-0.00071708i,-0.00080872-0.00041441i,-0.0012773-7.0807e-05i,-0.00070829-1.4758e-05i
0.0022236+0.00075931i,0.00078672+0.00046547i,0.00093799+0.00012783i,0.00044071-0.0012565i,-0.00032265-0.0021523i,-0.00037196-0.0014403i,-0.00056111-0.00093976i,-0.00079107-0.0010538i,0.00034048-0.00040187i,0.0010077-5.7396e-05i,-3.8479e-05+0.00016339i,-0.00089425+0.0001426i,-0.0010606-0.0001845i,-0.0016685+0.00051657i,-0.0010231+0.0017505i,-0.00016611+0.001951i,0.00025161+0.00059182i,-0.00034766+3.3849e-05i,-0.0015413+0.00040507i,-0.0016415+0.00056115i,-0.00073227+0.00063337i,1.4121e-05+0.00053801i,-0.00050159+0.00059651i
-0.00015096-0.00071977i,-0.0009988-0.001151i,-0.00052774-0.00024474i,0.00030758+0.00046754i,-6.1896e-05+0.00029271i,-0.00028421+0.00059482i,-3.3897e-05+0.0010058i,0.00047372+0.00050897i,0.00055256+8.4646e-05i,-3.6142e-05+0.00012874i,-0.0004504+0.00058818i,-0.0004582+0.00088367i,-0.00021956+0.00061256i,-0.00020754+0.00017981i,0.00021285-5.8523e-05i,0.00064028+0.00024224i,0.00067539+0.00068266i,0.00035955+0.00015689i,-0.0001957-0.00033419i,6.4713e-05-7.3659e-05i,-0.00013357-0.00010022i,-0.00062309-0.00067823i,-0.0002761-0.00074251i
-0.00075148-0.0018563i,-0.0016794-0.0014287i,-0.0019279-0.001538i,-0.00071252-0.0012001i,-0.00042944+0.00064532i,-0.00055523+0.0012521i,-0.00067983+0.00038202i,-0.00065234-0.00084897i,-0.00055527-0.00066545i,0.00010828+0.00016791i,0.00021344+0.00020862i,0.00035417+0.00042799i,0.00057876+0.00079012i,0.00013607+0.00064238i,-0.00025524-0.00025918i,-0.00047953-0.00084028i,-0.00052812-0.00063888i,-0.000812-0.00014291i,-0.00085687+0.00021349i,-0.00057066+1.5222e-05i,-5.4228e-06-0.00073152i,0.00039598-0.00082792i,0.00017663-0.00081954i
-0.0016798+0.00033965i,-0.0010186+0.00067778i,-0.00056173+0.00081302i,-0.00051812+0.0010594i,-0.00043206+0.00096118i,-0.00031193+0.000397i,0.00037461-6.7657e-05i,0.00030563+0.00016127i,-0.00032484+0.00033056i,0.00019384-0.00029349i,0.0010325-0.00091206i,0.0012016-0.00067053i,0.0010567+3.2834e-05i,0.00026326+0.00060109i,-0.00051108+0.00056065i,-0.0004061+0.00010005i,-0.00052791+0.00034985i,0.00013135+0.00069695i,0.00030029+0.00033083i,-0.00082144+2.0244e-05i,-0.00053039+4.8074e-05i,0.0001668-0.00028869i,0.00024725-0.00054728i
-0.0010511+0.0013609i,-0.00029332+0.00042664i,-0.00088524-0.0004418i,-0.0016021-0.00034012i,-0.00087861+0.00083814i,-0.0003139+0.00058522i,-0.00065972-0.00075265i,-0.00058098-0.00092409i,-0.00029415-7.0472e-05i,0.00018737-0.00026593i,0.00053366-0.00076956i,-0.00041597-0.00030102i,-0.00075939-0.00060641i,-0.00032163-0.00096582i,-0.00021585-0.00039473i,6.0269e-05-0.00036383i,-0.00033639-0.00065882i,-9.4438e-06-0.00059401i,-0.0002704-0.0001655i,-0.0011126-0.00075722i,-0.00056702-0.0015411i,-0.00012586-0.0005468i,-0.00033186+0.00030479i
