0.0025111+0.00071462i,0.0030935+0.00017743i,0.0032211+0.00077608i,0.0021105+0.00065892i,-2.4442e-05+0.00077486i,-0.0022604+0.0022653i,-0.001019+0.0027038i,0.0012537+0.0019106i,0.0014385+0.00075678i,0.00033124-0.0002972i,-0.00065418-0.00058511i,-0.0010021-0.00069867i,-0.00068694-0.00065749i,-0.0006301-0.00071553i,-0.0002816-0.00069812i,0.00022086-0.00012861i,0.0010365-0.00024845i,0.0012616-0.0011597i,0.00058434-0.0012249i,0.00036884-0.00043316i,0.00043764-5.5756e-05i,2.69e-05-0.00054735i,-0.00067745-0.00014789i
0.0045322-0.0003543i,0.0058889-0.0026993i,0.010983-0.0056989i,0.01484-0.0049398i,0.010463-0.0011014i,0.002439+0.0012334i,-0.0019349+0.001714i,-0.0021311+0.0002067i,-0.00048366+0.0002786i,-0.0003065+0.0014283i,-0.00158+0.0012798i,-0.0013459+0.0010014i,-0.00015202-0.00022297i,-0.0010411-0.0017092i,-0.0035261-0.0018145i,-0.0054635-0.0011113i,-0.0044025-0.00046813i,-0.0015807-0.00017367i,0.00050316-0.00045426i,0.0015742+2.1572e-05i,0.0011975+0.00055346i,-0.0010971+0.00059143i,-0.0029599+0.00047815i
0.0010077-0.0016344i,-0.0011039+0.00050629i,-0.0047359-0.00045172i,-0.004748-0.0046929i,-0.00041917-0.0067463i,0.00022024-0.0030888i,-0.0019732+0.00084511i,-0.0049074+0.0016504i,-0.0061022+0.0005702i,-0.0036419-0.00030106i,-0.0013209+0.00077732i,8.0436e-05+0.0022886i,0.0011688+0.0025198i,0.0023405+0.0029575i,0.0036379+0.0031991i,0.0048217+0.0027895i,0.0037252+0.0024297i,0.0009337+0.0010251i,-0.0004184-0.0011655i,-0.00055519-0.0020914i,-0.0001794-0.001645i,0.001052+6.528e-06i,0.0015674+0.0012407i
0.00081415-0.0008389i,0.004949+0.00050192i,0.0098691+0.0043114i,0.010635+0.0058524i,0.0072847+0.0038876i,0.0079375+0.0014712i,0.012084-0.00089915i,0.014005-0.0015343i,0.010555+0.00058844i,0.0053461+0.0030486i,0.0027441+0.0030536i,0.0010327+0.0012984i,0.00055118-0.00038846i,0.00038396-0.0017763i,-0.00031558-0.0031325i,-0.00015487-0.0036667i,9.7949e-05-0.0011336i,-2.9341e-05+0.0011937i,4.5442e-05+0.0017769i,-0.00047371+0.0019221i,-0.0014805+4.4864e-05i,-0.00095961-0.0018652i,-0.00065487-0.0021039i
-0.001165-0.0026258i,-0.0034708-0.0034355i,-0.0032429-0.0062481i,0.00023536-0.0075144i,0.0031524-0.0028006i,0.001928+0.0034225i,-0.0028962+0.0061808i,-0.0075917+0.0057615i,-0.0077602+0.002803i,-0.0043134+0.00062758i,-0.0014638+0.00050874i,-0.00016085+0.0012841i,0.00012373+0.0015361i,-0.00038915+0.0013785i,-0.0013073+0.0021531i,-0.0021328+0.0031898i,-0.0013376+0.0028292i,0.00096132+0.0014045i,0.0025064+0.00046359i,0.0019997-0.00014652i,0.0016609-0.00023137i,0.0013812+0.0004603i,-2.8128e-05+0.0014909i
0.00083158+0.0044336i,0.0045917+0.0058811i,0.0088774+0.0087629i,0.010184+0.0051422i,0.0098145-0.0020246i,0.010055-0.008031i,0.01132-0.010828i,0.012235-0.010355i,0.0089803-0.0071183i,0.0046124-0.002858i,0.0028455-0.00099096i,0.0020949-0.0015405i,0.0011299-0.0014658i,0.0024216-0.0014715i,0.0048336-0.0025609i,0.0049345-0.0033218i,0.0029304-0.0019287i,-0.00014273-0.00020247i,-0.001234+0.00019894i,-0.00054508+3.4221e-05i,-0.00058744-0.00091512i,-0.00068746-0.0015607i,-0.00074511-0.0023173i
0.0015973+0.00024287i,0.002739-0.0010519i,0.0045815-0.0028546i,0.0067886-0.0039135i,0.0070127-0.0011727i,0.0039662+0.002873i,0.0010863+0.0051333i,-0.00043763+0.0050116i,-0.0011917+0.0047022i,-0.0017558+0.0035692i,-0.0018109+0.002707i,-0.0010938+0.0032782i,-0.00087775+0.0025828i,-0.0021155+0.001846i,-0.0040758+0.0025578i,-0.0047282+0.0028497i,-0.002865+0.0024894i,-0.00059774+0.0017897i,0.00056175+0.00091495i,0.0011281+0.00014812i,0.0006812-0.00022027i,-0.00081355+0.00059904i,-0.0021308+0.0013995i
0.00028718-0.002535i,0.0022353-0.001287i,0.0027227+0.00022651i,0.003025-0.00020074i,0.0052118-0.002461i,0.0050159-0.0028729i,0.00037707-0.0030775i,-0.005055-0.0027657i,-0.0064375-0.0015012i,-0.003638-0.0013921i,-0.0013154-0.00028715i,-0.00011736+0.00063039i,0.0012757-0.00017921i,0.0026333-0.00031718i,0.0044245+0.00066361i,0.0048016+0.0013636i,0.002529+0.00048031i,0.00055202-0.00042015i,0.00029434-0.00064954i,0.0006277-0.0009259i,0.00094571-0.0003915i,0.0014361+0.00026335i,0.0011935+0.00030803i
2.8616e-05-0.0038811i,0.0015668-0.0018228i,0.0036037-0.0019572i,0.0052236-0.0016899i,0.0054773-0.00079848i,0.0065232-0.00099857i,0.0086146-0.0031128i,0.0096621-0.0048729i,0.0078737-0.0039243i,0.003575-0.0007848i,1.9338e-05+0.0016025i,-0.0010432+0.002285i,-0.0012794+0.0018421i,-0.0015485+0.00030533i,-0.0014583-0.0010341i,-0.0022343-0.001592i,-0.0025142-0.00059413i,-0.0012084+0.00090501i,-0.00019274+0.00098908i,-0.00073137+0.00038514i,-0.0010155-5.43e-05i,-0.00035243+0.00028998i,-0.00033541+0.00033888i
-0.00076997-0.0021339i,-0.0012031-0.0016649i,-0.00096322-0.00090221i,0.0012644-0.0010879i,0.0035514+0.00035596i,0.0023691+0.0047808i,-0.0012219+0.011126i,-0.0040319+0.013923i,-0.0047703+0.010817i,-0.0031783+0.0064916i,4.4155e-05+0.0040715i,0.0026093+0.0026552i,0.0029672+0.0016943i,0.0018947+0.0014649i,0.00094058+0.0026907i,0.00087811+0.0036902i,0.001142+0.0026529i,0.0013168+0.0014303i,0.00099159+0.0011756i,0.00028796+0.00077656i,0.00059167+0.0003559i,0.00077299-0.00016053i,0.00092798-0.00031696i
0.0022928-9.1603e-05i,0.0044994+0.00082424i,0.0076092+0.0011559i,0.0070757+0.00068638i,0.004835-0.00038535i,0.003766-0.0035494i,0.0037505-0.0082785i,0.0028512-0.011551i,0.00047051-0.0096725i,-0.00025223-0.0044098i,-0.00087913-0.0015431i,-0.0022328-0.00029236i,-0.0021313+0.00047021i,-0.00097325-0.0005548i,0.00064648-0.0023166i,0.0015421-0.0028877i,0.0002228-0.0020483i,-0.00087078-0.0016096i,-0.00074548-0.0010427i,-0.00060499-0.0004827i,-0.00068447-0.00068871i,-0.00085363-0.0015838i,-0.00063155-0.0018044i
0.0020812+0.00079429i,0.0025055-0.00063554i,0.0030452-0.0010627i,0.0049545-0.0034165i,0.007976-0.0039953i,0.010147-1.3497e-05i,0.011231+0.0037776i,0.010602+0.0040676i,0.0075636+0.0032574i,0.0046284+0.0021122i,0.0030167+0.0010864i,0.0024991+0.0012913i,0.0022905+0.0011536i,0.00080815+0.00055708i,-0.00097736+0.0014746i,-0.0017502+0.0032055i,-0.0021622+0.0036033i,-0.0013965+0.0024812i,-0.0004582+0.0015095i,-0.0010171+0.00097619i,-0.0012225-0.00012458i,-0.0012572-0.00041347i,-0.0013492+0.00033072i
0.0019613-0.0015433i,0.0023229-0.00083406i,0.0034901-0.00019084i,0.004133-0.00016627i,0.003822-0.00034152i,0.0017734+0.00047576i,-0.0021896+0.0015581i,-0.0068652+0.0027587i,-0.0077438+0.0027351i,-0.0048412+0.0020711i,-0.0021558+0.0014311i,-0.0011421+0.00052138i,-0.0011193-0.00047716i,-0.00012687-0.00056954i,0.0018301-0.00062961i,0.0027512-0.0011933i,0.0015985-0.001748i,0.00090127-0.0016176i,0.00092405-0.0012077i,0.00088647-0.00076231i,0.00098429-0.00054579i,0.00030973-0.00063809i,-0.00032968-6.6533e-05i
0.0034936+2.2112e-05i,0.0024379+0.0011781i,0.0041492+0.0014174i,0.0059594-0.0012047i,0.00499-0.0032748i,0.0031108-0.0045942i,0.0023029-0.0076682i,0.0023968-0.010369i,0.0024897-0.0090224i,0.0012323-0.0048736i,-0.00074585-0.00059097i,-0.0015334+0.0017872i,0.00027974+0.0018891i,0.0015989+0.00040072i,-0.00033589-0.0013834i,-0.0024303-0.0018587i,-0.0025891-4.9599e-05i,-0.0020046+0.0013304i,-0.0018618+0.00089231i,-0.0003788-0.00020489i,0.00071113-0.00099785i,0.0003923-0.0012916i,-5.5811e-05-0.00057872i
-0.00089316+0.00075596i,0.00044058+0.00073949i,0.0022641+0.00028264i,0.0046293+0.00033234i,0.0065415+0.0017576i,0.0074857+0.0047999i,0.0066968+0.0089514i,0.0050691+0.010328i,0.0030106+0.0076225i,0.0011204+0.0044202i,0.00095466+0.002703i,0.0012319+0.00025635i,0.0012198-0.0013431i,0.00083617-0.00062865i,0.00050173+0.0009133i,0.0013458+0.002209i,0.0027062+0.0015943i,0.0029251+0.00086117i,0.0021973+0.00070246i,0.00093153+0.0005907i,-8.0705e-05+0.00088377i,0.00027733+0.00077932i,0.00081382-0.00061583i
0.0027135-0.0024995i,0.0048468-0.0012573i,0.0064233-0.00068706i,0.0065528-0.001188i,0.0047808-0.0015377i,0.0010488-0.0024136i,-0.0025073-0.0039036i,-0.0044124-0.0050057i,-0.0045374-0.0040852i,-0.0029335-0.00042578i,-0.0027301+0.0027743i,-0.0030499+0.0035473i,-0.0018314+0.0032306i,-0.00011733+0.0016158i,0.00036987-0.0012435i,9.599e-05-0.0031886i,-0.00059707-0.0029965i,-0.00089153-0.0022701i,-0.00083049-0.0017547i,-0.00067271-0.0011048i,0.00012071-0.0014611i,0.00036117-0.0013907i,-0.00067277-0.00027432i
-0.001562-0.00093954i,-0.0018049-0.00011877i,-0.00043067-0.00040222i,0.0028623-0.0015436i,0.0046715-0.0016079i,0.0056507-0.0008631i,0.0076406-0.00068896i,0.0073282-0.0014113i,0.0041537-0.0015109i,0.0015139-0.00095141i,0.001033-0.00012497i,0.0011103-9.15e-05i,0.0016356-0.00073359i,0.0014697-0.00077033i,-0.00045649+0.0003744i,-0.0016771+0.0029308i,-0.00071781+0.0046307i,0.0011233+0.0038841i,0.0016803+0.0018488i,0.00061658+0.00096782i,-0.00071526+0.00058024i,-0.0010753-0.00023829i,-0.00039923+0.00018876i
0.0031929-0.0010589i,0.0036055-0.0011129i,0.0048527-0.00068644i,0.0052486+0.00019193i,0.0053431+0.0016463i,0.0047066+0.0032888i,0.003616+0.0040069i,0.0020648+0.0041326i,0.00058823+0.003787i,-6.4212e-05+0.003295i,-0.00065715+0.0028026i,-0.00080464+0.0031267i,-0.00083472+0.0036325i,-0.00024422+0.0026743i,0.00062676+0.00088962i,0.0010146-0.00080292i,0.00095485-0.0013757i,0.00091075-0.0013934i,0.0014499-0.0019894i,0.0017684-0.0010356i,0.0016708+9.8918e-05i,0.00097995+0.00072073i,0.00011402+0.0011346i
-0.00036794+0.00039936i,0.00076967+0.00099499i,0.0030115+0.0014294i,0.0059937-0.0004239i,0.0066925-0.0024455i,0.0039692-0.0040064i,0.00071295-0.0054444i,-0.0011784-0.0058454i,-0.0015958-0.003989i,-0.0013898-0.001147i,-0.0013087+0.00011038i,-0.00026738+0.00026273i,0.0011371-7.8513e-06i,0.00097991-0.001056i,-0.00035672-0.0019609i,-0.00088275-0.0019391i,-0.00082657-0.00040116i,-0.00086844+0.0015838i,-0.00095053+0.0016797i,-0.0002118+0.0001461i,0.0005431-0.0009522i,0.00054794-0.00078628i,0.00072702+7.5334e-05i
0.0017194-0.00089943i,0.0035204-0.0016986i,0.0041529-0.0024384i,0.0036718-0.0033316i,0.0041627-0.0028577i,0.0051412-0.0011314i,0.0052398+0.00081837i,0.0038013+0.00053767i,0.0016314-0.001231i,0.0002194-0.00068588i,-0.00019315+0.00020669i,-0.00058452-0.00039131i,-0.0010725+0.00042567i,-0.0007815+0.0018888i,0.00014443+0.0020891i,0.0010954+0.001917i,0.0016745+0.00092784i,0.0018307+0.00025537i,0.00099569+7.4107e-05i,-1.2599e-05-0.00096403i,-0.000399-0.0011441i,-0.00021684-0.00042589i,0.00029355-0.00023886i
0.0052264-0.0025618i,0.0042471-0.00086182i,0.0046804-0.0010045i,0.005241-0.001923i,0.0038669-0.00093214i,0.0012418+0.00085398i,-0.00074373+0.0017709i,-0.0017041+0.0015513i,-0.00077133+0.0018568i,-0.00032118+0.0024819i,-0.00068789+0.0022709i,-0.00040619+0.0026341i,0.00058528+0.0022915i,0.0012122+0.00057643i,0.00045242-0.00051871i,-4.1979e-05-0.00069122i,-0.00030401-0.00078162i,-0.00046014-0.0002949i,-0.0011519+0.0004707i,-0.0013182+0.00054238i,-0.00071095+0.00032623i,-0.00033207-3.5584e-05i,-0.0002447-0.00022666i
-3.0617e-05-0.0023922i,-0.0002087-0.0011704i,0.00066883-0.0010024i,0.0025936-0.001743i,0.0047304-0.0023238i,0.0053572-0.0022836i,0.0040053-0.0011186i,0.0015248-6.6214e-05i,0.00040769-0.00029814i,-8.1121e-05-0.00098453i,-0.0013279-0.0005334i,-0.0013851-0.00031639i,-0.0011277-0.0011834i,-0.0011927-0.0010294i,-0.0012083+0.00038642i,-0.0013924+0.0014699i,-0.00094923+0.00089987i,1.4435e-05+0.00034582i,0.00089925+0.0012112i,0.00064591+0.0010802i,0.00012845+0.00030701i,-0.00052359+1.2841e-05i,-0.0011049+0.00013022i
0.00058718+0.00032327i,0.0017164+0.0011793i,0.0034735+0.0013821i,0.0049588+0.00070435i,0.0055712+0.00087831i,0.0054723+0.0017272i,0.0040668+0.0018679i,0.0023409+0.0005425i,0.0013714-6.6817e-05i,0.00092199+0.00011914i,0.0013783+0.00064602i,0.0025595+0.0023491i,0.003401+0.003308i,0.0042179+0.0024664i,0.0044098+0.001339i,0.0033456+0.0010242i,0.0018092+0.00041776i,0.0010824-0.00018309i,0.0010089-6.1961e-05i,0.0010282-9.5513e-05i,0.00076765-0.00044911i,-7.0528e-05-0.00014997i,-0.00036228+0.00037467i
0.00051237-0.0036857i,-0.00089323-0.0024709i,-0.0008321-0.0016257i,0.0018494-0.0016571i,0.0034612-0.00040701i,0.0036575+0.00097522i,0.0037402+0.0006155i,0.0027442-0.0005872i,0.00038911-0.00057088i,-0.0013954+0.0012598i,-0.0020537+0.0025521i,-0.0019653+0.0021949i,-0.0016773+0.00085259i,-0.0020625-0.00096003i,-0.002546-0.0013897i,-0.0022679-0.00039101i,-0.001289+0.00019655i,0.00029819-7.3313e-05i,0.0014786-1.5914e-05i,0.0013616+0.00012597i,0.0012993-0.00071535i,0.00092838-0.00050813i,0.0002263+0.00026246i
0.0036257+0.001949i,0.0048879+0.0015128i,0.0063734+0.00019022i,0.005793-0.0014598i,0.0050366-0.0028375i,0.0046381-0.0027296i,0.0034358-0.0017291i,0.0013884-0.0007583i,0.00048053+0.00055789i,0.00062323+0.00038132i,0.0003017-0.00027445i,0.00032449+0.0003447i,0.00036486+0.0017955i,0.00057808+0.0026703i,0.00048578+0.0022302i,0.00019587+0.0013162i,0.00024613+0.0010675i,-0.0001972+0.0011215i,-0.00087667+0.00050394i,-0.0015885-0.0008982i,-0.0014052-0.0017474i,-0.00075201-0.0011833i,-0.00067923-0.00035505i
-0.00031998+0.00016681i,-0.00068384+0.00094881i,0.0019182+0.0021715i,0.0048671+0.0013877i,0.0047022-0.00054785i,0.0031128-0.0010629i,0.001635-0.0018728i,0.00077263-0.0034582i,0.00079662-0.0022372i,0.0011406+0.00081025i,0.0016763+0.0017779i,0.0019344+0.00067319i,0.0020226-0.00067719i,0.0022119-0.002194i,0.0018308-0.0022333i,0.0014289-0.00112i,0.0018592-0.00024692i,0.0019983+0.00046831i,0.0011361+0.001125i,0.00012705+0.0013936i,-1.0301e-05+0.0009394i,0.00066334+0.00018033i,0.0010478-0.00042897i
0.0006659-0.0026061i,0.001813-0.0014193i,0.0025901-0.0017289i,0.0030081-0.0024525i,0.0030613-0.0018146i,0.003055-7.8067e-05i,0.0032989+0.0017955i,0.0023759+0.0023466i,0.00045231+0.0020273i,-0.00092029+0.0018841i,-0.0015788+0.0016776i,-0.0020316+0.0015211i,-0.002288+0.0018669i,-0.0022474+0.0019378i,-0.0025683+0.0011456i,-0.0020697+0.0011142i,-0.0012684+0.0012058i,-0.000421+0.0011132i,0.00034042+0.00070724i,0.00054683-5.445e-06i,0.00050696-0.00014478i,-0.00026267-0.00021855i,-0.0011921-0.00052583i
0.0015522-0.0019886i,0.002685+0.00012975i,0.002107+0.00096945i,0.001647+0.0012248i,0.0027269+0.0013505i,0.0031616+0.0023156i,0.0012395+0.0017598i,-0.00088422-0.00018293i,-0.0013684-0.00057101i,-0.00093695+0.00080727i,0.00019247+0.0018963i,0.0019796+0.0010914i,0.0030342-0.00026777i,0.0028141-0.0012826i,0.0022238-0.00054163i,0.0029887+0.000507i,0.0022459+0.0004135i,0.00062777+0.0010148i,0.000435+0.001834i,0.00051617+0.0011251i,0.00064319+0.001026i,0.0004031+0.00067732i,0.00065436+0.00048137i
0.00065745-0.0010802i,-0.00025639+0.00033146i,0.0013181+0.00032676i,0.0035808-0.00096692i,0.0049339-0.0019702i,0.0045772-0.0021676i,0.0038419-0.0024801i,0.0039815-0.0032179i,0.0032221-0.0023373i,0.0014819-1.7688e-05i,-0.00021966+0.0016742i,-0.0012819+0.0021049i,-0.0012463+0.0015644i,-0.0014076+0.00048514i,-0.0015374-0.00016679i,-0.0013714-0.00071955i,-0.00042832-0.0016379i,0.0010825-0.0016426i,0.0017103-0.00093811i,0.0014102-0.00022008i,0.0011005-0.00032233i,0.0010082-0.00086892i,0.00059951-0.00039481i
0.00024142+0.00011794i,0.0023652+0.0016407i,0.0044469+0.0021774i,0.0049546+0.00057657i,0.0051135+0.00040931i,0.0050403+0.0015102i,0.0034376+0.0023687i,0.0018134+0.0024726i,0.00028636+0.0022158i,2.5824e-05+0.0014694i,0.0017309+0.00065402i,0.0030902+0.00049543i,0.0033475+0.00087012i,0.0024272+0.0010476i,0.0018947+0.0013929i,0.0013505+0.0018296i,8.5332e-05+0.0024963i,-0.00073368+0.0027163i,-0.0011198+0.0011065i,-0.0011291-0.00017487i,-0.0009194+0.00029519i,-0.0004917+0.00089043i,0.00026477+0.0013554i
0.00051347-0.00037633i,0.0012675-0.0002088i,0.0027247+0.00016656i,0.0039257-0.00067698i,0.0040677-0.00085241i,0.0028043-5.355e-05i,0.0004783+3.0436e-05i,-0.00057821-0.00061054i,-0.00053713-0.0011547i,4.3069e-05-0.00039867i,-0.00021293+0.00056989i,-0.00087856+0.0010049i,-0.00097484+0.00049501i,-0.00082051-0.0010075i,-0.000744-0.0016637i,0.0005406-0.0021479i,0.0018717-0.0026968i,0.0016903-0.0021062i,0.0011954-0.0011899i,0.00094884-0.00046179i,0.00082907-0.00031127i,0.00074609-0.00088202i,0.00082602-0.0012459i
0.00017752-0.00099865i,0.0016776-0.0010287i,0.0031872-0.0014555i,0.0033996-0.0023995i,0.0049529-0.0023738i,0.0051639-0.0028325i,0.0035223-0.0033405i,0.0027085-0.0022511i,0.0016831-0.00010178i,0.00039053+0.00088477i,0.00052241+0.00021787i,0.0015602+0.00044645i,0.0018926+0.0017725i,0.0012618+0.002351i,0.00068572+0.0026596i,-0.00065774+0.0021814i,-0.002145+0.0014139i,-0.0019809+0.00086537i,-0.001338+0.00035238i,-0.0004599-0.00053103i,-7.5802e-05-0.0013967i,-0.00090032-0.0017432i,-0.0011337-0.0014735i
0.0013615-0.00013927i,0.0020219+0.0019386i,0.0042442+0.003953i,0.0062885+0.0035329i,0.0051502+0.0017852i,0.0028561+0.001534i,0.0015846+0.0023346i,0.00032092+0.0018353i,-0.0010563+0.00070224i,-0.001517+0.00095354i,-0.0007323+0.0016218i,-0.0001625+0.00019966i,0.0001603-0.0010613i,0.00030663-0.0012367i,0.00078036-0.0010361i,0.0016404-0.0003406i,0.0017637+0.00024521i,0.00087469+0.0003308i,0.00037953-6.9786e-05i,0.0010821-3.1924e-05i,0.0009646+7.1679e-05i,0.00058813-0.00011748i,0.00089416+0.00054746i
-0.00076538+0.0007119i,-0.00042517-0.0010248i,0.0021336-0.0020163i,0.0050557-0.0023437i,0.0053013-0.0019453i,0.0034181-0.00059248i,0.0017593+2.1899e-05i,0.00055569-0.0010397i,-0.00099231-0.00092306i,-0.0016217+0.00059769i,-0.0013166+0.0013084i,-0.0007328+0.0015707i,-0.00016542+0.0021486i,0.00039087+0.0023322i,0.00034793+0.001737i,-0.00036442+6.9267e-05i,-0.0009575-0.0017569i,-0.00075628-0.0017055i,0.00048181-0.0006694i,0.0010198-0.00067003i,0.00086313-0.0017851i,0.00011678-0.000832i,-0.00069381+0.00091976i
0.0018989-0.0015264i,0.0020261-0.0013764i,0.0017307-9.8629e-05i,0.0033176-0.00090313i,0.0044663-0.0015748i,0.0041555-0.0015628i,0.0037666-0.0014667i,0.0029233-0.00083745i,0.002054+0.0010801i,0.00096873+0.0025111i,0.00075151+0.0015807i,0.0013077+0.00070163i,0.0019437+0.00048889i,0.0022945+0.00018057i,0.0020524+0.00028571i,0.0011628+0.00061224i,0.00014783+0.0016258i,-1.9551e-05+0.002348i,-3.0349e-05+0.0012794i,-0.00023768+0.00029618i,-0.00067178+0.00032425i,3.7889e-06+0.00029537i,0.0011339+0.00073565i
-0.00050991+0.0040774i,3.4583e-05+0.0039499i,0.0032168+0.0034468i,0.0053944+0.0009042i,0.0051-0.0011676i,0.0040893+0.00030409i,0.0023071+0.001868i,0.0010419+0.0011612i,0.0009624-0.00049664i,0.00026224-0.00016961i,-0.00075418+0.0015961i,-0.0012338+0.0020453i,-0.001244+0.00174i,-0.0002106+0.001685i,0.00054398+0.00049925i,0.0004447-0.00101i,0.00025756-0.0015415i,7.5476e-05-0.0013858i,-0.0004535-0.00065989i,-0.00076767-0.0005671i,0.00034723-0.001115i,0.0010556-0.0011318i,0.00040522-0.00053674i
0.0018635-0.00039688i,0.0034574-0.00036258i,0.0067132+0.00043872i,0.0086171-0.00054496i,0.0073137-0.0015708i,0.0050837-0.0018145i,0.0025267-0.0021581i,0.00092497-0.001908i,0.0010149-0.00029965i,0.00087576+0.0014436i,0.00032335+0.0014748i,0.00061686+0.00015778i,0.0022538-0.0016793i,0.00279-0.0025288i,0.0019883-0.0013036i,0.0007339+0.00088298i,-0.00045299+0.001588i,-0.00067883+0.00061511i,-3.7239e-06-5.8351e-05i,-0.00047608+0.0004089i,-0.0010869-1.4449e-05i,-0.00056709-0.0003825i,-0.00031657-0.00021272i
0.00072517+0.0022025i,2.3511e-05+0.0029398i,0.00037229+0.0028373i,0.0025545+0.0019087i,0.0045367+0.0014739i,0.0062804+0.00043373i,0.0061119-0.00064576i,0.0032774-0.00071779i,0.00058736+4.8561e-06i,-0.00063842+0.00081501i,-0.00025038+0.0011484i,0.00031065+0.0014142i,-0.0006708+0.0012811i,-0.00057662+0.00087341i,6.2105e-05+0.00071718i,7.1402e-05-4.6506e-05i,-3.9278e-06-0.00049261i,-0.00014967-0.0007261i,0.00041665-0.00072389i,0.0011707-0.00075192i,0.0010609-0.0008672i,0.00077798-0.00064275i,0.0011928-0.00037766i
-0.0019435+0.00044012i,-0.0017945+0.00018115i,0.001381+0.00199i,0.0050752+0.00082248i,0.0051167-0.0014404i,0.0014002-0.0016995i,-0.0016022-0.00026901i,-0.0020776+6.6743e-05i,-0.00032952-0.00090359i,0.00074803-0.00059995i,0.00012044+0.00022727i,0.00096262+0.00080467i,0.0015855+0.0007325i,0.0013789-0.000587i,0.00099426-0.00057752i,0.00020542-0.00024496i,-0.00076112-0.00037261i,-0.0010057+4.2646e-05i,-0.00031853-0.00013925i,-0.00043401-0.00064641i,-0.00083609-0.0011854i,-0.0010387-0.0011927i,-0.0012162-5.0722e-05i
0.0037573+0.0026939i,0.0057641+0.0032053i,0.0074393+0.0032881i,0.0078969+0.0003861i,0.0062321-0.0016875i,0.0049383-0.001061i,0.003768+0.0011628i,0.0014722+0.001775i,-0.00028184+0.0017055i,-0.00078188+0.0010518i,-0.0011614-0.00038587i,-0.0010129-0.00051144i,-0.00036935-0.00028914i,9.8291e-05-0.00018775i,0.00019637-0.00057389i,0.00055828-0.00054588i,0.0018228+0.00026105i,0.0017584+0.00050438i,0.00084023+0.00018139i,0.00073738+0.00024636i,0.0012256+0.00059335i,0.0011083+0.00076685i,0.00011077+0.00053849i
-0.0025432+0.0063179i,-0.00016532+0.0045325i,0.0046591+0.0031842i,0.010012+0.00049134i,0.011453-0.00017214i,0.009514+0.00077727i,0.0055411+0.00057982i,0.0021206-0.00069031i,0.00028547-0.00048917i,-0.00013853+0.00093665i,0.00012709+0.0018494i,0.0011422+0.0018025i,0.0017848+0.0015012i,0.0026879+0.0019535i,0.0027589+0.0022976i,0.0012455+0.0010124i,-0.00012576-0.00077984i,-0.00059776-0.001006i,-0.0012591-0.0006885i,-0.0014048-0.0011988i,-0.00038448-0.0016608i,0.00049844-0.0016109i,4.9051e-05-0.0010735i
-0.011855+0.020656i,-0.0043801+0.015649i,0.0081969+0.02123i,0.021245+0.015652i,0.026054+0.0058077i,0.019727-0.0014775i,0.0090276-0.00018567i,0.003493+0.0023679i,0.0013961+0.0045204i,0.0037605+0.0062432i,0.0068697+0.0023768i,0.0063579-0.0030858i,0.0044025-0.0057221i,0.0037657-0.0050947i,0.0053597-0.0023755i,0.0050577-0.0006227i,0.0025956+0.00038259i,0.001348+0.0012513i,0.0017857+0.00030364i,0.0020232+0.00042077i,0.0014873+0.00078008i,0.0014303-0.00049548i,0.0010532-0.0012696i
0.0049582-0.0038743i,0.0036725-2.3155e-05i,0.002596-0.0023243i,0.0014094-0.0018723i,-0.00056671+0.001226i,-0.0011935+0.0039933i,0.00027461+0.0026058i,0.0009816-0.00030057i,0.00013765-0.0013381i,-0.001355-0.00052835i,-0.0025632+0.0012653i,-0.0020961+0.0034597i,-0.00080654+0.0049054i,-0.00025822+0.0042986i,-0.00080913+0.0031748i,-0.0016235+0.0017726i,-0.0012087-0.00035543i,-0.00038056-0.0010574i,0.00035096-0.00010148i,0.00038711-0.00014088i,0.00010459-0.00022953i,2.8418e-05+0.00010099i,-7.0434e-05+0.0005783i
0.0057747-0.0070159i,0.0060503-0.0067634i,0.0053837-0.0071042i,0.0054889-0.0056296i,0.0057401-0.0024465i,0.0060472+0.0002612i,0.0056813+0.00029617i,0.0038513-0.00018237i,0.0010217-7.8048e-05i,-0.00050997-0.00027318i,-0.00089561-3.2375e-05i,-0.0015936+0.00085386i,-0.00061106+0.00080581i,0.00068785-0.00061151i,0.00018726-0.0011127i,0.00012024-0.00033213i,-0.00020087+0.00047378i,-0.00096455+0.00082005i,-0.00030317+0.00118i,0.00013562+0.0017074i,-0.00039918+0.00056786i,-0.00054735+0.00011093i,-0.00052584+0.00057787i
0.00037325-0.0011977i,0.00066714+0.00032237i,0.0011753-0.00065496i,0.0020804-0.0016613i,0.0031014-0.0014349i,0.0031409-0.00072206i,0.0025988-0.00040187i,0.0021128-0.00047148i,0.0010425-0.00090281i,0.00047746-0.00010749i,0.00062557+0.0014904i,0.00041066+0.0020112i,5.9582e-05+0.0018771i,-0.00044258+0.0017393i,-0.00049807+0.00090183i,0.00053014-0.00024886i,0.0012643-0.00041421i,0.00082932-0.00065074i,0.00094537-0.001359i,0.0016633-0.0010294i,0.0010232+8.0009e-06i,0.00028584+0.00040657i,-0.00076183+0.00064574i
