-0.00041628+0.0012528i,-0.00012484+0.00094658i,-0.0013319+0.00046817i,-0.0022483+0.00039937i,-0.0016511+0.0010053i,-0.00020731+0.0014705i,0.00050384+0.0019517i,0.00010079+0.0019779i,-4.9533e-05+0.00129i,0.0003562+0.0006155i,0.00092804-2.6915e-05i,0.00045814-0.0013879i,-9.4412e-05-0.0018939i,-2.9415e-05-0.00077029i,0.00016935+0.00029677i,0.00030269+0.00048458i,0.00025063+0.00084655i,8.9864e-05+0.00065016i,0.00013414+0.00066931i,-0.00042166-0.00027753i,-0.00064676-0.001194i,0.00018917-0.0002785i,0.00047666-8.388e-05i
-0.0020612+0.0047929i,-0.0019712+0.00494i,0.0015022+0.0028837i,0.0031036-0.0018997i,0.0022969-0.0056069i,0.0013854-0.0068713i,0.00012722-0.0050914i,-0.0003741-0.0032377i,-0.00038732-0.0026814i,-0.00061182-0.0029516i,-0.00064287-0.0022826i,-0.00023338-0.00040661i,0.00010102+0.0006219i,-0.00061247+4.3661e-05i,-0.00081828-0.0013172i,0.00049659-0.0017841i,0.0016022-0.0013106i,0.0011154-0.00091902i,0.0005402+4.2602e-05i,0.00010639+0.00054667i,-0.0004224-0.00015171i,0.00043378+7.8955e-05i,0.00067161+0.0013543i
6.893e-05+0.00063461i,0.00092838-0.00062928i,0.0011003+0.00028964i,0.0013598+0.0017779i,0.0022647+0.0020543i,0.00092145+0.00083662i,-0.0009415+0.00044683i,-0.002468+0.00062077i,-0.0025266+0.00074552i,-0.00078954+0.00026865i,7.1734e-06-0.0006775i,-0.0002689-0.00081009i,-0.00013856-0.00098495i,-0.00073822-0.0009521i,-0.00088253-6.7311e-05i,-0.00075803+0.001604i,-0.0014412+0.0025158i,-0.0015184+0.0018163i,-0.0015121+0.0010674i,-0.0014326+0.00036141i,-0.00095978-0.00029371i,-0.00057362+0.00025454i,0.00073599+0.00018668i
0.0020443+0.01042i,0.006059+0.010346i,0.010738+0.0072185i,0.008975+0.0015352i,0.0069464-0.0031693i,0.0037534-0.0047793i,0.00081303-0.002147i,0.0010686+0.00041844i,0.0018174+0.0029681i,0.0027569+0.0027066i,0.0029039-0.00051469i,0.0016779-0.0023337i,-0.00067011-0.0032395i,-0.0023061-0.0044327i,-0.0020672-0.0039326i,-0.0014743-0.0018201i,0.0001548-0.00056775i,0.00086875+0.00028373i,-0.00074098+0.00056724i,-0.00067968+1.4957e-05i,0.00034309+0.00037406i,0.00033038+0.00025456i,0.0002624-0.00097087i
0.004062-0.029224i,-0.0059258-0.028254i,-0.020932-0.026266i,-0.024759-0.013196i,-0.023716+0.0035536i,-0.013608+0.016754i,-0.0007848+0.013833i,0.0037911+0.0048716i,0.0016239-0.0018235i,-0.0045679-0.0020197i,-0.0051596+0.003039i,-0.00045098+0.0053065i,0.0035756+0.0072528i,0.0066417+0.01091i,0.0072805+0.011482i,0.0045379+0.0062877i,0.0011516-0.00021424i,0.0012727-0.0021848i,0.0039279-0.001836i,0.0043457-0.00202i,0.0017242-0.0019387i,-0.0011041-0.00091526i,-0.0022536+0.0011763i
0.0042902-0.0061599i,0.0034178-0.0075939i,0.00022064-0.0075441i,-0.0011243-0.0028655i,-0.0017067+0.0017867i,-0.0016087+0.003741i,-0.00022665+0.0046678i,0.00034439+0.0037059i,-0.00085292+0.0015084i,-0.0030586+0.0010536i,-0.0030646+0.0015973i,-0.0013325+0.0012375i,-0.00054982+0.002248i,8.1505e-05+0.0036729i,0.00070774+0.0036027i,-0.00042071+0.0021746i,-0.0011524+0.00094794i,-0.0005386+0.00049888i,0.00025103-9.5345e-05i,-0.00021256-0.00018226i,-0.0010177-0.00033018i,-0.00090367-0.00063091i,-0.00015702-0.0007651i
-0.0011298-0.00078463i,0.0011661-0.00058077i,0.0012758-0.0012787i,0.00056419-0.0020966i,-0.0007388-0.00055949i,-0.0014814+0.0025232i,-0.0013808+0.0043743i,-8.929e-05+0.0041684i,0.001845+0.003105i,0.0028356+0.0024913i,0.0025474+0.0019826i,0.0019076+0.00035586i,0.0014809-0.0010806i,0.0019168-0.00032084i,0.0026629+0.00095866i,0.0021203+0.0011469i,0.00067768+0.00057765i,-0.00027177-0.00040268i,-0.0005974-0.0013518i,-0.00022818-0.0012179i,0.0010726-0.00061451i,0.0017702-0.00017933i,0.0017392-0.00013466i
-0.0010856-0.0021466i,-0.0019154-0.0016382i,-0.0023153-0.0023945i,-0.0017257-0.001335i,0.00021697+0.0010411i,0.0022311+0.0035124i,0.0026448+0.0038664i,0.0017441+0.001087i,0.0013995-0.0022558i,0.00094764-0.003067i,0.00059651-0.0022867i,0.0009569-0.0022433i,0.0010275-0.001662i,0.00099347-0.00032637i,0.00065868+0.00038i,0.0004695-9.7992e-05i,0.0015915-0.0005286i,0.0019292-0.00022672i,0.0014278+0.00011824i,0.00181+0.00028562i,0.0016628+0.00095391i,0.00039166+0.0012137i,-0.00091757+0.000463i
0.0010013-0.0021408i,0.0019561-0.0015657i,0.002156-1.8953e-05i,0.0026302+0.0019161i,0.0011744+0.0018784i,-0.0002751+0.00061556i,-0.0010702+8.9948e-05i,-0.0024944-6.4764e-05i,-0.0034493-0.00075544i,-0.003245-0.00038071i,-0.0027162+0.00026982i,-0.0017797+0.00049437i,-0.00091117+0.00062886i,-0.00029632+0.00080291i,-0.00014289+0.00059615i,9.2619e-05-0.00053278i,0.0005244-0.0013002i,0.00080619-0.00080153i,0.0011171+0.00025645i,0.00062928+0.00079857i,0.0001366+0.00064119i,-0.00053815+0.0005721i,-0.00069943+0.0014075i
0.0042351-0.0013472i,0.0040152-0.0027719i,0.0037018-0.0059641i,0.003443-0.0068912i,0.001413-0.0037286i,-0.00089323-2.9173e-05i,-0.0011353+0.0024172i,-0.00058302+0.0042928i,-0.00022633+0.0047069i,-0.00019185+0.0032817i,-0.00026942+0.0019456i,-0.00058107+0.001655i,-0.00069184+0.0019134i,-0.00016807+0.0025019i,-3.1224e-05+0.0022099i,-0.00035388+0.0015865i,-0.00070593+0.0010628i,-0.0013031-1.0291e-05i,-0.0018011-0.00086518i,-0.0020856-0.0013588i,-0.00091307-0.001848i,0.0001658-0.0017944i,-0.00012901-0.0017598i
0.00090339-0.0017685i,-9.0614e-05-0.00080018i,-0.00101+6.7091e-05i,-0.0015824+0.00064884i,-0.00078756+0.0016169i,0.0012117+0.0024439i,0.0019373+0.0019756i,0.0029375+0.0012444i,0.0041523+0.00020949i,0.0038821-0.00043021i,0.0029224-0.00039642i,0.0025328-3.3572e-05i,0.0021681+0.00075325i,0.0017494+0.0010139i,0.001459+0.0001903i,0.0013362-0.00058427i,0.001402-0.00027211i,0.0011914-7.9174e-05i,0.00076965-8.8668e-06i,0.00068352-0.00040507i,0.0009419-0.00075289i,0.00069018+0.00020212i,0.00039823+0.00056431i
-0.00013802-0.00044788i,0.0014419+0.00038761i,0.0037392-0.00038895i,0.003975-0.0031308i,0.00098667-0.0046627i,-0.0011503-0.0039626i,-0.00049127-0.0042607i,0.0013353-0.0052413i,0.0021769-0.0060428i,0.0020025-0.0056935i,0.001993-0.0034539i,0.0015872-0.00080971i,0.0006186+0.00044028i,0.0001047+0.00017449i,0.00077404+5.2855e-05i,0.0016046+0.00076331i,0.001898+0.00082922i,0.0021132+0.00034056i,0.0027524+0.00052325i,0.0030703+0.00099353i,0.0017125+0.00086865i,-0.00019365+0.00041862i,-0.0001905-0.00044374i
-0.0019804+0.00067451i,-0.0027982-0.0020375i,-0.003187-0.003701i,-0.0028162-0.0029343i,-0.00087096-0.00070659i,0.00054582+0.0011232i,-0.0015187+0.00085233i,-0.0055047+0.00039974i,-0.0078006+0.00023507i,-0.0070629+0.00040377i,-0.0045467+0.00052598i,-0.0028699-0.00017826i,-0.0031774-0.0010071i,-0.0027898-0.0014683i,-0.0018842-0.0013323i,-0.0016506+5.8717e-06i,-0.0017972+0.0010227i,-0.0015367+0.00076594i,-0.00078035+0.00030343i,-0.00092482-0.00021081i,-0.001162-0.00037461i,-0.00065719-0.00057779i,-0.00030559-0.0010412i
0.0020106+0.0023725i,0.0039511+0.0021636i,0.005279+0.0025625i,0.0064114+0.0023852i,0.0046968+0.00061028i,0.002074+6.6597e-05i,0.00029619+0.0028235i,-0.0011861+0.0064321i,-0.001339+0.0085046i,-0.00019617+0.0071911i,0.0009931+0.0040584i,0.0014404+0.0021522i,0.0012251+0.00061872i,0.00072297+0.00026319i,0.00030393+1.4852e-05i,0.0003916-0.0012466i,0.00015796-0.0018534i,-0.0014154-0.0018724i,-0.0022711-0.0017632i,-0.0023727-0.0011469i,-0.0018814-0.00026869i,-0.00046736+0.0001873i,9.7923e-05-0.00051082i
0.0010379+0.0024697i,0.0019427+0.0020638i,0.0024722-0.00011764i,0.0010726-0.0027855i,0.00035424-0.0029676i,0.00063495-0.0010428i,0.0022006+0.00037329i,0.0063946+0.00044733i,0.0093734-0.001015i,0.0073827-0.0023317i,0.0032663-0.0013716i,0.0014266-0.00011382i,0.00084254-0.0002754i,0.00045784+1.4142e-05i,0.0010424+0.00073959i,0.0015571+0.00065305i,0.0017815+2.1318e-05i,0.0012388-0.00015068i,0.0012124+6.2289e-05i,0.0016282-0.00014108i,0.0016661+0.00023645i,0.0013242+0.00054923i,0.00065843+0.00051895i
0.00025353-0.0039046i,-0.00073672-0.0046197i,-0.00062373-0.0038199i,0.00047193-0.0020445i,-0.00045053-0.0014294i,-0.001157-0.0017828i,-0.00013997-0.0037712i,0.00087878-0.0078618i,0.0011396-0.009274i,-8.6826e-05-0.0068877i,-0.0012414-0.0039845i,-0.0015636-0.0022905i,-0.001648-0.00090569i,-0.0014417+0.00055548i,-0.00066446+0.0010854i,0.00031887+0.0014677i,0.00083626+0.0018856i,0.0017345+0.0004808i,0.0031244-0.00048627i,0.0027532-0.0001444i,0.00079897+9.6756e-05i,-0.00058603+0.00044237i,-0.00054582+0.00028333i
0.0012087-0.0010287i,0.0043996-0.000857i,0.0051455-0.0016867i,0.0044632-0.001735i,0.0024435-0.00016542i,0.00021812+0.00065156i,-0.0034095-0.0005464i,-0.0070056-0.0020817i,-0.007953-0.0018325i,-0.0064937+0.00022893i,-0.0039934+0.00088076i,-0.0020644+0.0005854i,-0.0007489+0.00014069i,0.00033899-0.00087763i,0.00051499-0.0016983i,-0.00036589-0.0019435i,-0.0010455-0.00079167i,-0.0012922+0.00040033i,-0.0011729+0.0003858i,-0.00096357+0.0010005i,-0.00021568+0.0012133i,0.00051517+0.00029202i,-6.6469e-06-0.00051269i
-0.006045+0.00023651i,-0.0058339+0.0017356i,-0.0051096+0.001862i,-0.0024427+0.0018657i,0.0015114+0.0023405i,0.0023878+0.002483i,-4.8979e-05+0.0049185i,-0.0031076+0.0084954i,-0.0037236+0.010161i,-0.0011547+0.0087613i,0.0014596+0.0056992i,0.0027713+0.0026743i,0.0028469+0.00022349i,0.0027104-0.0023101i,0.0021563-0.0032796i,0.0012698-0.0025724i,0.00088511-0.0016251i,-0.00069666-0.00039143i,-0.0014981-0.00047958i,-0.0011715-0.00098926i,-0.0011331-0.00067184i,-0.0013133-0.00072084i,-0.0011626-0.0011906i
0.00032914-0.00083044i,0.0019707-0.0017893i,0.0041173-0.0014379i,0.0036324-0.0016579i,0.00092682-0.0025682i,-0.00057971-0.0013443i,0.0022068+0.0018928i,0.0077152+0.0036385i,0.010641+0.0016015i,0.0090069-0.0016341i,0.0047526-0.0023201i,0.00042504-0.0010861i,-0.0013246-0.000175i,-0.001993+0.00065771i,-0.001926+0.0019069i,-0.00069139+0.0029263i,2.1675e-06+0.0018551i,0.0010778-0.00040163i,0.0020911-0.0013896i,0.0017877-0.0011378i,0.0013644-0.00060402i,0.00080866-0.00012739i,-2.4969e-05+0.00082542i
0.0028543+0.00062614i,0.0027988-9.2116e-05i,0.0020438-0.0013443i,-9.4392e-06-0.0029067i,-0.00027085-0.0037816i,0.0010829-0.003015i,0.003123-0.0034938i,0.004921-0.0072178i,0.0043314-0.0097924i,0.001254-0.0084384i,-0.0015169-0.0053129i,-0.0027747-0.0029313i,-0.0029084-0.00070089i,-0.0022451+0.0014824i,-0.0011334+0.0020251i,-0.00080764+0.0018022i,-0.00063227+0.0011548i,0.00033913+0.00062948i,0.0012613+0.00068663i,0.0013384+0.00074036i,0.0010723+0.00017702i,0.00060901+0.00014989i,0.00041328+0.00011596i
0.0011466+0.0017938i,0.0020709+0.0010697i,0.0041465+0.00012753i,0.0050569-0.00093112i,0.0032143-0.0019737i,-0.00066437-0.0023783i,-0.0049244-0.0038999i,-0.0086911-0.0046369i,-0.010351-0.0023688i,-0.0076908+0.00092086i,-0.003362+0.0019663i,-0.00097558+0.0015154i,0.00099762+0.00080607i,0.0017011-9.6226e-05i,0.00049533-0.0018897i,-3.4838e-05-0.0032491i,-5.7542e-05-0.0020983i,-0.0010534+0.00026129i,-0.0023153+0.00099289i,-0.0018353+0.00076056i,-0.00083258+0.00039303i,-0.00013995-0.00052498i,0.00045737-0.0012645i
-0.00059142-0.0011986i,0.0012635-0.00068984i,0.0016336-0.0016414i,-0.00012757-0.0035057i,-0.0015014-0.0030948i,-0.0027123+0.00049463i,-0.0051928+0.0047382i,-0.0065324+0.0077053i,-0.0043314+0.0092378i,-0.00054548+0.0079627i,0.0013708+0.0050276i,0.0023163+0.0020938i,0.0021397+0.00050677i,0.0011262+0.00014262i,0.0007952-0.00074843i,0.00028923-0.00093486i,-0.00049274-2.9819e-05i,-0.00081816-0.00060348i,-0.00060939-0.0016245i,-0.0010396-0.0012221i,-0.0022375-0.00061963i,-0.0018674-0.00041223i,-0.00084849+0.00024866i
-0.0023001+0.0011063i,-0.00092469+0.00050356i,0.00053272+0.00070695i,0.0022967+0.0010285i,0.0034895+0.00020724i,0.0042775+0.00048833i,0.0054668+0.0024718i,0.0066425+0.0045495i,0.0074994+0.0028658i,0.0068206-0.00074581i,0.0031269-0.0029447i,-0.00070006-0.0037622i,-0.0020792-0.0034919i,-0.0021695-0.0019963i,-0.0015949+0.0004413i,-0.00044816+0.0018598i,0.00036801+0.00075305i,0.00056587-0.00054886i,0.0004984-0.00076104i,0.00027854-0.00079556i,-0.00012703-0.00049179i,-0.00047576+0.00063452i,-7.5423e-05+0.0010415i
-0.0003472+0.00065514i,0.0017844+0.00090826i,0.0020803+0.00041778i,0.0017509-0.00083913i,0.0021262-0.00035579i,0.0028632+0.000741i,0.0050314-0.0015602i,0.0071578-0.0061548i,0.0050706-0.0088031i,0.0017819-0.0076618i,0.00045463-0.0036919i,-0.00015679-0.00067207i,-0.00090911+0.00016472i,-0.00096038+0.00051307i,0.00074534-0.00014009i,0.0021798-0.0014267i,0.0016312-0.0014905i,0.0007401+0.00032934i,9.119e-05+0.00096725i,-0.00070685+0.00037689i,-0.00030989+0.00070833i,0.00053925+0.00051832i,0.0011155-0.00036692i
-0.00017938+0.0016489i,0.0010298+0.0029263i,0.0023905+0.0031453i,0.0026398+0.001179i,0.0017556-0.0018595i,-6.5102e-05-0.0035745i,-0.0027673-0.0047576i,-0.0063144-0.0045609i,-0.0080979-0.0021957i,-0.0066897+0.0012351i,-0.0032511+0.0028088i,-0.00080636+0.002464i,0.0004226+0.0019158i,0.0012571+0.0013463i,0.00047519+0.00079108i,-0.00048858+0.00045027i,-0.00069232+0.00057106i,-0.00106+1.2565e-06i,-0.0015308-0.00046847i,-0.00090406-9.1422e-05i,0.00020653-0.00015618i,0.00035358-0.0011835i,-5.9701e-05-0.0016428i
0.0023392-0.0025502i,0.002926-0.0044086i,0.002142-0.0055277i,0.00093412-0.0046245i,-0.00050321-0.0032982i,-0.0022554-0.00042101i,-0.0040338+0.0027831i,-0.0053922+0.0051851i,-0.0040049+0.0069068i,-0.001879+0.0059763i,-0.00086477+0.0027112i,-0.00029039+8.0331e-06i,0.00057398-0.0014998i,0.0014979-0.002078i,0.00086041-0.001355i,-0.00023252-0.00028901i,-0.00061936-0.00039294i,-0.00043452-0.0013103i,0.00059855-0.0024379i,0.00078757-0.0026248i,-7.9263e-05-0.0018827i,-0.0010977-0.0009549i,-0.0016671+0.00038198i
-0.00022136-0.0020247i,0.00013931-0.00046035i,-0.00011616-0.00079708i,-0.0004587-0.00027495i,-0.00099543+0.0026064i,-0.0012235+0.0051037i,-0.00028309+0.0052053i,0.0023229+0.0039902i,0.0047529+0.0006701i,0.0044639-0.002411i,0.00193-0.0033746i,5.123e-05-0.0031202i,-0.00091568-0.0022221i,-0.0013467-0.0015895i,-0.00080235-0.00077577i,0.00076418-0.0008681i,0.0010202-0.0010336i,0.00025675+0.00022392i,0.00068788+0.0011938i,0.0012695+0.00091779i,0.0013043+0.00097224i,0.0015092+0.001296i,0.00097392+0.001385i
-0.0027919-0.00089029i,-0.0021963-0.0010538i,-0.001226-0.00074742i,-0.0002286-0.0002395i,0.00088245+0.00036227i,0.0031985+0.0013937i,0.0054701+0.001001i,0.0057947-0.0016553i,0.0032006-0.0039865i,0.0004059-0.0036381i,5.2194e-05-0.0011582i,-9.3049e-05+0.0013466i,-4.5217e-05+0.0028161i,0.000711+0.0022633i,0.0015903+0.000846i,0.0016659+0.00091527i,0.0001719+0.0010759i,-0.0014708+0.00076589i,-0.0019171+0.00074835i,-0.0015614+0.00091955i,-0.0012627+0.0010036i,-0.00036632+0.000605i,0.00031745-0.00011534i
0.0015928-0.00049997i,0.00186-9.4419e-06i,0.0021888+0.00018i,0.0025892+0.00035249i,0.0030133-0.00046326i,0.0031341-0.0017553i,0.0023654-0.0029744i,0.00022032-0.0023263i,-0.0030967+0.0011006i,-0.0037386+0.0033512i,-0.0011639+0.0035395i,0.00042224+0.002664i,0.0012802+0.0019212i,0.0016094+0.0010281i,0.00037229+0.00040583i,-0.0012171+0.00048962i,-0.00215-0.00030732i,-0.0012422-0.0017918i,-0.00046303-0.0029705i,-3.2314e-05-0.0024734i,0.000321-0.0017227i,-0.00084315-0.0015796i,-0.0009201-0.0012794i
-0.0027575+0.0024326i,-0.00063159+0.0021473i,0.0027888+0.001048i,0.0045589-0.00089647i,0.0028178-0.002246i,0.00018064-0.002721i,-0.0029595-0.0019483i,-0.0046916+0.00085402i,-0.0025374+0.0043819i,0.00069267+0.00487i,0.0014017+0.0006501i,0.0011125-0.0027209i,0.0013414-0.0034917i,0.00083904-0.004566i,-0.00074476-0.0053971i,-0.00065678-0.0043375i,0.0007841-0.002913i,0.0014328-0.0016178i,0.00096532-0.0007944i,0.00030531-0.0010749i,0.00068818-0.00080066i,0.00057124-0.00018526i,0.00032495-0.00025583i
0.00052276-0.00051721i,0.00066274-0.00061195i,0.00053037-0.00059394i,0.0003742-0.0005725i,-0.00072371-0.00021577i,-0.0029699+0.0020358i,-0.0036982+0.0024399i,-0.0020351-0.00040674i,0.0010421-0.003051i,0.0023689-0.0048498i,0.0012253-0.0044083i,0.00057694-0.0024984i,0.00077674-0.00092401i,-0.00044626+0.0011157i,-0.0010764+0.0027491i,0.00032168+0.001911i,0.00068495+0.00085429i,-0.00023028+0.0024811i,-0.00016344+0.0044656i,0.00072808+0.0038765i,0.00072854+0.002364i,0.00017496+0.0017548i,-0.00032885+0.0013702i
0.0011802+0.0015944i,0.0027302-7.7864e-05i,0.0042634-0.0019873i,0.0031151-0.0028826i,0.0011339-0.0022368i,0.0013892-7.0192e-05i,0.002507+0.0018577i,0.0018538+0.0012207i,-0.0010842-0.001568i,-0.0035297-0.0025175i,-0.0031558-0.00011783i,-0.0020046+0.0018296i,-0.0013611+0.0028737i,-0.0003823+0.0029637i,0.00045463+0.0028246i,0.00019447+0.0026988i,-0.00048787+0.001911i,-0.00066181+0.0011091i,-0.00084853+0.0004952i,-0.0012833+0.00033748i,-0.0010953+0.00065715i,-0.001059+0.00062114i,-0.0012973+7.6616e-05i
-0.0014438-0.0018472i,-0.0018259-0.0013125i,-0.0016045-0.00010515i,5.5816e-05+0.00078621i,0.0017764+1.415e-05i,0.0018814-0.0010238i,0.0024731-0.00074525i,0.0019415+0.0023489i,-0.00051536+0.0067742i,-0.0023513+0.0082176i,-0.0025005+0.0048079i,-0.00093848+0.00070733i,0.00052246-0.0016019i,0.0013358-0.0027714i,0.0015656-0.0033941i,0.00053726-0.0037435i,-4.1196e-05-0.0036311i,-0.00011573-0.0033839i,0.00014977-0.0034367i,0.00051574-0.0033316i,-0.00032125-0.0026151i,-0.0014258-0.0014343i,-0.0014256-0.00027699i
-8.7267e-05-0.0025799i,0.0012731-0.0020071i,0.001242-0.0025332i,0.00057796-0.003215i,-4.0963e-05-0.0012977i,-0.0015627+0.0004134i,-0.0022922+7.5841e-05i,-0.00058461-0.00057883i,0.0026909+9.0753e-05i,0.0043465+0.0013476i,0.0033963+0.00054587i,0.0025421-0.0010227i,0.0028849-0.0018517i,0.0029125-0.0020803i,0.0013128-0.0022486i,-8.4621e-06-0.0022188i,-0.00030439-0.0012242i,-0.00062706-0.00049502i,-0.00057336-0.00042325i,-0.00018108-0.00034988i,0.00040642-0.0007967i,0.0016037-0.00055558i,0.0024679+0.00029365i
-0.002743+0.0001959i,-0.0046293+0.0014433i,-0.003438+0.0025931i,-0.00014621+0.0026709i,0.0017561+0.0015245i,0.0011019+0.0011129i,-0.00072219+0.00023122i,-0.0017901-0.0033491i,-0.00081116-0.0077283i,0.00036456-0.0083665i,-0.00055745-0.0054202i,-0.002359-0.00084575i,-0.0027+0.0026572i,-0.001118+0.0031674i,0.00018907+0.0036126i,0.00052162+0.0042649i,0.00019044+0.0036704i,0.00041535+0.0021646i,0.0007746+0.00039597i,0.00011439-5.7299e-05i,-9.8383e-05+0.00079773i,0.00055504+0.0010514i,0.00021972+0.00091852i
0.0014155-0.00060654i,0.0040245-0.0020177i,0.0050648-0.0032466i,0.0035397-0.0029164i,0.0019563-0.0015599i,0.0010753-0.00032153i,0.00014692+0.00082891i,-0.001812+0.0010588i,-0.0050684+0.00035743i,-0.0064276-0.00043184i,-0.0050073-0.00021458i,-0.0035225-0.00030163i,-0.0021271-0.00069032i,-0.00034347-0.00063106i,0.00036211-0.0005117i,0.00086897-0.00096953i,0.00082346-0.0014857i,0.00043413-0.00087901i,0.00059392-2.0629e-05i,0.00023427+0.00014213i,-0.00087548+0.00012337i,-0.0015864+9.3536e-05i,-0.0018306-0.00073102i
-0.0027931+0.00067812i,-0.0022043+0.0039745i,-0.00095424+0.0038681i,0.0009836+0.0015672i,0.0010224-0.00034962i,0.00074532-0.00058538i,0.00069218+0.0010297i,-0.00011071+0.0050467i,-0.00087255+0.010185i,-0.0007494+0.010825i,0.00034261+0.0072076i,0.0021415+0.0029428i,0.0035504-0.0010921i,0.0037105-0.0026312i,0.0029399-0.0031633i,0.0025337-0.0040173i,0.0015406-0.0032392i,-0.00051961-0.00095607i,-0.0015111+0.00028198i,-0.00040191-0.00028143i,0.00032149-0.00076342i,0.00027544-0.00036084i,0.00027598-8.2174e-05i
0.001648-0.002557i,0.0013203-0.0048967i,0.0012182-0.0070735i,0.00084635-0.0065878i,0.00023231-0.0030575i,-9.6789e-05+0.0009632i,-9.8004e-06+0.0029807i,0.0033119+0.0022427i,0.0079772+0.00013463i,0.00841-0.0010654i,0.0052692-0.00097713i,0.0030053+2.7872e-05i,0.0012248+0.0015969i,-0.00035119+0.0027674i,-0.0010676+0.002657i,-0.0018822+0.003323i,-0.0026031+0.0032772i,-0.0025717+0.001045i,-0.002492-0.0010655i,-0.0014712-0.0013393i,0.00020665-0.00098217i,0.0015902-0.00076599i,0.0024463-0.00015506i
0.0024402+0.0012104i,0.0032561+0.00067817i,0.0036021-0.0010881i,0.0028863-0.0022537i,0.0014583-0.0021028i,0.00051804-0.0012105i,0.0012128-0.0027355i,0.0015608-0.0076513i,-5.0101e-05-0.012506i,-0.00090125-0.012332i,-0.0013061-0.0072662i,-0.0025916-0.0027585i,-0.0036095+0.00036155i,-0.003158+0.0018567i,-0.0017916+0.000791i,-0.00074163+4.9598e-05i,6.5044e-05-0.00065252i,0.00037758-0.0017952i,0.0006191-0.0018239i,0.00098263-0.001465i,0.00096852-0.00065505i,0.00063557+0.00011936i,-0.00054401-2.9192e-05i
-0.00039685-0.001914i,-9.5067e-05-0.0016011i,0.00014277-0.0011417i,0.0001052-0.00023104i,8.0699e-06-8.8167e-05i,-0.00056472-0.00090842i,-0.0016675-0.002425i,-0.0039417-0.0029773i,-0.0073778+0.000191i,-0.0078474+0.0027908i,-0.0048515+0.002547i,-0.0019286+0.00097036i,0.00034939-0.001091i,0.001295-0.0021735i,0.0019907-0.0019795i,0.0033229-0.0024658i,0.0030465-0.0025915i,0.0021794-0.00091198i,0.0024362+0.00078392i,0.0019064+0.001655i,-0.00015296+0.00069432i,-0.0012947-9.3571e-05i,-0.001333+0.00071688i
-0.0016274-0.0005659i,-0.0014793+0.0016924i,-0.00031498+0.0012513i,0.00037765-0.00035586i,-0.00021927-0.00039614i,-0.0011692+0.001635i,-0.003586+0.0043857i,-0.004429+0.0083689i,-0.0011825+0.012408i,0.0024713+0.011713i,0.0031825+0.0064852i,0.0032545+0.0023475i,0.0035202+0.00028858i,0.0025351-0.00052307i,0.00097328+0.00038662i,-0.00050745+0.0018164i,-0.0022325+0.0028569i,-0.0030596+0.0025213i,-0.0022249+0.0010886i,-0.001493-6.2299e-05i,-0.00089572+0.00011958i,7.4878e-05+0.0006635i,0.00047377+0.00062388i
-0.0016211-0.00069237i,-0.0018451-0.002089i,0.00052261-0.0038339i,0.0022442-0.0040865i,0.0019572-0.0032069i,0.00096681-0.00088396i,0.0010666+0.0030608i,0.0044208+0.0050192i,0.0086993+0.0016812i,0.0092039-0.0035934i,0.0044668-0.0048894i,-0.0008201-0.0026735i,-0.0021838-0.00071499i,-0.0020297-0.00023025i,-0.0024159-0.00059768i,-0.002632+0.00012729i,-0.0017914-2.7766e-05i,-0.00073535-0.0018115i,-0.00063318-0.0025209i,-0.00017733-0.0023252i,0.00055318-0.001703i,0.00043345-0.00034904i,0.00030401+0.00031456i
0.0019207+0.003377i,0.0046608+0.004597i,0.0070736+0.0032563i,0.0069933-0.00035121i,0.0044084-0.0024654i,0.0029852-0.0025694i,0.0051988-0.0043355i,0.0071729-0.0083749i,0.0029357-0.011761i,-0.0029141-0.010917i,-0.0036215-0.0057118i,-0.003206-0.0020684i,-0.0039293-0.00081271i,-0.0023952-0.00071535i,7.0957e-05-0.0018919i,0.0016668-0.0030782i,0.0029968-0.0038423i,0.0030531-0.0033491i,0.0023963-0.0020796i,0.0013634-0.00032019i,0.00025409-7.5846e-05i,-0.0002116-0.00072422i,-0.0016407-0.0009734i
-0.0016672-0.00052355i,-0.0026381-0.0024366i,-0.0018597-0.0019318i,-0.00046965-0.00067513i,-0.00040961-0.00019098i,0.00048717-0.00067082i,0.00096562-0.0036071i,-0.0015339-0.0051985i,-0.0050127-0.0012126i,-0.005061+0.0045195i,-0.0014889+0.00523i,0.002135+0.0030708i,0.0045104+0.0024021i,0.0045357+0.0025503i,0.0028025+0.0031588i,0.00027807+0.0036932i,-0.0021826+0.0037244i,-0.0032254+0.0037711i,-0.0026107+0.0029437i,-0.00092586+0.0016527i,-0.00021702+0.0011338i,0.00036492+0.00095337i,0.000588+0.00095629i
0.0019833-0.0023755i,0.0050332-0.0019453i,0.005393-0.0015808i,0.0026773-0.001631i,-5.5163e-05-0.0012932i,-0.0025578-0.00055149i,-0.0065965+0.0024292i,-0.00921+0.0068571i,-0.0041537+0.009697i,0.0032121+0.0083671i,0.0038898+0.0038853i,0.0022332+0.00064726i,0.0032261-0.00055215i,0.0034433-0.0016112i,0.0008771-0.001185i,-0.0023483+8.5155e-05i,-0.0034093-3.6499e-05i,-0.0021946-0.0011382i,-0.00051731-0.0013156i,4.0882e-05-0.00079357i,0.00012214+0.00035631i,-0.00032775+0.0010542i,0.00024089+0.0012569i
