-0.00041628+0.0012528i,-0.00012484+0.00094658i,-0.0013319+0.00046817i,-0.0022483+0.00039937i,-0.0016511+0.0010053i,-0.00020731+0.0014705i,0.00050384+0.0019517i,0.00010079+0.0019779i,-4.9533e-05+0.00129i,0.0003562+0.0006155i,0.00092804-2.6915e-05i,0.00045814-0.0013879i,-9.4412e-05-0.0018939i,-2.9415e-05-0.00077029i,0.00016935+0.00029677i,0.00030269+0.00048458i,0.00025063+0.00084655i,8.9864e-05+0.00065016i,0.00013414+0.00066931i,-0.00042166-0.00027753i,-0.00064676-0.001194i,0.00018917-0.0002785i,0.00047666-8.388e-05i
0.016111+0.094859i,0.0018012+0.1565i,-0.044691+0.14049i,-0.070017+0.057364i,-0.046413-0.0034204i,2.0407e-05-0.010501i,0.011437-0.0066549i,-0.038587-0.0072214i,-0.08916+0.012145i,-0.073236+0.02631i,-0.032007+0.0066825i,-0.027702-0.010894i,-0.035125-0.0053577i,-0.021088+0.0008206i,-0.003034-0.0010267i,0.0040979-0.0066004i,0.0019507-0.011091i,-0.0088918-0.0090995i,-0.020934-0.0010522i,-0.021948+0.006866i,-0.014576+0.0067528i,-0.011058+0.0022462i,-0.0094644+0.0015853i
-0.055204-0.065853i,-0.066359-0.10762i,-0.035932-0.10413i,-0.0020246-0.042017i,0.010679+0.030739i,0.025027+0.060767i,0.050629+0.0536i,0.089509+0.045295i,0.11986+0.033675i,0.096285+0.01689i,0.042245+0.016926i,0.023796+0.021269i,0.028552+0.0096806i,0.017216+0.0006188i,0.0028474+0.00069765i,-0.0020384+0.0013328i,-0.0015066+0.00026164i,0.0061905-0.001844i,0.016975-0.0040142i,0.017426-0.0072729i,0.006319-0.0096171i,-0.002172-0.0067362i,-0.0033793-0.0017977i
0.05086+0.017403i,0.060574+0.045746i,0.01606+0.060873i,-0.045231+0.043731i,-0.080887+0.0097305i,-0.094959-0.0088688i,-0.089782-0.0081571i,-0.090365-0.028973i,-0.11098-0.055346i,-0.1002-0.044849i,-0.05124-0.030396i,-0.02701-0.028475i,-0.025842-0.01674i,-0.013405-0.0068589i,-0.0019857-0.0048856i,-0.00062717-0.0027882i,-0.0045505-0.0024192i,-0.015112-0.0020442i,-0.022909+6.3269e-05i,-0.019685+0.0045854i,-0.011562+0.0091763i,-0.0035769+0.010079i,0.0016778+0.0069351i
-0.035276+0.017285i,-0.045422+0.013846i,-0.0095166+0.0070966i,0.05028+0.013999i,0.098682+0.02593i,0.1129+0.016934i,0.083795+0.0024925i,0.065167+0.034777i,0.089533+0.075112i,0.091046+0.059694i,0.04703+0.032957i,0.01749+0.025695i,0.012689+0.016786i,0.0064712+0.0094217i,0.0010333+0.004325i,-0.0017964+0.0013912i,-0.0013353+0.0067002i,0.0091261+0.012776i,0.018599+0.01242i,0.014616+0.0082135i,0.0079203+0.0047524i,0.0050003+0.0024352i,0.001785+0.0021152i
0.0079296-0.035415i,0.0047135-0.052034i,-0.010726-0.045188i,-0.026148-0.04299i,-0.05867-0.061821i,-0.091369-0.05676i,-0.075825-0.040796i,-0.053985-0.077018i,-0.077851-0.11423i,-0.08308-0.082381i,-0.036503-0.037344i,-0.0013082-0.023932i,0.0019041-0.018075i,0.00098168-0.0087782i,0.003175+0.0012548i,0.0077375+0.005136i,0.01084-0.00061939i,0.0053615-0.0090793i,-0.0026826-0.012483i,-0.0028719-0.009394i,0.0029622-0.0061607i,0.004956-0.0070436i,0.0026022-0.0077695i
0.019903+0.036491i,0.050356+0.049532i,0.06394+0.029948i,0.051067+0.012253i,0.072934+0.035556i,0.1228+0.044205i,0.11156+0.038064i,0.068303+0.091608i,0.077398+0.14246i,0.08239+0.10404i,0.03566+0.048878i,-0.00094113+0.036127i,-0.0036519+0.028231i,-0.0038409+0.0097634i,-0.0085625-0.003963i,-0.011426-0.0071619i,-0.011629-0.0027537i,-0.0080602+0.0034291i,-0.00069843+0.0076457i,0.005118+0.0044166i,0.0036861-0.0031257i,-0.00080848-0.0024591i,-0.0017784+0.0037848i
-0.050399-0.014348i,-0.1047-0.009242i,-0.13369+0.010575i,-0.11709+0.0093023i,-0.11725-0.023005i,-0.14645-0.028043i,-0.11722-0.02129i,-0.058586-0.086448i,-0.063855-0.15034i,-0.074224-0.1141i,-0.035863-0.055512i,-0.0035514-0.041872i,-0.00091242-0.03264i,0.0010583-0.013065i,0.0072632-0.0028648i,0.0088797-0.0030549i,0.0074635-0.0065825i,0.0024747-0.011926i,-0.0063454-0.018641i,-0.013756-0.018371i,-0.014457-0.01045i,-0.010191-0.0061071i,-0.0056502-0.0064257i
0.052352-0.016154i,0.10172-0.050363i,0.11186-0.067765i,0.073989-0.027655i,0.062075+0.023375i,0.088167+0.021499i,0.064614+0.011198i,0.020204+0.074662i,0.034006+0.14073i,0.050618+0.11173i,0.024378+0.05434i,0.0021174+0.032616i,0.00044654+0.020941i,-0.0018418+0.0061191i,-0.0069176-0.0018776i,-0.0091124+8.732e-05i,-0.0093442+0.0095504i,-0.0080013+0.023477i,-0.002043+0.035288i,0.0018372+0.035556i,0.00073269+0.026643i,0.0022795+0.0183i,0.0064172+0.012881i
-0.041989+0.04668i,-0.073144+0.1108i,-0.062224+0.14349i,-0.010773+0.087321i,-0.00059816+0.0096135i,-0.02256-0.010316i,-0.001291-0.018712i,0.021369-0.083887i,-0.0060967-0.14304i,-0.029766-0.11062i,-0.014262-0.047719i,0.00048698-0.022268i,0.00117-0.015141i,0.0044263-0.0069163i,0.0087947-0.0011864i,0.0091675-0.0017639i,0.009941-0.0086046i,0.013476-0.022592i,0.01225-0.033418i,0.0073261-0.027119i,0.0050115-0.013474i,0.0012369-0.0072781i,-0.0053502-0.0065182i
0.014031-0.062874i,0.018319-0.14213i,-0.009048-0.17713i,-0.046614-0.10044i,-0.034689+0.010081i,-0.0089443+0.048556i,-0.024972+0.058932i,-0.035593+0.1144i,-0.0035666+0.15611i,0.023487+0.11415i,0.011796+0.048318i,-0.0035106+0.02272i,-0.0048489+0.016605i,-0.0082812+0.007753i,-0.011628+0.0044471i,-0.008865+0.0080812i,-0.0086947+0.012933i,-0.01261+0.021184i,-0.0063751+0.026929i,0.0077811+0.018206i,0.012752+0.0046058i,0.010476+0.00024786i,0.0096547+0.0011287i
0.012452+0.062887i,0.040965+0.13665i,0.080351+0.15527i,0.1022+0.058135i,0.087892-0.06962i,0.059136-0.1104i,0.051739-0.10221i,0.050278-0.13173i,0.022186-0.15689i,-0.0063919-0.11324i,-0.0024941-0.04782i,0.010154-0.020295i,0.0089213-0.013429i,0.0080711-0.0048254i,0.0094199-0.0050184i,0.005744-0.012032i,0.0046719-0.01759i,0.0049216-0.028018i,-0.0056135-0.038393i,-0.019106-0.035002i,-0.020576-0.023114i,-0.01573-0.01211i,-0.011751-0.00181i
-0.045171-0.057838i,-0.11544-0.11616i,-0.1779-0.12101i,-0.19167-0.03007i,-0.17211+0.083845i,-0.12538+0.12832i,-0.08319+0.11378i,-0.071081+0.11666i,-0.051059+0.13115i,-0.020057+0.096642i,-0.0096928+0.039132i,-0.0097438+0.012081i,-0.0046515+0.0061604i,-0.0039804+0.0032881i,-0.0043074+0.0068495i,0.00069732+0.012338i,0.0008463+0.018477i,-0.0021121+0.03428i,0.0016876+0.047822i,0.0038775+0.042642i,0.00061932+0.026742i,0.0010379+0.012856i,0.0040057+0.0015518i
0.062295+0.035306i,0.15059+0.066566i,0.21313+0.062031i,0.20772-0.0054958i,0.18441-0.096106i,0.15478-0.15584i,0.11105-0.15552i,0.087888-0.13289i,0.06836-0.12381i,0.034708-0.087817i,0.016689-0.03114i,0.013566-0.001694i,0.0092647+0.00056493i,0.0066901-0.0063877i,0.00077427-0.01388i,-0.0073248-0.015778i,-0.0051522-0.019015i,0.0011157-0.031765i,0.00065973-0.036166i,-0.00096773-0.021265i,-0.00013738-0.0052476i,-4.1397e-05+0.001218i,-0.00053822+0.0045519i
-0.081444-0.0018704i,-0.17693+0.0089666i,-0.23965+0.041509i,-0.22397+0.10358i,-0.18652+0.18079i,-0.15402+0.23744i,-0.10322+0.22304i,-0.075324+0.1656i,-0.069313+0.13494i,-0.039955+0.096559i,-0.019396+0.035272i,-0.021316-8.0163e-05i,-0.018557-0.0039496i,-0.0090736+0.0016586i,0.001269+0.0057559i,0.0085407+0.0063928i,0.0068396+0.011316i,0.0044956+0.021677i,0.011298+0.021562i,0.017991+0.0089843i,0.015798-6.6543e-05i,0.0089762-0.0028521i,0.0030173-0.0064663i
0.072197-0.031262i,0.15909-0.086439i,0.22032-0.14108i,0.22174-0.18004i,0.2013-0.23341i,0.15755-0.27674i,0.086872-0.23649i,0.068143-0.15674i,0.083005-0.1253i,0.0537-0.095794i,0.02611-0.036093i,0.029224-0.00043828i,0.026354+0.0029439i,0.012307+7.1523e-05i,-9.3097e-06-0.00064792i,-0.0057869-0.00080496i,-0.0071711-0.007767i,-0.011626-0.021319i,-0.019401-0.026331i,-0.019655-0.019563i,-0.011178-0.01244i,-0.0040191-0.0070737i,0.00041445+0.0011409i
-0.050794+0.066015i,-0.11125+0.15092i,-0.15478+0.20776i,-0.1762+0.20134i,-0.19226+0.22417i,-0.14591+0.26623i,-0.061368+0.21196i,-0.059599+0.12167i,-0.090293+0.095531i,-0.061572+0.075063i,-0.03255+0.024301i,-0.034314-0.0029641i,-0.030921-0.00023384i,-0.018444+0.0059961i,-0.007797+0.0079695i,-0.0011203+0.0075686i,0.0038216+0.013653i,0.0096293+0.024266i,0.0095108+0.026608i,-0.00012754+0.01875i,-0.006882+0.0095222i,-0.0061366+0.0040618i,-0.0061484-0.0012105i
0.015907-0.08356i,0.027416-0.18772i,0.033387-0.24783i,0.070612-0.21717i,0.13929-0.22273i,0.11835-0.2737i,0.03276-0.21878i,0.04179-0.11697i,0.082563-0.087305i,0.058432-0.066116i,0.034922-0.019665i,0.039612-0.0010742i,0.03648-0.0089756i,0.022203-0.016241i,0.0088609-0.017136i,-0.00050993-0.014152i,-0.0064837-0.014986i,-0.0098258-0.016522i,-0.0058923-0.009901i,0.0025553+0.0006832i,0.0047471+0.0033386i,0.0031022+0.0017174i,0.0053273+0.0042916i
0.022769+0.074297i,0.052223+0.17562i,0.063615+0.23208i,-0.014746+0.20273i,-0.12916+0.21067i,-0.10859+0.26526i,-0.0099523+0.20352i,-0.028187+0.096793i,-0.084335+0.079854i,-0.064265+0.072094i,-0.03989+0.032155i,-0.042018+0.013161i,-0.033329+0.017092i,-0.01379+0.019131i,-0.0010471+0.015189i,0.0037562+0.008793i,0.0087413+0.006087i,0.014425+0.0043706i,0.014151-0.0026554i,0.0074334-0.0082371i,0.0025997-0.0054541i,0.0011786-0.0021334i,-0.0027261-0.0040635i
-0.050995-0.062438i,-0.126-0.14092i,-0.15539-0.16718i,-0.036533-0.12258i,0.11787-0.13467i,0.10135-0.19269i,0.0070174-0.1344i,0.041436-0.047851i,0.10239-0.060005i,0.071558-0.069081i,0.037861-0.034033i,0.036257-0.015972i,0.028214-0.01814i,0.010099-0.018484i,-0.0011448-0.013628i,-0.0036737-0.0069815i,-0.0091607-0.0036305i,-0.017529-0.002321i,-0.016024+2.0729e-05i,-0.0034673-0.0010191i,0.0051482-0.0043065i,0.0047394-0.0029352i,0.0043699+0.0015156i
0.073585+0.039292i,0.17888+0.074601i,0.2203+0.054894i,0.069479+0.0068601i,-0.11746+0.056235i,-0.10248+0.13367i,-0.0083656+0.080868i,-0.041471+0.013163i,-0.090502+0.040572i,-0.053905+0.054931i,-0.023956+0.026318i,-0.028019+0.016266i,-0.026588+0.02221i,-0.012774+0.024531i,-0.0020845+0.02094i,0.001909+0.015086i,0.0097372+0.011064i,0.014646+0.0061687i,0.0033882+0.0016111i,-0.012625+0.00060533i,-0.014824+0.0021645i,-0.0079456+0.0016107i,-0.0055443-0.00097059i
-0.083159-0.0039733i,-0.2028+0.0082343i,-0.2454+0.065986i,-0.067385+0.095329i,0.14628-0.0059165i,0.12771-0.10024i,0.023254-0.041149i,0.04395+0.013298i,0.075489-0.025734i,0.037679-0.040886i,0.016747-0.018851i,0.02321-0.018573i,0.020362-0.030647i,0.0063675-0.033127i,-0.0050214-0.027068i,-0.0093416-0.018993i,-0.013365-0.0094145i,-0.011706+0.0018604i,0.0021705+0.0091808i,0.01364+0.0073837i,0.010654+0.00065115i,0.0021385-0.0015455i,0.00062893+0.0013122i
0.080756-0.029067i,0.1874-0.095781i,0.20042-0.19466i,-0.014536-0.20751i,-0.2375-0.066413i,-0.19181+0.038966i,-0.068744-0.019547i,-0.08303-0.053765i,-0.098855+0.0049468i,-0.048392+0.029001i,-0.019389+0.016246i,-0.016439+0.020842i,-0.0075858+0.030852i,0.0063544+0.029451i,0.015371+0.019821i,0.01699+0.0089255i,0.016812-0.0018706i,0.012025-0.010397i,0.00047073-0.011252i,-0.0074399-0.0033639i,-0.0049923+0.0044606i,0.00016202+0.0035427i,0.00048001-0.0014735i
-0.063751+0.056498i,-0.14448+0.17225i,-0.12228+0.31234i,0.10648+0.3131i,0.31307+0.13623i,0.25224+0.010298i,0.12573+0.05025i,0.12722+0.066661i,0.11923+0.0053341i,0.053748-0.017747i,0.01524-0.0098038i,0.0034302-0.015939i,-0.0058088-0.025248i,-0.014395-0.024174i,-0.019658-0.014309i,-0.018602-0.0028629i,-0.016632+0.0058294i,-0.011946+0.0092502i,-0.00049303+0.003925i,0.0085258-0.0054923i,0.0074187-0.0084757i,0.003305-0.0023697i,0.0030096+0.0033091i
0.036756-0.076937i,0.071695-0.22925i,-0.002815-0.39214i,-0.24047-0.36301i,-0.40394-0.14503i,-0.3058-0.011651i,-0.16263-0.048626i,-0.13563-0.060469i,-0.10396-0.0063334i,-0.03706+0.007665i,-0.0021357-0.002235i,0.0084413+0.003124i,0.013967+0.013146i,0.018691+0.017091i,0.02086+0.010195i,0.017905+7.7752e-05i,0.015469-0.0053098i,0.0090252-0.0052554i,-0.005345+0.0019985i,-0.013846+0.010732i,-0.0086349+0.011043i,-0.0021731+0.0031923i,-0.0022431-0.0041828i
-0.0036356+0.088136i,0.019145+0.25175i,0.15148+0.41557i,0.39474+0.36013i,0.51298+0.11958i,0.37681-0.00015266i,0.2155+0.050002i,0.1593+0.059663i,0.1014+0.010886i,0.031076+0.0039961i,0.00033454+0.015812i,-0.0098917+0.010839i,-0.01786-0.00059829i,-0.023094-0.0062563i,-0.023076-0.00057661i,-0.01817+0.0075259i,-0.013291+0.01137i,-0.006195+0.009578i,0.0041558+0.00010334i,0.0070786-0.010824i,-0.0006631-0.014335i,-0.0049347-0.0071816i,-0.0014565+0.0016837i
-0.026567-0.08517i,-0.11228-0.24567i,-0.31261-0.39797i,-0.56333-0.32416i,-0.63092-0.078492i,-0.45156+0.023572i,-0.27505-0.035824i,-0.19928-0.048759i,-0.12038-0.015363i,-0.04402-0.017195i,-0.0097192-0.025684i,0.0061848-0.01921i,0.016343-0.0085353i,0.021072-0.0012416i,0.018805-0.0048549i,0.011581-0.012281i,0.0068102-0.015438i,0.0024887-0.011178i,-0.0021906+0.0022844i,-0.00077957+0.015162i,0.0049254+0.016092i,0.0057393+0.0072602i,0.0019781+8.6928e-05i
0.060772+0.066663i,0.19397+0.19727i,0.44055+0.31219i,0.67592+0.22246i,0.68785-0.0039141i,0.47843-0.080203i,0.29518-0.01184i,0.20801+0.0159i,0.12229+0.010419i,0.049658+0.025501i,0.01362+0.034474i,-0.006638+0.028914i,-0.018287+0.017406i,-0.023827+0.0067555i,-0.0195+0.0082723i,-0.0086323+0.014459i,-0.0028862+0.01493i,-0.0015081+0.007145i,-0.00048773-0.0085266i,-0.0026331-0.019363i,-0.0063774-0.015774i,-0.0054473-0.0046812i,-0.001422+0.0026191i
-0.074544-0.049826i,-0.25103-0.13951i,-0.54403-0.20086i,-0.77633-0.082481i,-0.74211+0.1195i,-0.49946+0.15559i,-0.29794+0.064425i,-0.19611+0.01558i,-0.11051-0.0021889i,-0.050484-0.028428i,-0.021573-0.03918i,0.0001568-0.036617i,0.015092-0.027265i,0.02301-0.014198i,0.017477-0.0091182i,0.0044811-0.010081i,-3.1358e-05-0.0097129i,0.0013863-0.002573i,0.0029137+0.011946i,0.0073688+0.019249i,0.012275+0.012499i,0.0094697+0.0019031i,0.0023665-0.0033763i
0.086593+0.01684i,0.28323+0.053186i,0.59623+0.048436i,0.81901-0.085484i,0.75388-0.23606i,0.50075-0.21606i,0.30115-0.10434i,0.19535-0.042929i,0.11187-0.011198i,0.056826+0.020094i,0.029453+0.034815i,0.0087178+0.041469i,-0.0063099+0.040714i,-0.015096+0.029607i,-0.011205+0.019297i,0.00071053+0.011734i,0.0044154+0.0063599i,0.00043097-0.00017863i,-0.005823-0.011695i,-0.014343-0.01797i,-0.018628-0.012982i,-0.013654-0.0035824i,-0.005044+0.0019979i
-0.086552+0.015453i,-0.28747+0.034012i,-0.60431+0.10456i,-0.81366+0.25156i,-0.72487+0.35291i,-0.47067+0.28438i,-0.28181+0.15547i,-0.17687+0.07725i,-0.098638+0.024245i,-0.053838-0.014637i,-0.031177-0.029505i,-0.014609-0.038582i,-0.0052406-0.040533i,0.0022272-0.02982i,0.0020205-0.01858i,-0.005187-0.011085i,-0.0066646-0.0054564i,-0.0010205+0.0011754i,0.008362+0.011421i,0.01716+0.018092i,0.019042+0.013442i,0.012933+0.0041244i,0.0053935-0.0011157i
0.072548-0.034528i,0.25939-0.10912i,0.55642-0.24812i,0.7451-0.41405i,0.65197-0.4702i,0.41054-0.35124i,0.23187-0.19666i,0.13455-0.097334i,0.072799-0.025984i,0.045064+0.015201i,0.031936+0.026814i,0.0211+0.035525i,0.014156+0.036135i,0.003172+0.023473i,-0.0017723+0.010374i,0.0026833+0.0027129i,0.0040288+0.00040879i,-0.00041309-0.0024606i,-0.0097097-0.01036i,-0.018735-0.014081i,-0.020429-0.0073147i,-0.013076+0.00070971i,-0.0052244+0.0024251i
-0.056167+0.054399i,-0.21586+0.17429i,-0.47786+0.3749i,-0.64831+0.55884i,-0.56681+0.5661i,-0.34698+0.39294i,-0.18222+0.21186i,-0.10252+0.099218i,-0.060575+0.022979i,-0.04349-0.014603i,-0.033781-0.024601i,-0.025693-0.033207i,-0.018989-0.035283i,-0.0062717-0.026464i,0.00042444-0.011921i,-0.0022302+0.0003442i,-0.0031487+0.003849i,0.00080076+0.0048083i,0.01045+0.009578i,0.019382+0.0093142i,0.019517+0.0013728i,0.011678-0.0046923i,0.0035613-0.004628i
0.037373-0.067055i,0.1539-0.22085i,0.36144-0.46726i,0.50651-0.65986i,0.44769-0.62695i,0.26963-0.41841i,0.13255-0.22741i,0.072081-0.10943i,0.050697-0.030471i,0.043557+0.0034085i,0.03317+0.010648i,0.02598+0.021786i,0.023247+0.028724i,0.012599+0.024701i,0.0026506+0.013123i,0.002886-0.00013067i,0.0052793-0.0055169i,0.0017595-0.0063899i,-0.0102-0.0080699i,-0.020849-0.0053261i,-0.020622+0.00031901i,-0.012352+0.0031238i,-0.0048026+0.0038293i
-0.011546+0.069427i,-0.083988+0.23715i,-0.23286+0.50836i,-0.35111+0.70927i,-0.31836+0.65333i,-0.18464+0.42357i,-0.07482+0.22751i,-0.029563+0.10602i,-0.025349+0.027823i,-0.029656+0.00082795i,-0.022234-0.00094252i,-0.019482-0.0099685i,-0.023563-0.016697i,-0.017019-0.015118i,-0.0054117-0.0087922i,-0.00080187-3.8311e-05i,-0.0013246+0.0043942i,0.00081946+0.0056114i,0.0090978+0.0064076i,0.015469+0.0038944i,0.014475-0.00086241i,0.0087585-0.0035937i,0.0023856-0.0033349i
-0.007321-0.066964i,0.015976-0.24036i,0.096093-0.52385i,0.1814-0.72884i,0.18245-0.65635i,0.10341-0.40612i,0.028074-0.20123i,0.0011839-0.082111i,0.0073165-0.013361i,0.014882+0.0072593i,0.011482+0.0064259i,0.013671+0.011372i,0.021046+0.012923i,0.016452+0.0089811i,0.0046559+0.0053924i,-0.0023892+0.00058761i,-0.0026684-0.0029095i,-0.0019111-0.0026341i,-0.0070979-0.0015785i,-0.012127-0.00014041i,-0.010974+0.0022547i,-0.0060359+0.0036941i,-0.0020894+0.0021981i
0.023119+0.056743i,0.039707+0.21851i,0.019951+0.49577i,-0.0387+0.70069i,-0.072106+0.62903i,-0.039047+0.38037i,0.0096754+0.17815i,0.019388+0.064012i,0.0013016+0.0042295i,-0.0086186-0.0099588i,-0.004942-0.0099654i,-0.0093811-0.01274i,-0.019576-0.0093555i,-0.017551-0.0054303i,-0.0082743-0.0039752i,-0.0026021-0.0010925i,-0.002336+0.0019269i,-0.0012558+0.0025996i,0.0043243+0.0010257i,0.0086224-0.0017817i,0.0067998-0.0043243i,0.0011911-0.0038689i,-0.0028926-0.0023952i
-0.031128-0.047164i,-0.08632-0.18942i,-0.12786-0.44365i,-0.10528-0.63746i,-0.045446-0.57143i,-0.031155-0.33693i,-0.050673-0.14768i,-0.042592-0.04315i,-0.011448+0.0070539i,0.0030476+0.01243i,-0.001959+0.0087064i,0.0025204+0.0096099i,0.013602+0.0047037i,0.012831+0.0020223i,0.0062163+0.0032629i,0.0038634+0.0013885i,0.0055459-0.0025496i,0.005098-0.0041438i,-0.00058386-0.0021047i,-0.0051343+0.0018407i,-0.004957+0.0044809i,-0.0011569+0.0045849i,0.002047+0.0038416i
0.050843+0.027616i,0.12799+0.13697i,0.20897+0.35348i,0.20993+0.53545i,0.12859+0.4892i,0.071762+0.27851i,0.067007+0.10239i,0.052681+0.010805i,0.01967-0.025301i,0.0029959-0.023599i,0.0045672-0.015126i,-0.0012091-0.010383i,-0.0098831-2.4328e-05i,-0.0095399+0.0067623i,-0.0060285+0.0047225i,-0.004755+0.0030983i,-0.0055496+0.0043069i,-0.0050172+0.0036504i,1.105e-05+0.00083162i,0.0037727-0.0018313i,0.0029186-0.0033763i,0.00021763-0.0026948i,-0.0022064-0.001114i
-0.044697-0.012585i,-0.13844-0.092954i,-0.25686-0.27139i,-0.28861-0.43744i,-0.19657-0.40915i,-0.1042-0.22402i,-0.071057-0.06463i,-0.044078+0.015048i,-0.011529+0.039898i,0.00038252+0.033269i,-0.0033761+0.024111i,-0.0013901+0.016293i,0.0032362+0.0030166i,0.0035685-0.0056208i,0.0030541-0.0051392i,0.0031261-0.0045092i,0.0033609-0.0060855i,0.003037-0.0051657i,0.0011293-0.0011672i,0.00052556+0.001269i,0.0013271+0.00094711i,0.0014999-0.0006175i,0.002183-0.0012778i
0.039292-5.1979e-06i,0.13633+0.050115i,0.27026+0.18342i,0.32087+0.32866i,0.22711+0.32559i,0.11719+0.17691i,0.070859+0.038252i,0.037668-0.028045i,0.0051941-0.04101i,-0.0031522-0.030922i,0.003802-0.024406i,0.0046732-0.018547i,0.0010652-0.0058175i,-0.00058081+0.0025522i,-0.0034568+0.0030085i,-0.0063874+0.003152i,-0.0063229+0.0057368i,-0.0041941+0.0055468i,-0.0016029+0.00053005i,-0.0017935-0.0025882i,-0.0031748-0.001873i,-0.0035887-9.2419e-05i,-0.0040496+0.00031735i
-0.035225+0.014988i,-0.13009-0.009459i,-0.2724-0.098466i,-0.33807-0.2169i,-0.24601-0.23309i,-0.12435-0.12266i,-0.069385-0.008032i,-0.037235+0.045621i,-0.0079082+0.048883i,0.0014463+0.031972i,-0.0010726+0.023893i,-0.0012293+0.018585i,-0.0025859+0.0056028i,-0.0043708-0.0045455i,-0.00059366-0.0062641i,0.0047036-0.0058298i,0.0056215-0.0056447i,0.0034072-0.0026823i,0.00061128+0.0019356i,0.00041637+0.0035311i,0.0023635+0.0022875i,0.0037+0.00029065i,0.0040661-0.0012034i
0.029324-0.015661i,0.11563-0.01984i,0.25505+0.025679i,0.32896+0.11737i,0.24326+0.14842i,0.11441+0.069445i,0.050647-0.023539i,0.021428-0.063708i,0.0022109-0.059399i,-0.0032485-0.041445i,-0.0035665-0.031714i,-0.0038753-0.022576i,0.00097537-0.0085645i,0.0051591+0.002045i,0.002261+0.0070277i,-0.0021546+0.0089622i,-0.0031974+0.0076856i,-0.0030099+0.0035942i,-0.0021202-0.00062148i,-0.0019023-0.0013612i,-0.0030804+0.0003731i,-0.0031973+0.001932i,-0.0024592+0.0030318i
-0.019407+0.019757i,-0.092573+0.040043i,-0.22386+0.026i,-0.30451-0.041689i,-0.23144-0.086474i,-0.10209-0.041669i,-0.03042+0.029862i,0.00072536+0.063606i,0.015294+0.059695i,0.015242+0.042564i,0.011525+0.031259i,0.0083223+0.021551i,-0.00068478+0.0095073i,-0.0090656+0.00077493i,-0.0076954-0.0048557i,-0.002651-0.009121i,3.9026e-05-0.0081115i,0.0010209-0.0027885i,0.00154+0.0014886i,0.0031137+0.0015324i,0.0044735-0.0015134i,0.0033476-0.0041935i,0.0016621-0.0033474i
0.016255-0.023669i,0.070486-0.059466i,0.17923-0.075326i,0.25571-0.028928i,0.19802+0.029033i,0.08286+0.01592i,0.016881-0.033791i,-0.012225-0.058594i,-0.023798-0.050569i,-0.020824-0.031231i,-0.014947-0.020949i,-0.0087804-0.015726i,0.0010871-0.010108i,0.0079985-0.0046761i,0.0066878-0.0003742i,0.0027962+0.0026291i,0.00061227+0.0039409i,-0.00071761+0.0026199i,-0.0015038-0.0008393i,-0.0030055-0.0029867i,-0.0039968-0.0013531i,-0.002121+0.0011304i,-0.0007306+0.0011009i
-0.0028857+0.017797i,-0.044913+0.057311i,-0.13933+0.092204i,-0.215+0.070131i,-0.17248+0.016052i,-0.067028+0.013057i,-0.0017414+0.046212i,0.023425+0.059627i,0.025989+0.044137i,0.016734+0.023701i,0.012277+0.015933i,0.0085739+0.013799i,0.00049668+0.01225i,-0.0045777+0.010463i,-0.0046754+0.0062601i,-0.0033304+0.0021706i,-0.0027171+0.00048313i,-0.0015246+0.0023413i,-1.1596e-05+0.0060182i,0.0015301+0.0054558i,0.0026705+0.0012095i,0.0018491-0.0013264i,0.00087032-0.00025383i
0.0003559-0.021356i,0.023824-0.06159i,0.089408-0.10702i,0.15201-0.098821i,0.12541-0.040704i,0.040857-0.017281i,-0.015398-0.036693i,-0.033466-0.049496i,-0.028259-0.041314i,-0.016608-0.025709i,-0.013165-0.01605i,-0.011254-0.01307i,-0.0038617-0.011712i,0.0024737-0.0085946i,0.003808-0.0049631i,0.0032406-0.0026472i,0.0022571-0.0019127i,0.00057721-0.0025964i,-0.00081751-0.0040582i,-0.0022879-0.0033109i,-0.0032274+0.00042066i,-0.0029918+0.0024954i,-0.0026678+0.0024721i
0.0070735+0.015099i,-0.0065849+0.05284i,-0.054044+0.10421i,-0.10858+0.11069i,-0.095907+0.058166i,-0.02844+0.023965i,0.021298+0.031347i,0.038736+0.042561i,0.034924+0.038703i,0.021465+0.024092i,0.014045+0.011246i,0.011152+0.0059227i,0.0056219+0.0077168i,0.00040574+0.0090289i,-0.0015284+0.0079509i,-0.001308+0.0076226i,0.00038404+0.0082935i,0.0019018+0.0069924i,0.0024433+0.0048198i,0.0036946+0.0027736i,0.0041556-0.00016309i,0.0014502-0.0014834i,0.00013318-5.19e-05i
-0.0054671-0.0090567i,-0.0045118-0.048041i,0.02212-0.10342i,0.063364-0.11973i,0.061914-0.074171i,0.013542-0.033121i,-0.027193-0.029822i,-0.043416-0.034511i,-0.038264-0.026842i,-0.021789-0.011458i,-0.010635-0.0009933i,-0.0061462-0.0012022i,-0.0032645-0.0073697i,-0.0029217-0.010896i,-0.0040544-0.01143i,-0.0046417-0.011634i,-0.0048195-0.010122i,-0.0044649-0.0063591i,-0.0029728-0.0039096i,-0.0027951-0.0022127i,-0.0019419+0.00018599i,0.00061093+0.00093675i,0.0014311-0.0001133i
