-0.0042739+0.0011015i,-0.0036556+0.0015259i,-0.0027752+0.0024364i,-0.0021256+0.0017685i,-0.0020702+0.00095839i,-0.00055764+0.00048832i,0.00092559+0.00018103i,0.0013443+0.00048928i,0.00072938+0.00061552i,0.00063829+0.00024648i,0.00046912-0.00015216i,0.00016543-0.00047924i,-2.0836e-05-0.00086227i,-0.00027818-0.0010149i,0.00021176-0.00072526i,0.00016003-0.00057934i,-0.00042207-1.1436e-05i,-0.001154-0.0003028i,-0.0016802-0.00098966i,-0.0013898-0.001161i,-0.00070798-0.00052829i,0.00042291-0.00013336i,0.0015562+8.3734e-05i
0.0086493-0.024839i,0.048726-0.051741i,0.10858-0.09504i,0.13944-0.15344i,0.1332-0.17584i,0.12987-0.115i,0.14054+0.012337i,0.14985+0.14755i,0.16808+0.223i,0.15835+0.18816i,0.089868+0.10513i,0.025884+0.060948i,0.01598+0.041081i,0.02335+0.016812i,0.021132-0.0028415i,0.015714-0.012158i,0.0093244-0.0095385i,0.0036788-0.0009134i,0.0012902+0.004052i,0.0013567+0.0049459i,0.002504+0.0049009i,0.0054394+0.0076975i,0.01027+0.010305i
0.048611+0.048239i,0.082203+0.032444i,0.059459-0.023557i,-0.022948-0.042505i,-0.081085+0.011829i,-0.067797+0.02966i,-0.0088405-0.041865i,0.066107-0.13722i,0.10434-0.20225i,0.077163-0.19418i,0.035579-0.12254i,0.024008-0.062177i,0.021216-0.043201i,0.010454-0.03228i,0.00095887-0.014729i,-0.0057731+0.0036026i,-0.0070412+0.014504i,-0.0014902+0.013552i,0.0015035+0.0064329i,-0.0036032+0.00093854i,-0.01126-0.0018782i,-0.014977-0.0066799i,-0.01792-0.01254i
-0.070953-0.013832i,-0.1341+0.0062897i,-0.16439+0.087551i,-0.10692+0.15598i,-0.028904+0.12202i,-0.016906+0.049866i,-0.066619+0.0019532i,-0.1514-0.041128i,-0.22894-0.045518i,-0.20777-0.00094066i,-0.10117+0.015111i,-0.036151-0.0081829i,-0.033736-0.011163i,-0.032346+0.00021635i,-0.024385+0.00069494i,-0.016385-0.0035523i,-0.006997-0.011732i,-0.0043067-0.017444i,-0.003842-0.01374i,0.00071604-0.0067869i,0.0062754-0.001182i,0.0097209+0.0028525i,0.010914+0.0061857i
0.069218-0.051824i,0.15615-0.093531i,0.2131-0.11789i,0.19634-0.11636i,0.1241-0.10036i,0.046689-0.050724i,0.015902+0.052309i,0.034909+0.17538i,0.086434+0.23939i,0.11181+0.19047i,0.061658+0.099442i,0.0067021+0.064593i,0.012118+0.05658i,0.027135+0.033103i,0.023826+0.013754i,0.020937+0.0036745i,0.016585+0.00047235i,0.0095798+0.0038184i,0.0049987+0.0047724i,0.0038728+0.0023452i,0.0030868+0.001466i,0.0014178+0.0073351i,0.0037739+0.017356i
-0.049197+0.068466i,-0.061212+0.084202i,-0.057056+0.015232i,-0.067978-0.052256i,-0.090434+0.009689i,-0.056079+0.10119i,0.021736+0.072026i,0.094653-0.04172i,0.1189-0.15245i,0.072038-0.19165i,0.020734-0.13764i,0.016555-0.079191i,0.016644-0.063996i,0.0051128-0.046789i,-0.0010029-0.019322i,-0.0077963+0.001418i,-0.011673+0.01214i,-0.0058178+0.010517i,0.00074815+0.00088781i,-0.0013283-0.0074736i,-0.0066059-0.0097145i,-0.0092563-0.010541i,-0.012891-0.015428i
-0.078462-0.067371i,-0.15685-0.085555i,-0.23447-0.037684i,-0.20917+0.034131i,-0.072185+0.025402i,0.035646-0.03911i,0.038807-0.082745i,-0.040081-0.096479i,-0.13224-0.062074i,-0.1433+0.0086652i,-0.073385+0.035814i,-0.026138+0.013713i,-0.026397+0.0043187i,-0.023309+0.0063453i,-0.013131-0.0027885i,-0.0077872-0.013325i,-0.0034335-0.017294i,-0.0019735-0.014862i,-0.0026312-0.0091744i,-0.0015025-0.004379i,-0.00027318+0.0025197i,0.00048937+0.010172i,0.0014496+0.011616i
0.1379+0.029427i,0.27656+0.059373i,0.37052+0.064823i,0.33731+0.020209i,0.18868-0.048756i,0.019586-0.076016i,-0.071867-0.016125i,-0.052537+0.090639i,0.02624+0.15524i,0.077807+0.13138i,0.051772+0.066611i,0.0025593+0.041417i,0.0047477+0.042347i,0.026119+0.028643i,0.028179+0.015589i,0.027376+0.01406i,0.026704+0.012577i,0.020681+0.0052433i,0.011178-0.0007424i,0.0036056-0.00072019i,-0.00071499-0.00081115i,-0.0046187-0.00018915i,-0.0011018+0.0048353i
-0.089509+0.019258i,-0.12794+0.021094i,-0.08994-0.0070812i,-0.014633-0.013157i,0.016956+0.061299i,0.024028+0.15595i,0.053903+0.15472i,0.078312+0.053027i,0.067542-0.059389i,0.032401-0.11268i,0.011808-0.096262i,0.018359-0.068625i,0.014731-0.061628i,-0.0020065-0.04827i,-0.010925-0.026284i,-0.017683-0.0085041i,-0.022488+0.0020859i,-0.017989+0.0042032i,-0.0064291+0.0011917i,0.002743-0.0055454i,0.006415-0.011144i,0.0078903-0.013224i,0.0044946-0.014266i
0.011571-0.13083i,-0.041426-0.25195i,-0.14941-0.26508i,-0.19406-0.1608i,-0.11304-0.07975i,0.0012377-0.073179i,0.053861-0.084447i,0.024346-0.0701i,-0.041896-0.021371i,-0.059127+0.037904i,-0.02368+0.054856i,0.0018738+0.039409i,0.0037395+0.027211i,-0.0020425+0.014697i,-0.0072327-0.0015663i,-0.0066995-0.017955i,-0.0059482-0.023955i,-0.0077599-0.010538i,-0.007646+0.0057735i,-0.0048554+0.010602i,-0.0019522+0.012942i,6.4425e-05+0.0188i,0.00015775+0.021951i
0.046718+0.17612i,0.14965+0.30564i,0.21669+0.30267i,0.16714+0.16129i,0.037189+0.047086i,-0.073532+0.016663i,-0.11969+0.018665i,-0.093326+0.033611i,-0.013371+0.035677i,0.031407-0.00023712i,0.0029156-0.027548i,-0.031294-0.016128i,-0.021214+0.0031404i,0.0021404+0.010435i,0.012478+0.018051i,0.021013+0.030197i,0.032143+0.030115i,0.035185+0.011016i,0.024146-0.0069691i,0.009611-0.0090326i,0.0011878-0.006716i,-0.0030801-0.0077632i,-0.0021712-0.0056677i
-0.13869-0.08241i,-0.222-0.12249i,-0.21438-0.11388i,-0.12666-0.052019i,-0.048895+0.024892i,0.011618+0.092644i,0.059563+0.098032i,0.060462+0.034479i,0.021217-0.03322i,-0.017134-0.061388i,-0.021471-0.055628i,-0.0067112-0.053073i,-0.009395-0.053622i,-0.013695-0.040179i,-0.011153-0.027671i,-0.020091-0.016502i,-0.02902-0.0035641i,-0.025831+0.0015653i,-0.014178-0.0020934i,-0.0037775-0.011608i,-0.0025961-0.015301i,-0.0048476-0.0072058i,-0.0069922-0.0012342i
0.17548-0.11017i,0.25702-0.22153i,0.20466-0.26585i,0.088821-0.2024i,0.045339-0.14262i,0.047116-0.14242i,0.047643-0.11303i,0.055624-0.040214i,0.047636+0.031567i,0.044783+0.086294i,0.057183+0.089997i,0.048032+0.067248i,0.032007+0.049465i,0.020964+0.023792i,0.0079308-0.0019011i,0.0018139-0.022643i,-0.0028106-0.033323i,-0.0081418-0.021776i,-0.0097195-0.0030399i,-0.010729+0.0083131i,-0.010597+0.016609i,-0.007462+0.023195i,-0.00032229+0.024857i
-0.082686+0.19097i,-0.063418+0.3653i,0.05833+0.41764i,0.19585+0.2907i,0.19457+0.1438i,0.061973+0.1052i,-0.041473+0.096549i,-0.060055+0.045332i,-0.031698-0.0055037i,-0.011128-0.04012i,-0.024478-0.049392i,-0.036442-0.033895i,-0.02432-0.017893i,-0.0075179-0.00089356i,0.0084699+0.021097i,0.02771+0.037943i,0.042544+0.036144i,0.045204+0.014205i,0.035068-0.0065765i,0.025126-0.009019i,0.023206-0.0054657i,0.021402-0.0085489i,0.015661-0.010953i
-0.075165-0.20403i,-0.14974-0.36945i,-0.16354-0.42804i,-0.11282-0.34377i,-0.056854-0.19359i,0.019471-0.054006i,0.076017+0.021666i,0.057325+0.0358i,0.00093226+0.023805i,-0.032734+0.0034829i,-0.028157-0.013021i,-0.0026035-0.021048i,0.012803-0.024891i,0.013104-0.027006i,0.0045537-0.026728i,-0.016824-0.019097i,-0.03651-0.0033197i,-0.039184+0.010836i,-0.027277+0.012864i,-0.013271+0.001066i,-0.011841-0.0092233i,-0.019681-0.0060347i,-0.026843+0.0010892i
0.191+0.11575i,0.31869+0.11967i,0.22694+0.043538i,-0.0068443-0.0080202i,-0.097977+0.0093906i,-0.066893-0.00027533i,-0.037815-0.030473i,0.0013748-0.024023i,0.041985-0.0084615i,0.053843-0.0006612i,0.046697+0.0048645i,0.026619+0.0074894i,0.010602+0.0027679i,0.00028352-0.013539i,-0.010154-0.022474i,-0.0038097-0.025718i,0.0077385-0.030477i,0.0080288-0.024207i,0.00055548-0.012915i,-0.011268-0.0023713i,-0.017153+0.010013i,-0.011543+0.019609i,-0.0018679+0.02191i
-0.23165+0.086509i,-0.34379+0.23437i,-0.25921+0.39566i,-0.010233+0.44213i,0.14935+0.35051i,0.13943+0.25028i,0.071525+0.1699i,0.010442+0.068461i,-0.021886-0.0064611i,-0.036299-0.046739i,-0.058394-0.06209i,-0.069313-0.050806i,-0.059164-0.028064i,-0.039569+0.00030516i,-0.014912+0.025292i,0.0088751+0.041911i,0.027677+0.043277i,0.036913+0.021427i,0.035977-0.0035854i,0.03451-0.013133i,0.032629-0.015252i,0.023314-0.016249i,0.011181-0.013206i
0.16267-0.29369i,0.26383-0.53759i,0.28544-0.62416i,0.19368-0.4871i,0.061927-0.27314i,0.0059822-0.12097i,0.040517-0.047382i,0.073378-0.0018208i,0.059362+0.044624i,0.055314+0.071679i,0.063758+0.06056i,0.062035+0.044142i,0.060406+0.035265i,0.050612+0.010727i,0.016-0.018197i,-0.027531-0.026026i,-0.052563-0.014271i,-0.05346+0.0047367i,-0.040119+0.014027i,-0.031362+0.0057332i,-0.034622-0.0020941i,-0.038584+0.0064839i,-0.033642+0.015218i
0.090244+0.30456i,0.17397+0.40962i,0.15497+0.27825i,0.06229+0.038752i,0.023065-0.060467i,0.0094125-0.03137i,-0.0060942-0.0048045i,0.0083393-0.010843i,0.025969-0.028711i,0.026839-0.029316i,0.028852-0.017995i,0.026712-0.022263i,0.015723-0.038214i,0.0022443-0.039865i,-0.0011609-0.016583i,0.016451+0.0018311i,0.034788-0.0046875i,0.036979-0.013376i,0.031194-0.010007i,0.022229+0.0020281i,0.014551+0.015517i,0.013975+0.017481i,0.016781+0.013707i
-0.33989-0.1202i,-0.57119-0.11853i,-0.5708+0.021623i,-0.3401+0.18219i,-0.16604+0.25332i,-0.13189+0.26512i,-0.14147+0.22727i,-0.14644+0.1385i,-0.13868+0.065023i,-0.12356+0.015609i,-0.11777-0.020476i,-0.10966-0.022386i,-0.082479-0.0024196i,-0.038974+0.012147i,0.0042204+0.014563i,0.021684+0.013i,0.013366+0.015955i,0.0044762+0.014031i,0.0084192-0.00067666i,0.017189-0.020484i,0.017228-0.030892i,-0.00040042-0.026974i,-0.027768-0.020807i
0.34516-0.056787i,0.64757-0.23037i,0.68438-0.34944i,0.47176-0.28356i,0.28974-0.13681i,0.22729-0.034636i,0.22292+0.046676i,0.21337+0.094379i,0.15569+0.062872i,0.086481+0.021469i,0.060737+0.013752i,0.06291+0.022938i,0.070852+0.024435i,0.060961-0.0045342i,0.017222-0.039016i,-0.029133-0.04319i,-0.047596-0.022939i,-0.045981-0.0021571i,-0.043848+0.0073927i,-0.044694+0.0090048i,-0.041419+0.0082737i,-0.030365-0.00014339i,-0.019013-0.017549i
-0.31809+0.24675i,-0.38786+0.40403i,-0.37006+0.39101i,-0.2815+0.31341i,-0.16209+0.34594i,-0.060779+0.36509i,-0.01294+0.21339i,-0.016411+0.02284i,-0.015667-0.072868i,-0.012575-0.11989i,-0.036353-0.14079i,-0.058316-0.13228i,-0.0616-0.11753i,-0.060391-0.088872i,-0.052576-0.034879i,-0.023229+0.0092945i,0.013422+0.013361i,0.034302-3.6478e-05i,0.041627-0.010496i,0.037121-0.016913i,0.025429-0.015755i,0.02396-0.0081086i,0.033752+0.0010531i
-0.13381-0.44098i,-0.14124-0.58457i,-0.11367-0.4543i,-0.030902-0.14587i,0.036808-0.028371i,0.052688-0.12018i,0.054568-0.17302i,0.032015-0.13856i,-0.002626-0.070041i,-0.0019899-0.030304i,-0.0034116-0.026776i,-0.01674-0.0024703i,-0.0050755+0.03038i,0.016519+0.041689i,0.030426+0.04393i,0.034499+0.038649i,0.018448+0.029415i,-0.00038842+0.029533i,0.010218+0.026506i,0.034753+0.0012866i,0.030951-0.023939i,0.0020369-0.019123i,-0.014094-0.0016572i
0.38316+0.069141i,0.79534+0.15512i,0.92002-0.044909i,0.54222-0.23i,0.027801-0.015193i,-0.26055+0.38226i,-0.27456+0.52007i,-0.12914+0.41392i,0.062581+0.2543i,0.18392+0.088145i,0.16588-0.021334i,0.094494-0.025392i,0.088518+0.0038821i,0.10945-0.022195i,0.067916-0.066197i,0.0021233-0.054289i,-0.016321-0.023243i,-0.01445-0.022843i,-0.032446-0.02959i,-0.053871-0.019258i,-0.055912+0.00073535i,-0.029407+0.018408i,0.012692+0.02193i
-0.42657-0.07974i,-0.81669+0.012704i,-0.95824+0.0070461i,-0.86543-0.048593i,-0.70011+0.062072i,-0.4153+0.32343i,-0.030982+0.40008i,0.13114+0.17758i,0.029431+0.00095012i,0.00050537-0.018456i,0.077325-0.095486i,0.062124-0.18943i,0.012223-0.16598i,0.025014-0.10555i,0.04667-0.081189i,0.039199-0.069661i,0.017264-0.054086i,0.0023621-0.030277i,0.020572-0.0051356i,0.059161+0.0078266i,0.073775+0.0088889i,0.06001+0.0051359i,0.036218+0.0016859i
-1.1742+6.5201i,1.2225+5.9225i,3.8894+4.9055i,4.609+2.0107i,3.5678-1.097i,1.1647-2.6807i,-0.85659-1.8184i,-1.2166-0.25221i,-0.28807+0.49719i,0.75779+0.075409i,0.87336-0.7396i,0.33205-1.2093i,-0.40777-1.7007i,-1.2568-2.3288i,-1.5689-2.3804i,-1.0426-1.4749i,-0.38225-0.48635i,-0.32683-0.029824i,-0.68738+0.22748i,-0.67452+0.46966i,-0.16478+0.52597i,0.35309+0.2788i,0.44554-0.14336i
0.0079313+0.50387i,0.14288+0.64349i,0.3092+0.26246i,0.33773-0.36943i,0.3172-0.65067i,0.40778-0.56527i,0.42955-0.4633i,0.25366-0.39359i,0.084025-0.31101i,0.0018473-0.26408i,-0.054878-0.21382i,-0.047878-0.13403i,0.0017264-0.083097i,0.020178-0.064862i,0.0075056-0.056054i,-0.0072119-0.04401i,0.0037814-0.028609i,0.017212-0.022806i,0.0051784-0.0058516i,-0.0010376+0.028099i,0.022565+0.036582i,0.055649+0.0051246i,0.06659-0.019382i
-0.54877-0.2764i,-1.0161-0.36541i,-1.1847-0.25437i,-0.87895-0.13203i,-0.42849-0.20068i,-0.17793-0.31258i,-0.11576-0.27511i,-0.084997-0.18278i,-0.087804-0.13425i,-0.10283-0.074714i,-0.055848-0.025143i,0.0027013-0.042763i,0.015465-0.063289i,0.033232-0.03813i,0.067837-0.015502i,0.063755-0.019757i,0.022917-0.014401i,0.0021354+0.012995i,0.019774+0.03052i,0.0396+0.026052i,0.035438+0.014379i,0.012522+0.00059488i,-0.0189-0.015823i
0.63208+0.0035146i,0.94495-0.063099i,0.93894-0.037215i,0.68956-0.024989i,0.43664-0.16701i,0.23376-0.30468i,0.074854-0.24713i,0.014832-0.10784i,0.019012-0.050003i,-0.0037221-0.014547i,-0.013929+0.060763i,0.020725+0.097591i,0.033514+0.061152i,0.0054712+0.028172i,-0.018071+0.029822i,-0.011043+0.02915i,0.005886+0.0090687i,0.0033012-0.011776i,-0.01753-0.015118i,-0.034-0.0082577i,-0.029426+0.00018474i,-0.014855+0.0028201i,-0.008292-0.0011417i
-0.31827+0.53626i,-0.44481+0.67152i,-0.51984+0.38595i,-0.57989+0.025321i,-0.52038+0.0015712i,-0.30129+0.059031i,-0.12478-0.030325i,-0.070654-0.091059i,-0.056374-0.086011i,-0.082788-0.063307i,-0.099858-0.0089362i,-0.051486+0.02028i,-0.00031185+0.010031i,0.024714+0.00041155i,0.024019-0.011587i,0.0026571-0.01603i,0.0019983-0.0086137i,0.015304-0.0080993i,0.0098664-0.00090268i,-0.0020958+0.019925i,-0.00086183+0.021931i,0.0098032+0.0032668i,0.025165-0.005045i
-0.26342-0.54428i,-0.55019-0.55882i,-0.68343-0.061977i,-0.40885+0.47969i,0.060473+0.46636i,0.30303+0.15848i,0.27638+0.021261i,0.18774+0.031186i,0.13111+0.059996i,0.11425+0.059379i,0.083123+0.029578i,0.031213+0.031092i,0.01747+0.048212i,0.01927+0.033526i,0.0060289+0.0098996i,-0.012118-0.0020309i,-0.032801+0.0047529i,-0.038236+0.029462i,-0.01631+0.042217i,0.004657+0.030858i,-0.0029398+0.01979i,-0.025008+0.020629i,-0.034754+0.020076i
0.53033+0.35715i,1.0131+0.41936i,1.2424+0.23509i,1.0256+0.0060332i,0.61132-0.075858i,0.30855-0.095039i,0.15578-0.11132i,0.064285-0.1034i,0.0091909-0.10555i,-0.024978-0.12378i,-0.046174-0.1189i,-0.036108-0.084017i,-0.0062303-0.046593i,0.013746-0.012295i,0.019831+0.0080004i,0.023685+0.0042786i,0.030615-0.010275i,0.026985-0.030234i,-0.0021486-0.040055i,-0.031664-0.024974i,-0.027917-0.0069137i,-0.0034744-0.010778i,0.01138-0.024205i
-0.6153+0.093757i,-0.96097+0.19712i,-1.0158+0.12873i,-0.81644-0.036368i,-0.58275-0.044821i,-0.41693+0.087447i,-0.27258+0.18487i,-0.12982+0.17767i,-0.048002+0.11881i,-0.01503+0.072917i,-0.0025094+0.02486i,-0.025395-0.0015054i,-0.031946+0.028033i,-0.0049583+0.045368i,-0.00070073+0.028592i,-0.014644+0.016815i,-0.013076+0.013728i,0.0024744+0.016398i,0.022094+0.019333i,0.030704+0.013422i,0.02156+0.003584i,0.0079242-0.0017025i,-0.00091469-0.0019729i
0.30369-0.45861i,0.35644-0.52908i,0.35262-0.19747i,0.32318+0.19714i,0.19629+0.28707i,0.03884+0.25168i,0.0021455+0.22897i,0.046664+0.16601i,0.10038+0.09771i,0.14823+0.04257i,0.14928+0.0034558i,0.11206-0.0035843i,0.068296+0.0048713i,0.031195+0.011851i,0.013857-0.0018416i,0.0022505-0.023794i,-0.0099047-0.021545i,-0.011127-0.0084478i,-0.0093484-0.0066229i,-0.011858-0.009557i,-0.021223-0.0054372i,-0.031495+0.0064479i,-0.030367+0.018308i
0.12865+0.43432i,0.33436+0.40115i,0.34804-0.074087i,0.069512-0.5113i,-0.15654-0.51591i,-0.15709-0.40078i,-0.12635-0.33473i,-0.11302-0.21628i,-0.086344-0.12371i,-0.081758-0.057375i,-0.04676+0.010123i,0.0014892+0.02008i,0.0020417+0.013782i,-0.00077384+0.029431i,0.013869+0.030024i,0.025162+0.015355i,0.030163+0.0055064i,0.024328-0.00025723i,0.011471+0.0016753i,0.0063495+0.0092245i,0.014423+0.0045659i,0.018949-0.011995i,0.010817-0.021838i
-0.40974-0.2427i,-0.78704-0.039611i,-0.86424+0.38332i,-0.56654+0.57506i,-0.23773+0.31939i,-0.15368-0.025317i,-0.1968-0.10071i,-0.15829-0.0063958i,-0.068397+0.052585i,-0.019563+0.067172i,-0.0054472+0.0641i,-0.015921+0.048798i,-0.03493+0.04494i,-0.04099+0.039139i,-0.029386+0.033663i,-0.001895+0.035251i,0.014102+0.028444i,0.013224+0.023592i,0.018468+0.017831i,0.019861-0.00056003i,0.0063845-0.010605i,-0.0024909+0.0010286i,-0.0011187+0.012392i
0.49633-0.10613i,0.67893-0.35997i,0.6555-0.47412i,0.47531-0.36023i,0.24219-0.18098i,0.099123-0.03585i,0.069226+0.015756i,0.030084-0.011079i,-0.01184-0.024246i,-0.0074723-0.024234i,0.00494-0.030309i,0.016395-0.039424i,0.019478-0.059896i,0.013378-0.066683i,0.0071131-0.059635i,-0.010795-0.041344i,-0.017738-0.0095816i,-0.0077262+0.0030077i,-0.0094802+0.0013003i,-0.016211+0.0046934i,-0.015534+0.0013853i,-0.01219-0.010895i,-0.002128-0.016801i
-0.31994+0.31547i,-0.34325+0.46812i,-0.32279+0.34327i,-0.27999+0.058244i,-0.12916-0.15493i,0.015633-0.28083i,0.02319-0.25301i,0.011737-0.096534i,0.025593+0.00583i,0.014513+0.037748i,0.017839+0.045339i,0.031907+0.030855i,0.034656+0.022619i,0.036852+0.020964i,0.029075+0.013692i,0.0091465+0.0015531i,-0.010643-0.0056801i,-0.01435-0.0011775i,0.0015347+0.0052479i,0.019219+0.0098234i,0.026856+0.0076676i,0.01457-0.0016203i,-0.011479-0.0066683i
0.034955-0.25426i,-0.039994-0.13333i,0.09137+0.1766i,0.34415+0.30538i,0.36466+0.17936i,0.20051+0.074775i,0.085506+0.028798i,0.040273-0.022488i,0.040015-0.045765i,0.038937-0.047218i,0.010167-0.022316i,-0.0028326+0.012734i,0.0037499+0.031905i,0.019016+0.041957i,0.037951+0.03369i,0.040137+0.017902i,0.025706+0.014629i,0.0087241+0.015792i,-0.0064877+0.011657i,-0.019555+0.0048761i,-0.024969+0.0045875i,-0.018157+0.011883i,-0.0031194+0.020658i
0.18709+0.14591i,0.23109-0.14947i,-0.010631-0.4927i,-0.34627-0.48761i,-0.38992-0.22105i,-0.18292-0.050675i,-0.021129-0.029371i,0.0031444-0.039247i,-0.03928-0.035206i,-0.058958-0.010016i,-0.027997+0.0029911i,-0.0016855-0.0099795i,-0.014552-0.011391i,-0.030459+0.012871i,-0.024387+0.029876i,-0.013724+0.020948i,-0.011253+0.0063095i,-0.0080608+0.0058973i,0.00070969+0.017458i,0.0083813+0.024348i,0.010166+0.012983i,0.0018869-0.012015i,-0.007522-0.026336i
-0.21813+0.021365i,-0.1323+0.31424i,0.10913+0.53751i,0.30974+0.43102i,0.36671+0.11865i,0.2828-0.14697i,0.10455-0.2189i,-0.01277-0.10895i,0.0061584+0.012196i,0.049962+0.039449i,0.046064+0.033467i,0.032813+0.042475i,0.030298+0.044259i,0.018857+0.03067i,0.0042757+0.019085i,-0.0057344+0.010849i,-0.018103+0.0008395i,-0.025159-0.010436i,-0.018452-0.021875i,-0.0061236-0.026119i,0.004828-0.01716i,0.0089883-0.0082666i,-0.0016019-0.014035i
0.14037-0.14546i,-0.015042-0.29119i,-0.14419-0.34425i,-0.10228-0.22202i,-0.017385-0.0069608i,0.030902+0.16811i,0.061923+0.20007i,0.058782+0.10482i,0.021647+0.0022648i,-0.023606-0.032994i,-0.04354-0.011967i,-0.030314+0.003947i,-0.019448-0.010897i,-0.026238-0.021951i,-0.030333-0.01205i,-0.010518+0.0038613i,0.020733+0.0072894i,0.02983+0.0026098i,0.013288+0.0061194i,-0.0071027+0.01178i,-0.016817+0.010446i,-0.013186+0.0075907i,-0.0022446+0.011513i
-0.10031+0.11418i,-0.089237+0.092967i,-0.13652+0.10798i,-0.20677+0.14167i,-0.18637+0.067934i,-0.13249-0.04639i,-0.088811-0.05265i,-0.040356+0.010343i,-0.01291+0.059483i,0.011578+0.07617i,0.031338+0.041625i,0.017248+0.0040284i,0.00049136+0.0099688i,0.010135+0.021216i,0.023586+0.0069129i,0.0096366-0.013474i,-0.01491-0.016542i,-0.015714-0.0090569i,0.0028762-0.0067213i,0.016656-0.0087476i,0.017302-0.012619i,0.0091599-0.016649i,-0.0015934-0.013081i
0.07616-0.024019i,0.20329+0.091934i,0.34723+0.089596i,0.3589-0.050938i,0.22724-0.082089i,0.12638-0.011594i,0.074809-0.0032029i,0.034615-0.026107i,0.033654-0.042244i,0.024368-0.052214i,0.0069367-0.011384i,0.025495+0.028677i,0.037812+0.02009i,0.019426+0.012406i,0.0023172+0.021682i,0.0027847+0.026046i,0.0095476+0.020889i,0.0082602+0.01058i,-0.0032401+0.0027184i,-0.013152+0.00086579i,-0.0087023+0.0051567i,0.011237+0.0060111i,0.031099-0.0059376i
-0.12805+0.042891i,-0.35675+0.015077i,-0.51229+0.033334i,-0.42155+0.10294i,-0.18758+0.099286i,-0.014888+0.043483i,0.061899+0.013162i,0.062437-0.014836i,0.0061528-0.018985i,-0.025783+0.0070132i,-0.026144+0.0024426i,-0.045648-0.011947i,-0.060253+0.0024524i,-0.045761+0.016466i,-0.026965+0.010658i,-0.019862-0.0047879i,-0.020594-0.010084i,-0.015647+0.0032047i,-0.0028184+0.01886i,0.0048648+0.022741i,0.0034978+0.014104i,-0.0080458+0.0056479i,-0.021066+0.0093975i
0.15255-0.12043i,0.39117-0.17283i,0.5424-0.15454i,0.43798-0.097597i,0.21076-0.058374i,0.030378-0.067625i,-0.080418-0.074745i,-0.10555-0.012694i,-0.041463+0.0542i,0.023215+0.060528i,0.035469+0.040904i,0.031236+0.026492i,0.022149+0.0092835i,-0.0008018-0.0093954i,-0.018281-0.017968i,-0.014728-0.01182i,-0.0015568-0.007694i,8.9752e-06-0.013165i,-0.0046182-0.014278i,-0.0015698-0.011207i,-0.001712-0.0060677i,-0.0076572-0.00040856i,-0.011022-0.0014928i
-0.045711+0.16688i,-0.18952+0.24475i,-0.33321+0.2047i,-0.31828+0.095551i,-0.1787+0.044906i,-0.039883+0.0475i,0.031043+0.031271i,0.028609-0.025035i,-0.018892-0.078639i,-0.058561-0.08296i,-0.050784-0.053129i,-0.023144-0.036585i,-0.0068208-0.03152i,0.0103-0.018438i,0.028835-0.0064099i,0.032127-0.0029797i,0.023179+0.0034417i,0.019961+0.0087142i,0.017649+0.0044556i,0.0097954+0.001792i,0.0089742+0.0022565i,0.01641-0.0018555i,0.023363-0.0067638i
-0.14304-0.14196i,-0.14741-0.20262i,-0.0386-0.14575i,0.086152-0.05064i,0.10622-0.06536i,0.02424-0.11394i,-0.05629-0.06694i,-0.05265+0.042537i,0.0043801+0.10625i,0.030233+0.09681i,0.011645+0.073496i,-0.0049483+0.068855i,-0.0038788+0.062419i,-0.0036684+0.044625i,-0.0084636+0.02391i,-0.015217+0.0099352i,-0.019961+0.0046563i,-0.020015+0.0044267i,-0.017542+0.0033665i,-0.014524-0.0006049i,-0.013057-0.0010118i,-0.015047+0.0047428i,-0.019554+0.0084018i
0.20282+0.010896i,0.27976+0.0077564i,0.19229-0.04556i,0.012585-0.048868i,-0.054052+0.066705i,0.017048+0.16085i,0.097412+0.11956i,0.098061+0.0025511i,0.039963-0.06865i,0.0028751-0.061714i,0.008495-0.040842i,0.022405-0.039329i,0.023718-0.041998i,0.017451-0.031295i,0.016276-0.01136i,0.022958+0.00045241i,0.026742+8.3695e-05i,0.018993-0.0014005i,0.004459+0.0032059i,-0.0049443+0.0087572i,-0.0098265+0.0055358i,-0.01461-0.0030219i,-0.011974-0.0026031i
-0.1903+0.11566i,-0.30381+0.25927i,-0.23518+0.35742i,-0.043303+0.25732i,0.046236+0.0084891i,0.016696-0.16098i,-0.032841-0.16441i,-0.060153-0.079836i,-0.052352-0.0092509i,-0.035281+0.012551i,-0.026097+0.015801i,-0.029135+0.014861i,-0.038467+0.023079i,-0.035215+0.032779i,-0.02869+0.026358i,-0.031139+0.014997i,-0.032457+0.0099552i,-0.022953+0.0091014i,-0.0027182+0.0078503i,0.017413+0.0023347i,0.02972-0.0061224i,0.034247-0.016491i,0.025722-0.023552i
0.15816-0.19931i,0.23743-0.4012i,0.17427-0.48028i,0.046129-0.31328i,0.010719-0.059167i,0.037304+0.073828i,0.044821+0.076458i,0.045761+0.044695i,0.055982+0.025183i,0.062984+0.013448i,0.060779+0.0053608i,0.056468-0.0011624i,0.046377-0.016196i,0.021737-0.026665i,0.0034936-0.023321i,0.0028272-0.01884i,0.0036164-0.019223i,-0.00026402-0.020069i,-0.0046916-0.021933i,-0.011069-0.022868i,-0.019531-0.011867i,-0.017753+0.0072991i,-0.0015377+0.01821i
