0.0019432-0.00016545i,0.002631-0.0018042i,0.00023609-0.002814i,-0.0017982-0.0025433i,-0.0022236-0.0016996i,-0.0022755-0.00016644i,-0.00060932+0.0017052i,0.0014074+0.0022422i,0.0027003+0.0010476i,0.00195-7.9439e-05i,0.00024031+7.2591e-05i,-0.00033998-0.00034427i,-0.00071867-0.00056377i,-0.00105-2.5185e-05i,-0.00083809+0.0001421i,-0.00083592-0.00024112i,-0.0009225-0.00024336i,-0.00056376+0.00030869i,-0.00032817+0.00012044i,-0.00023895+0.0003348i,-0.00017459+0.0011071i,-0.00050288+0.00077793i,-0.00065191+9.8893e-05i
-0.001323-0.00092973i,-0.00035247-0.00061754i,0.00063227-0.00033552i,-5.488e-05-0.00050658i,-0.0014148-0.001062i,-0.00014216-0.00090979i,0.0010095-0.00033565i,0.00089399+7.223e-05i,0.00067854-0.00030275i,0.00052802-0.0006333i,0.00082063-7.7351e-06i,0.00064317+0.0002593i,-2.4969e-06-0.0001636i,4.7867e-05-0.00024506i,-0.00031405+9.0859e-05i,-0.0011416-0.00026502i,-0.00096958+0.00035853i,-0.00037791+0.00097658i,-7.0391e-05+0.00039376i,0.00012344-0.00058358i,0.00049903-0.0012536i,-5.4328e-05-0.00064649i,-2.444e-06-0.0004629i
-0.0034876+0.00066554i,-0.0019011+0.0018038i,-0.0025208+0.0028114i,-0.0022862+0.0037269i,-0.00072994+0.0030907i,0.00077956+0.0017214i,0.00065227+0.00083737i,0.00014595+0.0002811i,-0.00010952+0.00049017i,-0.00049625+0.00079759i,-0.00026664-0.00032574i,0.00056095-0.00081636i,0.00090683-0.00093002i,0.00027179-0.00081718i,7.3294e-05-0.0006696i,-0.00044459-0.00073932i,-0.00022755-0.00018027i,0.00049947+2.9452e-06i,0.00013818+0.00025639i,0.00010657+0.00076973i,0.00062187+0.00026294i,9.7989e-05-8.9183e-05i,-0.00060344+0.00010011i
0.00022173+0.0015562i,0.00026045+0.00068852i,0.00048038-0.00028985i,0.0010518+9.2199e-05i,0.0010073+0.0001869i,0.00025797-0.00019742i,-0.00037098-0.00032531i,-0.00039161-0.00066031i,-0.00035774-0.00090632i,-0.00018519-0.00047291i,0.00016052-0.00029666i,0.00028422-0.00045106i,0.00045787-0.00082535i,0.00049241-0.0012204i,-0.00022854-0.00026459i,-0.0010899+0.00064469i,-0.0009546+0.00061746i,-0.00017061+0.00053133i,0.00046886-8.3077e-05i,0.00049157-0.00030477i,-5.1597e-05+0.00049279i,-0.00011915+0.00069706i,0.00018847+0.00012512i
0.00088243-0.00070432i,-0.00037563+0.00026699i,-0.0020913+0.0012152i,-0.0012677+0.00094757i,-0.00032492+3.8029e-05i,0.00033658-0.00032024i,0.00098868-0.00061827i,0.00032826-0.00057518i,-7e-05-0.00073072i,-0.00015807-0.00050194i,-0.00012447-0.0002468i,0.0004451-0.00026464i,7.5004e-05-5.3647e-05i,-0.00058338+6.5054e-05i,-0.0008534-0.00028469i,-0.001115-0.00038151i,-0.00053224+0.00013562i,8.1522e-05+0.0005732i,0.00017304+0.00046313i,0.00044162+0.00013106i,0.00057609+0.00021742i,0.00024009+0.00025607i,-0.00014562-3.9071e-05i
-0.0021332-7.4557e-05i,-0.00249+0.0013583i,-0.0018388+0.0026302i,-0.00051516+0.0028008i,0.00042559+0.0018655i,0.00072908+0.00036085i,0.00021456-0.00021769i,-0.00033349+0.00014018i,-0.00041606+0.00049475i,-0.00022145+0.0010307i,-5.2071e-06+0.0015095i,0.00055118+0.00057638i,0.0005526-0.00021421i,-0.00013368-0.00065583i,2.2031e-05-0.00018799i,-2.1709e-05+0.0008685i,-0.00011675+0.00058545i,2.1872e-05-0.00029588i,-0.00041669-0.00015504i,-0.00022272+0.00065688i,-0.00010807+0.00046267i,-0.00026355-0.00010971i,-9.0467e-05-0.00016182i
0.0024546-0.00062435i,0.0013593-0.0014556i,0.00060997-0.0024182i,-0.00041216-0.0019915i,-0.00083244-0.0014842i,-0.00063519-0.0010905i,-0.00038955-0.00046642i,0.00028874+0.00077975i,0.00078331+0.0012637i,0.00053954+0.00059311i,-0.00024132-0.00022084i,-0.00020841-0.00022686i,-0.00062974-0.00013736i,-0.0009276-4.918e-05i,6.2122e-05+0.00016922i,0.00069778+0.00050611i,0.00059258+0.00026085i,0.00034069+0.00075125i,5.6964e-05+0.0011018i,-4.2384e-06+0.00089335i,-0.00048017+0.00043598i,-0.00012329+0.00013375i,0.00012864-0.000101i
-4.0131e-05+0.00077143i,-0.00043352+7.0382e-05i,-0.00019434+0.00069829i,0.00034502+0.00080576i,0.00082106-0.0010229i,0.0010073-0.0022136i,0.00083666-0.0016629i,0.00027665-0.00063293i,-0.00022108-0.00026094i,0.00015852-0.0001427i,0.0003243-0.00026625i,0.00041267+0.00012031i,-0.00015397+0.00090581i,-0.001621+0.00096195i,-0.0016494+0.00060713i,-0.0007943-0.00036446i,-0.00021461-0.00076147i,-0.00063395-0.00011756i,-0.00064395+0.00028771i,4.8518e-05+0.0010846i,-5.8412e-05+0.00097944i,-0.00022441+7.9601e-05i,-0.00019021-0.00049541i
0.0019952-0.00065108i,0.0014726-0.00064165i,0.0013329-0.0015556i,0.00018847-0.0026543i,-0.0010769-0.0026133i,1.607e-05-0.0015712i,0.00092236-0.00050272i,-4.7786e-05-0.00060738i,-8.6187e-05-0.00073499i,8.4551e-05-0.00014988i,0.00014846+0.00031908i,-0.00014999+0.00039318i,-0.00083071-0.00020036i,-0.00092437+0.00088355i,-0.00061426+0.0020923i,-0.00049835+0.0012221i,-0.00065484+0.00034944i,-0.00077243+0.0001997i,-0.0004772+0.00039202i,-0.00040474+0.00022828i,-0.00068707-0.00017791i,0.00019312-0.00012462i,0.001091+0.00015859i
0.00057996-0.00083293i,-0.00089273-0.00044759i,-0.0012586-0.00022088i,-0.0017699+0.00036898i,-0.0007047+0.00074009i,9.8057e-05+0.00031115i,-1.7715e-05-0.00012955i,0.00066057+7.3557e-05i,0.00066091+0.00059061i,0.0004951+0.00032133i,7.8896e-05-0.0008432i,-0.00011713-0.00077032i,-0.00037629-0.00033604i,-0.00045772-0.00017526i,-0.00011856+0.00049114i,0.00032082+0.00012079i,-3.6788e-05-0.00011952i,-0.00071098+0.00017154i,-0.00024354+3.9917e-06i,-0.00011035+0.00010525i,-0.00052147+7.3219e-05i,0.00015764+1.6364e-06i,0.0002721+0.00025797i
-0.00015938+0.0020817i,-5.5031e-05+0.0014377i,0.00034343+0.00061314i,0.0018843+0.00019618i,0.0021365-0.00029656i,0.0012984-0.0010194i,0.00096502-0.0011056i,0.00059788-0.00053782i,0.00074461+0.00018279i,0.00113+0.00049881i,0.00035289+0.00024869i,-0.00062297-0.00040562i,-0.00098729-0.00063613i,-0.00094851-0.0005982i,-0.00078846-0.00034228i,-0.00036352+7.6567e-05i,-0.00021793+0.00052365i,-0.00034822+0.00049039i,0.00063301+0.00031528i,0.00077672-3.2872e-05i,0.00011426-0.00043173i,0.00032991-0.00058004i,0.0002702-0.00019371i
0.0010477+0.0014151i,0.00080983+0.00032389i,0.0012722-0.00019396i,0.0018439-0.00090535i,0.0020805-0.001416i,0.0017194-0.0014761i,0.00055518-0.0016056i,3.5058e-05-0.00038319i,-3.6641e-05+0.00074815i,7.078e-05+0.00039521i,0.00013838-0.00021692i,1.8173e-05-0.00012927i,-0.00049778+0.0004206i,-0.00077926+0.00039438i,-0.0004877-0.00038772i,-0.00022002-0.00046908i,-8.0111e-05-0.00014628i,-0.00019391-0.00077947i,-0.00017612-0.00050797i,6.8738e-05-0.00036552i,-0.00046806-0.00053254i,-0.0009432+0.00019936i,-0.00013635+0.00056776i
-0.0018093-0.001746i,-0.0026885-0.0010519i,-0.0030282-0.00097452i,-0.0028975+0.0015097i,-0.001991+0.0026018i,-0.00049181+0.0019887i,0.0003218+0.00081764i,0.00042141-0.00051318i,0.00036837-0.00087664i,0.0002904-0.00072654i,0.00096012-0.00024865i,0.0010036+0.00058672i,0.00043106+0.0006867i,-1.8813e-07+0.00062613i,-0.00070162-7.4324e-06i,-0.00097413-0.0009459i,-0.00087668-0.00087354i,-0.00025307-0.00048318i,-1.367e-05+5.4639e-05i,-0.00042558+0.00043607i,0.00011924+0.00052769i,0.00047661-0.00052872i,-6.7168e-05-0.00070102i
0.00019437+0.0015052i,0.00069161+0.0019379i,0.0013545+0.0023124i,0.0024149+0.00068035i,0.0036787-0.00061004i,0.0026377-0.00089792i,0.00042593-0.00088857i,6.6454e-05-0.00028756i,0.00021527-0.00028776i,0.00058163-0.00094734i,0.0011609-0.00045276i,0.00062702-0.00023089i,-0.00054484-0.00012273i,-0.00079577-0.00019658i,-0.00037994+5.3053e-05i,-0.00062568+0.00056274i,-0.00076793+0.00013063i,-0.00071006+0.00029463i,-0.00072523+0.00052606i,2.1031e-05+0.00025549i,0.00029345+0.00025158i,-0.00044952+0.00061553i,-0.00078891+0.00031298i
-0.00086847+0.000661i,-0.00036476+0.0010035i,0.0006657+0.0015905i,0.0017673+0.0010607i,0.0022378-0.00095834i,0.0013239-0.0016227i,0.00020737-0.0014418i,-4.3727e-06-0.0012822i,0.00051597-0.00019994i,0.00086729-0.00011374i,0.0015096-0.00078818i,0.0011273-0.0005277i,3.3843e-05-9.1182e-05i,-4.0386e-05-0.00012787i,-0.00024659-0.0007515i,-0.00067862-0.00097855i,-0.00037863+0.00017796i,0.00057127+0.00067246i,0.0006772+6.7054e-05i,0.00050372-0.00067778i,0.00043314-0.0010088i,0.00032863-0.00017204i,0.00076911-0.00035579i
0.00054331-0.0010325i,0.00049193-0.00067513i,0.00078759-0.0010438i,0.0014469-0.0019214i,0.0013217-0.0021349i,0.00081687-0.0019118i,0.00080107-0.0012732i,0.00085418-0.001093i,0.00060671-0.00051564i,0.00031705+0.00072639i,0.00021604+0.00082454i,0.00030401+0.00013744i,0.00047163+0.00010258i,0.00036388+0.00036614i,-0.00039326+0.000112i,-0.001223+0.00033819i,-0.00068686+0.00036074i,0.00035782-0.00011567i,0.00040645-0.00012918i,0.00050788+0.00018689i,0.000417+0.00029954i,-3.1033e-05+0.00047422i,0.00034825+0.00065151i
-6.6118e-05-0.0014664i,-0.00089604-0.00097458i,-0.0018622-0.0017525i,-0.0024828-0.002293i,-0.0023103-0.00095444i,-0.0017801+2.0332e-05i,-0.00054966+0.00068843i,-7.182e-05+0.00087147i,-0.00091984+0.00022355i,-0.00080512-0.00059439i,-0.00023771-0.00050895i,8.059e-05-1.3531e-05i,0.00081087+0.00056432i,0.00089259+0.0012038i,0.00021863+0.001018i,0.00042881+0.00034919i,0.00046123+0.00039883i,8.2726e-05+0.00053739i,-0.00010214+5.43e-05i,-0.00060964-0.00059296i,-1.2717e-05-0.0012231i,0.00031078-0.0011353i,5.5807e-05-0.00022871i
-5.6189e-05-2.1846e-05i,-0.00063851+0.00094282i,-0.00052556+0.00071945i,0.0013238+0.00021569i,0.0015781+0.00027326i,0.0015848+2.3897e-05i,0.0026734-0.00010051i,0.002262+0.00039072i,0.00086557+0.00049091i,0.0006882+0.00041944i,0.00041009-0.00016011i,-0.00034083-0.00070845i,-0.0001391-0.00063397i,0.0002093-0.00020802i,-0.00025088+0.00046841i,-0.00012199+0.00092809i,-7.8479e-06+0.0011355i,-0.00023911+0.00070947i,-0.00099384+0.00016443i,-0.0018046+0.00025711i,-0.0014887+0.00043078i,-0.0012809-0.00010976i,-0.00074592-5.8913e-05i
6.6326e-07+0.00083696i,0.00014439+0.00060506i,0.0010255+0.00033308i,0.0011942-0.00057676i,0.0013705-0.0014549i,0.0015862-0.0023443i,0.0012981-0.0018718i,0.00046282-0.00072262i,-0.00010747+3.7238e-05i,0.00079167-0.00091563i,0.0011365-0.0010863i,0.00056602-0.00048506i,0.00044057-0.00040449i,5.6124e-05+7.7127e-05i,-0.0007331-0.0001307i,-0.00032354-0.00024001i,-0.0002356+0.00049798i,-0.00069361+0.00010398i,-0.0006435-0.0006409i,0.00037252-0.0005326i,0.0014934+0.00029239i,0.0008308+0.00075985i,-4.471e-05+0.00055497i
-0.00055087+0.00021646i,0.00081626+0.00093748i,0.0015734+0.0010686i,0.0014526+2.9279e-06i,0.00061556-0.00018437i,0.00077396-0.00015865i,0.0013068-0.00017941i,0.00048646+7.7592e-05i,-0.0003878-0.00031016i,-0.00046317-0.00013971i,-0.00018664+0.0007005i,-0.00010677+0.00057317i,-0.00022613-7.3514e-05i,-0.0012248+0.0003988i,-0.0013918+0.0012371i,-0.00058309+0.0012002i,-0.00039686+0.00095739i,5.4388e-05+0.00064202i,0.00047618+0.00068672i,0.00022483+0.00044601i,-0.00025645+0.00011918i,-0.00026145-9.2865e-05i,-0.00050904-0.00026541i
-5.3009e-05+0.00054944i,-6.6114e-05+0.0011522i,0.00056577+0.0015036i,0.00061171+0.0007365i,0.0014072-0.00067116i,0.0019833-0.00085659i,0.0016168-0.00025297i,0.0007483+0.00012218i,0.00043288+4.8808e-05i,0.00033219+0.00032062i,0.00064856+0.00036627i,0.00053622+0.00033936i,0.00019154+0.00039325i,-0.00010714+0.00047932i,-0.00043604+0.00061815i,-0.00040193+0.00055096i,-0.00016221+0.0002866i,0.00047231-2.2478e-05i,0.00051537-0.00056534i,3.5183e-05-0.00042452i,0.00033484+1.8171e-06i,0.00056288+4.386e-05i,0.0007386+0.00042002i
-0.00048006+0.0010564i,-0.00015516+0.0020312i,-0.00018206+0.001486i,0.00045161+0.00021364i,0.0007955+6.8928e-05i,0.00063396-0.00059495i,0.00084081-0.0010043i,0.00036165-0.00080837i,-0.00028318-0.00088438i,-0.00018349-0.00034219i,0.00060368-0.00044179i,0.00079983-0.0013182i,-5.8152e-05-0.0011113i,-0.0011287-0.00025258i,-0.0016656+0.00015726i,-0.00071104+0.00046899i,0.00014162+9.5632e-05i,0.00015058-0.00036125i,0.00035963+0.00021551i,-0.00014259+0.00035171i,-0.00046198+0.00046308i,-3.324e-05+0.00049563i,0.00064957-0.00012384i
-0.002243+0.00011529i,-0.0022823+0.00059422i,-0.0029258+0.0019336i,-0.0013156+0.0020835i,0.00089954+0.0016327i,0.0018761+0.00071885i,0.0017066-0.00053046i,0.00092952-0.0015895i,0.00050575-0.0016182i,0.0003256-0.00088107i,0.00039497-0.00014918i,0.00040693-0.00056127i,-2.7776e-06-0.0013446i,-0.00014509-0.00091921i,0.00033277-0.00028487i,0.00055542-0.00032302i,-0.00010633-0.00039033i,0.00043874+0.00035774i,0.00071183+0.00090662i,-0.00032999+0.00035246i,-0.00055412+0.0004538i,0.00013674+0.00056908i,0.00026368-8.7526e-05i
-0.0015243-0.00083562i,-0.0012506-0.00058299i,-0.0016159-0.00051945i,-0.00095081-1.6307e-05i,0.00015338+8.4101e-05i,0.0011072-0.00033649i,0.001991-0.0003837i,0.0020374-0.00027089i,0.0012275-0.00083965i,0.00099204-0.0011406i,0.0012199-0.00081049i,0.0010354-0.00057825i,0.0011737-0.00032796i,0.0015331+0.00024179i,0.0011586+0.00025578i,0.00031379-5.2432e-05i,-0.00043507+0.00019758i,-0.00029742-0.00023401i,0.00027809-0.00048337i,1.0159e-05-0.00049204i,-0.00025984-0.00037289i,0.00015385-0.00014676i,0.00036248-0.00045378i
0.00095914-0.0024874i,-0.00010604-0.0017247i,-0.001204-0.0017576i,-0.001935-0.0010076i,-0.0020962-0.00072901i,-0.0013072-0.00049324i,-0.00052276-0.00028533i,-0.00023953-0.00011273i,-3.9905e-05+0.00059291i,-0.00016436+0.00070081i,-0.00033618+0.00035189i,0.00076838+0.00069765i,0.00094409+0.0013667i,-0.00025549+0.0011059i,-0.00023994+0.00044061i,0.00042044-8.3349e-05i,0.00055481-0.00036149i,0.00033391-0.00045099i,0.00047383-0.00033526i,0.00022816-0.00029516i,-0.00022361-0.00010652i,0.00012631+0.00031413i,0.00039008+0.00055662i
0.00070713-0.0014499i,-0.00042787-0.0010626i,-0.00096162-0.0016235i,-0.0007314-0.0017528i,-0.00089999-0.0010824i,-5.4312e-05-0.0011142i,0.000624-0.0012032i,0.0008658-0.00068122i,0.00063068-0.00065718i,0.00071472-0.00048132i,0.00092301+0.00014788i,7.6828e-05+0.0005133i,-0.00039748+0.00030922i,-0.00062503-5.0762e-05i,-0.000934-7.7339e-05i,-1.5871e-05-1.5884e-05i,0.00055506-0.00017123i,-0.00048446+3.3692e-05i,-0.0014521+0.00033596i,-0.0013797+0.0006215i,-0.00071715+0.00016i,-0.00028948-0.00069728i,-0.00068293-0.00059241i
-0.00010543+0.0011765i,-0.0011555+0.00031507i,-0.00090581-0.00045607i,0.0012978-0.0010323i,0.0025683-0.0013459i,0.0017404-0.0013623i,0.001258-0.0015418i,0.0010883-0.0011599i,0.0009797-0.00058947i,0.00078895-0.00038658i,0.00023487-0.00028583i,2.9697e-06-0.00011133i,-0.00045761+8.5304e-05i,-0.00056641+0.00026697i,-0.00030491+7.2861e-05i,-0.00033096+0.00028322i,-0.00043104+0.00049057i,-0.00023745+0.00018285i,-5.8387e-05+0.00048266i,9.3973e-06+0.00051453i,0.00032164+0.00029437i,0.00084445+0.00050104i,0.00042708+0.00033125i
0.00084773-0.0010894i,0.00047132-0.00095951i,-0.00048383-0.0015331i,-0.0010165-0.0018193i,-0.0013163-0.001601i,-0.00083262-0.00084692i,-0.00040874+4.4119e-05i,-0.00015648-5.5217e-05i,0.000493-8.257e-05i,0.00027074-0.00016761i,-0.00011994+1.8784e-05i,0.00011162+0.00019022i,-0.00043726+0.00092429i,-0.00068705+0.00089013i,-0.00014466+0.00051319i,7.7597e-05+8.6717e-05i,-0.0004956+0.00038082i,-0.00083358+0.00067225i,-0.00042751+0.00022721i,0.00042497+2.2266e-05i,0.00080992+0.0001173i,0.00051954+0.0007146i,0.00062868+0.00046596i
-0.0020126+0.00020646i,-0.00092968+0.00031246i,-0.00025575+0.0013784i,-8.0115e-05+0.0014459i,0.00069517+0.00034018i,0.0019975+0.00018758i,0.0015104+0.00029667i,5.9872e-05-0.00035823i,-0.00052085-0.00084479i,-0.00066327-0.00030302i,-0.00031879-0.00017542i,-0.00038292-0.00070829i,-0.00053489-0.00053173i,-0.00015592+0.0003231i,0.000185+0.00090049i,-0.00016193+0.00097102i,-0.00063876+0.00057033i,-0.0012862-0.0003354i,-0.0012089-0.00053366i,-0.00055978-0.00035982i,2.2829e-05-0.00043572i,0.00070483-0.00063486i,0.0012936+5.4597e-05i
-0.0011223-0.00046439i,-0.0016871+0.0001365i,-0.0024342+0.0010808i,-0.0016199+0.0016161i,-0.00027587+0.0013613i,0.00026977+0.0006473i,0.00030487-0.00072188i,-0.00045107-0.0012906i,-0.00015449-0.00042106i,0.0007344-0.00018865i,0.00041521-0.0007628i,-2.5642e-05-0.00092781i,0.00035283-0.00036971i,0.00078618-0.00039171i,0.00030082-0.0013595i,0.00015221-0.0013962i,0.00056243-0.00047497i,0.00049915+0.00026696i,-0.00066007+0.00036951i,-0.00039202+0.00013175i,0.00099956+0.00047339i,0.00087317+0.00021381i,0.00019598-0.00029996i
-0.00050207+0.0016423i,-8.0449e-05+0.0010505i,0.00014039+0.00085975i,0.0011146+0.00060758i,0.0015402+0.00037771i,0.0006974-0.00042333i,0.00072597-0.00078529i,0.00071818+0.00015141i,-5.2878e-05+0.00039939i,-6.9814e-05+0.00021294i,-0.00030679+0.00049183i,-0.00019874+5.6181e-05i,7.6244e-05-0.0010316i,-0.00042391-0.00060615i,-0.00014729+0.00040274i,-0.00045923+0.00044262i,-0.0011054+0.00021743i,-0.00032816+0.00049334i,0.00030474+0.00032365i,0.00034259+9.2873e-05i,-0.00012359+0.00016486i,-0.00018268+0.00035226i,5.3575e-05+0.0003998i
0.0014596+0.0013071i,0.0022064+0.00063073i,0.0028182-0.00022853i,0.0018708-0.0011527i,0.0013736-0.0030157i,-0.00034755-0.0029136i,-0.0016724-0.0012529i,-0.0013763-8.2182e-05i,-0.00087036+0.00047201i,-0.00021649-0.00015673i,0.00016269-0.00010389i,-0.00027912+0.00031909i,-0.0006504+0.0001214i,-0.00056313+0.00010191i,-0.0004211+0.00030863i,-0.001004+0.0010702i,-0.0017499+0.00027259i,-0.0014413-0.0005378i,-0.0010236+0.00029513i,-0.00081677+0.00064953i,-0.00028991+0.00045737i,0.00012852+0.00036911i,0.00040673+0.0001122i
-0.0017475-0.00069139i,-0.00080522+0.0010828i,-0.00051595+0.0015459i,-0.0013643+0.00076724i,-0.0015083-0.00052893i,0.00019537-0.0010551i,0.0006936-2.5143e-05i,0.00050984+0.00054104i,0.00073342+0.0007632i,0.00023902+0.0013972i,-0.00089382+0.00070431i,-0.0010925-0.0001076i,-0.00036119-0.00045102i,3.9933e-05-0.00038772i,0.00018713+0.00013558i,-0.00010544+0.00051639i,-0.00046068+0.00052518i,-0.0007179+0.00066485i,-0.00073275+0.00076197i,-0.0003105+0.00084757i,-0.00022059+0.00023746i,-0.0001166-0.00059095i,-0.00043652-0.0010542i
-0.00075346-0.0027595i,-0.0010769-0.0021561i,-0.0014789-0.00049447i,-0.001649+0.0014205i,-0.00085772+0.001416i,0.00055989+0.0010859i,0.00093401+0.00062791i,0.0014583-5.94e-05i,0.00063621-0.00033955i,-0.00054154-0.00038429i,-8.3017e-05+0.00019792i,0.00046401+0.0007396i,0.00055145+0.0012321i,0.00037256+0.0012073i,0.00030927-3.207e-05i,0.0004095+0.00022359i,-0.00019869+0.00091255i,0.00015184+0.0011043i,0.00036492+0.00088875i,-0.0001633+0.00052675i,-0.00038585+0.00077873i,-1.8393e-05+0.00060128i,0.00015236-0.00013567i
0.00044907-0.0011849i,0.00028054-0.0015193i,-7.0871e-05-0.00086213i,1.1695e-05-0.0013374i,2.6929e-05-0.0016907i,-0.00019435-0.00095034i,0.00013117-0.00033084i,0.00035345-0.00057561i,0.00049838-0.00030505i,0.00061265-3.8096e-05i,-4.5062e-06-0.00034318i,-0.00090441-0.00021826i,-0.000513+0.00033162i,0.00028611+0.00060887i,-0.00037043+0.00058488i,-0.00058698+0.00033683i,0.00013846+0.00028084i,0.00025071+0.00063597i,-0.00034502+0.00066882i,-0.00041839+5.0605e-05i,0.0002465-0.00085101i,0.00037963-0.0012986i,0.00056389-0.0010366i
-0.00075318+0.0011344i,0.0012397+0.0011455i,0.002467+0.0015835i,0.0013059+0.0015753i,0.00071431-0.00059423i,0.0010849-0.0020645i,0.00045413-0.0013492i,-5.6105e-05-0.00048959i,-0.00030251+4.2817e-05i,0.00024472+0.00040543i,0.00089989+0.00051595i,0.0010392-0.00056262i,0.00068934-0.0010932i,-0.0001238-0.00062401i,-0.0001758-0.00036824i,0.00029816-6.6596e-05i,0.00071426+0.00044284i,0.0006036+0.00090137i,-0.00023917+0.00072452i,-0.00027494+0.00048893i,0.00037642+0.00037757i,0.00056267+7.2327e-05i,0.00023272-8.9054e-05i
-0.00089358-0.00070195i,-0.0010752+0.00026917i,-0.00069028+0.0019198i,-0.00051715+0.0020813i,-8.2135e-05+0.0013949i,-0.00016026+0.00059297i,0.00014218-0.00029771i,0.00045373-0.00044006i,0.00018383-0.00065666i,0.00019394-0.00087647i,-0.00026405-0.0004036i,-0.00019325+0.00010757i,0.00039999+0.00061845i,0.00071634+0.00035038i,0.00098519-0.00011497i,0.00079418+0.0002129i,-8.8581e-06+0.00015104i,-0.00039567+6.135e-05i,-6.6633e-05+0.0003671i,8.7517e-06+2.055e-05i,-8.3081e-05-0.00034088i,0.00049108+0.00025849i,0.0010868+0.0010731i
-0.0024119-0.0015189i,-0.0023268-0.00026786i,-0.0012576+0.00021164i,0.000114+0.00065992i,0.00014915+0.0012804i,0.00018697+0.00098069i,0.00046307+0.00013281i,0.0006111+0.0001472i,0.00093598+0.00040011i,0.00087297+0.0001826i,0.0002074+0.00024223i,-0.00040068-0.0003689i,-0.00022983-0.0011587i,0.00022068-0.00068038i,0.00039061-0.00045501i,0.00033907-0.00087949i,-0.00010622-0.00060081i,-0.00030365-0.00020011i,-0.00037903+0.00013644i,-0.000761+0.00032316i,-0.0008361+0.00037843i,-0.00010158-1.3274e-05i,0.00057025-0.0004608i
-0.00060094+0.0010104i,-7.2806e-05+0.00070163i,0.0011493+2.1204e-05i,0.0013704+3.831e-05i,0.00050064-0.00023853i,6.7397e-05-0.00092463i,0.00016576-0.00096224i,0.00051871-0.00063604i,0.00029589+0.0001124i,0.00049701+0.00056188i,0.00030178-0.00030075i,-0.00039205-0.00048668i,-0.0006847-0.00011806i,-0.0010206+2.5778e-06i,-0.0003626-0.00021887i,0.00075213+4.8902e-05i,0.0002354+0.00054759i,-0.00070698+0.00095194i,-0.00091608+0.00051107i,-0.0010266-3.2217e-06i,-0.00097557+0.00024869i,-0.00029825+0.00048954i,0.00065431-1.3408e-05i
-0.001679-0.0011144i,-0.0013883-0.00054917i,-0.0017603+0.0013979i,-0.0018769+0.0020395i,-0.00062847+0.0011941i,0.00072718+1.0466e-05i,0.0010067-0.00013155i,-0.00011532-0.00018615i,-0.00050059-0.000456i,-0.00026956+0.00030358i,-0.0001047+0.00022473i,0.00084006-4.2085e-05i,0.001107-7.1297e-05i,0.00067291-0.00075907i,0.00057723-0.00093433i,-8.4558e-05-0.00028226i,-0.0010938-5.7864e-05i,-0.00053797+2.1225e-05i,0.00011707+0.00059648i,0.00021855+0.00036549i,-0.00050461-3.2322e-05i,-0.00077862+0.00038144i,2.1894e-05+0.00064465i
-0.001895+6.2667e-05i,-0.0013335+0.00045479i,-0.00068638+0.0011767i,2.0835e-05+0.001871i,0.00050504+0.0021604i,0.00086067+0.0011174i,0.00037766+2.9745e-05i,0.00083397+0.00053761i,0.00086083+0.00064115i,0.00075552+0.00025245i,0.00070076+0.00040579i,-0.00024296+0.000396i,-0.00029557+2.1693e-05i,0.00034408-0.00020742i,0.00024544-0.00058611i,0.00013773-0.00052946i,-0.00023315-4.6223e-05i,-0.00067307+0.00032663i,-0.00024283+9.6494e-05i,0.00051141-0.00019784i,0.00056963-0.00030914i,-5.0178e-05-1.0221e-05i,-0.00032018+0.00017942i
-0.0026845+4.487e-05i,-0.0023326+0.0012097i,-0.00089199+0.0018184i,0.0010202+0.0018104i,0.0026772+0.00095405i,0.0027404-8.6896e-05i,0.0018627-0.00021658i,0.0013788-0.0001432i,0.00057233-0.00050692i,-3.3759e-05+0.00034352i,8.0726e-05+0.00045969i,0.00041138-0.00023404i,-0.00014375-0.00072291i,-0.00053169-0.00076472i,-0.00044471-0.0002761i,-0.00032102-5.6015e-05i,-7.9903e-05-0.00025671i,0.00010886-0.00025621i,4.1618e-05-0.00020136i,-0.00036094+0.00015864i,4.5599e-05+9.8987e-05i,0.00089034-0.00067747i,0.00077956-0.00025246i
-0.00071551+0.00061841i,-7.5799e-05+0.00096312i,-0.00025481+0.00087655i,-0.00057281-7.0106e-05i,-0.00026044-0.0009978i,0.00061629-0.0014264i,0.000866-0.00080066i,0.00070916-0.00029106i,0.00075215+0.00013221i,0.00079065+0.00010843i,0.0012056-0.00013725i,0.00078999-0.00046055i,0.00080046-0.00064018i,0.0010521-6.9139e-05i,-0.00010334+0.000387i,-0.0010476+6.2201e-06i,-0.000809+7.2708e-05i,-0.00016831+0.00017435i,0.00073902+0.0003893i,0.0010021+0.00081737i,0.00056908+0.0011542i,0.00098994+0.0006522i,0.00091133+3.8251e-05i
