-0.0030644-0.00090741i,-0.0019065+2.2481e-05i,-0.0023476+0.0024402i,-0.0018798+0.0028551i,-0.00017219+0.0025388i,0.00043522+0.0017198i,-0.00024223+0.0011953i,-0.00066222+0.0011947i,-2.9347e-05+0.00072439i,0.0012324-0.00013219i,0.0017806-0.00027851i,0.0015832-0.0010055i,0.00096336-0.0017929i,-0.00052154-0.0018055i,-0.0015546-0.0016582i,-0.00079483-0.0008602i,-0.00054913-0.00054922i,-0.00059181-0.00076423i,0.00014865-0.00069563i,0.00051918-0.00020514i,0.00025292-0.00056521i,0.00066778-0.00053743i,0.0013732+0.00015469i
-0.0043032+0.0010044i,-0.02608-0.0056865i,-0.070011-0.042129i,-0.10584-0.10204i,-0.098787-0.12855i,-0.072267-0.091447i,-0.054713-0.044624i,-0.040921-0.027492i,-0.022516-0.019525i,-0.0065743-0.00868i,-0.00029464-0.00086706i,0.002063+0.001948i,0.0039467+0.0023957i,0.0043192+0.0042006i,0.0035771+0.0067247i,0.0029577+0.0086153i,0.0023373+0.007244i,0.0019423+0.0032547i,0.0023548-0.00040141i,0.0023586-0.0036447i,-0.00025788-0.0062912i,-0.0046224-0.0072657i,-0.0071776-0.0063534i
0.0052287+0.00072831i,0.022523+0.013579i,0.048908+0.057207i,0.058872+0.11794i,0.039627+0.13702i,0.024146+0.099059i,0.025602+0.056856i,0.021912+0.035648i,0.010244+0.019582i,0.002396+0.0050424i,-0.00018787-0.0024068i,-0.0036797-0.0057899i,-0.0067094-0.0074362i,-0.00568-0.0074892i,-0.0028784-0.0069286i,-0.0014285-0.0052603i,-0.00099654-0.0031085i,-0.0014521-0.0013443i,-0.0032214-0.0016957i,-0.0041361-0.0020204i,-0.0027424+0.00034086i,-0.00029401+0.0042i,0.0015309+0.0060378i
-0.0043461-0.0007496i,-0.012829-0.016272i,-0.017579-0.060251i,-0.0038507-0.11512i,0.019175-0.12437i,0.019442-0.086325i,0.004589-0.052511i,-0.00041254-0.033099i,0.0013103-0.015516i,0.0012796-0.002554i,0.00077473+0.0018303i,0.0015448+0.0038119i,0.0016828+0.0061898i,-0.0008595+0.0073059i,-0.0037757+0.0072243i,-0.0039277+0.0063407i,-0.0024331+0.0043209i,-0.00075012+0.0023326i,0.00081634+0.001626i,0.0021172+0.0014436i,0.0027811-0.00052241i,0.0031973-0.0033514i,0.0032271-0.0042096i
0.0044486+0.0050576i,0.0087561+0.021205i,0.002351+0.059081i,-0.02617+0.097133i,-0.053645+0.093707i,-0.045862+0.059291i,-0.023303+0.034757i,-0.014294+0.019886i,-0.0098329+0.0053036i,-0.0030854-0.0028024i,-0.00050849-0.0047779i,-0.0023273-0.0061683i,-0.0035686-0.0070369i,-0.0015083-0.0053136i,0.0018097-0.0031939i,0.004168-0.0019929i,0.0045382-0.0012005i,0.0025248-0.0018146i,0.00038956-0.0035242i,-0.00053763-0.0047577i,-0.0010343-0.0028965i,-0.0023683+0.00042962i,-0.0033569+0.0015784i
-0.0021457-0.0032474i,0.0016231-0.01751i,0.02127-0.046182i,0.058218-0.068725i,0.079553-0.058076i,0.059294-0.034159i,0.03113-0.020885i,0.020794-0.0095636i,0.012611+0.00071945i,0.0034312+0.003483i,0.00013593+0.0022349i,-4.2887e-05+0.0019892i,-0.00084394+0.0025415i,-0.0040436+0.0024461i,-0.0064668+0.0012438i,-0.0067303+0.00073762i,-0.0053583+0.00075882i,-0.0030965+0.00083417i,-0.0018812+0.00052579i,-0.0012404-0.00025536i,-9.5165e-05-0.00065181i,0.0017447-0.0010269i,0.0025168-0.0009249i
0.0018785+0.0038815i,-0.0039752+0.014678i,-0.02764+0.032447i,-0.066178+0.03824i,-0.083459+0.020812i,-0.060746+0.0058133i,-0.033333+0.0035367i,-0.020159-0.0021504i,-0.009416-0.0061346i,-0.00065407-0.0036168i,0.0013673-0.0018358i,0.0014581-0.0016594i,0.002783-0.0013067i,0.0037473+0.0006987i,0.0034191+0.0040937i,0.0036668+0.0048758i,0.0039343+0.0035245i,0.0027892+0.0015634i,0.0022229-0.00021696i,0.0028624-0.0015024i,0.0020424-0.0023324i,-0.00011372-0.0024275i,-0.0012611-0.0026647i
0.0024467-0.0037377i,0.0098425-0.011727i,0.034813-0.019134i,0.067674-0.011968i,0.073304+0.0066778i,0.048489+0.012054i,0.02746+0.0049378i,0.01642+0.0025344i,0.0054064+0.001978i,-0.00021434-0.00083569i,-0.00081401-0.0023095i,-0.0030988-0.0028744i,-0.0058732-0.0026564i,-0.0064041-0.0033472i,-0.0048396-0.0043882i,-0.0029271-0.0044322i,-0.0013794-0.0038355i,-0.00096502-0.0019557i,-0.0015728-0.00084285i,-0.0014296-0.0015409i,-0.0010993-0.0013275i,-0.00071094+0.00010572i,-0.00053169+0.00051967i
0.00054204+0.0027882i,-0.0071441+0.0072166i,-0.028133+0.004718i,-0.053276-0.013918i,-0.054875-0.033059i,-0.033945-0.027435i,-0.016728-0.011857i,-0.0072162-0.0052317i,-7.7529e-07-0.001605i,0.0023451+0.00056876i,0.002205+0.00028508i,0.0032064+0.00025872i,0.0043168+0.001684i,0.0027521+0.0039142i,0.00047303+0.0056449i,-0.00025859+0.0066149i,-0.0011887+0.0059666i,-0.00097851+0.00365i,0.00088756+0.00086004i,0.0019315-0.0011034i,0.0016717-0.0015257i,0.0018342-0.00098691i,0.0022031-0.00011532i
0.0028653-0.0034839i,0.010401-0.0035291i,0.027276+0.0037321i,0.04068+0.025634i,0.032279+0.04247i,0.016589+0.033018i,0.0093395+0.014687i,0.0026321+0.0046971i,-0.0018615-0.00077543i,-0.0010822-0.0029543i,-0.00089387-0.0031905i,-0.0032652-0.0026734i,-0.0044254-0.0033111i,-0.0033324-0.0040351i,-0.0012243-0.0025307i,0.00095407-0.0018028i,0.0015029-0.0018092i,0.00050913-0.0017485i,-0.00036757-0.0021037i,0.00041127-0.0025187i,0.00086207-0.0021412i,-0.00015583-0.001926i,-0.0019476-0.0022119i
-0.0043316-0.00016779i,-0.00906+0.00031427i,-0.018177-0.010118i,-0.021754-0.033197i,-0.010192-0.044753i,-0.0010747-0.032677i,-0.00075563-0.017254i,0.0023359-0.0089133i,0.0029681-0.0024011i,0.00027935+0.0010212i,-0.00037526+0.00067486i,0.00050688-9.032e-05i,0.0012256+0.00043411i,-0.00027021+0.0018399i,-0.0033637+0.0027725i,-0.0054542+0.0023053i,-0.0041452+0.0017152i,-0.0012813+0.0016128i,-2.0323e-05+0.001214i,-6.6032e-05+0.00016617i,-5.6615e-05-0.00037799i,0.0002137+0.00045075i,-0.0001226+0.0020636i
0.0020796-9.8926e-06i,0.0062405+0.0036813i,0.011383+0.014477i,0.0074439+0.033958i,-0.0055791+0.040771i,-0.0095596+0.027848i,-0.0051853+0.015639i,-0.003336+0.0079357i,-0.00060673+0.0015313i,0.0014529-0.00077306i,0.00042732-0.00079133i,-0.00042345-0.0010241i,-0.00059525-0.0020578i,0.00058691-0.0019269i,0.0021676-0.0002247i,0.0028783+0.0013377i,0.0030812+0.0013944i,0.0017316+0.00028799i,0.00022206-0.0002742i,-0.00024943-0.00075662i,0.00021567-0.0012069i,0.0015571-0.001419i,0.0025126-0.0015015i
-0.0035524+0.00076201i,-0.0051488-0.0028962i,-0.0032154-0.013968i,0.0065098-0.029702i,0.018381-0.031627i,0.017234-0.020254i,0.0093174-0.013309i,0.0050724-0.0090908i,0.00078422-0.0037002i,-0.00092355-0.0015084i,-0.00081937-0.0010626i,-0.0017998-1.5146e-05i,-0.0038295+0.00041209i,-0.0055637+0.00020908i,-0.0055053-0.00039623i,-0.0046691-0.0010132i,-0.0032595-0.00059252i,-0.0017162+0.00033777i,-0.00017441+0.00070881i,0.00061269+0.00042078i,0.00010268-0.00032148i,-0.00082351-0.0010403i,-0.0021095-0.0015897i
0.0025628+0.00345i,0.004218+0.0069243i,0.0026315+0.014729i,-0.0079894+0.022616i,-0.020519+0.018025i,-0.019501+0.0081894i,-0.011367+0.0054026i,-0.0045434+0.0026014i,0.00031649-0.00042898i,0.001093-0.0011713i,0.00077816-0.0020404i,0.0014942-0.0023135i,0.0032362-0.0015989i,0.0043472-0.00082686i,0.0032469+0.00080239i,0.0016198+0.0028377i,0.001023+0.0034162i,0.00015391+0.0014411i,-0.001277-0.00062952i,-0.0015224-0.00096639i,-0.00072368-0.00035004i,0.00095205+0.00062019i,0.0025544+0.0017508i
0.0032745-0.00028162i,0.0044182-0.0053916i,0.011016-0.012506i,0.020583-0.017363i,0.025564-0.01136i,0.018889-0.0019025i,0.010787+0.0010741i,0.005567+0.001954i,0.0019116+0.00095871i,0.00079402-0.0010898i,-0.00023435-0.001576i,-0.0024109-0.0010894i,-0.0044384+0.00014657i,-0.0050932+0.00090117i,-0.0039957+0.00082324i,-0.0029876+0.0005521i,-0.0021144+0.00028581i,-0.000914+0.00034094i,-0.00062972+0.00062208i,-0.00052354+0.00097001i,0.00023809+0.00045254i,0.0002995-0.001428i,-0.00036437-0.0041275i
0.000982+0.0027815i,0.001278+0.0049359i,-0.0029205+0.0079465i,-0.013642+0.0052845i,-0.019576-0.0045864i,-0.01446-0.0098023i,-0.008329-0.00776i,-0.0040976-0.0053984i,-0.0012064-0.0021166i,7.482e-05-0.00018298i,0.00074338-0.0008968i,0.0010051-0.0016031i,0.00122-0.00049469i,0.00084536+0.0013426i,7.9853e-05+0.0022085i,-0.00096449+0.0026949i,-0.0013398+0.0021076i,-0.00029553+0.00065815i,0.0014637-0.001356i,0.0017766-0.0029913i,0.00023511-0.0025529i,-0.00047074-0.00034485i,0.00026427+0.0026054i
0.0036297+0.00032436i,0.0048436-0.00023737i,0.011157-0.0020375i,0.018977+0.00078207i,0.018508+0.0074263i,0.010715+0.009145i,0.0057814+0.0072588i,0.0023121+0.0038985i,0.00016373-0.00025937i,0.00033327-0.0018784i,-0.00017463-0.0015101i,-0.00070035-0.0016182i,-0.0015452-0.003097i,-0.0015541-0.0038179i,-0.00060401-0.0028487i,0.00030325-0.0021434i,0.00049331-0.00098389i,-0.00080344+0.0010911i,-0.0020274+0.0022494i,-0.0021489+0.0024362i,-0.0010038+0.0015926i,0.0014041-0.0004849i,0.0029793-0.0021021i
0.0010738+0.0019539i,1.2686e-05+0.0017377i,-0.0032332-0.00116i,-0.0077633-0.0081142i,-0.0071714-0.015023i,-0.0027598-0.014582i,-0.00033338-0.01044i,-1.3873e-05-0.0051599i,0.00012806-0.0003203i,0.0010045+6.7299e-05i,0.00089282-0.0005374i,-0.00052314-0.00028565i,-0.0024293+0.0014068i,-0.0033416+0.0039954i,-0.0036043+0.0053783i,-0.0036794+0.0047807i,-0.0023689+0.0029777i,-0.00020012+0.00010525i,0.0015458-0.0024159i,0.0028629-0.002774i,0.0023784-0.0029762i,-0.00015587-0.0026419i,-0.0023686-0.0013686i
-0.0011915+2.3067e-05i,0.0016726+0.0019462i,0.0067925+0.0055313i,0.0096253+0.010998i,0.0052677+0.012804i,-0.0021751+0.0086618i,-0.0052234+0.0042642i,-0.0044883+0.00086325i,-0.0023692-0.00070866i,-0.0014753-0.00049564i,-0.00010456-0.00092637i,0.0015787-0.0024806i,0.0017296-0.0037036i,0.0023577-0.0042392i,0.0016897-0.0032707i,0.0011461-0.00084313i,0.0019408+0.0007805i,0.00081863+0.00075002i,-0.0015201+0.00011943i,-0.0027584-0.00036353i,-0.0019463-0.00039623i,9.4994e-05+0.00065872i,0.0023458+0.0012154i
-0.0015029-8.1744e-06i,-0.0022738+0.00016914i,-0.0030901-0.0029403i,-0.0022854-0.0092347i,0.0015218-0.01135i,0.0054002-0.0072451i,0.0069416-0.0027242i,0.0057949-0.00017974i,0.0028551+0.00020785i,0.0010682+0.00032457i,0.00026919+0.00072669i,-0.0015994+0.00076175i,-0.0031275+0.00068693i,-0.0035668+0.0013411i,-0.0039794+0.0017701i,-0.0042638+0.0015202i,-0.0031475+0.0013231i,-0.0011909+0.0013814i,0.0001777+0.0014712i,0.001959+0.0011549i,0.0034502-0.00030304i,0.0023573-0.0020425i,0.00010483-0.002757i
-0.0010074+0.004631i,0.0031116+0.0059701i,0.0064534+0.0096574i,0.0060957+0.012054i,0.00068639+0.0092634i,-0.0035995+0.0025126i,-0.0041906-0.0012513i,-0.0026784-0.0020099i,-0.0010852-0.00086349i,0.00038053+0.00046721i,0.001046-0.00073261i,0.00029923-0.0014493i,0.00031977-0.00046449i,0.00080815+0.0013917i,0.0021194+0.0031773i,0.0024007+0.0029626i,0.00072621+0.0012736i,-0.00069968-0.00028464i,-0.0013094-0.0027741i,-0.001542-0.0048233i,-0.0025455-0.0037242i,-0.002547-0.0015946i,-0.0010615+0.00012926i
-0.00058643+0.00034419i,-0.00065112-0.0017682i,0.00050461-0.0051047i,0.0035359-0.008082i,0.0065362-0.0061722i,0.0055915-0.0010625i,0.0026063+0.0019617i,-0.00015857+0.0018826i,-0.0019546+0.00034155i,-0.0018292-0.0010556i,-0.00089186-0.0021737i,-0.0013089-0.0028066i,-0.0026934-0.0030806i,-0.0041328-0.003199i,-0.0045943-0.0030083i,-0.0033597-0.0019731i,-0.0014888+0.00038136i,-0.00029387+0.0019611i,0.00052564+0.0022587i,0.0012807+0.0025588i,0.0024046+0.002134i,0.003855+0.00042873i,0.0036854-0.0011439i
0.0014804+0.0028171i,0.0023231+0.0026725i,0.0020493+0.0037759i,-5.6119e-05+0.0046242i,-0.0023101+0.0022793i,-0.0012167-0.0019251i,0.0015431-0.0037293i,0.0028238-0.0038424i,0.0019912-0.0024382i,0.00049472-0.00036898i,-0.00035272+0.00037647i,3.7763e-05+0.00040618i,0.00036743+0.001603i,0.00056439+0.0039407i,0.00044883+0.0049588i,-0.00010961+0.0042697i,-0.0014525+0.0028082i,-0.0019855+0.00010419i,-0.00059457-0.0022609i,-0.00015929-0.0043104i,-0.00048929-0.0051388i,-0.0011862-0.0034824i,-0.0018153-0.0020092i
0.0013174+0.00090702i,0.00090969-0.0010374i,0.0032863-0.0030704i,0.0071558-0.0035483i,0.0064027-0.0013772i,0.0013784+0.0009695i,-0.0026306+0.0018653i,-0.003151+0.0020016i,-0.0014027+0.00086229i,0.0004274-0.00084926i,0.00067424-0.0014281i,-0.00055724-0.0021493i,-0.0021986-0.0031175i,-0.0029179-0.0031872i,-0.0019233-0.0020803i,-0.00011545-0.00073876i,0.00073588-0.00046003i,0.0010083-0.00056484i,-0.00017561+0.00044576i,-0.0018398+0.0017801i,-0.0016744+0.0023954i,-0.00018029+0.0023971i,0.00012396+0.0015648i
-0.00036789+0.00073352i,0.00081464+0.001006i,0.0009866+0.0018365i,-0.00094406+0.0011628i,-0.0024907-0.0016034i,-0.00093256-0.0025728i,0.0015815-0.00066605i,0.001304+3.3824e-05i,0.00042791+0.00020659i,0.00062125+0.00067895i,0.00096573+0.00071618i,0.00062515+0.00073494i,-0.00062401+0.0014208i,-0.0015876+0.0018206i,-0.0024191+0.0015818i,-0.003309+0.0017272i,-0.0025156+0.0018705i,-0.00014382+0.0013612i,0.0015355+0.00092866i,0.0025424-0.0001562i,0.0035326-0.0016167i,0.0033038-0.0025775i,0.0026646-0.002827i
-0.001883-0.0018023i,0.00013911-0.0012693i,0.0016567-0.00064358i,0.0036237+0.00023386i,0.0034946+0.0020462i,0.0020339+0.001573i,0.0018055-0.00056441i,0.0018922-0.0024605i,0.00097253-0.0031465i,-0.0003467-0.0023907i,-0.0007577-0.0019062i,-0.00062559-0.0019317i,0.0001495-0.0018386i,0.0012357-0.00099631i,0.0017804-8.8136e-06i,0.001534+0.00048241i,0.0002185+0.00081865i,-0.0014401+0.00018428i,-0.0019907-0.0014631i,-0.0028701-0.0022238i,-0.0042544-0.0018403i,-0.003245-0.00081535i,-0.0012122-6.0163e-05i
-0.00069073+0.00053411i,0.00011223+0.00081219i,0.00020467+0.00051565i,-0.0010933-0.0008438i,-0.0011558-0.0024046i,8.2675e-05-0.0012739i,-0.00011556+0.0011432i,9.543e-05+0.0014568i,0.0013032+0.00052354i,0.0013473-0.00019594i,0.00043959-0.00035236i,-0.0010856+7.7561e-06i,-0.0022664+7.4447e-05i,-0.0025517+9.881e-05i,-0.0023176+0.00058215i,-0.0010656+0.0005652i,-9.9192e-05+4.9228e-05i,6.4051e-05+0.0004089i,0.0012286+0.0008523i,0.002727+0.00059201i,0.0037473+0.00032859i,0.0037102+0.0003393i,0.002721+0.00031084i
0.00030161+0.00099101i,0.0016753+0.00016713i,0.0039885-0.00055159i,0.0053347+0.00040656i,0.003721+0.00090127i,0.0018186-0.0012287i,0.0017619-0.0032953i,0.00016709-0.003562i,-0.0010095-0.0013615i,-0.00058991+0.00064186i,0.00057694+0.00093154i,0.0012258-0.00028222i,0.00067485-0.001344i,0.00028109-0.0018174i,-0.00070828-0.0010935i,-0.0017446+0.00098538i,-0.0017516+0.0020178i,-0.0021285+0.0018835i,-0.001895+0.00035201i,-0.0011371-0.0022307i,-0.0015288-0.0038148i,-0.0015344-0.0034828i,-0.0010283-0.0026514i
-0.0019823+0.002968i,-0.00028696+0.003256i,0.00049109+0.0026548i,0.00032531+0.00068216i,0.00045421-0.001389i,-0.00011886-0.0011219i,-0.00090237-0.00074489i,-0.000821-0.0014241i,-0.00054945-0.0015908i,-0.00068861-0.0012852i,-0.00094424-0.0012472i,-0.0011442-0.0015375i,-0.0020053-0.00047781i,-0.0031264+0.00099523i,-0.0025721+0.0012747i,-0.00079838+0.0014049i,0.00039455+0.00020539i,0.00042594-0.0012924i,0.0002999-0.00071246i,-9.6394e-05+0.00052557i,-0.00094958+0.0019555i,-0.0010939+0.0030369i,-0.00054591+0.0023522i
-0.00042505-0.0011741i,0.00043803-0.00027873i,0.0013009+0.0013787i,0.00087661+0.0028271i,-0.00013174+0.0035531i,-0.00010537+0.0029713i,0.00093039+0.0026498i,0.0018718+0.0025398i,0.0014693+0.0014808i,0.0013237+0.00087455i,0.0015446+0.00029867i,0.0012342-0.00019671i,0.0012133-0.00031759i,0.0012352-0.001232i,0.0009827-0.0012664i,0.00051798-0.00042233i,0.00028059+0.00047871i,-4.6539e-05+0.00095462i,0.00067367-0.00018888i,0.0022781-0.0018518i,0.00273-0.0028038i,0.0025526-0.003703i,0.0025501-0.0031819i
-9.6724e-05+0.00086388i,0.00011165+0.0010101i,0.0011619+0.00065817i,0.0026468-0.0014074i,0.0035452-0.0039198i,0.0024492-0.0044231i,0.0012198-0.0030646i,4.002e-05-0.0027814i,-0.00092633-0.002057i,-0.0012585-0.00094802i,-0.0011277-0.0010961i,-0.00091345-0.0011328i,-0.0013583-0.0005511i,-0.0021909+1.1342e-05i,-0.0025616+0.00070821i,-0.0022737+0.0014994i,-0.0013734+0.0016063i,-0.00046803+0.00089465i,-0.00090021-0.00036626i,-0.0021587-0.0012221i,-0.0034988-0.0010505i,-0.0041713-0.00051397i,-0.0038201-0.00076468i
5.904e-05+0.00087152i,0.0013386+0.0010665i,0.0033239+0.00016459i,0.0028693+3.4247e-05i,0.0001594+0.00012146i,-0.00055434-0.00021254i,0.0012462-0.0003122i,0.002093-0.0010491i,0.0010556-0.0025441i,0.00034963-0.0031614i,-0.00028973-0.0029102i,-0.00048578-0.0011753i,0.0002877+0.0011753i,0.0007485+0.0020332i,0.0014296+0.0014428i,0.00077166+0.00055849i,-0.00093314-0.00081841i,-0.0010221-0.00098861i,3.624e-05-5.0755e-05i,0.0010509+0.00034324i,0.0025871+0.00032652i,0.0041748+0.00029251i,0.0041568+0.001391i
-0.0010662-0.0016328i,-0.00045975-0.0016508i,-1.2055e-05-0.0012816i,0.00054397-0.0013824i,0.0012645-0.0014392i,0.00047024-0.001117i,-0.00043329-0.00076937i,-0.00039384-0.000323i,-0.00013255+0.0005131i,-1.5431e-05+0.0012074i,0.00028165+0.0007367i,7.0752e-05-0.00085003i,-0.0010254-0.002102i,-0.0029196-0.0026398i,-0.0027375-0.0023376i,-0.0013396-0.00081368i,-0.00032546+0.00046791i,0.00093514+0.00033393i,0.0017443-0.00084763i,0.00072393-0.002303i,-0.0013741-0.00358i,-0.0021548-0.0047513i,-0.0017608-0.004652i
-0.0013267+0.0010325i,0.00066331+0.0021305i,0.0020301+0.0029968i,0.0011941+0.0030427i,-0.0002515+0.0025903i,-0.0008969+0.0016301i,-0.00092174+0.00061564i,-0.002139-0.00015222i,-0.0038851-0.00076803i,-0.0036716-0.00034786i,-0.0017763+0.00069601i,-0.00042958+0.00023856i,-0.00041792+0.00019233i,-0.00016945+0.0016933i,-0.00013302+0.002831i,-0.0003325+0.0023623i,-0.0010805+0.0007661i,-0.0017801-2.5144e-05i,-0.0014896+3.2204e-05i,-0.00033275+0.0010412i,0.0012172+0.0024105i,0.00079988+0.0033738i,-0.00052563+0.0034194i
-0.00028552+0.00019583i,0.0022187+0.00069475i,0.0035039+0.00058249i,0.0034797+0.00073412i,0.0031945+0.00049309i,0.0020458-0.00013781i,0.0014799-0.00031414i,0.0024284-0.0010992i,0.0026123-0.0019717i,0.0012594-0.0017671i,0.0011998-0.0017005i,0.00075606-0.0020812i,-0.0012766-0.0017995i,-0.0015641-0.0020433i,-0.0010449-0.0025426i,-0.0011118-0.001745i,-0.00014118-0.0005474i,0.00051254-0.00044379i,0.00075169-0.0011884i,0.001205-0.002621i,0.0014147-0.0040127i,0.0019904-0.0046565i,0.0020637-0.0038957i
-0.00058193+0.00037359i,-0.00026422+0.00027427i,-0.0001756+0.00010879i,0.00014969+9.1465e-05i,-0.00038065-0.0014587i,-0.0011064-0.0024799i,-0.0010316-0.001398i,-0.00073918-0.00067866i,-2.2568e-05+0.00063395i,0.00067205+0.001497i,0.00075524-5.8138e-05i,0.0003202-0.00084062i,-0.00039303-0.00077184i,-0.0015288-0.00027138i,-0.0022286+0.0011697i,-0.0018214+0.0018093i,-0.00092656+0.00085061i,-0.00027867-4.8498e-05i,-0.00049588-0.00012303i,-0.00073488+0.0002042i,-0.0019271+0.0011297i,-0.0024198+0.0019014i,-0.0024017+0.0016641i
-0.00036926+0.00089528i,0.0011865+0.0010717i,0.0020165+0.00012364i,0.0017217-0.00051489i,0.0011084-7.7927e-05i,-0.00093857+0.00041384i,-0.00089627+0.00021959i,-0.00094057-0.001402i,-0.0025761-0.002541i,-0.0025509-0.0018777i,-0.0019687-0.0010481i,-0.0017173-0.00092457i,-0.00096553-0.00079825i,-0.00073439-0.00077947i,-0.00011883-0.00065585i,0.00021719+0.00022177i,-0.00026532+0.0011544i,-0.00062251+0.0011124i,0.00023959-0.00041913i,0.00242-0.0015966i,0.0039037-0.0011304i,0.0045038-9.1078e-05i,0.0030647+0.00029566i
0.00043972-0.0003212i,0.00033454+0.00049746i,0.0017013+0.0011515i,0.003057-0.00013059i,0.0016556-0.0024798i,0.00029856-0.0027923i,0.00088985-0.0018995i,0.0012835-0.0011749i,0.0016641-0.00052941i,0.0026894-0.00063037i,0.0019573-0.0014691i,0.00016996-0.0020351i,-0.0010127-0.00063897i,-0.0018131+0.0013642i,-0.0025905+0.0012695i,-0.0014886+0.00053201i,0.00048648+0.00038322i,0.0010697+1.5673e-05i,9.2781e-05-6.5858e-05i,-0.0017774-0.00082289i,-0.0030198-0.0020473i,-0.0033155-0.002502i,-0.0026804-0.0023686i
0.0017777-0.001096i,0.001735-0.0024152i,0.0016031-0.0031911i,0.00055232-0.0028676i,-0.0020419-0.001775i,-0.0028573+1.6011e-05i,-0.00083808+0.0011878i,0.00049226+0.0023199i,0.00037992+0.002154i,2.7699e-06+0.0011772i,0.00024447+0.00088407i,0.00022702+0.00047203i,-0.00025427-0.00033038i,-0.00077969-0.0004588i,-0.0010392+0.0006645i,-0.0001464+0.0016425i,0.00074997+0.0015739i,0.00066196+0.0009001i,0.00039614+0.00064668i,0.0013168+0.0011308i,0.0021567+0.002335i,0.0018086+0.0026747i,0.0013255+0.001877i
0.00049746-0.00089963i,0.00084145+8.7014e-05i,0.0015391+0.00039571i,0.0018037-9.6897e-05i,0.0013113-0.00024767i,0.00093941-0.00048923i,0.0011928-0.0013756i,0.001307-0.0017833i,0.00029234-0.0021976i,-0.00033308-0.0027456i,-0.00037537-0.0019512i,-0.00055672-0.0011801i,-0.0010873-0.00052657i,-0.00099491+0.001306i,-0.00057494+0.0019973i,-0.00070595+0.0013089i,-0.0011498+0.00087897i,-0.00055032+0.0016256i,0.00059571+0.0002221i,0.00018685-0.0025302i,-0.00057277-0.0033431i,-0.0005699-0.0031452i,-0.0005757-0.0025634i
0.00018519-0.0016078i,-0.0003267-0.00086623i,-0.00058496-0.00043447i,-0.0009762-0.00025382i,-0.0012922-0.00078841i,-0.001066-0.00089903i,-0.00037487-0.00050802i,0.0011181-0.00099909i,0.00086072-0.0015095i,0.00031942-0.0017968i,0.0013552-0.0015867i,0.0010569-0.0014826i,-0.00022649-0.0028253i,9.9453e-05-0.0037934i,0.00094706-0.0028245i,0.00093307-0.0015874i,0.00050117-0.0016201i,0.00068153-0.0016446i,0.00079059-0.00079206i,0.00085961-0.0002453i,0.0010184+0.0012401i,-0.00026525+0.0023632i,-0.00099357+0.0020877i
0.0009757-0.00010727i,0.0012459-0.00068252i,0.0017835-0.0020541i,0.0018692-0.0028411i,0.00012721-0.0024414i,-0.0012106-0.00072971i,-0.00089202+0.0003175i,-0.00056775-2.5293e-05i,-0.00062684-0.00035207i,-0.0004039-8.2071e-05i,0.00048819-0.00029061i,0.00050748+0.0009291i,-0.0004736+0.0025811i,-0.0019483+0.00241i,-0.002228+0.0017445i,-0.0018098+0.0015266i,-0.0014388+0.0017654i,-0.00074875+0.0013883i,-0.00049-0.00018314i,0.0004167-0.0017437i,0.0023345-0.0019473i,0.0033955-0.0016869i,0.0026629-0.0011362i
7.7509e-05+0.00027193i,0.0015222+0.00050529i,0.0016851-9.7947e-05i,0.00097496-0.0017086i,-2.0322e-05-0.0027683i,-0.0010916-0.0021456i,-0.00047897-0.00080381i,0.00010054-0.0016454i,-0.00025396-0.0019316i,-0.0001966-0.0017195i,-0.00045274-0.0031862i,-0.00066129-0.0035697i,-0.00043565-0.0030177i,0.00076787-0.001639i,0.0015161-0.00011361i,0.00097889+0.00051074i,2.6752e-05+0.00056329i,0.00067388+0.00083347i,0.00082901+0.00049841i,-0.00088458-0.0006899i,-0.0019223-0.0012724i,-0.0023655-0.00069219i,-0.0025288-0.00094073i
0.0024671+0.0012026i,0.0029268+0.00093276i,0.0037594+0.0001784i,0.0041977-0.00020482i,0.0028528+0.0002574i,0.00090938+0.00096589i,0.00088931+0.00019655i,0.0010616-0.00063222i,0.0010258-0.00048672i,0.0014314-6.3535e-05i,0.0015445+0.00056056i,0.0010266+0.00030161i,-0.00095747-1.2046e-05i,-0.0041175+0.00081261i,-0.0045532+0.0010471i,-0.0021162+0.00075926i,-0.00020324-0.00030405i,0.00084392-0.0015476i,0.0015771-0.0019674i,0.0026248-0.0023152i,0.0028674-0.001764i,0.0022111-0.00064331i,0.0014471-3.1099e-05i
0.00035932-0.0020731i,0.00048281-0.0018005i,0.00047107-0.00047059i,0.00059097+0.00092092i,0.00030276+7.9665e-06i,-8.7457e-05-0.0014071i,0.00049408-0.0011051i,0.00059513+0.0010733i,-0.00085343+0.0013781i,-0.0015608-0.00013631i,-0.001081-4.6984e-05i,-3.0033e-05+0.00052349i,0.0011154+0.00086441i,0.0020026+0.0018082i,0.0014389+0.0024814i,0.00028391+0.0023201i,-0.00066267+0.0019841i,-0.0013594+0.0010721i,-0.0011441+7.7242e-05i,-0.001463+0.00013247i,-0.0025397+4.3165e-05i,-0.0022536-0.00074448i,-0.0010545-0.00095389i
