-0.0030644-0.00090741i,-0.0019065+2.2481e-05i,-0.0023476+0.0024402i,-0.0018798+0.0028551i,-0.00017219+0.0025388i,0.00043522+0.0017198i,-0.00024223+0.0011953i,-0.00066222+0.0011947i,-2.9347e-05+0.00072439i,0.0012324-0.00013219i,0.0017806-0.00027851i,0.0015832-0.0010055i,0.00096336-0.0017929i,-0.00052154-0.0018055i,-0.0015546-0.0016582i,-0.00079483-0.0008602i,-0.00054913-0.00054922i,-0.00059181-0.00076423i,0.00014865-0.00069563i,0.00051918-0.00020514i,0.00025292-0.00056521i,0.00066778-0.00053743i,0.0013732+0.00015469i
0.0010547-0.0014364i,0.0022389-0.00099331i,0.0024472-0.00067636i,0.0014619-0.00096883i,0.00048066-0.0013676i,0.00022353-0.00066283i,0.00086864+0.00043503i,0.0010459+8.9317e-05i,0.00015027-0.00067377i,-0.00025693-0.00071131i,0.00017391+0.0001895i,0.00047678+0.00034968i,0.00034357-6.297e-05i,0.00019292-0.00043268i,0.00041646-8.0101e-05i,-0.00024155-0.00012543i,-0.0012582-0.00032981i,-0.00091995-0.00031801i,-0.00049643-0.00035627i,-0.00045738-0.00025219i,-0.00035315+8.4131e-05i,-0.00062775-4.8959e-05i,-0.00059824+0.00020474i
-0.00024621+0.00070427i,-0.0012453+0.00040269i,-0.0013979+0.00087243i,-0.00018543+0.0010037i,0.0012582+0.00069221i,0.0011568-0.00017236i,0.00061837-0.00051971i,0.00091826-0.00030914i,0.0013419-0.00022977i,0.001309-0.00041278i,0.0010606-0.00030479i,0.00092849-0.00014254i,0.00027453-0.0010049i,-0.0001863-0.0013111i,-0.0001016-0.00090102i,-0.00043622-0.00076784i,-0.00066634-0.00040428i,-0.00045175+0.00010972i,0.00023942+9.4351e-05i,0.00047346-2.4472e-06i,-1.1715e-05+0.00014572i,0.00044591-0.00032958i,0.00084834-0.00090286i
0.00099557+0.00052586i,0.00067213+0.00071686i,0.00086244-5.5964e-05i,0.0020287-0.00041604i,0.001799+0.00045167i,0.00020058+4.2028e-05i,-0.00062351-0.0010791i,-0.00029856-0.0012167i,0.00047292-0.00064082i,0.00022108+0.00035062i,-1.5593e-05+0.00033825i,-6.6388e-06-0.00047592i,-0.00024559-0.00077231i,-0.00059388-0.00081941i,-0.0011515+5.1785e-05i,-0.0013635+0.00033212i,-0.00074103-0.00017346i,-4.9074e-05+0.00017395i,8.2682e-05-0.00019845i,-0.00051287-0.0007911i,-0.00072667-0.00039123i,0.00011896-0.00056758i,-2.707e-05-0.0012064i
-0.0019547+0.00076194i,-0.0015481+0.0014636i,-0.0012563+0.00099205i,-6.3254e-05+0.0011826i,0.0011423+0.0015092i,0.00062233+0.00068346i,0.00038431-0.00015427i,0.00043764-0.0012035i,0.00040396-0.00091864i,0.0002114+1.8019e-05i,-0.00020908-0.0001301i,-0.0001697-0.00045526i,-0.00019191-0.0007991i,-0.00042562-0.00053337i,9.4217e-05+0.00029258i,-0.00018133+0.00022351i,-0.00051935-0.00068466i,-0.00043787-0.00037879i,-0.00056938-0.0002834i,-0.00034288-0.00075622i,-0.00015188-0.00098016i,-0.00020478-0.00079756i,-0.00022851-0.00072041i
0.0010073+0.00050278i,0.00081944+0.00083294i,0.0020391+0.00094197i,0.0018096-0.00032129i,0.0002496-0.001311i,-0.00020468-0.00094902i,0.00066268-0.00076413i,0.00042371-0.00053717i,-0.00010867-1.8137e-05i,5.9265e-05+0.00043427i,0.00022216+0.00049935i,0.00018034+0.0003975i,-0.00013898+0.00040815i,-0.00015644+0.00029984i,-0.00022875+0.00033519i,-0.00023639+0.00032121i,-8.448e-05-0.00010546i,-0.0006059-0.00076601i,-0.0004088-0.0011013i,0.00045323-0.0005124i,0.0007964-0.00042522i,0.0011866-5.3871e-05i,0.00050783+0.00090015i
1.1579e-05+0.00012707i,0.00024259-2.5585e-07i,0.00083996-0.00017353i,0.0012352-0.00061528i,0.00093063-0.00023394i,0.00046808+0.00040029i,0.001005+5.9253e-05i,0.00098009-0.00030606i,0.00048445-0.00038274i,0.00017993-0.00025614i,-0.00015558-0.00031164i,-0.00037246-0.0007767i,5.7115e-05-0.00079538i,1.9813e-05-0.00017198i,-6.4982e-05+0.00019444i,-0.00018966-1.1296e-05i,-9.8289e-05+8.1074e-05i,-0.00041404+0.00021142i,-7.2049e-06+0.00016543i,0.00061839+0.00026243i,0.00051796+0.00062119i,0.00072209+0.00040662i,0.0013127+0.00022239i
0.0013099-0.0017422i,0.00085578-0.0019184i,0.00046436-0.0013751i,0.00031664-0.0016451i,0.00034456-0.0015135i,2.4657e-05-0.00097938i,0.00011537+0.00010753i,0.00050134+0.00050704i,0.00025224+0.00036413i,-0.00026292+0.00089514i,0.00020088+0.00071621i,0.00014615+0.00025073i,-0.00058181-6.9564e-05i,-0.00061925-0.00036768i,-0.00054232-2.5866e-05i,-0.00050883+0.00071417i,-0.00054709+0.0009973i,0.00031227+0.001057i,0.001702+0.00073431i,0.0016923+5.9247e-05i,0.00036157+9.682e-05i,-0.00037549+7.3845e-05i,0.00030903+0.00025327i
-0.0013472-6.3273e-05i,-0.0013786+0.00093814i,-0.00091996+0.00090551i,-0.00060104+0.0011839i,-0.00079347+0.00036852i,-0.00019418-6.5748e-05i,0.0012294+0.00043287i,0.0012508+0.00065378i,0.00054805+0.00028197i,0.00051344-0.00047765i,0.0004638-0.00018002i,6.4754e-06+0.00030852i,-0.00046864-3.0565e-05i,-0.00047515-0.00061055i,-0.00058661-0.00087527i,-0.00058031-0.0006651i,-0.00082407-0.00030771i,-0.00045265-0.00019049i,0.00046663-0.00015288i,0.0012397-0.00035586i,0.0014535-0.00028344i,0.00046034-0.0004914i,-0.00018907+3.2036e-05i
0.0011456-0.00014179i,0.0017152-0.0015493i,0.0028741-0.0016869i,0.0022789-0.001083i,0.0010096-0.0013157i,-3.0851e-05-0.0010382i,-0.00048566+0.0002548i,0.00047+0.00048426i,0.001302+0.00019926i,0.00076419-0.00040783i,0.00018914-0.00089895i,8.5967e-05-0.00067998i,5.2371e-05-0.00044245i,3.0674e-06+9.5256e-05i,-0.00046843+0.001175i,-0.00077845+0.0012665i,-0.00054495+3.8304e-05i,-0.00071584-0.0008115i,-0.00053183-0.00093865i,0.00026484-0.00080467i,0.00074531-0.00015687i,0.00027087-4.7591e-06i,0.00014787-0.00065264i
0.00031555-0.0012249i,0.00054288+0.00042555i,0.0012062+0.0010966i,0.0019664+0.00029919i,0.0013135-0.00028248i,0.00037745+8.7081e-05i,-0.00015583+0.00041967i,-0.0004191-7.4535e-05i,-0.00054371-0.00046092i,3.1845e-05-0.00054229i,0.00052517-0.00084297i,0.00047303-0.00085295i,0.00022736-0.00072018i,-1.4362e-05-0.00013393i,-0.00036828-3.2879e-05i,0.00024626-0.00049945i,0.00063777-0.00018998i,0.00057548+0.00033641i,0.00059211-0.00010462i,0.00053558-0.00018543i,0.00037652+0.00017819i,0.00064503+0.00033772i,-3.9503e-05+0.0007288i
0.0029203+0.0003818i,0.0035802-0.0002157i,0.0026391-0.00030725i,0.0014001-0.0010408i,0.0013731-0.0012895i,0.00063447-0.0010634i,0.0004635-0.00077751i,0.0008389-0.00024008i,0.00094671+0.00034937i,0.00078528+0.00027197i,0.00018747-0.00045806i,0.00045294-0.00076661i,8.7126e-05-0.001079i,-0.00059295-0.00061467i,-0.00012101+0.0004162i,8.4813e-05+0.00042761i,5.2238e-05+0.00032328i,-0.00050619+0.0002996i,-0.0010788+5.0861e-06i,-0.00071202-0.00013528i,-0.00014595-0.00073963i,0.00048861-0.00090587i,0.00086232+0.00039715i
0.00040681+8.8113e-05i,-0.00022819+0.0004597i,0.00058049+0.00095382i,0.0022379+0.00098125i,0.0020269-2.1105e-05i,0.00093688-0.00065781i,0.00045576-0.00094027i,8.4316e-05-0.00042608i,3.9319e-07-5.9913e-05i,0.0001308-0.0003568i,1.4544e-05-0.00010008i,-0.00037027+0.00035722i,-0.00015961-5.4208e-05i,8.0553e-05-0.00030021i,-0.00091596-0.00025893i,-0.0015235-0.00074476i,-0.0011152-0.00046228i,-0.00081832+9.8707e-05i,-0.00040378+0.0002664i,-6.766e-05-7.6108e-05i,-0.00010622+0.0002297i,-9.0992e-05+0.0010613i,0.00021231+0.00086022i
0.00096663+0.00027641i,0.00054575+0.00033929i,-0.00024119-7.0591e-05i,7.173e-05+0.0004406i,-0.00036052+0.00085944i,-0.00079195+0.00012505i,-0.00032481-0.00121i,0.0001816-0.0016644i,1.5794e-05-0.0010831i,-0.00073424-0.00061923i,-0.0013229-0.00047767i,-0.0012191+0.00011858i,-0.00091908+0.00056291i,-0.00097713-3.9618e-05i,-0.00046999-0.00017414i,-0.00018303+0.00038857i,-0.00031524+0.00037766i,0.00037345-0.00011149i,0.0011388-2.0053e-05i,0.00060454-7.4874e-05i,-3.8921e-05-0.00031141i,-0.00032467-0.00043577i,-0.0003264-0.00095264i
-0.0011137+0.00076275i,-5.1301e-05+0.00039989i,0.00094915+0.001254i,0.0010473+0.0017236i,0.0011551+0.0016608i,0.001097+0.00047824i,0.00017087+0.00010968i,6.1285e-05+2.2874e-05i,-0.00011092+7.8614e-05i,-0.00027303-6.2559e-05i,0.00041583-0.00077874i,0.00096343-0.00073006i,0.00090245-0.00039245i,0.00033883+0.00025521i,-0.00043764+0.001074i,-0.00056248+0.00097414i,0.00025667+0.00090691i,0.0005556+0.0012365i,0.00036712+0.00045979i,0.00011467-0.000145i,-0.00038695-0.00046761i,6.8766e-05-2.9708e-05i,0.00037031+0.00034992i
-0.00026148-0.00047882i,-0.00068557-6.2136e-05i,-0.00057658+0.00036991i,-0.00058729+0.00064678i,-0.00066923-0.0005327i,-0.0004682-0.0010952i,0.00023211-0.00034572i,0.00084036-4.273e-05i,0.00068417-0.00017796i,0.00029744-0.00056899i,-4.492e-05-0.0010456i,0.00010732-0.0006935i,-1.7196e-05-0.0005494i,-0.00036465-0.0010907i,-0.00073885-0.00074626i,-0.0011682-0.0007185i,-0.0012228-0.000169i,-1.9146e-05+0.00054202i,0.00095731+0.00017132i,0.00048842+3.6104e-05i,0.00086751+0.00015054i,0.0015141+0.00053135i,0.0011364+4.9609e-05i
0.0011808+0.001141i,0.0015337+0.00092115i,0.0014201+0.00045196i,0.0017556-8.1756e-05i,0.0017398-0.0003991i,0.0010895-0.00042164i,0.00041777-7.0221e-05i,5.9846e-05-1.7287e-06i,0.00034731-0.00039776i,0.00027795-0.00024543i,1.7292e-05+0.00047198i,-0.00020527+0.00034734i,-1.4228e-05+8.4773e-05i,-0.00011629+0.00035823i,-0.0014006-0.00025907i,-0.0014234-0.00072746i,-0.00014236-0.00028438i,0.00094941+0.00019424i,0.0016109+0.00047804i,0.0010919-0.00016739i,0.00034249-0.00073003i,2.5183e-05-0.00072312i,-0.00026594-0.00047945i
0.00042918+0.002344i,0.00081963+0.0021634i,0.00039173+0.0013576i,0.00031445+0.00092543i,-0.00028376+0.00089617i,-0.00062112+0.00074688i,-0.00031098-7.624e-05i,-0.00069353-0.00050556i,-0.0005957-0.00021814i,-0.00077548-0.00040237i,-0.00062256-0.00057445i,0.00014581-0.00056861i,-0.00014152-0.0007926i,-0.0003444-0.00040238i,-0.00025959+0.00020167i,-0.00043749-0.00020626i,-0.00062111-0.00050843i,-0.00062912-0.0003355i,-0.00052881-0.00021379i,-0.0003228-0.00034091i,-0.00019058+0.00010303i,-0.00050966-0.00015109i,-0.00063353-0.0006285i
0.00077005+0.0013967i,0.00065506+0.0022549i,0.00148+0.002608i,0.0025615+0.0017296i,0.0025932+0.00051925i,0.0016609-0.00051953i,0.00039631-0.00070947i,2.1952e-05-0.00044455i,-0.00047544-0.00014113i,-0.0010458+0.00051092i,-0.00012403+0.00072544i,0.00035184+0.00034788i,-0.00020829+0.00065825i,-0.00010595+0.00067856i,-0.00059475+0.00063459i,-0.0014676+0.00068541i,-0.0022357+0.00085174i,-0.0022161+0.00069169i,-0.00085218+0.0010055i,0.00030861+0.0014466i,0.00072922+0.0010355i,0.00084642+0.00017847i,0.00068892-0.00048745i
-0.00029353+0.001184i,0.0004774+0.00046266i,0.00040336-0.00039439i,0.00060206-0.00072759i,0.0010062-5.9585e-05i,0.00073682+2.8654e-06i,0.00018157-0.00021487i,5.7315e-05+0.00025384i,-0.00055181+0.00033435i,-0.00024563-0.00028464i,0.00044494-0.00039979i,0.00030086-0.00035187i,0.00032312-0.00069677i,-0.00018367-0.00034353i,-0.00086999+0.00034652i,-8.7583e-05-7.8682e-05i,0.00064437-0.00065021i,-8.1463e-05-0.00033228i,-0.00050772+0.00024368i,-0.00040475+0.00020695i,0.00038377+0.00077497i,0.00067995+0.00111i,0.00012818+0.0004i
0.00042855+0.00089041i,0.00018706+0.0010934i,0.00081762+0.0010274i,0.001475+0.00015825i,0.0017902-0.00051638i,0.0011542-0.00056268i,0.00021399-0.00060681i,-0.00035694-0.00070163i,-7.0183e-05-0.00065586i,0.0004882-0.00051806i,0.00051335+0.00013671i,8.4025e-05+0.00018608i,-0.00061384+0.00056939i,-0.00048057+0.00061462i,-0.00017946+0.00030253i,-0.00076197-5.0332e-05i,-0.0009662-0.00074427i,-0.00025196-0.0008841i,0.00087388-0.00073166i,0.0010876-0.00012998i,1.1271e-05+0.00072552i,-0.00034193+0.0010087i,-0.00021673+0.00058852i
0.00067397+0.00033574i,3.5934e-05-0.00010554i,0.0001219+7.1064e-05i,0.00032346+0.0001506i,0.00043145+6.1219e-05i,-0.0003749+9.0045e-06i,-0.0004908+1.0056e-05i,-0.00043181+0.00057704i,-0.00056109+0.0012456i,0.00012977+0.00082074i,0.00041633-0.00010015i,-2.6699e-05-0.00011469i,-0.00048185+4.9747e-05i,-0.00056874+0.0002589i,-0.00047414+0.00029372i,-0.00085641-5.1284e-05i,-0.00052493-2.5525e-05i,0.000285+5.4386e-06i,0.00042253-0.00015431i,-0.00017166+0.00026169i,-0.0003808+0.00077161i,0.00013694+0.00068718i,0.00084453+2.8184e-05i
3.4626e-05-0.00071049i,-0.00074933+0.0002376i,-0.00083136+8.6079e-05i,-0.00040419-0.00045034i,0.00020335-7.6872e-05i,0.00029912-0.00029385i,0.00058728-0.00047794i,0.0014575-0.00081494i,0.0012257-0.00041018i,0.00082734+0.00087874i,3.6443e-05+0.00040758i,0.00013209+0.00055544i,0.00096655+0.001135i,0.00055346+0.00015722i,-5.1829e-05-0.00016874i,-0.00042689-0.00011399i,-0.00016333-0.00017874i,0.00031131-0.00013148i,0.00057813+0.00017877i,0.00095592+0.00039041i,0.00095723+0.00056514i,0.0011491+0.00068794i,0.0010859+0.00062708i
0.00040058-4.2817e-05i,0.00034145+0.00050832i,0.00010293+0.00079352i,0.00021864+0.00036645i,0.00045795-0.00023099i,-0.00012855-0.0004587i,-0.00037715-0.00038664i,-0.0004173-0.00012629i,0.00014118-8.8322e-05i,0.00051625-0.00022391i,0.00076641-7.7965e-05i,0.00069264-0.00018895i,-4.404e-05-0.00050505i,-0.00073886-0.00071666i,-0.0006241-0.00047656i,-4.4533e-05+7.6014e-05i,-0.00046354+0.00016334i,-0.0013464+0.00021522i,-0.00070511+0.00020625i,0.00047043-7.0761e-06i,0.00050089-1.8375e-05i,0.00018741-5.931e-05i,-8.4344e-07-0.00018977i
-0.0019741+0.0016502i,-0.0017655+0.0036699i,-0.00057139+0.0046118i,0.00015448+0.0030218i,0.00052929+0.001767i,0.00085699+0.00068619i,0.0010029-0.00085147i,0.00032961-0.00070831i,0.00084301+0.00013014i,0.0013714+0.00038016i,0.00063534+8.697e-05i,0.00096371-0.00066932i,0.0011222-0.0013531i,0.00030201-0.0013506i,-0.00057869-0.00051641i,-0.00035831+0.00014738i,0.00027768+0.00061751i,0.00050519+0.0011646i,0.00043456+0.0013688i,2.6523e-06+0.00071478i,6.1673e-05-0.00034396i,0.00047412-0.00089574i,0.00020027-0.00072946i
0.00099202+0.00042683i,0.00064759-0.00024076i,0.00046794-0.0002423i,0.00082408-0.00045529i,0.0013091-0.00031553i,0.00085877-0.00062692i,0.00014977-0.0011869i,-0.00015316-0.001146i,-0.00039649-0.0004357i,-0.00020795+0.00029746i,0.00044158+7.9589e-06i,0.00055807-0.00047906i,0.00038717-0.00045132i,-0.00015983-0.0002315i,-0.00054664-0.00012571i,-9.7234e-05+0.00011979i,0.00024865+0.00013635i,0.00056439-0.00068507i,0.00039865-0.0013127i,-7.3051e-05-0.00038449i,0.00010669+2.9754e-05i,0.00057533-0.00045977i,0.0011123-0.0008746i
-0.0015808+0.00074536i,-0.0006676+0.00048415i,-4.5567e-06+0.0010424i,-0.00030364+0.0013473i,0.00046893-8.7177e-05i,0.0010731-0.0008i,0.00053069-0.00057335i,0.00049713-0.00026454i,0.0013657-0.0010602i,0.0010067-0.0020081i,-0.00018263-0.0020051i,-0.00072858-0.0013623i,-0.0013274-1.4908e-05i,-0.0014304+0.00026279i,-0.00065447+7.5517e-05i,-0.00050998+4.9524e-05i,-0.00047878+0.00015336i,0.00024048+0.00022343i,0.00051255-0.00022166i,0.00023238-0.00071215i,0.00017047-0.00092098i,0.00050677-0.00064535i,0.00045937-0.00010338i
0.00090061-0.00053984i,0.00053721-0.00080222i,0.001239-0.00062886i,0.001469-0.00029721i,0.00041496-0.00058889i,0.00037049-0.00030786i,0.00069-0.0001839i,0.00076985-0.00042938i,0.00056786-0.00074637i,0.00014385-0.00040275i,-0.00030817+4.5415e-05i,-0.00076661-0.00023811i,-0.001455-0.00016744i,-0.001427-0.00039668i,-0.00055783-0.00020511i,-2.1046e-05+0.00029618i,-0.00024366-0.0001465i,8.3224e-05+0.00066562i,0.00016003+0.00090695i,0.00024061-0.0006004i,0.00062191-0.00084927i,0.00066582+0.00016261i,0.00060432+0.00025821i
0.00019182+1.7705e-05i,0.00026595+0.00081161i,-0.00027725+0.00024472i,-0.0010664-8.795e-05i,-0.0011851-0.00049437i,-0.00023575-0.00028221i,0.00050583-0.00032866i,0.0006285-0.00057605i,0.0003199-0.00031804i,3.9371e-05+0.00036048i,-0.00010974+0.00019437i,0.0002106-0.00098091i,0.00030469-0.0020405i,-0.00027501-0.0014102i,-0.00064014-0.00067561i,-0.00028626-0.00056486i,-0.00030504+0.00015512i,0.00033427+0.0003818i,0.00072676+0.00048474i,0.00036562-0.00019051i,0.00084075-0.0005236i,0.00064963+6.7894e-06i,0.00022602+7.9225e-05i
-0.00020883-0.00018044i,-0.00035016+0.00042009i,0.00013744+0.00049755i,0.000116-1.8351e-06i,0.000183+8.4107e-05i,0.00047862+0.0003724i,0.00014861+0.00034029i,-0.00031808+0.00040369i,-1.6267e-05-7.5944e-05i,0.00014734-0.00078849i,-0.00014632-0.00078482i,-0.00024001-0.00076872i,-0.00048815-0.00030418i,-0.0011149-0.00041662i,-0.0012593-0.00058542i,-0.00052207-0.00052561i,-0.00027025-0.00021578i,2.2248e-05+0.00035996i,0.0003811+0.00042738i,0.00022171+9.3517e-05i,0.00042604-0.0003554i,0.00076572+0.00027188i,0.0011164+0.00085902i
0.0003863-0.00037014i,0.0012771+0.00014429i,0.001652+0.00087546i,0.0011927+0.0009338i,0.0011743+0.00022865i,0.0008984-0.00061762i,-3.5381e-05-0.0012514i,-0.00023282-0.0010587i,-7.2025e-05-0.00049624i,0.00022281-0.00033699i,0.00090708+0.00016621i,0.0012598-0.00016285i,0.0012014-0.00086167i,0.00073193-0.0010549i,0.0003854-0.00066787i,-0.00077082-0.00010768i,-0.0014079-0.00015421i,-0.00038502-0.0006936i,0.00034481-0.00072623i,7.0575e-05-0.00035715i,0.00020764-0.00030561i,0.00012558-0.00066424i,0.00016693-0.00073016i
5.9636e-05+0.00025319i,0.00065388+9.8172e-05i,0.00067114+0.00031617i,9.8275e-05+0.00047507i,0.00020485+8.1905e-06i,0.0002925-0.00019998i,0.00013308-0.00023715i,0.00055578+0.00018889i,0.00055273+0.00042041i,6.597e-05+0.00018424i,0.00080157+0.00016194i,0.00075048-0.00010361i,-9.6084e-05-0.00068165i,0.00029304-0.00069307i,0.00054447-0.00088958i,0.00014497-0.00049855i,0.00028995+6.3313e-05i,-2.7027e-05-0.00082594i,-0.00040641-0.001233i,-0.00014494-0.00027206i,0.0006202-0.00038137i,0.0013802-0.00069542i,0.0013665-0.00029453i
-0.00088594+0.0010902i,-0.00014379+0.0014779i,0.0013082+0.0012868i,0.0021568+0.0012158i,0.0015882+0.0011469i,0.00103+0.00084284i,0.00066325+0.00070819i,0.00032074+0.0005466i,0.0003044-0.00022033i,0.00022003-0.00087178i,0.00031614-0.00046606i,0.00042839+1.2964e-05i,0.00049863+6.6329e-06i,0.00038026-0.00024618i,1.8444e-06-0.00091662i,-0.0006715-0.00078898i,-0.00057417-0.00043849i,-0.00015048-0.0010247i,0.00017603-0.00092502i,0.00069962-0.00054261i,0.00056711-0.00054676i,0.0002245-0.000339i,-0.00049726-0.00021688i
-0.00020735+0.0017493i,0.00052835+0.0012263i,0.0016915+0.0011413i,0.0024186+0.0011459i,0.0024975-4.4537e-05i,0.0008524-0.0011698i,-0.00013496-0.0009219i,0.00010127-0.00047622i,-0.00041058-0.00049184i,0.00033959-0.00067013i,0.00033808-0.00036618i,-0.00037746-0.00020195i,-0.00053334-0.00044433i,-0.00033488-0.00096512i,4.9607e-05-0.0010511i,0.00019662-0.00037752i,-0.00045532+0.00034458i,-0.0013242-0.00033405i,-0.00094652-0.0010998i,6.0978e-05-0.00069058i,0.00047152+4.2289e-05i,0.00075493+0.00071944i,0.00090939+0.00088206i
0.00083098-0.00040867i,0.0015177-5.7142e-05i,0.0012847+0.00031932i,0.00066814+0.00016202i,0.00062213-0.00077039i,0.00019256-0.00091786i,0.00053616-0.00077144i,0.0005695-0.00071035i,0.00034872-0.00053531i,0.00036847-6.4854e-05i,0.00053878+0.00092253i,-0.00029948+0.00045797i,-0.00063916-0.00077009i,-8.8961e-05-0.00080409i,-0.00069672-0.00026264i,-0.00072232-2.6143e-05i,-0.00010362+0.00023331i,0.00024339+0.00016548i,0.00024564-8.2935e-05i,0.00059525+0.00037646i,0.00077372+0.00029098i,0.00047515+0.00019222i,0.00022523+0.00059158i
-0.0003613+0.0021558i,-0.00055184+0.0014092i,-0.00074981+0.0010244i,0.00028454+0.001553i,0.00102+0.0012512i,0.00052201+0.00070946i,0.00010358+0.00013326i,-0.0001996-0.0011993i,-0.0004591-0.0012632i,-0.00045157-0.00054903i,-6.3491e-06-0.00016489i,0.00031365+0.00013845i,-0.00011495+0.00068799i,-0.00037182+0.00051288i,0.00033545+0.00017659i,4.2513e-05+0.00012494i,-0.00044546-0.00023998i,0.00013298-2.9798e-05i,-0.00014347-0.00016833i,-0.00017324-0.00079445i,0.00020659-0.0011213i,0.00030324-0.0012177i,0.00080209-0.00075559i
-0.00066713+0.00026916i,-0.00037388+0.00073695i,-0.00013326+0.00057568i,0.00077514+0.00097184i,0.001559+0.0018592i,0.001813+0.0008045i,0.0017732-0.00052877i,0.00069185-0.00054796i,-2.221e-05-4.5943e-05i,0.0003406-0.00063423i,0.00075164-0.00099444i,0.00018678-0.0004835i,-0.0010534+0.00018598i,-0.0011722-0.00056891i,-0.00051712-0.0012301i,9.0522e-05-0.00018067i,0.00054721+0.00064639i,0.00069685-0.00011391i,0.00098268-0.00074004i,0.00047024-0.00048237i,0.00030764-0.00033561i,9.5208e-05-0.00041836i,0.00049009+7.5047e-06i
-0.0007843-2.907e-05i,-0.0015147-0.00084565i,-0.0012189-0.00095414i,-0.00070016-0.00010291i,-0.00072846+0.00056874i,-0.00017305+0.00069087i,0.00023742+0.00047923i,0.00023746+1.6212e-05i,-7.9802e-05-0.00064826i,0.00029511-0.0002297i,0.00097452-4.313e-05i,0.00065915-0.0004969i,0.00028331-0.00027026i,-0.0001667-0.00054342i,-0.0006876-0.00084905i,-0.00047804-0.00063584i,-0.00047048-0.0005812i,-0.00068742-0.00095636i,-0.000669-0.00094921i,-0.00029476+3.0336e-05i,0.00072592+0.00068726i,0.00091001+0.00060699i,0.0001595+0.00065921i
-0.00055236+0.0014943i,-0.00025502+0.0013678i,0.00049384+0.00066741i,0.0016805+0.00065546i,0.0018455+0.0014456i,0.0010084+0.0006784i,3.4427e-05-0.0007068i,-0.00048132-0.0013478i,0.00023345-0.0012886i,0.0008829-0.00015124i,-8.8019e-06+4.1332e-05i,-0.00061127-0.00041916i,-0.00094641-0.00056488i,-0.0012573-0.00048422i,-0.0010664-0.00014648i,-0.00071488+7.5049e-05i,-0.000414+0.00031957i,-4.3615e-05+0.0003947i,0.00063255-0.00027913i,0.00086123-0.00039371i,0.00012383-5.4693e-05i,-0.00016508-7.7406e-05i,0.00010319-0.00018322i
0.00032387+0.0011101i,6.0739e-05+0.0016865i,-0.00088339+0.0013908i,0.00030666+0.00062751i,0.0010416-0.00041181i,0.00079203-0.00043061i,0.00023532+6.4853e-05i,-0.00084234-0.00040325i,-0.00028773-0.00016616i,0.00026928+0.00095348i,-3.8295e-05+0.0013878i,-0.000469+0.00049586i,-0.00084773-0.0001977i,-0.00037303-0.00062201i,-0.00034393-6.5705e-05i,-0.00047186+0.00073939i,-0.00022907+0.00017345i,0.0003964-4.8478e-05i,0.00081004+0.00047518i,0.00041508+0.0008274i,0.00032885+0.0011796i,0.00068441+0.0010335i,0.00064696+0.00023461i
-0.0013038-0.00064386i,-0.00083477+0.00050195i,-0.0001121+0.0019724i,0.00035139+0.0025878i,0.000703+0.0021166i,0.00098561+0.00082971i,0.0010086+3.4244e-05i,0.00064362+0.00011552i,0.00019203+0.00041003i,0.00023443+0.00046391i,0.0007717-4.9102e-05i,0.00035794-0.00088393i,-4.9461e-05-0.00078809i,-0.00036347-0.00059815i,-0.00091881-0.00063842i,-0.0009698+0.00013764i,-0.0011576+0.0012743i,-0.00041191+0.00073412i,0.00060091-7.0877e-05i,0.00055716+0.000372i,0.00077332-0.0005609i,0.00093555-0.0016122i,0.00074527-0.001148i
-0.00023322-0.0015693i,-0.0010969-0.0011145i,-0.0013792-4.779e-05i,-0.00074425+0.00073956i,-6.9709e-05+0.00053471i,-0.0001381+0.00022107i,0.0002079+0.00057521i,0.00042525+0.00066273i,7.3849e-05-0.00040855i,-0.00037044-0.00045593i,-0.00018332+0.00039518i,-0.00010776+0.00038952i,0.00032945-0.00046619i,0.00056533-0.00079779i,-0.00034827-0.00042549i,-0.00075506-0.00037199i,-0.00046405-0.00037541i,-0.00040714-7.6115e-05i,-0.00039976-0.00012078i,-0.00024551-0.00023993i,-1.6622e-05+3.697e-05i,3.5358e-05-0.00020351i,0.00024244+1.5004e-05i
-6.8972e-05+5.1303e-05i,-0.00033215+0.00088196i,-0.00021356+0.0011417i,-0.00055464-0.00011593i,-0.00054811-0.00058199i,-0.00018864-0.0001569i,0.00028946+0.0001922i,0.0010791-0.00015632i,0.00059867-0.00050141i,-0.00026595-0.0013375i,-6.7759e-05-0.0011162i,-5.371e-05-7.2188e-05i,-0.0001902+0.00021314i,-0.00034966-0.00015083i,-0.00044418-0.00067181i,2.3741e-05-0.00015622i,5.7282e-05+0.00027868i,-0.00043087+0.00021537i,6.7275e-05+2.3805e-05i,0.00063565-0.00025369i,0.00094103-0.00065204i,0.00097485-0.00037818i,0.00044709+0.00019993i
