-0.0031781-0.00091124i,-0.0028216-0.00047303i,-0.0027395-4.492e-05i,-0.0015074+0.0013136i,-0.00054726+0.0025665i,-0.00018033+0.0026329i,-0.00031855+0.0020913i,-0.00030248+0.00090469i,9.6115e-05-0.00052587i,0.00014477-0.00084831i,-0.00029381-0.00030435i,0.00016666-8.3854e-05i,9.5209e-05-2.0225e-05i,-0.00090238-0.00044412i,-0.0014409-0.0012887i,-0.00069611-0.0014079i,8.5761e-06-0.00087924i,0.00015301-0.0011906i,8.6567e-06-0.0012697i,-0.00018999-9.4252e-05i,-0.00031462+0.00080773i,-0.0010893+0.00051711i,-0.0012276+2.0332e-05i
0.00052148+0.0012436i,0.0010834+0.0015871i,0.00097496+0.0018188i,0.00096836+0.0011021i,0.0016686+0.00012061i,0.0017577-0.00091232i,0.00086945-0.0013751i,-0.00022149-0.00050735i,-0.00026949-0.0001562i,0.00014562-0.00082026i,-1.0732e-05-0.00029305i,-0.00039044+0.00060957i,-0.00041922+0.00088088i,-0.00020832+0.00021597i,0.00015914+0.00025464i,0.00018933+0.0011985i,0.00016446+0.0013034i,0.00027055+0.00078565i,0.00016377+0.00023974i,0.00058424-9.7952e-05i,0.00039197+0.00018247i,-0.00013653+0.00078901i,-0.00044449+0.00089625i
-0.0012914+0.0026179i,-0.00039977+0.003693i,0.0016336+0.0033704i,0.0027455+0.0026213i,0.001625+0.0011954i,0.00077136-2.9971e-05i,0.00023968-0.00066798i,-0.00065291-0.00083157i,-0.00053619-0.00099336i,4.4547e-05-0.0010533i,-5.9518e-05+0.0007589i,-0.00036508+0.0018829i,-0.00034756+0.0012672i,-0.00032455+0.00038147i,0.00012415-0.00039156i,0.0013028-0.00066299i,0.0015423-0.00061266i,0.00054321+0.00018555i,-0.00061613+0.00021722i,-0.00079385-0.00020334i,-7.7235e-05-0.00034114i,3.5511e-05+9.4682e-06i,-0.00048691+0.00030782i
-0.00086718-0.00024014i,-0.00040285-0.00013885i,-8.2879e-05+0.00012158i,0.00024883+0.00061608i,0.00079617+0.00086377i,0.0016507+0.0001448i,0.0014594-0.00045732i,0.00088668-0.00015177i,0.0003558-1.0084e-05i,-0.00017961+9.7821e-05i,-0.0006436+0.00022182i,-0.00076312+6.8073e-05i,-0.00075598-0.00034255i,-0.00074905-0.00023317i,-0.00045581-0.00036952i,0.00012043-0.00085124i,-0.0002085-0.00054917i,-0.00038221-0.000541i,0.0002147-0.0010972i,0.00026465-0.0003084i,0.00035705+0.00075705i,0.00039275+0.00026328i,0.00020046-0.00051892i
-0.0021108+0.0044706i,-0.00023198+0.0056271i,0.0012049+0.0053276i,0.0015237+0.0018135i,0.0016378-0.0011359i,0.0012407-0.0015383i,0.00023363-0.0012161i,-0.00079448-0.00015687i,-0.00095133+0.0011127i,-0.00052458+0.00067083i,-0.00015949-0.00043441i,-0.0005048-0.00059436i,-0.00087578-0.00010081i,-0.00082866+0.00032464i,-0.0012622+0.00039197i,-0.00099009+0.00063892i,-1.5685e-05+0.00027514i,0.00044904-0.00036021i,9.5004e-05-0.00026137i,-0.00025189+8.1865e-05i,-0.00011747-8.0122e-05i,0.00080068-0.00040662i,0.00091811-0.00055045i
0.0004624-0.0027518i,-0.00043783-0.0024691i,-0.00022602-0.001661i,0.00068297+0.00037946i,0.00059904+0.0013789i,0.00089337+0.00030149i,0.0011574-0.00032721i,0.00079461-6.228e-05i,0.00029915+0.00019111i,-0.00044805+0.00068868i,-0.00039878+0.00051275i,0.00020008+0.00031005i,0.00041417-0.00025597i,0.00038175-0.00049323i,-0.00018352-0.00050917i,-1.0081e-05-0.00086091i,0.00053707-0.00031528i,0.00067817-2.2334e-05i,0.00055195-6.7268e-05i,0.00017316+0.00063282i,0.00038294+0.0008147i,0.00057734-0.00036543i,0.00040493-8.1275e-05i
0.0011707+0.00034513i,0.0015733+0.00041252i,0.0013729-0.00023692i,0.00099205-0.00068998i,0.0010681-0.00014791i,0.0014597+0.00036605i,0.001624+0.00026557i,0.00095424-1.0788e-06i,-0.00018759-0.00012547i,-0.00053458-0.0003766i,-0.00029365-0.00022094i,0.0005285-0.00011455i,0.0013161+0.00067558i,0.00129+0.0015474i,0.0010013+0.00089652i,0.00098866-0.00010319i,0.00076371-0.00028465i,-5.9143e-05+0.00014716i,-0.00083298+0.00028705i,-0.00054937-0.00020182i,-3.6196e-05-0.00037857i,0.00041685-0.00033622i,0.00039954+9.8788e-05i
-0.00064277-0.00082693i,-0.001048-9.5495e-05i,-0.00057584+0.00060576i,-2.9599e-06+1.5437e-05i,4.0669e-06-0.00052733i,0.00031229-0.0004088i,0.00047559-0.00056646i,-0.00017971-0.00030736i,-0.00066118+0.00026028i,-0.00059332+0.00038247i,-0.00090664+0.00077451i,-0.00084262+0.0006357i,-0.0013909-6.5675e-05i,-0.0010939+0.00061508i,8.5213e-05+0.00055924i,0.00029274+0.00041784i,-0.00035284+0.00050144i,-0.00050947+0.00016097i,0.00045897+0.00036073i,0.00048369-7.981e-05i,-0.00017686-0.00079394i,0.00017011-0.00070426i,0.00028597+0.00019674i
0.0010248-0.0003912i,0.0015725+0.00083587i,0.00035776+0.00072327i,-0.00074785+0.00071314i,-0.00049356+0.0010379i,0.0002843+0.00063839i,0.0011192-0.00017563i,0.0010864-0.00035996i,0.00046936+0.0002713i,-0.00026944+0.00055481i,-0.00044596+0.00056163i,-0.00086109+0.00069552i,-0.0011255+2.4391e-05i,-0.0010331-0.00067225i,-0.00010314-0.00072581i,0.00056427-1.8462e-05i,-5.6856e-05+0.00052304i,-0.00010847+0.00039397i,0.00016276-8.3268e-05i,-0.00012014+4.0986e-05i,-0.00046673-0.00035314i,-9.9597e-05-0.00087695i,0.0001347-0.0011132i
-0.001267+0.0023936i,-0.0010769+0.0025576i,-0.00051155+0.0030383i,0.00088135+0.0020997i,0.0011014-0.00048723i,0.00069513-0.0018186i,0.00021735-0.0016094i,-0.00058696-0.0010056i,-0.00011043+0.00019054i,-0.00026548+0.00092797i,-0.0013692+0.00030544i,-0.00072948+0.00034817i,0.00091058+0.0011715i,0.0010558+0.0015747i,0.0004273+0.0013242i,0.00028674+0.00076312i,0.0002389+0.00040261i,-0.00011265-0.00034663i,0.00015733-0.00070747i,0.00084713-3.9206e-05i,0.00076737+0.000373i,0.00043731+0.00017975i,-4.1235e-05-3.8613e-05i
0.00052544+0.00098772i,-1.485e-05+0.0011998i,3.169e-05+0.00048181i,0.00035764+0.00064538i,0.00055742+0.0010572i,0.0013166+0.0002673i,0.0014753-4.3664e-05i,0.00046437+0.00024891i,-0.000252-0.00020843i,-0.00033019-0.00047881i,-2.0875e-05+0.00039136i,0.00044355+0.0013941i,-7.5126e-05+0.00043172i,-0.001228-0.0010209i,-0.00063062-0.0014031i,0.00052543-0.00074479i,0.00047425-0.00061819i,-6.2103e-05-0.0010778i,-2.8181e-05-0.0013772i,0.00030859-0.0017855i,-5.4956e-05-0.0019853i,0.0001607-0.0012821i,0.0002705+0.0003152i
-0.00029185+0.00055246i,0.00018524-0.00041029i,0.00059155-0.00064649i,0.0011078-0.00035796i,0.0013784-0.00063143i,0.0011761-0.00090745i,0.0014187-0.0013494i,0.00058353-0.0013594i,0.00024711-0.00057482i,0.00086566-0.00011847i,0.0005067-1.0753e-06i,5.1589e-05+0.00029821i,-0.00025199+0.00052796i,0.00013345+0.00032825i,0.00089324-0.00029763i,0.00065049-0.00052402i,0.00048483-0.00029471i,-0.00047825-0.00032561i,-0.00070954-9.6901e-05i,-0.00025244+0.00051392i,-0.00068801+0.00073875i,-0.00099193+0.00014652i,-0.00038244-0.000402i
0.00060414+0.0038403i,0.001431+0.0037412i,0.00092953+0.0027421i,0.00036711+0.001645i,0.001106+0.00081552i,0.0015397+0.00022815i,0.0005639-5.8606e-05i,-0.00070198-0.00035516i,-0.00097115-0.00070223i,-0.001301-0.00037919i,-0.0012477+0.00012092i,-0.00086081+0.00022875i,-0.00048998+0.00064902i,-0.00048984+0.00094339i,-0.00043351+0.00084822i,6.4983e-06+0.0014437i,0.0003466+0.0017208i,2.2218e-05+0.00049685i,-0.00078676-0.00040169i,-0.00080232-0.00034392i,5.2953e-05-0.00040687i,0.00042086-0.00011856i,6.1341e-05+0.00073573i
-0.00083854-0.0013888i,-8.5218e-05-0.00086649i,0.0011339-0.00060883i,0.00095222-0.0010862i,0.0005658-0.0003096i,0.0015999+0.00029397i,0.0018287-0.00016969i,0.0015106-0.00015393i,0.00070132+3.1768e-05i,-0.00048165-0.00031108i,-0.00084541-0.00044555i,6.1209e-05-0.00014665i,0.0010193-0.00031281i,0.0011709-0.00038864i,0.00057588-0.00048998i,0.00010795-7.6098e-05i,0.00024366+0.00026559i,-0.00035593-0.00021393i,-0.00068563-0.00042498i,-0.00042128+4.5986e-05i,-8.889e-05+0.00032245i,-0.00021905+0.00017789i,-0.00064676+8.0075e-05i
0.00050398+0.0011406i,-0.00061434+0.0015375i,-0.00081673+0.0013945i,-0.0004884+0.00022653i,-0.00026995-0.00065635i,0.00086269-0.0011461i,0.0016577-0.0011199i,0.0014072-0.00027944i,0.00067207+0.00032104i,-0.00030771+0.00057009i,-0.0011862+0.00095465i,-0.0015342+0.0010856i,-0.00032652+0.00071455i,0.00035446+0.00019401i,-0.00027569+7.4334e-05i,0.00024305+0.00014329i,0.0010808+0.00042867i,0.001051+1.1928e-05i,0.0002928+0.00036489i,-0.00042406+0.001208i,-0.0003225+0.0010545i,-0.000284+0.00035789i,8.8058e-05-0.00035353i
-0.00011214+0.00024338i,-0.00019211+0.00075052i,6.4547e-05+0.00095497i,0.00042396+0.0012786i,0.0005107+0.0012352i,0.0014606+0.00060822i,0.0018058-0.00041086i,0.00093359-0.00046459i,0.00040495+0.00025463i,-0.00064609+0.00010892i,-0.0015276-0.00017123i,-0.0013823-1.9356e-05i,-0.00065676-0.00035904i,0.00037235-0.0010742i,0.00068982-0.0016259i,0.00040863-0.00163i,5.5433e-05-0.00090471i,0.00043956-0.0011692i,0.0014042-0.00067319i,0.00072522+0.00065959i,3.1111e-05+0.0010246i,0.0004125+0.0010088i,0.00052225+0.00077067i
-0.0026949+0.0020205i,-0.0022882+0.002985i,-0.0013903+0.0022144i,5.3911e-05+0.0010467i,0.0014341+0.00038397i,0.0019001-0.00074347i,0.0012311-0.00099539i,0.00028122+0.00014475i,-0.00017155+0.00062271i,0.00014727+0.00048836i,0.00075945+0.00075432i,0.00031833+0.00065447i,2.0135e-05+4.7933e-05i,0.00046537+0.00025341i,0.00041542+0.00056137i,-0.00038059+0.0003869i,-0.00026928-0.00045267i,0.00044882-0.0011501i,-0.00012176-0.00077266i,8.0558e-05-0.00020424i,0.00046984+0.0002318i,-9.9491e-05+0.00078074i,6.0106e-05+0.00065688i
0.0019306+0.0011721i,0.0022793+0.0010698i,0.0023071+0.00045887i,0.0010204-0.00057775i,7.2725e-05+0.00033098i,5.4867e-05+0.00080932i,-8.1479e-05+0.00029633i,-0.00015208-0.00012844i,8.1728e-05-0.00054292i,0.00030381-0.00081569i,-0.00014249-0.00088276i,-0.00080107-0.00044882i,-0.00040897+0.00039844i,-0.00016266-0.00031151i,-0.00018572-0.0010242i,-0.00016473-0.0006426i,0.00027601-0.00035749i,0.00085039-0.00063684i,0.0013992-0.0013631i,0.0010943-0.00060233i,0.00048215+0.00043364i,0.00027835+0.00083295i,-0.00028085-7.5436e-05i
-0.0015036+0.00085671i,-0.00070219+0.0018948i,-0.00010068+0.0018671i,0.00066773+0.0015979i,0.0013098+0.0012371i,0.0019247+1.2336e-05i,0.0017298-0.0010445i,0.00045145-0.00045224i,0.00040439+0.0014495i,0.00035279+0.0017914i,-0.00022667+0.00085755i,-0.00030147-6.4015e-05i,0.00032188-0.00042243i,0.00068259-0.00058385i,3.142e-05-0.00048764i,-0.00028706-6.9925e-05i,0.00016504+0.00054701i,0.00057816+0.00036777i,0.00081853+0.00036702i,0.00030594+0.00033612i,-6.3163e-05+0.00022233i,-0.0003904+0.00031982i,-0.00043987-0.00078893i
0.0011565+0.002148i,0.0021866+0.0024411i,0.0021954+0.0013455i,0.0013231+0.00021825i,0.0013612-0.00064511i,0.0019982-0.0014758i,0.001432-0.0021532i,0.00013689-0.0013385i,-0.00055227-0.00034831i,-0.00054343+0.00011332i,-0.0010371+0.00033268i,-0.0011383-5.8623e-05i,0.00066513-0.00014478i,0.00121+0.00068455i,3.9311e-05+0.0011695i,-0.00048701+0.00075029i,9.424e-05+0.00017702i,0.00040025+0.0003125i,-8.4726e-05+8.8526e-05i,-0.00030538+2.6508e-06i,-4.393e-05-0.0002116i,0.00020673-0.00024979i,-0.0002496-0.00026453i
-0.00019586+0.0033013i,-0.00024079+0.0030639i,0.00037046+0.0018827i,0.0015011+0.00057029i,0.0018129-0.00015543i,0.00055517-0.0010678i,-0.00050521-0.0012712i,-0.0011865-0.00056172i,-0.00096085+8.6435e-05i,-0.00018841+9.5816e-05i,0.00019604-0.00033574i,0.00020618-0.00048817i,-0.0002678-5.4624e-05i,-0.00071123+0.0010423i,-0.0012032+0.00068622i,-0.00090994+0.00014551i,-0.0001402-6.6309e-05i,-0.00012049-0.00096394i,8.7046e-05-0.0013012i,0.00053392-0.00018427i,0.0004465-0.0002038i,-0.00013935-0.00036015i,0.0002126+0.00023172i
0.00047527+0.0011434i,0.0015616+0.0010104i,0.0022156+0.00025457i,0.0019369-0.00075014i,0.0015783-0.00082191i,0.0019057-0.00079515i,0.0012226-3.511e-05i,0.00097665-7.6282e-06i,0.00075539-0.00060425i,-0.00050248-0.00059558i,-0.0005565-0.000631i,-0.00012815-0.00065465i,8.6571e-07-4.3443e-05i,-5.0457e-05+0.00065678i,-0.00013973+0.00022637i,-0.00024087-0.00026424i,-3.5268e-05-0.00042749i,0.00033458-9.2097e-05i,0.00023197+0.00010192i,0.00021127-0.0008177i,0.00029213-0.0011479i,0.00040842-0.00024221i,0.0010326+0.0003536i
0.00097805-0.00080457i,-0.00079815-0.00057647i,-0.0014887+4.9864e-06i,-0.0014268-0.00016169i,-0.0003051-0.00080713i,0.0012595-0.00081035i,0.0010964-0.0010252i,0.00024932-0.0013665i,0.00010296-0.0010613i,-0.00028078+0.00016547i,-0.0013759+0.0012663i,-0.001382+0.00063905i,0.00018048-0.00021815i,0.00064408-0.00044163i,0.00041059-0.00079852i,0.0005958-0.00052659i,0.00079008-4.8557e-05i,0.00065927+0.00012829i,0.00014574+0.001111i,-0.0003152+0.0012871i,-0.00013753+0.00032098i,-0.00014815-0.00095564i,0.00085601-0.0014994i
-0.00090822+0.0005177i,-0.00052611+0.0010736i,0.00038942+0.0014957i,0.00086432+0.0016191i,0.00098823+0.0010871i,0.00033558+0.00035484i,-0.00026746+0.00021437i,-0.00030377+0.00019922i,-0.00045258+3.7309e-05i,-0.0006323-0.00015462i,-9.4385e-05+6.0174e-05i,8.9708e-05+0.00065381i,-0.00088884+0.00031601i,-0.0004703-0.00079671i,0.00040307-0.0012053i,0.00045703-0.0012665i,0.00076607-0.00099782i,0.00072873-0.00037095i,-0.00050331+0.00036444i,-0.0011196+0.00028974i,-0.00067547-0.00043654i,-0.00013094-0.0001905i,0.00012892+0.00018228i
-0.00068341-0.0015455i,-0.0015095-0.0019377i,-0.0016005-0.0010105i,-0.0011698-0.00046888i,-0.00024644-0.00047905i,0.00091068+0.0002134i,0.00084674-0.00042969i,-2.7184e-05-0.00022834i,-0.0002606-0.00028922i,0.00016911-0.00054013i,-0.00026533+0.00010585i,-0.0008857-9.7012e-05i,-0.00019301-0.00011246i,0.00019548-0.00037002i,0.00025838-0.00070016i,8.3489e-05-0.00016832i,0.00016351+4.3496e-05i,0.00047719+7.128e-05i,-0.00018027+3.9425e-06i,-0.00072788-0.001022i,0.00011479-0.0016197i,0.00019395-0.0011252i,-9.6529e-05-0.00072923i
0.0018071+0.0045109i,0.002997+0.0046273i,0.0037672+0.0035292i,0.0033519+0.0013026i,0.002041-0.00085793i,0.0012107-0.0014385i,0.00085066-0.00047218i,0.00033134-0.00059233i,-4.0158e-05-0.0010143i,-0.00019353-0.00076173i,-0.0003206+8.3166e-05i,-0.00031965+0.00077214i,1.9134e-05+0.00022346i,-0.00010843+0.0002699i,-0.00058782+0.00030552i,0.00029501-0.00074503i,0.00083287-0.00075271i,0.00076428+0.0002234i,0.00080659+0.00011096i,0.00087293-0.00015935i,0.00080317-0.00015028i,0.00019988+0.00017449i,-0.00044389+0.00032073i
-0.00056863+0.0022967i,-0.00025399+0.0017539i,0.00028558+0.0013947i,0.0017426+0.0007527i,0.0024128+0.00039574i,0.0023217+0.00017387i,0.0015005-2.1859e-05i,0.00030939-0.00029139i,0.00012579-0.00017812i,0.00011637-0.00075779i,-0.00059498-0.0014471i,-0.00063136-0.00019944i,-0.00096818+0.00021139i,-0.0013415+0.0001941i,-0.00080291+1.1984e-05i,-0.00052512+0.00023695i,-0.00024558+0.00061096i,0.0004159+0.00023628i,0.00071155-0.00010821i,0.00019889-3.9659e-05i,-0.00026281+0.00027424i,-0.00086423+0.00018268i,-0.00040847+0.00018443i
-0.0019929+0.0027414i,-0.00035668+0.0045122i,0.00055194+0.0038077i,0.0009955+0.001297i,0.0012368+0.0002045i,0.001618-0.00056299i,0.0017465-0.0014013i,0.0010681-0.0015315i,0.00017905-0.00080946i,-0.00031645-0.0002072i,-0.00028712-0.00019166i,3.1842e-05+2.7858e-05i,0.00010309-5.4097e-05i,0.00031044-0.00067493i,0.00014283-0.00043024i,-9.2101e-05+2.0861e-05i,0.00031851-0.00062102i,-8.8598e-05-0.0010012i,-0.00070449-0.00033177i,-0.00010657+0.00033037i,0.00079239-0.0001591i,0.00017214-0.00037585i,-0.00095456+0.00014266i
0.00092078+0.0019315i,0.0014545+0.00077879i,0.0011999+0.00026581i,0.0023563+3.9684e-05i,0.0026685-9.6236e-05i,0.0023487-0.0005116i,0.0014583-0.00083649i,-0.00051057-0.00041306i,-0.00081057+0.00023382i,-0.00028906+2.0201e-05i,-0.00041977-0.00046615i,4.0322e-05-0.00063204i,4.7861e-05-0.0010315i,0.00010555-0.0009169i,0.00030509+0.0002569i,-0.00061787-3.2261e-05i,-0.00018706-0.00036425i,0.00075737+0.00021571i,0.00038784-7.8593e-05i,-0.00038942+0.00033584i,-0.00064423+0.0013074i,-0.00098572+0.0011636i,-0.0002421+4.267e-05i
0.0003729+0.0025765i,0.00015579+0.0034921i,0.0010608+0.0034217i,0.0012658+0.0014758i,0.00074601-0.00038995i,0.00044044-0.00091886i,0.00086837+9.8068e-05i,0.00074577+0.00076807i,0.00076867+0.00050231i,0.00085801+0.0002612i,-0.00047162-6.4468e-05i,-0.00065669+1.7219e-05i,-4.8369e-05+0.0004881i,-1.9135e-05+0.00050104i,-0.00037362+0.00018279i,-0.00034232+0.00044483i,-0.00019016+0.00054526i,-0.00016234+0.00021802i,-0.0001556+0.00019082i,0.0001806-3.7071e-05i,0.00018353+0.00032031i,-0.00027171+0.00040512i,5.3269e-05+6.7935e-06i
0.00085669-0.0011312i,0.00078372-0.0014074i,6.1521e-05-0.00016209i,0.00063339+0.0012743i,0.0011446+0.0019247i,0.0018589+0.0011223i,0.00163-0.00051472i,0.00043736-0.0011543i,-0.00011652-0.0013563i,-8.2124e-05-0.0010892i,-8.6388e-05+5.1594e-05i,-0.00066071+0.00092061i,-0.00056343-0.00039483i,-0.00037419-0.0013508i,-0.00020705-0.00069187i,4.8334e-06-0.00018342i,0.00011021-0.00049509i,0.00014758-0.00049984i,1.6149e-05-0.00023244i,-0.00016438+0.00015675i,-0.00022817+1.3684e-06i,-0.00036836-0.00041765i,-0.0003696-0.00096491i
-0.00077393+0.0007698i,-0.00068404+0.0021513i,-0.00023145+0.0024374i,0.00028924+0.0015398i,0.0007832+0.00023842i,0.0015369-0.0007194i,0.00093286-0.0011103i,-0.00015556-0.0011382i,-0.00014022-0.0011835i,-0.00035478-0.00099135i,-0.00065316+0.00077266i,-0.00043982+0.0015936i,-0.00018252+0.00073113i,-0.00035527+0.00013294i,-0.00021234+0.00019716i,0.00037029+0.00012353i,0.00060615-0.00011208i,0.00070576-0.00026175i,0.00052142-0.00022056i,-8.407e-05+4.1033e-05i,-0.00026952+0.00032285i,-0.00010641+0.00058921i,-0.0005009-0.0002795i
0.0013613-0.00026273i,0.00033366-0.00033139i,-3.609e-05+0.00035708i,0.00040228+0.00074478i,0.0011412-0.00017448i,0.0012094-0.0010051i,6.174e-05-0.00096531i,-0.00096924-0.0007569i,-0.00093686-0.00017886i,-0.00097229+0.00023324i,-0.0012376+0.00026777i,-0.0010704+0.00039427i,-0.0002342+0.00040249i,-0.00015454+0.00021738i,-0.000528-0.00090601i,-0.00031471-0.00116i,-0.00039395-0.00026258i,-0.00030913+0.00010687i,-1.4514e-05+0.00013705i,0.00033251+0.00041667i,0.00056343+0.00091482i,-0.00010337+0.00041969i,-0.00017825-0.00029712i
0.00020906+0.0023824i,0.00025218+0.0019844i,0.00015015+0.0011448i,0.00016868+0.00048829i,0.00037273-0.00022086i,0.0012188-0.00086586i,0.0012147-0.00086474i,0.0013791-0.00069102i,0.0012142-0.0010646i,8.0976e-05-0.00091335i,-9.7163e-05-0.00055595i,0.00038257-0.00030929i,0.00090258-0.00024234i,0.00059561+8.3351e-05i,-0.00013694+0.000373i,-0.00016931+0.00011834i,-8.8208e-06-4.1384e-05i,0.00048052-0.00039418i,0.00050629-0.00080733i,0.00019402-0.00081839i,0.00013526-0.00072924i,-0.00020566-0.00045676i,-0.000455+9.8764e-05i
-0.0010342-0.0006127i,-0.00071997-0.00074142i,-0.0015056+0.00076241i,-0.00095749+0.0012891i,0.00023788+0.00081428i,0.00079444-0.00032569i,0.00090946-0.0012201i,0.00029959-0.00094282i,-0.00049794-0.00056117i,-0.00082758-0.00048846i,-7.0479e-05-0.00011211i,0.00019873+0.00011723i,-0.00056769-0.00027861i,-0.00073245-0.0006955i,0.00020711-0.0012204i,0.00096135-0.0017428i,0.00083696-0.0010722i,-7.3895e-05-0.00017895i,-0.00086-0.00015258i,-0.00047018-0.00013834i,0.00017913+8.5811e-05i,0.00051717+3.1818e-05i,0.00087518+6.1744e-05i
-0.0015194+0.0019615i,-0.0014593+0.0041219i,-0.00032865+0.0039673i,0.0011488+0.0022162i,0.0015302+0.00071581i,0.0011321-0.00076095i,0.0009386-0.0013261i,0.00024063-0.00050798i,2.9569e-06+0.00013552i,-0.00016637+0.0005909i,-0.0006262+0.00037173i,-0.00072812+8.5286e-05i,-2.5234e-05+0.00053217i,0.00098988+0.00059089i,0.0010264+0.00046483i,0.00055715+0.00071778i,0.00037091+0.00091809i,0.00037178+0.00077869i,-3.4658e-05+0.00040671i,-0.00040894-5.9858e-05i,-0.000257-0.00019274i,0.0010637+0.00051768i,0.0014207+0.0013624i
0.00038702+0.0011453i,0.001214+0.00082368i,0.0021659-9.8847e-05i,0.0017169+0.00041815i,0.0015331+8.2831e-05i,0.0021542-0.00070044i,0.0015155-0.0005141i,0.00047531-0.00017221i,0.00031178-0.00032356i,-0.00056122-0.0011917i,-0.001455-0.0014976i,-0.0011215-0.00091772i,-0.00059912-0.0004976i,-0.00050559+0.00021525i,-0.00039942+0.00099504i,-0.00016672+0.00080007i,-0.00026257+0.00021234i,-0.0006095-0.00030397i,0.0001157-0.00056672i,0.00096343-0.00056787i,0.00092095+1.3401e-05i,0.00020937+0.00049993i,-0.00033229+0.0002979i
-0.0023966+0.0014566i,-0.0026699+0.0033448i,-0.0015645+0.0044938i,0.00080024+0.0029368i,0.0020747+0.00038586i,0.0022196-0.0012722i,0.00094704-0.0011552i,-0.00033838-0.00056791i,-0.0010123+0.00021317i,-0.00078319+0.00072343i,-0.00063493+0.00027824i,-0.00084903-0.00089224i,-0.00099266-0.00094202i,-0.0009752-4.6839e-05i,-0.00083176+0.00016456i,-0.00081351+0.00049244i,-0.00030086+0.00015889i,3.2019e-05+6.4965e-05i,0.00062322+0.00038737i,0.00079627+0.00064422i,0.00013824+0.00082843i,-0.0003529+0.00010682i,3.3547e-05-0.00033977i
0.00084967-0.0011479i,0.0018628-0.00029713i,0.0015854+0.00029998i,0.0012533+0.001128i,0.0012126+0.0013152i,0.0016337+0.00033533i,0.0015469-0.00059524i,0.0001299-5.6777e-05i,-0.00051054+0.00042595i,-0.00047243+0.00041772i,-0.00057714+0.0005036i,-0.00015156+0.00047728i,-7.5211e-05+4.1673e-05i,-0.00040128-0.00096174i,-0.00015407-0.00099837i,0.00025839+0.00010542i,0.00026231+0.00058738i,0.00053553+0.00043192i,0.00070672-0.00021252i,-4.3704e-05-0.00044365i,-0.00050531-2.3414e-05i,-0.00032121+2.6532e-05i,-0.00036329+0.00010849i
-0.00081204+0.0024972i,2.4653e-05+0.0017597i,0.00048554+0.0019789i,0.00038951+0.00056373i,0.00038714-0.00046683i,0.00031055-0.0001771i,0.00038767+0.00021652i,0.00051301+8.3287e-05i,8.0548e-05-4.1668e-06i,2.5994e-05-0.00071649i,0.00021659-0.001296i,-0.0001967-0.00060944i,-0.00056654+0.00017709i,-0.00011998-0.00039505i,0.00064965-0.00087699i,0.00061941+0.00028186i,0.00028095+0.0009812i,0.00063288+0.00010749i,0.00076217-0.00013881i,0.0001937-0.00050171i,-0.00057894-0.0010872i,-0.00085609-0.00044959i,-0.00038749-9.3515e-06i
0.0011972+0.0016588i,0.0020383+0.00096471i,0.0024559+0.00047425i,0.0017618+6.4039e-05i,0.0016708-0.00034077i,0.001253-0.0007975i,0.00079787-0.0011219i,0.001031+6.5385e-05i,0.0010289+0.0002032i,0.00069608-0.0011648i,-0.00034214-0.00054564i,-0.001059+0.00019653i,-0.00072798-0.0002922i,-0.00058681+0.00027705i,-0.00052949+0.0011581i,-0.00030321+0.00093776i,-0.00022001+0.00027732i,0.00036518+0.00059389i,0.00050119-2.8846e-05i,7.5848e-05-0.00063006i,0.00063572+0.00017158i,0.0011356-0.00020535i,0.0014617-0.00067042i
-0.001299+0.0026435i,-0.0026014+0.0020554i,-0.0019802+0.0016346i,-3.1771e-05+0.0005552i,0.0011155-0.00011316i,0.0017256-0.00026758i,0.00097384-0.00088797i,-0.00052952-0.0012335i,-0.00065719-0.00049947i,-5.9963e-05+0.00061037i,-0.00051323+0.00070834i,-0.0010491+0.00030715i,-0.0008618-0.00026801i,-0.0012035-0.00074414i,-0.00093647+8.4569e-05i,1.4145e-05+0.00035925i,0.0011073-0.0003435i,0.0011797-0.0002419i,0.00070487-5.0585e-05i,0.00039943+0.00031335i,-0.00012879+0.00029064i,-0.00053289-7.523e-05i,-0.00038332-0.00025562i
3.926e-05+0.00045476i,0.00093444+0.0016657i,0.00035813+0.0019993i,0.00038285+0.0015924i,0.0014968+0.0011905i,0.0010671-0.00043647i,0.00054536-0.00097505i,-7.385e-05-0.00011349i,-0.00010706-0.00017308i,0.00082257-0.00024497i,0.00048241-0.00012546i,0.00017717-0.00046809i,0.0004276-0.0010333i,0.00039591-0.00091057i,0.00029845-0.0006299i,-0.00017408-0.00068445i,-0.00042979-0.00020426i,-0.0002469+0.00073726i,-0.00047051+0.0013041i,-0.00069994+0.00018153i,-6.8391e-05-0.00086764i,0.00067792-0.00080997i,0.00049541-0.00054449i
-0.0016005+0.00014383i,-0.0010997+0.00092301i,-0.0016711+0.0017816i,-0.00049677+0.002467i,0.001648+0.0026127i,0.0025604+0.0014785i,0.002123+0.00020156i,0.0010557-0.00031518i,0.00058015-0.0001191i,0.00057362+0.0001246i,6.6802e-05+0.00065681i,-0.00019209+0.00091009i,0.00018703+0.00067112i,0.00022628+0.00019404i,0.00023913+0.00023574i,0.00033301+0.00050772i,0.00058837+8.1942e-05i,0.0006325-0.00027816i,0.00073057+7.4731e-05i,0.00077608+0.0004997i,0.00081677+0.00030431i,0.0011031-0.00021992i,0.0006626-0.0008796i
