0.0003227-0.0012841i,0.00053975-0.0010518i,-0.00011063-0.00047495i,-0.0014448+0.00043989i,-0.0027179+0.0010053i,-0.0023904+0.0011776i,-0.00052352+0.0015691i,0.00058588+0.0016822i,0.00070794+0.00048901i,0.00068606-0.00037008i,0.00059236-0.00013889i,0.00054013-0.00051i,0.00053002-0.0012428i,0.00068602-0.0010708i,0.00076077-0.00025402i,0.00059945+0.0001703i,0.00054357+0.00038816i,0.00063575-1.0359e-05i,0.00026074-0.00066581i,-0.00061696+5.5144e-05i,-0.00031764+0.00074505i,0.00069837+0.0006805i,0.0006997+0.00061128i
-0.0011346-0.0012856i,-0.0001451-9.2031e-05i,-0.00010724+0.0006716i,0.00025285+2.2921e-05i,0.00073092-0.0013184i,-0.00013104-0.0015803i,-0.00044389-0.0007456i,0.00025072+0.00025054i,0.00074995+0.00016508i,0.00059649-0.0001966i,-0.00024232-0.0002037i,-0.00040825-0.00021672i,-0.00055633+0.00047744i,-0.00093328+0.00064684i,-0.00079333-0.0002618i,-0.00035851-0.00098712i,-0.00036892-0.00043244i,-0.00076928+0.00037435i,-0.00026232+0.00071807i,-6.0674e-05+0.00044991i,-0.0012054+5.2943e-05i,-0.00093219+0.00029339i,0.00034322+0.00048268i
0.00015567+0.001228i,0.0001624+0.0015501i,0.00013085+0.0010566i,-0.00068587-0.00028528i,-0.0015875-0.0001867i,-0.0010929+0.00045341i,9.9952e-05+0.00054873i,0.00046482+0.00025855i,-8.2439e-05-0.00072671i,-0.00071475-0.0011382i,-9.5587e-07-0.0008855i,0.0001783-0.00013364i,5.6671e-05+0.00027594i,0.00019015+0.00035174i,0.00073085+0.00019451i,0.0011118-0.00020239i,0.00033716+0.00018121i,-0.00046451+0.0004793i,-0.00059357+2.7203e-05i,-0.00025704+1.6651e-05i,3.6584e-05+0.00010006i,6.1216e-05-0.00011063i,8.0631e-05+0.00022304i
0.0012064+0.00035986i,0.002563-0.0014856i,0.0035315-0.0025081i,0.0016245-0.0023044i,-0.0004251-0.001631i,-0.0014936-0.00093863i,-0.0015837+0.00013993i,-0.0011377+0.00090053i,-0.00076816+0.0009433i,0.00022728+0.00046974i,0.00069548+0.00048252i,0.00026689+0.00088643i,0.00026238+0.00073i,-9.8477e-05+0.00041576i,-0.0010159+0.00090762i,-0.0011277+0.00046084i,-0.00055495-0.00064521i,-0.00021081-0.00080505i,0.0002601-0.0001141i,0.00037135+0.00059136i,0.00076337+0.00064291i,0.00031622+0.00085649i,-0.00028332+0.00058099i
-0.00092598+0.00066046i,-0.00092001+0.0015659i,-0.0012201+0.0014946i,-0.0013211+0.00062527i,-0.0013761-0.0004323i,-0.0010663-0.00057622i,-0.0004885-2.1031e-05i,0.00031463-9.1628e-05i,0.0001499-0.0010307i,-0.00016088-0.00071477i,-3.2273e-05-0.00033717i,0.00037613-0.00051048i,0.00063739-0.0009384i,7.8797e-05-0.00073743i,-0.00040078-0.00039372i,-6.1272e-05-0.0010343i,0.00065249-0.00043721i,0.00025359+0.00061352i,-0.00072601+0.00039997i,-0.00045936-0.0001977i,-0.00048875+0.0004211i,-0.0006796+0.001111i,-0.00024442+0.0007682i
0.00031215-0.00036593i,0.00083604-0.00067094i,0.0010341-0.00080737i,0.00028701+0.00073046i,-0.00047818+0.00070374i,-0.0011559-0.00016804i,-0.0012897+0.00027549i,-0.0010902+0.00028409i,-0.00025944+0.00011108i,0.00038335+0.00051699i,0.00032414+0.00025677i,6.7877e-05-0.00027438i,0.00030305-0.00039294i,0.0006034-2.2318e-05i,0.00044182+0.00062598i,0.00021535+0.00041442i,0.00053854+0.0006864i,0.00087313+0.00054772i,0.00067075-0.00034249i,0.00058509+0.00019515i,-0.00014226+0.00071592i,-9.2526e-05+0.00020964i,0.00033207+0.00016066i
0.000194+0.00099016i,0.0013501+0.0012233i,0.0016307+0.00025908i,0.00056963-0.00056178i,-0.00062793-0.00090383i,-0.001015-0.00078905i,-0.0011346-0.0003213i,-0.00030308-6.9817e-05i,0.00077246+0.00022756i,0.00044942-0.00047842i,0.00022666-0.00025686i,-0.00011732+0.00093731i,-0.00043541+0.00096147i,0.00037855-0.00045296i,0.0010406-0.00090383i,0.0012753-0.00057517i,0.00099912-0.000776i,0.00074619-0.0010817i,0.00045876-0.0005368i,0.00027453-0.0003455i,7.2695e-05-0.0010175i,-0.00043359-0.00014964i,-0.00069766+0.0006015i
0.00029296-0.0007444i,0.00041743-0.0011899i,-0.00021353-0.00054079i,-0.00092639-1.7765e-06i,-0.0010041-0.00062097i,-0.00031827+3.607e-06i,-4.9772e-05+0.0014728i,-0.00010675+0.0010203i,-0.00015973-0.00057151i,-0.00025127-0.00073789i,-0.0002646-4.3271e-05i,-0.00080865-0.00028249i,-0.00040399+0.00028614i,-5.5565e-05+0.00056282i,-0.00031523+0.00038523i,0.00023329+0.00020076i,1.5498e-05-0.0001915i,-0.00038969-0.00031464i,-0.00012892+0.00032693i,-5.1594e-05+0.0005613i,0.00044214-0.00011796i,0.00090375-7.1545e-05i,0.00068366+0.00026152i
-0.00097444+0.00067238i,0.00032482+0.00039184i,0.0020913+0.00048487i,0.002455+0.00013983i,0.0013568-0.00049545i,-8.6391e-05-0.00080786i,-0.00093075-0.00045216i,-0.0011109+9.1644e-05i,-0.0001379+0.00041524i,0.00033706+0.00052778i,-0.0001491+0.0003597i,-8.9482e-05+0.00057525i,0.00037719+0.00063538i,0.00011496+0.00012625i,-0.00011397-6.0344e-05i,0.00011366+7.5016e-05i,-0.00013041+0.00020851i,-0.00046428+0.00058488i,0.00011966-0.00029131i,0.00043798-0.00069754i,-0.00034994-0.00051387i,-1.5337e-06-0.00063501i,0.00044366-5.3134e-05i
-8.2628e-05+0.0005411i,-0.00036214+0.00024383i,-0.0010023+7.5296e-05i,-0.00075684-0.00018704i,0.00014275-0.00026991i,-0.00076614+0.00030081i,-0.00070178+0.00059657i,0.00022958+0.00070947i,0.00044853+0.0011483i,0.0011226+0.00044274i,0.00077926-0.00019958i,-0.0006317-0.00055076i,-0.0011429-0.00064948i,-0.00065699-0.00090876i,0.00022436-0.00088928i,0.00039685-0.00024653i,-6.8959e-05+0.00047356i,-0.00044723+0.00048394i,-0.00016409+1.5153e-05i,0.00046249-0.00015096i,0.00042843-2.2396e-05i,0.0001936-0.00037228i,0.0003484-0.00020535i
-0.00043201-0.0017118i,0.0002187-0.0006322i,0.00058501-0.00024387i,0.00064069-0.00053792i,0.00013056-0.00055623i,0.00031216+0.00024034i,0.00033844+0.00041773i,0.00015085+6.0485e-05i,0.00029008+0.00023211i,0.00069579+0.00061798i,0.0003434+0.00024106i,-2.1355e-05-0.00047202i,-0.00036766-0.00043029i,-0.00038544-0.00042311i,-0.00046021-0.00036546i,-0.0010211-0.00066006i,-0.00059186-0.00091876i,-0.00024935-0.00054691i,1.674e-05-0.00036642i,-0.00011234-0.00024496i,-0.00042137+0.00045481i,5.198e-05+0.00068643i,0.00068343+1.4219e-05i
-0.00091879+0.00030577i,-0.0003788+0.00086721i,-6.2791e-05+0.00094308i,-0.00087509+0.00020771i,-0.0018202+0.00072821i,-0.0018672+0.0010449i,-0.00085137+0.00036787i,-0.00032982+0.00020118i,-0.00024356+0.00043845i,0.00010757+0.00061815i,0.00037293+0.00026581i,1.569e-05-0.00025502i,-0.00039368-0.00036558i,-0.00019365-0.0005958i,1.2917e-05-0.0012441i,-6.349e-05-0.0013856i,-0.00078513-0.00041478i,-0.0013489+0.00046897i,-0.00091961+0.00043078i,-0.00060658+0.00020107i,-0.00010462-1.954e-05i,0.00028012-3.3076e-05i,0.00017145-3.3502e-05i
-0.0015203+0.0017794i,-0.00052858+0.0016377i,0.0003933+0.0010641i,0.00017664+0.0011786i,0.00054045+0.00079127i,0.0006194+0.00016347i,-8.1776e-05-0.00065337i,6.241e-05-0.00086406i,7.8971e-06+0.00026607i,-4.3653e-05+0.00046636i,0.0001434+0.00019696i,-0.0004116+0.00030296i,-0.0012826+0.00035856i,-0.0015732+0.00065252i,-0.0011046+0.00044616i,-0.00021201-0.00064797i,0.00038724-0.0012863i,0.00047568-0.001133i,-9.3299e-05-0.00076946i,-0.00055839-0.00041524i,0.00017893-0.0005359i,0.00024907-0.00064906i,2.6755e-05-0.00078464i
0.00059792+0.0021366i,0.0012837+0.0015101i,0.0022505+0.00042422i,0.0016432-0.00040819i,0.00059904-0.0005944i,0.00010985-0.00083781i,3.8778e-05-0.00025871i,3.1908e-05+0.00040002i,-0.00034067+0.00038501i,-0.00024709-6.0893e-05i,-0.00010822-0.00093194i,-0.00070564-0.0010345i,-0.001013-0.00035784i,-0.00054941+0.00022682i,9.2383e-05+0.00044356i,-0.00011368-0.00023892i,-0.00031594-0.00091746i,-0.00010467-0.00063327i,0.00029073-0.0002554i,0.00065988+0.00015176i,0.00038925-0.00013796i,0.0002553-0.00064403i,-0.00032347+9.6725e-05i
-0.00086555-3.9581e-05i,-0.00018324+0.00051048i,0.0004722+0.0010402i,0.00035268+0.0015368i,1.647e-05+0.00097561i,8.5787e-05+0.00021037i,0.00015099+0.00068283i,-0.00022405+0.0011518i,-0.00028661+0.000651i,0.00040077-3.9126e-06i,0.00091331-0.00015333i,0.00088941+0.00054637i,0.0010072+0.00076533i,0.0011263+0.00094131i,0.0013085+0.00070812i,0.0011601-1.5565e-06i,0.00088265+0.0003154i,0.00057107+0.00089656i,0.00018388+0.0012237i,-6.595e-05+0.0011855i,-0.00084804+0.00055616i,-0.0011716-0.00051433i,-0.00028845-0.001065i
-0.0017967+0.00075585i,-0.00089252+0.0013586i,-0.00071038+0.0009435i,-0.0002719+0.00047051i,2.6853e-05+0.00045757i,-0.00034368+0.00011246i,-0.00028642-0.00065304i,7.0221e-06-0.00045993i,-0.0001001-0.00014324i,-0.00025768+0.00042221i,0.00019891+0.000319i,0.00055842-0.0002588i,1.8207e-05+0.00024173i,-0.00093578+0.00056458i,-0.0013755-0.0002806i,-0.00049991-0.0011226i,-0.00026243-0.0010274i,-0.00069378-0.00020036i,-0.00046735-6.5522e-05i,-0.00029012-0.00031568i,-0.00037323+0.00031479i,-0.00074254+0.0004692i,-0.0003982-1.4272e-05i
-0.0014106-0.00082759i,-0.0018051-0.00082956i,-0.0019103-0.00046995i,-0.0017569+0.00043491i,-0.00085274+0.00076029i,0.00014079+0.00082166i,0.00065704+0.00084577i,0.00065483-6.4569e-05i,0.00058588-0.00044412i,0.00017166+0.00036873i,-0.0012543+0.00024678i,-0.0016169-0.00010584i,-0.00085924-0.00034028i,-0.00033986-0.00054314i,-0.00055648-0.00050142i,-0.00038583-0.00016134i,-0.00047444-0.00014991i,-0.00061576-0.00067692i,-0.00019739-0.00045104i,-0.00025573-9.0725e-05i,-0.00062736-0.00031092i,-0.00027766-0.00022065i,5.1466e-05+0.00058011i
-0.00081131+0.0028849i,0.0013349+0.0035387i,0.0036418+0.0027108i,0.0028929+0.00036573i,0.0010725-0.00085836i,-6.8074e-06-0.0012193i,-0.0006811-0.00094137i,-0.00064106-0.00043093i,-0.00011861-5.8495e-06i,0.00027472+0.00019201i,-3.6469e-05-0.00054658i,-0.00054332-0.00017515i,-0.00084393+0.00071094i,-0.0010495+0.00037802i,-0.0011496+4.1813e-05i,-0.0018022+0.000644i,-0.0016633+0.0010908i,-0.0008118+0.001352i,-9.3282e-05+0.0013496i,0.001076+0.00099062i,0.0011528+0.0010173i,8.5303e-05+0.00078048i,-0.00053654+0.00080614i
0.00019866-0.0016692i,2.8709e-05-0.0017299i,-0.00065259-0.0018208i,-0.00102-0.0011595i,-0.00073526+0.00010775i,-0.00038042+0.0003811i,0.00024621+0.00051541i,-0.00014696+0.00029642i,-0.00048433-0.00038667i,-0.00071444-0.00072412i,-0.00055094+1.2509e-05i,-5.1887e-06+0.0001986i,0.00013705-7.12e-05i,0.00013881-0.00022249i,0.00067031-0.00081743i,0.00086759-0.00093939i,-0.00038665-0.00058584i,-0.0011631-2.7423e-05i,-0.00067792+1.8201e-05i,0.00016759-0.00043873i,0.00058714-0.00055346i,0.00082137-0.00031761i,0.0012159+0.00014741i
-0.00037948-8.208e-05i,-0.00050297+0.00043596i,-0.00059204+0.00080225i,-0.00050666+0.00066756i,-2.6539e-05-0.00021137i,0.00040288-0.00046511i,0.00014705-0.00023814i,-0.00033166-0.00015851i,-0.00075196-0.00041898i,-0.00087401-0.0012937i,-0.0008455-0.0012167i,-0.00039997+1.7149e-05i,4.6133e-05+0.00068255i,-1.9197e-05-1.2468e-06i,0.00013933-0.00061309i,7.6426e-05-0.00022898i,-8.6179e-05-0.00061124i,-0.00033218-0.00074111i,-0.0010556-0.00047564i,-0.00062744-0.00022956i,-1.2694e-05+0.00085777i,-9.7891e-05+0.00090515i,0.00011628-0.00017933i
-0.00066282-2.7984e-09i,-0.00062043+0.00068353i,-0.0013548+0.0010135i,-0.0017582+0.00080534i,-0.0019819+0.00085501i,-0.0013966+0.00014435i,-0.00012033-0.00054772i,-7.4374e-05-0.00017861i,-0.0012425-6.6654e-05i,-0.001118+6.7772e-06i,-0.00070519+0.00037837i,-0.00093804+0.00029741i,-0.00076849+0.00012881i,0.00036745+8.8548e-05i,0.0010413+9.4722e-05i,0.0010051+0.00058767i,0.0008616+0.00087038i,0.00068145+0.00081219i,0.00036088+0.00048699i,0.00025384+0.00058215i,-7.0939e-05+0.0010734i,-0.00027803+0.00082378i,0.00048788+0.00013448i
-0.00081477+0.000727i,-0.0013534-1.5612e-05i,-0.00047298-0.00031514i,0.00036044+0.00013974i,-0.00062791-0.00031746i,-0.0019995-0.00082995i,-0.0018822-0.00010033i,-0.00023589+0.00010307i,0.00068006+3.0668e-05i,-0.00027401+0.0005705i,-0.00033602+0.00063524i,-0.0004924+2.976e-05i,-0.00098704-0.00036443i,-0.0011563-0.00043792i,-0.0008838-2.4157e-06i,-0.00067408-0.00027047i,-0.00035679-0.00039632i,0.00016366-1.428e-05i,0.0002296+0.00015912i,-0.00019544-0.00035139i,0.00019481-0.0013854i,0.0010738-0.0013602i,0.0010131-0.00024722i
0.00022155-0.0001097i,0.00080938+0.00084848i,0.0001972+0.0019982i,-0.00013258+0.0019231i,-0.00016713+0.0020912i,-0.00023276+0.0013225i,-0.00037108-2.0412e-05i,-0.00018962-0.00044805i,-0.00048711-0.00021172i,-0.00098516+0.0002648i,-0.00080095+0.00021711i,-0.00057485-8.8968e-05i,-0.00039247-1.6199e-06i,-0.00075556+0.00013388i,-9.0099e-05+0.00051401i,0.0011168+0.0010116i,0.00097637+0.00047367i,2.8453e-05-0.00032282i,-0.00053338-0.00018642i,-0.00035548+0.00019447i,-0.00059243+0.00052578i,-0.00067624-0.0002119i,-0.00030503-0.0010332i
-0.0021657-0.00081131i,-0.0037101-0.00047258i,-0.0036294-0.00080346i,-0.0016673-0.00092219i,-0.0006984-0.00079593i,-0.00042599-0.00052146i,-0.00074795-0.00030778i,-0.00049271-0.00069611i,0.00057514-0.00013281i,0.00050369+0.00057772i,-0.00020928+0.0002931i,-0.00024953+8.2086e-05i,0.00026862+0.00018435i,0.00048659+0.00017216i,-0.00019604-0.00039554i,-0.00049945-0.00093283i,-0.00062733-0.00079343i,-0.00043784+0.00020354i,-0.00010878+0.00074134i,-0.00026517+3.3367e-05i,-0.00033741-0.00019909i,-0.00016756+0.0002409i,0.00040578+0.00071799i
0.00016545-0.0014768i,0.00168-8.3102e-07i,0.0014521+0.0011076i,-8.8323e-05-0.00021943i,-0.00098356-0.0009461i,-0.0010344-0.00013475i,-0.0012147+0.0001751i,-0.0012424+7.9777e-05i,-0.00074655-0.00079677i,-0.00011293-0.0013031i,7.3278e-05-0.00023895i,0.000672+0.00037216i,0.0014076+0.00030105i,0.0012033+0.00011424i,0.001359-0.00039254i,0.00094874-0.00047368i,-0.0001719+0.00020163i,-0.0006762+7.2388e-05i,-0.00098419-0.00025426i,-0.00070768-0.00030463i,-0.00027114-0.00040797i,-0.0001635-0.00023086i,-0.00030359-0.0003449i
0.00057455-0.00033064i,0.00012559-0.00077058i,-0.00034175-0.00065346i,-0.00022093-0.00048794i,-0.00066287-0.00037175i,-0.0016584-0.00015388i,-0.0015485-0.0003984i,-0.0012365-0.00057509i,-0.0011557-0.00036628i,-0.00034495-6.5143e-05i,0.00038674-0.00080282i,0.00027655-0.0012791i,-0.0003199-0.00026673i,-0.00072596+0.00020505i,-0.00085232-0.00043563i,-0.00077542-0.00017505i,-0.00092123+4.6462e-05i,-0.00065552+0.00012587i,-0.00023195+0.00086874i,-0.00024035+0.0007401i,-0.00025471-0.00025461i,0.00051287-0.00057158i,0.00078016-0.00047047i
0.0013142-0.00083921i,0.0013007-0.0006053i,0.0013584-0.0008754i,0.00061772-0.00048257i,-0.00033056+0.00055519i,-0.00071528+0.00087997i,-0.00054741+0.0011115i,-0.00066412+0.00010195i,-0.0010344-0.00096216i,-0.00044431-0.00089071i,-0.00023223+0.0003656i,-0.00023163+0.0010233i,-0.00022569+0.00026266i,-0.00045469-0.00043228i,-0.00049544-0.00022218i,-0.0006099-0.00013678i,-0.00055348+0.00019798i,0.00023487+0.00049748i,0.0003935-0.00047444i,0.00068285-0.00085986i,-2.6324e-05+0.00021204i,-0.00081288+0.00069159i,5.4478e-05+0.00013912i
0.00060586+0.001116i,-2.3148e-05+0.0017151i,0.0004042+0.0014432i,0.00087502+0.00062015i,0.0011725+0.00064588i,0.00037578+0.00071815i,-0.00021582-0.00010265i,-0.00035591-0.00072035i,-3.9992e-05-0.0010241i,0.00013278-0.00094576i,0.00012326-0.0010718i,0.00066665-0.00077678i,0.00097232+0.00034761i,-5.3876e-05+0.00052452i,-0.00042938+0.00019475i,-0.000265+0.00056965i,-0.00055714+0.00064019i,-0.00014072+0.00018599i,-0.00011225+9.3864e-05i,-0.00038073+0.00011039i,-0.00030939-0.00021629i,-0.00027646-0.00017556i,-0.00040717-0.00038039i
-0.00047818-0.00031606i,0.00031952+0.00056852i,-0.00061243+0.0012089i,-0.0013189+0.00060745i,-0.0010678-0.00028201i,-0.00059528-0.00019861i,-0.00066974+0.0006446i,-0.00060265+0.0010831i,-0.00024924+0.0012306i,9.9204e-05+0.0016534i,9.4094e-05+0.0013378i,-0.00038907+0.00085625i,-0.00028907+0.00036026i,-0.00023387-0.00023529i,-0.00047692+6.885e-05i,0.00015541+0.00013424i,0.00023739-0.00029505i,-8.657e-05-0.00016109i,-0.00037609-0.00017647i,-0.00092399+0.00025305i,-0.00086653+0.00069833i,-0.0012581+0.0006699i,-0.001428+0.00034059i
-0.00014127-0.0010289i,-0.00039671-0.0012115i,0.00036048-0.0013807i,0.00076378-0.00013917i,0.00024574+0.0011149i,-5.6642e-05+0.0011272i,0.00034919+0.00021032i,0.00063612-0.00032968i,0.00013615-0.00016738i,-6.7661e-05-3.2327e-05i,-7.3281e-05+0.00052494i,-0.00039013-2.9396e-05i,-5.2626e-05-0.00059392i,0.00049541-0.00063037i,3.8213e-05-0.00090265i,-0.00082582-0.00049728i,-0.0011284+8.7215e-06i,-0.00047508-0.00013212i,-0.000375-0.00015989i,-0.00016686+0.00021975i,0.00031933-0.00020901i,-0.00016728+6.4145e-05i,-3.7644e-05+0.00090148i
-0.0015+0.0011205i,-0.0018135+0.001348i,-0.0012378+0.0014321i,-0.00010573+0.0012252i,-7.2541e-05+0.00089935i,-0.00032582+0.00050113i,-0.00024324+0.00062398i,-9.7655e-05+0.0011207i,-0.00030687+0.00063404i,-0.00048515-0.00069784i,-0.00060354-0.00070879i,-0.00048624-0.00037083i,-0.00018479-7.3263e-05i,-0.00035516+0.00053446i,-0.0011102-6.7788e-05i,-0.0006032-0.00070099i,0.00060795-0.00027597i,0.00029827-0.00023147i,-0.00069301-0.0004869i,-0.000656+5.6775e-05i,0.00018616+9.7452e-05i,0.00013995-0.00087641i,0.00051078-0.00045509i
-0.0018962+0.00033147i,-0.0010693+0.0014392i,0.0002789+0.00091019i,0.00048312+0.00037956i,0.00093032+0.00096051i,0.00096299+0.00053282i,0.00063428-0.00010612i,-8.8213e-06-0.00010276i,5.2201e-05-0.00021887i,0.00046403+8.7786e-05i,0.00027806+0.00088397i,5.5066e-05+0.00090548i,1.5595e-05+0.00029012i,-0.00019268-4.6205e-05i,-0.00021215-0.00019193i,-0.00035369-0.00020335i,-0.00014139-9.6263e-05i,-0.00017066+0.0006537i,-0.00029239+0.0010471i,-0.00049322+0.0013243i,-0.00079028+0.0011693i,-0.00099427-0.00015948i,-1.3715e-05-0.00075953i
0.0011854-0.0022046i,0.0015955-0.0016945i,0.00010949-0.0018563i,-0.0014551-0.0012558i,-0.0011308-4.8833e-05i,-0.00089599+0.0015921i,-0.00060801+0.0011786i,-0.00021842-0.00096029i,-0.0006516-0.0013659i,-0.00094744-0.0011604i,-0.00068568-0.00068658i,-0.00035544-0.00031991i,0.00023627-0.00088852i,0.0011491-0.0008428i,0.0014489-0.0011476i,0.0010226-0.0013319i,0.00033695+0.00035507i,0.0005484+0.00066345i,0.00068253-0.00076306i,0.00025352-0.00058452i,9.9581e-05-0.00015689i,7.9007e-05-0.00076797i,-0.0003208-0.00051221i
-0.0032858-0.0014461i,-0.0018013+9.3433e-05i,-0.0010577+0.0012087i,-0.001238+0.0011996i,-0.00073133+0.00073911i,-0.00084204+0.00038487i,-0.0010584+0.00026211i,-0.00048475-0.00038637i,-0.00014679-0.00058808i,-0.000486+0.00051158i,-0.00053464+0.00097478i,-0.00040703+0.00030851i,-0.00024625+6.5678e-05i,4.0426e-05+0.00020658i,-0.00023186+0.00015669i,-0.00050737-0.00026708i,-0.00064042-0.00077274i,-0.00051215-0.00093001i,-0.00028342-0.00035054i,0.00012757+0.00011212i,-0.00039646-0.00032462i,-0.00090221-0.0002172i,-5.0679e-05+0.00034722i
0.0017707-0.0013473i,0.0017172-0.0012409i,0.0010086-0.0014573i,9.94e-05-0.0007225i,-0.00072422-6.4468e-05i,-0.00074151-0.00042347i,-0.00056456-0.00038396i,-0.00026792-7.8344e-05i,-0.00021908-8.8189e-05i,-0.00051703+0.00028356i,-0.00046914+0.00052464i,-0.00040436+0.00046229i,-0.00010563-0.00013952i,0.00024928-0.0003709i,0.00046411-1.8227e-05i,-3.7721e-05+0.00012386i,2.5066e-05-0.00044499i,0.00041776-0.00082895i,0.00032231-0.00040429i,-0.00027504-0.00039394i,-0.00027138-0.00059902i,0.00029272-0.00046576i,-0.00055482-0.00037959i
-0.0020611-0.00042134i,-0.0017574+0.0010362i,-0.0018055+0.0013908i,-0.00088432+0.00053587i,-0.00010116+0.00057843i,-0.00061145+0.00086293i,-0.00088605+0.00055053i,-0.00076002-9.1652e-05i,-0.00025679+0.00014024i,7.9202e-05+0.00052327i,-0.00043681+0.00048613i,-0.00067278+0.00010492i,-0.00026611-0.00015468i,-0.00015503-0.0010792i,-0.00015862-0.00082324i,0.00033039+0.00033333i,1.4206e-05-0.0002054i,-0.00097152-0.00079299i,-0.00053903+1.6462e-05i,0.00038742+0.00024874i,0.00043853-0.00082046i,-0.00030763-0.0010526i,-0.00056868-0.00024374i
0.00071503+0.0017002i,0.00098084+0.00088827i,0.001783-0.00024336i,0.00090165-0.00058031i,-0.00062131-0.00045788i,-0.0016412-0.00012011i,-0.0014574+0.00056614i,-0.00038072+0.00086192i,0.00093473+0.0004106i,0.0014331-0.00034726i,0.00027112-0.00058473i,-0.00095743-0.0007464i,-0.0010257-0.00073056i,-0.00088703-9.4956e-05i,-0.00059445-0.00041983i,-0.00017831-0.00058658i,2.0655e-05-0.00025234i,0.00035316-0.00044113i,0.00029943+6.6739e-05i,0.00026745+0.00072662i,0.00029363+0.00073781i,-0.00047704+0.0002702i,-0.0004592+0.00011627i
-0.00056976+0.00079957i,0.00089876+0.0014113i,0.0017277+0.0014047i,0.0015034+0.0010973i,0.001003+0.00015586i,0.00084327-0.00049086i,0.00048211-3.4509e-05i,-5.8764e-05+0.00047874i,-0.00092154+0.00012523i,-0.00091598+9.3061e-05i,-0.00038727+2.4231e-05i,-0.00014828-0.00085655i,6.4846e-05-0.0010294i,-0.00010709-0.00044787i,-0.0003965+0.00016935i,-0.00033776+0.00031236i,0.00026045-4.8489e-05i,0.00046032-0.00026556i,-0.00048419+2.8695e-05i,-0.0008911+0.00013673i,-0.00067923+0.00020541i,-0.00067771+0.00083385i,-0.00097825+0.00066311i
0.0016525+0.0014904i,0.0015504+0.00055841i,0.00089868-0.00091786i,0.00041896-0.001178i,1.3509e-05-0.0003086i,-0.0004278-1.0001e-05i,-0.00039294-2.0609e-05i,-0.00044721+1.117e-05i,-0.00040937-0.00052817i,-0.00024327-0.00072174i,0.00016265-0.00044862i,0.00017965-5.697e-05i,3.5715e-05+0.00036897i,0.0005656+4.6171e-05i,0.0003871-0.00063087i,-0.00044767-0.00073238i,-0.00067184-0.00017237i,0.00030613-0.00035627i,0.00099842-6.4144e-05i,0.00017521+0.00018154i,-0.00069036-1.9798e-05i,-0.00068924-4.0026e-05i,-0.00017458-0.00017445i
-0.0023899+0.00029123i,-0.0011431+0.00095665i,-3.6613e-05+0.0014541i,0.00019103+0.00089527i,0.00033733-3.3373e-05i,0.00023794+7.5716e-05i,-0.00022863-0.00033309i,-0.00078819-0.00011055i,-0.0003498+0.00011681i,0.00055736+0.00062865i,0.00023062+0.0012444i,0.00017165+0.00061806i,0.00044403+3.2914e-05i,-8.0712e-05+0.00021105i,-0.00031974-0.0010856i,0.00028378-0.0017585i,0.00035447-0.00085896i,-1.3732e-05-0.00067982i,0.00062051-0.00057102i,0.00089366-0.00017546i,0.00071806-0.00044333i,0.00074669-0.00013917i,0.00039305-0.00031226i
0.00033081+0.0015611i,-0.00039276+0.0017024i,-0.00081782+0.00092541i,-0.00093374-0.00013478i,-0.0010785-0.00081233i,-0.0010161-0.00026675i,-0.00093975+0.00043146i,-0.0009289+0.00015181i,2.3979e-05+0.00042068i,0.00055256+0.00050498i,5.4104e-05-0.00066696i,-0.00046534-0.00095368i,-0.00064766-0.00043679i,-0.0010952+0.00036242i,-0.0012903+0.00079593i,-0.00035216-5.9262e-05i,0.00054069-0.00020617i,0.00081834-0.00022829i,0.00046775+4.1087e-05i,4.4681e-05+2.6299e-05i,0.00025766-0.00077945i,0.00054405-0.00023181i,-0.00017665+0.00039448i
-0.0020115-0.00059998i,-0.0024834+0.00064921i,-0.0022259+0.0013793i,-0.00097784+0.00098213i,-0.00067719+3.5628e-05i,-0.00064751-0.00036791i,-0.00034734+0.00026815i,-0.00058236+0.00051958i,-0.0012216+0.00017274i,-0.00051808+5.4805e-05i,0.00031267+0.00050408i,0.00050992+0.00050149i,0.00016396+0.00012662i,-0.00027471-0.00012545i,0.00015768-0.00073618i,0.00090103-0.001121i,0.00061722-0.00072382i,-0.00018529-0.00017423i,-0.00058444+0.0002001i,-0.00072972+0.00064086i,-0.0012222+0.00072303i,-0.0007305+0.00029352i,0.00064272-0.00022043i
-0.00018514+0.00090898i,0.00023315-6.4149e-05i,0.00085975+9.0126e-06i,0.0013855+0.00041263i,8.9118e-05+0.00021873i,-0.0011005-0.00019226i,-0.0008561-0.00021817i,-0.00053505-0.00020427i,-0.0001723-0.00074804i,0.00033066-0.00080392i,0.00066173-0.0003543i,-3.9133e-05-0.00039478i,1.3692e-05+0.00018725i,5.6941e-05+0.00061896i,-0.00045478+0.00069206i,-0.001093+0.0002134i,-0.00199-0.0006424i,-0.0013683-0.00070686i,-0.00033739-0.00010012i,0.00035902+0.00019928i,0.0007278-0.00062751i,0.00028456-0.00050181i,0.00012085+0.00054433i
