0.0003227-0.0012841i,0.00053975-0.0010518i,-0.00011063-0.00047495i,-0.0014448+0.00043989i,-0.0027179+0.0010053i,-0.0023904+0.0011776i,-0.00052352+0.0015691i,0.00058588+0.0016822i,0.00070794+0.00048901i,0.00068606-0.00037008i,0.00059236-0.00013889i,0.00054013-0.00051i,0.00053002-0.0012428i,0.00068602-0.0010708i,0.00076077-0.00025402i,0.00059945+0.0001703i,0.00054357+0.00038816i,0.00063575-1.0359e-05i,0.00026074-0.00066581i,-0.00061696+5.5144e-05i,-0.00031764+0.00074505i,0.00069837+0.0006805i,0.0006997+0.00061128i
0.00045403+3.7084e-05i,0.0015139-0.0010123i,0.0013422-0.0017739i,0.00032533-0.00076092i,0.00040014+0.00015598i,0.0003237+0.00046486i,-0.00021998+0.0010539i,0.00014611+4.3321e-05i,0.00030176-0.0011241i,-8.3189e-05-0.00060928i,-0.00025808+4.0807e-05i,-0.00025241-0.00011821i,9.1838e-05-0.00039939i,-0.00068794-5.4376e-05i,-0.0014907+0.00023415i,-0.00086682+0.00027373i,-0.00015918+0.0003842i,-3.0063e-05+3.1024e-05i,-0.00055832-0.00081277i,-0.0003378-0.00073026i,0.00058379+2.3813e-05i,0.0010538-0.00064646i,0.00066053-0.0011749i
-0.0027563+0.00031071i,-0.0032645+0.000965i,-0.0032938+0.0016623i,-0.0024454+0.0011859i,-0.0011581+0.0011116i,-0.00089723+0.00076632i,-0.00069168+0.0010413i,-0.00031423+0.0010217i,-0.00075393+0.00031828i,-0.0011042+0.00048901i,-0.00075222+0.0011415i,-0.00034967+0.00024886i,8.0799e-05-0.00090253i,0.00038498-0.0010312i,-3.7343e-05-0.0010166i,-0.0004951-0.00081373i,1.2959e-05-0.00015613i,0.00022964+0.00063726i,-0.00044795+0.0010736i,-0.00049802+0.00061202i,0.00012965+0.00035325i,0.00021457+0.00042101i,-0.00035301-4.0399e-05i
0.00078919-0.00186i,0.0010083-0.0028624i,-5.6524e-05-0.0027091i,-0.00042803-0.0010064i,-0.00025102+0.00076998i,0.00031469+0.00044274i,0.0011322+0.00023089i,0.00079528+0.00032557i,0.00027512+0.00051296i,0.00040464+0.0011189i,0.0011028+0.0016836i,0.00075091+0.0018373i,-0.00012796+0.0007987i,0.0005601+0.00025436i,0.0010726+0.0003861i,0.00053784+0.00013122i,0.00019505+0.00045998i,-0.0003752+0.00057821i,-0.00078107-0.00033043i,-0.00099327-0.00031221i,-0.0013364+0.00066102i,-0.00063173+0.00079874i,0.0010226+0.00020611i
0.0012351+0.00016962i,0.0011521-0.00057025i,0.00084698-0.00081704i,4.6292e-06-0.0014526i,-0.0010015-0.0011487i,-0.00043254+0.00056602i,0.00072763+0.00090268i,0.0005906-0.00014806i,-0.00064863-0.000856i,-0.0006412-0.00077551i,-0.00018451-0.00034042i,-8.4196e-05+6.3483e-05i,0.0007447+0.00014756i,0.00072738+0.00013431i,0.00015751-5.5033e-05i,0.00038931+0.00026541i,0.00048033+0.00053573i,0.00047271-2.0846e-05i,0.00019296+0.00015642i,-0.0002156+0.00071602i,-0.00022436+0.00102i,0.00025559+0.000974i,0.00059522+0.00041753i
-0.0017479-0.0035118i,-0.002123-0.0042333i,-0.0024999-0.0028369i,-0.0027018+0.0002068i,-0.0015618+0.0015126i,0.00019917+0.00093598i,0.00060507+0.00035409i,0.00065165-7.3645e-05i,-0.00021387-2.8817e-05i,-0.000761+0.00020033i,-0.00048012+0.00025814i,0.00023028+0.00039453i,7.8229e-05+0.00069998i,-0.00024691+5.1937e-05i,2.1755e-05-0.00092191i,8.6829e-05-0.00079196i,-0.00011616+0.00023852i,-0.00037664+0.00029079i,-0.00065918-0.00019213i,0.00031446+0.00046198i,0.00088298+0.00072655i,0.00080674-0.00025605i,0.00053271-0.00089079i
-0.00013148-0.0002903i,0.00011449-0.00023763i,-0.00040643+0.00032439i,-0.00050294+0.00042638i,-0.00043318+0.00036275i,-0.00076109+0.0005882i,-0.0010387+0.00076286i,-0.0012229+0.00014667i,-0.00091322+0.00023784i,-0.0010156+0.0010889i,-0.00056142+0.00090976i,-9.7814e-05+0.00039595i,0.00037807-0.00057736i,0.00042199-0.0011499i,-0.00033481-0.0011029i,-3.5436e-06-0.00032055i,0.00042728+0.00040494i,0.00082672-1.5679e-05i,0.000493-0.00069885i,0.00023242-0.00041157i,0.0001335-0.00021545i,1.3277e-05-0.00063089i,0.00024957-0.00098646i
-0.0024029+0.0003882i,-0.0028082+0.00077256i,-0.0024504+0.00094616i,-0.0012875+0.0011578i,-0.00019825+0.0021181i,-7.7814e-05+0.0018561i,0.00025165+0.0015753i,0.00090286+0.00082022i,0.00047218-0.0001385i,-0.00076842-0.00030903i,-0.00051929-0.00048295i,0.00057725+5.2547e-05i,-0.00029312+0.0004767i,-0.0016289-0.00042792i,-0.001693-0.0013963i,-0.00077702-0.0013275i,-0.0010104-0.00010719i,-0.0015239+0.0005826i,-0.00055561+0.0009197i,-9.0854e-05+0.00082701i,4.8263e-06+0.00021769i,8.4668e-05+0.00027704i,0.00018008-0.00030369i
0.0013543+0.00050307i,0.0023149+0.00024707i,0.0018107-1.0461e-05i,0.00067193+0.0002351i,-0.00031917+0.00022991i,-0.00081537+0.00047506i,-0.00069195+0.00028009i,-1.9936e-05+0.00019437i,0.00081689-9.1203e-05i,0.00012544-1.2459e-05i,-0.00014734+0.00032419i,0.0007952+0.00044359i,0.00091277+0.00080162i,-4.7174e-05+0.00060551i,-0.00080038+0.00022035i,-0.00098113+0.0010378i,-0.0004858+0.001484i,3.6493e-05+0.00094007i,0.00012311+6.0181e-06i,-8.8815e-06-0.00040301i,-0.0003032-0.00020351i,-0.00048391-0.00034871i,-0.00022682-0.00018645i
-0.0017024-0.0010093i,-0.0018881-0.00064446i,-0.0022608+0.00022448i,-0.0012898+0.00067741i,-0.00084362+0.001261i,-0.00091432+0.0013725i,-0.00072831+7.9444e-05i,-0.00055854-0.00071986i,-0.00071028-0.00022274i,-0.0011949+4.0359e-05i,-0.00076836+0.00039029i,-0.00035702+0.00043183i,-0.00059954+0.00039224i,0.00012905+0.00055606i,0.00067963+0.00013947i,-0.00020188-0.00016566i,-0.00066212+0.00023833i,-9.0062e-05+0.00025694i,0.00047392+6.2638e-05i,0.00028233-6.2685e-05i,2.9608e-05-3.2512e-05i,0.00026649+0.00022053i,-0.000205-0.00014014i
0.00077923+0.0012856i,0.0016799-0.00028916i,0.001601-0.0016619i,0.001065-0.00097592i,0.00038155+0.00099403i,7.2579e-05+0.0017037i,8.8523e-05+0.0011935i,0.00030884+0.0010339i,-0.00015024+0.00032194i,-0.00081257-0.00056799i,-0.00096025+0.00020531i,-0.00090846+0.0011945i,-0.00019322+0.0013632i,0.00038493+0.00095839i,0.00034182+0.0004556i,2.8248e-05-0.00017212i,-0.00021826-0.00038996i,0.00030947-0.00024746i,0.00073176-0.00042955i,-0.00017585-0.00093107i,-0.00094193-0.00055419i,-0.00075289-0.00014224i,-0.00026722-6.5832e-05i
-0.0002585+0.0016035i,3.4758e-05+0.0014522i,0.00020036+0.0010321i,0.00055481+0.0012658i,0.00039236+0.00086462i,-0.00037723+8.6849e-06i,-0.00072452+0.00030807i,-0.00018934+0.00010728i,0.00044439-0.00019005i,-5.4712e-05+0.00064798i,0.00031089+0.00095246i,0.0010069-3.9928e-05i,0.00061801+0.00046871i,8.9269e-05+0.00062066i,-0.00011079-0.00040213i,5.2927e-05-0.00034984i,0.00030314-0.00044767i,0.00010514+0.00013578i,-0.00017882+0.00020326i,-0.00040097-0.00022744i,-4.3488e-05+0.00010801i,0.00026559+0.00033387i,-0.00013736-0.00011999i
-0.00096224-0.00072616i,-0.00030638-0.00032173i,-0.00065657+0.0002777i,-0.0012832+0.0005056i,-0.00069145+0.00072576i,4.8505e-06+0.00014259i,-0.0006151-0.00033817i,-0.00085514+5.7874e-05i,-0.00023991+0.0003287i,0.00011486+0.00096611i,-0.00025298+0.0011448i,-0.00024861+0.00055559i,0.00027752+0.00073076i,0.00062436+0.00027285i,0.00096243-0.0002779i,0.00053659-0.00034111i,0.00043193-0.00078416i,4.9711e-05-0.00073523i,-0.00019685-0.00037014i,0.0001933-0.0002814i,-0.00020614-1.8939e-05i,-0.00040427+0.00022666i,-0.00011386+0.0006774i
0.00074308+0.00096112i,0.0011018+0.00095145i,0.0010091+0.0010199i,0.00066686+0.00042011i,0.0010897+0.00027261i,0.00090914+0.00076345i,-0.00012241+0.00086694i,-0.00018966+0.00062497i,0.00019016+0.00052814i,-0.00021393+0.00049288i,-8.7755e-05+0.00016846i,0.0003116+0.00023235i,0.00015556+0.00047768i,-1.1984e-05+0.00051937i,0.00025128+0.00042261i,0.0011623+0.00027602i,0.0011026+0.00027302i,0.0001275-2.5596e-05i,-0.0005663-0.00039079i,-0.00013677-0.00033657i,0.00031491+0.00031673i,0.00030735+0.0012485i,0.00052226+0.0010554i
0.0013287+0.00013499i,0.00086884-0.00058268i,-0.00023856-0.001981i,-0.00089864-0.0026397i,-0.0015105-0.001794i,-0.0011819-0.00077732i,0.00011909+0.0003893i,0.00081818+0.0011969i,0.00050071+0.00050409i,0.00018924+0.000345i,0.00034686+0.00029696i,0.00012022-0.00029856i,-2.5364e-05-0.00044376i,0.00028707-4.3613e-05i,-4.3658e-05-0.00011596i,-0.00028873-5.3656e-06i,-0.00033269+0.00023368i,-0.00015501+0.00027322i,0.00042767-0.0001232i,0.00040858-0.00057932i,-9.9639e-06-0.00062866i,0.00021083+0.00016116i,0.00090101+0.0010627i
0.0014276-0.0010461i,0.0014452-0.00045804i,0.0009078+8.9373e-05i,0.00025343+0.00031189i,-0.00065245+0.00095644i,-0.0012523+0.0013028i,-0.00025717+0.00087957i,7.0474e-05+0.00037507i,-0.00027365-7.1252e-05i,-4.2057e-05+3.8106e-05i,9.3701e-05+0.00024532i,0.00041106-9.656e-05i,0.0012758-0.00025499i,0.0015205-0.00014608i,0.0011181+0.00051816i,0.00038965+0.0011386i,-0.00066668+0.0010748i,-0.0015467+0.00058901i,-0.0015686+0.00023001i,-0.0010022+0.00038656i,-0.00058726+0.0010433i,-0.00012071+0.00099787i,0.00060381+0.00058609i
-0.0014856+0.00097493i,-0.0017775+0.00071025i,-0.0013132-0.00025259i,-0.00047658+6.3715e-05i,0.00082813+0.00082459i,0.00077388+0.001722i,-0.00054301+0.0018897i,-0.0014792+0.00073283i,-0.0012043+0.00026234i,-0.00043212+0.00039185i,-0.00035321+0.00032797i,-0.00028813+0.00023737i,-4.665e-05+5.3417e-05i,-0.00021145-0.00026666i,-9.63e-05-0.00060228i,0.00047696-3.7845e-05i,0.00020282+0.00067994i,0.00027482+0.00087459i,-2.9536e-05+0.00024857i,-3.3507e-05-0.00044997i,0.00034142-0.00024641i,0.0005368-8.3628e-05i,0.00060696+0.00010695i
0.001604-0.00059946i,0.0011919-0.00026432i,0.00047687-0.00072251i,-0.00062347-0.00085095i,-0.0012719-0.0004516i,-0.0010216+0.00051506i,0.00040626+0.00028765i,0.00094312+7.1708e-05i,0.00086868-0.00032053i,0.00067481-0.00085057i,0.00041526-0.00053585i,0.000483+0.00017811i,-5.1682e-05+0.00075084i,-0.00038647+0.00026357i,0.00036817+0.00016212i,3.1104e-05+0.0003786i,-0.00036935+0.00042395i,-0.00081502+0.00029572i,-0.00092076-0.0003312i,-0.00032909-0.00012626i,0.0006507-0.00017304i,0.00099046-0.0012512i,0.00029672-0.001033i
-0.00085428+0.0016089i,-0.00036696+0.0019127i,0.00059212+0.0014314i,0.001065+0.00019955i,0.00023075-7.7455e-05i,-0.00031223+0.00032361i,-0.00040822+0.00037368i,0.00010391+0.00061583i,0.00036889+0.0010603i,-0.00026071+0.0013952i,-0.00057284+0.00096632i,0.0001335+0.00014992i,0.00070426-3.3349e-05i,-0.00024462+9.4919e-05i,-0.00019311+0.00050152i,0.00086752+0.00034082i,0.00045436+0.00048214i,-0.00016783+0.00042422i,-0.0004911+0.00062805i,-0.00014918+0.00024733i,0.00033316-0.00052213i,0.00030623-0.00077424i,0.00058001-0.00087762i
-0.0011934-0.00060575i,-0.00054009-0.0010718i,-0.0006345-0.00016428i,-0.0012222+0.0012878i,-0.00086642+0.0015633i,-0.00058269+0.0010339i,-0.00013757+0.00069091i,-0.00029726+0.00050979i,-0.0007862+0.00062917i,-0.00046056+0.00077482i,-0.00028251+0.00032136i,-0.00050053+0.00045649i,5.6853e-05+0.00066444i,9.7785e-05+0.00084052i,-0.00027424+0.00086376i,-0.00049619+0.00013586i,-0.0003322-0.0002437i,0.00010737-0.00016606i,9.812e-05-0.0001608i,-0.00077452-0.00031911i,-0.0011655-0.00076669i,-2.9763e-05-0.00081785i,0.00051276-0.00072649i
0.0014285-0.00065108i,0.0015812-0.00090223i,0.0016652-0.0012228i,0.00045267-0.00057107i,-0.00098946-0.00017339i,-0.00083729+0.00060833i,0.00037626+0.0010822i,0.00062768-4.1281e-07i,0.00069644-0.00040964i,-0.00019166-0.00023625i,-0.00066055-0.00085466i,-0.00026697-0.00058376i,-0.00013063+0.00057633i,8.0175e-05+0.00051286i,0.00016938+6.6713e-06i,-2.3863e-05+0.00015341i,0.00029493+0.00064565i,0.0010872+0.00077896i,0.0015596+0.00052723i,0.001016+0.0006555i,9.5002e-05+0.00038092i,0.00035643-0.00054371i,0.00059819-0.00034976i
-0.0013685-0.0020066i,-0.0017878-0.0027003i,-0.0023935-0.0026762i,-0.0023567-0.0012492i,-0.0016005+0.00026517i,-0.00094493+0.00072202i,-0.0010079+0.00057008i,-0.00053575+0.00040299i,-0.000461-0.00042433i,-0.00073332-0.00041306i,-0.00018059+0.00095443i,0.00026495+0.0015018i,0.00043946+0.00090689i,2.8932e-05-0.00010607i,-7.9348e-05-0.00042735i,0.00067034-0.00054203i,0.00083098-0.00048718i,0.00095566+0.00048854i,0.0010473+0.00039421i,0.00083837-0.00076856i,0.00079207-0.00050931i,0.00019866+0.00033264i,-0.00029537+0.00039192i
0.0012321+0.0012753i,0.0014791+0.00041481i,0.0021024+0.00028243i,0.0014206-5.5201e-05i,0.00028896-0.0006093i,-0.00020153-0.00042874i,-0.00032965-0.00048277i,-0.00027713-0.00087773i,-0.00012683-0.00030648i,-0.00038661-0.00028564i,-0.00061295-0.0010262i,-0.00046241-0.00057692i,0.00039734+4.1801e-05i,0.0011729-0.00083204i,0.0002789-0.0006411i,-0.00041994+0.00079214i,-9.891e-05+0.00070586i,-0.00022089-0.00023629i,-0.00062303+0.00046897i,-0.00082855+0.00080788i,-0.00013854-2.7397e-06i,-2.8362e-05-0.0004253i,-0.00053134+0.00059307i
-0.00056408+0.00013994i,-0.00052856+0.00095577i,-0.00080768+0.00085592i,-0.0010521+0.00049162i,-0.001263+0.00052291i,-0.00084098+0.0005264i,-0.00017259+0.00047567i,0.00036995+0.00079827i,0.0005773+0.0006263i,0.00017503+0.00032477i,-0.00018265+0.00069293i,-7.8806e-05+0.0010922i,6.0305e-05+0.00066542i,-0.00034709+0.00040004i,-0.0007669+0.00061233i,0.00019771-7.8958e-05i,0.00039523-0.00010875i,8.3439e-05+8.7573e-05i,0.00016123+0.00037051i,4.0794e-05+0.0003384i,-9.8493e-05+0.00012964i,0.00011497+0.00035762i,7.7646e-05+0.00031835i
-0.00098345+0.00033797i,-0.00012359-0.00066103i,-0.00013713+0.00034573i,-0.00054995+0.0011685i,0.00034044+0.00091221i,0.00071447+0.00038873i,0.0002791-0.00026178i,-4.9298e-05-0.0012842i,-0.00029431-0.0012191i,-0.00035796-0.00087784i,-0.00068343-0.00080566i,-0.0006254+5.0902e-05i,-0.00035602+0.00085704i,-0.00033828+0.00016005i,-0.00070668+0.00047375i,-0.0007774+0.00079516i,-0.00027243+0.00048178i,-0.00061542+0.00061291i,-9.3373e-05+0.00022251i,0.00036336+0.00028899i,-0.00019427+0.00047792i,-0.00030438+0.00024399i,0.00031672+5.8498e-05i
0.0011665+0.0013394i,0.001176+0.0014455i,0.0016837+0.00063192i,0.0016285-0.00094964i,0.00064986-0.00022812i,0.00012331+0.00093057i,0.00059664+0.00088719i,0.00089707+0.00095647i,0.00083816+0.00089159i,0.00072179+0.0010888i,0.00054725+0.00042037i,0.00017094+7.6405e-05i,-0.00057133+0.00095363i,-0.00099049+0.00062802i,-0.0001712-0.00023219i,0.00060166+0.00034208i,0.00025538+3.5028e-05i,-0.00043443-0.00043564i,-0.00052863+0.00023533i,0.00022489+0.00036367i,0.0013762-9.6721e-05i,0.0013404-0.00058228i,0.0003398-0.00047135i
-0.00046554-0.00096638i,-0.001211-0.0010892i,-0.0018984-9.8007e-05i,-0.0010928+0.00030079i,0.00015895-0.00034276i,0.00081402+3.381e-05i,0.00085638+0.0004425i,0.00043975+1.9208e-05i,-0.00016959-0.00049788i,-0.00029636-0.00075186i,-0.00094127+0.00018521i,-0.0011769+0.0012176i,0.0001652+0.00090224i,0.00068355-0.00025422i,-0.00016551-0.00098529i,-0.00010487-0.00092213i,-0.00031899+0.00022827i,-0.00011675+0.00056541i,0.00021548+1.7722e-05i,0.00019723+0.0001555i,-6.828e-06+0.00032186i,-0.00010349+0.00027375i,9.9092e-05+0.00035345i
0.00081589+0.0002295i,0.001141+0.00026489i,0.00058763+0.00042426i,0.00030599+0.0012677i,-1.4621e-05+0.0015509i,-0.00096737+0.00084634i,-0.00073429+0.0012148i,-0.00041821+0.0012507i,-0.00043803+0.00010236i,-0.00027259-0.00023337i,-0.00036447-0.00010188i,-0.00058068-0.00010665i,-0.0011075+6.5459e-05i,-0.00074288-0.00049921i,-0.00045511-0.0010111i,-0.00047303-0.00076318i,2.0387e-05-0.00026487i,0.00041848+0.00052043i,0.00035933+0.00076931i,-0.00031319+0.00083681i,-0.00032097+0.00072952i,-0.00026442+0.00035178i,-0.00072674+0.00065298i
-0.0035798+0.001248i,-0.0026584+0.0012939i,-0.0013164+0.0019038i,-0.0001211+0.0022022i,0.00058371+0.001682i,0.00068103+0.0010241i,-0.00071648+0.00032403i,-0.0013034-2.7909e-05i,4.5611e-05+0.00055985i,0.00097675+0.0008852i,0.00095745+0.00026246i,0.00061856-0.00038183i,-0.0002595-0.00031663i,-0.0014777-0.00017568i,-0.0018379-0.00044595i,-0.0012755-0.00057727i,-0.0013621-0.00034623i,-0.0010179-0.00025487i,-0.00011446-8.5885e-05i,0.00034495+9.7053e-05i,0.00044984-0.00048309i,0.00031369-0.00057498i,0.0002387+0.00033223i
0.0019174+0.0017547i,0.0019096+0.0014107i,0.0010722+0.00062564i,-0.00076476+0.00062236i,-0.00079557+0.00089908i,0.0009913+0.00054662i,0.0016561+0.00052971i,0.00080574+0.00055691i,-0.0001979-0.00024622i,-0.00051308-0.001024i,-0.00059909-0.00075806i,-0.00041952-0.00017192i,-3.1115e-05+0.00084386i,7.6012e-05+0.0015273i,-4.1383e-05+0.00071493i,-0.0006618+0.00019207i,-0.00073264+0.00070845i,-0.0004646+0.000812i,-0.00055295+0.00064859i,-5.7083e-05+0.00077318i,-0.00032662+8.4647e-05i,-0.0013723-0.00067571i,-0.0010968-0.00023355i
-0.00062833-0.00054565i,-0.0012857+0.0003928i,-0.00041833+0.0018968i,0.00062773+0.0014252i,0.0006227+0.00041428i,-0.00030572+0.00083289i,-0.00095055+0.00094995i,-0.00058581+0.00074668i,-0.00081401+0.00036994i,-0.0005402-2.0432e-05i,0.00031906+0.00025343i,0.00010081+0.0005039i,-0.00087435+0.00056762i,-0.0010222+0.00024351i,-0.00061781-6.7775e-05i,-9.6468e-05-0.00029884i,0.00062001-0.00071622i,0.0009253-0.0011197i,9.6059e-05-0.00076253i,-0.00096248-0.00056584i,-0.00050184-0.0010678i,0.00016655-0.00083194i,-0.00010347+2.4856e-05i
0.00054012+0.00079634i,0.00087506+0.00013463i,0.00037044-9.413e-05i,-0.00024171+0.00052256i,0.00013137+0.00031981i,0.00071075-5.2091e-05i,0.00015796-0.00016438i,-0.00019787-0.00030612i,-0.00032448+0.00043739i,-0.00036802+0.00076344i,0.00072478+0.00047239i,0.0010263+0.00026646i,0.0003202-5.1141e-05i,0.00044799-0.00037615i,4.5781e-05-0.0005621i,1.6932e-05-0.00083141i,-6.9529e-05-0.00074534i,-0.00066204-3.924e-05i,-0.00019513+0.0004207i,9.8566e-06+0.00051153i,0.00011943+0.0004292i,0.00024226+0.00059657i,-0.00013241+0.00083641i
-0.0010011-0.0018281i,-0.0020562-0.00047327i,-0.0025266-0.0003496i,-0.0019775-0.00054159i,-0.000871+0.00042237i,-0.00014451+0.00098779i,-2.8592e-05+0.00077073i,-0.00015113+0.00069917i,0.0005001+0.00042231i,0.0001923+0.00076302i,-0.00050362+0.00093988i,-5.9913e-05+0.0010884i,1.1831e-05+0.0010019i,-8.5285e-05+0.00032361i,0.0011192-5.4148e-06i,0.0016681+0.00032548i,0.0010623+7.0247e-05i,0.00072103+0.00013845i,0.000785+0.00070163i,0.00053783+0.00016808i,-3.0945e-05-0.001113i,-0.00041642-0.0010662i,-0.00031325-0.00063636i
-0.00098085+8.804e-05i,0.00012347-1.4453e-05i,4.1212e-05+0.0011691i,-0.00033075+0.0022096i,-0.00034484+0.0019454i,-0.00025971+0.00077874i,-0.00088831-0.0004772i,-0.00050725-0.0011185i,-0.00039308-0.0010029i,-0.00087431-0.00021018i,0.00019543-0.00015136i,0.00079262+0.00018107i,-0.00012243+1.4164e-05i,-0.00088-0.00082241i,-0.0013828-0.0009157i,-0.0013068-0.00083157i,-0.0004475-0.00052558i,-0.00079565+0.00043035i,-0.0010396+0.00099483i,-0.00020915+0.00062735i,0.00038105+0.00023917i,-0.0001911-0.00031244i,-0.00065891-0.0003466i
0.00075958-0.00087973i,0.0011718-0.001328i,0.00079886-0.0017665i,-4.1643e-05-0.00065823i,-0.00016487+0.00044212i,0.0005525+0.00011744i,0.00063136+0.00082278i,0.00015425+0.0016403i,-0.00031033+0.0012193i,3.5283e-05+0.00084499i,0.00085261+0.00065019i,0.0010695+4.1036e-05i,0.00082917-0.00038511i,-8.7424e-06+0.00051139i,-0.00089003+0.00086041i,-0.00024364+2.0065e-05i,0.00047767-0.0002844i,4.8012e-05-6.7286e-05i,-0.00036133-0.00041563i,3.0573e-05-0.00012931i,-4.5412e-05+0.00032942i,6.1842e-06+0.00066739i,1.5706e-05+0.00070862i
0.0011536-0.0002713i,0.00086597-2.3982e-05i,0.00017041-2.1762e-05i,0.00036137+0.00014119i,0.00065728+0.0010375i,0.0004058+0.00085578i,0.00023432+0.00056808i,0.00065252+0.00093528i,0.00046848+0.00038925i,-0.00060257+1.2341e-05i,-0.00067669+9.9666e-05i,-2.7491e-05+0.00010107i,3.7877e-05+0.00011103i,-0.0002512-0.00019619i,-0.00022459-0.00069386i,-0.00013656-0.00069216i,-9.1344e-05-0.00029246i,0.0002843-0.00011284i,0.00050339+6.8529e-05i,-0.00030331+0.00050553i,-0.00085553+0.0003662i,-0.00069036+0.00047233i,-0.00021877+9.9183e-05i
-0.0018631+2.1456e-05i,-0.0033108-0.00025234i,-0.0027078+0.00059262i,-0.0011521+0.0011897i,-0.00045385+0.00090345i,-0.00046251+0.00091422i,0.00035067+0.0011711i,0.00079079+0.00063897i,4.5398e-05-7.6593e-05i,-0.00029136-8.405e-05i,0.00026567-1.6368e-05i,0.00013736+0.00058312i,-5.2165e-05+0.00094155i,4.3392e-05+0.00030075i,-0.00040772-7.9355e-05i,-0.00017699+0.00013253i,0.00099565+0.0006509i,0.0014133+0.00011633i,0.0010856+9.7516e-05i,0.00082612+0.00039407i,0.00033182+0.00012901i,-0.0002299-0.00040617i,-1.3761e-05-0.00066872i
-0.00065594-0.00057717i,-0.0014874-0.00037613i,-0.001287+0.00065252i,-0.00080767+0.00057821i,-0.00050137+0.00082526i,-0.0010299+0.0011903i,-0.0013061+0.0012451i,-0.00045205+0.00073607i,-0.00087948+0.00086079i,-0.0014123+0.0014324i,-0.0010697+0.0016595i,-0.00017596+0.0013192i,0.00071718-0.00032322i,0.00056721-0.001238i,0.00048895-0.0011502i,0.00060571-0.00015247i,0.00038374+0.00026123i,0.00014056-0.00015789i,0.00048222-0.00015392i,0.00011251-0.00064215i,-0.00038123-0.00093766i,-0.00017259-0.00084274i,-0.00021126-0.00090704i
-0.0024173-0.0011359i,-0.0017792-0.00013401i,-0.0017571+0.00073289i,-0.0016779+0.0011382i,-0.00024138+0.00060102i,0.00098832-0.0004063i,0.00088985-0.00078839i,0.0002565-0.00026352i,7.8108e-06-1.2004e-05i,0.00032647-4.3067e-05i,-1.5877e-05+0.00018692i,-0.00015645+0.00014048i,6.2534e-05-0.00070078i,-0.00090408-0.0011747i,-0.00067148-0.00085872i,0.00070847-0.00014565i,0.00071302+0.00054597i,-0.00058683+0.00042335i,-0.0016392+0.00037336i,-0.00064214-3.6381e-05i,-0.00025703-2.3996e-05i,-0.0008396-0.00015222i,-0.00031533-0.0004098i
-0.0011791+0.00071573i,-0.0020026+0.0012446i,-0.0029283+0.0023539i,-0.0011129+0.0022755i,-9.8391e-05+0.0024326i,-0.0010473+0.0020698i,-0.0015183+0.00031244i,-0.00086501-0.00085277i,-0.00075655-0.00052589i,-0.00052679-3.5247e-05i,0.00052554+0.00046873i,0.00051499+0.0007364i,-0.00074023+0.00074201i,-0.00086392+0.00021288i,-0.00053628+0.00027803i,-0.00046329+0.00020044i,-0.00080831-0.00038038i,-0.00054012-0.00039807i,0.0003117-0.00014062i,0.0012146+0.00032984i,0.0015821-0.00032875i,0.00094135-0.00054517i,0.00025407-0.00028638i
-0.0092538-0.00083514i,-0.009852+0.001435i,-0.0092766+0.0068565i,-0.0044592+0.0084203i,0.00084787+0.0073435i,0.0029992+0.0028218i,4.5578e-05-0.00080988i,-0.0017887-0.00074993i,-0.0012473+0.0011893i,0.00024667+0.003654i,0.002142+0.0033521i,0.0016446+0.0007732i,-7.3113e-05-0.0018297i,-0.0020643-0.0026812i,-0.0031151-0.0021598i,-0.0012528-0.0023618i,0.00017114-0.0018677i,-0.00050933-0.0010902i,-0.00099825-0.00095978i,-0.00045043-0.0005513i,-0.00016001+2.909e-05i,-0.00060545-0.00026119i,-0.00081146-0.0010979i
0.0019393-5.8804e-05i,0.0020178-0.001076i,0.0011943-0.0025624i,-0.00043883-0.0021454i,-0.0020066-0.0007233i,-0.0021539+6.0721e-05i,-0.00045858+0.0011147i,0.00087119+0.0013432i,0.0011445+0.00032623i,0.00062403-0.0004145i,-6.3394e-05-0.00052774i,-0.0002454-0.00029494i,0.00021073+0.00028196i,0.0012347+0.00038069i,0.0016109+0.00038991i,0.00054554+0.00054004i,-0.0002377+0.0011544i,0.00028871+0.0015223i,0.00071289+0.00021117i,0.0006748-0.00068815i,0.00083648+0.00010835i,0.00056211+0.00067931i,0.00022045+0.00010106i
0.0017232-0.00071446i,0.0022028-0.0013407i,0.0010781-0.002486i,0.0003344-0.0019343i,-0.00050245-0.00024718i,-0.0014503+0.00097861i,-0.00043663+0.0018135i,0.00031197+0.0014802i,0.00034418+4.3099e-05i,-3.3495e-05-0.00061117i,-0.00084497-0.00048202i,-0.00058061-0.0001018i,0.00027374-0.00023801i,0.00085239-0.00051388i,0.0014543+0.00023728i,0.000734+0.00094543i,-0.00056213+0.0001037i,-0.00060149-0.00076629i,-0.00073945-0.0010178i,-0.00068906-0.00057886i,0.00024559+5.2351e-05i,0.00046043+0.00039387i,-4.0519e-05+0.00062083i
