-0.0049482-0.0015119i,-0.004659-0.00046781i,-0.0041745-0.00018813i,-0.0034023+0.001132i,-0.0023726+0.0017543i,-0.00056226+0.00057325i,-0.00080271+0.00053772i,-0.0014162+0.0017786i,-0.00080567+0.0013591i,-0.00020771+0.00052482i,0.00037938+0.00083101i,0.00073432+0.00082366i,0.0010322+0.00039504i,0.001323-5.5876e-05i,0.00061044-0.00045772i,0.00051099-0.00034189i,0.0013498+3.6103e-05i,0.00099284-0.00026667i,6.6612e-06-0.00030218i,0.00013918+0.00067647i,0.00072787+0.00089683i,0.00012146+0.00022802i,-0.00046439-0.0003836i
0.0014496+0.0009905i,0.0014183-0.0003893i,0.00024406-0.00099518i,4.8773e-05-0.0012941i,0.0010709-0.0019941i,0.0021148-0.0017345i,0.0018705-0.00084952i,0.00045368-0.0006854i,-0.00011738-0.0012128i,0.00087521-0.0014628i,0.0012495-0.0011409i,0.00041778-0.00034076i,0.00053745-0.0002472i,0.00088499-0.0006676i,0.00040125-0.00033319i,1.9034e-05-0.00012078i,-0.00033598-0.00044376i,-0.00012266-0.00079311i,-9.6467e-05-0.00071857i,-0.00047187-0.00016169i,-0.00049626+4.3143e-05i,-0.000486+0.00018621i,-0.0005594+0.00053597i
-0.0015098+0.0014004i,-0.00040255+0.0011939i,0.00058427+0.0022303i,0.00063976+0.0016446i,0.0011341-0.00023175i,0.0011367-0.0013351i,0.00056195-0.0012016i,0.00038231-0.0012793i,0.00075475-0.00094211i,0.0011662+0.00011834i,0.00090384-0.00062076i,0.00052009-0.0011421i,0.00080021-0.00022109i,0.0011805+9.5438e-06i,0.001015-0.00042026i,0.00087218-0.00073183i,-4.4226e-05-0.00026579i,-0.0011683+0.00026153i,-0.00090624+0.00053899i,0.00046583+0.0010694i,0.00073411+0.0014438i,0.00012163+0.00051626i,-0.00012812-0.00061444i
-0.0018676+0.002145i,-0.00082698+0.0029965i,-0.00020262+0.0039193i,0.00097585+0.0022621i,0.0033445-0.00034263i,0.0034974-0.00097854i,0.0016753-0.00032382i,0.00081778-3.3354e-05i,0.00042963+8.4897e-05i,0.00064054+0.00030956i,0.00061339+0.00072943i,0.00033182+0.00071698i,0.00065412+0.00050627i,0.0010904+0.0002572i,0.00052107-0.00023743i,9.5531e-05-0.00097007i,0.000611-0.00072876i,-0.00029905+0.00030196i,-0.00066948+0.0004738i,0.00025131-0.00027874i,0.00048819-0.00047801i,0.00080208-6.9335e-05i,0.00063045-3.3711e-05i
0.00097189+0.002895i,0.00016764+0.0020833i,-0.00052444+0.00073771i,0.00026537-0.00020118i,0.0015314-0.0011215i,0.0019542-0.0022606i,0.00127-0.0014306i,0.00041506+0.00046617i,-0.00015398+0.00083217i,-0.0002554+0.00069172i,-0.00017101-0.00020597i,-0.00051669-0.0010968i,-0.00095042-0.00071713i,-0.0006066-0.00042765i,-0.00010216-0.00085474i,0.00057856-0.0008384i,0.00057308-0.00058687i,-0.00087948+7.274e-06i,-0.0015871-0.00021768i,-0.0011897-0.00085946i,-0.00021408-0.00043176i,0.0003187+0.00054179i,0.00029066+0.0013158i
0.0006574-0.00017442i,0.00074642-0.00028671i,0.00028896-0.00020689i,0.00040073+0.00013591i,0.0017627-0.00042957i,0.002726-0.00078192i,0.0016704-0.00029255i,-0.00017861-0.00013522i,-0.00092699-9.4239e-05i,-0.00051007-0.00011064i,-7.0251e-06-0.00054083i,-9.5654e-05+0.00022404i,9.358e-05+0.00056501i,-0.00030505+0.00058481i,-0.0010102+0.00012417i,-0.00080568-0.00061743i,-0.00067392-0.0012958i,-0.00040142-0.00077157i,-0.00071996-3.4096e-05i,-0.0008991-0.00014494i,-0.00027048-0.00055251i,0.00042531-0.00048811i,0.00063773-8.2707e-07i
-0.00054418+0.0010433i,-0.0001915+0.0016889i,0.00048416+0.0014097i,0.0010109-0.00018029i,0.0024125-0.0013521i,0.0024203-0.0018534i,0.0014908-0.0013918i,0.00088121-0.00017486i,0.00038731+4.5617e-05i,0.0007616+3.781e-05i,0.00082264-0.00072245i,0.00023517-0.0011411i,0.00022414-0.00019212i,0.00076424+0.00033814i,-9.5845e-05+0.00022418i,-0.00028698-0.00022501i,0.00038845-0.00046352i,0.0010012+0.00048032i,0.00067273+0.00083156i,-5.3337e-05+0.00013844i,-0.00016044+0.00025841i,-0.00033613+0.00021193i,-0.00020222-0.00022988i
-0.00037271-0.00013201i,-0.00030631-0.00046999i,-0.0019713-0.00089191i,-0.0013822-0.0019929i,0.00080593-0.0021515i,0.001474-0.0023112i,0.0012607-0.0020804i,0.00026301-0.0012288i,-0.00030128-0.00064103i,-0.00016819-9.5905e-05i,-0.00014629-5.5167e-06i,-0.00027488+0.00025658i,-0.00012784+0.00043044i,0.00042748+0.00015379i,0.0009791-0.00028048i,0.00065685+8.2851e-05i,2.0698e-05+0.00010017i,-0.00032101-0.00059161i,-0.00016116-0.00040313i,0.00070591+0.00067447i,0.00070445+0.0012783i,-0.00043142+0.0006805i,-0.0013439-0.00046811i
3.2472e-05+0.0012262i,0.00040637+0.00047496i,0.0014912-0.0017965i,0.0018421-0.002702i,0.0020069-0.0031903i,0.0024436-0.0029443i,0.0019928-0.0018472i,0.0010589-0.00059836i,0.00048655-0.00050131i,0.00019504-0.00070611i,9.4832e-05-0.00061507i,-4.1509e-05-0.00052292i,0.00035354-0.00039807i,0.00080539-0.00066743i,0.00051982-0.00043081i,8.8956e-05-0.00097782i,2.4973e-05-0.0016971i,-9.9724e-05-0.00097242i,-0.00020082-0.00049367i,-0.00010658-0.00055907i,-0.00018399-0.00067515i,-0.0002295-0.00039059i,-0.00048655-0.00053564i
0.00088117-0.00075058i,0.00080887-0.00082143i,-0.00035109-0.0015022i,-0.00011521-0.0016322i,0.0010595-0.001877i,0.0014769-0.0019025i,0.0007717-0.0010317i,0.00033204-0.00060199i,0.00016943-0.0010964i,-0.00043912-0.0011205i,-0.00046473-0.00026503i,4.0011e-06+0.00079729i,0.00041102+0.001115i,0.0010776+0.00066846i,0.00082048+2.6198e-05i,7.3141e-08-0.00075158i,-9.4457e-05-0.0013822i,-0.0006765-0.0015222i,-0.0010342+8.0993e-05i,-0.00094206+0.00082856i,-0.00059208+0.00038717i,-0.00018355+0.00023121i,4.8412e-05-7.9894e-05i
0.00089186+0.0026346i,0.00096895+0.0013286i,0.0016101-0.00090389i,0.0015393-0.0025144i,0.0017072-0.0031821i,0.0010699-0.0022845i,-0.0003458-0.00065503i,0.00033935+0.00039654i,0.0017122+0.00082065i,0.0011767+0.00017046i,0.00037252-0.00076628i,-0.00048735-0.00053966i,-0.00088543-0.00027077i,-0.00046675-0.00057257i,-3.1153e-05-0.00099018i,0.00031123-0.00050676i,2.3972e-05+5.4063e-05i,-0.00035834+0.00025584i,0.0001294+5.6211e-05i,0.00071169+0.00011772i,0.00026924+0.00047411i,5.4552e-05+0.00068319i,-0.00010122+0.00038258i
-0.0024019-0.0040838i,-0.0031377-0.0031679i,-0.0035378-0.0022213i,-0.0025899-0.001572i,-0.0014086-0.00084281i,0.00072026-0.00025437i,0.0020628-0.00045647i,0.0013563-0.0012971i,0.00054366-0.0007628i,0.00013091+0.00017364i,-0.00045381+7.5327e-05i,-0.0011892-3.0244e-05i,-0.00081742+0.00013442i,-6.0231e-05+0.0004519i,9.7306e-05+0.00042209i,-0.00021599+0.00013613i,-0.00032311-0.00092974i,-7.4258e-05-0.0012625i,0.00071653-0.00039776i,0.00091897-0.00051811i,0.00026071-0.00092707i,0.00012155-0.000198i,0.00045186+0.00044859i
-0.00036982+0.0039657i,0.0007923+0.0031299i,0.0011969+0.0031438i,0.0018708+0.0020845i,0.0027695+0.0006912i,0.0025656+4.7898e-05i,0.0011023-0.00097267i,-1.7248e-05-0.00084976i,0.00040647+0.00010318i,0.00073631-0.00020134i,0.00064331-0.00083688i,0.00010169-0.00017249i,-0.00018845-3.1465e-05i,0.00056639-0.00032931i,0.0011368-0.00032398i,0.00040622-0.00051585i,-0.00014097-0.00074971i,0.00028055-0.00051121i,0.00045864-0.0003553i,0.00036478+0.0001765i,9.2429e-05+0.00036434i,0.00012144+0.00056788i,-7.317e-05+0.0010769i
-0.00034649+0.00073431i,-0.00057115-0.00027608i,-0.00030461-0.00058724i,-3.3889e-05-0.00032406i,0.00076692-0.00034867i,0.0017067-0.00069862i,0.0020806-0.00017591i,0.001725-0.00039013i,0.0010796-0.0011923i,0.00030574-0.0011712i,8.4893e-05-0.00093021i,0.00049519-0.00072261i,-0.00035864-0.00037518i,-0.00075251-0.00027312i,0.00024519+0.0001288i,0.00069081-8.4338e-06i,0.00053512-0.00081144i,5.2774e-05-0.00074058i,6.9825e-05-0.0004039i,0.00058923-0.00052403i,0.00040594-0.00037393i,-0.00042674-0.00053457i,-3.6897e-05-0.00079262i
0.0020659+0.0012632i,0.0021999+0.0020072i,0.0011036+0.0011093i,0.0021961-0.00059574i,0.0031328-0.0015395i,0.0016946-0.0016202i,-0.00028195-0.0013402i,-0.00064994-0.0013999i,9.2611e-05-0.0012357i,0.00054571-0.0007827i,0.00033307-0.00072869i,-0.00016471-0.00077482i,-0.00026541+0.00010419i,-1.8215e-05+0.00078836i,0.0004972+0.00021872i,0.001074-0.00020604i,0.00092508-0.00085616i,0.00011229-0.0010735i,0.00030581-0.00070748i,0.00075317-0.0003899i,0.00031041-0.00033098i,-1.0336e-06+0.00011455i,-0.00014045-0.00021641i
-0.0011407+0.0013149i,-0.0007952+0.0007905i,-0.00039515+0.00061773i,0.00013807-3.5131e-05i,0.0013757-0.00098804i,0.0016839-0.0018642i,0.0011035-0.0016759i,0.00099152-0.00088641i,0.00089825-0.00061782i,0.00043071-0.00049611i,-0.0002196-0.00061137i,-0.00016393-0.0008774i,0.00020033-0.00036398i,0.00040187+2.5583e-05i,0.00010264-2.7374e-05i,-7.3518e-05-0.00026571i,-0.00069396-0.00030882i,-0.0012594-0.00026956i,-0.00125+0.00014207i,-0.00024346+0.00044983i,-0.00016538+7.348e-05i,-0.00092756-0.0003328i,-0.00063906-0.00061477i
0.0016631+0.00067962i,0.0015829+0.0010171i,0.0010706-0.00046171i,0.00092469-0.0014105i,0.0013022-0.0022544i,0.001124-0.0026445i,0.00033532-0.00099634i,-0.00034644+5.7388e-05i,-0.0005858-0.00032564i,-0.00043863-0.0014655i,0.00020278-0.0019725i,2.103e-05-0.0014187i,-3.8443e-05-0.0004509i,0.00044125+0.00044311i,0.0010071+0.00046515i,0.0014233+4.7499e-05i,0.00097893+1.0549e-05i,0.0004083-0.00046432i,-0.00044965-0.00075695i,-0.00084655-0.00069425i,2.5351e-06-0.001406i,-0.00018466-0.0010678i,-0.00089065-4.4114e-06i
-0.00096749+0.002165i,-0.0012054+0.0030732i,0.00034859+0.0021808i,0.0014688+0.00079896i,0.002048-6.651e-05i,0.0022626-0.00090819i,0.00094436-0.00095144i,-7.9363e-05-0.00063989i,0.00029269-0.00033857i,0.00030077-0.00051603i,6.125e-05-0.00042125i,-0.00011353-0.0001806i,-4.8152e-05-0.000346i,0.00049291-0.00076086i,0.00040424-0.0012212i,-0.0001591-0.0017821i,-0.00051323-0.0014441i,-0.0011523-0.00052102i,-0.00076962-2.4731e-05i,-0.00020813+0.00018664i,-0.00078864+3.3378e-05i,-0.0011508-0.00027281i,-0.00068748-0.00023048i
0.00024625-0.0012645i,0.00054398-0.0010635i,0.0015409+3.7929e-06i,0.0026476+4.1023e-05i,0.0021399-0.0012481i,0.00095158-0.0010479i,0.0010268-0.00072728i,0.0009719-0.0013877i,0.00042647-0.0013059i,0.00060564-0.0013706i,0.00026757-0.0012606i,-0.0010106-0.00046462i,-0.00071225-3.2836e-05i,0.00024895+0.00028466i,0.00039962+0.00022703i,9.6324e-05-0.00019528i,-0.00077193-0.00088011i,-0.00087139-0.00091431i,-0.00057221-0.00014311i,-8.7443e-05+1.3819e-05i,0.00064279-1.8895e-05i,-8.8879e-05+0.00054371i,-0.00072421+0.0002889i
-0.0011509+0.002783i,-0.0016277+0.0032283i,-0.0014044+0.0019021i,0.00018518+0.00020001i,0.0014524-0.00017648i,0.00096886-0.0002469i,-5.0213e-06-0.00051545i,9.8711e-05-0.00069887i,0.00077936-0.00063281i,0.0011459-0.00064026i,0.00057068-0.00073753i,0.00019787-0.00064536i,0.00020681-0.00016683i,0.00031092-0.00043526i,0.00085117-0.00080742i,0.00080509-0.00014653i,5.26e-05-3.3659e-05i,-3.4844e-05-0.00041786i,0.00067927-4.4866e-05i,0.0011375+0.00027743i,0.00034729+5.701e-06i,-0.00060237-0.00011552i,-1.1132e-05-5.115e-05i
-0.0021256-0.0021321i,-0.0017879-0.0011042i,-0.002494+0.00054129i,-0.0021734-0.00016952i,6.6379e-05-0.0012643i,0.0014919-0.00077141i,0.0010178-0.00024217i,0.00017146-8.2537e-05i,0.00076567-2.2419e-06i,0.0011745-0.00044596i,0.00054684-0.0002493i,-0.0007518+8.784e-05i,-0.00034881-5.5971e-05i,0.00041474-1.6033e-05i,0.00038843-0.00010274i,0.00091853-0.00028909i,0.00062711-0.00024002i,-0.00036566-6.7512e-05i,-0.00010944+0.00012548i,0.00070538-2.5304e-05i,0.00036559+0.00014069i,-0.00017902-5.9215e-05i,-2.3629e-05-0.00014904i
-0.0015192+0.0047689i,-0.00064186+0.005065i,0.001039+0.0045597i,0.0024476+0.0032594i,0.0030247+0.00080099i,0.0024872-0.0015757i,0.00090443-0.0019715i,0.00021732-0.0009729i,0.00089155+0.00015939i,0.001039+0.00049238i,0.001313-3.7855e-05i,0.0018474-0.00010164i,0.0013168+0.00022391i,0.0004316+0.0004042i,0.00027201+0.00056851i,0.00040169+6.4215e-05i,0.00033643-0.00091605i,1.1871e-05-0.00043645i,-0.00054758+6.5075e-05i,-0.00091624+0.0002097i,-0.00079318-0.00023911i,-0.00019446-0.00077393i,0.00033502-0.00022054i
9.3417e-05-0.0014716i,-0.00035205-0.0018105i,-0.0011816-0.0021636i,-0.00021209-0.0021961i,0.00095888-0.001822i,0.0009253-0.0014356i,0.0013202-0.0013315i,0.0021003-0.0012076i,0.0014128-0.00082088i,0.00040246-0.00076879i,5.3661e-05-0.00092649i,-0.00010138-0.00067081i,-0.00064932+0.00027603i,-0.00023381+0.00053564i,0.00050636+0.00081715i,0.00020487+0.00035831i,-0.00063687-0.001277i,-0.0010066-0.0011537i,-0.00024721+0.00069383i,-2.5864e-05+0.00082592i,5.8044e-05-0.00049963i,0.00022261-0.0010425i,-0.00042863-0.00048143i
-0.00024896+0.0031606i,-0.00091428+0.0037417i,-0.0020115+0.0023464i,-0.00072713+0.0011498i,0.0014797+6.9456e-05i,0.0023154-0.00048062i,0.001609-0.00027094i,0.00050114-0.00048341i,0.00026924-0.00083681i,0.00090636-0.00033581i,0.0010443+0.00032415i,0.00052046-0.00017657i,0.00070186+0.00013207i,0.001457+0.00061517i,0.0011845+0.00022658i,0.00029538-5.4628e-05i,0.00029843-4.997e-05i,0.00061494-0.00040944i,3.9683e-05-0.00046808i,-0.00052906-0.00030117i,-2.6394e-05-0.00083736i,0.0010225-0.00069027i,0.00060267+4.7801e-05i
-0.0012649-0.0011911i,-0.0018727-0.00049113i,-0.0012543-0.00058259i,-5.659e-05-0.0013605i,0.00054744-0.0019177i,0.001122-0.0017435i,0.0011521-0.00066445i,0.00091222+9.9657e-05i,0.00078574-0.00025502i,0.00073024-0.00045676i,0.00011099+0.00011334i,-0.00089991+0.0005499i,-0.00066761-0.00026176i,-0.00020324-0.00028611i,-0.00071046-7.5785e-05i,-0.00066519-0.0004581i,4.0151e-05-0.00085895i,-0.00039399-0.0013074i,-0.00062604-0.00097888i,1.4113e-05-0.00049183i,0.00044853-0.00041674i,0.00059606-0.00011364i,0.00010456+0.00013494i
0.0016466+0.0019851i,0.0012715+0.0019691i,-8.1714e-05+0.00069934i,0.00075396-0.00023049i,0.0019484-0.00041575i,0.0021632-0.0013835i,0.0020025-0.0013783i,0.0014635-0.0006911i,0.0008401-0.00068241i,0.00067911-0.000447i,0.00025699+0.00032775i,-0.00057247+0.00054176i,-0.00093897-3.3158e-05i,-0.00046241-0.00013056i,0.00040685+0.00015143i,0.00092368+0.00039891i,0.00017405+0.00033057i,-0.00050057-0.00021242i,-8.2821e-05-7.5953e-05i,-9.2228e-05+0.00054158i,0.00018053+0.00080465i,0.00025837+0.00084056i,-0.00045463+0.00054696i
9.5455e-05+9.9915e-06i,-0.0010789-0.00046021i,-0.0012443-0.0019066i,-0.00029006-0.0021337i,0.00077069-0.001416i,0.00071182-0.0017404i,0.00042284-0.00179i,-0.00010314-0.00077856i,-0.00016954-0.00061651i,-9.4982e-05-0.0011975i,-0.00043492-0.0011703i,-0.00062264-0.00047162i,-0.00072064+0.00026305i,-0.00032779-5.6154e-05i,-0.00018169-0.00053728i,-0.00059398-0.0011098i,-0.00040264-0.0015713i,-0.0003659-0.0016145i,-0.00046888-0.001486i,0.00031798-0.00084528i,0.00061265-0.00028965i,-3.4275e-05+6.2169e-05i,-0.00023244+0.00025447i
0.0010316+0.00080505i,0.0010133+0.00034455i,-0.00060789+9.6438e-05i,0.00053175-0.00057361i,0.0017612-0.0012484i,0.0014956-0.0018139i,0.0012435-0.0012963i,0.00095826-9.6957e-05i,0.00042815+7.9911e-06i,-0.0002923-0.00076634i,0.0002405-0.00083255i,0.00072106-0.00013496i,-0.00012983+0.00022672i,-0.00072156+4.6237e-06i,-0.00010965+8.1011e-05i,-1.8956e-06+0.00021469i,-0.00019626-6.553e-05i,0.00015909-0.00045871i,2.9703e-05-0.00023722i,-0.00011954-0.00029974i,-0.00011298-0.00083781i,-0.00062574-0.0010105i,-0.00074011-0.0008088i
-0.00010416+0.0015588i,-0.0004559+0.0019405i,-0.00046828+0.0016975i,0.00088188+0.00021576i,0.0023721-0.0016319i,0.0019125-0.0021836i,0.00095934-0.0015854i,0.0010249-0.00061741i,0.0014467+0.0003121i,0.001407+6.461e-05i,0.00080648-0.00037285i,0.00053209-0.00042251i,0.00066705-0.00029013i,0.00042716-0.00077757i,-0.00018679-0.00045356i,0.00014021+0.00048233i,0.00025724+0.00012261i,-0.0004002-0.00014866i,-9.6719e-05+8.6735e-05i,0.00032569+0.0001828i,-9.1687e-05-0.00057434i,-0.00042916-0.0010779i,-0.00067419-0.00073651i
0.00046405-0.0014908i,0.00082849-0.0017535i,0.00022227-0.0015464i,-0.00062386-0.00035868i,-9.8196e-05-0.00074881i,0.00051843-0.0011226i,0.00039975-0.00080189i,0.00040988-0.0010609i,0.00062551-0.001291i,3.0705e-05-0.0016073i,-0.00047178-0.0012704i,-0.00022569-0.00027315i,0.0001987+4.0145e-05i,0.00050258+0.00033301i,0.00014283+0.00012016i,-2.8659e-05-0.00047079i,5.6039e-05-0.00056986i,-0.00020955-0.00088417i,0.00013571-0.0003739i,0.0005339+0.00082487i,-2.7594e-05+0.00077717i,-0.00063125-0.00036161i,-0.0002237-0.0009376i
-0.0022915+0.0027702i,-0.0021372+0.0033039i,-0.001595+0.0026068i,0.0006138+0.0026644i,0.0020958+0.0022103i,0.0028302-0.00017917i,0.0018292-0.0014378i,0.00080931-0.00043485i,0.00040445+3.6499e-05i,-0.00017491-0.00041285i,0.00025308-0.00089615i,0.0016321-0.0002361i,0.001909+0.00077794i,0.00094356+0.00074511i,0.0004556+0.00063069i,0.0001843+0.00016316i,-0.00064113-0.0002612i,-0.00094868-0.00061858i,-0.00071927-0.00041007i,-0.00057682+0.00075105i,-0.00059115+0.0010229i,-0.0008108+0.00031227i,-0.00089706-0.00035252i
0.00060278+0.0003722i,0.0013674+0.00058977i,0.00037689+0.00086076i,0.00024808+0.00083822i,0.0013148-0.0003164i,0.0009803-0.0016572i,0.00014736-0.0016006i,0.00022594-0.00095987i,0.00059454-0.00059887i,0.0010484-8.1973e-05i,0.0014146+0.0001115i,0.0010095-0.00019875i,0.00044548-0.0004873i,0.00066478-0.00025588i,0.00087003-0.0003348i,0.0012967-0.00033401i,0.00028054+0.00010993i,-0.00096121+0.0001249i,-0.00054714+0.00028337i,-0.00013044+0.0008572i,-0.0004982+0.00052374i,-0.0011961-0.00014869i,-0.0008916-1.6861e-05i
-0.00078563-0.00066317i,-0.0015068-0.0002219i,-0.0018534-0.00017899i,-0.00068856-0.00071583i,0.00067148-0.0015742i,0.00066316-0.0018387i,0.00089644-0.001082i,0.0013144-1.9197e-05i,0.0011033-0.00064866i,0.0013947-0.0013964i,0.00065774-0.00087577i,-0.00037281+0.00024028i,-0.00024437+0.00080037i,0.00081707+0.00011371i,0.0010767-0.00099147i,0.0009319-0.0014952i,0.000282-0.0012344i,-0.00045986-0.00065226i,-0.00045108-0.00017211i,-0.00015712-0.00069844i,9.7493e-05-0.00064132i,4.0429e-05-0.00040462i,-0.0001887-0.00057132i
0.00061111+0.00064443i,-0.00018542+0.00068315i,-0.0010925+1.1642e-05i,0.00014964-0.00034479i,0.0016678-0.00082711i,0.0015773-0.0011934i,0.00010561-0.0010836i,-0.00091833-0.00030509i,-0.0013387-0.00029427i,-0.0006843-0.00031242i,8.1685e-05+0.00046326i,0.00025192+0.00090456i,0.00076552+0.00059998i,0.0012943+0.00020866i,0.00089114-0.0010208i,0.00067882-0.0019154i,0.00066356-0.0020518i,-5.5714e-05-0.00079496i,-0.0008168+3.7473e-05i,-0.00072026-0.00068493i,-0.00032394-0.00066681i,-0.00018789+0.00014218i,-0.00014168+1.2076e-05i
-0.0016463+0.00056417i,-0.0013812+0.00091578i,-0.0015687+0.00024567i,-0.0012884-0.001464i,-0.00013815-0.0016501i,0.00065019-0.00021139i,0.00069407+0.00039743i,-0.00013384+0.00010658i,-5.0006e-05+0.00033366i,0.00013855+0.0012109i,-8.7178e-05+0.0012347i,-0.000408+0.00081851i,-0.00068613-4.3479e-05i,-0.00026398-0.0004685i,-0.00010814-0.00055214i,-0.00015925-0.00053933i,-0.00022746-0.00033863i,0.00014056-3.8205e-05i,0.00063791+0.00040069i,0.00068859+0.00045524i,0.00016041-2.6259e-05i,-0.00012894-0.00047902i,-8.4747e-05+5.9612e-05i
-0.0021937+0.00070374i,-0.0017176+0.00077236i,-0.0012272+0.0020273i,0.00035808+0.0034557i,0.0024643+0.0030288i,0.0026225+0.00065671i,0.0010178-0.00040397i,0.00053299-4.3216e-05i,0.00077484+0.00086434i,0.00029954+0.00084324i,-0.00021849+0.0011627i,-0.00054313+0.0010138i,0.00022254+0.00032923i,0.001035-6.2052e-05i,0.0007601-0.00035609i,0.00061115-0.00045656i,0.0013004-0.00033997i,0.0009726-0.00033063i,4.0787e-05+0.00025104i,-0.0003241+0.00059345i,-0.0002827-3.4694e-05i,-0.0001898+6.6116e-05i,-0.0003431-0.00028704i
-0.0026179+0.0010039i,-0.0030104+0.0012297i,-0.0030151+0.0014288i,-0.0015252+0.0014555i,0.00058653+0.0014922i,0.0014157+0.00024264i,0.00089994-0.00079315i,0.00014412-0.00059136i,-0.001028-0.00057747i,-0.001263-0.00064989i,5.0595e-05-9.817e-05i,0.00028138+0.00064069i,-0.00046516+0.00048034i,0.0005778-0.0002994i,0.0011873+7.0642e-05i,0.00079674+0.00053401i,0.00056403+4.229e-06i,5.124e-06-0.00070511i,-9.7241e-05-0.001122i,0.00032233-0.0010429i,0.00043559-0.00080558i,7.1703e-05-6.459e-05i,-0.00028126+0.00034462i
0.0013289+0.00062395i,0.0015145-0.00039567i,0.0012175-0.0011739i,0.0008679-0.0015356i,0.0019182-0.0023145i,0.0028472-0.0020203i,0.0012728-0.0010587i,0.00054471-0.0006731i,0.00046294-0.00076547i,0.0009992-0.00063798i,0.00090065-0.00082579i,-0.00020108-0.00099504i,-0.00083213-0.00032211i,-0.00060951+0.00043884i,-0.00015766+0.00056959i,0.00019349+0.00043882i,0.00046779+0.00011279i,-0.00038584+0.00040083i,-0.00080478+0.00073482i,0.0004948+0.00089804i,0.0019046+0.00080134i,0.0011832+0.00080989i,0.00013797+0.0005812i
-0.000178+0.0039098i,-0.00041775+0.0025482i,0.00010371+0.0016679i,0.00091555+0.00043958i,0.0019183-0.0010356i,0.001701-0.0020292i,0.00082942-0.0023407i,0.00032037-0.0015038i,0.00020634-0.00086084i,0.00090562-0.0010181i,0.0012742-0.0010958i,0.00069463-0.00091508i,6.1133e-06-0.00047523i,0.00058503-0.00078371i,0.00078832-0.0012621i,0.00057566-0.0013705i,-0.0001765-0.00068313i,-0.00070666-0.00026689i,-0.00030946-5.5254e-05i,-0.00026907-0.00024239i,-0.00010974+1.7223e-05i,0.00020042+0.00034759i,0.00010414-0.00038629i
-0.0013583+0.00034946i,-0.00080187+0.0006624i,-0.0007702+0.0017533i,-0.00045605+0.0024432i,0.00072255+0.00093709i,0.0015354-0.00076173i,0.0014571-0.0010228i,0.00050166-0.00066921i,-2.0979e-05-0.00045157i,0.00062157-3.252e-05i,0.00078435+0.00047637i,0.00060772+0.00015699i,0.00086959-0.00016769i,0.0012213-0.00017444i,0.0012235-0.00040151i,0.00068415-9.9918e-05i,0.00029814-2.6471e-05i,-6.4479e-05-0.00033229i,-0.00090268+0.00036122i,-0.00093857+0.00066566i,-0.00046012+0.0002571i,0.00022642-0.00025108i,0.00049221-0.00028819i
0.0016462+0.00087096i,0.0010918-0.00011143i,0.00085843-0.0022728i,0.0024345-0.0027025i,0.0030481-0.0022058i,0.0021314-0.0012145i,0.00059115-0.00016219i,0.00051223+0.00033606i,0.00064992+5.3557e-05i,-0.0001836-0.0009925i,-0.00056139-0.0014959i,-0.00036906-0.0018935i,0.00016547-0.0016477i,0.00066792-0.00041031i,0.00047467-9.5821e-06i,6.6091e-05-0.0004946i,9.0204e-05-0.0010272i,-0.0001927-0.00055822i,-0.00024358-2.5528e-05i,-0.00011674-0.00031381i,-0.00027598-0.00043215i,0.00013457+9.1543e-06i,-0.00014625-0.00014855i
-0.0024853-0.00017149i,-0.0016458+0.00020314i,-0.0017859-0.00028009i,-0.0013349+7.8157e-05i,0.00084395+9.8438e-05i,0.0017483-1.8017e-05i,0.0016299+0.00068724i,0.0010338+0.00067813i,0.00017408-0.00071737i,3.8504e-05-0.00096787i,0.00085913+0.0001459i,0.0012953+0.00045568i,0.0010605+0.00035583i,0.00086875+0.00050343i,7.2037e-05+0.00057219i,-0.00011306+0.00025635i,3.2355e-05-0.00063565i,-0.00046573-0.0012153i,-0.00050124-0.00061815i,-0.00041476-1.0023e-06i,-0.00073519-0.00013251i,-0.00042929-0.00018936i,0.00064435-0.00017912i
1.6693e-05+0.001482i,-0.00012982+0.0018822i,0.00051627+0.00053659i,0.0020517-0.00039513i,0.0028669-0.00069172i,0.0020272-0.00047146i,0.00071275-4.0456e-05i,0.00025576-0.00010434i,0.00049309-0.00065386i,0.00082337-0.00084028i,0.00019887+3.7172e-05i,-0.0005667+0.00082654i,0.00025736+0.00047593i,0.00080261-7.1156e-05i,-6.0696e-05-0.00023401i,2.2168e-05-6.7768e-05i,-3.1176e-05-0.00039945i,0.00012006-0.0010066i,0.00063663-0.00095874i,-8.3718e-05-0.00058164i,-0.00032619+0.00020549i,-0.0002293+0.00039157i,-0.00012158-0.00070574i
0.00045182+0.0017865i,0.00023016+0.00079504i,-0.0011258-0.00032601i,-0.0013295-0.00040492i,-0.00059313-0.0010009i,0.0010097-0.0021967i,0.0014006-0.0014078i,0.00020936-0.00011177i,-3.854e-05+0.00014264i,0.00044084-7.9847e-05i,0.00017193-0.00043032i,-0.00056318-0.0007078i,-0.0004454-0.00061581i,0.00039169-0.00026937i,0.0011131-0.00028411i,0.0011558-9.5159e-05i,0.00094511-0.00017269i,0.00061882-0.0004898i,-4.1459e-05-0.00082453i,-0.00034532-0.00029113i,-0.00035748-0.0002152i,-0.0003003-0.00092119i,-0.00020396-0.00049112i
