-0.0049482-0.0015119i,-0.004659-0.00046781i,-0.0041745-0.00018813i,-0.0034023+0.001132i,-0.0023726+0.0017543i,-0.00056226+0.00057325i,-0.00080271+0.00053772i,-0.0014162+0.0017786i,-0.00080567+0.0013591i,-0.00020771+0.00052482i,0.00037938+0.00083101i,0.00073432+0.00082366i,0.0010322+0.00039504i,0.001323-5.5876e-05i,0.00061044-0.00045772i,0.00051099-0.00034189i,0.0013498+3.6103e-05i,0.00099284-0.00026667i,6.6612e-06-0.00030218i,0.00013918+0.00067647i,0.00072787+0.00089683i,0.00012146+0.00022802i,-0.00046439-0.0003836i
-0.00040957-0.00064952i,0.000296-0.00093419i,0.0010326-0.0012427i,0.0014705-0.0011479i,0.0022045-0.0016239i,0.0019025-0.0015462i,0.0011833-0.0010498i,0.00095919-0.00032454i,0.00067358+0.00016807i,0.00071513-0.0003887i,0.00049029-0.00108i,3.0956e-05-0.00042716i,-0.00016116-0.00070134i,0.00015324-0.0014431i,0.00078802-0.00098184i,0.00025322-0.00024442i,-0.0010248-5.4894e-05i,-0.0012383-0.00011104i,-0.0011394+1.2686e-05i,-0.0011928+0.00010986i,-0.00056928+0.00051798i,-3.4518e-06+0.00072489i,-7.2228e-05+0.00025431i
-0.0019896+0.0010306i,-0.0024862+0.00136i,-0.0037681+0.0019078i,-0.0019693+0.0030056i,0.00099853+0.0020185i,0.0020719-0.00025397i,0.0015272-0.000712i,0.00051645+5.7912e-05i,6.3624e-05-0.00021229i,0.00026845-0.00036225i,0.00034735-0.00049613i,7.9575e-05-0.00018593i,0.00028743+0.00048891i,0.00036196+0.0002083i,-0.0003765+0.00026775i,-0.0015045+0.00037905i,-0.0012937+0.0002091i,9.824e-05+0.00044994i,0.00079333+0.00044553i,0.00072943+0.00018205i,8.5562e-05+0.00014414i,-0.00077466+0.0008178i,-0.00034812+0.00058083i
-0.00032259+0.002478i,0.00032467+0.0019305i,0.00055444+0.0011713i,0.0010099-0.00071955i,0.0012007-0.0014401i,0.0003094-0.001539i,-0.00016454-0.0017789i,0.00034483-0.00075505i,0.00072081-0.0002411i,0.00074355-0.00084784i,0.00050161-0.0013813i,0.00067993-0.00094773i,0.00086962-0.00044959i,0.00084214-0.0004754i,0.00051703-0.00060741i,4.974e-05-0.00053014i,-0.00040155-0.00057942i,-0.00076225-0.00038775i,-3.2371e-05-0.00059321i,-4.096e-05-0.00055722i,-0.00085991-0.00040101i,-0.00057403-0.00019093i,1.8576e-05+2.7606e-05i
-0.0016016+0.0016547i,-0.0014157+0.0017591i,-0.0010075+0.0017169i,0.00040919+0.0012845i,0.0019696-0.00014148i,0.002538-0.0011579i,0.0016077-0.0011528i,0.00074732-0.00023401i,0.00082423+0.00059876i,0.00042566+0.0007713i,-0.00052887-9.5696e-05i,-0.0010228-0.00035981i,-0.00046966+0.000172i,0.00074344+0.00021683i,0.0010304+0.00010649i,0.00083752+0.00019898i,0.00016327+0.00023302i,-0.00061578-0.00053333i,-0.00064712-0.001371i,9.2243e-05-0.0012836i,0.00042475-0.0009615i,-0.00022141-0.00062256i,-0.0001651-0.00029688i
-8.5986e-05+0.0015968i,1.3332e-05+0.0025626i,0.00073988+0.0014082i,0.0012342+0.0010875i,0.0012937+7.5649e-05i,0.0022854-0.0015855i,0.0021849-0.0014665i,0.001081-0.00064262i,0.00040941-0.00048118i,8.4939e-05-0.00076273i,0.00056046-0.00028124i,0.00098717+0.00022422i,0.0013411-0.00011351i,0.00095459-0.00013998i,0.00069575+0.00029069i,0.00074718-0.00022982i,0.00023959-0.00031089i,-0.00040514+7.5813e-05i,-0.00050361-9.1934e-05i,-5.8144e-05-9.5931e-05i,4.5869e-06+0.00068706i,-3.1347e-05+0.00050784i,0.00020792-0.00062114i
0.00095056+0.0016304i,3.8919e-05+0.0012506i,-0.00081054+0.00044481i,-0.00012281+0.00039327i,0.00083168-0.00108i,0.001744-0.0024847i,0.0016498-0.0012723i,0.00141-0.00060264i,0.0011237-0.00093914i,0.00087091-0.00075828i,0.0011099-0.00048133i,0.00086327+0.0004214i,0.00071081+0.00016728i,0.00078079-0.00073545i,0.00036409-0.00046742i,-0.00025751-7.3269e-05i,-0.00039572-0.00046129i,-0.00013005-0.00077938i,-0.00082157-0.00020932i,-0.0013991+0.00083397i,-0.00080783+0.0012945i,0.00026374+0.0010045i,0.00092293+3.9528e-05i
-0.0012383+0.0017775i,-0.00054338+0.0016098i,-0.00084308+0.0013459i,0.00034328-0.00075083i,0.0020102-0.0018492i,0.0021445-0.00087526i,0.00074867-0.00094845i,9.3678e-05-0.0012422i,9.9098e-05-0.00072451i,2.4695e-05-0.00055923i,-0.00024447-0.00054581i,3.7299e-05-0.00040451i,0.0008283-0.00072525i,0.00093803-0.00065723i,0.00046449-0.00040689i,-0.00021161-0.00071226i,-0.00042626-8.1693e-05i,-0.00046997+0.00023304i,-9.6831e-05+0.00036237i,-0.00022929+0.00074742i,-2.4164e-05+0.000225i,0.00034859+0.00052744i,1.4294e-05+0.0012959i
-0.00070523+0.00056846i,-0.0007238+0.00058871i,-0.00033928+0.001024i,-0.00013277+0.00078192i,0.00094079-0.00049061i,0.001415-0.0014691i,0.00090862-0.0010827i,0.00018883-0.00010874i,0.00065638+3.6332e-05i,0.00071851+0.00038221i,0.00017466+3.7539e-05i,0.00054939-0.00012042i,0.00019603+0.00020516i,-6.5252e-05-7.1277e-05i,8.0567e-05-0.00016373i,9.9995e-06-0.00030674i,-0.00019411-0.00061918i,-0.00034735-0.00042722i,-0.00028849+0.000254i,0.00031174+0.00029346i,0.00054509-0.00023256i,0.00057234-0.00038357i,0.00062521+0.00017811i
0.00013541+0.0010048i,-0.0010145+0.00065099i,-9.8106e-05+0.00051419i,0.00071833+0.00049033i,0.0006535-0.000684i,0.00089075-0.0011672i,0.00071718-0.00099837i,0.0013367-0.00079934i,0.0014828-0.00055713i,0.00024117-0.00031131i,-0.00048463+0.00023985i,-3.603e-05+0.00040518i,0.00037617+0.00068999i,0.0006486+0.00048102i,0.0014802+0.00039231i,0.0011202+0.00034165i,0.00010196+0.00031032i,-0.00011059+0.00096886i,0.0004527+0.00084773i,0.00027051-2.2073e-05i,-0.00017886-0.00047282i,-0.00029478-0.00043996i,-0.00013499-0.0010895i
0.0010564+0.00022623i,0.00050544-0.0003389i,0.00079034-0.0011502i,0.0009472-0.0010581i,0.0016908-0.0020267i,0.0015158-0.002347i,0.0006032-0.0010255i,0.00069166-0.00033046i,0.00097914+0.00063855i,0.00053962+0.00075203i,0.00012428-4.0479e-05i,-0.00084872+0.0002892i,-0.0010089+0.00016791i,-7.9181e-05-0.0005914i,3.8485e-05-0.00044491i,-0.00010793-0.00033405i,-0.00036514-0.000724i,-0.0010586-0.00081892i,-0.0015535-0.0003309i,-0.0014071-0.00032034i,-0.00020623-0.00065909i,-0.00023919-0.00036536i,-0.00080094+0.00023096i
0.00031823-0.00072019i,0.0002168+0.00013923i,-0.00018831+3.7202e-05i,0.00068333-0.0012523i,0.0016361-0.001193i,0.0017705-0.00012095i,0.0017258-5.3217e-05i,0.0013878-0.00063615i,0.00056041-0.00076638i,0.00049468-0.00044105i,0.00053119-0.0010463i,0.00038082-0.0014575i,0.00033744-0.00052508i,0.0003469-0.00013251i,-0.00060759-0.0011034i,-0.00057995-0.0013361i,0.00035373-0.0011697i,-8.7814e-05-0.00075159i,-0.00080649-0.00016398i,-0.00062948-9.2143e-05i,0.00043028+9.4426e-06i,0.00067265-9.7163e-06i,0.00052435-0.00029986i
0.00024682+7.3512e-05i,0.00043327+0.001212i,0.0011387+0.0010119i,0.0018514-0.00089483i,0.0017342-0.0020548i,0.001128-0.001842i,0.00043407-0.0010003i,4.101e-05-0.00043302i,0.00027984+0.00040192i,0.00091709+0.00060016i,0.00051349+8.2591e-05i,-0.00014959+0.00027619i,0.00057218+0.0013035i,0.00097059+0.0015215i,0.0014373+0.00076168i,0.0014321+0.00016312i,0.00062271-2.6671e-05i,-0.00012942+0.00015536i,-0.00020203+0.00012546i,-0.00021782+0.00011094i,-0.00061002-0.0001183i,-0.00012124-0.00040957i,-0.00010644-2.9189e-05i
-0.00096321+0.00065581i,-0.0013586+0.00036677i,-0.0022114-0.00028073i,-0.0021871-0.0002183i,-0.00083893-0.00018083i,0.00019844-0.00090581i,0.00066707-0.000973i,0.0010284-0.00043994i,0.0014849-0.00084908i,0.0020708-0.0010024i,0.000276-0.0002372i,-0.0012209+2.2728e-05i,-0.00097105-0.00010877i,-0.0007182+1.3064e-05i,0.00011312-0.00011829i,0.00065379-0.00046718i,0.00048608-0.00040803i,0.00050753+5.2368e-05i,0.0005492-0.0001532i,7.7099e-05-0.0013645i,-0.00014371-0.0012661i,-0.00044616-0.00075301i,-0.0010921-0.00087922i
0.000277+0.00043944i,0.00069996-0.00023749i,0.00030477+0.00081887i,0.00085481+0.000312i,0.0023039-0.0011062i,0.0019017-0.0018541i,0.0004163-0.0013523i,0.00054496+0.00039749i,0.0013604+0.00072665i,0.0015201+0.00040959i,0.00057092-2.0446e-05i,0.00026487-0.00076733i,0.00050234-0.00069363i,0.00070011-0.00061983i,0.00017285-0.00080288i,-0.00063703-0.0011458i,-0.00015875-0.00095192i,-0.00029344-0.00021216i,-0.00086856+0.00027449i,-0.00039602+0.00024484i,0.00012075-0.000113i,2.3346e-05-0.00010971i,-0.00037263-7.1354e-06i
-0.0015988-0.0009897i,-0.0025303-0.00022821i,-0.003446-0.00096084i,-0.0030025-0.0014936i,-0.0013844-0.0013516i,0.00068852-0.0012043i,0.0015967-0.00058661i,0.0017293-0.00065353i,0.0018991-0.0013817i,0.0017655-0.0016916i,0.0011347-0.0019615i,-0.00016445-0.0012534i,-9.3202e-05+0.00025727i,0.00024214+0.00040747i,-0.00019812+0.00042734i,-0.00065834+0.00099924i,-0.00020422+0.00060784i,-0.00011937-0.00031582i,-0.00024849-0.00074485i,-9.6416e-05-0.00015077i,-0.00013558+0.00027114i,-0.00076078+0.00017136i,-0.0010318+0.00023547i
-0.00079753-0.00050395i,-0.00087527-0.00088965i,-0.002359-0.0010966i,-0.0018312-0.0018186i,-0.00031827-0.0011886i,0.0010816+0.00090141i,0.0017203+0.0025092i,0.0026085+0.0028659i,0.0039819+0.0021737i,0.0044698+0.00040932i,0.0041556-0.0010169i,0.0031612-0.001628i,0.0013481-0.0013496i,0.00037975-0.00078909i,0.00029789-0.00074232i,0.00065732+0.00020901i,0.00013156+0.00078i,-0.00039909-0.00021515i,-0.00042942-0.00060776i,-0.0013505-0.00044844i,-0.0018268-0.0002425i,-0.0014797-1.3228e-05i,-0.00052796+0.00098103i
0.0020787+0.0017574i,0.0014884+0.0014588i,0.0019721+0.00032543i,0.0024005-0.00067909i,0.0031126-0.0015806i,0.0021831-0.0033702i,0.0004549-0.0038623i,-0.0020456-0.0036576i,-0.0043839-0.0026924i,-0.0040785-0.0015011i,-0.00255-0.00058921i,-0.0012754+0.00068848i,-3.0023e-07+0.0010863i,0.00061999+0.0011249i,0.00076285+0.00066606i,0.0011052+0.00017178i,0.00055345-0.0005986i,4.9258e-05-0.00084316i,0.00010096-4.8499e-05i,0.00018475+0.00030353i,-0.00056769+1.0165e-05i,-0.0013324-0.00048017i,-0.00055887-0.00042893i
-0.0017061+0.00026375i,-0.0012907+0.00063743i,-0.0010577+0.00038368i,-0.00082066+0.00075789i,0.0010573+0.0010202i,0.0014088+8.1073e-05i,-0.0003866-0.0011114i,-0.0018407-0.0015233i,-0.0021716-0.0008439i,-0.0012774-0.00032011i,-0.00029734+0.00015618i,-1.9763e-05+0.0010333i,-0.00029611+0.0012039i,-0.00021605+0.00086661i,0.00017409+0.00040977i,0.0004859-0.00012069i,0.00019651-0.00041447i,-0.00034292-0.00058075i,6.9705e-05+0.00031867i,0.0001682+0.00048526i,-0.00025085-0.00011856i,-0.00071076+0.00046815i,-0.00052536+0.00081795i
-0.00031327-3.7313e-05i,-0.00013721-0.00061364i,-0.00015683+0.00046879i,0.0001966+0.00057761i,0.00049174-0.00045715i,0.0014393-0.0012556i,0.0012522-0.0018931i,0.00026024-0.0015115i,-0.00037919-0.00082721i,-6.7237e-05-0.00039717i,0.00043163+0.00026634i,0.00047988+0.0012717i,0.0006658+0.0011656i,0.00089332+0.00035813i,0.00044134+8.6003e-05i,0.00025196-0.00062579i,0.00033212-0.0010271i,-0.00062431-0.00029566i,-0.00043576-0.00023398i,-2.0336e-05-0.00027469i,-2.8461e-05-0.00049618i,-0.00010799-0.00073764i,-0.00069485-0.00019071i
0.0011022+0.0012317i,0.0015211+0.0010109i,0.002087+0.0016684i,0.0020215+0.00020726i,0.0025185-0.0022098i,0.0017751-0.0024833i,0.00011174-0.0017889i,-0.00082695-0.0013081i,-0.0009887-0.00099753i,-0.00014765-0.00065496i,0.00015081-0.00038642i,-0.00015321-0.00022894i,0.00023391+5.1275e-05i,0.00074844+0.00066874i,0.00014225+0.00019207i,0.00015096-0.00037869i,0.00071917-7.4061e-06i,0.00039029+5.9072e-05i,-0.00038085-0.00037332i,-0.00035788-0.0007771i,0.00029296-0.00084389i,0.00044254-0.00081102i,0.00050378-0.00088332i
0.00063087+0.0018537i,0.0010178+0.00025727i,0.0019769-0.00086558i,0.0019622-0.0015327i,0.001701-0.0018322i,0.001491-0.0026126i,0.00084406-0.0026458i,0.00029621-0.001263i,-0.00011538-0.00097154i,3.165e-05-0.0010533i,0.0002739-0.00039925i,4.0484e-05+0.00037129i,1.5529e-05+0.00062549i,0.0003262+0.00016791i,0.00017386-6.7851e-05i,-0.000361+0.00050755i,-0.00064788+0.00070068i,-0.001009-3.7505e-06i,-0.00050702+6.1825e-05i,0.00016928+0.00017884i,-0.00062973+5.5464e-06i,-0.00076008-0.00010482i,0.00019529+0.00018852i
-0.00084892-0.0014541i,-0.0013515-0.00085265i,-0.0029008-0.00049778i,-0.0019039-0.0014138i,0.0007-0.0017356i,0.0014529-0.0013876i,0.0010696-0.0010786i,6.9345e-05-0.00094427i,-0.00074228-0.0011285i,-0.00062068-0.0010213i,-0.00063954-0.00073141i,-0.001161+0.00033205i,-0.00091724+0.00093837i,0.00034659+1.8974e-05i,0.00050918-0.00085844i,-4.9108e-05-0.00094424i,-0.00060776-0.0003929i,-0.0014676+0.00012501i,-0.0015418+0.00069569i,-0.0013591+0.00083099i,-0.00084461+0.00018246i,0.00020378+9.7936e-05i,0.00053956-0.00022194i
0.0017113+0.00020852i,0.00021079+0.00031411i,0.00038913-0.0011621i,0.0011988-0.0025514i,0.00080766-0.0025799i,0.00044693-0.0019847i,0.00020295-0.0021783i,0.00013381-0.0016931i,0.00039747-0.00055696i,0.00024111+0.0003397i,-0.0003207+0.00069554i,-0.00072907+0.00051417i,-0.00010669+0.00049357i,7.2881e-05-4.5422e-05i,-4.4205e-05-0.00050555i,0.00015517-0.00025159i,4.7188e-05+0.00031823i,-0.00014387+0.00044841i,-2.3005e-05+0.00048913i,0.00055133+0.00032503i,0.00030743-0.00012404i,-0.00061886-0.0006672i,-8.7338e-05-0.00077537i
-0.0021078+0.0014675i,-0.00091843+0.0012526i,0.00064163+0.0025692i,0.0017218+0.0017859i,0.0021475-2.7682e-05i,0.0017577-0.0011937i,0.00081902-0.0014324i,0.00025088-0.00099376i,0.00022979+8.0785e-05i,0.00060948+0.00061888i,-0.00049481+0.00059283i,-0.00096892+0.00034769i,0.00052701-0.00019803i,0.0012487-0.00053648i,0.00013038-0.00045217i,-0.0012565-0.00088075i,-0.0013625-0.0013949i,-0.0010916-0.0012416i,-0.0008198-0.0002409i,-0.00044389-0.00016361i,-8.744e-05-0.00067553i,-0.00033581-0.0010994i,-0.00017539-0.0012519i
-0.0014564+0.0026i,-0.0011614+0.0028502i,-0.0010107+0.0039242i,0.00048034+0.0033854i,0.0036064+0.0015618i,0.0041954+0.00013537i,0.0027262-3.1736e-05i,0.0010505-6.8332e-05i,-6.4884e-05+0.00025368i,-0.00051762+0.00048389i,-0.0003734+0.00051842i,-0.00013661+0.00065698i,-0.00045733+0.00044668i,2.0114e-05+3.3007e-05i,0.00042674-0.00097564i,0.00025636-0.001011i,2.5553e-05-0.00027574i,-0.00013507-0.0001368i,0.00018708+6.7173e-05i,-6.8382e-05+0.00019655i,-0.0004853-0.00020456i,-0.00012926-0.00072359i,7.7832e-05-0.00016904i
0.00079301+0.00042523i,0.00098109-0.00066196i,-7.8335e-05-0.002107i,-6.9575e-05-0.0030081i,0.00086566-0.0034442i,0.0011304-0.002711i,0.0012258-0.0015209i,0.00091167-0.00057477i,0.00031898-0.00043438i,0.00039131-0.00044656i,0.00049727+0.00015429i,-0.00017886+0.00038967i,-0.00091593+0.00020264i,-0.0009994+0.0004482i,-0.00052239+0.00066972i,0.00018577-0.0002341i,0.00023207-0.00090703i,-0.00076054-0.00023943i,-0.0010377+0.00020062i,-0.00036409+0.00017699i,4.8256e-05-0.00043507i,0.00010496-0.00093357i,-0.00030107-0.0012313i
-0.0012396-0.00024827i,-0.0022772-0.0013531i,-0.0026517-0.0012626i,-0.0025371-0.00083066i,-0.00087272-0.00112i,0.00085056-0.0016273i,0.00089144-0.0012468i,-0.000334-0.00045534i,-0.00093195-0.00025877i,-0.00035617-0.00081559i,-0.00033313-0.0007846i,-0.0008683-0.00022775i,-0.00070373+0.00032582i,0.00018724+0.00063138i,0.00031755-0.00011447i,-0.00033027-0.00079873i,-0.0010381-0.00027045i,-0.0013432-8.0514e-05i,-0.0004985-0.00014909i,0.00033719+4.1837e-05i,0.00076563-0.00012382i,0.00094021-0.00076493i,0.00017176-0.001415i
0.00164+0.0011779i,0.00095384+0.00089356i,0.00085274-0.0006846i,0.0014192-0.0018955i,0.0019054-0.0021739i,0.001508-0.0019059i,0.00067777-0.0006638i,0.00092737+4.8321e-05i,0.0012683-0.00038594i,0.00032108-0.00060018i,-0.00013891+8.1244e-06i,0.00016805-0.00037464i,0.00089796-0.00091851i,0.00063784-0.0004292i,0.00084867-0.00041682i,0.001356-0.0010844i,0.00022808-0.001285i,-4.2262e-05-0.0011137i,0.00014256-0.00085529i,0.00035496-0.00068307i,0.00084403-1.7873e-05i,0.00055246+0.00031914i,-4.2092e-05-0.00019463i
0.00043281+0.0016645i,-0.00032394+0.00093157i,-0.00058923-0.00023103i,-0.00011606-0.0024579i,0.0010191-0.0034619i,0.0018966-0.0022554i,0.00059161-0.00091411i,-0.00090768-0.00036331i,-0.0013077-0.00066774i,-0.00067932-0.0013673i,-0.00029152-0.0015282i,-0.00064137-0.00066194i,-0.00067993+0.00031361i,-0.0001772+0.00094613i,1.9355e-05+0.0010283i,-0.00039086-4.1057e-05i,6.0203e-06-0.00068951i,-0.00025598-0.00071243i,-0.00033588-0.00057297i,0.00053898-0.00045135i,0.00033602-0.00094045i,7.1545e-05-0.0008792i,0.00042881+5.9476e-06i
0.00046989-0.00024881i,0.00080624-0.00044i,0.0011072+5.9172e-06i,0.002138-0.0013736i,0.0022278-0.0026136i,0.00099503-0.0027702i,0.00029249-0.0017258i,0.00017801-0.00040257i,0.00039557-0.00079021i,0.00029671-0.0012716i,-0.00021469-0.00045382i,-0.00022745-5.486e-05i,0.00042881+0.00047785i,0.00067765-0.00011567i,0.00065696-0.0015854i,9.7762e-05-0.001167i,-0.00031076-0.00043891i,-7.583e-05-0.00012397i,-6.1531e-05-4.9735e-05i,-0.00056159+0.00016405i,-0.0009039+0.00010671i,-0.00029943+0.00012904i,-0.00013123-0.00014561i
0.0018207+0.0011739i,0.0003319+0.00079996i,0.00088544+0.0006767i,0.0026961-2.9953e-05i,0.0026442-0.0011057i,0.0010585-0.0013241i,0.00022658-0.00091391i,0.00060249-0.00069644i,0.00031186-0.00047378i,-1.4018e-05-0.00027651i,-5.229e-05-0.0001078i,-0.00048616-5.732e-05i,-0.00089115-5.7648e-05i,-0.00050555-0.00011698i,-0.00050983-0.00034047i,-0.00032232-0.00046505i,0.00050872-0.00061145i,0.0010527-0.00057527i,0.00019346-0.00012997i,-0.00075174-0.00050545i,-0.00055809-0.0009888i,0.00012227+3.4481e-05i,0.00094577-0.00014352i
-0.0026149-0.00099987i,-0.00088026-0.0014846i,-0.00015533-0.00064793i,-0.00034491-0.00052067i,0.00054292-0.0012732i,0.0013569-0.0012579i,0.0012741-0.0013993i,0.00080193-0.00097484i,0.00019356-0.00016969i,-0.00051581-7.7059e-05i,-0.00050016-0.00040068i,-0.00038645-7.734e-05i,-0.00024936-1.0114e-06i,0.0002408-0.00014328i,0.0001928+7.2633e-05i,-0.00017351-0.0015222i,-0.00050674-0.0022421i,-0.00082364-0.00072238i,-0.0012948+0.00041084i,-0.0014875+0.00023975i,-0.0014622-0.00073294i,-0.0005748-0.0012707i,0.00031523-0.00050284i
0.003315-0.0033395i,0.0018441-0.0023287i,-0.0010636-0.004375i,-0.0020304-0.0055064i,-0.0013028-0.0038877i,-6.5161e-05-0.0019679i,0.0010516-0.0011794i,0.0010948-0.00104i,0.00063196-0.00074389i,-4.2827e-05-0.00095264i,-8.0124e-05-0.0011131i,-4.7713e-05-0.00027018i,-0.00082023+0.00054729i,-0.00084758+0.00020061i,5.2383e-05-0.00033837i,0.00030004-0.00088617i,0.00032991-0.0011408i,0.00016157-0.0011687i,-9.9265e-05-0.00077042i,-0.00050215+4.5663e-05i,-0.00074086-6.7415e-05i,-0.00057075+8.7226e-06i,-0.00046296+0.00052435i
-0.0012921+0.0015219i,-0.00073005+0.00096499i,-0.00066549+0.00042176i,-0.0002472-0.00040906i,0.0010927-0.00073669i,0.0012522-0.00058013i,0.00068871-0.00097591i,0.00060012-0.0010727i,0.00015459-0.00097278i,-0.00014894-0.0012994i,0.00017851-0.0010831i,0.00026773-0.00025575i,0.0004131+0.00024802i,8.4014e-05+5.4394e-05i,-6.3062e-05+7.5461e-05i,0.00010434+0.00028305i,-0.0006258+0.00019004i,-0.0013953+0.00015292i,-0.00074885-0.00012023i,-0.000172-0.00041175i,-0.00014855-0.00023484i,-7.5994e-05+0.00026008i,-3.3144e-05+0.00032048i
0.0019848+0.001714i,0.00079614+0.0010576i,-0.00051376+0.00094516i,3.4331e-05-0.0011676i,0.0022214-0.0022011i,0.0017455-0.0014166i,0.0003197-0.00079005i,0.00056682-0.00093482i,0.00016167-0.0015887i,4.2068e-05-0.0013228i,-0.00023151-0.0003227i,-0.00084156-0.000121i,-0.0002253+4.5542e-05i,0.00020179+0.00026202i,0.00042058-8.5862e-05i,0.00069693-0.00086402i,0.00013517-0.00084492i,-0.00069706-0.00030826i,-0.00094074-9.8508e-06i,-0.00046625+0.00013895i,-0.00021362-0.00023167i,0.00035463-0.00015855i,0.00050929-0.00014956i
0.00019887+0.0011733i,-9.5169e-05+0.0012801i,-0.00066724+0.0014625i,-0.00069128+0.001489i,0.00077362+0.0011839i,0.0012941+0.00035367i,1.4168e-05-0.00038339i,-9.2846e-05-0.0003106i,0.00082266+5.5742e-05i,0.00094609-0.00036654i,-2.4735e-05-0.0011641i,-0.00060023-0.0010267i,0.00043904-0.00030689i,0.00088174+0.00032341i,0.00058532+0.00025452i,-0.00017312-0.00036685i,-0.0005156-0.00074448i,-0.00022359-0.00044764i,-0.00048112-1.9408e-05i,-0.00062997-0.0004316i,-0.00076417-0.0005229i,-0.00039066-0.00075465i,2.1311e-05-0.0014886i
0.001405+0.00101i,0.0019422-0.0011381i,0.0020373-0.0017535i,0.0015726-0.0018459i,0.0016308-0.0026862i,0.0017045-0.0034793i,0.0010247-0.0022294i,5.2204e-05-0.00082814i,-0.00066805-0.0010847i,-0.00062418-0.001422i,-0.00013696-0.00066824i,0.00037453+0.00030336i,0.00095833+0.0002765i,0.0011638+9.6307e-06i,0.00057507-0.00078951i,0.00028028-0.00084378i,0.00052436-0.00084447i,0.00045044-0.0012471i,8.5704e-05-0.0013227i,-0.00025897-0.0011577i,-0.00072611-0.00097462i,-0.00063705-0.00037736i,2.7921e-05+0.00053957i
-0.0006927+0.00094654i,-0.0013732+0.0012884i,-0.00088938+0.0010946i,-0.0005253+0.00043139i,-7.3947e-05-0.0005065i,0.00052287-0.00096615i,0.00076705-0.00061191i,0.00026422-0.00050579i,-0.00021541-0.001452i,0.00038597-0.0014513i,1.0277e-05-0.00051691i,-0.0001336-0.00032353i,0.00015694+0.00012802i,8.5373e-05+0.00045424i,-0.00035289-0.00015228i,-0.00079898-0.00057303i,-0.000539-0.0010207i,-0.00018698-0.0011749i,-0.00048386-0.00022951i,-0.00085781+0.00025001i,-0.00037725-9.5978e-05i,-0.00035774-0.00018048i,-0.00034349-0.00064352i
-0.00026152+0.00010793i,-0.00074526+0.00067253i,-0.0003772+0.0012513i,0.00020132+0.00081288i,0.00054717-0.00039535i,0.0006699-0.0014112i,9.717e-05-0.0020699i,-0.0004187-0.0018346i,-0.00078604-0.00097932i,-0.00038995-0.00027382i,-0.00012452-0.00037621i,-0.00042878-2.0823e-05i,9.6006e-05+0.00013095i,0.00086684-8.4774e-05i,0.0017945-0.00022082i,0.0016551+9.5701e-05i,0.00079697+0.00031965i,-0.00014915+5.4547e-05i,-0.00069453-0.00038513i,-0.00086407-0.00033756i,-0.00063383+7.9463e-05i,-6.8141e-05-1.8842e-05i,-0.00027525+0.00017227i
-0.0014664+0.003267i,-0.00081222+0.0030125i,-0.00089232+0.0032251i,0.0010446+0.0015078i,0.0029125-0.00061953i,0.0017987-0.0014452i,0.0010403-0.0012436i,0.00024066-0.0010823i,-0.00044673-0.0012135i,0.0004702-0.00037182i,0.00083316-5.3796e-05i,0.0006969-0.00035598i,0.00066862+0.0001688i,0.00040973+0.00057692i,0.00028647-8.5739e-06i,0.00025239-0.00017518i,-0.00011469-4.2887e-05i,-0.00023962-0.00022308i,0.00012369-0.0004715i,0.00054777-0.00029242i,0.00057017-1.0229e-05i,9.1209e-05-0.00013288i,-1.1283e-05-0.00014619i
-0.0023858+0.00031684i,-0.0023531+0.0011696i,-0.0032035+0.0020562i,-0.0020234+0.001102i,0.00050562-0.00042042i,0.0019834-0.0012332i,0.0015059-0.0019326i,0.00033343-0.0016669i,-0.00018867-0.00066631i,-0.00049759-0.00015919i,-0.0004788-0.00076401i,-4.3314e-05-0.00078454i,-0.00011059+0.0001276i,-0.0001747+9.3627e-05i,-0.00053355+9.1906e-06i,-0.00035359+0.00024754i,-0.00037912+0.00020573i,-0.0011907+6.2423e-05i,-0.0014114+0.00031609i,-0.00078725+0.00035585i,-0.00050762-0.00011985i,-0.00042974-0.00044584i,0.00017155+0.00024862i
-0.00066508+0.00080728i,-0.00034459+0.00066072i,-0.0015519+0.00023549i,-0.0012598+0.00082621i,0.00050075+0.00099899i,0.001166-0.00050978i,0.00067907-0.0017006i,-0.00016647-0.00082666i,-0.00041566-6.4017e-05i,0.0002022+0.00012543i,0.00059537+0.00086981i,0.00083288+0.00091393i,0.00070103+0.00042675i,0.00122+0.00027445i,0.0019575+0.00028187i,0.0016749+6.8622e-05i,0.00080788+0.00023769i,-0.00055229+0.00034477i,-0.00099338+0.00058446i,-0.00046255+0.00060955i,-0.00026941+0.0012644i,-0.00046504+0.00089251i,-1.7977e-05-0.00039222i
-0.00287-0.0013649i,-0.0036782+0.00027388i,-0.0045429+0.00051709i,-0.0033528+0.00034813i,-0.00062907-6.8229e-05i,0.0015818-0.00012915i,0.0011656-0.00016311i,-0.00016354+3.4302e-05i,-0.00052667+0.00036235i,-0.00042401+0.00036076i,-0.00055513+0.00038283i,-0.0003593+0.00097593i,0.00023226+0.0015624i,-3.6867e-05+0.0011575i,-0.00078554+0.0005362i,-0.00066152-0.0005745i,6.3348e-05-0.00093738i,0.00023841-0.00019414i,-0.00052326+0.00048152i,-0.00061838+0.00093525i,-0.00045892+0.00022705i,6.2119e-05+0.00011167i,-0.00015148+0.00014822i
