-0.002191+0.00035167i,-0.001628+0.0002616i,-0.0023562+0.00051405i,-0.0023469-5.8021e-05i,-0.0019343+0.00055744i,-0.0014017+0.0017102i,-0.0017936+0.0019829i,-0.0013642+0.0022492i,-3.9347e-05+0.0019496i,-8.5892e-06+0.0010101i,1.0106e-06-5.2445e-05i,0.00042409-0.00067345i,-0.00022455-0.0010474i,-0.0013977-0.0011892i,-0.001727-0.0011209i,-0.0012171-0.00070427i,-0.00032052+0.00066216i,0.00040445+0.00092819i,0.00033684+0.00015265i,6.0078e-05+0.00023207i,0.00022046+0.00033474i,5.456e-05-5.3456e-05i,-0.00092585-0.00041827i
-0.00092191+0.00069214i,-0.00058751+0.00023667i,9.1611e-05+0.00062406i,0.00039476+0.0011776i,0.0010217+0.00093551i,0.0011205+0.0010006i,-0.00035888+0.0014556i,-0.00089317+0.0018744i,-0.00032727+0.0022445i,-0.00027807+0.0018349i,-0.00046691+0.00051316i,-0.00051553-0.00014235i,-0.00037936-0.00029756i,-0.00073417-0.00015509i,-0.00068162+0.00051814i,-0.00047049+0.00069512i,-0.0010207+0.0001139i,-0.00063678-4.5958e-05i,1.9984e-05-8.237e-05i,0.00021372-0.00085615i,0.00055166-0.00084125i,0.00017664-0.00015269i,0.00010633+0.00056195i
-0.00063128+0.00011439i,-0.00065847+0.00028008i,-0.00080012-0.00041731i,-0.00027474-0.00015277i,-0.00063344+8.2179e-05i,-0.0014475-1.7078e-06i,-0.00074902-2.502e-05i,0.0003721+0.00040882i,0.0010276+0.001015i,0.00060189+0.00088815i,0.00034403+8.6204e-06i,0.00042113+1.4037e-05i,0.0002373+0.00029461i,-0.00027536-0.00018198i,-0.0003527+2.9346e-05i,-0.00025882-8.2969e-05i,-0.00065197-0.00075989i,-0.0010388-0.00012238i,-0.0007417+0.00064969i,0.00021219+0.00024328i,0.00028512+0.00035807i,-0.00029108+0.0005301i,0.00018444+0.00029733i
-0.00070689+0.00058191i,-0.001714+0.00093424i,-0.0014533+0.0005859i,-0.00047827-0.00032245i,0.00068144-0.00017157i,0.00070306+0.00024037i,-0.00032236-0.00022386i,7.9549e-05-0.00025861i,0.00046078+0.00023431i,0.00014969+0.00027752i,-8.1477e-05-0.00018835i,-0.00038744-0.00023414i,-0.0005298+0.00071673i,-0.0012214+0.00038399i,-0.0011609-0.00029047i,-0.00072576-0.00019204i,-0.00087195+5.0207e-05i,-0.00059562+7.1456e-05i,3.6417e-05-0.00043334i,3.0753e-06-0.00065357i,-0.00051339-0.00065491i,-0.00010394-0.00033546i,0.00053536+0.00029269i
-0.00070303+4.5238e-05i,-0.0007992-0.00094596i,-0.00066734-0.00028138i,0.00047187+0.0014515i,0.00084347+0.0023294i,-0.00020153+0.0020519i,-0.00035226+0.0015778i,0.00058047+0.0014476i,0.0018509+0.00083524i,0.0025417+0.00050142i,0.0014918+0.00066937i,0.00059702+0.00090461i,0.00041919+0.00091656i,-0.00021806+0.00061954i,-0.001085+0.00016145i,-0.0004374-0.00025996i,0.0001743+0.00062729i,0.00011972+0.0012199i,0.00051186+0.00023241i,0.00032455+0.00018406i,-3.1202e-05+0.00051854i,0.0005499+9.3572e-05i,0.00020701-0.00033657i
-0.00079094+0.0004854i,-0.00018701+0.00059096i,0.00058771+0.00055267i,8.8697e-05-1.9804e-05i,-8.7811e-05-0.0012155i,-0.00017662-0.0015985i,-8.4411e-05+8.5709e-05i,0.00015992+5.3108e-05i,0.00055772-0.00023302i,0.00033446+0.00057067i,-0.00020383+0.00058464i,-0.00043698+0.000611i,-0.00052789+0.00073768i,3.654e-05-0.0003631i,0.00081982-0.0012471i,0.0012679-0.00073012i,0.00082711+1.1054e-05i,0.00049193+0.00050478i,0.00060344+0.00049456i,0.00014705+1.7527e-08i,-0.00042881-4.3185e-05i,-0.00036967+0.00012944i,0.00025003+0.00017336i
-0.0029614-0.00012257i,-0.0028098+0.00052192i,-0.0029389+0.0011477i,-0.0025676+0.0018451i,-0.0021546+0.00098966i,-0.0024186-6.7523e-05i,-0.0016168+0.00014578i,-0.00035199+0.00075338i,0.00031751+0.0012006i,0.00030531+0.0011401i,0.00022739+0.00045955i,0.00048953+0.00037908i,0.00022102+0.0011029i,-0.00044982+0.00042409i,-0.000104-5.9457e-05i,0.00038918-0.00028339i,0.00056589-0.00057382i,0.00083828-0.00054461i,0.0013168-0.00041082i,0.00097159-0.00013115i,-0.00010556-0.00029391i,-0.00013613+0.00033174i,0.00035427+0.0013405i
0.00051794+0.00011314i,0.00037183+4.1645e-05i,0.00095753-0.00030283i,0.0012277-0.00084104i,0.00058034-0.00036877i,-2.5686e-05+0.001281i,-2.7646e-05+0.0018037i,0.0010007+0.0012175i,0.0014468+0.00027968i,-5.436e-05-0.0001956i,-0.00064078-8.5984e-05i,-0.00022025+0.0002193i,-0.00065284-0.00036165i,-0.00039988-0.00094698i,8.4425e-05-0.00051279i,0.00015067-0.00049854i,0.00039757-0.00038944i,0.00069647+8.8424e-05i,0.0010423+0.00037411i,0.0013496+0.00036895i,0.00099432+0.00033486i,0.00067262+0.0003469i,0.0011692+0.00060681i
-0.001059+0.00084791i,-0.0013007+0.00032898i,-0.00093479+0.0010081i,0.00019836+0.0016694i,0.00054391+0.0013604i,-0.00040286+0.00059157i,-0.0011325+0.00024843i,-0.00065083+0.0005579i,0.000353+0.00068866i,0.0010559+0.00051706i,0.0010768+0.00037946i,0.00051798+0.00082167i,-0.00041927+0.00053716i,-0.00078928-0.00020117i,-0.00019724+0.00029589i,-0.00010785+0.0014792i,4.9625e-06+0.0014396i,0.00012609+0.00055751i,-7.1754e-05-0.00011381i,0.00027983-0.001169i,0.00092475-0.00063722i,0.00155+0.00011885i,0.0011607+0.00019413i
-0.0015352-0.00042506i,-0.000899+0.00033351i,-0.0010986+0.00063833i,-0.0014584+0.00048965i,-0.0009092+0.0008684i,1.822e-06+0.00013134i,-3.3798e-05-0.00035658i,-5.3966e-05+5.4906e-05i,-0.00020115+0.00031488i,-0.00030218+0.00090476i,-0.00031039+0.0010627i,0.00017798+0.00068882i,0.00020984+0.0005322i,-0.00024538+0.00032379i,-0.00049841+0.0007642i,3.2247e-05+0.00097821i,0.00036729+0.00014167i,0.00033787-0.00036273i,-2.5916e-05-0.0004813i,-0.00022894-0.00021305i,-0.00017204+0.00019003i,-0.00026339+3.3532e-05i,-0.00020919+0.00015122i
0.001869-0.00033943i,0.0014729-0.00051i,0.0010978+0.00019945i,0.0006176+0.00085878i,0.00017366+0.00057543i,-0.00045158+4.415e-05i,-0.00055675+5.5791e-05i,0.00037841+0.00030443i,0.0010063+0.00016141i,-6.0176e-05-6.0924e-05i,-0.00086287-0.00044173i,-0.00028389-0.00035058i,0.00064773+0.00056869i,0.00048549+0.00091467i,-0.00043288+0.00099767i,-0.00036467+0.00098401i,-8.2197e-05+0.00034565i,0.00042165-0.00038476i,0.00048401-0.00064887i,0.000475-7.0546e-05i,0.00064357+0.00060234i,0.00072121-0.00015887i,0.00048827-0.00065713i
-0.0018258+0.000139i,-0.001474-6.8782e-05i,-0.0012253-0.00012958i,-0.00087158-3.0544e-05i,-0.00019402-0.00058415i,-0.00029773-0.00075294i,-0.00042376+3.096e-05i,0.00012687+0.00081614i,0.00059488+0.00045487i,0.00053397+0.00018097i,3.8744e-05-0.00041674i,0.00027142-0.00054773i,0.00052212+0.00030063i,-0.00014869+0.00101i,-0.00055658+0.0012601i,-0.00043222+0.00048083i,0.00051542-0.00025109i,0.00086815-0.00022164i,0.00039788+0.00022743i,-0.00019858+0.00062089i,-0.00050771+0.00018233i,0.00027109+6.5562e-05i,0.00033436+0.00081221i
-0.00028594-0.0017344i,7.0688e-05-0.00083956i,-0.00053003+0.00025481i,-0.00071693+0.00091285i,-0.00082512+0.0015356i,-0.0012536+0.0017174i,-0.0011138+0.0015946i,2.1756e-05+0.0022822i,0.00047083+0.0020046i,-0.00033302+0.00061553i,-0.00073629+0.00063685i,-0.00052973+0.00069971i,-0.00020752+0.00010309i,0.00050808-8.5406e-05i,0.00016101-0.00012741i,-0.00086937+0.00043191i,-0.00094581+0.00028145i,-0.00034545-0.00089495i,-2.9724e-05-0.00097267i,-0.00043412-0.00045181i,-0.00049987-0.00028885i,-0.00052816+6.7308e-05i,-0.00026976+0.00021923i
0.00034321+0.0013831i,0.00052446+0.00069492i,-5.2502e-06-0.00048461i,-2.3405e-05-0.0019597i,0.00080271-0.0027947i,-0.00016215-0.0019644i,-0.0012787-0.00019086i,-0.00052316+0.0012261i,0.00067256+0.0011899i,0.00070815+0.00046031i,0.00013165+9.3453e-05i,-0.00075191+3.6967e-05i,-0.0011286+0.00045871i,-0.00082307+0.0014805i,0.00035926+0.0013849i,0.0011042+0.00069385i,0.00080323-0.00015025i,0.00043948-0.00028371i,0.00014936-8.8724e-05i,-0.00079278-0.00019279i,-0.0012402-0.00020731i,-0.00096347-0.0003097i,-0.00023629+0.00026832i
-6.1109e-05+0.001606i,-0.00049486+0.00097236i,-0.00036454+0.00137i,0.00039861+0.0017675i,0.00080579+0.001726i,0.00030956+0.0014839i,0.00016096+0.0010901i,0.00079236+0.0011931i,0.00026309+0.00078375i,4.1386e-05+0.00037222i,0.0008442+0.00068945i,0.00064676+0.00013869i,-0.00022219-0.00042399i,-0.0001179-0.00015001i,-0.00019687+7.372e-06i,-0.00070024+0.00020838i,-0.00025022-8.1384e-05i,-0.0003174-9.2787e-05i,-0.00013931-0.00037227i,0.00018391-0.00071594i,-0.00036116-0.00056703i,-0.00055697-0.00081533i,-0.00045491-0.0012412i
-0.00041302+0.00061902i,-0.00085279+0.00058514i,-0.00024731-9.3317e-05i,-1.4933e-06-0.00044134i,-0.0011018-0.00060101i,-0.0018633+1.2013e-05i,-0.0012941+0.00079728i,-0.00037995+0.00059109i,0.00019047+0.00029032i,0.00063226+0.00040953i,0.0011311+0.00045314i,0.00069708+0.00083378i,-0.00014263+0.0010917i,-0.00071529+0.00093394i,-0.00021674+0.0003046i,0.0009103+6.3658e-05i,0.0011831-0.00015769i,0.0008469-0.00051038i,0.00022689-0.00049692i,-0.00064723-0.00041988i,-0.0008338-0.00036041i,-0.00025839-0.00017667i,0.00019289-0.00032342i
0.0020229-0.00050019i,0.00091968-0.00084426i,0.00039374-0.00074397i,0.0010177-0.00061569i,0.0011151-0.00079617i,0.00048598-0.00088304i,0.00082002+2.8249e-05i,0.0010013+0.0013744i,0.00078345+0.0015i,0.00014944+0.00076675i,-0.00037871+0.00016223i,-0.00035499-0.00036142i,-0.00018464+4.775e-05i,0.00014052+0.00059311i,0.00032564+0.00046587i,0.00031784+0.00023119i,0.00039599-0.00054619i,0.00049822-0.0008688i,0.00019036-0.00022369i,1.2874e-05+0.00042968i,2.4141e-05+0.00031704i,-0.00048567-0.00016096i,-5.5276e-05-0.00038295i
-0.00041994-0.00047739i,-0.00051534-0.0018899i,0.00014686-0.0020127i,-0.00017312-0.0021024i,-0.0010931-0.0012456i,-0.0019576-0.00013088i,-0.0010001-0.00014329i,0.00066774+0.00023894i,0.0017733+0.00099411i,0.0018173+0.00068485i,0.0010669+8.4976e-05i,0.00061941+0.00010491i,-0.00013784+0.00073998i,-0.00049762+0.00075885i,0.00029715-0.00033588i,0.00022106-0.00022812i,-0.00029583+0.00062897i,8.8661e-06+0.000409i,-0.00042767-0.00042902i,-0.00055721-0.00011536i,-0.00014199+0.00070873i,-0.00010515+0.00026766i,-0.00028936-0.00011472i
-0.0024291+0.00099773i,-0.0018186+0.00097051i,-0.0013005+0.0016201i,-0.00039381+0.002387i,0.00058274+0.0019965i,0.00056725+0.00071439i,0.00025639+0.00062379i,-5.9436e-05+0.0015528i,0.00033753+0.0015544i,0.00023981+0.0012762i,-0.00090384+0.00070527i,-0.00104-0.00024906i,-0.00082523-0.00070184i,-0.00054755-0.00045041i,-0.0005848+0.00015003i,-0.00056647+0.00054536i,0.0001178-0.0002013i,0.00039639-0.0011382i,0.00027987-0.00054805i,8.1276e-05+9.2528e-05i,-0.00055588+0.00010328i,-0.0011289-2.1886e-05i,-0.0010116-0.00025908i
-9.7954e-05+8.0167e-05i,-0.00084703-0.00026245i,-0.0009164+0.00050179i,-0.000191+0.0007772i,0.001054-0.00037509i,0.00070875+4.5927e-05i,0.0004286+0.0012994i,0.00045421+0.0011629i,0.00031095+0.00088438i,-7.378e-05+0.00025014i,-0.00039611-0.00015837i,-0.0003935-0.00037748i,-0.00013217-0.00044698i,0.00020122-0.00036601i,0.00017715-3.3802e-05i,0.00013691+0.00047917i,0.00037642+0.00013963i,0.00061744-0.00049538i,0.00035857-0.00036267i,-0.0001615+0.0003669i,-0.00029598+0.0002826i,0.00012319-7.6708e-05i,0.00017593+0.000643i
0.00027598+0.0014242i,9.7059e-05+0.00036199i,0.00055996-0.00028359i,0.001103-0.00067108i,0.00029727-0.00085486i,-0.00053705-0.00028036i,-0.00021898+0.00022124i,0.00047905+0.00032087i,0.00061886+0.0011902i,0.00018767+0.0013142i,-0.00027857+0.0003521i,-0.0010597+5.6762e-05i,-0.0015511+0.00049548i,-0.0014113+0.00045005i,-0.0012536+0.00057209i,-0.00034404+0.00072841i,0.00084157+0.00057245i,0.00066814+0.0010822i,-0.00013119+0.00096602i,0.00022999+0.0004408i,0.0008979+0.0004131i,0.0013398+0.00026858i,0.00030951-0.00038029i
0.00047223-0.00039716i,0.00028788-0.00044214i,0.00082017+0.00038252i,0.00032815+0.00031262i,-0.00086953-3.2634e-06i,-0.0011784+0.00042691i,-0.00085135+0.00098868i,-0.00011424+0.0013227i,0.0005084+0.00064997i,0.0011271-0.00020814i,0.0012865-0.00074353i,0.00081827-0.0011566i,0.00013425-0.00049983i,-0.00013891+0.00015231i,0.0004843+3.6742e-05i,0.00085599+3.9734e-05i,0.00080402-0.00013223i,0.00073291-0.00022698i,9.4962e-05-9.5924e-05i,-0.00041511-0.00048592i,-0.00072567-0.00092562i,-0.00017355-0.000938i,0.00026693-0.00011552i
0.00085102+0.00053899i,0.0013467+0.00073752i,0.0006382-0.00031806i,0.00068955-0.00078786i,0.0002851-0.00027356i,-0.00037333+0.0010891i,-0.00028621+0.0016855i,-0.00019453+0.001284i,0.0004066+0.00057694i,0.00073886+0.00027477i,-0.00014108+3.6154e-07i,-0.00088447+0.00018634i,-0.00066997+0.00083317i,5.0865e-05+0.00062292i,0.00097336+0.00010969i,0.0009011+0.00024247i,-8.82e-05-0.00027754i,-0.00022724-0.0005382i,-8.2508e-05+6.2002e-05i,-0.00021832+0.00049288i,0.00012006+0.00098038i,-0.00013156+0.00032087i,-0.00068995-0.00014708i
-0.00095261-0.0013876i,-0.00094622-0.00029142i,-0.0011568+0.00084988i,-0.00069407+0.00072486i,-0.00037536+0.00030899i,-0.0007999-0.00014692i,-0.00087775+9.0487e-05i,-0.00033738+0.00063444i,-3.0973e-05+0.00051866i,0.00028027+0.00084456i,0.00070132+0.00045078i,0.00054842+3.5574e-05i,5.6082e-05-0.00016768i,-0.00012049-0.0003472i,-0.00018563-0.00027739i,-2.3188e-05-0.00034192i,4.0748e-05-0.00032143i,0.00013686-0.00025435i,1.7569e-05-0.00077173i,-0.00023124-6.8705e-05i,-9.2204e-05+0.00075396i,-6.4153e-05-0.00011435i,-8.1971e-05-0.0010234i
-7.0534e-05+0.0012609i,-0.00058165+0.00080926i,-7.5411e-06+0.0013469i,0.00032107+0.0016069i,0.00028021-0.00025246i,0.0001212-0.0013855i,0.00017652-0.0005765i,0.00088267+7.5523e-05i,0.0018991+0.00046145i,0.0020006+0.0007168i,0.00050561+0.00030523i,-0.00031994+0.00028552i,0.00026495+0.00095712i,-5.329e-05+0.0009884i,-0.00031854+0.00082744i,0.00027552-2.7874e-05i,8.3842e-05-0.00098158i,-0.00041047-0.00072744i,-0.00020454-0.00022121i,-0.00022232+3.6951e-05i,-0.00031421-0.00013317i,0.00035324-0.00015464i,0.00074581-0.00020917i
-0.00052212-0.00054553i,-0.00051493-0.0015681i,-0.00030008-0.00083797i,0.00079555+0.001286i,0.00060178+0.0017891i,-0.00029926+0.0016526i,-0.00039104+0.0015139i,6.0054e-06+0.0012507i,-6.0596e-05+0.0013328i,9.7602e-05+0.0012669i,0.0003297+0.00055645i,4.5396e-05+0.00021566i,-0.00042207+0.0003718i,-0.00046104+0.00084467i,-0.00022953+0.0009248i,-2.0172e-05-0.00023267i,-0.00050902-0.00092991i,-0.00055583+8.6097e-05i,-0.00023283+3.3813e-05i,0.00010025+7.6029e-05i,0.00075349+0.00067613i,0.00018947+0.0004313i,-0.00057867+0.00051448i
0.00017121+0.00078236i,-0.00050977-7.0309e-05i,6.3604e-05+0.0007179i,0.0004013+0.0012541i,6.2719e-05+0.00039425i,-5.1198e-05+0.00044109i,-0.00057502+0.0012127i,-0.00048275+0.0015154i,0.0003039+0.0013482i,-5.1137e-05+0.00086835i,-0.00076925-4.9675e-06i,-0.00087577-0.00031927i,-0.00049878+0.00072171i,-3.1755e-05+0.00056323i,0.00097287-0.00032093i,0.00076716+7.1117e-05i,0.00070641+3.4847e-05i,0.0014338-0.00014554i,0.001397-0.00063245i,0.0011944-0.00029996i,0.0005714+0.00060864i,-0.00049264+0.00091008i,-0.00088346+0.00073783i
-0.00097229+0.0021591i,-0.00078638+0.0012428i,0.00016492+0.0013092i,0.0017185+0.00092732i,0.0018631-6.2889e-06i,0.00023916+0.00019289i,-0.00049854+0.0010137i,-0.00041071+0.001257i,-0.00040743+0.00084302i,0.00048842+0.00024916i,0.00097029+0.00039043i,-0.00036021+0.00060865i,-0.0010983+4.0507e-05i,-0.00066241-2.0057e-05i,-0.0007148+0.00050878i,-0.00015952+0.00042318i,0.00042764+0.00011971i,0.00096184+9.6012e-05i,0.0011775+0.00033162i,0.00078373+0.00039675i,-0.00012717-0.00040325i,-0.00034531-0.00052244i,2.0488e-05+1.4379e-05i
-0.00043593+0.00012244i,-0.00083256+0.00071793i,-0.00089473+0.0015245i,0.00013643+0.0021257i,0.00081608+0.0019573i,0.00055654+0.0018004i,-0.00043279+0.0012989i,0.00010203+0.00074375i,0.0011493+0.00035512i,0.0013191+0.00013028i,0.00060601+0.00052302i,-7.9331e-05+0.00050424i,-0.00029562-0.00069899i,-0.00016614-0.00068095i,-0.00035086+8.1792e-05i,-0.00041302+3.546e-05i,0.00050565-0.00020671i,0.0013854+0.00025005i,0.00089338+0.00032759i,-0.00011939+0.00088835i,0.00037246+0.00075553i,0.00090289+4.7271e-05i,0.0006916-0.00040623i
0.00050488-0.00075722i,-4.2406e-05-0.00075547i,-0.00096297-0.0017777i,-0.0010822-0.00139i,-0.00068687+0.0001425i,-0.00057135+0.00038925i,-0.00044827+0.00063067i,-0.00023449+0.00017481i,0.00016228+0.00011367i,-0.0001129+0.00095587i,-0.00082058+0.00096529i,-0.0010665+0.00038595i,-0.00079234-3.6963e-05i,-0.00068339+0.00011244i,-0.00046739+0.00082013i,-0.0004027+0.0013671i,-4.7103e-05+0.00058238i,0.00053089-5.8351e-05i,0.00029019+7.1067e-05i,0.00022872+0.00064887i,-1.4303e-05+0.00062156i,-0.00092404-0.00028967i,-0.0015049-0.00092705i
-0.0010066-0.00041612i,-0.0011596+7.5559e-05i,-0.001348-0.00091317i,-0.00033122-0.0010014i,-0.00026306+0.00027272i,-0.00048082+0.0013772i,-0.00048266+0.0008911i,-0.00025202+0.00047089i,0.00027545+0.00042971i,-1.8077e-05+0.00034292i,-0.00023495+0.00041354i,0.00062756+0.00043999i,0.0012306+0.00035032i,0.0010005-0.00012419i,0.0008225-0.00036137i,0.00036966+0.00014799i,0.00032009+0.00071119i,0.00067238+0.0006061i,0.00039002+0.00052021i,1.8072e-05+0.00033417i,0.00013214+0.00024194i,6.0422e-05+0.00032898i,-0.00051856+0.00015825i
0.00074401+0.0015049i,0.00046794+0.0004538i,0.001111+0.00029935i,0.0012157+0.00010267i,0.00065275-0.00055275i,-0.00044505-0.00048115i,-0.00040611-0.0003292i,0.00044687+0.0001411i,0.0011059+0.00049597i,0.00086128+3.6134e-05i,-7.106e-05+0.00027676i,-0.00066209+0.0016847i,-0.00065517+0.0017583i,-0.00019557+0.00029754i,0.00011074-1.3238e-05i,0.00044304+0.00021847i,0.00064168-0.00019402i,0.0004814-0.0010391i,-0.00030443-0.0013867i,-0.00035704-0.00011341i,0.00048608+0.00099966i,0.00033096+0.00016871i,-0.00036967-0.00029307i
-0.0024102-0.00013796i,-0.0020863+0.00011099i,-0.0022471+0.0015998i,-0.0018333+0.0021814i,-0.0011621+0.0020593i,-0.00068495+0.001536i,-0.00081437+0.0012463i,-0.00067473+0.00062047i,-0.0010587-0.00028998i,-0.0013321+0.00016676i,-0.00052447+0.00078587i,-7.3736e-05+0.0004191i,-0.00018002+0.00046596i,-0.00076639+0.00030876i,-0.0010515-0.00016572i,-0.00025652-9.0094e-05i,2.5118e-05+1.4228e-05i,-0.0008552+0.0002858i,-0.00051603-3.1348e-06i,-0.00036786-0.00011319i,-0.00063194-1.2692e-05i,-0.00018316+0.00019802i,-0.00075684+0.00078057i
-0.00018205-0.00099237i,-9.4279e-05-0.0011488i,0.00039947-0.001685i,0.0003412-0.00075905i,-0.0007524+0.00070302i,-0.0012362+0.00073325i,-0.00036672+0.00043488i,0.00062747+0.0012242i,0.0009708+0.0010636i,0.00071059+0.0005049i,0.00049478+0.00027863i,0.00014526+0.00020446i,-0.00025732+0.00040145i,-0.00023306+0.00014632i,0.00038996+0.00064024i,0.00063669+0.00056958i,0.00013617-0.00028557i,-0.00031282+2.0178e-06i,-0.00032081+0.00054482i,-0.00025717+0.00042972i,-0.00036924-0.00038454i,-0.0001266-0.00072621i,-0.00037505-0.00025745i
-0.0016088+0.00089146i,-0.00059074+0.00032609i,-0.00029082-0.00014694i,-0.00029243-0.0001826i,-0.00056951-0.00039875i,-0.0012736-0.00030572i,-0.00095047+0.0007343i,0.00074019+0.0008768i,0.0016659+0.0003974i,0.0014406-5.8948e-05i,0.00043646+2.8362e-05i,-0.00011494+0.00037988i,-8.5922e-05+2.8964e-05i,-0.00012144+9.174e-05i,0.00066719+0.00023654i,0.00085075-0.0004668i,0.000554-0.00096738i,0.00062389-0.0010378i,8.3581e-05-0.00019672i,-0.00020396+0.0010053i,-0.00024655+0.00059675i,-0.0004587-0.00061861i,-0.00022901-0.00054925i
-0.00026637+0.00049104i,-0.0012641+0.00015295i,-0.0012529+0.0010196i,-0.0015553+0.0011661i,-0.0010203+0.00084079i,-0.00010067+0.00068825i,-0.00039672+0.00020557i,0.00072872+0.00068993i,0.0015377+0.0008662i,0.0010684-0.00042896i,0.00023823-0.00091504i,-0.00013503-0.00016287i,0.00036205+0.00045348i,0.0012302+0.00096861i,0.0019338+0.00059851i,0.0016091+0.00030883i,0.0012799+0.00034533i,0.0013529+5.4676e-05i,0.00076239-0.00057356i,0.00041885-0.00079013i,0.00022406-0.00018759i,-7.6503e-05+1.455e-05i,-7.0863e-05-8.0067e-05i
-2.1108e-05-0.00074777i,0.00062026-0.00064053i,0.00093852+7.7987e-05i,0.00043479-0.0001427i,-0.00030284+0.00032335i,-0.0002302+0.00073848i,6.4136e-05+0.00096902i,0.00076486+0.0010369i,0.00043297+0.0004825i,-0.00032493+2.6006e-05i,-0.00070935+4.8139e-05i,-0.00073102+0.00069532i,-0.00048474+0.0010602i,-0.00023163+0.00059959i,-0.00068726+0.00047257i,-0.00066128+0.00011282i,0.00023956-0.00034342i,0.00046929-0.00026997i,0.00046036+0.00012879i,0.00034789+0.00019158i,-1.285e-06-4.0386e-05i,-0.00029715-0.00080387i,-0.00034307-0.00059444i
-0.0012393-0.00090097i,-0.0017536-0.0012172i,-0.0025704-0.0010428i,-0.0026318-0.00012532i,-0.0017743-0.00019086i,-0.0011763+4.8356e-06i,-0.00055519+0.0010634i,5.8644e-06+0.0019164i,0.00036609+0.0013373i,0.00071255-4.4815e-06i,0.00011009-0.00053494i,-0.00055068+0.00046065i,-0.00053057+0.00069592i,-0.00011766+0.00030128i,0.0005266-3.3352e-05i,0.0001315-0.00010482i,-0.00019329-2.4135e-05i,0.00018397-0.00016345i,0.00048512-0.00046039i,-0.00016981-0.00040179i,-0.00091352+4.4418e-05i,-0.00092571+0.00075267i,-0.0010843+0.00079511i
0.00037837-0.00072383i,-0.00081131-0.0017948i,-0.00051768-0.0023614i,0.00026275-0.0010052i,0.00040629+0.00011002i,0.0002003+0.00097302i,0.00032184+0.0017526i,0.00048197+0.0017345i,0.0010813+0.0011339i,0.00093333-6.4489e-05i,0.00067352-0.00070853i,0.00065672-0.0001747i,0.00040867+0.0006624i,-0.00025447+0.00069412i,-0.00038124+0.00033301i,8.3899e-05-0.00041551i,0.00051786-0.0010823i,0.00049384-0.00099733i,0.00082846-0.00076736i,0.00061781-0.00061447i,-0.00011849-2.7171e-05i,6.8674e-05+0.00044585i,0.00045223+0.00070365i
-0.00090573-0.00064118i,-0.0010292-8.2421e-05i,-0.0007437+9.3506e-05i,-5.1964e-05-1.088e-05i,-7.8174e-05-0.00028051i,-0.00047172-3.343e-05i,0.00020673+0.00063043i,0.00076255+0.00081577i,0.00043447+0.00044766i,0.00044239+1.9627e-05i,0.00057523-8.8231e-05i,-3.4011e-06-0.0002464i,-0.00047659-0.00032052i,-0.00041519-0.00054824i,0.00022099-0.0011755i,0.00057424-0.00044369i,0.0005477+0.00031816i,0.00017605+0.00026581i,-0.0008733+9.9008e-05i,-0.000426-0.00010741i,-3.1307e-05-0.00031925i,-0.00076841-0.00045927i,-0.00070298-4.5156e-05i
-0.0018827+0.00026568i,-0.0017645-0.00010006i,-0.0014099+0.0002952i,-0.0005646+0.0017036i,0.00024414+0.0016776i,0.0007971-0.00023508i,0.00049369-0.00014765i,0.00039194+0.00031021i,0.00039311-0.00031861i,0.00089888-0.00046647i,0.0014772-0.0004826i,0.0014105-0.00011561i,0.0011468+5.2852e-05i,0.00030718+8.3378e-05i,-0.00080608-0.0002747i,-0.00039629+0.00014639i,0.00086992+0.00054638i,0.0005917-1.8167e-05i,-4.531e-05-0.00030188i,-0.00013709+0.00010617i,-0.00033196-0.00056629i,-0.00011653-0.0012692i,-0.00012852-0.00023975i
4.0886e-05-0.00078517i,3.6762e-05-0.0004691i,4.8032e-05-0.00036314i,0.00036666-0.00018846i,-5.0449e-05-0.00041129i,-0.00083231-0.00045623i,-0.0010145+0.00062527i,-0.00028064+0.0011346i,-0.00024223+0.00085031i,-0.0012075+0.00065362i,-0.0013679+0.00043118i,-0.00090418+9.6295e-05i,-0.00016378-0.00019221i,0.00093629+0.00031351i,0.00082556+0.00024185i,0.00036782-0.00023212i,0.0005349+7.4991e-05i,0.00040934-0.00044619i,-0.0005123-0.00098254i,-0.00030037-0.00070992i,0.00013656-0.00027641i,-0.00058841-0.00085881i,-0.0011155-0.0011935i
-0.00011696-0.00061886i,0.00017876-0.00076325i,-0.00013257-0.0006592i,-0.00083522+0.00017079i,-0.0015844+0.00011287i,-0.0019471-0.00046751i,-0.0011175-8.4926e-05i,0.00014688+0.00032454i,0.00042847+0.00013054i,3.2857e-05+0.00055595i,0.00015246+0.0011166i,0.00019312+0.00083973i,5.9652e-05+0.00011511i,0.0001605-0.00014602i,0.00018445-4.1106e-05i,0.0012465+0.00028364i,0.0014187+6.8623e-05i,0.00023575-0.00041169i,-0.00068701-0.00078438i,-0.00046183-0.00091533i,0.00045876-0.00084445i,0.00015376-0.00091562i,-0.00049057-0.00018887i
