-0.002191+0.00035167i,-0.001628+0.0002616i,-0.0023562+0.00051405i,-0.0023469-5.8021e-05i,-0.0019343+0.00055744i,-0.0014017+0.0017102i,-0.0017936+0.0019829i,-0.0013642+0.0022492i,-3.9347e-05+0.0019496i,-8.5892e-06+0.0010101i,1.0106e-06-5.2445e-05i,0.00042409-0.00067345i,-0.00022455-0.0010474i,-0.0013977-0.0011892i,-0.001727-0.0011209i,-0.0012171-0.00070427i,-0.00032052+0.00066216i,0.00040445+0.00092819i,0.00033684+0.00015265i,6.0078e-05+0.00023207i,0.00022046+0.00033474i,5.456e-05-5.3456e-05i,-0.00092585-0.00041827i
-0.00052961+0.00058197i,0.00051741-0.00058703i,0.001562-4.9996e-06i,0.0014243+0.00056074i,0.00090449-0.00061197i,-0.00018886-0.0010896i,-0.00066795-0.00024814i,-9.9244e-05+0.00094275i,0.00037591+0.0018054i,0.00094697+0.0013129i,0.00083027-0.00015514i,0.00033516-0.00036337i,-0.00017303+8.1181e-06i,-0.00013114-0.00038299i,3.1493e-05-0.00080473i,0.00015061-0.00066699i,0.00018536-0.0001351i,0.00023421-0.00012395i,2.1047e-05-0.00050329i,-0.00030208-0.00064051i,0.00055518-0.00011764i,0.0015562-0.00014351i,0.0012148-7.428e-05i
-7.8145e-05-0.00088851i,-0.00051288-0.00034687i,-0.00071315-0.00013213i,0.00010303+0.00055958i,0.00038869+0.00076387i,0.00017596+0.00043357i,-0.00031237+0.00048932i,-0.00040376-0.00034154i,-0.00019032-0.00049782i,-0.00017804+0.0006039i,0.00023841+0.00038344i,0.00057829-0.00053669i,0.0011192-0.00055795i,0.0010187-0.00045228i,0.00041481-0.0010155i,0.00034167-0.00092128i,0.00026814-0.00011492i,-5.829e-06+2.0192e-05i,0.0001799-8.3241e-05i,-0.0002384-0.0003473i,-0.00072548-0.00040736i,1.2018e-05+0.0001146i,0.00026012-0.00037997i
-0.00070526-0.0021481i,-0.00036051-0.0017771i,-0.00072509-0.00097214i,-0.00082857-0.00042839i,-0.00052881-0.00074608i,-0.00055481-0.00035826i,-0.00079305+0.00070059i,-0.0010063+0.00093803i,-0.0013037+0.0007582i,-0.0010814+0.00058606i,-0.00062056-6.7734e-05i,-0.00056527-0.00045161i,-0.00028337-0.00031886i,0.00063581-3.6253e-05i,0.00060141-7.8355e-05i,0.00016564-1.0536e-05i,0.00071906-4.2248e-05i,0.0013549-0.00013777i,0.0013736+0.00010658i,0.00042298+0.00030549i,-0.00040129+0.00024101i,-0.00097752-0.00011821i,-0.0011845-0.00031952i
7.6419e-07-0.00079133i,-0.00042634-0.00065739i,-0.0017444-0.00035701i,-0.001471+0.00065927i,-0.00076404+0.0014072i,0.00020602+0.00037401i,0.00043868-0.00087594i,0.00030471-0.00088623i,3.1425e-05-0.00052018i,-0.00065804-0.00031761i,-0.00057952+3.8228e-05i,-0.00046622+0.00057298i,-0.00028112+7.8113e-05i,0.00017897-0.00030361i,-8.4455e-05+9.3548e-05i,-7.5505e-06-1.0037e-05i,0.00013854-0.00041612i,-0.00022946+6.3922e-06i,-0.00069308+0.00034726i,-0.00054419-1.204e-05i,-0.00018246+0.00049399i,1.4802e-05+0.001078i,0.00014473+5.3388e-05i
0.00031475-0.00022196i,0.00038114+0.00012581i,0.00095418-0.0004149i,0.0016649-0.0012114i,0.001209-0.0013886i,0.00055699-0.00096871i,-8.7965e-05-0.00023667i,7.4333e-05-0.00046881i,0.00050456-0.00048028i,0.00043425+0.00016779i,-5.1148e-05-0.00011128i,6.9364e-05-0.001112i,0.00061824-0.00097475i,-0.00011541-6.0818e-05i,-0.00075875+5.3579e-05i,-0.00048837-0.00010034i,-0.00021998+7.536e-05i,3.1207e-05-0.00050663i,-0.00017789-0.00072143i,-0.00030998-0.00035197i,-0.00046704+0.00029908i,5.9312e-05+7.0679e-05i,0.0011565-0.00032253i
-0.0025376-0.00048215i,-0.0019002+0.00016568i,-0.0022335+0.0011384i,-0.0016842+0.0027424i,-0.0010928+0.0024407i,-0.00099899+0.00025932i,-0.0002284-0.00089686i,9.1767e-05-0.00024087i,-0.00081506+0.00010654i,-0.00067443+2.873e-05i,-0.00024067+0.00012407i,4.5459e-05-0.00013095i,0.00038318+9.7777e-05i,0.00020998+0.0002565i,-3.596e-05-6.9984e-05i,-0.00049655+0.00043623i,-0.0011778+0.00093298i,-0.00070027+0.00085989i,-0.00025613+0.00020453i,-0.00069185-0.00029947i,-0.00057811+0.0005792i,-5.876e-05+0.00091019i,0.00031432+0.00067461i
-0.0017802-0.00048444i,-0.00067893+0.00058963i,0.00071909+0.0015689i,0.0008139+0.0017424i,1.7488e-05+0.0013958i,-0.00035718+0.00065442i,-0.00011244+0.00035592i,-0.00045467+0.00054887i,-0.00083166+0.00079594i,-0.00038427+0.0009285i,-0.00044339+0.00050181i,-0.00030316+0.00034707i,-0.00022756-0.00014858i,-0.00014009-0.00062382i,9.0195e-05-0.0002022i,-0.00025165+0.00051604i,-0.0001328+0.00036398i,-0.00027491+0.00030532i,-0.00054491+0.0004771i,-6.9193e-05+0.00047723i,0.00015153+0.0007364i,-0.00023728+0.00060087i,-0.00092556-9.6329e-05i
-1.3523e-05-0.0016994i,-0.0013105-0.0020893i,-0.0021495-0.0013948i,-0.001248-6.7486e-05i,-0.00037275-0.0006179i,0.00039629-0.00097459i,-0.00013831-0.00024207i,-0.00060419+0.0002947i,-0.00027474+0.00072541i,-0.00040063+0.0010226i,-0.00084961+0.0011572i,-0.001025+0.00071938i,-0.00038169+0.00048067i,0.00047814+9.1316e-05i,0.00068349-0.00073429i,0.00042051-0.00071445i,0.00068434-2.4598e-05i,0.00076232+0.00041451i,0.00010652+0.00019341i,-0.00056973+0.00055899i,2.0169e-05+0.0010461i,0.00029005+0.0006948i,0.00021655-0.00017204i
-0.0020373-0.00093928i,-0.0016292-0.0001764i,-0.0015954+0.0014141i,-0.0019418+0.0016291i,-0.00093177+0.0016181i,0.00012058+0.00093182i,-0.00042712-0.00020698i,-2.1382e-05-0.0002336i,0.00088342+0.00053874i,0.00047448+0.00065137i,-0.00021573+0.00011886i,-0.00050519-0.00024298i,3.2663e-05-0.00016158i,0.00035487-0.0002339i,-0.00033802-0.00017699i,-0.00080261+0.0004662i,-0.00070017+0.00056142i,-0.00016705+0.00030998i,0.00011548+0.00010109i,-0.00055442+2.1437e-05i,-0.0010036+0.00034389i,-0.0012121+0.00015081i,-0.0004454-0.00039281i
-0.00051349-0.0015515i,2.5354e-05-0.0011029i,0.00033217-0.00042984i,3.0544e-05+0.00033545i,-0.00016998+0.00062734i,0.00014966+0.00034166i,0.00030348+0.00019273i,-8.5918e-05-0.00015995i,-0.00029426-0.00029916i,-6.5015e-05-0.00017513i,0.00014973-0.00011771i,0.00031649-0.00012238i,3.5248e-05-0.00019073i,-0.00023111+8.5976e-05i,-0.00045935+0.00024116i,-0.00032323+0.00085717i,6.6607e-05+0.0017314i,-0.00032116+0.0015272i,-0.00041143+0.00088562i,6.5501e-06-8.1905e-05i,-0.00016608-0.00092622i,-0.00076224-0.0014815i,-0.0012776-0.0010321i
0.0013174+0.00062944i,0.0012958+4.853e-05i,0.0014047-0.00097243i,0.0011303-0.0016678i,0.00049148-0.0018997i,-0.00073586-0.0015171i,-0.0013455-0.0009976i,-0.00074933+0.00033826i,-0.0010144+0.00079478i,-0.0013255+0.00017368i,-0.0005965-0.0002768i,-3.3131e-05-0.00035702i,-0.00017231+8.501e-05i,-0.00013434+0.00056399i,-0.00082021+0.000398i,-0.00090388+0.00014897i,-0.00070743+0.00081496i,-0.0014247+0.0012795i,-0.0010689+0.00078548i,-0.00012853-0.00076029i,0.00027679-0.001252i,0.00033169-0.00076939i,0.00020941-0.00048763i
-0.00055614-0.0022345i,-0.0017825-0.00072451i,-0.0028047+0.00069989i,-0.0021991+0.0014165i,-0.0013922+0.00067308i,-6.3033e-05-0.00037434i,0.00056828-0.0004589i,0.00025371+0.0001056i,0.00028898+0.00087783i,-0.00033617+0.0015787i,-0.00042829+0.0012616i,-0.00020875-1.2168e-05i,-0.00041124-0.00044986i,-0.0003156-0.00072521i,4.8111e-05-0.00072265i,0.00021131-1.7867e-05i,-0.00030534+0.0010475i,-0.001102+0.0010947i,-0.0012231+0.0005733i,-0.00071521+0.00053497i,-0.00048374+0.00047597i,-0.0005143+0.00029279i,-0.00017163+1.8598e-05i
-0.0022908-0.00064648i,-0.0013778+0.00079433i,-0.00018893+0.0017961i,0.00033586+0.0020799i,-1.5199e-05+0.0013508i,-0.00065623+2.389e-05i,-0.0013628-0.00069449i,-0.0012601-0.00011072i,-0.00028796+0.0013295i,0.00060927+0.0015959i,0.00052932+0.0012666i,-0.00011418+0.0002752i,-0.00036333-0.00063512i,-0.00063605-0.00018177i,-0.0012596+0.00089586i,-0.00057376+0.00082204i,0.00086692+0.00037158i,0.0013222+0.00066076i,0.00082499+0.00074553i,0.00061566-0.00019432i,0.00091005-0.00072787i,0.0008648-0.00050151i,0.00034641-0.00056956i
-0.00037667-0.0010631i,-0.00096576+6.5282e-05i,-0.0018862+6.6395e-05i,-0.0015034-0.00028039i,-0.0012394+0.00015933i,-0.0010704+0.00039594i,-0.00019554+0.00023298i,-0.00029727+2.8851e-05i,-0.00021214+0.00026666i,0.00023635+0.0003838i,0.00048247-4.5335e-05i,0.0003694-0.0003271i,-0.00037721-0.00013079i,8.2047e-05-0.00030108i,0.00090853-0.00036744i,-0.00017536+0.00039975i,-0.0010399+0.00081995i,-0.00071315-7.0533e-05i,-0.00032765-0.0010004i,0.00037715-0.00019747i,0.00093075+0.00093349i,0.00084684+0.00092253i,0.00050379-2.3799e-05i
-0.00023647-0.00098436i,-0.00070435-0.00063084i,-0.0013817-0.00066657i,-0.0018607-1.5723e-05i,-0.0015333+0.00041685i,-0.0013463-0.00033713i,-0.0014083-0.00077366i,-0.00083422-0.00061874i,-5.1433e-05+0.00025803i,0.00014107+0.0010015i,-0.00022527+0.00037268i,7.7977e-05-0.00046147i,0.00025401-0.00068371i,-0.00022448+2.0343e-05i,-0.00087594-2.819e-05i,-0.00060639+0.00011633i,-0.00050299+0.00013132i,-0.00027599+9.5187e-05i,-0.0001029+0.00030153i,6.4999e-05+0.00011867i,-0.00032655-0.00028557i,0.00011346-0.00057726i,0.0011273-0.00017896i
-0.0007748-0.0018442i,-0.00087679-0.0018209i,-0.0018025-0.00039038i,-0.0023282+0.00054555i,-0.0016515+0.00034366i,-0.00072339-0.00026582i,-0.00081695+0.00036171i,-0.00070447+0.001119i,0.00035381+0.00085459i,0.0011581+0.00082981i,0.0012681+0.00048865i,0.0007381-0.00070143i,0.00056235-0.00075741i,0.00089773-0.00038302i,0.001237-0.00048902i,0.0013833-2.227e-05i,0.0006764+0.00080975i,0.00042216+0.00056065i,0.00046438+5.7241e-05i,0.00087607+0.00049057i,0.0011216+3.8011e-05i,0.00076688-0.00077684i,0.00043742-0.00058494i
-0.0018579-0.0012406i,-0.0015981-0.0015249i,-0.0014564-0.00064738i,-0.0013623-0.00018453i,-0.00080599-1.836e-05i,-0.0012616-0.00052657i,-0.0014299-0.0004268i,-0.00051865+0.00040361i,0.00011034+0.00048167i,0.00037141-1.7697e-05i,-0.00032944-0.00040769i,-0.0010472-0.0001954i,-0.00081791+1.3355e-05i,-0.00011717+7.1164e-05i,9.0244e-05-0.00039431i,0.00021033-0.00049871i,0.0001879-0.00069001i,0.00016219-0.00035641i,0.0003369+6.3777e-05i,-0.00031667+8.0611e-05i,-0.0001568-0.00033325i,-0.00028502-0.00097508i,-0.0010392-0.00084147i
-0.0016268-0.00013285i,-0.0011826+0.00077136i,-0.0015941+0.00064117i,-0.001374+0.00058802i,-0.00070454+0.0010392i,-0.00075072+0.00069557i,-0.00075409+0.00057932i,-0.00061654+0.00081656i,0.00036597+0.00040306i,0.00054353-3.734e-05i,-0.00012455-1.0493e-05i,0.00048359+0.00067253i,0.0011695+0.0014906i,0.00014707+0.00086414i,-0.00073472-0.0005984i,-0.00059993-0.00043325i,-0.00074409+0.00066652i,-0.00086592+0.00057801i,-0.0011755+0.00062913i,-0.0011584+2.4568e-05i,-0.00091795-0.0010208i,-0.0001444-0.0011573i,0.00042309-0.00096607i
-0.00085348-0.0002399i,-0.0016041-0.0002575i,-0.0010827+0.00053067i,-0.00035275+0.00089696i,-0.0003271-3.5466e-05i,-0.0003831-0.0010091i,-0.00076097-0.0010579i,-0.00094094-0.00052901i,-0.00099248+1.6522e-05i,-0.00058936+5.7849e-06i,-0.00011841+0.00067507i,-0.00083754+0.0015462i,-0.0014531+0.00093884i,2.8855e-05+1.0239e-05i,0.00054492+0.00035823i,-0.00074285+0.0010058i,-0.00022152+0.00098441i,0.00010823+0.00048731i,0.0001858+4.1857e-05i,0.00054597+0.00026631i,0.00055878+8.5349e-05i,0.00029787-0.0007469i,0.00051196-0.00053159i
-0.00027648-0.00041916i,-0.00046509-0.00055034i,-0.0011803-0.00015046i,-0.0012704+0.0016021i,-0.0014164+0.0020442i,-0.0010947+0.0010259i,-0.0013521+0.0002787i,-0.0017853+0.00019087i,-0.0011212+6.0599e-05i,-0.00010446+0.00044942i,0.00020334+0.00075447i,0.0001528+2.5254e-05i,0.00063846-0.00010084i,0.00081907+0.00023996i,0.0005115+0.00014135i,0.00038054+0.00020205i,-6.4862e-05+0.00034717i,0.00030102+0.00031052i,0.00086909+9.4056e-05i,0.00089943+0.00011755i,0.00017184+0.00069699i,-0.00054056+0.00048255i,-0.00017722+4.1839e-05i
0.00021177-0.0024691i,-0.00075222-0.00086156i,-0.001127+9.551e-05i,-0.00015339+0.00050387i,4.755e-05+0.00048659i,-0.0006485+0.00081284i,-0.0006947+0.00094256i,-0.00034119+0.00081205i,5.3786e-05+0.0011748i,0.00038326+0.00042998i,0.00019963-0.00023904i,6.4379e-05+4.5345e-05i,0.00066278+0.00016518i,0.00030922-5.3508e-05i,-0.00010009-0.00062145i,-9.1896e-05-0.00059595i,2.8318e-05-0.0003499i,0.00096697-0.00070321i,0.00041889-6.9216e-05i,-0.00083039-0.00066685i,-0.00047791-0.0011001i,0.00018351-2.1326e-05i,0.00024457+0.00021084i
-0.00073308+0.0001248i,-0.00025545-0.00024877i,0.00043674-0.00041457i,0.00041316-0.00032204i,0.00029393-0.00013798i,0.00017987-0.00026956i,-0.00042169-0.0001517i,-0.00058807+0.00068329i,-0.0010329+0.00054566i,-0.0011492+6.2145e-05i,-0.000722+0.00062655i,-0.00039635+0.00090194i,0.00016971+0.00046694i,0.00042169+0.00053209i,-8.926e-05+0.00028173i,-0.00036204+0.00014281i,-0.00019136+0.00068133i,0.00051568+0.0010599i,0.00047616+0.0014608i,-0.00011765+0.0012596i,-0.00014463+0.00036452i,-6.8837e-05+0.00018282i,-0.00062553-0.00023545i
-0.00056486+0.0011184i,-6.2927e-06+0.0010141i,2.1001e-05+0.001565i,-0.00080258+0.001017i,-0.00091597+0.00055062i,-0.00045946+0.00010795i,-0.00063775-0.0002863i,-0.0009924-0.0001512i,-0.00079342+0.00029357i,-0.0003333+0.00058229i,-0.00015869+0.00067244i,-0.00027192+0.00014274i,-0.00042297-0.00022798i,-3.0165e-05-0.00027369i,0.00018027-9.2505e-05i,1.6609e-05+0.00038269i,0.00038605+0.00033616i,0.00043206+0.00016093i,0.00045601+0.00045591i,5.2922e-05+0.00071566i,-0.00027895+0.00018064i,1.9666e-05-0.0001545i,0.00048248-7.0733e-05i
-0.00056537-0.00048205i,-0.00099145+3.3396e-05i,-0.0013539-4.8966e-05i,-0.00097639-0.00013948i,-9.8306e-05+8.6694e-05i,0.00014913+0.00025434i,1.2584e-05-0.00035643i,0.00026853-0.00049856i,0.00010765-0.0003852i,-0.00036393-0.00012271i,-0.001266+0.00031603i,-0.0011353+0.00044303i,-0.00055286+0.000402i,-0.00042598+7.5484e-05i,-0.00032402+0.00011371i,0.00016374-0.00014639i,0.00028197-0.00063284i,0.0001818-0.00060653i,-0.00021628-0.00051828i,-0.00041578-0.00054372i,-0.0007776-0.00091516i,-0.0011038-0.0013374i,-0.00060996-0.0013369i
-0.0013695-0.00061259i,-0.0018097-0.00031019i,-0.0015282+0.00030145i,-0.000907+0.0018282i,-0.00081511+0.0020925i,-0.0011747+0.0013129i,-0.0010951+0.00064043i,-0.00047908+0.00020489i,0.00035149+0.00083496i,0.0003458+0.0017536i,-0.00059751+0.00085504i,-0.00053235+4.8178e-05i,0.00083307-9.4925e-05i,0.00099155-0.00055801i,0.00015397-0.00064759i,0.00030763-0.0006057i,0.00077078-0.00029254i,0.0011472-0.0010455i,0.0013963-0.0010242i,0.0012533-8.1639e-05i,0.00056716-9.4081e-05i,-0.00063027-0.00015625i,-0.00051665-0.00073984i
-0.00069648-0.00063999i,-0.001387-0.00081955i,-0.0019531+0.00023768i,-0.0018345+0.00056622i,-0.00092147-0.00039324i,-0.0003574-0.00085973i,-0.00067068-0.00075475i,-0.001338-0.00026953i,-0.00072188+0.00025622i,1.9911e-05+0.00058319i,8.484e-05+0.00082575i,-0.00015905+0.00087509i,-0.0006419+0.00070009i,-0.00086534+0.00089499i,-4.8515e-05+0.00060099i,0.00046521-0.00076319i,0.00088726-0.00083398i,0.0012648+0.00022072i,0.0008579+0.00085745i,0.00040797+0.0012731i,0.00021939+0.00055141i,0.0001377-0.00029863i,0.00015562-0.00087786i
-0.0025357+0.00062271i,-0.0023457+0.00024675i,-0.00092994+0.0011977i,0.00075193+0.0022481i,0.0018237+0.0022145i,0.0019969+0.00082422i,0.0013222+0.00026091i,-7.366e-05+0.001326i,-0.00087638+0.0015007i,-0.00012212+0.00056335i,-0.00010568-8.2159e-05i,-0.00097298-0.00016578i,-0.0013708+4.5333e-05i,-0.001394+0.00016202i,-0.00089184-0.00026622i,-0.0002117-0.00038541i,0.00018088-0.0003491i,0.00072373-0.00081739i,0.00051379-0.00089326i,-0.00015333-0.00010028i,-0.00054255+0.00023158i,-0.0012449-0.00062983i,-0.0014471-0.0006728i
-0.00038081-0.0015778i,-0.00065005-0.00039607i,-0.0016355+0.00024944i,-0.0021808+0.00080919i,-0.0021386+0.0013899i,-0.0019427+0.0017349i,-0.0010053+0.001521i,0.00029042+0.0018086i,0.00038022+0.0018765i,-7.055e-05+0.00070442i,-6.7482e-05-7.4691e-05i,0.00022136+4.1037e-05i,0.00051559+0.00028864i,0.00039215-0.0003422i,0.00028462-6.9606e-06i,0.0006748+0.00052598i,0.00049956+0.00013704i,0.00012021-0.0007553i,0.00055024-0.0011005i,0.00049452-0.001178i,-3.9917e-05-0.00157i,-2.6798e-05-0.0014601i,5.4941e-05-0.00072587i
-0.00090762-0.00042872i,-0.00097676-0.00088815i,-0.0010621+1.2615e-05i,-0.00088102+0.00076784i,-0.00064004+0.00052606i,-0.00060585+0.00018345i,-0.00087995+0.00045988i,-0.0010881+0.0015008i,-0.00010342+0.0010231i,0.00084634+0.00016832i,0.00087823+0.00097766i,0.00040308+0.0010877i,0.00017082-0.00024217i,-0.00054273-0.00093619i,-0.00079248-0.00024239i,-0.00063432+0.0002803i,-7.6939e-05+0.00037091i,0.00032597+0.00047056i,0.00021948-0.00018677i,6.8261e-05-0.00093648i,5.1416e-05-0.00067971i,9.798e-05-0.00058022i,0.00068289-0.00048264i
-0.00038753-0.00086987i,-0.00016562-0.0010878i,-0.00021422-0.00028555i,-0.00054438+0.0007471i,-0.00094576+0.0013641i,-0.00074271+0.00084504i,-0.00041019-1.5396e-06i,-0.00032969-6.6014e-06i,-0.00044398+0.0001239i,-4.9883e-05+0.00051428i,0.00024743+0.00041381i,-0.00031974+2.3086e-05i,1.0362e-06+0.00051369i,0.00073745-0.00017667i,0.00047726-0.00051585i,0.00030136-0.00044418i,-3.4418e-05-0.00027455i,0.00015807-0.00024708i,0.00073885-0.00085223i,0.00032067-0.0010105i,-5.953e-05-8.218e-05i,-0.00039413+0.00074175i,8.1773e-05+0.00045371i
0.00021884-0.00046847i,0.00011088-0.00094448i,0.00052262-0.0002976i,-9.9366e-05+0.00023759i,-0.00070758+1.1353e-05i,-0.00034943-2.8249e-05i,0.00035547+0.00037827i,0.00021754+0.00086223i,0.00069632+0.00096387i,0.0010557+0.0011789i,0.00039517+0.00073989i,-0.00035296-5.9972e-05i,-0.00096512-0.00021388i,-0.0007556+0.00011277i,-0.00014572+0.00019142i,-0.00013229+0.00011801i,-0.00073849+0.00035581i,-0.00068887+0.00033211i,-0.00086073+0.00038269i,-0.0010158+0.00051831i,-0.00037916+0.0003628i,-0.00029812+0.00094136i,-0.00061349+0.00078104i
-0.0012022-0.0008156i,-0.0015651-0.00045189i,-0.0033227+0.0001284i,-0.0031627+0.00050177i,-0.0017455+0.0016054i,-0.0013736+0.001514i,-0.0012718+0.00044258i,-0.00102-5.5652e-05i,-0.0013073+0.00011691i,-0.00068052+0.00067095i,0.00068103+0.0012669i,0.00050406+0.00070239i,-0.00044194-5.2292e-05i,-0.00050046-0.00018987i,4.6555e-05-0.00025763i,-0.0001268-9.54e-06i,-0.00037253-5.5485e-05i,0.00029322-0.00041068i,0.00088832-0.000223i,0.0006703+0.00035034i,-2.6839e-05+0.00060088i,-0.00015571+0.00017444i,0.00042691-0.00019056i
-0.00085237-0.001288i,-0.00086178-0.00045944i,-0.00041279+0.00051949i,0.00060831+0.0019949i,-7.5428e-05+0.0025589i,-0.00053925+0.0010108i,5.1309e-05+0.00021817i,0.00010867+0.00033591i,-9.7158e-05+0.00076184i,-0.00040583+0.00073759i,-8.1538e-05+0.00020135i,0.00067916-0.00030909i,0.00068286-0.0002184i,0.00021773+4.5231e-05i,4.5957e-05+0.00025817i,9.1854e-05+0.00050293i,0.0001604+0.0011136i,0.001052+0.00090946i,0.0011402-0.00039094i,0.00027544-0.00061804i,7.8186e-05-0.00065892i,-6.7135e-05-0.00066447i,-6.6813e-05-0.00034167i
-0.0015935-0.00092729i,-0.00037113+0.00088652i,-0.0012848+0.0024856i,-0.0023769+0.0029674i,-0.0018631+0.0021129i,-0.00050039-0.00012166i,9.3245e-05-0.0010603i,4.8392e-05-0.00072566i,-0.00045442+0.00054453i,-0.0011239+0.0014904i,-0.00043105+0.0011512i,0.00079764+0.00028831i,0.00075138-0.00043703i,-0.00074092-0.00095844i,-0.0017991-0.00075368i,-0.0014084-0.00041518i,-0.00074043-0.00075065i,-0.00033931-0.00062237i,-0.00042524+0.00037173i,-0.00015546+0.001314i,-0.00057659+0.0011272i,-0.00090811+0.00047138i,-0.0007217+0.00035586i
-0.00029328-0.0013466i,-0.00060841-0.0020953i,-0.0009918-0.0026347i,-0.00086522-0.0021032i,-0.00062811-0.00060873i,-0.00063471+0.00030043i,-0.00093981-0.00026976i,-0.00086721-0.00042362i,-0.00059952+8.0919e-05i,-0.00085584+0.00087221i,-0.00034914+0.0011036i,-2.1499e-05+4.4407e-06i,0.00015265-0.00058992i,0.00046289+0.00028534i,0.00033587+0.00042241i,0.00034411-2.2522e-05i,0.00063794-3.7494e-05i,0.00043207+0.00020029i,0.0001844+0.00016595i,0.00036464+2.4003e-05i,0.00019483+8.6234e-05i,0.00032792-0.00054606i,0.00039476-0.00073733i
-0.00034063-0.00034521i,-0.00069616-5.575e-05i,-0.0002889-3.4543e-05i,0.00060957+0.00042022i,-6.68e-05-7.0404e-05i,-0.00057042-0.00097663i,-0.00040823-0.00081242i,-0.00019703+2.5624e-05i,0.00050881+0.00063098i,0.00021058+4.5912e-05i,-0.00042024-0.00018195i,-0.00061442+0.00031787i,-0.00019331+0.00073399i,0.00011723+0.00047865i,-0.00018149+9.237e-05i,-0.00025591+0.0005109i,-0.00030309-9.4902e-05i,-0.00024303-0.00049162i,0.00025943-6.2417e-05i,0.00043669+4.5126e-05i,0.00044179-1.4016e-05i,0.00088243+0.00081945i,0.00075956+0.00090913i
-0.0007528-0.0022838i,-0.0013391-0.0012854i,-0.0015854-0.000698i,-0.0018398-0.00023166i,-0.0014869+0.00034497i,-0.001355+0.00031811i,-0.0016805+0.00032444i,-0.001043+0.0010441i,-0.000475+0.000927i,-0.00020779+0.0010228i,-1.2913e-05+0.0014331i,-0.00063384+0.0013637i,-0.00055492+0.00029068i,-6.6556e-05-0.00054184i,-0.00032223-0.00065248i,-0.00063349-0.0007623i,-0.0006321-5.8757e-05i,-0.00012866+0.00063889i,0.00059862+0.00032449i,0.00098714+5.1082e-05i,0.00027347-2.6362e-05i,5.3089e-05-0.00049983i,0.0008259-0.00057284i
-0.00035184-0.0010656i,-0.00073961-0.00090561i,-0.0013117+0.00042786i,-0.00098371+0.00090762i,-0.0002912+0.00058956i,-0.00011066+0.00032196i,-0.00049512-0.00011205i,-0.00040605-1.2931e-05i,0.00025308+0.0010996i,0.00031957+0.0010438i,-2.4218e-05+0.00061926i,0.00024302+0.00080442i,0.00069227+0.0010113i,6.7794e-05+0.0010811i,-0.00066457+0.00042789i,-0.00056249-0.00058059i,7.4974e-05-0.00099601i,-0.00012571+2.8096e-06i,-0.0007632+0.0010161i,3.1563e-05+0.0012963i,0.00053293+0.0012497i,0.00012094+0.00073694i,0.00032958+0.00026766i
-0.0015458-0.00064827i,-0.0012923+0.00046699i,-0.001553+0.0016933i,-0.00085475+0.00089533i,1.9401e-05-0.00026696i,-0.00027065-0.00060089i,-0.00056642-0.000273i,-5.9925e-05+0.00051143i,-0.00023819+0.00027752i,-0.00068654-0.0013897i,-0.00031863-0.0014004i,0.00029212+7.279e-05i,0.00019397+0.00082515i,-0.00021422+0.0004606i,-0.00067956-4.5989e-05i,-0.00083313-0.00020315i,-0.00040154-0.0002154i,-5.2551e-06+0.00016186i,0.00036168+0.00019047i,0.00026773-0.00020013i,8.6328e-05-4.4354e-05i,0.00027221+0.0003791i,0.00059899+0.0008627i
-0.00062604-0.0012484i,-0.001418-0.001513i,-0.0019185-0.001521i,-0.002123-0.0010136i,-0.0016721-8.0748e-05i,-0.00078723+0.00020663i,-0.0011245-1.5674e-05i,-0.0010858-0.00053913i,-0.00049883-0.0003267i,-0.00055889+0.00025243i,0.00023493+0.00092834i,0.000634+0.0013912i,-0.00033926+0.00099462i,-0.00069453-6.5288e-05i,-3.0696e-05-0.00033886i,0.00047114+7.1766e-05i,0.00046215-0.00029241i,0.00076323-0.00034431i,0.0012429+0.000363i,0.00078783+0.00053477i,0.00019087-0.00011018i,0.00027148-0.00015881i,-0.00013541-0.00020922i
-0.00027964-7.0424e-05i,-0.00073555+0.00055406i,-0.0013313+0.00070273i,-0.00072194+0.0004505i,-0.00038229+0.00065889i,-0.00024245+0.0010675i,-0.00016533+0.00080012i,-0.00046543+0.00030354i,-0.00010702+0.00036603i,-0.00017093+0.00064752i,-0.00077244+0.00071686i,8.602e-06+6.2439e-05i,0.00055998-0.00068651i,0.00032933-0.00072708i,0.00048497-0.00053804i,0.00022861-0.0006925i,-1.4652e-05-0.00087794i,0.00031703-0.0003072i,0.00036417-0.00044079i,-2.6278e-05-0.00054083i,-0.00031022+5.8989e-05i,-0.00016795-0.0002003i,-0.00078528-0.00055823i
-0.0014525-0.00025778i,-0.00092111-0.00011312i,-0.001013-0.00086803i,-0.0012698-0.0010912i,-0.0010267-0.00085006i,-0.00081216-0.0010022i,-0.00067203-0.00053455i,-0.0010129-0.00017165i,-0.00024915+0.00065385i,0.00017209+0.0011354i,-0.00028213+0.00071519i,-0.0001895+0.00088767i,-0.0003572+0.0007305i,-0.0010373+0.00019869i,-0.001031+0.00012805i,-0.00070508-3.7972e-05i,-0.00063476-0.00016418i,-0.0002859+0.00029456i,-0.00016315+0.00073135i,-7.4073e-05+0.00048671i,0.00028031-0.00012937i,0.00091912-0.00039938i,0.00032871-9.2578e-05i
