-0.00088343-0.00051911i,0.00024282-0.0010806i,-3.2404e-05-0.0016799i,-0.0012562-0.0011491i,-0.0023213-8.2605e-05i,-0.0019251-0.0001772i,-0.00035237+0.00055215i,0.00065635+0.0015906i,0.0012328+0.0007864i,0.0010745+5.0982e-05i,0.00070291+5.565e-05i,0.0010731+1.7167e-05i,0.00048772-6.7752e-05i,-0.00022449-0.00032018i,0.0002537-0.00029738i,0.00056689+5.1514e-05i,0.00014002-0.00011631i,6.3562e-05-0.00015682i,-0.00015099+0.0002591i,-0.00024264+0.00039372i,-0.00017614+0.00017139i,0.00024531+0.00024992i,0.00021358+0.00068846i
-0.00069916+0.00089725i,0.00023478+7.5541e-05i,0.0014168-0.00089989i,0.0022387-0.0009805i,0.001997-0.0013595i,0.00056905-0.0020504i,-0.00034016-0.0014231i,-0.00020327-0.001245i,-0.00012116-0.0010828i,-0.00039437-9.2557e-05i,2.7641e-06-0.00011415i,0.00089299-0.00062422i,0.00099102-0.00026001i,0.0008569+0.00040872i,0.00092022+0.0006784i,0.00070706+2.8731e-05i,0.00031801-0.00049471i,-0.00021725-9.3072e-05i,-0.00021746+7.5946e-05i,0.00027681+0.00052486i,-0.00020192+0.0005404i,-0.00031558+0.00038651i,-0.00015219+0.00049818i
-0.0011291-0.00040768i,-0.00059742+0.00041163i,-0.001154+0.00035251i,-0.00070859-0.0005021i,0.00091378-0.0003651i,0.0014612+0.00028324i,0.001081-0.00043718i,6.2811e-05-0.00049605i,-0.00041975+0.00020701i,0.00024831-0.00010293i,0.00078757-0.00010026i,0.0011416+0.00052066i,0.0012788+7.0825e-05i,0.0014282-0.00056603i,0.0011236-4.5391e-05i,-0.00019122+0.00016637i,-0.00061929+3.9045e-05i,-2.9433e-05-7.4692e-05i,-0.00012168-0.0003441i,-0.00024024+4.0722e-05i,-0.00040775-0.0002154i,0.00019409-0.00064644i,0.0014566+6.8667e-05i
-0.0010171+0.001002i,-0.0010067+0.0011183i,-0.00065803+0.0013425i,0.00081201+0.000829i,0.0018291+2.0539e-05i,0.0016955-0.00026331i,0.00064754-0.00050753i,-0.00020939-0.00025992i,4.2334e-05+0.0004061i,0.00058713+0.00077966i,0.00032922+0.00022358i,0.00061018-0.0006511i,0.0010329-0.001118i,-1.2217e-05-0.00087942i,-0.00080664-0.00054848i,0.00011258-0.00013586i,0.00032864-0.0003497i,0.00028961-0.00049928i,0.000494-0.00063077i,0.00037876-0.00072603i,-0.00025011-0.00044954i,-0.00011545-0.00010262i,0.0006256-0.00015126i
-0.00097916-0.0013941i,-2.0084e-05+0.00011772i,0.001008+0.00082244i,0.00047238+6.2253e-06i,0.00019855-0.00041375i,0.00036974-0.00040483i,-0.00046397-0.00049775i,-0.00041549-0.00041859i,-0.00013675-0.000159i,0.00010944-9.618e-05i,0.00056336+0.00031273i,0.0013292+0.0011006i,0.00027852+0.00074069i,-0.0011213-0.00086755i,-0.00042975-0.00096633i,0.00047726-0.00036094i,0.00092758-0.0006082i,0.00151-0.00016205i,0.001527+0.00025984i,0.00085105-0.00032493i,4.4067e-05-0.0004474i,-0.0005141+0.00010864i,-0.00051839-0.00026601i
-0.00063792-0.00043604i,-0.00077483-0.00016813i,-0.0011542-9.2965e-05i,-0.00028315-0.00043647i,0.00084019-6.6347e-05i,0.0018913+0.00046983i,0.0014016+0.00019803i,0.00035657-1.5917e-05i,4.3194e-05+8.4641e-05i,-6.2265e-05+0.00012908i,-0.00030187+0.00031207i,-2.4867e-05+0.00028428i,0.00069437-0.00030651i,0.00066054-0.00027656i,0.00030312+0.00010248i,0.00020245+4.4916e-05i,0.00037051-0.00019229i,0.00032881-6.623e-05i,-0.00016759-0.00034563i,-0.00023564-0.00049713i,-0.0001029-0.0005694i,-0.00053372-0.00047033i,-0.00092162-0.00038127i
0.00052344+0.0020095i,0.00030711+0.0011197i,0.001032+0.00011976i,0.0018331-0.00081371i,0.0016851-0.0015919i,0.0011686-0.0014772i,0.00099112-0.0015333i,0.00093055-0.0013864i,0.0012528-0.00022799i,0.001444-0.00021713i,0.00076771-0.00062726i,0.00027163+2.909e-05i,-8.3461e-05+0.00052272i,-0.00020688-4.0441e-05i,2.3414e-05-0.00041535i,-0.00029651+0.0001165i,-0.00051538+0.00023527i,8.2456e-05+0.00030153i,0.00031117+0.00078682i,0.00054978+0.00072181i,0.00091312+0.0002343i,0.0002388-5.6005e-05i,7.1001e-05-0.0009015i
-0.00014621+0.0013528i,-0.00019246+0.0006851i,-0.00026764+0.0005716i,0.00059964+0.00054631i,0.0012986-0.00094882i,0.00070257-0.0018934i,-0.00017762-0.0012033i,3.5515e-05-0.00024135i,0.00058532+0.00013108i,0.00086482-0.0002186i,0.00092671-0.00093834i,0.00077181-0.00070004i,0.00039882-0.00018145i,0.00038237-0.00017152i,0.00028649+0.00035626i,-2.8768e-05+0.00043041i,0.00037063+0.00044743i,0.00026662+0.00066224i,-0.00021126+0.00053802i,0.00011379+8.6233e-05i,0.00032707+0.00016987i,1.5684e-05+0.00014754i,5.2399e-06-0.00058864i
0.00064068-0.00081955i,-0.00052963-0.00091304i,-0.00030725-0.00083538i,0.00051601-0.0012133i,0.00099934-0.0012443i,0.00046315-0.00053812i,3.1299e-05-9.102e-05i,0.00051956+2.6522e-05i,0.00090062+6.2541e-05i,0.0011589-1.7401e-05i,0.00081547-0.00026894i,0.00094128-0.00031975i,0.0011853+0.00054202i,0.00038811+0.0011479i,0.00042954+0.00053176i,0.00071578+3.4362e-05i,0.00012827+0.00039058i,-0.00052827+0.00016538i,-0.00068536-8.0528e-05i,-0.0010324+0.0005477i,-0.0011504+0.00053331i,-0.00026715-0.00022101i,0.00042715-0.00019i
0.0022898-0.00033061i,0.0010628+0.00010297i,0.00109-0.00031801i,0.00088365-0.0016359i,-0.00015584-0.0019917i,0.00047887-0.001858i,0.0007673-0.00047171i,0.00023907+0.00049918i,0.00048573+8.14e-05i,0.0014577-0.0002866i,0.00098313+0.00034662i,-0.00059397+0.00061953i,-0.00024368+0.0002501i,0.00092983+0.00013817i,0.0010826+9.1599e-05i,0.00089592+4.8379e-05i,0.00061632+0.00029285i,-5.3918e-05+0.00022557i,-0.0002115+5.8227e-05i,0.0003262+0.0002948i,0.00011889-0.00011013i,-0.00052124+0.00053307i,-0.00047065+0.0011398i
0.00034487+0.0017197i,-0.00021696+0.0014392i,0.0010885+0.0015967i,0.0018954+0.00064698i,0.0020494-0.0016362i,0.0016759-0.0017947i,-0.00052666-0.00089309i,-0.001175-0.00038821i,0.00038634-0.00043332i,0.00032911-0.0014733i,0.00010343-0.0017411i,0.00049865-0.00073052i,0.00010487+2.0736e-05i,-4.7709e-05+0.00034698i,0.00044804+0.0005104i,0.0002413+0.00040075i,0.00020525-0.00015478i,0.00051569-0.0004797i,0.0002034-0.00037272i,0.00011303-0.0003001i,0.00036582+0.00051766i,0.00039363+0.0012523i,-0.00018427+0.0013366i
-0.00064073+0.00086656i,-0.00064431-0.00046341i,-0.00013738-0.0010569i,0.00059053-1.3608e-05i,0.0014032-0.00010325i,0.0014532-0.00067872i,0.0014056-0.00047801i,0.0018614-0.00046127i,0.0017312+0.00016784i,0.00024264+0.0011426i,-0.00031344+0.00066559i,0.00026719-2.5782e-06i,-0.00012129+0.00094555i,-0.0011245+0.0019334i,-0.00068707+0.0013774i,0.00021123+0.00027233i,-6.885e-07-7.1018e-05i,9.7605e-06-0.00018437i,0.00010872-0.00033806i,-0.00022365-0.0006657i,-0.00045918-0.00053279i,-1.7332e-05-0.00061582i,0.00045239-0.00060738i
-0.00031841-0.0018168i,-7.6814e-05-0.0020366i,0.00069383-0.0036369i,0.001577-0.003695i,0.00066508-0.0025302i,-0.0006269-0.0014966i,-0.00026108-0.0006877i,0.00051433-3.1138e-05i,0.00082167-0.00013535i,0.00031639-0.00023673i,-0.00030342-5.9861e-05i,-0.00045272-2.9931e-05i,-0.00014701-0.00016126i,-5.3518e-05-0.00082233i,-0.0003244-0.00060672i,-0.00021845+0.00047267i,0.00011281+0.00043332i,0.00030238+0.0004802i,0.00069606+0.00059393i,0.00037725+0.00078051i,-0.00017821+0.0002705i,6.2017e-05-0.0005994i,-0.00033984-0.00043335i
0.00021707-0.001451i,-0.0012261-0.0012612i,-0.0024304-0.0011649i,-0.0022998-0.00068237i,-0.0016829-0.00038153i,-0.00052631+0.00044324i,-6.927e-05-0.00018116i,-0.00059912-0.00044079i,-0.0011153+0.00078424i,-0.00082193+0.0011171i,-0.00058459+0.00064222i,-0.00033185-0.00045131i,0.00023662-0.00085314i,0.00036743-0.00079387i,8.6199e-05-0.00017117i,0.0002695+0.00091476i,0.00038398+0.00063477i,0.00071455+0.00027259i,0.00083427+0.00072426i,0.00091497+0.00033277i,0.00080063+0.00022791i,-0.00010108+0.00019164i,-0.00021388+1.9638e-05i
-2.6341e-05+0.00026616i,-0.00032132-0.00048601i,-0.00061-0.00071658i,0.00070011-0.00043778i,0.0014491-0.00036558i,0.0012462-0.0013056i,0.00066144-0.0011118i,-0.00016077-0.00058217i,0.00012963-8.4696e-05i,0.00024208+0.00019023i,0.00019738+0.00051978i,0.00041102+0.00075297i,0.00021123-0.00019958i,0.00087343-0.00066653i,0.001159-0.0002887i,0.00053479-0.00032441i,4.7352e-05+6.4842e-05i,9.3146e-05+0.00010342i,0.0010991-0.0010852i,0.0009871-0.0013225i,-0.00017787-0.00095734i,-0.0005937-0.0003613i,-0.00058947-0.0003727i
-4.9428e-05-0.00061298i,-0.00093159+0.00016488i,-0.00025985-0.00071735i,0.0004303-0.0013677i,-0.00018304-0.0008779i,-9.2757e-05-0.00041478i,3.3632e-05+0.00022443i,-0.00010885+0.00066024i,0.00040676+0.00038406i,0.00090576+0.00026189i,0.00069766+0.00034033i,0.00043888+0.00075066i,0.00087072+0.0009804i,0.0010029+0.0011225i,0.00032137+0.0010253i,0.00051104+0.00098702i,0.00063059+0.0011977i,0.0010473+0.0010631i,0.0010736+0.00056611i,0.00038135+0.00042877i,-0.00043941+0.00028471i,-0.00042381-0.0002827i,-0.00014584-0.00042588i
-0.00015582-0.00021696i,0.0012137-0.00029011i,0.0011471+0.00010372i,0.00050135+6.8231e-05i,0.00091036-4.9973e-05i,0.0017787+5.1813e-05i,0.0011584-0.00028954i,0.00027815-0.0007262i,0.0002148-0.00064775i,0.00040789-0.00040577i,0.00060327+0.00013487i,0.0009861+0.00019992i,0.0012521+0.00038598i,0.00092803+0.0013855i,0.00067107+0.00080554i,0.001086-0.00038546i,0.00084137+0.00035211i,0.00022391+0.0010088i,0.00076226+0.00057798i,0.00072781+3.2888e-05i,8.243e-05-0.00012248i,-0.00035869-0.00035507i,-0.00036877-0.00041006i
-2.0385e-05+0.00070759i,-0.00030973+0.0018514i,3.6335e-05+0.0014862i,0.00082242-0.00026394i,0.0012703-0.0014563i,0.00037585-0.00096879i,-0.00046251-0.0007644i,-0.0011185-0.00054309i,-0.00073111-0.0002099i,0.00017346-0.0002079i,0.00017855-0.00022375i,-0.00030497-0.00037489i,-5.9365e-05-0.00031838i,0.0002296-0.00034076i,0.00047291-0.00038543i,0.00020709-0.00059267i,-0.00017178-0.0006114i,0.00030781-4.01e-05i,0.00074547+0.00048396i,0.00060632+0.00029041i,-0.00013214-2.64e-06i,-0.00072358+0.00020634i,-0.00057404-4.3661e-05i
-0.00012115-0.0010797i,0.00011163-0.0011763i,-0.00032449-0.00070918i,-0.00073673-0.00014069i,-0.00052483-2.7634e-05i,0.0004929-0.00094174i,0.0013471-0.0012448i,0.0011666-0.0007032i,0.00026687-0.00023329i,0.00013967-0.00060809i,0.00048803-0.00025112i,0.00015751+0.00084738i,0.00029432+0.00075967i,0.00065132-0.00014683i,0.00026076-0.00061569i,-0.00072986-0.00029409i,-0.00086142-0.00024765i,4.414e-05-0.0002112i,0.00036161+5.8223e-05i,0.0002234-0.00017776i,0.00036946-0.00013568i,-0.00022651+5.7238e-06i,-0.00064603-0.00052054i
-0.0012883-9.0363e-05i,-0.00067197-2.6692e-05i,-0.00028822+0.00067395i,-8.9204e-06+0.00085101i,0.00092306+9.1089e-05i,0.00099679-0.00064777i,0.00041193-0.00084405i,4.5335e-05-0.00036153i,0.00015437+0.0005026i,0.00022189-0.00014865i,-0.00012275-0.00092043i,-6.3603e-05-0.00035882i,0.00025185+0.00018775i,-0.0002461-0.00031574i,-0.00065682-0.00070134i,-0.00055201-0.00022365i,-6.7469e-05-9.9224e-05i,0.00062639-0.00054075i,0.00051779-0.00045664i,0.0002246-4.4135e-05i,-0.00044558+0.00044928i,-0.00092406+0.00056031i,-0.00080027+0.00088768i
-0.0027382-0.0024762i,-0.0018598-0.000947i,-0.0019378+0.00062205i,-0.0020128+0.0015737i,-0.0001541+0.0015157i,0.0014872+2.3816e-05i,0.0011344-0.0010876i,0.00084301-0.00017389i,0.00078079+0.0014864i,0.00034468+0.0013843i,0.00085064+0.0013628i,0.0013568+0.0010763i,0.0016869+3.386e-05i,0.0010895-0.00051931i,0.00039637-0.00074663i,0.0002919-0.00042764i,-8.2269e-05-2.9776e-06i,0.00040248+0.00020831i,0.00059458-0.0003967i,0.00031631-0.00059897i,0.00017708+0.00010518i,0.00018187+0.00050745i,8.2055e-05+0.0002634i
0.00057543+0.0024433i,0.00053194+0.0025989i,0.0006398+0.0017823i,0.0010276+0.00022078i,0.00077115-0.0010735i,-1.1565e-05-0.0012766i,-0.00031538-0.00066255i,1.8677e-05-0.0004343i,0.00029158-0.00031237i,0.00079442+0.00027799i,0.00086414-2.9789e-05i,-0.00018213-0.00018077i,-0.00058518+0.00023519i,-0.00015935+0.0012809i,-2.6467e-05+0.0013779i,-0.00020235+0.00085844i,-0.00060931+0.00091665i,-0.0011716+0.00029682i,-0.0010259+0.00044064i,-0.0010692+0.00057264i,-0.00046784-0.00050072i,0.00031946-0.00060437i,-1.2583e-05-9.3077e-05i
-1.6059e-05-0.0020831i,-0.0012541-0.0031003i,0.00016432-0.0019341i,0.0010082-0.0015975i,0.00082772-0.0022151i,0.00050554-0.0016214i,0.00049918-0.00086949i,0.00029188-0.00037056i,0.00067627-0.00034374i,0.00031663-0.00017141i,-0.00013515-0.00012693i,0.0007557-0.00011665i,0.0013517+0.00061301i,0.0011376+0.00060352i,0.00077972-0.0004017i,0.00095962-0.00052944i,0.00111-3.1952e-05i,0.00032535+0.00057853i,0.00016211+0.0010368i,-0.00023025+0.0002892i,-0.0007828-0.00051068i,-5.8168e-05+0.00012112i,0.00014148+0.00085025i
-0.00052451+0.0005149i,0.00058195+0.00072392i,0.00064996+8.4703e-05i,-3.8644e-05-0.00013065i,-3.373e-05-8.1377e-05i,0.00041341-0.00019109i,0.00097532-0.00018016i,0.00029883-0.00040964i,-0.00056885-0.00073833i,-0.00021586-0.00025857i,0.00048473-0.00021454i,0.00075509-0.00010939i,0.00091284-0.00025097i,0.0012991-0.0010227i,0.00093931-0.00034691i,0.00057407+0.00042477i,0.0011557-0.00035205i,0.00086305-0.00040362i,0.00047552-0.00014524i,0.00047505-9.0202e-05i,-1.1683e-05-0.00051455i,0.00024867-0.00049931i,0.00011739+3.9569e-05i
-0.0011886-0.001088i,-0.00096514-0.0015478i,-0.00050982-0.00050174i,0.00045965+0.00048639i,0.00076005+0.00052684i,0.00051769-0.00024371i,4.7701e-05-0.0010508i,-0.00037155-0.0012296i,-1.4619e-05-0.00083713i,-2.4726e-05+3.2048e-05i,0.00029373-0.00016824i,0.000804-0.00082299i,0.00028088-0.0013057i,-0.00018386-0.00091988i,-0.00035431-0.00053447i,-0.00055855-0.00073201i,-0.00012294-0.00049576i,0.00051453+0.00019251i,0.00074684+0.00052699i,0.00083963+0.00029818i,0.00040513+0.0003989i,0.00036214+0.0003202i,-0.00041143+0.00021396i
-0.00036703-0.0032766i,-0.00099644-0.0019044i,-0.0017232-0.0019367i,-0.0013852-0.00080267i,-0.001204+0.001118i,-0.00056032+0.0015384i,-1.2987e-05+0.00056624i,2.3119e-05-0.00055579i,-7.1531e-05+4.892e-05i,-2.4599e-05+0.0010299i,-3.4361e-05+0.00087435i,0.0001988+0.00063403i,0.0010341+0.00046672i,0.0014153-0.00033128i,0.0017368-0.00084766i,0.0012605-0.00062448i,-3.9262e-05-0.00036417i,-0.00078676+3.8454e-06i,-0.00080879-0.00045895i,-0.00059161-0.00057019i,-9.6192e-05+9.5088e-05i,0.00023681+0.00053626i,0.0002381+0.00031356i
-0.00030079-0.0020809i,-0.0013665-0.0019295i,-0.002834-0.00096776i,-0.0022476-0.00031372i,-0.00015365-0.00061198i,0.0013711-0.00075974i,0.00098863-0.0011287i,-7.5077e-05-0.0010484i,6.9531e-05+1.3046e-05i,0.00045441+0.00051808i,9.5415e-05-5.61e-05i,0.00036064-0.00083369i,0.0010075-0.00032616i,0.00064185+0.00010097i,0.00033604-0.00010742i,0.001251+7.9283e-05i,0.0011362+0.00041347i,0.00066488+0.00076836i,0.00031856+7.7036e-05i,-0.00028212-0.0012267i,-0.00029129-0.0012743i,-5.413e-05-0.00076861i,0.00049806-0.00045121i
-0.00040851+0.001832i,-0.00019693+0.0011976i,0.00016821+0.0010277i,0.00055137+8.9081e-05i,0.0013244-0.00088833i,0.00090939-0.0013554i,-0.00016081-0.0013984i,-0.00067787-0.00017626i,-0.00057219+0.0011366i,0.0004347+0.0012297i,0.00091082+0.00034047i,0.00036332-0.00079599i,-2.5805e-05-0.00066723i,-0.00034936-1.961e-05i,-0.00063261+4.1208e-05i,-0.00025211+0.00022057i,3.7773e-05+0.00054381i,0.00012965+0.00023653i,0.00024514+0.00066977i,0.00045494+0.0014554i,0.00070028+0.00021337i,3.1322e-05-0.0007658i,-0.00034064-0.00014412i
0.0005682+0.00016389i,0.0004517+0.00055505i,0.00039598+0.00022868i,0.00045463-0.00060283i,0.0012961+6.1526e-05i,0.0007998+0.00056584i,-0.00023234+0.00022348i,-0.00064377+0.00058126i,-0.00046821+0.00073556i,0.000192+0.00012945i,0.00048983-0.00035303i,0.00049386-0.00010049i,0.00048525+0.00057495i,-0.00026246+0.0013206i,4.9241e-05+0.00092i,0.00096975+0.00057118i,0.00036809+0.0012504i,-3.158e-06+0.0014303i,0.00068426+0.00049258i,0.00024697-0.00045732i,-0.00060085+0.00038906i,-0.0004473+0.00068379i,0.00030012+6.2535e-05i
-1.851e-05-0.00042706i,0.00064058-2.174e-05i,0.00013166-0.0011074i,-6.446e-05-0.0010032i,0.00020484-0.00076643i,0.00062996+0.00018576i,0.00062503+0.00077036i,0.00028459+6.7963e-05i,-0.00011521-0.00041555i,-0.0005765-0.001154i,-0.00022159-0.00098909i,0.00041336+0.00017047i,0.00068991+0.00035021i,0.00070315+9.2476e-05i,0.00075829+0.00013955i,0.0012278+0.00063403i,0.0010119+0.00029176i,0.00034321-0.0007161i,-0.00047664-0.00049859i,-0.00044482-0.00052613i,0.00075351-0.00072684i,0.001105+0.00015181i,0.00041624+0.00086031i
-8.2841e-05+0.0023992i,-0.00025413+0.0022678i,0.00021296+0.0025754i,0.0025295+0.000949i,0.003189-0.0013871i,0.0013438-0.0023449i,-0.00018289-0.0019679i,-0.000728-0.0010182i,-0.00026455+7.542e-05i,0.00014565+0.00043075i,0.0004463+0.00049596i,0.00050317+0.00085467i,1.5354e-05+0.00079303i,-0.00021457+0.00047691i,-0.00095282-2.897e-05i,-0.00075571-0.00057287i,-4.0554e-05+0.00040288i,0.00011284+0.00073401i,2.5533e-05+0.00031388i,-0.00042428+0.00021847i,0.00030226-0.00018027i,0.00079812-0.00018258i,0.00029824-0.00013314i
-0.00065865+0.00080709i,-0.0019218+0.0020088i,-0.0016778+0.0022125i,0.00011456+0.001722i,0.0012404+0.0014607i,0.0011729+0.00069936i,0.00035133-9.2427e-05i,-0.00025602+0.00035999i,-1.3145e-05+0.00074447i,0.00076946+0.00094993i,0.00086147+0.00064183i,0.00063075-0.00032226i,0.00039126-0.0012241i,0.00053848-0.0008365i,0.00040764+0.00023712i,0.00013942+0.00013253i,0.00030466-0.00036141i,0.0003455+8.5921e-05i,-0.00017041+1.2262e-05i,-0.00031837-0.00079374i,-4.5985e-05-0.0012393i,9.2853e-05-0.00085592i,-0.0003405+0.00041232i
-0.0028502-0.0010693i,-0.0028296-0.00059003i,-0.0019838-0.00039895i,0.00026551+0.00046959i,0.00096719+0.0011667i,0.0011005+0.00014143i,0.0013812-0.00050981i,0.00057723-6.3827e-05i,-0.00029076-1.27e-05i,-0.00035838-0.00022012i,0.0001414-3.4186e-05i,0.0010594+0.00020014i,0.00086451-0.00025406i,0.00055378+4.1509e-06i,0.00044347+0.00075057i,0.00014483+0.0011258i,0.0001214+0.00090811i,0.00066492-0.00031599i,0.0012246-0.00053729i,0.0007256+0.00053668i,-0.00039047+0.00063404i,-0.0010279+0.00015851i,-0.0015373+0.00012839i
0.0007595+0.00077265i,-9.6997e-05+1.2434e-05i,-0.00034621-0.0010663i,0.00098607-0.00098679i,0.0025805-0.0015996i,0.0015455-0.0016436i,-0.00029616-0.00045529i,-0.00029978+6.1382e-05i,0.00091752-0.00028575i,0.0013774-0.00057995i,0.00040594-0.00047469i,-1.4767e-05-0.00080862i,0.00061523+8.8856e-05i,0.001115+0.0003994i,0.0012678-0.00016378i,0.00076229+1.7295e-05i,0.000391-7.2959e-06i,0.00087725+0.00032481i,0.00072298+0.00062399i,-2.0784e-06+0.00075391i,-0.00017506+0.00090063i,0.000358+0.00077361i,0.00056512+0.00077617i
-0.0009094-0.0008341i,-0.0011798-0.0012262i,-0.0013138-0.00058777i,-0.0005467-0.00022767i,0.00041842-0.00061024i,0.00063398-0.0012094i,0.00039556-0.00095824i,0.00022179-0.0015687i,3.5111e-05-0.0015478i,3.2495e-05+0.00024445i,0.00058619+0.00073261i,0.00080496+8.2704e-05i,0.0005546+9.6672e-05i,0.00027565+0.0003126i,0.00052651-0.00020462i,0.00038552+8.4168e-05i,-0.0004701+0.00012018i,-0.00081847-0.00048789i,-4.0175e-05+0.00020732i,-0.00013786+0.00095395i,-0.00046244+0.00051372i,-6.563e-05+0.00021787i,-0.00074174+0.00042246i
0.00091148-0.00039156i,0.0013802-0.00011056i,0.0015679+0.00042978i,0.0011357+0.00081677i,0.00037+0.00076909i,0.00058271+0.00062797i,0.0011448+0.00025741i,0.00077502-0.00039423i,0.00053217-0.00081576i,0.00043275-0.00096137i,0.00020038-0.00074791i,-6.5307e-05-0.0002929i,-0.00011011+0.00020585i,0.00082126+5.9529e-06i,0.00071716+1.5897e-05i,0.00020677+0.00055898i,0.00048302+6.4154e-05i,0.00032391-0.00048361i,0.00041381+4.8327e-05i,0.0014451-0.00014877i,0.0016103-0.00048328i,0.0002882+0.00049803i,-0.0004827+0.00062292i
-0.0027835+0.0011219i,-0.0024883+0.0011872i,-0.00088886+0.00062418i,0.00077826-0.00092137i,0.0021992-0.002333i,0.0015908-0.0021474i,0.00087445-0.0016415i,8.3295e-05-0.00080973i,-0.00069766+0.00038555i,-0.00044368+0.00035305i,0.00011283-7.5631e-05i,0.00060519+4.1648e-05i,1.8598e-05-0.00050541i,-5.2437e-05-0.00092351i,0.00033025-7.4559e-05i,0.00038652-0.00020765i,2.3707e-05-0.00089354i,-0.00025309-0.0009214i,0.00067853-0.0010013i,0.00083896-0.00078506i,0.00026495-0.0001344i,0.00039109+0.0002542i,0.0001669-0.0003752i
-0.0010668+0.00051863i,-0.0012906-0.00046931i,-0.0013345+7.2492e-07i,-9.8961e-05+0.00058968i,0.0011458+0.00045011i,0.00061899-0.00067379i,-0.00016485-0.0005504i,-6.9875e-05+0.00044937i,0.0006298+0.00089622i,0.00079906+0.001078i,0.00070431+0.00058016i,0.00087418-1.1854e-06i,0.00032837+0.00031719i,4.0915e-05+0.00041201i,0.00059255-6.74e-05i,0.0012504-2.357e-05i,0.00095173-3.6614e-05i,0.00016584+0.0003455i,0.00066785+0.00061901i,0.0012244+0.00047906i,0.00040244-7.2125e-05i,-0.00042874-0.00050603i,-8.7821e-05-0.00030638i
-0.00097141-0.00017363i,-0.0011456+0.0015219i,-0.00034612+0.001514i,0.00034991-8.444e-06i,0.00083491-0.0014851i,0.0006988-0.0016371i,0.00083454-0.00063428i,0.00039205+0.00011457i,-9.9661e-05+0.00020108i,-0.00035059+9.873e-05i,8.9979e-05+0.00013823i,0.00074858+7.4684e-05i,0.00062454+0.00030071i,0.00091651+0.00022088i,0.001136+7.3265e-05i,0.00068183+5.0807e-05i,0.00061693-0.00023523i,0.00093951-0.00091937i,0.0010119-0.00095372i,0.00048545-4.1065e-07i,-0.00036586+0.00067268i,-0.00061286+0.00076856i,-0.00075311+0.00085004i
-0.00030288-0.00010434i,0.00072425-0.00050524i,0.0011938-0.00032042i,0.001085-0.0012729i,0.0014315-0.0025365i,0.00087402-0.0022196i,0.00030026-0.00172i,0.00023946-0.0010552i,-0.00032095+5.0424e-05i,-0.00013723+0.00012451i,0.00065639-0.00013858i,0.00065449+5.1708e-05i,0.00024571-0.00017346i,0.00072847-0.00083883i,0.0017403-0.00045728i,0.0012682+0.00037915i,0.001024+0.00096126i,0.00068636+0.00084503i,0.00039465+5.1823e-05i,0.00036994-0.00055044i,-0.00026808-0.00019799i,-0.00080244+0.00025443i,-0.00064757-0.00014067i
0.001048+0.00035241i,0.0012233+0.00042095i,0.00089179-0.0008596i,0.00098315-0.00072691i,0.00051332-0.00028318i,0.00054858-0.00069044i,0.00096198-0.0010908i,0.00022727-0.00073332i,5.4523e-05+7.4451e-05i,-0.00012453+0.00041456i,-3.6808e-05+0.00011874i,0.00034594+0.00021475i,-7.3707e-05+0.0002372i,0.00026384-0.00040563i,0.00090869-0.0006964i,0.0010208-0.00085482i,0.00046173-0.00086908i,-5.3147e-05-0.00036811i,0.00060437+0.00013049i,0.000917+0.00061212i,0.00056047+0.00040748i,0.00068042+0.00025518i,0.00063936+1.7253e-05i
-0.0017908-0.0014309i,-0.0017933-0.001741i,-0.00045785-0.00087261i,0.00022001+0.00022212i,0.00049164+0.00050656i,0.0007256+5.9969e-05i,0.00070887-0.00086895i,0.00065606-8.7882e-05i,0.00035728+0.00053638i,0.00052188-0.00036867i,0.00070955-0.00037387i,0.0014055+0.00027036i,0.0013223-4.277e-05i,0.00030832-0.0011781i,-7.9167e-07-0.0011782i,0.00012004-1.0694e-06i,-9.0671e-05+0.00047248i,-0.00033069+0.0012859i,0.00010335+0.0010674i,0.0004228+4.5223e-05i,5.0455e-05+7.4114e-05i,-0.00018667+0.00088682i,0.00036478+0.0010139i
8.4389e-05+0.00058498i,-0.00036927+0.00079147i,-0.00022166+8.1804e-05i,0.00037032-0.0013071i,0.00078909-0.0010791i,0.00095719-7.0055e-05i,0.00084898+0.00066718i,0.00059759+0.00048587i,0.00075874+0.00036029i,0.0016746-0.00019813i,0.0015593-0.0011175i,0.0007725-0.00039966i,0.00014741+0.0003443i,-0.00023654+0.00039485i,-4.7633e-05+5.5964e-06i,0.00072814-0.00073116i,0.00073242-0.00082031i,0.00031028-0.00057982i,4.8205e-05-0.00025654i,-0.00046344-0.00029167i,-0.00075339-0.00059161i,-0.00038916-0.00027404i,0.0002785-0.00023467i
-0.0005998-0.00077634i,-0.0007283+9.7258e-06i,-7.1208e-05+0.00026899i,0.0005555+0.00056994i,0.0011119+8.0279e-05i,0.0012987-0.00043131i,0.0013585-0.00094299i,0.00059539-0.0020736i,0.0003693-0.002114i,0.0013703-0.00086377i,0.0016126+0.00033107i,0.00094805+0.00074448i,0.0003552+0.00012885i,-0.00027796+6.3648e-05i,-0.00017397+0.00058121i,0.0003636+0.00033794i,0.00021209-0.0003247i,-0.00021521+0.0003255i,-0.00041253+0.0011938i,0.00055203+0.00087683i,0.0012941-5.145e-05i,0.0005372-0.00061579i,-0.00037746-0.00052711i
