-0.001106-0.0010055i,2.4042e-05-0.00052126i,-0.00069181+0.00025777i,-0.00086908+0.0016394i,-8.6928e-05+0.0031418i,0.0008938+0.002523i,0.0019878+0.0019386i,0.002339+0.001983i,0.0016456+0.0010576i,0.000814+0.00043185i,0.0010681-0.0007546i,0.0014467-0.0021404i,0.001114-0.0015705i,0.0010838-0.00029726i,0.0010536-0.0002216i,0.00074164-0.00030486i,0.0001576-0.00015913i,-8.5569e-05-0.00073036i,0.00018207-0.0011924i,-0.00015361-0.00083354i,-0.00036844-0.00045154i,-0.00021201-0.00031621i,0.00012223-0.00027818i
0.00085228+0.00086134i,0.00077148+0.00079112i,0.00076975+0.00013706i,0.0010437+0.00042203i,0.0013195+0.0010802i,0.0016644+0.00083959i,0.0012525+0.00080506i,0.00016274+0.00083193i,-0.0002849+0.00060739i,0.000468+0.00055997i,0.00056573-3.405e-05i,0.00045708+3.6205e-05i,0.00072466+0.00040176i,0.00068853-0.00014913i,0.00037665-0.0012458i,0.00010743-0.00099897i,-0.00010512-6.8519e-05i,-0.00022959+2.5201e-05i,0.00046363-0.00017061i,0.00064068+5.6046e-05i,0.0004205+0.00063556i,0.00016137+0.00081932i,-0.00023605-2.7724e-05i
-0.00027404-0.0010575i,-0.00065207-0.0011006i,-0.0015109-0.0004127i,-0.0013101+8.047e-05i,0.00019646+0.00020031i,0.0016091+0.00064872i,0.0013494+0.00086206i,0.00081275+0.00087726i,0.00022455+0.0011027i,-6.1832e-05+0.00063756i,-0.00011414+0.00016675i,-0.00020225+0.00086326i,0.0001955+0.0013786i,0.00010602+0.00074404i,-8.0164e-05+9.1003e-05i,0.00017347-0.0004494i,0.00056818-0.0004157i,0.00027457-0.00020577i,-0.00027896-0.00029907i,-0.00074415+0.00016506i,-0.00093033-0.00013192i,-0.00052796-0.00056555i,6.7569e-05+0.00016861i
0.0017942+0.00042279i,0.0016741+0.00097704i,0.0010574+0.00033287i,0.00067736+0.0003265i,0.00053629+0.0012144i,0.0014118+0.0011872i,0.0017613+0.00035757i,0.0015648+0.00015666i,0.0014073-0.00017772i,0.00053548-0.00074842i,0.00051298-0.00067554i,0.00070049-0.0012434i,0.00052522-0.0012537i,-1.6913e-05-0.0004066i,-0.00096939-4.9869e-05i,-0.0011118-0.0005321i,-0.00093496-0.00070888i,-0.00090823-0.00028378i,-0.00046355-2.5171e-05i,-0.00026117-0.00058708i,0.00060398-0.0010211i,0.0017988-0.00065464i,0.00075414-0.00048326i
0.0013491-0.00066876i,0.0014386-0.0016407i,0.00033035-0.0021056i,-0.00045708-0.0013575i,0.0001794-0.00026139i,0.00069324+0.00019957i,0.00082839+0.00069504i,0.00084891+0.00045193i,0.00056654-0.00065743i,-0.00024128-0.00069841i,-0.00040726-0.0008749i,0.00034438-0.00050096i,0.00039125+0.00017183i,0.00020207+0.00012099i,-0.00010737-7.7825e-05i,-0.0002866-0.00028476i,-7.865e-05-0.0003699i,0.00019163-5.588e-05i,0.00099024+0.00016615i,0.00080235+0.00048151i,-0.00010948+0.00026328i,-0.00077322+0.00039546i,-0.00044349+0.00042346i
-0.001617-0.0010102i,-0.0018977-0.00069294i,-0.0021142-0.000371i,-0.0015307+0.0010116i,-0.00020032+0.0026662i,0.0014627+0.0025441i,0.0013966+0.00043114i,0.00066674-0.00060421i,0.00046149-0.00045503i,0.00036112-5.9335e-05i,0.00070804+0.00047132i,0.0007591+0.00024816i,0.00028948-4.0837e-05i,0.00013839+6.3436e-05i,0.00019463-9.6662e-05i,3.8673e-05-0.0006647i,0.00055662-0.00082292i,0.0012187-0.00068763i,0.00078951-0.00078173i,8.0915e-05-0.00030059i,0.00014455-0.00028312i,0.00026704-0.00027382i,0.00041735+6.0386e-05i
-2.0455e-05+0.00032216i,-0.00063584+0.00040615i,-0.00089047+0.00042874i,-0.00074483+0.00099832i,-2.8439e-05+0.0015025i,0.0012718+0.0014196i,0.0014506+0.0011807i,0.00099081+0.0010323i,0.00058023+0.00045341i,0.00042118-0.00032529i,0.00040982-0.00038641i,-5.0198e-05-0.00022605i,0.00046547+1.7717e-05i,0.00057729+4.4406e-05i,0.00031125+0.00012404i,0.00071199+7.1642e-05i,0.00030701-0.00016637i,-7.134e-05-4.1153e-05i,-0.00010379+9.5774e-05i,0.00028663+0.00014391i,0.00045413+6.254e-06i,0.00019315+0.00039671i,-0.00063624+0.00026406i
0.00046465+0.00079457i,-4.3039e-05+0.00051824i,-0.00036292+4.0683e-05i,-0.00051683+0.00020518i,0.00034077+0.00095976i,0.0019888+0.00089691i,0.0020045+0.00080329i,0.0014905+0.00090434i,0.0015001+0.00020164i,0.0007601-0.00064277i,-0.00033713-0.0008644i,-0.00045051-0.0010393i,-3.2394e-05-0.0010107i,4.5687e-05-0.0005295i,-0.00071685+0.00014428i,-0.0012775+4.9877e-05i,-0.0010363+6.8748e-05i,-0.00083877-2.1139e-05i,-6.3534e-05-1.2855e-05i,0.00035399+0.000593i,-0.00015803+3.6677e-05i,-0.0002659-0.00046808i,2.3285e-05-0.00061748i
0.0022608-0.0012177i,0.00066044-0.0013382i,-0.00016332-0.0017097i,-0.00049495-5.306e-05i,4.3083e-05+0.0020996i,0.00097216+0.0024512i,0.0010565+0.0016536i,0.0014372+0.00015475i,0.00098137-0.00054867i,-0.00012594-0.00033376i,-0.00053162-7.3788e-05i,-0.00045835+0.00035241i,1.0151e-05+0.00071482i,0.00028213+0.00059319i,-2.6759e-06+6.4223e-05i,-0.0010814+0.00022809i,-0.0013784+2.4424e-05i,-0.00083071-6.8639e-05i,-0.00048261+4.3792e-05i,-0.00020344-0.00040683i,0.00019795-0.00013279i,0.00064775-0.00018027i,0.00067894-3.9687e-05i
-0.00044782-9.2548e-05i,-0.00085178-0.00028936i,-0.0012288+0.00069992i,-0.00080585+0.0021263i,-5.4782e-05+0.0025864i,0.0014487+0.0021882i,0.0017286+0.0010999i,0.00088234+0.00078581i,0.00021769+0.0011272i,-7.7543e-06+0.00066621i,1.1067e-05+0.00043867i,0.00013656-0.00019404i,-0.00021016-0.00074253i,-0.00010846-0.00051215i,0.00057557-0.00018907i,0.00063156-0.0004306i,0.00017455-0.00029948i,-0.00057374+0.00010671i,-0.00069173+0.00012585i,-0.00095374-0.0010667i,-0.00088342-0.0012395i,3.5903e-05+0.0011056i,0.0003029+0.0015807i
0.00077064-0.0012349i,0.00049842-0.0012407i,-0.00037441-0.0016014i,-0.00060858-0.0011999i,-1.841e-05-1.5835e-06i,0.00019714+5.503e-05i,-0.00019814+0.00016115i,0.00032808+0.00027379i,0.0013985+0.00019496i,0.0005935+0.00036884i,-0.00047682+0.00054857i,-0.00012797+0.00053732i,0.00035353+0.00054121i,0.00044847+0.0013533i,0.00030997+0.0016375i,5.2299e-05+0.0011677i,0.000224+0.00060766i,8.9509e-05-0.0003198i,-0.00037149-0.00051083i,-0.00037092+7.4449e-05i,5.2914e-05+0.00029003i,5.1423e-06+0.00010781i,-0.00013996-0.00025554i
-0.00085576+0.00042523i,-0.0010218+0.00062874i,-0.0012272+0.00044809i,-0.00040785+0.00072454i,0.0013918+0.0013213i,0.0032306+0.00032139i,0.0037082-0.00032138i,0.0017505+0.00071315i,0.00031187+0.0005442i,0.00062337-5.8831e-05i,0.00060107-0.00027677i,0.00032673-0.00073277i,0.00052267-0.00088535i,0.00066737-0.00065462i,0.00042277-0.00031286i,4.6386e-05+0.0004193i,-5.9899e-05+0.00063895i,-0.00040665-0.0004446i,-0.00046612-0.00099547i,-0.00082714-0.00084994i,-0.00039981-0.00042099i,-2.5254e-05+0.00040224i,-0.00041593+0.0015075i
0.00149+0.0027833i,0.0018439+0.0013912i,0.0019147+0.00078009i,0.0012219+0.00083631i,0.00038907+0.00055166i,-0.00032871+0.00025333i,-0.00016166+0.0011349i,0.00054352+0.0013205i,0.0007594+0.00066188i,0.00033419+0.00077122i,0.00080753+0.00081726i,0.00091432+4.9537e-05i,0.00043006-0.00018495i,0.00023448-0.00029311i,0.00017158-0.00083025i,2.3005e-05-0.00086093i,-0.00027399-0.00056707i,-0.00035625-7.868e-05i,-0.00055225+0.0006931i,-0.00018512+0.0006493i,-0.00020323+0.00019681i,-6.0178e-05-3.7472e-05i,0.0007818-0.00017136i
-0.00079801+0.00039096i,1.615e-05+0.00019535i,0.00011733+0.00010111i,0.00017347+0.00010471i,0.0014636+0.00054121i,0.0019496+0.00025868i,0.0016311+5.4838e-05i,0.00071003+0.00043717i,1.5201e-05+0.00018905i,-0.00032674-0.00039248i,-0.0005505-0.00044558i,-0.00080771-0.0011196i,-0.00048086-0.0017577i,0.00042739-0.00090535i,0.00010008+0.00041935i,-0.0011335+0.00066837i,-0.0012951-0.00052681i,-1.427e-05-0.00089217i,0.00046982+1.2872e-05i,-0.00037083-0.00031489i,-0.00025549-0.00027558i,0.00031628+0.00041399i,0.00029326+0.00063406i
1.2474e-05-0.0017499i,-0.00051726-0.0013288i,-0.0008765-0.00044169i,-0.001236+0.00024384i,-0.00096986+0.0017164i,0.00074639+0.0023287i,0.0018228+0.0015918i,0.0011842+0.0010989i,0.00040788+0.00039412i,0.00026488-0.00053926i,-0.00015084-0.00070428i,5.8438e-05-0.00037056i,0.00048919-0.00049788i,0.00024113-0.00072591i,0.0001993-0.00029293i,-4.0821e-05-0.00021554i,-0.00048313-0.00022533i,-0.00097429+0.00083199i,-0.00094528+0.00094663i,-8.4719e-05+0.00054297i,0.00040851-9.944e-05i,-0.00014976-0.00075656i,-0.00091194-0.00087973i
0.0018929-0.00061733i,0.0014838-0.00081456i,0.00065511-0.0015786i,0.00040278-0.00076736i,0.0010179+0.00063305i,0.00168+0.0012984i,0.0017113+0.0011502i,0.00089893+0.00046366i,0.00045685-0.00029792i,0.00041437-0.00048545i,0.0002474-0.00037122i,-1.5358e-05+0.0003538i,-0.00023086+0.00060478i,0.00015586+0.00034956i,8.9919e-05+0.00010573i,-0.00043611-0.00050613i,-0.00046821-0.0003333i,-0.00011462+7.5145e-05i,0.00021405-0.00014529i,0.0001165-0.00043972i,-0.00056148-7.8859e-05i,-0.00089468-0.00010971i,-0.00072658-7.4568e-05i
0.00019873-0.00035353i,-0.00028697-0.00077224i,-0.0005293-0.00085439i,0.00010445+0.00023391i,0.0009332+0.001669i,0.0012946+0.0021463i,0.0012825+0.00090928i,0.00069271+0.00078543i,-0.00058891+0.00092363i,-0.0009921+0.00053286i,-0.00069332+0.00075228i,-0.00012299+0.00028268i,0.00069656-0.00060304i,0.00033728-0.00087644i,-0.00058644-0.0009856i,-0.00074783-0.00065621i,-0.0010139-0.0004072i,-0.001073-0.00033171i,-8.5459e-05+0.00050225i,0.00081363+0.00021277i,0.00090291+8.0224e-05i,0.00046237-0.00018892i,0.00059326-0.0012682i
-0.00070097+0.00026844i,-0.0001602+0.00027805i,-0.00075807+0.00089968i,-0.00085426+0.0010506i,0.00037749+0.0011353i,0.0012571+0.00096354i,0.0013892-0.00057749i,0.00076677-0.00033999i,0.00013065+0.00027919i,0.00061891+0.00012244i,0.00093802-0.00067685i,0.00018026-0.0010913i,-0.00066194-0.00076214i,-0.00087531-0.00029494i,-3.5608e-05-0.0002442i,0.00060138-1.0811e-05i,0.00047283+0.00017568i,0.00043448+0.00011597i,4.5441e-05+0.00013455i,-0.00020464-0.00014431i,-2.6045e-05-0.0013264i,0.00020355-0.0015696i,0.00049676-0.00062991i
0.00085545-0.00021977i,0.00052608-0.00028892i,-0.00017807-0.00082456i,-0.00015904-0.00030279i,0.00034621+0.0012052i,0.00050537+0.0023196i,0.0003093+0.0024013i,0.00045059+0.0022183i,0.00064019+0.0013195i,0.0009546-5.7931e-05i,0.00097838-0.00043651i,-0.00019087-4.561e-05i,-0.0017284-0.00056991i,-0.0014256-0.00039542i,-0.00084175+0.00035884i,-0.00058088+0.00029759i,-0.00022661+7.4456e-05i,0.00029471+0.00021013i,0.00034359+0.00013932i,-0.00019802-1.4458e-06i,-8.4613e-06-0.00041995i,-0.00025079-0.0004953i,-0.0004091-1.0866e-05i
0.001084+0.0010126i,0.0013772+0.0011458i,0.0018765+0.00098706i,0.0012165+0.0013389i,0.0013761+0.0010612i,0.0014443+0.0011611i,0.0010982+0.0017854i,0.00075298+0.0014984i,0.00093494+0.00053022i,0.0014985+0.00010747i,0.0012594+7.7252e-05i,0.00093015+0.00027529i,0.00037848-0.00011729i,5.7465e-05-0.00072086i,7.2838e-05-0.00026029i,-0.00014148-0.00040506i,0.00047027-0.00091254i,0.00035793+6.7562e-05i,-0.00035562+4.394e-05i,-0.00063678-0.00045766i,-0.00047006-0.00046683i,0.00042762-0.00054719i,0.00040394-0.00030084i
-0.0010701-0.00028479i,0.0001637+0.00016464i,0.00015448+0.00055228i,-0.00030608+0.00021883i,0.0003282+0.00010158i,0.00092947+0.00076042i,0.00078521+0.00065082i,0.00036203+0.00055849i,0.00024173+0.00035332i,0.00027508-0.0004001i,8.3114e-05-0.0003163i,0.00027024+0.00022557i,0.00029411+0.00052928i,1.8313e-05+0.00020249i,-0.00010259-0.0002899i,-1.5602e-06+0.00048204i,0.00028727+0.00086243i,0.0001392+0.00014948i,0.00013089+4.7567e-05i,0.00014463+5.0715e-05i,-3.5166e-05-0.00022623i,-0.00032249-0.0002981i,0.0005162-7.689e-05i
0.00051586+0.0004571i,-9.8418e-05-0.0010883i,-0.00053551-0.00057056i,0.00075802+0.00061469i,0.001781+0.00093224i,0.00129+0.00098563i,0.0010267+0.00043059i,0.00095528-1.6759e-05i,0.00073807-0.00026915i,0.00030145-0.0009274i,0.00012974-0.00084898i,-7.1563e-07-0.00083692i,-0.00072918-0.00048633i,-0.00099683-3.4026e-05i,-0.00096162-0.00053119i,-0.0010367-0.00042448i,-0.001173+0.00046298i,-0.00089456+0.00058981i,-0.00057715+0.00017435i,-0.00062627-0.00024848i,-0.00033531-0.00021197i,-0.00049537-0.00023057i,0.00021146-0.00049421i
-0.00011592-0.00074144i,-0.00042289-0.0011125i,-0.00091866-0.00050157i,-0.00077084+8.2276e-05i,0.00037525+0.00097453i,0.0008015+0.0021544i,0.00034919+0.0021104i,-6.879e-05+0.0005391i,1.1802e-05-0.00080333i,0.00016993-0.00080113i,0.00011878-0.00052057i,0.00029554-0.00025426i,0.00017107-0.00048941i,-0.00040015-0.00063436i,-0.00026007-0.00023943i,0.00014567+4.9155e-05i,0.00015677-9.9441e-05i,0.000177-0.00031795i,0.0003361+0.00014386i,0.00050597+0.00044277i,0.0008403+0.00049887i,0.00021068+0.00056486i,-4.6758e-05+0.00030729i
-9.156e-05+0.0019789i,-0.00035727+0.0015231i,0.00045895+0.0001454i,0.0012217+0.00029684i,0.0017355+0.00092005i,0.001854+0.00034156i,0.0015652-0.00015723i,0.00087941+0.00067778i,0.00079287+0.00073433i,0.00044774-0.00056203i,0.00045796-0.00088178i,0.00089368-0.00065482i,7.3393e-05-0.00052768i,-0.00068332-0.00012988i,-0.00045302+0.00027154i,2.6558e-05+3.3757e-05i,0.00039815-0.00025423i,0.00036269-7.5383e-05i,-0.0002672+0.00010493i,-0.0010733-0.00055006i,-0.00063839-0.00055543i,-2.7622e-06+0.00012944i,-0.00055771-3.5127e-06i
0.00022094-8.1145e-06i,0.00070625-0.00078843i,0.0011377-0.0009279i,0.00029277+0.00050649i,-0.00019598+0.0018108i,0.00036883+0.0018435i,0.00088565+0.0010834i,0.00063836+0.00062092i,0.00034411+0.00064462i,-0.00017205-0.00056641i,6.3885e-05-0.0015964i,0.00080943-0.0011818i,0.00043232-0.00031149i,0.00036375-0.00025006i,0.00028238-7.9073e-05i,-0.00063652-0.00029352i,-0.0009776-0.00064605i,-0.00041713+8.0397e-05i,-0.00031913+0.001441i,-0.000829+0.0014482i,-0.00052718+0.00012819i,-0.00017466-0.00072347i,-0.00016145-0.00026801i
0.0011926-0.00021044i,0.00014764-0.0010475i,-0.00074499-0.0016633i,-0.0013656-0.00082092i,9.2378e-06+0.00034612i,0.0013463+0.00070631i,0.00050826+0.0011058i,-0.00033912+0.0013516i,0.00021988+0.00072007i,0.00079233-0.00033473i,0.00040165-0.00050877i,-0.00018827-7.1763e-05i,-0.00049019-0.00065008i,0.00020314-0.00078987i,0.00080789-0.00063355i,0.00046069-0.00083926i,0.00077317-3.4486e-05i,0.00066458+0.00063186i,-0.00023789-0.00051015i,-0.00083557-0.0014094i,-0.00046328-0.00054639i,6.4115e-05-1.3986e-05i,0.00017936+0.00027797i
0.0004042-0.00054465i,6.1569e-06-0.0010449i,-0.00058467-0.00083085i,-0.00073748-0.00012556i,-0.00043459+0.00071916i,0.00026684+0.00070922i,0.00088267+0.0011483i,0.00023813+0.00075712i,-0.00029639-7.891e-05i,0.00043378-0.00050811i,0.00018861-0.0010927i,-0.00042748-0.00062183i,-0.00049401-9.0145e-05i,-0.00055869+0.00037295i,-0.00027863+0.00047668i,-0.00044545-0.00032111i,-0.00084104-0.00023618i,-0.00097193-9.9544e-05i,-0.0011352-0.00072339i,-0.00014418-0.00080646i,0.00057954-0.00049089i,0.00014313-0.00051404i,7.4962e-05-0.00064152i
3.1021e-05-0.00018275i,-3.2515e-05+0.001182i,-0.00066259+0.0020104i,-0.00031337+0.0014864i,0.0010905+0.0014047i,0.0022061+0.001567i,0.0019762+0.0010781i,0.001198+0.00027319i,0.00049957-9.1047e-05i,0.00014928-0.00013539i,1.8027e-05-0.00032848i,-0.00067373+4.7164e-06i,-0.00079106+0.00020982i,0.00028559+7.6795e-05i,0.00032963+0.0002363i,-0.00087613+3.8749e-05i,-0.0010916-0.00074349i,-6.33e-05-0.00072142i,0.00049798-0.00036293i,0.00036384+0.00025075i,0.00046995+0.00066591i,-0.00014868+0.00027047i,-0.00017149+0.00012359i
-0.001589-0.00033688i,-0.00046753-0.00038185i,0.00030518+0.00040126i,0.00034951+0.0012466i,0.00096221+0.0021321i,0.0012732+0.0020584i,0.0010407+0.0014698i,0.00067654+0.00096939i,0.00033848+0.00071843i,0.00073952+0.00050693i,0.00075636+9.1177e-05i,0.00047721-0.00078319i,0.00010194-0.00095296i,-0.00037025-0.00083973i,-0.00047065-0.0012139i,-0.00054087-0.0003582i,-0.00042371+0.00081264i,-2.3558e-06+0.00054392i,-0.00034842+1.1983e-05i,-0.00022018+9.439e-05i,0.00040869+0.0002722i,0.00026426-0.0001473i,-0.00010082-9.5314e-05i
0.0015357-0.00046201i,0.0018879-0.00031678i,0.0014155+0.00098948i,0.00025419+0.00074579i,4.0179e-05+0.0006883i,-2.4107e-05+0.00075338i,0.00048079+0.00014793i,0.0014575-0.00044862i,0.0009653-0.00056233i,-6.5615e-05-0.00029282i,-0.00034655-0.00042022i,0.0001381-0.00061551i,7.869e-05-0.00011417i,-0.00080288-1.7879e-05i,-0.00087863-0.0006089i,8.4179e-05-0.00022685i,0.00050494+0.00038645i,0.00033594+0.00011834i,-0.00020314-0.00044462i,-0.00026124-0.00046004i,0.00025872-2.5328e-05i,0.00044369-1.9343e-05i,8.1704e-05-0.00046582i
0.001004-0.0012436i,0.00094691-0.00085893i,0.00045249-0.00050288i,-0.00033479-0.00031468i,0.0001472+0.00090285i,0.00062977+0.0020377i,-0.00014677+0.0014484i,-6.6393e-05+0.00057891i,0.00036125+0.00030146i,-1.5069e-05+0.00044223i,-0.00022822-1.6119e-05i,-1.1047e-05-0.00055024i,0.00062437-0.00032276i,0.00063063-7.5836e-05i,9.891e-05-0.00012642i,0.00015154+0.00024265i,0.00014509-3.1886e-05i,-0.00043947-0.00037787i,-0.00033636-0.00019892i,0.00051375+5.2956e-05i,0.00043074+0.00014149i,-2.8222e-05-0.00028512i,-0.00041959-9.545e-05i
-0.00016568+0.001447i,-0.00011634+0.00098868i,-0.00096471+0.0010553i,-0.00069254+0.0010242i,0.0012762+0.00093892i,0.0022774+0.00057224i,0.002355+0.00048721i,0.0019596+0.00067297i,0.0014976+0.00039339i,0.0018656-0.00025148i,0.0018643-0.0010066i,0.0015375-0.0015833i,0.00069498-0.00089525i,-0.00055873-0.00018609i,-0.00065864-0.00014666i,-0.00051474-0.00057149i,-0.0010102-0.0010339i,-0.0011398-0.00089112i,-0.00099906-0.0002778i,-0.00047908+0.00013983i,0.00034897-2.7772e-05i,0.00031396+0.00028721i,0.00017614+0.00051198i
0.0007789+0.0016398i,0.00046578-0.00015354i,0.00072682-0.0010998i,7.1915e-05-0.00028429i,0.00017951+0.00053066i,0.000648+0.0013428i,0.0010011+0.0019197i,0.00013629+0.0019936i,-0.00083946+0.0016002i,-0.00055189+0.00052749i,0.00023144+0.00029308i,-0.00029427+0.00038645i,-0.00071968+0.00017905i,-0.00052946+0.00022656i,-0.00037883+0.0002451i,-0.0004429-8.5981e-05i,-0.00069623-0.00046809i,-0.00055687-0.0005182i,-0.00034575-0.00063243i,-9.2866e-05-0.0002095i,0.00030863+0.00018776i,0.00065989-1.0762e-05i,0.00062734-0.00053553i
-0.0011682+0.00015489i,-0.00035162-0.00031324i,0.00021295-0.00048602i,0.0009485-0.00028926i,0.0020623+0.00029575i,0.0028846+0.00036668i,0.0026361+6.342e-05i,0.0013696+0.00020386i,0.00064046+0.00023359i,-0.00019112-0.00015133i,-0.00072001-0.00076925i,-0.00067329-0.00090078i,-5.2179e-05-0.00044527i,0.0012089-0.00045109i,0.0013061-0.00070743i,-1.6523e-05-0.00087761i,-0.0007796-0.00089816i,3.8953e-05-0.00081553i,0.0010413-0.00032658i,0.00078116+0.00019712i,0.00026349-0.00038328i,0.00059673-0.0012771i,6.9317e-05-0.00067024i
0.00069829-0.00023947i,0.00082216-6.2718e-05i,0.00021238-0.00034433i,-0.0010665+0.00010885i,-0.0014175+0.00086411i,-0.00023773+0.0018412i,0.00020887+0.0020047i,-3.9803e-05+0.0016094i,0.00050869+0.0012224i,0.00031212+0.00046767i,-0.00034189+6.3007e-05i,-0.00041148+6.4252e-05i,-0.00048939+0.00013227i,-0.00038085-0.0001476i,-0.00036034-0.00038057i,-0.00032949-0.00055742i,0.00030607-0.00089143i,0.000863-0.00043974i,0.00027577+0.00018533i,-0.00057661-0.00011746i,-0.00043519-0.00015201i,0.00060221-0.00010885i,0.0006838-0.00025355i
0.00065632-0.00093728i,0.0010323-0.00068489i,0.00053026-0.0003681i,0.00027097+0.00064904i,0.0020875+0.0014957i,0.003763+0.0015564i,0.0023788+0.0017306i,0.00091907+0.00084234i,0.00044127-0.0001186i,0.00024866-0.00073348i,0.0010421-0.00085299i,0.00098076+5.2315e-05i,-0.00026817-0.00010502i,-0.00072805-0.00048835i,-0.00015608+0.00032597i,0.0002848+0.00017501i,9.4599e-05-0.0010754i,0.00039915-0.0018406i,0.0012841-0.0013485i,0.0010859-0.00038853i,-0.00029403+2.4015e-05i,-0.0008439+0.00069129i,-0.00089337+0.00037777i
0.00049345-0.00057487i,0.0006877-0.00093733i,-5.2301e-05-0.00033371i,-0.0012316+0.0011991i,-0.0006801+0.0024084i,0.00038406+0.0025627i,0.00035892+0.0016062i,-3.6951e-05+0.0010002i,-0.00052874+7.3149e-05i,-0.0010675-0.00057948i,-0.00067864-0.00082931i,0.0001128-0.00092044i,5.1825e-05-0.0002576i,-4.9718e-05+0.00055812i,-0.00030571+0.00081616i,-0.00012673+0.00037974i,7.0391e-06-5.187e-06i,-0.00027777-6.7943e-05i,7.5039e-05-0.00034963i,8.6136e-05-0.00047531i,-0.00078109-0.00099073i,-0.00097724-0.0013934i,2.6116e-05-0.0001576i
0.0012664+0.00039495i,0.0015961-0.0011727i,0.0012174-0.001268i,0.0007488+0.00029841i,0.00086718+0.0013555i,0.0015119+0.0010339i,0.0012728+0.00059172i,0.00073719+0.00052327i,0.00059075-0.00019433i,0.00051853-0.0012473i,0.00018925-0.00095296i,-0.00050879+0.00035494i,-0.0010052+0.00061377i,-0.00057448-0.00039171i,-0.00022833-0.00032194i,-0.00065192+0.00048606i,-0.00061467+0.00068308i,-0.00080203+0.00036909i,-0.00075454-1.8492e-05i,0.00031606+0.00012248i,0.0007085+0.00093325i,-0.00020396+0.00096539i,-0.0006418+6.0774e-05i
0.00060552+0.0011823i,0.0016665+0.00056311i,0.0018599+0.0003057i,0.0012626+0.00043757i,0.0011168+0.00060079i,0.0013589+0.00091116i,0.0013027+0.0016471i,0.00073331+0.0019841i,0.00021647+0.0010618i,0.00058799-0.00051329i,0.0010275-0.00073177i,0.00071781-0.0003328i,0.00030326-0.00092231i,8.5447e-05-0.00071437i,-4.245e-05-0.00021146i,0.00018205+0.00036204i,0.00040626+0.00069986i,9.4614e-05+0.00017358i,-0.00010531-0.00011832i,-0.00015665+0.00049122i,-0.0001315+0.00054341i,0.00028498-5.8417e-05i,0.00050131+0.00015487i
0.00023361+6.4256e-05i,0.00015248+0.00040127i,0.00083602+0.00045968i,0.00019243+0.00016012i,0.00053125-5.2245e-05i,0.0013826+0.00044938i,0.00045917+0.00099134i,-0.0002963+0.00098921i,0.00064208+0.00023386i,0.0013539-0.00085796i,0.00098475-0.0011159i,0.00054758-0.00051792i,-0.00017848-0.00031644i,-0.00093329-0.00060749i,-0.00091061-0.0003251i,-0.00087624-0.00030385i,-0.00047552-0.00044916i,-0.00029932+0.00035856i,-0.00038595+0.0010157i,0.00023131+0.0003907i,0.00036123+0.00017546i,0.00015091-0.00047947i,0.0001617-0.00045216i
0.00036763-0.0022277i,3.7348e-05-0.0014358i,-0.00032301-0.0010764i,-0.00088525-0.00014837i,-0.00032973+0.0016831i,0.00080438+0.0026342i,0.0017488+0.0017263i,0.0014198+0.0011348i,0.00061482+0.00093531i,0.00044231+0.00054563i,0.00011681+0.00015416i,-0.00028214-0.00014369i,-0.00020786-0.00026804i,0.00045316-2.7825e-05i,0.000558+0.000183i,0.00010102-0.00020241i,0.00027757-0.00051585i,0.00038833-2.4182e-05i,0.00017527+0.00023057i,0.00028892-1.6712e-05i,0.00039484+0.00010613i,0.00028098+8.5974e-05i,-3.438e-05-6.1007e-05i
0.00043394-0.00095494i,0.0010561-0.0018645i,0.00064383-0.0022068i,-0.00024744-0.0012213i,8.9771e-05+7.2942e-05i,0.0012367+0.0015729i,0.0010876+0.0028302i,0.0006224+0.0022126i,0.00048127+0.0012002i,-0.00015322+0.00051099i,-0.00060202-2.5569e-05i,-0.00049537-0.00019239i,-0.00036098+0.00039032i,-0.00019008+0.0011054i,-5.0389e-05+0.0011611i,0.0003764+0.00028801i,0.00054128+0.00039747i,-9.93e-05+0.00067405i,0.00012771-0.00015596i,0.00059442-0.00037216i,0.00046287-0.00026481i,-0.00023937-0.00031898i,-0.00044517+8.3032e-05i
-5.9667e-05-9.1869e-05i,-7.0045e-05-0.0017646i,-0.00016218-0.0013561i,-0.00044924+0.00084327i,-1.0086e-05+0.0021357i,-0.00020006+0.0020486i,-0.00081916+0.0018206i,-0.00020804+0.00167i,0.00032743+0.00078555i,5.3077e-05-3.1499e-05i,-0.00060327-0.00011i,-0.0006181-0.00043148i,0.00011703-0.0006434i,4.0373e-05-2.1099e-05i,-0.00014953+0.00039208i,0.00027444+1.6261e-05i,0.00061118-0.00042852i,0.00041212-0.00098351i,0.00061132-0.0013882i,0.00059703-0.00049445i,0.00012344+0.00028335i,0.00027926-0.00020647i,0.00014912-0.00032959i
3.1094e-05+0.00011771i,0.00010543-0.00055797i,0.0002294+0.0001584i,0.00051474+0.0010653i,0.0013052+0.0019922i,0.002657+0.0012265i,0.0028037+0.00021947i,0.0014207+0.00038933i,0.00062722+0.00027652i,0.00057007-0.00021432i,-0.0001289+0.00011181i,-0.00067597+0.00033631i,-0.00019938-0.00018538i,0.00071037-0.00020367i,0.0010763-0.00018311i,-3.6652e-06+9.8701e-05i,-0.0007864+0.00014378i,-0.00023669-6.1705e-05i,0.0007804+0.00017677i,0.0010829-0.00034136i,0.00030348-0.00050733i,-2.148e-05+1.3948e-05i,0.0002967-0.00025701i
