0.0024131-9.0355e-05i,0.0017754-0.00094902i,0.0011008-0.0025453i,-1.8056e-05-0.0031287i,-0.0014745-0.0024759i,-0.0025221-0.00070934i,-0.0012725+0.00071275i,0.00021216+0.0011023i,0.0015688+0.00045475i,0.0013236-0.00089583i,0.00028014-0.0015786i,-0.00013416-0.00033805i,-0.00035561+0.00030331i,0.00040687-0.0003685i,0.001303-0.00040136i,0.0015711+0.00035505i,0.00069079+0.00071137i,9.1301e-05+0.00043312i,0.00044412-0.00032012i,-3.5145e-05-0.0010025i,-0.0003517-0.00068734i,-0.00048964+5.3576e-05i,7.8082e-05+0.00034561i
-9.0943e-05+0.0011423i,0.00085849+0.0021479i,0.0012025+0.0021014i,0.00072297+0.00055364i,0.00041197-0.00099584i,0.00031735-0.0014056i,0.00011828-0.00076888i,-0.00050198+0.00039036i,-0.0003301+0.00082199i,-0.00023947-0.00040872i,-0.00084802-0.0015116i,-0.00041535-0.001715i,-0.00064008-0.0010573i,-0.0014871+4.5667e-05i,-0.001193-0.00031767i,-0.00052943-0.0012431i,-0.00069788-0.00082762i,-6.0818e-05-0.0008103i,0.00021248-0.0011388i,-5.4847e-05-0.00024252i,-0.0001836+2.299e-05i,-0.00033584-0.00043603i,-0.00035208-0.00055668i
-0.00090042+0.001187i,0.00021326+0.0013384i,0.0011251+0.00082073i,0.0010621-0.00045285i,0.0011307-0.0013091i,0.0010565-0.0018875i,0.0002971-0.00098385i,0.00039069-0.00043866i,0.00059475-0.00025062i,0.00030384-0.00012646i,-0.00038347+0.00024492i,-0.0001967-5.1835e-05i,0.00026119-0.00052887i,-0.00054365+0.0005011i,-0.00078176+0.00059618i,0.00010081+0.00051455i,0.00022403+0.0006261i,0.00047075+0.00052319i,0.00056059+0.00023264i,0.00022067-0.00026992i,0.00017375+4.7004e-05i,-0.00030843+0.00056574i,-0.00033018+0.00071585i
0.00026303+0.0018711i,0.0011454+0.0022553i,0.0020138+0.0015743i,0.0017825+0.000753i,0.0010083+0.00014946i,0.00090838-0.00096722i,0.0003972-0.0015439i,-0.00010968-0.00080323i,-7.5695e-05-0.00091373i,0.00021797-0.0012535i,0.00038705-0.0010697i,0.00012701-0.00042021i,0.00010469+0.0001899i,-0.00036962-7.5424e-05i,-0.0007116-0.00060974i,0.00051342-0.00060192i,0.00093451-0.00013001i,6.6127e-05+0.00025185i,-0.00048649-8.9499e-05i,-0.00054056-0.00079666i,-0.00023191-0.0010502i,6.4868e-05-0.00017893i,0.0003838-0.00010757i
-4.4047e-05-0.00075296i,0.00046723-0.00017219i,0.00074256+0.00011835i,0.0017352+0.00020799i,0.0017025+0.00026123i,0.0015241+0.00030463i,0.0008568+0.00027863i,0.00024388+0.00036275i,0.00035008+0.00052413i,-6.5879e-05+0.00056257i,-0.00066022+0.00034104i,-0.0010171-0.00016313i,-0.00049134-0.00074712i,-0.0002197-0.00089527i,-0.00018901+7.1956e-05i,-0.00023049+0.00052805i,-0.00036478+0.00029444i,-0.0001449+7.2178e-05i,0.00036997-0.00031266i,0.00069986-0.00058264i,3.8337e-05-0.00019107i,-0.00046225+0.00029654i,-0.00060457+0.00018978i
-0.0006065+0.0029042i,-0.00074062+0.0031968i,0.0001089+0.0014922i,0.00032773+0.00020415i,5.3822e-05-0.00085397i,0.000323-0.0019425i,0.00076686-0.0017089i,0.0011706-0.0010327i,0.00012154-0.00091909i,-0.00097951-0.00047942i,-0.0006978-5.1574e-06i,-0.00049105-0.00020386i,-0.00075907-6.6897e-05i,-0.0007004+0.00034288i,-4.6284e-06+0.00030166i,0.00056253+0.00035866i,0.00052732+0.00031801i,0.0003362-0.00042362i,-0.00018516-0.00055766i,-0.00047569-0.00035096i,-0.00027215-0.00027957i,-0.00040194-6.4958e-05i,0.00028927+0.00029563i
-0.00068112+0.0014664i,-0.00055938+0.0017701i,0.00096957+0.0010341i,0.0012446+0.00059356i,0.0015724-0.00032056i,0.0020668-0.0011367i,0.0010613-0.00043616i,0.00012201+0.00035682i,-8.6907e-05+3.4845e-05i,-0.00010974-0.0006613i,2.4846e-05-0.00029833i,-4.4517e-05-0.00015999i,-0.00019172-0.00048848i,-0.00020683+0.00023747i,-0.00044419+0.00059252i,-0.00030969+0.00038382i,0.00040868+0.00015185i,0.00039412-0.00028045i,0.00015721-0.00011723i,-6.2752e-05+0.00022142i,-0.00025307+0.00041662i,0.00050157+0.00069623i,0.00049547+0.00053809i
0.00063373+0.002279i,0.00091945+0.0023356i,0.0019789+0.0010875i,0.002076-0.00025387i,0.0011435-0.0010726i,0.00015165-0.0019602i,-2.1859e-05-0.001557i,0.00026667-0.00093291i,-8.6186e-05-0.00017793i,-0.00029943+0.00019342i,0.00040212-0.00068743i,0.00027825-0.0013017i,0.00023386-0.00056162i,0.00088273+0.00042908i,0.0011833+0.00010139i,0.0008485+0.00024212i,-0.00039466+0.0012021i,-0.001193+0.00089333i,-0.00054706-6.7808e-05i,0.00032517-0.000478i,0.00057787-0.00062476i,-0.00017829-0.00021668i,-0.00062396-3.0734e-05i
0.00015884+0.00040305i,0.00018593+0.00040749i,0.00056835-0.00069078i,0.0013333-0.00027388i,0.0012251-0.00098364i,0.00092223-0.0017781i,0.00010863-0.00093998i,-8.7704e-05-0.00066449i,0.00040329-0.00053162i,-0.00033891-0.00012792i,-0.00089173-7.9268e-05i,-0.00012303-3.3649e-05i,0.00098422+0.00051848i,0.0013415+0.00083865i,0.0009444+0.00048794i,0.00095087+0.00023772i,0.00055025+0.00047184i,0.00030619+3.7036e-05i,0.00027907-0.00029842i,0.0002554+2.2281e-05i,0.00032933+0.00065689i,0.00022825+0.00026053i,-5.7344e-05-5.2728e-05i
0.00098618+0.0014504i,0.0017709+0.0014378i,0.0030783+0.0020538i,0.0025967+0.00062731i,0.0012474-0.0014692i,0.00022177-0.0018592i,-0.00036879-0.001156i,-0.00039568-0.00052265i,-0.00033482-6.9508e-05i,1.4307e-05-0.00025652i,2.1549e-05-0.00012509i,-0.00034033+4.3081e-06i,-5.0445e-05-0.00028912i,0.000147+0.00010352i,0.00027122+0.00016424i,0.00012412+8.1942e-05i,0.00027896-0.00038257i,0.0010523-0.00016518i,0.000428+0.0006614i,-0.00041743+0.0007296i,-0.00016886+0.00042551i,-0.00026224-0.00025029i,-0.00084231-0.00020967i
-0.00117+0.000927i,-0.0007908+0.0012467i,-0.00054032+0.0010821i,-0.0002763+0.0003795i,-0.00016-0.00085355i,0.00013591-0.0016336i,0.0007759-0.0014349i,0.00012921-0.00030064i,-0.000732+0.00010622i,-0.00082759-0.0010507i,-0.00059124-0.0013103i,0.00013199+7.4804e-05i,0.00083074+0.00051629i,0.0008877-8.8413e-05i,-5.5556e-05-7.2806e-05i,-0.00066551-4.9895e-05i,0.00047423-0.00026109i,0.0015784-9.5448e-05i,0.00094188+0.00051076i,4.7679e-05+0.0009545i,0.00032824+0.00076442i,0.000689+0.00021612i,0.00066147-0.00041258i
-0.0012672-0.00024459i,0.00066061+0.0010309i,0.00096889+0.001423i,0.00065485+0.0014012i,0.0014261+0.00011599i,0.0010851-0.00093228i,0.00032332-0.00023553i,4.5849e-05+0.00058604i,-0.00028874+0.0007903i,-0.00071623+0.00064339i,3.9296e-05+0.00055834i,0.00045712+0.00016547i,-0.00069204-0.00049808i,-0.0010993-0.00041901i,-0.00053027+2.5121e-05i,-0.00030262+0.00033713i,-0.00058504-8.9526e-05i,-0.00038481-0.00033655i,9.0964e-05+0.00037062i,0.00040802+0.0010897i,0.00036094+0.00061717i,-0.000436+0.00026634i,-0.0012504+0.00036204i
-0.00033144+0.00099799i,-0.0013023+0.0025424i,-0.00056633+0.0016913i,0.00031773-2.3762e-05i,8.0881e-05-0.0014603i,0.00056144-0.0019222i,0.00050317-0.0017187i,5.1372e-05-0.0011031i,0.0004187-0.00073582i,-0.0001839-0.0005431i,-0.00050497-0.00059621i,-0.0002582-0.00099711i,-0.00039842-0.0002209i,6.1414e-06+0.00043501i,3.9802e-05+0.00029456i,-0.00065224+0.00088822i,-0.00052875+0.0010364i,-0.00052491+0.00047088i,-0.0002659-0.00046293i,9.3048e-05-0.00050819i,0.0001594-0.00032369i,0.00030435-0.00021509i,-0.00033886+9.6904e-05i
0.001399+0.00032457i,0.0020485-0.00030136i,0.0019122-0.00019376i,0.0015272+7.2941e-05i,0.00070513-0.0007663i,0.00070052-0.0010382i,0.0009729-0.00049346i,0.00098299+0.0002312i,0.00050195+0.0006293i,6.6928e-05+0.00068048i,-0.00027866+0.00056985i,-0.00046987+7.955e-05i,-0.00026032-9.2731e-05i,0.00034743-6.8363e-05i,0.0011177-4.0273e-05i,0.00078731+0.00041246i,-0.0010507+0.0010252i,-0.0018364+0.00024462i,-0.00071857-0.0011351i,0.0002372-0.001001i,0.00019627-0.00026373i,0.00010439+1.3403e-05i,-0.00014537+4.0116e-05i
-0.0035434+0.0012819i,-0.0024983+0.0025252i,-0.00083526+0.0026001i,0.00067105+0.0019504i,0.001289+0.0010438i,0.0012506-0.00026481i,0.0007879-0.0013544i,0.00060564-0.0010025i,3.5335e-05-0.00044681i,-0.00076595+0.000107i,-0.00037999+0.00059052i,0.00047884-0.00025873i,0.00069785-0.0017312i,0.00017003-0.001688i,-0.00050587-0.001033i,-0.00027282-0.00041105i,-0.00019995-0.00054564i,-0.00039736-0.00030847i,-0.00035544+0.00055213i,-6.0805e-05+0.0011201i,-0.00029101+0.00053878i,-0.00059317-0.00040255i,-0.00012981-0.00026285i
0.00087032+1.6102e-05i,0.0010057+0.00042871i,0.0015085+0.00069657i,0.0017472-0.00046409i,0.0016088-0.001204i,0.0007176-0.0015369i,0.00031653-0.0013589i,0.00071138-0.00084056i,0.00078817-0.0011206i,0.00018001-0.0012511i,-0.00031022-0.00099561i,-0.00048743-3.391e-05i,-0.00045577+0.00024386i,-0.00043639+2.5365e-07i,-0.00053946+0.00033155i,-0.0007142+0.00064774i,7.4043e-05-0.00010003i,0.0005031-0.0007431i,-1.9592e-05-0.00015093i,-0.0004874+1.9811e-05i,-0.00067015-0.00060821i,-0.00064443-0.00074387i,-0.00014123-0.00012992i
0.0011478-0.00067766i,0.0016788+0.00032353i,0.002245+0.00049179i,0.0010162-0.00016316i,0.00020805-0.001583i,0.00030929-0.0023385i,0.00036981-0.0016845i,0.00011979-0.00069615i,0.00024086-0.00018773i,-0.00030862-0.00030511i,-0.0012275-0.00055772i,-0.00042043-0.00067918i,0.00057157-0.00045416i,0.00047839+0.00042016i,0.00064789+0.00011714i,0.00032343-0.00019647i,0.0005222+0.00020022i,0.0010571+0.00017998i,0.00034207-3.3647e-05i,-0.00051764-0.00028602i,0.00047061-0.00028053i,0.00080861+0.00019938i,-0.00046267+0.0004524i
-0.0012604+0.00031046i,-0.00054405+0.0016496i,-0.00012001+0.0018012i,0.00091587+0.00072182i,0.001423-0.00049585i,0.00066384-0.00093719i,0.00014274-0.0009478i,0.00039767-0.0007142i,0.00026052-0.00025937i,4.6029e-05-0.00027604i,-0.00054186-0.00019782i,-0.00032199+6.8047e-05i,-4.6648e-05-0.00050511i,-0.00011076-0.00093746i,-0.00063882-0.00061047i,-0.00083629-0.00026088i,-0.00026009+0.00078996i,-0.00027188+0.0014731i,-0.00030883+0.00095358i,-0.00015017-2.7285e-06i,2.8332e-05+0.00017547i,0.00034309+0.00011059i,0.00081283-7.8092e-05i
-8.8539e-05+0.00077182i,0.0011188+0.0011234i,0.0010427+0.00061818i,0.00033593-0.00054763i,0.00078691-0.0011113i,0.00093434-0.0012406i,0.001128-0.00093389i,0.00090339-0.00023621i,0.0001005-0.00033799i,7.8722e-05-0.00039642i,0.0001848-0.00017505i,9.8714e-05+0.00034574i,-0.00028049+0.0005715i,-6.7443e-05+9.3717e-05i,0.00053444+0.00051858i,0.00060022+0.00056022i,0.00042551+0.00051791i,0.00018315+0.00094789i,-3.5865e-05+0.0002364i,-0.00010314-0.00050698i,-0.00025417-7.6892e-05i,-0.00016024-9.6559e-05i,-0.00034218+2.3202e-05i
-0.0017819+0.00035847i,-0.0016243+0.0019476i,-0.00093514+0.0020847i,0.0005099+0.0011101i,0.00099739-0.00017798i,0.0001764-0.0014234i,-2.4055e-06-0.0019582i,0.00034542-0.001305i,-9.0654e-05-0.0005451i,-0.00048355+5.6707e-06i,-0.00074163+3.408e-06i,-0.00048537-0.00072143i,0.00032498-0.00026415i,0.0009795+0.0007763i,0.0013629+4.1072e-05i,0.0014244-0.00073562i,0.0013838-0.00032049i,0.00080911+0.00023935i,0.00035712+0.00055952i,0.00017745+0.0004584i,-0.0005295-4.4539e-05i,-0.00085128-0.00074451i,-0.00026061-0.00048903i
0.00073962-4.9888e-05i,0.0016307+0.00070764i,0.0020564+0.00037548i,0.0016414-0.000359i,0.00097182-0.00087987i,0.0013975-0.000582i,0.0010798-5.1453e-05i,-0.00042909+0.0001397i,-0.00060545-0.00035165i,-0.00073223-0.00032087i,-0.00057209+0.000383i,0.00019664+0.00052165i,0.00065975+0.00028016i,0.00043163-0.00056258i,0.00049206-0.0009301i,0.00020499-0.00073329i,-0.00033133-0.00028158i,-0.00019927-0.00028339i,-0.00021001-0.00048112i,-0.00097719+0.00030845i,-0.0011704+0.00045341i,-0.00041869-0.00030405i,0.00020024-0.0010184i
-0.00022206+0.00052947i,0.00015967+0.00135i,0.00060276+0.0010872i,0.0011995+0.00071501i,0.0013345-0.00047061i,0.00096316-0.0018899i,0.00040441-0.0016861i,5.5244e-05-0.001108i,-0.0001689-0.0012418i,-0.00030665-0.00094853i,0.0001885-0.00020482i,0.00028102-0.00016288i,-0.00016797-0.00032429i,-0.00053521+3.4442e-05i,-0.00061667+0.00051648i,-0.0008043+0.00020591i,-0.0011261-0.00021253i,-0.00091982-0.00019584i,-0.00024334-0.00029074i,0.0001001-0.00033158i,-2.1122e-05-0.00032769i,-0.00063272-0.00027304i,-0.00078473+0.00029654i
-0.00081974-0.0026749i,-0.0011374-0.0021452i,-0.00064867-0.0013419i,8.0051e-05-0.00015089i,-0.00010469-5.5304e-05i,0.00015143-0.00048529i,1.7665e-05-0.00064022i,-0.00049332-0.0007256i,-0.00098606-0.00053283i,-0.00131-0.00066218i,-0.00056904-0.00047547i,0.00032194+3.2868e-05i,0.00058116+9.8462e-05i,0.0010819-0.00066347i,0.00098404-0.00062969i,0.00043199-0.00020533i,-0.00022703-0.00060647i,-0.00046916-0.00096758i,-0.00049579-0.00021116i,-0.0011152+3.1947e-05i,-0.000729-0.00014529i,-0.00059692+0.00015236i,-0.0011567-2.7455e-05i
-0.0018346+0.0013417i,-0.0017991+0.0030072i,-0.00013391+0.0026357i,0.0009246+0.00056301i,0.00099878-0.00095141i,0.00067416-0.0014259i,0.00043417-0.0014419i,0.00012099-0.0010054i,0.00065591-0.0002746i,0.00083876-1.3151e-05i,-0.00022169+0.00018485i,-0.0001524+0.00029879i,0.00036247+0.00047789i,6.5293e-05-0.00038005i,-0.00018625-0.0015748i,-5.8791e-05-0.0017021i,-3.5492e-05-0.00063115i,-0.00021285+0.00027167i,-8.8572e-06+0.00014378i,-0.00024168-0.00018835i,-0.00042403-0.00039135i,-0.0004966-6.1025e-05i,-0.00066262+0.00012989i
6.8475e-05+0.00049063i,2.7479e-05+0.0013186i,0.00064864+0.0013894i,0.0014562+9.9597e-05i,0.0019028-0.0013321i,0.0008559-0.0010221i,0.00010676-8.3528e-05i,0.00056532-0.00016624i,0.00040927-0.00079769i,-0.00042395-0.0011042i,-0.00025665-0.0012729i,2.2548e-05-0.0017614i,-0.00042057-0.0013946i,-0.00035705-0.00085055i,0.00048193-0.0005958i,0.00080969-0.00062974i,0.0012911-0.00067512i,0.001415-7.8714e-05i,0.00040141+0.00022887i,-0.00022622-3.4515e-06i,-0.00015466-0.00031726i,-0.00036275-0.0009409i,-0.00040983-0.00097494i
0.0012161+0.0025957i,0.0018782+0.0023392i,0.0019716+0.0020188i,0.0011878+0.0011043i,0.0010791-0.00084099i,0.0010884-0.0018501i,0.00023511-0.0013597i,-0.00010894-0.00046342i,8.4207e-05+0.00040183i,-2.5249e-05+0.00022412i,0.00036702-0.00026005i,0.00056647+0.00020256i,8.9775e-05+0.00018862i,0.00025968+0.00016544i,0.00097954+0.00057903i,0.0004663+0.00039912i,-0.00049053+0.0006905i,-0.00073863+0.0011072i,9.2162e-05+0.00023227i,0.00031827-0.00042863i,-0.0006044-9.1664e-05i,2.7387e-05+0.00041504i,0.0007374+0.00036774i
-0.00051389-9.1594e-05i,-0.00056049+0.0009901i,-0.00064675+0.0015701i,-0.00029453+0.00075603i,-6.9689e-05-0.00078161i,0.00057704-0.00086876i,0.00089732-0.00091i,0.0010698-0.0010272i,0.00019381-0.00063259i,-0.00089441-0.00023755i,-0.00017407-0.00011305i,0.0010742+0.00036219i,0.00067412+0.0002825i,1.4129e-05-0.00059383i,0.00040848-0.0011607i,0.00041479-0.0010017i,-0.00018568-7.9622e-05i,2.3116e-05+0.00021456i,-0.00025752-0.00019178i,-0.00092405-0.00045188i,-0.00085586-0.00017875i,0.00019749+0.00026038i,0.00073124+0.00013335i
-0.0013336+0.0012573i,-0.0014886+0.0015008i,-0.0010966+0.0014768i,0.00068564+0.00051206i,0.0024866-0.000767i,0.0022528-0.0012598i,0.0011817-0.0012121i,0.00017089-0.00070971i,-0.00038029+0.00039387i,-0.00022476+0.00073404i,0.00033278+0.00015907i,0.000814-0.00049356i,0.00053771-0.00034007i,-0.00047307+0.00031927i,-0.00088623+0.00053462i,-0.00038268-0.00063462i,0.00017809-0.0010784i,1.4539e-05-0.00022025i,-0.00044052+0.00014331i,-0.00062015-0.00018692i,-0.00057256-1.2739e-05i,-0.00085526+0.00019424i,-0.0010449-0.00028103i
-0.0016877+0.0010204i,-0.00064942+0.0020295i,0.00030605+0.0029305i,0.00094139+0.0017805i,0.0017004-0.00023993i,0.0020682-0.001056i,0.0011071-0.0011443i,0.00021447-0.0012225i,-2.327e-05-0.00074637i,0.00029799-0.00018305i,0.00031321+0.00019431i,-0.00037804+0.00036157i,-0.0012267-0.00034393i,-0.0013634-0.0012312i,-0.0009198-0.00068699i,-0.0013112+0.00019032i,-0.0012848+0.00075041i,-0.00071939+0.00094257i,-0.00025664+0.00023356i,2.7209e-05-0.00084614i,0.00019117-0.0012889i,-0.00032489-0.00037956i,-0.00083238+0.00066731i
-0.0018595+0.0027364i,-0.00085038+0.0029808i,7.5872e-05+0.0023091i,0.0008991+0.00069707i,0.0011667-0.0012288i,0.00060908-0.0022061i,0.00042101-0.0017895i,0.00037931-0.00095041i,3.2573e-05+0.00012102i,-0.00057775+7.6914e-05i,-0.00066476-0.00084417i,-0.00010826-0.00078596i,-0.00025897-3.2681e-05i,-0.00081864+0.00096759i,-0.00089054+0.0013158i,-0.00049333+0.0010785i,-0.00019974+0.00034468i,-0.00025805-0.00023542i,0.00012267-0.00055436i,0.00017256-0.00031615i,0.00011703+0.00010828i,7.9925e-05-1.6205e-05i,3.7634e-05-7.0735e-06i
-0.00022962-9.2861e-05i,0.00061961+5.5114e-05i,0.00099148-2.2973e-05i,0.00084167+3.596e-05i,0.0010162+1.3326e-05i,0.0012953-0.00038946i,0.00089783-0.0017657i,-0.0003255-0.00216i,-0.00072517-0.0010208i,-0.00049939+0.00013179i,-0.0002811+0.00070831i,-0.0001362+0.00039429i,-0.00068465-0.00066867i,-0.00096725-0.00062695i,-0.00023666-0.00016992i,0.00033695-0.00034213i,-0.00024158+0.00028169i,-0.00017181+0.00064027i,0.0007326+0.0006579i,0.0007531+0.00099867i,-0.00018973+0.00069146i,-0.00050683-0.00012445i,-0.00020283-0.0002188i
-0.00019462-0.00030942i,-0.0013691+0.0012293i,-0.0017262+0.00077403i,-0.00065839-0.00027788i,0.00022918-0.00042509i,0.00025735-0.00094172i,0.00025131-0.0016286i,0.0002131-0.0012125i,0.00019625-0.00082802i,-0.00037557-0.00068552i,-0.0010863-0.00044912i,-0.00086393-0.0007685i,-0.00041705-0.0016806i,-0.00014575-0.0018382i,0.00032117-0.0012362i,0.00037857-0.00069894i,0.00036257-0.00082833i,0.0001756-0.0012265i,0.00065126-0.0013516i,0.00034198-0.001222i,3.8803e-05-0.0010924i,0.00031333-0.00028873i,0.00010316+0.00021898i
0.00047814+0.0011157i,0.00086157+0.00081165i,0.0013579+0.00045356i,0.0013356-0.0010623i,0.00097075-0.002108i,0.00098726-0.0012199i,0.0005169+0.00017169i,-3.8222e-05+0.00089276i,8.9846e-06+0.00035314i,0.00031566-0.00017283i,0.00056295-0.00036507i,4.8161e-05-0.00014157i,-0.00030325+0.00012511i,-3.5351e-05+0.0003034i,0.00012509-0.00026418i,7.2358e-05-0.0006285i,0.00027723-0.00065446i,0.00062451+0.00026075i,-4.9795e-05+0.00065246i,-0.00081282-2.5588e-05i,-0.00028201-4.3347e-05i,0.00076679-0.00037921i,0.00029486-0.00051197i
0.0015446+0.001058i,0.00086714+0.0028394i,0.00027238+0.0025512i,0.00064571+0.00043739i,0.0017086-0.00061348i,0.0013783-0.00049165i,-0.00014948-0.00035092i,-0.00083113-0.00021478i,-4.1987e-05-0.00019308i,0.00010458-0.0004659i,-0.00043188-0.0010302i,-0.00047175-0.00095356i,-0.00018668-0.00084479i,-0.00013974-0.00080749i,-0.00038155-0.00060502i,-0.00040681-0.00036272i,-0.00068271+0.0002845i,-0.00052761+0.00023758i,0.0004392-0.00050824i,0.00053992-0.00061148i,0.0003728-0.00047708i,0.0004956-0.00022435i,0.0002315+8.1505e-05i
-0.0021881-5.8833e-05i,-0.0022347-8.2503e-05i,-0.0015582+0.00094833i,0.00046586+0.00083277i,0.0013375-0.00036994i,0.0012393-0.0012856i,0.00056769-0.0013531i,6.6651e-06-0.0011852i,-0.00079956-0.00081621i,-0.0011566-0.00079301i,-0.00060222-0.0010913i,0.00043381-0.00063392i,0.0012721-0.00060104i,0.00029624-0.00061551i,-0.00026657-0.00069682i,0.00044439-0.00063544i,0.00058184-0.00024862i,0.00021308+0.00016086i,0.00029998+4.3761e-05i,0.00077026-0.0004434i,0.00080614-0.00056849i,0.00011505-0.00043592i,8.4669e-05-0.00034911i
-0.00061795+6.723e-05i,0.0010287+0.00091075i,0.0011446+0.00069138i,0.00067995-9.4413e-05i,0.00039541-0.00055525i,0.00042242-0.0015672i,0.00038824-0.0021726i,0.00049371-0.0014124i,0.00011389-0.0010644i,0.00054359-0.0012906i,0.00025259-0.00055073i,-0.00061202-0.00019166i,-0.00038756-0.001005i,-0.00044644-0.00067406i,-0.00044793-0.00018681i,1.5196e-05-0.00022519i,0.0001953+3.654e-05i,0.00019459-0.00032005i,-1.0232e-05+0.00013019i,-0.00017928+0.0004094i,-0.00032808+0.00035941i,-0.00053605+0.00019028i,-0.00061386+0.00026171i
6.8766e-05+0.00069959i,-0.000243+0.0018637i,0.00016642+0.0017079i,0.00053331-4.7622e-05i,0.00053006-0.00085805i,0.00090471-0.0012332i,0.0011032-0.00055936i,0.00091384+0.00025408i,0.00026204-9.4469e-05i,-0.00043094-0.00031106i,-0.00047331+0.00026809i,-0.00050533+0.00030153i,-0.00028918-0.00055659i,-0.00030289-0.00013962i,-0.00039329+0.00037516i,0.00011977+0.00018456i,0.00039015+0.00035136i,0.0007585+0.00036556i,0.00084482+0.00026498i,-0.00011032+0.00041862i,-0.00070649+0.00051989i,-0.00048322+0.00055774i,-0.00042273+0.00019552i
0.00052611+0.00061355i,0.00098424+0.0013728i,-4.3704e-05+0.0015024i,0.00012754+0.0014301i,0.00056839+0.0001333i,-0.00013669-0.0017724i,-0.00088749-0.002258i,-0.0010653-0.001552i,-0.0001004-0.00090947i,0.00023657-0.00024779i,6.6607e-05+0.00078578i,0.00084475+0.00091615i,0.00070381+0.00055295i,-0.00019061+0.00049596i,-0.00017489+0.00030172i,0.00068694+0.00014666i,0.00036162-0.00014062i,-0.00058444-0.00010907i,-0.00040295+0.00040002i,-0.00058477+0.00050008i,-0.00074702+6.0629e-05i,-0.00031086-0.00030109i,-0.00011428-0.00038399i
-0.00025724+0.00013612i,-0.00082348+0.0015749i,-0.00046381+0.0016213i,0.00066518+0.0012986i,0.00095921+0.0011883i,0.00085551+0.00058475i,0.00091987-3.1567e-05i,-5.3292e-05+4.7654e-07i,-0.00064291-0.00016733i,4.2801e-05-0.0006562i,0.00037284+0.0001831i,0.00020809-4.4836e-05i,0.0007089-0.0011243i,0.00035226-0.0007973i,-2.4329e-05-9.9997e-05i,-7.3239e-05-0.00017543i,-0.00030368-0.00032761i,0.00059123+0.00034165i,0.00044865+0.00030013i,-0.00047077+0.00012312i,-0.00059716-0.00012436i,0.00012596-0.00074801i,0.00078459-0.0004935i
-0.0010959-0.00044041i,-0.00047568-7.8048e-05i,-0.00086429+0.00062154i,-0.00023138-3.2327e-05i,0.00086979-0.0011962i,0.0012798-0.001187i,0.00099114-0.00052736i,0.00061567+0.00040852i,0.00013062+0.0008783i,-0.00028247+0.00072974i,-0.00036026-2.9112e-05i,-0.00064226-0.00066161i,-0.00099853-0.00059986i,-0.0007371-0.0008988i,-0.00014581-0.001627i,-7.4408e-05-0.00095329i,0.00021702-9.1097e-05i,0.00016546-0.00050665i,-7.1031e-06-0.0001386i,-0.0001565+6.7065e-05i,-0.00057447-0.00038536i,-0.0012239-0.0011487i,-0.0014202-0.0012227i
-0.0030912+0.0025086i,-0.0018685+0.0033597i,-3.7435e-05+0.0035535i,0.00066875+0.00171i,0.00065551-0.00040893i,0.00094995-0.001394i,-3.9903e-05-0.0017372i,-0.00083359-0.0013862i,-0.00040135-0.0005124i,-0.00066778-0.00033527i,-0.00044071-0.00032281i,-0.00011385-0.00029843i,-0.0014729-0.00053092i,-0.0024449-0.00079674i,-0.001322-0.0016125i,0.00023544-0.0014299i,0.00047119+0.00050003i,2.5757e-05+0.0014147i,0.00016342+0.00070838i,0.00074693+5.219e-05i,0.00024947-0.0004513i,-0.00035949-0.00016851i,-0.00040548+0.00046354i
0.001402+0.001276i,0.00093364+0.0012266i,0.00048053+0.00043012i,0.00075916-0.00062117i,0.00081563-0.0021426i,0.00064338-0.0021681i,0.00013284-0.0010704i,0.00018717-0.0011387i,0.00059329-0.0015934i,0.00013554-0.0013273i,-5.7194e-05-0.00082086i,0.00033504+1.9308e-05i,0.00061996+0.00047266i,0.0010193+0.0003833i,0.001381+0.0007475i,0.0011434+0.00058862i,0.00012291-0.00013708i,-0.0002379+0.00032614i,9.8313e-05+0.00012831i,0.00070639+0.00022706i,0.00088383+0.00063191i,0.00079445-5.644e-05i,0.00094973-0.00058763i
0.00088543+0.00036663i,0.0010854+0.00067534i,0.0012321-0.00019844i,0.0019288-2.7555e-05i,0.0019745+0.00013456i,0.0016399-0.00064173i,0.0010683-0.00087806i,0.00023658-0.00090541i,-0.00061715-0.00029467i,-0.00089217-3.7963e-05i,-0.00019199-0.0013242i,-4.2242e-05-0.0011837i,-0.00057529+7.2862e-06i,-0.00035874+2.8473e-05i,0.00020011+0.0003748i,0.0001137+0.00046653i,7.5457e-05-0.00035617i,0.00071741-0.00079009i,0.00051498+4.9582e-06i,0.00014178+0.0011462i,-0.00028731+0.0011602i,-0.0010369+0.00061488i,-0.0010754-6.2802e-05i
-0.00085131-0.00019772i,-0.0012861+0.0014648i,-0.00063935+0.00077262i,0.00080283+0.00035676i,0.0010251-0.00028934i,0.00075768-0.0017533i,0.00035333-0.0016255i,0.00051322-0.00044094i,0.0007485-0.00021468i,0.00032546-0.00061331i,0.00013042-0.00027066i,0.00039455-0.00039696i,0.00058699-0.00034846i,0.00092579-0.00020344i,0.00066349-0.0002503i,0.0003518-3.3952e-05i,0.00045291+0.00017489i,0.00071082+0.00018106i,0.00049701+0.00021139i,-0.00051009+0.00023802i,-0.00070643+0.00019523i,-0.00016164+7.6355e-05i,-0.00048841+0.00020199i
