-0.0012784-0.0001096i,-0.0010397-0.00061997i,-0.002339-1.0654e-05i,-0.0026867+0.00032764i,-0.0019768+0.0011206i,-0.0016601+0.0010975i,-0.00093442+0.00039398i,0.00015264+0.00041653i,0.0011227+0.00048225i,0.0011053+0.00059997i,0.00079331+0.00032521i,0.00095102-0.00052377i,0.00087635-0.0010605i,0.00051986-0.00082085i,1.9334e-05-0.00063723i,0.0004398-0.0001174i,0.0011019-0.00036152i,0.00082453-0.0010011i,0.0002695-0.0005228i,-1.8111e-05+0.00035769i,7.7485e-05+0.00088236i,0.00023357+3.7313e-05i,-8.3349e-05-0.00063915i
0.00047577+0.00052028i,-0.00010456-0.00048131i,-5.514e-05-0.0010584i,0.00013692-0.0015663i,0.00081517-0.0022886i,0.00035855-0.0023606i,-0.0002189-0.00078661i,-0.00071359-6.4435e-05i,-0.00052411+0.00065499i,0.00042408+0.0012198i,0.00048254+0.00020407i,-0.00010642-0.00095927i,-0.00037207-0.0003634i,-0.00093577+0.00022266i,-0.00085573+0.00018012i,-0.00036529+0.00047036i,-0.00040764+0.00055696i,-0.00028378+0.00054278i,0.00010514+0.00070328i,0.00028976+0.00067451i,0.00079831+0.00080015i,0.00017536+0.00073206i,-0.0004458-3.4658e-05i
0.0012697+0.00020316i,0.0024392+0.00075482i,0.0024404+0.00013763i,0.0011629-0.00069105i,-0.00014504-0.00083325i,-0.00023402-0.00071634i,-0.00037513-0.0006293i,-0.0006566+0.00011478i,-0.00032456+0.0008866i,6.3027e-05+0.00023368i,2.2412e-05+0.00019219i,-0.0006379+0.00054271i,-0.00076417+0.00016898i,-0.00014865-0.00060249i,-0.00013005-0.0010247i,-0.0005246-0.0012785i,0.00023205-0.001614i,0.0005832-0.0014238i,0.00023035-0.00056607i,0.00021372-0.00053438i,0.00033126-0.00080841i,0.0003144+0.00019099i,0.00032274+0.00054777i
-0.00093273+0.00092547i,-0.0012945+3.9279e-05i,-7.2411e-05+0.00039358i,0.0005747+0.00045205i,0.00054623+8.8846e-05i,-0.00027729-0.00033363i,-0.00046572-0.00054695i,0.00053936-0.0002681i,0.0010118+0.00029119i,0.001189+0.00042779i,0.0014129+1.579e-05i,0.0012992-0.00082974i,0.0012041-0.00099261i,0.00089559-0.00054511i,0.00067014-0.00053065i,-6.0829e-05-0.00045693i,-0.00044379-0.00014861i,0.00031976+0.00086888i,0.0001948+0.00093233i,-0.00019187-0.00015272i,0.0002419-0.00060649i,0.00023978+0.00015262i,0.00022031+0.00051965i
0.0023502+0.00022087i,0.0020772-0.00074543i,0.0020496-0.00057195i,0.0016223-0.0010565i,0.00029972-0.0011594i,0.000535-0.0006708i,0.0014368-0.00087782i,0.0014982-0.00072994i,0.00079111-1.7519e-05i,6.7278e-05+0.00028404i,-0.00037026+0.00053669i,-0.00071411+6.3771e-05i,-0.00033057-0.00082058i,-0.00020199-0.0010543i,-0.00026222-0.00079073i,-0.00065702-0.00025359i,-0.00051432+0.00026485i,-7.5048e-05+0.00019618i,3.1047e-05+0.00044235i,0.00016937+0.00050315i,0.00076903+2.1905e-05i,0.00070168-0.00017066i,0.00024319+3.8413e-05i
0.00163+0.0011235i,0.0010628+0.00027064i,1.4519e-06+0.00027732i,-0.0010111-0.00056809i,-0.0015212-0.0010504i,-0.002204-0.00044951i,-0.0017237+0.00045002i,-0.0009862+0.00097297i,-0.00095286+0.00084183i,-0.00060253+0.00056663i,-0.00025723+1.3002e-06i,-0.00056799-0.00065338i,-7.8266e-05-0.00020153i,0.00030608+0.00018424i,-0.00034432+0.00030857i,-0.00065036+0.00011854i,6.3027e-05-0.00013418i,0.00079634-3.7547e-05i,0.00096588+4.7298e-05i,0.0001497-0.00018693i,-0.00027216-0.00046716i,-0.00023855-0.00085463i,-0.00053377-0.0010578i
-0.0011291-0.001606i,-0.00014334-0.0017614i,0.0006957-0.00086397i,0.0010344-0.00038872i,0.00034641-0.00043371i,-0.0011268-0.00051833i,-0.00080408-0.00039667i,0.00015667+0.00024611i,0.00025532+0.0007869i,0.0002242+0.00071151i,6.9189e-05+0.00037036i,0.00014357+2.4825e-05i,0.00041362-0.00048332i,0.00036955-0.00018983i,-0.0002662-0.00018372i,-0.00080921-0.00050946i,-0.00086446-0.00027422i,-0.00019709-0.0002862i,-0.00054231-0.00034034i,-0.00093454-2.1285e-05i,-0.00085266+7.6831e-05i,-0.00096297-0.00014832i,-0.00059767+8.3897e-05i
0.0017845-0.0011949i,0.0021487-0.00068066i,0.0012348+6.4679e-05i,1.1291e-05-0.00098035i,-0.00039964-0.0025441i,-0.00027078-0.0020863i,-0.00033342-0.00061271i,5.8362e-05+0.00048465i,0.00020719+0.00099096i,-0.00011596-3.9108e-05i,-4.0936e-06-0.00055626i,0.00050142-0.00032343i,0.0002214+0.00048072i,-0.00052548+0.00055282i,-0.00059772-0.00019417i,-0.00028218-0.00067434i,-0.00039055-0.00081558i,-0.0004348-0.00087069i,-0.00016609-0.0002307i,-0.00015503+0.00057981i,-0.0004143+0.0002382i,0.00027443-0.00057451i,0.00098727-0.00045929i
0.00026429-0.00089499i,-0.00023716-0.00086074i,-0.00033748-0.00067618i,-0.00086289-0.00091509i,-0.0013083-0.0011154i,-0.0014724-0.00046681i,-0.0014736-0.00041719i,-0.0009478-0.00067024i,-0.00073962-0.00021693i,-0.00050078+0.00027142i,7.6295e-05+0.00030591i,0.00016392+0.00040589i,0.00049572+0.00021309i,0.00038832-0.00044726i,-1.9723e-05-0.00033517i,-0.00037697-0.00013606i,-0.00084356+0.00027233i,-8.4528e-05-0.00016095i,0.00067665-0.0011722i,0.00046994-0.0011309i,-0.00016517-0.00086832i,-0.00078003-0.00022547i,-0.00070509+0.00028758i
-0.00019948+0.0006421i,0.00073038-8.1004e-05i,0.0012361+0.00067635i,0.001019+0.00074672i,0.00074329+0.00055183i,-0.00033391+0.00063341i,-0.0014292+0.00053266i,-0.0014663+0.0010251i,-0.00023728+0.00095623i,0.00094969+0.00078966i,0.0013129+0.00015851i,0.00052642-0.00041456i,-0.00045212+9.0374e-05i,-0.00048363+0.00078457i,-0.00081186+0.00013748i,-0.0012676-0.00010315i,-0.00062178+0.00015539i,-4.5496e-05+0.00026527i,-0.00047163+0.00028013i,-7.4493e-05-0.00027879i,0.00028127-0.00088621i,0.00023381-0.00093276i,-0.00030597-0.00036798i
0.00056975+0.0013421i,0.0004123+0.0011982i,-0.00016326+0.00096111i,-0.00042513-0.00028653i,-0.00035808-0.0010238i,-0.00018069-0.0010145i,0.00014135-0.00073962i,0.00050512-0.00055078i,0.00090778+0.0001178i,0.00061441+0.00085817i,-0.00030174+0.00082042i,-0.0011338+0.00037194i,-0.0010581-0.0005514i,-0.00029556-0.00080427i,-0.0002057-8.4349e-05i,-0.0005573+0.00032771i,-0.00046299+0.00036449i,0.00047718+0.00020254i,0.00075374-0.0005233i,-0.00032325-0.00024988i,-0.00054072-7.0186e-05i,0.00046133-0.0002596i,8.5193e-05+1.1008e-05i
-0.0020734-0.0021962i,-0.0019818-0.002617i,-0.0024859-0.0025532i,-0.002721-0.0011682i,-0.0021486+6.7959e-05i,-0.00072457+0.00011832i,8.8923e-05-0.00019206i,3.0401e-05+7.1763e-06i,0.00035636+0.00067926i,8.2035e-05+0.00079941i,-0.00020745+0.0001321i,-0.00024456+0.00052442i,-1.8884e-05+0.0013086i,0.00017389+0.0012533i,-1.1109e-05+0.0013987i,-3.1592e-05+0.00074533i,0.00018625+0.00014449i,0.00016206+1.4698e-05i,-1.4423e-05-0.00011824i,0.00012961+0.00037117i,0.00020465+0.00059609i,0.00025781-0.00013393i,9.1575e-05+0.00010133i
0.00082355+0.0014732i,0.00082929+0.0012825i,0.0014981+0.00072193i,0.0016105-0.00055712i,0.00057379-0.0012093i,-0.00060072-0.00060652i,-0.0010853-6.6694e-05i,-0.0010969+0.00013174i,-0.0007255+0.00076982i,0.00023534+0.00076498i,0.0008472-0.0002107i,3.2272e-05-0.00027324i,-0.00046259-0.00013599i,-0.00079701+0.00041591i,-0.0014594+0.001285i,-0.0011795+0.00095492i,-0.00043196+0.00035605i,-0.00038249+0.00012223i,-0.00059825+7.1962e-05i,-0.00036609+0.00026072i,-0.00032949+0.00065805i,-0.0012096+0.00052087i,-0.0012352+0.00017409i
0.00085875-0.0010198i,0.00086485-0.0014623i,-0.00037856-0.0015471i,-0.0020244-0.0015931i,-0.0024879-0.001209i,-0.0023201-0.00077765i,-0.0018052-0.0006311i,-0.00094605+1.9434e-05i,-0.00019161+0.00066286i,0.00010275+0.00047773i,-0.00070363-0.00024675i,-0.00050484-0.00036941i,0.00062282+7.1324e-05i,0.00054674+1.1539e-05i,8.3827e-06-0.00024283i,-0.00040161-0.00043281i,-0.00017692-0.00091761i,0.00025435-0.0010548i,-3.8191e-05-0.00028651i,-0.00095103+0.00020411i,-0.0010828-0.00038545i,-0.00027582-0.00044296i,0.00026564-3.7627e-05i
-0.0018963+0.0017358i,-0.0011164+0.0019352i,0.00019329+0.0018867i,0.0012+0.00091157i,0.00026029+9.0566e-05i,-0.0012845-0.00057097i,-0.00072812-0.0016123i,0.00024425-0.0014226i,0.00087342-0.00021413i,0.0014326+0.00098325i,0.00098284+0.00066579i,0.0010271-0.001056i,0.000478-0.0018477i,-0.00074348-0.0015797i,-0.00075555-0.00072706i,-0.00083529-9.6969e-05i,-0.00097134-0.00025748i,-0.00090227-0.0002642i,-0.00058627+0.00029791i,0.0003756+0.00058661i,0.0011806+0.00094958i,0.00094182+0.00084242i,0.00021686+8.6181e-05i
0.0010191+9.6254e-05i,0.00064936+0.00027922i,0.00015766+0.00055772i,-0.00048154+0.0015726i,-0.0014411+0.00054107i,-0.001993-0.00096061i,-0.0014752-0.00034037i,-0.00016157+0.00087796i,0.00043291+0.0014695i,0.00023127+0.0016356i,-0.00016517-1.9362e-05i,5.9263e-05-0.0011468i,0.00020769-0.00049412i,-5.2163e-06-0.00025547i,-0.00041035-0.00089115i,-8.0473e-05-0.00090476i,0.00033979-0.00046355i,-0.00014757-0.00034551i,-0.00018172-0.00036074i,-3.5223e-05-7.0799e-05i,0.00035916-0.00014257i,0.00015179-0.00025594i,-0.00066413+0.00021837i
-0.0014921+0.00022609i,-0.00057321-0.00063716i,-0.00028934+0.00020969i,-0.00097036+5.7283e-06i,-0.00050645-0.0010352i,0.0012177-0.00091387i,0.0015825-0.00076446i,0.00049232-0.00086216i,0.00019223+0.00016669i,0.00017331+0.00068915i,-0.00034117+0.0001981i,0.00014984+6.6631e-05i,0.0012759+0.00017419i,0.0010836+3.9281e-05i,6.9464e-05-0.00014744i,-0.00049221-0.00035285i,-0.00053685-0.00074581i,-0.00064089-0.00058408i,-0.00073012-0.00028895i,0.00012013+0.00015468i,0.001006+0.0009705i,0.0012135+0.0011151i,0.00032505+0.00011747i
0.001552-0.00037424i,0.00098319+0.001139i,0.00018588+0.00090668i,0.00066158-0.00069948i,5.3998e-05-0.0016741i,-0.0012601-0.0012731i,-0.00059347-0.000512i,0.00059657+0.00024i,0.00039022+0.00068188i,0.0003612+0.00061676i,0.00027275+0.00034651i,-0.00082827-9.0535e-05i,-0.0013754-0.00012191i,-0.00076376+0.00047527i,-0.00055449+0.00035351i,-0.00060212-0.00035031i,9.2543e-06-0.00067146i,7.9292e-05-0.00055923i,-4.7912e-05-0.00042591i,6.1522e-05-0.00017582i,0.00022164-0.00015617i,-0.00049144+7.6678e-05i,-0.0010367+0.00037443i
-0.00056445-0.00034615i,0.00033879-0.00091825i,0.00071794-0.00034794i,0.00039363+0.00024316i,0.00054842+0.00056693i,0.00072593+0.00011313i,0.00070257-0.00054571i,0.00038125-0.00073793i,-8.1649e-05-0.00017704i,0.00040809+0.00056635i,0.00066814+0.00053218i,-0.00033867+7.6631e-06i,-0.0007143+0.00024883i,0.00022927-0.00016635i,0.00041902-0.00094365i,-0.00022039-0.00041963i,-0.00094813-0.00015838i,-0.0010901-0.00037623i,-0.00024305-0.0003743i,0.00054016-0.00016535i,6.8387e-05+0.00034136i,-0.00077036+0.00043022i,-0.00073911-4.2768e-05i
0.00033766+0.0006511i,0.00078578+0.0011717i,0.00054236+0.00012867i,0.00051799-0.0011321i,0.00018538-0.0019723i,-7.3628e-05-0.0012611i,0.00013913+8.7579e-06i,-0.00035697+0.0010058i,-0.00088127+0.0013475i,-0.00078649+0.0010602i,5.9908e-05+0.00034317i,0.00050343+0.00023834i,0.00026126+0.00070066i,-0.00059499+0.0013604i,-0.00090025+0.00082921i,-0.00047648+0.00014916i,-1.3004e-05+0.00012979i,0.00061964-0.0004022i,0.00068951-0.00087912i,0.00024808+7.3958e-05i,0.0003936+0.00067205i,0.00070838+0.00043916i,0.00072648-5.1008e-05i
0.00023739+0.00018488i,0.00070021+0.001131i,0.00015366+0.00030399i,-0.00079609-0.00055622i,-0.00085604-0.00030994i,-0.0010148-0.00097665i,-0.00063541-0.00015463i,-0.00029741+0.0008578i,-6.5803e-05+0.00035462i,0.00061331+0.00027773i,0.00084318+0.0003879i,0.00033465+0.000243i,-0.00042781-0.00028057i,-0.00035435-0.00068881i,0.00064522-0.00088268i,0.0010791-0.00075041i,0.0012386-0.00049283i,0.00035773+0.00038608i,-7.7549e-05+0.0005279i,0.0004795-0.00011239i,0.00064545+6.4199e-06i,-0.00043431+8.6932e-05i,-0.0012395-1.5238e-05i
-0.00037188+0.0016643i,-0.00012504+0.001427i,0.00084287+0.0016821i,0.00053133+0.0011711i,0.00044251+0.00037706i,-8.8404e-06-0.00026141i,-0.0006665-0.0002599i,-0.0001961-0.00017162i,0.00042864+0.00023645i,-0.00010089-0.00035044i,-0.00036976-0.0013176i,0.00023847-0.0012028i,0.00065772-0.00060747i,-0.00030309+9.4295e-05i,-0.00076153-0.00027932i,0.00022994-0.0007617i,0.00074171-0.00085241i,0.00051523-0.00091914i,0.00049839-0.00062835i,0.00031386-0.00042101i,7.837e-05-9.6403e-05i,1.1414e-05-0.00046002i,0.0001437-0.00037362i
0.00039953-7.348e-05i,0.00012896-0.0006734i,-0.00106-0.0014908i,-0.0013582-0.00097668i,-0.0010472+6.0462e-05i,-0.00091383+0.00061687i,-0.00052178+6.8681e-05i,-0.0004692-0.00055465i,-0.00049654+0.00012148i,-8.2825e-05+0.00057143i,0.00042689+0.00034787i,0.00075141+0.00043557i,0.00083621+6.2156e-05i,0.00082995+0.00035254i,0.00034852+0.00045929i,-0.00027658-0.00049899i,-0.00013145-0.00067086i,0.00031749+0.00047906i,5.1058e-05+0.00073441i,0.00010208+0.00050168i,0.00022719+0.00033077i,7.2964e-05-0.00014771i,0.00026537-0.00048631i
0.00020648+9.5743e-05i,0.00090678+0.0002499i,0.0010216+0.00079626i,0.00071311+0.00064905i,0.00053896+0.00066565i,0.00066789+0.00082538i,0.00031686+0.00027725i,0.0002837+0.00024483i,0.00016001+0.00010046i,0.00064612-0.00077131i,0.00084635-0.00039495i,8.9289e-05+0.00025202i,-0.00040393+4.8319e-05i,-7.0448e-07+0.00038722i,-0.00018931+0.00018442i,-0.00012421-0.00032718i,0.00051248+0.00011334i,-5.7363e-05+0.00061866i,-0.00043162+0.00070442i,-6.7828e-05+0.00038009i,-0.00032254+4.7885e-05i,0.00017099-0.00014834i,0.00044223+0.00020307i
0.00043819-0.00285i,-0.00013723-0.0030217i,-0.0012137-0.0030194i,-0.002504-0.0016934i,-0.001774-0.00098872i,-0.00024741-0.00076461i,-1.4483e-05-0.0006147i,-7.1659e-05+0.00076792i,-0.00038706+0.0016366i,-0.00063876+0.00096738i,-0.00027759-0.00031101i,-0.00052611-0.00079687i,-0.00014828+0.00069821i,0.00086272+0.0017481i,0.0011761+0.00071659i,0.00078636+0.00025207i,0.00076353+0.00054467i,0.00025613-3.3342e-05i,-0.00057568-0.00028913i,-0.00012823-0.00024255i,2.4527e-05+0.00042369i,-0.00032662+0.00094965i,-0.00065103+0.00061336i
-0.0021058+0.00068501i,-0.0021776+0.0013923i,-0.0018686+0.0022035i,0.00022419+0.0017089i,0.00073899+0.0011116i,0.00010125+0.00045281i,1.3484e-05-0.00015456i,-0.00010157-0.00027315i,-4.579e-05+0.00022475i,0.00010754+0.00070466i,-0.00021596+0.00070615i,-0.00023586+0.00034632i,0.00011926-0.00046723i,-7.4711e-05-0.00089517i,-0.00021273-0.00061811i,9.3137e-05-0.00079984i,-0.00032408-0.00064152i,-0.00080601-0.00078307i,-0.00047985-0.0010976i,1.9675e-05-0.00024257i,6.4889e-05+2.6128e-05i,7.7188e-05-0.00033514i,0.00057995-0.00077971i
0.0005267-0.00014564i,-0.0003629+0.0005653i,-0.0012307+0.0012067i,-0.0016371+0.00043559i,-0.00096549-0.0006344i,-0.00039764-0.0005932i,-0.00061778+0.0002658i,-0.00085552+0.00091486i,-0.00082309+0.0014143i,0.00025922+0.0014418i,0.0011185+0.00033003i,0.00022696-0.00038144i,-0.00061348-0.00021453i,-0.00054536-0.00028749i,-0.00017681-0.00021083i,0.00034334-0.0003433i,-7.0913e-05-4.0949e-05i,-0.0010801+0.00032015i,-0.00026296-0.00046895i,9.149e-05-0.00022387i,-0.00038836-0.00011696i,-0.00042399-0.00079105i,-0.00078294-9.8824e-05i
0.0024036-0.00039091i,0.002181-0.00067003i,0.0022523-0.0016126i,0.00093082-0.0026646i,-0.00026049-0.0019262i,-0.00039037-0.00086345i,-0.00045658-0.00032268i,7.1202e-05+3.5458e-05i,0.00080744-3.0587e-05i,0.00088701+0.00032044i,0.00035057+0.00012175i,-0.00022078+0.00011768i,-0.00043706-5.5055e-05i,5.4775e-05-0.00015573i,0.00030078-0.00021675i,8.0547e-05+0.00025336i,0.00011361+0.00054603i,0.00079623+0.00015133i,0.00094723-0.00059189i,0.00051067-0.00079734i,0.00072046-8.7545e-05i,0.0010178+0.00048632i,0.00035844+0.00053165i
-0.0026533-0.00063319i,-0.0028056-0.00081783i,-0.002611-0.00071793i,-0.0022954+0.00026884i,-0.0021524+0.00062771i,-0.0014569-0.00071618i,-0.00042138-0.0011483i,0.00044161-0.00024393i,-6.6375e-05+0.00078877i,-0.00014575+0.0013533i,0.00053013+0.00067377i,0.00035197+0.00037738i,6.1017e-05+0.0011115i,0.00025323+0.00097847i,0.00016054-0.00015914i,-3.8182e-05-0.00079754i,-7.98e-05-0.00065875i,-7.0458e-05-0.00046447i,0.00020554-0.00055779i,0.00054291-0.00040866i,0.00024049-0.00033419i,0.00021052+4.0749e-05i,0.00039218+0.00031519i
0.00097759-0.00035213i,0.0011362-0.0011648i,0.00088183-0.0031926i,-0.00032046-0.0026796i,-0.0019422-0.0010066i,-0.0028383-0.00026203i,-0.0031558+0.00061156i,-0.0015473+0.0010464i,0.0001188+0.00047937i,-0.00040945+0.00020586i,5.1199e-06+0.00031186i,0.00068533+6.1722e-05i,0.00029451+0.00036722i,0.00045169+0.00044768i,-1.9267e-05-0.00013852i,-0.00087899+2.5994e-05i,-0.00055811+0.00016286i,0.00010015+0.00039694i,9.5574e-05+5.1942e-05i,-0.00016132-0.00070777i,-0.00053341-0.00093055i,-0.0011488-0.00044737i,-0.00081254+0.00011146i
0.00072917+3.3645e-05i,0.00048273+0.00075356i,-0.00099308+0.00052554i,-0.0010621+0.00082249i,-0.00047415+0.00094362i,-0.00046337+0.00068005i,-0.00010828-0.00015719i,0.00028972-0.00048166i,0.00037441-0.00041531i,0.00087248-0.00035655i,0.00094072-0.00017065i,0.00016253-0.00010288i,-0.00028276-0.00049637i,-9.8031e-05-0.00057628i,4.5616e-05-0.00026196i,-0.00033333-5.8896e-05i,-0.0005735+0.00037502i,-0.00067939+0.00081058i,-0.00060326+0.00055422i,0.00010759+0.00026138i,0.00031007+0.00034636i,-9.7461e-05+0.00035821i,-9.6814e-05+0.00079652i
0.00028129-0.0013387i,0.0005835-0.0020568i,0.00045862-0.0032542i,-0.00060922-0.0028499i,-0.00093072-0.002326i,-0.00042064-0.0019789i,-0.00010377-0.0012962i,0.00046879-0.00073997i,0.0010254-1.7262e-05i,0.00078118+0.00025568i,9.9309e-05-0.00036056i,-0.00024473-0.00052893i,-0.00017044+0.00067037i,0.00031303+0.0015042i,0.00073159+0.0011843i,6.3538e-05+0.000904i,-4.0634e-05+0.0011194i,0.00050505+0.0001975i,0.00044783-0.00030554i,1.8801e-05+0.00036076i,-0.00019297+0.001088i,-0.00083529+0.0011655i,-0.0017332+0.00017036i
-0.0010264+0.0017788i,-0.00023345+0.0021542i,0.0002591+0.0022175i,0.00031573+0.0013453i,-0.00044999+0.0007787i,-0.0005531-3.2729e-05i,-0.00048266+0.00011524i,-0.00080348+0.00052429i,-0.00048807+0.0001143i,0.00070808-0.00060124i,0.0011889-0.0011667i,0.00070602-0.0010702i,0.00015975-0.0012445i,-0.00029679-0.0010033i,-0.00077742-0.00065556i,-0.00073232-0.00080035i,-0.00037808-0.00048659i,0.00035644-9.4761e-05i,0.00073177+0.00039504i,0.00045325+0.00042394i,0.00083798-8.207e-05i,0.00086605+0.00027257i,6.7443e-05+0.0012586i
-0.00035343-0.00041339i,-0.00030976-0.0011851i,-0.00071151-0.0014563i,-0.0010158-0.00080028i,-0.00060698-0.0003221i,-0.00018367-0.0010243i,0.00058366-0.0012797i,0.0006843-0.00063747i,0.00017155+0.0004845i,-0.00036993+0.0013595i,-0.00063692+0.00076219i,-0.0007036+0.00033238i,-0.00040307-0.00011647i,-0.00012361-0.00079752i,0.00013949-0.00061968i,0.00090114-0.00024026i,0.0011593+0.00042202i,0.00054877+0.00044589i,-0.00030907-0.00038592i,-0.00047871-0.00019705i,-0.00024951+0.00064555i,-0.00016743+0.00075796i,0.0002328+5.5787e-06i
0.001347-0.00047604i,0.0021847+0.00098188i,0.0018203+0.0014593i,0.00027966+0.00019205i,-0.00032303-0.0009565i,-0.00017146-0.00014809i,-0.00071072+0.00044737i,-0.0011564+0.00060309i,-0.0009317+9.5434e-05i,-0.0006776-0.00064446i,-0.00063371-0.00065425i,-0.00085927-0.00048776i,-0.001-0.0007826i,-0.00056447-0.00099096i,-0.00064515-0.00055302i,-0.00075071-0.00039227i,-0.00015733-5.1244e-05i,0.00018128+8.3641e-05i,0.00045805+5.5219e-05i,0.00023522-0.00018935i,0.00024901-0.00056087i,0.00051114-0.00020164i,9.5026e-05-0.00035445i
-0.0013142-0.00048944i,-0.0019279-0.00019683i,-0.0019613+0.00039411i,-0.0013384+0.0015333i,-0.00079425+0.00097983i,-0.00050526-9.4569e-05i,-3.641e-05+7.5303e-05i,0.00065257+0.00067253i,0.00019756+0.0011916i,-1.8744e-05+0.0011805i,9.683e-05+0.00013423i,-0.00034301-0.000335i,-0.00052998+0.00017519i,-0.00058291+0.00010899i,-0.00083342-0.00016612i,-0.00083366-0.00058676i,-0.00053232-0.00091791i,-0.00030129-0.00077923i,-0.00017338-0.00013276i,0.00011657+0.00076265i,1.3274e-05+0.00077408i,-0.0001486+0.00042309i,0.00025748+5.2471e-05i
-0.00046054+0.00014226i,0.0003677+0.00075009i,0.0010912+0.0012565i,0.0014091+0.00088321i,0.00096761-3.5787e-06i,0.00045879-0.00072482i,0.0010872-0.00054831i,0.00083944+0.00054486i,0.00021266+0.0014705i,0.0010032+0.0017446i,0.0016017+0.001127i,0.00095674-0.0001834i,-0.00010032-0.00043091i,-0.00027548+0.00032717i,0.00027678-0.00016405i,-0.00018016-0.0013953i,-0.00078336-0.0014593i,4.3338e-05-0.0016803i,5.2562e-05-0.0012955i,-4.7988e-05-0.00088581i,0.0010598-0.00093929i,0.00097543-0.00042343i,0.00066735+0.00015568i
0.0010581-0.00089751i,-4.2751e-05-0.00015167i,-0.0011157-0.00060473i,-0.0024171-0.00033817i,-0.0021763+0.00061046i,-0.0010484+0.0005286i,-0.00041066-0.00050288i,-0.00024447-0.00064735i,-0.00021644+0.00028871i,-0.00014306+0.00096043i,-0.00027144+0.00097537i,-0.0007286+0.00045103i,-0.0011643-5.095e-05i,-0.00062525+6.4139e-05i,0.00011684+0.00061939i,-0.00115+0.00061546i,-0.0019113-0.00014144i,-0.00076958-0.00040906i,-0.00021571-0.00042281i,-8.3127e-05-0.00033518i,-0.00058638+0.0005598i,-0.00099003+0.0010109i,-0.00065552+0.0013235i
-0.00012805-0.0029592i,0.00050032-0.002282i,-0.00031235-0.0012429i,-0.0017034-0.00082606i,-0.0019442-0.0012721i,-0.001203-0.00082781i,-0.00044589+8.9296e-05i,1.3081e-05+0.00054354i,0.00036064+0.0003599i,-6.4966e-05+0.00017271i,-0.00028911-0.00027499i,0.00034443-0.00047373i,-0.00058592+0.00030054i,-0.0013775+0.00010067i,-0.00068311-0.00061043i,-0.0001473-0.00030039i,-0.00030766+0.00016221i,-0.00011912+0.00074682i,0.00051235+0.00097354i,0.0005831+0.00038896i,0.00085164+0.00028357i,0.00064095+0.00065842i,8.5647e-05+0.00050856i
0.0022828-0.0010896i,0.0019161-1.1992e-05i,0.0012358-0.00084766i,0.00020491-0.0018671i,-8.3813e-05-0.0014352i,0.00012026-0.00058318i,0.00030064-0.00093966i,0.00036292-0.0010349i,0.00020466-0.00063324i,0.00031144-0.0006569i,0.00047797-0.00081206i,0.00049576-8.5599e-05i,0.0001809+0.00034441i,-0.00011401+3.0976e-05i,-0.00016818-9.0763e-05i,-0.00035395+0.00063923i,1.5523e-05+0.00089133i,0.00035813+5.6216e-05i,0.00010287-0.00026699i,3.3142e-05+0.00018172i,2.3931e-05-0.00021482i,-0.00012759-0.00063889i,-0.00042491-0.00072176i
-0.00087664-0.00070455i,-0.00084917-0.0016464i,-0.00080639-0.0009091i,-0.0011314+7.8957e-05i,-0.0017224-0.00075627i,-0.0021531-0.0010329i,-0.0010367-0.00063297i,-0.00013857-0.00014751i,-0.00029755+0.00076935i,-0.00020424+0.00089171i,0.00052588+0.00040138i,0.0011527-4.3009e-05i,0.00038308-0.00027364i,-0.00048113-0.00030918i,-0.00017732-0.00057972i,0.00022653-0.00036659i,0.00013629-3.0043e-05i,0.00026869+8.9522e-05i,-0.00010228-0.00027694i,0.00033662-0.00062959i,0.00051815+0.00015733i,-1.7747e-05+0.00016415i,-0.00024038+3.3284e-05i
0.00042288-0.00070142i,0.00038056-0.00056313i,0.00073462-0.0013635i,-0.00018487-0.0014632i,-0.0009586-0.00095834i,-0.00063292-4.5471e-05i,-7.4763e-05-0.00044818i,-0.00042419-0.00040684i,0.00027497+0.0002381i,0.0006319-3.8479e-05i,-0.00038556-0.0005784i,-0.00071958-0.00025223i,-0.00038097+0.00074784i,-0.00019676+0.0010215i,6.3307e-05+0.0010018i,0.00031636+0.00096686i,-0.00061934+0.0011559i,-0.00060107+0.0010687i,0.00029386-0.00010996i,0.0010937-0.00046721i,0.00080955-0.00015035i,0.00078826-0.00054184i,0.00090915-0.00067879i
0.00044417+0.0013038i,-2.4902e-05+0.00094904i,0.00066944-0.00017907i,0.00056431-0.0016208i,-0.00027446-0.0024241i,-0.0009238-0.0024535i,-0.00085157-0.0013443i,5.7557e-05-0.00026217i,0.00052001+2.5971e-05i,0.00022604+0.00053501i,-0.00020688+0.0009994i,-0.00033972+0.0008322i,-0.0011997+0.00031786i,-0.0018629+0.00019642i,-0.0013489+0.00062781i,-0.0003457+0.00058192i,0.00023783+3.2906e-05i,0.00028086-0.00031744i,0.00019306-0.00017554i,0.00024905-4.9054e-05i,0.00072248+0.00010391i,0.00027862+8.772e-06i,-0.00015388+5.8513e-05i
