-0.0012784-0.0001096i,-0.0010397-0.00061997i,-0.002339-1.0654e-05i,-0.0026867+0.00032764i,-0.0019768+0.0011206i,-0.0016601+0.0010975i,-0.00093442+0.00039398i,0.00015264+0.00041653i,0.0011227+0.00048225i,0.0011053+0.00059997i,0.00079331+0.00032521i,0.00095102-0.00052377i,0.00087635-0.0010605i,0.00051986-0.00082085i,1.9334e-05-0.00063723i,0.0004398-0.0001174i,0.0011019-0.00036152i,0.00082453-0.0010011i,0.0002695-0.0005228i,-1.8111e-05+0.00035769i,7.7485e-05+0.00088236i,0.00023357+3.7313e-05i,-8.3349e-05-0.00063915i
-0.0014015-0.0017421i,-0.00068855-0.001027i,-0.00047182+1.0432e-05i,-0.0011328+0.00056228i,-0.0010564+0.00035524i,-0.00058639+0.00015764i,-0.00031255-0.00033247i,-0.00062694-0.00073915i,-0.00055553+5.4888e-05i,0.00016487+0.0010077i,0.00021121+0.00067307i,0.00050408-4.4871e-05i,0.0003383-0.00027907i,-0.00048463-9.6502e-05i,3.0629e-05-0.000215i,0.00099613-0.00043154i,0.00062146+0.00013975i,-0.00025047+0.0012935i,-0.00084287+0.0011333i,-0.00091033+0.00086404i,-0.00030531+0.00093864i,2.1576e-05+0.00063974i,-0.00029359+0.00067108i
0.00084151-0.00071053i,0.0013181-0.0010866i,0.0013048-0.0019457i,7.8284e-05-0.0021762i,-0.00075825-0.0010185i,-0.00054395-0.00041651i,-0.00022758-0.00035465i,0.00015386+0.00076291i,0.00049867+0.0010399i,0.00020297-3.0375e-05i,-5.088e-05+0.00031265i,-0.00024941+0.0003118i,-0.00027044-0.0003458i,-0.00016933+0.00023411i,-0.00012117+2.608e-05i,-0.00031837-3.7246e-05i,-0.00075148+0.00028362i,-0.0012094+0.00015508i,-0.00075389+0.00024258i,0.00019002-0.00012995i,0.00043818-0.00055336i,-3.5388e-05+6.4464e-05i,0.00024066+0.0010853i
-0.00018785-0.00071618i,1.4903e-05+0.00084601i,-5.2183e-05+0.0013553i,-0.00017923+0.00030339i,-0.0013066+0.00022122i,-0.0013185+0.00061922i,-0.00087307+0.00053698i,-0.0004294+0.00039352i,-0.00024773-0.00024664i,0.0005371-0.00083941i,0.00087863-0.00060723i,0.00018351-0.0003159i,-0.00011353+0.0001003i,-9.9144e-05+0.00035272i,-0.00042636+0.00041968i,-0.0004529+4.1618e-05i,-0.00063318-0.00024509i,-0.00051717-0.00027445i,0.00015641+6.9414e-05i,0.00076687-0.00043508i,0.00091867-0.00061371i,-5.1902e-05-0.00018383i,0.0003757-3.6586e-05i
0.00033117+0.00046283i,-0.00016896+7.3101e-05i,-0.00054636-9.1919e-05i,-0.00014535-0.00042758i,0.00012498-0.00055489i,-0.00027345-0.00013806i,-0.00032193+0.00019299i,0.00039469+0.00046374i,0.0011164+2.4049e-06i,0.0010675-0.00025957i,0.00058545-0.00011715i,0.0009515-0.00012911i,0.00050648+0.00035383i,-0.00047256+0.00068236i,0.00013847+0.00071296i,0.00036962+0.00056858i,-0.00014575+0.00047506i,6.4686e-05+0.00025048i,-6.9605e-05-3.3685e-05i,-0.00013812-0.00017399i,-0.00015034-0.00080901i,-0.00027551-0.0010963i,9.3468e-05-0.00075176i
-0.0014741-0.00077705i,-0.0011197-0.0011239i,-0.0015646-0.00063698i,-0.0023379-0.00057977i,-0.0020779+0.00032733i,-0.0022602+0.0010856i,-0.0015888+0.00069862i,-0.00021121+0.00040526i,-0.00042996+0.00056973i,-0.00056523+0.00091882i,0.00016305+0.00063952i,0.00066781+0.00092727i,0.00011705+0.00093792i,-0.00022176+0.00096098i,-4.2704e-06+0.0010921i,-0.00040466+0.00088676i,-0.00050263+0.00032907i,-4.746e-05-0.0005654i,0.00016572-0.0011061i,-0.00035326-0.00050206i,6.5524e-05-0.00048899i,0.00053686-0.00081452i,0.00021232-0.00085662i
0.00055115+0.00033367i,0.00084617-0.00020005i,-0.00036001-0.00090074i,-0.00093498-0.00059313i,-0.00045325-0.00082361i,-0.00039063-0.00013366i,-0.00012871+0.00036084i,4.364e-05+3.8484e-05i,0.00016943-0.00034476i,0.00060134-0.00062339i,0.0006619+0.00018834i,0.00037352+0.00096922i,0.00043041+0.00099842i,0.00070125+0.00061568i,0.00075902+4.4933e-05i,0.0010023+0.00020628i,0.00052766+0.00044801i,0.00060324-0.00019117i,0.0013403-0.00026449i,0.00059212-8.1177e-06i,-0.00066273+0.00022612i,-0.00044911-0.00013832i,0.00015204-0.00065248i
0.0010601+3.2954e-05i,0.0013154+6.2037e-05i,0.0021134-0.00016224i,0.0016906-0.00025615i,0.0011528-0.00015463i,0.00062796-0.0007677i,0.00011241-0.0012153i,0.00020888-0.00047026i,0.00043107+0.00030184i,0.00014522+0.00016405i,-0.0001085-0.000368i,0.00052475-0.0010167i,0.0012767-0.00069078i,0.0003316+0.0001488i,-0.00040666+6.982e-05i,0.00030446-0.00016803i,0.0005833-0.00013699i,7.0333e-05+0.00031234i,-0.00031842+0.00053134i,-0.00061951-0.00011684i,-0.00044211+3.6507e-05i,0.00010139+7.1494e-05i,0.00038031-0.00055747i
-0.0030411+4.8692e-05i,-0.0033184-2.1707e-05i,-0.0039758+0.0010574i,-0.0028037+0.0013636i,-0.0017552+0.0010824i,-0.0019802+0.00046036i,-0.0014211-0.00042767i,-0.00034448-3.0227e-05i,0.0002081+0.0013243i,0.00034667+0.0015631i,0.00089781+0.0011319i,0.00096498+0.0010239i,0.00088888+0.0007813i,0.00011656-0.00027919i,-0.0010407-0.0010651i,0.00015317-0.00050041i,0.00057461+4.2329e-05i,6.5494e-06-5.1227e-05i,-0.00056553-0.0003412i,-0.00053452-0.0002072i,-0.00060142+0.00051233i,-0.00049538+0.00070284i,0.0006276-0.00016264i
0.00010665+0.00027188i,0.0012381+0.00073055i,0.0011872+0.00075888i,0.00088865-0.00015055i,0.00082337-0.0010087i,0.0011473-0.00064491i,0.00022515+9.3161e-05i,-0.00023859+0.000615i,0.00023681+0.001161i,0.0010737+0.00089906i,0.0010513+6.2445e-05i,0.00047655+0.00029277i,0.00030539+0.00061751i,-0.00041308+0.00029881i,-0.00082674-0.00042817i,-0.0003279-0.00082774i,-4.812e-05-0.00051796i,-0.0002306-0.00047415i,0.00036642-0.00043221i,0.00072591-0.00028298i,0.00033-0.0002037i,0.00046268-0.00028761i,0.00094887-0.00013121i
0.0019078+1.6552e-06i,-9.2962e-05+0.00032546i,-0.00038058+0.00055971i,-0.00048193-0.00025785i,-0.00031662-0.0014165i,-0.00060699-0.0010249i,-0.00079686+0.0002528i,-0.00075057-1.6672e-05i,-0.00084958-0.00034728i,-0.00041215-0.00022448i,-6.1191e-06-0.00030285i,0.00016529+4.2987e-05i,-4.8472e-05+0.00010693i,-0.00017877-0.00053148i,-0.00058794-0.00083551i,-0.00075429-0.00064065i,-6.9755e-05-0.00036992i,-9.3915e-06+0.00043367i,-0.00070276+0.0012517i,-0.00041955+0.00028589i,0.0004557-0.00069316i,0.00070505-0.00011294i,0.00049999-0.00022779i
-4.3501e-05-0.00069648i,-0.00043746+5.0264e-05i,-8.2907e-06-0.00053008i,0.00010639-0.00050771i,-0.00032264+0.00021601i,-8.1375e-05-0.00032869i,0.00058285-0.0007634i,0.00042519-0.00026213i,0.00056242+0.0002533i,0.00068014+0.00047479i,8.0609e-05+0.00047785i,-2.0155e-05+6.5716e-05i,-0.00013452+5.7715e-06i,0.00043646-0.00038924i,0.00054812-0.00017223i,-0.0002731+0.00032504i,-0.00033976+0.000291i,-0.00013164-0.00030049i,0.00024391-0.00010627i,0.00024934+0.00057633i,-0.00058877+0.00093042i,-0.00093157+0.0001911i,-0.00054091-0.0002764i
0.00019571+0.00098967i,7.4837e-05+0.0010173i,0.00059454+0.0008505i,0.0014941+0.00017636i,0.0012007-0.00074605i,0.00028852-0.00011806i,-0.0005905+0.00016708i,-0.00031697-0.00015683i,0.00043195-1.3625e-05i,-4.7207e-05+0.00085404i,-0.00043464+0.00057855i,-0.00060502+3.0437e-05i,-0.00060288+0.00017634i,-0.00063407-0.00032639i,0.00024213-0.00068389i,0.0010565-0.00054271i,0.0010178-0.00026823i,0.00049746+0.00013078i,8.1457e-05+0.00068119i,-3.5347e-05+0.00064989i,-0.00018098-0.00014423i,0.00021763-0.00024763i,-5.9305e-05-0.00024431i
0.0001494-0.00079355i,5.7868e-05-0.00099462i,-0.00054438-0.0020813i,-0.00088224-0.002774i,-0.00099983-0.0020384i,-0.00072047-0.00078711i,0.00043431-1.624e-05i,0.00039094+9.0255e-05i,0.00011888+0.00015989i,0.00026892-0.00010987i,0.00010065-0.00054381i,-2.9499e-05+0.00010684i,-0.00035041+5.5168e-05i,-0.00011098-0.00010221i,0.00052978-0.00012428i,0.00073613+0.00026895i,0.00040948+0.00050278i,-0.00018437+5.7107e-05i,-0.00039817-0.00039783i,0.00026131-0.00030739i,0.00046192+9.9148e-05i,-7.3699e-05-8.3038e-05i,-0.00048356-0.00070288i
-0.0011401-0.00033151i,-0.00037206+0.00076318i,-0.00080388+0.0021846i,-0.00012656+0.0016264i,0.00039697+0.00089281i,0.00050109-0.00072032i,7.7355e-05-0.0013026i,-0.0004779-0.00074031i,-5.6825e-05-0.0002638i,0.00053688+0.00066712i,0.0010146+0.00088621i,0.00090852+0.00010952i,0.0008836-0.00067024i,0.00083012-0.00064709i,0.00060874-0.00033233i,0.00019115-0.0001822i,-0.00019333+4.3789e-05i,0.00010665-0.00010619i,9.9178e-05-0.00013535i,4.6234e-06+0.00017746i,0.00024375+0.00082808i,-0.00012946+0.001094i,-0.00015347+0.00049057i
-0.00088916-0.0014388i,-0.001475-0.0014237i,-0.0014217-0.0018517i,-0.0012489-0.001105i,-0.002109-0.00051527i,-0.0025449-0.00024417i,-0.0016011+0.00025633i,-0.0011375+0.00065578i,-0.00081142+0.00088751i,-0.00031159+0.0001689i,-0.0003342-0.00019579i,-0.00033305+0.0011765i,-0.00011329+0.0017659i,-0.00030505+0.0014153i,-0.0003091+0.00035267i,2.6969e-05+0.00048822i,3.1764e-05+0.00020811i,-0.00014402-0.00056988i,0.0003115-7.7275e-05i,0.00057175+0.00027759i,0.00025317+0.00039884i,-0.00028417-0.00025746i,-0.00070602-0.00084112i
-0.00063991-0.00016664i,-0.00051867-0.0002541i,-0.0007135+0.00063628i,-0.00073083+0.0004303i,-0.00053319-0.00029385i,0.00025137+0.00016371i,0.00014142+0.0010823i,4.6308e-05+0.0012728i,0.00021707+0.00071134i,0.00059005+1.6535e-05i,0.0011282-9.925e-05i,0.0004558+3.6713e-05i,0.00048015-1.2285e-05i,0.0010872+3.7763e-05i,0.00070728-0.00018496i,0.000329+0.00025721i,9.1535e-05+0.00057232i,-0.00055491+0.00024412i,-0.00040932+0.00071611i,0.00064426+0.00083035i,0.00079165+0.0008546i,4.9027e-05+0.00033627i,9.8189e-05-0.00026393i
-0.00085721+0.0002418i,-0.0017397-0.00019849i,-0.001424+0.00032278i,-0.00044041+0.00076525i,-0.00025254-4.8615e-05i,-0.00082174-0.0012107i,-0.0010933-0.00055386i,-0.00066207+0.00046698i,-0.00042259+0.00097561i,-0.0002614+0.00088421i,-0.0001097+0.00063566i,-2.7811e-05+0.00027172i,-2.5835e-05-0.00037257i,-0.00047153-0.00098169i,-0.00051712-0.0003416i,-0.00025796+0.00028371i,-0.00061454+0.00014593i,-0.0011125+7.6153e-06i,-0.00040096+3.4247e-05i,0.00031785-1.3257e-05i,0.0004539-0.0007209i,-0.00033711-0.00076789i,-0.00089386-0.00016091i
-0.00014808-0.0015728i,0.00073863-0.0013182i,0.00064407-0.0010685i,-0.00011956-0.00085504i,-0.00047009-0.00038008i,0.00020151-0.00024046i,0.00047412-0.00065524i,0.00026255-0.00044779i,0.00027876+0.00016596i,-5.2957e-05+0.00052066i,-0.00070681+0.00034543i,-0.00033937+8.3475e-05i,-0.00019949-0.00033652i,-0.00028777-0.0010161i,0.00038817-0.00089474i,0.00065904-0.00018087i,0.00097872+0.00028337i,0.00064335+0.00010066i,0.00049828+3.8936e-05i,0.0010912+5.2443e-05i,0.00081379+0.00019749i,0.00041468+4.632e-06i,0.00032278-0.00053003i
3.1871e-05+0.00061053i,9.6461e-06+0.00079734i,0.0003782+0.0010359i,0.00038456-7.6071e-05i,-0.00023428-0.0019868i,-0.00066699-0.0019555i,1.1138e-05-0.00024267i,0.0005606+0.00095586i,0.00027927+0.00097819i,0.00039735+4.0356e-05i,0.00083875-0.00017703i,0.0010868+0.00024594i,0.00038222+0.00049387i,-0.000674+0.00023125i,-0.00074693+0.00035544i,-0.00031372+0.00077124i,-0.00031473+0.00041407i,-0.00020486-5.7013e-05i,0.0006063-0.00017612i,0.0010533+2.7094e-05i,9.4947e-05+0.0003097i,-0.00097281-2.1308e-06i,-0.00070471-0.00037871i
0.00010888+7.551e-05i,-0.00010047-0.00049913i,0.0019595-0.0016026i,0.0024714-0.0016294i,0.00084796-0.00082261i,-0.00021011-0.0011256i,-0.0002256-0.00061521i,-0.00034956+0.00035179i,-0.00051711+0.00063539i,-0.00036991+0.00012866i,0.00043135+0.00030152i,0.00051359+0.00093343i,-0.00023455+0.00062611i,0.0001773-0.00042663i,0.00041036-0.0004574i,8.058e-05-0.0001387i,-0.00065947-0.00042104i,-0.0010823-0.00066894i,-0.00080854+0.00050095i,-0.00061648+0.0011821i,0.00055616+0.00030118i,0.00085656+8.1055e-05i,-0.0003628+0.00060577i
0.00040163+0.0016291i,0.00019673+0.0012415i,-9.2039e-05+0.00074409i,-0.00058679-0.00023804i,-0.0011772-0.00099419i,-0.00072717-0.00098505i,-0.00016626-0.00045324i,0.00069704-0.0001254i,0.00072375-0.00019213i,0.00046932+2.2622e-05i,0.00074658-0.00044068i,0.00036202-0.00046482i,-0.00012611+0.00042196i,-0.00071208+0.00011953i,-0.00074281-0.00080742i,-0.00049205-0.00086441i,-0.00072162-0.0004439i,-0.0003075+0.00010182i,0.00041639+0.0003735i,0.0011837+0.000253i,0.0013097+0.00062629i,0.00082783+0.00057239i,0.0006196-1.6803e-05i
0.0010664+0.0018624i,0.00079208+0.00081972i,0.0015438-0.00014821i,0.0020941-0.00064218i,0.00094294-0.00053356i,-0.00064841-0.00069442i,-0.00061826-2.6865e-05i,-0.00037289+0.00059087i,-0.00018973+0.0001601i,0.00019656-0.00039191i,6.3189e-05-0.00031253i,-0.00015419-5.2506e-05i,3.8532e-05-0.00041035i,0.00066181-0.00095923i,0.00098985-0.00050746i,0.00066397+0.0006842i,-8.1743e-05+0.00095868i,0.00014628-2.8761e-05i,0.00034381-0.00066081i,-5.1673e-05-0.00020013i,9.8644e-05-0.00022821i,-0.00011531-0.00039429i,-0.00018713+2.8811e-06i
-0.00050523+0.0020141i,-0.00062261+0.0022979i,-0.00065603+0.0020345i,-6.3502e-05+0.00078578i,0.00037009-0.0001355i,-3.5131e-05-0.00066509i,-0.00035767-0.00051164i,-9.5441e-05-1.2011e-06i,-0.00030264+0.00080042i,-3.971e-05+0.0012937i,7.2461e-05+1.466e-05i,-3.3317e-05-0.0007182i,0.00020504-0.00051198i,-0.00021997-0.00055065i,-0.00030201-0.00060737i,0.0001585-0.00054272i,0.00078083-0.00025041i,0.00056478+0.00032288i,-0.00037905+0.00028814i,0.00015059-0.00060263i,0.0014598-0.00092602i,0.0012524-0.00065183i,0.00043251-1.3017e-05i
-0.0018037-0.00093081i,-0.0020809-0.00032174i,-0.0015432+0.00063779i,-0.0013392+0.00090649i,-0.0011599+0.00074598i,-0.00073039+0.00091137i,-0.00059791+0.000732i,7.7676e-05+0.00012363i,0.00067723+0.00065033i,0.00070995+0.0012626i,0.0010615+0.00053573i,0.00055752+0.0003172i,-0.00013964+0.00038628i,0.00027397-0.00060584i,0.00051295-0.0011373i,0.0002428-0.00012219i,2.5212e-05+0.00043819i,-0.00043057+0.00040488i,-0.00050846-0.0005392i,0.00036055-0.00087903i,0.00057446-0.00032483i,0.00088806-0.00044246i,0.0014918-0.0003098i
-0.0016543-0.0013472i,-0.0014311+0.00090021i,-0.0019814+0.0019661i,-0.0023971+0.0020154i,-0.0021624+0.00088486i,-0.00089995-7.3667e-05i,-0.000546-9.9254e-05i,-0.00016601+0.00015135i,0.000438+0.00060906i,0.00029389+0.00047913i,8.649e-05+6.0834e-05i,0.0004424+0.00019207i,0.00030349+0.00077065i,-0.00011826+0.00066387i,0.0002199+0.00039804i,0.00069518-2.9757e-05i,0.00027014-0.00064728i,-3.1656e-05-0.0006638i,0.00065057-0.0005136i,0.001181-0.00015007i,0.00084946+5.697e-05i,0.00058116-0.00027077i,0.0014331-0.00035713i
-0.00020334-0.0020054i,-0.00037725-0.002848i,-0.0013834-0.0026807i,-0.0019807-0.0017411i,-0.0016209-0.00047484i,-0.00083837+0.00010003i,-0.00044692+0.00026325i,-8.3916e-06+0.00070464i,-3.6409e-05+0.0011877i,0.00015652+0.00048796i,0.00029667-0.00032007i,0.00035548+0.00041273i,0.00060906+0.00091177i,0.00078703+0.00012535i,0.00047106-0.00080652i,0.00016687-0.00074564i,0.00030514-0.00030396i,-2.9327e-05-0.00025625i,-8.1094e-05+0.00040706i,-0.0001505+0.001037i,-0.00038515+0.00079301i,-0.0003707+0.0006292i,-0.00053783+0.00077767i
0.001154+0.00092036i,0.0014753+0.00042754i,0.0017681+9.0441e-05i,0.0014359+0.00022801i,0.00014042-0.00052566i,-0.0013537-0.00098275i,-0.0011773-0.00072542i,7.1914e-05-0.00049213i,0.00050808-0.00087409i,0.00028767-0.00124i,-0.00075781-0.00084993i,-0.00090579-0.00086249i,-0.00062845-0.00013776i,-0.00077808-7.6883e-05i,-0.00059465-0.00044782i,-0.0004038+8.5453e-05i,-0.00020698+0.000922i,-6.233e-05+0.00012666i,-4.2506e-05-0.00074152i,-0.00024288+0.00019973i,-0.0001721+0.00034599i,1.4581e-05-0.00042756i,0.00013575+0.00042295i
-0.001425-0.00055835i,-0.0010992-8.5479e-05i,-0.0012873+0.00017249i,-0.0014016+0.00023289i,-0.0014761+0.00056169i,-0.0013555+0.00012856i,-0.0008459+0.000197i,-0.00039615+7.6471e-05i,-0.00019406+0.00031394i,2.3635e-05+0.00092223i,0.00028666+0.00029016i,1.0003e-05-0.00069933i,9.0527e-05-0.00094401i,0.00062787-0.00067957i,0.00032038+8.2352e-06i,-0.00063945+0.00016462i,-0.00010632-5.2944e-05i,0.00052197+9.7537e-05i,0.00055746+0.0003934i,0.00074044+0.00055962i,0.00056035+0.00024035i,0.00039677-4.0142e-06i,0.00028892+0.00029107i
0.0013574-0.00024076i,0.0017538+0.00030108i,0.00094425-0.00047156i,-8.7403e-06-0.0013538i,-0.00041023-0.00091089i,-0.00095164-0.00080757i,-0.001107-0.00086941i,-0.00019692-5.8119e-05i,-0.00024475+0.00047624i,-0.0006044+0.00044894i,-0.00084868-0.0003991i,-0.0006764-0.00041085i,-9.1051e-05+1.222e-05i,0.00089402+0.00028131i,0.0010256+0.00089461i,9.1175e-05+0.00060064i,-0.00033901-0.00029585i,-0.00017575-0.00088302i,-3.3812e-05-0.00054078i,0.00043015-0.0008432i,0.00071852-0.00071877i,0.00042319+3.1642e-05i,0.00025189+0.00037157i
0.0015514+0.003644i,0.0006788+0.0025753i,0.00077577+0.0014847i,0.00074814+0.0003972i,0.0013467-0.00053836i,0.00040818-0.00052704i,-0.00068412-7.7784e-06i,-0.00032352+3.8585e-05i,0.0008206-2.0845e-05i,0.0018967+0.00060021i,0.0017816+7.4452e-05i,0.0010023-0.00069548i,0.00016565+0.00016343i,-0.00032827+0.00045213i,-0.0003494-3.3504e-05i,-0.000933-0.00033085i,-0.0011228+0.00016967i,-0.00022417+0.00077205i,0.00031089-0.0002852i,0.0003728-0.0010486i,0.00072408-0.00079114i,0.0012325+0.00019625i,0.00056831+0.00067935i
-0.00039211-0.00052589i,9.6691e-06-0.0011806i,-4.8429e-05-0.0007523i,0.00029478+0.00010706i,0.00033938+0.0010267i,1.9053e-05+0.00090746i,0.00012452-0.00070202i,0.00019997-0.00059499i,0.00019952+0.00060122i,0.00026302+4.5318e-05i,0.00037816+3.617e-05i,0.00034915+0.00020069i,3.8996e-05+3.8703e-05i,-4.689e-05-0.00013278i,-0.00035258+0.00016006i,-0.00096163-1.2155e-05i,-0.00052946-0.00017844i,2.5135e-06-0.00069152i,-7.0087e-05-0.0012742i,0.00016065-0.00058834i,0.00011524+0.0004669i,-0.00030892+0.00037991i,-0.0002438+0.00050116i
-0.00187-0.00020761i,-0.0013559-0.00085697i,-0.0019309-0.0013938i,-0.0031932-0.00035561i,-0.0032685-0.00027024i,-0.0023039-0.00043375i,-0.0015172-0.00032676i,-0.00056845+0.00028688i,0.00018039+0.00085031i,-0.0002828+0.00056863i,-0.0007619+1.6657e-05i,-0.00031455-0.0010811i,0.00012213-0.0010763i,9.3513e-05-0.00028931i,0.00056557-0.00045662i,0.0007106-0.0007762i,-0.00021679-0.0011888i,-0.00096415-0.0012082i,-0.0010459-0.00061064i,0.00015936-0.00011164i,0.00092916-0.00011611i,0.00048062-0.00013347i,-0.00023988+0.00015678i
0.00055706-0.0010901i,0.0010228-0.00082186i,0.00064986-0.0014229i,-0.00054343-0.0013082i,-0.0012904-0.00090009i,-0.0010584-0.00048082i,-0.00054395-0.00016045i,9.71e-05-0.00021897i,0.00086973-0.00012522i,0.00069448+0.00072814i,-0.00030399+0.00040228i,-0.00097645+2.0665e-05i,-0.00033313+0.00063113i,-0.00013553+0.00084719i,3.8883e-05+0.00065155i,-0.00017412+0.00011304i,-0.00043134-0.00014037i,0.00019728+0.00045296i,5.3761e-05+0.0011142i,5.7366e-05+0.0010553i,0.00015743+6.9327e-05i,-0.00041186-0.00029982i,2.6961e-05-0.00035599i
0.0023436+0.00044675i,0.0018048-0.00027845i,0.0012149-0.00056243i,0.00082501-0.00096709i,-0.00013121-0.0013335i,-0.00055125-0.0013843i,-0.00021151-0.00097629i,-0.00038989+0.00022804i,-0.00032159+0.00042145i,-0.00030927+0.00020085i,-0.00094593-0.00035288i,-0.0010897-0.00031044i,-0.00045966+0.00028494i,0.00055965+0.00055183i,0.00034712+0.00080208i,3.608e-05-0.00025433i,0.00063591-0.001145i,0.00012405-0.00029624i,-0.00061886+5.4438e-05i,0.00015888-5.6361e-06i,0.00092903-0.00032585i,0.00072574-0.00078102i,-0.00030617-0.00045739i
0.0025372+0.0001307i,0.0024338-0.00058741i,0.0020932-0.0011402i,0.0013471-0.0017629i,-0.0001372-0.0019516i,-0.00063005-0.0011825i,-0.00052513-0.00018829i,0.00022598-0.00023946i,0.0006098-0.0001093i,-2.9755e-05+0.00043929i,5.7872e-05-4.4134e-05i,0.00028546-0.00077153i,3.4221e-05-0.00067076i,-0.00020385-0.00054581i,-0.00013112-0.00040566i,0.00025705-0.00015263i,0.00061717-0.00042145i,0.00092053-0.00063339i,0.0011036-0.00048556i,0.00061118-1.1247e-05i,0.00029463-3.9123e-05i,0.00064124+1.0686e-05i,6.6062e-05+0.00028126i
-0.00089235+0.0031959i,-0.00072413+0.003889i,-0.00019747+0.0046394i,0.00063966+0.0031598i,0.0016844+0.0012771i,0.0017079-0.00017133i,0.00056471-0.00024559i,-0.00031385+0.00033003i,-0.0003114+0.00037774i,-0.00020187+0.00017924i,0.00032684-0.00042617i,0.00091168-0.0012132i,0.00043647-0.001512i,-0.00046592-0.00081335i,-0.00070084+2.4138e-05i,-0.0005664+0.00027287i,-0.00012643+0.00021444i,0.00078572+0.00065307i,0.00070351+0.00043406i,0.00086166-0.0002709i,0.00038961-0.00016304i,-0.00079399-0.00053219i,-0.00072249-0.0015975i
0.0009321+0.00052952i,0.00098293-9.2468e-05i,0.00099827-0.00058906i,0.00027266-0.0013231i,-0.00073566-0.0016208i,-0.0008321-0.0010976i,-6.1622e-05-0.00084051i,0.00037289-0.00018734i,0.0006195+0.00059696i,0.00094643+0.001453i,0.00064425+0.0017886i,-0.00019012+0.0010694i,-0.00079324+0.00078716i,-0.0010968+0.0009555i,-1.9399e-05+0.00073058i,0.00054402+0.00037877i,-2.3873e-05+0.00021161i,-0.0014046+0.00061894i,-0.0016305+0.00057432i,-0.00019575-0.00014565i,0.0003486-0.00048147i,0.00022214-0.0005548i,0.00037288+0.00027281i
-0.00031008-0.0017813i,-0.00089805-0.00072818i,-0.0024623-0.00070178i,-0.0023892-0.0011077i,-0.00080544-0.00029061i,1.2172e-05+9.5385e-05i,0.00038037-0.00018797i,0.00032338+0.0001533i,9.757e-06-0.00030011i,-0.00045377-0.0005392i,-0.00035843-0.00050868i,-0.00011724+9.5857e-05i,-0.00047323+0.00053632i,-0.00096104-0.00013679i,-0.001029+6.596e-05i,-0.0011763+9.773e-05i,-0.00078946-6.1896e-05i,0.00047344+0.00026485i,0.0011832+0.00018225i,0.0005332+3.0504e-05i,-5.2318e-05+0.00010564i,2.352e-05-0.00027166i,-0.00032764-0.00037322i
0.0014771+0.00070674i,0.0017567+0.00080609i,0.0023266-0.00067858i,0.0015439-0.002121i,0.00034111-0.0017643i,-0.00042304-0.00080392i,-0.0011357-0.00024105i,-0.0011712+0.00041846i,-6.3576e-05+0.00084825i,3.1744e-05+0.00066154i,-0.00051127-8.3718e-05i,-0.00058104-0.00068713i,-0.00066215-0.00067667i,-0.00037034+0.0004779i,-0.00063786+0.0014601i,-0.0013492+0.00085055i,-0.001208-1.7098e-05i,-0.00092352-7.6591e-05i,-0.00054709-0.00031535i,-8.7275e-05-0.0006649i,-0.00020842-0.001044i,-0.00063596-0.00080369i,-0.00041206-0.00045634i
-0.0013453-0.00044545i,-0.0018137+0.00026652i,-0.0018921+0.00080109i,-0.0015159+0.00035406i,-0.0015549-0.000139i,-0.00077557+0.00047045i,0.00035246+0.00065118i,0.00023061+0.00085074i,0.00014754+0.0018579i,0.00040381+0.0013899i,0.0010787-0.00013844i,0.0012609-0.00033948i,0.00039719+0.00016507i,0.00047724+0.00022961i,0.0006877-0.00074888i,3.4167e-05-0.0013729i,-5.552e-05-0.0012193i,0.00043789-0.00054841i,7.9976e-05+0.00044765i,-0.00012906+0.0014728i,0.00051439+0.0014473i,0.00098587+0.00029263i,0.00055171+0.00066999i
8.4174e-05-0.0011602i,0.00025276-0.0028848i,-0.00011758-0.0029651i,-0.00045419-0.0029007i,-0.00092292-0.0032591i,-0.00041457-0.0023567i,0.00089026-0.0011853i,0.001616-9.0858e-05i,0.0015166+9.1086e-05i,0.0010133-0.0002796i,5.8213e-05+0.00024829i,-0.00063561+0.00056256i,-0.0011402+0.00014387i,-0.00094483+0.00045197i,-0.00048862+0.0011986i,-0.00049229+0.00073674i,-0.00015568-0.00021921i,-1.6471e-05-0.00074662i,-0.00017155-0.00077986i,0.00010954+2.6779e-05i,4.4295e-05+0.00078632i,-0.0011703+0.0010962i,-0.0015941+0.00084329i
0.00086826+0.0013236i,0.0013123+0.0017477i,0.0019281+0.0021646i,0.0010015+0.0017629i,-0.00018611-0.00037569i,-0.00069713-0.0017246i,-0.00081965-0.0011362i,-0.00022897+0.0002181i,0.00075478+0.00063654i,0.00077081-0.0004449i,-4.1046e-07-0.0010678i,-0.00092181-0.00075249i,-0.0015545-0.00037168i,-0.0010626+8.0173e-05i,-9.5135e-05+0.0003521i,0.00037769+8.9662e-05i,0.00041065-4.9282e-05i,3.045e-05+2.5359e-05i,0.0002226-0.00035742i,0.0011143-0.00028254i,0.00089556+0.00016892i,0.00018548-0.00015193i,0.0006626-0.00047276i
