-0.00017557+0.0001487i,-0.00032494-0.0010562i,-0.0015723-0.0021074i,-0.002876-0.0023702i,-0.0034692-0.00046572i,-0.0024476+0.00085932i,-0.00052855+0.00044239i,0.00019295+0.0010342i,0.0012187+0.0011841i,0.0019411+0.00010579i,0.00081621-0.0006252i,-2.0372e-05-0.00090299i,-0.00053062-0.00053268i,-0.00059712-0.00021753i,-0.00023741+0.00049625i,-0.00031728+0.0013819i,-0.00034593+0.00012578i,-0.00030565-0.00038601i,-0.00039812+6.396e-05i,-1.367e-05-0.0005213i,0.00030402-0.00046868i,-3.5465e-05+0.00019398i,-0.00027384+0.00071269i
-0.089909-0.51186i,-0.26123-0.65778i,-0.33452-0.49227i,-0.27388-0.27417i,-0.31515-0.16106i,-0.43548+0.0097356i,-0.31517+0.15527i,-0.046392+0.059622i,0.047533-0.1194i,-0.0059708-0.15784i,-0.043277-0.094634i,-0.023026-0.03732i,0.021252-0.012201i,0.041253-0.0013747i,0.024979+0.0027581i,0.0060441+0.011261i,-0.002078+0.0077405i,-0.027444-0.0042761i,-0.054427+0.02635i,-0.034843+0.080529i,0.02297+0.11284i,0.080727+0.11704i,0.092006+0.099121i
0.019101+0.39932i,0.13996+0.39149i,0.16691+0.12785i,0.07632-0.090648i,0.00034008-0.083019i,0.0069475+0.0050275i,0.0043079+0.081461i,0.0006646+0.1768i,0.056568+0.21995i,0.083271+0.16266i,0.061475+0.1001i,0.069482+0.047861i,0.070223-0.021847i,0.019571-0.053841i,-0.048091-0.034843i,-0.086198+0.011228i,-0.066321+0.065757i,-0.013049+0.083078i,0.016361+0.047277i,0.0086485+0.0020603i,-0.0016766-0.02482i,-0.008817-0.041097i,-0.023488-0.039515i
-0.11782-0.36002i,-0.10536-0.31994i,0.079991-0.21821i,0.28163-0.22998i,0.30687-0.24224i,0.22698-0.12393i,0.18809-0.017252i,0.09722-0.025424i,-0.046204-0.015229i,-0.081276+0.053661i,-0.027111+0.067588i,0.016507+0.006511i,0.017591-0.070844i,-0.015482-0.097093i,-0.018855-0.062592i,0.0099472-0.032547i,0.022165-0.016234i,0.031059+0.0045478i,0.037543+0.0046308i,0.027495-0.011934i,0.013157-0.018204i,-0.0026178-0.011633i,-0.024728+0.0042479i
0.24239+0.083005i,0.1196-0.053557i,-0.23344-0.1084i,-0.46074-0.0068994i,-0.40396+0.1313i,-0.22373+0.20842i,-0.058277+0.19165i,0.024096+0.12564i,0.05887+0.092043i,0.095369+0.072715i,0.097172+0.038593i,0.080113-0.0052656i,0.059331-0.046917i,0.031068-0.037823i,0.018205+0.01637i,0.0094302+0.047084i,-0.012985+0.041605i,-0.030874+0.02734i,-0.035492+0.011648i,-0.046234-0.0035907i,-0.068027-0.010315i,-0.077053-0.0087236i,-0.064642-0.0025427i
-0.36306+0.079576i,-0.3519+0.25296i,-0.19545+0.33161i,-0.048457+0.29437i,0.053133+0.25764i,0.16875+0.20274i,0.19958+0.078385i,0.085083-0.0041894i,-0.019431+0.030131i,-0.018177+0.089644i,0.015436+0.088418i,0.026654+0.052283i,0.033193+0.003746i,0.027771-0.051331i,0.0071434-0.070977i,-0.0070821-0.049731i,-0.01759-0.010516i,-0.01391+0.038972i,0.01724+0.059691i,0.052709+0.020422i,0.054494-0.040345i,0.018742-0.058902i,-0.0069924-0.024486i
0.35913-0.19866i,0.221-0.29867i,-0.092858-0.27507i,-0.27831-0.20911i,-0.28359-0.13404i,-0.22008-0.016252i,-0.10459+0.039524i,-0.04591-0.022751i,-0.090932-0.050734i,-0.093804+0.0022713i,-0.044958+0.018091i,-0.037282-0.0088097i,-0.048565-0.0092687i,-0.034201+0.018342i,-0.013197+0.043751i,-0.011941+0.041619i,-0.019948+0.012105i,-0.01734-0.030302i,-0.019371-0.060546i,-0.037164-0.051821i,-0.042833-0.017323i,-0.026582+0.0054724i,-0.012523+0.0073964i
-0.45118+0.35451i,-0.54231+0.46261i,-0.5312+0.45418i,-0.45444+0.46682i,-0.24552+0.46709i,0.037297+0.31949i,0.18498+0.10489i,0.18255-0.035073i,0.13663-0.10611i,0.075642-0.1163i,0.03431-0.073038i,0.025903-0.051681i,0.024541-0.058991i,0.0404-0.058771i,0.057269-0.070867i,0.035987-0.093773i,-0.010806-0.088671i,-0.042526-0.038547i,-0.027071+0.025552i,0.021532+0.04296i,0.042048+0.011011i,0.021917-0.010451i,0.013362-0.0030933i
0.2187-0.46146i,0.19325-0.45167i,0.10777-0.19852i,0.049834+0.028848i,0.0067218+0.067623i,-0.067332+0.017784i,-0.12251+0.0061445i,-0.10612+0.038542i,-0.04854+0.070047i,0.0012747+0.075276i,0.025847+0.062465i,0.028407+0.046742i,0.019936+0.029208i,0.003164+0.015055i,-0.010187+0.018133i,-0.0028914+0.028892i,0.018375+0.028793i,0.040717+0.019439i,0.054103-0.0021081i,0.04657-0.03408i,0.014876-0.055466i,-0.026966-0.04504i,-0.046052-0.0083586i
-0.023756+0.51545i,-0.042571+0.46171i,-0.22023+0.13551i,-0.44859-0.10222i,-0.47465-0.10611i,-0.28349-0.043377i,-0.11046-0.061886i,-0.081998-0.095015i,-0.087356-0.063588i,-0.042909-0.032362i,-0.0018649-0.033443i,0.00052299-0.033939i,-0.011923-0.0033382i,0.004631+0.050848i,0.048912+0.068912i,0.076059+0.038689i,0.081308+0.00011668i,0.063744-0.034144i,0.0176-0.039911i,-0.014041-0.0070551i,-0.010602+0.017317i,-0.0037053+0.014878i,0.0039174+0.0096803i
-0.32938-0.46636i,-0.40657-0.29889i,-0.15747+0.094946i,0.14707+0.31002i,0.23936+0.27578i,0.20438+0.15313i,0.15666+0.058382i,0.12047+0.011686i,0.080805-0.026552i,0.021676-0.016367i,0.0088292+0.034944i,0.035781+0.028037i,0.024062-0.039926i,-0.012973-0.099921i,-0.02801-0.12168i,-0.031456-0.10644i,-0.046711-0.056632i,-0.046+0.014765i,-0.0041075+0.056222i,0.043028+0.036098i,0.057411-0.0086172i,0.044092-0.037669i,0.023705-0.043641i
0.73366+0.30145i,0.85174+0.074113i,0.53871-0.14785i,0.1748-0.18055i,0.018099-0.18012i,-0.090382-0.23414i,-0.21029-0.23831i,-0.25777-0.14874i,-0.20203-0.029425i,-0.090478+0.013511i,-0.038369-9.3209e-05i,-0.031827+0.02236i,-0.00045259+0.061407i,0.026311+0.090292i,0.034522+0.12208i,0.046671+0.13262i,0.061172+0.10118i,0.054858+0.039879i,0.011171-0.0049694i,-0.03778+0.0016305i,-0.055529+0.032914i,-0.044555+0.053594i,-0.019017+0.060435i
-0.90051+0.028377i,-1.0347+0.35103i,-0.73973+0.51911i,-0.42049+0.43493i,-0.21594+0.34085i,0.029837+0.29525i,0.20818+0.19183i,0.22948+0.084003i,0.19429+0.0059424i,0.14086-0.045838i,0.095607-0.061962i,0.054314-0.074086i,0.004328-0.070789i,-0.0085391-0.059605i,-0.0045923-0.073628i,-0.024008-0.083273i,-0.049919-0.063508i,-0.059868-0.026295i,-0.042813+0.0029312i,-0.011275-0.00044577i,0.0079152-0.022337i,0.0055669-0.03192i,-0.0072894-0.032257i
0.88887-0.38848i,0.88747-0.63588i,0.50719-0.45315i,0.26599-0.056955i,0.18903+0.04999i,-0.01261-0.088338i,-0.21769-0.12872i,-0.24719-0.071182i,-0.1966-0.0252i,-0.14159+0.018152i,-0.065934+0.053034i,0.0020706+0.047734i,0.023257+0.022526i,0.015542+0.019592i,0.017393+0.024337i,0.024032+0.021415i,0.03088+0.024843i,0.04489+0.018716i,0.050096-0.0073397i,0.037502-0.0243i,0.017896-0.024377i,0.0011482-0.018248i,-0.0024992-0.0040671i
-0.82421+0.6736i,-0.76955+0.82388i,-0.50439+0.44965i,-0.37876-0.04126i,-0.30981-0.18243i,-0.10904-0.086387i,0.069174-0.058102i,0.094855-0.076151i,0.071345-0.041301i,0.061313-0.0032752i,0.02938+0.015063i,-0.0010843+0.033916i,-0.0062+0.035619i,-0.0062925+0.024049i,-0.0052287+0.016976i,0.0049955+0.0039597i,0.0089125-0.015738i,-0.0027439-0.018843i,-0.017739+0.001871i,-0.026724+0.019853i,-0.026608+0.023342i,-0.018305+0.021454i,-0.0077573+0.011394i
0.40495-0.834i,0.27778-0.80651i,0.12826-0.26811i,0.13995+0.2168i,0.17983+0.29313i,0.1455+0.14767i,0.093556+0.039524i,0.050061+0.0070105i,0.0039686-0.0096558i,-0.03688-0.018098i,-0.036336-0.014951i,-0.018077-0.019681i,-0.01625-0.02014i,-0.0080977-0.014605i,0.0093344-0.015728i,0.011863-0.0080062i,0.0037572+0.011299i,-0.0021897+0.015326i,-0.0014569+0.0023866i,0.0099405-0.0044327i,0.022625-0.0088797i,0.020227-0.016722i,0.0086825-0.013845i
0.095381+0.81575i,0.2159+0.64684i,0.15593+0.19065i,0.073289-0.035878i,0.086348-0.054829i,0.041158-0.078178i,-0.070652-0.073529i,-0.11503-0.031602i,-0.085289+0.0099715i,-0.019619+0.030273i,0.020137+0.013755i,0.013056-0.0031677i,0.0033155-0.0064413i,0.0019998-0.010266i,-0.0039744-0.013037i,-0.011586-0.01718i,-0.012184-0.016489i,-0.003235-0.00076774i,0.006372+0.011652i,-0.002106+0.00085604i,-0.027992-0.010046i,-0.043462+0.0025272i,-0.036893+0.017253i
-0.53739-0.56478i,-0.6228-0.28311i,-0.40894+0.019047i,-0.29629-0.0041502i,-0.31717-0.05037i,-0.18747+0.044974i,-0.0087604+0.079006i,0.045725+0.043382i,0.034122+0.002958i,-0.0050999-0.016199i,-0.021165+0.017797i,0.0052304+0.041396i,0.015953+0.032052i,0.014707+0.029716i,0.024819+0.022655i,0.025966+0.007186i,0.014925-0.0019523i,0.0057486-0.016649i,-0.0055876-0.030767i,-0.009481-0.018713i,0.010124-0.00037735i,0.029616-0.0077097i,0.0315-0.023387i
0.82455+0.14371i,0.77393-0.18169i,0.33724-0.19813i,0.16169+0.15706i,0.22888+0.26915i,0.13463+0.04797i,-0.026602-0.10002i,-0.07567-0.090865i,-0.048281-0.02997i,0.0024368+0.00083959i,0.012613-0.022404i,-0.011505-0.040226i,-0.01252-0.033968i,0.0030837-0.021877i,0.016157-0.011096i,0.023779-0.015571i,0.017982-0.020952i,0.0013551+0.002004i,-0.00055823+0.027974i,0.0068193+0.014808i,-0.0072372-0.012448i,-0.029518-0.0085864i,-0.033203+0.014257i
-0.95412+0.26103i,-0.80198+0.57086i,-0.27627+0.33397i,-0.058601-0.20505i,-0.081507-0.35942i,0.0016817-0.15773i,0.087279-0.0050454i,0.076469+0.016489i,0.017417-0.0076193i,-0.036072+0.0063568i,-0.026911+0.049842i,0.0063403+0.06595i,0.0030207+0.061211i,-0.0236+0.052095i,-0.050486+0.043147i,-0.062147+0.043451i,-0.049552+0.040512i,-0.02297+0.012125i,-0.014766-0.020525i,-0.026673-0.011727i,-0.019808+0.019221i,0.0039601+0.023212i,0.015534+0.0075131i
0.84382-0.66827i,0.58039-0.88339i,0.060408-0.42901i,-0.15684+0.21388i,-0.13698+0.4176i,-0.1231+0.26648i,-0.10894+0.10689i,-0.086701+0.052632i,-0.039084+0.039462i,0.011646-0.016598i,0.010595-0.068975i,-0.007394-0.075625i,-0.0044302-0.063703i,0.019719-0.045538i,0.05574-0.034794i,0.075596-0.038373i,0.064298-0.042169i,0.029581-0.028255i,0.012407-0.0015816i,0.026873-0.005406i,0.025052-0.031031i,0.00050204-0.030189i,-0.014018-0.012618i
-0.60799+0.93622i,-0.30295+1.0567i,0.12977+0.54235i,0.33683-0.01983i,0.34232-0.22911i,0.23974-0.22072i,0.10298-0.15625i,0.039099-0.10694i,0.0062759-0.073254i,-0.023681-0.0051537i,-0.018139+0.0515i,-0.012995+0.059041i,-0.024667+0.048948i,-0.03407+0.036455i,-0.043734+0.024859i,-0.050469+0.019402i,-0.039313+0.023425i,-0.0065171+0.025874i,0.0082071+0.013049i,-0.011476+0.010428i,-0.021516+0.021038i,-0.014417+0.016281i,-0.0098861+0.0084674i
0.28629-1.0809i,0.02287-1.1316i,-0.25355-0.63767i,-0.41673-0.1745i,-0.43566+0.016954i,-0.28883+0.083417i,-0.11306+0.069425i,-0.055711+0.03122i,-0.032559+0.015776i,0.00088383-0.015207i,0.01005-0.038164i,0.023974-0.037819i,0.03813-0.034599i,0.034542-0.019205i,0.037371+0.0007101i,0.047288+0.0044555i,0.042483-0.0089492i,0.018128-0.023737i,0.0033183-0.026972i,0.014082-0.031568i,0.019117-0.036952i,0.010687-0.026298i,0.0067196-0.01292i
0.03993+1.0837i,0.21137+1.0907i,0.28172+0.74897i,0.36903+0.46931i,0.42341+0.28174i,0.30208+0.079252i,0.11748-0.021746i,0.04079-0.012811i,0.02199+0.010417i,-0.0020332+0.031268i,-0.016575+0.042096i,-0.032543+0.04431i,-0.044091+0.045588i,-0.036678+0.030647i,-0.030649+0.0058873i,-0.037179-0.0074734i,-0.042901-0.00070593i,-0.031745+0.015027i,-0.023521+0.019668i,-0.036144+0.021731i,-0.04203+0.028129i,-0.031658+0.023945i,-0.019105+0.015716i
-0.35047-0.95293i,-0.44573-0.96364i,-0.36535-0.74188i,-0.3368-0.55809i,-0.34297-0.37766i,-0.23-0.14938i,-0.076524-0.032749i,-0.023184-0.031063i,-0.016924-0.028874i,0.013668-0.024126i,0.036108-0.033878i,0.038436-0.039546i,0.035072-0.032668i,0.026451-0.012659i,0.022406+0.0094216i,0.031939+0.019348i,0.044181+0.010137i,0.039705-0.0081541i,0.031228-0.01509i,0.038132-0.017317i,0.042179-0.024109i,0.030936-0.022133i,0.01474-0.011407i
0.57825+0.65069i,0.59608+0.67929i,0.38346+0.59354i,0.21035+0.52967i,0.16802+0.41639i,0.12058+0.20321i,0.024182+0.061679i,-0.021121+0.043196i,-0.012623+0.03048i,-0.019058+0.011029i,-0.026252+0.020441i,-0.025144+0.027889i,-0.033306+0.019014i,-0.033272+0.0053471i,-0.025427-0.010901i,-0.032717-0.02241i,-0.049886-0.016263i,-0.050521+0.00033179i,-0.038475+0.0090714i,-0.036347+0.010076i,-0.039671+0.011519i,-0.034195+0.0098744i,-0.019724+0.0039223i
-0.59279-0.33878i,-0.55773-0.36237i,-0.30106-0.32764i,-0.046169-0.30325i,0.030681-0.28178i,-0.0027808-0.18916i,0.0018219-0.10347i,0.016877-0.08365i,0.0065643-0.050496i,0.0094061-0.0096114i,0.0099889-0.010901i,0.0055481-0.021932i,0.016548-0.021166i,0.02592-0.011016i,0.030551+0.0051333i,0.041855+0.014009i,0.056363+0.01223i,0.061802+0.0017171i,0.05179-0.01032i,0.042631-0.015427i,0.039389-0.015677i,0.027852-0.010502i,0.01314-0.00078967i
0.43372+0.077697i,0.36939+0.12234i,0.10051+0.11573i,-0.18865+0.13993i,-0.23217+0.21389i,-0.081821+0.19773i,-0.009834+0.11665i,-0.017907+0.078198i,-0.010118+0.04619i,-0.0049552+0.0095986i,0.0021287+0.0045928i,0.0054463+0.0073509i,-0.012297+0.0086182i,-0.030445+0.011239i,-0.041451+0.0096212i,-0.049247+0.0081621i,-0.05421+0.0069375i,-0.054865+0.0093751i,-0.04319+0.01278i,-0.032511+0.0073133i,-0.030386-0.0025879i,-0.023764-0.0099784i,-0.018264-0.013052i
-0.23171+0.02337i,-0.17368-0.03999i,0.014727-0.0052996i,0.24798+0.010532i,0.27937-0.084808i,0.12407-0.14001i,0.040373-0.10178i,0.039071-0.06097i,0.023101-0.02512i,0.0081055+0.0099984i,0.0087198+0.01478i,0.016323+0.002259i,0.027824-0.0074904i,0.040834-0.010705i,0.056068-0.011745i,0.062579-0.01594i,0.056021-0.016163i,0.045552-0.015067i,0.032164-0.017192i,0.022124-0.011231i,0.017501+0.0020686i,0.0092996+0.014026i,0.0055418+0.022738i
0.099195+0.051688i,0.10547+0.1226i,0.018109+0.012965i,-0.13805-0.077985i,-0.16724-0.0097952i,-0.077567+0.064435i,-0.046253+0.04824i,-0.067995+0.011387i,-0.063061-0.0065917i,-0.043466-0.014069i,-0.036129-0.0039549i,-0.038297+0.014872i,-0.043316+0.023282i,-0.05092+0.024272i,-0.055931+0.022924i,-0.049641+0.013295i,-0.039358-0.003497i,-0.03167-0.010321i,-0.022512-0.0040208i,-0.016287-0.0028031i,-0.013555-0.0091671i,-0.0070167-0.013193i,0.00017686-0.014245i
-0.028936-0.15591i,-0.1452-0.18167i,-0.12834+0.0070153i,-0.042015+0.15751i,-0.0033298+0.13825i,0.015719+0.046712i,0.038317-0.0058186i,0.042549-0.0046634i,0.033822+0.0040164i,0.025306+0.0054643i,0.03305-0.0046365i,0.044125-0.02931i,0.042962-0.039849i,0.0477-0.027621i,0.054684-0.01429i,0.045527+0.003307i,0.031852+0.026641i,0.023683+0.03103i,0.017155+0.015699i,0.014169+0.0065506i,0.014965+0.0063044i,0.0085247+0.0026415i,-0.0046031-0.0020529i
0.12706+0.27363i,0.27769+0.22125i,0.25326+0.031176i,0.2071-0.099017i,0.1544-0.11941i,0.029442-0.063967i,-0.060035-0.0014732i,-0.060788+0.019981i,-0.033375+0.02591i,-0.012716+0.024511i,-0.01753+0.024853i,-0.029722+0.04365i,-0.029144+0.051071i,-0.034325+0.035215i,-0.041237+0.015448i,-0.033973-0.0079803i,-0.023554-0.029219i,-0.015206-0.029115i,-0.0077614-0.014309i,-0.0052109-0.0087349i,-0.010008-0.013321i,-0.014722-0.0092572i,-0.0077225+0.0013402i
-0.33647-0.26173i,-0.45915-0.12628i,-0.39935-0.005152i,-0.38086+0.050745i,-0.30333+0.094297i,-0.080506+0.07542i,0.054515+0.0029734i,0.04415-0.036985i,0.014831-0.048365i,0.0025149-0.046927i,0.012033-0.037759i,0.026732-0.047066i,0.024229-0.053461i,0.025618-0.034089i,0.032406-0.0075458i,0.029576+0.015122i,0.023178+0.029124i,0.016569+0.023073i,0.010154+0.0070271i,0.0062126+0.0033294i,0.0076807+0.01209i,0.011739+0.014252i,0.0058934+0.0078084i
0.46017+0.12476i,0.46393-0.014017i,0.39164+0.041239i,0.44722+0.11764i,0.39998+0.061359i,0.15532-0.0061051i,0.001101+0.0023627i,0.0029776+0.022356i,0.019031+0.02647i,0.010679+0.02473i,-0.009157+0.023652i,-0.020741+0.039854i,-0.014275+0.050028i,-0.012563+0.033345i,-0.01809+0.0073618i,-0.015729-0.011451i,-0.0063418-0.018118i,0.0007373-0.01215i,0.0043333-0.0039218i,0.0077477-0.0090046i,0.007896-0.023408i,0.0039727-0.028275i,0.0051377-0.020759i
-0.48045+0.15103i,-0.34402+0.17198i,-0.30603-0.068133i,-0.45316-0.23429i,-0.46173-0.17627i,-0.25727-0.064135i,-0.11375-0.032133i,-0.096438-0.034221i,-0.085689-0.019883i,-0.045404-0.0066522i,-0.0047964-0.0079718i,0.011329-0.026042i,0.00067241-0.032485i,-0.0033336-0.0059154i,0.01118+0.022317i,0.017251+0.025712i,0.0068417+0.017464i,-0.0026433+0.008387i,-0.0073217+0.0020044i,-0.013807+0.0062145i,-0.020722+0.018228i,-0.024567+0.025261i,-0.023032+0.024515i
0.28368-0.38922i,0.078631-0.24739i,0.10893+0.11571i,0.32558+0.33593i,0.4035+0.29657i,0.29321+0.14664i,0.17329+0.052359i,0.11387+0.028749i,0.075837+0.012403i,0.033389-0.0012801i,0.0011317-0.001495i,-0.012165+0.0093814i,-0.0083189+0.014757i,-0.0047955-0.0014599i,-0.012693-0.019751i,-0.014946-0.018959i,-0.0064276-0.0093257i,-0.0016534-0.00049067i,0.00064877+0.0057704i,0.0084161+0.0025998i,0.020665-0.007343i,0.029353-0.015158i,0.028541-0.018778i
0.016837+0.46966i,0.15776+0.16408i,0.02746-0.20322i,-0.19841-0.37446i,-0.30609-0.33828i,-0.28181-0.19058i,-0.19375-0.079568i,-0.11923-0.041915i,-0.068657-0.0070482i,-0.020035+0.016186i,0.0090136+0.011151i,0.020587-0.00051827i,0.023581-0.0037785i,0.02203+0.0094878i,0.023815+0.019383i,0.017229+0.012199i,0.0049793+0.0059529i,0.0042228+0.0030682i,0.007251-0.0032248i,-0.0001814-0.0065142i,-0.016181-0.0054104i,-0.028525-0.0018757i,-0.028101+0.0039313i
-0.34911-0.3477i,-0.34788+0.0033132i,-0.16801+0.27764i,0.0015958+0.38471i,0.12042+0.35854i,0.18725+0.21118i,0.14912+0.07984i,0.082566+0.030793i,0.045844-0.005749i,0.015425-0.02278i,0.0010341-0.0093341i,-0.0082545+0.0025023i,-0.023928+0.0062726i,-0.033506+0.0037496i,-0.031328+0.0047352i,-0.013861+0.0095002i,0.0017611+0.0057498i,5.0194e-05+0.0019771i,-0.0054615+0.0043325i,-0.0010344+0.0055134i,0.0099226+0.0056298i,0.015578+0.0064877i,0.013567+0.0061333i
0.49407+0.039886i,0.36641-0.20392i,0.21014-0.30443i,0.13369-0.33421i,0.023988-0.32363i,-0.093867-0.21855i,-0.095742-0.11418i,-0.055398-0.065051i,-0.039511-0.019848i,-0.022967+0.0036361i,-0.01279-0.0016597i,-0.00089988-0.0083497i,0.015602-0.013241i,0.023892-0.0099352i,0.025326-0.0066514i,0.015136-0.010747i,0.0039321-0.0087335i,0.004406-0.0063956i,0.0055754-0.0087584i,-0.00084851-0.010154i,-0.01046-0.01144i,-0.013072-0.0096295i,-0.0075364-0.0031092i
-0.44711+0.25313i,-0.25874+0.33373i,-0.16844+0.26718i,-0.17394+0.24061i,-0.078326+0.24797i,0.050284+0.18332i,0.061585+0.10565i,0.028161+0.05897i,0.02168+0.019726i,0.022201+0.002447i,0.023195+0.0054454i,0.012262+0.0076081i,-0.011972+0.012274i,-0.028075+0.017365i,-0.028997+0.018919i,-0.01913+0.019066i,-0.011115+0.014281i,-0.01002+0.0069136i,-0.0063616+0.0029102i,0.0015168+0.0034871i,0.008892+0.0063967i,0.0097856+0.0061637i,0.0056718+0.0013031i
0.19532-0.45855i,0.044387-0.3705i,0.050607-0.1686i,0.11167-0.076209i,0.051728-0.092323i,-0.033528-0.10408i,-0.039911-0.090263i,-0.024665-0.061271i,-0.031131-0.028246i,-0.038455-0.0092991i,-0.03171-0.0057515i,-0.015089-0.0054013i,0.005702-0.0049506i,0.020704-0.0052593i,0.023095-0.0047875i,0.018666-0.0040216i,0.015416-0.0012021i,0.013736+0.0051048i,0.0087439+0.0069212i,-0.00016582-0.0011052i,-0.0090855-0.011427i,-0.013684-0.013761i,-0.015453-0.007322i
0.087044+0.47043i,0.14894+0.30564i,0.06865+0.075982i,-0.0038553-0.053536i,0.013493-0.046193i,0.035616+0.016975i,0.025128+0.041721i,0.013859+0.029664i,0.02503+0.020498i,0.038199+0.014775i,0.029124+0.014063i,0.011373+0.013375i,-0.0062393+0.0039846i,-0.021002-0.0036924i,-0.023704-0.0049452i,-0.017121-0.00384i,-0.010439-0.0043953i,-0.0063214-0.01159i,-0.0040884-0.014445i,-0.0012975-0.0040387i,0.0037664+0.010328i,0.0088983+0.017941i,0.013952+0.01704i
-0.34669-0.30749i,-0.33054-0.14596i,-0.22117+0.055341i,-0.13827+0.21151i,-0.075728+0.19942i,-0.018823+0.065425i,0.00052371-0.0079218i,-0.0046541-0.013136i,-0.018219-0.019142i,-0.025534-0.02383i,-0.013984-0.024744i,-0.0025584-0.019258i,0.0056862-0.002941i,0.014909+0.009245i,0.015297+0.014704i,0.0082029+0.016533i,0.0043587+0.013585i,0.0048604+0.013696i,0.0063547+0.012138i,0.0051637+0.00039184i,-0.00097703-0.014139i,-0.0091518-0.0191i,-0.013832-0.013804i
0.45244+0.0078246i,0.38144-0.056095i,0.32174-0.14585i,0.2646-0.28089i,0.13586-0.25904i,0.022389-0.10564i,-0.0032554-0.030039i,0.0077435-0.016982i,0.018283+0.0031698i,0.019396+0.021411i,0.011617+0.029671i,0.0058405+0.018049i,-0.0063891-0.0054917i,-0.018057-0.016564i,-0.013914-0.016328i,-0.0051714-0.014381i,-0.0029434-0.01116i,-0.0040622-0.010674i,-0.0051799-0.010363i,-0.0028084-0.0019489i,0.0039632+0.010828i,0.010858+0.014528i,0.010539+0.0090752i
-0.3385+0.24205i,-0.31937+0.19555i,-0.38084+0.21156i,-0.36643+0.32733i,-0.19554+0.29438i,-0.039127+0.13551i,-0.0034065+0.05355i,-0.02056+0.032448i,-0.024681+0.0046044i,-0.01628-0.023146i,-0.0090002-0.029452i,-0.0037672-0.010853i,0.0037973+0.014333i,0.010585+0.024296i,0.0063413+0.020421i,-0.0045842+0.016556i,-0.0070281+0.016781i,-0.001561+0.017072i,0.0020554+0.01297i,0.00077467+0.0016039i,-0.0037174-0.012355i,-0.0093923-0.017207i,-0.0086314-0.011044i
0.039337-0.36417i,0.13328-0.23095i,0.32448-0.19944i,0.37767-0.2609i,0.23858-0.22592i,0.0727-0.12365i,0.0074064-0.071647i,0.0091266-0.049763i,0.010968-0.01377i,0.010737+0.021404i,0.0090831+0.02273i,-0.00072069-0.0032271i,-0.011097-0.026361i,-0.014445-0.030852i,-0.0071015-0.021608i,0.0048535-0.014596i,0.0088105-0.013736i,0.0062724-0.013444i,0.0043771-0.011489i,0.0021636-0.0030901i,-0.00025093+0.0098893i,0.00072792+0.017419i,0.0026565+0.015633i
0.23824+0.22535i,-0.0019599+0.084362i,-0.28627+0.092937i,-0.38872+0.15144i,-0.30122+0.15868i,-0.12998+0.12699i,-0.028117+0.083588i,-0.012612+0.052115i,-0.005802+0.023039i,4.6695e-06-0.0035783i,0.0079208-0.0003327i,0.02398+0.016936i,0.026942+0.027462i,0.01737+0.029355i,0.0028351+0.021604i,-0.011848+0.014472i,-0.016905+0.01421i,-0.01569+0.013615i,-0.012278+0.011063i,-0.0038818+0.0036003i,0.0047579-0.0098909i,0.0047014-0.020556i,-0.003125-0.021028i
-0.35336+0.092842i,-0.0297+0.1297i,0.23635+0.06047i,0.35751+0.0097396i,0.3379-0.059131i,0.18002-0.11639i,0.048066-0.090389i,0.01037-0.050293i,-0.0089662-0.029424i,-0.022093-0.011713i,-0.031876-0.010801i,-0.044418-0.017908i,-0.042657-0.020765i,-0.028847-0.016239i,-0.0064528-0.0070798i,0.013293-0.0067916i,0.016727-0.010307i,0.015698-0.0093807i,0.014955-0.0090489i,0.0053305-0.0055172i,-0.0092124+0.0049094i,-0.014732+0.015716i,-0.0067663+0.021107i
0.19637-0.435i,-0.09954-0.31257i,-0.26277-0.18442i,-0.35533-0.12435i,-0.35065+0.005826i,-0.1891+0.11335i,-0.052666+0.07715i,-0.017383+0.023699i,0.0092049+0.016833i,0.036929+0.013109i,0.05093+0.010259i,0.053238+0.0058739i,0.0397+0.0018546i,0.022741-0.00022109i,0.0042714-0.0058828i,-0.014779-0.0054375i,-0.021941-0.00016111i,-0.020985+0.0023401i,-0.016528+0.0052002i,-0.0040646+0.004485i,0.010199-0.0020995i,0.015-0.0077634i,0.0089238-0.0091289i
0.19047+0.5059i,0.29628+0.27011i,0.27526+0.18112i,0.30688+0.17772i,0.30281+0.03806i,0.16032-0.096237i,0.039475-0.070729i,0.0084279-0.016501i,-0.01697-0.010911i,-0.043941-0.0081497i,-0.048888-0.00053928i,-0.040297+0.0040573i,-0.026167+0.0056379i,-0.013641+0.006462i,-0.0015563+0.010938i,0.012107+0.011749i,0.018158+0.0061076i,0.016384+0.00024035i,0.010913-0.0052723i,0.00040745-0.008339i,-0.011945-0.0072364i,-0.016685-0.0052174i,-0.011423-0.0032329i
