0.0022015+0.00032959i,0.0015885-0.00070073i,0.00093984-0.0024926i,-0.00044257-0.0030637i,-0.0015377-0.0021802i,-0.0018611+0.0003096i,-0.00065476+0.0021682i,8.6289e-05+0.0024607i,0.00044802+0.001364i,0.00073487-0.00056276i,0.00048041-0.0011559i,0.0001471-0.00010008i,0.00019333+0.00024636i,0.00050327+0.00011069i,0.00029167-0.00041086i,0.00024326-0.0011084i,-4.9865e-05-0.00042381i,-0.00049642+0.00016026i,-0.00032092-3.6408e-05i,-0.00034814-0.00030863i,-0.00054985-7.271e-05i,-0.00043383+0.0009159i,0.00030097+0.00084167i
-0.039932+0.061365i,0.048961+0.10172i,0.21988+0.042026i,0.26183-0.086409i,0.12187-0.13081i,0.018545-0.089203i,-0.0045778-0.047972i,-0.027603+0.013122i,-0.018915+0.068615i,0.0028619+0.05477i,-0.0069559+0.017981i,-0.0096116+0.0049556i,0.013273-0.0039928i,0.027598-0.017734i,0.017098-0.016949i,0.0070969-0.0026657i,0.012273+0.0017071i,0.017219-0.0089587i,0.014724-0.021279i,0.0099644-0.024236i,0.0052881-0.016722i,0.0015017-0.0043859i,-0.0024661+0.0069702i
0.088102-0.078668i,0.053537-0.19133i,-0.1118-0.23727i,-0.22385-0.13524i,-0.15567-0.0158i,-0.05873+0.0017191i,-0.01944-0.010703i,0.025552-0.023328i,0.041766-0.049153i,0.020806-0.035107i,0.01791+0.0012486i,0.012199+0.0097584i,-0.017416+0.0088858i,-0.038648+0.015015i,-0.0302+0.015663i,-0.013888+0.0057719i,-0.015567+0.0021124i,-0.02756+0.015059i,-0.031329+0.02731i,-0.025089+0.024409i,-0.014583+0.014609i,-0.002161+0.0062073i,0.0061872-0.00082977i
-0.16293+0.077311i,-0.22218+0.23753i,-0.11748+0.38369i,0.055285+0.35025i,0.089816+0.20528i,0.034938+0.13924i,0.034491+0.11327i,0.03296+0.045797i,-0.0022012-0.0011055i,-0.017871-0.016399i,-0.013946-0.028951i,-0.002519-0.023579i,0.019596-0.008735i,0.034526-0.0019584i,0.02924+0.00010109i,0.017928+0.0019643i,0.019689+0.00098656i,0.031942-0.0071282i,0.036131-0.011436i,0.029129-0.005801i,0.020969-0.002196i,0.011605-0.0058035i,0.00075415-0.0074203i
0.20642-0.027679i,0.37687-0.14645i,0.38723-0.30759i,0.21551-0.34432i,0.081615-0.23382i,0.063186-0.16207i,0.01922-0.144i,-0.049796-0.071212i,-0.060443+0.014951i,-0.039728+0.052804i,-0.025903+0.051324i,-0.021365+0.028356i,-0.023228+0.0061066i,-0.021279-0.0051115i,-0.012199-0.0084549i,-0.0018456-0.0079342i,-0.001944-0.0080721i,-0.013486-0.007558i,-0.019314-0.0074569i,-0.016025-0.010258i,-0.015648-0.01309i,-0.016992-0.0093219i,-0.010422-0.001229i
-0.23326-0.049627i,-0.45318-0.025544i,-0.51984+0.075067i,-0.33312+0.14721i,-0.12345+0.10948i,-0.052064+0.077961i,0.0032703+0.08696i,0.079417+0.051566i,0.10308-0.0045859i,0.095758-0.029504i,0.073872-0.033565i,0.039357-0.017072i,0.022078+0.0063284i,0.016493+0.01162i,0.0051521+0.0043152i,-0.0090995-0.004565i,-0.01486-0.0039679i,-0.0095861+0.006103i,-0.0027922+0.011751i,0.00066492+0.01142i,0.00088508+0.013606i,0.0011565+0.015845i,0.0016127+0.011289i
0.21024+0.13447i,0.41474+0.21912i,0.49122+0.17781i,0.3254+0.033914i,0.12185-0.038517i,0.047641-0.043717i,0.0050794-0.066275i,-0.058782-0.069064i,-0.088473-0.050415i,-0.094885-0.043924i,-0.083069-0.026316i,-0.040163-0.012408i,-0.0069338-0.021035i,-0.0012303-0.021483i,0.00028764-0.0033331i,0.010129+0.016021i,0.020363+0.020937i,0.022492+0.010267i,0.01703-0.00058056i,0.011996-0.0039571i,0.013536-0.0061545i,0.015749-0.011132i,0.013034-0.013556i
-0.13064-0.19508i,-0.26638-0.37107i,-0.32366-0.41687i,-0.23542-0.27297i,-0.12033-0.13545i,-0.070665-0.076985i,-0.048073-0.0062009i,-0.012837+0.05796i,0.010202+0.085702i,0.024999+0.092177i,0.034487+0.064859i,0.012844+0.029565i,-0.012811+0.022432i,-0.012875+0.020611i,-0.0043577+0.0017707i,-0.0025698-0.020971i,-0.0069844-0.030974i,-0.010695-0.023626i,-0.011209-0.011004i,-0.011183-0.0069197i,-0.016637-0.0064844i,-0.02407-0.00036585i,-0.024253+0.0069766i
0.039161+0.22261i,0.065532+0.4484i,0.04798+0.54181i,-0.00021519+0.39558i,-0.024872+0.19978i,-0.006621+0.10129i,0.046902+0.033231i,0.08159-0.032844i,0.083973-0.072341i,0.058327-0.090607i,0.018982-0.075445i,0.0095599-0.039484i,0.019562-0.022524i,0.012744-0.015248i,-0.00265+0.0016865i,-0.009211+0.018969i,-0.0067986+0.026148i,-0.00066951+0.020178i,0.0037067+0.0089267i,0.0042409+0.0052544i,0.0071039+0.0086081i,0.015917+0.01085i,0.023356+0.0080795i
0.050357-0.20918i,0.13281-0.42224i,0.20397-0.50853i,0.17522-0.35387i,0.079791-0.13815i,-0.0003446-0.039536i,-0.068202-0.019584i,-0.10693-0.011042i,-0.1164-0.0056123i,-0.10295+0.018688i,-0.060465+0.040789i,-0.028887+0.025885i,-0.024015+0.0070921i,-0.0093522+0.0048236i,0.014643+0.00055142i,0.025992-0.0089667i,0.023929-0.017673i,0.014108-0.018718i,0.0042322-0.012956i,0.0020774-0.0069513i,0.0055797-0.0070019i,0.0049088-0.014276i,-0.0025159-0.01796i
-0.12849+0.17467i,-0.28712+0.3431i,-0.3777+0.41624i,-0.26821+0.29862i,-0.086459+0.12462i,0.022121+0.04545i,0.0807+0.048377i,0.093011+0.063555i,0.073727+0.074412i,0.065882+0.057893i,0.050596+0.011284i,0.016726-0.0059817i,-0.0027743+0.0089024i,-0.0087611+0.0072445i,-0.017528-0.0053277i,-0.024225-0.0065949i,-0.028105+0.0018199i,-0.027128+0.010731i,-0.018242+0.010108i,-0.009064+0.0015186i,-0.0077044-0.0020554i,-0.010125+0.003239i,-0.0072446+0.0072352i
0.16286-0.096903i,0.3666-0.1919i,0.49125-0.24027i,0.37504-0.19495i,0.16334-0.10239i,0.036213-0.05312i,-0.01432-0.070894i,-0.015361-0.092901i,0.007677-0.094899i,0.0060715-0.080867i,-0.011273-0.038159i,0.0012408-0.0021038i,0.024451-0.0028489i,0.023133-0.0073454i,0.013563+0.0018915i,0.015018+0.0089282i,0.023123+0.0091286i,0.025263+0.0078252i,0.013479+0.0079588i,-0.002512+0.0095669i,-0.0075642+0.0097108i,-0.0038623+0.0046957i,-0.0018343-0.0013894i
-0.16829+0.038781i,-0.36529+0.057803i,-0.48152+0.05393i,-0.3667+0.044146i,-0.15081+0.030381i,-0.031952+0.024452i,-0.015625+0.047818i,-0.03649+0.056898i,-0.063752+0.042548i,-0.058562+0.034829i,-0.021936+0.020753i,-0.0086957-0.0021192i,-0.021565-0.0061233i,-0.019834-0.00062387i,-0.0065641-0.0059152i,-0.0049512-0.013944i,-0.0095199-0.015122i,-0.0067451-0.011455i,0.0046498-0.0030767i,0.015532+0.0029668i,0.016552+0.0012705i,0.0087432+0.00065235i,0.002233+0.0055115i
0.14354+0.017598i,0.30527+0.060009i,0.39327+0.083747i,0.29733+0.02566i,0.12578-0.057594i,0.04337-0.078366i,0.049524-0.060702i,0.058842-0.02087i,0.058288+0.026252i,0.047539+0.032989i,0.018808+0.01063i,0.0039267+0.00098236i,0.015236-0.00081189i,0.012912-0.0029723i,-0.0057756+0.0052492i,-0.0095696+0.016781i,-0.0016881+0.017176i,0.0010304+0.0079698i,0.00033821-0.0064804i,-0.002708-0.01764i,-0.0068787-0.016914i,-0.0045794-0.0099967i,0.002016-0.0070878i
-0.098595-0.067785i,-0.21825-0.15122i,-0.29321-0.19034i,-0.25486-0.10167i,-0.16266+0.019092i,-0.10053+0.053349i,-0.077448+0.024384i,-0.042795-0.020104i,-0.0042879-0.064347i,0.0042125-0.069803i,0.0019089-0.031845i,0.0015578-0.0053647i,-0.0091984-0.0050406i,-0.010477-0.0023369i,0.0072136+0.00027857i,0.013357-0.0076083i,0.0038261-0.013682i,-0.0050064-0.010218i,-0.012369-0.0011507i,-0.015632+0.009579i,-0.011637+0.017502i,-0.006545+0.016863i,-0.0054528+0.011593i
0.051286+0.08424i,0.111+0.19387i,0.15793+0.25285i,0.15791+0.16852i,0.11644+0.041756i,0.074852-0.0028116i,0.053231+0.012328i,0.011241+0.023693i,-0.04631+0.032557i,-0.061671+0.038975i,-0.035665+0.017171i,-0.018922-0.0062257i,-0.013504-0.00029675i,-0.0038045+0.0069352i,-0.0014071+0.0028262i,-0.0018878+0.0043607i,0.0038555+0.010519i,0.0092641+0.0099532i,0.012236+0.003348i,0.01518-0.003472i,0.018506-0.010492i,0.017278-0.013723i,0.012366-0.011168i
-0.013754-0.084894i,-0.023318-0.18788i,-0.039722-0.25346i,-0.067759-0.19152i,-0.071859-0.071569i,-0.043635-0.020504i,-0.016033-0.023794i,0.016546-0.0057522i,0.058934+0.023061i,0.071414+0.025038i,0.039005+0.018359i,0.010092+0.022562i,0.0070856+0.01664i,0.0061507+0.0021911i,0.0041518-0.004297i,0.0036904-0.0099494i,-0.0018499-0.016357i,-0.01117-0.013774i,-0.018177-0.0052543i,-0.020409-0.00020681i,-0.020873-0.00049131i,-0.018727-0.0016i,-0.012729-0.0013047i
-0.011464+0.067709i,-0.034253+0.15713i,-0.038857+0.22426i,0.0035211+0.19659i,0.035695+0.10963i,0.014536+0.059778i,-0.007472+0.036933i,-0.01123-0.016471i,-0.021879-0.074859i,-0.031983-0.083567i,-0.01877-0.05028i,0.003297-0.023175i,0.0094331-0.010311i,0.0057065+0.00014617i,0.00059337+0.0022265i,-0.0047776+0.0027159i,-0.003017+0.010775i,0.0047586+0.019093i,0.014116+0.021658i,0.019505+0.021219i,0.017335+0.021085i,0.012848+0.017954i,0.0066859+0.010985i
0.031522-0.051381i,0.072426-0.12061i,0.090098-0.18832i,0.055887-0.19649i,0.025647-0.14757i,0.03806-0.092088i,0.037129-0.047571i,-0.0044134+0.003382i,-0.045327+0.057712i,-0.045957+0.077642i,-0.023067+0.048917i,-0.012755+0.011607i,-0.010143-0.0039387i,-0.0043693-0.0067109i,-0.00064457-0.0043094i,0.0037754-0.0018222i,0.0087317-0.0079184i,0.010371-0.017168i,0.0093395-0.022718i,0.0074984-0.026253i,0.0049074-0.028642i,0.0019686-0.025557i,0.0033917-0.01515i
-0.026589+0.033946i,-0.073176+0.080388i,-0.094681+0.13139i,-0.071864+0.14288i,-0.058836+0.1039i,-0.064276+0.06016i,-0.037061+0.043469i,0.02552+0.035911i,0.083974+0.014815i,0.090541-0.012882i,0.047274-0.01743i,0.014373+0.0014865i,0.0089459+0.011382i,0.0021827+0.008169i,-0.0051393+0.003126i,-0.0062316-0.0021665i,-0.0098155-0.0031586i,-0.015043-0.00055453i,-0.017178+0.00065563i,-0.018281+0.0032909i,-0.018467+0.010472i,-0.01547+0.014798i,-0.012294+0.0085804i
0.023353-0.010528i,0.06041-0.033861i,0.07861-0.082238i,0.058158-0.11104i,0.043529-0.078856i,0.051626-0.040076i,0.039069-0.048109i,-0.0067733-0.078266i,-0.055536-0.089155i,-0.07076-0.063098i,-0.039644-0.028714i,-0.0064378-0.022706i,-0.0024289-0.025872i,-0.00072827-0.012871i,0.0056795+0.0035975i,0.006542+0.011786i,0.0050471+0.0139i,0.0035446+0.01263i,0.001316+0.010978i,0.0044677+0.010051i,0.013127+0.0056443i,0.015911+0.0010754i,0.011378+0.0030893i
-0.025016+0.0033292i,-0.04661+0.017801i,-0.055236+0.064311i,-0.035132+0.093126i,-0.014735+0.048779i,-0.026316-0.0052728i,-0.03935+0.011059i,-0.028859+0.065815i,-0.012143+0.10231i,0.004408+0.093781i,0.0038048+0.049301i,-0.013328+0.02104i,-0.01535+0.019697i,-0.0061876+0.0094964i,-0.0013099-0.0084415i,0.0018215-0.015122i,0.0049476-0.014248i,0.0053647-0.011532i,0.0061224-0.0080237i,0.0032324-0.0088652i,-0.0059813-0.011538i,-0.01112-0.010394i,-0.006591-0.0087793i
0.0080738+0.014484i,0.022629+0.0066458i,0.030552-0.032429i,0.013437-0.065368i,-0.010135-0.029654i,-8.8424e-05+0.025112i,0.035579+0.018778i,0.064343-0.024865i,0.080851-0.057539i,0.069713-0.065619i,0.036232-0.039865i,0.020067-0.01017i,0.014915-0.0071122i,0.0028596-0.0052209i,-0.0025152+0.0049701i,-0.0022646+0.0068505i,-0.0051413+0.0055428i,-0.0075532+0.0068144i,-0.0084573+0.0077039i,-0.008494+0.01207i,-0.0050958+0.017971i,-0.0015429+0.017854i,-0.0040246+0.014164i
0.00047659-0.015882i,-0.0078744-0.011189i,-0.013144+0.026885i,0.0043774+0.059253i,0.027945+0.023155i,0.01553-0.034162i,-0.029542-0.047644i,-0.070486-0.04153i,-0.10204-0.036204i,-0.10244-0.014241i,-0.05726+0.0013355i,-0.021154-0.0036488i,-0.01194+0.00014509i,-0.0011162+0.005828i,0.0045039-0.00067763i,0.00070997-0.0017329i,0.0029035+0.0022622i,0.010226+0.0016015i,0.017535-0.00036458i,0.022238-0.0047643i,0.021786-0.010755i,0.019117-0.011123i,0.018388-0.0086174i
-0.0092862+0.01588i,-0.0031529+0.01491i,0.010225-0.02319i,-0.00075616-0.068948i,-0.040126-0.048897i,-0.040234+0.016631i,0.008027+0.060317i,0.036708+0.086239i,0.048541+0.10522i,0.056784+0.083741i,0.033338+0.035907i,0.0043509+0.013625i,0.002528+0.0052065i,0.0012831-0.0053479i,-0.0043577-0.0042161i,0.0007097-0.0019135i,0.0041696-0.0086259i,-0.0016643-0.016214i,-0.010507-0.019161i,-0.016522-0.015377i,-0.018096-0.009127i,-0.016673-0.0065509i,-0.016683-0.0052951i
0.012635-0.011651i,0.0025909-0.0098299i,-0.025408+0.019849i,-0.035243+0.067919i,0.0076896+0.077448i,0.040072+0.021421i,0.028318-0.044675i,0.029833-0.082123i,0.03926-0.10767i,0.021169-0.097681i,0.0082525-0.044662i,0.01531-0.0076535i,0.010824+0.00066835i,0.0028929+0.0080349i,0.0044649+0.0076589i,-0.0016788+0.00086338i,-0.013631+0.0046063i,-0.017951+0.014299i,-0.014339+0.019979i,-0.0058044+0.017804i,0.0017317+0.011155i,0.004474+0.0085932i,0.0067672+0.0089283i
-0.0074778+0.0037338i,0.0063094+0.0045861i,0.048312-0.012002i,0.07948-0.053367i,0.046925-0.079844i,-0.0080817-0.044498i,-0.031653+0.0099143i,-0.058245+0.03054i,-0.097543+0.043221i,-0.089667+0.053909i,-0.044419+0.028562i,-0.018761-0.0074725i,-0.0059708-0.017742i,0.0037259-0.017536i,-0.00057623-0.011215i,5.1603e-05+0.0016696i,0.013441+0.0042529i,0.023439-0.00062126i,0.024748-0.0049205i,0.016448-0.0090049i,0.0053093-0.010177i,0.0010971-0.010102i,-0.0012292-0.010771i
0.00082027+1.3996e-05i,-0.017958-0.0050084i,-0.072101-0.0023718i,-0.11602+0.020215i,-0.089231+0.042863i,-0.024364+0.032457i,0.0179+0.012802i,0.0484+0.02426i,0.089301+0.039929i,0.09559+0.020196i,0.049525+0.0017497i,0.0084228+0.0097098i,-0.0082504+0.014543i,-0.013795+0.011466i,-0.0034589+0.005919i,0.0042592-0.0066785i,-0.0050668-0.013583i,-0.015423-0.011435i,-0.019079-0.0056975i,-0.015744+0.003564i,-0.0094037+0.00881i,-0.0078989+0.0094915i,-0.0050015+0.011215i
0.0033306+0.0067018i,0.025857+0.018693i,0.091477+0.029538i,0.14797+0.014076i,0.12632-0.015744i,0.064968-0.024478i,0.029934-0.029506i,0.012916-0.06329i,-0.017125-0.097993i,-0.04175-0.078343i,-0.026637-0.030147i,0.0034352-0.010305i,0.01639-0.0082289i,0.014415-0.0041699i,-0.00050394-0.00079953i,-0.013409+0.0068i,-0.010037+0.014819i,-0.00010379+0.01634i,0.007546+0.011242i,0.0098271+0.0030023i,0.0086763-0.00030478i,0.0097494+0.00038041i,0.0080938-0.0036397i
0.0023733-0.0011205i,-0.017903-0.021082i,-0.081482-0.05864i,-0.14396-0.076623i,-0.13894-0.060399i,-0.090548-0.037632i,-0.067861-0.0084655i,-0.075741+0.040201i,-0.068635+0.081836i,-0.032097+0.071677i,-0.011743+0.022293i,-0.023188-0.0057427i,-0.030318-0.0055445i,-0.020225-0.0024961i,-0.0004663+0.0031724i,0.01904+0.0041508i,0.025667-0.0038621i,0.019404-0.011166i,0.0082797-0.011305i,0.00075784-0.0058653i,-0.0008031-0.0032804i,-0.0023549-0.0043822i,-0.0033999-0.00016893i
-0.0017784+0.0027149i,0.012612+0.027842i,0.057183+0.075174i,0.096724+0.10654i,0.082638+0.098349i,0.044486+0.079i,0.049086+0.058918i,0.090826+0.025671i,0.10969-0.011543i,0.075719-0.025364i,0.0304-0.0011606i,0.022113+0.026507i,0.026615+0.030096i,0.018172+0.020265i,0.0051458+0.0018091i,-0.0091515-0.013202i,-0.019753-0.011156i,-0.021669-0.002743i,-0.015211+0.0008956i,-0.0058035-0.0016175i,-0.002142-0.0044409i,-0.00068225-0.0021571i,0.0021843-0.0031163i
0.0034634+0.0020743i,-0.0018523-0.022411i,-0.026637-0.072753i,-0.048367-0.10518i,-0.025856-0.095602i,0.01466-0.084018i,0.0075122-0.091003i,-0.040548-0.093619i,-0.077796-0.076597i,-0.068675-0.043941i,-0.027101-0.026592i,-0.0037173-0.034733i,-0.0031482-0.038576i,-0.0041086-0.028123i,-0.0058848-0.0072837i,-0.0010325+0.012542i,0.010258+0.016154i,0.015392+0.011016i,0.011679+0.0075573i,0.0034204+0.0071349i,-0.00086081+0.0071984i,-0.00098784+0.0043697i,-0.0037709+0.0031522i
-0.010919+7.5203e-05i,-0.016097+0.025153i,-0.0066229+0.076477i,0.0095828+0.10208i,-0.015552+0.073681i,-0.065701+0.059708i,-0.069836+0.092246i,-0.03658+0.1202i,-0.0055796+0.11868i,0.0098291+0.082909i,-0.0012071+0.035781i,-0.018716+0.021159i,-0.017558+0.026412i,-0.0057996+0.020807i,0.0079361+0.0030111i,0.011554-0.01536i,0.0020046-0.021271i,-0.0050295-0.016652i,-0.0039246-0.011701i,-0.00013973-0.0097159i,-0.00049685-0.0093775i,-0.0028881-0.0057592i,-0.00047884-0.0027341i
0.0067249+0.0023743i,0.023837-0.014261i,0.033516-0.059978i,0.025267-0.080603i,0.042944-0.029056i,0.1038+0.0016131i,0.13498-0.04742i,0.11841-0.093124i,0.090955-0.095084i,0.05711-0.063291i,0.033535-0.018255i,0.032234-0.0038355i,0.027783-0.016031i,0.011057-0.019823i,-0.010266-0.0098284i,-0.022441+0.0047783i,-0.018936+0.014755i,-0.012074+0.015817i,-0.0090177+0.012501i,-0.0079589+0.0087105i,-0.0046807+0.0068174i,-0.00032636+0.0050865i,-0.0025022+0.0025646i
-0.011305-0.00849i,-0.037872+0.0052174i,-0.06052+0.044778i,-0.040254+0.056403i,-0.017686-0.018278i,-0.064447-0.082447i,-0.12735-0.046174i,-0.14113+0.0023339i,-0.12715+0.0078067i,-0.089776-0.00044901i,-0.047215-0.017024i,-0.035797-0.021256i,-0.034625-0.0036972i,-0.019029+0.0095367i,0.0032978+0.013532i,0.01975+0.010412i,0.02415+0.0028803i,0.021575-4.2699e-06i,0.018187+0.0013685i,0.014707+0.0030343i,0.011051+0.0013901i,0.0064533+0.00048626i,0.0046622+0.0029062i
0.016405+0.0064742i,0.048395+8.9988e-05i,0.080118-0.039661i,0.04474-0.071069i,-0.032005-0.010375i,-0.023464+0.089561i,0.057583+0.10721i,0.096291+0.082505i,0.093087+0.081378i,0.071106+0.06817i,0.031822+0.045234i,0.014479+0.033097i,0.017494+0.018746i,0.012796+0.0031321i,0.0021937-0.01044i,-0.0074318-0.017153i,-0.01199-0.014725i,-0.010604-0.012298i,-0.0071835-0.012743i,-0.0044074-0.012624i,-0.0040962-0.0096625i,-0.0037021-0.0063061i,-0.0032385-0.0062304i
-0.0070432-0.011733i,-0.04736-0.015499i,-0.099041+0.016045i,-0.076012+0.072154i,0.03222+0.052416i,0.082542-0.05379i,0.029689-0.11831i,-0.0082132-0.12337i,-0.0077447-0.13037i,-0.0099966-0.1089i,0.0019489-0.058915i,0.01273-0.030606i,0.0041001-0.017184i,-0.0037059-0.0016645i,-0.0045017+0.010996i,0.00023024+0.015203i,0.0046027+0.011114i,0.002019+0.0075605i,-0.002107+0.0083296i,-0.0023234+0.0088381i,0.00098564+0.0059952i,0.0023542+0.0020924i,0.0023985+0.0012681i
0.0065119+0.014897i,0.046778+0.031192i,0.11569+0.010399i,0.11765-0.071373i,-0.0063721-0.11343i,-0.11585-0.030833i,-0.10088+0.070239i,-0.070806+0.099417i,-0.077382+0.10324i,-0.062799+0.086606i,-0.042698+0.039666i,-0.035457+0.01264i,-0.020913+0.010238i,-0.0015535+0.0048161i,0.010461-0.0049256i,0.0094332-0.010718i,0.0017297-0.0090464i,1.0555e-05-0.0045496i,0.0025457-0.0044532i,0.0021857-0.0066649i,-0.0012953-0.004462i,-0.0035284+0.00056484i,-0.0032386+0.0015742i
-0.0077535-0.018351i,-0.044429-0.04669i,-0.12539-0.045868i,-0.17179+0.046564i,-0.07548+0.15644i,0.072826+0.12827i,0.11573+0.015293i,0.10826-0.030453i,0.11981-0.027874i,0.1009-0.02453i,0.060266-0.0054258i,0.039818+0.0056741i,0.024702-0.0030112i,0.0038657-0.0097149i,-0.011901-0.0091101i,-0.01528-0.003977i,-0.010483-0.0005519i,-0.0073629-0.00030492i,-0.0081671+0.0016537i,-0.0074247+0.0049921i,-0.0020802+0.0053032i,0.0029569+0.0022014i,0.0046619+0.00054681i
0.000637+0.022723i,0.027721+0.064421i,0.117+0.097091i,0.22202+0.023871i,0.19989-0.1289i,0.052831-0.17184i,-0.04636-0.089309i,-0.070416-0.051371i,-0.096091-0.063096i,-0.094126-0.046167i,-0.053769-0.028209i,-0.028688-0.02174i,-0.018538-0.00733i,-0.004955+0.0070234i,0.0061753+0.013674i,0.010015+0.012778i,0.0079738+0.010185i,0.0060081+0.010074i,0.0075635+0.0074864i,0.0079467+0.0021073i,0.0038298-0.0017621i,-0.00126-0.0031124i,-0.0031685-0.0035352i
0.0050266-0.017398i,-0.0035936-0.069134i,-0.075965-0.14364i,-0.21703-0.13675i,-0.28284-0.00055971i,-0.18109+0.11051i,-0.054202+0.098186i,-0.0081322+0.084515i,0.02137+0.11046i,0.041502+0.091645i,0.021118+0.048263i,0.00092248+0.026707i,-0.0017298+0.011676i,-0.0039648-0.0035416i,-0.0052059-0.012263i,-0.0022635-0.012392i,0.0024387-0.0088454i,0.0043716-0.0089849i,0.0020401-0.0097861i,0.00070857-0.0060659i,0.0024985-0.00092403i,0.0052171+0.00073587i,0.0058046+0.0015178i
-0.01338+0.024404i,-0.02373+0.080215i,0.017578+0.18574i,0.1567+0.24726i,0.28552+0.15887i,0.25152+0.0093044i,0.13454-0.049196i,0.08333-0.064536i,0.062731-0.097938i,0.030454-0.089716i,0.02263-0.045803i,0.025097-0.020025i,0.015806-0.0079315i,0.0055527+0.0036725i,-0.00094789+0.0088245i,-0.0050145+0.0063353i,-0.0071957+0.0012267i,-0.0086005-0.00022427i,-0.0082084+0.0016484i,-0.0056233+0.00068387i,-0.00465-0.0045438i,-0.0068216-0.0073243i,-0.0060431-0.0062715i
0.020848-0.01512i,0.055041-0.066741i,0.066946-0.19204i,-0.029191-0.32857i,-0.18459-0.32381i,-0.22439-0.17218i,-0.14996-0.04789i,-0.11204-0.0015114i,-0.10961+0.033492i,-0.077439+0.045109i,-0.047875+0.022463i,-0.036038+0.0056379i,-0.021157+0.0018106i,-0.0046629-0.00013754i,0.0081659+0.0005131i,0.013958+0.0029073i,0.012591+0.0049987i,0.0099586+0.0052954i,0.0070023+0.0044592i,0.0018196+0.0040007i,-0.0032994+0.0062227i,-0.0031764+0.0094316i,-0.0013284+0.0097563i
-0.024021+0.0041923i,-0.080867+0.04307i,-0.15691+0.16083i,-0.14831+0.33718i,-0.022069+0.41192i,0.081282+0.29538i,0.084421+0.14158i,0.084057+0.07458i,0.10402+0.037865i,0.083426+0.002783i,0.046698-0.0027238i,0.029359+0.0021928i,0.017369+0.00019251i,0.0028407-0.003164i,-0.0083942-0.0080395i,-0.013294-0.010095i,-0.012848-0.0093028i,-0.0095051-0.007734i,-0.0045559-0.0046352i,0.0015999-0.00093995i,0.0074544+0.00026208i,0.0099736-0.0025175i,0.0080451-0.0046181i
0.022233+0.0027952i,0.093097-0.012611i,0.22492-0.090518i,0.31777-0.25258i,0.26017-0.37278i,0.12256-0.31462i,0.042553-0.17928i,0.0006049-0.1174i,-0.047452-0.090706i,-0.057626-0.044103i,-0.032008-0.015827i,-0.016224-0.012127i,-0.0096403-0.0077649i,-8.5707e-05+1.1643e-05i,0.0071081+0.0069999i,0.0095376+0.009713i,0.0077117+0.0095487i,0.0052819+0.0084589i,0.0035872+0.0046831i,-0.00056752-0.00011859i,-0.0057332-0.0018662i,-0.007779+0.00055043i,-0.0069408+0.0030316i
-0.021333-0.012579i,-0.097602-0.023568i,-0.26071-0.0098479i,-0.43002+0.083772i,-0.4456+0.19887i,-0.29859+0.20676i,-0.15562+0.13246i,-0.081802+0.096549i,-0.026862+0.089528i,0.004148+0.054228i,8.1253e-05+0.021744i,-0.0068945+0.014527i,-0.0050283+0.010085i,-0.0033325+0.0010817i,-0.0019285-0.0062955i,9.9303e-05-0.0096884i,0.00099849-0.0092938i,0.00094304-0.0066922i,0.0014698-0.0031105i,0.0035553+0.00035422i,0.0065957+0.0021071i,0.0084041+0.00034116i,0.0080968-0.0016333i
0.01814+0.015252i,0.084895+0.057534i,0.24104+0.11659i,0.43636+0.12047i,0.50355+0.046201i,0.37817-0.019111i,0.21686-0.028423i,0.13489-0.036642i,0.08352-0.052817i,0.038078-0.038411i,0.020195-0.015346i,0.016494-0.0089383i,0.010312-0.0069318i,0.0022269-0.0025879i,-0.0053586+0.0014434i,-0.0084819+0.0047061i,-0.0071732+0.0068262i,-0.0043717+0.0045901i,-0.0032171-0.0015644i,-0.003423-0.0078647i,-0.0044432-0.011078i,-0.0060032-0.0091102i,-0.006196-0.0054844i
-0.010178-0.019282i,-0.05371-0.082703i,-0.1672-0.20841i,-0.33311-0.31923i,-0.41814-0.30876i,-0.33279-0.19769i,-0.19503-0.10009i,-0.12998-0.044454i,-0.097065-0.0032777i,-0.052477+0.012847i,-0.0241+0.0092113i,-0.014612+0.0067149i,-0.0064359+0.0054891i,0.0022387+0.0036181i,0.010333+0.0017127i,0.01465-0.0021758i,0.011973-0.0061861i,0.0054408-0.0046034i,-0.00029685+0.0016838i,-0.0051456+0.0071236i,-0.0076313+0.0096148i,-0.0048935+0.0083774i,-0.00025966+0.0062069i
0.0073031+0.027176i,0.020926+0.10294i,0.064156+0.26374i,0.14584+0.43933i,0.2007+0.47572i,0.16434+0.34155i,0.095621+0.18676i,0.07319+0.10101i,0.069211+0.046375i,0.043034+0.0084002i,0.017349-0.0042934i,0.006704-0.0047218i,0.00046589-0.0028719i,-0.005612-0.0016234i,-0.010719-0.0015295i,-0.012474+0.00082533i,-0.0093954+0.003725i,-0.0041494+0.0029782i,0.0017325+0.0010666i,0.0080945+0.00054588i,0.010357-0.00031193i,0.0049976-0.0024194i,-0.00064409-0.0042863i
