-0.0010836-0.00040206i,-0.001451-0.001207i,-0.0016427-0.0015112i,-0.0021446-0.0010477i,-0.0027289+5.0663e-06i,-0.0024347+0.0013044i,-0.0016239+0.0017838i,-0.00043774+0.001835i,0.00062665+0.0012894i,0.00037648-7.63e-05i,-0.00010574-0.00085135i,0.00035262-0.0009032i,0.00035027-0.00089452i,-1.0319e-05-0.0010347i,-0.00033238-0.00073892i,-0.00057138+8.5341e-05i,-0.00040057+3.4999e-05i,-0.00026022-0.00011077i,0.00042703+0.00047564i,0.001015+0.0004201i,0.00044525+0.00050474i,-0.00024688+0.00026697i,-0.00025765+0.00012392i
-0.0024808+0.0018303i,-0.012883+0.0058945i,-0.029785+0.011089i,-0.042941+0.011547i,-0.031752+0.0093101i,0.012545+0.01478i,0.063039+0.030698i,0.077812+0.037579i,0.051634+0.024116i,0.024187+0.013478i,0.015708+0.012456i,0.01571+0.0082018i,0.014828+0.003296i,0.010929+0.0014197i,0.0054656-3.1835e-05i,0.0012313-0.0012563i,-0.002084-0.0029181i,-0.0024708-0.0017009i,3.6284e-05+0.0019156i,0.00073247+0.0034647i,0.00019994+0.0043296i,-0.00068045+0.0046868i,-0.0010694+0.0033166i
-0.0018075-0.0056693i,-0.00023537-0.016403i,0.00061305-0.035185i,-0.003771-0.060686i,-0.021149-0.095604i,-0.047173-0.14136i,-0.057339-0.16838i,-0.044418-0.13964i,-0.023465-0.078315i,-0.011583-0.035115i,-0.010037-0.015023i,-0.0094503-0.0048193i,-0.0088676-0.0025995i,-0.0092233-0.0021633i,-0.0072257+0.00051714i,-0.0050818+0.0039822i,-0.0040181+0.0085283i,-0.0019473+0.011838i,0.0012999+0.011263i,0.0040426+0.0080952i,0.0033902+0.0035367i,0.00097677+0.00036421i,-0.00085954-0.0010795i
0.0030477+0.0037548i,0.011422+0.01045i,0.030593+0.025828i,0.046782+0.040797i,0.040081+0.046238i,0.0087372+0.035692i,-0.0298+0.0081639i,-0.040426-0.016262i,-0.0231-0.021644i,-0.0056923-0.017523i,-0.00015789-0.01375i,-0.0022977-0.010303i,-0.004011-0.007055i,-0.0032704-0.0037335i,-0.0018784-0.00051245i,0.00076409+0.0012745i,0.0036577+0.0010492i,0.0054675-0.0008686i,0.0053819-0.0045669i,0.0045826-0.0073067i,0.004817-0.0067899i,0.0049863-0.0045227i,0.0040429-0.0024605i
-0.0054655-0.00088707i,-0.014514+0.0032966i,-0.035218+0.013165i,-0.053761+0.036052i,-0.051801+0.080521i,-0.04081+0.1469i,-0.030922+0.18962i,-0.020981+0.15725i,-0.013228+0.086777i,-0.0060179+0.041523i,0.0048279+0.023249i,0.010727+0.013993i,0.0098177+0.01223i,0.0089118+0.011853i,0.0071795+0.007014i,0.0061083+0.0011445i,0.0077378-0.00486i,0.0080628-0.0090372i,0.0045546-0.010746i,0.00074816-0.010085i,-0.00077556-0.0063613i,-0.00076861-0.0019807i,-0.0012524+0.003087i
-0.00042807-0.0061758i,7.3005e-05-0.016775i,0.0023379-0.040781i,0.0065928-0.070656i,0.014438-0.092972i,0.038555-0.10037i,0.059627-0.078206i,0.045838-0.032933i,0.01607-0.0037294i,-0.0010454+0.001775i,-0.0070908+0.0033526i,-0.0055754+0.0048429i,0.00085005+0.0040935i,0.0039615+0.0024704i,0.0028539+0.001133i,-0.00057637+0.00060531i,-0.0061931-0.00087063i,-0.011391-0.0014635i,-0.013263+0.0011381i,-0.0112+0.0035785i,-0.0083901+0.0030177i,-0.0063207+0.0018161i,-0.0025917+0.0013987i
0.006634-0.0004944i,0.015913+0.0059172i,0.032033+0.015673i,0.052023+0.017545i,0.070491-0.010974i,0.081794-0.068042i,0.084842-0.11494i,0.072429-0.11008i,0.044439-0.063855i,0.021009-0.028462i,0.0079533-0.018027i,5.5426e-05-0.012889i,-0.00021041-0.0094406i,0.0013803-0.0084852i,0.00079894-0.0051512i,-0.0010506-0.0013869i,-0.0060696+0.0017143i,-0.0098126+0.0039539i,-0.0093909+0.0055183i,-0.0067396+0.0054589i,-0.0023501+0.0034843i,0.0011264+0.0013088i,0.0026311-0.0008743i
-0.0061926+0.0010785i,-0.017666+0.0058795i,-0.039341+0.01999i,-0.064119+0.040231i,-0.093161+0.063458i,-0.12702+0.080308i,-0.14005+0.073869i,-0.10192+0.046996i,-0.03994+0.023295i,-0.0046553+0.014034i,0.0052032+0.012614i,0.0092551+0.0096958i,0.0080955+0.0034978i,0.0037518-0.0002047i,0.0019807-0.00075161i,0.0036749+0.00055876i,0.0068581+0.0046281i,0.0088077+0.0099822i,0.0089132+0.011999i,0.0078515+0.009536i,0.005421+0.0055642i,0.0027484+0.0031306i,0.00065737+0.0016392i
0.0011376-0.0054733i,0.0026735-0.016782i,0.0012547-0.040261i,-0.0034638-0.056811i,-0.012703-0.039817i,-0.031081+0.0057931i,-0.048504+0.051961i,-0.04803+0.063328i,-0.029906+0.035295i,-0.013285+0.0091274i,-0.0066934+0.0044828i,-0.0023444+0.0062095i,-0.00038025+0.0061421i,-0.0014982+0.0044138i,-0.0021731+0.0016921i,-0.0012835+0.00083965i,0.0017358+0.00042262i,0.0047577-0.0010232i,0.0062915-0.001656i,0.0057655-0.0014932i,0.0030702-0.0012701i,6.4615e-05-0.0010817i,-0.002298-0.00024363i
0.00099144+0.0042628i,0.01091+0.0090919i,0.035139+0.020731i,0.065834+0.026019i,0.09963+0.015313i,0.14811+0.00098651i,0.18005-0.0098634i,0.14436-0.020134i,0.068144-0.022509i,0.021276-0.017072i,0.0090837-0.015182i,0.0023796-0.015717i,-0.001079-0.010936i,-0.00054016-0.0045993i,-0.0014501-0.0013625i,-0.0032171-0.0025875i,-0.003313-0.0080488i,-0.0012764-0.013794i,0.0013794-0.015122i,0.0013157-0.011192i,0.00077832-0.0056717i,0.0010758-0.0010663i,0.0011923+0.0013872i
-0.0025227+0.0026774i,-0.010166+0.0088501i,-0.032094+0.01945i,-0.052678+0.021664i,-0.050902+0.0025566i,-0.040845-0.037408i,-0.030255-0.070495i,-0.014482-0.064725i,-0.0048181-0.033137i,-0.0032465-0.0098971i,-0.0022076-0.0011319i,-0.0017093+0.0015477i,-0.0020581+0.0022528i,-0.00059261+0.0033083i,0.0028144+0.0055384i,0.00403+0.0074308i,-0.000327+0.0071373i,-0.0072383+0.0051821i,-0.010439+0.0021134i,-0.0080026-0.00066451i,-0.0042482-0.0012428i,-0.0028299-5.9766e-05i,-0.00096821-0.00013754i
-0.0027145-0.0026059i,-0.0049568-0.013746i,-0.0060148-0.037276i,-0.010632-0.05651i,-0.038292-0.053354i,-0.092369-0.04132i,-0.14054-0.027611i,-0.1324-0.0054884i,-0.073576+0.01164i,-0.027976+0.011143i,-0.014465+0.0099224i,-0.0067093+0.014782i,0.0014439+0.013284i,0.0036825+0.00724i,0.0044074+0.0037189i,0.0043044+0.0037736i,0.00087906+0.0067861i,-0.0061949+0.0086282i,-0.010687+0.0065159i,-0.0083059+0.0037046i,-0.0033348+0.0013489i,2.0138e-05-0.00077865i,0.0010899-0.0017631i
0.0039387-0.00067794i,0.016393+0.0018555i,0.035073+0.014841i,0.044097+0.037032i,0.036088+0.064264i,0.033492+0.10456i,0.045493+0.13482i,0.043017+0.11044i,0.024141+0.056581i,0.01404+0.025095i,0.01364+0.011369i,0.012784+0.0018854i,0.010813-0.0009506i,0.0087224-0.0016485i,0.0058134-0.0050374i,0.0047909-0.0083092i,0.0074527-0.0071124i,0.011205-0.0014403i,0.010401+0.0046623i,0.0068759+0.0061892i,0.0035185+0.0047876i,0.0013772+0.0034881i,0.00057361+0.0022787i
-0.0026721+0.0040759i,-0.013365+0.015587i,-0.032343+0.029087i,-0.039568+0.027787i,-0.0097905+0.01116i,0.04905-0.0031556i,0.102-0.0078152i,0.11471-0.0088139i,0.077478-0.013749i,0.033297-0.01113i,0.01657-0.0035918i,0.011245-0.0061409i,0.0054233-0.0099163i,0.00081439-0.0083912i,-0.0012813-0.0052185i,-0.001318-0.0038389i,0.0005704-0.0037239i,0.004179-0.0024316i,0.007022-0.00024481i,0.0052332-0.00090489i,0.0013757-0.0018156i,-0.0018866-0.0017966i,-0.0034262-0.00058348i
-0.005296-0.0072177i,-0.009436-0.022517i,-0.010275-0.049244i,0.0029057-0.067621i,0.022913-0.076841i,0.02408-0.11136i,-0.0038149-0.15747i,-0.03028-0.14777i,-0.024807-0.082782i,-0.0068916-0.034944i,-0.0044282-0.018352i,-0.0081199-0.0071024i,-0.0084386-0.00066464i,-0.0068673+0.0029213i,-0.0056188+0.0069368i,-0.0071279+0.0077876i,-0.010536+0.0021452i,-0.01197-0.0071982i,-0.0098465-0.013343i,-0.0055462-0.011418i,-0.00096716-0.0055033i,0.0016828-0.0023228i,0.002529-0.0020799i
0.0053445-0.0019019i,0.021342+0.0021332i,0.045218+0.016188i,0.04329+0.031848i,-0.0079868+0.038114i,-0.076832+0.045337i,-0.12296+0.051891i,-0.1241+0.043353i,-0.080878+0.024969i,-0.033597+0.01021i,-0.011642+0.0039219i,-0.0043668+0.0088005i,0.0004478+0.014876i,0.0018331+0.011464i,0.0015215+0.0063579i,0.002649+0.0048097i,0.0026913+0.0048555i,-0.0020729+0.0037621i,-0.0068603+0.001832i,-0.0063948+0.0019191i,-0.0020617+0.0029894i,0.0024035+0.003599i,0.0034874+0.002762i
-0.0044276+0.0063835i,-0.017249+0.019386i,-0.045407+0.034522i,-0.068536+0.033025i,-0.066874+0.025285i,-0.051604+0.058751i,-0.020013+0.12741i,0.020298+0.14356i,0.024327+0.083787i,0.0019623+0.031589i,-0.0014712+0.017042i,0.0091214+0.0062402i,0.012417-0.002597i,0.011838-0.0027157i,0.012676-0.0022861i,0.011883+0.000212i,0.0069852+0.0059022i,0.0018521+0.013006i,-0.0017399+0.01613i,-0.0038735+0.010634i,-0.0050494+0.0033658i,-0.0060708-0.00053377i,-0.0043165-0.00025905i
-0.0096655-0.0083682i,-0.015414-0.026731i,-0.01281-0.05638i,0.012474-0.067876i,0.060116-0.046558i,0.12435-0.038328i,0.16703-0.062183i,0.14358-0.067069i,0.082854-0.035508i,0.037411-0.0091623i,0.014822-0.0060666i,0.0047534-0.0095996i,0.0020679-0.010598i,0.0023782-0.0092231i,0.0015716-0.004712i,-0.00030244-0.0034818i,0.00035087-0.0063777i,0.0037904-0.0076706i,0.0067078-0.0052776i,0.0077737-0.0020906i,0.0063889-0.0023478i,0.0031688-0.0046955i,3.5724e-06-0.0048488i
0.0099024+0.0011874i,0.034671+0.0056612i,0.06515+0.02476i,0.073084+0.045596i,0.048682+0.038582i,0.013064-0.0084795i,-0.018889-0.080801i,-0.036326-0.11507i,-0.02822-0.073942i,-0.0045135-0.021295i,0.0053945-0.0023081i,-0.0022911+0.0039469i,-0.0091+0.0052259i,-0.011623+0.0025129i,-0.011013-0.00034107i,-0.0062505-0.0027627i,-0.00048466-0.0054571i,0.0042316-0.007763i,0.006783-0.0071576i,0.0064204-0.0034847i,0.0048043+0.00086835i,0.0035434+0.0045922i,0.0038004+0.0057209i
-0.0068476+0.0097891i,-0.02689+0.0298i,-0.059349+0.043644i,-0.082877+0.030392i,-0.095313-0.00033624i,-0.12789-0.0060042i,-0.1652+0.03631i,-0.14592+0.073173i,-0.077329+0.05147i,-0.028606+0.011999i,-0.012101+0.0029962i,-0.0055618+0.010289i,-0.0013448+0.014585i,0.0038763+0.011174i,0.0054788+0.0051329i,0.00089379+0.0048203i,-0.0054865+0.0088681i,-0.011815+0.0084598i,-0.013497+0.0029368i,-0.010033-0.00092833i,-0.0067159-0.00037853i,-0.0034873+0.0032227i,-0.00021508+0.0061645i
-0.0074717-0.008362i,-0.012185-0.038599i,-0.0096373-0.080033i,0.0035162-0.096897i,0.021926-0.066953i,0.043542-0.001482i,0.066022+0.069175i,0.074463+0.09274i,0.054514+0.054377i,0.023008+0.010738i,0.010223-0.0045542i,0.018222-0.0066978i,0.023545-0.0042396i,0.016047+0.0031349i,0.0078492+0.0082929i,0.0045265+0.0075981i,0.0025843+0.0024558i,-0.00050791+0.00043178i,-0.0029828+0.00038628i,-0.0019963-0.0035362i,0.00047895-0.006756i,0.0019017-0.0075819i,0.0018085-0.0068995i
0.014501+0.00050173i,0.0429+0.015108i,0.077993+0.041481i,0.084772+0.062872i,0.067807+0.062991i,0.083937+0.035364i,0.13375-0.029517i,0.13713-0.088215i,0.075409-0.07355i,0.024133-0.01946i,0.013691+0.0031727i,0.010082-0.0025481i,0.0045455-0.0087636i,0.001875-0.01104i,-0.00017913-0.0091891i,0.0030465-0.0060782i,0.0095232-0.0034726i,0.013075-0.0019159i,0.010802-0.0023971i,0.0046341-0.0011245i,0.0014007-0.0007555i,0.0027379-0.0044439i,0.0032355-0.0085653i
-0.010683+0.016818i,-0.037849+0.034128i,-0.078109+0.054972i,-0.094981+0.057727i,-0.079902+0.03058i,-0.077996-0.027059i,-0.10543-0.08088i,-0.1188-0.082115i,-0.086145-0.038948i,-0.035931-0.0049247i,-0.016224+0.0019143i,-0.018443+0.0018444i,-0.013191+0.00072422i,-0.0023137-0.0028167i,0.0040343-0.005485i,0.0019712-0.0057472i,-0.0051258-0.0040711i,-0.010484-0.0023786i,-0.011993-3.1811e-05i,-0.01018+0.0027734i,-0.0069378+0.0048544i,-0.0056743+0.0055687i,-0.0053359+0.0064966i
-0.005103-0.016322i,-0.0043882-0.051224i,0.0058598-0.099743i,0.016098-0.12053i,0.0087869-0.089031i,-0.029776-0.024739i,-0.092768+0.049456i,-0.1212+0.099362i,-0.072669+0.081323i,-0.01352+0.021923i,0.002818-0.0095229i,0.0027458-0.0071577i,0.0014945+0.0013309i,-0.0028597+0.0079785i,-0.0042724+0.0096968i,-0.0049447+0.0060445i,-0.011143+0.0020078i,-0.015742+0.0006295i,-0.013729+0.0030229i,-0.0074382+0.0059867i,-0.0026641+0.0055754i,-0.0040762+0.0058213i,-0.0065052+0.0078882i
0.013401+0.006538i,0.044193+0.024957i,0.080882+0.053891i,0.094857+0.059565i,0.083067+0.041505i,0.077282+0.047048i,0.1103+0.076468i,0.15165+0.074114i,0.12206+0.031984i,0.04989+0.0022692i,0.018573+0.0012021i,0.018667+0.0040058i,0.014036+0.0018003i,0.0043761-0.0023935i,-0.0029694-0.0029859i,-0.002282+0.0035018i,0.0053327+0.012035i,0.011283+0.016344i,0.013252+0.014211i,0.013833+0.0062439i,0.011948-0.0015278i,0.010106-0.0041873i,0.010029-0.0052684i
-0.018189+0.01361i,-0.052925+0.030048i,-0.10122+0.044071i,-0.11913+0.043361i,-0.082005+0.022236i,-0.0060597-0.018706i,0.070293-0.067874i,0.088531-0.094911i,0.046206-0.068843i,0.00025829-0.015905i,-0.016271+0.011452i,-0.014626+0.011261i,-0.0052627+0.0063319i,0.0057168+0.004134i,0.011497+0.0020611i,0.013645+0.00036016i,0.014799+0.00023233i,0.017345-8.1334e-05i,0.018643-0.0037531i,0.012928-0.0069718i,0.0065785-0.0063838i,0.0062999-0.0048277i,0.0079488-0.0034406i
0.00053609-0.020152i,0.006206-0.060733i,0.020894-0.10037i,0.016464-0.096321i,-0.019933-0.053311i,-0.067846-0.033308i,-0.12818-0.050002i,-0.16628-0.055838i,-0.12792-0.029092i,-0.048975-0.0022174i,-0.0085541+0.0021317i,-0.0039988+0.00036555i,-0.0032863+0.0039252i,-0.0031889+0.0081511i,-0.0015564+0.008548i,0.0011339+0.00076812i,0.0012123-0.012697i,-0.0017482-0.022697i,-0.0075943-0.02225i,-0.011717-0.012849i,-0.011706-0.003874i,-0.011391-0.0002471i,-0.011921+0.00055853i
0.016445+0.017024i,0.04836+0.048259i,0.078478+0.084896i,0.086543+0.084741i,0.065008+0.051386i,0.012292+0.040983i,-0.025432+0.060907i,-0.018875+0.073049i,0.010167+0.050513i,0.031401+0.012156i,0.038556-0.0059114i,0.037201-0.0082017i,0.027093-0.012362i,0.011114-0.014978i,-0.0039756-0.012304i,-0.013948-0.0068927i,-0.018939-0.0052551i,-0.024386-0.00596i,-0.026563-0.0032323i,-0.019872+0.0023394i,-0.010721+0.0041619i,-0.0062395+0.0023357i,-0.0035448+0.00091936i
-0.025067+0.0083809i,-0.069284+0.0098774i,-0.10144+0.0036044i,-0.07452-0.0018933i,0.0015137+0.0062593i,0.082035+0.018681i,0.13638+0.037837i,0.15351+0.047332i,0.11078+0.021794i,0.040195-0.0069819i,0.0048182-0.0089486i,0.0013562-0.0024315i,0.0033934+0.00099822i,0.0077479+0.0027302i,0.010369+0.0029232i,0.0069608+0.0048001i,-0.0013202+0.012226i,-0.0064393+0.02108i,-0.0020568+0.022552i,0.0059274+0.015588i,0.010886+0.0078487i,0.012662+0.0048096i,0.012431+0.0033736i
0.012649-0.025743i,0.038029-0.060373i,0.051659-0.089477i,0.024616-0.084674i,-0.014258-0.065714i,-0.029523-0.052692i,-0.041754-0.065791i,-0.071035-0.088096i,-0.084446-0.060735i,-0.068811-0.012512i,-0.051193+0.00030637i,-0.042999-0.0017792i,-0.031414+0.0054867i,-0.016236+0.013538i,-0.0019084+0.016801i,0.011505+0.017712i,0.020639+0.018387i,0.022224+0.019061i,0.020511+0.015362i,0.016543+0.0075962i,0.010145+0.00091373i,0.0048195-0.0027637i,0.00057436-0.0034007i
0.0091412+0.028323i,0.016793+0.070434i,0.018563+0.10453i,-0.0010708+0.075453i,-0.04791+0.0091883i,-0.09242-0.044509i,-0.11436-0.057168i,-0.10627-0.025827i,-0.060028+0.0090165i,-0.0049561+0.019904i,0.016645+0.01243i,0.015993+0.0031734i,0.015589-0.0058837i,0.011276-0.016269i,0.0016995-0.020441i,-0.0038265-0.019894i,-4.1897e-06-0.019044i,0.0074904-0.021494i,0.0037797-0.024129i,-0.0070805-0.02175i,-0.011453-0.016816i,-0.010745-0.012421i,-0.008247-0.0089133i
-0.026723-0.0098867i,-0.058435-0.027537i,-0.076085-0.041353i,-0.036539-0.0099623i,0.031495+0.045911i,0.062901+0.088566i,0.090448+0.12589i,0.13199+0.13505i,0.13416+0.083693i,0.091706+0.022573i,0.056149+0.010599i,0.044619+0.015654i,0.037157+0.0062556i,0.024048-0.0039433i,0.008546-0.011649i,-0.004092-0.017972i,-0.010634-0.022764i,-0.014999-0.024675i,-0.014917-0.017828i,-0.011094-0.0072812i,-0.0089942+0.00049538i,-0.006521+0.0048288i,-0.0039837+0.0051059i
0.029657-0.01868i,0.068209-0.033431i,0.10759-0.031234i,0.092261-0.006192i,0.040656+0.031658i,0.025435+0.05226i,0.028663+0.018585i,0.020392-0.039716i,-0.0043328-0.063158i,-0.032774-0.05065i,-0.040507-0.031834i,-0.040679-0.014951i,-0.042308+0.0012352i,-0.034621+0.01526i,-0.020455+0.028237i,-0.0084977+0.035802i,-0.0084352+0.032061i,-0.01614+0.027232i,-0.015427+0.029281i,-0.0052545+0.030085i,0.0026219+0.02491i,0.0043562+0.017571i,0.0034461+0.011026i
-0.0070907+0.03606i,-0.024651+0.073179i,-0.062348+0.073772i,-0.075684-0.0039036i,-0.037793-0.10727i,-0.019709-0.16138i,-0.052668-0.17113i,-0.1039-0.1516i,-0.11916-0.086595i,-0.080488-0.020279i,-0.037437-0.0050817i,-0.018021-0.011988i,-0.0089773-0.0086444i,-0.0034272+0.0009573i,0.0019324+0.0086824i,0.0039229+0.013217i,0.0020992+0.02072i,0.0034064+0.025141i,0.007863+0.01595i,0.0098585+0.0034542i,0.011184-0.0027998i,0.01154-0.0050923i,0.0081242-0.0039917i
-0.017419-0.03181i,-0.037737-0.076948i,-0.022233-0.11087i,0.016333-0.086682i,0.018828-0.028734i,0.013288+0.019589i,0.021474+0.077132i,0.032052+0.12497i,0.050728+0.11833i,0.060644+0.083714i,0.05483+0.062057i,0.052812+0.046122i,0.056751+0.025136i,0.054628+0.0035173i,0.043762-0.015712i,0.033657-0.028326i,0.029792-0.029344i,0.029755-0.022867i,0.025886-0.019868i,0.018069-0.020824i,0.010712-0.019826i,0.0041378-0.015862i,0.0025646-0.010196i
0.042666+0.0088878i,0.094491+0.039152i,0.10191+0.0991i,0.027532+0.16005i,-0.054748+0.17239i,-0.086287+0.14013i,-0.046141+0.10649i,0.03381+0.080574i,0.074756+0.030261i,0.056326-0.021138i,0.023763-0.032049i,0.0031019-0.019468i,-0.0059782-0.011288i,-0.0078986-0.010843i,-0.0092153-0.01243i,-0.0090453-0.011072i,-0.0037293-0.013778i,-0.0038197-0.020977i,-0.010799-0.017367i,-0.01432-0.0074113i,-0.014401-0.0018737i,-0.012813+0.00069347i,-0.0075331+0.00052992i
-0.03363+0.02547i,-0.093723+0.039536i,-0.12977+0.012839i,-0.08701-0.060149i,-0.0061407-0.10295i,0.039573-0.10696i,0.024018-0.13604i,-0.031665-0.16757i,-0.076608-0.13707i,-0.070667-0.08371i,-0.042751-0.06193i,-0.037665-0.053471i,-0.047032-0.036457i,-0.047478-0.015173i,-0.042268+0.0053398i,-0.038112+0.017642i,-0.036805+0.015301i,-0.035107+0.0071324i,-0.027769+0.0034609i,-0.019219+0.00474i,-0.011972+0.0068497i,-0.0051777+0.0074606i,-0.002278+0.0057307i
0.009396-0.042382i,0.050588-0.10637i,0.11677-0.15733i,0.17185-0.13755i,0.18016-0.076474i,0.13441-0.019914i,0.062836+0.022583i,0.0019238+0.048495i,-0.02713+0.065841i,-0.029486+0.076902i,-0.019805+0.069643i,-0.0019264+0.055311i,0.013887+0.044726i,0.016515+0.035501i,0.016195+0.025214i,0.016185+0.015043i,0.0082139+0.015661i,-0.00098631+0.024916i,-0.00111+0.02534i,0.0035516+0.01529i,0.0068844+0.0068261i,0.0090469+0.0013218i,0.0075491-0.0022369i
0.030259+0.041104i,0.040646+0.11594i,0.017139+0.19758i,-0.067071+0.19652i,-0.15092+0.1101i,-0.15142+0.050768i,-0.076346+0.079394i,0.031939+0.12114i,0.10987+0.097653i,0.10398+0.043197i,0.055886+0.027432i,0.037687+0.032002i,0.046075+0.021508i,0.048975+0.0050057i,0.04259-0.0072778i,0.035444-0.01005i,0.033594-0.0049973i,0.030041-0.000387i,0.017389-0.00040098i,0.0046438-0.0029378i,-0.00011876-0.0055853i,-0.00077224-0.0064859i,-0.0010925-0.0033337i
-0.045284-0.0094077i,-0.11667-0.04688i,-0.20291-0.10621i,-0.22054-0.12389i,-0.15128-0.079657i,-0.062656-0.057725i,-0.0048259-0.10491i,0.0024595-0.15671i,-0.0072775-0.1591i,0.0038429-0.12422i,0.021904-0.085962i,0.015989-0.062795i,-0.0020778-0.047563i,-0.0085307-0.031811i,-0.0092914-0.019305i,-0.0096431-0.014448i,-0.0040296-0.017419i,0.0056955-0.022207i,0.0099953-0.018121i,0.0067593-0.0057356i,0.0010348+0.0022243i,-0.0045335+0.0031068i,-0.0061769+0.0025138i
0.038421-0.029896i,0.12299-0.057111i,0.25384-0.062257i,0.32939-0.02207i,0.27683+0.039785i,0.1564+0.059868i,0.036204+0.019468i,-0.072711-0.032447i,-0.15226-0.034984i,-0.15083-0.0021863i,-0.092258+0.0036148i,-0.054465-0.014182i,-0.053375-0.017572i,-0.057071-0.0069864i,-0.05024+0.0043037i,-0.038899+0.0088434i,-0.03387+0.0063276i,-0.033273+0.0031799i,-0.02477+0.0057787i,-0.010039+0.01042i,-2.7256e-05+0.010369i,0.003574+0.0073095i,0.0057665+0.0046083i
-0.0022278+0.059446i,-0.024085+0.1411i,-0.068172+0.22983i,-0.075607+0.22255i,-0.023444+0.099253i,-0.0035073+0.019107i,-0.023964+0.082896i,-0.0047774+0.20063i,0.043129+0.23155i,0.042634+0.16572i,0.0092283+0.096464i,0.0036972+0.066728i,0.020825+0.051499i,0.029983+0.032491i,0.027839+0.017398i,0.01955+0.01351i,0.0066665+0.017834i,-0.0053311+0.021205i,-0.0083553+0.01122i,-0.0029734-0.0074389i,0.0031012-0.016108i,0.0066832-0.012408i,0.0052375-0.0059902i
-0.037441-0.048606i,-0.096592-0.13207i,-0.15889-0.25596i,-0.19835-0.31637i,-0.18925-0.24303i,-0.10373-0.13033i,0.01749-0.066367i,0.1228-0.046367i,0.1844-0.036953i,0.17876-0.027047i,0.11797-0.010717i,0.062911+0.01389i,0.0496+0.030774i,0.053612+0.030339i,0.050309+0.016649i,0.043187+0.0039174i,0.042914+0.0014428i,0.044012+0.0035463i,0.035114+0.0028734i,0.019432-0.0033932i,0.0051714-0.0077603i,-0.0026241-0.0056991i,-0.0017991-0.0037456i
0.063172+0.0081484i,0.15937+0.019323i,0.2498+0.044273i,0.22841+0.06224i,0.091655+0.057645i,-0.017014+0.04349i,-0.016058-0.037448i,-0.014586-0.18004i,-0.059774-0.25088i,-0.068763-0.19875i,-0.031845-0.12103i,-0.011649-0.085328i,-0.022654-0.07069i,-0.03747-0.051827i,-0.040021-0.030638i,-0.027622-0.017321i,-0.011341-0.019048i,-0.0038766-0.026085i,-0.0068378-0.019629i,-0.014686-0.002533i,-0.017165+0.0091366i,-0.012344+0.0097193i,-0.0069451+0.0065156i
-0.041594+0.032982i,-0.11742+0.10562i,-0.17708+0.20196i,-0.12914+0.26709i,0.0059708+0.24955i,0.071219+0.1455i,-0.01402+0.070945i,-0.13496+0.083482i,-0.18151+0.091934i,-0.162+0.054432i,-0.10656+0.023219i,-0.043454+0.0083375i,-0.010055-0.010438i,-0.0063836-0.024006i,-0.012622-0.022441i,-0.025057-0.016775i,-0.040931-0.012802i,-0.045847-0.01257i,-0.034833-0.013977i,-0.01897-0.0086515i,-0.0041837-0.0016009i,0.0049212-2.9677e-05i,0.0037563-0.0011142i
0.011237-0.04184i,0.023821-0.13722i,0.019712-0.23431i,0.010059-0.24713i,0.033428-0.18025i,0.06482-0.092659i,0.058976+4.1112e-05i,0.053767+0.1171i,0.075823+0.20241i,0.079293+0.189i,0.046444+0.12101i,0.011488+0.075687i,0.0035281+0.065137i,0.016779+0.061925i,0.026344+0.04829i,0.023851+0.031046i,0.013742+0.026263i,-0.0014976+0.032582i,-0.0070396+0.030747i,0.0046971+0.015363i,0.013888+0.0008512i,0.013147-0.0053932i,0.0091167-0.0055621i
0.025724+0.034449i,0.078475+0.091671i,0.15557+0.097387i,0.16318-0.016601i,0.041574-0.15044i,-0.075174-0.16538i,-0.032835-0.1038i,0.091799-0.099289i,0.15012-0.12123i,0.13098-0.092598i,0.084588-0.055863i,0.03708-0.036527i,0.0049487-0.019067i,-0.010241-0.0090609i,-0.011079+0.0016253i,0.0035997+0.016864i,0.023934+0.020948i,0.035744+0.016005i,0.028588+0.011798i,0.0091504+0.0082718i,-0.0044525+0.0031451i,-0.011144+0.00020689i,-0.0090104+0.0058093i
-0.037014-0.015374i,-0.10404-0.028362i,-0.18371+0.0038613i,-0.19876+0.083702i,-0.14738+0.13194i,-0.10761+0.10935i,-0.098338+0.042764i,-0.096626-0.040191i,-0.091125-0.1147i,-0.072958-0.13446i,-0.045027-0.093663i,-0.012689-0.04529i,0.010682-0.027251i,0.012861-0.024303i,0.0031608-0.022496i,-0.0091443-0.022132i,-0.01627-0.020715i,-0.009434-0.021726i,0.00045347-0.018563i,0.00020276-0.0063992i,-0.0054523+0.0028046i,-0.0070096+0.0047199i,-0.003938+0.0010773i
0.032595-0.010257i,0.073749-0.029466i,0.085799-0.056697i,0.030581-0.019587i,0.00043367+0.10059i,0.054579+0.17196i,0.069953+0.13396i,-0.0070963+0.10153i,-0.075444+0.11456i,-0.085877+0.10491i,-0.064094+0.077419i,-0.0324+0.050404i,-0.0099762+0.029878i,0.0049236+0.025719i,0.01555+0.020389i,0.014014+0.0060669i,-0.0028199-0.0028684i,-0.023218-0.00090238i,-0.022002+0.0027199i,-0.0025008+0.00039457i,0.01026-0.00087476i,0.01381+0.00082929i,0.011369-0.0029991i
