-0.0010836-0.00040206i,-0.001451-0.001207i,-0.0016427-0.0015112i,-0.0021446-0.0010477i,-0.0027289+5.0663e-06i,-0.0024347+0.0013044i,-0.0016239+0.0017838i,-0.00043774+0.001835i,0.00062665+0.0012894i,0.00037648-7.63e-05i,-0.00010574-0.00085135i,0.00035262-0.0009032i,0.00035027-0.00089452i,-1.0319e-05-0.0010347i,-0.00033238-0.00073892i,-0.00057138+8.5341e-05i,-0.00040057+3.4999e-05i,-0.00026022-0.00011077i,0.00042703+0.00047564i,0.001015+0.0004201i,0.00044525+0.00050474i,-0.00024688+0.00026697i,-0.00025765+0.00012392i
-0.0010657-5.2015e-05i,-0.00047164+0.0002958i,-0.00057836+0.0011587i,-0.00039995+0.0016723i,-0.00047217+0.0017169i,-0.00011505+0.00071881i,0.0011151-0.00018024i,0.0010879-8.1674e-05i,0.00017575+0.0002719i,0.00029903+0.00061735i,0.0010302+0.00089506i,0.00093232+0.00055784i,0.00029981-0.00053728i,-7.501e-05-0.0013767i,0.00059188-0.0009391i,0.00059819-0.00043676i,-0.00027574-0.00013163i,-9.893e-05+0.00021609i,0.00042548+0.00032794i,0.00022418+0.0002669i,0.00014528+0.00020042i,0.0006611+0.00023155i,0.00078222+0.00041298i
-0.00089436-0.0013926i,-0.0012763-0.0012863i,-0.0012861-0.0017557i,-0.0010737-0.00023167i,-0.00018355+0.0010227i,0.00026655+0.00086653i,-0.00063108-0.00029833i,-7.1257e-05-0.0010647i,0.00052611-0.00064584i,-0.00049661-0.00040973i,-0.0010294-0.00053229i,-0.00054108-0.00023362i,-0.00069033+0.00031021i,8.8816e-05+0.00033146i,0.0009987-6.8607e-05i,0.00046553+0.00021477i,0.00027694+0.00059173i,0.00031975+0.00057659i,0.00010045+0.0006038i,-0.00032375+0.00019803i,-0.00071517-0.00025173i,-0.0008017-0.00013787i,-0.00056529-5.5508e-05i
-0.00024585-0.00041045i,0.0011941-0.00048825i,0.00074149-0.00051916i,-0.00086766+0.00055506i,-0.0011623+0.00081059i,-0.0011785+0.0001743i,-0.0015371+0.00034814i,-0.00056502+0.0006467i,0.00056167+0.00034706i,0.00097782-0.00040381i,0.0014438-0.001419i,0.0013452-0.0014293i,0.0005072-0.0007815i,0.00028605-0.00045799i,0.00016459-0.00025314i,0.00016575+0.00015033i,9.6383e-05+0.00017841i,-1.8916e-05+0.00014625i,-0.00022748+0.00097751i,-0.00011607+0.00070677i,0.00075815-0.00040775i,0.00060853-0.00065041i,-0.00039205-9.5672e-05i
0.00052657-0.00077728i,0.00095638-1.6983e-05i,0.00052894+0.00069958i,0.00033269+0.0010565i,0.00061057+0.00078692i,0.00051637+0.00095318i,-0.00036278+0.00086567i,-0.0011252+0.00016649i,-0.00055208-0.00060706i,0.00060093-0.00044855i,0.00086483-0.00010338i,0.00074046-0.00032149i,0.00088328-0.00073167i,0.00052616-0.001116i,0.00018421-0.0007347i,0.00059909-6.4966e-05i,0.00075344+0.00034235i,-7.3141e-05-0.00018924i,6.5946e-06-0.0008623i,0.00015726-0.00026131i,-0.00042157+9.8796e-05i,0.00027412+0.0001023i,0.0010318+0.00045806i
0.0010735+6.103e-05i,-0.00035337-0.0012445i,-0.00075216-0.0014631i,-0.00036626-0.0011503i,-0.00078108-0.00035702i,-0.00056568-7.0442e-05i,-0.00024571+0.00038202i,-0.00020219+0.00076883i,-5.4253e-05+0.00011831i,-0.00012715-0.0005346i,-0.00092558-0.00031477i,-0.0010201-0.00011529i,-0.00025974-0.00087754i,9.5588e-05-0.00066924i,-0.00017114-0.0004152i,-0.00047506-0.00095089i,-0.00045443+0.00015784i,0.00027126+0.00082799i,0.00099214+0.00013673i,0.00074079+0.00015443i,0.00031826+1.9771e-05i,-0.00032512-0.00041173i,-0.0014004+1.3991e-05i
0.0014941+0.00030367i,0.0023304+0.00043756i,0.0026327+0.00063998i,0.0014706+0.00031138i,0.0011222+0.00030761i,0.0012977+0.001181i,0.00071018+0.00066657i,0.00020276+0.00021381i,0.00015149+0.0013186i,-7.1768e-05+0.0010503i,-0.00026939-0.00060141i,-0.0003244-0.0016359i,-0.00065233-0.0016402i,-0.00067151-0.0014013i,-0.00012573-0.00069438i,6.3167e-05+3.2491e-06i,0.00012717+0.00031524i,0.00048942+4.6867e-05i,0.0010708-8.8748e-05i,0.0010431+0.00029914i,0.00019489-2.3685e-05i,-0.00022953-0.00028429i,-0.00042333-0.00048633i
0.00014538+0.0014995i,-0.00063008+0.0010037i,-2.9692e-05+0.00062781i,-0.00014848+0.00036595i,-0.0006731+3.9465e-05i,-0.0010084-0.00015564i,-0.0010479+4.0427e-05i,-0.00086364-0.00011164i,-0.00075444-0.0005995i,1.0768e-05-0.00064911i,0.0010446-0.00097478i,0.00070267-0.0013822i,1.5706e-05-0.00052907i,-0.00050283+0.0003725i,-0.00091548+1.4894e-06i,1.059e-05-9.7706e-05i,0.0002829+2.8528e-06i,0.0004065-1.7379e-05i,0.00060359+0.00017224i,0.00012682+0.0004713i,-0.00028911+0.00066234i,-0.00033804+5.4621e-05i,0.00041145-0.00060214i
0.0010863+0.00011082i,0.00063315+0.00021945i,0.0015176+0.0005377i,0.0015624-0.00020059i,1.7064e-05-0.00092071i,-0.00087342-0.00017148i,-0.00049318+0.00062157i,-0.000695+0.00032734i,-0.00045133-0.00016334i,0.00030522-0.00095468i,5.9861e-05-0.001543i,3.596e-05-0.0014896i,-0.00069694-0.0015842i,-0.00093212-0.001384i,-0.00050311-0.00053197i,0.00027434-5.4614e-05i,0.00057696+0.00032913i,-1.4989e-05+8.8334e-05i,0.00020108+0.00041086i,9.7297e-05+0.0015428i,-0.00040158+0.0016286i,-0.00042858+0.00081255i,4.3283e-05+0.00054762i
0.00077777-0.00015486i,0.000707-0.00072101i,0.0011445-0.0013069i,0.0016877-0.0012017i,0.00085637-0.0011322i,6.1538e-05-0.00049228i,-0.00028201+0.00015949i,-0.00049831+0.00034365i,-0.00020715+0.00070591i,-3.0066e-05+7.4578e-05i,4.6123e-06-0.00048221i,-0.00044858-0.00058275i,-0.00070452-0.0010065i,-0.00065275-0.0010367i,-0.00045745-0.0013298i,0.00028137-0.0011227i,-6.2219e-06-0.00028512i,-5.4543e-05+0.00021067i,0.00030066+4.4493e-06i,-0.0002445-0.00012179i,-0.00068927+5.3442e-05i,-0.00097086+0.0001059i,-0.00064078-0.00020893i
0.0016169-7.5333e-05i,0.0011426+0.00052318i,6.0173e-05+0.00019823i,-0.00043174-3.2579e-05i,-0.00039682+0.00052739i,-0.00010676+0.00073404i,-6.203e-05+0.00054164i,-0.00023038+0.00010386i,-0.00068405+1.7939e-05i,-0.0011161-0.00058959i,-0.00036723-0.00059875i,0.00020766+0.00041853i,0.00035536+0.0001555i,0.00051771-4.2465e-05i,0.00072924-1.5663e-05i,0.0010885+0.00027605i,0.00065357+0.00079306i,0.00074278+0.00045842i,0.00057656+0.00028287i,-0.00026515+0.00079411i,-0.00020488+0.00082619i,-0.00041445+0.00063583i,-0.0011973-6.7178e-07i
-1.625e-05-0.001169i,-0.00018462-0.001295i,-0.00017913-0.0011162i,-0.00047179-0.0014068i,-7.5391e-05-0.0015011i,0.00019599-0.0007356i,-0.00042714-3.6152e-05i,-0.001273-3.4693e-05i,-0.0014189-9.9125e-05i,-0.00092875-0.00093639i,-0.00055027-0.0013436i,-0.0005781-0.0016933i,-0.00064714-0.0020745i,-0.00036429-0.0011612i,-0.00069173-0.0002717i,-0.00095156-0.00061318i,-0.0006786-0.00047838i,-0.00063482+0.00027339i,-0.00037025+0.00038541i,0.00025221+0.00028687i,0.00055864+0.00032779i,0.00045298-5.8814e-05i,0.0002766+7.8269e-06i
-0.00030117-0.00082168i,-3.8553e-05-0.00084089i,-0.00012521-0.00088807i,-0.0011106-0.00053599i,-0.0017684+7.5144e-05i,-0.0010884+0.0013727i,-0.00030725+0.0014782i,-0.00028568+0.0013179i,4.9024e-06+0.00058176i,0.00038743+0.00011933i,-0.0001837+0.00053669i,-0.00041575+0.00099395i,0.00058393+0.0010214i,0.00078665-0.00012491i,0.00019778-0.00076372i,0.00018493-0.0005864i,0.00053616-2.0024e-06i,0.0005107+0.00049199i,0.00035762+2.5348e-05i,0.00054264-0.00021468i,0.0003549+0.0007301i,-4.6127e-05+0.0010282i,0.00014523+0.00027469i
0.0018046-0.0018286i,0.00016581-0.0027188i,-0.0014657-0.0030195i,-0.0018275-0.0021304i,-0.001214-0.0012248i,0.00055718+0.00017006i,0.00084315+0.00088856i,-0.00055798-0.00051515i,-0.00091957-0.0016301i,-0.00065252-0.00089049i,-0.00083412-0.00075742i,-0.00090734-0.00083835i,-0.00079789-0.00095597i,-0.0007925-0.00087092i,-0.00015417-0.00036517i,0.00048745-0.00032491i,0.00072443+6.5571e-05i,0.00048668+0.00061607i,-4.7492e-05+0.00073126i,-4.3148e-05+0.0010928i,0.00027856+0.00023646i,0.0002273-0.00053812i,0.00023013-0.00022726i
-0.0020519-0.00036132i,-0.00087222-0.00034343i,-2.1442e-05+0.0018123i,-3.2112e-05+0.0014407i,-0.0010021+0.00026752i,-0.002075+0.00011875i,-0.001841-0.00050998i,-0.0007455-0.00064981i,3.2233e-05-0.00027746i,4.536e-05-2.1816e-06i,-0.00015054-0.00056467i,-8.3665e-05-0.0012541i,0.00068042-0.0014688i,0.00030213-0.0012852i,8.0316e-05-0.0012628i,0.00033958-0.00075032i,0.00035912-0.00054361i,0.00032543-0.0002388i,-8.5045e-05+0.00027553i,-0.00025169+0.0001655i,-8.8308e-05+2.099e-05i,-2.3853e-05+0.00045456i,-0.00040239+0.00037417i
-0.00095925-0.00020498i,-0.0004442-0.00012217i,-6.1804e-05+0.00065248i,-0.00032872+0.00078858i,6.5219e-05+0.0011285i,0.00060725+0.0017543i,0.00081814+0.002064i,0.0001427+0.0014877i,-0.00015776+0.00075469i,-0.00024316+0.00050858i,-0.0002504+0.00022781i,-5.1769e-05-0.00025712i,-0.00012513-0.00053817i,-0.00054513-0.00043254i,-0.0003604-0.00077425i,-0.0002068-0.0011755i,0.00010956-0.0010418i,0.00046559-0.00041412i,0.00042082-0.00037455i,-0.00010931-0.00085089i,-0.00040378-0.00048518i,0.00041593+0.00010579i,0.00059977-8.9064e-05i
0.00015698+0.0020577i,0.0003187+0.001231i,0.0010864+0.00053782i,0.001499-0.00051821i,0.00060297-0.0013922i,-0.00081043-0.0015526i,-0.00044226-0.0011079i,0.00011183-0.00075431i,-6.9747e-05-0.00082606i,0.00050297-0.00022855i,0.00035657-0.0001994i,-0.00052493-0.00090233i,-0.00080611-0.0011032i,-0.00050749-0.00061514i,-0.00050959-0.00058342i,-0.00081432-0.00027624i,-0.00054184+0.00070605i,-0.00044008+0.00095276i,4.2465e-05-9.1035e-05i,0.00021677-0.00048142i,-0.00042968+8.8008e-05i,-0.00039263+0.00016091i,-0.00024566+4.7871e-05i
0.00046172-0.00030191i,0.00083559+7.5688e-05i,0.00038692-1.2501e-05i,0.00048053+0.0010072i,0.00024724+0.0019168i,-0.00021328+0.0014885i,2.312e-05+0.0012493i,3.7481e-05+0.00093869i,-0.00020883+7.037e-05i,4.4375e-05-0.00097729i,-0.00079888-0.00097118i,-0.00078727-0.00099172i,-5.1262e-05-0.0011696i,-0.00031779-0.00081923i,-0.00050057-0.00044451i,-0.0002307+0.00013833i,0.000245+0.00053956i,0.0005847+0.00037721i,0.00070102+0.00023573i,0.00041419+0.00037055i,8.4834e-05+0.00036915i,2.5809e-05+4.7928e-05i,0.00027311-0.00055316i
-7.7322e-05-0.001939i,-0.00096827-0.0014085i,-0.0013756-0.0016907i,-0.001269-0.0009971i,-0.00058408-0.00012877i,0.00042522+0.00050269i,9.3574e-05+0.00023021i,-1.7635e-06-0.00013397i,-4.6305e-05+0.00018534i,-0.00041785+0.00018038i,-0.00034867+0.00041736i,-4.2311e-05+0.0011212i,0.00052648+0.00097299i,0.0003959+0.00035697i,-0.00065088-0.00040479i,-0.000599-0.00081417i,-0.00047559-0.00093843i,-0.00075018-0.00058604i,-0.00059042-0.00015549i,-0.00054341-0.00038632i,-0.00031659-0.0002028i,-0.00028994-3.7652e-05i,-8.9217e-05-0.00010507i
-8.7011e-05+0.00073006i,-0.0001629+0.00043733i,0.0008264+0.00045831i,0.0012277+0.00074826i,0.00011214+0.0013066i,-0.00063055+0.0017183i,-0.00035276+0.00072809i,-6.6087e-05+0.00034363i,-0.00067695-0.00041307i,-0.00072148-0.0010724i,-0.0003343-0.00034278i,-0.00061101-0.00030371i,-0.0003643-0.00068349i,-3.6715e-05-0.0011031i,-0.00020518-0.0012911i,0.00037267-0.0014736i,0.00035145-0.0012537i,-0.00019577-0.00076746i,0.00069054-8.721e-05i,0.00072685+0.00022809i,-0.00016907+0.00017777i,-0.00017065-0.00035883i,0.00014293-0.00070334i
-0.00062687+4.6965e-05i,-0.00029096+0.00034997i,-1.3978e-05+0.00068791i,-0.00023379+0.00030104i,-0.00025019+0.00019016i,0.00013615+0.0010979i,0.00095406+0.00084656i,0.00098856+5.839e-06i,-3.5753e-05-0.00031783i,-0.00046791-0.00099201i,-0.00021843-0.0012957i,-0.00045999-0.0012791i,-0.00027756-0.00091894i,0.00039777-0.00046746i,0.00056438-0.00040754i,0.00050859-0.00067572i,0.00065513-0.00037646i,0.00079981+0.00023376i,0.00022009+0.00063522i,-0.000272+0.00076246i,-0.00071144+0.00018738i,-0.0012676+0.00047867i,-0.0010459+0.00094696i
0.0003148+0.00060875i,0.00049812-0.0006981i,0.00023635-0.0019829i,-0.00039874-0.0014842i,-0.0011634-0.0014017i,-0.0012807-0.0015394i,-0.0009361-0.00031317i,-7.6176e-05+2.8758e-05i,1.4145e-05-0.00047072i,-0.0002198-0.0012023i,0.00012619-0.0010528i,7.3684e-05-0.00041637i,-0.00071695-3.5722e-05i,-0.00082172-0.00023103i,1.4503e-06-0.00055591i,8.0324e-05-9.3402e-05i,0.0003865+0.0001826i,4.208e-06+0.0010214i,-0.0013516+0.0010556i,-0.00097105+0.00034957i,-0.0001412+0.00046384i,-0.00043182-0.00024021i,-0.00051077-0.0010808i
-0.00099342+0.0018377i,0.0007385+0.0020083i,0.0019017+0.0023499i,0.0022878+0.0023167i,0.0010176+0.0017361i,-0.0004416+0.00070069i,0.00014562-2.2206e-05i,0.0001772-0.00048424i,-0.00051668-0.00052913i,0.00017817-0.00037695i,0.0010287-0.00066832i,0.00066459-0.00094861i,-0.00017483-0.001345i,-0.00016661-0.0016282i,0.00048153-0.002026i,0.00028253-0.0018891i,-0.00013629-0.00055749i,-0.00027396+0.00059102i,-0.00030769+0.0006766i,0.00013779+0.00086752i,-7.6472e-05+0.0011009i,-0.0003085+0.0011536i,-0.00063729+0.00034905i
0.0011588+0.0007236i,0.00041377+0.0011288i,-0.00011144+0.00052249i,-0.0007118+8.2273e-05i,6.1496e-05-0.00028069i,-6.9489e-06-2.324e-05i,-0.0007222+0.00026183i,-0.00034046-5.336e-05i,0.00044174-0.00026331i,0.00068235-0.0011774i,-0.00012152-0.0016318i,-0.00078996-0.0011154i,-0.00022222-0.00062105i,0.00023257-2.843e-05i,-0.00019148+0.00035257i,-0.00074268+0.00024664i,-0.0006843-8.0013e-05i,-0.00049073-0.00036079i,-0.00047845-2.9597e-06i,-8.2953e-05-5.2139e-05i,8.9558e-05-0.00026556i,-0.00015087+4.1883e-05i,-0.00021732-0.00057121i
0.00060763-0.00060041i,0.00059609-0.00060299i,0.00026338-0.0013369i,-0.00026489-0.00092987i,-0.00056103-2.7502e-05i,-0.00064598+0.00033212i,-0.00048612+0.00033462i,-0.00015868-0.00027007i,-0.00021564-0.00067749i,-0.00078538-0.00067882i,-0.001083-0.00038369i,-0.00076648-0.00044294i,-0.00052925-0.0010122i,-4.0443e-05-0.00080284i,0.00061557-0.00031755i,0.00022274-3.8376e-05i,0.0004111+0.00093927i,0.00079493+0.0017403i,0.00015957+0.0014691i,-0.00095004+0.00064361i,-0.001462+0.0002543i,-0.0013138+0.00024008i,-0.00090114+5.0653e-05i
0.0012578-0.00065643i,0.001062+0.00022958i,0.0014745-5.1378e-05i,0.0017674-0.0010867i,0.00070055-0.0018045i,0.00012569-0.0012911i,-9.5624e-05-9.1307e-05i,1.4059e-05-6.9843e-06i,-2.9534e-05-0.00019964i,0.00018183-0.00025086i,3.2989e-05-0.00011104i,-0.00068165-0.00063643i,-0.00022891-0.0017737i,0.00020643-0.0014943i,0.00011289-0.00099245i,0.00017965-0.0009072i,0.00065013-0.00051583i,0.00050774-0.00010991i,-0.00043053+0.00056011i,-0.00068306+0.0011159i,-0.00062871+0.00045489i,-0.00050273-0.00046392i,-0.00042077-0.00040327i
-0.0021687-0.0026512i,-0.0026094-0.003132i,-0.0043805-0.0022613i,-0.0045803+8.6827e-05i,-0.0026825+0.0015532i,-0.0012359+0.0015874i,-0.00015774+0.00088813i,-0.00010225-0.00017954i,-0.00055889-0.00092281i,-0.00079039-0.00031667i,-0.00065281+0.00055802i,-0.00024122+0.0010757i,-3.5905e-05+0.00038765i,9.1817e-05-0.0003082i,0.0006194-0.00031906i,0.00072757-1.5055e-05i,0.00042723-0.00033331i,0.00018395-0.0004272i,0.00010947+0.00014962i,0.00011183+0.00073604i,0.00061158+0.0010186i,8.3053e-05+0.00031614i,-0.00087476+6.2703e-05i
0.0014255-0.00013667i,0.0017678-0.0011719i,0.0021779-0.0018155i,0.00029184-0.0012997i,-0.0012949-0.0017002i,-0.00053522-0.0012532i,-0.00038473-7.7669e-05i,-0.00029853-0.00031364i,0.00035943-0.00050506i,0.00037025-0.0003849i,-0.00047299-0.00078381i,-0.00078888-0.0011156i,-0.00086122-0.00093467i,-0.00086344-0.00012311i,-0.00037659-6.1139e-05i,-0.00021785-8.368e-05i,-0.00022356+0.00037467i,-0.00062728+0.00010015i,-0.00038671+2.0852e-05i,-0.0001275+5.1635e-05i,-0.00045316-0.00051393i,-0.00046284-0.00067775i,-4.9873e-05+0.0001295i
-0.00011113-0.00099931i,-0.00033886-0.00043198i,0.00012926-5.2691e-06i,-0.00017634+0.00012744i,-0.0014343+9.7574e-05i,-0.0017471+0.00086874i,-0.0001591+0.00098808i,0.00066297+0.0008046i,0.0002422+0.00034785i,-3.5973e-05+0.0001266i,-0.00046824-7.0206e-06i,-0.00089813-0.00039166i,-0.00056025-0.00057916i,-0.0002223-0.0003686i,-0.00038372+0.00012303i,-2.0414e-06+9.9133e-05i,0.00079209-0.00059329i,0.00080957-0.00083933i,0.00075826-0.00018725i,0.00041815+0.00026988i,0.00030263+7.9955e-05i,0.00036674-0.00019939i,8.7168e-05+0.0001299i
-0.0019085+0.00075898i,-0.0021044+0.00061361i,-0.0026835+0.001989i,-0.0014514+0.0025188i,0.00010211+0.0013925i,0.00027265+0.00072768i,1.7186e-05-0.00013392i,0.00028886-0.00095269i,0.00028953-0.00076096i,0.00013675-0.00046069i,0.00056372-0.00036125i,0.00038772-0.00027289i,-0.00013569-9.0997e-05i,-0.00024068-0.0011171i,0.00022661-0.0017941i,0.00044432-0.00034747i,3.6579e-05+0.00011799i,-0.00029855-0.00086481i,-0.00065105-0.00019184i,-0.00079757+0.0012887i,-0.00022978+0.00052025i,0.00022539-0.00019451i,7.6787e-05+1.4249e-05i
0.0015358-0.0017425i,0.0010129-0.0017473i,8.3746e-05-0.0019146i,-0.0014111-0.0015283i,-0.0020341-0.00083059i,-0.0016809+0.00044616i,-0.00095191+0.0010747i,-0.0002523+0.00069321i,-0.00012074-5.779e-05i,-0.00040804-0.00076231i,-0.00052227-0.0011183i,5.2568e-06-0.0012322i,0.00024221-0.00084567i,-7.8649e-06-0.00085502i,-2.9096e-06-0.00025539i,0.00036561+0.0008629i,0.00063544+0.00070932i,-3.5382e-05+0.00026741i,-0.00061349-0.00021535i,-0.00048663-0.00050834i,-0.0010796-0.00029299i,-0.00039277-0.0001503i,0.00085306-0.00020899i
-0.00064794-0.00072935i,-0.0020567+0.00094799i,-0.0023944+0.00095535i,-0.0016551+0.00027415i,-0.00055907+0.000902i,-2.4806e-05+0.0014204i,-6.8891e-06+0.00040824i,0.00047411-0.00072245i,0.0002359-0.00096011i,0.00037801-0.00054524i,-0.00036769-4.1498e-05i,-0.0010832-0.00037347i,-0.00064539+0.00022106i,-0.00064707+0.00051516i,-0.00026677-2.5845e-05i,0.00041555+0.0001647i,0.0012311-0.00049362i,0.0010674-0.00075415i,0.00053844-0.0007836i,0.00075803-0.00090009i,0.0010368-0.00050955i,0.00080351-0.00085726i,0.0008651-0.0009326i
0.00089192-0.00038053i,0.0014897-0.00042683i,0.0012994+6.3891e-05i,0.00020012+0.00032388i,-0.00063347-0.00016859i,-0.0010313-0.00050121i,-0.0010919+7.9766e-05i,-0.0004264+0.00079324i,-0.00034744+0.00061154i,-0.00088438-0.00051071i,-0.0007364-0.0010121i,0.00018918-0.00066945i,0.00072092-0.00078511i,6.9805e-05-0.00038212i,-0.00010775+0.00026819i,0.00041071-0.00011358i,0.00040671-0.00056923i,0.00056763-0.00010029i,0.00058508+0.00017552i,0.00042394-0.00074617i,0.00025554-0.00079875i,0.00010285+7.4344e-05i,0.00041806+0.00023108i
-0.00078431-0.00048567i,-0.0010332+6.0707e-06i,-0.0019114+0.00072382i,-0.0019605+0.0013388i,-0.00074681+0.0010151i,0.00055451+0.00095275i,0.00035258+0.00096378i,0.00032336+0.00038913i,-0.00020773+0.00084464i,-0.0009844+0.0016908i,-0.00065554+0.0013245i,-0.00055675+0.00053198i,-0.00043608-0.00094255i,0.00012402-0.0017472i,0.00031071-0.0014924i,0.00082186-0.0010342i,0.0010688-0.00030443i,0.00010392+0.0002009i,-0.00047777-0.00032949i,-0.00092454-0.00053543i,-0.00073827+5.9878e-05i,-0.00034362+4.1084e-05i,-0.00017147-0.00049061i
-0.00015091+0.0009157i,0.00023482+0.00077861i,6.787e-05+0.00025137i,0.00024208+0.00080802i,0.00050288+0.0011258i,0.00026158+0.00072491i,-0.0005297+5.4518e-05i,-0.00060148-0.0008716i,-6.2584e-05-0.00077737i,-0.00025608-0.00014903i,0.00013629-0.00021176i,0.00085613-0.00060426i,0.00064147-0.0008183i,0.00034796-0.00076548i,0.00013963-0.00082267i,-0.00040497-0.00083549i,-1.6882e-05-0.00055358i,7.6051e-05-0.00038878i,-0.0003056-4.2552e-05i,-0.00065615-0.00024127i,-0.00087811-0.00039223i,-0.0010137-0.0005517i,-0.00096389-0.00088421i
-0.0019315+0.00028159i,-0.00051485+0.0012377i,0.00011557+0.001186i,0.00046603+0.0010629i,0.00036308+0.0016648i,6.2559e-07+0.0021049i,-0.00023479+0.001769i,6.0568e-05+0.0008773i,-0.00025845+1.2086e-05i,-0.00048291-0.00019751i,0.00047022+0.00036641i,0.00037133+0.00043398i,-1.1745e-05-0.0010401i,0.00032847-0.0017893i,0.0008338-0.0011786i,0.00060935-0.00017795i,-0.00048435+0.00018517i,-0.00021293-0.00040619i,2.7186e-05-0.00016814i,-0.00074424+0.00026521i,-0.00075595+0.00028428i,-0.00020696-0.00012589i,0.00024834-0.00023253i
0.0019731+0.00033463i,0.0015552+0.00054896i,0.00073746-2.594e-05i,0.00060092-0.00097845i,0.000806-0.00082117i,0.00064467-0.00053073i,0.0013377-0.00024977i,0.0016033-0.00060586i,0.0010334-0.00059909i,-0.00010819-0.00093717i,-0.00058155-0.0022089i,-0.00086448-0.0016283i,-0.00030497-0.00017357i,0.00085412+0.00012619i,0.00088504-0.00031571i,0.00026165-0.00042125i,0.00025081+0.00066466i,0.00055207+0.00075989i,-0.00018791+0.00038424i,-0.00033392+0.00017667i,0.00014216-4.3533e-05i,0.00049963-0.00014736i,0.00068742-0.0010299i
0.0020693+0.00025219i,0.0030918-0.00045768i,0.0032536-0.00049318i,0.0019354-0.00012253i,-0.00037566+0.00010673i,-0.0018317+0.00022827i,-0.0013658+1.0004e-05i,-0.00040933-0.0003805i,-3.8067e-05-0.00022819i,-0.00020555+0.00014238i,-0.00020392-0.00066144i,-0.00016262-0.00097786i,-7.9625e-05-0.00054863i,-9.3253e-05-0.00068172i,-0.00035202-0.0009038i,-0.00060798-0.00058672i,-0.00054559+9.2077e-05i,2.6076e-05+0.00021288i,0.00056155+0.00021935i,0.00052887-0.00023899i,0.001013-0.0005661i,0.00094625-0.00028771i,0.00013896-0.00082277i
-7.5307e-05+0.00044941i,-0.00011259+0.00040365i,0.00041304+0.00032645i,0.00059931+0.00037487i,0.00034682+0.00037333i,0.00079101-0.00033372i,0.00043047-0.00031519i,-0.00055118-0.00022737i,-0.00028145-0.00062453i,0.00022435-0.00055911i,0.00033819-0.00043388i,0.00046909-0.00068914i,0.00043061-0.0008788i,0.00015166-0.0011066i,0.00076477-0.00064713i,0.0013532+0.00049464i,0.00042245+7.7839e-05i,-0.00014826-5.8807e-05i,-0.00017932+0.00081058i,-0.00033767+0.00018922i,-0.00011601-0.00073346i,0.00015098-0.00037198i,0.00019395+0.00027361i
-0.00049787-0.00082385i,-0.00098609+5.4184e-06i,-0.0015195+8.9385e-05i,-0.00096499+0.00066915i,-0.00035514+0.0011424i,-0.00026019+0.00071217i,-0.00072805+0.00054096i,-0.00041044+0.00059586i,5.3572e-05+0.00070518i,2.0686e-05+0.00084827i,-0.00019762+0.00047846i,-0.00032678-0.00023955i,-0.0002912-0.00036321i,4.6154e-05-0.00031145i,0.00058892-0.00034546i,0.0001282-5.0063e-05i,-0.00044678-8.1691e-05i,0.0003174-0.00016163i,0.0010836+3.6842e-05i,0.00074279-0.0002395i,0.00035355-0.00052169i,0.00014753-0.00047646i,-0.00060243-0.00019419i
-0.00044921+0.00046046i,-0.0016993+0.0014214i,-0.0014491+0.0023225i,-0.00096592+0.0017124i,-0.0008053+0.00039913i,-0.0005145-0.00063242i,-0.00059458-0.0011127i,-0.00059199-0.0011584i,0.00011904-0.0010871i,0.00038332-0.0010543i,-0.00026474-0.0013124i,-0.00037837-0.002185i,0.00021293-0.0025265i,0.0005488-0.0016978i,0.00023344-0.000962i,-3.8196e-05-0.00039394i,0.00046965-0.00037585i,0.00072567-0.00031113i,0.00094748+0.00019577i,0.00041605+0.00051458i,-0.00052176+7.0507e-05i,-0.00076046+6.1279e-05i,-0.00051846+0.00059118i
0.00028573-0.0017289i,-0.00021756-0.00088642i,-0.0012894-0.0016971i,-0.0016517-0.00093886i,-0.0018909+0.00062953i,-0.0018434+0.0015042i,-0.00086652+0.0010829i,-0.00013491+0.00052815i,8.5495e-06+0.00022098i,-0.00055232-0.00052278i,-0.00056802-0.00052177i,0.00020905-0.00059362i,-0.00015472-0.0013233i,-0.00081457-0.0014322i,-0.0007-0.0011875i,-0.00020092-0.0007234i,-0.00029661+0.00018691i,3.8581e-05+0.001344i,0.0004029+0.0016153i,-0.00012036+0.00055236i,-1.5106e-05-0.00013526i,-0.00054512+0.00025101i,-0.00059434+0.00078005i
0.0015541+0.0012172i,0.0017682+0.00092331i,0.0017762+0.00041237i,0.0014485+0.0002401i,0.0010361+0.00025683i,0.00011229+0.00047752i,-0.00019207+0.00032027i,0.00091211-0.00011456i,0.0013535-0.00013724i,0.00067426-0.00075176i,0.00061057-0.0015368i,0.00048132-0.0013469i,-0.0003585-0.00079239i,-0.00039804-0.00054954i,-8.5249e-05+0.00010623i,-0.00046734+0.00059905i,-0.00073474+0.00040349i,-0.00047648+4.3372e-05i,0.0001546-8.6596e-05i,0.00049068+0.00085311i,0.00034155+0.00066877i,-0.0002742-0.00048582i,-0.00018292-0.00056398i
