0.00033398+0.00021691i,0.0010652+0.00045578i,0.00089494+0.0009559i,0.00011398-0.00014329i,-0.00098375-0.00017382i,-0.00086553+0.0011317i,-0.00014546+0.0012126i,0.001042+0.0015598i,0.0016893+0.0013927i,0.0015599+0.00062785i,0.0017391+0.00038485i,0.0011038+0.00011352i,-0.0001042-5.4705e-05i,-0.00068322-0.00030311i,-0.0006528-0.00057051i,-0.00052706-0.0002091i,-0.00078001+0.00039788i,-0.00065082+0.00072472i,1.395e-05+0.00080472i,6.5743e-05+0.00054941i,-0.00054019+0.00018139i,-0.00079314-0.00041488i,-0.00071886-0.00038637i
-0.00015708-0.0015447i,-0.00092052-0.0014112i,-0.001616-0.0013199i,-0.0021069-0.0018202i,-0.0031684-0.0021601i,-0.0030217-0.00068017i,-0.0014229+0.0011855i,-0.00048098+0.0010858i,-0.00048393-0.00021677i,-0.00017439-4.0794e-05i,0.000589+0.00050377i,0.00056423+0.00080066i,0.00034313+0.0007335i,0.00091608+0.0003811i,0.00075264+0.00045598i,7.2417e-05+0.00067507i,0.00031581+0.00041295i,0.00056612+0.00024842i,-0.00045011+0.00024586i,-0.00091542-0.00038264i,-0.00023259-0.00050514i,0.00042641-0.00018289i,0.00094207+0.00019662i
0.0015538-0.0021707i,0.00034121-0.0033764i,-0.001548-0.0037473i,-0.0027589-0.0029728i,-0.0031553-0.0010702i,-0.0033164+0.00063969i,-0.0022602+0.0019695i,-0.00089655+0.0017057i,0.00035993-2.9126e-05i,0.00054682-0.00049259i,0.00028246+0.00084736i,0.0002813+0.0012185i,5.8006e-05+0.0003594i,8.0461e-05-0.00013636i,-0.00019964-0.00021844i,-0.00033524+0.00041497i,0.0004923+0.00080685i,0.00016605+0.00041234i,0.00019871-5.8453e-05i,0.0014731+0.0004755i,0.0012274+0.00065058i,0.00053863+2.7504e-05i,0.00052111-0.00014324i
-0.001286+0.0017376i,-0.00056765+0.003124i,0.00059549+0.003809i,0.00089387+0.0013721i,0.00086055-0.00064474i,0.00079418-0.00055538i,0.00027656+0.0009636i,-9.1478e-05+0.0015832i,0.00073672+0.00094519i,0.00128+0.00055228i,0.00085795+0.00051063i,0.00036519+0.00054507i,-0.00028474+0.00043553i,-0.00036541+0.00083253i,2.5747e-05+0.0007855i,-7.1907e-05+0.0005181i,-0.00057203+0.00078909i,-0.00059074+0.0004798i,-0.00022694-0.00031206i,0.00074771-0.00061256i,0.0012561-0.00010146i,0.00065163-0.00010125i,6.8283e-05+0.00044454i
-0.0011153-0.00042661i,-0.0021589-0.0012516i,-0.0021065-0.0023412i,-0.0017335-0.0030946i,-0.0016021-0.0022111i,-0.001741-0.00043264i,-0.0019985+0.00072866i,-0.0015834+0.0011698i,-0.00061741+0.0011312i,-0.0001105+0.0012641i,8.6117e-05+0.0013379i,-2.1141e-06+0.00068557i,-0.00024596+0.00050861i,-0.00018888+0.00092003i,-0.00038228+0.00047284i,-0.00085009-0.00030199i,-0.00044096+4.4364e-05i,0.00056209+0.00018104i,0.00083481-0.00022007i,0.00043557-0.00031035i,-0.00025251-0.0005817i,-0.00028621-0.00060107i,-0.00023576-6.3377e-05i
0.00076737-0.00077304i,0.0017169-0.00022153i,0.00099616-0.00069547i,-0.00025747-0.0015322i,-0.001251-0.001984i,-0.0012005-0.0020436i,-0.0016632-0.001299i,-0.0010976-0.0007082i,-0.00034051-0.00051526i,-0.00071876+0.00066751i,2.0485e-05+0.0015433i,0.00050917+0.0016681i,2.1988e-05+0.001485i,-2.2333e-05+0.00059846i,0.00078335+0.00017046i,0.0013654+0.00070149i,0.0016962+0.00038298i,0.0016287+1.2421e-05i,0.0007333+0.00036241i,6.0916e-05+5.3199e-05i,0.00027103-0.00050021i,0.00021895-0.00037978i,-0.00019082-9.5083e-05i
-0.001589+0.00024458i,-0.0021118+0.00023643i,-0.0008302-0.00096754i,-0.0007926-0.0023126i,-0.0024167-0.0025166i,-0.0019268-0.0014379i,-0.001173-4.8662e-06i,-0.0011913+0.00061047i,-0.00083692+0.00083195i,-0.0001136+0.00060951i,0.000168+0.00018273i,0.00030013-2.535e-05i,0.00039431+0.00022822i,0.00020263+0.00039214i,-0.00049178+0.00019375i,-0.0013088+0.00028543i,-0.0013007+0.00031935i,-0.00067134-0.0003891i,-0.00036208-1.5272e-05i,-0.00056007+0.00022531i,-0.00033349-0.00021169i,-0.0008035+0.00044827i,-0.0012006+0.00069823i
0.0020346-0.00035871i,0.0017155-0.0011819i,0.0014215-0.0030834i,0.00071015-0.0033008i,-0.00098972-0.0020956i,-0.0023038-0.0013716i,-0.001939-5.0907e-05i,-0.00052335+0.0005484i,-0.00022263+0.00083728i,7.9297e-05+0.00021184i,0.001038-0.00064278i,0.00099367+0.00011307i,0.00045431+0.00046909i,-5.3272e-05+2.4261e-05i,0.00020329+0.00033417i,0.00092978+0.00074886i,0.00093189+0.00096458i,0.00068452+0.00032261i,0.00047053-0.00043207i,-6.1476e-05-0.00034578i,-0.00098641-0.00012102i,-0.00093346-0.00017196i,-0.00056289-0.00024417i
0.0029007+0.00032872i,0.0022712-0.0013271i,0.0020335-0.0031807i,0.0012016-0.0047057i,-0.00060411-0.0046329i,-0.0018671-0.0029109i,-0.0017471-0.00077687i,-0.00028386+0.00040982i,0.00040594+0.00059212i,-0.00015826+0.00091953i,-0.00056937+0.0010206i,-0.00077679+7.5695e-07i,-0.0014232+5.7278e-06i,-0.0006929+0.00076607i,0.00064608+0.0011615i,0.0012633+0.0012005i,0.00090468+0.0012426i,0.0013059+0.0011606i,0.0014899+0.00049769i,0.00078712+1.1609e-05i,7.4993e-05+5.316e-06i,-0.00039603-0.00029623i,0.00010268+2.3833e-05i
0.0019055+0.0037487i,0.0030101+0.0024693i,0.0038584+0.00086877i,0.0028899-0.00092475i,0.0017856-0.0029082i,-0.00014365-0.0025405i,-0.0016384-0.00082374i,-0.0014809+0.00075315i,-0.0014442+0.0020457i,-0.00094916+0.0013876i,-0.00068406+0.00020972i,-0.00068823-0.00043136i,-0.00090992-0.00086348i,-0.0015-0.00047415i,-0.00073537+0.00092314i,0.0010597+0.0015118i,0.0018672+0.00090902i,0.0017853+8.505e-05i,0.0012248-0.0003428i,0.00037733-0.00076584i,0.00072537-0.00067583i,0.0010974+0.00050279i,0.0007495+0.00135i
-0.00025403-0.0031689i,-0.0027797-0.0032874i,-0.0040978-0.0033328i,-0.0036282-0.0032362i,-0.0041271-0.0026833i,-0.0037127-0.00089016i,-0.0016213+0.00066361i,0.00035691+0.00059458i,0.00080295+0.00045721i,0.00050788+0.00057087i,0.00079058+0.00041996i,0.0012064+0.00015834i,0.0007476+0.00047619i,0.00058575+0.0012045i,0.0010214+0.00085192i,0.00064829-0.00012043i,0.00056565+0.00014151i,0.00070646+0.00045892i,0.00066028+0.0001827i,0.00037503-7.0524e-05i,0.0001163-0.00066283i,-0.00031142-0.00054012i,-7.9026e-05-0.00026346i
0.0026507-0.00048636i,0.0022359-0.00088057i,0.0019015-0.0025497i,0.00036344-0.0034113i,-0.0011116-0.0022449i,-0.0013347-0.00030144i,-0.00054591+0.00075321i,0.00063572+0.0012285i,0.00084948+0.00064079i,5.7916e-05-8.0177e-05i,0.00017406-0.00025867i,0.00083194+0.00046619i,0.0010412+0.00095726i,0.00043853+0.00035929i,-7.9665e-07-1.0904e-06i,9.229e-05+0.00066019i,0.00055684+0.0011862i,0.00024066+0.0005835i,0.00019958-1.4501e-05i,0.00034918+0.00023762i,0.00019887+0.00031177i,-0.00022834+0.00038177i,-0.00061876-3.5761e-05i
-0.00076542+0.00014712i,-0.00068634-0.00082322i,-0.0007737-0.0021326i,-0.0019324-0.0028411i,-0.0027707-0.0025552i,-0.0026219-0.0012082i,-0.0019204+5.6273e-07i,-0.00098548+0.00062932i,-0.00088892+0.001102i,-0.00076061+0.0016616i,-0.00081324+0.0017295i,-0.0006639+0.00051996i,-0.00036623-0.00098671i,-0.00040064-0.00066273i,-0.00094902+0.00024122i,-0.00083309+0.00060176i,-0.00029779+0.00035921i,0.00043102+0.00050572i,0.00021066+5.4818e-05i,8.6811e-05-0.00079931i,8.2767e-05-0.00068398i,-0.00039215-0.00023665i,-0.00035615-0.00025779i
0.0015308-0.0012011i,0.0018963-0.0027437i,0.0018374-0.0038617i,0.00082209-0.0033943i,-0.00098851-0.0022018i,-0.00168-0.00092852i,-0.001406+0.00014412i,-0.0008834+0.0004101i,-0.00034306+0.00033326i,-0.00049885-7.6405e-05i,6.8124e-05-0.00064804i,0.00042295-0.00020051i,-0.0001463+0.00031083i,-0.00055979+0.0001798i,-0.00052294+0.00025144i,-0.00025858+0.0001917i,0.00014816+0.00027245i,0.00059024+0.00034547i,0.00041174+0.00095872i,0.00028915+0.0013645i,0.00014848+0.0012011i,2.7051e-05+0.00099775i,-7.2831e-05+0.00088607i
0.00060391+0.0030892i,0.00024867+0.0028025i,0.0010234+0.0010174i,0.0010937-0.0013864i,0.00042235-0.002505i,-0.00015283-0.0019913i,-0.00017391-0.00061341i,0.00053491+0.00081605i,0.00034819+0.0015187i,0.0004389+0.00061106i,0.00028938-0.00015788i,-5.323e-05-0.00018884i,-0.00041957-3.9872e-05i,-0.00062429+9.6383e-05i,-1.9168e-05-0.00016684i,0.0011143-0.00029812i,0.001472-0.00065457i,0.00058166-0.00015849i,-0.00056987+0.00034286i,-0.00058046-0.00048044i,4.1606e-05-0.000558i,8.6752e-05-5.0569e-05i,0.00063664+0.00031826i
0.0003282+0.0017399i,0.00079342+0.00079665i,0.0022026-0.00013644i,0.0023608-0.00031627i,0.0010716-0.00083454i,6.5658e-05-0.00060296i,-0.00052168+0.00082678i,-0.00017591+0.0011422i,2.5744e-05+0.00061286i,0.00010858+0.0001978i,0.00072179-0.00052904i,0.00081005-0.00041226i,0.00031977+0.00026022i,-0.000424+0.00082632i,-0.00056977+0.00054662i,-4.4315e-05-0.00057909i,0.00069209-0.0012423i,0.00059486-0.0010661i,0.00030811-0.00049904i,0.00090967-0.00028816i,0.00087383-0.00031895i,0.00018-0.00049624i,-0.00044056-0.0010583i
0.00072029-0.00054165i,0.00071595-0.0020901i,0.00074609-0.0024956i,-0.00026993-0.0031115i,-0.0017887-0.0040224i,-0.002734-0.0026715i,-0.0025795+0.00044283i,-0.0015347+0.0014635i,-0.0010597+0.0005303i,-0.0009525+0.00023342i,7.4687e-05-7.4479e-05i,0.00058953-0.00015328i,-0.00028296+0.00068429i,-0.0010105+0.00074127i,6.5631e-05+0.00064237i,0.00062486+0.0010645i,0.00019014+0.0012008i,0.00061087+0.00059609i,0.00010565+0.00014107i,-0.00045221-0.00055339i,0.00041919-0.00090939i,0.0010634-0.00056356i,5.8501e-05+0.00014472i
0.0012686+0.0013823i,0.0018774-0.00068967i,0.0018996-0.0019748i,0.00092009-0.0024681i,3.582e-05-0.0021892i,-8.4723e-05-0.0010113i,0.00012695+0.00063975i,0.00023673+0.0011291i,0.00047446+0.00055879i,0.0011853+0.0010499i,0.0010537+0.0011953i,0.00036185-0.00019849i,0.00013892-0.00032017i,0.00056254-0.00010905i,0.00086403+1.1969e-06i,0.00058108+0.00024253i,0.00018615+0.00016526i,-0.00032309+0.00041203i,-2.7422e-05+0.00065886i,0.00088793+0.00074947i,0.0010262+0.00029536i,0.00063153-0.00013797i,-0.00025221-5.1592e-05i
-0.0024575-2.2682e-05i,-0.0030858+0.00078736i,-0.0039275+0.00034833i,-0.0041466-0.0007979i,-0.0038676-0.0011601i,-0.0025475-0.00088953i,-0.00061844+0.00016092i,7.5253e-05+0.00064107i,-0.00024664+0.00019301i,-0.00050073+0.00044955i,0.00038819+0.00058305i,0.00087724-0.00012162i,0.00099329+3.5798e-05i,0.0012187+0.0003639i,0.00082929-0.00038866i,0.000471-0.0015052i,0.00096312-0.0015351i,0.0010066-0.0007282i,0.00042692+0.00033447i,-0.00026125+0.00095424i,-0.00037796+0.00066435i,-0.0003042-0.00013136i,-5.1864e-05-0.00018483i
0.00082551-0.001114i,0.00093222-0.0024514i,0.00031883-0.00332i,-0.0011786-0.0026189i,-0.0014383-0.0017535i,-0.00091206-0.0009696i,-0.0010029-0.00043122i,-5.4594e-05+1.9876e-05i,0.0005304+6.6596e-05i,9.3676e-05+7.5193e-06i,-6.4158e-06+6.9328e-05i,-0.00029919+0.00017108i,0.00019267+0.00058057i,0.0013672+0.0007771i,0.0013464+0.0010069i,0.0010192+0.00060552i,0.0015085-0.00019679i,0.0017377-0.00057714i,0.0011345-0.00041893i,0.00062489-0.00021209i,0.00035913-0.00034797i,6.6512e-05-9.9586e-05i,-0.00021224-0.00017439i
0.0013286+0.0012204i,0.0021618-0.00077519i,0.00048906-0.0013691i,-0.0014812-0.0018732i,-0.0018951-0.0019008i,-0.0020487-0.00060529i,-0.0016314+0.00070899i,-0.00073605+0.0011692i,-5.1737e-06+0.00024788i,-6.7069e-05+0.00017918i,-0.00017389+0.0010149i,-3.858e-05+0.00031117i,-0.00036912-0.00034055i,-0.0008071+0.00022815i,-0.00014301+0.00034009i,0.00042412+0.0011998i,2.1498e-07+0.0011681i,0.00013924-8.3673e-05i,0.0012198-0.00061976i,0.0014126-0.00013136i,-0.00026541+0.00020027i,-0.0013974+5.2828e-05i,-0.00092454-4.9111e-05i
-0.0011595+0.0013184i,3.8027e-06+0.0016131i,0.00093401+0.0015889i,0.00047855+0.00032435i,-0.00011403-0.00039391i,-0.00075754-0.00012047i,-0.00070551-7.9676e-05i,-0.0006512+3.2426e-05i,-2.4149e-05-0.00057068i,0.00037231-0.00067902i,0.00074003-0.00040432i,0.0011766-0.00011145i,0.00095456+8.5232e-05i,0.00060835-0.00017853i,9.8624e-05-0.00021632i,-0.0006191+0.00022808i,-0.0006722+0.0007208i,-2.2587e-05+0.0010339i,-0.00028286+0.00083692i,-8.9204e-05+0.00021308i,0.00071977-0.0001745i,0.00049151+4.5969e-05i,-6.2367e-05+0.00030273i
0.00023889+0.0016014i,-0.00034219-9.0684e-05i,-0.00050766-0.0014464i,-0.00036553-0.0021323i,-0.00073548-0.0025472i,-0.0017102-0.0020887i,-0.0016422+0.00028036i,-0.00046678+0.0022275i,-0.00044522+0.0017796i,-0.00061125+0.00031427i,0.0003193-0.0004591i,0.0012706-0.00013878i,0.0011516+0.00027387i,0.00052195-6.9435e-07i,0.00014513+0.00060761i,-9.5352e-05+0.0014103i,-0.00020545+0.00040403i,0.00033831-0.00063983i,0.00088316+0.0001072i,0.00023239+0.0001619i,-2.8e-05-0.00018622i,0.00028799+0.00013298i,-8.8599e-05-0.0001517i
4.9387e-05+0.00094265i,0.0010592+0.00060725i,0.00093969-0.00031105i,0.00027968-0.0010779i,-0.00025768-0.0010315i,-0.00043647-0.00076573i,-0.00092885+1.3119e-05i,-0.00069419+0.0012448i,0.00011747+0.0017227i,-0.00021525+0.00084836i,-0.0006332-0.00024897i,-0.00064047-0.0010759i,-0.00063662-0.0010718i,0.00014818-0.00054347i,0.00023482-0.00070679i,0.00011277-0.00063607i,0.00013883-0.00017454i,0.00045413-6.2793e-06i,0.00095407+1.3043e-05i,0.00086985-5.4342e-05i,0.00021632+0.00042248i,-0.00024471+0.00036726i,0.00011687-0.00041838i
-0.00021396-0.0010137i,-7.577e-05-0.00085481i,-0.00078964-0.0026217i,-0.0025979-0.0034962i,-0.0039041-0.0031108i,-0.0033038-0.00062199i,-0.0015681+0.0016027i,-0.00060533+0.0011764i,-0.00036981-3.344e-06i,-6.5193e-05-0.00023424i,0.00068578+0.00033761i,0.00090913+0.00053346i,0.00079822-6.2142e-06i,0.0010715-0.00022351i,0.001334-0.00019428i,0.0010478+0.00047667i,0.00074236+0.00094272i,0.00089243+0.0014199i,0.00064065+0.00096918i,0.00042949-0.00011246i,0.00012575-0.00063259i,0.00019778-0.00036581i,0.00043514+0.00024128i
0.00086553-0.00018805i,0.00056319-0.00028763i,0.00034869-0.00096375i,-8.1775e-05-0.0011448i,-0.0010767-0.0011221i,-0.0016379-0.00088422i,-0.0011721+0.00029278i,-0.00087128+0.00093174i,-0.00024322+0.0010613i,0.00083703+0.0017532i,0.0010331+0.00094331i,0.00075009-7.9436e-05i,-6.0531e-05+0.00040939i,-0.00030014+0.0010021i,-0.00040493+0.00097272i,6.4261e-05+0.00073479i,0.0010097+0.0004308i,0.00048874-0.00018804i,-1.8649e-05-0.00033413i,4.8013e-05+0.00035375i,7.5304e-05+9.5699e-05i,0.00031881-0.00088109i,0.00027222-0.0011545i
0.00015085-2.4709e-05i,0.00075694-0.00044793i,0.00080085-0.0014452i,0.00099501-0.0023096i,0.0015516-0.0022143i,0.00081306-0.00098754i,-0.00014746-3.2689e-05i,-4.8801e-05-0.0003781i,-8.1863e-05-0.00020165i,-0.00041149+0.00051087i,-0.00028046+0.0007871i,0.00019279+0.0010973i,0.00047933+0.00063306i,0.00037084-6.3829e-05i,0.00053245-0.00073449i,0.00022082-0.00036586i,-7.9035e-05+0.00033412i,0.00037947+0.00026733i,0.00050419-0.00021364i,0.0003654-0.00024513i,0.00037869+0.00048671i,2.2178e-05+0.00036601i,-0.00038149-0.00015816i
-0.00056482-0.00088252i,-0.0011175-0.0010021i,-0.0014092-0.0016093i,-0.0026384-0.0022241i,-0.0029224-0.0023565i,-0.001409-0.0010865i,-0.00032969-0.00049776i,2.5162e-05-0.00012219i,0.00020795+0.00039071i,0.00034903+0.00020876i,0.00018181+0.00054637i,0.000342+0.00051615i,0.0012627+0.00063134i,0.00053594+0.0008313i,-0.00022911+0.0006035i,0.00054203+0.00045288i,0.00043931+0.00022057i,0.00069826+0.00014717i,0.0014735+0.00027867i,0.00098433+0.00017494i,-4.3302e-05+0.00058318i,-0.00046887+0.00032159i,-0.00019332-0.00032844i
-0.00039136+0.00034284i,-3.3966e-05+0.00020175i,0.00013161+0.0002612i,-0.0005846+0.00073703i,-0.00016884-0.00010922i,-1.9427e-05-0.0013586i,-0.0003605-0.00089769i,-0.00043442+0.00066592i,-0.00034324+0.0010253i,-0.00040342+0.00070816i,-0.00038608+0.00084876i,-0.00041286+0.00067585i,-0.00040133+5.5003e-05i,-0.00022393-0.00032442i,-0.00053664-0.00010868i,2.2244e-05+0.00063092i,0.0013604+0.00094253i,0.001448+0.00056i,0.001186+5.4246e-05i,0.0013633+0.00030018i,0.00021492+0.0004693i,-0.00042336+9.9338e-05i,0.00020563+0.00033301i
0.001831+0.00010814i,0.0014232-0.00054958i,0.0015192-0.0019932i,0.0012228-0.00256i,-5.0063e-06-0.0026139i,-0.0010906-0.0023546i,-0.0010432-0.00086265i,-0.00032123+0.00036723i,0.00048364+0.0007439i,0.0011159+0.00097927i,0.00067567+0.00092797i,1.1338e-05+0.00044864i,-0.00066864-1.4885e-05i,-0.00040133+0.00038545i,0.00099918+0.00074036i,0.0013014+0.00013164i,0.00090649-0.00040965i,0.00039976-0.00034884i,0.00025124-0.00024888i,0.0007027-0.00045417i,0.000302-0.00051024i,-0.0002075-0.00072663i,-0.00028027-0.00078662i
0.00024169-5.6206e-05i,0.00035503-0.00056647i,-0.0014505-0.0013388i,-0.0021329-0.0014862i,-0.0017894-0.0013602i,-0.0014333-0.00068834i,-0.0015662+0.00075139i,-0.0014865+0.0010376i,-0.00047526+0.001142i,0.00051348+0.0012104i,0.00046846+0.00073173i,-3.8631e-05+0.0005913i,0.0002202+0.0014301i,0.00087202+0.00089182i,0.00061995-0.00017803i,0.00030756-0.00050534i,0.00023222-0.00057352i,8.9751e-06-0.00011009i,0.00028279-0.00012914i,0.00055447+6.9064e-05i,8.1808e-05+0.0004197i,-0.00033793+0.00041916i,0.0009837+0.00036462i
0.00049091-0.00095533i,0.00032243-0.0028293i,-0.00094623-0.0038534i,-0.0011856-0.0039122i,-0.0013676-0.0029976i,-0.0021776-0.0014579i,-0.0017158+0.00047917i,-0.00095424+0.00055538i,-0.00022742-0.00011491i,0.00064685+0.00066695i,0.0012561+0.0011893i,0.001098+0.0014324i,0.00079611+0.00052338i,9.8392e-05-0.00055295i,-0.00071547-0.00053666i,-0.0007416-0.00026773i,0.00029847+0.00026492i,0.0016564+0.00063087i,0.0012034+0.00037344i,0.00018039+0.00081544i,-0.00025873+0.00063894i,0.0006363+0.00013875i,0.0010189+0.00079092i
0.00016209+0.0020159i,-0.00010514+0.0012037i,-0.00014542-0.00033471i,-0.00089864+1.551e-06i,-0.0014003-0.00045274i,-0.00031866-0.00083144i,0.00028081-5.4147e-05i,0.00015912+0.00079118i,0.00023323+0.00095816i,0.00011516+0.00083723i,-0.00012106+0.00063435i,0.00014853+0.00035007i,0.000546-0.00064423i,0.00032927-0.00064847i,0.00025678+5.0568e-06i,0.00051776-0.00024041i,0.00041853-0.00086163i,0.00066901-0.0010638i,0.00047395-0.00068521i,-0.00030513-0.00044893i,-9.07e-05-6.9411e-05i,-0.00016332+0.000577i,-7.0621e-05+1.5831e-06i
1.571e-05-0.0013213i,-0.00059225-0.001696i,-0.0020791-0.0030817i,-0.0020937-0.003481i,-0.0024903-0.0028974i,-0.0029311-0.0018277i,-0.0016763-0.00011321i,-0.00033934+0.0010332i,-0.00019838+0.0013527i,0.00056595+0.0009626i,0.0011667+0.00080226i,0.00083106+0.00057124i,0.00044075+0.00053383i,0.00036162+0.00094643i,0.00029924+0.00091385i,6.9742e-06+0.00015712i,-0.00021205-0.00027219i,0.00058428+0.00011653i,0.00087477-5.2241e-05i,0.00036661-0.00015176i,0.00026696+2.3043e-05i,0.00048458-6.9859e-05i,0.00071935+0.00010886i
-0.0015793-0.0015008i,-0.00089861-0.0016196i,-0.0011028-0.00074399i,-0.0015979+0.00089401i,-0.0016232+0.001436i,-0.00012567+0.00068009i,0.00044905+0.00022705i,0.00019582+7.1722e-05i,0.00040393+0.00069337i,7.2006e-05+0.0010454i,0.0002243+0.00071301i,0.00079503+2.5702e-05i,0.00081436+0.00039983i,0.00048375+0.0002107i,0.0007727-0.00092119i,0.00094529-0.00050609i,0.00028626-0.00023503i,-0.0001102+3.2207e-05i,-0.00048555+0.00045434i,-0.00076798+0.000256i,-0.00042596+5.9394e-06i,-0.00022677-0.000228i,-0.00079922-0.00057177i
0.00037338+0.0015554i,0.00096579+0.00032289i,0.0017517-0.00035239i,0.002233-0.0010674i,0.0010433-0.0016057i,-0.00087227-0.0013895i,-0.0015876-0.00047729i,-0.00073552+0.00070502i,0.00058653+0.00093397i,0.00078689+0.00061173i,-0.00043486+0.00016236i,-0.00023363+2.2094e-05i,0.00050083+0.00047599i,0.00056233+0.00073032i,0.00039801+0.00039097i,0.00058899+0.0002271i,0.0011344+0.00049204i,0.0011267-0.00027124i,0.00033536-0.00035112i,-0.00035958+4.6827e-05i,-5.4005e-05+5.9139e-05i,-0.00018567-0.00018086i,-0.00033618-0.00064745i
-0.0016166+0.0018858i,-0.0004122+0.0017535i,0.0014022+0.00075975i,0.0025221-0.00079732i,0.0020778-0.0015322i,0.0012751-0.0014962i,0.00038675-0.00051942i,-0.00053578+0.00025259i,-0.00058101+0.00034253i,-0.00041352+0.00066727i,6.9648e-05+0.00076935i,-9.4028e-05+3.4325e-05i,-0.0002075-6.8339e-05i,0.00045457+0.00043545i,0.00022853+0.00058883i,-0.00037935+0.00059874i,-0.0003759+0.00030977i,-8.3606e-05+0.00047993i,0.00096918+0.0002376i,0.0019347-0.0010975i,0.00075528-0.0011693i,-0.00061955+8.5576e-05i,-0.00028364+0.0010071i
-0.00044096-0.0024735i,-0.0013395-0.0025021i,-0.0018203-0.002739i,-0.0022029-0.0014588i,-0.0025707-0.0011658i,-0.0015084-0.0005312i,-0.00081543+0.00011121i,-0.00018464-0.0005495i,0.00049231-0.00025929i,-0.00015599+0.00066439i,-0.00029706+0.00087222i,0.00064776+0.00069509i,0.00070581+1.6665e-05i,-0.00040876-0.00021917i,-0.0011488+5.0653e-05i,-0.00083779+0.00056321i,-0.00022644+0.00052628i,0.00010957+6.6878e-05i,0.00016962+0.00015283i,-0.00046322+0.00024916i,0.00014559+0.00027601i,0.00043821+0.00037834i,-0.00070713+0.00037249i
0.00062108+0.00037724i,0.0013172-8.3752e-05i,0.00035991-0.0017175i,-0.00067671-0.0027304i,-0.0010778-0.0019527i,-0.0014873-0.0014665i,-0.0019516-0.00056929i,-0.0016263+0.00082767i,-0.00036502+0.0018627i,0.00066827+0.0010863i,0.00060114-0.00023352i,0.00014691-0.0004236i,-0.00018935+0.00049966i,0.00023146+0.00064613i,0.0010692+0.00037555i,0.0014877+0.0011255i,0.00040213+0.00071827i,-0.00019301-0.00022953i,0.00046113-0.00045572i,0.00060237-0.00050456i,-3.6573e-06-0.00044702i,-0.00015834-0.00047444i,-0.00043781-0.00045973i
-0.00017433-0.00060136i,-0.00086527-0.0011893i,-0.0019989-0.0029061i,-0.0027208-0.0030242i,-0.0023975-0.00155i,-0.0013359+6.7894e-05i,5.1406e-05+0.0015743i,0.00066433+0.0019382i,0.00014868+0.0010177i,-0.0010061+0.00019756i,-0.00051855+8.4838e-05i,0.0005024+0.00044305i,0.00097632+0.00089368i,0.0010788+0.00039822i,0.00079743+0.0002342i,0.00035006-0.00024646i,0.00015929-0.00099444i,0.0009002-0.0012547i,0.0011552-0.0012389i,0.00089835-0.00068946i,0.00029471+5.3396e-05i,6.974e-05-0.00021716i,0.00044989-0.00040644i
0.0012308-0.00088023i,0.0010274-0.0022101i,0.0011765-0.0028642i,5.8256e-05-0.0021613i,-0.0018758-0.0011811i,-0.0021772-0.00064982i,-0.0011136+0.00011647i,-0.0007387+0.0010061i,-0.00049236+0.00083924i,-0.00026559+0.00052824i,-0.00014498+0.00038599i,1.5625e-05+0.00030622i,-3.8905e-05+0.00073063i,-0.00031685+0.00027174i,-1.3129e-05-0.00058102i,0.00038446-2.8068e-05i,0.00058733+0.0002538i,0.00060929-0.00017003i,0.00060674-0.00029136i,0.00041154-0.0003844i,-0.00024758-0.00032052i,-7.4707e-05+0.00051319i,0.00042234+0.0010666i
-0.00043539+0.0020288i,0.00039672+0.00082312i,0.0011621-0.00041783i,0.00083478-0.00036464i,-0.00025703-0.00064225i,-0.00030508-0.00084434i,-1.1017e-05-0.00035473i,-0.00096075-0.00051558i,-0.0017383-0.00026911i,-0.00022638+0.00040235i,0.0012396-1.6804e-05i,0.0012003-0.00053039i,0.0010736-0.00069357i,0.00030488-0.0003038i,-2.2509e-05+0.00046613i,0.00034248+0.00049796i,0.00012783+0.00036569i,0.00047232+0.00028967i,0.0008319+0.00016437i,0.00072754-5.2693e-05i,0.00042236+0.0003679i,0.0004008+0.00059149i,0.0009271+6.4438e-05i
0.00058142-0.00026885i,-0.0012098-0.00045286i,-0.0014373-0.002069i,-0.001371-0.0027893i,-0.002889-0.0022045i,-0.0034918-0.00078874i,-0.0025326+0.0014305i,-0.0015249+0.0020788i,-0.0010441+0.0012414i,-0.00068783+0.00096456i,-1.7598e-05+0.00060369i,-2.3892e-05+0.00071054i,-0.00055398+0.0010013i,-0.00029919+0.00026824i,0.00044835-0.00043653i,0.00077795+0.00010926i,0.0013986+0.00053805i,0.0017198+0.0007254i,0.00086153+0.00053898i,-0.00013463+0.00021477i,-0.00060762+0.00014193i,-0.00084212+0.00044272i,-0.00077012+0.00025475i
0.0020397-0.001252i,0.0023065-0.0022563i,0.0012155-0.0029516i,-0.00040652-0.0026487i,-0.0015148-0.0019833i,-0.00082874-0.0015696i,0.00010953-0.0012331i,0.00023893-0.00059853i,0.00046172-4.2188e-05i,0.00065971+0.00046652i,0.00027253+0.00081982i,1.4241e-05+0.00095092i,0.00046623+0.00079667i,0.00049389+0.0010765i,-0.00046+0.0012539i,-9.0463e-06+0.00097353i,0.0010554+0.00072777i,0.00069588+0.0010465i,0.00034264+0.0011339i,0.0003322+0.00039566i,-0.00031193-0.00028945i,-0.00044903-0.00031701i,-0.00053584+0.00010921i
