-0.0048625-0.0020999i,-0.0046156-0.0017384i,-0.0049811-0.00025904i,-0.0050029+0.0014274i,-0.0048207+0.0022615i,-0.0025482+0.0013837i,-0.00060045+0.00059275i,-0.00054973+0.00097961i,-0.00065985+0.00054292i,-0.00069117+8.2564e-05i,-0.00030184+0.00046792i,-0.00020751+0.0012009i,-0.00057372+0.00078694i,-0.00057551+0.00064252i,-0.0011647+0.0013829i,-0.00046283+0.0015011i,0.00066494+0.0010731i,0.00030607+0.00051178i,0.00041045+0.00053774i,0.00063055+0.0011682i,3.7591e-05+0.00063116i,-4.9453e-05-0.00058554i,0.00029599-0.00080303i
0.00068946-0.0019377i,-0.00035376-0.0026806i,-0.0016212-0.0034224i,-0.0029789-0.0027708i,-0.0033848-0.0012695i,-0.001625+0.00066047i,-0.0010018+0.0014701i,-0.0007007+0.00050537i,0.00028193+2.8197e-05i,0.00078455+0.0006897i,0.00052536+0.00038185i,0.00017337-0.00025172i,-0.00027251-0.00028258i,0.00025678-0.00018509i,0.00098482-0.00036065i,0.00062789+5.6022e-05i,0.00014607+0.00038106i,0.00020825+0.00018303i,0.00046182+0.00055849i,0.0004162+0.00036258i,0.000335-0.00052757i,0.00048379-0.00016225i,0.00050125+0.00020248i
-0.00012154-0.00084084i,-0.00077037-0.0011796i,-0.0024493-0.00095361i,-0.003246-0.00010066i,-0.0031256+0.0010115i,-0.0024106+0.0020503i,-0.0017014+0.0015594i,-0.00096444+8.5704e-05i,-0.00019322-0.00018352i,-5.5427e-06-0.00015594i,-0.00063316-0.00059768i,-0.0002244-0.00015762i,0.00069066+0.00046722i,0.00029746+0.00076859i,-0.00031074+0.00089796i,0.00017181+0.0011324i,0.00053587+0.00044187i,0.00030423-0.00022535i,-0.0002561+2.5565e-05i,-0.00049034-7.7701e-05i,-0.00084072-0.00070975i,-0.00060473-0.00076478i,0.00064161+0.00013767i
1.1523e-06-0.0012829i,-0.0013083-0.0015915i,-0.0024002-0.0019144i,-0.0032996-0.00048487i,-0.0034151+0.0012568i,-0.0020329+0.0017673i,-0.0013965+0.0011147i,-0.0014556+0.00053525i,-0.0014746+0.0002485i,-0.0013098-0.00025855i,-0.00087829-0.00010466i,-0.00017861+0.0006056i,-0.00014202+0.00054312i,-0.00017244+0.00023532i,-0.00014333+0.00063352i,3.4973e-05+0.0011724i,-0.00021634+0.00094256i,6.9697e-05+0.00030847i,-0.000108+0.00042364i,-0.00074048+0.00097985i,-0.00019558+0.00055107i,0.00035407-8.4396e-05i,0.00023872-0.00064304i
0.00012703+0.0029043i,0.00056312+0.0023553i,0.00017034+0.0018761i,-0.00065344+0.002056i,-0.0013777+0.0012227i,-0.0016948+0.00047275i,-0.00083871+4.465e-05i,-0.00017183-0.00059608i,-0.000217-0.00020008i,-0.00051862+0.0010441i,5.4656e-05+0.0015582i,0.00040897+0.0012842i,0.00052091+0.00074196i,0.00038185+0.001067i,0.00014246+0.00049391i,0.00036324-0.00065746i,0.00011447-0.00016715i,-0.00014979+0.00076381i,-3.3482e-05+0.00052242i,0.00035143-9.5052e-05i,0.00042794-0.0012039i,0.00049258-0.0014922i,-1.842e-05-0.00052109i
0.00098061-8.8354e-06i,0.0010998+0.00013622i,-3.6119e-05-0.00066161i,-0.0011398-0.001064i,-0.0017791-2.4811e-06i,-0.0019224+0.0011332i,-0.00085036+0.0014441i,-0.00029123+0.00098798i,-0.00061596+0.00063486i,0.00010466+0.00070887i,0.00064611+0.00016681i,0.00023221+0.00054691i,0.00022035+0.0016821i,0.00053534+0.0014709i,0.00041989+0.0005125i,0.00051439+0.00038925i,0.0010491+0.00062739i,0.0012566-1.2652e-05i,0.00036014+5.4752e-05i,-0.00054758+0.00044947i,-0.00048422+0.00026109i,-0.00031031+0.00046803i,0.00016694+0.00015071i
0.0017378-0.00090269i,0.0021746-0.00070994i,0.0017068-0.0019796i,-0.00014389-0.0022098i,-0.0023997-0.0010288i,-0.0030596+0.00078454i,-0.0019504+0.0012889i,-0.0012875+0.00088854i,-0.00094527+0.00081109i,-0.00069251+0.00099599i,-0.00061077+0.00060943i,0.00012775+5.871e-05i,0.00078976-0.00011571i,0.00050581+0.00022971i,0.00062172+9.9324e-05i,0.00061693-0.00056226i,-0.0001305-0.0012777i,-0.00026429-0.0011454i,0.00011905+2.429e-06i,-7.2068e-05+0.00035073i,-0.00014203-0.00038561i,0.00022809-0.0001395i,0.00046276-4.993e-05i
0.00073668+0.00054109i,-3.1229e-05+9.681e-06i,0.00041459-0.00072715i,-0.00029072-0.00080828i,-0.0010425+0.00015398i,-0.0015285+0.00069647i,-0.0012996+0.00049738i,-0.00011143+0.00050385i,-4.9448e-06-0.00012542i,-0.00015901-0.00031629i,-0.00014257+0.00012512i,0.00025088+0.0006341i,0.00055658+0.0010507i,-0.00022084+0.00069393i,0.00027379+1.493e-05i,0.00049843+0.00010898i,-0.00024468+0.00037898i,-0.0002263+0.00040708i,-7.6346e-05-0.00031036i,0.00022434-0.00037956i,0.0002382+0.00022301i,0.00057734+0.00041332i,0.00083322+0.00030588i
0.00064412+0.00017326i,0.00032488+0.00066477i,-7.2595e-05+0.00013977i,-0.0020349-7.2986e-05i,-0.0029411+0.00055909i,-0.0016987+0.0014112i,-0.00041394+0.0015416i,-0.00012995+0.0011796i,-0.00065802+0.0003897i,-0.00059201-5.706e-05i,1.1265e-06+0.00031779i,-0.00017731+0.00068708i,-0.00064461-0.00048591i,-0.0011752-0.0011369i,-0.00091716-0.00082631i,9.5976e-05-0.00075011i,0.00038906-0.00066964i,0.00035323-0.00067772i,0.00031647-0.00018901i,0.0001825+0.00031203i,0.00030355+0.00052708i,0.00021717+0.00019594i,-0.00016834-0.0004167i
9.7563e-05-0.00031072i,-5.9451e-05-0.001063i,-0.00066498-0.0011542i,-0.0021292-0.0008314i,-0.0025284-0.00023818i,-0.0019607-0.00032756i,-0.001276-9.5448e-05i,-0.00068359+0.00055274i,-0.00041246+0.00025981i,-0.00036869-0.00067553i,-0.00062978-0.00025638i,-0.00046714+6.1563e-05i,-1.796e-05+0.00013805i,-0.00062455+0.00069234i,-0.0007461+0.00021234i,5.4947e-05-9.9542e-05i,-3.5795e-06+0.00066677i,-0.00040445+0.00075919i,0.0003905+0.00078415i,0.0011261+0.00082773i,0.0011484+0.00043438i,0.00083672+0.00022537i,0.00080588+0.00011078i
-0.0014416+0.0019596i,-0.00066769+0.0013586i,-0.00037236+0.00053964i,-0.00087838-7.6274e-05i,-0.0013347+0.00026775i,-0.00090674+0.00040198i,-0.0001406+8.4484e-05i,-0.00035113-0.00033031i,-0.00078926-0.00029446i,2.4009e-05+0.00055067i,0.00054384+0.00039041i,0.00052541-6.0948e-06i,0.00035177+0.0010985i,0.00028323+0.0010158i,0.00080263+3.2696e-05i,0.00082969-0.00020972i,0.00035104-0.00030994i,0.00038349-0.00035542i,-4.8468e-05+0.00037933i,-0.0009713+0.00034582i,-0.00077917-0.00032049i,-0.00037807-0.00046111i,-0.00051995-0.00088798i
0.0012259-0.0020206i,0.00048801-0.0021401i,-0.0012902-0.0036401i,-0.0029268-0.0030341i,-0.0042339-0.00099765i,-0.0042508-0.0001219i,-0.0031713-0.00056951i,-0.0016193-0.00049415i,-0.00088995-0.00016529i,-0.00078774+0.00040755i,-0.00023421+0.00041276i,-6.4976e-05+0.0002444i,0.00011959+0.00091238i,0.00018201+0.001033i,-5.756e-05+0.00028939i,-0.00046522+0.0006199i,-0.00025469+0.00069972i,-7.6509e-05-0.00041922i,-0.00080791-0.00036369i,-0.0003253+0.00014151i,0.00039355+0.00013856i,0.00014797+0.00033158i,-0.00019559-3.7548e-06i
-3.981e-06-0.0013122i,0.00031197-0.00015i,-0.00015993-2.6698e-05i,-0.0013613-0.00023674i,-0.0020282+0.00051036i,-0.001327+0.0011765i,0.0001156+0.0015142i,0.00070444+0.0017259i,0.00014211+0.0013587i,0.00029658+0.0010729i,0.00053886+0.00092759i,0.00023625+0.00090077i,0.00046252+0.0007006i,0.00034978+0.00063108i,-0.00032377+0.00049096i,-0.00011333-0.00013573i,-0.00016845-0.00037417i,-0.00095447+0.00034132i,-0.0010454+0.00074245i,-0.00053552+0.0003884i,-0.00040894-0.00025245i,-0.00033284-0.00065863i,-0.00019685-0.00030938i
-0.00092147-0.0009378i,-0.0011477-0.00046447i,-0.00065972-0.00047994i,-0.001515+0.00029955i,-0.0032338+0.0010324i,-0.0026256+0.0012337i,-0.0013031+0.00034288i,-0.0007736-8.1631e-05i,0.0001746+0.00084412i,0.00024158+0.0012196i,7.6802e-05+0.00053327i,-0.00014598+0.0007146i,0.00028376+0.0013608i,0.0013914+0.0011461i,0.001206+0.00022568i,0.00060067-0.00078644i,0.0002981-0.00058329i,-0.00066164-0.00061987i,-0.0010619-0.0013881i,-3.2448e-05-0.0011816i,0.00032825-0.00099749i,3.3246e-05-0.0008512i,-6.232e-05-0.000252i
-0.0010804+0.00069002i,0.00067274-0.00017947i,0.0016775-0.00083443i,-0.00023112-0.00053866i,-0.0024048+0.0002425i,-0.0025455+0.00048583i,-0.0016955-0.0003543i,-0.0015174-0.0011501i,-0.00081319-0.00028612i,9.3793e-05+0.00036478i,2.6579e-05+0.00051676i,-0.00047039+0.0013626i,-4.6232e-05+0.00074063i,0.0004306+1.5913e-05i,0.00064711-0.00021752i,0.0013183-0.00013831i,0.0011295+7.4096e-05i,0.00060658+4.2177e-05i,0.00019773+0.00011659i,8.4515e-05+4.6338e-05i,-0.00017766-0.00084069i,-0.00037847-0.0021679i,-0.00021654-0.0018089i
0.00068005-0.0013587i,-0.00026401-0.00073158i,-0.0022742-0.00145i,-0.0043081-0.0019757i,-0.0045497-2.4592e-05i,-0.0032943+0.0011618i,-0.0022567+0.00038007i,-0.0013888+0.00061231i,-0.001334+0.00090817i,-0.001027+0.00048614i,-0.00097047-4.4084e-05i,-0.0013131+0.00017343i,-0.0005277+0.00090363i,0.00065778+0.00072033i,0.0016184+0.00070609i,0.0013372+0.00033538i,0.00064607-7.4082e-05i,5.1522e-05+0.00013199i,-0.00016772-0.00012327i,-0.00053129-0.00014849i,-0.0013552+0.00036746i,-0.00026665+0.00020556i,0.00091281-0.00023369i
-4.7013e-05-0.0010549i,-0.00077974-0.0011798i,-0.0017554-0.0014256i,-0.0018111-0.0005597i,-0.0016478+0.0001042i,-0.0014485+0.0012044i,-0.0011697+0.0010417i,-0.00099154+0.00036688i,-0.00039766+0.00024483i,0.00014441+0.00031254i,3.7315e-05+0.00051771i,0.00024634+0.00073085i,0.00076846+0.0010391i,0.00072094+0.0016797i,-0.0001588+0.00059202i,-0.00052083-0.00061072i,-0.00091331-0.0005584i,-0.0008853-0.00067415i,-0.00045997-0.00045112i,0.00011252+0.00019083i,0.0001216+0.0006884i,-8.4691e-05+0.00044773i,-6.1248e-05-2.333e-05i
-8.6968e-05-0.00032878i,0.00024354-0.00078374i,0.00072261-0.0011763i,-0.0013488-0.0010137i,-0.0019823-0.00017303i,-0.0015046-8.8902e-05i,-0.00079685-0.00088287i,-0.00012032-0.0011759i,-0.0004134-0.001208i,0.00021847-0.00046339i,0.00058456+0.00061228i,0.00028826+0.0012641i,7.2559e-05+0.00086478i,-8.3479e-05-0.00014736i,-9.788e-05-0.00050616i,0.00030456-0.00026012i,0.00074108-1.7057e-05i,0.00020265-0.00014926i,-0.00036938-9.5893e-05i,-0.00032033+3.4545e-05i,0.00011165-0.00056187i,0.00051044-0.00038799i,0.00020348+0.00065153i
-0.0002137+0.00089513i,-5.5056e-05+0.00108i,-0.0014292+0.00084505i,-0.0020409+3.2715e-05i,-0.0020836-0.00012471i,-0.0012691-3.8721e-05i,-0.00070762+4.4425e-05i,-0.001173-0.00015949i,-0.0012437+1.0031e-05i,-0.00083397-0.00013758i,-0.0010345+0.00054422i,-0.0012509+0.0012863i,-0.00036668+0.0014481i,0.00024255+0.0011749i,9.0592e-05+0.00029507i,0.00049687-4.0597e-05i,0.00098426+0.00020421i,0.00025413+0.000106i,-0.00061231-0.00078444i,-4.1507e-05-0.00057605i,0.00073458+0.00051957i,0.00083328+0.00054205i,0.00057697+0.00025702i
0.000479-0.00021901i,0.0004351-0.00088436i,-0.0010472-0.0012575i,-0.0021059-0.0007512i,-0.0025633+0.00087965i,-0.0026904+0.0014666i,-0.0020556+0.0010141i,-0.0010257+0.00081902i,-6.6464e-05+2.5847e-05i,2.3639e-05-0.00083485i,-0.00014698-0.00072316i,-0.00053423+0.00028839i,-0.00098356+0.00010418i,-0.0006031-0.0010134i,0.00091915-0.0011008i,0.0013043-3.4169e-06i,0.00030122+0.00054551i,-0.00084394-0.00021451i,-0.0011458-0.00076627i,-0.00057318-6.335e-05i,0.00016102+5.2354e-05i,0.00081293-0.00014064i,8.5765e-05+2.9652e-05i
-1.939e-05+0.0016326i,0.001167+0.0016883i,0.0018539+9.4783e-05i,0.00043588-0.00099829i,-0.0019239+0.00013227i,-0.0025513+0.0012227i,-0.0011828+0.00037553i,-0.00037313-0.00018991i,-0.00054399-0.00014862i,-0.00011455+0.00016017i,0.00024381+0.00089756i,0.00026552+0.0013359i,0.00012289+0.00058713i,-0.00022025-0.00010267i,-0.00033396+0.00031533i,1.7383e-05+0.00063772i,0.0002374+2.7395e-05i,0.00028541+5.3034e-05i,9.7403e-05+0.00056402i,-0.00013012-9.1322e-06i,6.9564e-05-0.00071128i,0.00016224-0.0006443i,9.7654e-05-0.00031269i
-0.0016575+0.00051906i,-0.0020888-0.00040704i,-0.0033332-0.0018537i,-0.0043931-0.00055738i,-0.0038305+0.0010793i,-0.0020988+0.0015968i,-0.00047392+0.0012798i,0.00026243+0.00035729i,0.0001394+0.000445i,3.3613e-05+0.00017713i,-0.00013333+0.00023007i,0.0002467+0.0003112i,0.00084183+0.00045471i,0.00082594+0.00087186i,0.00061646+0.00057152i,0.00092874+0.00025955i,0.00029355+0.00013009i,-0.00015213+0.00020922i,-3.1524e-05+0.0011924i,4.2497e-05+0.00097281i,0.00043695-0.00034329i,0.00056619-0.00067759i,0.00039979-0.00060289i
-0.00078141-0.0017123i,-0.00017569-0.00208i,-0.00086692-0.00242i,-0.0027527-0.0027313i,-0.0038068-0.0018617i,-0.0031118-0.00040042i,-0.0012324-3.787e-05i,-9.5496e-05-0.000254i,0.00033386+0.00018845i,0.0003197+0.00060457i,0.00010934+0.00016039i,0.0001184-0.00010107i,4.1728e-05+0.00036554i,0.00041013+0.0007023i,0.00046629+0.00074082i,1.8794e-05+0.00023897i,-0.00055644+9.559e-05i,-0.00013112+0.00015467i,0.00094638-0.00018206i,0.0003985-0.00082304i,-3.1745e-05-0.00060285i,-8.7964e-06-0.00013115i,-0.00053139-0.00032226i
-4.4961e-06-0.0016275i,-0.00046623-0.00097669i,-0.00080823-0.0003912i,-0.0012393-0.00045683i,-0.0028089+0.00032604i,-0.002171+0.0010194i,-0.00020093+0.00081673i,-0.00029862+0.00028653i,-0.0003588+0.00041576i,0.00011233+0.00098945i,-2.7595e-05+0.0012563i,8.6488e-05+0.00049695i,0.00057913+0.00043517i,0.0010179+0.0014568i,0.00074596+0.0014923i,0.00040495+0.00085334i,0.00046903+0.00053229i,0.0002924+0.00025382i,9.0741e-05-0.00026743i,-0.00036793-0.0010073i,0.00014041-0.0011362i,-9.6401e-05-0.00065927i,-0.00071466-0.00019179i
0.00016886+0.00094931i,0.00078402+0.00024709i,0.00034097-0.00084129i,-0.0010292-0.00098411i,-0.001147+0.00016041i,-0.0010287+0.0010025i,-0.0012182+0.00079581i,-0.00088846+0.00064063i,-0.00044153+0.0012433i,-9.548e-05+0.0010611i,0.00031461+0.00068722i,-0.00040992+0.00086237i,-0.0011651+0.00096079i,-0.00013297+0.00071122i,0.00034548+0.00069627i,-0.00013492+0.0007632i,-8.1227e-05+0.0001041i,-0.00014051-0.00038424i,0.0001175-0.00024894i,-0.00016224-0.00035186i,-0.00039402-0.00046285i,0.00015876-0.00025065i,0.00066767+4.271e-05i
-0.0016349+0.0016467i,-0.0014695+0.00015857i,-0.0017408+0.0011295i,-0.0014438+0.0017046i,-0.0011097+0.0014431i,-0.0011901+0.0014459i,-0.0011079+0.0012046i,-0.0012903+0.00091967i,-0.00062575+0.00072634i,-0.00015873+0.0012707i,-0.00057728+0.0014832i,-0.00042306+0.0010761i,0.00033737+0.00067565i,0.0003765+0.0012954i,-5.2591e-06+0.0019722i,-2.5968e-05+0.0013732i,-0.00012549+0.00046112i,-0.00030593-7.9656e-05i,0.00017308-5.4645e-06i,0.00034912+0.00031489i,0.00015911-7.775e-05i,0.00040846-0.00060724i,0.00052472-0.00041258i
0.0010141+0.00099265i,0.0012471-7.5332e-05i,0.0019162-0.00044125i,0.0011892+0.00010139i,-0.0011048+0.00086683i,-0.0028943+0.00091917i,-0.0021541+0.00040043i,-0.00081529+0.00049121i,-6.9882e-05+0.001104i,0.00010815+0.00067588i,-0.00031367-0.00083562i,0.00024776-0.0013906i,0.00031081-0.00081165i,6.219e-05-0.00058019i,0.00031614-0.00032196i,0.00046493+1.7365e-05i,-5.5991e-05+0.00045931i,-7.5739e-05+0.00097142i,0.00029121+0.0010717i,-1.9321e-05-2.8022e-05i,4.9493e-05-0.00083004i,0.00058483-0.00079106i,0.00091038-0.0011732i
0.001078-0.00088564i,0.00052359+1.9653e-05i,0.0010765+0.00021714i,-0.0001025-0.0010223i,-0.0026332-0.0017671i,-0.0031195-0.00024158i,-0.0019685+0.00051843i,-0.0011593+0.00014907i,-0.00060863-0.00011564i,-6.2346e-05-0.00066073i,-0.00019231-0.0009419i,-0.00057949-0.00048988i,-0.00057105-0.00026477i,-0.00021699+0.00029538i,-0.00084465+1.8067e-05i,-0.0004973+7.9562e-05i,0.00058642+0.00036601i,-0.00021525-1.9449e-05i,-0.00056562-0.00034619i,0.00021626-0.00052694i,0.00045801-0.00052261i,8.3258e-05-0.00056022i,2.3787e-05-0.00067584i
0.0015765-0.001276i,0.0015608-0.00057685i,0.00050589-0.00037454i,-0.00069032-0.0005152i,-0.0020139+0.00022359i,-0.002457+0.0006238i,-0.001203+0.00096743i,-0.00036749+0.0010734i,-0.00034127+0.00098558i,-0.00077801+0.00050114i,-0.00074477+0.00023321i,-0.00041674+0.00079348i,-0.0003876+0.00033881i,0.00039854-0.00014781i,0.0010191+0.0005597i,0.00033524+0.00085151i,-0.0002961+0.00077404i,-3.2747e-05+0.00033243i,0.00019059-0.00018053i,0.000704-0.00059098i,0.00076068-0.00069104i,0.00035143-0.00056898i,0.0002853-0.00063523i
0.00041325+0.00098229i,4.9162e-05+0.00039518i,0.0003594+0.00090145i,-0.00062898+0.00087933i,-0.0014945+0.00035456i,-0.0013517-0.00038355i,-0.0011868-0.00066777i,-0.00083779-8.8206e-05i,-0.00046547+0.00016634i,-7.988e-05-0.00046426i,0.0002268-0.00089935i,0.00030821-0.00015463i,0.00032684+0.0010921i,9.0993e-05+0.0005706i,0.00096986-0.00054457i,0.0010565-0.0010712i,0.0007133-0.00121i,0.00097703-0.00075136i,0.00044947-0.00073082i,0.0001465-0.00020415i,0.00037394+0.00018378i,0.00061391-0.00014945i,0.00015668-8.7065e-05i
-0.00050909+0.00086571i,-0.0004055-0.00055033i,-0.00028946-0.00038664i,-0.0011173+0.00040873i,-0.0021955+0.00081228i,-0.0016395+0.0016886i,-0.00086782+0.00051814i,-0.00074636+0.00013865i,-0.00033071+0.0016793i,3.6741e-06+0.0010732i,0.00043759+0.00039756i,0.0010084+0.00035962i,0.0010076+0.00027876i,0.00049851+0.00054789i,0.00020954+0.00095541i,0.00038075+0.00045981i,0.00060775+8.8565e-05i,-0.00037936+0.00014386i,-0.0016-0.00014838i,-0.00099343-0.0005984i,0.00018881-0.00021832i,0.00064806-0.00017122i,0.00037636-0.00033722i
0.0013441+0.0010785i,0.00054406+0.00049023i,0.00035352+0.00018624i,-0.00046825-0.00059282i,-0.0014653-0.00036509i,-0.0017396+0.00095807i,-0.00016456+0.0010677i,0.00068335+0.00092869i,0.00060813+0.0012679i,0.00081437+0.00064091i,0.00055824-0.0002196i,0.00016553-9.2494e-05i,0.00049004+0.00053981i,0.00069778+0.00034988i,0.0005727+5.9534e-05i,0.0013175+0.00045643i,0.00063951+0.00088837i,-0.00046575+0.00073912i,-0.00042352+0.00095842i,-0.00024075+0.00044515i,0.00016325-0.00030928i,0.00064134-6.0197e-05i,0.00044249+0.00056171i
0.00023453-0.00061548i,-0.00056602-0.0016442i,-0.0012858-0.0017539i,-0.0022597-0.0011115i,-0.0032532+1.6491e-05i,-0.0025181+0.001396i,-0.00058632+0.0014365i,-0.00016499+0.00088723i,-0.00068209+0.0005022i,-0.0006628+0.00039888i,0.00034401+0.00066035i,0.00037474+0.00070702i,-8.4008e-06+0.00035729i,0.0010252+0.00035627i,0.00078276+0.00045069i,0.00026494-0.00034969i,0.00010282-0.00069177i,-4.4256e-05+0.00012876i,-0.0005063+0.00070382i,-0.00034723+0.00064924i,0.00019307+0.00018363i,-0.00015381-1.6551e-05i,0.00012899+0.00015813i
-0.0018491-0.00061613i,-0.0013239-0.000242i,-0.0012585+0.00012699i,-0.0015134-0.00037014i,-0.0020345+0.00028717i,-0.0013377+0.00069296i,-0.00052192+0.00046636i,-0.00097879+0.00022543i,-0.00099798+5.6568e-05i,-0.00040934+0.00094624i,-0.00026499+0.0017689i,-0.00034657+0.001055i,-0.00046477+0.00061749i,-0.00037861+0.0011013i,0.00027931+0.0011252i,0.00069407+0.00071564i,6.4174e-05-0.0002868i,-0.00035149-0.0014222i,-0.00024807-0.0009315i,-0.00021578-0.00027339i,-3.3098e-05-0.00032102i,0.00032512-0.00010689i,2.037e-05-1.0874e-05i
-0.00095845+0.0013256i,0.00038346+0.0016492i,-0.00025769+0.0029385i,-0.00024239+0.0027736i,-0.00044992+0.0016238i,-0.0010349+0.0014225i,-0.00054326+0.00068966i,-0.00027153-0.00049345i,-0.00021642+0.00028431i,-9.373e-05+0.0013205i,5.8684e-05+0.0011809i,0.00036617+0.00092111i,0.00063721+0.00091376i,0.00079589+0.00031475i,0.00088023-0.00015857i,3.172e-05+0.00026541i,-0.00095137+0.0002877i,-0.0012091-0.00032489i,-0.00079925-0.00077542i,3.3972e-05-0.00069411i,0.00032711+6.1361e-05i,8.1302e-05+0.00055512i,-0.00013451+0.00010634i
-0.00052472+0.0010493i,-0.00060503+0.0013859i,-0.00071537+0.0013636i,-0.001181+0.00056873i,-0.0016853-0.00029603i,-0.0025909+0.00024221i,-0.0021317+0.00085003i,-0.0011362+0.00066187i,-0.00061181-3.2558e-05i,8.3454e-05-0.00055453i,0.00014458-0.00021106i,8.7618e-05-0.00016914i,4.9215e-05-0.00029738i,0.00056381+6.2986e-05i,0.0011836+0.00080998i,0.00088628+0.00063569i,0.00090776-0.0003669i,0.00083362-0.0012157i,4.2908e-05-0.0011437i,7.9093e-06-0.00016112i,0.00018803-3.624e-05i,0.00021071-0.00027458i,8.2045e-05-0.00092819i
-0.0028333+0.00038033i,-0.0025457+0.00075143i,-0.0033909+0.0013596i,-0.0036034+0.0018844i,-0.0028058+0.0024864i,-0.0014764+0.0026492i,-0.00075197+0.0016459i,-0.00081667+0.00068289i,-0.0006211+0.00076139i,-0.0003223+0.0010598i,0.0003719+0.00058203i,0.0012208+0.00025495i,0.0019968+0.00069286i,0.001686+0.00078779i,0.00079009+0.00096932i,0.00045641+0.0007489i,0.00022764+0.00030012i,4.3013e-05-0.00019237i,0.00067552-0.00044879i,0.0010531-9.7699e-05i,0.0007842-0.00016614i,0.00047803-0.00010407i,-3.9375e-05-0.00025591i
-0.00080451+0.00044969i,-0.00048174+0.0010427i,-0.0011407-2.6512e-05i,-0.0025746+0.00035001i,-0.002741+0.0021174i,-0.0012328+0.002482i,-0.0010469+0.00090121i,-0.00090126+0.00013043i,-0.00080896-3.8356e-05i,-0.001385-0.00051096i,-0.0017081-0.00052752i,-0.00065739-0.00039628i,0.00028485+0.00031689i,-0.00019759+0.00085036i,-0.00050171+0.00061226i,-0.00047305+0.00054772i,-0.00019913+0.00052588i,0.00051014+0.00021971i,0.00055421+0.0003486i,-6.8593e-05+0.00061372i,9.8055e-05+0.00018079i,0.00035397-0.00049992i,-0.00015529-0.00079255i
-0.0013761-0.0013685i,-0.0013509-0.00077855i,-0.0040977-0.0013644i,-0.0053708-0.0017102i,-0.0046911-0.0011008i,-0.0032288+0.00022596i,-0.0015717+0.00096358i,-0.0010873+0.00022473i,-0.00075894+0.00042145i,-0.00027504+0.00083197i,-0.00080785+0.001105i,-0.0012838+0.0013025i,-0.00096778+0.0010617i,0.00018045+5.8968e-05i,0.0013796+9.5081e-06i,0.00097815+0.00064456i,0.0001972+0.00079476i,-0.00066312+0.00036991i,-0.00094937-0.00033286i,-0.00030118-0.00034997i,2.1728e-05-0.00045253i,0.00030254-0.00052891i,-3.7002e-05+0.000396i
-0.00056179-0.0015083i,8.321e-05-0.0021321i,-0.00078645-0.0019332i,-0.0025447-0.00076211i,-0.003677+0.0013932i,-0.0031668+0.0018612i,-0.0010479+0.0011557i,-0.00044163+0.0011169i,-0.00067277+0.00095599i,-0.0007411+0.00077748i,-0.00085141+0.0011198i,-0.00038651+0.0014478i,-0.00013872+0.0021585i,-0.00020229+0.0018587i,-0.0001108+0.00054365i,-8.8705e-05-4.219e-05i,0.00029367-0.00027192i,0.00021453+0.00015006i,-0.00033283+5.0875e-05i,-0.00083148-1.8738e-05i,-0.0004773+7.0175e-05i,4.7084e-05-0.00020772i,1.9978e-05-0.00050994i
0.00019395-0.0010818i,-0.00051544-0.0017608i,-0.0016718-0.0022745i,-0.0038657-0.0022745i,-0.0048294-0.0013249i,-0.0036194+0.00044807i,-0.0015453+0.0004031i,-0.00038777-0.00067246i,9.0117e-05-0.00062443i,0.00012331+9.1301e-05i,-0.0001239+0.00053048i,-0.00037787+0.00092398i,-0.00031921+0.00083385i,0.00059669+0.00079454i,0.0012943+0.00070444i,0.0010083-7.0607e-05i,0.00081962-0.0003611i,0.00093222-4.7287e-05i,0.00038626+0.00025647i,0.0003795+0.00036104i,0.00074527+6.4724e-05i,0.0011805-9.5899e-05i,0.00048257+0.00016134i
-0.00070134-0.0018289i,-0.00018197-0.0013991i,-7.5617e-05-0.0011203i,-0.00093178-0.0010029i,-0.0020702+0.00063369i,-0.0016652+0.0015304i,-0.00065748+0.00053973i,-0.00055421+5.8443e-05i,-0.00044765+0.0010025i,-0.00042156+0.00032939i,-0.0010287-0.00016771i,-0.00072341+0.00083604i,-0.00019478+0.001199i,3.7092e-05+0.0017885i,0.00021041+0.0015905i,0.00049325+0.00051526i,0.00044591+0.00022909i,-0.0006895+3.0335e-05i,-0.0012445-5.9164e-05i,-0.00018964+0.00061738i,6.6091e-05+0.00083181i,-0.00021144+6.451e-05i,0.0002004-0.00058244i
-0.001009-0.00015708i,-0.00050273+0.0002168i,-0.0013669-8.499e-05i,-0.0017329-0.00031291i,-0.0017922+4.7583e-05i,-0.0018545+0.00013756i,-0.0011531+0.00020777i,-0.00099127+6.0673e-05i,-0.001268-0.00033004i,-0.0011587-0.00023639i,-0.00040965-0.00014944i,9.9682e-07+0.00024606i,0.00096347+0.00045563i,0.0011369+0.0010538i,0.0004005+0.0016355i,0.00073386+0.00081189i,0.001373+0.00043868i,0.00076436+0.0002322i,-0.00016656+0.00015591i,9.6476e-05+0.00031533i,0.00036356-0.00014332i,0.00028771-0.00097363i,0.00069524-0.0014215i
