-0.0048625-0.0020999i,-0.0046156-0.0017384i,-0.0049811-0.00025904i,-0.0050029+0.0014274i,-0.0048207+0.0022615i,-0.0025482+0.0013837i,-0.00060045+0.00059275i,-0.00054973+0.00097961i,-0.00065985+0.00054292i,-0.00069117+8.2564e-05i,-0.00030184+0.00046792i,-0.00020751+0.0012009i,-0.00057372+0.00078694i,-0.00057551+0.00064252i,-0.0011647+0.0013829i,-0.00046283+0.0015011i,0.00066494+0.0010731i,0.00030607+0.00051178i,0.00041045+0.00053774i,0.00063055+0.0011682i,3.7591e-05+0.00063116i,-4.9453e-05-0.00058554i,0.00029599-0.00080303i
-0.0078762-0.0084154i,-0.0012251-0.022954i,0.0019187-0.032284i,-0.0019274-0.033085i,-0.004268-0.024921i,-0.0037607-0.011946i,-0.003921-0.0039505i,-0.0040784-0.0020431i,-0.0032253-0.0016149i,-0.001662-0.00083041i,-0.0014258-0.00081179i,-0.0026985-0.00089003i,-0.0033716-0.00090692i,-0.0024702-9.4051e-06i,-0.00059611+0.0010991i,0.0010307+0.0015613i,0.0012547+0.0010912i,0.00011395+0.00059523i,-0.00040244+0.00070794i,-1.7659e-05-0.00038183i,0.0007152-0.0016381i,0.0011822-0.0010016i,0.0013977+0.00050405i
-0.013916+0.0063075i,-0.023945-0.0037438i,-0.030076-0.0085212i,-0.030961-0.0060103i,-0.023731-0.003622i,-0.011795-0.0013788i,-0.0052508+0.0020876i,-0.0041778+0.0036557i,-0.0032504+0.0032199i,-0.0012159+0.0026213i,-0.00027289+0.0024534i,-0.001556+0.0027133i,-0.0023927+0.0029574i,-0.0017267+0.0026465i,3.5657e-05+0.001426i,0.00089649+0.00049444i,0.00029132+0.00022593i,0.0003199+0.00029146i,0.00050011+5.2846e-05i,0.0003359-0.00021428i,-0.00018946-0.00044632i,-0.00073171-0.00043931i,0.00044405-0.00017236i
0.0007105+0.014702i,-0.011828+0.020182i,-0.017392+0.02312i,-0.013886+0.023372i,-0.0083754+0.01657i,-0.0039063+0.0076808i,0.0010661+0.0040083i,0.0040588+0.0037412i,0.0030055+0.0030684i,0.0016243+0.0021857i,0.0019782+0.0018068i,0.002672+0.0026691i,0.0022134+0.0037234i,0.00082451+0.0029263i,-0.00045233+0.00086308i,-0.00093658-2.817e-05i,-0.00060207+0.00017034i,-0.00025772-0.00068122i,0.00035303-0.0015269i,0.0003157-0.00079797i,-0.00023232+1.2944e-05i,0.00020995-0.00066347i,0.00057791-0.0017398i
0.017805+0.0079138i,0.018748+0.019484i,0.019995+0.021767i,0.022788+0.015977i,0.018674+0.0077751i,0.010299+0.0016603i,0.0074303-0.0022545i,0.0075213-0.0043042i,0.0054201-0.0043582i,0.0034745-0.0038788i,0.002766-0.0029988i,0.0023082-0.0013566i,0.0021503-0.00025063i,0.0012981-9.4709e-05i,-0.00095386+6.1517e-05i,-0.0013891+0.00078709i,-0.00014764+0.0010844i,-0.00070989+0.00031439i,-0.001822-5.1387e-05i,-0.0007369+0.00014696i,0.001339+0.00067235i,0.0018178+0.00070641i,0.00087091+0.00022421i
0.015226-0.012656i,0.027872-0.0084881i,0.030659-0.010587i,0.02426-0.018887i,0.014168-0.020536i,0.0050162-0.014758i,-0.0007742-0.010599i,-0.0023858-0.010717i,-0.0016872-0.0085426i,-0.0015363-0.005287i,-0.0022195-0.0040352i,-0.0020075-0.0034451i,-0.0014383-0.0023025i,-0.0011057-0.00093648i,-0.0015588+0.0013933i,-0.0020246+0.0028687i,-0.0016218+0.0016057i,-0.0010257+0.00042416i,-0.00084926+0.0014178i,-2.2361e-05+0.0022976i,0.00086555+0.0009771i,0.00070639+0.00052115i,0.00067726+0.00069844i
-0.0094744-0.019729i,-0.0021241-0.028659i,-0.0031579-0.030292i,-0.0098108-0.026379i,-0.01224-0.01829i,-0.010735-0.010205i,-0.010791-0.0038972i,-0.011026-0.0008732i,-0.0092066-0.00017111i,-0.0064966+0.00058546i,-0.005136+0.001201i,-0.0040837-0.0004986i,-0.0022609-0.001627i,-0.00084462+0.0002266i,0.00018286+0.0024664i,0.0010798+0.0026665i,0.0013428+0.001444i,0.00090492+0.0011414i,0.00092596+0.0019187i,0.0010783+0.0012136i,0.001186-1.484e-05i,0.00094512-0.00047106i,0.00068949-0.00093981i
-0.024762-0.00019336i,-0.027617-0.0098725i,-0.026585-0.0082105i,-0.025109+0.0011879i,-0.019496+0.0059447i,-0.0129+0.0055831i,-0.007891+0.0074423i,-0.0054164+0.0095857i,-0.0046468+0.0086801i,-0.0023267+0.0061912i,-0.0010908+0.0043439i,-0.001738+0.0034336i,-0.0016211+0.0019932i,-0.00088483+0.0013354i,0.00027122+0.00081243i,0.0017299-0.00039247i,0.0017154-0.00069176i,0.0016918-0.00031216i,0.0020765-0.00056038i,0.0013853-0.0013693i,-1.895e-05-0.0014073i,-0.0011808-0.0014197i,-0.0012369-0.00070076i
-0.010823+0.022606i,-0.020284+0.021262i,-0.017607+0.020633i,-0.0068658+0.019785i,0.0018589+0.014953i,0.0047772+0.010896i,0.0072052+0.0080073i,0.0087489+0.0065014i,0.0066823+0.0055171i,0.0047321+0.0039775i,0.0035839+0.002242i,0.0010906+0.0016789i,-0.00067903+0.0018235i,-0.00025651+0.00085005i,0.00047764-0.00078753i,0.00033098-0.002139i,6.3144e-05-0.0017529i,0.00037661-0.0011578i,0.00047808-0.0020079i,-0.00069097-0.001247i,-0.0013342+0.00058546i,-0.0016492+0.00091386i,-0.0012821+0.0006788i
0.01985+0.022346i,0.014686+0.027604i,0.017505+0.019558i,0.021208+0.005782i,0.017937-0.0044014i,0.012625-0.0071169i,0.0091221-0.0076037i,0.0085087-0.0082312i,0.0078792-0.0065963i,0.0066194-0.0043812i,0.0041839-0.0036775i,0.0023757-0.0022106i,0.0016393+7.0477e-05i,0.0002093+0.0002237i,-0.0014963-0.00093384i,-0.0014579-0.00069153i,-0.00032048-0.00071239i,-1.0095e-05-0.0020541i,-0.00034978-0.0020842i,-0.0011151-0.00039639i,-0.00098735+0.0011699i,0.00025139+0.0018713i,0.00081606+0.0011863i
0.028598-0.007161i,0.033007-0.00027661i,0.02563-0.0026866i,0.013596-0.011683i,0.0019151-0.017102i,-0.0025389-0.017838i,-0.003856-0.015691i,-0.0052811-0.013557i,-0.00448-0.0098491i,-0.0033108-0.0056365i,-0.0019035-0.0031249i,8.6307e-05-0.0012235i,0.0011626+0.00039857i,0.00026402+0.00093416i,-0.0013029+0.0017108i,-0.0023256+0.0019867i,-0.0022967+0.00078437i,-0.0025978-1.1367e-05i,-0.0029215+0.00075959i,-0.0013169+0.0017615i,0.0010447+0.001319i,0.0022797-4.965e-05i,0.0025979-0.00059493i
0.0068297-0.030218i,0.014041-0.030463i,0.007654-0.022508i,-0.0060966-0.015575i,-0.014812-0.0078526i,-0.017968-0.0031482i,-0.017691-0.00050372i,-0.015804+0.0010775i,-0.012328+0.00067318i,-0.007301+0.00018407i,-0.0041985+0.00013635i,-0.0030996-0.0003369i,-0.0015201-0.00056885i,-2.2846e-06+0.00050876i,0.00096692+0.0026858i,0.00076402+0.0038797i,-0.00052361+0.0032035i,-0.0010911+0.0028141i,0.00015832+0.0028411i,0.001519+0.0015018i,0.0018201-0.00096077i,0.0009838-0.0026363i,0.00073998-0.0023399i
-0.027699-0.018768i,-0.021739-0.025149i,-0.015393-0.014236i,-0.011572+0.00046621i,-0.0065281+0.0093093i,-0.0053452+0.013454i,-0.004915+0.013893i,-0.0030691+0.013185i,-0.00336+0.0099591i,-0.002735+0.0055483i,-0.00087689+0.0028432i,-0.0011119+0.0010349i,-0.0015955-0.00093593i,-0.00020382-0.0012961i,0.0022898+0.00015724i,0.003952+0.0010617i,0.0028003+0.0019663i,0.0017129+0.002619i,0.0020473+0.0017407i,0.0015154-0.00033648i,0.00052778-0.0013258i,-0.00047235-0.001792i,-0.0011865-0.0017689i
-0.028926+0.019432i,-0.03055+0.012062i,-0.014475+0.0082647i,0.0014996+0.0062101i,0.010577+0.00068112i,0.013208+0.0011548i,0.013133+0.004729i,0.012053+0.0051934i,0.0082071+0.0052357i,0.0048303+0.0034539i,0.0030423-0.00012234i,0.00076552-0.0008126i,-0.001976-3.5063e-05i,-0.0021698-0.00094088i,0.0001857-0.0023189i,0.0019255-0.0028269i,0.0027386-0.0021459i,0.0036769-0.0011538i,0.0030195-0.001287i,0.00099802-0.0018164i,-0.00045312-0.00094831i,-0.001269+0.00046035i,-0.0013027+0.0009856i
0.0044197+0.036001i,-0.0034238+0.032169i,-0.00046084+0.013115i,0.0050813-0.0034585i,0.0046687-0.014728i,0.0069306-0.018004i,0.010029-0.01551i,0.008661-0.012962i,0.0062446-0.0083642i,0.0033949-0.0042285i,0.00076021-0.0018964i,-0.00079234+0.00036463i,-0.0016784+0.0018087i,-0.0019925+0.0017542i,-0.002258-0.00017567i,-0.0028274-0.0018401i,-0.0015821-0.0024929i,0.00012391-0.00318i,-0.00075947-0.0034187i,-0.0010874-0.0025458i,0.00029548-0.0011989i,0.0013974+0.00055431i,0.001418+0.0015777i
0.039585+0.012715i,0.03236+0.018293i,0.017176+0.0063918i,0.0032667-0.0075915i,-0.010866-0.012283i,-0.016464-0.015211i,-0.014339-0.015656i,-0.011234-0.012334i,-0.0062282-0.0085072i,-0.0024068-0.0050298i,-0.0017494-0.0020913i,-0.00071889-0.00052287i,0.00045138+0.00071681i,-2.7795e-05+0.0019048i,-0.0019088+0.0022999i,-0.0031105+0.0021636i,-0.0031461+0.00059125i,-0.0030913-0.0015441i,-0.0033141-0.0019175i,-0.0027775-0.0012022i,-0.00088855-0.00087065i,0.00083918-0.00058483i,0.0016634-0.00085868i
0.032609-0.028096i,0.0359-0.019114i,0.019896-0.0095664i,0.0023644-0.0041553i,-0.0076261+0.0051684i,-0.015043+0.009562i,-0.017689+0.0078223i,-0.015173+0.0065537i,-0.0099107+0.0036165i,-0.0046806+0.0012557i,-0.0012305+0.0004634i,0.0005114-0.0013504i,0.0016931-0.0019123i,0.002059-0.00051937i,0.0014888+0.0019731i,0.00085824+0.0039707i,-0.00058589+0.00337i,-0.002356+0.0023632i,-0.0026759+0.0027276i,-0.0018562+0.0023129i,-0.00064688+0.00081935i,0.00059151+0.00013709i,0.00099374-0.00037705i
-0.01591-0.041716i,-0.0042564-0.037768i,0.00034112-0.015772i,0.00084765+0.0011231i,0.0072946+0.0082834i,0.0080486+0.014817i,0.004407+0.017854i,0.0035478+0.015231i,0.00065353+0.01009i,-0.00092498+0.0055236i,-0.00024656+0.0020897i,-0.00052546-0.00027899i,-0.00071619-0.0016045i,-0.00032385-0.001563i,0.0011009-0.00094239i,0.0028152+0.00050767i,0.0024478+0.0022176i,0.00097865+0.002968i,0.0012559+0.0031429i,0.0014917+0.0025366i,0.0012985+0.0022197i,0.0001909+0.0022854i,-0.0013054+0.001153i
-0.048271-0.0046056i,-0.040061-0.01418i,-0.016263-0.010698i,0.00043105-0.0048799i,0.010499-0.0086016i,0.018608-0.0084995i,0.020733-0.003439i,0.017252-0.0019645i,0.010164-0.00013214i,0.0038111+0.00080144i,0.0010069-0.00068552i,-0.0005873-0.00098563i,-0.0017002-0.00063734i,-0.0018885-0.00053456i,-0.00019513-0.0016938i,0.0012986-0.0027375i,0.0015263-0.0016902i,0.0026051-0.00019332i,0.0031079+0.00074169i,0.0025429+0.0005305i,0.0020917-0.00036651i,0.0010039-0.00068519i,-0.00029009+0.00022408i
-0.026596+0.043072i,-0.032493+0.03093i,-0.01722+0.0083926i,-0.0040971-0.0059263i,-0.0064163-0.015398i,-0.0050469-0.022351i,0.0006182-0.023055i,0.0008923-0.018759i,-0.00032417-0.010692i,-0.0012521-0.0040641i,-0.0020893-0.0015596i,-0.0016567-0.00042193i,-0.00050915+0.0011062i,-0.00048365+0.0023127i,-0.00080529+0.001226i,-0.00084378-0.00081235i,-0.00023158-0.001536i,0.00065491-0.0025405i,0.0011104-0.0034112i,0.0006175-0.0032283i,0.0010415-0.0024093i,0.0012186-0.00063676i,0.0016393+0.00087465i
0.028638+0.047363i,0.015923+0.046035i,0.0028865+0.022353i,-0.0020454+0.0024167i,-0.011543-0.00079544i,-0.021937-0.0041486i,-0.022952-0.008218i,-0.018759-0.0064946i,-0.011758-0.0036935i,-0.0055337-0.0010338i,-0.0029038+0.00091501i,-0.00089244+0.0012312i,0.00021584+0.0016022i,-0.00011553+0.0021708i,-0.00087236+0.0012935i,-0.0013333+0.00091868i,-0.0010551+0.00092932i,-9.468e-05-0.00079967i,-0.00038155-0.002914i,-0.0013518-0.003201i,-0.0015172-0.0022593i,-0.0011174-0.001253i,0.00047659-0.0011987i
0.058133-0.0068214i,0.051027+0.0071785i,0.021892+0.011519i,0.0017064+0.0050116i,-0.0011133+0.0072151i,-0.0062157+0.015414i,-0.012098+0.018123i,-0.010423+0.016271i,-0.0061902+0.010397i,-0.0017638+0.0044847i,0.00078556+0.00243i,0.00031288+0.0010551i,0.00061269-0.0010096i,0.0013947-0.0011473i,0.00041075+0.00050352i,0.0001559+0.0019684i,7.2071e-05+0.0020775i,-0.0020236+0.00071686i,-0.0034303-0.00066969i,-0.0029467-0.00082899i,-0.0021348-0.00010586i,-0.0016335+0.00053953i,-0.00086432-0.00036908i
0.019668-0.057755i,0.031118-0.045773i,0.024296-0.015028i,0.0083736+0.0016081i,0.0068017+0.0015626i,0.012775+0.0066967i,0.013705+0.012224i,0.012585+0.010529i,0.0083548+0.006759i,0.0038914+0.0028496i,0.0024029+0.00076067i,0.0012569+0.00034062i,0.00046247-0.00073651i,-0.0003978-0.0011619i,-0.00034297+0.00010951i,0.0010166+0.0011345i,0.0010479+0.0013211i,-4.874e-06+0.0013075i,-0.00090912+0.0016956i,-0.0011962+0.0022251i,-0.00047051+0.0027089i,0.00069058+0.0024125i,0.00089377+0.0010482i
-0.047557-0.04772i,-0.031658-0.053238i,-0.0071161-0.033548i,0.0025625-0.0091829i,4.6865e-05-0.0066141i,0.0062601-0.011545i,0.014238-0.011705i,0.013443-0.011785i,0.0079928-0.008872i,0.003156-0.0039746i,0.00037791-0.00090013i,-0.0014157+0.0009531i,-0.0028377+0.0021956i,-0.0035135+0.002252i,-0.0021132+0.001126i,0.00062877+1.3118e-05i,0.0014329+0.00043385i,0.00026169+0.0014237i,-0.0002123+0.0021822i,0.00083166+0.0024744i,0.002438+0.0021899i,0.0029454+0.0018058i,0.0017962+0.0016031i
-0.06359+0.021988i,-0.062254+0.0041378i,-0.032865-0.014705i,-0.0046818-0.014712i,-0.0026009-0.0078691i,-0.0089849-0.011794i,-0.0081514-0.018345i,-0.0077336-0.018599i,-0.0073157-0.012663i,-0.0039886-0.0060366i,-0.0017837-0.003016i,-0.0011052-0.0013564i,-0.001344+0.0015112i,-0.00099666+0.0028002i,-0.00042159+0.0010108i,-0.0016111-0.00082115i,-0.0013521-0.0004487i,0.00060722+0.0005146i,0.0019111+0.00062761i,0.0023902+0.00029695i,0.0025122-5.4004e-05i,0.0028487-0.00050619i,0.0031322-0.00011878i
-0.006273+0.073717i,-0.020969+0.065307i,-0.024411+0.027678i,-0.011188-0.0045273i,-0.00075378-0.0070009i,-0.008356+0.00068315i,-0.018617+0.0011428i,-0.019583+0.0010841i,-0.013415+0.0030382i,-0.0061239+0.002206i,-0.0028285-7.9923e-05i,-0.0023185-0.00064313i,-0.00091584-0.00020702i,0.0016204+0.00037336i,0.0012702+0.00082548i,-0.0004805+0.0018174i,-0.0004855+0.0022495i,0.0009588+0.00082467i,0.0021897-0.0009047i,0.0021438-0.0021852i,0.0016862-0.0032215i,0.0016265-0.0035665i,0.0013819-0.0030711i
0.066747+0.040237i,0.05478+0.0508i,0.018314+0.042605i,-0.0077315+0.013043i,-0.0055642-0.0073954i,-0.00061193-0.0016183i,-0.0026947+0.012177i,-0.0016693+0.018343i,0.00031336+0.015099i,0.00068928+0.0079948i,-0.0003957+0.003554i,-0.0016939+0.002045i,-0.0016423+0.001156i,-0.0011456-0.00031008i,-0.0010881-8.1266e-05i,-0.00017156+0.0020443i,0.0011231+0.001799i,0.00091096-0.0013055i,-0.00064755-0.003841i,-0.0021264-0.0042038i,-0.0026621-0.0035553i,-0.0026921-0.0025329i,-0.0021213-0.0016168i
0.067878-0.044162i,0.075091-0.028532i,0.053931+0.003453i,0.014758+0.018405i,-0.0078478+0.0056342i,-0.0021654-0.002821i,0.010497+0.0018423i,0.01648+0.0036981i,0.01425+0.001971i,0.0082908+0.00053153i,0.0039694+0.00056769i,0.0016964+0.00092714i,-0.0006518-0.00015282i,-0.0023806-0.0013003i,-0.0024345-0.00052947i,-0.00077803+0.00072546i,0.00019033-0.00012716i,-0.00049707-0.0013572i,-0.0015445-0.0010815i,-0.0038167+3.1502e-05i,-0.0054353+0.0010655i,-0.004351+0.0015228i,-0.0028745+0.0016142i
-0.011145-0.08458i,0.0062772-0.086718i,0.029855-0.054264i,0.032738-0.008611i,0.010346+0.011891i,-0.0033859+0.0038789i,0.0017382-0.0093055i,0.0070265-0.016674i,0.0050335-0.015546i,0.0026219-0.0090564i,0.0033887-0.004438i,0.0031269-0.0019687i,0.00090722+0.00033004i,-0.00068527+0.0017842i,-0.0003348+0.0022147i,0.00094484+0.0011077i,0.00022785-0.00053781i,-0.0019573-0.00019593i,-0.0028357+0.0012215i,-0.0017057+0.0023809i,-0.00032014+0.0031667i,0.0011858+0.0028671i,0.001847+0.0026814i
-0.086434-0.022456i,-0.082946-0.036866i,-0.04192-0.047986i,0.0083623-0.039094i,0.024983-0.012018i,0.0099461+0.0012609i,-0.0055341-0.0044246i,-0.012491-0.010328i,-0.012799-0.0095475i,-0.0078944-0.0058939i,-0.0030809-0.003752i,-0.00085249-0.0035929i,0.00014205-0.0016174i,0.0011697+0.00088978i,0.0013763+0.00079682i,-0.0010239-0.00048098i,-0.0021055-0.00075325i,-0.00093886+0.00059815i,3.8465e-05+0.0021217i,0.0020806+0.0027582i,0.0046116+0.0025591i,0.0051866+0.00070927i,0.0046463-0.00023062i
-0.059997+0.069153i,-0.073124+0.06279i,-0.071166+0.021217i,-0.043664-0.026344i,-0.0061236-0.036859i,0.0065032-0.01703i,-0.0024472-5.7199e-05i,-0.011024+0.006763i,-0.012165+0.0092203i,-0.0081216+0.007095i,-0.0052247+0.0023027i,-0.0043601+0.00028172i,-0.0022516+0.00019988i,7.5294e-05-0.000578i,0.00012755-0.00051454i,-0.0011523+0.00060518i,-0.0013375+0.0015572i,0.00049657+0.0011011i,0.0025822+0.00040782i,0.00348-0.00061968i,0.0038078-0.0016385i,0.0032759-0.0026813i,0.0017339-0.0033621i
0.039984+0.087721i,0.034088+0.098774i,-0.0019819+0.083993i,-0.041125+0.039408i,-0.043157-0.0064504i,-0.019403-0.016883i,-0.0020197-0.0022944i,0.0041711+0.0095226i,0.0065739+0.011877i,0.0058057+0.0088017i,0.0020519+0.0055463i,-0.0010169+0.0036808i,-0.0016847+0.0015637i,-0.0012674-0.00085231i,-0.0011889-0.0013163i,-0.00028453+0.00069271i,0.00042178+0.0015298i,0.00048831-0.00062686i,0.00086395-0.0032603i,0.00011165-0.0039285i,-0.001116-0.0034383i,-0.0020153-0.0033255i,-0.002497-0.0032578i
0.096647-0.00053963i,0.10784+0.0067671i,0.085495+0.033972i,0.032208+0.058189i,-0.015584+0.044959i,-0.023015+0.01418i,-0.0060677-0.0010739i,0.0084321-0.0030302i,0.011952-0.0041273i,0.0084019-0.0041781i,0.0052142-0.0011665i,0.0028544+0.0014247i,2.053e-05+0.0020707i,-0.0023594+0.0016394i,-0.0030315+0.0014077i,-0.0014374+0.001761i,-8.0689e-05+0.0011659i,1.0307e-05-0.00014198i,-0.00081349-0.001188i,-0.0027174-0.0008796i,-0.0037552+0.00015341i,-0.0036899+0.0013926i,-0.0031901+0.0025917i
0.041187-0.086896i,0.05014-0.099421i,0.070114-0.073659i,0.08081-0.01689i,0.053141+0.026071i,0.014517+0.027334i,-0.0018222+0.0073544i,-0.0020865-0.0081578i,-0.0020971-0.013348i,-0.0031238-0.010049i,-0.00067137-0.0063095i,0.0024275-0.004794i,0.0026862-0.0017689i,0.0010493+0.0016855i,0.00047218+0.0022457i,0.00097889+0.00072263i,0.0011891-0.00010849i,0.00043932+1.2055e-05i,-0.0018483+0.00035689i,-0.0028047+0.0010832i,-0.0014287+0.0025448i,0.00019822+0.0037555i,0.0012085+0.003789i
-0.066322-0.075175i,-0.07898-0.085987i,-0.052988-0.097183i,0.0052201-0.093168i,0.043826-0.056497i,0.03556-0.014058i,0.0095656+0.0025519i,-0.0069401+0.00026247i,-0.012871-0.00035629i,-0.011078+0.001096i,-0.0063852-0.0013901i,-0.0038764-0.0036782i,-0.0016351-0.0020966i,0.0011949-0.00059093i,0.0023983-0.00065232i,0.0014819-0.00088041i,7.0646e-05-0.00040639i,0.00013533+0.00092567i,0.00038895+0.0021789i,0.0013126+0.0034576i,0.0037741+0.0029849i,0.0052283+0.0016198i,0.0050791-0.0001263i
-0.097061+0.031735i,-0.11204+0.046608i,-0.11601+0.025106i,-0.097095-0.030137i,-0.049989-0.062546i,-0.0075273-0.045068i,0.0050737-0.013438i,0.0014103+0.0032321i,-0.0015922+0.0098572i,-0.0021194+0.010612i,-0.0037626+0.0065741i,-0.0058683+0.0031935i,-0.0047201+0.0002626i,-0.0016609-0.0017333i,-0.00055378-0.0013156i,-0.00088707-0.00053353i,-0.0018865-0.00017516i,-0.0011224-0.00041577i,0.0010441-0.00017921i,0.0023991-0.00022229i,0.0035305-0.0014711i,0.0034721-0.0029507i,0.0021483-0.0036186i
-0.0109+0.09668i,0.0035145+0.118i,-0.013435+0.12157i,-0.058875+0.091753i,-0.075899+0.035385i,-0.047444-0.0046221i,-0.012767-0.010261i,0.0033353-0.0022104i,0.0092641+0.002679i,0.010327+0.0033393i,0.0065053+0.0038449i,0.0019101+0.0048158i,-0.00084421+0.0032597i,-0.0024402-0.00030003i,-0.0028601-0.0015261i,-0.0022694-2.1787e-05i,-0.0013827+0.0015512i,-0.00019906+0.0011701i,0.0006416-0.0014516i,0.00039416-0.0030793i,-0.00012058-0.0029033i,-0.00096727-0.0028267i,-0.0021672-0.0026297i
0.0841+0.051708i,0.11622+0.04023i,0.12368+0.052127i,0.087641+0.085478i,0.027386+0.086495i,-0.010591+0.046582i,-0.012518+0.0082005i,-0.0024085-0.0073809i,0.0020895-0.011981i,0.0029102-0.012007i,0.0042888-0.0074297i,0.0052563-0.0025009i,0.0033619+0.00085281i,7.5975e-05+0.002044i,-0.00099648+0.0016295i,-0.000512+0.0016668i,0.00066253+0.001439i,0.00066654+0.00082951i,-0.00089841-0.00056451i,-0.0017567-0.0011886i,-0.0023045-0.0009244i,-0.0026525-9.5097e-05i,-0.0022182+0.0015421i
0.081645-0.052021i,0.079463-0.093804i,0.092616-0.10814i,0.11616-0.072277i,0.10242-0.017048i,0.050235+0.011975i,0.0073223+0.0094305i,-0.0076195-0.00082089i,-0.010853-0.0058391i,-0.0097408-0.0062162i,-0.0047621-0.0063222i,-0.0011921-0.0062671i,-2.4672e-05-0.0025145i,0.00064302+0.0013181i,1.0189e-05+0.0023308i,-0.00023788+0.0024129i,0.00064354+0.0012927i,0.0010997-0.00016363i,0.00012095+0.00018418i,-0.0010633+0.0014005i,-0.00058153+0.0020772i,0.001063+0.0025702i,0.0018452+0.0027091i
-0.01181-0.089403i,-0.057825-0.099776i,-0.078144-0.12034i,-0.044346-0.13915i,0.0038948-0.11496i,0.020869-0.055704i,0.01071-0.0092102i,-0.0017518+0.0062965i,-0.0079799+0.0092708i,-0.0096301+0.0094678i,-0.0091153+0.0049437i,-0.0074112-0.00037525i,-0.0042073-0.0018768i,-0.00080901-0.00144i,0.00077469-0.00029825i,0.0010899+0.00027449i,0.00073873-0.00060446i,0.0009438-0.00083734i,0.0012708+1.7991e-05i,0.0014437+0.00063943i,0.0020417+0.00059154i,0.0026052+0.00020926i,0.0023439-5.7189e-05i
-0.081872-0.025102i,-0.10845+0.023558i,-0.13656+0.046817i,-0.1476+0.013014i,-0.1151-0.028907i,-0.05398-0.033459i,-0.0089748-0.013447i,0.0063709+0.0018178i,0.0087154+0.0082131i,0.0077452+0.010581i,0.0024049+0.0099709i,-0.0027609+0.0074706i,-0.0030381+0.0040522i,-0.00089961+0.00049135i,0.0010735-0.0014201i,0.0022844-0.0016477i,0.0020995-0.0012707i,0.0016453-0.00064822i,0.001774-0.0013225i,0.0018356-0.0021788i,0.00094811-0.0012901i,0.00048303-0.0011557i,0.00080834-0.0022202i
-0.056701+0.057924i,-0.013346+0.10497i,0.008479+0.14975i,-0.020978+0.15742i,-0.050901+0.1145i,-0.0409+0.050831i,-0.011739+0.0075185i,0.00587-0.0065366i,0.011085-0.0078229i,0.011318-0.0058014i,0.0096288-0.00094292i,0.0063895+0.003862i,0.0022308+0.0036449i,-0.00057362+0.00099468i,-0.001152-0.0012925i,-0.00082419-0.003167i,-0.0012484-0.0030289i,-0.0012482-0.0023979i,-0.0015892-0.0023168i,-0.0027919-0.0020164i,-0.0020889-0.00086591i,-0.00072261+9.804e-05i,-0.0009789-0.00035851i
0.022854+0.071593i,0.088243+0.042919i,0.14947+0.029494i,0.15916+0.051951i,0.11537+0.066502i,0.053369+0.043707i,0.010812+0.0090231i,-0.0028959-0.0078555i,-0.0043641-0.011983i,-0.0029007-0.012236i,0.0016631-0.0093007i,0.0044523-0.0059371i,0.0022963-0.0032159i,-0.0013329-0.00064762i,-0.0036118+0.00046404i,-0.0038081+0.00050249i,-0.0031445+0.0010248i,-0.0028454+0.0010059i,-0.0022947+0.00047381i,-0.00097786+0.00086857i,0.00030645+0.0010844i,0.00089052+0.00021972i,0.00025859+0.00018554i
0.063613+0.011296i,0.05774-0.066285i,0.061946-0.13721i,0.086585-0.15088i,0.090907-0.11181i,0.053683-0.056364i,0.010804-0.017036i,-0.0086302-0.0026075i,-0.013732+0.00022726i,-0.013277+0.00033911i,-0.0087969-0.0034631i,-0.0047052-0.0056388i,-0.0018243-0.0028899i,-1.1019e-05+0.0010231i,-0.00067621+0.0038932i,-0.0012679+0.0052692i,-0.00060228+0.0045917i,3.4375e-05+0.002598i,-7.9093e-05+0.0025971i,0.00026206+0.0029267i,0.0014215+0.0017287i,0.0020727+0.00047687i,0.0014018-0.00024642i
0.036992-0.044579i,-0.043728-0.062887i,-0.1213-0.0916i,-0.13552-0.11954i,-0.099485-0.11488i,-0.052585-0.068768i,-0.01974-0.018648i,-0.0062585+0.0050311i,-0.0040679+0.012133i,-0.0040317+0.012018i,-0.005309+0.0059082i,-0.0066342+0.0010059i,-0.0045082+0.00025309i,-5.569e-05+0.0012611i,0.0033188+0.0030353i,0.0050047+0.0032727i,0.0046765+0.0025051i,0.0034181+0.0020573i,0.0033344+0.0015395i,0.0034869-0.00037079i,0.0023832-0.0020863i,0.0005846-0.0019462i,-0.00039611-0.0011752i
-0.01453-0.050749i,-0.059953+0.022963i,-0.11333+0.095361i,-0.14588+0.10845i,-0.13338+0.078868i,-0.080208+0.04383i,-0.02434+0.020877i,0.001766+0.010554i,0.0088821+0.0066876i,0.0096903+0.0041846i,0.0045421+0.0036854i,-0.001084+0.0055155i,-0.0018245+0.0047394i,8.7953e-05+0.00078014i,0.0027504-0.0024582i,0.0047773-0.0032511i,0.0048564-0.002431i,0.0044428-0.0024047i,0.0034112-0.0034986i,0.00078085-0.0036554i,-0.0012435-0.0025621i,-0.0015296-0.0015494i,-0.00064559-0.00083149i
