-0.0043175+0.0006355i,-0.0015691+0.00034335i,-0.0007279+0.0014642i,-0.00064256+0.0021328i,-0.00018489+0.0030056i,0.00068669+0.0033396i,0.0012596+0.0027448i,0.0011017+0.00171i,0.0005022+0.00048435i,0.00069172+1.1569e-05i,0.0014247-0.00026474i,0.00075743-0.00090965i,-0.00036318-0.0012094i,-0.00057546-0.00089017i,-0.00034825-0.00059166i,-0.00029963+0.00035895i,-0.00025326+0.0012317i,0.00025587+0.00056608i,0.00032838-0.00055442i,-6.8682e-05-0.00011996i,2.2686e-05+0.00065102i,0.00035253+0.0004358i,-0.00043597+0.00036525i
0.0033072-0.00081179i,0.0018354-0.0012044i,0.0017316-0.002161i,0.00045335-0.0023121i,-0.0012725-0.001207i,-0.001211+0.00075214i,-0.00015692+0.0013774i,3.1292e-05+0.0010172i,-0.0002769+0.00066311i,0.00035658-0.00020477i,0.00021405-0.00066367i,-0.00038241+0.00010413i,-0.00025024+0.0010439i,-0.0006995+0.0015639i,-0.00077638+0.0015147i,0.00024497+0.0010043i,0.00031855+0.00073902i,-0.00082221+0.00063884i,-0.0010107+0.00013692i,-0.0002484-0.00044343i,0.00044729-0.00089254i,0.00042471-0.00065709i,-2.9981e-05+0.00022176i
0.00023755-0.0033411i,6.1718e-05-0.0036829i,-0.00054072-0.0030459i,-0.0005954-0.0022784i,-0.00030728-0.00055317i,0.00021531+0.0012724i,0.00077323+0.00065474i,8.299e-05-0.0012472i,-0.00051714-0.0019673i,9.3446e-05-0.0014938i,0.00061852-0.00021171i,0.00054765+4.2992e-05i,-0.00041811-0.00025208i,-0.00062136-5.411e-05i,0.0002361-0.00026092i,0.00019631-0.00090957i,-0.00067456-0.00020192i,-0.00089086-2.8896e-05i,-0.00052857-0.00016086i,-0.00037173+0.00054755i,-0.00019919+0.00074628i,0.00025465+0.00059662i,0.00066044+0.00029264i
-0.0014359+0.0015799i,0.00062448+0.0033808i,0.0022919+0.0040382i,0.0030956+0.0027507i,0.0033334+0.0023771i,0.0032669+0.0011002i,0.0021363-0.00047098i,0.00035353-0.00059179i,-0.00066814-0.00066975i,-0.00079307-0.00048829i,-0.00045855-4.5447e-05i,-0.00032061+0.00015942i,-0.0006722-0.00036168i,-0.00082163-0.00077885i,-0.00015968-8.2448e-05i,0.00057476-6.4565e-08i,0.00036676-0.00095152i,0.00075177-0.000859i,0.0010463+0.00010715i,0.00056168+0.00012382i,0.00022085-0.00065373i,0.00025598-0.00083476i,3.65e-05-0.00014558i
-0.0007772-0.0017846i,0.00012975-0.0020874i,0.00032911-0.0011471i,-0.00018007-0.00015889i,0.00045614-0.00018131i,0.0013575-0.00034357i,0.001308-0.00023153i,0.00055841-0.00031588i,-3.2768e-05-2.7603e-06i,-6.8406e-05+0.00027967i,8.2472e-05+0.0001746i,-3.8945e-05+0.0007282i,0.00013378+0.00074377i,0.00055348+0.00025608i,0.0009461+5.8354e-05i,0.00044186-0.00024866i,-0.00047297+0.00015583i,-0.00046924+0.00056159i,4.1966e-05+0.00014352i,0.00042702-0.00030969i,0.00038131+0.00031489i,0.00069467+0.00071481i,0.00061673+0.00023303i
-0.00025164+0.00037668i,0.0012125+0.00042598i,0.0012235+0.0011454i,0.0020864+0.00086382i,0.0028452+0.0012765i,0.002098+0.00087961i,0.0008189+0.00026575i,-1.6569e-05+0.00034032i,-0.00031637+0.00057984i,-0.0005817+0.00080988i,-0.00047431+0.00032969i,0.00027718-0.00040409i,0.00037564-0.00049602i,-8.7235e-05+0.00016541i,-0.00086886+0.00084337i,-0.00045463+0.00099459i,0.00015662+0.00099935i,-0.00072359+0.0010199i,-0.0011451+0.001611i,-0.00030463+0.0013473i,0.00062884-0.00010921i,0.00065465-0.00084458i,5.0867e-06-0.00017275i
-0.0012507-0.0016324i,0.00016809-0.0018765i,0.00076725-0.0014166i,0.00034407-0.00060267i,-0.00018555+3.9916e-05i,0.00096591+0.00048804i,0.00062735+0.00025171i,-0.0006296-0.0015574i,-0.00087638-0.0013644i,-0.00065384+0.000322i,-0.00052613+0.00076629i,-0.0003805+0.00078813i,-0.00040949+0.0006411i,-0.00071125+0.00059313i,-0.00031831+0.00070663i,0.00021653+0.00057917i,-3.2949e-06+0.0008115i,-0.00023771+0.001036i,6.4361e-05+0.00066635i,0.00029077-0.00017536i,0.00066973-0.00059933i,0.00025925+0.00011003i,-0.00048497+0.00041884i
0.0023579+0.0014537i,0.002187+0.00081799i,0.0034526+0.00045222i,0.0040529-0.00045751i,0.0028118-0.00079044i,0.00096986+0.00080062i,-5.772e-05+0.00093843i,-0.00081772+0.00019983i,-0.0014741+0.00043892i,-0.0013342-0.00018331i,-0.00082558-0.00033002i,-0.00062642-0.0002638i,-0.00061439-0.00034596i,-0.0001719+6.3419e-05i,-0.00011731+0.00010909i,-0.00066437+0.0010714i,-0.001182+0.001269i,-0.00080674+0.00059615i,0.00019641+0.00035356i,0.00016623-0.00015008i,-6.3356e-05-0.0011424i,0.00046876-0.0014583i,0.0004477-0.00062527i
-0.0012906-0.0024587i,-0.0012352-0.0026967i,-0.0016689-0.0021044i,-0.0012931-0.0013458i,-0.0002481-0.00032649i,0.0011665+0.00017469i,0.00086641-0.00023267i,-0.00010067-0.00028123i,-0.00042787+2.2132e-05i,-0.00048859+0.00012157i,0.00041117-5.0183e-05i,0.0011596-0.00012058i,0.00084052-0.00033123i,0.00042196-0.00051448i,0.00058869-0.00056454i,0.001018-0.00034104i,0.00081666+7.7956e-05i,0.00061714+3.8015e-05i,0.00089989+0.00034755i,0.00063994+0.00099201i,0.00047858+0.00086436i,0.00056671+0.00060889i,-0.00011062+0.00034427i
-0.00057102+0.00058377i,0.00069679+0.0012973i,0.0021548+0.0020744i,0.0019476+0.0021121i,0.0017546+0.00059651i,0.0017046-0.00017783i,0.0012301+0.00039539i,0.00082958+0.00052887i,0.00048415-0.00024278i,0.00055152-0.00013248i,0.00029038+0.00053663i,-0.00035268+1.6457e-05i,-0.0011523-0.00021086i,-0.0016601+0.00050516i,-0.001363+0.0010314i,-0.00095107+0.000853i,-0.00121+0.0010675i,-0.0015971+0.0010749i,-9.1881e-05+0.0001434i,0.001309-0.00012515i,0.0014104-0.00039286i,0.0012468-0.00058441i,0.0011682-0.00033326i
0.0011818-0.0023153i,0.00088314-0.0034869i,-0.00039369-0.00385i,-0.00085394-0.0034251i,-0.00065058-0.0016052i,0.00024575+0.00032883i,0.00042739+3.5266e-05i,-0.00015756-0.0017821i,-0.00018555-0.0014753i,-0.00042011-0.0002381i,-0.00025248-2.9045e-05i,-0.00046944-6.9132e-05i,-0.00090763+0.00063815i,-0.00053061+0.00092446i,0.0002233+0.00098642i,2.6117e-05+0.00097638i,-0.00036232+0.00049225i,-8.0842e-05-0.00025676i,0.00025651-0.00062162i,-0.00042796-0.00064131i,-0.00083729-0.00063458i,-0.00025556-0.0008344i,0.00046693-0.00098916i
0.00055391-0.00086187i,0.00051746-0.00075293i,0.00075524-0.0021556i,0.0010932-0.0021614i,0.00089026-0.00015276i,0.000643+0.0023513i,0.0011444+0.0019648i,0.0011087+0.00074992i,0.00020792+0.00074489i,-4.2203e-05+0.0007581i,-0.00022893+0.00064199i,-0.00042746+0.00052177i,-0.00011119+0.00058969i,-0.00014785+0.0001949i,-0.00022196-0.0002396i,-0.00030657-0.00064444i,-0.00029147-0.00061271i,0.00022864-0.00014799i,0.00098801-0.00013443i,0.00085865-0.00033069i,0.00071367-8.6671e-05i,0.00092488+0.00017897i,0.00091688+0.00031018i
-0.001984-0.0024176i,-0.0010089-0.0020079i,0.00016646-0.001003i,0.00037451-0.00026399i,0.00040968+0.00093812i,0.0013593+0.0013898i,0.0012131+0.00036779i,0.00042966-0.00081132i,-0.00015401-0.00099831i,-0.0010337-0.00052647i,-0.0013237-0.00012473i,-0.00048001-0.00036803i,0.00054238-0.00051517i,0.00052784-0.00068477i,1.208e-05-0.00032628i,-7.8785e-05+0.00094316i,-0.00016835+0.001618i,-0.00041847+0.00096517i,-0.00013679-0.00016939i,0.00031775-0.00022329i,0.00039383+0.00036522i,0.00064106+0.00029514i,0.00071958-0.00012795i
-9.3777e-05+0.00063473i,0.00097306+0.0018246i,0.0016662+0.0016809i,0.0014042+0.0013301i,0.0012014+0.0014401i,0.0016302+0.00094549i,0.00095241-3.4878e-06i,-1.9479e-05-0.00039168i,-0.00078439-0.00046505i,-0.0011568-0.00079438i,-0.00082661+7.8319e-05i,-0.00046905+0.00089969i,-0.00012164+0.00066544i,-0.0002016+0.0002997i,0.00022297-0.00010878i,0.00058815-0.00032427i,0.00040742-0.00044636i,0.00040544-0.00045475i,0.0004807+5.4891e-05i,0.00012267+0.00025895i,-0.00010793-0.00030067i,0.00022628-0.00072336i,-0.00038964-0.00026809i
0.00043839-0.00025752i,-0.00032113-0.00081017i,-7.4456e-05-0.0003901i,0.0014608+0.00025902i,0.001871+0.0010537i,0.00097197+0.0023016i,0.0008799+0.0017219i,0.001062+0.0003958i,7.7473e-06-0.00024786i,-0.00094987-0.00017151i,-0.00039823-0.00013825i,-8.0872e-05-0.00041882i,-0.00012401-0.0006053i,7.3895e-05-0.00058525i,1.5164e-05-0.00028375i,8.9118e-06+0.00062951i,0.00017936+0.00058265i,-0.00039777-7.8115e-05i,-0.0010609-0.00048908i,-0.0010072-0.00071614i,-0.00079317-0.0011819i,0.00018734-0.0012592i,0.00073455-0.00080174i
0.0014453+0.0010045i,0.0026605+0.0011267i,0.0030525-7.5012e-06i,0.0029613-0.0016675i,0.0025553-0.0024004i,0.0019917-0.0011803i,0.0015082+0.00026036i,0.00089078-0.00012922i,0.00071585-2.0483e-05i,-0.00051252+0.00080888i,-0.0013126+0.00015601i,-0.00099491+0.00027473i,-0.00051421+0.00096061i,-0.00063537+0.00077028i,-0.0010502+0.00045178i,-0.00082466+0.00035764i,-0.00048761+0.00014251i,0.0002373-0.00021208i,0.00054504-6.8778e-05i,0.00046086+0.00017432i,0.00036411-2.6951e-05i,0.00035651-0.00015007i,0.00049634-0.00022316i
-0.00029964-0.00049347i,-0.0002534+0.00039471i,0.00023616+0.0010909i,0.00081727+0.00056769i,0.001203+0.00040857i,0.00054246+0.00071788i,0.00019802+0.0001282i,2.5033e-05-0.0001673i,-0.00034852-0.00046506i,-0.00011919-0.0007001i,0.00063834-0.00022716i,0.00029356+0.0004878i,-0.00042885+0.0005375i,1.2824e-05+0.00050048i,0.00033847+0.00063748i,5.2741e-05+0.00071987i,4.4504e-05+0.00045612i,0.00057725-0.0001678i,0.00083174+0.00026534i,0.00032415+0.00054917i,-0.00044891+0.00054245i,-0.00075297+0.00047438i,-0.00056219+0.00034957i
0.0032357+0.0011955i,0.003215+0.00064399i,0.0038833-0.00088568i,0.003551-0.0023131i,0.002202-0.0022873i,0.00063535-0.00056834i,0.00026244-0.0006517i,0.00016246-0.00027035i,-0.0006446+0.00033166i,-0.0010334+9.5572e-05i,-0.00062493-0.00023853i,-0.00040653-3.3048e-05i,-0.00064114+0.0007426i,-0.00054328+0.00076544i,-0.00041314-5.3897e-05i,-0.000402-0.00017961i,0.00026646+0.00021989i,0.00069415+0.0006428i,0.00057412+0.0011866i,0.00016085+0.0011822i,-0.00052185+3.5197e-06i,-0.00050839-0.00072917i,-0.00041289-0.00050194i
0.0030421+0.0011078i,0.0035551+0.00087159i,0.0037589+0.00071098i,0.0039107-0.00039902i,0.0030404-0.0005798i,0.0015557-0.00085682i,0.0011774-0.00048056i,0.00042357-0.00045082i,-0.00028367-0.00086757i,-0.0005697-0.00035403i,-0.00069956-0.00042116i,-0.00078634-0.00082937i,-0.0013402+0.00059107i,-0.0010041+0.0011148i,-0.00021371+0.00058465i,0.0002923+0.00085034i,0.00060191+0.00038703i,0.0010119+0.00045107i,0.00094246+0.00090212i,6.1497e-06+0.00050303i,-0.00027735+0.00047672i,0.00068353+0.00017723i,0.00092943-0.00037205i
0.00018329+3.8067e-05i,0.00095922+9.3315e-06i,0.0028957-0.00083692i,0.0024977-0.00055582i,0.0012786+0.0002363i,0.00067655+0.00053653i,0.00077225+0.00025429i,0.00071796-0.00010167i,0.00040066-0.00023281i,-0.00016596+0.0003479i,-0.00070304+0.00038116i,-0.00017447-0.00013778i,0.0003474-0.0002994i,-4.4133e-06-0.0001685i,-0.001028-0.00015775i,-0.0014066-0.00019367i,-0.00056854-0.00012736i,-0.00041381-0.00033358i,-3.4321e-06-0.00081546i,0.00017854-0.00081018i,-0.00040725-0.00048746i,-0.00087775-0.00070661i,-0.0010069-0.00020992i
0.00074647+0.00034652i,0.0011535+0.00077373i,0.0016027+1.2104e-05i,0.0022603+8.1878e-05i,0.0023931+0.00076353i,0.0017092+0.0012321i,1.3373e-05+0.0013815i,-0.0014767+0.00056564i,-0.00086889+0.00017313i,-0.00015226+0.00091617i,-0.00015878+0.00061003i,-0.00072324-0.00010631i,-0.0010435+9.6397e-06i,-0.00081325+0.00068106i,-0.00058871+0.00031642i,0.00049169-0.00013096i,0.00085801-0.00050986i,0.00036333-0.00084405i,0.00033037-0.00039332i,-0.00025421+0.00041948i,-9.5356e-05+0.00036336i,0.00022106-3.3627e-05i,-0.00044419-0.0003208i
-0.00060195+0.0012229i,0.00062042+0.0013487i,0.0015628+0.001663i,0.001804+0.0016158i,0.0018541+0.0016239i,0.0023497+0.0015167i,0.0019418+0.00087932i,0.0010832+0.00018405i,0.00050901-0.00028859i,0.00075923-0.00018625i,0.0016533-0.00010242i,0.00081171-2.1804e-05i,0.00058935+0.00052198i,0.0006707+0.00060491i,-0.00031984+0.00027955i,-0.00053528+0.00059968i,-0.00064906+0.00058618i,-0.00066471+0.00020054i,-2.7087e-05+0.00011867i,-0.00041495-0.00022208i,-0.00044718+4.1598e-06i,-0.00016786+0.00046058i,-0.00070267+0.00028704i
0.0023565-0.00072161i,0.0012833-0.001992i,0.0014876-0.0031161i,0.0013055-0.0030511i,0.00025214-0.0021191i,0.00045421-0.00065828i,0.0014588+9.5123e-05i,0.00092177-1.9544e-06i,-9.3292e-05-0.00060025i,-0.00059893-0.00080257i,-0.0012349-0.00055148i,-0.00071151-0.00043315i,9.7558e-05+2.8709e-05i,0.00027495+0.00044355i,0.00036964+0.00035723i,0.00089851+9.6444e-05i,0.0010949+0.00019409i,0.00067221-0.00034557i,7.1487e-05-0.00077364i,-0.00063745-0.00037518i,-0.00066653-0.0002814i,-0.00021736-0.00026145i,-5.7654e-05+9.7689e-05i
-0.0012328+0.00081781i,0.00066768+0.0016011i,0.0015326+0.0017071i,0.001228+0.0016617i,0.00074582+0.00095685i,0.00064534-0.00012581i,0.00032884-0.00052341i,-3.0618e-06-0.00086217i,-0.00049515-0.00074597i,-0.00043051-0.0003181i,-0.00026897+0.00011467i,-0.00099156+0.00015013i,-0.0010933+0.00026137i,-0.00035424+0.00025736i,-2.8963e-05+0.00029263i,-0.00058618+0.00050375i,-0.0006827+0.00057615i,-0.00042059+0.00032485i,9.9925e-06+0.00073601i,8.8249e-05+0.00060305i,-0.00015397+0.00039111i,-0.00034758+0.0009517i,-0.00027585+0.0010115i
-1.7323e-05-0.00010589i,0.00045621-0.00064867i,0.0007765-0.00073603i,0.0016328-0.00022388i,0.0019853+0.0015995i,0.0016633+0.0031079i,0.0014411+0.0021017i,0.00051418+0.00063237i,-0.00055061+0.0002697i,-0.00058236+0.00040885i,-0.0010798+0.00017928i,-0.00042033-0.00061217i,0.0007658-0.00017664i,0.00096628+0.00038117i,0.00013735+0.00039145i,-0.0010489+0.00026149i,-0.0010189+0.00050186i,-0.000161+0.00054946i,-0.00011506+2.2505e-05i,0.00010443-0.00012049i,0.00060112-0.00019182i,0.00039389-0.00036834i,-0.00044906-0.00049838i
0.001528-0.00039021i,0.0008222+7.2091e-05i,0.0012881-0.00065379i,0.0018285-0.0015648i,0.00083786-0.0010164i,0.00038141-0.00068648i,-0.00038619-0.000876i,-0.00093762-0.00075578i,-0.00028081-0.0013879i,0.00012729-0.0017748i,0.00024956-0.00068487i,0.00067701+7.8841e-05i,0.00050008-0.00023677i,-0.00026571-0.00075742i,5.2487e-05-0.00027005i,0.00058037-0.00037812i,0.00090675-0.00088333i,0.0011996+0.00029499i,0.00034154+0.00068795i,-5.9298e-05-0.00025008i,0.0008133-0.00082013i,0.00085051-0.00049039i,0.00024081-0.00017308i
0.0021344+0.001329i,0.0029933+8.697e-05i,0.0043564-0.0014966i,0.003661-0.0022822i,0.0023379-0.0014653i,0.001816-0.00048008i,0.0012144-0.0003458i,0.0001158-0.00039642i,-0.00086716-0.00056008i,-0.00099328+0.00038034i,-0.00077396+0.00083801i,-0.00083344+0.00069073i,-0.00025388+0.00097888i,0.00055073+0.0012255i,-3.2109e-05+0.00021544i,-0.00043741-0.00084326i,-0.00027775-0.00093336i,-0.00038554-0.00033335i,-0.00035665+0.00019047i,-0.00060654+0.00030745i,-0.00017422+0.0002543i,0.00020988-0.00023142i,0.00066782-0.00039575i
0.0013912-0.0021564i,0.00087461-0.0007245i,-0.00087908-0.00025459i,-0.001159-0.00046811i,-0.00046933+0.00036697i,0.00039331+0.0013589i,0.00068719+0.0015474i,-0.00010048+0.0010063i,-0.00033938-0.00021935i,-0.00049573-0.00096258i,-0.00091621-0.00016521i,-0.0007472+0.00074858i,-3.8098e-05+0.0005425i,1.7508e-05-0.00023936i,-0.00010376+0.00018685i,-0.00018345+0.00069364i,-0.00069637+0.00014763i,-0.001055-7.17e-05i,-0.00091411+0.00043046i,-0.00042793+0.00014521i,0.00059528-0.0003189i,0.0011682+0.00043393i,0.00074185+0.00048343i
0.002113-0.00058456i,0.0019042-0.0021028i,0.0020801-0.0024227i,0.0028835-0.0017127i,0.0021506-0.00062242i,-0.0003107-0.00011503i,-0.0013179+7.3608e-05i,-0.00059978+0.00028609i,-6.4924e-06-0.00036026i,0.00039664-0.00077973i,9.3326e-05-0.0008267i,-0.00013819-0.0010531i,-0.00032876-0.00045925i,-0.0010481-0.00013082i,-0.0002864+0.0003356i,0.00046175+0.00062224i,0.0005512-0.00048996i,0.00052378-0.00079959i,0.00065169+0.00025335i,0.0003233+0.00051176i,8.2803e-05-0.00049598i,-0.00017712-0.0011991i,-0.00036483-0.00076319i
-0.0015715-0.00028175i,0.00021422-0.00047441i,0.00090448+0.00054095i,0.0014553+0.0018082i,0.0022757+0.0024745i,0.0023761+0.0017669i,0.0019202+0.0007491i,0.0014331+0.00016013i,-0.00062682-0.00029026i,-0.001474-7.8485e-05i,-0.00012833+0.00040373i,0.00039725+0.00013554i,-6.9151e-05-0.00015901i,0.00019507+0.00032416i,0.00049309+8.8036e-05i,0.00051056-0.00043543i,0.00012259-0.00081101i,-0.00036254-0.00028848i,-0.00064239+0.00072712i,-0.00051965+0.0010083i,-0.00033407+0.00088393i,-0.00032074+0.00075824i,-0.00016611+0.00080266i
0.00039322+1.2072e-05i,5.0335e-05-0.0011148i,0.00039266-0.0024618i,0.0012201-0.0025842i,0.001282-0.0011463i,0.0010526-0.00032171i,0.00070723-0.0007489i,-0.00014951-0.00064392i,-0.0004724+4.8452e-06i,-9.1813e-05+0.00064413i,-0.00027285+0.00090078i,-0.00051452-0.00014391i,-0.00010255-0.00068178i,-0.00054637+4.9912e-05i,-0.00036663+0.00020059i,0.00026024+0.00028488i,0.00052695+0.00048679i,0.00028817+0.00034074i,-0.00028258+0.0002033i,-0.00064401+0.00019082i,-0.00040544-3.2948e-05i,0.00061838-9.4866e-05i,0.00092405+3.5724e-05i
-0.0001716+0.00036648i,0.00057554+0.00075929i,0.001561+0.00095882i,0.0014018+0.00058504i,0.00077549+0.00090108i,0.00062123+0.00085101i,0.00093736+0.00046797i,0.00112+0.00097335i,0.00066525+0.0013549i,-0.00015675+0.0015512i,8.0147e-05+0.0012274i,0.00059721+0.00032844i,0.00043924+2.7939e-05i,0.00052394-0.00012612i,0.00023287-0.00051446i,3.2079e-05+0.00030207i,0.00015701+0.0010235i,0.00059178+0.00071819i,0.0013019+8.0138e-05i,0.0012065-0.00067866i,0.00081681-0.0005543i,0.000539+0.00018701i,-1.834e-05+0.00037949i
0.0011329-0.00036644i,0.0014804-0.00085006i,0.0023494-0.0017527i,0.0020714-0.0019256i,0.00088849-0.00098251i,0.00010633-9.1906e-05i,-6.7485e-06-0.00016083i,-0.00021156-0.00062964i,-0.00061306-0.0012271i,-0.00079059-0.0011634i,-0.0005817-0.00082024i,-0.00036886-0.00061526i,-0.00042577-0.00048542i,-0.00033911-0.00043765i,0.00013225-0.00011796i,0.00051504-0.00014292i,0.0003878-0.00066123i,0.00018954-0.00056878i,-0.00037756+0.00048115i,-6.8703e-05+0.0012663i,0.00031746+0.00053755i,-0.00025262-0.00031888i,-0.00048266-0.00012697i
0.0027614+0.0011381i,0.0034148-0.00023313i,0.0045054-0.0013732i,0.0041158-0.0013484i,0.0016967+0.00032519i,0.00030301+0.0015929i,0.0006469+0.00067546i,0.00013045-0.00045894i,-0.00086125-0.00082971i,-0.00068024-0.00069513i,0.00050015-0.00024286i,0.00070607-0.00016551i,0.00066288-0.00016743i,0.00068215-0.00012429i,0.00043669-0.00028647i,0.00031389-0.00031374i,0.00046007+0.00019875i,0.00031307+0.00074472i,-0.00019463+0.00099895i,0.00069913+0.00074919i,0.0014087+0.00048638i,0.0010678+0.00073081i,0.00054782+0.00088988i
0.00010206+0.0010826i,0.00086065+0.0018335i,0.00077499+0.0017258i,0.001053+0.00019635i,0.0017228-0.00042096i,0.0021449-0.00038476i,0.0012241-0.00081725i,-0.00060943-0.00077803i,-0.0012866-0.00011544i,-0.0011048+8.1828e-05i,-0.0004317-0.00032263i,-0.0005116-9.756e-05i,-0.00097872+0.0001879i,-0.0014684+6.3583e-05i,-0.0011853+0.00030926i,-0.00048175+0.00074895i,-0.00047863+0.00049661i,-0.00051745+4.4536e-05i,-0.00016325-3.9419e-05i,0.00058802-0.00014687i,0.00059203+6.8899e-05i,-0.00012471+0.00055173i,-0.00058742+0.00089926i
0.0027213-6.7872e-05i,0.0022174+0.0001059i,0.0021523+0.00061129i,0.0016414+0.00014774i,0.00076132-0.00067804i,-0.00010776-0.00037204i,-0.00023716+0.00064206i,0.00018217+0.00028326i,0.00019601-0.00080477i,0.00042039-0.00054642i,0.00040719-0.00032196i,0.00050121-0.00022165i,0.0009362+0.0004594i,0.00036577+0.00050499i,-0.00062722-0.00018062i,-0.00043466-0.0002112i,-0.00029001+0.00059225i,-0.00045641+0.00060402i,-0.00065216+7.0133e-05i,-0.0009752+0.00030812i,-0.00080631+0.00043424i,0.00041016+0.00029357i,0.00089292+0.00038142i
0.0016321+0.00044275i,0.00046169+0.00023621i,0.0014246-0.001264i,0.0019714-0.0014826i,0.00043186-0.0013471i,-0.00066594-0.00030951i,-0.00013767+0.00034502i,0.00010269-7.4048e-05i,-0.00023369-0.00017372i,-0.00040036+0.00032829i,-0.00012704+1.5966e-05i,-9.2455e-05-0.00067317i,-0.00031257-0.00087511i,-0.00016175-0.00035493i,-0.00023381+0.0006839i,2.5058e-05+0.00063572i,0.00014941+0.00022344i,-0.0015352+0.00058782i,-0.0015189-0.00044538i,-0.0006616-0.0010547i,-0.00016695-0.00012903i,0.00020145+0.00036144i,0.00043893+9.5133e-05i
0.0010833+0.0011312i,0.0024783+0.0017231i,0.0035447+0.0019205i,0.0031109+0.00040936i,0.0016476-0.00094284i,8.3781e-05-0.00061736i,-0.00018975+0.00016345i,0.00078467+0.00057434i,0.00035775+0.00066048i,-0.00066198+0.00094526i,-0.00027522+0.0010425i,-0.00028094+0.00039682i,-0.00045281-0.00057205i,-0.00016162-0.00053138i,-0.00018713+0.00011114i,-0.00038561+0.00071756i,-0.00023624+0.00055953i,-0.0003133+0.00051814i,-0.00054891+0.00052823i,-0.00049674+0.00058158i,4.1847e-05+0.00043287i,0.00055627-0.00010083i,0.00062785-0.00059499i
-0.0031651-0.0018478i,-0.0027754-0.00017824i,-0.0023294+0.0010804i,-0.0016404+0.0022062i,-8.3737e-06+0.003319i,0.0016242+0.002457i,0.0018622+0.00085139i,0.00030529-0.00057265i,-0.0014457-0.00027657i,-0.0013851+0.00044989i,0.00016579+0.00019582i,0.00085703-0.00073136i,0.00089439-0.0012634i,0.0006236-0.0010184i,-0.00031602-0.00038816i,-0.00030931-0.00023162i,-0.0003913-0.00021549i,-0.00033161-4.5101e-05i,0.00013859+0.00046858i,9.9434e-05+0.00072617i,0.00025733-0.00011411i,0.0001557-0.00037736i,-8.936e-05-0.0003788i
0.0012695-0.00042089i,0.0019688-0.00017159i,0.0021971-0.00036418i,0.0023374-0.00074477i,0.0027719-1.1125e-06i,0.0025357+0.00098071i,0.00089352+0.00042159i,-0.00012751-0.00028331i,-0.00011823-9.5274e-05i,-0.00054518+0.00026643i,-4.8133e-05+0.00070892i,0.00084911-1.9003e-05i,0.0006637-0.00050556i,0.00020917-0.00015988i,-4.7366e-05-0.00015656i,2.1253e-05+0.00056238i,-3.6173e-05+0.0015893i,-0.00046738+0.0012437i,-0.00015531-0.00031235i,-0.00014763-0.0010095i,-0.00030753-0.0010471i,-1.5535e-06-0.00091006i,-0.00037767-0.0006386i
-0.0022369-0.0015477i,-0.0018762-0.00068808i,-0.0017777-0.00060042i,-0.0020954-0.00023654i,-0.0020984+0.0010625i,-0.0015059+0.00076968i,-0.00021339-0.00052474i,0.0007412-0.00031155i,0.00031167-9.0776e-05i,-0.0003928-5.4403e-05i,-0.00050683+2.1163e-05i,-0.0003824+0.00016849i,-0.00031965-0.00015737i,9.9912e-05-0.00032115i,0.00012703+0.00046295i,-0.00026808+0.00028396i,-0.00090265-0.00025113i,-0.00062987+0.00021197i,-0.00013538+0.00044172i,-0.00053675+0.00047929i,0.00015977+0.00015225i,0.00055652-0.00023617i,6.0068e-05-5.5481e-05i
0.00086169+0.00014226i,0.0017451-0.00033191i,0.0018612+0.00010874i,0.0022802+0.00077807i,0.0029174+0.0011374i,0.0022579+0.0009501i,0.0013207+0.00020574i,0.00016453-0.00042929i,-0.001383-0.00044764i,-0.0015993-0.00024332i,-0.0011159+5.5964e-05i,-0.00044017-0.00058895i,-0.00015379-0.0012993i,-0.00077717-0.00052908i,-0.00045047+0.0010984i,0.00074916+0.0010941i,0.000369-1.2409e-05i,-0.00028201+5.4193e-05i,-9.7437e-05-0.00013844i,0.00021288-0.00026028i,0.0001185+0.00089645i,-0.00043082+0.0012143i,-0.00058947+0.0007548i
0.00030399+0.00091505i,0.00067466+0.0014547i,0.0007289+0.0009023i,0.00021622-0.00012965i,-0.00014594+0.00021651i,0.00042951+0.0012272i,0.00042003+0.00090052i,-0.00040659-0.00019363i,-0.0011154+0.00016255i,-0.0014095+0.0013067i,-0.00084934+0.0011543i,-0.00040322-0.00023991i,-0.00031774-0.00046792i,-4.4644e-05+0.00054841i,-0.00041471+0.00017102i,-0.0006067+5.5869e-05i,-0.00043113-2.3374e-05i,8.0239e-05-0.0001628i,0.00023184+0.00046929i,0.0010685+0.0010062i,0.0010805+0.00059103i,5.6015e-05-0.00055861i,-7.5412e-05-0.001076i
-0.0017617-0.00011536i,0.00051293+0.00097679i,0.0024532+0.00252i,0.0030755+0.0032176i,0.0033842+0.0031492i,0.0028282+0.0018819i,0.0012424+0.00058615i,-0.00018182+0.00010057i,-0.0012013+0.00033516i,-0.0015291+0.0010123i,-0.0011174+0.00065452i,0.0004521-0.00023955i,0.0012252-0.0003855i,0.00094514-0.00076014i,0.00051468-0.0008849i,-0.00023845-0.0002672i,-0.00038016-5.5578e-05i,-3.7386e-05+0.00029555i,0.00092051+0.0007259i,0.0014546+0.00098614i,0.00058422+0.00078191i,0.00062157+0.00016595i,0.00088725+0.00011535i
