-0.0037504+0.00023054i,-0.0028908-0.00014582i,-0.0033192+0.0008307i,-0.0020149+0.0024141i,-0.00049193+0.0029356i,-0.0004308+0.0026391i,-0.0014547+0.002249i,-0.0012037+0.00061423i,0.00019333-0.00092511i,0.00048651-0.00082635i,0.00046797-7.001e-05i,0.0011387+0.00023905i,0.0019313+6.1581e-05i,0.0013244+4.5876e-05i,0.00054491+0.00012591i,0.000293-0.00022164i,-0.00016767-0.0004596i,-0.00026177-0.00010974i,4.4002e-05-0.00029183i,1.8683e-05-0.00022784i,-0.00026293-9.3483e-06i,0.0002452-0.00021801i,0.00037137+1.2021e-05i
-0.0002285-0.0022125i,0.00065455-0.0029731i,0.00031454-0.0021829i,0.000239-0.00022206i,0.00032322-0.00043225i,0.0006457-0.0013769i,0.00047913-0.0010757i,-2.3375e-05-0.0010476i,-9.2905e-05-0.00091152i,-0.00029093-0.00077231i,-0.0010789-0.00048261i,-0.00086091-0.00011499i,0.00033793-0.00018575i,0.00053393+0.00038674i,0.00058279+0.00091812i,0.00075069+0.00085194i,0.0011345+0.00087226i,0.0004569+0.00062725i,-4.539e-05-4.9091e-05i,-0.00031092-1.8707e-05i,-0.00065319+0.00044578i,-0.00038045+0.00082992i,-8.0979e-05+0.00087855i
-0.00021381+0.0006511i,-0.00095702+3.4785e-05i,-0.0003332-0.00098111i,0.00054091-0.0011017i,0.00025826-0.00087234i,-0.00063909-0.00030712i,-0.00043864-0.00046963i,2.954e-06-0.00037756i,-0.0004713-0.00039161i,-0.0010157-0.00037052i,-0.0010727-7.013e-05i,-0.00058246-4.5389e-05i,-0.00021352+0.00013207i,-0.00049305+7.1928e-05i,-9.4689e-05+0.00014398i,0.00024466+0.00023261i,-0.00049647+1.9048e-06i,-0.00016307-0.00055266i,5.6907e-05-0.00063246i,-0.00063711-0.001179i,-0.00054602-0.000682i,-0.00038503+8.1248e-05i,-0.0002781+0.00022674i
2.7454e-05+0.0021466i,-0.00014414+0.0018265i,8.605e-05+0.00050177i,0.00096483-8.9696e-05i,0.0019794-0.00049051i,0.0019573-0.00075178i,0.0011725-0.00068339i,0.00081462-1.6252e-05i,0.00060263-1.7808e-05i,0.00013481-0.00044142i,-0.00047517-3.895e-05i,0.00010159+0.00038796i,-1.645e-05+6.6466e-05i,-0.00025249-0.00046185i,-0.00024654-3.4723e-05i,-0.00062584+0.00067116i,-0.00049064+0.00077083i,-0.00026758+0.00042119i,-0.00057835+0.00020167i,-0.00047829+0.00019876i,0.00044152+0.00032833i,0.00064713+0.00012717i,-0.00014407-0.00041915i
0.00024818-0.0003471i,-0.00085934+0.00028693i,-0.0014837+0.00074082i,-0.00073999+0.00055654i,0.00049258+0.00013187i,0.00047176-0.00035373i,-0.00041587+0.00017954i,8.0651e-05+0.00082058i,0.00055992+0.00022772i,0.00063194+3.9297e-05i,0.00015778+0.00025729i,-2.1416e-06+0.00028443i,0.00075042+0.00072019i,0.0016692+0.00079588i,0.0018266+8.9821e-05i,0.0016206-0.00096917i,0.0009189-0.00079311i,3.2356e-06-1.6829e-05i,-0.00021791+0.0008406i,-0.00047472+0.0012256i,-0.00036434+0.00080298i,8.8762e-05+0.00043045i,-4.58e-05-0.00023568i
0.0006973+0.00058961i,0.00026109+0.00028481i,1.1701e-05-5.3609e-06i,0.00075832+0.0001111i,0.0010545-7.5698e-05i,0.0005115-0.0015467i,0.00090142-0.0020982i,0.00075367-0.00050909i,-0.00025457+0.00055065i,-0.00056966+2.1625e-05i,-0.00041494-0.000349i,-0.00049987-0.00046397i,-0.0003673-0.00039318i,-5.2989e-05+0.00010122i,-0.00016818-8.4329e-05i,-0.00017043-0.00014388i,-1.9905e-05+7.6901e-05i,0.00020878-0.00012584i,0.00048359+8.7811e-05i,0.00022102-2.0529e-05i,-4.1906e-05-2.4635e-05i,-5.9228e-05+0.00044513i,0.00034641+0.00044149i
0.00041848-0.0014797i,0.00080289-0.0018266i,0.00078727-0.0018525i,0.0011061-0.00089623i,0.001369-0.00077571i,0.0012093-0.0011362i,0.00069284-0.00040266i,-8.4339e-05+0.00027999i,-0.00028737-0.00064111i,-0.00033605-0.00045484i,-0.00070706+0.00041946i,-0.00064588+0.0007299i,-7.8776e-05+0.0013127i,0.00053284+0.0014062i,0.00055971+0.0011025i,0.0010407+0.00050408i,0.00039488-2.2059e-05i,-0.00040585-0.00012361i,0.00039015-8.4757e-05i,0.00060102-0.00031123i,0.0004809-0.00054817i,0.00059996-0.0005173i,0.00025415-0.00046598i
0.00032381+5.3933e-05i,-0.00018138+0.00082143i,-0.00033854+0.0014013i,0.00039772+0.0008174i,0.00050741-0.00077106i,0.00051358-0.00092885i,0.00066705+0.00013338i,-0.00039796+0.00014889i,-0.0011844-0.00052441i,-0.0010832-0.00082782i,-0.00069008-0.00017111i,4.6912e-05+0.00026485i,-0.00032097+0.00012147i,-0.00051069+0.00022747i,0.00040369+0.0002309i,0.00040269+3.0417e-05i,-8.577e-05-0.0003065i,6.6034e-05-0.0002495i,8.4343e-05-0.00042664i,-5.484e-05-0.00062177i,0.00012664-0.00021843i,0.00046648+9.6863e-05i,0.00027018+0.00084949i
-0.0010438-0.00094269i,-0.00023015-0.00092465i,-0.00043895-0.00047901i,-0.00035847+0.00011372i,0.0011252+0.00063981i,0.0017532+0.00056991i,0.00070889+8.7728e-05i,0.0001041+0.00032868i,0.00010974+0.00057722i,0.00027252+0.00051161i,0.00011731+0.00055166i,0.00017408+0.00045751i,0.0010618+0.00030549i,0.00063863+0.0007129i,0.00021721+0.00056304i,0.00066655+0.00018576i,0.0010925+0.00028373i,0.0011749+0.00080839i,0.00049008+0.00042046i,3.4906e-06-0.00057883i,-0.00041033-0.00073849i,-0.00042416-0.00030025i,0.00025421-0.00017787i
-6.3717e-05+0.00035865i,2.111e-05+0.00037549i,0.0011944+0.00015632i,0.001432-9.3246e-05i,0.0017007-0.00086525i,0.00084943-0.000395i,-2.3878e-06+0.00034839i,9.8845e-06+0.0004976i,0.00012246-0.00020931i,0.00025833-0.0008939i,0.00041304-0.00094649i,0.00090282-0.00036614i,0.00046327+0.00049121i,0.00013416-1.0589e-05i,0.00018044-0.00032141i,-9.9675e-05+0.00011768i,-7.1171e-05-0.00051975i,-0.000201-0.00066153i,-5.5842e-05-0.00060704i,-0.00014662-0.00048052i,-0.00050932+0.00025872i,4.9593e-05+9.8943e-05i,-0.00020633+9.9003e-05i
0.0010701+0.00050646i,0.0015226-0.00029057i,0.001054-0.00077352i,0.00118-0.0011575i,0.0012062-0.0019253i,0.00068972-0.0013105i,0.0006251-0.00025586i,0.00012097-0.00017852i,-2.0875e-05-0.00088084i,0.00040098-0.00086472i,-0.00035559-0.00064361i,-0.00015149-0.00077418i,0.00050616-0.00044635i,-0.00052394+0.00034749i,-0.0012684+0.00019144i,-0.00074868+0.00027619i,-0.00040015+0.0011402i,-0.00051839+0.00095313i,-0.00092792+0.00043874i,-0.00036875+0.0004172i,-4.8718e-05+0.00034905i,-0.00017273+0.00042685i,-0.0001001+0.00042382i
-0.0012018+0.0019254i,-0.0015174+0.0025121i,-0.0012147+0.002444i,7.8092e-05+0.0015738i,0.0016495+0.00082243i,0.0011626-0.00038659i,-0.00036216-0.00093493i,-0.00070754+4.5068e-05i,-0.00089003+0.00020118i,-0.0010834+0.00035172i,-0.000344+0.00023863i,0.00031879-0.00089799i,7.2227e-05-0.0013901i,3.1519e-05-0.00069178i,-4.828e-05-0.00028079i,-0.00023472-0.00092636i,0.00021357-0.00094429i,0.00077342-0.00066391i,0.0006495-0.0009932i,0.00015493-0.0010275i,-0.00023406-0.00014916i,2.7345e-05+0.00050341i,9.7397e-05+0.00043564i
-0.001378+0.00084302i,-0.0010432+0.0023234i,-0.00035689+0.0022918i,0.00082505+0.001354i,0.001116+0.00044533i,0.00083729+0.00023147i,-0.00036583+0.00049631i,-0.0005689+0.00013133i,0.00034553+0.00039893i,0.00031419+0.00036013i,0.00035889+5.402e-05i,0.00039967+0.00067143i,2.6494e-05+0.00052316i,-4.3693e-05-0.00031832i,-9.3197e-05-0.0005975i,-0.0001473-0.00039728i,0.00034638-0.00061202i,-5.4967e-05-0.00038737i,-0.00078668+4.0182e-05i,-0.00044263+0.00022117i,0.00044185+0.00049728i,0.00070292+0.00015327i,0.00010654-0.00043576i
0.0010019-0.00096562i,-0.00088393-0.00075853i,-0.00025264-0.0017894i,0.00015106-0.0019207i,-0.00024075-0.0015335i,-0.00033966-0.0013855i,0.0003944-5.767e-06i,0.00078116+0.00088392i,0.00022396+1.7889e-05i,-0.00083479-0.00034116i,-0.0017638+6.2806e-05i,-0.0017558+0.00065945i,-0.00088983+0.00052115i,0.00044326+0.00051468i,0.00064169+0.0002353i,0.00014404+0.00016838i,0.00018703+0.00088935i,-0.00013022+0.00061889i,-0.00046237-0.00039586i,-4.252e-06-0.0014143i,-0.00024924-0.0010419i,-0.00095263+0.00029703i,-0.001158+0.00062927i
0.00069521+0.0018344i,0.00029187+0.0020951i,0.0010722+0.00063163i,0.0022749-0.00059938i,0.0023056-0.00083815i,0.0010706-0.00061825i,-0.00018402-0.00067868i,-0.00021061-0.00061568i,2.9809e-05-0.000791i,-0.00022133-0.00081522i,-0.00014997-0.00012833i,-0.00049333+0.00049998i,-0.0010179+0.00099305i,-0.00055914+0.00089026i,-0.00029812+0.00087462i,-0.00044137+0.0014341i,-4.7179e-05+0.0018373i,-7.3824e-05+0.00085263i,-0.00012493+0.00073692i,-5.9601e-05+0.00071643i,-0.00056803+8.8414e-05i,-4.3142e-05-0.00048605i,0.00054635-0.0009095i
-0.00099959-0.0012387i,-0.00045138-0.0011277i,-0.0022604+0.00015456i,-0.003155+0.0010737i,-0.0017106-2.7465e-05i,-1.8055e-05-0.00079205i,0.00060584-0.00012087i,0.00011222-0.00020916i,0.00012898-0.00058052i,-0.0001154+0.00025667i,-0.00070504+0.00059782i,-0.00056165+0.00096828i,6.0616e-05+0.0014876i,0.00065188+0.0011887i,0.00017637+0.00080802i,-0.00041814+0.00045242i,-0.00010966+9.2881e-05i,-0.00012986+0.00066601i,-0.00015643+0.0012549i,0.00023261+0.00055615i,0.00026193-0.00053338i,0.00069987-3.3911e-05i,6.5824e-05-1.4469e-05i
0.00062621-0.00049688i,0.0013703-0.0012725i,0.0022505-0.0011369i,0.0016408-0.00097761i,0.0011345-0.0011662i,0.00026665-0.00064653i,-0.00031289-0.0001206i,0.00038855-9.7995e-05i,0.00070049-0.00028648i,0.00022647-0.00022072i,-0.00078827+0.00011967i,-0.0012014+6.1048e-05i,-0.00035323-0.00040319i,0.000334+0.00022976i,-4.9408e-05+0.0008812i,-0.00041043+0.00041824i,-0.00020343+0.00054813i,-8.5726e-05+0.0011456i,-0.0002071+0.00083421i,-0.00035301+0.00047932i,-0.00089105+0.00012079i,-0.00093776-0.0003182i,0.00012037-0.00028919i
0.00029627-0.00037607i,-0.00053951-0.00045665i,-0.00055228-0.000821i,0.00051905-0.00082581i,0.0010596-0.00080344i,0.00053914-0.00018512i,0.00027517+0.00057227i,0.00052279+0.0012223i,0.0011711+0.001202i,0.000867+0.00044014i,-0.00029311+0.00025776i,3.9704e-05+0.0009481i,0.0008014+0.0016316i,0.00053785+0.0011692i,0.00014284+0.00042636i,0.00032921+0.00036692i,0.00093481+0.00083515i,0.00035682+0.00099144i,-0.00029644+0.0010814i,0.00025242+0.0015726i,0.00080422+0.00064311i,0.00070404-0.00056033i,0.00049603-0.00039113i
0.00098743-0.00042374i,5.922e-05-0.00052622i,-0.0010552-0.0010031i,-0.0012924-0.00065589i,-0.0011116-0.00022287i,-0.00045639-0.00066845i,0.000526-0.001014i,0.00087629-0.00037656i,0.000847-0.00046036i,0.00029916-0.0009851i,-0.00069469-0.00056924i,-0.00089939+0.00020766i,-0.00059819+0.00096389i,-0.00034497+0.00086865i,0.00039792-0.00026728i,0.0010679-0.00025691i,0.0010898+0.00039648i,0.00033417+0.00048477i,-1.4794e-05+0.00046981i,-0.00042325+0.00075206i,-0.00022712+0.00082779i,0.00030587+0.00028063i,0.00020435-2.9163e-05i
-0.0011014-0.00035958i,-0.0014276+6.6055e-05i,-0.00074485-0.00026949i,0.00038595+0.00019174i,0.00079927+0.00049025i,0.00015785-0.0003691i,-0.0002843-0.00037387i,-0.00041339+0.00032152i,-0.00037985-0.00050801i,-0.00045728-0.001236i,-0.00015351-0.00042418i,-0.00018762-0.00033574i,-0.00042628-0.00032007i,0.00039603+0.00063823i,0.00089598+0.0013108i,0.00052778+0.0001448i,0.00076899-0.0007182i,0.00022955-0.00073021i,-0.00045319-0.00033185i,-0.00061755-0.0002265i,-0.00039245+0.00018583i,-4.8375e-05+0.00062092i,0.00034404+0.00064656i
-0.00011094+0.000264i,0.00051493+0.00042417i,-0.00096167+0.0010439i,-0.00078742+0.0010744i,0.00097242+0.00037963i,0.0015951-0.00023279i,0.00083926-0.00031489i,0.00057042-0.00046339i,0.00056889-0.00046975i,-0.0003227+8.1972e-05i,-0.00056971+7.2297e-05i,0.00074221+0.00012889i,0.00089921+0.000405i,0.0006597+0.00088025i,0.00095965+0.0014089i,0.00015037+0.0014526i,-0.00021821+0.0012953i,-0.00021151+0.00081277i,9.2282e-05-0.00013287i,0.00067064-0.00054965i,-0.00017611-5.413e-05i,-0.00012764+0.00070108i,-0.00011171+0.00040354i
0.0012032+0.001206i,0.0021493+0.0015715i,0.0030386+0.00077979i,0.0022918-0.00055932i,0.0015621-0.0017459i,0.00080352-0.0025876i,-0.00064188-0.0012792i,-0.00094547-0.00028583i,-0.00054305-0.00034117i,-0.00089995-0.00039534i,-0.0011991-0.00052591i,-0.00090056-0.00030972i,-0.00066143+7.3348e-05i,-0.00029805+0.00041144i,0.00052282+0.00098922i,0.00044229+0.0011241i,-0.00030887+0.00039406i,-0.00036674+0.00018122i,0.00015951+0.00019526i,-2.6736e-06+0.00022997i,-0.00026808-0.00025079i,-0.00093771-0.00023602i,-0.00095181+0.00024018i
-1.2377e-05-0.00092268i,0.00017056-4.9419e-06i,0.00037642+0.00073257i,8.4304e-06+0.00046609i,0.00051967-0.00039548i,0.00033916-0.0010549i,-0.00091341-0.00082163i,-0.0011777+0.00016644i,0.00016862-0.00022392i,0.00032715-0.0013836i,-0.00019724-0.0013812i,-5.2367e-05-0.00048527i,0.00072019+0.00031834i,0.0010007+0.0007599i,0.00020767+0.00036537i,-0.00037355+2.4169e-05i,-0.00090611+0.00073509i,-0.0012501+0.00057796i,-0.0016322-0.00014931i,-0.0011948-1.5275e-05i,-0.0004461+0.00030974i,-0.00026176-2.3547e-05i,9.5074e-05+0.00011148i
0.0015239-0.001001i,0.0008972-0.0014472i,0.00081639-0.0020119i,0.00063889-0.0021181i,0.00091005-0.0020866i,0.00096029-0.0014704i,0.0002767-2.7428e-05i,-0.00071929+0.00047201i,-0.00020951-0.00032654i,-7.947e-05-0.00063456i,-0.00032174-1.8424e-05i,-0.00032912+0.00030128i,-0.00026655-0.00031899i,0.00053269-0.00011903i,0.001175+0.0012939i,0.00033934+0.0014917i,-0.00035353+0.0009831i,-0.00049875+0.0009582i,-0.0010296+0.00064217i,-0.0014944+0.00010314i,-0.00072371+0.00017121i,-0.00010424+0.00047998i,-0.00061252+0.00073642i
0.0007872+0.00086233i,0.0016343+0.00073911i,0.0018128-0.00051169i,0.0017502-0.00067719i,0.001363-0.00026623i,2.8025e-05-0.00071209i,-0.00063139-0.00080454i,-0.00062218-0.00045744i,-0.001138-0.0002977i,-0.0014321+0.00019452i,-0.0014594+0.00054137i,-0.001176+5.5835e-05i,-0.00075838-0.00050758i,0.00018409-0.00035559i,0.00040979+0.00032296i,0.00024664+0.00099291i,0.00046509+0.0004922i,0.00036539-0.00029081i,-0.00030289+0.00023664i,-0.00077802+0.00034233i,-0.00042002+0.0002383i,-0.00032153+0.00016308i,-0.000656-4.5033e-05i
-0.0010503+0.00092052i,-0.00061564+0.00076736i,-0.00091025+0.0013078i,0.00031414+0.0014131i,0.0021078+0.0016418i,0.0024596+0.0013202i,0.00091899+0.00079561i,-0.0003842+0.0008433i,-0.00098705-4.9325e-06i,-0.00093204-0.00016538i,-0.00061777-2.2829e-05i,-0.00011712-0.00065909i,0.00040147-0.00023974i,2.6414e-05+0.00092085i,-0.00048633+0.00040414i,-9.3421e-05-1.1418e-05i,0.00021459+0.00083461i,0.00023911+0.00073385i,0.00010415-0.00010955i,0.00021988-0.000106i,0.00014143-0.00015435i,0.00020549-0.00045415i,0.00064123-0.00029978i
0.0012543+0.0015871i,0.00067485+0.0012792i,0.0010796+0.00085242i,0.0012845+7.4872e-05i,0.0011465-0.00091228i,0.00033902-0.0014858i,-0.00068071-0.0012055i,-0.00052424-0.00079743i,0.00022771-0.00066383i,0.00034194-0.00049513i,0.00019023-0.00021888i,0.00089912+0.00014001i,0.00036109+0.00070942i,-0.0011945+0.0014458i,-0.00034916+0.00086339i,0.00071938-0.00028304i,0.00023452-0.00021369i,-0.00095876-0.00018267i,-0.00057806-0.00052031i,0.0008498-0.0007385i,0.001073-3.4791e-05i,0.00043868+0.0008513i,-0.00018187+0.00059517i
0.00054466-0.000249i,0.00051216-0.00053878i,0.00061011-0.0013218i,0.00094629-0.0013405i,0.00016193-0.00099123i,-0.00089671-0.00072155i,-0.00057555-0.00029073i,0.00021436+0.00041457i,0.00020474+5.4154e-05i,-0.0001811-0.00064049i,-0.00081165-0.00043985i,-0.0013954+0.00015379i,-0.0011607+0.00051384i,-0.0003536+0.00069751i,0.00025987+0.0010481i,0.00033084+0.00067253i,0.0006786-3.1475e-05i,0.00071078-0.00058278i,0.0011552-0.00067808i,0.0011558-0.00031839i,0.00037491+0.0004007i,0.0002388+0.00076473i,0.00043691+0.00033855i
0.00053765+0.00091436i,0.00061058+0.00061867i,0.00085579+0.00038529i,0.0012348-0.00024316i,0.00084184-0.0013196i,4.2152e-05-0.00098875i,0.00068284-0.00041124i,0.0008597-0.00041211i,3.934e-05-0.00037595i,-0.00029379-0.00030806i,0.00046578+7.6947e-05i,0.00043737-0.00021198i,-0.00037411-0.00090415i,-0.00052519-0.00072433i,-0.00089965+0.00016117i,-0.00089271+0.00033506i,-0.00023453+0.0001078i,0.00064008-4.1462e-05i,0.0010467-0.00058014i,0.0001585-0.00045136i,-0.0003426+6.7125e-05i,0.00011418+0.00038343i,-0.00017332+0.000233i
0.00045809+0.00027636i,0.00033087-0.00075456i,5.854e-05-0.001091i,-0.00023243-0.00052292i,-0.00027883-0.00038806i,0.00073943-0.00090206i,0.00098461-0.0011155i,0.00023239-0.00051921i,-0.00020434-0.0010079i,-0.00038002-0.0020565i,-0.00062938-0.00058522i,-0.00059754+0.00090842i,-0.00032164+0.0007317i,-0.00031984+0.00036986i,-0.00040697+0.00015475i,-8.2405e-06+0.00042686i,-0.00063129+0.0011506i,-0.0012282+0.0010895i,-0.00033532+0.00031155i,0.00065555+0.00030542i,0.0012148+0.00037355i,0.00042557+0.00015309i,0.000371-0.00018139i
-0.00056461-0.0012129i,-0.0012549-0.0010349i,-0.0009079-0.00017439i,-0.00033908+0.00014386i,0.00058303+0.00065453i,0.0006346+0.0011104i,8.6737e-05+0.00053114i,0.00053802+0.00049216i,0.00028617+0.00082546i,-0.00029501+0.00074209i,-0.00030383+0.00059148i,-0.00046333+0.00013186i,-0.00031859-0.00028779i,9.2219e-05-0.00013298i,0.00079494+5.0619e-05i,0.0010779+5.6674e-05i,0.00068252+0.00049307i,0.00017691+0.00055534i,-4.0211e-05-0.00034804i,0.00062718-0.00068556i,0.00060739-8.8279e-05i,0.00027551-0.00028185i,0.00077054-0.0004625i
-0.0006748+0.00047524i,-0.00030081+0.00053174i,0.00040148+0.00063966i,0.0012228-0.00048332i,0.0018474-0.0011965i,0.0018449-0.00050052i,0.001048+4.5377e-05i,0.00014993+0.00051802i,0.00022603+0.00012578i,0.00084053-0.00060895i,0.00060497+9.9386e-05i,0.00028706+0.00092758i,0.00052125+0.00060321i,0.00064064+0.0010369i,0.0006477+0.00085143i,0.00020627+0.00016644i,-0.00033017+0.00024962i,-0.00063793+0.0002445i,-0.00013527+0.00073593i,0.00017203+0.0010276i,0.0001126+0.00046691i,0.00035769+0.00022986i,0.00030575+0.00042317i
0.0006708-0.00021706i,0.0012278-0.00058163i,0.00067153+5.1405e-06i,0.00054856+0.00052057i,0.0015056-0.00060985i,0.0021547-0.0014317i,0.00062598-0.00068992i,3.1005e-05-0.00019921i,0.00043258-0.00040748i,-0.0005221-0.00061109i,-0.00090993-0.00044885i,-0.0001801-0.00029384i,-0.00064966+4.5957e-05i,-0.000342+0.0001548i,0.00050868+2.3074e-05i,-2.7242e-05+1.6917e-05i,-0.00049808+0.00012429i,-0.00079155+0.00031541i,-0.00098253-0.00041557i,-0.00061964-0.00031072i,-2.4805e-05+0.00052821i,0.0002717+0.00043803i,0.00018108-0.00020907i
-1.4074e-05+0.0019331i,-0.00033343+0.0017603i,0.0004241+0.0012848i,0.0019856+4.0463e-05i,0.0033001-0.0013501i,0.0015063-0.0017354i,-8.3313e-05-0.00046455i,0.0002697+0.0004334i,0.00039579-0.000143i,0.00036598-0.0003785i,0.00060395-0.00024774i,0.00071252+0.00027172i,0.00097089+0.00070616i,0.00047434+0.00060001i,-0.00031692+0.00015958i,-0.00015469+0.00015979i,0.00013491-0.00014485i,0.00053593-0.00059129i,0.00033689+0.00016236i,-3.3545e-07+0.00030196i,0.00096925-0.0002524i,0.00079897-1.044e-05i,0.00034783+0.00032887i
0.00044034-0.00016941i,-0.00037571-0.0007209i,-0.00061306-0.0014886i,-0.0004982-0.0021903i,0.00055439-0.0024277i,0.00078688-0.0016252i,0.00022713-0.00030239i,0.00028241+0.00044068i,0.00028663+0.00056324i,0.00019764-0.00023393i,-0.00086247-0.00074552i,-0.0016819-0.00014418i,-0.00078602+0.00057487i,-0.00045025+0.00070294i,-0.00058846+3.1599e-05i,-0.00078433+0.00017446i,-0.00087676+0.00086922i,-0.00079612+0.00065517i,-0.00049054+0.00026957i,-0.00022512+0.00016302i,-0.00056924+8.9614e-05i,-0.00039069+0.0002533i,0.00021138+0.00044878i
0.00039207-5.7305e-05i,-0.00019104+9.4552e-05i,0.0004067+0.00029227i,0.0016602+0.00054839i,0.0021907+0.00047077i,0.0018817+0.0001374i,0.00061697+0.00041251i,-0.00024776+0.00093301i,2.3354e-05+0.00036336i,0.00026784-5.5135e-05i,7.7459e-05+0.00049636i,-0.00058767+0.00056291i,-0.00067503+0.0005387i,0.00011385+0.001i,0.0002016+0.0017491i,-0.00071206+0.0018393i,-0.0013389+0.00076157i,-0.00045343+0.00061457i,0.00034121+0.00020655i,0.00043247-0.0010613i,0.00028493-0.00045771i,0.00042535+0.0007784i,0.00010818+0.00058726i
-0.0019769+0.00029751i,-0.0015398-0.00018215i,-0.00059852-2.7843e-05i,0.00017171+0.00086712i,0.00046667+0.0009651i,0.001281+0.00014346i,0.001232-0.00017346i,0.00058876-4.8179e-05i,0.00013651+0.00015541i,-6.8123e-05+0.0001419i,8.3129e-05-0.00060298i,0.00020488-0.0014055i,0.00020436-0.0005692i,-0.00024332+0.00064109i,-0.00079371+0.00067521i,-0.00089415+0.00052628i,-0.00051616+0.00059345i,3.1844e-05+0.00024994i,0.00034215+0.00030857i,0.00011581+0.00031633i,0.00052022-0.00037979i,0.00045302-0.00080278i,8.4664e-05-0.00068894i
0.00022995-0.0007694i,0.00066216-0.00032045i,0.00071518+6.9001e-05i,0.0004749+0.00050171i,0.00039471+0.00036042i,2.3722e-05-0.00068294i,2.3817e-05-0.0014801i,0.00018875-0.00085327i,-0.00056264-8.7151e-05i,-0.0013137-9.056e-05i,-0.0012736+0.00046681i,-0.00089122+0.00069324i,-0.00014355+0.0010591i,-3.2688e-05+0.0012733i,-4.3661e-05+0.00065126i,4.3577e-05+0.00056962i,-0.00098179+0.0010146i,-0.00077631+0.0011329i,-0.00025926+0.00074893i,0.00011734+7.1905e-05i,0.00050528-0.00045255i,0.00011345-0.00027811i,-5.7431e-05+0.00069579i
-0.0018004-0.002305i,-0.0016973-0.0023987i,-0.0017974-0.0022679i,-0.0013679-0.00071455i,-0.00075795+0.00035448i,2.079e-05+0.00027318i,0.00059551+0.00035492i,0.00056145+0.00096182i,0.00069035+9.7547e-05i,0.00049592-0.00097883i,2.4199e-05-0.00021162i,-0.00022962+0.00083378i,0.00010061+0.00058765i,0.00092819+0.00058719i,0.0010537+0.001223i,0.00050989+0.0013355i,0.00021152+0.0014328i,-0.00043149+0.00092622i,-0.00015765+0.00015656i,0.00016135+0.00080285i,0.00020135+0.0010184i,0.00027483+5.97e-05i,0.00041663-8.8477e-05i
-0.0016675-0.0017542i,-0.001081-0.0013875i,-0.00046578-0.0015419i,0.00027378-0.0008324i,0.0004805+0.00010402i,0.0003186+7.6388e-06i,0.00018866+7.958e-05i,0.00042442+2.0649e-06i,0.00013949-0.00020346i,-0.00059959+2.1117e-08i,-0.00084032+0.00044431i,-0.00026877+9.953e-05i,0.00037062-0.00010571i,0.00019699+0.00018565i,-0.00037606-0.00015485i,-0.00013556+3.5562e-05i,0.0001682+0.0002231i,0.0003625+3.2067e-05i,8.2796e-06-0.00045535i,-0.00029148-0.00066074i,-0.00055067-0.00028637i,-0.00067079-4.5219e-05i,-4.0398e-05+0.00010853i
-0.001471-0.0008688i,-0.0014627-0.00058716i,-0.00079316+0.00016673i,-0.00032445+0.00057805i,0.00024438+0.0002938i,0.00027445-0.00031241i,-0.00041545-0.00015211i,-0.00084805+0.0001968i,-0.0011247-0.00037783i,-0.0012511-0.00085424i,-0.00061635-4.3489e-05i,0.00018498+0.0007242i,0.0011459+0.00027632i,0.0015159+0.00030215i,0.00053366+0.00059493i,6.7087e-05-0.00022676i,0.00027612-0.00010364i,-6.6444e-05-0.00010847i,0.00021442-0.00043123i,0.00037937+5.9914e-05i,0.00012997-0.00035706i,0.0002313-0.00073911i,0.00081996+0.00037609i
-0.0006044+0.0011077i,0.00046624+0.0006633i,0.00055882+0.00011386i,0.00054334-0.00082463i,0.0012869-0.0013091i,0.0010842-0.00079863i,-0.00044033-0.00086611i,-0.00054893-0.0010433i,2.2456e-05-0.00090032i,-0.00044932-0.00055526i,-0.0010488-0.0006294i,-0.0010814-0.00015834i,-0.00073326+0.0012716i,-0.00086578+0.0016477i,-0.00055005+0.00084828i,-0.00039804-9.3483e-05i,-0.00017945+1.3302e-05i,0.00065912+0.00041215i,0.00014246+9.5227e-05i,-0.0003098-0.00027125i,3.348e-05-0.00062783i,-0.00036455-0.00030261i,-0.00024362-0.00012183i
-0.00028652-0.0010412i,-0.00069692-0.00055783i,0.00056284+0.00040563i,0.0013506+0.00065969i,0.0012912+0.00037571i,0.00064073+0.00031467i,0.00029437+0.00048026i,0.0004043+3.9618e-05i,0.00037021-0.00040938i,-0.00037669-0.00060841i,-0.00056327+0.00024617i,-0.00037034+0.0018463i,0.00011524+0.0015768i,0.00010111+0.00035495i,-0.000209+0.00015546i,-8.5302e-05-6.5661e-05i,0.00017317-0.00044123i,0.0005992+0.00019084i,0.00044008-0.00015593i,8.5639e-05-0.00063057i,-0.0001179-0.00030047i,-8.8772e-05-0.00016578i,0.00019198+0.000275i
