-0.0037504+0.00023054i,-0.0028908-0.00014582i,-0.0033192+0.0008307i,-0.0020149+0.0024141i,-0.00049193+0.0029356i,-0.0004308+0.0026391i,-0.0014547+0.002249i,-0.0012037+0.00061423i,0.00019333-0.00092511i,0.00048651-0.00082635i,0.00046797-7.001e-05i,0.0011387+0.00023905i,0.0019313+6.1581e-05i,0.0013244+4.5876e-05i,0.00054491+0.00012591i,0.000293-0.00022164i,-0.00016767-0.0004596i,-0.00026177-0.00010974i,4.4002e-05-0.00029183i,1.8683e-05-0.00022784i,-0.00026293-9.3483e-06i,0.0002452-0.00021801i,0.00037137+1.2021e-05i
-0.0004671-0.002453i,-0.00070661-0.0032125i,-0.0013776-0.0020909i,-0.0014777-0.00095681i,-0.0017096-0.00058985i,-0.0016442-0.0010943i,-0.00077237-0.0014668i,-0.00017691-0.0011758i,-0.00031299-0.0010263i,-0.00028938-0.00018234i,-0.0005868+0.00038283i,-0.00055355+0.00035784i,-9.4467e-05+0.0003953i,-0.00020489+0.0010086i,-0.00037194+0.0012889i,-0.00046222+0.00085703i,-0.00031769+0.00020179i,0.0003127-0.00031622i,0.00073524+0.0001005i,0.00012405+0.00046879i,9.523e-05+0.00029577i,6.9618e-05+0.00035982i,-8.5449e-05+0.00013413i
-0.0014474-0.00043461i,9.1487e-06+0.00081998i,0.00029584+0.00097929i,0.0013207+0.00056167i,0.0016643+0.00034601i,0.00082347-0.00015076i,0.00079123-0.0004657i,0.0011237-1.1516e-06i,0.00028358+0.00064605i,-0.00039233+0.00094928i,-0.00016353+0.00091216i,-0.00052313+0.00051753i,-0.00053871+0.00031941i,8.3527e-06+0.00045038i,0.00030084+0.0010607i,0.00012844+0.00084476i,4.3235e-05-0.00019352i,0.0002924-0.00032269i,-0.00012718-5.074e-05i,0.00052454+0.00073534i,0.0017037+0.00099561i,0.0015295+0.00072387i,0.0012671+0.00011565i
-0.001698-0.0012315i,-0.0018825-0.0010386i,-0.0022028-0.0013535i,-0.0017038-0.00066685i,-0.0010627-0.0004904i,-0.00034863-0.0017919i,0.00039969-0.0021187i,0.00054247-0.0018734i,7.1831e-05-0.0016508i,-0.00069154-0.00085568i,-0.00090812-0.00012236i,-0.00037933+0.0003765i,0.00022931+0.00064414i,0.0010254+0.00030534i,0.0012862+5.8372e-06i,0.00092848-0.00033371i,-0.00024089-0.0010195i,-0.00093383-0.0011235i,0.00016459-0.0009483i,0.00047789-4.327e-06i,-0.00017584+0.00096533i,-9.2131e-05+0.0010523i,0.00014429+0.000832i
0.00070969-0.00036128i,0.00020591+0.00043224i,0.0003893+0.0001904i,0.00062578+0.00032624i,-0.00068174-0.00030572i,-0.0014219-0.00054625i,-0.00099349+0.0004371i,-0.00043668+0.00097833i,-0.00060975+0.00064318i,-0.001642-5.3915e-05i,-0.0019557-0.00022882i,-0.0016071+0.00056406i,-0.0010566+0.001907i,-0.00022644+0.0017057i,0.00013225+0.00023016i,0.00016853+0.00014074i,0.00044834+0.00088562i,0.00080889+0.00096798i,0.0007779+7.3972e-05i,6.7356e-05-0.00023891i,-0.00057611+9.0706e-05i,-1.4788e-05-0.00052115i,0.00062409-0.0010742i
-0.00113-0.00055955i,-0.0017143-0.00014666i,-0.0010003+0.00038275i,0.00068805+0.00016824i,0.0016298+2.7052e-05i,0.001137-8.8981e-05i,0.00045198-4.0262e-05i,0.00067982+0.00042185i,0.00040716+0.00051403i,0.00034604+0.00061804i,0.00079954+0.00075915i,0.0012577+0.00028346i,0.0012529+3.7453e-05i,0.00059283+4.0788e-05i,0.00048522-0.00016971i,0.00061997+0.00017346i,0.00033004+0.00046341i,0.00019391+0.00022351i,-7.0677e-05+0.00028837i,-0.00020144+4.1863e-05i,-0.00034081+0.00014644i,2.8293e-05+0.0010967i,0.00020356+0.00079968i
-7.5136e-05+0.00014519i,0.0001673+0.0012181i,-0.00043175+0.0012752i,-0.00047546+0.00043349i,6.6999e-07-0.00088464i,0.00034857-0.001837i,2.5098e-05-0.0016045i,0.00033086-0.001039i,9.9869e-06-0.00099971i,-0.00077784-0.00040585i,-0.00048172+0.00047105i,-1.9035e-05+0.0006903i,-0.00024764+0.00088316i,-0.000167+0.00050181i,0.00038922-0.00028303i,0.00076177-0.00030058i,3.3552e-05-5.5747e-05i,-0.00070917+0.00045354i,-0.00019985+0.00070632i,0.00030415+0.00019972i,0.00021377-0.00033144i,0.00050511-0.00040518i,0.0004228-0.00073415i
-0.00090946+0.00090518i,-0.0017971+0.0012201i,-0.0020444+0.00096713i,-0.00080525+0.00044158i,0.00079943+0.00010315i,0.00073511-0.00030234i,-0.00030423-0.00014007i,-0.0005491+8.9954e-05i,-0.00031715+0.00041775i,-0.00092157+0.00052248i,-0.0005313+0.00034428i,0.0011431+7.7199e-05i,0.0009263+0.00019256i,-9.9924e-05+0.00019899i,0.00021284-0.00018765i,3.8455e-05-0.00051681i,2.5501e-05-0.00018482i,-0.00016122+6.3791e-06i,-0.00048629-3.6304e-05i,-0.00024908-0.00016761i,-0.00012237-0.00012621i,-0.00025706+0.00037047i,-0.00030079+0.00041706i
0.0013233+0.0018548i,0.0011591+0.0019919i,0.0025012+0.00085307i,0.0018813-0.0003622i,0.00029731-0.0011821i,-0.00063549-0.0019679i,-0.00093956-0.0011914i,-0.00080939-0.00031252i,4.1957e-05-0.00080565i,0.00045062-0.0013705i,0.00023858-0.00026459i,-0.00024119+0.00011289i,-0.00034599-0.00054621i,0.00059024-0.00012984i,0.0010185+0.00029606i,8.2075e-05+0.00015593i,-0.00042451+0.00021741i,-0.00043692+0.00027912i,-0.00018563+0.00057836i,2.0626e-05+0.00044541i,1.7142e-05-0.00059165i,-0.00011596-0.0014985i,-1.2796e-05-0.001124i
0.00017109-0.0032781i,-0.00056461-0.0034491i,-0.0017142-0.0037864i,-0.0023584-0.0019654i,-0.0022925-0.00089659i,-0.0025207+6.6694e-05i,-0.0015475+0.00024235i,0.00033102+6.9247e-05i,0.00085478+0.00065806i,-0.00047109+0.00092011i,-0.000929+0.0015174i,-0.0003274+0.0020842i,-0.00033389+0.0016362i,0.00039374+0.0010651i,0.0011529+0.0012195i,0.0014126+0.00083449i,0.0007736+0.0002136i,-0.00036896-2.9435e-05i,-8.1116e-05-0.00015983i,0.00019903+0.00031538i,1.4601e-05+0.00012325i,2.904e-05+0.00043991i,-0.00011494+0.00048634i
0.0010747+9.2763e-05i,0.00066924+0.00090029i,0.00064776-0.00015091i,0.0012365-0.0015698i,0.0014038-0.0019759i,0.00080652-0.0010846i,0.0001236+0.00027148i,0.00012358+0.00054152i,0.00021556-9.3137e-05i,3.2246e-05+8.0701e-05i,-0.00039001+0.00096646i,-0.00044537+0.00069819i,-0.00033148+0.00068458i,0.00022368+0.00087433i,0.0012633+0.0007432i,0.00096211+0.00075653i,9.6354e-05+0.000588i,-5.5939e-05+0.0002257i,-9.298e-05+9.8646e-06i,-0.00040935-8.2284e-05i,-0.0005499-0.00047745i,-0.00072746-0.00041508i,-0.00011041+0.00016723i
-0.0020305+0.00079185i,-0.0019263+0.00093698i,-0.00090612+0.00053034i,0.00057674+0.00036047i,0.0013784+0.00071147i,0.0011773-0.00029226i,0.00074667-0.00092326i,0.00021177-0.001079i,-0.00041751-0.001319i,8.012e-06-0.00054067i,0.00050892+0.00014408i,-5.4614e-05+0.00014914i,-0.00024783+0.00039097i,0.00021963+0.0006659i,7.4016e-05+0.00028321i,-0.00012995+0.00019386i,4.6453e-05+0.00069306i,-0.00026609+0.00052126i,-0.00041768-0.00058759i,0.00011935-0.0010239i,0.00048194-0.00018558i,-6.4763e-05+0.00064485i,0.000152+0.00031478i
-0.00036852+0.0040315i,0.00040878+0.0036456i,0.0015453+0.0033643i,0.0019231+0.0015534i,0.00065808-0.00057779i,-0.00057923-0.00088743i,-0.00116-0.00073491i,-0.001108-0.00054174i,-0.00075705+0.00055717i,-0.00041278+0.0006402i,-0.00030065-9.9729e-05i,-0.00050284-0.00033252i,-8.2972e-05-0.00054733i,1.7969e-05-0.0004379i,-3.3181e-06-0.00037291i,-0.00013039+0.00010257i,-0.00084751+0.00045672i,-0.0013943+9.8911e-05i,-0.0012009+0.00022641i,-0.00030921+0.00060721i,0.00024783+0.00063611i,3.5553e-05+0.00047741i,0.00018774-9.644e-05i
0.00076692+0.0006701i,0.0020063+0.00058476i,0.001752+9.9698e-05i,0.0015165-0.00029706i,0.0016461-0.00012661i,0.0008494-0.00027948i,3.3503e-05-0.00023553i,-0.00010586+0.00082639i,0.00029319+0.00085924i,-0.00012213+8.3888e-05i,-0.00018319-0.00045034i,0.00035554-0.00025132i,0.00048406-7.2583e-05i,0.00053297-1.09e-05i,0.00084381+0.00012805i,0.0010701+0.00010566i,0.00050975+0.00018842i,-0.00054749+0.00026133i,-0.00052077+0.00017693i,-0.00020766-6.3717e-05i,-0.00012708-0.00022762i,0.00059219-0.00036779i,0.00093279-0.00070113i
-0.0013972+0.0013912i,-0.000722+0.0013818i,0.00023445+0.0016345i,0.00054128+0.00094471i,0.00099971-0.00064197i,0.0012033-0.00086262i,-5.3076e-05-0.00036839i,-0.00024567+9.2416e-05i,-8.9015e-05-0.00013213i,-0.00061445+0.00018945i,-0.00037178+0.00013451i,5.4559e-05+0.00015273i,-0.0003527+0.00041002i,-0.00055501-6.4797e-06i,-0.00028432-0.00046152i,3.5305e-05-0.00055391i,0.00025099-0.00067624i,0.0001203-0.00084722i,-0.00011352-0.000216i,3.2003e-05+0.0002788i,0.00015725+0.00021872i,-0.00012371-0.00014915i,-0.00015661-0.00067462i
0.0028309-0.00010536i,0.0034144-0.0004771i,0.0033684-0.0008827i,0.0021622-0.0011022i,0.00085337-0.0017086i,-0.00033603-0.0015672i,-0.00046654+0.00010729i,-0.00051341+0.00075473i,-0.00096387-5.4808e-05i,-0.0012134-0.0012317i,-0.00084628-0.0014342i,-0.00017159-0.00072432i,0.00022078+0.00046904i,0.00041448+0.0015583i,0.00047927+0.0013717i,0.00090508+0.00067792i,0.0010539+0.00070693i,-6.1497e-05+0.00032492i,-0.00068427+3.0086e-05i,-0.00025605+0.00065588i,-0.00045933+0.00032298i,-0.00080189-0.0010542i,-0.00068644-0.0012964i
-0.0030046+0.0022542i,-0.0032469+0.0029942i,-0.0015732+0.0041398i,0.00069892+0.0031079i,0.0018223+0.0010497i,0.0013863-0.00088709i,0.00043728-0.00087354i,0.00024878+0.00023232i,0.00020518-0.00042133i,-0.00035737-0.00044274i,-0.00012079+0.00037773i,0.00071554+0.00017615i,0.00065111-0.00010639i,0.00025646-0.00010817i,0.00046342+6.0286e-05i,0.00068461-0.00018914i,0.00039898-0.00052523i,2.4878e-05-0.0002242i,0.00020971-0.00044168i,0.00041187-0.00054661i,0.00074765-0.00033151i,0.00075428-0.00037263i,0.00050252-0.00014727i
-0.00010735-0.00073977i,0.00075412-0.00098399i,0.002235-0.0017234i,0.0017325-0.0023506i,0.00091468-0.0021928i,0.00014459-0.0019654i,-0.00013941-0.0024723i,0.00089283-0.0017856i,0.00085115-0.0010489i,-0.00070386-0.0007234i,-0.0011162+0.00017613i,-0.00060079+0.00048918i,-0.00027204+0.00065445i,-0.00019203+0.0010539i,3.3976e-05+0.0011074i,-4.4499e-05+0.00077988i,-3.7787e-05+0.00065342i,0.00033377+0.00078618i,0.00037593+0.00025031i,0.00021911+0.00040337i,-0.00060831+0.00063839i,-0.0011535+5.7929e-05i,-0.0011075-0.00088096i
-0.0019887-0.00010262i,-0.0033038+0.00037204i,-0.0035355+0.0006242i,-0.0014095+0.0011632i,-5.4039e-05+0.0016551i,0.00019497+0.00088975i,-5.2906e-05+5.3006e-05i,-0.00077991-1.6939e-05i,-0.00082767+9.2259e-05i,-0.00076921+0.00035829i,-0.00014929+0.00077751i,0.0010868+0.00049025i,0.001192+0.00043303i,0.0010599+0.00069897i,0.00077225+0.00017751i,0.00088246-0.00051124i,0.0010051-0.00026347i,0.0001512+0.00013181i,-0.0002637+0.00026222i,0.00023839+0.0008596i,0.00069707+0.00114i,0.00085967+0.00087095i,0.00030794+0.00036322i
0.00076262-0.0001236i,0.001112-0.00020407i,0.00091461-0.0010057i,0.00099684-0.0013542i,0.00073351-0.00092028i,6.6255e-06-0.00025332i,-6.38e-05-0.00022507i,0.00052441-0.00049937i,0.00086794-0.00068683i,-0.0001066-0.00026513i,-0.0006485+0.00020431i,4.2876e-05-0.00010917i,0.00092348+0.00070822i,0.0016845+0.0018062i,0.0016385+0.0013268i,0.0011131+0.00019928i,0.00089178-1.2232e-05i,0.00056111+0.00042421i,0.00027559+0.000519i,0.00025302+0.00069703i,0.00030501+0.0010774i,0.0005186+0.00037409i,0.00031599-0.00064834i
-0.0011272-0.00041167i,-0.001026-0.00040668i,-0.00094686-0.0010933i,-9.8895e-05-0.00087145i,-0.00018786-0.00065757i,-0.00033749-0.00083268i,-0.00025702-0.0011303i,-0.00012562-0.00088611i,-0.00023537-0.00027295i,-0.0010259-0.00032903i,-0.00095411-0.00020439i,-0.00015353+0.00067038i,-0.00014657+0.00066957i,-0.0003608-0.00045886i,0.00048843-0.0013606i,0.00078467-0.00091988i,-0.00038134-0.00036655i,-0.0012008-0.00041016i,-0.0010627-0.00039259i,-0.00035533-0.00030383i,0.00039594-0.00020727i,0.00022692-0.00035751i,-0.0002098+6.0614e-05i
-0.00018607-0.000922i,0.00089305-0.00052548i,0.00063706-0.00039272i,0.00041612-0.00076813i,0.00039805-0.00067864i,0.00024556-0.00057412i,0.0002042-2.1343e-06i,0.00043438-0.0001144i,0.00049186-0.0010212i,-0.00039927-0.00049259i,-0.00067318+0.00039011i,-1.2723e-05+0.00087631i,0.00085001+0.0012304i,0.0011629+0.0013133i,0.00084111+0.0015174i,0.00019959+0.00064644i,0.0006886-0.000343i,0.00072496+0.00025112i,0.00010516+0.00036141i,0.00020801-0.00024741i,-0.00019541+0.00025274i,-0.0004153+0.00022268i,0.00050321+0.00038111i
0.0018115-0.0010371i,0.0018981-0.0021322i,0.0020105-0.0037364i,0.0015831-0.0038151i,0.00079581-0.0033145i,-0.00030321-0.0025779i,-0.00012608-0.0011121i,-3.3078e-05-0.00030798i,9.5834e-05+0.00026627i,8.6811e-05+0.00088776i,-0.00071698+0.00061598i,-0.00060541+0.0012416i,6.1233e-05+0.00094498i,3.2503e-05+0.00019301i,0.00026296+0.00056159i,0.00048445+0.00045822i,-0.00059393-0.00044902i,-0.00065021-0.00086697i,0.00032548-0.00022608i,0.00081725+0.00054764i,0.00085788+0.00036307i,0.00021602-5.0019e-05i,-0.00077354-0.00017261i
-0.00045894+0.0011891i,-7.018e-05+0.00093437i,0.0003831+0.0007406i,0.00097634+0.00067666i,0.0011898+0.00050796i,0.00049711-0.00010484i,-0.00056296-0.00037552i,-0.00064748-0.00023695i,-0.00093927-0.00034214i,-0.00045437-0.00051082i,-0.00070383-4.8714e-05i,-0.0003546+0.00020483i,0.00082994+0.00018866i,0.00075193+0.00037578i,0.00082191+0.00057648i,0.00081573+0.0009978i,0.00035501+0.00093581i,3.0564e-05+0.00071819i,0.00023746+2.3193e-05i,0.00017814-2.0265e-05i,0.0002325+4.6459e-05i,0.00043225+4.788e-05i,-0.00048401+0.00035559i
-0.00063305-0.0019135i,-0.0016583-0.0029681i,-0.0019335-0.003043i,-0.0012404-0.002616i,-9.9072e-05-0.0018524i,0.0005036-0.00078756i,-0.0003683-8.4551e-05i,-0.00050815+0.0003729i,-7.9246e-05+0.00093332i,-0.00041471+0.00064779i,-6.2451e-05+0.00073517i,0.0010117+0.0011158i,0.0010332+0.00047193i,0.00053844+7.4494e-05i,0.00041686-5.6887e-06i,0.00078803-0.00053782i,0.00064919-0.00074467i,4.4033e-05-0.00015633i,-0.00010377-9.4178e-05i,0.00025551-0.00061039i,0.00037088-0.00080746i,0.00023348-0.00037406i,0.00028626-0.00031208i
0.0017246+0.000542i,0.0019275+0.00015657i,0.001278-0.00011973i,0.0011409-0.00082075i,0.00069709-0.0016236i,-0.00012815-0.0014299i,-0.00076978-0.00057136i,-0.00063262+0.0003951i,-0.00020352+8.3196e-05i,-0.00066293-0.00081443i,-0.00083263-0.00047685i,-0.00079476+4.386e-05i,0.00018391-2.8109e-05i,0.0011329+0.00032801i,0.00051922+0.00031545i,0.00026668+0.00023825i,0.00033353+0.00056081i,0.00012307+0.00073837i,3.8347e-05+0.00081118i,-0.00056175+0.00068886i,-0.00054985+0.00044631i,0.00015227+0.0004118i,-8.9559e-05+6.8338e-05i
-0.00042002+0.00023741i,-0.00073325-0.00052897i,-0.00017638-0.00098075i,-0.00042597-0.00019821i,-0.00017003-0.00014961i,0.00052642-0.00041034i,-0.00021844-0.00039245i,-0.0010014-0.00082607i,-0.0011209-0.00093622i,-0.0006676-0.00075477i,-0.00023937+0.0001201i,2.5836e-05+0.00060512i,0.00034881+0.00081883i,-0.00014362+0.0011035i,3.0419e-05+0.00049111i,0.00052444+0.00052792i,0.00014576+0.0010329i,0.00024273+0.0010188i,0.00048797-1.5852e-05i,0.00044349-1.8105e-06i,0.0005458+0.00064566i,0.00045559+0.00013605i,7.7781e-05-0.00029899i
-0.0016135+0.0035399i,-0.0009929+0.0031573i,3.6184e-05+0.0029558i,0.00072591+0.0013816i,0.0010514-0.00065173i,0.00096523-0.0013519i,6.4915e-05-0.00079591i,-0.00062479-0.00023749i,-0.00045921-7.5236e-05i,-8.0007e-05+2.3343e-06i,0.00055835-0.00040655i,0.00061695-0.00068478i,0.00095035-0.00072388i,0.001431-0.00043407i,0.00044828-6.5168e-05i,-0.00045864-0.00019296i,-0.0011123-0.00020118i,-0.00075186+1.6135e-05i,-0.00012472+0.00014506i,1.9716e-05+0.00025362i,6.6562e-05-6.4566e-05i,0.00014244-0.00056728i,0.00010771-0.00054064i
0.0011841-0.00010311i,0.00043254-0.00037466i,0.00049961-0.00095416i,0.0011743-0.0008324i,0.0012367-0.00041132i,0.00019122-2.8771e-05i,-0.00075026-0.00028298i,-0.00095125-0.00068272i,-0.00069689-0.00085733i,-0.00045961-0.00069843i,-0.00038166+7.9282e-05i,-0.00011073+0.00049593i,0.00040472+0.00072977i,-0.00010977+0.00026939i,-0.00019432-4.9786e-06i,0.00068225+0.00068355i,0.00052805+0.00033299i,5.1611e-06-0.00035636i,7.6328e-05+0.00014229i,0.00057864+0.00016385i,0.00087439-0.00056394i,0.00054842-0.00043117i,0.00035173-0.00031551i
-0.00022788+0.00078462i,-0.00033249+0.00061219i,0.00040894+0.00028263i,0.0008854+0.0005279i,0.00050077-0.00030121i,0.00016998-0.00072907i,-4.282e-05-0.00010178i,0.00011683+0.0003898i,0.00010186+0.0006576i,-0.00030917-0.00011631i,-9.6243e-05-0.00051765i,-5.4234e-05-0.00039368i,3.171e-05-0.00047866i,0.00025776+0.00020412i,0.00038767+0.00096789i,9.5786e-05+0.00089358i,7.3149e-05+0.00097235i,0.00042453+0.00029021i,-0.00011955-0.00027626i,-0.00058752+0.00012967i,4.8476e-05-0.00023946i,0.0011065+1.1159e-05i,0.00075808+0.0008427i
0.0024029+3.7776e-05i,0.0030237-6.12e-05i,0.0036751-0.0013421i,0.0016979-0.0025682i,0.0004022-0.0024242i,-0.00049641-0.00080758i,-0.0015679+0.00089301i,-0.00081678+0.001006i,9.3522e-05-0.00035006i,-0.00055193-0.00094709i,-0.00091696-0.0009508i,-0.00054492-0.00024531i,-0.00034773+0.00095574i,-0.0004419+0.001627i,-0.0011582+0.0012679i,-0.00089713+0.00036685i,-0.00024542+7.049e-05i,-0.0005321+0.00022917i,-0.00080072+0.00091963i,-0.00054323+0.00078555i,-0.00043972+8.676e-06i,7.4256e-05-0.00094484i,4.0225e-05-0.00069566i
-0.0002678+0.00019869i,-0.00032174-0.00033068i,-0.00072821+0.00051144i,-0.00031269+3.7218e-05i,0.00035922-0.0013634i,0.00013832-0.0017024i,-0.00092421-0.0011006i,-0.00049535-0.00034973i,0.00019394-0.00047095i,1.5086e-06+0.00016817i,0.00013944+0.0011039i,0.00025457+0.00095866i,0.00015461+0.00068883i,0.000221+0.0007692i,0.00010986+0.001367i,0.00043165+0.00045791i,0.00097968-0.0011381i,9.9537e-05-0.001066i,-0.0012842-0.00061595i,-0.00082718-0.00047383i,0.00011976-0.00023511i,0.00032752-0.00043505i,0.00041265-0.00010587i
0.00019357+2.2836e-05i,0.0010677-0.00018356i,0.00098006+0.00017262i,0.00057478+0.00028237i,-0.0005279+0.00043665i,-0.0016047-0.00013552i,-0.0017825-0.00034356i,-0.0017315-0.00033231i,-0.0015969-0.00072548i,-0.0010678-0.00075864i,-0.00039167+3.5668e-06i,-0.00018515+0.00025392i,0.00035502+0.00051011i,0.00063424+0.0008457i,0.00046882+0.0002335i,0.00014565-0.00046537i,-2.9329e-05-0.00011632i,-0.00055253+0.00083724i,-0.00069811+0.00068406i,-0.00046521+0.00025435i,-0.00055277+0.00069994i,-0.00014705+0.0004227i,0.00055173-0.00050242i
-0.0011956-0.00013962i,-0.00048635-0.00035681i,0.00015788-0.00018505i,0.00024399-6.8046e-07i,0.00053995-0.00070202i,0.00089341-0.00047492i,0.00041053-0.00016243i,-0.00020111-0.00065801i,-0.00036295+5.9597e-05i,-0.00096602+0.00052317i,-0.0011032-0.00012044i,9.1133e-05+0.00031253i,0.00061907+0.00083183i,0.0002415+6.3843e-06i,-0.00015734-0.00015531i,0.00030086+0.00056025i,0.00053281+0.00019144i,0.00014768-0.00052403i,-0.00048068+0.00055509i,-0.00027001+0.0012768i,0.00030373+0.00014609i,-0.00023057-0.00035002i,-0.00081583+0.00026119i
-0.00036504+0.0014869i,-0.00032959+0.0021444i,0.00061145+0.0016339i,0.00074122-0.00034445i,0.0012676-0.0014721i,0.00070505-0.0018569i,-0.00037257-0.0012836i,-0.00072845-0.00056762i,-0.00020752-0.0006003i,0.00029328-0.00038436i,0.00026284-0.00040641i,4.8697e-05+2.6084e-05i,-0.00015637+0.0008923i,-0.00017864+0.0011891i,0.00029591+0.00072197i,0.00076995+0.00037711i,5.7533e-06+0.00049486i,-0.0009852-4.9051e-05i,-0.0008786-0.00055702i,-0.00010186+5.8468e-05i,0.00040912+0.00034591i,0.00076903+0.00050834i,0.00019591+9.8321e-05i
-0.0009539-0.001027i,-0.00094249-0.0013881i,-0.0011611-0.0011169i,0.00029155-0.00024977i,0.0019164+0.00011899i,0.0015448+0.00010793i,-9.5486e-05+0.00012908i,-0.00011985+0.00015683i,0.00010318-0.0011432i,-0.00077443-0.00089517i,-0.00049153+0.0008959i,0.00026282+0.0011139i,0.00060207+0.00072868i,0.00080295+0.00081344i,0.00051216+0.00079214i,0.00047379+0.0012458i,0.00055454+0.00158i,0.00042344+0.00092456i,-0.00012322+0.00014252i,-0.00051494-0.00030238i,-0.00041668+0.00047645i,-6.486e-05+0.0011264i,1.798e-05-2.4756e-05i
0.00078734+0.0026291i,0.0017976+0.0026234i,0.0019137+0.0022947i,0.0022263+0.00022373i,0.0021597-0.0011569i,0.0016218-0.0013942i,0.00085267-0.0011214i,-6.3553e-05-0.00083835i,-0.00031921-0.00045456i,-7.9529e-06-9.8046e-05i,4.5121e-05-0.00013321i,0.00094998-0.00060671i,0.0011142-0.00076278i,0.00014547+4.9882e-05i,0.00038865+0.00025633i,0.00063294+0.00011006i,0.00052692+0.00063883i,0.00012621+0.00037709i,-0.00021877+0.00048632i,-0.00010961+0.001149i,0.00020709+0.00098008i,-8.8686e-05+0.00022322i,-0.00061509+6.6567e-05i
-0.00039614-0.0029621i,-0.00054561-0.0033933i,-0.0014767-0.0035848i,-0.0022027-0.0019371i,-0.0018013-0.00065945i,-0.0010127-0.000678i,-0.00075938-0.00040746i,-0.0013024-0.00032861i,-0.0016119-0.00051901i,-0.0014404-0.00014145i,-0.00084311+7.4128e-05i,-0.00069684+2.9116e-05i,-0.00053357+0.00019704i,0.00044107+0.00056547i,0.00059321+0.00058046i,-0.00010969+0.00098311i,-0.00053382+0.00020698i,-0.0003367-0.00045098i,-0.00073105-9.585e-05i,-0.001322-0.00041127i,-0.00092848-0.00050188i,-0.00041592-0.00047331i,-2.4243e-05-0.00016284i
-0.00030462+0.0011659i,0.00044858+0.0020997i,0.0010967+0.0017587i,0.0017749+0.001402i,0.0024215+0.0004026i,0.0014797+0.00012987i,-0.00032283+0.00045171i,-0.0010372+0.00013442i,-0.0012458-0.00036234i,-0.0012606-0.00066825i,-0.00069928-3.693e-05i,0.00023763+0.00030285i,0.00077632+0.00030536i,0.00064251+0.00046074i,0.00038063+0.00034752i,-0.00014482-0.00035844i,-0.00034615+8.7412e-05i,-0.00022088+0.00090942i,2.7529e-05+0.00036511i,0.00015272-0.00042532i,-0.00020972-0.00022349i,-0.00014583+5.3473e-05i,0.00041402+7.1991e-05i
0.0013069-0.0028701i,0.00035972-0.0033133i,-0.0012942-0.0044348i,-0.0016055-0.0036184i,-0.0013189-0.0019314i,-0.00084797-0.0013971i,-6.1496e-05-0.0013059i,9.1656e-05-0.0014713i,-0.00063748-0.0011919i,-0.00091026-0.00080197i,-0.0007181-0.00053519i,0.00022465+2.0397e-05i,0.00075509+0.00073482i,8.1105e-05+0.0011716i,-7.7498e-05+0.0013566i,4.9001e-05+0.0012958i,-0.00020346+0.0012526i,-0.00053677+0.0014913i,-0.0004+0.0011858i,8.4234e-05+0.00038651i,0.00023895+0.00018819i,0.00020772-0.00014781i,-0.0002175-0.00059695i
-0.00052169+0.00073797i,-0.0012087+0.0013586i,-0.0016684+0.0019486i,-0.00089197+0.0013968i,-6.8861e-05+0.00060203i,0.00015031-0.0007198i,-0.00039291-0.0010679i,-0.00078751+0.0003898i,-0.00065839+0.00081046i,-0.00047972+7.3306e-05i,-0.00097198-0.00014999i,-0.00094107+0.00010672i,7.8773e-05+0.00094598i,0.00052972+0.00068903i,-0.00012077+0.0004712i,-0.00019243+0.00077776i,0.00014917-8.3872e-05i,-6.6082e-05-0.00013862i,-0.00051674+0.0001917i,2.6506e-05+0.00013281i,0.00062686+0.0002103i,0.00049243+0.00017177i,0.00029418+8.7889e-05i
0.00070192-2.1763e-05i,0.00045708-0.0013213i,0.00079213-0.0012771i,0.0014082-0.0012455i,0.001484-0.00099964i,5.2471e-05-0.00065685i,-0.00042127+2.7469e-05i,0.00033164+0.0006424i,-0.00010052+0.00046058i,-0.00077128+7.8178e-05i,-0.00070671+4.1791e-05i,0.00034388+0.00036627i,0.0014033+0.00057597i,0.0010494+0.00063658i,0.00094344+0.00087099i,0.00097808+0.0013405i,0.0001126+0.00086772i,-0.00031898-0.00049179i,-0.00012727-1.1097e-05i,-0.0002151+0.0010171i,-5.0301e-05+0.00037847i,0.00027868-0.00030191i,6.9236e-05-0.00015464i
-0.00132+0.0014892i,-0.001504+0.0022853i,-0.00073624+0.0014937i,-0.00072945+0.0011249i,-0.00061911+0.00044627i,0.0002709-0.00048968i,0.00053991-0.00060554i,0.00013591-0.00041322i,0.00014173-0.00017435i,-4.8599e-05-0.00055098i,-0.00060494-0.00045541i,-0.00025206-0.0005366i,0.00048447-0.00065806i,0.0011606+3.2182e-05i,0.0015948+0.00048856i,0.0011362+2.2032e-06i,0.00017438-0.0005721i,-0.00083087-0.0008908i,-0.0006309-0.00037703i,0.00027083-3.6182e-05i,0.0001118-0.0011382i,-0.00040044-0.0011079i,9.1617e-06-0.00046469i
