-0.0049911-0.00084005i,-0.0035469-0.00025139i,-0.0039634+0.00053548i,-0.0039631+0.0015103i,-0.0034779+0.0020221i,-0.0019526+0.001989i,-0.00067824+0.001445i,-0.00040109+0.0014059i,-0.00011109+0.0020759i,-1.4587e-05+0.002341i,-0.00050159+0.0019344i,-0.00017345+0.00054808i,0.00060574-0.00031479i,0.0005186+0.00045864i,0.00034907+0.00083815i,0.00036607+0.0006718i,0.001147+0.00044674i,0.0012642+0.0006802i,0.00041685+0.00048383i,-6.1448e-05-0.00013323i,-0.00069482+0.00011381i,-0.0010368+0.00052184i,-0.00052809+0.00074041i
0.00095881+0.00024276i,0.00088092+0.00031691i,-0.00013445+2.7315e-05i,-0.00045783-0.00055015i,-0.0010155-3.6889e-06i,-0.00027389+0.00099071i,0.00072168+0.00094703i,0.0001155+0.00048178i,-0.00045866+0.00086602i,-6.604e-05+0.0011578i,0.00011556+0.00022638i,0.00047107-0.00021884i,0.0010677+0.0002414i,0.00045708+0.00025452i,-0.00088855-0.00013145i,-0.00099313-0.00033714i,-0.00039814+8.6073e-05i,-0.00021544+0.00016448i,-0.0008234-0.00042167i,-0.0013361-0.00035738i,-0.0012288+0.00021285i,-0.00045584+5.5317e-05i,0.00037302+0.00031686i
0.00049442-0.00060069i,0.000919-0.00076786i,0.0016781-0.0019686i,0.00063025-0.0024724i,-0.00099457-0.0011068i,-0.001241+0.00039188i,-0.00057937+0.00032139i,-0.0011135-0.00028261i,-0.001445-0.00016899i,-0.00048409-0.00015722i,0.00052069-0.0004885i,0.00040209-0.00073358i,-0.00033753-0.0011114i,7.207e-05-0.00040421i,0.0005936-3.7541e-06i,0.00064191-0.00058277i,0.0003614-6.9147e-05i,9.4189e-05+0.00065667i,-0.00027576-0.00034557i,6.4203e-05-0.00064563i,-0.0004195+7.7676e-05i,-0.00098594-0.00011924i,-0.00060374+0.0002i
-0.001887+0.0015192i,-0.0010332+0.0013421i,-0.0010846+0.0015986i,-0.00090871+0.0016482i,0.00023309+0.0019379i,0.00064854+0.0019071i,9.474e-05+0.001008i,-0.00045036+0.00015318i,-0.00055833+0.00048626i,-0.00024643+0.00046753i,0.00042103+0.00030091i,-0.00029407+0.0010208i,-0.00065807+0.00064258i,0.00012441+5.5194e-05i,0.00090965+0.00024215i,0.0010991+0.00063857i,0.0006641+0.00065866i,0.00045761-0.00020357i,0.00073577-0.00037891i,0.00034631+0.00055977i,-0.00055797+0.0013751i,-0.00064671+0.0010425i,-6.3138e-05+0.00077601i
-0.0015802+0.00022912i,-0.00058525-0.00053141i,-0.00080681-0.00058134i,-0.0014589-0.00060222i,-0.0022333+0.0012888i,-0.0021917+0.0022883i,-0.0011737+0.00090891i,-0.0001542+0.00060171i,-9.0239e-05+0.00097982i,-0.00015054+0.00036575i,-0.0002305+8.6459e-05i,-0.00034926+0.00060915i,-0.00033608+0.00077723i,-0.00021198-0.00022462i,-0.00070542-0.00062431i,-0.0012359-0.00012715i,-0.00054621-0.00032809i,4.7566e-05+0.00043469i,0.00016363+0.00044669i,4.5097e-05-0.00048184i,-3.1591e-05-7.7443e-05i,-0.00038958+0.00012084i,-0.0004008+0.0004733i
-0.00086316+0.00098395i,-0.00020814-0.00035928i,2.2304e-05-0.00016669i,0.0003751-0.0001304i,0.00029143+0.00045857i,-0.00026732+0.00084639i,5.2304e-05+0.0014465i,0.00079195+0.001247i,0.00020672+0.00062057i,-0.00054981+0.00055732i,-0.00059373+0.00036243i,-0.00079853-2.316e-05i,-0.00061363-0.00044221i,-0.00024757-0.00098453i,-0.00046493-0.00060146i,-0.00022223-0.00076057i,0.00013496-0.0011877i,0.00029514-0.00063574i,7.068e-05-0.00030947i,0.00012511-0.00048072i,0.00051912-4.8779e-05i,0.00056639+0.00022555i,-1.3654e-05-3.0446e-05i
-0.0031189+0.00097339i,-0.0020305+0.00082242i,-0.00096578+0.00045556i,-0.0011759+0.00046614i,-0.0010037+0.0016687i,-0.00042585+0.0019533i,-0.00054692+0.00075442i,-0.00065966+0.00016608i,-0.00056185+0.00067959i,-0.00085547+0.0018806i,-0.00096902+0.0018964i,-0.00050222+0.00086644i,9.4778e-05-0.00010601i,0.000459-0.00056513i,-0.00025697-0.00061641i,-0.00018626-0.00033122i,0.00017193+0.00016048i,0.00068763+0.00034046i,0.00089859+0.0009465i,4.5305e-06+0.0015833i,-0.00075895+0.0012477i,-0.00036689+0.0003223i,0.00014391+0.00041441i
-0.00049547+0.00019912i,-9.6428e-05-0.00081084i,-6.546e-07-0.0010868i,-0.0011384-0.0010014i,-0.0024923+0.00017742i,-0.0020725+0.0014882i,-0.00040272+0.00022292i,0.00045023-0.00039961i,0.00048518-0.00026244i,0.00022455-0.0007103i,-0.00034075-0.00031377i,-0.0011107+0.00024902i,-0.00036246+0.00021232i,0.00048538+0.00012355i,0.00032463-0.00020766i,0.00053782-0.000316i,0.00038385-0.00016457i,6.8561e-05-0.00014057i,0.00030024+2.0654e-05i,7.6574e-05-9.4159e-05i,-0.00015745+1.2797e-05i,-0.00035954+0.00075897i,-0.00020258+0.00024976i
0.0021656-0.00043872i,0.0026526-0.0010032i,0.0017298-0.0027352i,0.00010769-0.0017113i,-0.00068187+0.00048614i,-0.00060099+0.00099507i,-0.00031189+0.00044228i,0.00035515-0.00041341i,0.00077141-0.00032821i,-1.2873e-05+0.0001608i,-0.00075695+0.00012458i,-0.0004875-9.9701e-05i,8.6166e-06+0.000202i,-0.0001774+0.0012456i,-0.00030349+0.00085768i,-0.0003041+0.00018996i,-6.8941e-05+0.00042328i,-0.00016204+0.00035085i,-0.00045234+0.00029863i,0.00036635+0.00047402i,0.00067319+0.00051144i,0.00060611+0.00025937i,-6.6771e-05+1.1668e-05i
-0.00093488-0.002223i,3.5157e-05-0.0017779i,-0.00051242-0.0019028i,-0.001783-0.0014789i,-0.001718-6.3127e-05i,-0.001048+0.0011132i,-0.00075705+0.0011026i,-0.00084628-0.00012549i,-0.00098086-0.00048275i,-0.00030208-0.00042128i,-4.417e-05+0.00026946i,-7.099e-06+0.00015875i,0.00057818-0.00023785i,0.00070994+3.9068e-05i,0.0004222-1.3666e-05i,0.00060708-0.00041751i,0.00093946-0.00072248i,0.00023288-0.0010905i,-0.00049002-0.00093557i,-0.00035028-0.00025755i,-4.6609e-05+0.00051368i,0.00037963+0.00088137i,0.00014656+0.00020813i
-0.00031442-0.00096697i,0.00047831-0.0017005i,0.00015939-0.0020651i,-0.0015101-0.0014254i,-0.0023686-0.00047336i,-0.0017117+0.00068683i,-0.00093067+0.0005667i,-0.00026384-6.3897e-05i,-8.5495e-05+9.6957e-05i,-5.5139e-05+0.00022622i,-0.00013206+0.00074627i,-1.0742e-05+0.0010691i,-0.00040536+0.00030539i,-0.00042289-0.00026571i,0.00012318-0.00017876i,-0.00010138-0.00014219i,-0.0004488+0.00027418i,-0.0006566+0.00078022i,-0.00042058+0.000558i,-0.00025648+0.00063726i,-6.593e-05+0.0008632i,-2.115e-05+0.00080881i,-0.00038564+0.0009317i
0.0001183-0.0012368i,-8.8602e-05-0.0014629i,-0.00088508-0.0026528i,-0.0018483-0.0029385i,-0.0032469-0.0021778i,-0.0021506-0.00068576i,-0.00071079+0.00086667i,-0.00073612+0.00041956i,-0.0010933-0.00050609i,-0.0010247-0.00082786i,-0.00046694-0.00013236i,-2.0059e-05+0.00058249i,0.00010512-3.8609e-05i,5.2312e-05-0.00035605i,-0.00023928+0.00015291i,-1.0313e-05+0.00019284i,0.00075848-0.0001016i,0.00011838+0.00024095i,-0.00049145+0.00072545i,0.00023718+6.4442e-05i,0.00022734-0.0005993i,-0.00024738-0.00027677i,0.00049083-0.00016312i
0.00042114-0.0018539i,0.001196-0.0014003i,0.00089954-0.0017834i,-0.00041834-0.0020138i,-0.002386-0.00065927i,-0.0021435+0.00079687i,-0.0010408+0.00067874i,-0.00058407-0.00010045i,0.00013805-0.00079578i,0.0010203-0.00060584i,0.0010213-0.00041832i,0.0011458-0.00066742i,0.0010478-0.00087277i,0.00014081-0.00084423i,-3.3278e-05-0.00032318i,-8.539e-05-0.00022419i,0.00039453-8.869e-05i,0.00047945+0.00020436i,0.00015397+0.00012404i,0.00071255-0.00015002i,0.00091855-0.00038614i,0.0003793-0.00046139i,0.00014731+0.00047439i
0.00035756-0.0015988i,0.00074491-0.0012688i,0.0012126-0.0011524i,0.00022243+8.2178e-05i,-0.00071794+0.001486i,-0.00050036+0.0015286i,-0.00029107+0.0010505i,-0.00018352+0.0002571i,0.00010545-0.0002883i,5.579e-05+6.6197e-05i,-0.00060555+0.00024696i,-0.00054271+0.00055348i,-0.00012466+0.00045825i,8.7465e-05-8.0679e-05i,0.00053101-0.00011162i,-2.0463e-05-0.00016096i,-0.00052512-6.1696e-05i,0.00030847+9.7001e-05i,0.00066569+0.00010321i,1.3625e-05+0.00050388i,-0.00013007+0.0012034i,1.4071e-05+0.0012313i,-5.9951e-06+0.00098365i
-0.00055443-0.00081322i,-0.0011713-0.00064212i,-0.0018399-0.00051756i,-0.0022282+7.7081e-05i,-0.0026611+0.00039031i,-0.0017515-0.00044445i,-0.00015539-0.00043683i,0.00029244-0.00027879i,0.00025225-0.00045458i,0.00038709+0.00022002i,4.3971e-05+0.00072257i,-0.00016111+0.00038852i,-9.8409e-05+0.00042669i,-0.00052433+0.00056972i,-0.00071257-0.00012122i,-0.00054065-0.00017825i,-0.0006095+0.00036136i,-0.0002875+5.9236e-05i,0.00011955-3.7353e-06i,-0.00027948+0.00034624i,-0.00015882-6.4635e-06i,0.00023333+0.00049312i,0.0001646+0.00098675i
0.0015162+0.0011989i,0.0017618-3.8875e-05i,0.0022171-0.0006481i,0.0009134-0.0014379i,-0.00044374-0.0014392i,-0.0013732-0.00045009i,-0.0007817-0.00019807i,-3.5086e-05+1.4754e-05i,-9.9512e-05-0.0003907i,0.00038063-0.0009055i,0.00023679-0.00086667i,-0.00018142-0.00090621i,2.0071e-05-0.00099083i,0.00021346-0.00036355i,0.00022288-0.00021541i,7.2208e-05-0.00061747i,-0.00010119+0.00015101i,-0.00073066+0.0013531i,-0.0006796+0.0011197i,0.00017171+5.1399e-05i,0.00064966-0.00042277i,-1.1134e-07-0.00032638i,-0.00072597+0.00049864i
0.0013431+7.9928e-05i,0.001366-0.00019001i,0.0012429-0.00010906i,-0.00074364+6.2689e-05i,-0.0018874-0.00072246i,-0.0011665-0.00049724i,-0.0009859+0.00065762i,-0.0012717+0.00088939i,-0.00066124+0.0010802i,3.1219e-05+0.00081758i,6.5902e-05+9.6438e-05i,-0.00064024-0.00011069i,-0.00076387-0.00053486i,-0.00016519-0.0011702i,0.00016976-0.00077827i,-0.00016534+0.00025579i,-0.00083132+0.00042463i,-0.00056021+0.00015512i,-0.00037142+1.7628e-05i,-0.00061287+0.00014826i,-0.00053361+0.00081626i,-0.00060063+0.00078551i,-0.0005551+0.00059107i
-0.00034185-0.00048966i,-0.00056174-0.0010649i,-0.00030359-0.001672i,-0.00087902-0.0015808i,-0.0013598-0.00055223i,-0.0013049+0.00085277i,-0.00058879+0.00040483i,0.00042679-0.00087784i,0.00061481-0.00078855i,0.00026155+0.00053457i,-6.161e-05+0.0004378i,0.00051226-0.00055325i,0.00098463-0.00055177i,0.0008698+0.00011166i,7.4535e-05+0.00042358i,-0.00024171-5.6723e-05i,-0.00016503-0.00029642i,8.9348e-05+0.00028457i,-5.1923e-05+0.00023635i,-0.00061287-0.00047019i,-0.00036947-2.3125e-05i,-0.00039886+5.3703e-05i,-0.00023278-0.00043276i
0.0012838+3.3924e-05i,0.00068514+0.00012566i,-0.00026034-0.00066141i,-0.0014009-0.00095056i,-0.0020385-0.00022744i,-0.0012121+0.00047484i,0.00019582+0.00055986i,0.00031225-0.00012448i,7.7116e-05-0.00061794i,0.00023291+0.00034983i,-9.0328e-05+0.00069052i,-0.00032873-0.00056653i,-9.0121e-05-0.0015612i,-0.00030553-0.0016065i,7.2787e-05+0.00023221i,0.00023753+0.0016009i,-0.0004527+0.00088785i,-0.00018879+1.8381e-05i,0.00034026-0.00062138i,0.00031848-7.1814e-05i,-0.00013097+0.00058475i,-0.00025055+0.00047862i,0.0002574+0.00054165i
0.0019643-0.00019726i,0.0015546-0.0017006i,0.0014865-0.0033099i,0.00038751-0.0032866i,-0.0013822-0.0015375i,-0.0022391+0.00015052i,-0.0022652+0.00097048i,-0.0016317+0.0008246i,-0.0011375-0.00027251i,-0.00055578-0.00081877i,0.00039502-0.00092836i,0.00034419-0.00064719i,-0.00027676+0.00032638i,2.9296e-05+0.00088808i,-0.00011935+0.00057904i,6.532e-05+0.00044513i,0.00024952+0.00066895i,-0.00012538+0.0012177i,-0.00038701+0.0010193i,-0.00084693-0.00027453i,-0.00075571-0.00057966i,0.00043616-0.00010062i,0.00094225+0.00046695i
-0.00020146-0.0015933i,0.00040868-0.0015397i,0.00050393-0.0011044i,-0.00016883-0.00080478i,-0.0013922-0.00020076i,-0.00083057+0.00031316i,-0.00025088-9.2699e-06i,-0.00061603-0.0007141i,-0.000493+7.9465e-05i,-0.00018978+0.0012131i,-2.1874e-05+0.0014943i,-0.00050283+0.0007511i,-0.00043628-0.00016519i,-0.0004047+0.000132i,-0.00073847+0.00045668i,-0.00079632-1.399e-05i,-0.00029063+0.00044649i,0.00044318+0.00096607i,-0.00036447+0.00079602i,-0.0013854+0.00099035i,-0.0011541+0.00047016i,-0.00063214+3.4525e-05i,0.00017106+0.00015315i
-0.00096859+0.0010235i,0.00027341-0.00038963i,0.0014168-0.0012143i,0.00093169+0.00037737i,-0.00042968+0.0015996i,-0.00032545+0.0012851i,0.00022378+0.00055888i,-0.00030698+0.00048978i,3.3732e-05+0.00082394i,0.00089958+0.00078835i,0.00065989-0.00019153i,0.0003895+0.00011679i,0.00083019+0.00058248i,0.00047702+5.1722e-05i,-0.00017827-0.00038356i,-0.00018781-0.00050822i,0.00032185-0.00082802i,0.00030943-0.00070524i,0.000158-0.00091639i,0.00039815-0.00042286i,0.00044444-4.2173e-05i,0.00040514-0.00033146i,0.00030329-0.00028529i
-0.00070213-0.0012449i,-0.001081-0.0017184i,-0.001128-0.0014435i,-0.00096863-0.00045357i,-0.00090196+0.0011486i,-0.0011013+0.0013521i,-7.236e-05+0.00023719i,-0.00011613-0.00065191i,-0.00073559+2.3233e-05i,-0.00055728+0.00072759i,-0.00027013+0.00016907i,0.00039639+0.00036405i,0.0004216+0.00093011i,-0.00039975+0.00077189i,-0.00041637+0.00027536i,0.00065595+0.00024023i,0.00096323+0.00043686i,0.00050262+0.00064362i,8.675e-06+0.001057i,5.9608e-05+0.00052658i,0.00056684+6.0695e-05i,0.00038834-6.5419e-05i,6.4305e-05-0.00030376i
-0.00082549+0.0017193i,-0.0003172+0.0012268i,-0.00065647+0.0011938i,-0.00070175+0.00028853i,-0.00040464-0.00029924i,-0.00023891+0.00070561i,0.00022425+0.0015536i,3.7078e-05+0.00099506i,0.00043441-0.00028541i,0.00081286-0.00016143i,0.00078496+0.00033519i,0.00080118+0.00070709i,7.5291e-06+0.00040883i,6.1258e-05-5.3037e-05i,0.00094114-0.00034363i,0.0012815-0.00045256i,0.00071344-0.00023627i,0.00018685+0.00022087i,-0.00029312+0.00056466i,-0.00033816+0.00031288i,-0.00041442+0.00039909i,-0.00059023+0.00023131i,-0.00096381-0.00039386i
0.0004783-0.0022822i,0.00047202-0.0034331i,-0.00058111-0.0031238i,-0.0020475-0.0017668i,-0.0027585-7.2415e-05i,-0.002468+0.001095i,-0.00092252+0.00093087i,0.00026379+0.00083168i,-0.00012131+0.00050791i,-0.00065347+4.296e-05i,-0.00065983+4.4862e-05i,-0.00017872-0.00041975i,-0.00010061-0.00043308i,-0.00030133-0.00030003i,-0.0004759-0.00046767i,-0.0007402-0.00040201i,-0.00064764+0.0001357i,0.00021296+0.00030301i,0.00011247-0.00051367i,-0.0003047-0.00056302i,-0.00021209+0.00017039i,-0.00012697+0.0011197i,0.00043873+0.0014055i
-0.00057488+0.00022475i,-0.00032746-0.00019689i,-0.00027618-0.00094057i,-0.0017845-0.00081126i,-0.0032292+1.8012e-06i,-0.0022863+0.00094758i,-0.00076024+0.0010474i,-0.00011656+0.00010491i,-0.0002147-0.00035122i,0.00020278+0.00043589i,0.00024961+0.0008761i,-0.00068597+0.0010116i,-0.00083837+0.00056399i,-0.00042795-0.0001909i,-9.6122e-05-0.00072876i,0.000118-0.0011186i,0.00019417-0.00030712i,-0.00054169+0.00012558i,-0.00050704+0.00034208i,-8.8047e-05+0.00027336i,-0.00010394+0.00028837i,-0.00017627+0.00098109i,0.00031374+0.0010224i
0.0016493-0.0016464i,0.0018589-0.0016157i,0.002471-0.0013233i,0.0021283-0.00011217i,0.00060506+0.00025478i,-0.0007606+0.00022044i,-0.00037241+0.00019606i,-0.00011347-6.8548e-05i,-0.000403-3.7207e-05i,0.00035731-0.00029988i,0.00023971+0.00052802i,-0.0006061+0.00094834i,0.00032155+0.00014097i,0.00088869-0.00037427i,0.00048976-0.0005433i,0.00035373-0.00029712i,0.00031885+0.00035991i,0.00019127+0.00091363i,-3.3439e-05+6.3506e-05i,-0.00070099-0.0010015i,-0.00071802-0.00068011i,0.00013157+0.00049238i,0.00058053+0.00084245i
0.00015671+8.3262e-05i,0.00091895+0.0013717i,-0.00015994+0.0011208i,-0.00084163+0.00048296i,-0.0014987-8.6767e-05i,-0.0013452-0.00081667i,-0.0004245-0.00082121i,7.4889e-05-0.00026619i,0.00028155+9.8589e-05i,4.5498e-05+0.00043072i,2.5576e-05+0.00065172i,0.00058471+0.00061263i,0.0007196+0.00036696i,-4.7255e-06-0.00010053i,-0.00042762-0.00011527i,-0.00029273-0.0002666i,-0.00011226+0.0002384i,-0.0004553+0.00073765i,-0.00084996+0.00057203i,-0.00054474+0.00075352i,0.00011105+0.0011216i,0.00053719+0.00075838i,0.00048759-8.0274e-05i
0.00047467+0.0011473i,0.0010118-0.00027645i,0.0016474-0.0008843i,0.0019932-0.0014311i,0.0006258-0.00097041i,-0.0012782+0.00042523i,-0.0010302+0.00058604i,0.0001826+9.9662e-05i,0.00037285-0.00023008i,2.7946e-05-0.00068371i,0.0005572-0.00048746i,0.0010035+0.00081772i,0.00092956+0.00050981i,0.00013411-0.00070464i,-0.0002375-0.0010671i,0.00050107-0.00044697i,0.00067891+0.00044228i,-7.9519e-05+0.00044674i,-0.00021181+0.00026436i,0.00028942+0.00021495i,0.00090534-2.5247e-05i,0.00065926-0.0005253i,0.00027687-0.00073174i
0.0008195-0.0012609i,0.0018457-0.0019296i,0.0011807-0.0023823i,-0.00071471-0.0022323i,-0.0020983-0.0010598i,-0.0015639+0.00060538i,-0.00089937+4.7545e-07i,-0.00071162-0.00039556i,-0.00028941-8.4218e-05i,-0.00020701-0.00045758i,-0.00014298-0.00023842i,-0.00052743+3.4797e-05i,-0.00043464+2.277e-05i,0.00021081-0.00026617i,0.00065483-0.00056122i,0.00021177-0.00052131i,-0.00012314+0.00015526i,1.3352e-05+0.00057031i,0.00065297+0.00018055i,0.00023172-7.0596e-05i,-0.00049907+4.5316e-05i,-7.7131e-05+8.7398e-05i,-0.00030104-0.00043003i
0.00030309-0.0011869i,-0.0002383-0.00013345i,-0.00085188-0.00079949i,-0.0012372-0.0011645i,-0.0022515-0.00039038i,-0.0019266+0.00042476i,-0.0006835+0.00055395i,-0.00024271-0.00023824i,-0.00072375-6.2847e-05i,-0.0010416+0.00039202i,-0.00084158+0.0002333i,-0.00065512+2.9126e-05i,-0.00048733+7.9947e-05i,0.00033715-0.00036661i,0.001036-0.00079109i,0.00085753-0.0005494i,8.2891e-05+0.00017114i,8.9493e-05+0.0006155i,0.00015895-0.00015659i,0.00054231-0.00020659i,0.00083378+0.00059898i,5.8294e-05+0.0010915i,-0.00028325+0.00086657i
0.00010018+0.001087i,0.00093049-0.00077867i,0.0021988-0.0016458i,0.0017124-0.0020652i,0.0012425-0.0014404i,0.00042165-0.00067007i,-0.00016842-0.00090175i,0.00035841-0.0010301i,0.0011871-0.0005424i,0.0007245-5.2601e-05i,0.00032501-0.00030584i,0.00023464-0.0009801i,-0.00039527-0.0012975i,-0.0010177-0.00096878i,-0.0012857-0.00068806i,-0.00090133-0.0011094i,-0.00043839-0.00065297i,-0.00011183+8.5285e-05i,-0.00016814+0.0002107i,-0.00022541+7.3523e-05i,-0.00018414+0.00052576i,-0.00085345+0.00067352i,-0.0006875+0.00074083i
0.0017868+0.00063375i,0.0021673+0.00070914i,0.00086596+0.00023386i,-0.0009322-0.00057362i,-0.0024499-0.00050945i,-0.0026441+0.00037984i,-0.0013662-4.2961e-05i,-0.00054439-0.00093736i,-0.00036264-0.00027303i,-0.00079812+0.00024059i,-0.00086371-0.00032115i,8.9844e-05-0.000309i,0.00080754-0.00017964i,0.0010016-0.0014516i,0.00083059-0.0010278i,0.00032056-0.00036177i,0.00018682-0.00037006i,0.00033428-0.000236i,-3.9882e-05-0.00049432i,0.00012994-0.00082564i,0.00034622-0.00019476i,0.00012626+0.00074372i,0.00032806+0.00055264i
0.0013556-0.00054052i,0.00043161-0.0015822i,0.00079497-0.0021478i,0.0011563-0.0017103i,0.00032104-0.00094315i,-0.00082016+0.00011858i,-0.00069509-8.0224e-05i,0.00015423-0.00034652i,6.9307e-05-0.00057061i,0.0002563-0.00051196i,0.00068813-0.00011508i,0.00037793-0.00039216i,-1.099e-06-0.00042225i,-5.5988e-05-0.00016609i,-0.00019706-0.00022879i,-0.00048707-0.00039099i,-0.00017349+0.00034592i,1.2584e-05+0.00066022i,4.6573e-05+0.00045986i,0.00040424+0.00091233i,0.00025912+0.00071805i,1.825e-05+0.00058803i,0.00026757+0.0005114i
0.00083664+0.00054206i,0.0012897+4.8931e-05i,0.0020208-0.00026452i,0.00084116-0.00020299i,-0.00073919+0.00024314i,-0.00061349-2.8979e-05i,2.4797e-05-0.00080969i,0.00034843-0.001458i,0.00025299-0.0014612i,-0.00017656-0.00043087i,-0.00025484-0.00028919i,-7.8584e-05+0.00022456i,3.9962e-05+0.00038717i,0.00035914-0.00048701i,0.00050835-0.00049153i,0.00036131-0.00053937i,-8.4029e-05-0.00027905i,-0.00059068+0.00012697i,-0.00047356+0.00041034i,0.0002749-3.5359e-05i,0.00019145-0.00041249i,-0.00021456+6.0262e-05i,-0.00034175+0.00013867i
0.0002585+0.0018805i,0.00050393+0.0010353i,0.0016617+0.00013919i,0.0013927-0.00058152i,-0.00040899-0.00071105i,-0.00096316-0.00020557i,-0.00040049-0.00028433i,0.00045987-0.00071063i,0.00078993-0.00063137i,0.00064433+0.00025895i,0.00049339+0.00064264i,-2.5471e-05+0.00016668i,-0.0008945+0.00062289i,-0.00026941+0.00090611i,0.000751+0.0007519i,0.00077277+0.00043598i,0.00076359+0.00041868i,0.00074593+0.00028613i,0.00030282-0.00035404i,8.7432e-05-0.00025354i,0.00028185+0.0004702i,0.0004727+0.00019844i,0.00025024+0.00014884i
0.0014916-0.0017025i,0.00062939-0.0029773i,0.00083409-0.0037432i,-0.00027257-0.0033583i,-0.0025815-0.0025396i,-0.0032504-0.00066045i,-0.0020174-0.00039502i,-0.00085529-0.00085185i,-0.00074788-0.00062013i,-0.0005927-0.00047196i,-0.00021561+0.0001348i,0.00037014+9.9095e-05i,0.00072176-0.00057205i,0.00047465-0.00072337i,-3.0366e-05-0.00027333i,-0.00068766+0.00017409i,-0.00023218-0.00031573i,-0.00017383-0.00094611i,-0.00035163-0.0010301i,0.00052286-5.6085e-06i,0.0004127+0.00079731i,0.00031473+0.00058747i,0.000528+0.00017019i
0.0021308+0.00062534i,0.0024262+0.00014186i,0.0021669-0.00070595i,0.0012432-0.00072139i,0.00020929-9.9272e-05i,-0.00054966+0.00027586i,-0.001418+0.00034107i,-0.0015278+5.45e-06i,-0.00092414-0.00015722i,4.8013e-06-0.00024518i,0.00044143-0.00012543i,0.00019344-4.7769e-05i,-7.5812e-05-0.00027058i,-5.7915e-05-0.0010608i,0.00019789-0.0017645i,-2.6079e-05-0.00091477i,-0.00016198+0.00049289i,-0.00025713+0.00017826i,-0.00079213-0.00031987i,-0.00069279-0.00030408i,5.9937e-05-9.5222e-05i,0.00030513-1.8455e-05i,-0.00026589+0.00021554i
0.000494+0.00067935i,0.00026439-0.00040016i,0.00017118-0.0003576i,-0.00068553-0.00048976i,-0.0017878-0.00066641i,-0.0013352+0.0001939i,8.386e-05+0.00057911i,0.00049028+3.9545e-05i,0.00028656-0.00042633i,0.00030027-0.00020294i,0.00032751-0.00025379i,-0.00021027-0.00057537i,-0.00046496-0.00029462i,-0.00018767-0.0001977i,0.00032499+0.00016819i,0.00019072+0.00053311i,-0.00036005+0.00058811i,-0.00045855+0.00048312i,-0.00023504+0.00047601i,0.00028587+0.00013419i,0.0004861-0.00041295i,0.00030355-9.3828e-05i,2.7969e-05+0.00083501i
0.00186+0.0003885i,0.0020635-0.00070599i,0.0020401-0.0012802i,0.0014972-0.00084661i,0.00010935-0.00021894i,-0.00041904+0.00020447i,0.00042469+0.0002224i,0.00019002-0.00050367i,-0.00070613-0.00035478i,-0.00046495+0.00027548i,-0.00041458-0.00043467i,-0.00060728-0.0010677i,-0.0003407-0.0007756i,0.00025901-8.9365e-05i,0.00079569+0.00031626i,0.00072073-5.0707e-05i,0.00081522+5.17e-05i,0.00087981-2.2919e-05i,0.00049704-0.00034352i,0.00051469+5.4766e-05i,0.00046431+0.00016621i,-1.0516e-05+3.9618e-05i,-0.00029558+1.1165e-05i
-0.00017557+0.00034466i,-0.00039588-0.000593i,-0.00041328-0.0010613i,-0.0013009+0.00011454i,-0.0018268+0.0011442i,-0.0011824+0.0012819i,-0.00043764+0.00044295i,-0.00030496-0.0002487i,-0.0010279+0.00011946i,-0.0010522+0.00029688i,-0.00050479+0.00059938i,-0.00076539+4.2905e-05i,-0.0010411-0.00062207i,-0.0010166-0.00021198i,-0.00099065-0.00012907i,-0.00017007-0.0005377i,0.00057423-0.00039437i,-0.00017008-1.7402e-05i,1.3177e-05-9.9029e-05i,0.0012486+0.00023435i,0.0013806+0.00022374i,0.00063158+0.00014996i,0.00029546+0.0005197i
0.00024771+4.2737e-06i,0.00064517-0.00081773i,0.00086471-0.0017464i,0.00011446-0.0013227i,-0.0013926-0.0010602i,-0.0018762-0.00067514i,-0.0015825-8.4649e-05i,-0.00084069+1.0139e-05i,5.7991e-05-0.00012436i,0.00019683-0.00025995i,0.0003475-0.00065125i,0.00036079-0.00050025i,6.4302e-05-6.4289e-05i,-0.00026101-0.00063308i,4.2546e-05-0.001237i,0.0004976-0.00072812i,0.00093076-0.00028791i,0.00074515-0.00089974i,-0.00028328-0.0012031i,-0.00023975-0.00056538i,7.9749e-06+0.00014391i,-0.0002179+0.00037882i,0.00015291+0.00029889i
-0.0016826+0.00028085i,-0.00047988+0.00032096i,0.00077428+4.3547e-06i,0.00034561-5.5704e-05i,-0.0011356+2.7688e-05i,-0.001012+0.00054033i,-0.00038412+0.00077145i,-0.00034325-5.5838e-05i,-0.00035695-0.00022327i,-0.00092104+0.00033691i,-0.0011029+3.4903e-05i,-0.00018363-4.95e-06i,0.00084303-0.00014822i,0.00053034-0.00040073i,-0.0001278-0.00018581i,0.00040591+1.8124e-05i,0.00068655+0.00021616i,0.00010706+0.00033139i,6.2466e-05+0.0011282i,0.00055559+0.00085042i,0.00012098+0.00013324i,0.00010788-0.00019888i,0.00023508-0.00011647i
