-0.0049911-0.00084005i,-0.0035469-0.00025139i,-0.0039634+0.00053548i,-0.0039631+0.0015103i,-0.0034779+0.0020221i,-0.0019526+0.001989i,-0.00067824+0.001445i,-0.00040109+0.0014059i,-0.00011109+0.0020759i,-1.4587e-05+0.002341i,-0.00050159+0.0019344i,-0.00017345+0.00054808i,0.00060574-0.00031479i,0.0005186+0.00045864i,0.00034907+0.00083815i,0.00036607+0.0006718i,0.001147+0.00044674i,0.0012642+0.0006802i,0.00041685+0.00048383i,-6.1448e-05-0.00013323i,-0.00069482+0.00011381i,-0.0010368+0.00052184i,-0.00052809+0.00074041i
0.57784+0.10508i,0.85822+0.20835i,0.95954+0.29358i,0.94683+0.11773i,0.76624-0.23008i,0.45215-0.35251i,0.23112-0.21773i,0.15211-0.090895i,0.14145-0.057186i,0.12556-0.076582i,0.034687-0.10996i,-0.075779-0.076959i,-0.097174-0.01253i,-0.047879+0.022754i,0.011538+0.065729i,0.02386+0.093287i,-0.019322+0.079538i,-0.034362+0.045346i,-0.0073017-0.0078216i,-0.0021362-0.054998i,-0.032129-0.067238i,-0.073342-0.053898i,-0.11218-0.027369i
-0.4541+0.26055i,-0.47784+0.43598i,-0.15859+0.30795i,0.28303-0.19121i,0.53483-0.72941i,0.46469-0.82714i,0.29493-0.50223i,0.20542-0.29279i,0.060541-0.3438i,-0.095651-0.33963i,-0.10417-0.21024i,-0.01709-0.098395i,0.099662-0.068982i,0.17002-0.10623i,0.11856-0.16452i,0.0085645-0.22638i,-0.088139-0.28038i,-0.15053-0.23407i,-0.13817-0.095199i,-0.083115-0.029475i,-0.077302-0.047406i,-0.087384-0.0589i,-0.066797-0.098498i
-1.5331+8.4664i,0.87405+8.2839i,4.4992+9.1672i,6.629+6.5302i,6.5145+2.2893i,4.2046-1.2139i,1.4863-1.7695i,0.42057-0.67465i,0.6008+0.25761i,1.2853+0.67834i,1.8113+0.38674i,1.9012-0.24112i,1.7633-0.71035i,1.3712-0.72732i,1.0345-0.48042i,0.78739-0.40502i,0.34384-0.44627i,-0.0258-0.24822i,0.017759+0.093338i,0.2839+0.20692i,0.47673+0.063608i,0.49215-0.1122i,0.36783-0.18861i
-0.10019+0.51578i,-0.091812+0.7193i,-0.11644+0.60455i,-0.15219+0.47863i,-0.14935+0.47671i,-0.10616+0.39012i,-0.057184+0.18498i,-0.064202+0.009455i,-0.10965-0.0033986i,-0.091+0.087661i,-0.0011739+0.088875i,0.048686+0.0096476i,0.062797-0.046955i,0.070447-0.081882i,0.047241-0.099335i,-8.3619e-05-0.10657i,-0.056353-0.1019i,-0.078358-0.052595i,-0.047145-0.0022085i,-0.021589-0.010041i,-0.036017-0.042856i,-0.057657-0.063717i,-0.062812-0.083607i
-0.22916-0.53235i,-0.35227-0.65826i,-0.20131-0.44569i,0.17192-0.20712i,0.38126-0.12651i,0.33897-0.053122i,0.22243+0.02499i,0.095633+0.028366i,0.030725+0.006289i,0.056956-0.058517i,0.030978-0.14973i,-0.058269-0.1394i,-0.068161-0.062711i,-0.011511-0.049811i,0.016397-0.087707i,0.003914-0.10811i,-0.024327-0.082709i,-0.049766-0.026493i,-0.063991+0.02296i,-0.054829+0.055574i,-0.01926+0.071908i,-0.0014394+0.069461i,-0.019749+0.064083i
0.2482+0.38324i,0.2902+0.43636i,0.14588+0.26952i,0.060761+0.055786i,0.15943-0.044388i,0.27302-0.03068i,0.3181-0.0013843i,0.29619-0.032009i,0.20621-0.054119i,0.1082-0.047005i,0.033959-0.037868i,0.0085701-0.021288i,-0.00165-0.047532i,-0.064748-0.089339i,-0.11881-0.077657i,-0.10675-0.041871i,-0.06708-0.018446i,-0.020312-0.020864i,0.0098797-0.030019i,0.018977-0.023509i,0.023447-0.016413i,0.022117-0.0095956i,0.024848+0.0046545i
-0.46032-0.22318i,-0.65066-0.27495i,-0.61755-0.24897i,-0.56813-0.15724i,-0.53656+0.032716i,-0.29953+0.164i,-0.0012681+0.039188i,0.06626-0.15616i,-0.017254-0.19916i,-0.07203-0.12382i,-0.068925-0.017144i,-0.021049+0.038971i,0.0065509+0.04492i,0.0019841+0.072289i,0.019321+0.10418i,0.055394+0.10497i,0.078019+0.093768i,0.067335+0.084028i,0.039476+0.079422i,0.029101+0.075789i,0.038974+0.05715i,0.046048+0.027481i,0.036287+0.010938i
0.48866+0.028113i,0.6111-0.059544i,0.37125-0.082531i,0.054225+0.092155i,0.0041482+0.24242i,0.05348+0.13146i,-0.06944-0.059703i,-0.24198-0.09401i,-0.25983-0.013274i,-0.14787+0.046519i,-0.022695+0.030971i,0.019202-0.01691i,-0.004575-0.021113i,-0.0083161-0.0055369i,0.004131-0.031699i,-0.0099669-0.070673i,-0.035794-0.071636i,-0.042119-0.042525i,-0.025258-0.017427i,-0.011102-0.013205i,-0.012703-0.014586i,-0.0089404-0.0053608i,0.0084448-0.0010556i
-0.42048+0.045405i,-0.50831+0.082168i,-0.27816+0.072208i,0.10028+0.049645i,0.30305+0.035877i,0.2497+0.02981i,0.12387+0.10392i,0.090452+0.22522i,0.11931+0.24218i,0.10283+0.15717i,0.048465+0.086262i,0.026995+0.061201i,0.047551+0.021921i,0.047843-0.048727i,0.0026588-0.086384i,-0.037084-0.055855i,-0.039434+0.0024384i,-0.017224+0.027538i,0.0051691+0.011645i,0.014779+0.0033702i,0.023792+0.018096i,0.034351+0.025381i,0.0274+0.016961i
0.30648-0.20328i,0.33211-0.32418i,0.1463-0.32958i,-0.071769-0.25417i,-0.15753-0.15128i,-0.10188-0.029956i,0.038186+0.0010602i,0.10576-0.077089i,0.065882-0.088458i,0.042507-0.024325i,0.040576-0.0013134i,0.023545-0.014851i,-0.010011-0.025759i,-0.049986-0.0084354i,-0.044787+0.038009i,0.017384+0.066648i,0.078534+0.065683i,0.084844+0.048431i,0.04777+0.025142i,0.02177+0.0099843i,0.024685-0.00090322i,0.031839-0.012918i,0.026312-0.012596i
-0.27972+0.19858i,-0.39094+0.23935i,-0.44701+0.14684i,-0.51904+0.081712i,-0.4927+0.13666i,-0.25005+0.12196i,-0.042817-0.045807i,-0.011236-0.16849i,-0.0056684-0.17208i,0.01894-0.14481i,0.034954-0.098129i,0.036973-0.057897i,-0.0037746-0.039689i,-0.043624-0.0084118i,-0.027684+0.021932i,0.027456+0.023068i,0.089862-0.00084492i,0.11437-0.025455i,0.073442-0.024244i,0.021531-0.001136i,0.0079978+0.0040668i,0.0083649-0.016318i,0.010233-0.02084i
0.18083-0.24454i,0.21152-0.33371i,0.21175-0.16219i,0.3243+0.15541i,0.4176+0.25759i,0.23774+0.11671i,-0.071961+0.049861i,-0.19897+0.095962i,-0.16359+0.079269i,-0.13316+0.029733i,-0.11782+0.011117i,-0.099488+0.011909i,-0.074303+0.035457i,-0.029374+0.039164i,0.0019808-0.020689i,-0.019718-0.10219i,-0.076309-0.14285i,-0.11193-0.12476i,-0.092957-0.068365i,-0.04411-0.023696i,-0.021582-0.004837i,-0.027268+0.017717i,-0.024157+0.029644i
-0.12546+0.21293i,-0.092857+0.24312i,0.066329+0.015123i,0.1868-0.32297i,0.15726-0.40508i,0.098922-0.20014i,0.10808-0.013297i,0.096284+0.031536i,0.030999+0.050988i,0.011592+0.08719i,0.049956+0.08616i,0.087543+0.052569i,0.098485+0.0085255i,0.062588-0.036293i,-0.014337-0.051772i,-0.08462-0.028097i,-0.1198+0.013586i,-0.11396+0.046558i,-0.07157+0.050055i,-0.02836+0.030743i,-0.0042016+0.01988i,0.019928+0.023847i,0.039128+0.024148i
0.066666-0.23098i,-0.02952-0.29884i,-0.28333-0.21934i,-0.56609-0.070698i,-0.62317+0.041399i,-0.36402+0.08198i,-0.062278+0.033677i,0.042278-0.0087208i,0.062872+0.017579i,0.095593+0.0095959i,0.068749-0.042791i,0.0024555-0.064396i,-0.04128-0.041521i,-0.049884+0.01568i,-0.018784+0.083216i,0.03656+0.14435i,0.089699+0.17982i,0.10859+0.1594i,0.083868+0.10646i,0.050734+0.068875i,0.040799+0.043153i,0.042455+0.0058618i,0.030602-0.028083i
-0.076745+0.24689i,-0.044651+0.37797i,0.016162+0.45872i,0.1086+0.57832i,0.21903+0.57607i,0.19831+0.28954i,0.050702+0.027278i,0.011454-0.036423i,0.058141-0.081799i,0.016599-0.11234i,-0.04078-0.058041i,-0.040728-0.00079659i,-0.020728+0.0067118i,0.0066874-0.010344i,0.037647-0.029967i,0.072974-0.056033i,0.099574-0.079883i,0.098847-0.076129i,0.079937-0.059947i,0.05549-0.057597i,0.029078-0.058312i,-0.00084179-0.046509i,-0.020641-0.025736i
0.059776-0.2624i,0.11094-0.36833i,0.27593-0.37647i,0.4779-0.41254i,0.44709-0.40813i,0.19634-0.20766i,0.028272+0.016284i,-0.03018+0.06754i,-0.090469+0.048708i,-0.092968+0.060018i,-0.033365+0.055557i,0.011245+0.024699i,0.0095473-0.0047137i,-0.019186-0.027048i,-0.045704-0.048871i,-0.074407-0.07315i,-0.098063-0.087921i,-0.093381-0.088343i,-0.079983-0.07563i,-0.078952-0.045245i,-0.075835-0.0094123i,-0.059095+0.020629i,-0.039136+0.040269i
0.0034351+0.24045i,-0.032074+0.21185i,-0.25673-0.025269i,-0.60305-0.20501i,-0.67999-0.16329i,-0.37847-0.081307i,-0.098099-0.11733i,-0.054961-0.12443i,-0.05791-0.025974i,-0.005571+0.029212i,0.019474+0.0080322i,0.0023038-0.0019241i,-0.0032124+0.025437i,0.022163+0.049015i,0.055804+0.044471i,0.074323+0.041578i,0.073891+0.051282i,0.050933+0.049818i,0.02244+0.049901i,0.02163+0.064318i,0.04191+0.065766i,0.056195+0.045608i,0.060965+0.026115i
-0.047155-0.25569i,-0.07982-0.22096i,-0.023533+0.089298i,0.11086+0.46758i,0.18841+0.56298i,0.13257+0.35155i,0.039462+0.15389i,0.048062+0.0983i,0.11728+0.050383i,0.095898-0.013493i,0.013882-0.0087782i,-0.010466+0.032561i,0.0096226+0.025322i,-0.0027012-0.024411i,-0.052638-0.062544i,-0.080897-0.074122i,-0.068575-0.075951i,-0.045948-0.060152i,-0.017776-0.029964i,0.015273-0.016291i,0.032238-0.01769i,0.030846-0.02154i,0.021576-0.028731i
0.091809+0.22859i,0.15844+0.23076i,0.23216+0.050888i,0.32867-0.19076i,0.30772-0.29432i,0.109-0.19278i,-0.0569-0.044099i,-0.099546-0.016681i,-0.13296-0.045514i,-0.12865-0.0086608i,-0.034472+0.013344i,0.043631-0.046853i,0.018537-0.099178i,-0.053318-0.059576i,-0.085154+0.034321i,-0.088828+0.093925i,-0.10141+0.10488i,-0.088168+0.093391i,-0.043813+0.05473i,-0.015761-0.00064374i,-0.014393-0.040581i,-0.025312-0.049159i,-0.032228-0.036256i
-0.16543-0.23554i,-0.2636-0.34203i,-0.36816-0.3719i,-0.49763-0.32314i,-0.47428-0.18139i,-0.21205-0.018075i,0.019906+0.036531i,0.051028+0.044229i,0.039301+0.075033i,0.060217+0.056173i,0.026348+0.0086642i,-0.054987+0.010754i,-0.078884+0.074008i,0.0037783+0.12937i,0.12427+0.11836i,0.20377+0.094764i,0.22834+0.098276i,0.18898+0.077171i,0.09901+0.030057i,0.017264+0.014283i,-0.019919+0.03538i,-0.019936+0.059579i,-0.0076528+0.06732i
0.1773+0.21417i,0.22672+0.34059i,0.18749+0.47359i,0.15182+0.59467i,0.14008+0.55064i,0.098847+0.29938i,0.036245+0.091225i,0.034363+0.03747i,0.067377+0.024951i,0.058602+0.012352i,0.034922+0.028976i,0.044041+0.068759i,0.081518+0.057185i,0.092382-0.045523i,0.045356-0.16585i,-0.0040596-0.23912i,-0.0051701-0.25782i,0.010646-0.20511i,0.013002-0.10231i,0.020476-0.022074i,0.038029-0.0034052i,0.047607-0.019593i,0.047016-0.030944i
-0.17207-0.16357i,-0.17353-0.26183i,0.011599-0.36623i,0.21551-0.47019i,0.23302-0.4441i,0.12716-0.25288i,0.075134-0.10628i,0.041738-0.099165i,-0.020837-0.12257i,-0.046253-0.11005i,-0.011773-0.089975i,0.049576-0.09868i,0.056958-0.12519i,-0.029387-0.10749i,-0.13028-0.037663i,-0.18944+0.01945i,-0.22025+0.031682i,-0.19317+0.0266i,-0.10626+0.018502i,-0.038882-0.0014152i,-0.028241-0.0084048i,-0.033619+0.0046173i,-0.025663+0.0062764i
0.19222+0.10236i,0.18399+0.12769i,-0.057181+0.11467i,-0.35136+0.13823i,-0.38168+0.1581i,-0.20759+0.078884i,-0.099999-0.0043648i,-0.072043+0.0078941i,-0.04276+0.058456i,-0.024265+0.070091i,-0.044539+0.027586i,-0.10789-0.033481i,-0.15855-0.03431i,-0.12394+0.038509i,-0.031973+0.12514i,0.049971+0.19237i,0.098541+0.22558i,0.099209+0.17763i,0.053704+0.077388i,0.0084262+0.026482i,0.008744+0.026832i,0.028023+0.019985i,0.021754+0.0055236i
-0.19315-0.068485i,-0.21373-0.05105i,-0.034772+0.056568i,0.20953+0.15673i,0.25812+0.14451i,0.12887+0.077556i,0.015914+0.026103i,-0.022207+0.0024218i,-0.01572-0.0029894i,-0.0056719+0.005402i,-0.0097333+0.059147i,-0.0028731+0.14654i,0.026233+0.17706i,0.064536+0.1105i,0.10208-0.0031438i,0.12637-0.10718i,0.12824-0.1616i,0.09276-0.13965i,0.043498-0.069538i,0.02942-0.021964i,0.029392-0.027458i,0.0085364-0.041793i,-0.010054-0.024238i
0.1892+0.022099i,0.25821-0.059546i,0.17925-0.22981i,0.023226-0.34871i,-0.056973-0.27941i,-0.049832-0.10447i,-0.015501+0.0084296i,0.0046953+0.017461i,0.0020961-0.0019375i,0.0088556-0.0054022i,0.04888-0.023329i,0.10083-0.062645i,0.11187-0.088098i,0.0596-0.092285i,-0.020857-0.087871i,-0.096142-0.076274i,-0.14187-0.058457i,-0.1279-0.027537i,-0.071769-3.0467e-06i,-0.034833+0.00078186i,-0.037215+0.0064302i,-0.034819+0.031625i,-0.0071639+0.035192i
-0.18409-0.01802i,-0.29127+0.024404i,-0.32295+0.12766i,-0.29713+0.22802i,-0.21308+0.23303i,-0.079094+0.13959i,-0.0024845+0.04488i,0.0022689+0.033367i,0.013691+0.052516i,0.026972+0.031383i,0.0036987-0.0056426i,-0.03646-0.030092i,-0.053902-0.03389i,-0.0484-0.0073934i,-0.042736+0.039273i,-0.027251+0.092272i,-0.0013298+0.12479i,0.012315+0.1021i,0.0051659+0.053127i,-0.0050615+0.035957i,0.013359+0.042098i,0.040806+0.027889i,0.034855+0.0056157i
0.17298+0.011215i,0.26444+0.013691i,0.3102+0.025264i,0.33737+0.040871i,0.28174+0.019451i,0.10965-0.022398i,-0.027054-0.023073i,-0.052532-0.015138i,-0.042927-0.020853i,-0.038309-0.0099915i,-0.026625+0.0087359i,-0.023251+0.01588i,-0.038479+0.012344i,-0.03773+0.011974i,-0.0021679+0.01623i,0.042841+0.0034229i,0.073724-0.014891i,0.084525-0.014065i,0.082409-0.0062455i,0.078774-0.017053i,0.059826-0.048382i,0.022617-0.062387i,0.0021059-0.044556i
-0.16421-0.038009i,-0.25474-0.10415i,-0.28835-0.21685i,-0.29891-0.29625i,-0.24221-0.21339i,-0.07013-0.01739i,0.094583+0.080535i,0.14668+0.056554i,0.11478+0.0074353i,0.056547-0.020983i,0.013077-0.013596i,0.0049819+0.016068i,0.022626+0.04173i,0.042728+0.035883i,0.04898-0.00098936i,0.035194-0.040227i,0.0088737-0.06739i,-0.017619-0.07558i,-0.037037-0.068938i,-0.056328-0.056964i,-0.075961-0.028337i,-0.074375+0.0074249i,-0.053766+0.020043i
0.15183+0.03987i,0.20897+0.1164i,0.15831+0.26665i,0.087816+0.40805i,0.068539+0.35305i,0.042014+0.10281i,-0.021671-0.095527i,-0.074587-0.12428i,-0.071885-0.053415i,-0.022142+0.0065609i,0.020259+0.0065876i,0.02914-0.013501i,0.0258-0.027709i,0.0051606-0.040618i,-0.029724-0.041352i,-0.054261-0.022472i,-0.063459+0.0058692i,-0.060199+0.023842i,-0.056883+0.03618i,-0.048769+0.064092i,-0.011055+0.089218i,0.036131+0.081576i,0.053494+0.054902i
-0.14489-0.025403i,-0.16874-0.07896i,-0.036011-0.18864i,0.11043-0.2972i,0.09638-0.26859i,-0.0060883-0.12295i,-0.074686-0.0046189i,-0.084078+0.030659i,-0.057825+0.00868i,-0.038832-0.018065i,-0.026722-0.012743i,-0.0014008-0.010033i,0.0039698-0.02647i,-0.0090954-0.017066i,-0.011352+0.010911i,-0.00075968+0.022389i,0.0138+0.024295i,0.029052+0.0258i,0.05183+0.025645i,0.078706+0.0088145i,0.081532-0.030937i,0.05211-0.061866i,0.02315-0.061075i
0.14854+0.0068819i,0.17813-0.0034646i,0.034117+0.010809i,-0.15099+0.063197i,-0.15923+0.1118i,-0.03946+0.13034i,0.061848+0.1237i,0.091089+0.10251i,0.05656+0.071699i,0.0082185+0.044732i,-0.027808+0.014207i,-0.065353-0.0058694i,-0.085247+0.0075562i,-0.061294+0.022549i,-0.022277+0.021389i,-0.0017855+0.019893i,0.0073493+0.021648i,0.010489+0.017305i,0.0061889-0.0026285i,-0.0085576-0.026962i,-0.03458-0.031113i,-0.051367-0.016154i,-0.049827-0.005868i
-0.15105-0.0038756i,-0.20675+0.030401i,-0.13027+0.078648i,0.019564+0.10773i,0.092345+0.051743i,0.064884-0.074021i,0.010964-0.16692i,-0.019312-0.1631i,-0.0071269-0.088972i,0.02688-0.026333i,0.046398+0.017154i,0.06361+0.060718i,0.083215+0.071675i,0.074624+0.042697i,0.052637+0.011039i,0.047161-0.0068985i,0.048301-0.023347i,0.034284-0.036239i,0.0033967-0.03082i,-0.019423-0.0052478i,-0.011638+0.027197i,0.0085112+0.047853i,0.016715+0.051811i
0.15069-0.023177i,0.23501-0.087445i,0.22678-0.17852i,0.11854-0.22352i,-0.014669-0.13811i,-0.10113+0.02593i,-0.13766+0.13476i,-0.1235+0.14431i,-0.074662+0.092157i,-0.040045+0.039804i,-0.01629+0.0012464i,0.0049203-0.049347i,-0.00029765-0.086143i,-0.016709-0.079706i,-0.028461-0.066026i,-0.046447-0.062688i,-0.062627-0.053129i,-0.05645-0.029364i,-0.028577-0.0027996i,-0.0025693+0.0032613i,0.008026-0.014026i,0.015297-0.031298i,0.024555-0.032195i
-0.15039+0.0099199i,-0.27404+0.040853i,-0.35269+0.10631i,-0.31861+0.17105i,-0.16529+0.16433i,0.031556+0.10604i,0.17645+0.062313i,0.20487+0.029498i,0.13571-0.00024098i,0.057442-0.0090841i,0.0092716-0.0035931i,-0.025127+0.010648i,-0.039479+0.025202i,-0.039239+0.035086i,-0.039378+0.05355i,-0.028248+0.077812i,-0.0095121+0.092404i,0.0034181+0.079141i,0.010201+0.041667i,0.009664+0.017199i,-0.0027605+0.015987i,-0.022018+0.011495i,-0.031899-0.0017137i
0.14127+0.010115i,0.27191+0.014468i,0.38553+0.0048342i,0.39821-0.025664i,0.27838-0.061407i,0.10402-0.12525i,-0.035029-0.19866i,-0.099621-0.19355i,-0.074655-0.1088i,-0.0097847-0.043475i,0.024505-0.024634i,0.027585-0.011717i,0.020771+0.0057519i,0.026918+0.016987i,0.056683+0.01227i,0.084843-0.0079797i,0.093618-0.025374i,0.073321-0.027549i,0.030285-0.016054i,0.0051551-0.0015429i,0.013664+0.0097489i,0.026713+0.023091i,0.02605+0.033264i
-0.12906-0.031983i,-0.25227-0.088094i,-0.37106-0.14216i,-0.41283-0.12661i,-0.32957-0.032606i,-0.20323+0.090819i,-0.11813+0.18512i,-0.054776+0.19591i,-0.01943+0.11481i,-0.034619+0.034024i,-0.05054+0.014918i,-0.031281+0.015754i,-0.0015979+0.0012801i,0.0034384-0.029105i,-0.022738-0.061209i,-0.05663-0.07816i,-0.072217-0.081977i,-0.056929-0.067048i,-0.020662-0.035282i,0.003993-0.016961i,0.0055393-0.022626i,0.0042839-0.034286i,0.0066489-0.037894i
0.11165+0.058771i,0.20894+0.1463i,0.29116+0.25329i,0.32726+0.28394i,0.29312+0.19011i,0.23581+0.04708i,0.20483-0.061109i,0.14881-0.10789i,0.061255-0.073914i,0.022151-0.0089806i,0.029142+0.0076103i,0.023774-0.010652i,-0.00059908-0.015821i,-0.022765+0.0089067i,-0.028333+0.047509i,-0.024123+0.076282i,-0.026219+0.089708i,-0.026608+0.074268i,-0.018252+0.031157i,-0.012928+0.00057456i,-0.014509+0.00034316i,-0.019504+0.010499i,-0.022293+0.017702i
-0.097669-0.072042i,-0.15498-0.18104i,-0.16436-0.31534i,-0.16012-0.3742i,-0.17136-0.30376i,-0.18054-0.19248i,-0.19865-0.12735i,-0.18457-0.068152i,-0.097054-0.016272i,-0.020795-0.0151i,-0.010129-0.018798i,-0.010703+0.0010466i,0.0094754+0.012628i,0.039228+0.0043774i,0.063519-0.012171i,0.080288-0.021581i,0.092197-0.016897i,0.079882-0.0048852i,0.039377+0.0091711i,0.0077494+0.022591i,0.0072012+0.028513i,0.019898+0.020599i,0.026522+0.0079602i
0.090824+0.069557i,0.11797+0.15354i,0.055206+0.2515i,-0.01927+0.32691i,-0.010307+0.33907i,0.025082+0.29811i,0.042363+0.27335i,0.051623+0.23109i,0.030414+0.13817i,-0.0063838+0.072602i,-0.01151+0.047963i,-0.006249+0.019737i,-0.024403-0.0083467i,-0.054663-0.023426i,-0.077075-0.029042i,-0.081865-0.036159i,-0.072116-0.049879i,-0.054423-0.051918i,-0.028315-0.033429i,-0.00048882-0.020205i,0.013058-0.025164i,0.010013-0.029018i,0.00028649-0.022914i
-0.092113-0.069254i,-0.11004-0.12484i,-0.016897-0.16705i,0.096137-0.20687i,0.10478-0.23307i,0.088991-0.21766i,0.12006-0.20763i,0.12431-0.19372i,0.08573-0.12955i,0.061224-0.067079i,0.048844-0.043084i,0.036424-0.025926i,0.036074+0.00049672i,0.047379+0.023468i,0.05463+0.035375i,0.041896+0.04675i,0.016622+0.062385i,0.0053933+0.064216i,0.0094556+0.039758i,0.0021547+0.0093603i,-0.01822-0.0014566i,-0.032168+0.0020688i,-0.029147+0.0085305i
0.098024+0.051444i,0.12437+0.045176i,0.014643+0.0063659i,-0.13527+0.021429i,-0.15388+0.09162i,-0.1244+0.099545i,-0.16783+0.053665i,-0.19088+0.036704i,-0.13205+0.031052i,-0.077076+0.015987i,-0.063276+0.012612i,-0.055481+0.011417i,-0.045163-0.002417i,-0.042671-0.01681i,-0.034403-0.024182i,-0.0013645-0.030981i,0.039319-0.041259i,0.048897-0.046155i,0.024711-0.031608i,0.0035499+0.0010503i,0.0053005+0.030444i,0.017879+0.042589i,0.026182+0.034929i
-0.11163-0.047497i,-0.1726-0.0068032i,-0.098678+0.10762i,0.05612+0.15219i,0.1021+0.07489i,0.077592+0.044565i,0.11179+0.10209i,0.14485+0.11259i,0.10899+0.065686i,0.065069+0.033437i,0.058743+0.021369i,0.058891+0.014815i,0.045401+0.013918i,0.033322+0.019322i,0.021076+0.019828i,-0.011222+0.006373i,-0.053187-0.0062314i,-0.066245-0.0030119i,-0.040353+0.0028053i,-0.0046093-0.0051279i,0.018642-0.020095i,0.029766-0.032113i,0.027377-0.034667i
0.1217+0.045727i,0.22213-0.017767i,0.2089-0.17959i,0.069593-0.25295i,-0.018688-0.14387i,0.0075345-0.071733i,0.013982-0.13833i,-0.030475-0.1722i,-0.051584-0.11637i,-0.047307-0.059618i,-0.045577-0.039906i,-0.044126-0.035957i,-0.036602-0.029707i,-0.026986-0.028483i,-0.021337-0.025798i,-0.010919+0.0021506i,0.011856+0.041313i,0.029207+0.050324i,0.022715+0.028504i,0.0045028+0.0062587i,-0.011443-0.0092546i,-0.030271-0.021688i,-0.043039-0.021653i
-0.13591-0.070312i,-0.28466-0.026011i,-0.35254+0.13313i,-0.24639+0.23846i,-0.10394+0.1504i,-0.087296+0.039555i,-0.11291+0.061254i,-0.079512+0.10197i,-0.023221+0.085865i,0.015247+0.056781i,0.028177+0.046494i,0.029686+0.048286i,0.031399+0.044073i,0.029654+0.043001i,0.034525+0.039713i,0.046637+0.006047i,0.047828-0.04237i,0.030378-0.056996i,0.010025-0.032346i,-0.0020672-0.0041477i,-0.012466+0.019513i,-0.014601+0.047606i,-0.0024414+0.059716i
0.14381+0.091377i,0.32676+0.086286i,0.45566-0.045538i,0.37559-0.15932i,0.18384-0.084414i,0.10842+0.040702i,0.11552+0.041587i,0.080865+0.0034353i,0.030797-0.0096028i,-0.0039402-0.023194i,-0.015931-0.039443i,-0.010945-0.055229i,-0.014835-0.066366i,-0.024752-0.076585i,-0.042634-0.079543i,-0.070519-0.048473i,-0.083952+0.0028502i,-0.0635+0.029967i,-0.027904+0.023158i,-0.0035236+0.011146i,0.019713+0.0061434i,0.045187-0.0050463i,0.049021-0.015045i
-0.13949-0.14535i,-0.34523-0.21241i,-0.53498-0.1413i,-0.49729-8.5112e-05i,-0.27275+0.0075647i,-0.12465-0.062695i,-0.080685-0.061233i,-0.036654-0.037283i,-0.0055032-0.022471i,0.0061564+0.0095485i,0.0040315+0.036069i,-0.013419+0.048302i,-0.02421+0.063884i,-0.021798+0.090183i,0.00048924+0.11312i,0.046602+0.10536i,0.082459+0.069551i,0.074639+0.029904i,0.041678+0.0073848i,0.022892-0.0010549i,0.013119-0.01625i,-0.0060865-0.033845i,-0.016564-0.037015i
0.1325+0.17512i,0.33124+0.31041i,0.52738+0.30434i,0.49675+0.16651i,0.26017+0.1072i,0.091813+0.1147i,0.031934+0.064384i,-0.019654+0.023514i,-0.031725+0.018041i,-0.011852-0.0099944i,0.0012481-0.032315i,0.022238-0.027265i,0.045273-0.031808i,0.058729-0.06164i,0.053969-0.10538i,0.019893-0.13618i,-0.018524-0.1296i,-0.030902-0.089488i,-0.024809-0.048166i,-0.025012-0.025785i,-0.03404-0.0050903i,-0.035479+0.020734i,-0.028869+0.027336i
-0.10527-0.21552i,-0.27973-0.42418i,-0.46148-0.48819i,-0.44364-0.34007i,-0.22946-0.19951i,-0.070624-0.13729i,-0.016874-0.046381i,0.041585+0.020396i,0.058742+0.014937i,0.018708+0.018092i,-0.0059048+0.031506i,-0.018391+0.014715i,-0.044296+0.00088973i,-0.079239+0.02057i,-0.10469+0.064048i,-0.097478+0.10679i,-0.064998+0.11663i,-0.031641+0.086506i,-0.0094399+0.04772i,0.0048109+0.028696i,0.020095+0.022255i,0.027662+0.016521i,0.019001+0.020426i
0.072674+0.23409i,0.19743+0.48204i,0.32835+0.60255i,0.31523+0.48425i,0.16399+0.32011i,0.068604+0.22141i,0.060276+0.086163i,0.00082477-0.040347i,-0.053733-0.051667i,-0.024872-0.028214i,0.0068459-0.02807i,0.011609-0.011124i,0.031914+0.016814i,0.080591+0.021485i,0.12924-0.003785i,0.14377-0.040853i,0.11829-0.056385i,0.06919-0.040179i,0.023838-0.015509i,0.0027091-0.0051696i,0.0021443-0.0084089i,0.01425-0.013214i,0.031621-0.018938i
-0.035517-0.24254i,-0.098686-0.51284i,-0.15982-0.66869i,-0.14143-0.5651i,-0.048046-0.38556i,-0.014311-0.29426i,-0.071901-0.17786i,-0.059817-0.015747i,0.0082628+0.049539i,0.012416+0.035112i,-0.0077379+0.030726i,-0.0017938+0.018383i,-0.0075008-0.021663i,-0.053908-0.057943i,-0.11262-0.063377i,-0.14109-0.041281i,-0.12254-0.01886i,-0.067778-0.0076098i,-0.015206-0.0042034i,0.006394-0.0028944i,0.0033415-0.0023675i,-0.01231-0.011146i,-0.0298-0.021134i
